
[00:00:00.000 --> 00:00:03.000]  各位朋友,各位弟兄姊妹,大家好
[00:02:39.000 --> 00:02:50.000]  假如不是耶和華幫助我們去建造我們的房屋,建造的人就是突然
[00:02:50.000 --> 00:02:55.000]  這裡的房屋大概就是指家庭
[00:02:55.000 --> 00:03:04.000]  很多時候我們就用建造這個詞語來形容我們很想去建一個家
[00:03:04.000 --> 00:03:09.000]  家不是一個建築物,家不是一個樓房
[00:03:09.000 --> 00:03:13.000]  家最重要的是家裡面的人
[00:03:13.000 --> 00:03:17.000]  很多年輕人說我要找一個對象
[00:03:17.000 --> 00:03:24.000]  男孩子要找女孩子,女孩子要找一個可靠可信的男朋友
[00:03:24.000 --> 00:03:32.000]  是男女彼此相愛,他們就組織家庭成為夫婦的關係
[00:03:32.000 --> 00:03:39.000]  很遺憾的,現在這個世代婚姻很不長久
[00:03:39.000 --> 00:03:48.000]  常常結了婚,過了好幾年就發現大家性格有點合不來,又要分開了
[00:03:48.000 --> 00:03:52.000]  所以這是很悲慘的一件事
[00:03:52.000 --> 00:04:01.000]  但是神為我們所預備的婚姻就是要我們一生一世長長久久的
[00:04:01.000 --> 00:04:08.000]  而且我們的兒女們也能夠享受一個安定幸福的家庭
[00:04:08.000 --> 00:04:19.000]  第二句就是說若不是耶和華看守城池,看守的人就枉然警醒
[00:04:19.000 --> 00:04:27.000]  一個城很需要有看守的人,特別古代都是有城牆的
[00:04:27.000 --> 00:04:35.000]  我們中國很多古老的城市,比如說南京城,很多的城牆
[00:04:35.000 --> 00:04:44.000]  所以是非常寶貴的,有些古老的城,西安也是很多的城牆的
[00:04:44.000 --> 00:04:50.000]  這個城牆有保護的作用,城池是非常的重要
[00:04:50.000 --> 00:04:59.000]  但是假如不是神來看守城池,看守的人就枉然警醒
[00:04:59.000 --> 00:05:05.000]  耶穌也常常提醒門徒我們要警醒禱告
[00:05:05.000 --> 00:05:16.000]  特別是現在這個世界是越來越混亂,很多地震,很多火災,有蝗蟲之災
[00:05:16.000 --> 00:05:22.000]  再加上這次的疾病的病菌影響整個世界
[00:05:22.000 --> 00:05:31.000]  所以令大家都有一種醒覺,到底主耶穌回來的日子是什麼時候來了
[00:05:31.000 --> 00:05:37.000]  聖經裡面很清楚告訴我們說,主來的日子近了
[00:05:37.000 --> 00:05:44.000]  但是主來好像賊來一樣,不是我們預先可以知道的
[00:05:44.000 --> 00:05:49.000]  在一個想不到的時候,主耶穌就回來了
[00:05:49.000 --> 00:05:55.000]  所以各位我們必須要警醒,要好好的讀聖經
[00:05:55.000 --> 00:06:01.000]  關於主再來的問題,聖經裡面其實說的非常坦白
[00:06:01.000 --> 00:06:08.000]  特別在馬太福音的24章,25章,26章
[00:06:08.000 --> 00:06:13.000]  耶穌在橄欖上面有很清楚的預言
[00:06:13.000 --> 00:06:26.000]  我們來看第二節說,你們清早起來,夜晚安歇,吃勞碌得來的本是枉然
[00:06:26.000 --> 00:06:34.000]  唯有耶和華所親愛的必叫他安然睡覺
[00:06:34.000 --> 00:06:38.000]  談到清晨就早起
[00:06:38.000 --> 00:06:43.000]  現在現代人有不同的生活習慣
[00:06:43.000 --> 00:06:50.000]  我們常常說有些人是早起的,也早點睡,很早就起來了
[00:06:50.000 --> 00:06:56.000]  因為早上精神煥發就可以做很多事情
[00:06:56.000 --> 00:07:01.000]  所以五點多很多的早餐店已經開門了
[00:07:01.000 --> 00:07:10.000]  很多人就去吃早餐,然後就上班,然後就出去運動,做很多不同的工作
[00:07:10.000 --> 00:07:18.000]  我們香港就是很晚的,晚上十點十一點還沒有吃晚餐
[00:07:18.000 --> 00:07:24.000]  所以睡覺的時候也晚很多,結果早上就不願起來了
[00:07:24.000 --> 00:07:29.000]  所以我不知道你是早起的人還是晚起的人
[00:07:29.000 --> 00:07:34.000]  不管怎麼樣,有早睡,也有晚上要安歇
[00:07:34.000 --> 00:07:37.000]  吃勞碌得來的
[00:07:37.000 --> 00:07:44.000]  我們的人生必須要工作,工作是神給我們一個的責任
[00:07:44.000 --> 00:07:51.000]  當神創造亞當跟夏娃的時候,吩咐他們要好好管理這個伊甸園
[00:07:51.000 --> 00:07:56.000]  直到他們犯罪以後,就把他們趕出伊甸園
[00:07:56.000 --> 00:08:04.000]  神就說了亞當,你要汗流滿面,你要勞苦才能夠有吃的
[00:08:04.000 --> 00:08:10.000]  你要耕作,你要去耕種,你要去養育那些牲畜
[00:08:10.000 --> 00:08:14.000]  所以人就開始要工作
[00:08:14.000 --> 00:08:19.000]  其實管理這個大地是神給人類的責任
[00:08:19.000 --> 00:08:24.000]  今天我們很需要注意環保
[00:08:24.000 --> 00:08:27.000]  因為這個地球生病
[00:08:27.000 --> 00:08:34.000]  那個大氣層也發現有穿了一個洞
[00:08:34.000 --> 00:08:40.000]  所以那個紫外線就直接照射到我們的身上
[00:08:40.000 --> 00:08:44.000]  所以很多人得了皮膚病
[00:08:44.000 --> 00:08:46.000]  因為這個洞越來越大
[00:08:46.000 --> 00:08:50.000]  但是最近很多工廠都關閉了
[00:08:50.000 --> 00:08:56.000]  結果很多科學家就發現地球好像好了很多
[00:08:56.000 --> 00:08:58.000]  真的很奇怪
[00:08:58.000 --> 00:09:02.000]  所以這也是對我們一個非常好的提醒
[00:09:02.000 --> 00:09:05.000]  到底是不是因為人的貪婪
[00:09:05.000 --> 00:09:08.000]  我們染花樹林
[00:09:08.000 --> 00:09:11.000]  我們破壞水土
[00:09:11.000 --> 00:09:14.000]  我們把大自然都破壞了
[00:09:14.000 --> 00:09:19.000]  所以求神幫助我們做一個好的管家
[00:09:19.000 --> 00:09:22.000]  好好的管理這個地球
[00:09:22.000 --> 00:09:25.000]  好好的做一個好的管家
[00:09:25.000 --> 00:09:31.000]  去保護這個神讓我們居住的地球
[00:09:31.000 --> 00:09:35.000]  然後就來到第三節了
[00:09:35.000 --> 00:09:38.000]  第三節你就談到兒女
[00:09:38.000 --> 00:09:43.000]  他說兒女是耶和華所賜的產業
[00:09:43.000 --> 00:09:49.000]  所懷的胎是他所給的賞賜
[00:09:49.000 --> 00:09:54.000]  原來兒女們是神給我們的產業
[00:09:54.000 --> 00:09:59.000]  我不知道今天你覺得你能夠生了孩子
[00:09:59.000 --> 00:10:02.000]  不管是一個兩個三個四個
[00:10:02.000 --> 00:10:04.000]  你覺得怎麼樣呢
[00:10:04.000 --> 00:10:06.000]  孩子是你的嗎
[00:10:06.000 --> 00:10:10.000]  還是是神托你去教養
[00:10:10.000 --> 00:10:13.000]  托你去管理
[00:10:13.000 --> 00:10:16.000]  所以這裡聖經有一個很重要的觀念
[00:10:16.000 --> 00:10:23.000]  就是孩子是神托付我們去好好的照顧
[00:10:23.000 --> 00:10:25.000]  好好的養育
[00:10:25.000 --> 00:10:27.000]  好好的教導
[00:10:27.000 --> 00:10:30.000]  讓他們在神的話語裡面
[00:10:30.000 --> 00:10:33.000]  在基督教的環境裡面
[00:10:33.000 --> 00:10:36.000]  在基督教的家庭的氣氛
[00:10:36.000 --> 00:10:40.000]  很慵懶的氣氛很善艾的氣氛底下
[00:10:40.000 --> 00:10:42.000]  他們能夠成長
[00:10:42.000 --> 00:10:45.000]  我們做父母的很感謝神
[00:10:45.000 --> 00:10:48.000]  神把孩子賜給我們
[00:10:48.000 --> 00:10:51.000]  很多人說只有你有兩個孩子
[00:10:51.000 --> 00:10:56.000]  這兩個孩子的性情絕對不一樣的
[00:10:56.000 --> 00:10:59.000]  老大很好動的
[00:10:59.000 --> 00:11:02.000]  老二就比較文靜的
[00:11:02.000 --> 00:11:05.000]  老大很喜歡運動的
[00:11:05.000 --> 00:11:09.000]  老二很喜歡藝術的音樂的
[00:11:09.000 --> 00:11:11.000]  繪畫的
[00:11:11.000 --> 00:11:14.000]  所以每個人實在不一樣啊
[00:11:14.000 --> 00:11:16.000]  你不能好好的管他呀
[00:11:16.000 --> 00:11:20.000]  你要讓他發揮他的所長
[00:11:20.000 --> 00:11:22.000]  發揮他的恩賜
[00:11:22.000 --> 00:11:24.000]  所以我們做父母的
[00:11:24.000 --> 00:11:27.000]  不如說我要你讀一科
[00:11:27.000 --> 00:11:29.000]  我要你讀什麼科
[00:11:29.000 --> 00:11:31.000]  我要你去做生意
[00:11:31.000 --> 00:11:34.000]  孩子們有自己的選擇
[00:11:34.000 --> 00:11:38.000]  所以我們不要對他們太嚴
[00:11:38.000 --> 00:11:42.000]  也不能對他們太多強求
[00:11:42.000 --> 00:11:46.000]  我們要在旁邊好好的輔助他們
[00:11:46.000 --> 00:11:48.000]  讓他們好好的成長
[00:11:48.000 --> 00:11:52.000]  按照神給他們的帶領
[00:11:52.000 --> 00:11:55.000]  他們自己可以去發展
[00:11:55.000 --> 00:11:58.000]  這是耶和華所賜的產業
[00:11:58.000 --> 00:12:05.000]  所懷的胎是他所給的賞賜
[00:12:05.000 --> 00:12:09.000]  我非常尊重很多的婦女
[00:12:09.000 --> 00:12:12.000]  她們懷孕十個月
[00:12:12.000 --> 00:12:15.000]  然後把孩子生出來
[00:12:15.000 --> 00:12:19.000]  那懷孕的時間實在是很辛苦的
[00:12:19.000 --> 00:12:22.000]  我們男的從來沒有這個經驗
[00:12:22.000 --> 00:12:25.000]  他們說懷胎的時候
[00:12:25.000 --> 00:12:28.000]  哎呀很重啊
[00:12:28.000 --> 00:12:31.000]  常常肚子餓要吃東西
[00:12:31.000 --> 00:12:34.000]  夏天汗流滿面
[00:12:34.000 --> 00:12:36.000]  冬天又怕冷
[00:12:36.000 --> 00:12:39.000]  而且懷的胎越來越重
[00:12:39.000 --> 00:12:41.000]  走路也好像走不動
[00:12:41.000 --> 00:12:44.000]  又爬樓梯就更慘了
[00:12:44.000 --> 00:12:48.000]  所以那個媽媽很快就是母親節
[00:12:48.000 --> 00:12:50.000]  每一年的母親節
[00:12:50.000 --> 00:12:53.000]  都是每一個家庭很重視的
[00:12:53.000 --> 00:12:56.000]  因為我們要愛我們的母親
[00:12:56.000 --> 00:12:59.000]  要尊敬我們的母親
[00:12:59.000 --> 00:13:03.000]  要向她們表達我們衷心的謝意
[00:13:03.000 --> 00:13:07.000]  感謝媽媽她愛我們
[00:13:07.000 --> 00:13:09.000]  她保守我們
[00:13:09.000 --> 00:13:11.000]  她帶領我們
[00:13:11.000 --> 00:13:16.000]  所以我們需要好好地尊重我們的母親
[00:13:16.000 --> 00:13:18.000]  要愛她
[00:13:18.000 --> 00:13:20.000]  然後第四節
[00:13:20.000 --> 00:13:23.000]  少年時所生的兒女
[00:13:23.000 --> 00:13:27.000]  好像勇士手中的劍
[00:13:27.000 --> 00:13:31.000]  原來我們年輕的時候生的兒女們
[00:13:31.000 --> 00:13:35.000]  是特別的強壯的有力的
[00:13:35.000 --> 00:13:40.000]  就好像勇士手頭上面有很多的劍
[00:13:40.000 --> 00:13:42.000]  他們就可以射出去了
[00:13:42.000 --> 00:13:45.000]  把敵人都趕走了
[00:13:45.000 --> 00:13:52.000]  一個劍帶你們充滿劍的人是特別有力的
[00:13:52.000 --> 00:13:55.000]  所以我們感謝我們的神
[00:13:55.000 --> 00:13:58.000]  祂是這樣來看顧我們
[00:13:58.000 --> 00:14:01.000]  所以我們需要知道
[00:14:01.000 --> 00:14:05.000]  這個兒女們是神所賜給我們的
[00:14:05.000 --> 00:14:08.000]  有些神給我們很多孩子
[00:14:08.000 --> 00:14:10.000]  特別猶太人
[00:14:10.000 --> 00:14:13.000]  他們喜歡多生孩子的
[00:14:13.000 --> 00:14:15.000]  因為你孩子越多
[00:14:15.000 --> 00:14:19.000]  就表示神對你的祝福越多
[00:14:19.000 --> 00:14:21.000]  所以聖經裡面記載
[00:14:21.000 --> 00:14:24.000]  雅各有十二個孩子
[00:14:24.000 --> 00:14:27.000]  就成為十二個支派
[00:14:27.000 --> 00:14:31.000]  今天不管你孩子有多或者是少
[00:14:31.000 --> 00:14:33.000]  不管怎麼樣
[00:14:33.000 --> 00:14:35.000]  我們懷著感恩的心
[00:14:35.000 --> 00:14:39.000]  好好地來教養我們的孩子
[00:14:39.000 --> 00:14:41.000]  讓他們好好的成長
[00:14:41.000 --> 00:14:43.000]  最後第五節
[00:14:43.000 --> 00:14:49.000]  暫待充滿的人便為有福
[00:14:49.000 --> 00:14:54.000]  他們在城門口和仇敵說話的時候
[00:14:54.000 --> 00:14:57.000]  必不至於受愧
[00:14:57.000 --> 00:15:02.000]  原來一個有很多孩子的人
[00:15:02.000 --> 00:15:05.000]  他好像暫待充滿
[00:15:05.000 --> 00:15:08.000]  他能夠在城門口
[00:15:08.000 --> 00:15:10.000]  仇敵跟他說話的時候
[00:15:10.000 --> 00:15:12.000]  仇敵也不敢怎麼樣
[00:15:12.000 --> 00:15:15.000]  因為他有很多的孩子
[00:15:15.000 --> 00:15:17.000]  我們感謝神
[00:15:17.000 --> 00:15:20.000]  家庭是神的祝福
[00:15:20.000 --> 00:15:23.000]  神賜給我們一男一女
[00:15:23.000 --> 00:15:27.000]  組織成為恩愛的夫妻
[00:15:27.000 --> 00:15:31.000]  我們一生一世要走在一塊
[00:15:31.000 --> 00:15:33.000]  要走完人生的路
[00:15:33.000 --> 00:15:35.000]  要互相的扶持
[00:15:35.000 --> 00:15:37.000]  要彼此的勸勉
[00:15:37.000 --> 00:15:40.000]  要一同的好好地來分擔
[00:15:40.000 --> 00:15:44.000]  到了大家都連起老麥的時候
[00:15:44.000 --> 00:15:47.000]  我們看見很多老虎老雞
[00:15:47.000 --> 00:15:49.000]  他們真的很恩愛
[00:15:49.000 --> 00:15:51.000]  在公園裏面散步
[00:15:51.000 --> 00:15:54.000]  一同地去做運動
[00:15:54.000 --> 00:15:56.000]  跑跑
[00:15:56.000 --> 00:15:57.000]  真的非常好
[00:15:57.000 --> 00:16:00.000]  求神帶領我們的家庭
[00:16:00.000 --> 00:16:02.000]  也賜福我們的家庭
[00:16:02.000 --> 00:16:04.000]  在這個疫情的時候
[00:16:04.000 --> 00:16:08.000]  我們很多時間會跟家人在一起
[00:16:08.000 --> 00:16:10.000]  有些人就很怕了
[00:16:10.000 --> 00:16:13.000]  天天對著我的老伴
[00:16:13.000 --> 00:16:15.000]  不曉得怎麼辦
[00:16:15.000 --> 00:16:17.000]  那些孩子們就最高興了
[00:16:17.000 --> 00:16:20.000]  天天爸爸媽媽都陪著我們
[00:16:20.000 --> 00:16:21.000]  帶我們去玩
[00:16:21.000 --> 00:16:23.000]  跟我們玩遊戲
[00:16:23.000 --> 00:16:26.000]  用很多方法去安頓他們
[00:16:26.000 --> 00:16:31.000]  這也是對我們一個很大的考驗的時候
[00:16:31.000 --> 00:16:35.000]  你的家到底幸福不幸福
[00:16:35.000 --> 00:16:38.000]  你的家是不是充滿愛
[00:16:38.000 --> 00:16:40.000]  我知道很多基督徒
[00:16:40.000 --> 00:16:43.000]  在他們的家裏面都掛了一個牌子
[00:16:43.000 --> 00:16:46.000]  或是請人寫了一個書法
[00:16:46.000 --> 00:16:50.000]  基督是我家之主
[00:16:50.000 --> 00:16:53.000]  誰是你家的主人
[00:16:53.000 --> 00:16:57.000]  耶穌基督他就是你家的主人
[00:16:57.000 --> 00:17:00.000]  希望我們不光是掛一個牌子
[00:17:00.000 --> 00:17:06.000]  我們真的是邀請耶穌進到我們的家裏面來
[00:17:06.000 --> 00:17:08.000]  在我們的家裏面
[00:17:08.000 --> 00:17:10.000]  他真的是居首位
[00:17:10.000 --> 00:17:12.000]  我們尊重他
[00:17:12.000 --> 00:17:14.000]  聽從他的吩咐
[00:17:14.000 --> 00:17:16.000]  遵行他的道
[00:17:16.000 --> 00:17:19.000]  願天父祝福你的家
[00:17:19.000 --> 00:17:23.000]  讓你的家夫妻恩恩愛愛
[00:17:23.000 --> 00:17:27.000]  孩子們都很孝順 聽話
[00:17:27.000 --> 00:17:30.000]  他們也成長得非常好
[00:17:30.000 --> 00:17:32.000]  神的愛 神的恩典
[00:17:32.000 --> 00:17:34.000]  常與你們同在
[00:17:34.000 --> 00:17:36.000]  保守你們的家
[00:17:36.000 --> 00:17:39.000]  充滿歡樂 充滿愛
[00:17:39.000 --> 00:17:42.000]  願神賜福給各位
