
[00:00:00.000 --> 00:00:04.000]  今天要討論的題目叫做「永活真神」
[00:02:06.000 --> 00:02:09.000]  接著他們開始講不同的語言
[00:02:09.000 --> 00:02:12.000]  我不知道聖經沒有講內容是什麼
[00:02:12.000 --> 00:02:16.000]  但聽眾受眾的回應是怎樣呢?
[00:02:16.000 --> 00:02:17.000]  很厲害啊
[00:02:17.000 --> 00:02:18.000]  聖靈很厲害
[00:02:18.000 --> 00:02:19.000]  不是啊
[00:02:19.000 --> 00:02:20.000]  眾人都驚訝
[00:02:20.000 --> 00:02:22.000]  彼此說到底搞什麼鬼
[00:02:22.000 --> 00:02:24.000]  有些人甚至燒
[00:02:24.000 --> 00:02:26.000]  是不是喝多了
[00:02:26.000 --> 00:02:28.000]  是不是喝醉了這群人
[00:02:28.000 --> 00:02:29.000]  這群人是不是喝醉了
[00:02:29.000 --> 00:02:31.000]  簡單一點就是這樣說
[00:02:31.000 --> 00:02:33.000]  接著就到今天要講的經文
[00:02:33.000 --> 00:02:34.000]  就是《士徒行傳》第二章
[00:02:34.000 --> 00:02:35.000]  十四至三十六節
[00:02:35.000 --> 00:02:38.000]  就是彼得領受聖靈之後的第一篇講道
[00:02:38.000 --> 00:02:40.000]  這篇講道有幾個特色
[00:02:40.000 --> 00:02:41.000]  第一就是《士徒行傳》裡面
[00:02:41.000 --> 00:02:44.000]  其中一篇很長的講道
[00:02:44.000 --> 00:02:45.000]  第三
[00:02:45.000 --> 00:02:46.000]  第三長
[00:02:46.000 --> 00:02:47.000]  第二個特色就是
[00:02:47.000 --> 00:02:50.000]  他不停引用舊約
[00:02:50.000 --> 00:02:52.000]  引用了三段不同的舊約
[00:02:52.000 --> 00:02:53.000]  你的問題可能就是
[00:02:53.000 --> 00:02:55.000]  這關我什麼事
[00:02:55.000 --> 00:02:56.000]  是不是
[00:02:56.000 --> 00:02:57.000]  引用舊約又如何
[00:02:57.000 --> 00:02:59.000]  很長又如何
[00:02:59.000 --> 00:03:00.000]  但如果我告訴你
[00:03:00.000 --> 00:03:02.000]  這篇道令到三千人迴轉
[00:03:02.000 --> 00:03:04.000]  相信主
[00:03:04.000 --> 00:03:06.000]  我猜你有心機聽
[00:03:06.000 --> 00:03:09.000]  我猜你覺得有興趣聽
[00:03:09.000 --> 00:03:11.000]  今天要跟你讀這麼長的經文
[00:03:11.000 --> 00:03:12.000]  其實有點困難
[00:03:12.000 --> 00:03:14.000]  還有這段經文就這樣看
[00:03:14.000 --> 00:03:16.000]  其實有時候很亂
[00:03:16.000 --> 00:03:18.000]  所以我會分成兩部分
[00:03:18.000 --> 00:03:23.000]  第一部分我會慢慢跟你們讀這段經文
[00:03:23.000 --> 00:03:24.000]  一邊讀一邊解
[00:03:24.000 --> 00:03:27.000]  你記住這一段是悶的
[00:03:27.000 --> 00:03:29.000]  你頂住
[00:03:29.000 --> 00:03:30.000]  十分鐘而已
[00:03:30.000 --> 00:03:32.000]  你死都死定了
[00:03:32.000 --> 00:03:34.000]  十分鐘不要睡著
[00:03:34.000 --> 00:03:36.000]  接著下半部
[00:03:36.000 --> 00:03:38.000]  我會想跟你說
[00:03:38.000 --> 00:03:39.000]  到底這段經文
[00:03:39.000 --> 00:03:41.000]  彼得如何形容
[00:03:41.000 --> 00:03:44.000]  我們信的這位耶穌
[00:03:44.000 --> 00:03:46.000]  而這個耶穌的特性
[00:03:46.000 --> 00:03:49.000]  和我們今天生命有什麼影響
[00:03:49.000 --> 00:03:50.000]  好嗎
[00:03:50.000 --> 00:03:52.000]  請你們讀經文
[00:03:52.000 --> 00:03:53.000]  預備一二三
[00:04:15.000 --> 00:04:16.000]  彼得說什麼
[00:04:16.000 --> 00:04:18.000]  彼得見到那些人有這麼多反應的時候
[00:04:18.000 --> 00:04:19.000]  他就站起來
[00:04:19.000 --> 00:04:21.000]  和那些使徒站起來就說
[00:04:21.000 --> 00:04:22.000]  不要吵
[00:04:22.000 --> 00:04:23.000]  聽
[00:04:23.000 --> 00:04:24.000]  我有話要說
[00:04:24.000 --> 00:04:25.000]  你以為我喝醉嗎
[00:04:25.000 --> 00:04:26.000]  不是
[00:04:26.000 --> 00:04:28.000]  因為現在才是
[00:04:28.000 --> 00:04:30.000]  九點鐘而已
[00:04:30.000 --> 00:04:31.000]  沒那麼早
[00:04:31.000 --> 00:04:33.000]  接著彼得就解釋
[00:04:33.000 --> 00:04:35.000]  為什麼他們有這個反應
[00:04:35.000 --> 00:04:37.000]  或者你會覺得他喝醉
[00:04:37.000 --> 00:04:38.000]  就是這段經文
[00:04:38.000 --> 00:04:40.000]  請大英姐妹讀
[00:04:45.000 --> 00:04:55.000]  (大英姐妹讀)
[00:04:55.000 --> 00:04:58.000]  彼得引用約爾書的一段經文
[00:04:58.000 --> 00:04:59.000]  說了幾個重點
[00:04:59.000 --> 00:05:01.000]  第一個重點就是
[00:05:01.000 --> 00:05:04.000]  現在已經是末後的日子
[00:05:04.000 --> 00:05:05.000]  什麼意思
[00:05:05.000 --> 00:05:07.000]  在整個救恩的歷史裡
[00:05:07.000 --> 00:05:09.000]  現在來到最後一頁
[00:05:09.000 --> 00:05:11.000]  耶穌基督已經成就了救恩
[00:05:11.000 --> 00:05:15.000]  而這一頁等到他再回來這段時間
[00:05:15.000 --> 00:05:16.000]  就是末後的日子
[00:05:16.000 --> 00:05:27.000]  (大英姐妹讀)
[00:05:27.000 --> 00:05:30.000]  最後第二十一節有趣的地方就是
[00:05:30.000 --> 00:05:31.000]  他突然間說
[00:05:31.000 --> 00:05:34.000]  在那個日子你有救恩
[00:05:34.000 --> 00:05:36.000]  你有出路
[00:05:36.000 --> 00:05:40.000]  (大英姐妹讀)
[00:05:40.000 --> 00:05:42.000]  對於當時的人一定會問
[00:05:42.000 --> 00:05:44.000]  那誰是主
[00:05:44.000 --> 00:05:45.000]  誰是主
[00:05:45.000 --> 00:05:47.000]  你說凡求告主名
[00:05:47.000 --> 00:05:48.000]  就必得救
[00:05:48.000 --> 00:05:50.000]  而以下這一大段的經文
[00:05:50.000 --> 00:05:52.000]  由二十二節到三十幾節
[00:05:52.000 --> 00:05:54.000]  就是要說誰是主
[00:05:54.000 --> 00:05:55.000]  請大英姐妹讀
[00:05:55.000 --> 00:06:24.000]  (大英姐妹讀)
[00:06:24.000 --> 00:06:33.000]  (大英姐妹讀)
[00:06:33.000 --> 00:06:37.000]  彼得就開始介紹他要說的主角
[00:06:37.000 --> 00:06:39.000]  就是拿撒勒人耶穌
[00:06:39.000 --> 00:06:41.000]  這段經文重複的就是
[00:06:41.000 --> 00:06:43.000]  他耶穌基督的生平
[00:06:43.000 --> 00:06:44.000]  他做過什麼
[00:06:44.000 --> 00:06:46.000]  他怎樣受害
[00:06:46.000 --> 00:06:48.000]  釘死和復活
[00:06:48.000 --> 00:06:49.000]  去到最後他說
[00:06:49.000 --> 00:06:51.000]  他原不能被死拘禁
[00:06:51.000 --> 00:06:52.000]  也挺有趣的
[00:06:52.000 --> 00:06:54.000]  說得好像彼得神早知一樣
[00:06:54.000 --> 00:06:55.000]  你明不明白
[00:06:55.000 --> 00:06:57.000]  他原來是不會被死拘禁的
[00:06:57.000 --> 00:07:00.000]  接著他就引用另一節舊約
[00:07:00.000 --> 00:07:02.000]  就是詩篇的第十六篇
[00:07:02.000 --> 00:07:04.000]  這段說話是這麼說的
[00:07:04.000 --> 00:07:05.000]  請大英姐妹讀
[00:07:23.000 --> 00:07:34.000]  (大英姐妹讀)
[00:07:34.000 --> 00:07:37.000]  當彼得去說這篇道
[00:07:37.000 --> 00:07:39.000]  引用這段聖經的時候
[00:07:39.000 --> 00:07:42.000]  他說大衛指著誰說
[00:07:42.000 --> 00:07:43.000]  耶穌
[00:07:43.000 --> 00:07:46.000]  大衛不是指著自己說這段經文
[00:07:46.000 --> 00:07:48.000]  他是指著將要來的耶穌
[00:07:48.000 --> 00:07:50.000]  他是在說預言
[00:07:50.000 --> 00:07:54.000]  他說這個將要來的基督是怎樣的呢
[00:07:54.000 --> 00:07:56.000]  他不見扭壞
[00:07:56.000 --> 00:07:58.000]  即是不會腐爛
[00:07:58.000 --> 00:08:02.000]  說的是一個人死了會不會扭壞
[00:08:02.000 --> 00:08:05.000]  接著第29節就這麼說
[00:08:05.000 --> 00:08:06.000]  我讀了
[00:08:06.000 --> 00:08:16.000]  (大英姐妹讀)
[00:08:16.000 --> 00:08:19.000]  你有沒有去過耶路撒冷旅遊
[00:08:19.000 --> 00:08:20.000]  你去的時候
[00:08:20.000 --> 00:08:23.000]  其中一個景點就在馬河樓下
[00:08:23.000 --> 00:08:25.000]  就叫做大衛塚
[00:08:25.000 --> 00:08:27.000]  大衛安葬的地方
[00:08:27.000 --> 00:08:30.000]  當然這個不是真的大衛安葬的地方
[00:08:30.000 --> 00:08:32.000]  是一個紀念他安葬的地方
[00:08:32.000 --> 00:08:34.000]  但是做得一個紀念的地方
[00:08:34.000 --> 00:08:36.000]  你進去參觀的時候
[00:08:36.000 --> 00:08:39.000]  你會看到有大衛的棺木在那裡
[00:08:39.000 --> 00:08:40.000]  很大個的
[00:08:40.000 --> 00:08:41.000]  整個人這麼高
[00:08:41.000 --> 00:08:43.000]  一塊石頭
[00:08:43.000 --> 00:08:46.000]  強調的是什麼
[00:08:46.000 --> 00:08:50.000]  強調的是那個私人大衛其實已經死了
[00:08:50.000 --> 00:08:51.000]  埋葬了
[00:08:51.000 --> 00:08:52.000]  他沒有復活
[00:08:52.000 --> 00:08:57.000]  大衛的墳墓仍然在那裡
[00:08:57.000 --> 00:08:59.000]  接著經文就說
[00:08:59.000 --> 00:09:00.000]  既然大衛是先知
[00:09:00.000 --> 00:09:02.000]  他知道上帝曾經起誓
[00:09:02.000 --> 00:09:05.000]  應許要在他的後裔立一個人
[00:09:05.000 --> 00:09:07.000]  坐他的寶座
[00:09:07.000 --> 00:09:11.000]  他預先看到將來要有一個誰出現
[00:09:11.000 --> 00:09:13.000]  基督尼塞亞
[00:09:13.000 --> 00:09:15.000]  將來要有一個基督出現
[00:09:15.000 --> 00:09:18.000]  而這個基督的特色是什麼
[00:09:18.000 --> 00:09:20.000]  他會復活的
[00:09:20.000 --> 00:09:21.000]  所以他就說
[00:09:21.000 --> 00:09:22.000]  大衛不是基督
[00:09:22.000 --> 00:09:24.000]  因為大衛沒有復活
[00:09:24.000 --> 00:09:26.000]  到底誰復活
[00:09:26.000 --> 00:09:29.000]  誰就是基督
[00:09:29.000 --> 00:09:31.000]  經文第三十二節這樣說
[00:09:31.000 --> 00:09:35.000]  「這耶穌上帝已經使他復活了」
[00:09:35.000 --> 00:09:36.000]  他不單止復活
[00:09:36.000 --> 00:09:38.000]  我們是這些事的見證人
[00:09:38.000 --> 00:09:41.000]  他還被高舉到神的右邊
[00:09:41.000 --> 00:09:44.000]  從父領受應許的聖靈
[00:09:44.000 --> 00:09:48.000]  把你們所看見所聽見的囂觀下來
[00:09:48.000 --> 00:09:51.000]  如果你有機會去以色列
[00:09:51.000 --> 00:09:52.000]  我鼓勵你
[00:09:52.000 --> 00:09:53.000]  應該是行程之一
[00:09:53.000 --> 00:09:56.000]  你會去這個地方叫花園塚
[00:09:56.000 --> 00:09:58.000]  也是用來紀念
[00:09:58.000 --> 00:10:00.000]  也是掃墓
[00:10:00.000 --> 00:10:02.000]  不過這次是掃耶穌的墓
[00:10:02.000 --> 00:10:05.000]  紀念死耶穌的埋葬
[00:10:05.000 --> 00:10:08.000]  在那裡他也做了一個山洞
[00:10:08.000 --> 00:10:11.000]  估計當時的墓穴是怎樣
[00:10:11.000 --> 00:10:13.000]  你可以進去看看
[00:10:13.000 --> 00:10:16.000]  是一間正正方方很小的房間
[00:10:16.000 --> 00:10:17.000]  沒甚麼特別
[00:10:17.000 --> 00:10:19.000]  但從裡面看出來
[00:10:19.000 --> 00:10:21.000]  你會看見一扇門寫著一些東西
[00:10:21.000 --> 00:10:23.000]  那扇門寫著甚麼
[00:10:23.000 --> 00:10:25.000]  He is not here
[00:10:25.000 --> 00:10:27.000]  他去了哪裡
[00:10:27.000 --> 00:10:30.000]  他復活了
[00:10:30.000 --> 00:10:32.000]  大衛沒有復活
[00:10:32.000 --> 00:10:33.000]  仍然在那裡
[00:10:33.000 --> 00:10:34.000]  嚴格來說
[00:10:34.000 --> 00:10:36.000]  他扭壞了屍骨
[00:10:36.000 --> 00:10:39.000]  三千年之後應該怎樣也化了
[00:10:39.000 --> 00:10:41.000]  對不對
[00:10:41.000 --> 00:10:42.000]  塑膠也可能已經化了
[00:10:42.000 --> 00:10:43.000]  化了沒有
[00:10:43.000 --> 00:10:44.000]  不知道
[00:10:44.000 --> 00:10:46.000]  大衛化了
[00:10:46.000 --> 00:10:48.000]  但基督的墳是空的
[00:10:48.000 --> 00:10:50.000]  說的是基督復活
[00:10:50.000 --> 00:10:51.000]  第三十四節
[00:10:51.000 --> 00:10:53.000]  他說大衛並沒有升到天
[00:10:53.000 --> 00:10:56.000]  但他自己說主對我主說
[00:10:56.000 --> 00:10:59.000]  The Lord said unto my Lord
[00:10:59.000 --> 00:11:02.000]  耶和華對我的主人說
[00:11:02.000 --> 00:11:05.000]  你坐在我的右邊
[00:11:05.000 --> 00:11:07.000]  即是耶和華對基督說
[00:11:07.000 --> 00:11:08.000]  你坐在我的右邊
[00:11:08.000 --> 00:11:12.000]  讓我使你的仇敵作你的腳墩
[00:11:12.000 --> 00:11:14.000]  故此以色列全家當確實知道
[00:11:14.000 --> 00:11:17.000]  你們釘在十字架上的耶穌
[00:11:17.000 --> 00:11:20.000]  已經為主為基督
[00:11:20.000 --> 00:11:22.000]  整段經文大致上就是這樣
[00:11:22.000 --> 00:11:25.000]  去見證原來我們所說的
[00:11:25.000 --> 00:11:27.000]  在地上的耶穌
[00:11:27.000 --> 00:11:29.000]  就是舊約應許的基督
[00:11:29.000 --> 00:11:30.000]  可以嗎
[00:11:30.000 --> 00:11:31.000]  整段經文是說這件事
[00:11:31.000 --> 00:11:35.000]  今天很想去討論到底耶穌是怎樣
[00:11:35.000 --> 00:11:37.000]  耶穌是誰
[00:11:37.000 --> 00:11:39.000]  耶穌有甚麼特性
[00:11:39.000 --> 00:11:43.000]  我們的生活有沒有和祂的特性相稱
[00:11:43.000 --> 00:11:46.000]  第一件事很簡單
[00:11:46.000 --> 00:11:47.000]  確據班的內容
[00:11:47.000 --> 00:11:50.000]  耶穌是真的
[00:11:50.000 --> 00:11:52.000]  耶穌是真的
[00:11:52.000 --> 00:11:53.000]  經文強調的是
[00:11:53.000 --> 00:11:57.000]  耶穌基督的生平事蹟
[00:11:57.000 --> 00:11:59.000]  祂在地上做過甚麼
[00:11:59.000 --> 00:12:02.000]  耶穌是在歷史上存在過
[00:12:02.000 --> 00:12:05.000]  道成肉身不是一個比喻
[00:12:05.000 --> 00:12:07.000]  是一個真實發生的事
[00:12:07.000 --> 00:12:09.000]  可能你回教會內
[00:12:09.000 --> 00:12:11.000]  甚至你有機會去讀一些
[00:12:11.000 --> 00:12:13.000]  更進深的聖經課程
[00:12:13.000 --> 00:12:15.000]  很多時候我們會討論
[00:12:15.000 --> 00:12:18.000]  在聖經有某些的片段
[00:12:18.000 --> 00:12:20.000]  有人會認為
[00:12:20.000 --> 00:12:22.000]  有聖經學者會認為那些片段
[00:12:22.000 --> 00:12:23.000]  可能是一個故事
[00:12:23.000 --> 00:12:25.000]  未必是真實
[00:12:25.000 --> 00:12:26.000]  我舉例
[00:12:26.000 --> 00:12:30.000]  有些人會認為約伯基是一個故事
[00:12:30.000 --> 00:12:31.000]  在歷史裏
[00:12:31.000 --> 00:12:32.000]  因為他沒有甚麼歷史的事蹟
[00:12:32.000 --> 00:12:35.000]  讓我們找出在何時有一個約伯
[00:12:35.000 --> 00:12:38.000]  正如東方有一個有錢的人叫約伯
[00:12:38.000 --> 00:12:40.000]  到底這是一個歷史人物
[00:12:40.000 --> 00:12:43.000]  還是一個故事呢
[00:12:43.000 --> 00:12:45.000]  我們不知道
[00:12:45.000 --> 00:12:47.000]  但是如果去到耶穌
[00:12:47.000 --> 00:12:49.000]  我就要百分之一百告訴你
[00:12:49.000 --> 00:12:51.000]  這是一個歷史人物
[00:12:51.000 --> 00:12:57.000]  祂的出生、死亡、復活、升天是真的
[00:12:57.000 --> 00:12:59.000]  是真的
[00:12:59.000 --> 00:13:00.000]  可能你會問
[00:13:00.000 --> 00:13:02.000]  是真的又如何?我知道是真的
[00:13:02.000 --> 00:13:03.000]  我相信是真的
[00:13:03.000 --> 00:13:05.000]  那又如何?
[00:13:05.000 --> 00:13:07.000]  我問你一個問題
[00:13:07.000 --> 00:13:09.000]  你為甚麼相信耶穌?
[00:13:09.000 --> 00:13:11.000]  回答得到嗎?
[00:13:11.000 --> 00:13:14.000]  回答得到嗎?
[00:13:14.000 --> 00:13:15.000]  耶穌是真的,十分好
[00:13:15.000 --> 00:13:18.000]  我為甚麼相信耶穌呢?
[00:13:18.000 --> 00:13:21.000]  我1990年缺志信主的時候
[00:13:21.000 --> 00:13:24.000]  就在一個福音營
[00:13:24.000 --> 00:13:25.000]  那時候我中一
[00:13:25.000 --> 00:13:26.000]  我說過了
[00:13:26.000 --> 00:13:27.000]  都頗有趣的
[00:13:27.000 --> 00:13:29.000]  這條主意是用得過的
[00:13:29.000 --> 00:13:30.000]  在第二晚
[00:13:30.000 --> 00:13:31.000]  晚上
[00:13:31.000 --> 00:13:33.000]  一個中一的小朋友在禮堂裡
[00:13:33.000 --> 00:13:35.000]  跟所有人一起聚會的時候
[00:13:35.000 --> 00:13:37.000]  突然間他關燈
[00:13:37.000 --> 00:13:38.000]  就問
[00:13:38.000 --> 00:13:39.000]  你有沒有想過
[00:13:39.000 --> 00:13:40.000]  如果你今天死了
[00:13:40.000 --> 00:13:42.000]  你會去哪裡呢?
[00:13:42.000 --> 00:13:44.000]  如果你想得到永生
[00:13:44.000 --> 00:13:46.000]  你就缺志吧
[00:13:46.000 --> 00:13:48.000]  我是這樣相信耶穌的
[00:13:48.000 --> 00:13:49.000]  信耶穌得永生
[00:13:49.000 --> 00:13:50.000]  好啊
[00:13:50.000 --> 00:13:52.000]  那就相信吧
[00:13:52.000 --> 00:13:53.000]  有好處不怕拿
[00:13:53.000 --> 00:13:55.000]  就等於街派的宣傳單張
[00:13:55.000 --> 00:13:56.000]  你未必去的
[00:13:56.000 --> 00:13:59.000]  有時候你都先拿了
[00:13:59.000 --> 00:14:04.000]  如果我們將耶穌等同得永生
[00:14:04.000 --> 00:14:07.000]  其實我們將耶穌夾扁了
[00:14:07.000 --> 00:14:09.000]  成為一張天堂的入場券
[00:14:09.000 --> 00:14:11.000]  成為一個救生圈
[00:14:11.000 --> 00:14:12.000]  成為一個水泡
[00:14:12.000 --> 00:14:15.000]  有些人如果回教會回得久
[00:14:15.000 --> 00:14:16.000]  他就會說
[00:14:16.000 --> 00:14:18.000]  為甚麼我相信耶穌呢?
[00:14:18.000 --> 00:14:21.000]  因為耶穌可以改變生命
[00:14:21.000 --> 00:14:22.000]  你想想
[00:14:22.000 --> 00:14:24.000]  好像很真實
[00:14:24.000 --> 00:14:26.000]  但其實這句話也有問題
[00:14:26.000 --> 00:14:29.000]  其實很多東西可以改變你的生命
[00:14:29.000 --> 00:14:32.000]  一些哲學思想可以改變你的生命
[00:14:32.000 --> 00:14:35.000]  儒家思想強調的是
[00:14:35.000 --> 00:14:37.000]  仁義、道德、孝道
[00:14:37.000 --> 00:14:39.000]  著重的是品德、修行
[00:14:39.000 --> 00:14:41.000]  如果你奉承儒家思想
[00:14:41.000 --> 00:14:43.000]  你也是一個好人
[00:14:43.000 --> 00:14:45.000]  你明白我的意思吧
[00:14:45.000 --> 00:14:47.000]  甚至你信其他宗教
[00:14:47.000 --> 00:14:49.000]  他都叫你做好人
[00:14:49.000 --> 00:14:50.000]  你經常聽人說
[00:14:50.000 --> 00:14:52.000]  宗教都是導人向善
[00:14:52.000 --> 00:14:55.000]  這句話其實就好像將我們的信仰
[00:14:55.000 --> 00:14:58.000]  變成一個思想系統
[00:14:58.000 --> 00:14:59.000]  一個哲學
[00:14:59.000 --> 00:15:00.000]  一個令你
[00:15:00.000 --> 00:15:03.000]  一些道理這麼簡單
[00:15:03.000 --> 00:15:05.000]  我多謝家樂
[00:15:05.000 --> 00:15:07.000]  你跟我同感一靈
[00:15:07.000 --> 00:15:08.000]  我想告訴你
[00:15:08.000 --> 00:15:09.000]  為甚麼我相信耶穌
[00:15:09.000 --> 00:15:11.000]  不是因為耶穌的教導好
[00:15:11.000 --> 00:15:13.000]  不是因為祂改變我的生命
[00:15:13.000 --> 00:15:15.000]  是因為祂真實
[00:15:15.000 --> 00:15:20.000]  這件事很大影響
[00:15:20.000 --> 00:15:21.000]  影響的是甚麼
[00:15:21.000 --> 00:15:22.000]  影響兩件事
[00:15:22.000 --> 00:15:24.000]  第一件事是你如何傳福音
[00:15:24.000 --> 00:15:26.000]  你今天是如何傳福音的
[00:15:26.000 --> 00:15:28.000]  拿一條五色珠出來
[00:15:28.000 --> 00:15:29.000]  數綠色是甚麼
[00:15:29.000 --> 00:15:30.000]  白色又是甚麼
[00:15:30.000 --> 00:15:31.000]  紅色又是甚麼
[00:15:31.000 --> 00:15:32.000]  黑色又是甚麼
[00:15:32.000 --> 00:15:35.000]  拿一本福音四律小冊子出來
[00:15:35.000 --> 00:15:38.000]  人和神原本是一條
[00:15:38.000 --> 00:15:40.000]  大家很和好的
[00:15:40.000 --> 00:15:42.000]  難怪很多人跟我說
[00:15:42.000 --> 00:15:44.000]  我不懂得傳福音
[00:15:44.000 --> 00:15:46.000]  因為他不懂得講那套理論
[00:15:46.000 --> 00:15:48.000]  我們這樣傳福音
[00:15:48.000 --> 00:15:50.000]  有一個危機
[00:15:50.000 --> 00:15:51.000]  不是錯
[00:15:51.000 --> 00:15:52.000]  這樣傳福音不是錯
[00:15:52.000 --> 00:15:53.000]  但我們有一個危機
[00:15:53.000 --> 00:15:54.000]  就是將我們這個耶穌
[00:15:54.000 --> 00:15:56.000]  變成一個得救的系統
[00:15:56.000 --> 00:15:58.000]  一個得救的方法
[00:15:58.000 --> 00:16:00.000]  你明白我的意思吧
[00:16:00.000 --> 00:16:02.000]  使徒行傳怎樣說
[00:16:02.000 --> 00:16:04.000]  他說你去到猶大全地
[00:16:04.000 --> 00:16:05.000]  直到地極
[00:16:05.000 --> 00:16:07.000]  做甚麼
[00:16:07.000 --> 00:16:09.000]  作見證
[00:16:09.000 --> 00:16:11.000]  作見證就很不同了
[00:16:11.000 --> 00:16:12.000]  就等於有人問你
[00:16:12.000 --> 00:16:14.000]  你結了婚
[00:16:14.000 --> 00:16:16.000]  你先生是怎樣的
[00:16:16.000 --> 00:16:18.000]  你就說關於他的事
[00:16:18.000 --> 00:16:20.000]  他做甚麼行業
[00:16:20.000 --> 00:16:22.000]  很好的
[00:16:22.000 --> 00:16:23.000]  很喜歡打球的
[00:16:23.000 --> 00:16:24.000]  很帥的
[00:16:24.000 --> 00:16:25.000]  你就可以數了
[00:16:25.000 --> 00:16:27.000]  或者數他不好的都可以
[00:16:27.000 --> 00:16:29.000]  這個是見證
[00:16:29.000 --> 00:16:31.000]  聖經說就是將你所聽見
[00:16:31.000 --> 00:16:33.000]  看過
[00:16:33.000 --> 00:16:34.000]  聽過
[00:16:34.000 --> 00:16:35.000]  你經歷的事
[00:16:35.000 --> 00:16:36.000]  說出來
[00:16:36.000 --> 00:16:38.000]  這個是我們應該做的事
[00:16:38.000 --> 00:16:40.000]  所以當有機會
[00:16:40.000 --> 00:16:42.000]  叫你去傳福音的時候
[00:16:42.000 --> 00:16:43.000]  你就要知道
[00:16:43.000 --> 00:16:45.000]  不是叫你去講福音的道理
[00:16:45.000 --> 00:16:47.000]  而是叫你去介紹耶穌
[00:16:47.000 --> 00:16:49.000]  第二件事更加重要
[00:16:49.000 --> 00:16:51.000]  就是影響我們人生
[00:16:51.000 --> 00:16:53.000]  成長的目標
[00:16:53.000 --> 00:16:54.000]  為甚麼
