
[00:00:00.000 --> 00:00:05.440]  今日我想和大家分享的題目就是福音中橫談
[00:04:15.360 --> 00:04:17.600]  其實每一本書都有類似的地方
[00:04:17.600 --> 00:04:19.600]  都有一些難解的經文
[00:04:19.600 --> 00:04:21.520]  每一本書差不多都有
[00:04:21.520 --> 00:04:23.360]  不過《約翰一書》這裡
[00:04:23.360 --> 00:04:28.560]  是66卷聖經裡面最特別的一個地方
[00:04:28.560 --> 00:04:31.760]  因為它難解的經文是出現在這本書
[00:04:31.760 --> 00:04:35.760]  第一隻字出現已經難解了
[00:04:35.760 --> 00:04:38.400]  我沒聽過第二本書有這樣的困難
[00:04:38.400 --> 00:04:43.760]  開始出現第一隻字已經難解了
[00:04:43.760 --> 00:04:45.840]  難解的地方跟這個問題有關係
[00:04:45.840 --> 00:04:52.080]  什麼叫做「生命之道」
[00:04:52.080 --> 00:04:56.560]  如果「生命之道」是指主耶穌的話
[00:04:56.560 --> 00:05:00.880]  這本書有些地方是比較難解釋的
[00:05:00.880 --> 00:05:03.360]  我嘗試跟大家盡量解釋
[00:05:03.360 --> 00:05:07.120]  其實我在講道的時候很少提到關於文法的問題
[00:05:07.120 --> 00:05:09.920]  不過在這裡不講是不可以的
[00:05:09.920 --> 00:05:10.720]  所以你忍耐一下
[00:05:10.720 --> 00:05:13.680]  如果你說什麼講原文文法那些我就不聽了
[00:05:13.680 --> 00:05:14.480]  請你忍耐一下
[00:05:14.480 --> 00:05:17.760]  我講一會兒而已 一會兒就完了
[00:05:17.760 --> 00:05:19.600]  你見到我特別用紅色的地方
[00:05:19.600 --> 00:05:24.640]  好像O2那裡
[00:05:24.640 --> 00:05:26.640]  那個字讀作「Ho」
[00:05:26.640 --> 00:05:29.520]  H音在前面
[00:05:29.520 --> 00:05:33.600]  那個是什麼來的呢
[00:05:33.600 --> 00:05:35.920]  你真厲害
[00:05:35.920 --> 00:05:38.080]  你先不要打出來
[00:05:38.080 --> 00:05:40.480]  請你先收起來
[00:05:40.480 --> 00:05:43.760]  我按的嗎
[00:05:43.760 --> 00:05:45.920]  先收起來
[00:05:45.920 --> 00:05:49.040]  這個字叫relative pronoun
[00:05:49.040 --> 00:05:56.720]  「那一位」如果用中文的話
[00:05:56.720 --> 00:05:58.000]  如果直譯中文的話
[00:05:58.000 --> 00:06:01.840]  「那一位」是從起先的
[00:06:01.840 --> 00:06:04.720]  「那一位」是我們親眼看到的
[00:06:04.720 --> 00:06:06.320]  「那一位」是我們見過的
[00:06:06.320 --> 00:06:08.560]  「那一位」是我們摸過的
[00:06:08.560 --> 00:06:10.560]  就是說這裡是在講給我們聽
[00:06:10.560 --> 00:06:13.120]  那個提示
[00:06:13.120 --> 00:06:13.920]  什麼叫「生命之道」
[00:06:13.920 --> 00:06:15.600]  是「那一位」
[00:06:15.600 --> 00:06:18.160]  那你有什麼問題呢
[00:06:18.160 --> 00:06:21.440]  原來希臘文的文法
[00:06:21.440 --> 00:06:24.560]  跟英文有些不同的地方
[00:06:24.560 --> 00:06:26.160]  希臘文的文法
[00:06:26.160 --> 00:06:31.440]  是將所有名詞都有性別之分的
[00:06:31.440 --> 00:06:32.320]  如果你讀過德文
[00:06:32.320 --> 00:06:34.080]  你都知道有些類似的情況
[00:06:34.080 --> 00:06:37.600]  所有的名詞都有性別的分別
[00:06:37.600 --> 00:06:41.520]  如果強行用中文平衡地講
[00:06:41.520 --> 00:06:42.800]  就是說他有男性的
[00:06:42.800 --> 00:06:44.560]  其他人哪個是他
[00:06:44.560 --> 00:06:45.680]  他有女性的
[00:06:45.680 --> 00:06:47.200]  女性哪個是他
[00:06:47.200 --> 00:06:48.480]  還有一個
[00:06:48.480 --> 00:06:50.240]  籠統上叫做「死蜜的她」
[00:06:50.240 --> 00:06:53.840]  你知道我說什麼了
[00:06:53.840 --> 00:06:56.000]  那個「死蜜的她」
[00:06:56.000 --> 00:07:00.240]  如果這裡「那一位」是從開始的
[00:07:00.240 --> 00:07:02.160]  「那一位」我們親眼看過
[00:07:02.160 --> 00:07:03.920]  親手摸過等等
[00:07:03.920 --> 00:07:07.200]  那應該用的性別是什麼呢
[00:07:07.200 --> 00:07:08.960]  如果是指著耶穌的話
[00:07:08.960 --> 00:07:09.920]  一定是男性
[00:07:09.920 --> 00:07:12.000]  聖經裡面每一次講到耶穌的性別
[00:07:12.000 --> 00:07:13.360]  都是男性的
[00:07:13.360 --> 00:07:15.200]  如果「那一位」用男性的
[00:07:15.200 --> 00:07:16.640]  這個問題就解決了
[00:07:16.640 --> 00:07:20.320]  不過這本書出現第一個字就困難了
[00:07:20.320 --> 00:07:21.280]  為什麼呢
[00:07:21.280 --> 00:07:27.040]  因為這裡出現這個代名詞
[00:07:27.040 --> 00:07:29.440]  是中性的
[00:07:29.440 --> 00:07:32.480]  如果用中文講就是「死蜜的她」
[00:07:32.480 --> 00:07:35.600]  聖經裡面從來沒有用一個死蜜的她
[00:07:35.600 --> 00:07:38.160]  來形容耶穌的
[00:07:38.160 --> 00:07:39.680]  是不是很困難呢
[00:07:39.680 --> 00:07:41.600]  所以如果你解釋
[00:07:41.600 --> 00:07:47.120]  剛才那一章我本來想現在揭曉
[00:07:47.120 --> 00:07:51.440]  英文你看一下NIV也好
[00:07:51.440 --> 00:07:53.200]  看一下King James也好
[00:07:53.200 --> 00:07:55.040]  看一下所有英文的譯本也好
[00:07:55.040 --> 00:07:56.800]  它終於原本的文字
[00:07:56.800 --> 00:07:59.360]  擠了出來「that rich」
[00:07:59.360 --> 00:08:01.120]  是死蜜的她
[00:08:01.120 --> 00:08:02.720]  不是「that whom」或者「that who」
[00:08:02.720 --> 00:08:04.480]  或者「that he」
[00:08:04.480 --> 00:08:06.880]  是用「rich」
[00:08:06.880 --> 00:08:09.040]  「那一位」用死蜜的她
[00:08:09.040 --> 00:08:10.560]  將這個意思表達出來
[00:08:10.560 --> 00:08:13.920]  所以生命之道就是那一位
[00:08:13.920 --> 00:08:15.120]  我們從起初的
[00:08:15.120 --> 00:08:16.480]  就是那一位我們見到的
[00:08:16.480 --> 00:08:19.120]  就是那一位我們摸過的
[00:08:19.120 --> 00:08:20.320]  從文化上講
[00:08:20.320 --> 00:08:24.080]  不可能解釋成耶穌基督
[00:08:24.080 --> 00:08:26.240]  因為為什麼用死蜜的她解釋成耶穌基督呢
[00:08:26.240 --> 00:08:28.640]  這些情況就是
[00:08:28.640 --> 00:08:32.320]  我們讀中文讀過就不發覺這個問題
[00:08:32.320 --> 00:08:35.440]  所以我們要查經
[00:08:35.440 --> 00:08:38.080]  要報讀報道神學院的課程等等
[00:08:38.080 --> 00:08:39.280]  就是這個原因
[00:08:39.280 --> 00:08:42.800]  因為你要看回原本
[00:08:42.800 --> 00:08:46.560]  然後你才能看到這個問題
[00:08:46.560 --> 00:08:49.680]  所以解釋耶穌基督出現的問題就是
[00:08:49.680 --> 00:08:53.440]  為什麼文化上是不對的
[00:08:53.440 --> 00:09:00.720]  接著有第二個解釋
[00:09:00.720 --> 00:09:03.040]  就是解釋做「福音」
[00:09:03.040 --> 00:09:07.440]  「福音」在原本文字上就是中性的
[00:09:07.440 --> 00:09:09.760]  死蜜的她是對的
[00:09:09.760 --> 00:09:13.600]  用中文講的死蜜的她就可以代表到
[00:09:13.600 --> 00:09:16.160]  那一位生命之道
[00:09:16.160 --> 00:09:19.360]  如果是指可以改變我們生命的訊息
[00:09:19.360 --> 00:09:20.400]  是福音的話
[00:09:20.400 --> 00:09:24.320]  在文化上是對的
[00:09:24.320 --> 00:09:27.600]  不過沒有這麼簡單
[00:09:27.600 --> 00:09:29.840]  內容上是不對的
[00:09:29.840 --> 00:09:30.880]  為什麼呢
[00:09:30.880 --> 00:09:32.160]  因為聖經說
[00:09:32.160 --> 00:09:34.160]  論道從起初原有生命之道
[00:09:34.160 --> 00:09:36.880]  就是我們所聽見的
[00:09:36.880 --> 00:09:38.160]  聽見福音沒問題
[00:09:38.160 --> 00:09:42.000]  這是很順暢的描繪
[00:09:42.000 --> 00:09:44.880]  所看見的
[00:09:44.880 --> 00:09:47.440]  怎樣叫看見福音呢
[00:09:47.440 --> 00:09:49.440]  起碼聖經沒有用過這個字眼
[00:09:49.440 --> 00:09:51.280]  怎樣叫看見福音呢
[00:09:51.280 --> 00:09:54.320]  更難的是
[00:09:54.320 --> 00:09:55.680]  親手摸過
[00:09:55.680 --> 00:09:58.000]  怎樣親手摸過福音呢
[00:09:58.000 --> 00:09:59.520]  還有下文第二節說
[00:09:59.520 --> 00:10:00.960]  這生命原顯現出來
[00:10:00.960 --> 00:10:03.360]  原本是與父同在的
[00:10:03.360 --> 00:10:06.320]  福音怎會與父同在呢
[00:10:06.320 --> 00:10:08.160]  父神是從永遠到永遠
[00:10:08.160 --> 00:10:09.680]  沒有開始沒有結束的
[00:10:09.680 --> 00:10:12.080]  福音是人墮落後神為我們預備的
[00:10:12.080 --> 00:10:13.360]  福音是開始的
[00:10:13.360 --> 00:10:16.720]  怎會與父同在呢
[00:10:16.720 --> 00:10:18.560]  所以在內容
[00:10:18.560 --> 00:10:23.760]  在神學上解釋做福音是不對的
[00:10:23.760 --> 00:10:25.840]  不知道80年代有沒有人記得
[00:10:25.840 --> 00:10:27.760]  有些人當然還沒出生
[00:10:27.760 --> 00:10:29.040]  很多人都認了
[00:10:29.040 --> 00:10:31.120]  好像還沒出生一樣
[00:10:31.120 --> 00:10:32.160]  電視有一個廣告
[00:10:32.160 --> 00:10:35.520]  我都忘記了是賣電飯煲還是賣米
[00:10:35.520 --> 00:10:38.080]  他專門說一個gimmick
[00:10:38.080 --> 00:10:40.880]  他說
[00:10:40.880 --> 00:10:44.720]  看到都香噴噴
[00:10:44.720 --> 00:10:46.240]  有沒有印象
[00:10:46.240 --> 00:10:48.000]  有沒有記得這個印象
[00:10:48.000 --> 00:10:54.080]  現在當然說沒有了
[00:10:54.080 --> 00:10:56.720]  這個gimmick就是玩一個遊戲
[00:10:56.720 --> 00:10:59.840]  怎會看到香噴噴呢
[00:10:59.840 --> 00:11:01.520]  如果你真的解釋福音的話
[00:11:01.520 --> 00:11:05.200]  怎會叫摸過福音呢
[00:11:05.200 --> 00:11:07.200]  然後言語奉同在
[00:11:07.200 --> 00:11:08.080]  現在顯示給我們聽
[00:11:08.080 --> 00:11:11.040]  除了耶穌基督你沒有其他解釋
[00:11:11.040 --> 00:11:12.400]  但是我剛才說
[00:11:12.400 --> 00:11:14.160]  如果你解釋耶穌基督的話
[00:11:14.160 --> 00:11:15.600]  你發現的困難就是這樣
[00:11:15.600 --> 00:11:18.000]  或者我們可以總結一下
[00:11:18.000 --> 00:11:20.160]  如果你解釋耶穌基督的話
[00:11:20.160 --> 00:11:22.480]  內容是對的
[00:11:22.480 --> 00:11:23.360]  但文法是不對的
[00:11:23.360 --> 00:11:24.720]  所以中文我們看不到文法
[00:11:24.720 --> 00:11:25.600]  只看到內容
[00:11:25.600 --> 00:11:26.640]  所以我覺得沒有問題
[00:11:26.640 --> 00:11:28.400]  一直都不覺得有問題
[00:11:28.400 --> 00:11:29.920]  但如果你看回
[00:11:29.920 --> 00:11:30.560]  不用講原文
[00:11:30.560 --> 00:11:31.360]  講英文聖經
[00:11:31.360 --> 00:11:32.560]  你知道有困難在這裡
[00:11:32.560 --> 00:11:35.440]  為什麼用Richard呢
[00:11:35.440 --> 00:11:38.240]  如果解釋到生命之道
[00:11:38.240 --> 00:11:39.840]  文法上是對的
[00:11:39.840 --> 00:11:41.120]  因為都是中性的
[00:11:41.120 --> 00:11:44.800]  不過內容上是不對的
[00:11:44.800 --> 00:11:46.960]  那問題怎樣解決呢
[00:11:46.960 --> 00:11:49.120]  所以在聖經書上面
[00:11:49.120 --> 00:11:51.360]  他開始第一隻字就掙扎很久了
[00:11:51.360 --> 00:11:52.480]  這個問題很難
[00:11:52.480 --> 00:11:54.880]  是不容易掙扎的
[00:11:54.880 --> 00:11:56.560]  或者我將答案
[00:11:56.560 --> 00:11:58.000]  或者將我自己的答案
[00:11:58.000 --> 00:12:00.480]  就是我的理解跟大家說
[00:12:00.480 --> 00:12:03.680]  這裡很明顯約翰不是寫錯文法
[00:12:03.680 --> 00:12:05.120]  我相信聖經每一隻字
[00:12:05.120 --> 00:12:07.440]  上帝所感動使徒先知所寫的
[00:12:07.440 --> 00:12:09.680]  都是正確的
[00:12:09.680 --> 00:12:12.720]  而且這四次出現
[00:12:12.720 --> 00:12:13.760]  他專登的
[00:12:13.760 --> 00:12:14.800]  四次都用Richard
[00:12:14.800 --> 00:12:17.600]  四次都用中性的他去講
[00:12:17.600 --> 00:12:19.680]  所以約翰是特別要帶出一個訊息
[00:12:19.680 --> 00:12:21.280]  他不是一個字帶過了
[00:12:21.280 --> 00:12:24.480]  他明顯地重複又重複講給你聽
[00:12:24.480 --> 00:12:26.560]  這個訊息
[00:12:26.560 --> 00:12:28.320]  那福音是什麼呢
[00:12:28.320 --> 00:12:30.640]  什麼叫生命之道呢
[00:12:30.640 --> 00:12:32.800]  我的結論就是
[00:12:32.800 --> 00:12:39.680]  由主耶穌帶來改變生命的福音
[00:12:39.680 --> 00:12:41.680]  就是生命之道
[00:12:41.680 --> 00:12:43.680]  不是either or
[00:12:43.680 --> 00:12:44.880]  不是解福音
[00:12:44.880 --> 00:12:45.840]  或者解耶穌
[00:12:45.840 --> 00:12:47.120]  是both
[00:12:47.120 --> 00:12:53.440]  是由耶穌基督帶來改變生命的福音
[00:12:53.440 --> 00:12:54.400]  就是生命之道
[00:12:54.400 --> 00:12:55.600]  所以約翰用這個方法
[00:12:55.600 --> 00:12:59.680]  把兩者加在一起去表達
[00:12:59.680 --> 00:13:01.440]  生命之道
[00:13:01.440 --> 00:13:02.640]  我再講一次
[00:13:02.640 --> 00:13:05.920]  即是因耶穌基督
[00:13:05.920 --> 00:13:07.840]  他緣與父同在
[00:13:07.840 --> 00:13:09.520]  現在顯然讓我們知道
[00:13:09.520 --> 00:13:11.280]  約翰親自接觸
[00:13:11.280 --> 00:13:13.120]  然後告訴我們
[00:13:13.120 --> 00:13:16.480]  以至到我們生命得到改變
[00:13:16.480 --> 00:13:20.400]  這個就是叫做生命之道
[00:13:20.400 --> 00:13:22.640]  這個訊息好像很簡單
[00:13:22.640 --> 00:13:25.760]  但是我發現
[00:13:25.760 --> 00:13:28.320]  可能是今天我們教會
[00:13:28.320 --> 00:13:31.360]  環教會很需要聽到的一個訊息
[00:13:31.360 --> 00:13:34.480]  因為很容易
[00:13:34.480 --> 00:13:38.560]  我們只是要這個定義裡面的一部份
[00:13:38.560 --> 00:13:40.720]  而不要另外一部份
[00:13:40.720 --> 00:13:42.240]  你知道我在講什麼嗎
[00:13:42.240 --> 00:13:48.000]  有些人因為接受了這個信仰
[00:13:48.000 --> 00:13:50.320]  意思是他只要前面的那部份
[00:13:50.320 --> 00:13:54.480]  我真是相信耶穌的
[00:13:54.480 --> 00:13:57.440]  是真心相信耶穌的
[00:13:57.440 --> 00:14:00.240]  不過生命沒有改變
[00:14:00.240 --> 00:14:02.800]  有沒有可能呢
[00:14:02.800 --> 00:14:04.080]  不好意思
[00:14:04.080 --> 00:14:07.920]  我的判斷是大有人在
[00:14:07.920 --> 00:14:10.160]  因為他真心相信耶穌
[00:14:10.160 --> 00:14:10.800]  你問他
[00:14:10.800 --> 00:14:12.080]  可能從我的判斷裡面
[00:14:12.080 --> 00:14:14.640]  他真的重新得救
[00:14:14.640 --> 00:14:16.960]  神的靈是進入了裡面
[00:14:16.960 --> 00:14:22.080]  不過同時間他生命是可以不改變的
[00:14:22.080 --> 00:14:22.880]  我想請問
[00:14:22.880 --> 00:14:24.000]  我再問一次
[00:14:24.000 --> 00:14:28.000]  你認為有沒有可能呢
[00:14:28.000 --> 00:14:29.840]  他以前很悲觀的
[00:14:29.840 --> 00:14:32.960]  相信耶穌之後繼續很悲觀的
[00:14:32.960 --> 00:14:34.320]  有沒有可能呢
[00:14:34.320 --> 00:14:39.200]  以前信耶穌之前很喜歡罵人的
[00:14:39.200 --> 00:14:41.360]  時時都發脾氣的
[00:14:41.360 --> 00:14:42.240]  現在有沒有改變呢
[00:14:42.240 --> 00:14:44.400]  有 改變了
[00:14:44.400 --> 00:14:46.080]  因為以前我信耶穌之前
[00:14:46.080 --> 00:14:48.640]  是在教會外面罵人的
[00:14:48.640 --> 00:14:49.600]  現在信耶穌之後
[00:14:49.600 --> 00:14:56.320]  是在教會裡面罵人的
[00:14:56.320 --> 00:14:56.960]  我想問
[00:14:56.960 --> 00:14:59.120]  這個好像說起來有點譁然
[00:14:59.120 --> 00:15:02.800]  但我想事實上問一下
[00:15:02.800 --> 00:15:07.680]  有沒有可能呢
[00:15:07.680 --> 00:15:10.560]  我太多時候看到弟兄姊妹
[00:15:10.560 --> 00:15:12.640]  很喜歡說一句話的
[00:15:12.640 --> 00:15:14.320]  我是這樣的
[00:15:14.320 --> 00:15:15.920]  我是這樣的
[00:15:15.920 --> 00:15:18.560]  不能改變的
[00:15:18.560 --> 00:15:20.560]  這是真我
[00:15:20.560 --> 00:15:22.240]  不喜歡就要說
[00:15:22.240 --> 00:15:24.720]  如果改變了就不是我了
[00:15:24.720 --> 00:15:27.200]  你越說越離譜
[00:15:27.200 --> 00:15:33.120]  越說越像不是基督徒那樣說話的方法
[00:15:33.120 --> 00:15:36.640]  信耶穌是要帶來生命改變
[00:15:36.640 --> 00:15:38.400]  那個才是生命之道
[00:15:38.400 --> 00:15:41.360]  你和我都是
[00:15:41.360 --> 00:15:44.480]  如果你信耶穌之前很小器的
[00:15:44.480 --> 00:15:46.160]  你求主幫助你
[00:15:46.160 --> 00:15:48.720]  讓你能夠更加靠主
[00:15:48.720 --> 00:15:50.320]  有一個對人信任
[00:15:50.320 --> 00:15:54.480]  有一個對其他人更加助紂的態度
[00:15:54.480 --> 00:15:56.640]  反過來
[00:15:56.640 --> 00:15:58.400]  可不可以在這個定義裡面的
[00:15:58.400 --> 00:15:59.440]  另外一部分
[00:15:59.440 --> 00:16:01.120]  也不要前面的那部分呢
[00:16:01.120 --> 00:16:04.320]  即是我希望很盼望
[00:16:04.320 --> 00:16:05.440]  我信耶穌之後
[00:16:05.440 --> 00:16:07.920]  有一個活潑生命之道
[00:16:07.920 --> 00:16:10.240]  不過沒有耶穌的
[00:16:10.240 --> 00:16:14.000]  你有這樣的事嗎
[00:16:14.000 --> 00:16:15.440]  有沒有聽過有人這樣說
[00:16:15.440 --> 00:16:16.640]  我很喜歡回來教會
[00:16:16.640 --> 00:16:18.480]  教會對應節目很好
[00:16:18.480 --> 00:16:20.240]  我的小孩子回來也很好
[00:16:20.240 --> 00:16:21.040]  現在回不來了
[00:16:21.040 --> 00:16:21.760]  不好意思
[00:16:21.760 --> 00:16:24.400]  希望遲些帶著小朋友的
[00:16:24.400 --> 00:16:25.440]  也可以回來教會
[00:16:25.440 --> 00:16:27.440]  實體的聚會
[00:16:27.440 --> 00:16:28.480]  很喜歡
[00:16:28.480 --> 00:16:29.920]  如果說一句話
[00:16:29.920 --> 00:16:34.640]  很喜歡教會的文化
[00:16:34.640 --> 00:16:39.040]  不過和耶穌的關係很生疏
[00:16:39.040 --> 00:16:40.960]  你叫他參與侍奉他很樂意
[00:16:40.960 --> 00:16:42.640]  你叫他參與關心其他人
[00:16:42.640 --> 00:16:45.760]  甚至傳福音他也很樂意
[00:16:45.760 --> 00:16:49.520]  不過你叫他靈修和上帝建立關係
[00:16:49.520 --> 00:16:51.840]  是很艱難的
[00:16:51.840 --> 00:16:58.160]  所以教會眾多聚會裡面
[00:16:58.160 --> 00:17:02.960]  最少人參與的聚會就是祈禱會
[00:17:02.960 --> 00:17:06.480]  有誰不知道祈禱會重要呢
[00:17:06.480 --> 00:17:09.520]  如果我說的道是叫大家重視祈禱會重要性
[00:17:09.520 --> 00:17:10.960]  我覺得是多餘的
[00:17:10.960 --> 00:17:13.280]  如果有弟兄姊妹覺得祈禱會不重要
[00:17:13.280 --> 00:17:15.760]  根本那不是基督徒
[00:17:15.760 --> 00:17:18.960]  我們也知道祈禱會重要
[00:17:18.960 --> 00:17:20.640]  不過我們沒有興趣
[00:17:20.640 --> 00:17:22.320]  沒有決心
[00:17:22.320 --> 00:17:26.320]  沒有動力參加祈禱會
[00:17:26.320 --> 00:17:27.520]  很多原因
[00:17:27.520 --> 00:17:28.880]  可能忙
[00:17:28.880 --> 00:17:30.400]  可能是祈禱會的內容
[00:17:30.400 --> 00:17:31.840]  可能是大祈禱會的人等等
[00:17:31.840 --> 00:17:33.520]  很多原因
[00:17:33.520 --> 00:17:36.960]  不過可能最重要的原因
[00:17:36.960 --> 00:17:39.440]  祈禱會的參與情況
[00:17:39.440 --> 00:17:46.640]  大概在反映我們信徒自己和上帝的關係
[00:17:46.640 --> 00:17:49.440]  所以我很喜歡一首兒童的詩歌
[00:17:49.440 --> 00:17:51.120]  「天父我愛祈禱」
[00:17:51.120 --> 00:17:53.440]  我很喜歡祈禱
[00:17:53.440 --> 00:17:56.400]  這是我一生向上帝追求的一件事
[00:17:56.400 --> 00:17:59.040]  我很喜歡祈禱
[00:17:59.040 --> 00:18:00.720]  不是我責任回來祈禱
[00:18:00.720 --> 00:18:02.960]  我很討厭教會的祈禱會
[00:18:02.960 --> 00:18:10.640]  那些牧者想都沒法想 怎麼推動祈禱會出席人數
[00:18:10.640 --> 00:18:12.320]  輪流吧
[00:18:12.320 --> 00:18:13.600]  執事編導要回來
[00:18:13.600 --> 00:18:15.760]  起碼一年回來一次
[00:18:15.760 --> 00:18:17.600]  然後推動團契
[00:18:17.600 --> 00:18:19.280]  這次為你祈禱
[00:18:19.280 --> 00:18:23.360]  說是為你祈禱 只是叫你回來
[00:18:23.360 --> 00:18:25.840]  回來一次之後 下次就不回來
[00:18:25.840 --> 00:18:26.480]  坦白說
[00:18:26.480 --> 00:18:29.440]  我自己做牧者 我知道這種壓力
[00:18:29.440 --> 00:18:34.400]  這樣的祈禱會令整個教會的淑女氣氛窒息
[00:18:34.400 --> 00:18:37.920]  你責任回來祈禱會讓上帝聽你祈禱嗎?
[00:18:37.920 --> 00:18:41.600]  聖靈會運行在祈禱會當中嗎?
[00:18:41.600 --> 00:18:45.120]  出於責任心
[00:18:45.120 --> 00:18:48.480]  等於年輕人回家吃飯
[00:18:48.480 --> 00:18:50.080]  看見母親和父親那麼可憐
[00:18:50.080 --> 00:18:52.240]  快陪陪他們吧
[00:18:52.240 --> 00:18:59.280]  這些五役男女要認真檢討一下
[00:18:59.280 --> 00:19:01.760]  是我喜歡回去
[00:19:01.760 --> 00:19:05.360]  跟我上一代的人坐下來有機會珍惜這段時間
[00:19:05.360 --> 00:19:11.360]  那些才是質素
[00:19:11.360 --> 00:19:12.800]  我再問
[00:19:12.800 --> 00:19:17.840]  會不會這個定義我們只是拿一部份而不要另一部份呢?
[00:19:17.840 --> 00:19:25.920]  我們喜歡那種宣講生命改變的文化
[00:19:25.920 --> 00:19:30.400]  但是可以跟神沒有關係
[00:19:30.400 --> 00:19:31.040]  因此
[00:19:31.040 --> 00:19:33.600]  我說這是教會今天很需要聽的訊息
[00:19:33.600 --> 00:19:35.680]  什麼叫生命之道呢?
[00:19:35.680 --> 00:19:38.000]  根據約翰一書說
[00:19:38.000 --> 00:19:42.800]  是藉著耶穌基督而帶來生命改變的
[00:19:42.800 --> 00:19:46.400]  這就是生命之道
[00:19:46.400 --> 00:19:54.720]  這個我稱為福音的中面
