
[00:00:00.000 --> 00:00:08.000]  今天我們訊息的題目是 以賽亞的一生和苦難的第一部分
[00:06:54.000 --> 00:06:57.000]  所以以賽亞書裡頭已經有很多的寓言
[00:06:57.000 --> 00:07:03.000]  說到以賽亞看到基督將來在世上的工作
[00:07:03.000 --> 00:07:06.000]  祂帶來的果效是什麼
[00:07:06.000 --> 00:07:09.000]  那麼還有很重要的寓言
[00:07:09.000 --> 00:07:12.000]  就講到基督再來
[00:07:12.000 --> 00:07:14.000]  講到有千年國
[00:07:14.000 --> 00:07:16.000]  又講到有新天新地
[00:07:16.000 --> 00:07:21.000]  這些都是以賽亞書裡頭所提到的
[00:07:21.000 --> 00:07:28.000]  那麼我們就不詳細的講到這些寓言
[00:07:28.000 --> 00:07:31.000]  那我們就再來看看
[00:07:31.000 --> 00:07:37.000]  我們就從五十二章的十三節開始
[00:07:37.000 --> 00:07:42.000]  跟五十三章整章合在一起
[00:07:42.000 --> 00:07:45.000]  所以把這五十三章
[00:07:45.000 --> 00:07:49.000]  把這五十二章的末後一段三節聖經
[00:07:49.000 --> 00:07:54.000]  包裹在一起是非常有很重要的意思
[00:07:54.000 --> 00:07:56.000]  因為它這個是一個主題
[00:07:56.000 --> 00:08:00.000]  合起來以後五十二章的最後三節
[00:08:00.000 --> 00:08:05.000]  跟五十三章的十二節合起來十五節
[00:08:05.000 --> 00:08:07.000]  這是一個主題
[00:08:07.000 --> 00:08:12.000]  這個主題就說到是以賽亞所成功的救贖
[00:08:12.000 --> 00:08:18.000]  十五節的經文可以分成五個小段
[00:08:18.000 --> 00:08:20.000]  每一段是三節
[00:08:20.000 --> 00:08:24.000]  每一段都是有它的重點
[00:08:24.000 --> 00:08:26.000]  我們就看到
[00:08:26.000 --> 00:08:29.000]  這樣看起來
[00:08:29.000 --> 00:08:34.000]  我們就對基督救贖的寓言
[00:08:34.000 --> 00:08:37.000]  我們就比較清楚一點
[00:08:37.000 --> 00:08:40.000]  更全面的認識一點
[00:08:40.000 --> 00:08:44.000]  每三節一段
[00:08:44.000 --> 00:08:47.000]  每一段都講到有一個主題
[00:08:47.000 --> 00:08:50.000]  我們今天要看到的第一段
[00:08:50.000 --> 00:08:52.000]  就是十三節
[00:08:52.000 --> 00:08:55.000]  五十二章的十三節到十五節
[00:08:55.000 --> 00:09:01.000]  這一段是講到一個總括性的虛論
[00:09:01.000 --> 00:09:03.000]  總括性
[00:09:03.000 --> 00:09:07.000]  就講到以賽亞的一生
[00:09:07.000 --> 00:09:09.000]  他的道路
[00:09:09.000 --> 00:09:16.000]  然後再要描寫到他的苦難
[00:09:16.000 --> 00:09:20.000]  第二段就從五十三章的第一節到第三節
[00:09:20.000 --> 00:09:23.000]  說到他被人藐視
[00:09:23.000 --> 00:09:26.000]  他來到世上的話
[00:09:26.000 --> 00:09:28.000]  人看不起他
[00:09:28.000 --> 00:09:29.000]  人拒絕他
[00:09:29.000 --> 00:09:32.000]  他被人藐視
[00:09:32.000 --> 00:09:36.000]  那麼這個是第二段
[00:09:36.000 --> 00:09:40.000]  第三段就第四節到第六節
[00:09:40.000 --> 00:09:44.000]  就講到他單忽我們人的罪
[00:09:44.000 --> 00:09:45.000]  他被藐視
[00:09:45.000 --> 00:09:48.000]  然後他又單忽我們的罪
[00:09:48.000 --> 00:09:51.000]  第四段是第七節到第九節
[00:09:51.000 --> 00:09:54.000]  五十三章的第七節到第九節
[00:09:54.000 --> 00:09:58.000]  只講到他受死他埋葬了
[00:09:58.000 --> 00:10:03.000]  那麼第五小段就從十節到十二節
[00:10:03.000 --> 00:10:06.000]  只講到他的得勝
[00:10:06.000 --> 00:10:08.000]  他從受苦受死
[00:10:08.000 --> 00:10:11.000]  一直他被神
[00:10:11.000 --> 00:10:13.000]  叫他從死裡復活
[00:10:13.000 --> 00:10:15.000]  升為至高
[00:10:15.000 --> 00:10:16.000]  這樣的話
[00:10:16.000 --> 00:10:19.000]  他是一個榮耀的得勝
[00:10:19.000 --> 00:10:20.000]  所以這樣的話
[00:10:20.000 --> 00:10:24.000]  我們看見有四五節聖經
[00:10:24.000 --> 00:10:27.000]  各有他的主題
[00:10:27.000 --> 00:10:28.000]  各有他的重點
[00:10:28.000 --> 00:10:30.000]  但這個五段合起來
[00:10:30.000 --> 00:10:34.000]  是一個完整的講到耶穌基督
[00:10:34.000 --> 00:10:38.000]  受死受苦的預言
[00:10:38.000 --> 00:10:40.000]  而且他成功的救贖
[00:10:40.000 --> 00:10:43.000]  這個是我們要很仔細的
[00:10:43.000 --> 00:10:46.000]  能夠默想這些的話語
[00:10:46.000 --> 00:10:48.000]  對我們說
[00:10:48.000 --> 00:10:50.000]  能夠叫我們對耶穌基督
[00:10:50.000 --> 00:10:52.000]  有更深的認識
[00:10:52.000 --> 00:10:59.000]  那我們要看到
[00:10:59.000 --> 00:11:02.000]  以賽亞能夠成功的救贖
[00:11:02.000 --> 00:11:04.000]  是什麼原因
[00:11:04.000 --> 00:11:08.000]  在五十二章十三節就說到的
[00:11:08.000 --> 00:11:12.000]  我的僕人行事必有智慧
[00:11:12.000 --> 00:11:16.000]  我的僕人行事必有智慧
[00:11:16.000 --> 00:11:17.000]  在英文聖經
[00:11:17.000 --> 00:11:20.000]  這個第十三節一開始的話
[00:11:20.000 --> 00:11:23.000]  有一個字叫做看啊
[00:11:23.000 --> 00:11:25.000]  看啊
[00:11:25.000 --> 00:11:28.000]  聖經裡頭有很多的時候提到看啊
[00:11:28.000 --> 00:11:31.000]  你不要看這兩個字很簡單
[00:11:31.000 --> 00:11:33.000]  凡是講到看啊的時候
[00:11:33.000 --> 00:11:35.000]  都是叫我們把注意力
[00:11:35.000 --> 00:11:38.000]  集中在下面所要說的事情上面
[00:11:38.000 --> 00:11:40.000]  behold
[00:11:40.000 --> 00:11:41.000]  叫我們看
[00:11:41.000 --> 00:11:43.000]  好好地睜開眼睛看
[00:11:43.000 --> 00:11:44.000]  好好看了以後
[00:11:44.000 --> 00:11:45.000]  把它記在心裡
[00:11:45.000 --> 00:11:47.000]  好好地想
[00:11:47.000 --> 00:11:49.000]  覺得看啊
[00:11:49.000 --> 00:11:52.000]  我的僕人行事必有智慧
[00:11:52.000 --> 00:11:56.000]  這是講到耶穌基督
[00:11:56.000 --> 00:11:58.000]  他的順父父的旨意
[00:11:58.000 --> 00:12:00.000]  他死在十字架
[00:12:00.000 --> 00:12:03.000]  他從卑微到高深
[00:12:03.000 --> 00:12:05.000]  這是一條智慧的路
[00:12:05.000 --> 00:12:07.000]  他行事必有智慧
[00:12:07.000 --> 00:12:08.000]  什麼智慧呢
[00:12:08.000 --> 00:12:10.000]  就是從受苦受死
[00:12:10.000 --> 00:12:14.000]  然後到榮耀
[00:12:14.000 --> 00:12:17.000]  那麼這個一般的人呢
[00:12:17.000 --> 00:12:19.000]  都認為這個受苦
[00:12:19.000 --> 00:12:22.000]  怎麼能夠救世界上的人類呢
[00:12:22.000 --> 00:12:25.000]  人家說這個受苦的話
[00:12:25.000 --> 00:12:27.000]  是很卑微的
[00:12:27.000 --> 00:12:30.000]  如果一個人要救全人類的話
[00:12:30.000 --> 00:12:32.000]  他應該一出來就很有能力
[00:12:32.000 --> 00:12:35.000]  把世界都管住了
[00:12:35.000 --> 00:12:37.000]  然後改變所有的情境
[00:12:37.000 --> 00:12:42.000]  然後把人類帶到最完滿的地步
[00:12:42.000 --> 00:12:44.000]  但是不是的
[00:12:44.000 --> 00:12:49.000]  耶穌基督就是從卑微到高深
[00:12:49.000 --> 00:12:53.000]  但人看起來好像十字架是很愚作
[00:12:53.000 --> 00:12:58.000]  怎麼用一個犯人受苦受死的十字架
[00:12:58.000 --> 00:13:00.000]  作為一個救恩的標誌呢
[00:13:00.000 --> 00:13:03.000]  這就是主耶穌
[00:13:03.000 --> 00:13:06.000]  這個就是行事他有智慧
[00:13:06.000 --> 00:13:09.000]  他這條是智慧的路
[00:13:09.000 --> 00:13:15.000]  在釋迦上你看耶穌基督
[00:13:15.000 --> 00:13:18.000]  不管人怎麼計較他
[00:13:18.000 --> 00:13:21.000]  他總是順乎神的旨意
[00:13:21.000 --> 00:13:23.000]  人在釋迦底下說
[00:13:23.000 --> 00:13:26.000]  你若是神的兒子從釋迦下來吧
[00:13:26.000 --> 00:13:28.000]  那麼你就可以救自己
[00:13:28.000 --> 00:13:30.000]  也可以救我們啊
[00:13:30.000 --> 00:13:31.000]  計較他
[00:13:31.000 --> 00:13:33.000]  但他不接受這些話
[00:13:33.000 --> 00:13:37.000]  他的心就是父的旨意
[00:13:37.000 --> 00:13:38.000]  他就順服
[00:13:38.000 --> 00:13:40.000]  他可以從釋迦下來
[00:13:40.000 --> 00:13:42.000]  但他不下來
[00:13:42.000 --> 00:13:45.000]  就是這條是一個智慧的路
[00:13:45.000 --> 00:13:47.000]  他必須經過受苦受死
[00:13:47.000 --> 00:13:49.000]  才能夠得到榮耀
[00:13:49.000 --> 00:13:53.000]  跟世界上所有的人的想法
[00:13:53.000 --> 00:13:55.000]  是完全不一樣的
[00:13:55.000 --> 00:13:58.000]  所以這樣的話他就成功的救贖了
[00:13:58.000 --> 00:13:59.000]  所以這樣的話
[00:13:59.000 --> 00:14:02.000]  神就把他升為至高
[00:14:02.000 --> 00:14:06.000]  賜給他超乎萬名至上的名
[00:14:06.000 --> 00:14:11.000]  叫天上地下無不向他屈膝
[00:14:11.000 --> 00:14:17.000]  無不口稱耶穌基督為主
[00:14:17.000 --> 00:14:21.000]  那麼因此說他行事有智慧
[00:14:21.000 --> 00:14:23.000]  他就被高升了
[00:14:23.000 --> 00:14:25.000]  被高舉了
[00:14:25.000 --> 00:14:27.000]  高舉可以說是起來
[00:14:27.000 --> 00:14:30.000]  也就是復活的意思
[00:14:30.000 --> 00:14:33.000]  上升就得到榮耀
[00:14:33.000 --> 00:14:38.000]  至高就坐在至高神的右邊
[00:14:38.000 --> 00:14:40.000]  所以這三方面合起來
[00:14:40.000 --> 00:14:43.000]  復活得榮耀
[00:14:43.000 --> 00:14:45.000]  坐在神的右邊
[00:14:45.000 --> 00:14:50.000]  這就是他得勝
[00:14:50.000 --> 00:14:53.000]  所以這個行事必有智慧
[00:14:53.000 --> 00:14:57.000]  不管是他用的方法是有智慧
[00:14:57.000 --> 00:15:00.000]  而且他是有果效
[00:15:00.000 --> 00:15:02.000]  如果你很有智慧
[00:15:02.000 --> 00:15:04.000]  但是做出來的工作沒有果效
[00:15:04.000 --> 00:15:05.000]  沒有效果
[00:15:05.000 --> 00:15:07.000]  那不算智慧
[00:15:07.000 --> 00:15:13.000]  智慧的話必須是又有智慧又有果效
[00:15:13.000 --> 00:15:17.000]  可以說世界上沒有任何一個人
[00:15:17.000 --> 00:15:19.000]  他所做的工作
[00:15:19.000 --> 00:15:22.000]  是能夠超過耶穌基督的
[00:15:22.000 --> 00:15:28.000]  因為耶穌基督把自己獻上當作贖罪祭
[00:15:28.000 --> 00:15:33.000]  那麼拯救了給世界上所有的人
[00:15:33.000 --> 00:15:35.000]  預備一條救恩的路
[00:15:35.000 --> 00:15:37.000]  這個果效多麼大
[00:15:37.000 --> 00:15:39.000]  不管是猶太人
[00:15:39.000 --> 00:15:41.000]  還包括外邦人
[00:15:41.000 --> 00:15:42.000]  所有的人
[00:15:42.000 --> 00:15:44.000]  不分哪個民族
[00:15:44.000 --> 00:15:46.000]  都可以得到神的救恩
[00:15:46.000 --> 00:15:49.000]  這個果效是非常的大
[00:15:49.000 --> 00:15:55.000]  所以這個是主耶穌的智慧
[00:15:55.000 --> 00:16:00.000]  到第十四節就看到了
[00:16:00.000 --> 00:16:03.000]  這個仆人的傷痕
[00:16:03.000 --> 00:16:07.000]  他說他的面貌比別人憔悴
[00:16:07.000 --> 00:16:12.000]  他的形容比世人高高
[00:16:12.000 --> 00:16:14.000]  許多人就因為他驚奇了
[00:16:14.000 --> 00:16:19.000]  第十四節說驚奇的意思
[00:16:19.000 --> 00:16:22.000]  就是說人驚奇
[00:16:22.000 --> 00:16:28.000]  因為看到他的面貌跟體型都受傷了
[00:16:28.000 --> 00:16:32.000]  而且傷得很厲害
[00:16:32.000 --> 00:16:36.000]  不是說耶穌基督被人打
[00:16:36.000 --> 00:16:37.000]  被人鞭打
[00:16:37.000 --> 00:16:39.000]  被人折磨
[00:16:39.000 --> 00:16:43.000]  他比任何人受的傷要最大
[00:16:43.000 --> 00:16:46.000]  不是說他的傷受的傷是最大
[00:16:46.000 --> 00:16:50.000]  但是受的傷教人幾乎認不出
[00:16:50.000 --> 00:16:52.000]  這個是這位是耶穌
[00:16:52.000 --> 00:16:55.000]  這是他的驚奇
[00:16:55.000 --> 00:16:58.000]  就是剛剛像我們唱的詩歌說
[00:16:58.000 --> 00:17:02.000]  看從他頭他腳他手
[00:17:02.000 --> 00:17:06.000]  憂情慈愛河水而流
[00:17:06.000 --> 00:17:10.000]  全身滿背血水
[00:17:10.000 --> 00:17:13.000]  穿上朱紅衣飾
[00:17:13.000 --> 00:17:15.000]  好像他穿著紅的衣服一樣
[00:17:15.000 --> 00:17:20.000]  都是他的血水從身上流下來
[00:17:20.000 --> 00:17:23.000]  所以主耶穌這樣的受刑法的話
[00:17:23.000 --> 00:17:25.000]  不是為他自己
[00:17:25.000 --> 00:17:30.000]  那是為了要擔當我們的罪
[00:17:30.000 --> 00:17:32.000]  為什麼還驚奇呢
[00:17:32.000 --> 00:17:34.000]  驚奇的另一個原因
[00:17:34.000 --> 00:17:41.000]  就是有些人認為他是神所差來的以色列
[00:17:41.000 --> 00:17:43.000]  他是猶太人的王
[00:17:43.000 --> 00:17:47.000]  是神要接到他來拯救以色列人的
[00:17:47.000 --> 00:17:50.000]  怎麼他是說話也好
[00:17:50.000 --> 00:17:52.000]  他做事情也好
[00:17:52.000 --> 00:17:54.000]  都是很有能力
[00:17:54.000 --> 00:17:56.000]  他就是猶太人的王
[00:17:56.000 --> 00:17:59.000]  怎麼可以被人釘死呢
[00:17:59.000 --> 00:18:01.000]  怎麼他沒有反抗呢
[00:18:01.000 --> 00:18:05.000]  怎麼他沒有顯出他的能力來反抗
[00:18:05.000 --> 00:18:11.000]  來把以色列人從羅馬人的統治底下救出來呢
[00:18:11.000 --> 00:18:15.000]  所以這是很多猶太人不能接受的
[00:18:15.000 --> 00:18:17.000]  很難接受
[00:18:17.000 --> 00:18:22.000]  一個有榮耀有大能的米賽亞
[00:18:22.000 --> 00:18:26.000]  怎麼會被這些人來釘死呢
[00:18:26.000 --> 00:18:30.000]  所以他們沒法接受
[00:18:30.000 --> 00:18:33.000]  他們所希望的米賽亞是什麼呢
[00:18:33.000 --> 00:18:35.000]  生長在王宮裡頭
[00:18:35.000 --> 00:18:37.000]  是一個王室的血統
[00:18:37.000 --> 00:18:40.000]  然後說話行令能力
[00:18:40.000 --> 00:18:42.000]  就號召一些人起來
[00:18:42.000 --> 00:18:44.000]  把羅馬人推翻了
[00:18:44.000 --> 00:18:47.000]  給他們自由給他們解放
[00:18:47.000 --> 00:18:49.000]  他們希望有這樣一個王
[00:18:49.000 --> 00:18:54.000]  可是不是耶穌基督不合乎他們所希望的
[00:18:54.000 --> 00:18:57.000]  他來了以後雖然也講道
[00:18:57.000 --> 00:19:02.000]  但是出身也不是非常的高貴
[00:19:02.000 --> 00:19:05.000]  結果還被人釘死的石家
[00:19:05.000 --> 00:19:07.000]  像罪犯一樣的
[00:19:07.000 --> 00:19:10.000]  所以他就很難接受
[00:19:10.000 --> 00:19:13.000]  這真是神的智慧
[00:19:13.000 --> 00:19:17.000]  因為我們讀到格林多前書第一章的話
[00:19:17.000 --> 00:19:21.000]  就看到他說釘死家的基督
[00:19:21.000 --> 00:19:25.000]  在猶太人看來是個絆腳石
[00:19:25.000 --> 00:19:28.000]  因為猶太人認為他們的米賽亞基督
[00:19:28.000 --> 00:19:31.000]  應該是一個很有能力
[00:19:31.000 --> 00:19:33.000]  戰無不勝
[00:19:33.000 --> 00:19:35.000]  什麼事情他都勝的
[00:19:35.000 --> 00:19:37.000]  可是被釘死的石家
[00:19:37.000 --> 00:19:39.000]  他們就不相信
[00:19:39.000 --> 00:19:40.000]  就絆腳了
[00:19:40.000 --> 00:19:44.000]  絆腳石就使得他們不得不相信
[00:19:44.000 --> 00:19:47.000]  他說在外邦人是愚蠢
[00:19:47.000 --> 00:19:50.000]  哪一個英雄是這樣的
[00:19:50.000 --> 00:19:53.000]  能夠來得到成功他的事情呢
[00:19:53.000 --> 00:19:56.000]  你死了還能做什麼呢
[00:19:56.000 --> 00:19:59.000]  但是神的話說
[00:19:59.000 --> 00:20:01.000]  他對蒙昭的人
[00:20:01.000 --> 00:20:04.000]  對相信耶穌基督的人
[00:20:04.000 --> 00:20:07.000]  基督總是神的能力
[00:20:07.000 --> 00:20:10.000]  神的智慧
[00:20:10.000 --> 00:20:15.000]  在人看來是軟弱無能的基督
[00:20:15.000 --> 00:20:17.000]  卻是有大能的
[00:20:17.000 --> 00:20:22.000]  他能夠勝過人對他的折磨
[00:20:22.000 --> 00:20:28.000]  而且人認為是石家怎麼可以救人呢
[00:20:28.000 --> 00:20:31.000]  但是耶穌基督卻是接著在石家
[00:20:31.000 --> 00:20:33.000]  擔負眾人的罪
[00:20:33.000 --> 00:20:36.000]  然後他救贖了世上
[00:20:36.000 --> 00:20:39.000]  願意相信他所有的人
[00:20:39.000 --> 00:20:45.000]  所以這個是為什麼許多人驚奇呢
[00:20:45.000 --> 00:20:49.000]  下面十五節就要說了
[00:20:49.000 --> 00:20:52.000]  他說這樣
[00:20:52.000 --> 00:20:57.000]  就是因若前面他有智慧
[00:20:57.000 --> 00:21:01.000]  他看起來好像比別人都憔悴
[00:21:01.000 --> 00:21:04.000]  都枯靠
[00:21:04.000 --> 00:21:05.000]  但是呢
[00:21:05.000 --> 00:21:06.000]  這個確實呢
[00:21:06.000 --> 00:21:08.000]  他洗淨了很多人
[00:21:08.000 --> 00:21:10.000]  第十五節說
[00:21:10.000 --> 00:21:13.000]  這樣他必洗淨許多國民
[00:21:13.000 --> 00:21:16.000]  許多國民包括猶太人
[00:21:16.000 --> 00:21:19.000]  也包括不是猶太人的
[00:21:19.000 --> 00:21:22.000]  就全世界的所有的人
[00:21:22.000 --> 00:21:27.000]  洗淨就是在舊約聖經裡頭常常用的
[00:21:27.000 --> 00:21:29.000]  這個彈血
[00:21:29.000 --> 00:21:33.000]  祭司要到贖罪內的時候
[00:21:33.000 --> 00:21:35.000]  他要拿著牛羊的血
[00:21:35.000 --> 00:21:37.000]  進到赤身所
[00:21:37.000 --> 00:21:40.000]  把血彈在私人座上
[00:21:40.000 --> 00:21:42.000]  彈在脈子上
[00:21:42.000 --> 00:21:43.000]  那麼也說
[00:21:43.000 --> 00:21:45.000]  在祭司在服侍的時候
[00:21:45.000 --> 00:21:47.000]  要洗身
[00:21:47.000 --> 00:21:48.000]  洗手
[00:21:48.000 --> 00:21:49.000]  洗腳
[00:21:49.000 --> 00:21:51.000]  進去服侍
[00:21:51.000 --> 00:21:53.000]  這是撒水
[00:21:53.000 --> 00:21:54.000]  撒水
[00:21:54.000 --> 00:21:58.000]  那這個洗淨的意思
[00:21:58.000 --> 00:21:59.000]  就是包括
[00:21:59.000 --> 00:22:01.000]  表示是接近了
[00:22:01.000 --> 00:22:03.000]  這樣人經過血
[00:22:03.000 --> 00:22:04.000]  接近了
[00:22:04.000 --> 00:22:06.000]  經過撒水呢
[00:22:06.000 --> 00:22:07.000]  他接近了
[00:22:07.000 --> 00:22:08.000]  而且呢
[00:22:08.000 --> 00:22:11.000]  使他能夠分別為聖
[00:22:11.000 --> 00:22:12.000]  歸給神了
[00:22:12.000 --> 00:22:16.000]  那麼這個是洗淨的意思
[00:22:16.000 --> 00:22:18.000]  那麼在這裡呢
[00:22:18.000 --> 00:22:19.000]  這洗淨呢
[00:22:19.000 --> 00:22:22.000]  就是要使得呢
[00:22:22.000 --> 00:22:23.000]  表示呢
[00:22:23.000 --> 00:22:27.000]  使人從罪中得到接近
[00:22:27.000 --> 00:22:29.000]  接近
[00:22:29.000 --> 00:22:31.000]  經過這個血
[00:22:31.000 --> 00:22:32.000]  人呢
[00:22:32.000 --> 00:22:34.000]  罪得到接近
[00:22:34.000 --> 00:22:37.000]  為什麼他能得到接近呢
[00:22:37.000 --> 00:22:42.000]  因為他是替罪人受刑罰
[00:22:42.000 --> 00:22:44.000]  本來是應該我們犯罪的人
[00:22:44.000 --> 00:22:47.000]  受這樣的刑罰
[00:22:47.000 --> 00:22:48.000]  犯罪
[00:22:48.000 --> 00:22:49.000]  罪的公家就是死
[00:22:49.000 --> 00:22:51.000]  我們應該死
[00:22:51.000 --> 00:22:54.000]  但是耶穌基督替眾人死
[00:22:54.000 --> 00:22:56.000]  他背負我們的罪
[00:22:56.000 --> 00:22:58.000]  替我們受刑罰
[00:22:58.000 --> 00:23:03.000]  所以他就能夠來洗淨我們的罪
[00:23:03.000 --> 00:23:07.000]  能夠洗淨我們良心的虧欠
[00:23:07.000 --> 00:23:10.000]  這個是耶穌基督
[00:23:10.000 --> 00:23:11.000]  目的呢
[00:23:11.000 --> 00:23:14.000]  就是我們可以來到神的面前
[00:23:14.000 --> 00:23:16.000]  那因為我們有罪
[00:23:16.000 --> 00:23:18.000]  我們跟神是隔絕的
