
[00:00:00.000 --> 00:00:03.000]  今天跟大家分享的題目是跟從主
[00:02:15.040 --> 00:02:16.960]  去救火
[00:02:16.960 --> 00:02:18.360]  開始去救救一下的時候
[00:02:18.360 --> 00:02:20.960]  不行了 前面的火實在太猛烈了
[00:02:20.960 --> 00:02:24.200]  我們再走上前面就死定了
[00:02:24.200 --> 00:02:26.560]  所以又有一個
[00:02:26.560 --> 00:02:29.320]  他停在那裡不再向前
[00:02:29.320 --> 00:02:33.800]  所以到最後只剩下三個
[00:02:33.800 --> 00:02:37.600]  而這三個的結局是怎樣的呢
[00:02:37.600 --> 00:02:39.880]  你可以自己上網查一下
[00:02:39.880 --> 00:02:44.840]  看看這三個人到最後的結局是怎樣的
[00:02:44.840 --> 00:02:49.840]  十個救火的少年
[00:02:49.840 --> 00:02:54.680]  你看我們教會上個禮拜戶外崇拜多壯觀
[00:02:54.680 --> 00:02:58.640]  這裡加起來是一百多二百人
[00:02:58.640 --> 00:02:59.680]  我們怎知道十個
[00:02:59.680 --> 00:03:05.960]  我們有百多二百個少年 青年 壯年
[00:03:05.960 --> 00:03:07.640]  弟兄姊妹 我們回教會
[00:03:07.640 --> 00:03:09.280]  我們信耶穌
[00:03:09.280 --> 00:03:12.360]  我們跟著耶穌走
[00:03:12.360 --> 00:03:15.840]  想想你們在教會裡面的生活
[00:03:15.840 --> 00:03:18.760]  多麼開心 多麼快樂 多麼美好
[00:03:18.760 --> 00:03:20.320]  特別我們初初信主的時候
[00:03:20.320 --> 00:03:23.240]  我們內心很火熱
[00:03:23.240 --> 00:03:26.040]  我們初時和身邊有很多的弟兄姊妹
[00:03:26.040 --> 00:03:26.760]  很多的朋友
[00:03:26.760 --> 00:03:28.240]  我們一起慶賀
[00:03:28.240 --> 00:03:30.040]  一起我們要立志
[00:03:30.040 --> 00:03:31.440]  我們要為主做些什麼
[00:03:31.440 --> 00:03:33.440]  我們一起參加短宣
[00:03:33.440 --> 00:03:36.800]  我們一起參加不同的聖經課程
[00:03:36.800 --> 00:03:37.560]  主日學
[00:03:37.560 --> 00:03:39.320]  我們一起去服侍
[00:03:39.320 --> 00:03:40.680]  我們一起參加門訓
[00:03:40.680 --> 00:03:44.680]  一起在自己的小組團契裡面去努力
[00:03:44.680 --> 00:03:47.280]  是不是
[00:03:47.280 --> 00:03:51.520]  但是人越大 回教會越來越發現一個現實
[00:03:51.520 --> 00:03:54.640]  可能以前和你一起回教會
[00:03:54.640 --> 00:03:58.600]  一起並肩作戰的人
[00:03:58.600 --> 00:04:00.360]  可能你看一下一年少一個
[00:04:00.360 --> 00:04:01.520]  一年少一個
[00:04:01.520 --> 00:04:07.120]  一年少一個
[00:04:07.120 --> 00:04:09.480]  這個就好像現實一樣
[00:04:09.480 --> 00:04:10.280]  真的
[00:04:10.280 --> 00:04:11.920]  可能今天坐在你們旁邊的那些
[00:04:11.920 --> 00:04:15.880]  已經是一些新的隊友了
[00:04:15.880 --> 00:04:25.040]  以前可能和你一起起步的隊友去了哪裡呢
[00:04:25.040 --> 00:04:26.440]  今天
[00:04:26.440 --> 00:04:29.000]  我們作為主的門徒
[00:04:29.000 --> 00:04:32.000]  我們怎樣可以跟著耶穌
[00:04:32.000 --> 00:04:34.000]  繼續堅守我們的信仰
[00:04:34.000 --> 00:04:37.720]  走下去呢
[00:04:37.720 --> 00:04:39.280]  聖經裡面
[00:04:39.280 --> 00:04:41.400]  耶穌
[00:04:41.400 --> 00:04:43.400]  行了很多神蹟
[00:04:43.400 --> 00:04:45.960]  講了很多很多的教導
[00:04:45.960 --> 00:04:48.800]  所以當時很多人覺得耶穌非常厲害
[00:04:48.800 --> 00:04:50.000]  很多人崇拜耶穌
[00:04:50.000 --> 00:04:53.000]  就跟著耶穌一路走一路走一路走
[00:04:53.000 --> 00:04:54.680]  走很多的地方
[00:04:54.680 --> 00:04:55.920]  路加福音
[00:04:55.920 --> 00:04:57.440]  特別在這一節的經文
[00:04:57.440 --> 00:04:58.560]  這一章的經文裡面
[00:04:58.560 --> 00:05:02.080]  記載著耶穌和三個人講
[00:05:02.080 --> 00:05:04.080]  這三個人是跟著耶穌的
[00:05:04.080 --> 00:05:07.240]  耶穌就和他講有三段的對話
[00:05:07.240 --> 00:05:11.720]  所以今天我就用三個的好字
[00:05:11.720 --> 00:05:12.800]  來和大家講一下
[00:05:12.800 --> 00:05:14.160]  耶穌怎樣提醒我們
[00:05:14.160 --> 00:05:15.000]  鼓勵我們
[00:05:15.000 --> 00:05:18.360]  引導我們要怎樣跟從祂
[00:05:18.360 --> 00:05:20.760]  計算好
[00:05:20.760 --> 00:05:22.920]  擺好位置
[00:05:22.920 --> 00:05:27.400]  做好我們要做的事情
[00:05:27.400 --> 00:05:29.080]  三樣的好
[00:05:29.080 --> 00:05:30.320]  求上帝幫助我們
[00:05:30.320 --> 00:05:35.960]  我們一起有個祈禱
[00:05:35.960 --> 00:05:39.920]  天父今天我們去到你私恩寶座面前
[00:05:39.920 --> 00:05:41.480]  主要是求你幫助我們
[00:05:41.480 --> 00:05:42.840]  可能我們每一個人
[00:05:42.840 --> 00:05:43.680]  在我們生命
[00:05:43.680 --> 00:05:46.040]  在我們屬靈的歷程上面
[00:05:46.040 --> 00:05:48.040]  在不同的階段
[00:05:48.040 --> 00:05:50.160]  我們又剛剛開始
[00:05:50.160 --> 00:05:53.080]  又或者我們正是很積極
[00:05:53.080 --> 00:05:54.920]  又或者我們也有一些
[00:05:54.920 --> 00:05:57.520]  沮喪義慶難散的時候
[00:05:57.520 --> 00:06:02.160]  甚至我們有一些想離隊的時候
[00:06:02.160 --> 00:06:05.160]  主要是求你今天藉著你自己的說話
[00:06:05.160 --> 00:06:08.480]  親自和我們每一位弟兄姊妹去講
[00:06:08.480 --> 00:06:10.480]  你清楚知道我們每一個人
[00:06:10.480 --> 00:06:12.200]  現在所面對的
[00:06:12.200 --> 00:06:15.120]  求聖靈你引導我們
[00:06:15.120 --> 00:06:17.640]  禱告奉耶穌基督聖命求
[00:06:17.640 --> 00:06:20.520]  阿們
[00:06:20.520 --> 00:06:22.960]  第一樣計算好數字
[00:06:22.960 --> 00:06:26.360]  在第57至58節我們一起再讀
[00:06:26.360 --> 00:06:28.600]  他們走路的時候
[00:06:28.600 --> 00:06:30.880]  有一人對耶穌說
[00:06:30.880 --> 00:06:33.000]  你無論往哪裏去
[00:06:33.000 --> 00:06:34.960]  我要跟從你
[00:06:34.960 --> 00:06:36.240]  耶穌說
[00:06:36.240 --> 00:06:37.480]  狐狸有洞
[00:06:37.480 --> 00:06:39.720]  天空的飛鳥有窩
[00:06:39.720 --> 00:06:43.120]  只是人子沒有枕頭的地方
[00:06:43.120 --> 00:06:44.720]  耶穌說狐狸有洞
[00:06:44.720 --> 00:06:45.880]  天空的飛鳥有窩
[00:06:45.880 --> 00:06:49.320]  只是人子連枕頭的地方都沒有
[00:06:49.320 --> 00:06:50.640]  很慘
[00:06:50.640 --> 00:06:54.520]  連動物都有他自己安息的地方
[00:06:54.520 --> 00:06:56.360]  但是耶穌基督在這個地上
[00:06:56.360 --> 00:06:58.760]  他為了遵行神的旨意
[00:06:58.760 --> 00:07:01.360]  就要犧牲了自己的一些家庭生活
[00:07:01.360 --> 00:07:03.760]  溫暖和安息
[00:07:03.760 --> 00:07:05.520]  這裡主要讓我們知道
[00:07:05.520 --> 00:07:09.920]  我們跟從主是好的
[00:07:09.920 --> 00:07:11.520]  但是跟從主
[00:07:11.520 --> 00:07:14.920]  也未必是一件完全愉快的事情
[00:07:14.920 --> 00:07:17.040]  反而我們跟從耶穌基督
[00:07:17.040 --> 00:07:19.840]  要面對一些困難
[00:07:19.840 --> 00:07:20.880]  挑戰
[00:07:20.880 --> 00:07:24.160]  甚至要承受一些苦楚
[00:07:24.160 --> 00:07:26.480]  我們決定要跟著耶穌走的人
[00:07:26.480 --> 00:07:27.960]  耶穌就告訴我們
[00:07:27.960 --> 00:07:30.360]  我們要有這個準備
[00:07:30.360 --> 00:07:33.000]  我們要計算好這個數字
[00:07:33.000 --> 00:07:33.800]  要付代價
[00:07:33.800 --> 00:07:35.600]  可能有時候會不同
[00:07:35.600 --> 00:07:37.000]  有時候我們傳福音的時候
[00:07:37.000 --> 00:07:38.880]  不要想太多了
[00:07:38.880 --> 00:07:40.320]  先相信耶穌
[00:07:40.320 --> 00:07:43.040]  真的 相信耶穌是最重要的
[00:07:43.040 --> 00:07:44.880]  但是我們相信耶穌也要清楚
[00:07:44.880 --> 00:07:46.720]  其實我們相信耶穌
[00:07:46.720 --> 00:07:48.640]  跟著走一條路
[00:07:48.640 --> 00:07:52.280]  可能是一條付代價的路
[00:07:52.280 --> 00:07:53.360]  我們很多時候相信耶穌
[00:07:53.360 --> 00:07:55.800]  是怎樣開始相信耶穌的
[00:07:55.800 --> 00:07:57.840]  人最重要就是看看
[00:07:57.840 --> 00:08:00.920]  究竟有什麼好處
[00:08:00.920 --> 00:08:04.360]  相信耶穌 我們相信耶穌是很厲害的
[00:08:04.360 --> 00:08:08.640]  相信耶穌是這個世界最厲害的一個神
[00:08:08.640 --> 00:08:11.480]  所以我們有病的
[00:08:11.480 --> 00:08:13.640]  可以求耶穌醫病
[00:08:13.640 --> 00:08:16.600]  我們生活不如意的
[00:08:16.600 --> 00:08:19.800]  求神讓我們有生活過得順利一點
[00:08:19.800 --> 00:08:21.120]  我們沒有平安的
[00:08:21.120 --> 00:08:24.360]  求耶穌讓我們睡覺睡得好一點
[00:08:24.360 --> 00:08:25.880]  總之你有什麼
[00:08:25.880 --> 00:08:29.280]  求什麼就希望耶穌給到你
[00:08:29.280 --> 00:08:35.440]  這個很多時候都是我們剛剛信耶穌的時候的出發點
[00:08:35.440 --> 00:08:36.840]  以前我也有分享過
[00:08:36.840 --> 00:08:37.640]  我有一個親戚
[00:08:37.640 --> 00:08:39.000]  我有一個小的醫生
[00:08:39.000 --> 00:08:40.120]  跟我差不多年紀大
[00:08:40.120 --> 00:08:42.120]  我小小的
[00:08:42.120 --> 00:08:47.440]  他說癌症超過十年
[00:08:47.440 --> 00:08:49.760]  當中在那十多年裡面
[00:08:49.760 --> 00:08:51.160]  他癌症復發
[00:08:51.160 --> 00:08:52.160]  我也數不到多少次
[00:08:52.160 --> 00:08:53.480]  起碼六次
[00:08:53.480 --> 00:08:54.680]  復發了
[00:08:54.680 --> 00:08:57.440]  就是完一個化療
[00:08:57.440 --> 00:08:58.600]  好像挺穩定
[00:08:58.600 --> 00:08:59.800]  過了一段時間
[00:08:59.800 --> 00:09:00.720]  可能一年
[00:09:00.720 --> 00:09:02.040]  或者甚至幾個月
[00:09:02.040 --> 00:09:03.440]  又再復發
[00:09:03.440 --> 00:09:04.560]  所以在那十年裡面
[00:09:04.560 --> 00:09:11.520]  他起碼超過接受化療電療無數這麼多次
[00:09:11.520 --> 00:09:13.840]  甚至後期
[00:09:13.840 --> 00:09:16.560]  他就用很多不同的方法
[00:09:16.560 --> 00:09:19.280]  他試過一些自然療法
[00:09:19.280 --> 00:09:20.880]  或者超自然療法
[00:09:20.880 --> 00:09:22.800]  什麼都走去試
[00:09:22.800 --> 00:09:25.920]  有方法人家介紹他他都去
[00:09:25.920 --> 00:09:28.080]  他求神拜佛
[00:09:28.080 --> 00:09:29.560]  信風水
[00:09:29.560 --> 00:09:31.000]  信命理
[00:09:31.000 --> 00:09:32.320]  所以後來
[00:09:32.320 --> 00:09:33.760]  他看過那些風水說
[00:09:33.760 --> 00:09:35.080]  他的房子對他不好
[00:09:35.080 --> 00:09:38.000]  就搬到我的房子裡住
[00:09:38.000 --> 00:09:38.640]  那OK啦
[00:09:38.640 --> 00:09:39.880]  跟他都是親人
[00:09:39.880 --> 00:09:42.200]  他覺得舒服的就來了
[00:09:42.200 --> 00:09:45.680]  他看完那些命理
[00:09:45.680 --> 00:09:48.480]  覺得自己的名字不吉利
[00:09:48.480 --> 00:09:54.080]  甚至就改了名字
[00:09:54.080 --> 00:09:56.640]  但是無論他做些什麼
[00:09:56.640 --> 00:09:59.840]  他的癌症一樣都是這樣復發
[00:09:59.840 --> 00:10:01.320]  於是後來
[00:10:01.320 --> 00:10:03.200]  我就鼓勵他
[00:10:03.200 --> 00:10:06.160]  你來教會
[00:10:06.160 --> 00:10:08.640]  你來耶穌那裡
[00:10:08.640 --> 00:10:10.880]  他真的跟我回教會
[00:10:10.880 --> 00:10:14.120]  他就表示他信耶穌
[00:10:14.120 --> 00:10:16.160]  但是當他信了耶穌之後
[00:10:16.160 --> 00:10:18.200]  大概過了頭一年都挺好的
[00:10:18.200 --> 00:10:21.080]  沒有什麼癌症這些跡象復發
[00:10:21.080 --> 00:10:22.520]  過了一年之後
[00:10:22.520 --> 00:10:25.040]  癌症又再來過了
[00:10:25.040 --> 00:10:27.680]  他開始在腦袋裡掙扎
[00:10:27.680 --> 00:10:29.080]  又說耶穌很厲害
[00:10:29.080 --> 00:10:32.760]  為什麼信耶穌又會有癌症
[00:10:32.760 --> 00:10:33.520]  不要緊
[00:10:33.520 --> 00:10:35.480]  教會的弟兄姐妹一起支持他
[00:10:35.480 --> 00:10:37.760]  為他祈禱
[00:10:37.760 --> 00:10:40.760]  他又過了一次療程
[00:10:40.760 --> 00:10:42.640]  又OK了
[00:10:42.640 --> 00:10:45.160]  又平穩了
[00:10:45.160 --> 00:10:46.560]  誰知道平穩了之後
[00:10:46.560 --> 00:10:48.680]  這次還過了兩三個月
[00:10:48.680 --> 00:10:51.120]  又再來過
[00:10:51.120 --> 00:10:54.360]  他就說為什麼我要信耶穌
[00:10:54.360 --> 00:10:57.480]  耶穌都幫不了我
[00:10:57.480 --> 00:10:58.400]  所以有一段時間
[00:10:58.400 --> 00:11:01.840]  他就開始想放棄這個信仰
[00:11:01.840 --> 00:11:03.920]  但是神真的很奇妙的神
[00:11:03.920 --> 00:11:06.640]  神是一個大人的神
[00:11:06.640 --> 00:11:09.560]  神透過他身邊的弟兄姐妹
[00:11:09.560 --> 00:11:12.000]  當他自己都想放棄自己的信仰
[00:11:12.000 --> 00:11:14.360]  放棄自己的人生的時候
[00:11:14.360 --> 00:11:16.000]  他身邊仍然有很多弟兄姐妹
[00:11:16.000 --> 00:11:18.840]  走來關心他 陪伴他
[00:11:18.840 --> 00:11:22.040]  就算他說很多很消極的話
[00:11:22.040 --> 00:11:25.360]  仍然都有很多天使圍繞著他
[00:11:25.360 --> 00:11:28.520]  陪伴他 關心他
[00:11:28.520 --> 00:11:32.480]  為他預備很多不同的東西給他
[00:11:32.480 --> 00:11:34.720]  直到後來
[00:11:34.720 --> 00:11:37.040]  他真正的悔改
[00:11:37.040 --> 00:11:38.280]  他接受浸禮
[00:11:38.280 --> 00:11:40.040]  在教會洗禮的時候
[00:11:40.040 --> 00:11:41.840]  他分享自己的見證
[00:11:41.840 --> 00:11:43.960]  他說原來我以前信耶穌
[00:11:43.960 --> 00:11:45.600]  我真的為了病
[00:11:45.600 --> 00:11:48.520]  我希望耶穌醫治我來信耶穌
[00:11:48.520 --> 00:11:52.080]  但是後來他發現這個耶穌是真的
[00:11:52.080 --> 00:11:55.080]  耶穌沒有直接治好他的癌症
[00:11:55.080 --> 00:11:58.480]  但是耶穌給他經歷到人間有很多的愛
[00:11:58.480 --> 00:12:00.840]  給他經歷到天地是有主
[00:12:00.840 --> 00:12:02.560]  人間是有情
[00:12:02.560 --> 00:12:05.320]  他發現過往這麼多幾十年
[00:12:05.320 --> 00:12:08.560]  他忽略了原來身邊有很多的愛圍繞著他
[00:12:08.560 --> 00:12:10.760]  原來他的人生是不再一樣的
[00:12:10.760 --> 00:12:13.560]  有耶穌基督的時候是不再一樣的
[00:12:13.560 --> 00:12:15.400]  以致我經歷到
[00:12:15.400 --> 00:12:16.440]  我看到他的人生
[00:12:16.440 --> 00:12:18.480]  直到他回天家的時候
[00:12:18.480 --> 00:12:21.680]  他都帶著平安、喜樂、和平
[00:12:21.680 --> 00:12:23.840]  和尊嚴地離開這個世界
[00:12:23.840 --> 00:12:26.000]  去到耶穌那裡
[00:12:26.000 --> 00:12:27.280]  我覺得這才是最重要的
[00:12:27.280 --> 00:12:29.160]  神給他經歷到
[00:12:29.160 --> 00:12:33.040]  原來我們信耶穌不是一帆風順的
[00:12:33.040 --> 00:12:34.600]  但是經歷到
[00:12:34.600 --> 00:12:36.520]  信耶穌我們是要付代價
[00:12:36.520 --> 00:12:39.840]  但是耶穌就是真正天地的主宰
[00:12:39.840 --> 00:12:43.600]  是這樣帶著我們經歷一個豐富的人生
[00:12:43.600 --> 00:12:45.600]  你信嗎?
[00:12:45.600 --> 00:12:48.960]  特別在座我們有很多弟兄姊妹
[00:12:48.960 --> 00:12:52.240]  你們信耶穌
[00:12:52.240 --> 00:12:54.320]  很期望耶穌能夠幫助你
[00:12:54.320 --> 00:12:56.960]  在不同的層面幫助你
[00:12:56.960 --> 00:12:58.640]  但是今天告訴我們
[00:12:58.640 --> 00:13:03.080]  信耶穌和跟從耶穌是兩種不同的事情
[00:13:03.080 --> 00:13:05.440]  你可以信這個天地真的有一個神
[00:13:05.440 --> 00:13:06.600]  是有耶穌
[00:13:06.600 --> 00:13:08.960]  你可以信耶穌很厲害
[00:13:08.960 --> 00:13:10.800]  但是不等於你要跟從祂
[00:13:10.800 --> 00:13:13.760]  不等於你是在跟從祂
[00:13:13.760 --> 00:13:15.520]  跟從耶穌
[00:13:15.520 --> 00:13:17.000]  我們是要知道
[00:13:17.000 --> 00:13:19.200]  我們跟從主走這條路
[00:13:19.200 --> 00:13:21.040]  耶穌也要付上他的代價
[00:13:21.040 --> 00:13:23.120]  走上十字架
[00:13:23.120 --> 00:13:29.400]  今天我們願不願意計算好這條數
[00:13:29.400 --> 00:13:31.680]  願意付起自己的十字架
[00:13:31.680 --> 00:13:33.640]  跟從耶穌基督呢?
[00:13:33.640 --> 00:13:35.920]  這是第一
[00:13:35.920 --> 00:13:38.760]  第二
[00:13:38.760 --> 00:13:40.880]  我們不單止要計算代價
[00:13:40.880 --> 00:13:42.360]  我們跟從主
[00:13:42.360 --> 00:13:45.000]  耶穌基督提醒我們要擺好我們的位置
[00:13:45.000 --> 00:13:48.000]  擺好我們生命優先的次序
[00:13:48.000 --> 00:13:49.400]  五十九至六十節
[00:13:49.400 --> 00:13:51.280]  我們看看第二個人
[00:13:51.280 --> 00:13:53.400]  第二個人和第一個人有點不同
[00:13:53.400 --> 00:13:55.680]  第一個人主動靠近耶穌身
[00:13:55.680 --> 00:13:58.400]  說無論如何我都要跟隨你
[00:13:58.400 --> 00:14:02.320]  耶穌告訴他你要計算清楚代價來跟從祂
[00:14:02.320 --> 00:14:04.000]  第二個人就是
[00:14:04.000 --> 00:14:07.360]  耶穌主動跟這個人說
[00:14:07.360 --> 00:14:09.680]  這個人已經是信了耶穌
[00:14:09.680 --> 00:14:12.240]  跟著耶穌走的人
[00:14:12.240 --> 00:14:13.560]  耶穌跟他說些什麼呢?
[00:14:13.560 --> 00:14:14.960]  我們一起讀
[00:14:14.960 --> 00:14:16.920]  又對一個人說
[00:14:16.920 --> 00:14:18.440]  跟從我來
[00:14:18.440 --> 00:14:19.520]  那人說
[00:14:19.520 --> 00:14:23.800]  主容我先回去埋葬我的父親
[00:14:23.800 --> 00:14:25.000]  耶穌說
[00:14:25.000 --> 00:14:28.480]  任憑死人埋葬他們的死人
[00:14:28.480 --> 00:14:32.640]  你只管去傳揚神國的道
[00:14:32.640 --> 00:14:36.240]  這段經文說些什麼呢?
[00:14:36.240 --> 00:14:42.440]  其實猶太人是非常重視殮葬親人的
[00:14:42.440 --> 00:14:46.240]  認為做人的子女殮葬自己的親人
[00:14:46.240 --> 00:14:48.480]  是一個神聖的責任
[00:14:48.480 --> 00:14:51.080]  所以無論遇到任何的事情
[00:14:51.080 --> 00:14:53.320]  父母一有事情
[00:14:53.320 --> 00:14:56.240]  我們就立刻要拋下很多宗教
[00:14:56.240 --> 00:14:58.080]  因為以前有很多不同的規矩
[00:14:58.080 --> 00:15:01.160]  就要拋下很多宗教不同的規矩
[00:15:01.160 --> 00:15:07.520]  立刻要去處理自己親人的後事
[00:15:07.520 --> 00:15:09.920]  弟兄姊妹我相信我們在這裡
[00:15:09.920 --> 00:15:11.400]  都有很多弟兄姊妹
[00:15:11.400 --> 00:15:12.600]  你們離鄉別井
[00:15:12.600 --> 00:15:14.600]  離開自己的家鄉
[00:15:14.600 --> 00:15:15.680]  可能你們的親人
[00:15:15.680 --> 00:15:17.080]  你們的父母
[00:15:17.080 --> 00:15:19.320]  在你們自己的家鄉裡面
[00:15:19.320 --> 00:15:20.720]  你們都經歷過
[00:15:20.720 --> 00:15:22.240]  他們突然間病
[00:15:22.240 --> 00:15:23.880]  甚至要離開這個世界
[00:15:23.880 --> 00:15:26.120]  是不是?
[00:15:26.120 --> 00:15:29.440]  很多時候我們一聽到他們病的消息
[00:15:29.440 --> 00:15:30.720]  我們就盡快
[00:15:30.720 --> 00:15:31.640]  盡可能
[00:15:31.640 --> 00:15:32.760]  如果可以的時候
[00:15:32.760 --> 00:15:34.560]  我們都撇下一切所有的東西
[00:15:34.560 --> 00:15:36.000]  要回去看他
[00:15:36.000 --> 00:15:37.400]  照顧他
[00:15:37.400 --> 00:15:39.200]  甚至要幫助他
[00:15:39.200 --> 00:15:41.480]  之後要搞一些的身後事
[00:15:41.480 --> 00:15:42.560]  都要幫助他
[00:15:42.560 --> 00:15:43.720]  要放下一切的東西
[00:15:43.720 --> 00:15:46.120]  要幫助他處理好這些事情
[00:15:46.120 --> 00:15:46.480]  是不是?
[00:15:46.480 --> 00:15:47.960]  不只是以前的猶太人
[00:15:47.960 --> 00:15:49.240]  要盡這些義務
[00:15:49.240 --> 00:15:51.040]  今天我們做人子女的
[00:15:51.040 --> 00:15:53.960]  我們都是要盡這些義務
[00:15:53.960 --> 00:15:58.200]  容我先回去埋葬我的父親
[00:15:58.200 --> 00:15:59.640]  其實這句是當時一句
[00:15:59.640 --> 00:16:02.880]  很流行說的話
[00:16:02.880 --> 00:16:05.200]  意思就是我們要回去
[00:16:05.200 --> 00:16:07.040]  照顧我們的父母
[00:16:07.040 --> 00:16:09.920]  要讓他們中路線
[00:16:09.920 --> 00:16:11.600]  有什麼問題?
[00:16:11.600 --> 00:16:13.040]  沒有問題
[00:16:13.040 --> 00:16:14.760]  孝順父母很應該
[00:16:14.760 --> 00:16:16.560]  十屆都這樣提醒我們的
[00:16:16.560 --> 00:16:19.760]  要孝敬父母
[00:16:19.760 --> 00:16:25.360]  問題是這個人說這句話的時候
[00:16:25.360 --> 00:16:26.240]  那個急切性
[00:16:26.240 --> 00:16:27.080]  他是否立刻
[00:16:27.080 --> 00:16:30.640]  就是他爸爸已經離世死了
[00:16:30.640 --> 00:16:33.800]  他要立刻回去呢?
[00:16:33.800 --> 00:16:38.440]  還是其實這只是一個原因
[00:16:38.440 --> 00:16:39.880]  一個藉口
[00:16:39.880 --> 00:16:42.920]  分分鐘可能他爸爸
[00:16:42.920 --> 00:16:45.160]  比他還長命
[00:16:45.160 --> 00:16:47.480]  可能他爸爸還有幾十年的命
[00:16:47.480 --> 00:16:50.440]  他死他爸爸都還沒死
[00:16:50.440 --> 00:16:53.040]  那他就不用一輩子跟從耶穌基督
[00:16:53.040 --> 00:16:54.520]  是不是?
[00:16:54.520 --> 00:16:56.640]  所以這裡其實是在說什麼呢?
[00:16:56.640 --> 00:17:00.000]  是在說優先次序
[00:17:00.000 --> 00:17:01.880]  我們人生裡面有沒有放好優先次序
[00:17:01.880 --> 00:17:03.840]  還是我們有很多的藉口告訴我們
[00:17:03.840 --> 00:17:04.520]  哎呀 不行
[00:17:04.520 --> 00:17:05.120]  我不可以做這樣
[00:17:05.120 --> 00:17:06.840]  我們不可以做那樣
[00:17:06.840 --> 00:17:09.720]  優先次序
[00:17:09.720 --> 00:17:10.280]  所以在這裡
[00:17:10.280 --> 00:17:12.000]  弟兄姐妹我也很想和你們
[00:17:12.000 --> 00:17:17.000]  去分享我自己一個的經歷
[00:17:17.000 --> 00:17:19.200]  在去年差不多這個時間
[00:17:19.200 --> 00:17:21.800]  我們屬於澳洲宣導會
[00:17:21.800 --> 00:17:22.680]  我們柏斯宣導會
[00:17:22.680 --> 00:17:24.560]  是屬於整個澳洲宣導會
[00:17:24.560 --> 00:17:28.360]  其中一間的中文教會
[00:17:28.360 --> 00:17:30.240]  上年澳洲宣導會
[00:17:30.240 --> 00:17:34.640]  他們邀請我去參與
