
[00:00:00.000 --> 00:00:03.580]  好,各位,大家都見到今日嘅題目
[00:03:48.920 --> 00:03:50.420]  咁最合理呀
[00:03:50.420 --> 00:03:57.320]  咁但係,你要明白,如果你想同創造主嘅嗰度嚟到佢得福氣嘅時候
[00:03:57.320 --> 00:04:04.920]  你都要明白,創造主祝福人,佢點樣睇咩係福呢
[00:04:04.920 --> 00:04:10.220]  我哋都要搞清楚先至近人嘅夢福㗎喎
[00:04:10.220 --> 00:04:17.820]  咁即係,譬如,你諗下,如果你想問人去借嘢嘅
[00:04:17.820 --> 00:04:20.820]  嗰個人根本冇嗰樣嘢
[00:04:20.820 --> 00:04:25.520]  你點問佢借,佢點樣同情你,想幫助你
[00:04:25.520 --> 00:04:29.120]  都冇得借畀你啦,根本佢冇呢樣嘢嘛,係咪?
[00:04:29.120 --> 00:04:31.020]  因為個觀念搞錯咗
[00:04:31.020 --> 00:04:35.220]  同樣都一樣,我哋如果要喺天父面前嚟到去蒙福嘅時候
[00:04:35.220 --> 00:04:38.020]  究竟天父所講嘅福氣係咩呢?
[00:04:38.020 --> 00:04:40.120]  我諗呢個係好重要喎
[00:04:40.120 --> 00:04:44.720]  咁首先,喺聖經嗰度,特別喺舊約聖經
[00:04:44.720 --> 00:04:49.120]  講福呢個字,喺猶太人嘅觀念
[00:04:49.120 --> 00:04:57.320]  佢哋講福呢,就係講一個平安同喜樂同快樂
[00:04:57.320 --> 00:05:00.320]  有關嘅一個觀念嚟㗎
[00:05:00.320 --> 00:05:05.120]  所以有啲英文聖經,如果一啲近代嘅譯本
[00:05:05.120 --> 00:05:07.320]  佢譯呢個八福呢
[00:05:07.320 --> 00:05:12.020]  英文有好多如果照字面嘅譯,就係「Best」
[00:05:12.020 --> 00:05:14.120]  即係話係「蒙福」啦
[00:05:14.120 --> 00:05:18.920]  但係呢,有啲英文近代或者容易意譯嘅譯本
[00:05:18.920 --> 00:05:20.620]  佢就話「Happiness」
[00:05:20.620 --> 00:05:22.620]  Happiness is 乜嘢咁樣喎
[00:05:22.620 --> 00:05:28.020]  咁即係,因為佢嗰個翻譯本身就係同猶太人嗰個觀念有關
[00:05:28.020 --> 00:05:30.320]  因為喺猶太人嚟睇呢
[00:05:30.320 --> 00:05:37.020]  一個真正嘅福氣,必然令你內心有嗰個平安喜樂㗎
[00:05:37.020 --> 00:05:41.820]  呢個係從神而嚟嘅福氣嘅其中一個嘅標誌嚟㗎
[00:05:41.820 --> 00:05:44.620]  所以主人蘇化,我留低平安俾你哋
[00:05:44.620 --> 00:05:47.720]  我所賜嘅平安,不像世人所賜嘅平安
[00:05:47.720 --> 00:05:50.920]  因為真正嘅福氣,必然係有平安
[00:05:50.920 --> 00:05:56.520]  而呢種嘅平安呢,特別係從神而嚟嘅平安
[00:05:56.520 --> 00:05:58.220]  呢個係第一個個觀念
[00:05:58.220 --> 00:06:04.520]  福氣本身呢,係必然有內在嗰種嘅平安同快樂
[00:06:04.520 --> 00:06:09.120]  有內在嗰種嘅平安同埋喜樂嘅
[00:06:09.120 --> 00:06:11.520]  咁所以如果你咁樣去諗嘅時候
[00:06:11.520 --> 00:06:16.220]  有啲我哋所去睇到嗰啲揮春上面嗰啲嘅標語
[00:06:16.220 --> 00:06:20.520]  或者有啲人追求嗰種嘅福氣呢
[00:06:20.520 --> 00:06:26.620]  你諗下,係咪真係可以帶畀人心靈嘅平安呢?
[00:06:26.620 --> 00:06:28.920]  有啲其實未必有㗎
[00:06:28.920 --> 00:06:34.620]  還財就手會唔會生命好平安嘅呢?
[00:06:34.620 --> 00:06:36.520]  兩體啦,係咪?
[00:06:36.520 --> 00:06:38.520]  有啲人嚟得易去得易
[00:06:38.520 --> 00:06:43.820]  而有錢係咪就係會平安呢?
[00:06:43.820 --> 00:06:45.520]  亦都未必係㗎喎
[00:06:45.520 --> 00:06:50.920]  幾多有錢人,你睇山火燒嗰陣時呢
[00:06:50.920 --> 00:06:54.720]  佢越有錢呢,就越唔平安
[00:06:54.720 --> 00:06:59.720]  反而因為你很掛念住你所失去嘅嘢
[00:06:59.720 --> 00:07:04.820]  我有一次我睇過有一個嘅電視節目
[00:07:04.820 --> 00:07:09.920]  咁佢就係專門訪問嗰啲豪宅嘅裝修嘅
[00:07:09.920 --> 00:07:11.920]  即係佢去嗰啲屋嗰度影嗰啲
[00:07:11.920 --> 00:07:14.120]  好靚嗰啲屋啦,好貴嗰啲
[00:07:14.120 --> 00:07:18.320]  嗰啲 Gourmetian 嘅屋㗎啦
[00:07:18.320 --> 00:07:20.420]  越係靚嗰啲屋啦
[00:07:20.420 --> 00:07:24.620]  發覺有一樣嘢係最多嘅,係咩呢?
[00:07:24.620 --> 00:07:26.720]  就係閉路電視最多,係呀
[00:07:26.720 --> 00:07:30.320]  就係嗰啲保安系統最嚴密嘅
[00:07:30.320 --> 00:07:32.920]  甚至乎有啲呢,我睇過
[00:07:32.920 --> 00:07:34.920]  係直情有埋間
[00:07:34.920 --> 00:07:37.220]  嗰啲叫做咩 Safe Room 呀
[00:07:37.220 --> 00:07:40.120]  就係有賊嚟呢,佢困咗自己喺裏邊
[00:07:40.120 --> 00:07:41.320]  其實係一個大夾萬嚟㗎
[00:07:41.320 --> 00:07:42.920]  成間房係一個大夾萬嚟㗎
[00:07:42.920 --> 00:07:44.720]  將自己困咗喺裏邊㗎
[00:07:44.720 --> 00:07:46.020]  嘩,我心諗
[00:07:46.020 --> 00:07:47.520]  佢住喺間屋度
[00:07:47.520 --> 00:07:50.920]  要整個類似監獄咁樣嘅夾萬
[00:07:50.920 --> 00:07:52.420]  要困佢自己喺入邊
[00:07:52.420 --> 00:07:53.920]  你平安極都有限啦
[00:07:53.920 --> 00:07:56.220]  你諗下係咪
[00:07:56.220 --> 00:07:58.020]  我相信你同我嘅屋
[00:07:58.020 --> 00:08:01.520]  未去到嗰個級數都冇呢啲嘢
[00:08:01.520 --> 00:08:04.620]  但係你就反映到
[00:08:04.620 --> 00:08:07.920]  真正嘅平安同喜樂
[00:08:07.920 --> 00:08:10.320]  係同福氣有關嘅時候
[00:08:10.320 --> 00:08:12.520]  似乎就唔係同
[00:08:12.520 --> 00:08:17.020]  物質嘅世界上所擁有嘅嘢
[00:08:17.020 --> 00:08:20.420]  係有一個直接關係㗎喎
[00:08:20.420 --> 00:08:21.920]  係咪呀
[00:08:21.920 --> 00:08:26.620]  而呢個係聖經當中嘅教導
[00:08:26.620 --> 00:08:27.720]  聖經當中
[00:08:27.720 --> 00:08:29.420]  所以猶太人佢哋祝福嘅時候
[00:08:29.420 --> 00:08:30.520]  或者佢哋問安嘅時候
[00:08:30.520 --> 00:08:32.220]  佢哋講Shalom呢個字
[00:08:32.220 --> 00:08:34.520]  就係平安嘅意思㗎嘛
[00:08:34.520 --> 00:08:35.820]  就係平安嘅意思
[00:08:35.820 --> 00:08:38.120]  因為真正有真正嘅平安
[00:08:38.120 --> 00:08:39.820]  就係同神而嚟嘅平安
[00:08:39.820 --> 00:08:42.020]  先至能夠真正嘅喜樂
[00:08:42.020 --> 00:08:43.220]  真正嘅開心呢
[00:08:43.220 --> 00:08:43.720]  可以咁講
[00:08:43.720 --> 00:08:45.020]  我哋喜樂呢個字
[00:08:45.020 --> 00:08:46.020]  可能少用嘅時候
[00:08:46.020 --> 00:08:47.520]  真正嘅開心
[00:08:47.520 --> 00:08:49.520]  係同內心裏邊
[00:08:49.520 --> 00:08:52.220]  同神而嚟嘅平安係有關
[00:08:52.220 --> 00:08:54.120]  咁跟住啦
[00:08:54.120 --> 00:08:56.320]  我哋頭先係讀過
[00:08:56.320 --> 00:08:58.720]  登山寶訓當中嘅八福嘅
[00:08:58.720 --> 00:09:01.920]  係咪頭先嗰個好出名嘅八福啦
[00:09:01.920 --> 00:09:03.420]  咁喺八福嘅當中呢
[00:09:03.420 --> 00:09:05.920]  如果你留意呢
[00:09:05.920 --> 00:09:07.320]  佢第一句當然啦
[00:09:07.320 --> 00:09:07.920]  就係話
[00:09:07.920 --> 00:09:09.220]  「虛心的人有福了
[00:09:09.220 --> 00:09:11.220]  因為天國是他們的」
[00:09:11.220 --> 00:09:12.120]  係咪
[00:09:12.120 --> 00:09:13.720]  天國是他們的
[00:09:13.720 --> 00:09:16.820]  但如果你睇佢最後嗰個第八福呢
[00:09:16.820 --> 00:09:18.620]  第八福嗰句呢
[00:09:18.620 --> 00:09:20.320]  其實都係一樣㗎喎
[00:09:20.320 --> 00:09:23.020]  等下先讀返嗰個經文呢
[00:09:23.020 --> 00:09:24.420]  第八福嗰度呢
[00:09:24.420 --> 00:09:25.720]  最後嗰一福呢
[00:09:25.720 --> 00:09:29.020]  就係
[00:09:29.020 --> 00:09:31.220]  「惠義受逼迫的人有福了
[00:09:31.220 --> 00:09:34.220]  因為天國是他們的」
[00:09:34.220 --> 00:09:35.220]  係咪
[00:09:35.220 --> 00:09:36.220]  呢個係第八福嚟㗎喎
[00:09:36.220 --> 00:09:37.420]  第十節嗰度
[00:09:37.420 --> 00:09:39.420]  「惠義受逼迫的人有福了
[00:09:39.420 --> 00:09:41.720]  因為天國是他們的」
[00:09:41.720 --> 00:09:43.520]  咁喺聖經嗰當中呢
[00:09:43.520 --> 00:09:44.520]  其實呢
[00:09:44.520 --> 00:09:48.520]  通常有兩個
[00:09:48.520 --> 00:09:50.120]  相同嘅
[00:09:50.120 --> 00:09:50.920]  一個擺喺頭
[00:09:50.920 --> 00:09:52.920]  一個擺喺尾嘅呢
[00:09:52.920 --> 00:09:56.120]  就好似一個對聯嗰啲咁樣呢
[00:09:56.120 --> 00:09:56.920]  即係你
[00:09:56.920 --> 00:09:59.420]  就係代表中間嗰啲嘢呢
[00:09:59.420 --> 00:10:01.320]  係同一個有關係嘅
[00:10:01.320 --> 00:10:02.920]  即係好似一個大嘅括弧
[00:10:02.920 --> 00:10:03.920]  括住包裝
[00:10:03.920 --> 00:10:05.320]  包裝住咁樣
[00:10:05.320 --> 00:10:07.520]  所以佢中間嗰個係有關係
[00:10:07.520 --> 00:10:09.620]  所以喺整個嘅福氣
[00:10:09.620 --> 00:10:11.420]  八福嘅當中呢
[00:10:11.420 --> 00:10:13.520]  第一句同埋最後
[00:10:13.520 --> 00:10:15.720]  第一個福同埋最後嗰個福呢
[00:10:15.720 --> 00:10:17.120]  都係講到
[00:10:17.120 --> 00:10:20.620]  因為天國是他們的
[00:10:20.620 --> 00:10:22.120]  天國是他們的
[00:10:22.120 --> 00:10:25.120]  所以你就可以睇到啦
[00:10:25.120 --> 00:10:26.320]  主耶穌佢教導
[00:10:26.320 --> 00:10:27.920]  真正嘅福氣嘅時候呢
[00:10:27.920 --> 00:10:31.520]  必然係同天國係有關
[00:10:31.520 --> 00:10:32.720]  真正嘅福氣呢
[00:10:32.720 --> 00:10:33.920]  唔係代表
[00:10:33.920 --> 00:10:37.520]  你喺世上面嘅嘢
[00:10:37.520 --> 00:10:39.520]  係擁有
[00:10:39.520 --> 00:10:41.520]  就係代表真正嘅福氣喎
[00:10:41.520 --> 00:10:44.720]  而係同天國有關
[00:10:44.720 --> 00:10:47.320]  而當我哋明白到呢個
[00:10:47.320 --> 00:10:49.420]  係第一個好重要嘅觀念嚟
[00:10:49.420 --> 00:10:51.120]  因為真正嘅福氣呢
[00:10:51.120 --> 00:10:54.720]  係從我哋嘅天父而嚟
[00:10:54.720 --> 00:10:56.220]  而我哋嘅天父
[00:10:56.220 --> 00:11:00.220]  所畀到我哋最大嘅福氣呢
[00:11:00.220 --> 00:11:04.520]  就係同天國嘅福氣有關
[00:11:04.520 --> 00:11:06.120]  咁所以我哋
[00:11:06.120 --> 00:11:07.320]  第一方面就要
[00:11:07.320 --> 00:11:11.120]  校正我哋嘅目標先喎
[00:11:11.120 --> 00:11:12.120]  即係
[00:11:12.120 --> 00:11:13.720]  如果你釣過魚呢
[00:11:13.720 --> 00:11:15.120]  你就知道呢
[00:11:15.120 --> 00:11:16.320]  釣唔同嘅魚呢
[00:11:16.320 --> 00:11:18.720]  係要用唔同嘅魚餌
[00:11:18.720 --> 00:11:19.520]  係咪
[00:11:19.520 --> 00:11:22.520]  如果你用錯餌呢
[00:11:22.520 --> 00:11:25.520]  喺嗰個水域嗰度冇嗰啲魚呢
[00:11:25.520 --> 00:11:27.320]  你用咗個錯嘅餌呢
[00:11:27.320 --> 00:11:28.920]  你不停咁釣
[00:11:28.920 --> 00:11:32.320]  不停咁拋魚竿嗰啲
[00:11:32.320 --> 00:11:33.320]  係冇用嘅
[00:11:33.320 --> 00:11:34.720]  釣唔到㗎
[00:11:34.720 --> 00:11:35.320]  同樣
[00:11:35.320 --> 00:11:37.120]  所以我哋可以諗
[00:11:37.120 --> 00:11:38.920]  如果喺新嘅一年
[00:11:38.920 --> 00:11:41.320]  我哋要開始嘅時候
[00:11:41.320 --> 00:11:43.520]  點樣可以做一個無福嘅人
[00:11:43.520 --> 00:11:46.720]  點樣可以追求從神而來嘅福氣嘅時候呢
[00:11:46.720 --> 00:11:48.320]  我哋要搞清楚唔好
[00:11:48.320 --> 00:11:50.520]  好似釣魚掉落錯利咁喎
[00:11:50.520 --> 00:11:52.520]  我哋要知道福氣係咩先
[00:11:52.520 --> 00:11:54.720]  福氣原來係同
[00:11:54.720 --> 00:11:56.120]  天國有關
[00:11:56.120 --> 00:12:01.720]  天國追求神嘅國度裏面嘅事情係有關㗎
[00:12:01.720 --> 00:12:02.320]  ok
[00:12:02.320 --> 00:12:05.320]  咁所以呢我哋跟住就睇下啦
[00:12:05.320 --> 00:12:07.320]  第一個福氣係點啦
[00:12:07.320 --> 00:12:08.020]  我話
[00:12:08.020 --> 00:12:13.920]  虛心嘅人有福料因為天國是他們啲
[00:12:13.920 --> 00:12:16.920]  呢個第一個嘅福氣呢都係好特別喎
[00:12:16.920 --> 00:12:18.220]  已經話
[00:12:18.220 --> 00:12:20.520]  佢話虛心嘅人
[00:12:20.520 --> 00:12:21.520]  虛心
[00:12:21.520 --> 00:12:25.720]  一個英文嘅翻譯比較容易啲明白呢
[00:12:25.720 --> 00:12:26.220]  就話
[00:12:26.220 --> 00:12:28.320]  Poor in spirit
[00:12:28.320 --> 00:12:31.320]  就係零裏貧乏嘅人有福料
[00:12:31.320 --> 00:12:34.720]  因為天國是他們啲
[00:12:34.720 --> 00:12:36.220]  頭先我哋都講過啦
[00:12:36.220 --> 00:12:39.620]  喺嗰啲輝春嗰度就話咩
[00:12:39.620 --> 00:12:40.720]  豬籠入水呀
[00:12:40.720 --> 00:12:42.120]  金銀滿屋呀
[00:12:42.120 --> 00:12:46.220]  即係係代表你擁有嘅呢就係有福係咪
[00:12:46.220 --> 00:12:50.720]  好多時候我哋嘅觀念就係我哋希望覺得我哋擁有嗰啲嘢啦
[00:12:50.720 --> 00:12:52.520]  或者擁有越多啦
[00:12:52.520 --> 00:12:57.920]  我哋就更加會覺得自己係有福咁樣
[00:12:57.920 --> 00:13:03.420]  好容易我哋都會有呢個觀念係認為擁有係代表有福嘅
[00:13:03.420 --> 00:13:06.820]  但係一開始時候第一個個福氣主人秀佢講呢
[00:13:06.820 --> 00:13:08.220]  就話
[00:13:08.220 --> 00:13:09.920]  天國係
[00:13:09.920 --> 00:13:10.420]  就話
[00:13:10.420 --> 00:13:12.220]  虛心嘅人有福料
[00:13:12.220 --> 00:13:15.720]  因為天國是他們的
[00:13:15.720 --> 00:13:16.720]  呢個
[00:13:16.720 --> 00:13:20.120]  畀到我哋一個好重要嘅提醒
[00:13:20.120 --> 00:13:23.820]  就話原來我哋要得到神嘅福氣呢
[00:13:23.820 --> 00:13:26.120]  第一個
[00:13:26.120 --> 00:13:29.020]  需要有嘅質素呢
[00:13:29.020 --> 00:13:30.920]  係點呀
[00:13:30.920 --> 00:13:35.820]  係要感受到靈裏邊貧乏喎
[00:13:35.820 --> 00:13:41.820]  係要感受到你心靈係有需要喎
[00:13:41.820 --> 00:13:44.120]  事實上即係可能你都遇過
[00:13:44.120 --> 00:13:46.420]  或者你同朋友傾計嘅時候
[00:13:46.420 --> 00:13:47.920]  傳呼音嘗試傳呼音嘅時候
[00:13:47.920 --> 00:13:50.520]  你都會遇過咁樣嘅情況
[00:13:50.520 --> 00:13:52.220]  有時你同一個人傾計
[00:13:52.220 --> 00:13:55.620]  呀你想嘗試同佢介紹主人秀比佢認識嘅時候
[00:13:55.620 --> 00:13:59.720]  其中一個好大嘅困難呢
[00:13:59.720 --> 00:14:01.720]  就係點呀就係嗰個人
[00:14:01.720 --> 00:14:05.520]  佢覺得樣樣嘢已經好豐富喇
[00:14:05.520 --> 00:14:06.620]  我唔需要信仰
[00:14:06.620 --> 00:14:07.920]  佢唔係話畀你知
[00:14:07.920 --> 00:14:09.520]  嘩信耶穌嗰啲假呀
[00:14:09.520 --> 00:14:12.320]  或者信耶穌嗰啲呀唔work呀唔得呀
[00:14:12.320 --> 00:14:14.020]  佢唔係咁講喎
[00:14:14.020 --> 00:14:16.120]  佢係話畀你知
[00:14:16.120 --> 00:14:18.120]  呀信耶穌真係好喇
[00:14:18.120 --> 00:14:20.420]  呀基督教信仰呢
[00:14:20.420 --> 00:14:23.120]  係都幫到好多人嘅
[00:14:23.120 --> 00:14:25.820]  牧師呀不如你去幫下嗰啲
[00:14:25.820 --> 00:14:29.320]  有需要我冇咁嘅需要呀
[00:14:29.320 --> 00:14:31.720]  你幫下嗰啲呀更加
[00:14:31.720 --> 00:14:33.720]  譬如可能佢更加軟弱呀
[00:14:33.720 --> 00:14:37.420]  更加更加覺得心靈裏面空虛呀
[00:14:37.420 --> 00:14:41.120]  嗰啲人呀或者更加遇到挫折嗰啲人呀
[00:14:41.120 --> 00:14:42.820]  我而家樣樣嘢都好
[00:14:42.820 --> 00:14:46.520]  我而家唔需要住
[00:14:46.520 --> 00:14:50.720]  你大家都遇過或者你想像到個情況呀係咪
[00:14:50.720 --> 00:14:52.720]  而事實上呢個係一個實在嘅
[00:14:52.720 --> 00:14:56.020]  真實嘅情況嚟㗎
[00:14:56.020 --> 00:14:59.920]  都要得到天國嘅福氣第一方面呢
[00:14:59.920 --> 00:15:07.920]  就係我哋要明白到或者去追求到
[00:15:07.920 --> 00:15:12.120]  感覺到屬靈內心裏邊
[00:15:12.120 --> 00:15:16.220]  我哋係貧窮係願意
[00:15:16.220 --> 00:15:21.520]  去神嚟到去尋求同追求
[00:15:21.520 --> 00:15:23.820]  喺啟示錄嘅七教教會嘅當中呢
[00:15:23.820 --> 00:15:28.520]  有主耶穌就吩咐約翰寫咗
[00:15:28.520 --> 00:15:31.320]  七封信畀七個嘅教會啦
[00:15:31.320 --> 00:15:34.920]  其中佢寫畀老底家教會嘅
[00:15:34.920 --> 00:15:38.520]  書信裏面呢就鬧老底家嘅教會係點啦
[00:15:38.520 --> 00:15:43.120]  佢話你覺得自己已經發了財
[00:15:43.120 --> 00:15:47.020]  已經豐富一樣都不缺
[00:15:47.020 --> 00:15:48.920]  跟住主耶穌就鬧佢話
[00:15:48.920 --> 00:15:51.920]  佢唔知道你自己係貧窮
[00:15:51.920 --> 00:15:56.120]  眼下可憐嘅
[00:15:56.120 --> 00:16:00.420]  嗰個係一個非常之嚴厲嘅一個嘅雜備
[00:16:00.420 --> 00:16:04.520]  就係講到一班嘅人或者一個教會
[00:16:04.520 --> 00:16:06.820]  當中嘅情況就係
[00:16:06.820 --> 00:16:10.720]  佢覺得自己已經好豐富啦
[00:16:10.720 --> 00:16:12.720]  已經樣樣都
[00:16:12.720 --> 00:16:15.220]  唔講話富足都起碼不過不失啦
[00:16:15.220 --> 00:16:19.620]  唔會覺得係好缺乏啦
[00:16:19.620 --> 00:16:23.420]  甚至乎有時都覺得如果比上不足
[00:16:23.420 --> 00:16:26.420]  比下有餘 比下隔離 比下其他
[00:16:26.420 --> 00:16:27.820]  都唔係咁差啦
[00:16:27.820 --> 00:16:29.820]  嘅時候呢主耶穌就話
[00:16:29.820 --> 00:16:33.620]  不冷不熱是咪易得你哋吐出去
[00:16:33.620 --> 00:16:37.420]  就係你嗰個心靈嘅狀況
[00:16:37.420 --> 00:16:40.220]  對於屬靈嘅事情
[00:16:40.220 --> 00:16:43.320]  處於一個貧窮嘅狀態呢
[00:16:43.320 --> 00:16:46.420]  其實係一個有福嘅狀態嚟喎
[00:16:46.420 --> 00:16:50.120]  處於一個你覺得自己樣樣都豐富啦
[00:16:50.120 --> 00:16:52.320]  覺得自己樣樣都夠啦
[00:16:52.320 --> 00:16:55.420]  唔需要嘅時候呢
[00:16:55.420 --> 00:16:58.720]  呢個係得唔到福氣喎
[00:16:58.720 --> 00:17:00.920]  得唔到福氣喎
[00:17:00.920 --> 00:17:03.420]  可能你用個比喻嚟到講
[00:17:03.420 --> 00:17:04.620]  可能你都聽過啊
[00:17:04.620 --> 00:17:07.820]  即係如果我俾個杯你
[00:17:07.820 --> 00:17:10.520]  災油咁啦
[00:17:10.520 --> 00:17:12.820]  災油 咁我俾個空杯你
[00:17:12.820 --> 00:17:14.720]  你災油你實災到好容易災咋嘛
[00:17:14.720 --> 00:17:17.920]  又俾支油你 俾個空杯你
[00:17:17.920 --> 00:17:22.420]  但如果個杯係已經滿咗水㗎啦
[00:17:22.420 --> 00:17:23.920]  叫你災啲油落去
[00:17:23.920 --> 00:17:25.420]  你災唔災到啊
[00:17:25.420 --> 00:17:26.320]  你災唔到啊
[00:17:26.320 --> 00:17:28.020]  你點到落個杯度呢
[00:17:28.020 --> 00:17:30.620]  啲油都漏晒出嚟㗎
[00:17:30.620 --> 00:17:31.920]  同樣呢樣
[00:17:31.920 --> 00:17:34.020]  可能喺呢度所講嘅
[00:17:34.020 --> 00:17:35.420]  第一個個福氣嘅當中
[00:17:35.420 --> 00:17:38.920]  主耶穌就明白到好多人嘅心靈嘅狀況呢
[00:17:38.920 --> 00:17:45.320]  覺得對於屬靈嘅事情已經係滿足
[00:17:45.320 --> 00:17:48.420]  已經係覺得夠
[00:17:48.420 --> 00:17:50.420]  已經唔需要再去
[00:17:50.420 --> 00:17:53.120]  開心嘅嚟到去受教
[00:17:53.120 --> 00:17:55.720]  開心嘅嚟到去接受
[00:17:55.720 --> 00:17:58.320]  呢個係第一個難阻住神
[00:17:58.320 --> 00:18:01.320]  俾我哋福氣嘅一個原因嚟㗎喎
[00:18:01.320 --> 00:18:03.320]  你諗下
[00:18:03.320 --> 00:18:04.920]  事實上
[00:18:04.920 --> 00:18:07.720]  幾多時候有好多人
[00:18:07.720 --> 00:18:10.120]  可能信咗耶穌一段時間嘅時候
[00:18:10.120 --> 00:18:10.720]  就已經覺得
[00:18:10.720 --> 00:18:12.420]  哎呀好多嘢
[00:18:12.420 --> 00:18:14.520]  我都聽過曬啦
[00:18:14.520 --> 00:18:16.620]  牧師講嗰啲
[00:18:16.620 --> 00:18:18.020]  一睇個題目呀
[00:18:18.020 --> 00:18:22.120]  我已經估到佢講啲咩內容啦
[00:18:22.120 --> 00:18:24.320]  聖經我都大概睇過
[00:18:24.320 --> 00:18:25.720]  睇過咗一啲啦
