
[00:00:00.000 --> 00:00:06.420]  如果你真係去睇文數記第十三第十四章嘅時候你發現呢係一個非常之
[00:01:22.680 --> 00:01:27.040]  讀咗呢個故事消化咗,即係每一段,跟住呢你將佢
[00:01:27.040 --> 00:01:29.600]  由影子變為實體
[00:01:29.600 --> 00:01:31.380]  跟住去第二段
[00:01:31.380 --> 00:01:34.200]  消化咗佢,跟住影子變為實體
[00:01:34.200 --> 00:01:40.080]  跟住第三段咁樣,六段砌埋曬,就係一個寫幾背十字架嘅人生
[00:01:40.080 --> 00:01:42.400]  咁我哋而家開始喇
[00:01:42.400 --> 00:01:46.740]  我哋就有六位陪讀員,即係同我讀聖經嘅
[00:01:46.740 --> 00:01:49.040]  我諗自動波㗎喇
[00:01:49.040 --> 00:01:51.860]  咁我哋由第一段開始
[00:01:52.120 --> 00:01:53.400]  咁
[00:01:53.400 --> 00:02:00.060]  我叫,即係我話,我哋開始讀,咁你就開始讀喇,好我哋開始讀第一段
[00:02:00.060 --> 00:02:02.100]  文數記十三章二十五節開始
[00:02:02.100 --> 00:02:12.080]  我第一個讀經員應該係玉萍
[00:02:12.080 --> 00:02:13.620]  玉萍係咪喺度呀
[00:02:13.620 --> 00:02:14.400]  係
[00:02:14.400 --> 00:02:17.720]  他們窺探那地四十天之後
[00:02:17.720 --> 00:02:19.260]  就回來了
[00:02:19.760 --> 00:02:23.100]  佢哋嚟到巴蘭曠野的加第斯
[00:02:23.100 --> 00:02:25.140]  摩西亞倫
[00:02:25.140 --> 00:02:27.960]  以及以色列傳會眾亞裏
[00:02:27.960 --> 00:02:31.280]  向他們和傳會眾報告
[00:02:31.280 --> 00:02:35.120]  又把那地的果子給他們看
[00:02:35.120 --> 00:02:41.780]  佢哋去咗40日,返到嚟啦,而家報告,覺得你好唔好呢,最緊要呢樣嘢㗎啦,睇撻地
[00:02:41.780 --> 00:02:44.840]  好呀,好得無比,如果你記得呢
[00:02:44.840 --> 00:02:48.940]  即係我呢度二十五節開始,二十三節講到呢
[00:02:49.200 --> 00:02:51.500]  佢哋帶咗一串葡萄返嚟㗎
[00:02:51.500 --> 00:02:55.340]  嗰首歌裏面都有啦,Grapes the size of Tangerine
[00:02:55.340 --> 00:02:57.640]  嗰啲葡萄大到好似
[00:02:57.640 --> 00:03:00.980]  啲橙咁樣㗎,好似啲桔咁樣㗎,佢
[00:03:00.980 --> 00:03:06.100]  二十三節嗰度話要兩個人先可以抬得起嗰串葡萄
[00:03:06.100 --> 00:03:08.920]  你話呢個咩地方嚟㗎,真係
[00:03:08.920 --> 00:03:12.240]  世外桃源呀咁樣,好唔好呀,非常之好
[00:03:12.240 --> 00:03:14.800]  好,繼續讀二十七,二十八節
[00:03:17.360 --> 00:03:19.400]  參們告訴摩西說
[00:03:19.400 --> 00:03:23.240]  我哋到了你派我哋去的那地
[00:03:23.240 --> 00:03:26.320]  果然是牛奶與蜜之地
[00:03:26.320 --> 00:03:29.400]  這就是那地的果子
[00:03:29.400 --> 00:03:33.240]  但是住那地的百姓很強悍
[00:03:33.240 --> 00:03:35.800]  城鎮又大又堅固
[00:03:35.800 --> 00:03:40.920]  我哋在,我哋也在那裡看見了阿納族人
[00:03:40.920 --> 00:03:42.200]  阿納族人呢
[00:03:42.200 --> 00:03:43.740]  就係一個特別
[00:03:44.000 --> 00:03:48.600]  巨大嘅巨人族啦,呢個好重要嘅,你聽日返嚟聽呢
[00:03:48.600 --> 00:03:50.920]  我就會再講阿納族人嘅,因為
[00:03:50.920 --> 00:03:53.480]  聽日個故事同阿納族人係好有關係
[00:03:53.480 --> 00:03:59.880]  呢個講到佢哋去到,佢話果真係牛奶與蜜,如果你記得你琴日有聽我講你知
[00:03:59.880 --> 00:04:03.460]  上帝一早帶佢哋出埃及嘅時候,已經係
[00:04:03.460 --> 00:04:10.120]  望住呢個牛奶與蜜嘅地方,一早同你講我唔係淨係帶你出去,帶你出咗去,跟住我搬到去
[00:04:10.120 --> 00:04:11.900]  搬去邊度先,係咪先
[00:04:12.160 --> 00:04:16.260]  即係我而家住緊間蟑螂屋,我而家將你拯救咗出去,咁瞓街呀
[00:04:16.260 --> 00:04:17.280]  唔得㗎嘛
[00:04:17.280 --> 00:04:22.140]  上帝話我已經見到一個地方,我一早已經有曬計劃,計劃呢
[00:04:22.140 --> 00:04:28.540]  就係牛奶與蜜,唔係出咗去抗野,跟住點算啦而家,即係睇下周圍啦去邊度啦
[00:04:28.540 --> 00:04:31.360]  一早上帝已經知道係牛奶與蜜嘅地方
[00:04:31.360 --> 00:04:35.200]  佢哋已經去到,亦都肯定係牛奶與蜜嘅地方
[00:04:35.200 --> 00:04:36.740]  但是
[00:04:36.740 --> 00:04:37.500]  哎呀
[00:04:37.500 --> 00:04:38.280]  但是
[00:04:38.780 --> 00:04:42.360]  但是上帝點解你唔知道有人住嗰間屋
[00:04:42.360 --> 00:04:44.920]  仲係好空寒嘅人喎
[00:04:44.920 --> 00:04:47.480]  點解咁㗎啦上帝,你唔係
[00:04:47.480 --> 00:04:51.060]  應該一早幫我預備咗間屋,應該係空嘅
[00:04:51.060 --> 00:04:58.500]  應該或者有姐姐喺度邊幫我哋打掃好㗎喇係咪先,點解會有空寒嘅人喺嗰度
[00:04:58.500 --> 00:05:02.080]  住嘅呢,上帝係咪上帝意料之外
[00:05:02.080 --> 00:05:04.640]  梗唔係啦,上帝一早知道
[00:05:04.640 --> 00:05:06.180]  有一班空寒
[00:05:06.180 --> 00:05:07.200]  嘅人喺嗰度
[00:05:07.720 --> 00:05:12.580]  上帝要佢哋咩,要佢哋學習一樣嘢,正如亞當夏娃喺伊甸園裏面要學習一樣嘢
[00:05:12.580 --> 00:05:14.380]  信靠
[00:05:14.380 --> 00:05:16.160]  上帝嘅說話
[00:05:16.160 --> 00:05:18.980]  上帝一早同佢哋講過
[00:05:18.980 --> 00:05:22.820]  只要我與你同在,只要你順服我嘅話
[00:05:22.820 --> 00:05:24.620]  你節無不勝嘅
[00:05:24.620 --> 00:05:26.920]  喺嗰一刻
[00:05:26.920 --> 00:05:28.960]  佢哋唔相信上帝
[00:05:28.960 --> 00:05:31.780]  唔相信上帝,好我哋繼續讀
[00:05:31.780 --> 00:05:33.320]  29 30
[00:05:35.620 --> 00:05:38.440]  阿瑪利人住在尼格夫
[00:05:38.440 --> 00:05:39.460]  客人
[00:05:39.460 --> 00:05:43.300]  耶布斯人和阿摩利人住在山區
[00:05:43.300 --> 00:05:47.640]  加南人住在沿海一帶或約旦河旁
[00:05:47.640 --> 00:05:52.000]  迦勒在摩西面前安撫百姓說
[00:05:52.000 --> 00:05:55.080]  我哋立刻上去得那地罷
[00:05:55.080 --> 00:05:57.380]  我哋必能征服他
[00:05:57.380 --> 00:06:03.520]  呢度嘅中文翻譯有少少麻麻地,佢呢度佢話迦勒即係好人嚟㗎嘛
[00:06:03.780 --> 00:06:07.620]  喺摩西面前安撫百姓,你睇佢英文版叫quiet
[00:06:07.620 --> 00:06:13.260]  即係啲人好嘈,啲人唔喺度哭,好慘呀,跟住你要安撫佢
[00:06:13.260 --> 00:06:15.560]  佢唔係安撫佢,佢叫佢哋
[00:06:15.560 --> 00:06:17.340]  唔好再作亂呀
[00:06:17.340 --> 00:06:18.620]  即係啲人好嘈
[00:06:18.620 --> 00:06:23.240]  話上帝做乜鬼你帶我哋去到呢個咁嘅地方等你送死
[00:06:23.240 --> 00:06:25.540]  佢叫佢quiet,叫佢哋
[00:06:25.540 --> 00:06:29.900]  唔好再出聲,等我講一句公道說話,等我講一句
[00:06:29.900 --> 00:06:32.460]  正確嘅說話,個正確說話係咩
[00:06:32.720 --> 00:06:35.280]  我哋要立刻上去
[00:06:35.280 --> 00:06:40.140]  上帝畀我哋呢個偉大嘅認可,我哋要立刻上去,我哋必
[00:06:40.140 --> 00:06:41.420]  能征服
[00:06:41.420 --> 00:06:43.980]  有兩班人,一班信靠上帝嘅話語
[00:06:43.980 --> 00:06:47.560]  一個人即係加勒在家仲有約書亞
[00:06:47.560 --> 00:06:51.140]  仲有摩西亞倫,信靠上帝嘅話語,另外一啲人
[00:06:51.140 --> 00:06:52.420]  唔信
[00:06:52.420 --> 00:06:54.980]  咁我哋讀完第一部分
[00:06:57.040 --> 00:07:03.180]  回應應許,你要點樣回應應許,point number one,第一你要點樣回應上帝畀你嘅認可
[00:07:03.180 --> 00:07:04.720]  第一個point就係
[00:07:04.720 --> 00:07:06.760]  立刻跟隨得唔得
[00:07:06.760 --> 00:07:09.080]  好簡單㗎啫係咪先你即係
[00:07:09.080 --> 00:07:11.120]  你小學生即係
[00:07:11.120 --> 00:07:14.440]  讀咗篇文章問你呢個主題係咩,主題叫你
[00:07:14.440 --> 00:07:15.720]  立刻
[00:07:15.720 --> 00:07:17.000]  跟隨
[00:07:17.000 --> 00:07:21.100]  立刻跟隨再唔係文數記裏面立刻跟隨
[00:07:21.100 --> 00:07:22.120]  我哋而家係
[00:07:22.120 --> 00:07:24.180]  從影子去到實體
[00:07:24.180 --> 00:07:26.740]  令我諗起喺新約裏面
[00:07:27.240 --> 00:07:29.300]  耶穌周圍去叫人
[00:07:29.300 --> 00:07:31.340]  立刻跟隨
[00:07:31.340 --> 00:07:33.400]  你會諗到咩故事
[00:07:33.400 --> 00:07:35.180]  我今日下晝喺度諗
[00:07:35.180 --> 00:07:37.740]  耶穌呼召我哋
[00:07:37.740 --> 00:07:39.280]  叫佢去跟隨
[00:07:39.280 --> 00:07:44.400]  有兩種反應,一種人係立刻跟隨,另一種人係咩,二二二
[00:07:44.400 --> 00:07:47.480]  令我諗起兩個財主嘅故事
[00:07:47.480 --> 00:07:49.780]  你記唔記得路加福音裏面
[00:07:49.780 --> 00:07:51.320]  有兩個財主
[00:07:51.320 --> 00:07:54.120]  去到第十八章,耶穌
[00:07:54.120 --> 00:07:55.660]  見到一個
[00:07:56.180 --> 00:07:57.720]  年青嘅財主
[00:07:57.720 --> 00:08:00.800]  耶穌看見佢就愛佢
[00:08:00.800 --> 00:08:03.600]  跟住佢做咩,來跟隨我
[00:08:03.600 --> 00:08:07.960]  來跟隨我之前仲有一樣嘢,因為耶穌一睇佢知道
[00:08:07.960 --> 00:08:09.500]  呢個財主唔掂
[00:08:09.500 --> 00:08:11.800]  佢有樣嘢好唔掂
[00:08:11.800 --> 00:08:13.840]  佢好多錢
[00:08:13.840 --> 00:08:15.120]  耶穌叫佢
[00:08:15.120 --> 00:08:16.400]  變賣一切
[00:08:16.400 --> 00:08:19.220]  然後來跟隨佢,耶穌叫佢
[00:08:19.220 --> 00:08:21.280]  如果佢知道耶穌係邊個
[00:08:21.280 --> 00:08:24.080]  佢知道耶穌係認許緊佢
[00:08:24.860 --> 00:08:27.940]  天國裏面嘅榮華富貴,裏面嘅
[00:08:27.940 --> 00:08:32.800]  所有嘅財富,佢應該係咩,立刻跟隨,佢個回應應該係咩,立刻跟隨
[00:08:32.800 --> 00:08:34.580]  但係佢
[00:08:34.580 --> 00:08:37.160]  個回應係咩,憂憂仇仇
[00:08:37.160 --> 00:08:38.680]  走掉
[00:08:38.680 --> 00:08:42.520]  走掉,憂憂仇仇地走掉
[00:08:42.520 --> 00:08:46.360]  錯呀,做乜鬼呀,神咗咩,耶穌
[00:08:46.360 --> 00:08:48.920]  答應緊你有天上
[00:08:48.920 --> 00:08:53.800]  數不盡嘅榮耀,點解你唔立刻跟隨呀,傻仔咩
[00:08:54.560 --> 00:08:57.120]  因為佢的錢財好多,但是
[00:08:57.120 --> 00:08:58.920]  但是我的錢財好多
[00:08:58.920 --> 00:09:02.760]  耶穌我無法跟隨你,因為我的錢財好多
[00:09:02.760 --> 00:09:04.300]  但係跟住
[00:09:04.300 --> 00:09:08.900]  隔多兩個故事,耶穌又呼召另外一個,又係財主佬
[00:09:08.900 --> 00:09:10.180]  耶穌話
[00:09:10.180 --> 00:09:12.480]  哈奈,邊個呀
[00:09:12.480 --> 00:09:14.020]  該曬
[00:09:14.020 --> 00:09:15.560]  個矮仔
[00:09:15.560 --> 00:09:19.140]  個矮仔做咩㗎,做瑞利,瑞利長
[00:09:19.140 --> 00:09:21.180]  做官㗎,高官呀
[00:09:21.180 --> 00:09:23.480]  好鬼多錢㗎,可能仲
[00:09:24.000 --> 00:09:25.280]  有錢過呢個年輕人
[00:09:25.280 --> 00:09:26.820]  佢叫
[00:09:26.820 --> 00:09:29.640]  薩蓋,哈奈,薩蓋點呀
[00:09:29.640 --> 00:09:31.940]  老家點寫佢呀,薩蓋
[00:09:31.940 --> 00:09:35.260]  就快快嘅哈奈
[00:09:35.260 --> 00:09:38.340]  唔單止快快下嚟,如果你繼續睇落去嘅故事
[00:09:38.340 --> 00:09:40.120]  耶穌去咗佢屋企
[00:09:40.120 --> 00:09:42.680]  講完偏道,食完餐飯
[00:09:42.680 --> 00:09:44.740]  薩蓋將所有
[00:09:44.740 --> 00:09:46.280]  佢嘅錢都唔要
[00:09:46.280 --> 00:09:48.580]  一半畀窮人,跟住呢
[00:09:48.580 --> 00:09:51.640]  剩返嘅,我呃咗冤人幾多錢,我全部畀曬
[00:09:52.920 --> 00:09:54.200]  一次過搞掂曬
[00:09:54.200 --> 00:09:55.740]  冇曬咗佢嘅錢
[00:09:55.740 --> 00:09:59.320]  因為佢做嗰行好黑㗎嘛,成日都呃人錢㗎嘛
[00:09:59.320 --> 00:10:00.860]  所以你計返條數
[00:10:00.860 --> 00:10:02.900]  兩個財主嘅故事
[00:10:02.900 --> 00:10:05.460]  一個悠悠愁愁地走了
[00:10:05.460 --> 00:10:07.260]  另外一個
[00:10:07.260 --> 00:10:09.560]  高高興興嘅哈奈
[00:10:09.560 --> 00:10:12.120]  高高興興嘅
[00:10:12.120 --> 00:10:17.760]  奉上佢嘅財產,因為佢見到耶穌畀佢應許嘅東西
[00:10:17.760 --> 00:10:20.060]  畀佢而家所擁有嘅
[00:10:20.060 --> 00:10:22.100]  係好得無比
[00:10:22.360 --> 00:10:23.900]  佢而家有嘅東西係咩呀
[00:10:23.900 --> 00:10:25.440]  糞土
[00:10:25.440 --> 00:10:28.000]  保羅嘅說話
[00:10:28.000 --> 00:10:30.040]  漢萬斯為糞土,其實呢
[00:10:30.040 --> 00:10:32.860]  中文翻得好客氣,糞土其實係糞便
[00:10:32.860 --> 00:10:34.640]  原文係糞便
[00:10:34.640 --> 00:10:36.440]  萬斯漢為
[00:10:36.440 --> 00:10:37.720]  糞便
[00:10:37.720 --> 00:10:39.780]  兩個財主嘅故事
[00:10:39.780 --> 00:10:42.080]  但我想講多一樣嘢畀你知
[00:10:42.080 --> 00:10:43.860]  其實如果你去睇
[00:10:43.860 --> 00:10:48.720]  老家胖第18章19章,講緊嘅唔係兩個財主嘅故事
[00:10:48.720 --> 00:10:50.780]  係三個財主嘅故事
[00:10:51.040 --> 00:10:52.580]  三個財主嘅故事
[00:10:52.580 --> 00:10:54.620]  邊個係第三個財主呀
[00:10:54.620 --> 00:10:57.700]  三個人裏面最有錢嗰個
[00:10:57.700 --> 00:10:59.480]  叫做耶穌
[00:10:59.480 --> 00:11:04.100]  耶穌係第三個財主,耶穌係唯一嘅財主
[00:11:04.100 --> 00:11:06.140]  其實嗰個故事裏面呢
[00:11:06.140 --> 00:11:08.960]  佢哋遇上耶穌嗰個
[00:11:08.960 --> 00:11:12.540]  上下文嗰個環境係耶穌上緊佢十字架
[00:11:12.540 --> 00:11:14.860]  耶穌上緊十字架,佢做咩呀
[00:11:14.860 --> 00:11:18.940]  將佢所有天上地上嘅榮華故事
[00:11:19.200 --> 00:11:22.020]  全部為著罪人嘅緣故
[00:11:22.020 --> 00:11:23.040]  去奉上
[00:11:23.040 --> 00:11:27.660]  個故事裏面有三個財主,兩個小財主,一個大財主
[00:11:27.660 --> 00:11:32.260]  兩個假財主,因為佢擁有嘅只係糞便
[00:11:32.260 --> 00:11:37.380]  一個真財主,真財主為著罪人嘅緣故
[00:11:37.380 --> 00:11:40.200]  奉上佢哋所有
[00:11:40.200 --> 00:11:41.980]  跟住真財主
[00:11:41.980 --> 00:11:43.260]  呼叫你
[00:11:43.260 --> 00:11:45.820]  假財主,小財主
[00:11:46.840 --> 00:11:50.160]  放下你嘅金錢財產去跟隨佢,你去唔去呀
[00:11:50.160 --> 00:11:52.720]  咩叫真信心
[00:11:52.720 --> 00:11:54.780]  咩叫正確嘅回應
[00:11:54.780 --> 00:11:59.380]  咩叫背起十字架跟隨佢,立刻跟隨
[00:11:59.380 --> 00:12:00.920]  正唔正呀
[00:12:00.920 --> 00:12:04.760]  咁樣你就睇明整個故事喇佢講緊啲乜嘢喇
[00:12:04.760 --> 00:12:07.060]  好我而家去到
[00:12:07.060 --> 00:12:08.340]  第二段
[00:12:08.340 --> 00:12:13.220]  咁嗰個謠言喺英文呢即係你睇英文就bad report咁就未必係即係
[00:12:13.460 --> 00:12:19.600]  講啲錯嘅東西啦不過呢係用一個負面嘅報告
[00:12:19.600 --> 00:12:21.140]  就講緊呀而家
[00:12:21.140 --> 00:12:22.420]  有兩個人
[00:12:22.420 --> 00:12:23.440]  話要去嘅
[00:12:23.440 --> 00:12:25.740]  一個就係加勒另外一個
[00:12:25.740 --> 00:12:26.780]  就係約書亞
[00:12:26.780 --> 00:12:28.560]  但係有十個人話
[00:12:28.560 --> 00:12:30.360]  唔去得因為打唔贏
[00:12:30.360 --> 00:12:31.640]  不能上去
[00:12:31.640 --> 00:12:33.420]  因為佢哋畀我強大
[00:12:33.420 --> 00:12:34.460]  十個人
[00:12:34.460 --> 00:12:37.520]  但你整整下個故事呢就唔係
[00:12:37.520 --> 00:12:39.580]  兩個鬥十個喎
[00:12:39.580 --> 00:12:42.640]  係個兩個人再加埋摩西同埋
[00:12:43.160 --> 00:12:43.660]  阿倫
[00:12:43.660 --> 00:12:45.220]  跟住
[00:12:45.220 --> 00:12:49.820]  佢哋十個人呢係慫恿咗你知以色列有幾多幾多
[00:12:49.820 --> 00:12:51.100]  兵士呀
[00:12:51.100 --> 00:12:55.700]  20歲以上準備去打仗呢啲咩叫文數記呀就係數人㗎嘛
[00:12:55.700 --> 00:12:56.740]  數人
[00:12:56.740 --> 00:12:59.800]  預備去打仗嘅結果聽咗個十個人
[00:12:59.800 --> 00:13:01.600]  有幾多人呀
[00:13:01.600 --> 00:13:03.140]  60萬人
[00:13:03.140 --> 00:13:05.180]  四個好人
[00:13:05.180 --> 00:13:09.540]  對住60萬要叛變話唔可以去打仗嘅人
[00:13:10.300 --> 00:13:13.380]  西嚟嘩即係你睇落去呢就得唔驚呀ok
[00:13:13.380 --> 00:13:16.700]  好繼續讀文數記13章32節
[00:13:16.700 --> 00:13:20.540]  13章32節
[00:13:20.540 --> 00:13:22.580]  我哋所走過
[00:13:22.580 --> 00:13:24.380]  所窺探之地
[00:13:24.380 --> 00:13:26.940]  是吞沒居民之地
[00:13:26.940 --> 00:13:29.500]  並且我哋喺哪裏
[00:13:29.500 --> 00:13:31.540]  所看見的百姓
[00:13:31.540 --> 00:13:33.340]  都身材高大
[00:13:33.340 --> 00:13:34.360]  33節
[00:13:34.360 --> 00:13:36.660]  我哋喺哪裏看見
[00:13:36.660 --> 00:13:37.700]  巨人
[00:13:38.200 --> 00:13:41.020]  就是巨人中的亞納族人
[00:13:41.020 --> 00:13:43.580]  我哋喺自己眼中
[00:13:43.580 --> 00:13:45.380]  像蚱蜢一樣
[00:13:45.380 --> 00:13:47.420]  在他們眼中
[00:13:47.580 --> 00:13:50.540]  我們也確實這樣
[00:13:50.540 --> 00:13:54.620]  OK,阿納族人真是大配角,真是大等級
[00:13:54.620 --> 00:13:58.620]  明天出來,阿納族人又出來,很重要的一個名字
[00:13:58.620 --> 00:14:02.060]  我們知道他們是特別巨的巨人
[00:14:02.060 --> 00:14:03.020]  OK
[00:14:03.020 --> 00:14:06.620]  以色列人在分析這個情況
[00:14:06.620 --> 00:14:09.340]  他好像看得很通透
[00:14:09.340 --> 00:14:11.260]  但其實他看漏了很多東西
[00:14:11.260 --> 00:14:13.820]  他好像看得很通透,他說我們武漢
[00:14:13.820 --> 00:14:15.820]  其實他有多少人?60萬人
[00:14:15.820 --> 00:14:19.020]  60萬的藍丁是可以打仗的
[00:14:19.020 --> 00:14:22.620]  對著他,我假設阿納族人一個可以頂十個
[00:14:22.620 --> 00:14:25.020]  接著他們也有十萬八千七
[00:14:25.020 --> 00:14:26.780]  OK,沒得打
[00:14:26.780 --> 00:14:29.340]  他們看得很清楚
[00:14:29.340 --> 00:14:32.940]  在他們阿納族人的眼中,我們是驚訝
[00:14:32.940 --> 00:14:34.940]  但他看漏了一個東西
[00:14:34.940 --> 00:14:37.740]  他看漏了,還有上帝在
[00:14:37.740 --> 00:14:40.540]  他沒想過上帝在他那邊
[00:14:40.540 --> 00:14:44.140]  他沒想到上帝比這個世界最巨的巨人
[00:14:44.140 --> 00:14:47.580]  都巨大無比,不知道多少千幾萬
[00:14:47.580 --> 00:14:50.540]  幾十萬,幾百萬倍的巨人
[00:14:50.540 --> 00:14:53.100]  他看不到上帝和他們同在
[00:14:53.100 --> 00:14:59.020]  但最可怕的是,他看不到上帝很清晰呼召了他們去
[00:14:59.020 --> 00:15:01.500]  如果他們背棄上帝
[00:15:01.500 --> 00:15:03.820]  你想想,如果有一個巨人
[00:15:03.820 --> 00:15:06.140]  就不是阿納族那種巨
[00:15:06.140 --> 00:15:10.380]  是比阿納族人還要巨,幾百萬倍的巨人
[00:15:10.380 --> 00:15:13.580]  跟你說,我命令你
[00:15:13.580 --> 00:15:16.460]  你要去打阿納族人,然後我跟你同去
[00:15:16.460 --> 00:15:19.660]  第一,你用不用怕阿納族人,你不需要怕
[00:15:19.660 --> 00:15:23.820]  第二,你應不應該怕叫你去的那個巨人
[00:15:23.820 --> 00:15:28.060]  你應該,但他當上帝沒到,你明白嗎
[00:15:28.060 --> 00:15:31.980]  他們很有趣,他說他怕巨人,但他怕不怕上帝
[00:15:31.980 --> 00:15:33.740]  不怕上帝
[00:15:33.740 --> 00:15:35.660]  怕巨人,不怕上帝
[00:15:35.660 --> 00:15:37.820]  其實他是怕炸蜢
[00:15:37.820 --> 00:15:41.100]  相對上帝來說,巨人只是炸蜢
[00:15:41.100 --> 00:15:46.540]  他怕炸蜢,就不怕巨人
[00:15:46.540 --> 00:15:50.780]  親愛的朋友,親愛的弟兄姊妹,你想想,你怕不怕上帝
[00:15:50.780 --> 00:15:53.020]  很多時候我們不怕上帝
[00:15:53.020 --> 00:15:54.620]  我們怕很多
[00:15:54.620 --> 00:15:57.980]  我們怕我的老闆,我怕這樣那樣
[00:15:57.980 --> 00:16:00.620]  我們怕很多東西,很多人
[00:16:00.620 --> 00:16:03.260]  我們怕沒錢,我們怕病
[00:16:03.260 --> 00:16:05.340]  怕沒人照顧,怕什麼什麼
[00:16:05.340 --> 00:16:07.900]  我們怕很多東西,但我們不怕上帝
[00:16:07.900 --> 00:16:12.780]  我們從來沒想過上帝要我們過的是一種怎樣的人生
[00:16:12.780 --> 00:16:17.100]  好,我們現在讀完2A,時間有限,都是很多
[00:16:17.100 --> 00:16:20.300]  2A,卻步有理,其實是無理的
[00:16:20.300 --> 00:16:26.540]  我們怎樣將它,一個影子,變成一個新藥的應用呢
[00:16:26.540 --> 00:16:30.380]  我就這樣寫,你要敬畏上帝
[00:16:30.380 --> 00:16:33.260]  他們怕那些巨人,他不怕上帝
[00:16:33.260 --> 00:16:35.580]  他應該是怕誰,怕上帝
[00:16:35.580 --> 00:16:40.060]  OK,好,我們現在去到第三段,2B的
[00:16:40.060 --> 00:16:42.380]  氣慾中的氣慾
[00:16:42.380 --> 00:16:48.380]  你發現為什麼是氣慾呢,因為有一個名字,有一個名字出來,叫埃及
[00:16:48.380 --> 00:16:53.180]  以色列人講到最後,那張底牌就是埃及
[00:16:53.180 --> 00:16:55.340]  埃及出來了,那張底牌出來了
[00:16:55.340 --> 00:16:59.900]  因為埃及的緣故,他們在那裡圈讓,在那裡哀哭
[00:16:59.900 --> 00:17:04.060]  他,他,其實如果你見到巨人,你害怕
[00:17:04.060 --> 00:17:07.340]  那你是不是應該求告一下上帝,上帝我很害怕
[00:17:07.340 --> 00:17:11.740]  你可不可以告訴我,跟我說一下,你一定跟我一起去的呢
[00:17:11.740 --> 00:17:17.900]  接著,求主你今晚睡覺,讓我想起那時候,我們出埃及的時候
[00:17:17.900 --> 00:17:21.020]  那些埃及軍隊,怎麼給你一個神
[00:17:21.020 --> 00:17:24.780]  就,砰,醒醒了,死在紅海裡面
[00:17:24.780 --> 00:17:29.340]  讓我記憶由身,行不行,為什麼他不跟上帝說
[00:17:29.340 --> 00:17:33.980]  他不單止不跟上帝說,他好像借題發揮,在那裡投訴上帝
[00:17:33.980 --> 00:17:38.380]  接著,原來背後有張底牌,那張底牌是什麼呢
[00:17:38.380 --> 00:17:43.340]  想回埃及,想回埃及,他懷舊
[00:17:43.340 --> 00:17:48.060]  他懷念埃及,他說他不要應許之地
[00:17:48.060 --> 00:17:52.540]  他要回去埃及,有時候我們的人說,你貪新忘舊
[00:17:52.540 --> 00:17:58.540]  以色列人呢,就沒有這個問題,他們初戀是最難忘的
[00:17:58.540 --> 00:18:02.540]  以色列人初戀是什麼,是埃及
[00:18:02.540 --> 00:18:07.660]  你開始明白多一點,你看下面那兩節,你就知道
[00:18:07.660 --> 00:18:10.220]  以色列人初戀的是埃及神明
[00:18:10.220 --> 00:18:15.340]  以色列人很懷念埃及的神明
[00:18:15.340 --> 00:18:17.900]  我們繼續讀,第三節和第四節
[00:18:17.900 --> 00:18:23.020]  耶穌說,為什麼要把我們領到那地
[00:18:23.020 --> 00:18:29.420]  讓我們倒在刀下,我們的妻子和孩子
