
[00:00:00.000 --> 00:00:04.000]  好,我們繼續來這個「蛻變」的主題
[00:02:04.000 --> 00:02:06.000]  現在有事才回頭找神
[00:02:06.000 --> 00:02:08.000]  我覺得很後悔
[00:02:08.000 --> 00:02:10.000]  很內疚,很慚愧
[00:02:10.000 --> 00:02:14.000]  我不知道神還會不會接納我
[00:02:14.000 --> 00:02:20.000]  我不敢相信神仍然會愛我
[00:02:20.000 --> 00:02:23.000]  我不敢相信神仍然會愛我
[00:02:23.000 --> 00:02:26.000]  今天跟大家繼續講第四課主題
[00:02:26.000 --> 00:02:28.000]  神與我第四課主題
[00:02:28.000 --> 00:02:31.000]  我相信神將最好的東西給了我嗎?
[00:02:31.000 --> 00:02:33.000]  我真的相信嗎?
[00:02:33.000 --> 00:02:37.000]  我相不相信神真的愛我呢?
[00:02:37.000 --> 00:02:40.000]  還是我們只是頭腦上知道
[00:02:40.000 --> 00:02:43.000]  問心那句
[00:02:43.000 --> 00:02:46.000]  我們今天相不相信神真的愛我?
[00:02:46.000 --> 00:02:50.000]  我們繼續看經文
[00:02:50.000 --> 00:03:02.000]  按著羅馬書第十二章
[00:03:02.000 --> 00:03:05.000]  看經文
[00:03:05.000 --> 00:03:08.000]  我讀吧
[00:03:08.000 --> 00:03:10.000]  我們看第一第二節
[00:03:10.000 --> 00:03:13.000]  但今天我們看第二節最後那段
[00:03:13.000 --> 00:03:15.000]  整段讀,讓大家有記憶
[00:03:15.000 --> 00:03:17.000]  這段經文大家都很熟悉
[00:03:17.000 --> 00:03:21.000]  第二,弟兄們,我以神的慈悲勸你們
[00:03:21.000 --> 00:03:25.000]  將身體獻上當作活祭
[00:03:25.000 --> 00:03:28.000]  是聖潔的,是神所喜悅的
[00:03:28.000 --> 00:03:31.000]  你們如此侍奉乃是理所當然的
[00:03:31.000 --> 00:03:33.000]  不以效法
[00:03:33.000 --> 00:03:37.000]  這個世界只要心意更生而變化
[00:03:37.000 --> 00:03:41.000]  叫你們察驗何謂神的善良
[00:03:41.000 --> 00:03:45.000]  純全可喜悅的旨意
[00:03:45.000 --> 00:03:50.000]  現在我們講第二節的上半部
[00:03:50.000 --> 00:03:53.000]  不要效法這個世界的價值觀
[00:03:53.000 --> 00:03:56.000]  必須要有一個心意更生而變化
[00:03:56.000 --> 00:03:59.000]  而今天我們看下半部
[00:03:59.000 --> 00:04:02.000]  心意更生而變化是甚麼意思呢?
[00:04:02.000 --> 00:04:07.000]  上星期我們說要
[00:04:07.000 --> 00:04:11.000]  放下舊有的看法
[00:04:11.000 --> 00:04:13.000]  轉變過來
[00:04:13.000 --> 00:04:15.000]  這個Total Commitment
[00:04:15.000 --> 00:04:17.000]  我們怎樣才能夠
[00:04:17.000 --> 00:04:26.000]  躺在神的恩典之中
[00:04:26.000 --> 00:04:28.000]  這裡有句英文說
[00:04:28.000 --> 00:04:35.000]  It is the channel through which God's best and biggest blessings flow
[00:04:35.000 --> 00:04:37.000]  簡單來說,用廣東話去翻譯
[00:04:37.000 --> 00:04:40.000]  就是說讓路給聖靈和神幫助
[00:04:40.000 --> 00:04:44.000]  我們能夠看到神的善良
[00:04:44.000 --> 00:04:48.000]  純全和喜悅的旨意
[00:04:48.000 --> 00:04:51.000]  當我們放下我們自己成為一條Channel
[00:04:51.000 --> 00:04:53.000]  成為一條Tunnel
[00:04:53.000 --> 00:04:57.000]  毫無難阻地讓聖靈透過身體
[00:04:57.000 --> 00:05:01.000]  這樣的話,我們就會看到神的善良
[00:05:01.000 --> 00:05:04.000]  純全和可喜悅的旨意
[00:05:04.000 --> 00:05:06.000]  就會看到神的愛
[00:05:06.000 --> 00:05:10.000]  究竟甚麼是神的善良
[00:05:10.000 --> 00:05:12.000]  純全呢?
[00:05:12.000 --> 00:05:15.000]  如果羅馬書你看上去的時候
[00:05:15.000 --> 00:05:16.000]  剛才第一句說
[00:05:16.000 --> 00:05:19.000]  所以我要神的慈悲勸你們
[00:05:19.000 --> 00:05:22.000]  羅馬書第十二章的第一節
[00:05:22.000 --> 00:05:24.000]  即是說第一章到十一章裡
[00:05:24.000 --> 00:05:27.000]  是在說上帝很多的慈悲
[00:05:27.000 --> 00:05:30.000]  究竟想說甚麼呢?
[00:05:30.000 --> 00:05:32.000]  我想退回去看
[00:05:32.000 --> 00:05:36.000]  不好意思,要幫我按下一節
[00:05:36.000 --> 00:05:40.000]  下一節,下一章
[00:05:40.000 --> 00:05:44.000]  所以弟兄們,我要上帝的慈悲勸你們
[00:05:44.000 --> 00:05:46.000]  我們看到第一個慈悲
[00:05:46.000 --> 00:05:48.000]  再推上去看的時候
[00:05:48.000 --> 00:05:50.000]  如果我們看九章的十六節
[00:05:50.000 --> 00:05:51.000]  它就說
[00:05:51.000 --> 00:05:54.000]  這不在乎那定義的
[00:05:54.000 --> 00:05:57.000]  也不在乎那奔跑的
[00:05:57.000 --> 00:06:01.000]  只在乎那發憐憫的上帝
[00:06:01.000 --> 00:06:04.000]  即是說不是你去做甚麼
[00:06:04.000 --> 00:06:07.000]  不是你決定做甚麼
[00:06:07.000 --> 00:06:09.000]  你決定做甚麼
[00:06:09.000 --> 00:06:11.000]  你走甚麼
[00:06:11.000 --> 00:06:13.000]  你的意思是怎樣也不重要
[00:06:13.000 --> 00:06:16.000]  最重要是上帝有沒有憐憫
[00:06:16.000 --> 00:06:18.000]  有沒有發出憐憫
[00:06:18.000 --> 00:06:21.000]  那麼你說這麼有趣的
[00:06:21.000 --> 00:06:23.000]  上帝的憐憫是甚麼呢?
[00:06:23.000 --> 00:06:25.000]  究竟上帝的憐憫是甚麼呢?
[00:06:25.000 --> 00:06:27.000]  為甚麼保羅這麼煩
[00:06:27.000 --> 00:06:30.000]  用這麼多的形容詞去形容慈悲
[00:06:30.000 --> 00:06:32.000]  和憐憫呢?
[00:06:32.000 --> 00:06:36.000]  今天想跟大家看另外一段經文
[00:06:36.000 --> 00:06:38.000]  你會很熟悉的
[00:06:38.000 --> 00:06:41.000]  大家一起聽我說這個故事
[00:06:41.000 --> 00:06:43.000]  有一個法利塞人
[00:06:43.000 --> 00:06:45.000]  路加福音九章二十五到三十七節
[00:06:45.000 --> 00:06:48.000]  想起來試探耶穌
[00:06:48.000 --> 00:06:53.000]  他說:夫子,我該做甚麼才可以承受永生呢?
[00:06:53.000 --> 00:06:56.000]  耶穌對他說:律法上寫甚麼?
[00:06:56.000 --> 00:06:59.000]  你想想怎樣就知道了
[00:06:59.000 --> 00:07:01.000]  於是這個人就回答
[00:07:01.000 --> 00:07:03.000]  好像很厲害
[00:07:03.000 --> 00:07:09.000]  你要盡心盡性盡力盡義愛主你的神
[00:07:09.000 --> 00:07:11.000]  還要甚麼?大家都知道了
[00:07:11.000 --> 00:07:13.000]  第二條大英雄的誡命就是
[00:07:13.000 --> 00:07:17.000]  要愛鄰舍如同愛自己
[00:07:17.000 --> 00:07:19.000]  識背,很厲害,答對
[00:07:19.000 --> 00:07:21.000]  耶穌說:是的,你答對了
[00:07:21.000 --> 00:07:24.000]  你這樣行就必得永生
[00:07:24.000 --> 00:07:26.000]  於是這個律法師很厲害
[00:07:26.000 --> 00:07:30.000]  就問耶穌:誰是我的鄰舍呢?
[00:07:30.000 --> 00:07:32.000]  耶穌在說鄰舍
[00:07:32.000 --> 00:07:34.000]  誰是我的鄰舍呢?
[00:07:34.000 --> 00:07:37.000]  耶穌開始說一個故事
[00:07:37.000 --> 00:07:42.000]  有一個人從耶路撒冷下來耶利哥的時候
[00:07:42.000 --> 00:07:45.000]  落在一個強盜人的手中
[00:07:45.000 --> 00:07:48.000]  他們就將這個人脫下他的衣服
[00:07:48.000 --> 00:07:50.000]  把他打得半死
[00:07:50.000 --> 00:07:52.000]  還要雕下
[00:07:52.000 --> 00:07:54.000]  他就走了
[00:07:54.000 --> 00:07:57.000]  偶然有一個祭司從這條路走下來
[00:07:57.000 --> 00:07:59.000]  看到這個人
[00:07:59.000 --> 00:08:03.000]  於是就從那邊過去了
[00:08:03.000 --> 00:08:06.000]  然後又有一個利美人來到這個地方
[00:08:06.000 --> 00:08:11.000]  看到他,就照樣從那邊過去
[00:08:11.000 --> 00:08:13.000]  下一頁
[00:08:13.000 --> 00:08:21.000]  唯有一個撒瑪利亞人行路來到那裡
[00:08:21.000 --> 00:08:23.000]  看見他就動了持心
[00:08:23.000 --> 00:08:26.000]  用油和油倒在他的傷處
[00:08:26.000 --> 00:08:28.000]  包裹好了
[00:08:28.000 --> 00:08:31.000]  扶他騎上自己的身後
[00:08:31.000 --> 00:08:34.000]  帶到店裡去照應他
[00:08:34.000 --> 00:08:37.000]  第二天拿出兩錢來
[00:08:37.000 --> 00:08:39.000]  交給店主說
[00:08:39.000 --> 00:08:42.000]  你且照應他
[00:08:42.000 --> 00:08:44.000]  此外所有的費用
[00:08:44.000 --> 00:08:47.000]  我來必還你
[00:08:47.000 --> 00:08:49.000]  然後耶穌就問他
[00:08:49.000 --> 00:08:58.000]  這三個人哪一個是落在強盜人手中的輪舍呢?
[00:08:58.000 --> 00:09:01.000]  他就說是憐憫他那個
[00:09:01.000 --> 00:09:03.000]  是還是憐憫他呢?
[00:09:03.000 --> 00:09:05.000]  耶穌說你照樣去求
[00:09:05.000 --> 00:09:07.000]  好了,考考大家
[00:09:07.000 --> 00:09:11.000]  這個故事的題目叫什麼?
[00:09:11.000 --> 00:09:14.000]  (你試過輪舍嗎?)
[00:09:14.000 --> 00:09:17.000]  好,都可以這樣說
[00:09:17.000 --> 00:09:20.000]  一般我們在和學本聖經裡有個名字
[00:09:20.000 --> 00:09:22.000]  這個叫什麼?
[00:09:22.000 --> 00:09:24.000]  好撒瑪利亞人
[00:09:24.000 --> 00:09:27.000]  大家很熟悉了
[00:09:27.000 --> 00:09:31.000]  好了,大家看完今天這個解釋的時候
[00:09:31.000 --> 00:09:35.000]  可能你會有一點驚訝
[00:09:35.000 --> 00:09:38.000]  因為今天的題目
[00:09:38.000 --> 00:09:43.000]  這段經文應該不是叫好撒瑪利亞人
[00:09:43.000 --> 00:09:45.000]  你可能要改一改
[00:09:45.000 --> 00:09:49.000]  我們研讀一下聖經的解釋
[00:09:49.000 --> 00:09:54.000]  好撒瑪利亞人根本不是這個故事的主角
[00:09:54.000 --> 00:09:57.000]  我們繼續看清楚這段經文
[00:09:57.000 --> 00:10:00.000]  開宗明義
[00:10:00.000 --> 00:10:03.000]  耶穌首先要解答第一個問題
[00:10:03.000 --> 00:10:05.000]  整段經文第一個問題要解決什麼?
[00:10:05.000 --> 00:10:08.000]  這個人走來問耶穌
[00:10:08.000 --> 00:10:11.000]  他問什麼?
[00:10:11.000 --> 00:10:15.000]  我要做什麼?
[00:10:15.000 --> 00:10:17.000]  才能得到永生
[00:10:17.000 --> 00:10:20.000]  這是整段經文最重要的問題
[00:10:20.000 --> 00:10:23.000]  我要做什麼才能得到永生?
[00:10:23.000 --> 00:10:25.000]  耶穌要解決這個問題
[00:10:25.000 --> 00:10:27.000]  這是第一個提示
[00:10:27.000 --> 00:10:30.000]  如果用倫理的角度去看
[00:10:30.000 --> 00:10:33.000]  似乎是說我們要做一些事情
[00:10:33.000 --> 00:10:35.000]  倫理的意思是有因有果
[00:10:35.000 --> 00:10:36.000]  你做了一些事情
[00:10:36.000 --> 00:10:39.000]  你才有這個結果
[00:10:39.000 --> 00:10:42.000]  要達到某一個標準
[00:10:42.000 --> 00:10:44.000]  你才能上天堂得永生
[00:10:44.000 --> 00:10:47.000]  這就是法利塞人想來問耶穌
[00:10:47.000 --> 00:10:49.000]  他想挑戰耶穌
[00:10:49.000 --> 00:10:51.000]  我到底要做什麼才能上天堂?
[00:10:51.000 --> 00:10:54.000]  因為他知道他下面所有的事情已經做了
[00:10:54.000 --> 00:10:57.000]  所以他之前問耶穌
[00:10:57.000 --> 00:11:00.000]  耶穌當然不會給他口氣
[00:11:00.000 --> 00:11:05.000]  於是乎耶穌就有另外一個答案
[00:11:05.000 --> 00:11:08.000]  因為耶穌接著說了一個故事
[00:11:08.000 --> 00:11:11.000]  就是我剛才所說的故事
[00:11:11.000 --> 00:11:13.000]  故事的內容很簡單
[00:11:13.000 --> 00:11:16.000]  有一個強盜
[00:11:16.000 --> 00:11:19.000]  來到這裡將這個人打得半死
[00:11:19.000 --> 00:11:22.000]  剝了他的衣服,搶了他的東西
[00:11:22.000 --> 00:11:24.000]  於是乎有三個人出現
[00:11:24.000 --> 00:11:28.000]  哪三個人出現?
[00:11:28.000 --> 00:11:35.000]  祭司,尼美人和撒瑪利亞人
[00:11:35.000 --> 00:11:38.000]  好了,祭司來到這裡的時候
[00:11:38.000 --> 00:11:40.000]  看到這個人被打得趴在地上
[00:11:40.000 --> 00:11:43.000]  接著他繞路走
[00:11:43.000 --> 00:11:45.000]  不要走過去那裡
[00:11:45.000 --> 00:11:48.000]  又有尼美人走過來的時候
[00:11:48.000 --> 00:11:51.000]  看到他也照樣繞路走
[00:11:51.000 --> 00:11:53.000]  最好不要見到他
[00:11:53.000 --> 00:11:56.000]  祭司,尼美人
[00:11:56.000 --> 00:12:00.000]  第三個人來是撒瑪利亞人
[00:12:00.000 --> 00:12:03.000]  撒瑪利亞人來到之後做了什麼?
[00:12:03.000 --> 00:12:05.000]  用了瓷心
[00:12:05.000 --> 00:12:09.000]  用油和酒治好他
[00:12:09.000 --> 00:12:11.000]  包紮他的傷口
[00:12:11.000 --> 00:12:15.000]  接著扶他上馬或是牢
[00:12:15.000 --> 00:12:18.000]  帶他去店裡照顧他
[00:12:18.000 --> 00:12:22.000]  還要給他所有的錢
[00:12:22.000 --> 00:12:24.000]  好不好?
[00:12:24.000 --> 00:12:26.000]  好!
[00:12:26.000 --> 00:12:28.000]  所以我們叫這個做什麼?
[00:12:28.000 --> 00:12:30.000]  如果你看和學本性的標題
[00:12:30.000 --> 00:12:33.000]  好撒瑪利亞人,好不好?好!
[00:12:33.000 --> 00:12:35.000]  這個就是我們要做的人
[00:12:35.000 --> 00:12:38.000]  我們的榜樣要跟著他
[00:12:38.000 --> 00:12:41.000]  所以我們順理成章將好撒瑪利亞人
[00:12:41.000 --> 00:12:44.000]  成為了這段的焦點
[00:12:44.000 --> 00:12:47.000]  所以香港有一個機構叫做
[00:12:47.000 --> 00:12:51.000]  撒瑪利亞防止自殺會
[00:12:51.000 --> 00:12:54.000]  美國有條法例叫做好撒瑪利亞人法例
[00:12:54.000 --> 00:12:56.000]  有沒有聽過?
[00:12:56.000 --> 00:12:58.000]  你走過看到一個人很慘
[00:12:58.000 --> 00:13:00.000]  這條法例去幫他
[00:13:00.000 --> 00:13:03.000]  我們就將焦點誤導了
[00:13:03.000 --> 00:13:05.000]  看錯了焦點
[00:13:05.000 --> 00:13:08.000]  以為這段是說一個好撒瑪利亞人
[00:13:08.000 --> 00:13:10.000]  但我可以告訴你
[00:13:10.000 --> 00:13:13.000]  好撒瑪利亞人放在這個焦點裡是不正確的
[00:13:13.000 --> 00:13:15.000]  為什麼呢?
[00:13:15.000 --> 00:13:17.000]  看耶穌最後的結論
[00:13:17.000 --> 00:13:19.000]  我們就會很清楚
[00:13:19.000 --> 00:13:23.000]  可不可以拿下去?
[00:13:23.000 --> 00:13:29.000]  不好意思,今天有點在下
[00:13:29.000 --> 00:13:32.000]  看看這裡,耶穌問他什麼?
[00:13:32.000 --> 00:13:36.000]  這三個人當中
[00:13:36.000 --> 00:13:37.000]  是不是?
[00:13:37.000 --> 00:13:39.000]  一起讀吧
[00:13:39.000 --> 00:13:46.000]  你想這三個人哪一個是落在強盜人手中的鄰舍呢?
[00:13:46.000 --> 00:13:53.000]  哪三個人是被打到飛起的鄰舍呢?
[00:13:53.000 --> 00:13:55.000]  有哪三個人呢?
[00:13:55.000 --> 00:14:02.000]  祭司、利未人和好撒瑪利亞人
[00:14:02.000 --> 00:14:06.000]  好明顯好撒瑪利亞人是其中的一個
[00:14:06.000 --> 00:14:09.000]  那怎麼會是這件事的主角呢?
[00:14:09.000 --> 00:14:12.000]  這是一個很重要的提示
[00:14:12.000 --> 00:14:16.000]  耶穌說這個人你去憐憫他吧
[00:14:16.000 --> 00:14:20.000]  這個憐憫是憐憫他的就產生了一個誤會
[00:14:20.000 --> 00:14:26.000]  我們以為憐憫就叫我們一起去憐憫一些人
[00:14:26.000 --> 00:14:29.000]  憐憫被人打到飛起的人就叫憐憫
[00:14:29.000 --> 00:14:31.000]  耶穌說你照樣去走
[00:14:31.000 --> 00:14:33.000]  誤會就在這裡產生了
[00:14:33.000 --> 00:14:35.000]  讓我們慢慢去研究一下
[00:14:35.000 --> 00:14:39.000]  這三個人哪一個是強盜人手中的鄰舍
[00:14:39.000 --> 00:14:46.000]  我們說了祭司、利未人和撒瑪利亞人
[00:14:46.000 --> 00:14:49.000]  換句話說被打的人
[00:14:49.000 --> 00:14:51.000]  要去
[00:14:51.000 --> 00:14:53.000]  回過頭來看
[00:14:53.000 --> 00:14:57.000]  所以肯定這個主角不是好撒瑪利亞人
[00:14:57.000 --> 00:14:59.000]  那誰是主角呢?
[00:14:59.000 --> 00:15:01.000]  就是被人打的人的主角
[00:15:01.000 --> 00:15:04.000]  現在就說被人打的人的主角有三個人
[00:15:04.000 --> 00:15:08.000]  這三個人都是他的鄰舍
[00:15:08.000 --> 00:15:10.000]  你們明白他在說什麼嗎?
[00:15:10.000 --> 00:15:12.000]  這三個人都是他的鄰舍
[00:15:12.000 --> 00:15:14.000]  這三種人都是他的鄰舍
[00:15:14.000 --> 00:15:18.000]  換句話說這三種人都是被人打到飛起的人的鄰舍
[00:15:18.000 --> 00:15:25.000]  就是說這個人要去憐憫這三個人
[00:15:25.000 --> 00:15:29.000]  這個被人打到飛起的人要去憐憫這三個人
[00:15:29.000 --> 00:15:33.000]  包括那個撒瑪利亞人
[00:15:33.000 --> 00:15:35.000]  這個人在說什麼我不明白
[00:15:35.000 --> 00:15:37.000]  不明白你在說什麼
[00:15:37.000 --> 00:15:39.000]  請問
[00:15:39.000 --> 00:15:41.000]  整本福音書裡面
[00:15:41.000 --> 00:15:43.000]  如果你看四福音書
[00:15:43.000 --> 00:15:46.000]  馬太、馬可、路加、約翰
[00:15:46.000 --> 00:15:47.000]  論到耶穌的時候
[00:15:47.000 --> 00:15:50.000]  耶穌說到去憐憫人的時候
[00:15:50.000 --> 00:15:54.000]  他有沒有叫你選擇一些人才可以憐憫?
[00:15:54.000 --> 00:15:56.000]  有沒有?
[00:15:56.000 --> 00:15:57.000]  有沒有?
[00:15:57.000 --> 00:15:58.000]  沒有啊
[00:15:58.000 --> 00:16:00.000]  任何人你都要憐憫
[00:16:00.000 --> 00:16:05.000]  這個在福音書裡面很重要的一個教導
[00:16:05.000 --> 00:16:09.000]  路加福音在這一段裡面說了一個經文出來告訴我們
[00:16:09.000 --> 00:16:15.000]  福音裡面的憐憫是說到任何人都要憐憫
[00:16:15.000 --> 00:16:17.000]  不是說你可以選擇那個人
[00:16:17.000 --> 00:16:19.000]  對你好的那個人你去憐憫他
[00:16:19.000 --> 00:16:21.000]  不是你對你好的那個人、愛你的那個人
[00:16:21.000 --> 00:16:22.000]  你就愛他
[00:16:22.000 --> 00:16:24.000]  不好的那個人你就不愛他
[00:16:24.000 --> 00:16:28.000]  還是說你是不能選擇你都要愛他
[00:16:28.000 --> 00:16:31.000]  這個就是我們福音書裡面所說到的憐憫和愛
[00:16:31.000 --> 00:16:35.000]  也是耶穌所說的這種憐憫
[00:16:35.000 --> 00:16:38.000]  所以這個憐憫就是耶穌所說的
[00:16:38.000 --> 00:16:45.000]  就是叫法利賽人去跟著做
[00:16:45.000 --> 00:16:49.000]  甚至路加福音在六章二十七節裡面說到
[00:16:49.000 --> 00:16:51.000]  你要愛你的仇敵
[00:16:51.000 --> 00:16:55.000]  所以無論你是拒絕你的那些祭司利美人
[00:16:55.000 --> 00:16:58.000]  或者對你好的那些撒瑪利亞人
[00:16:58.000 --> 00:17:01.000]  統統你都要愛
[00:17:01.000 --> 00:17:06.000]  這個就是耶穌剛剛在那裡教導的最重要的重點
[00:17:06.000 --> 00:17:09.000]  無論這個人是什麼類型你都要愛他
[00:17:09.000 --> 00:17:13.000]  這個就是他所說的一種憐憫
[00:17:13.000 --> 00:17:16.000]  回過頭來問
[00:17:16.000 --> 00:17:22.000]  問題就是說我該做什麼
[00:17:22.000 --> 00:17:26.000]  我該做什麼才可以承受永生呢?
[00:17:26.000 --> 00:17:29.000]  耶穌的答案就是你要憐憫他
[00:17:29.000 --> 00:17:32.000]  剛才我說了這個就是憐憫這個焦點錯了
[00:17:32.000 --> 00:17:33.000]  所以產生了一個誤會
[00:17:33.000 --> 00:17:38.000]  因為我們以為將憐憫解釋成為好撒瑪利亞人去幫助人
[00:17:38.000 --> 00:17:44.000]  但是剛剛我們說了這個主角如果是被打的那個人的話
[00:17:44.000 --> 00:17:46.000]  這個人就要去憐憫其他人
[00:17:46.000 --> 00:17:50.000]  所以這個憐憫肯定和我們去施捨人
[00:17:50.000 --> 00:17:57.000]  幫助人、周濟窮人、孤兒寡婦完全沒有關係
[00:17:57.000 --> 00:18:00.000]  不是說今天我們要學習在經文裡面
[00:18:00.000 --> 00:18:02.000]  要學習一件事就是
[00:18:02.000 --> 00:18:05.000]  今天我們要去community裡面
[00:18:05.000 --> 00:18:09.000]  要去照顧、要去憐憫、要去施捨、要去幫助
[00:18:09.000 --> 00:18:12.000]  和這個教導完全沒有關係
[00:18:12.000 --> 00:18:15.000]  千萬不要誤會我不是說一件事
[00:18:15.000 --> 00:18:20.000]  就是我們不需要去幫助、不需要去憐憫人
[00:18:20.000 --> 00:18:22.000]  這些都是一些好事
[00:18:22.000 --> 00:18:25.000]  不信神的人都會做這件事的
[00:18:25.000 --> 00:18:35.000]  我們有很多機構那些信其他宗教的人都懂得去行善為樂
[00:18:35.000 --> 00:18:36.000]  樂善好施
[00:18:36.000 --> 00:18:37.000]  個個都會做的
[00:18:37.000 --> 00:18:40.000]  但是耶穌不是在說這種福音
[00:18:40.000 --> 00:18:45.000]  最重要的,這個不是耶穌說福音的最重要的重點
[00:18:45.000 --> 00:18:49.000]  耶穌說的福音是剛剛的相反
[00:18:49.000 --> 00:18:53.000]  不是有能力的人才可以幫助人
[00:18:53.000 --> 00:18:56.000]  你看那些慈善的電視節目
[00:18:56.000 --> 00:19:02.000]  通常出來拿著大支票給別人的是什麼人?
[00:19:02.000 --> 00:19:05.000]  有錢人
[00:19:05.000 --> 00:19:10.000]  我以前曾經在香港也有參加過
[00:19:10.000 --> 00:19:16.000]  去屋邨、三院那些慈善籌款
[00:19:16.000 --> 00:19:18.000]  我捐一百元出去
[00:19:18.000 --> 00:19:21.000]  我就不停地看下面的字有沒有狐狸泉三個字
[00:19:21.000 --> 00:19:23.000]  一路打得很快的
[00:19:23.000 --> 00:19:25.000]  電視機打出來
[00:19:25.000 --> 00:19:28.000]  你有能力捐一百
[00:19:28.000 --> 00:19:30.000]  更有能力捐一萬
[00:19:30.000 --> 00:19:33.000]  最有能力捐一百萬
[00:19:33.000 --> 00:19:36.000]  這個就是我們一般說的憐憫
[00:19:36.000 --> 00:19:39.000]  你有才能憐憫別人
[00:19:39.000 --> 00:19:41.000]  耶穌說的剛剛相反
[00:19:41.000 --> 00:19:43.000]  不是有能力的人才能夠相反
[00:19:43.000 --> 00:19:46.000]  是這個剛剛被打到飛起來的人
[00:19:46.000 --> 00:19:50.000]  他可以有能力憐憫別人
[00:19:50.000 --> 00:19:51.000]  再聽多一次
[00:19:51.000 --> 00:19:54.000]  被人打到飛起來躺在那裡的人
[00:19:54.000 --> 00:19:55.000]  他能夠去愛別人
[00:19:55.000 --> 00:19:58.000]  因為耶穌叫他去愛別人
[00:19:58.000 --> 00:20:00.000]  奇怪嗎?
[00:20:00.000 --> 00:20:04.000]  這個是耶穌的福音
[00:20:04.000 --> 00:20:06.000]  大家再看另外一段經文
[00:20:06.000 --> 00:20:08.000]  路加福音六章三十六節
[00:20:08.000 --> 00:20:09.000]  我有沒有打出來?
[00:20:09.000 --> 00:20:11.000]  應該有,最底那裡
[00:20:11.000 --> 00:20:13.000]  你們要慈悲
[00:20:13.000 --> 00:20:16.000]  像你們的父慈悲一樣
[00:20:16.000 --> 00:20:17.000]  路加福音六章三十六節
[00:20:17.000 --> 00:20:19.000]  整本路加福音裡面說的
[00:20:19.000 --> 00:20:21.000]  神的慈悲
[00:20:21.000 --> 00:20:25.000]  都不是說到神有能力去慈悲別人
[00:20:25.000 --> 00:20:30.000]  原來憐憫和慈悲很有關係
[00:20:30.000 --> 00:20:34.000]  你說神當然可以憐憫別人
[00:20:34.000 --> 00:20:35.000]  大家如果明白
