
[00:00:00.000 --> 00:00:08.000]  在這大半年,我們一同思想浸信會的靈性實踐的核心是心靈的改變
[00:06:03.000 --> 00:06:05.000]  在我面前敬拜
[00:06:06.000 --> 00:06:08.000]  又說 我們可以自由了
[00:06:08.000 --> 00:06:10.000]  我們可以平安了
[00:06:10.000 --> 00:06:12.000]  你們這樣的舉動
[00:06:12.000 --> 00:06:15.000]  是要行那些可憎的事嗎
[00:06:15.000 --> 00:06:19.000]  這稱我為名下的殿
[00:06:19.000 --> 00:06:23.000]  在你們眼中豈可捍衛插鍋呢
[00:06:23.000 --> 00:06:25.000]  我都看見了
[00:06:25.000 --> 00:06:27.000]  這是耶和華說的
[00:06:27.000 --> 00:06:32.000]  耶利米先知站在耶和華殿的門口
[00:06:33.000 --> 00:06:36.000]  讓我們感覺到很驚嚇的說話
[00:06:36.000 --> 00:06:40.000]  廣章的主題是三至四節
[00:06:40.000 --> 00:06:42.000]  萬官之耶和華
[00:06:42.000 --> 00:06:44.000]  以色列的神如此說
[00:06:44.000 --> 00:06:47.000]  你們改正行動作為
[00:06:47.000 --> 00:06:51.000]  我就使你們在這地方仍然居住
[00:06:51.000 --> 00:06:55.000]  你們不要依靠虛妄的話說
[00:06:55.000 --> 00:07:01.000]  這些是耶和華的殿
[00:07:02.000 --> 00:07:04.000]  耶利米呼喚猶大
[00:07:04.000 --> 00:07:07.000]  不要麻木去相信
[00:07:07.000 --> 00:07:12.000]  當時流行的聖殿意識形態
[00:07:12.000 --> 00:07:15.000]  流行的聖殿神學
[00:07:15.000 --> 00:07:18.000]  所謂流行的意識形態
[00:07:18.000 --> 00:07:20.000]  是這樣說的
[00:07:20.000 --> 00:07:25.000]  說神已經作了無條件應許
[00:07:25.000 --> 00:07:29.000]  耶路撒冷是沒有事的
[00:07:30.000 --> 00:07:32.000]  是不能夠被光環的
[00:07:32.000 --> 00:07:35.000]  耶路撒冷是不會被毀壞的
[00:07:35.000 --> 00:07:40.000]  但是耶利米說出這些主流的神學
[00:07:40.000 --> 00:07:44.000]  這些說話是虛荒的話
[00:07:44.000 --> 00:07:47.000]  耶利米指出真正的信息
[00:07:47.000 --> 00:07:50.000]  假如猶大不修正祂的道路
[00:07:50.000 --> 00:07:52.000]  祂就不能夠留下
[00:07:52.000 --> 00:07:54.000]  必然會被放逐
[00:07:54.000 --> 00:07:57.000]  所以耶利米呼喚他們
[00:07:58.000 --> 00:08:00.000]  改正他們的所作所為
[00:08:00.000 --> 00:08:02.000]  第三節
[00:08:02.000 --> 00:08:04.000]  萬軍之夜無話以色列的神如此說
[00:08:04.000 --> 00:08:06.000]  你們改正行動作為
[00:08:06.000 --> 00:08:08.000]  在和修本就是
[00:08:08.000 --> 00:08:12.000]  改正你們的所作所為
[00:08:12.000 --> 00:08:16.000]  我就使你們在這地方仍然居住
[00:08:16.000 --> 00:08:18.000]  第五節
[00:08:18.000 --> 00:08:21.000]  你們若實在改正行動作為
[00:08:21.000 --> 00:08:23.000]  意思就是說
[00:08:23.000 --> 00:08:25.000]  改正你們的所作所為
[00:08:26.000 --> 00:08:29.000]  在人和鄰舍中間承認私行公平
[00:08:29.000 --> 00:08:33.000]  不欺壓寄居的人和孤兒寡婦
[00:08:33.000 --> 00:08:36.000]  在這個地方不流無辜人的血
[00:08:36.000 --> 00:08:38.000]  也不隨從別臣
[00:08:38.000 --> 00:08:41.000]  在第三節和第五節
[00:08:41.000 --> 00:08:44.000]  說的改正行動作為
[00:08:44.000 --> 00:08:48.000]  或者改正所作所為的意思是
[00:08:48.000 --> 00:08:50.000]  要信服神
[00:08:50.000 --> 00:08:53.000]  要遵從神的律法
[00:08:54.000 --> 00:08:56.000]  要信服神的說話
[00:08:56.000 --> 00:08:59.000]  更加具體來說
[00:08:59.000 --> 00:09:02.000]  你們要私行公平
[00:09:02.000 --> 00:09:05.000]  不欺壓寄居和孤兒寡婦
[00:09:05.000 --> 00:09:08.000]  不在這個地方流無辜人的血
[00:09:08.000 --> 00:09:10.000]  不要隨從別臣
[00:09:10.000 --> 00:09:13.000]  說了這麼多次應該記得了
[00:09:13.000 --> 00:09:16.000]  真正要做的就是這些事情
[00:09:16.000 --> 00:09:20.000]  要改正我們的所作所為
[00:09:20.000 --> 00:09:23.000]  如果是這樣做的話
[00:09:24.000 --> 00:09:25.000]  第七節就說「就」
[00:09:25.000 --> 00:09:27.000]  這個就說
[00:09:27.000 --> 00:09:29.000]  結果就是你們准留下
[00:09:29.000 --> 00:09:32.000]  留在地圖上
[00:09:32.000 --> 00:09:35.000]  在八節至十一節就擇備那些
[00:09:35.000 --> 00:09:40.000]  他們奉行聖殿主流神學的人的操守
[00:09:40.000 --> 00:09:43.000]  其實在剛才的第七節
[00:09:43.000 --> 00:09:45.000]  我們看到先知說的話
[00:09:45.000 --> 00:09:47.000]  好像說你們快點
[00:09:47.000 --> 00:09:49.000]  聰明一點
[00:09:49.000 --> 00:09:51.000]  修補有可能的
[00:09:52.000 --> 00:09:54.000]  做該做的事
[00:09:54.000 --> 00:09:57.000]  快點更正你們的所作所為
[00:09:57.000 --> 00:10:00.000]  有機會可以留下
[00:10:00.000 --> 00:10:02.000]  不過不是
[00:10:02.000 --> 00:10:04.000]  看清楚在第八節
[00:10:04.000 --> 00:10:06.000]  先知說
[00:10:06.000 --> 00:10:08.000]  漢娜
[00:10:08.000 --> 00:10:13.000]  你們依靠去放無益的話
[00:10:13.000 --> 00:10:15.000]  意思是先知說
[00:10:15.000 --> 00:10:17.000]  決定已經做了
[00:10:17.000 --> 00:10:20.000]  修補的時間過了
[00:10:21.000 --> 00:10:23.000]  你們必然失去土地
[00:10:23.000 --> 00:10:26.000]  這個決定成為事實
[00:10:26.000 --> 00:10:30.000]  接著第八節至第九節就說出
[00:10:30.000 --> 00:10:32.000]  猶大惡行有兩方面
[00:10:32.000 --> 00:10:35.000]  第一就是猶大不順從神的律法
[00:10:35.000 --> 00:10:37.000]  他們怎樣去偷渡殺害
[00:10:37.000 --> 00:10:39.000]  姦淫起假誓
[00:10:39.000 --> 00:10:41.000]  向巴力燒香
[00:10:41.000 --> 00:10:44.000]  第二這幫人
[00:10:44.000 --> 00:10:47.000]  不但不聽神的律法
[00:10:48.000 --> 00:10:51.000]  又跑到聖殿裡面
[00:10:51.000 --> 00:10:54.000]  假扮敬拜神
[00:10:54.000 --> 00:10:57.000]  好像很信服神一樣
[00:10:57.000 --> 00:10:59.000]  所以第十節說
[00:10:59.000 --> 00:11:02.000]  請來道者稱我為名下的殿
[00:11:02.000 --> 00:11:04.000]  在我面前敬拜
[00:11:04.000 --> 00:11:06.000]  又說我們可以自由了
[00:11:06.000 --> 00:11:08.000]  我們可以平安了
[00:11:08.000 --> 00:11:10.000]  你們這些舉動
[00:11:10.000 --> 00:11:13.000]  是要行那些可憎的事嗎
[00:11:15.000 --> 00:11:19.000]  聖殿已經成為一些違反神話語
[00:11:19.000 --> 00:11:21.000]  神律法的人
[00:11:21.000 --> 00:11:25.000]  收藏自己惡行的地方
[00:11:25.000 --> 00:11:28.000]  他們藏身在禮儀的
[00:11:28.000 --> 00:11:31.000]  神聖的背後
[00:11:31.000 --> 00:11:34.000]  在自欺欺人
[00:11:34.000 --> 00:11:36.000]  欺控神
[00:11:36.000 --> 00:11:39.000]  因此十二節至十五節
[00:11:39.000 --> 00:11:42.000]  的結論是叫人驚嚇的
[00:11:43.000 --> 00:11:46.000]  驚嚇眼是不能得到神的隨顧
[00:11:46.000 --> 00:11:51.000]  結果是毀壞和死亡
[00:11:51.000 --> 00:11:53.000]  簡單來說
[00:11:53.000 --> 00:11:57.000]  耶利米指出當時的聖殿神學
[00:11:57.000 --> 00:11:59.000]  是沒有錯
[00:11:59.000 --> 00:12:02.000]  是以聖殿作為人和神相聚的地方
[00:12:02.000 --> 00:12:05.000]  聖殿是代表大衛王朝
[00:12:05.000 --> 00:12:08.000]  是神和大衛王朝的同在
[00:12:08.000 --> 00:12:10.000]  代表著祝福
[00:12:10.000 --> 00:12:12.000]  保護和穩定的秩序
[00:12:14.000 --> 00:12:15.000]  沒錯
[00:12:15.000 --> 00:12:17.000]  不過
[00:12:17.000 --> 00:12:19.000]  當時的百姓
[00:12:19.000 --> 00:12:22.000]  以為聖殿的建築物在那裡
[00:12:22.000 --> 00:12:25.000]  所以無論做什麼事情
[00:12:25.000 --> 00:12:28.000]  行什麼惡都沒有問題
[00:12:28.000 --> 00:12:30.000]  神都會保護的
[00:12:30.000 --> 00:12:33.000]  所以在七章四節這樣說
[00:12:33.000 --> 00:12:35.000]  這幫人就說
[00:12:35.000 --> 00:12:37.000]  寫些是耶和華的殿
[00:12:37.000 --> 00:12:39.000]  耶和華的殿
[00:12:39.000 --> 00:12:41.000]  耶和華的殿
[00:12:43.000 --> 00:12:47.000]  當然耶利米不是否定聖殿的重要性
[00:12:47.000 --> 00:12:52.000]  而是否定一種被偶像化的聖殿
[00:12:52.000 --> 00:12:55.000]  偶像化的聖殿神學
[00:12:55.000 --> 00:12:57.000]  聖殿沒錯
[00:12:57.000 --> 00:12:59.000]  代表著以色列人
[00:12:59.000 --> 00:13:01.000]  他們經歷神的
[00:13:01.000 --> 00:13:04.000]  因典經歷神的同在宣告
[00:13:04.000 --> 00:13:08.000]  但是耶利米說出一種偶像化的聖殿
[00:13:08.000 --> 00:13:10.000]  偶像化的聖殿神學
[00:13:11.000 --> 00:13:14.000]  是可以和公平的權力構結
[00:13:14.000 --> 00:13:16.000]  可以成為壓制窮人
[00:13:16.000 --> 00:13:20.000]  壓制人的不義的工具
[00:13:20.000 --> 00:13:24.000]  那種沒有公平公正公義
[00:13:24.000 --> 00:13:26.000]  那種的敬拜
[00:13:26.000 --> 00:13:28.000]  那種的禮節
[00:13:28.000 --> 00:13:33.000]  這個是帶來惡果的
[00:13:33.000 --> 00:13:36.000]  所以被偶像化的聖殿
[00:13:36.000 --> 00:13:38.000]  被偶像化的聖殿神學
[00:13:38.000 --> 00:13:40.000]  是帶來惡果
[00:13:41.000 --> 00:13:43.000]  在公元前507年
[00:13:43.000 --> 00:13:50.000]  巴比倫人毀壞耶路撒冷和聖殿
[00:13:50.000 --> 00:13:52.000]  自此之後
[00:13:52.000 --> 00:13:55.000]  耶利米在31章宣佈
[00:13:55.000 --> 00:14:00.000]  神的律法不在聖殿裡面
[00:14:00.000 --> 00:14:03.000]  神的律法可以在聖殿裡面
[00:14:03.000 --> 00:14:05.000]  如今不在聖殿裡面
[00:14:05.000 --> 00:14:08.000]  神的律法是新的藥
[00:14:09.000 --> 00:14:11.000]  在人的心板上面
[00:14:11.000 --> 00:14:14.000]  這個表明神的臨在
[00:14:14.000 --> 00:14:16.000]  在外在的建築物裡面
[00:14:16.000 --> 00:14:19.000]  是轉移到人的心靈
[00:14:19.000 --> 00:14:23.000]  所以神要求我們是甚麼呢
[00:14:23.000 --> 00:14:27.000]  要有心靈的誠實
[00:14:27.000 --> 00:14:30.000]  也要是能夠行出
[00:14:30.000 --> 00:14:34.000]  公平公正神的義
[00:14:36.000 --> 00:14:40.000]  當我們一同領受聖殿的講章之後
[00:14:40.000 --> 00:14:42.000]  你和我有甚麼回應
[00:14:42.000 --> 00:14:44.000]  聽到甚麼呢
[00:14:44.000 --> 00:14:46.000]  很明顯的耶利米叫我們
[00:14:46.000 --> 00:14:48.000]  知道神的心意
[00:14:48.000 --> 00:14:50.000]  我們要不斷改正我們的所作所為
[00:14:50.000 --> 00:14:53.000]  當我們不斷改正我們的所作所為
[00:14:53.000 --> 00:14:55.000]  神就會在我們當中
[00:14:55.000 --> 00:14:57.000]  耶利米又警誡我們
[00:14:57.000 --> 00:15:00.000]  不要依靠虛荒的話
[00:15:00.000 --> 00:15:03.000]  不要以為在教會裡面
[00:15:04.000 --> 00:15:06.000]  可以講虛荒的話
[00:15:06.000 --> 00:15:07.000]  不要
[00:15:07.000 --> 00:15:09.000]  現實來說
[00:15:09.000 --> 00:15:12.000]  我們真的要警醒留心我們的嘴巴
[00:15:12.000 --> 00:15:14.000]  很多時候
[00:15:14.000 --> 00:15:16.000]  因為世界上有語言的藝術
[00:15:16.000 --> 00:15:18.000]  虛偽的偽
[00:15:18.000 --> 00:15:20.000]  不是忌偽的偽
[00:15:20.000 --> 00:15:23.000]  其實這些不誠實
[00:15:23.000 --> 00:15:25.000]  不真確的說話
[00:15:25.000 --> 00:15:28.000]  是帶來人際關係
[00:15:28.000 --> 00:15:30.000]  和事務很多的問題
[00:15:30.000 --> 00:15:32.000]  我們很多時候說
[00:15:33.000 --> 00:15:35.000]  說些不真實的話
[00:15:35.000 --> 00:15:38.000]  這是社會的潤滑劑
[00:15:38.000 --> 00:15:40.000]  這是我們教會的潤滑劑
[00:15:40.000 --> 00:15:43.000]  這是會做的表現
[00:15:43.000 --> 00:15:46.000]  其實細心想一想
[00:15:46.000 --> 00:15:48.000]  它最終會帶來的問題更大
[00:15:48.000 --> 00:15:51.000]  沒錯講誠實話
[00:15:51.000 --> 00:15:53.000]  愛心講誠實話
[00:15:53.000 --> 00:15:55.000]  都會帶來問題
[00:15:55.000 --> 00:15:57.000]  很難處理對不對
[00:15:57.000 --> 00:16:00.000]  不過你細心去領受
[00:16:01.000 --> 00:16:03.000]  你說謊帶來的問題
[00:16:03.000 --> 00:16:07.000]  你說愛心說誠實話帶來的問題
[00:16:07.000 --> 00:16:11.000]  最艱難的就是你說真正的謊
[00:16:11.000 --> 00:16:16.000]  語言的虛偽帶來的問題是更加的大
[00:16:16.000 --> 00:16:18.000]  耶利米尤警誡
[00:16:18.000 --> 00:16:21.000]  我們不要以為我們已經有權利了
[00:16:21.000 --> 00:16:23.000]  我們可以在聖殿當中蒙拯救
[00:16:23.000 --> 00:16:26.000]  但可以繼續行可憎惡的事
[00:16:26.000 --> 00:16:28.000]  將聖殿變為賊窩
[00:16:28.000 --> 00:16:30.000]  不行
[00:16:31.000 --> 00:16:34.000]  耶利米警誡我們不單止要去敬拜神
[00:16:34.000 --> 00:16:36.000]  並且要謹守他的律法
[00:16:36.000 --> 00:16:40.000]  所以我們要施行公平
[00:16:40.000 --> 00:16:43.000]  不欺壓寄居和姑爺寡婦
[00:16:43.000 --> 00:16:46.000]  不流無辜人的血
[00:16:46.000 --> 00:16:48.000]  我們不會跪拜別神的
[00:16:48.000 --> 00:16:52.000]  所以在這裡我們看到耶利米
[00:16:52.000 --> 00:16:55.000]  繼續可以提醒我們
[00:16:55.000 --> 00:16:58.000]  我們在我們的家
[00:16:58.000 --> 00:17:00.000]  在我們工作的地方
[00:17:01.000 --> 00:17:03.000]  在我們的社會當中
[00:17:03.000 --> 00:17:07.000]  我們留心我們的所作所為
[00:17:07.000 --> 00:17:11.000]  我們要改正我們的所作所為
[00:17:11.000 --> 00:17:13.000]  我們不要在我們的家
[00:17:13.000 --> 00:17:15.000]  在我們工作的地方
[00:17:15.000 --> 00:17:17.000]  在社會當中
[00:17:17.000 --> 00:17:20.000]  我們做惡人
[00:17:20.000 --> 00:17:22.000]  正面來說
[00:17:22.000 --> 00:17:24.000]  在我們的家
[00:17:24.000 --> 00:17:26.000]  在我們的工作
[00:17:26.000 --> 00:17:28.000]  在我們的社會當中
[00:17:29.000 --> 00:17:32.000]  我們就純純帶著神話語的義
[00:17:32.000 --> 00:17:34.000]  也帶著神的義
[00:17:34.000 --> 00:17:38.000]  我們說神要我們說的話
[00:17:38.000 --> 00:17:41.000]  做神要我們做的事情
[00:17:41.000 --> 00:17:43.000]  就這麼簡單就可以了
[00:17:43.000 --> 00:17:46.000]  這樣就是問心無愧
[00:17:46.000 --> 00:17:48.000]  這個就是清心
[00:17:48.000 --> 00:17:53.000]  在這裡我們想起耶穌基督的說話
[00:17:53.000 --> 00:17:55.000]  祂說
[00:17:56.000 --> 00:17:59.000]  虛空的人 虛心的人 哀動的人 溫柔的人
[00:17:59.000 --> 00:18:03.000]  飢渴無意的人 憐恤人的人 使人和睦的人
[00:18:03.000 --> 00:18:06.000]  為而受逼迫的人有福了
[00:18:06.000 --> 00:18:11.000]  耶穌基督知道神是不容許虛荒
[00:18:11.000 --> 00:18:16.000]  也不容許不公義 不公正 不公平
[00:18:16.000 --> 00:18:21.000]  祂知道當人在聖殿獻虛浮的祭的時候
[00:18:21.000 --> 00:18:24.000]  當人在這裡自私自利
[00:18:25.000 --> 00:18:28.000]  當富足的人 足夠的人
[00:18:28.000 --> 00:18:32.000]  看到貧窮的人沒有飯吃的時候不管
[00:18:32.000 --> 00:18:36.000]  當有權勢的人驅趕那些沒有權勢軟弱的人
[00:18:36.000 --> 00:18:39.000]  神是會憤怒的
[00:18:39.000 --> 00:18:42.000]  所以耶穌基督的榜樣是什麼呢
[00:18:42.000 --> 00:18:46.000]  看到這種情況 耶穌基督是從不虛偽
[00:18:46.000 --> 00:18:48.000]  祂沒有奪取權力
[00:18:48.000 --> 00:18:52.000]  祂沒有搶走人家的財富
[00:18:53.000 --> 00:18:55.000]  祂只是以善性惡
[00:18:55.000 --> 00:18:59.000]  祂用愛心說出真理
[00:18:59.000 --> 00:19:03.000]  祂用愛和受苦
[00:19:03.000 --> 00:19:06.000]  勝過欺律的權勢
[00:19:06.000 --> 00:19:10.000]  勝過所有人間的權勢
[00:19:10.000 --> 00:19:12.000]  所以我們看到
[00:19:12.000 --> 00:19:19.000]  耶穌基督是怎樣處理聖殿裡面的虛假
[00:19:19.000 --> 00:19:21.000]  宗教裡面的虛假
[00:19:22.000 --> 00:19:23.000]  有一次祂說到
[00:19:23.000 --> 00:19:27.000]  有一個法利塞人和一個瑞利在這裡祈禱
[00:19:27.000 --> 00:19:32.000]  法利塞人是宗教的權貴之士
[00:19:32.000 --> 00:19:36.000]  是宗教的佳模 能夠很懂得很多的律法細則
[00:19:36.000 --> 00:19:41.000]  法利塞人站在聖殿的牽眼的地方
[00:19:41.000 --> 00:19:46.000]  感謝神讓自己不像那些人這樣勒索不義姦淫
[00:19:46.000 --> 00:19:50.000]  又說出我不像這個瑞利
[00:19:51.000 --> 00:19:55.000]  在表面的法利塞人祈禱是充滿感恩
[00:19:55.000 --> 00:19:58.000]  充滿敬虔
[00:19:58.000 --> 00:20:01.000]  但問題就是祂只是在這裡比較
[00:20:01.000 --> 00:20:04.000]  比較我比祂好
[00:20:04.000 --> 00:20:06.000]  我有什麼成就
[00:20:06.000 --> 00:20:08.000]  意思就是說
[00:20:08.000 --> 00:20:12.000]  我是配得了所有人的稱許
[00:20:12.000 --> 00:20:15.000]  就透過這樣比較
[00:20:15.000 --> 00:20:18.000]  祂是在鄙視別人
[00:20:19.000 --> 00:20:23.000]  因為這樣祂正正和神有隔離
[00:20:23.000 --> 00:20:27.000]  因為祈禱從來都沒有去到神那裡
[00:20:27.000 --> 00:20:30.000]  祂只是為了自己的自意
[00:20:30.000 --> 00:20:33.000]  優秀地去禱告這說話
[00:20:33.000 --> 00:20:36.000]  至於瑞利 瑞利真的不是太好的
[00:20:36.000 --> 00:20:40.000]  是賣國賊 是罪人的罪人
[00:20:40.000 --> 00:20:46.000]  祂真的幫助那些羅馬政府去收取瑞利
[00:20:47.000 --> 00:20:51.000]  但這個瑞利站在那裡 知道自己的身份
[00:20:51.000 --> 00:20:53.000]  知道自己過往的惡
[00:20:53.000 --> 00:20:57.000]  所以祂連舉目望天都不敢
[00:20:57.000 --> 00:20:59.000]  祂站在遠處 隨空
[00:20:59.000 --> 00:21:01.000]  做很簡單的祈禱
[00:21:01.000 --> 00:21:06.000]  祂說 神啊 開恩可憐我這個罪人
[00:21:06.000 --> 00:21:09.000]  祂沒有說出自己有什麼善行
[00:21:09.000 --> 00:21:12.000]  沒有跟別人作出什麼比較
[00:21:12.000 --> 00:21:15.000]  祂知道自己的靈魂是徹底的破產
[00:21:16.000 --> 00:21:18.000]  需要投靠神 需要神的憐憫
[00:21:18.000 --> 00:21:20.000]  需要神的拯救
[00:21:20.000 --> 00:21:23.000]  祂的禱告是以神為中心
[00:21:23.000 --> 00:21:26.000]  不是以自己為中心
[00:21:26.000 --> 00:21:28.000]  所以耶穌基督祂就說
[00:21:28.000 --> 00:21:36.000]  「請人回家去 讓那些人倒算為異鳥」
[00:21:36.000 --> 00:21:40.000]  在上個月的講道當中
[00:21:41.000 --> 00:21:46.000]  當法利塞人說那些耶穌基督的門徒
[00:21:46.000 --> 00:21:48.000]  沒有洗乾淨的手就去吃東西
[00:21:48.000 --> 00:21:50.000]  耶穌基督就說他們
[00:21:50.000 --> 00:21:54.000]  說你們這幫人已經說自己是奉獻給神
[00:21:54.000 --> 00:21:56.000]  你們的敬虔是偽裝
[00:21:56.000 --> 00:21:59.000]  你們說奉獻了 奉獻了 奉獻了
