
[00:00:00.000 --> 00:00:10.000]  早晨, 各位兄弟姊妹, 平安。
[00:06:27.000 --> 00:06:38.000]  我們結婚後就在雙城這裡落腳。
[00:06:38.000 --> 00:06:46.000]  2008年的時候, 我是一個銷售員。
[00:06:46.000 --> 00:06:56.000]  我聽到一些難以相信的消息, 是關於緬甸的。
[00:06:56.000 --> 00:07:09.000]  我聽到5月2日的時候, 有一個很強烈的旋風, 襲擊到緬甸的南部。
[00:07:09.000 --> 00:07:17.000]  它差不多毀滅了整個地區。
[00:07:17.000 --> 00:07:26.000]  它的風浪有12尺高。
[00:07:26.000 --> 00:07:36.000]  雨和風都是非常強勁。
[00:07:36.000 --> 00:07:47.000]  據統計數字, 官方的統計數字, 差不多有八萬多人因爲露出了他們的生命。
[00:07:47.000 --> 00:07:57.000]  初步的時候就說有五萬多人。
[00:07:57.000 --> 00:08:09.000]  在聯合國的統計, 差不多有二百多四十萬的人都受到影響。
[00:08:09.000 --> 00:08:17.000]  去救援的工作, 比他們的非常緩慢。
[00:08:17.000 --> 00:08:26.000]  有些人得到救援, 但是有很多人得不到這個救援。
[00:08:26.000 --> 00:08:39.000]  我和我太太都在爲這件事來禱告。 我知道在雙城這個地方有個教會都爲這件事來禱告。
[00:08:39.000 --> 00:08:50.000]  所以我就打電話給這間教會, 留一個口言, 但是我不知道我可以做到什麼。
[00:08:50.000 --> 00:08:56.000]  我在這麼遠的地方都做不到什麼, 或者我要給他們錢。
[00:08:56.000 --> 00:09:07.000]  所以我等他們回答我的電話。
[00:09:07.000 --> 00:09:17.000]  我就和這個教會的牧師說, 我在緬甸那個地方也有教過書, 有什麼可以幫到他們呢?
[00:09:17.000 --> 00:09:20.000]  他們就說, 有啊, 你可以幫到他們。
[00:09:20.000 --> 00:09:39.000]  這個牧師就說, 在泰國那裡有一間很小的教會, 他們想在緬甸那裡做一些救援的工作。
[00:09:39.000 --> 00:09:47.000]  他們已經準備好, 但是他們不明白緬甸的文化和語言, 或者你可以幫到他們。
[00:09:47.000 --> 00:09:55.000]  當然我知道我應該要求信心去依靠神。
[00:09:55.000 --> 00:10:00.000]  所以我和他們說, 對不起, 我不可以去。
[00:10:03.000 --> 00:10:09.000]  我有一份工作在這裡, 我相信我的老闆不會讓我走。
[00:10:09.000 --> 00:10:12.000]  這件事不會發生的。
[00:10:12.000 --> 00:10:23.000]  所以我就掛了一個電話, 但是神是感動我的。
[00:10:23.000 --> 00:10:26.000]  我覺得好像神跟我說, 你一定要去。
[00:10:26.000 --> 00:10:29.000]  所以我們就在禱告。
[00:10:33.000 --> 00:10:36.000]  在幾天之後我們就可以去到。
[00:10:36.000 --> 00:10:53.000]  我只可以為這個團隊幫他們一部分, 但是我可以幫他們明白這個文化, 和在簽證方面可以幫到他們。
[00:11:00.000 --> 00:11:06.000]  他們和其他一些團體合作, 所以可以給很多村落一些救援的工作。
[00:11:06.000 --> 00:11:22.000]  他們真的是一個很奇妙的團隊, 我很開心可以在他們的工作中, 發揮一部分的工作。
[00:11:26.000 --> 00:11:32.000]  你有沒有感覺到神有時候說, 你覺得自己不可以被神去利用呢?
[00:11:32.000 --> 00:11:46.000]  你有沒有感覺到我沒有這個技能, 或者我沒有這個時間, 沒有這個能力去服侍神呢?
[00:11:46.000 --> 00:11:55.000]  但是神會用祂給你的能力去榮耀祂。
[00:11:57.000 --> 00:12:05.000]  或者在這裏,在T4C, 或者在萬國之中, 神可以做到。
[00:12:05.000 --> 00:12:17.000]  在災區裏面,他們最需要的東西, 就是淡水。
[00:12:24.000 --> 00:12:30.000]  如果你有水的時候, 你可以生存很長的時間, 生存幾個星期的時間。
[00:12:30.000 --> 00:12:38.000]  如果你沒有水的時候, 沒有淡水的時候, 你可以只能生存幾天。
[00:12:38.000 --> 00:12:46.000]  我們要很多水, 很多淡水, 清水, 我們才能夠生存。
[00:12:50.000 --> 00:12:54.000]  在我們屬靈的生命裏面也是這樣。
[00:12:54.000 --> 00:13:00.000]  我們的靈魂需要活水的泉源, 才能夠生存。
[00:13:00.000 --> 00:13:10.000]  我們怎樣去學到活水的泉源裏面的水?
[00:13:10.000 --> 00:13:17.000]  在我們屬靈的生命裏面, 我們怎樣可以結成一些果子?
[00:13:20.000 --> 00:13:24.000]  我的生命怎樣能夠討到神的喜悅?
[00:13:24.000 --> 00:13:33.000]  我不想我的生命結不到果子, 不可以榮耀主的名。
[00:13:33.000 --> 00:13:41.000]  耶利曼是一個先知, 他在一個很艱難的時候,
[00:13:41.000 --> 00:13:46.000]  他主前差不多是2600年前。
[00:13:50.000 --> 00:13:54.000]  在以色列的民族裏面, 這個時間是一個非常艱難的時期。
[00:13:54.000 --> 00:14:00.000]  外邦的人攻擊他們。
[00:14:00.000 --> 00:14:10.000]  以色列有很多人被擄到外邦去服侍外邦的侵略者。
[00:14:17.000 --> 00:14:21.000]  他的生命也是非常悲慘, 他又不可以結婚,又不可以有生兒女。
[00:14:21.000 --> 00:14:31.000]  他服侍主超過40年, 但是他大人信主只有兩個。
[00:14:31.000 --> 00:14:41.000]  因為他講神的話語, 神的真道,所以很多人都不喜歡他。
[00:14:47.000 --> 00:14:51.000]  他自己的家裏面, 家園裏面的人, 鄰居都計劃怎樣去殺他。
[00:14:51.000 --> 00:15:07.000]  你知道神在西那山的時候, 和他的子民納了藥。
[00:15:13.000 --> 00:15:17.000]  如果你是遵守我的誡命, 遵守我的吩咐的時候, 我就會祝福你們。
[00:15:17.000 --> 00:15:28.000]  但是如果你離棄我, 背棄我的時候, 你就會有很多的後果。
[00:15:44.000 --> 00:15:48.000]  生命記28章15字裏說, 如果你不聽我的話的時候, 就在臨到你的身上。
[00:16:13.000 --> 00:16:17.000]  生命記28章15字裏說, 你若不聽從耶和華神的話, 不謹守遵行他一切的誡命律例。
[00:16:17.000 --> 00:16:27.000]  就是今天我所吩咐你們的, 以下的奏訟都會追隨你, 臨到你們的身上。
[00:16:27.000 --> 00:16:36.000]  當然有很多的方法會影響到以色列人。
[00:16:40.000 --> 00:16:44.000]  可以說有旱災, 他們得不到收成。
[00:16:44.000 --> 00:16:51.000]  有外邦的軍隊會來攻擊你們。
[00:16:51.000 --> 00:16:57.000]  耶利米亞這本書是很難看的一本書。
[00:16:57.000 --> 00:17:07.000]  你可以說耶利米亞這個時候, 以色列人因為他們不聽神的話,
[00:17:09.000 --> 00:17:13.000]  所以他們承受了這個後果。
[00:17:13.000 --> 00:17:19.000]  但是神不是想審判他們。
[00:17:19.000 --> 00:17:31.000]  所以神就是要差遣耶利米亞去到以色列人當中, 去提醒他們, 他們不是要審判他們, 但提醒他們神是愛他們。
[00:17:40.000 --> 00:17:44.000]  他想讓以色列人知道, 他們的問題的根源在哪裡。
[00:17:44.000 --> 00:17:54.000]  因為他們缺乏信心, 和沒有依靠神。
[00:17:54.000 --> 00:18:00.000]  你可以說我們每一個人都是為此來掙扎。
[00:18:04.000 --> 00:18:09.000]  有時候我們要聽神的話語, 成為我們的一個掙扎。
[00:18:09.000 --> 00:18:18.000]  所以你說很難去準備這個訊息。
[00:18:18.000 --> 00:18:27.000]  所以耶利米亞這個訊息不只是為這些以色列人。
[00:18:27.000 --> 00:18:33.000]  他的訊息都是給我, 和給你。
[00:18:34.000 --> 00:18:38.000]  神的慾望就是我們信祂, 和要依靠祂, 親近祂。
[00:18:38.000 --> 00:18:49.000]  我不知道你在屬靈方面, 你和神的關係是怎樣。
[00:18:49.000 --> 00:18:57.000]  或者你和神的關係非常好, 和祂很親密。
[00:19:02.000 --> 00:19:06.000]  或者你是遠離祂。
[00:19:06.000 --> 00:19:16.000]  神很祝福我, 我可以在這裡和很多弟兄姊妹交談, 相交, 交流。
[00:19:16.000 --> 00:19:24.000]  看到你們的信心, 和你們在主裡面的盼望。
[00:19:24.000 --> 00:19:29.000]  對我來說是一個很大的福份。
[00:19:32.000 --> 00:19:36.000]  有時我們和神非常親密, 但有時我們好像離開了祂很遠。
[00:19:36.000 --> 00:19:47.000]  有可能你心裡面充滿了活水, 但有可能你是非常渴望。
[00:19:47.000 --> 00:19:55.000]  我們要從耶穌那裡渴望祂的活水。
[00:19:55.000 --> 00:20:01.000]  我們回到以色列的警方。
[00:20:03.000 --> 00:20:06.000]  問題的根源在哪裡呢?
[00:20:32.000 --> 00:20:36.000]  耶利米亞書第十二章, 第十二至第十三節。
[00:20:36.000 --> 00:20:56.000]  耶利米亞就像一個律師。
[00:20:57.000 --> 00:21:02.000]  他說, 這裡有個問題, 這裡有個刑罰。
[00:21:02.000 --> 00:21:08.000]  第一,你離棄了神。
[00:21:08.000 --> 00:21:14.000]  你要留心地看背後的意思是什麼。
[00:21:14.000 --> 00:21:23.000]  是婚姻的語言。
[00:21:27.000 --> 00:21:31.000]  根據一位評論家的說法, 他在某種意義上說,
[00:21:31.000 --> 00:21:36.000]  這是一種情況, 主是信仰的丈夫。
[00:21:36.000 --> 00:21:49.000]  而他對他的妻子很愛慰, 很慷慨。
[00:21:49.000 --> 00:21:56.000]  但是, 以色列決定離開了。
[00:21:58.000 --> 00:22:02.000]  雖然我替你納了藥, 但是我要離開。
[00:22:02.000 --> 00:22:11.000]  他的丈夫, 主, 是活水的傳言。
[00:22:11.000 --> 00:22:24.000]  但是, 當時的以色列人說, 我要離開。
[00:22:26.000 --> 00:22:30.000]  我不需要你的水。
[00:22:30.000 --> 00:22:34.000]  我不需要你的活水的傳言。
[00:22:34.000 --> 00:22:39.000]  我要找我自己的水, 我覺得會比較更好。
[00:22:39.000 --> 00:22:52.000]  所以, 他們在第十三節這樣說,
[00:22:53.000 --> 00:22:57.000]  要做出一個孔, 要做一個錢紙去儲存水。
[00:22:57.000 --> 00:23:10.000]  他們以為可以找到一個新的傳言, 可以滿足他們的需要。
[00:23:20.000 --> 00:23:24.000]  但是, 雖然他們可以在地下做一個錢紙, 但是這個錢紙是不能夠儲存水的。
[00:23:24.000 --> 00:23:39.000]  我讀過一本書, 它說, 以色列那時候有三種水。
[00:23:46.000 --> 00:23:50.000]  你可以說, 最好的就是淡水, 活的水。
[00:23:50.000 --> 00:23:58.000]  你可以說, 在溪水裏面流出來的水, 是最好的。
[00:23:58.000 --> 00:24:03.000]  他們就說, 活水。
[00:24:03.000 --> 00:24:08.000]  之後, 就是在地下的水。
[00:24:08.000 --> 00:24:11.000]  或者, 你是在井裏面拿到的水。
[00:24:13.000 --> 00:24:16.000]  這是次等的水。
[00:24:16.000 --> 00:24:19.000]  最差的水呢?
[00:24:19.000 --> 00:24:25.000]  你可以說, 在地下做一個孔, 做一個錢紙儲存的水。
[00:24:25.000 --> 00:24:31.000]  你會說, 下雨之後, 在地下那裏流進去的水。
[00:24:43.000 --> 00:24:47.000]  你可以說, 雨水去到地下那裏, 在地下那裏流, 然後流入這個錢紙。
[00:24:47.000 --> 00:24:58.000]  你可以說, 你可以想像到, 那些水儲存在泉水的時候, 因為要這樣流, 就不會很乾淨。
[00:24:58.000 --> 00:25:10.000]  我相信, 如果你在那裏要喝這些水的時候, 才會是一個很…
[00:25:12.000 --> 00:25:15.000]  如果你是沒有其他水要喝的時候, 可能你會喝那些水。
[00:25:15.000 --> 00:25:26.000]  在那個時候, 有些人決定這樣做, 在池子裏喝那些水。
[00:25:26.000 --> 00:25:36.000]  他們以為可以自己找自己的水, 可以滿足他們自己。
[00:25:42.000 --> 00:25:46.000]  但我們知道, 在這個池子裏面, 因為有很多洞在裏面, 所以水會流走了, 不可以存到水。
[00:25:46.000 --> 00:26:01.000]  可以說, 是我們人類的狀況。
[00:26:01.000 --> 00:26:06.000]  你和我, 你犧牲的時候。
[00:26:12.000 --> 00:26:15.000]  而我們尋找我們自己的喜樂, 是離開神的。
[00:26:15.000 --> 00:26:19.000]  我們的生命就是這樣。
[00:26:19.000 --> 00:26:26.000]  我們去找自己的水, 但最後我們什麼都得不到。
[00:26:26.000 --> 00:26:34.000]  我們自己去找那些水, 不可以滿足到我們自己。
[00:26:42.000 --> 00:26:45.000]  自己留下的, 只不過是那些水留下那些污糟的東西。
[00:26:45.000 --> 00:26:56.000]  我們看看, 怎樣得到一個福分的生命。
[00:26:56.000 --> 00:27:05.000]  我怎樣可以找到這個活水呢?
[00:27:09.000 --> 00:27:12.000]  在耶利米蘇第十七章五至六百節,
[00:27:12.000 --> 00:27:25.000]  他開始的時候說, 如果這個人不去尋找神的時候,
[00:27:40.000 --> 00:27:43.000]  第五節說, 依靠人血的傍臂, 心中離棄耶和華的那人有何了?
[00:27:43.000 --> 00:27:53.000]  因為必在沙漠的曹蟲, 不見福樂來到, 卻要住在曠野乾的之處, 無人居住的簡地。
[00:28:08.000 --> 00:28:11.000]  在一個不可結果的生命裡面, 就是一個人要靠著自己的能力去做自己的事情。
[00:28:11.000 --> 00:28:24.000]  他們是信靠人, 信靠人給他們的力量。
[00:28:24.000 --> 00:28:34.000]  他這樣說, 去依靠人肉血的傍臂, 他的意思是什麼呢?
[00:28:38.000 --> 00:28:41.000]  他的意思就是說, 當你將你最終的信靠放在一些東西, 是離開神的。
[00:28:41.000 --> 00:28:56.000]  你可以說是一些寶貴的東西, 或者是金錢。
[00:28:56.000 --> 00:29:04.000]  或者是依靠你自己的工作。
[00:29:05.000 --> 00:29:08.000]  或者是依靠一些政治的領袖。
[00:29:08.000 --> 00:29:16.000]  或者是依靠一些龐大的機器, 或者是軍事的力量。
[00:29:16.000 --> 00:29:26.000]  神說, 如果人是這樣做的時候, 他就不可以結果自然。
[00:29:30.000 --> 00:29:35.000]  你可以說是一個矮樹, 在一個沙漠中的一個矮樹。
[00:29:35.000 --> 00:29:44.000]  他在這些荒蕪的地方, 乾旱的地方, 塞木。
[00:29:44.000 --> 00:29:50.000]  他們是在孤單, 無人居住的地方。
[00:29:50.000 --> 00:29:56.000]  是不是你很想去度假的地方呢? 我相信不是。
[00:30:01.000 --> 00:30:04.000]  我不想生命好像這樣。
[00:30:04.000 --> 00:30:09.000]  我們怎樣可以成為一個結果子的樹呢?
[00:30:09.000 --> 00:30:15.000]  怎樣可以在萬國之中成為一個結果子的樹呢?
[00:30:30.000 --> 00:30:33.000]  耶律米斯十七章第七至八節這麼說:
[00:30:33.000 --> 00:30:40.000]  以靠耶和華, 以耶和華為可靠的, 那人有福了。
[00:30:40.000 --> 00:30:45.000]  他必像樹栽在水旁, 有河邊紮根。
[00:30:45.000 --> 00:30:49.000]  炎熱來到, 並不懼怕, 葉子仍要清除。
[00:30:49.000 --> 00:30:54.000]  在該旱之年, 毫無掛慮, 而且結果不止。
[00:30:59.000 --> 00:31:02.000]  所以一個結果子的人, 是倚靠神。
[00:31:02.000 --> 00:31:09.000]  他這個倚靠, 是包含了所有的東西。
[00:31:09.000 --> 00:31:17.000]  這個對神的倚靠, 就開了這個活水的泉源。
[00:31:25.000 --> 00:31:29.000]  這個倚靠活水的泉源的時候, 就開了屬靈的門, 給我們一個很大的屬靈的福分。
[00:31:29.000 --> 00:31:40.000]  在神的話語裏面, 他讀神的話語, 他信神的應許。
[00:31:40.000 --> 00:31:48.000]  那個人會是怎樣呢?
[00:31:48.000 --> 00:31:51.000]  他會好像一棵樹, 在溪水旁邊。
[00:31:54.000 --> 00:31:57.000]  這棵樹是非常之茂盛, 很強壯。
[00:31:57.000 --> 00:32:03.000]  這棵樹經常都會結果子。
[00:32:03.000 --> 00:32:13.000]  有一件很有趣的事, 就是這棵樹裏面的根, 它們會生長去找一些水。
[00:32:22.000 --> 00:32:25.000]  那棵樹有些根, 是很近一些水管的那裏。
[00:32:25.000 --> 00:32:34.000]  如果這個水管裏面, 有一些裂紋,
[00:32:34.000 --> 00:32:42.000]  那些樹的根就會生長, 進入水管裂痕去吸取水。
[00:32:49.000 --> 00:32:52.000]  因為這個水是非常之井渴, 因為這棵樹想長大,
[00:32:52.000 --> 00:32:59.000]  它會想生存, 去結果子。
[00:32:59.000 --> 00:33:06.000]  我們需要好像它這樣,
[00:33:06.000 --> 00:33:11.000]  我們要去尋找活水泉源。
[00:33:11.000 --> 00:33:18.000]  提醒我是詩篇第一篇,
[00:33:19.000 --> 00:33:22.000]  講及到這個人喜愛的, 就是夜和華的律法。
[00:33:22.000 --> 00:33:35.000]  他日夜思想, 經常在想神的律法。
[00:33:35.000 --> 00:33:40.000]  這種人是怎樣呢?
[00:33:40.000 --> 00:33:45.000]  他就好像一棵樹, 栽在溪水旁邊。
[00:33:49.000 --> 00:33:52.000]  他是安事後結果子, 葉子也不枯幹。
[00:33:52.000 --> 00:34:00.000]  在耶利米那裏, 我們看到這個圖畫。
[00:34:00.000 --> 00:34:13.000]  我們看到當我們信靠主, 在活水泉源那裏,
[00:34:16.000 --> 00:34:19.000]  經常讀神話的時候, 就好像這棵樹一樣。
[00:34:19.000 --> 00:34:31.000]  這棵樹就是說, 當有困難來到的時候,
[00:34:31.000 --> 00:34:34.000]  這棵樹也是很強壯。
[00:34:34.000 --> 00:34:40.000]  如果有些熱浪來到的時候, 這棵樹不怕。
[00:34:47.000 --> 00:34:50.000]  或者有其他的樹, 它不是說在溪水旁邊的樹的時候,
[00:34:50.000 --> 00:34:59.000]  這棵樹可能會死, 那些葉子可能會枯幹。
[00:34:59.000 --> 00:35:04.000]  但是這棵樹它強壯, 它的葉子是清脆的。
[00:35:04.000 --> 00:35:13.000]  如果有一年沒有水的時候,
[00:35:16.000 --> 00:35:19.000]  這棵樹是栽在溪水旁邊的。
[00:35:19.000 --> 00:35:27.000]  它會繼續是結果子。
[00:35:47.000 --> 00:35:50.000]  如果我們再看耶利米書其他的經文的時候,
[00:35:50.000 --> 00:35:53.000]  我們的心不可以去評估我們屬靈的生命。
[00:35:53.000 --> 00:36:09.000]  在耶利米書第十七章第九節裏這樣說,
[00:36:09.000 --> 00:36:12.000]  人心比萬物都詭詐, 壞到極處,誰能識透呢?
[00:36:16.000 --> 00:36:19.000]  十字那裏這樣說, 我耶和華是監察人心,
[00:36:19.000 --> 00:36:22.000]  試驗人肺腑的, 要著各人所行的和他做事的結果報應他。
[00:36:22.000 --> 00:36:37.000]  神就是監察我們人的心。
[00:36:42.000 --> 00:36:46.000]  他提醒我在希伯來書第四章第十至十一節,
[00:36:46.000 --> 00:37:06.000]  神的道是活潑的, 是有功效的,
[00:37:06.000 --> 00:37:09.000]  比一切兩人的劍更快,
[00:37:09.000 --> 00:37:12.000]  甚至魂與靈,骨節與骨髓都能刺入,
[00:37:12.000 --> 00:37:15.000]  否害,連心中的意念和主義都能辨明。
[00:37:15.000 --> 00:37:28.000]  所以神是監察我們的心,
[00:37:28.000 --> 00:37:31.000]  如果我們離開了祂很遠的時候,
[00:37:31.000 --> 00:37:34.000]  求神監察我們的心, 帶我們回到祂那裏。
[00:37:39.000 --> 00:37:42.000]  我如何去做呢? 如何才能結果子?
[00:37:42.000 --> 00:37:45.000]  如何才能得到活水的源泉?
[00:37:45.000 --> 00:37:54.000]  第一,我想說的是, 當我們悔改的時候,
[00:37:54.000 --> 00:37:57.000]  神會喜歡我們回到祂那裏。
[00:38:10.000 --> 00:38:13.000]  神說,我要像他們認識我的心,
[00:38:13.000 --> 00:38:16.000]  知道我是耶和華。
[00:38:16.000 --> 00:38:19.000]  他們要作我的子民, 我要作他的神,
[00:38:19.000 --> 00:38:22.000]  因為他們要一心歸向我。
[00:38:22.000 --> 00:38:25.000]  耶利米斯二十四章七節。
[00:38:25.000 --> 00:38:37.000]  除了悔改之後, 我們要仰望耶和華,
[00:38:37.000 --> 00:38:40.000]  耶穌。
[00:38:40.000 --> 00:38:46.000]  耶穌就是我們活水的源泉。
[00:38:46.000 --> 00:38:53.000]  耶利米斯講的是耶穌。
[00:38:53.000 --> 00:39:01.000]  當意識的人離棄活水的源泉的時候,
[00:39:06.000 --> 00:39:09.000]  我們在新約的時候看到,
[00:39:09.000 --> 00:39:12.000]  活水的泉源其實就是耶穌。
[00:39:12.000 --> 00:39:16.000]  只有耶穌可以滿足我們,
[00:39:16.000 --> 00:39:22.000]  只有祂可以醫治我們的心靈。
[00:39:22.000 --> 00:39:31.000]  祂死在十字架上,
[00:39:31.000 --> 00:39:34.000]  祂除去我們的恥辱,
[00:39:36.000 --> 00:39:39.000]  祂讓我們有希望。
[00:39:39.000 --> 00:39:44.000]  祂不再記住我們的恥辱和我們的罪。
[00:39:44.000 --> 00:39:58.000]  在羅馬書第十一節這樣說,
[00:40:07.000 --> 00:40:10.000]  然後在約翰書第四章十到十五章,
[00:40:10.000 --> 00:40:15.000]  我們看到有一個女人坐在水泳池上,
[00:40:15.000 --> 00:40:18.000]  耶穌坐在水泳池上,
[00:40:18.000 --> 00:40:21.000]  祂和一位索馬里人女人說話。
[00:40:21.000 --> 00:40:34.000]  耶穌說,
[00:40:34.000 --> 00:40:37.000]  如果您知道神的禮物和祂對您說的話,
[00:40:37.000 --> 00:40:40.000]  給我一杯水。
[00:40:40.000 --> 00:40:43.000]  因為耶穌要求她喝一杯水。
[00:40:43.000 --> 00:40:46.000]  耶穌說,如果您知道神的禮物和祂對您說的話,
[00:40:46.000 --> 00:40:49.000]  給我一杯水。
[00:40:49.000 --> 00:40:52.000]  你會問祂,
[00:40:52.000 --> 00:40:55.000]  祂會給你活水。
[00:40:55.000 --> 00:40:58.000]  耶穌在第四章第十節這樣對這位婦人說,
[00:40:58.000 --> 00:41:01.000]  你若知道神的恩賜和對你說,
[00:41:01.000 --> 00:41:04.000]  你會早去求祂,
[00:41:04.000 --> 00:41:07.000]  祂也必早給你活水。
[00:41:07.000 --> 00:41:18.000]  這位婦人對她說,
[00:41:18.000 --> 00:41:21.000]  先生,你沒有打水的器具,
[00:41:21.000 --> 00:41:24.000]  你怎樣在井裡打水?
[00:41:32.000 --> 00:41:35.000]  耶穌就這樣回答這位婦人,
[00:41:35.000 --> 00:41:38.000]  她說,凡者喝水的,
[00:41:38.000 --> 00:41:41.000]  他就不會再喝。
[00:41:41.000 --> 00:41:44.000]  人若喝我這個水的,
[00:41:44.000 --> 00:41:47.000]  就永遠不喝。
[00:41:47.000 --> 00:41:50.000]  我所賜給的水,
[00:41:50.000 --> 00:41:53.000]  要在他裡頭成為泉源,
[00:41:53.000 --> 00:41:56.000]  直湧到永生。
[00:42:02.000 --> 00:42:05.000]  第37到39篇,
[00:42:05.000 --> 00:42:08.000]  開始在第38篇,
[00:42:08.000 --> 00:42:10.000]  誰信奉我,
[00:42:10.000 --> 00:42:12.000]  就如耶穌說的,
[00:42:12.000 --> 00:42:15.000]  他的心裡就會流出永生的水。
[00:42:15.000 --> 00:42:17.000]  我再回到第37篇,
[00:42:17.000 --> 00:42:20.000]  在聖餐禮中,耶穌對群眾說,
[00:42:20.000 --> 00:42:22.000]  在聖餐禮的最後一天,
[00:42:22.000 --> 00:42:24.000]  耶穌站起來,
[00:42:24.000 --> 00:42:26.000]  如果有人渴望,
[00:42:26.000 --> 00:42:28.000]  就讓他來給我喝。
[00:42:28.000 --> 00:42:30.000]  誰信奉我,
[00:42:30.000 --> 00:42:32.000]  就如耶穌說的,
[00:42:32.000 --> 00:42:35.000]  在福音第七章第37節裡說,
[00:42:35.000 --> 00:42:38.000]  此其末日就是最大之日。
[00:42:38.000 --> 00:42:41.000]  耶穌站起來就大聲說,
[00:42:41.000 --> 00:42:43.000]  人若渴了,
[00:42:43.000 --> 00:42:45.000]  可以到我這裡來喝。
[00:42:45.000 --> 00:42:46.000]  信我的人,
[00:42:46.000 --> 00:42:48.000]  就如經上所說,
[00:42:48.000 --> 00:42:51.000]  從他腹中要流出活水的江河來。
[00:42:51.000 --> 00:42:55.000]  第一,我們要悔改,
[00:42:55.000 --> 00:42:59.000]  去到耶穌的身旁,
[00:42:59.000 --> 00:43:02.000]  他就是活水的泉源。
[00:43:02.000 --> 00:43:04.000]  第二,
[00:43:04.000 --> 00:43:15.000]  在這個乾旱的地方,
[00:43:15.000 --> 00:43:17.000]  不要說自己孤獨。
[00:43:17.000 --> 00:43:27.000]  我們需要在弟兄姊妹的身旁,
[00:43:27.000 --> 00:43:30.000]  有時候在我們的屬靈生命裡,
[00:43:30.000 --> 00:43:33.000]  或者在我們的乾渴的時候,
[00:43:33.000 --> 00:43:39.000]  你覺得是遠離神的時候,
[00:43:39.000 --> 00:43:43.000]  我們在教會裡,
[00:43:43.000 --> 00:43:51.000]  有一群弟兄姊妹可以一起,
[00:43:51.000 --> 00:43:53.000]  可以去到牧師那裡,
[00:43:53.000 --> 00:43:55.000]  我們弟兄姊妹那裡,
[00:43:55.000 --> 00:43:57.000]  說你為我祈禱,
[00:43:57.000 --> 00:44:01.000]  因為我覺得我自己是遠離神。
[00:44:01.000 --> 00:44:04.000]  有時候我們也會覺得會這樣,
