
[00:00:00.000 --> 00:00:02.000]  各位電視姐妹午安
[00:03:03.000 --> 00:03:05.000]  加上他們的語文的障礙
[00:03:05.000 --> 00:03:07.000]  文化的差異
[00:03:07.000 --> 00:03:09.000]  在這裏就算住了很多年
[00:03:09.000 --> 00:03:11.000]  都很難融入社會
[00:03:11.000 --> 00:03:13.000]  所以他們被忽略
[00:03:13.000 --> 00:03:16.000]  所以他們有受歧視的感覺
[00:03:16.000 --> 00:03:18.000]  今天很想透過
[00:03:18.000 --> 00:03:21.000]  保羅請求羅馬教會接待和幫助
[00:03:21.000 --> 00:03:24.000]  非比一個少數族群的人
[00:03:24.000 --> 00:03:26.000]  來勉勵我們的弟兄姊妹
[00:03:26.000 --> 00:03:29.000]  在我們自覺這個大多數的族群裏面
[00:03:29.000 --> 00:03:30.000]  怎樣去接納
[00:03:30.000 --> 00:03:33.000]  和怎樣來關懷這些少數派的人士
[00:03:33.000 --> 00:03:35.000]  在神的國度
[00:03:35.000 --> 00:03:38.000]  拓展一個沒有界限的福音工作
[00:03:38.000 --> 00:03:39.000]  交代一下
[00:03:39.000 --> 00:03:41.000]  給文人背景
[00:03:41.000 --> 00:03:43.000]  羅馬書第十六章
[00:03:43.000 --> 00:03:45.000]  其實是全卷書最後一章
[00:03:45.000 --> 00:03:46.000]  這一章是很特別的
[00:03:46.000 --> 00:03:47.000]  為甚麼呢
[00:03:47.000 --> 00:03:51.000]  保羅用了十六份一的篇幅
[00:03:51.000 --> 00:03:53.000]  來作為書信的結尾
[00:03:53.000 --> 00:03:54.000]  在其他的書信結尾
[00:03:54.000 --> 00:03:55.000]  多數都是幾節的
[00:03:55.000 --> 00:03:56.000]  兩三句
[00:03:56.000 --> 00:03:57.000]  就好像我們寫信一樣
[00:03:57.000 --> 00:03:59.000]  最後就是問候一下誰
[00:03:59.000 --> 00:04:01.000]  或者祝大家工作愉快
[00:04:01.000 --> 00:04:02.000]  身體健康
[00:04:02.000 --> 00:04:04.000]  保羅其他的書信都是
[00:04:04.000 --> 00:04:06.000]  但他在羅馬書第十六章
[00:04:06.000 --> 00:04:07.000]  偏偏不是
[00:04:07.000 --> 00:04:09.000]  現代中文譯本和和合本告訴他
[00:04:09.000 --> 00:04:10.000]  和合本說
[00:04:10.000 --> 00:04:12.000]  他用了一至十四節
[00:04:12.000 --> 00:04:14.000]  來作一個問案
[00:04:14.000 --> 00:04:17.000]  原來中文譯本將第十七節劃分
[00:04:17.000 --> 00:04:18.000]  不是問案
[00:04:18.000 --> 00:04:20.000]  是勸導
[00:04:20.000 --> 00:04:21.000]  很長的
[00:04:21.000 --> 00:04:22.000]  是很少有的
[00:04:22.000 --> 00:04:26.000]  在他打開一連串的問案語之先
[00:04:26.000 --> 00:04:28.000]  他就介紹一位姊妹
[00:04:28.000 --> 00:04:29.000]  叫做菲比
[00:04:29.000 --> 00:04:31.000]  一開始他就說
[00:04:31.000 --> 00:04:34.000]  他是舉薦菲比的
[00:04:34.000 --> 00:04:35.000]  所以我們看第一部分
[00:04:35.000 --> 00:04:37.000]  保羅舉薦菲比
[00:04:37.000 --> 00:04:41.000]  我對你們舉薦我們的姊妹菲比
[00:04:41.000 --> 00:04:43.000]  保羅為甚麼要舉薦她呢
[00:04:43.000 --> 00:04:45.000]  甚麼是舉薦呢
[00:04:45.000 --> 00:04:48.000]  舉薦就是推薦
[00:04:48.000 --> 00:04:52.000]  保羅在此等同為菲比寫一封推薦信
[00:04:52.000 --> 00:04:56.000]  在當時有很多的居圖
[00:04:56.000 --> 00:04:58.000]  真與假難分
[00:04:58.000 --> 00:05:02.000]  如果有使徒寫的推薦信
[00:05:02.000 --> 00:05:05.000]  就嘗試辨別出
[00:05:05.000 --> 00:05:08.000]  分出這個信徒是可信任的
[00:05:08.000 --> 00:05:09.000]  不是那些異端
[00:05:09.000 --> 00:05:11.000]  不是那些搞搞震的人
[00:05:11.000 --> 00:05:14.000]  所以是可信任的
[00:05:14.000 --> 00:05:15.000]  當時的使徒
[00:05:15.000 --> 00:05:18.000]  經常帶著這些推薦信出入
[00:05:18.000 --> 00:05:21.000]  帶著這些推薦信來往
[00:05:21.000 --> 00:05:23.000]  來證明自己的身份
[00:05:23.000 --> 00:05:25.000]  今天我的講道例子
[00:05:25.000 --> 00:05:29.000]  大部分是來自我這次去馬達加斯加的典宣
[00:05:29.000 --> 00:05:32.000]  這次我和另一位同學去馬達加斯加
[00:05:32.000 --> 00:05:34.000]  接受宣教士的邀請
[00:05:34.000 --> 00:05:36.000]  為他們主持一個營會
[00:05:36.000 --> 00:05:39.000]  我們都要帶推薦信去
[00:05:39.000 --> 00:05:40.000]  為甚麼呢
[00:05:40.000 --> 00:05:44.000]  因為要證明我們的入境是合法的
[00:05:44.000 --> 00:05:47.000]  還要證明我們除了合法之外
[00:05:47.000 --> 00:05:50.000]  不讓當地人來到我們身上
[00:05:50.000 --> 00:05:52.000]  打任何的主意
[00:05:52.000 --> 00:05:53.000]  為甚麼呢
[00:05:53.000 --> 00:05:55.000]  出入這個地方經常都要給好處的
[00:05:55.000 --> 00:05:57.000]  當我們帶著一封推薦信
[00:05:57.000 --> 00:05:58.000]  我們是義工來的
[00:05:58.000 --> 00:05:59.000]  我們是牧師來的
[00:05:59.000 --> 00:06:01.000]  是去幫教會的
[00:06:01.000 --> 00:06:03.000]  他們就放我們一馬
[00:06:03.000 --> 00:06:05.000]  所以推薦信是很重要的
[00:06:05.000 --> 00:06:08.000]  當時他們都是這樣來舉薦菲比
[00:06:08.000 --> 00:06:09.000]  究竟菲比是甚麼人
[00:06:09.000 --> 00:06:13.000]  為甚麼保羅要向羅馬教會的信徒來推薦她呢
[00:06:13.000 --> 00:06:16.000]  我們就看保羅對菲比的介紹
[00:06:16.000 --> 00:06:18.000]  他第一個介紹是
[00:06:18.000 --> 00:06:21.000]  菲比是我們的姊妹
[00:06:21.000 --> 00:06:25.000]  菲比這個名字本身是發光的意思
[00:06:25.000 --> 00:06:27.000]  是從另一個字來
[00:06:27.000 --> 00:06:29.000]  原來Phoebe
[00:06:29.000 --> 00:06:30.000]  我用英文翻譯
[00:06:30.000 --> 00:06:39.000]  她本身那個字是來自希臘一個愛邦偶像神明阿波羅
[00:06:39.000 --> 00:06:41.000]  那個字都是太陽神
[00:06:41.000 --> 00:06:43.000]  就是光的意思
[00:06:43.000 --> 00:06:46.000]  本身她是一個愛邦人
[00:06:46.000 --> 00:06:51.000]  因為猶太人是不會用阿波羅這個字
[00:06:51.000 --> 00:06:53.000]  是一個愛邦神的名字
[00:06:53.000 --> 00:06:54.000]  不會這樣的
[00:06:54.000 --> 00:06:56.000]  菲比是信了主的
[00:06:56.000 --> 00:06:59.000]  所以她說是我們的姊妹
[00:06:59.000 --> 00:07:01.000]  我們的姊妹是一個教會裏面
[00:07:01.000 --> 00:07:03.000]  信了主的人常有的稱呼
[00:07:03.000 --> 00:07:05.000]  保羅在這裏想做甚麼呢
[00:07:05.000 --> 00:07:07.000]  保羅想在這裏凸顯
[00:07:07.000 --> 00:07:09.000]  她雖然是一個愛邦人
[00:07:09.000 --> 00:07:11.000]  她信了主之後沒有改名
[00:07:11.000 --> 00:07:13.000]  我們很多人信了主之後改名
[00:07:13.000 --> 00:07:15.000]  從我們的名字大概知道
[00:07:15.000 --> 00:07:17.000]  你的父母應該是基督徒了
[00:07:17.000 --> 00:07:18.000]  改甚麼呢
[00:07:18.000 --> 00:07:19.000]  天恩
[00:07:19.000 --> 00:07:20.000]  眾恩
[00:07:20.000 --> 00:07:22.000]  眾人上帝恩典
[00:07:22.000 --> 00:07:24.000]  講天父上帝的恩典
[00:07:24.000 --> 00:07:25.000]  你大概猜到
[00:07:25.000 --> 00:07:26.000]  她這個名字猜不到
[00:07:26.000 --> 00:07:27.000]  她是愛邦人
[00:07:27.000 --> 00:07:29.000]  不過她說是我們的姊妹
[00:07:29.000 --> 00:07:32.000]  強調基督徒的身份
[00:07:32.000 --> 00:07:34.000]  凌駕於愛邦人的身份
[00:07:34.000 --> 00:07:38.000]  基督徒的身份比她作為一個愛邦人重要
[00:07:38.000 --> 00:07:40.000]  她是神家裏面的一個人
[00:07:40.000 --> 00:07:42.000]  這是第一個介紹
[00:07:42.000 --> 00:07:43.000]  第二個介紹是甚麼呢
[00:07:43.000 --> 00:07:49.000]  保羅說她是經格理教會裏面的女執事
[00:07:49.000 --> 00:07:53.000]  她是經格理教會中的女執事
[00:07:53.000 --> 00:07:55.000]  經格理在哪裏呢
[00:07:55.000 --> 00:07:58.000]  保羅有很多宣教的行程
[00:07:58.000 --> 00:08:00.000]  之前跟大家介紹過
[00:08:00.000 --> 00:08:02.000]  由菲勒比去貼薩萊加
[00:08:02.000 --> 00:08:04.000]  接著由比利亞雅典去到哥林多
[00:08:04.000 --> 00:08:06.000]  哥林多之後就去經格理
[00:08:06.000 --> 00:08:08.000]  有一個紅色大箭咀
[00:08:08.000 --> 00:08:11.000]  哥林多下面一點點就是經格理
[00:08:11.000 --> 00:08:13.000]  哥林多是一個很繁榮的地方
[00:08:13.000 --> 00:08:17.000]  教會裏面充滿著很多才幹的人
[00:08:17.000 --> 00:08:19.000]  所以大家有不同的恩賜
[00:08:19.000 --> 00:08:21.000]  經格理在它低一點
[00:08:21.000 --> 00:08:23.000]  很可能是哥林多教會開的分堂
[00:08:23.000 --> 00:08:25.000]  就像我們大埔堂
[00:08:25.000 --> 00:08:26.000]  我們開粉嶺堂
[00:08:26.000 --> 00:08:27.000]  我們開葵涌堂
[00:08:27.000 --> 00:08:28.000]  我們開上水堂
[00:08:28.000 --> 00:08:30.000]  我們開不同的地方
[00:08:30.000 --> 00:08:33.000]  是她的子堂
[00:08:33.000 --> 00:08:36.000]  是教會裏面的女執事
[00:08:36.000 --> 00:08:37.000]  也有些身份的
[00:08:37.000 --> 00:08:38.000]  有些職份的
[00:08:38.000 --> 00:08:39.000]  執事當時
[00:08:39.000 --> 00:08:42.000]  記得不只是像我們現在這樣
[00:08:42.000 --> 00:08:44.000]  做行政管理
[00:08:44.000 --> 00:08:46.000]  執事本身是幫忙帶領教會的
[00:08:46.000 --> 00:08:50.000]  雖然子徒說我們應該選執事
[00:08:50.000 --> 00:08:55.000]  讓其他人專心以祈禱傳道為事
[00:08:55.000 --> 00:08:58.000]  其實他們都是傳福音的人
[00:08:58.000 --> 00:09:01.000]  他們其中一個史提反
[00:09:01.000 --> 00:09:02.000]  他被選為執事
[00:09:02.000 --> 00:09:03.000]  他被聖靈充滿
[00:09:03.000 --> 00:09:05.000]  要求是很高的
[00:09:05.000 --> 00:09:09.000]  他被人用石頭打死
[00:09:09.000 --> 00:09:11.000]  執事做甚麼呢
[00:09:11.000 --> 00:09:12.000]  為甚麼要強調他是女執事
[00:09:12.000 --> 00:09:14.000]  當然非比一個女性
[00:09:14.000 --> 00:09:18.000]  當時是男人話事的社會
[00:09:18.000 --> 00:09:19.000]  父權的社會
[00:09:19.000 --> 00:09:21.000]  以男性做主導
[00:09:21.000 --> 00:09:24.000]  而帶領教會其實多數是男性的
[00:09:24.000 --> 00:09:26.000]  要強調他是女執事
[00:09:26.000 --> 00:09:28.000]  即是女性的崗位是不同的
[00:09:28.000 --> 00:09:30.000]  女性多數做甚麼呢
[00:09:30.000 --> 00:09:32.000]  服侍婦女的工作
[00:09:32.000 --> 00:09:34.000]  探訪病人的工作
[00:09:34.000 --> 00:09:36.000]  周濟窮人的工作
[00:09:36.000 --> 00:09:37.000]  這些就交給女性做
[00:09:37.000 --> 00:09:38.000]  所以他強調
[00:09:38.000 --> 00:09:40.000]  非比是女執事
[00:09:40.000 --> 00:09:41.000]  他就是做這些的
[00:09:41.000 --> 00:09:46.000]  我們教會男女都不相伯仲
[00:09:46.000 --> 00:09:47.000]  不是說人數
[00:09:47.000 --> 00:09:49.000]  是說分量
[00:09:49.000 --> 00:09:50.000]  不多教會有女牧師
[00:09:50.000 --> 00:09:51.000]  我們有
[00:09:51.000 --> 00:09:53.000]  不多教會有女傳道
[00:09:53.000 --> 00:09:55.000]  或者女牧師做堂主任
[00:09:55.000 --> 00:09:56.000]  這裡也有
[00:09:56.000 --> 00:09:58.000]  所以女權當道
[00:09:58.000 --> 00:10:00.000]  但其實很多教會是怎樣呢
[00:10:00.000 --> 00:10:03.000]  女傳道是不可以講道的
[00:10:03.000 --> 00:10:05.000]  女傳道是不站港台的
[00:10:05.000 --> 00:10:06.000]  站在哪裡呢
[00:10:06.000 --> 00:10:08.000]  教主一學
[00:10:08.000 --> 00:10:10.000]  做婦女團契的
[00:10:10.000 --> 00:10:13.000]  做探訪的 探病的
[00:10:13.000 --> 00:10:15.000]  所以我們教會
[00:10:15.000 --> 00:10:18.000]  不是傳統保守的教會
[00:10:18.000 --> 00:10:20.000]  當然有很多聖經根據
[00:10:20.000 --> 00:10:22.000]  大家都有一些聖經根據
[00:10:22.000 --> 00:10:24.000]  有機會再和大家講
[00:10:24.000 --> 00:10:27.000]  這個非比被舉薦
[00:10:27.000 --> 00:10:29.000]  既然她是主內的姐妹
[00:10:29.000 --> 00:10:31.000]  既然她是教會的執事
[00:10:31.000 --> 00:10:34.000]  即是說她是一個可信任的人
[00:10:34.000 --> 00:10:35.000]  我們來到這裡
[00:10:35.000 --> 00:10:36.000]  要再想一下
[00:10:36.000 --> 00:10:39.000]  為何保羅要這樣來推薦她呢
[00:10:39.000 --> 00:10:42.000]  他究竟想羅馬教會做些甚麼
[00:10:42.000 --> 00:10:45.000]  以致讓他們知道這位非比是可信任的呢
[00:10:45.000 --> 00:10:47.000]  第二部分我們來看
[00:10:47.000 --> 00:10:51.000]  保羅呼籲羅馬教會的信徒
[00:10:51.000 --> 00:10:53.000]  你們接待非比
[00:10:53.000 --> 00:10:55.000]  第二節
[00:10:55.000 --> 00:10:58.000]  請你們為主接待她
[00:10:58.000 --> 00:11:00.000]  合乎聖徒的體統
[00:11:00.000 --> 00:11:02.000]  她在何時需要你們幫助
[00:11:02.000 --> 00:11:04.000]  你們就幫助她
[00:11:04.000 --> 00:11:06.000]  因她素來幫助許多人
[00:11:06.000 --> 00:11:09.000]  也幫助了我
[00:11:09.000 --> 00:11:12.000]  呼籲羅馬教會的信徒
[00:11:12.000 --> 00:11:14.000]  要接待非比
[00:11:14.000 --> 00:11:17.000]  第二部分是說幫助非比
[00:11:17.000 --> 00:11:19.000]  我們先看接待非比
[00:11:19.000 --> 00:11:21.000]  請你們為主接待她
[00:11:21.000 --> 00:11:24.000]  合乎聖徒的體統
[00:11:24.000 --> 00:11:27.000]  當時他們經常要接待外人
[00:11:27.000 --> 00:11:30.000]  這是猶太人常有的習慣
[00:11:30.000 --> 00:11:32.000]  基督徒無論去到哪裏
[00:11:32.000 --> 00:11:34.000]  只要那裏有基督徒
[00:11:34.000 --> 00:11:35.000]  都會有地方住
[00:11:35.000 --> 00:11:36.000]  有東西吃
[00:11:36.000 --> 00:11:39.000]  強調是為主接待
[00:11:39.000 --> 00:11:41.000]  不是基於親戚朋友的關係
[00:11:41.000 --> 00:11:43.000]  是基於大家都是主裏面的
[00:11:43.000 --> 00:11:44.000]  弟兄姊妹的關係
[00:11:44.000 --> 00:11:46.000]  所以這裏為主
[00:11:46.000 --> 00:11:49.000]  有說是在主裏接待她
[00:11:49.000 --> 00:11:52.000]  強調是合乎聖徒的體統
[00:11:52.000 --> 00:11:55.000]  甚麼是合乎聖徒的體統呢
[00:11:55.000 --> 00:11:56.000]  我有時說
[00:11:56.000 --> 00:11:58.000]  你這樣說話
[00:11:58.000 --> 00:11:59.000]  你這樣做
[00:11:59.000 --> 00:12:00.000]  成何體統
[00:12:00.000 --> 00:12:03.000]  成何體統是指像甚麼樣子
[00:12:03.000 --> 00:12:08.000]  合乎體統是指像聖徒的體統
[00:12:08.000 --> 00:12:12.000]  不要不像樣
[00:12:12.000 --> 00:12:13.000]  其實背後亦是說
[00:12:13.000 --> 00:12:15.000]  不要怠慢她
[00:12:15.000 --> 00:12:17.000]  要對待非比
[00:12:17.000 --> 00:12:18.000]  要對待得好一點
[00:12:18.000 --> 00:12:20.000]  甚麼是接待人
[00:12:20.000 --> 00:12:21.000]  要接待得好一點
[00:12:21.000 --> 00:12:23.000]  不要怠慢她
[00:12:23.000 --> 00:12:24.000]  是合乎體統
[00:12:24.000 --> 00:12:27.000]  跟大家分享一下馬達吉加
[00:12:27.000 --> 00:12:30.000]  我去的地方住在孫教士的家
[00:12:30.000 --> 00:12:32.000]  其實亦是一個接待中心
[00:12:32.000 --> 00:12:34.000]  在非洲地方很大的
[00:12:34.000 --> 00:12:36.000]  當然有些人的家很小
[00:12:36.000 --> 00:12:37.000]  孫教士的家較為大
[00:12:37.000 --> 00:12:39.000]  因為常常要接待短孫隊
[00:12:39.000 --> 00:12:42.000]  一年有十幾二十隊短孫隊
[00:12:42.000 --> 00:12:44.000]  所以師母打掃得很乾淨
[00:12:44.000 --> 00:12:47.000]  所有清潔的事她親手做的
[00:12:47.000 --> 00:12:48.000]  不能請那裏的工人做
[00:12:48.000 --> 00:12:49.000]  她自覺請
[00:12:49.000 --> 00:12:51.000]  結果是偷了東西
[00:12:51.000 --> 00:12:53.000]  以後就不敢請了
[00:12:53.000 --> 00:12:54.000]  所有事都是她做
[00:12:54.000 --> 00:12:56.000]  我們每一餐
[00:12:56.000 --> 00:13:00.000]  吃飯洗碗各樣事都是師母做
[00:13:00.000 --> 00:13:03.000]  完全是接待得很好
[00:13:03.000 --> 00:13:06.000]  爐頭都要洗過
[00:13:06.000 --> 00:13:07.000]  是這樣的
[00:13:07.000 --> 00:13:08.000]  所以住那裏很舒服
[00:13:08.000 --> 00:13:12.000]  還有第一餐師母已經做煎蝦碌
[00:13:12.000 --> 00:13:14.000]  她還要做薄餅
[00:13:14.000 --> 00:13:15.000]  還有沙律
[00:13:15.000 --> 00:13:16.000]  沙律裏面很講究
[00:13:16.000 --> 00:13:17.000]  有顏色的配搭
[00:13:17.000 --> 00:13:18.000]  所以吃得很豐富
[00:13:18.000 --> 00:13:20.000]  吃得很舒服
[00:13:20.000 --> 00:13:21.000]  我們早餐吃甚麼呢
[00:13:21.000 --> 00:13:22.000]  各樣的果汁咖啡
[00:13:22.000 --> 00:13:23.000]  奶茶
[00:13:23.000 --> 00:13:24.000]  橙汁
[00:13:24.000 --> 00:13:25.000]  水果
[00:13:25.000 --> 00:13:27.000]  當地的水果是很便宜的
[00:13:27.000 --> 00:13:30.000]  我買了幾個牛油果回來
[00:13:30.000 --> 00:13:31.000]  經常都想說火龍果
[00:13:31.000 --> 00:13:32.000]  為甚麼呢
[00:13:32.000 --> 00:13:33.000]  因為火龍果這麼大
[00:13:33.000 --> 00:13:35.000]  買了三公斤
[00:13:35.000 --> 00:13:36.000]  有五個
[00:13:36.000 --> 00:13:37.000]  想想五個
[00:13:37.000 --> 00:13:38.000]  是三公斤
[00:13:38.000 --> 00:13:39.000]  即是三公斤
[00:13:39.000 --> 00:13:41.000]  多少錢呢
[00:13:41.000 --> 00:13:43.000]  15元港幣
[00:13:43.000 --> 00:13:46.000]  還有小小的那些
[00:13:46.000 --> 00:13:48.000]  俗名叫番鬼荔枝
[00:13:48.000 --> 00:13:49.000]  不是紅毛丹
[00:13:49.000 --> 00:13:51.000]  那些50元一籮的
[00:13:51.000 --> 00:13:53.000]  很豐富
[00:13:53.000 --> 00:13:55.000]  所以接待到我們兩位
[00:13:55.000 --> 00:13:57.000]  吃得都胖了
[00:13:57.000 --> 00:13:58.000]  我是胖了回來的
[00:13:58.000 --> 00:14:03.000]  已經在這個會友大會的議案底下
[00:14:03.000 --> 00:14:05.000]  我達成了十分之一
[00:14:05.000 --> 00:14:07.000]  我回來是專門磅一磅
[00:14:07.000 --> 00:14:09.000]  我在機場的地方我磅一磅
[00:14:09.000 --> 00:14:11.000]  跟著回來在教會磅一磅
[00:14:11.000 --> 00:14:13.000]  重了一公斤
[00:14:13.000 --> 00:14:16.000]  是
[00:14:16.000 --> 00:14:18.000]  是的
[00:14:18.000 --> 00:14:19.000]  真的胖了
[00:14:19.000 --> 00:14:22.000]  所以牧師他們接待我們
[00:14:22.000 --> 00:14:25.000]  是完全合乎這個
[00:14:25.000 --> 00:14:27.000]  聖徒的體統
[00:14:27.000 --> 00:14:28.000]  在主裡面
[00:14:28.000 --> 00:14:30.000]  就是這樣來接待我們
[00:14:30.000 --> 00:14:33.000]  為什麼保羅要羅馬教會的人
[00:14:33.000 --> 00:14:35.000]  接待菲比
[00:14:35.000 --> 00:14:36.000]  要在主裡面接待她
[00:14:36.000 --> 00:14:38.000]  並且合乎體統呢
[00:14:38.000 --> 00:14:39.000]  我們要明白
[00:14:39.000 --> 00:14:40.000]  兩方面
[00:14:40.000 --> 00:14:42.000]  一 接待的意思
[00:14:42.000 --> 00:14:44.000]  接待和接納
[00:14:44.000 --> 00:14:46.000]  是同一個部首
[00:14:46.000 --> 00:14:48.000]  用我們中文的理解
[00:14:48.000 --> 00:14:51.000]  接待人原來是要有專內
[00:14:51.000 --> 00:14:53.000]  然後才凝於外的
[00:14:53.000 --> 00:14:55.000]  要打從心裡面接納
[00:14:55.000 --> 00:14:59.000]  你才做到外在的接待
[00:14:59.000 --> 00:15:02.000]  外在的接待是服事
[00:15:02.000 --> 00:15:04.000]  但要我們裡面才有接納
[00:15:04.000 --> 00:15:06.000]  為什麼這樣說呢
[00:15:06.000 --> 00:15:10.000]  要交代羅馬教會的組成
[00:15:10.000 --> 00:15:13.000]  羅馬教會不是保羅所建立的
[00:15:13.000 --> 00:15:15.000]  不是保羅去報道
[00:15:15.000 --> 00:15:17.000]  去宣教的時候建立的
[00:15:17.000 --> 00:15:20.000]  羅馬教會是在最初
[00:15:20.000 --> 00:15:22.000]  耶路撒冷的門徒
[00:15:22.000 --> 00:15:23.000]  受逼迫的時候
[00:15:23.000 --> 00:15:24.000]  他們四散
[00:15:24.000 --> 00:15:26.000]  四散去到不同的地方
[00:15:26.000 --> 00:15:28.000]  其中去了羅馬
[00:15:28.000 --> 00:15:29.000]  所以有很多人
[00:15:29.000 --> 00:15:30.000]  保羅說的
[00:15:30.000 --> 00:15:31.000]  在後面的名單
[00:15:31.000 --> 00:15:33.000]  有很多人是被他先祖信主的
[00:15:33.000 --> 00:15:35.000]  那些人就在羅馬
[00:15:35.000 --> 00:15:37.000]  那就是猶太基督徒
[00:15:37.000 --> 00:15:39.000]  但到了猶太的基督徒
[00:15:39.000 --> 00:15:41.000]  外邦人也信主了
[00:15:41.000 --> 00:15:44.000]  猶太基督徒也有外邦的基督徒
[00:15:44.000 --> 00:15:46.000]  在主後49年
[00:15:46.000 --> 00:15:48.000]  有一個皇帝叫格魯雕
[00:15:48.000 --> 00:15:50.000]  他就下令
[00:15:50.000 --> 00:15:52.000]  所有的猶太人
[00:15:52.000 --> 00:15:54.000]  都要離開羅馬城
[00:15:54.000 --> 00:15:56.000]  猶太人無論是否信了耶路撒冷
[00:15:56.000 --> 00:15:57.000]  都要離開
[00:15:57.000 --> 00:15:59.000]  所以史文第十八章
[00:15:59.000 --> 00:16:00.000]  我們說亞居拉
[00:16:00.000 --> 00:16:02.000]  伯基拉的時候提過的
[00:16:02.000 --> 00:16:03.000]  他為什麼去到哥倫多
[00:16:03.000 --> 00:16:05.000]  為什麼會遇到保羅
