
[00:00:00.000 --> 00:00:02.240]  各位親愛的兄弟姐妹 你們好
[00:03:24.880 --> 00:03:29.020]  誰考第一 或者是誰考最後
[00:03:29.020 --> 00:03:32.300]  但是中間那些可能你不是很記得的
[00:03:32.300 --> 00:03:41.320]  好 大家可不可以背出12個門徒的名字出來?
[00:03:41.320 --> 00:03:45.340]  對我來說 我也有些困難的
[00:03:45.340 --> 00:03:48.420]  但是哪一個是首席門徒呢?
[00:03:48.420 --> 00:03:50.620]  哪一個是最壞的門徒呢?
[00:03:50.620 --> 00:03:53.700]  我想不容置疑 大家馬上可以說出
[00:03:53.700 --> 00:03:59.720]  首席門徒是彼得 最壞的那個當然是猶大
[00:03:59.720 --> 00:04:04.440]  好了 彼得為什麼可以成為一個首席門徒呢?
[00:04:04.440 --> 00:04:07.760]  他怎麼樣去跟隨神?
[00:04:07.760 --> 00:04:10.820]  他做了些什麼事被視為
[00:04:10.820 --> 00:04:13.740]  是十二門徒之首呢?
[00:04:13.740 --> 00:04:15.540]  我們在這一堂裡面
[00:04:15.540 --> 00:04:20.020]  就會來探討彼得的生平了
[00:04:20.020 --> 00:04:21.520]  好了 彼得是怎麼來的?
[00:04:21.520 --> 00:04:24.560]  他蒙神來的?他呼召的呢?
[00:04:24.560 --> 00:04:29.800]  初期教會的標記並不是十字架
[00:04:29.800 --> 00:04:33.420]  我們要搞清楚 它是一個魚的標記
[00:04:33.420 --> 00:04:35.720]  我想我們去一些基督教書室裡面
[00:04:35.720 --> 00:04:40.480]  都會看到這些裝飾的 類似的
[00:04:40.480 --> 00:04:45.860]  不過這個不是完全相同的 是一個魚的標記
[00:04:45.860 --> 00:04:49.720]  魚的標記上面刻著一個希臘文
[00:04:49.720 --> 00:04:54.080]  在這幅電腦簡報裡面 大家就會看到了
[00:04:54.080 --> 00:04:57.980]  希臘文的意思就是主耶穌
[00:04:57.980 --> 00:05:00.720]  希臘文這個魚的字
[00:05:00.720 --> 00:05:06.260]  魚這個字是由五個字母來組成的
[00:05:06.260 --> 00:05:11.060]  就好像我們經常說「family」這個字
[00:05:11.060 --> 00:05:16.020]  是什麼意思呢?就是「father and mother, I love you」
[00:05:16.020 --> 00:05:20.820]  所以這五個字母 英文就是
[00:05:20.820 --> 00:05:25.500]  「I」、「CH」、「TH」、「U」和「S」
[00:05:25.500 --> 00:05:28.600]  依次序 希臘文的意思就是
[00:05:28.600 --> 00:05:31.040]  每一個字母代表一個身份
[00:05:31.040 --> 00:05:37.240]  就是耶穌、基督、神、子和救主
[00:05:37.240 --> 00:05:41.660]  這五個的稱呼 頭一個字母拼在一起的時候
[00:05:41.660 --> 00:05:44.140]  就是希臘文「魚」這個字
[00:05:44.140 --> 00:05:49.080]  這個原來是當時基督徒的標記 不是十字架
[00:05:49.080 --> 00:05:53.120]  而這個標記現在都在我們這個世代裡面
[00:05:53.120 --> 00:05:55.640]  成為一個表徵
[00:05:55.640 --> 00:05:59.720]  這個和彼得都有相似的關係
[00:05:59.720 --> 00:06:03.880]  因為彼得是什麼呢?他出身是一個打魚的人
[00:06:03.880 --> 00:06:08.380]  是一個漁夫 他未曾被主呼召之前
[00:06:08.380 --> 00:06:11.040]  就是從事打魚的工作
[00:06:11.040 --> 00:06:17.800]  後來他的兄弟安德烈介紹他 帶他去認識耶穌
[00:06:17.800 --> 00:06:23.960]  他主呼召的時候 就撇下一切來跟隨主
[00:06:23.960 --> 00:06:30.680]  我們看聖經的時候 覺得彼得是不是很魯莽呢?
[00:06:30.680 --> 00:06:35.160]  當主呼召他的時候 他馬上就來跟隨
[00:06:35.160 --> 00:06:37.300]  但其實是一個過程來的
[00:06:37.300 --> 00:06:41.480]  這個就給我一個很深的感受 就是什麼呢?
[00:06:41.480 --> 00:06:47.080]  如果大家聽我分享過 我去買物業的時候
[00:06:47.080 --> 00:06:50.220]  往往是不會超過5到10分鐘的
[00:06:50.220 --> 00:06:53.980]  最經典的就是我離開香港之前的
[00:06:53.980 --> 00:06:55.980]  弟恩院的物業
[00:06:55.980 --> 00:07:00.080]  我走去一個麥當勞樓上
[00:07:00.080 --> 00:07:05.860]  那間叫做佳信的很小的地產代理
[00:07:05.860 --> 00:07:08.720]  就問他們有沒有弟恩院的物業
[00:07:08.720 --> 00:07:12.360]  我隨便說的 要四字頭的
[00:07:12.360 --> 00:07:15.560]  好不好玩啊?哪有四字頭啊?
[00:07:15.560 --> 00:07:18.440]  但是有一間 他問我去不去看
[00:07:18.440 --> 00:07:21.360]  我就說 可以 不過不是現在
[00:07:21.360 --> 00:07:23.700]  因為我記得是6月14號
[00:07:23.700 --> 00:07:26.560]  應該是10年或者11年前
[00:07:26.560 --> 00:07:31.040]  我就要去粉嶺堂教約爾書
[00:07:31.040 --> 00:07:34.080]  我說9點半可以 他9點半真的馬上召喚我
[00:07:34.080 --> 00:07:36.580]  一召喚我的時候 我還在講書
[00:07:36.580 --> 00:07:39.040]  後來我就跟弟兄姐妹說
[00:07:39.040 --> 00:07:41.260]  大家為我祈禱吧 我今晚去看物業
[00:07:41.260 --> 00:07:43.260]  希望買得多吧
[00:07:43.260 --> 00:07:47.580]  我去看那個單位 走了一趟 幾分鐘
[00:07:47.580 --> 00:07:50.480]  我就馬上決定買了
[00:07:50.480 --> 00:07:53.280]  嚇得那個代理不可以相信
[00:07:53.280 --> 00:07:57.820]  我們那一刻是11點半之後才簽約
[00:07:57.820 --> 00:08:00.320]  我們簽完約的時候
[00:08:00.320 --> 00:08:02.320]  其實那個商場已經關了
[00:08:02.320 --> 00:08:04.120]  還要吃藥 開門讓我們走
[00:08:04.120 --> 00:08:07.280]  是不是很衝動呢?其實原來不是
[00:08:07.280 --> 00:08:09.780]  原來當中有一個很長的過程
[00:08:09.780 --> 00:08:13.640]  我是體會到 為什麼我一看
[00:08:13.640 --> 00:08:17.180]  就會決定買了 不過不在這裡詳細講了
[00:08:17.180 --> 00:08:19.860]  我們就好像彼得一樣
[00:08:19.860 --> 00:08:23.160]  如果我們這樣看的時候 哇 彼得一看到耶穌
[00:08:23.160 --> 00:08:27.940]  就馬上的去放棄一切跟隨主 其實不是的
[00:08:27.940 --> 00:08:32.020]  原來我們對主的認識是一個過程
[00:08:32.020 --> 00:08:35.440]  是一步一步的去進深
[00:08:35.440 --> 00:08:40.480]  甚至發現了我們很可能剛剛跟隨主的時候
[00:08:40.480 --> 00:08:43.180]  那個思維是有些錯誤的
[00:08:43.180 --> 00:08:45.580]  可能我們想著 哎呀 相信耶穌的時候
[00:08:45.580 --> 00:08:48.520]  我就可以趨吉避凶 事事順利
[00:08:48.520 --> 00:08:51.380]  於是我就可以發財了
[00:08:51.380 --> 00:08:54.880]  很可能我們將主變成另類的菩薩 是不是?
[00:08:54.880 --> 00:08:57.060]  但是當我們經歷深一點的時候
[00:08:57.060 --> 00:08:59.400]  我們就會有不同的體會
[00:08:59.400 --> 00:09:04.700]  彼得和安德烈是認識耶和華神的
[00:09:04.700 --> 00:09:08.080]  他們是猶太人 所以他們對獨一的真神
[00:09:08.080 --> 00:09:09.760]  是有一個認識
[00:09:09.760 --> 00:09:15.680]  而且他們原本就是施洗約翰的門徒
[00:09:15.680 --> 00:09:18.520]  他們那時候是跟隨施洗約翰的
[00:09:18.520 --> 00:09:24.240]  安德烈是很盼望尼賽亞會降臨的
[00:09:24.240 --> 00:09:27.600]  尼賽亞就是他們很渴望的一個君王
[00:09:27.600 --> 00:09:31.920]  可以將他們的民族帶去提升
[00:09:31.920 --> 00:09:34.820]  讓他們國家得到復興
[00:09:34.820 --> 00:09:40.340]  但是施洗約翰是當時一個很重要的宗教
[00:09:40.340 --> 00:09:41.880]  影響力的人
[00:09:41.880 --> 00:09:45.180]  因為施洗約翰出生之前的400年
[00:09:45.180 --> 00:09:49.460]  神已經沉默不言 被稱為黑暗時期
[00:09:49.460 --> 00:09:52.620]  但是當施洗約翰的出生是很特別的
[00:09:52.620 --> 00:09:59.840]  他的父親撒加尼亞就會去見到天使
[00:09:59.840 --> 00:10:02.620]  後來施洗約翰的出現
[00:10:02.620 --> 00:10:05.460]  這個就肯定了神再介入他們當中
[00:10:05.460 --> 00:10:08.300]  所以很多人就跟隨施洗約翰
[00:10:08.300 --> 00:10:11.920]  但是施洗約翰就推介
[00:10:11.920 --> 00:10:16.900]  就說主耶穌就是尼賽亞
[00:10:16.900 --> 00:10:21.080]  這個時候所以那些人很信施洗約翰
[00:10:21.080 --> 00:10:24.820]  於是也有些人信施洗約翰所推介的
[00:10:24.820 --> 00:10:30.360]  就好像有些廣告找了某些明星做代言人
[00:10:30.360 --> 00:10:34.780]  說這個人皮膚肉滑
[00:10:34.780 --> 00:10:37.520]  他用哪一種的化妝品
[00:10:37.520 --> 00:10:40.020]  說他用的化妝品都挺好的
[00:10:40.020 --> 00:10:45.480]  舉個例子 我都很渴望再有機會跟大家去旅行
[00:10:45.480 --> 00:10:48.900]  去以色列也好 去歐洲也好
[00:10:48.900 --> 00:10:52.060]  去伊朗也好 或者去希臘、土耳其
[00:10:52.060 --> 00:10:53.980]  我希望疫情快點好
[00:10:53.980 --> 00:10:58.120]  你知不知道當我每一次帶隊去外地的時候
[00:10:58.120 --> 00:11:00.620]  如果我買東西
[00:11:00.620 --> 00:11:04.760]  那些團友都不用怎麼問的 就會跟著去買的
[00:11:04.760 --> 00:11:10.460]  因為他覺得梁牧師真的平時都不會去買東西的
[00:11:10.460 --> 00:11:13.900]  如果買那樣東西一定是值得的
[00:11:13.900 --> 00:11:15.600]  於是他們就會買
[00:11:15.600 --> 00:11:19.840]  同樣的施洗約翰是給很多人來相信
[00:11:19.840 --> 00:11:25.320]  所以施洗約翰去推介耶穌就是尼賽亞
[00:11:25.320 --> 00:11:30.080]  他們的門徒很多就會來帶去相信
[00:11:30.080 --> 00:11:36.380]  於是安德烈馬上見到耶穌之後
[00:11:36.380 --> 00:11:42.660]  就回去找他自己的兄弟彼得帶著去見耶穌
[00:11:42.660 --> 00:11:47.800]  這個就是在《約翰福音》第一章40到第42節
[00:11:47.800 --> 00:11:52.520]  這個就是彼得第一次在福音書裏面
[00:11:52.520 --> 00:11:55.660]  出現的經文來的 這個很重要
[00:11:55.660 --> 00:11:59.000]  好了 當主耶穌一見到彼得的時候
[00:11:59.000 --> 00:12:02.920]  主就稱呼彼得的舊名
[00:12:02.920 --> 00:12:05.100]  大家記不記得彼得叫什麼名字?
[00:12:05.100 --> 00:12:09.140]  可能有些人不太記得 原來叫做西門
[00:12:09.140 --> 00:12:11.560]  他說你不是叫西門了
[00:12:11.560 --> 00:12:14.160]  我再給你一個新的名字
[00:12:14.160 --> 00:12:16.720]  哦 那就是彼得了 是不是?
[00:12:16.720 --> 00:12:20.480]  哎喲 錯了 原來是叫基法
[00:12:20.480 --> 00:12:23.520]  基法原來就是亞難文來的
[00:12:23.520 --> 00:12:27.220]  希臘文就是叫彼得
[00:12:27.220 --> 00:12:32.180]  所以記住 彼得原本的名字叫西門
[00:12:32.180 --> 00:12:36.100]  耶穌給他一個新名字 就叫基法
[00:12:36.100 --> 00:12:39.380]  但是我們慣常用的就叫彼得
[00:12:39.380 --> 00:12:42.320]  彼得就是石頭的意思
[00:12:42.320 --> 00:12:48.000]  原來每當一個人去到一個嶄新的人生階段
[00:12:48.000 --> 00:12:51.520]  一個經歷就是一個新的名字
[00:12:51.520 --> 00:12:56.000]  所以很多的牧者都會有一個新的名字
[00:12:56.000 --> 00:13:00.940]  去改他的名字 但是永善這個名字是真的
[00:13:00.940 --> 00:13:03.480]  好了 石頭是堅固的
[00:13:03.480 --> 00:13:07.260]  是可以用來做什麼呢? 建築之用的
[00:13:07.260 --> 00:13:11.020]  但是石頭也是粗糙的
[00:13:11.020 --> 00:13:17.820]  有時候石頭是需要鋸磨才可以成為大器
[00:13:17.820 --> 00:13:23.100]  好了 耶穌看出彼得生命裏面那種的潛能
[00:13:23.100 --> 00:13:29.380]  所以祂收納他 並且會給他教導和磨練
[00:13:29.380 --> 00:13:34.720]  主的意思就是說 我看出你是可造之材
[00:13:34.720 --> 00:13:39.120]  如果你經過塗造 你成為神的角度之中
[00:13:39.120 --> 00:13:42.120]  一塊堅硬的石頭
[00:13:42.120 --> 00:13:46.700]  所以我叫你的名字就是彼得
[00:13:46.700 --> 00:13:51.220]  這個就是初遇 但是這次初遇之後
[00:13:51.220 --> 00:13:56.060]  他就離開了 彼得就繼續他的打魚工作
[00:13:56.060 --> 00:14:02.500]  即是現今所說的 他仍然可能帶即釋放
[00:14:02.500 --> 00:14:07.780]  弟兄姊妹 你知不知道神一早看到你自己
[00:14:07.780 --> 00:14:13.780]  生命裏面那種潛能 於是神就會使用你
[00:14:13.780 --> 00:14:17.580]  但是使用你的時候是需要經過鋸磨的
[00:14:17.580 --> 00:14:23.060]  就好像摩西20、40年在抗疫裏面被雕鋸一樣
[00:14:23.060 --> 00:14:26.940]  我自己看回 我都很相信
[00:14:26.940 --> 00:14:29.140]  神是看到我一些特質
[00:14:29.140 --> 00:14:31.780]  但是當時我看不到我自己的特質的
[00:14:31.780 --> 00:14:34.760]  我甚至覺得這些是不好的東西
[00:14:34.760 --> 00:14:39.940]  譬如很簡單舉個例子 我是較為喜歡開玩笑
[00:14:39.940 --> 00:14:45.060]  不是很依傳統 某個程度上破壞規矩
[00:14:45.060 --> 00:14:48.140]  這些絕對不是好的東西
[00:14:48.140 --> 00:14:52.480]  但是經過神的雕鋸的時候 我仍然喜歡開玩笑
[00:14:52.480 --> 00:14:55.640]  但是已經懂得在哪種情況下開玩笑
[00:14:55.640 --> 00:14:57.820]  或者在講道裏面的時候
[00:14:57.820 --> 00:15:00.860]  都會引用一些不會太悶的例證
[00:15:00.860 --> 00:15:03.880]  讓大家聽的時候不會這麼沉悶 是不是?
[00:15:03.880 --> 00:15:07.740]  有時候我會所謂破壞規矩
[00:15:07.740 --> 00:15:11.400]  我會看到哪些東西其實我們不一定要墨守成規的
[00:15:11.400 --> 00:15:15.920]  但不是亂來的 以前我是這樣的
[00:15:15.920 --> 00:15:17.880]  但是可能是未被雕鋸
[00:15:17.880 --> 00:15:22.720]  於是這些所謂的短處 其實也都可能是長處
[00:15:22.720 --> 00:15:28.300]  但是被雕鋸之後 就卻成為另外一種的特性
[00:15:28.300 --> 00:15:30.460]  所以兄弟姐妹不要小看你自己
[00:15:30.460 --> 00:15:35.040]  神愛你 祂會雕鋸你 祂會磨練你的
[00:15:35.040 --> 00:15:37.720]  好了 你又想一下 我剛剛信主的時候
[00:15:37.720 --> 00:15:41.600]  覺得神都挺好的 但是我沒有馬上去奉獻的
[00:15:41.600 --> 00:15:45.240]  但是我願意在團體裏面來參與侍奉
[00:15:45.240 --> 00:15:48.800]  又或者我都喜歡開放的 以我自己來講
[00:15:48.800 --> 00:15:50.620]  當我還沒有進入神學院的時候
[00:15:50.620 --> 00:15:52.820]  我是在宣道會長大的
[00:15:52.820 --> 00:15:56.080]  但是有幾間教會我是肯去幫忙的
[00:15:56.080 --> 00:15:59.620]  宣道會華基堂 當年在華府村
[00:15:59.620 --> 00:16:03.240]  我只是十幾歲的小孩子 我去哪裡開放呢?
[00:16:03.240 --> 00:16:08.500]  去幫忙搬桌子、搬椅子 幫忙帶小孩子去玩
[00:16:08.500 --> 00:16:13.160]  宣道會美孚堂 都是我有份幫忙的
[00:16:13.160 --> 00:16:15.720]  開堂的時候我去教主學
[00:16:15.720 --> 00:16:17.860]  但是那時候我還沒有讀神學
[00:16:17.860 --> 00:16:21.680]  所以你留意到 可能我們信得住了
[00:16:21.680 --> 00:16:25.240]  但是你仍然在不同的崗位裏面去侍奉
[00:16:25.240 --> 00:16:29.000]  但是未必是全時間的 就好像彼得
[00:16:29.000 --> 00:16:31.900]  見到主的時候 哦 是啊 祂是你在啊
[00:16:31.900 --> 00:16:36.660]  但是祂對主沒有深的認識 祂繼續的去打住了
[00:16:36.660 --> 00:16:42.120]  彼得再夢主的呼召 或者有兩次的呼召
[00:16:42.120 --> 00:16:49.620]  一次是彼得和他其他的同伴被神理帶去呼召
[00:16:49.620 --> 00:16:52.920]  在這段經文裏面第4章第19次
[00:16:52.920 --> 00:16:54.600]  大家看到這句話
[00:16:54.600 --> 00:16:59.300]  「我要使你們得人如愚」
[00:16:59.300 --> 00:17:02.640]  留意「你們」 就是不是一個
[00:17:02.640 --> 00:17:06.580]  都是向著一幫人來帶進去呼召的
[00:17:06.580 --> 00:17:09.920]  另外一次就是對著主耶穌基督
[00:17:09.920 --> 00:17:13.940]  對著彼得有特別個人的呼召
[00:17:13.940 --> 00:17:17.920]  就是路加福音第5章第10節
[00:17:17.920 --> 00:17:21.940]  「從今以後你要得人了」
[00:17:21.940 --> 00:17:24.580]  第一次彼得夢召的時候
[00:17:24.580 --> 00:17:28.720]  是放下慾望來跟隨主的聖經說
[00:17:28.720 --> 00:17:35.180]  第二次聖經是記載彼得撇下一切來帶他跟隨主
[00:17:35.180 --> 00:17:39.260]  我們就試一下從路加福音這段經文裏面
[00:17:39.260 --> 00:17:44.820]  看看彼得怎樣來帶他去夢主呼召 好不好?
[00:17:44.820 --> 00:17:49.960]  第一次 耶穌就借用彼得的船
[00:17:49.960 --> 00:17:54.800]  向岸上的群眾來帶他去港島
[00:17:54.800 --> 00:17:58.760]  港島之後 他就跟彼得說
[00:17:58.760 --> 00:18:06.220]  你把船撐到水深之處 下望打魚
[00:18:06.220 --> 00:18:09.060]  其實我自己覺得耶穌真是很好
[00:18:09.060 --> 00:18:12.020]  透過這一次的神蹟
[00:18:12.020 --> 00:18:17.080]  是將租船的錢大大給彼得的
[00:18:17.080 --> 00:18:20.440]  意思就是當你為主擺上的時候
[00:18:20.440 --> 00:18:23.720]  其實你是絕對的不會吃虧的
[00:18:23.720 --> 00:18:25.720]  我們的神是公義的
[00:18:25.720 --> 00:18:29.440]  祂一定會來祝福我們的
[00:18:29.440 --> 00:18:36.220]  但是這樣的一個召喚或者指示
[00:18:36.220 --> 00:18:41.480]  對彼得來說是完全心裏覺得不合理的
[00:18:41.480 --> 00:18:43.780]  不合乎他的那個經驗
[00:18:43.780 --> 00:18:45.760]  因為彼得自己親自說
[00:18:45.760 --> 00:18:51.060]  夫子啊 昨晚我們整晚在打魚
[00:18:51.060 --> 00:18:57.000]  但是勞碌了一晚之後 完全沒有任何的收穫
[00:18:57.000 --> 00:18:59.900]  原來他們是喜歡晚上打魚的
[00:18:59.900 --> 00:19:01.660]  當年我在長洲住的時候
[00:19:01.660 --> 00:19:05.960]  就看到晚上的時候那些漁船會穿一些燈
[00:19:05.960 --> 00:19:10.160]  吸引那些魚過來 然後就來打魚
[00:19:10.160 --> 00:19:15.620]  在彼得的心目中、印象裏面
[00:19:15.620 --> 00:19:19.900]  耶穌只是一個木匠的兒子
[00:19:19.900 --> 00:19:22.700]  雖然說是很有能力
[00:19:22.700 --> 00:19:25.280]  但是打魚 什麼時候輪到你呢?
[00:19:25.280 --> 00:19:28.080]  我經驗比你多
[00:19:28.080 --> 00:19:33.920]  但是真相彼得
[00:19:33.920 --> 00:19:36.900]  你這麼說 可能我儘管一試
[00:19:36.900 --> 00:19:40.100]  他肯放下自己的成見
[00:19:40.100 --> 00:19:42.100]  放下自己的經驗
[00:19:42.100 --> 00:19:45.320]  甚至放下自己的主權
[00:19:45.320 --> 00:19:47.940]  你還是去做這一件事
[00:19:47.940 --> 00:19:51.140]  你留意對一個沒有經驗的人
[00:19:51.140 --> 00:19:55.320]  去聽一個至少表面是沒有任何經驗
[00:19:55.320 --> 00:19:58.220]  或者經驗不及你這麼豐富的人
[00:19:58.220 --> 00:20:04.200]  你還是去聽他講 是絕對不容易的
[00:20:04.200 --> 00:20:05.960]  但是在這一刻裏面
[00:20:05.960 --> 00:20:11.740]  正正就是耶穌基督要試驗彼得那份心智
[00:20:11.740 --> 00:20:13.980]  願不願意信服
[00:20:13.980 --> 00:20:19.940]  真正的信服是代表了我們主權的轉移
[00:20:19.940 --> 00:20:24.340]  當然 這個都是基於我們對那個人的關係
[00:20:24.340 --> 00:20:26.380]  密切程度是怎麼樣的
[00:20:26.380 --> 00:20:30.660]  如果我們對主耶穌基督有更深的體會
[00:20:30.660 --> 00:20:32.920]  我們過去有更多的經驗
[00:20:32.920 --> 00:20:36.760]  我們就更加容易去信服了
[00:20:36.760 --> 00:20:38.680]  對神的信服
[00:20:38.680 --> 00:20:42.980]  是對主有單純而無偽的信心
[00:20:42.980 --> 00:20:47.760]  拿著神的應許 確定祂的指引
[00:20:47.760 --> 00:20:52.200]  縱使那個趙明堂的經驗有相違背
[00:20:52.200 --> 00:20:54.700]  但仍然要樂於遵從
[00:20:54.700 --> 00:20:57.540]  這個絕對不容易
[00:20:57.540 --> 00:21:02.640]  好了 結果那次彼得打了很多雨
[00:21:02.640 --> 00:21:04.940]  那些雨裝滿了兩隻船
[00:21:04.940 --> 00:21:07.480]  甚至那些船就快要沉了
[00:21:07.480 --> 00:21:10.180]  那應該很開心了 發財了
[00:21:10.180 --> 00:21:11.740]  昨天晚上整晚都打不到雨
[00:21:11.740 --> 00:21:15.060]  但現在竟然打到那麼多的時候
[00:21:15.060 --> 00:21:18.600]  但彼得的反應有出乎我們意料之外
[00:21:18.600 --> 00:21:22.240]  彼得忽然之間 俯伏在主耶穌面前
[00:21:22.240 --> 00:21:26.640]  跟主耶穌說 主啊 你離開我 那位罪人
[00:21:26.640 --> 00:21:30.800]  為什麼?因為這個時候彼得深深的體會到
[00:21:30.800 --> 00:21:33.220]  耶穌尊貴的身份
[00:21:33.220 --> 00:21:36.740]  看到祂那份超然的能力的彰顯
[00:21:36.740 --> 00:21:41.840]  更加反思到自己的不配和污穢
[00:21:41.840 --> 00:21:47.000]  也都覺得曾經可能是藐視著那種的小信
[00:21:47.000 --> 00:21:50.300]  我想這種經驗就好像先知二賽那樣
[00:21:50.300 --> 00:21:52.740]  當我在聖殿裏面 別忘記
[00:21:52.740 --> 00:21:56.200]  他已經是一個先知 已經為神工作了
[00:21:56.200 --> 00:21:58.700]  但是見到神的榮耀的時候
[00:21:58.700 --> 00:22:01.520]  他就說 主啊 我是一個嘴唇不潔的人
[00:22:01.520 --> 00:22:04.280]  處在嘴唇不潔的人當中
[00:22:04.280 --> 00:22:07.740]  所以當我們越深體會到神那種的榮耀
[00:22:07.740 --> 00:22:11.160]  我就越願意來跟隨神
[00:22:11.160 --> 00:22:17.080]  主沒有按照彼得這個呼求離開他
[00:22:17.080 --> 00:22:19.640]  所以有時候我們的禱告
[00:22:19.640 --> 00:22:22.820]  不忘英文是一個祝福來的
[00:22:22.820 --> 00:22:25.120]  主耶穌安慰他 叫他不要害怕
[00:22:25.120 --> 00:22:27.180]  然後發出這個呼召
[00:22:27.180 --> 00:22:32.200]  從今以後你要得人了
[00:22:32.200 --> 00:22:35.520]  這個就是主耶穌給我們的召命
[00:22:35.520 --> 00:22:38.080]  從後彼得真的要將人
[00:22:38.080 --> 00:22:40.460]  好像魚那樣帶進去捕獲
[00:22:40.460 --> 00:22:44.380]  但是捕獲的時候不是要去宰殺他們
[00:22:44.380 --> 00:22:49.200]  是要將豐盛的生命賦予給他們
[00:22:49.200 --> 00:22:51.780]  當然不是彼得 是主耶穌
[00:22:51.780 --> 00:22:55.400]  是透過彼得將這個豐盛的生命給他們
[00:22:55.400 --> 00:22:59.260]  如果我們看《聖堂傳》第二章的第41節
[00:22:59.260 --> 00:23:02.860]  當主耶穌復活 升天之後
[00:23:02.860 --> 00:23:05.360]  在五旬節聖靈降臨
[00:23:05.360 --> 00:23:07.900]  教會就由那一天開始
[00:23:07.900 --> 00:23:12.440]  是彼得一次的廣告
[00:23:12.440 --> 00:23:15.840]  三千人來帶去信主
