
[00:00:00.000 --> 00:00:03.660]  我今天被吩咐要講一個課題
[00:02:46.320 --> 00:02:49.620]  和大家一起分享這段經文
[00:02:49.620 --> 00:02:54.200]  第一點很想和大家一起看第三到第五節的經文
[00:02:54.200 --> 00:02:59.900]  他就說 我的百姓 我向你做的是什麼呢?
[00:02:59.900 --> 00:03:02.740]  我在什麼事上令你煩厭呢?
[00:03:02.740 --> 00:03:04.540]  你可以對我證明
[00:03:04.540 --> 00:03:07.740]  我曾將你從埃及地領出來
[00:03:07.740 --> 00:03:10.440]  從奴僕之家去救贖你
[00:03:10.440 --> 00:03:15.480]  我也猜險摩西亞倫和米利安在你面前行
[00:03:15.480 --> 00:03:20.820]  我的百姓 你們當追念摩亞王巴勒所設的謀
[00:03:20.820 --> 00:03:24.700]  和比爾的兒子巴蘭回答他的話
[00:03:24.700 --> 00:03:28.700]  並你們從十平到吉甲所遇見的事
[00:03:28.700 --> 00:03:33.740]  好使你們知道耶和華公義的作為
[00:03:33.740 --> 00:03:35.980]  三到五節的經文
[00:03:35.980 --> 00:03:39.080]  還未討論行公義的細節以先
[00:03:39.080 --> 00:03:43.420]  現在先知道首先定義什麼叫做公義
[00:03:43.420 --> 00:03:47.960]  這個公義我們不能夠脫離上下文去進行解釋
[00:03:47.960 --> 00:03:53.760]  他不是用一個冷冰冰的教條去定義上帝的公義
[00:03:53.760 --> 00:03:58.400]  而是述說一次以色列盟在遠古裡的故事
[00:03:58.400 --> 00:04:01.400]  這個故事就是出埃及的故事
[00:04:01.400 --> 00:04:04.440]  經文在第五節說明
[00:04:04.440 --> 00:04:09.300]  好使你們知道耶和華公義的作為
[00:04:09.300 --> 00:04:13.980]  意思是說 第五節前面所提到的事情
[00:04:13.980 --> 00:04:17.180]  就是耶和華公義的作為
[00:04:17.180 --> 00:04:18.920]  第一點我們要留意
[00:04:18.920 --> 00:04:23.720]  神的公義永遠都是一個作為
[00:04:23.720 --> 00:04:25.720]  是走出來的事情
[00:04:25.720 --> 00:04:27.220]  不是一個口號
[00:04:27.220 --> 00:04:29.560]  也不是一個訴求這麼簡單
[00:04:29.560 --> 00:04:33.600]  我們看清楚這個作為到底是什麼
[00:04:33.600 --> 00:04:36.040]  就是在第三到第四節
[00:04:36.040 --> 00:04:39.580]  當中我們看到什麼叫做上帝公義的作為
[00:04:39.580 --> 00:04:43.880]  就是出埃及故事當中我們理解公義的核心
[00:04:43.880 --> 00:04:48.820]  經文提到 耶和華是一位曾經將以色列人
[00:04:48.820 --> 00:04:52.220]  從埃及領出來的上帝
[00:04:52.220 --> 00:04:57.320]  並且將埃及地描繪為奴隸的地方
[00:04:57.320 --> 00:04:58.960]  代表公義的定義
[00:04:58.960 --> 00:05:04.660]  其實就是將上帝的子民由奴隸的地方拯救出來
[00:05:04.660 --> 00:05:08.600]  神不是要求以色列人先行公義
[00:05:08.600 --> 00:05:10.500]  然後才拯救
[00:05:10.500 --> 00:05:14.300]  而是先拯救 然後才頒佈律法
[00:05:14.300 --> 00:05:16.180]  我們要搞清楚這個次序
[00:05:16.180 --> 00:05:21.720]  上帝不是要你遵守律法的內容才拯救你
[00:05:21.720 --> 00:05:22.820]  而是倒過來
[00:05:22.820 --> 00:05:24.780]  祂先拯救你
[00:05:24.780 --> 00:05:28.660]  然後到西乃山幫你立下文約
[00:05:28.660 --> 00:05:31.560]  頒佈律例和典章
[00:05:31.560 --> 00:05:35.960]  這就是定義什麼叫做公義的作為
[00:05:35.960 --> 00:05:36.800]  在拯救之後
[00:05:36.800 --> 00:05:37.600]  經文說明
[00:05:37.600 --> 00:05:40.760]  神差遣神的僕人引領以色列民
[00:05:40.760 --> 00:05:44.500]  也敗壞了巴勒的計謀和攻擊
[00:05:44.500 --> 00:05:49.300]  代表神的拯救不是一次性的拯救
[00:05:49.300 --> 00:05:53.520]  而是毀身不斷不斷的拯救
[00:05:53.520 --> 00:05:56.620]  拯救這個字不是ed
[00:05:56.620 --> 00:05:58.820]  而是ing
[00:05:58.820 --> 00:06:03.920]  這個毀身是神對以色列民文約性的毀身
[00:06:03.920 --> 00:06:05.960]  是一種對以色列民的忠誠
[00:06:05.960 --> 00:06:09.700]  無論以色列民這個弱勢的社群
[00:06:09.700 --> 00:06:11.600]  面對什麼敵人也好
[00:06:11.600 --> 00:06:14.360]  神一定會拯救到底
[00:06:14.360 --> 00:06:19.300]  這種毀身是公義的作為
[00:06:19.300 --> 00:06:22.280]  所以公義的作為是對弱勢者
[00:06:22.280 --> 00:06:24.680]  也就是以色列民的一份拯救
[00:06:24.680 --> 00:06:28.080]  公義的作為是一份愛的毀身
[00:06:28.080 --> 00:06:29.980]  公義的作為是恩典
[00:06:29.980 --> 00:06:31.480]  讓以色列民知道
[00:06:31.480 --> 00:06:35.320]  不是要達到某個律法的要求才拯救他
[00:06:35.320 --> 00:06:39.100]  而是某程度上是赤裸地
[00:06:39.100 --> 00:06:41.100]  因為你是以色列民
[00:06:41.100 --> 00:06:42.600]  所以我就愛你
[00:06:42.600 --> 00:06:44.960]  這種赤裸的愛
[00:06:44.960 --> 00:06:50.000]  生出來就是值得上帝你拯救的一個個體
[00:06:50.000 --> 00:06:51.900]  這是公義的作為
[00:06:51.900 --> 00:06:55.140]  我們叫這些「原愛」
[00:06:55.140 --> 00:06:58.340]  不知道大家知不知道什麼叫「原罪」
[00:06:58.340 --> 00:07:00.340]  原罪我不是很接受的
[00:07:00.340 --> 00:07:04.280]  原罪的意思是生出來我就受罪
[00:07:04.280 --> 00:07:06.320]  我的存在就是一個罪
[00:07:06.320 --> 00:07:08.160]  你覺得很悲慘嗎?
[00:07:08.160 --> 00:07:10.660]  你不用做什麼 你就是一個罪
[00:07:10.660 --> 00:07:12.300]  其實就是很悲慘
[00:07:12.300 --> 00:07:13.500]  什麼叫「原愛」
[00:07:13.500 --> 00:07:15.800]  原愛的定義就是
[00:07:15.800 --> 00:07:17.940]  無論你做什麼都好
[00:07:17.940 --> 00:07:21.400]  都不會需要用你做什麼
[00:07:21.400 --> 00:07:23.980]  去換取上帝對你的愛
[00:07:23.980 --> 00:07:27.480]  你的愛生出來就是因為愛而生
[00:07:27.480 --> 00:07:30.140]  你的存在就是被愛
[00:07:30.140 --> 00:07:34.520]  而你也不需要再做任何更多的事情
[00:07:34.520 --> 00:07:38.780]  去賺取上帝而來的愛
[00:07:38.780 --> 00:07:42.920]  很多時候我們的父母對待我們是需要這樣的
[00:07:42.920 --> 00:07:45.260]  但是「原愛」就是上帝愛你
[00:07:45.260 --> 00:07:47.700]  並不需要任何理由
[00:07:47.700 --> 00:07:49.100]  因為你就是你
[00:07:49.100 --> 00:07:50.900]  上帝真的愛你
[00:07:50.900 --> 00:07:53.540]  你就無需要去做任何解釋
[00:07:53.540 --> 00:07:54.940]  因為這種愛
[00:07:54.940 --> 00:07:56.940]  他就會為生到底 拯救到底
[00:07:56.940 --> 00:07:58.040]  大家想清楚
[00:07:58.040 --> 00:07:59.840]  如果你是以色列民
[00:07:59.840 --> 00:08:03.580]  其實我有個教會的弟兄說
[00:08:03.580 --> 00:08:07.320]  既然上帝都愛得下手以色列民的話
[00:08:07.320 --> 00:08:10.020]  同福堂的弟兄姐妹都可以
[00:08:10.020 --> 00:08:11.060]  為什麼呢?
[00:08:11.060 --> 00:08:14.460]  因為以色列民是還緊缽翼
[00:08:14.460 --> 00:08:16.660]  埋怨
[00:08:16.660 --> 00:08:18.020]  大家記得嗎?
[00:08:18.020 --> 00:08:20.520]  還記得春埃及的時候
[00:08:20.520 --> 00:08:22.800]  還掛著埃及的火鍋
[00:08:22.800 --> 00:08:25.800]  我們明白整件事是忘恩負義
[00:08:25.800 --> 00:08:27.740]  忘記耶和華的恩惠
[00:08:27.740 --> 00:08:30.840]  你看看你旁邊那個 看清楚他的質地
[00:08:30.840 --> 00:08:34.940]  其實他應該超越以色列民的敬虔程度
[00:08:34.940 --> 00:08:38.120]  所以上帝愛到以色列民
[00:08:38.120 --> 00:08:40.020]  你就明白愛到你
[00:08:40.020 --> 00:08:42.320]  愛到你和你為生
[00:08:42.320 --> 00:08:45.960]  不停ING 去為生拯救你
[00:08:45.960 --> 00:08:50.560]  這就是公義的作為
[00:08:50.560 --> 00:08:52.460]  我很久以前
[00:08:52.460 --> 00:08:53.160]  真的很久以前
[00:08:53.160 --> 00:08:55.160]  我不知道大家有沒有看過TVB
[00:08:55.160 --> 00:08:58.440]  那個節目就是
[00:08:58.440 --> 00:09:01.300]  窮富翁大作戰
[00:09:01.300 --> 00:09:02.340]  有沒有看過?
[00:09:02.340 --> 00:09:03.040]  你們沒看過
[00:09:03.040 --> 00:09:04.640]  可能還沒出生
[00:09:04.640 --> 00:09:06.220]  那個作戰就是這樣
[00:09:06.220 --> 00:09:07.380]  這個節目很有趣
[00:09:07.380 --> 00:09:10.420]  這個節目找一些富翁
[00:09:10.420 --> 00:09:13.220]  嘗試做一個星期的貧窮人
[00:09:13.220 --> 00:09:17.160]  其實那個富翁是飲食集團的CEO
[00:09:17.160 --> 00:09:20.460]  所以他就嘗試做一個星期的貧窮人
[00:09:20.460 --> 00:09:24.160]  他容許他每天只用10元
[00:09:24.160 --> 00:09:26.860]  每天用10元能不能夠生存得到
[00:09:26.860 --> 00:09:28.160]  而不是開玩笑
[00:09:28.160 --> 00:09:29.300]  真的要用10元
[00:09:29.300 --> 00:09:31.340]  因為我們現在的貧窮指數
[00:09:31.340 --> 00:09:34.340]  已經去到這麼desperate的地步
[00:09:34.340 --> 00:09:36.640]  每天用10元能不能夠生存得到
[00:09:36.640 --> 00:09:39.140]  然後他就嘗試睡板間房
[00:09:39.140 --> 00:09:40.440]  睡那些籠屋
[00:09:40.440 --> 00:09:43.780]  我還記得他就要去到有一幕
[00:09:43.780 --> 00:09:49.280]  那一幕就是他要和那些阿姐去到劈借
[00:09:49.280 --> 00:09:50.880]  知不知道什麼叫劈借
[00:09:50.880 --> 00:09:53.280]  借執你需要有個借的
[00:09:53.280 --> 00:09:55.420]  有個借你就要劈開幾件東西
[00:09:55.420 --> 00:09:58.220]  然後拿一些借執出來
[00:09:58.220 --> 00:10:02.460]  他就和他們一起蹲在地上去劈那個借
[00:10:02.460 --> 00:10:05.500]  那兩個阿姐就不斷地劈
[00:10:05.500 --> 00:10:10.080]  那個CEO劈了幾件東西就覺得腰酸背痛
[00:10:10.080 --> 00:10:11.500]  然後就問旁邊那個阿姐
[00:10:11.500 --> 00:10:13.800]  喂 你每天都是這樣劈嗎
[00:10:13.800 --> 00:10:14.940]  你不累嗎
[00:10:14.940 --> 00:10:16.220]  你的腰不痛嗎
[00:10:16.220 --> 00:10:17.280]  然後阿姐就和他說
[00:10:17.280 --> 00:10:19.920]  我不管 有借就劈了
[00:10:19.920 --> 00:10:21.120]  他就不斷地劈
[00:10:21.120 --> 00:10:25.280]  他就拿著那些借執買到的錢
[00:10:25.280 --> 00:10:26.960]  其實真的很少
[00:10:26.960 --> 00:10:29.260]  但是你付的勞力真的很多
[00:10:29.260 --> 00:10:32.500]  然後他過了這個禮拜之後
[00:10:32.500 --> 00:10:33.700]  就搖身一變
[00:10:33.700 --> 00:10:35.500]  又變回以前的CEO
[00:10:35.500 --> 00:10:38.460]  他就深深體會貧窮人的狀態
[00:10:38.460 --> 00:10:40.600]  然後他採取一個措施
[00:10:40.600 --> 00:10:42.500]  在他旗下的飲食集團
[00:10:42.500 --> 00:10:46.040]  採取一個我們叫做代用飯券的措施
[00:10:46.040 --> 00:10:48.780]  大家有沒有知道什麼叫做代用飯券
[00:10:48.780 --> 00:10:51.920]  就是他每個分店就有40個quota
[00:10:51.920 --> 00:10:54.220]  30個quota 50個quota
[00:10:54.220 --> 00:10:56.720]  每天免費送上40盒飯
[00:10:56.720 --> 00:10:58.980]  30盒飯和50盒飯
[00:10:58.980 --> 00:11:03.320]  每一個進來他那個分店的每一個人
[00:11:03.320 --> 00:11:05.760]  只要和他說不需要入室尋茶
[00:11:05.760 --> 00:11:07.900]  只要和他說我想要一盒飯
[00:11:07.900 --> 00:11:12.260]  他的職員就能夠可以讓他有尊嚴地
[00:11:12.260 --> 00:11:14.460]  在那個餐廳那裡吃那碟飯
[00:11:14.460 --> 00:11:16.040]  而是不用收錢
[00:11:16.040 --> 00:11:18.840]  讓他能夠可以叫什麼餐飲
[00:11:18.840 --> 00:11:20.980]  就什麼餐飲的情況
[00:11:20.980 --> 00:11:23.420]  每天30個quota 40個quota
[00:11:23.420 --> 00:11:25.980]  他只不過在他的margin位
[00:11:25.980 --> 00:11:28.220]  就是那個profit的margin位
[00:11:28.220 --> 00:11:31.320]  就賺少那幾千元的一天
[00:11:31.320 --> 00:11:35.060]  但是他能夠可以祝福到很多不同的貧窮人
[00:11:35.060 --> 00:11:39.660]  因為那些貧窮人真是一天只能夠用10元
[00:11:39.660 --> 00:11:41.300]  其實這樣
[00:11:41.300 --> 00:11:47.740]  這一位的附庸是履行什麼叫做上帝公義的作為
[00:11:47.740 --> 00:11:49.440]  哦 原來很特別
[00:11:49.440 --> 00:11:53.080]  有一天我去了Vancouver
[00:11:53.080 --> 00:11:56.380]  他send了我去教書
[00:11:56.380 --> 00:11:58.880]  去到一間教會我就講了這個見證
[00:11:58.880 --> 00:12:01.280]  講完這個見證有一個太太就走過來
[00:12:01.280 --> 00:12:02.680]  就說 高牧師
[00:12:02.680 --> 00:12:06.320]  你知不知道你裡面的主角是我女婿
[00:12:06.320 --> 00:12:07.960]  哦 你是女婿
[00:12:07.960 --> 00:12:12.760]  但是我的女婿現在還沒有信主
[00:12:12.760 --> 00:12:14.860]  但是我的女兒信了主
[00:12:14.860 --> 00:12:18.340]  但是我女婿很有愛心 對我很好之類的
[00:12:18.340 --> 00:12:22.500]  我就問他 是不是比基督徒還要有愛心
[00:12:22.500 --> 00:12:24.840]  他說 是啊
[00:12:24.840 --> 00:12:27.640]  其實真的很慚愧 你說什麼都很慚愧
[00:12:27.640 --> 00:12:30.540]  有時候我們基督徒那個心的冰冷的程度
[00:12:30.540 --> 00:12:33.480]  可以跨越以色列人也說不定
[00:12:33.480 --> 00:12:34.980]  原來有些人
[00:12:34.980 --> 00:12:36.520]  我們會活出公義
[00:12:36.520 --> 00:12:41.320]  我們一定要首先明白上帝的公義的作為的定義
[00:12:41.320 --> 00:12:42.860]  到底是什麼
[00:12:42.860 --> 00:12:46.200]  我們對弱勢一群往往三分鐘熱度
[00:12:46.200 --> 00:12:48.760]  我們喜歡一次性的行動
[00:12:48.760 --> 00:12:52.500]  完事之後就感謝讚美主 祈禱就算數
[00:12:52.500 --> 00:12:55.400]  但經文說明真正的公義的作為
[00:12:55.400 --> 00:12:57.740]  是一個ING的衛生
[00:12:57.740 --> 00:12:58.980]  一種的行動
[00:12:58.980 --> 00:13:01.940]  不是祈個靚禱就算數的一件這樣的事情
[00:13:01.940 --> 00:13:05.180]  這是第一點很想跟大家分享
[00:13:05.180 --> 00:13:07.080]  第二點我們看看這個Power Point
[00:13:07.080 --> 00:13:09.420]  第六到第七節
[00:13:09.420 --> 00:13:10.560]  他這樣說
[00:13:10.560 --> 00:13:13.360]  我朝見耶和華
[00:13:13.360 --> 00:13:16.100]  在至高神面前跪拜
[00:13:16.100 --> 00:13:18.100]  當獻上什麼呢?
[00:13:18.100 --> 00:13:21.300]  豈可獻一歲的牛毒為飯祭嗎?
[00:13:21.300 --> 00:13:24.160]  耶和華豈喜悅千千的供養
[00:13:24.160 --> 00:13:26.540]  或是萬萬的柔和嗎?
[00:13:26.540 --> 00:13:30.440]  我豈可為自己的罪過獻我的獎治嗎?
[00:13:30.440 --> 00:13:34.980]  為心中的罪惡獻我身所生的嗎?
[00:13:34.980 --> 00:13:37.040]  表面上這個經文
[00:13:37.040 --> 00:13:38.740]  其實真的看下去
[00:13:38.740 --> 00:13:40.680]  你問這些問題的人
[00:13:40.680 --> 00:13:44.060]  相信都非富則貴
[00:13:44.060 --> 00:13:45.220]  你想清楚一點
[00:13:45.220 --> 00:13:47.360]  哪有人在當時的時代
[00:13:47.360 --> 00:13:50.600]  是真的可以獻上千千的供養
[00:13:50.600 --> 00:13:52.660]  萬萬的柔和呢?
[00:13:52.660 --> 00:13:56.540]  你只能夠是那些富翁才能夠做得到
[00:13:56.540 --> 00:14:00.740]  哪一個真是有錢可以獻一歲的牛毒呢?
[00:14:00.740 --> 00:14:03.500]  這個是牛毒
[00:14:03.500 --> 00:14:05.500]  牛毒呢
[00:14:05.500 --> 00:14:07.900]  你去吃的牛窩、牛鴨
[00:14:07.900 --> 00:14:09.620]  是有分級的
[00:14:09.620 --> 00:14:10.820]  那些牛
[00:14:10.820 --> 00:14:13.820]  應該一歲的牛毒是最高級的
[00:14:13.820 --> 00:14:17.520]  有些花腩、有些鞭
[00:14:17.520 --> 00:14:20.720]  是吃下去即溶的一種感覺
[00:14:20.720 --> 00:14:23.600]  這些可以獻上
[00:14:23.600 --> 00:14:25.300]  接著有句話
[00:14:25.300 --> 00:14:30.460]  豈可為自己的罪過獻我的獎治
[00:14:30.460 --> 00:14:34.100]  即是說要獻祭那個人覺得自己有罪
[00:14:34.100 --> 00:14:37.940]  然後就為了問祭司
[00:14:37.940 --> 00:14:40.100]  究竟我應該獻些什麼
[00:14:40.100 --> 00:14:42.480]  能夠上帝赦免我的罪
[00:14:42.480 --> 00:14:44.140]  其實你想清楚一點
[00:14:44.140 --> 00:14:45.780]  他問這個問題
[00:14:45.780 --> 00:14:49.520]  其實都不是想悔改的
[00:14:49.520 --> 00:14:50.960]  不是想悔改
[00:14:50.960 --> 00:14:56.400]  而是想著我有財、有勢、有資源、有長子
[00:14:56.400 --> 00:14:58.460]  如果能夠獻完之後
[00:14:58.460 --> 00:15:00.200]  KO到我的罪
[00:15:00.200 --> 00:15:02.100]  其實就OK了
[00:15:02.100 --> 00:15:04.000]  所以對這個人來說
[00:15:04.000 --> 00:15:06.340]  罪是一件什麼事情
[00:15:06.340 --> 00:15:10.440]  罪是一件程序和方法的問題
[00:15:10.440 --> 00:15:12.140]  似乎問題在於
[00:15:12.140 --> 00:15:14.880]  他外表的禮制
[00:15:14.880 --> 00:15:18.540]  只要祭司說一聲我獻上什麼
[00:15:18.540 --> 00:15:21.180]  就能夠KO那個罪
[00:15:21.180 --> 00:15:23.020]  然後就立即獻上
[00:15:23.020 --> 00:15:26.660]  這個不但合乎程序、合乎情理
[00:15:26.660 --> 00:15:30.160]  是透過程序去賄賂上帝的行為
[00:15:30.160 --> 00:15:32.460]  只要外表程序做足
[00:15:32.460 --> 00:15:34.460]  上帝一定會赦免
[00:15:34.460 --> 00:15:35.860]  雖然自己有罪
[00:15:35.860 --> 00:15:40.240]  但只需要有財力、有程序就可以處理
[00:15:40.240 --> 00:15:42.200]  就無需要真心悔改
[00:15:42.200 --> 00:15:44.840]  所以這個人只有敬虔的外表
[00:15:44.840 --> 00:15:47.980]  可能為建制真的帶來很多好處
[00:15:47.980 --> 00:15:51.880]  因為他真的獻了千千的供養和萬萬的柔和
[00:15:51.880 --> 00:15:54.920]  但是沒有敬虔的實體
[00:15:54.920 --> 00:15:57.220]  這是一個內外不一
[00:15:57.220 --> 00:16:00.860]  但又喜歡去到聖殿香火鼎盛的人
[00:16:00.860 --> 00:16:03.760]  表面是一套
[00:16:03.760 --> 00:16:05.900]  心底裏沒有想過悔改
[00:16:05.900 --> 00:16:08.400]  我如果真的有財力
[00:16:08.400 --> 00:16:10.240]  我就能夠搞定我的罪
[00:16:10.240 --> 00:16:11.900]  即是代表他會不會悔改
[00:16:11.900 --> 00:16:12.740]  他不會
[00:16:12.740 --> 00:16:14.440]  他會繼續做那件事
[00:16:14.440 --> 00:16:16.800]  然後過了一個星期之後
[00:16:16.800 --> 00:16:18.540]  就問祭司
[00:16:18.540 --> 00:16:20.280]  我當獻上什麼
[00:16:20.280 --> 00:16:21.480]  他就獻上
[00:16:21.480 --> 00:16:25.180]  是一個周而復始的一段這樣的情況
[00:16:25.180 --> 00:16:30.480]  其實我們的生命有時都會是這樣
[00:16:30.480 --> 00:16:34.560]  信仰對我們來說是一件生外物
[00:16:34.560 --> 00:16:38.620]  最重要是教會叫我做的事情做足就可以
[00:16:38.620 --> 00:16:40.660]  十一奉煉我有
[00:16:40.660 --> 00:16:43.140]  施奉我有
[00:16:43.140 --> 00:16:46.160]  推音響OK
[00:16:46.160 --> 00:16:48.340]  打鼓多賣力
[00:16:48.340 --> 00:16:50.940]  當然我們剛才敬拜的弟兄姊妹
[00:16:50.940 --> 00:16:52.580]  其實他們有敬虔的外包
[00:16:52.580 --> 00:16:54.380]  還有敬虔的實體
[00:16:54.380 --> 00:16:56.740]  所以不要質疑他們
[00:16:56.740 --> 00:16:58.040]  但無論如何
[00:16:58.040 --> 00:17:01.080]  我們就會有一件這樣的事情
[00:17:01.080 --> 00:17:04.620]  就是我們以為做足了這些事情
[00:17:04.620 --> 00:17:08.960]  我們就可以免除上帝的問責
[00:17:08.960 --> 00:17:11.520]  然後我們就將我們的生命
[00:17:11.520 --> 00:17:13.360]  私底下去進行
[00:17:13.360 --> 00:17:15.360]  而私底下的進行
[00:17:15.360 --> 00:17:18.460]  那個贖罪券就是回到教會裏面
[00:17:18.460 --> 00:17:21.540]  打完那個鼓就能夠贖罪
[00:17:21.540 --> 00:17:23.040]  然後做了十一奉獻
[00:17:23.040 --> 00:17:24.940]  去到贖罪我再次說他們不是這樣的
[00:17:24.940 --> 00:17:26.080]  不過繼續
[00:17:26.080 --> 00:17:28.380]  是一件這樣的事情
[00:17:28.380 --> 00:17:30.840]  變了我們的生命就是
[00:17:30.840 --> 00:17:32.180]  裏面一個你
[00:17:32.180 --> 00:17:33.520]  外面一個你
[00:17:33.520 --> 00:17:36.580]  我們開始變得
[00:17:36.580 --> 00:17:39.080]  degenerate
[00:17:39.080 --> 00:17:41.720]  兩個不同的個體
[00:17:41.720 --> 00:17:46.800]  我們活在一個分裂的狀態裏面
[00:17:46.800 --> 00:17:49.760]  我自己在分教會以前何嘗不是這樣
[00:17:49.760 --> 00:17:51.140]  我還記得
[00:17:51.140 --> 00:17:53.840]  我以前中六的時候
[00:17:53.840 --> 00:17:55.840]  做查經造象
[00:17:55.840 --> 00:17:58.780]  那時候我是很喜歡演戲的
[00:17:58.780 --> 00:18:01.680]  我以前是很差的
[00:18:01.680 --> 00:18:03.840]  我還記得那天
[00:18:03.840 --> 00:18:07.180]  團契有十二個組員回來
[00:18:07.180 --> 00:18:09.120]  我帶他們查經
[00:18:09.120 --> 00:18:13.060]  然後我眼尾就看一看隔壁那組
[00:18:13.060 --> 00:18:15.360]  隔壁那組只有四個組員
[00:18:15.360 --> 00:18:17.760]  我就有十二門徒
[00:18:17.760 --> 00:18:20.560]  然後看到隔壁那四個的時候
[00:18:20.560 --> 00:18:24.960]  我心裏面就有一句說話出來
[00:18:24.960 --> 00:18:26.640]  那句說話是
[00:18:26.640 --> 00:18:30.780]  「當然是我的魅力迫人了」
[00:18:30.780 --> 00:18:32.880]  「當然是我行啦」
[00:18:32.880 --> 00:18:37.140]  「隔壁那些怎樣?不行啦」
[00:18:37.140 --> 00:18:39.780]  然後牧師走過
[00:18:39.780 --> 00:18:40.480]  就跟我說
[00:18:40.480 --> 00:18:44.060]  「高銘謙,你今天的組很多人喔」
[00:18:44.060 --> 00:18:48.060]  然後我就在牧師面前做了一件事
[00:18:48.060 --> 00:18:52.360]  感謝暫未主的恩典
[00:18:52.360 --> 00:18:54.660]  這些是信弟的作為
[00:18:54.660 --> 00:18:58.840]  你覺不覺得這些人很討人厭
[00:18:58.840 --> 00:19:01.700]  說一套,做一套
[00:19:01.700 --> 00:19:04.700]  心裏面想一套
[00:19:04.700 --> 00:19:06.700]  然後外表就是說一套
[00:19:06.700 --> 00:19:07.880]  我想說
