
[00:00:00.000 --> 00:00:02.280]  神是一個賜指望的神
[00:02:42.600 --> 00:02:43.600]  一進去那些音樂就...
[00:02:43.600 --> 00:02:45.600]  嘩 你都不用跳的時候
[00:02:45.600 --> 00:02:46.600]  你的心已經在震動
[00:02:46.600 --> 00:02:47.600]  因為那些低音
[00:02:47.600 --> 00:02:48.600]  那些重低音
[00:02:48.600 --> 00:02:52.600]  會好像...就是那些...
[00:02:52.600 --> 00:02:54.600]  你一進去就感覺到
[00:02:54.600 --> 00:02:57.600]  嘩 那種年輕人那種的能量
[00:02:57.600 --> 00:02:59.600]  年輕人那種的活力
[00:02:59.600 --> 00:03:00.600]  嘩 我心想
[00:03:00.600 --> 00:03:03.600]  原來在一個群體裏面
[00:03:03.600 --> 00:03:04.600]  你踏進去
[00:03:04.600 --> 00:03:06.600]  其實你會感覺到一些東西
[00:03:06.600 --> 00:03:10.600]  那我們期待神的家裏面
[00:03:10.600 --> 00:03:11.600]  神的家裏面
[00:03:11.600 --> 00:03:12.600]  我一踏進去的時候
[00:03:12.600 --> 00:03:13.600]  或者新朋友
[00:03:13.600 --> 00:03:15.600]  今天很歡迎有新朋友來到
[00:03:15.600 --> 00:03:16.600]  一踏進去的時候
[00:03:16.600 --> 00:03:18.600]  我們會感受到什麼
[00:03:18.600 --> 00:03:21.600]  當然是想去感受到神的同在
[00:03:21.600 --> 00:03:24.600]  當然是想去經歷到主的美善
[00:03:24.600 --> 00:03:26.600]  嘩 所以我就選了一個題目
[00:03:26.600 --> 00:03:27.600]  就是說
[00:03:27.600 --> 00:03:30.600]  原來教會神的心意
[00:03:30.600 --> 00:03:33.600]  教會是一個充滿生命的家
[00:03:33.600 --> 00:03:35.600]  充滿生命力的家
[00:03:35.600 --> 00:03:39.600]  在耶穌在地上
[00:03:39.600 --> 00:03:41.600]  去傳道的時候
[00:03:41.600 --> 00:03:43.600]  祂講過一句說話
[00:03:43.600 --> 00:03:44.600]  祂講過一句說話
[00:03:44.600 --> 00:03:47.600]  就是這個這麼宏偉的聖殿
[00:03:47.600 --> 00:03:49.600]  就是你拆毀了
[00:03:49.600 --> 00:03:50.600]  三天之後
[00:03:50.600 --> 00:03:52.600]  我要重新去建立
[00:03:52.600 --> 00:03:53.600]  嘩 你想想
[00:03:53.600 --> 00:03:55.600]  這麼多年的聖殿
[00:03:55.600 --> 00:03:58.600]  用石頭這樣搭上你的聖殿
[00:03:58.600 --> 00:03:59.600]  耶穌說沒有一個石頭
[00:03:59.600 --> 00:04:01.600]  落在另一個石頭上面
[00:04:01.600 --> 00:04:02.600]  當然在歷史裏面
[00:04:02.600 --> 00:04:04.600]  這些說話都是應驗
[00:04:04.600 --> 00:04:06.600]  但是當耶穌再去建立
[00:04:06.600 --> 00:04:08.600]  一個聖殿的時候
[00:04:08.600 --> 00:04:09.600]  當然 耶穌這樣說
[00:04:09.600 --> 00:04:12.600]  是指著祂死後三天後復活
[00:04:12.600 --> 00:04:15.600]  我們也看得到耶穌的心意
[00:04:15.600 --> 00:04:17.600]  祂要建立的殿是一個怎樣的殿
[00:04:17.600 --> 00:04:19.600]  耶穌要建立的殿
[00:04:19.600 --> 00:04:21.600]  不是石頭的殿
[00:04:21.600 --> 00:04:22.600]  耶穌要再建立的殿
[00:04:22.600 --> 00:04:25.600]  不是用一些死的石頭
[00:04:25.600 --> 00:04:26.600]  而是活石
[00:04:26.600 --> 00:04:28.600]  活的石頭
[00:04:28.600 --> 00:04:29.600]  是一個很大的對比
[00:04:29.600 --> 00:04:31.600]  正如今天我們在經文裏面
[00:04:31.600 --> 00:04:33.600]  所看的一段經文
[00:04:33.600 --> 00:04:35.600]  大家都非常熟悉
[00:04:35.600 --> 00:04:38.600]  甚至有不少教會以此為名
[00:04:38.600 --> 00:04:40.600]  主乃活石
[00:04:40.600 --> 00:04:43.600]  主耶穌自己是一個有生命的
[00:04:43.600 --> 00:04:44.600]  祂是有生命的
[00:04:44.600 --> 00:04:46.600]  祂是有生命的盆石
[00:04:46.600 --> 00:04:47.600]  祂是活石
[00:04:47.600 --> 00:04:50.600]  固然被人所棄
[00:04:50.600 --> 00:04:52.600]  卻是被神所揀損
[00:04:52.600 --> 00:04:53.600]  所寶貴的
[00:04:53.600 --> 00:04:55.600]  如果我們的主耶穌是活石
[00:04:55.600 --> 00:04:57.600]  祂是有生命的
[00:04:57.600 --> 00:04:59.600]  我們來到祂主的面前
[00:04:59.600 --> 00:05:01.600]  我們都是帶著生命的
[00:05:01.600 --> 00:05:02.600]  我們帶著的生命
[00:05:02.600 --> 00:05:03.600]  不是自己的生命
[00:05:03.600 --> 00:05:04.600]  我們帶著的生命
[00:05:04.600 --> 00:05:06.600]  很想去學校耶穌基督一樣
[00:05:06.600 --> 00:05:08.600]  活出祂的樣式
[00:05:08.600 --> 00:05:10.600]  我們來到主的面前
[00:05:10.600 --> 00:05:11.600]  也去像活石
[00:05:11.600 --> 00:05:14.600]  被建造成為靈宮
[00:05:14.600 --> 00:05:16.600]  原來這個家裏面
[00:05:16.600 --> 00:05:18.600]  不是一個固定的
[00:05:18.600 --> 00:05:19.600]  是一個靈
[00:05:19.600 --> 00:05:21.600]  是屬靈的宮殿
[00:05:21.600 --> 00:05:22.600]  而這個宮殿
[00:05:22.600 --> 00:05:23.600]  而這個教會
[00:05:23.600 --> 00:05:25.600]  不只是一個建築物
[00:05:25.600 --> 00:05:27.600]  當然我們有很漂亮的建築物在這裏
[00:05:27.600 --> 00:05:29.600]  但是最重要最重要的
[00:05:29.600 --> 00:05:30.600]  就是有祢在這裏
[00:05:30.600 --> 00:05:32.600]  是因為祢的同在
[00:05:32.600 --> 00:05:34.600]  祢一起見證神的工作
[00:05:34.600 --> 00:05:36.600]  祢參與神的工作
[00:05:36.600 --> 00:05:37.600]  祢一起有份
[00:05:37.600 --> 00:05:39.600]  去建立這個家
[00:05:39.600 --> 00:05:40.600]  祢一起有份
[00:05:40.600 --> 00:05:43.600]  去建立這個屬靈的宮殿
[00:05:43.600 --> 00:05:46.600]  所以今天我不是
[00:05:46.600 --> 00:05:48.600]  在一個
[00:05:48.600 --> 00:05:49.600]  我不想好像是說
[00:05:49.600 --> 00:05:50.600]  哎呀
[00:05:50.600 --> 00:05:51.600]  你說到
[00:05:51.600 --> 00:05:52.600]  我不想說
[00:05:52.600 --> 00:05:53.600]  在一個很高的位置
[00:05:53.600 --> 00:05:55.600]  我反而很想作為一個後輩
[00:05:55.600 --> 00:05:58.600]  一個被神去使用的僕人
[00:05:58.600 --> 00:06:00.600]  很想和大家分享一個訊息
[00:06:00.600 --> 00:06:01.600]  就是
[00:06:01.600 --> 00:06:02.600]  神的家
[00:06:02.600 --> 00:06:05.600]  是一個可以充滿生命的家
[00:06:05.600 --> 00:06:06.600]  而最重要的
[00:06:06.600 --> 00:06:08.600]  祢不只是牧師一位
[00:06:08.600 --> 00:06:11.600]  不只是有多少位的領袖
[00:06:11.600 --> 00:06:12.600]  最重要的是
[00:06:12.600 --> 00:06:14.600]  有主耶穌在我們當中
[00:06:14.600 --> 00:06:17.600]  有每一個坐在這裏的
[00:06:17.600 --> 00:06:18.600]  每一個參與教會
[00:06:18.600 --> 00:06:20.600]  每一個建立教會
[00:06:20.600 --> 00:06:22.600]  祢們就是這個靈宮的一部份
[00:06:22.600 --> 00:06:24.600]  所以不要小看祢來到這裏
[00:06:24.600 --> 00:06:25.600]  你不要小看
[00:06:25.600 --> 00:06:26.600]  祢只是每個禮拜
[00:06:26.600 --> 00:06:27.600]  可能你說
[00:06:27.600 --> 00:06:29.600]  我都沒有侍奉崗位
[00:06:29.600 --> 00:06:31.600]  可能我都沒有
[00:06:31.600 --> 00:06:33.600]  不同的崗位都好
[00:06:33.600 --> 00:06:34.600]  這個不重要
[00:06:34.600 --> 00:06:36.600]  最重要的是祢是神的兒女
[00:06:36.600 --> 00:06:37.600]  祢是神的簡選
[00:06:37.600 --> 00:06:40.600]  祢是神去呼召祢進入這裏
[00:06:40.600 --> 00:06:41.600]  一起去建立這個家
[00:06:41.600 --> 00:06:44.600]  所以很快會分開幾個的重點
[00:06:44.600 --> 00:06:45.600]  和大家去分享
[00:06:45.600 --> 00:06:47.600]  其實我不是很習慣用powerpoint
[00:06:47.600 --> 00:06:50.600]  不過都預備了一點點
[00:06:50.600 --> 00:06:51.600]  不過都是簡單的幾個英文
[00:06:51.600 --> 00:06:53.600]  希望大家不要介意
[00:06:53.600 --> 00:06:55.600]  其中一個的重點
[00:06:55.600 --> 00:06:56.600]  很想去分享
[00:06:56.600 --> 00:06:57.600]  如果說是家
[00:06:57.600 --> 00:06:59.600]  我嘗試用這四個點去分享
[00:06:59.600 --> 00:07:00.600]  家是home
[00:07:00.600 --> 00:07:01.600]  是不是
[00:07:01.600 --> 00:07:04.600]  容許我用一些簡單的英文字
[00:07:04.600 --> 00:07:05.600]  去表達一下
[00:07:05.600 --> 00:07:07.600]  一個簡單的home
[00:07:07.600 --> 00:07:09.600]  有四個英文字母
[00:07:09.600 --> 00:07:11.600]  h o m e
[00:07:11.600 --> 00:07:12.600]  第一個是什麼呢
[00:07:12.600 --> 00:07:14.600]  第一個是學務
[00:07:14.600 --> 00:07:15.600]  學務是什麼呢
[00:07:15.600 --> 00:07:17.600]  正如第二節第三節
[00:07:17.600 --> 00:07:18.600]  如果可以的話
[00:07:18.600 --> 00:07:19.600]  就再讀一次
[00:07:19.600 --> 00:07:20.600]  預備請
[00:07:20.600 --> 00:07:23.600]  就要愛慕那純正的靈奶
[00:07:23.600 --> 00:07:26.600]  助應財生的嬰孩
[00:07:26.600 --> 00:07:27.600]  愛慕那一樣
[00:07:27.600 --> 00:07:29.600]  叫祢們因此漸長
[00:07:29.600 --> 00:07:33.600]  以至得救祢們略嘗過主因的滋味
[00:07:33.600 --> 00:07:36.600]  就必如此
[00:07:36.600 --> 00:07:38.600]  這段經文是很多時候
[00:07:38.600 --> 00:07:39.600]  鼓勵著我們
[00:07:39.600 --> 00:07:42.600]  要對神有一種的學務
[00:07:42.600 --> 00:07:44.600]  甚至當我們說有生命
[00:07:44.600 --> 00:07:46.600]  什麼叫有生命呢
[00:07:46.600 --> 00:07:48.600]  有生命其實很容易理解的
[00:07:48.600 --> 00:07:50.600]  當一個嬰孩去出生的時候
[00:07:50.600 --> 00:07:52.600]  你就很能夠去理解
[00:07:52.600 --> 00:07:53.600]  什麼叫有生命的
[00:07:53.600 --> 00:07:55.600]  因為一個嬰孩一出生的時候
[00:07:55.600 --> 00:07:56.600]  他會哭
[00:07:56.600 --> 00:07:58.600]  他會他會肚餓
[00:07:58.600 --> 00:08:00.600]  每一次他肚餓的時候
[00:08:00.600 --> 00:08:02.600]  就會哭得越來越激烈
[00:08:02.600 --> 00:08:03.600]  越是肚餓的時候
[00:08:03.600 --> 00:08:05.600]  他就越是大聲去哭
[00:08:05.600 --> 00:08:07.600]  因為他唯有藉著哭這個事情
[00:08:07.600 --> 00:08:09.600]  去表達他的不滿足
[00:08:09.600 --> 00:08:11.600]  去表達他的饑渴
[00:08:11.600 --> 00:08:14.600]  去表達他的飢餓
[00:08:14.600 --> 00:08:15.600]  在這段經文裡
[00:08:15.600 --> 00:08:17.600]  就要愛慕
[00:08:17.600 --> 00:08:19.600]  愛慕純正的靈奶
[00:08:19.600 --> 00:08:22.600]  好像剛剛出生的嬰孩一樣
[00:08:22.600 --> 00:08:24.600]  當然我們在屬靈上面
[00:08:24.600 --> 00:08:26.600]  要以耶穌基督的真理
[00:08:26.600 --> 00:08:28.600]  不斷成為一個根基
[00:08:28.600 --> 00:08:30.600]  不斷地被提升
[00:08:30.600 --> 00:08:31.600]  不斷地成長
[00:08:31.600 --> 00:08:32.600]  不斷地成熟
[00:08:32.600 --> 00:08:33.600]  但是我們很多時候
[00:08:33.600 --> 00:08:35.600]  都需要回到初心裡面
[00:08:35.600 --> 00:08:39.600]  回到剛剛信耶穌那種火熱的裡面
[00:08:39.600 --> 00:08:42.600]  那種剛剛經歷主救恩的滋味的裡面
[00:08:42.600 --> 00:08:44.600]  當你想想在很多年前
[00:08:44.600 --> 00:08:45.600]  你信耶穌的時候
[00:08:45.600 --> 00:08:48.600]  你是不是心裡面很澎湃
[00:08:48.600 --> 00:08:50.600]  我要回教會
[00:08:50.600 --> 00:08:52.600]  我剛剛在星期五裡面
[00:08:52.600 --> 00:08:54.600]  說了一個例子
[00:08:54.600 --> 00:08:57.600]  就是很多年前
[00:08:57.600 --> 00:08:59.600]  剛剛去到英國沒多久
[00:08:59.600 --> 00:09:02.600]  我去探訪一個姊妹的丈夫
[00:09:02.600 --> 00:09:03.600]  他開外賣店
[00:09:03.600 --> 00:09:06.600]  他星期天不會回來教會
[00:09:06.600 --> 00:09:08.600]  他太太其實說不會了
[00:09:08.600 --> 00:09:09.600]  她不會回來教會
[00:09:09.600 --> 00:09:10.600]  我說不行
[00:09:10.600 --> 00:09:11.600]  我要探望你先生
[00:09:11.600 --> 00:09:13.600]  我要跟你先生去傳福音
[00:09:13.600 --> 00:09:17.600]  當天不知道是難了還是怎樣
[00:09:17.600 --> 00:09:20.600]  不過我們不高舉魔鬼的工作
[00:09:20.600 --> 00:09:21.600]  我們高舉神的工作
[00:09:21.600 --> 00:09:25.600]  用了兩個多小時又搭車又搭船才去到
[00:09:25.600 --> 00:09:26.600]  其實都是在倫敦
[00:09:26.600 --> 00:09:27.600]  這樣都要用兩個多小時
[00:09:27.600 --> 00:09:28.600]  所以大家很幸福的了
[00:09:28.600 --> 00:09:32.600]  在這麼近裡面就可以回到教會
[00:09:32.600 --> 00:09:33.600]  那天去到的時候
[00:09:33.600 --> 00:09:34.600]  跟她傳完福音
[00:09:34.600 --> 00:09:37.600]  其實這位男士表達
[00:09:37.600 --> 00:09:40.600]  未必個個那麼容易去表達得到
[00:09:40.600 --> 00:09:42.600]  他在想什麼
[00:09:42.600 --> 00:09:43.600]  說完福音
[00:09:43.600 --> 00:09:44.600]  他就繼續在外賣店
[00:09:44.600 --> 00:09:46.600]  一邊炒一邊聽
[00:09:46.600 --> 00:09:51.600]  其實都不知道他是怎樣
[00:09:51.600 --> 00:09:53.600]  說完就說完了
[00:09:53.600 --> 00:09:55.600]  當然他很客氣
[00:09:55.600 --> 00:09:56.600]  請我們吃東西
[00:09:56.600 --> 00:09:57.600]  我們就走了
[00:09:57.600 --> 00:09:58.600]  突然走的路上
[00:09:58.600 --> 00:10:00.600]  收到他發一個短信給我
[00:10:00.600 --> 00:10:01.600]  他發短信就說
[00:10:01.600 --> 00:10:03.600]  牧師我決定了
[00:10:03.600 --> 00:10:04.600]  我決定了信耶穌
[00:10:04.600 --> 00:10:06.600]  我決定了有錢都不賺了
[00:10:06.600 --> 00:10:08.600]  星期天我下個禮拜開始
[00:10:08.600 --> 00:10:09.600]  不是下個月
[00:10:09.600 --> 00:10:11.600]  是下個禮拜開始我關門
[00:10:11.600 --> 00:10:12.600]  星期天我關門
[00:10:12.600 --> 00:10:13.600]  我回教會
[00:10:13.600 --> 00:10:15.600]  我一齊來到教會裡面
[00:10:15.600 --> 00:10:16.600]  哇
[00:10:16.600 --> 00:10:17.600]  就是那一種
[00:10:17.600 --> 00:10:19.600]  剛剛信耶穌那一刻
[00:10:19.600 --> 00:10:20.600]  那種爆炸
[00:10:20.600 --> 00:10:21.600]  那種不理性
[00:10:21.600 --> 00:10:22.600]  那種
[00:10:22.600 --> 00:10:24.600]  那種叫什麼呢
[00:10:24.600 --> 00:10:27.600]  那種屬靈的不理性
[00:10:27.600 --> 00:10:29.600]  你不會計算失去了多少錢財
[00:10:29.600 --> 00:10:31.600]  你不會計算失去了多少東西
[00:10:31.600 --> 00:10:32.600]  你要知道因為
[00:10:32.600 --> 00:10:34.600]  耶穌為你所犧牲的
[00:10:34.600 --> 00:10:36.600]  耶穌為你所付出的
[00:10:36.600 --> 00:10:39.600]  是遠遠超過我們可以給上帝
[00:10:39.600 --> 00:10:40.600]  他就是這樣
[00:10:40.600 --> 00:10:42.600]  相信了耶穌
[00:10:42.600 --> 00:10:44.600]  他放棄了星期天去做生意
[00:10:44.600 --> 00:10:45.600]  當然很多
[00:10:45.600 --> 00:10:47.600]  一說見證很多
[00:10:47.600 --> 00:10:48.600]  如果有機會
[00:10:48.600 --> 00:10:49.600]  可以再和你分享
[00:10:49.600 --> 00:10:50.600]  不過我想就是說
[00:10:50.600 --> 00:10:52.600]  最初
[00:10:52.600 --> 00:10:53.600]  最初那種初心
[00:10:53.600 --> 00:10:54.600]  其實應該
[00:10:54.600 --> 00:10:56.600]  我們無論信耶穌
[00:10:56.600 --> 00:10:58.600]  信了多少年都好
[00:10:58.600 --> 00:11:00.600]  無論是剛剛信耶穌好
[00:11:00.600 --> 00:11:01.600]  或者五年十年
[00:11:01.600 --> 00:11:02.600]  多少年都好
[00:11:02.600 --> 00:11:03.600]  這一個初心
[00:11:03.600 --> 00:11:05.600]  這一個對主的學務
[00:11:05.600 --> 00:11:06.600]  其實我們是要不斷
[00:11:06.600 --> 00:11:09.600]  有一種屬靈上面的不滿足
[00:11:09.600 --> 00:11:10.600]  當然可能
[00:11:10.600 --> 00:11:12.600]  你說
[00:11:12.600 --> 00:11:13.600]  我們要成長
[00:11:13.600 --> 00:11:14.600]  當然是要成長
[00:11:14.600 --> 00:11:16.600]  但是這種的不滿足
[00:11:16.600 --> 00:11:18.600]  是叫我們經歷
[00:11:18.600 --> 00:11:20.600]  那種主的生命
[00:11:20.600 --> 00:11:22.600]  當你越是學務主的時候
[00:11:22.600 --> 00:11:23.600]  正如這裡說
[00:11:23.600 --> 00:11:25.600]  你們要親近主
[00:11:25.600 --> 00:11:26.600]  這裡有句經文說
[00:11:26.600 --> 00:11:27.600]  你們要親近主
[00:11:27.600 --> 00:11:28.600]  當你一種不學務的時候
[00:11:28.600 --> 00:11:29.600]  神的同在
[00:11:29.600 --> 00:11:31.600]  就淋到我們生命裡面
[00:11:31.600 --> 00:11:32.600]  神就去親自
[00:11:32.600 --> 00:11:34.600]  對我們每一個人說話
[00:11:34.600 --> 00:11:35.600]  並且這裡的不滿足
[00:11:35.600 --> 00:11:36.600]  是有個焦點的
[00:11:36.600 --> 00:11:37.600]  如果這個不滿足
[00:11:37.600 --> 00:11:38.600]  是有更加去
[00:11:38.600 --> 00:11:39.600]  仔細去說
[00:11:39.600 --> 00:11:40.600]  不滿足些什麼
[00:11:40.600 --> 00:11:41.600]  學務些什麼
[00:11:41.600 --> 00:11:42.600]  學務呢
[00:11:42.600 --> 00:11:44.600]  學務純正的
[00:11:44.600 --> 00:11:46.600]  學務純正的靈奶
[00:11:46.600 --> 00:11:47.600]  這裡說
[00:11:47.600 --> 00:11:51.600]  你們要像財新的嬰孩
[00:11:51.600 --> 00:11:53.600]  去愛慕那一樣
[00:11:53.600 --> 00:11:55.600]  叫你們因此漸長
[00:11:55.600 --> 00:11:57.600]  以至得救
[00:11:57.600 --> 00:12:00.600]  就要愛慕那純正的靈奶
[00:12:00.600 --> 00:12:02.600]  不只是愛慕奶
[00:12:02.600 --> 00:12:05.600]  是要愛慕純正的靈奶
[00:12:05.600 --> 00:12:07.600]  你知道這個世界裡面
[00:12:07.600 --> 00:12:09.600]  越來越多挑戰
[00:12:09.600 --> 00:12:11.600]  越來越多挑戰就是怎樣呢
[00:12:11.600 --> 00:12:12.600]  越來越多挑戰就是說
[00:12:12.600 --> 00:12:14.600]  很多人都說自己信耶穌
[00:12:14.600 --> 00:12:15.600]  我去到英國
[00:12:15.600 --> 00:12:17.600]  其實很多人都說自己信耶穌
[00:12:17.600 --> 00:12:18.600]  來做燈的那個
[00:12:18.600 --> 00:12:19.600]  又說我是信耶穌的
[00:12:19.600 --> 00:12:20.600]  一問他
[00:12:20.600 --> 00:12:22.600]  那你上哪個教會的
[00:12:22.600 --> 00:12:23.600]  沒有啊
[00:12:23.600 --> 00:12:25.600]  一年都是上三次而已
[00:12:25.600 --> 00:12:27.600]  復活節
[00:12:27.600 --> 00:12:30.600]  聖誕節
[00:12:30.600 --> 00:12:31.600]  我都不知道第三次是什麼
[00:12:31.600 --> 00:12:33.600]  可能剛好他路過
[00:12:33.600 --> 00:12:35.600]  我先說
[00:12:35.600 --> 00:12:36.600]  就是
[00:12:36.600 --> 00:12:40.600]  很多人都稱自己是信徒
[00:12:40.600 --> 00:12:42.600]  但是耶穌不只是要信徒
[00:12:42.600 --> 00:12:43.600]  耶穌不只是要信祂的人
[00:12:43.600 --> 00:12:45.600]  耶穌是門徒
[00:12:45.600 --> 00:12:47.600]  耶穌是要跟從祂的人
[00:12:47.600 --> 00:12:48.600]  純正的靈奶
[00:12:48.600 --> 00:12:50.600]  純正的靈奶什麼
[00:12:50.600 --> 00:12:52.600]  純正的靈奶
[00:12:52.600 --> 00:12:54.600]  純正的靈奶是什麼
[00:12:54.600 --> 00:12:56.600]  它有一個純正
[00:12:56.600 --> 00:12:58.600]  我們不能夠去混亂主義那裡
[00:12:58.600 --> 00:12:59.600]  你要相信的
[00:12:59.600 --> 00:13:01.600]  你不可以只是十個百分比
[00:13:01.600 --> 00:13:03.600]  不可以二十個百分比
[00:13:03.600 --> 00:13:05.600]  你是要一百個百分比去相信
[00:13:05.600 --> 00:13:06.600]  每一樣東西
[00:13:06.600 --> 00:13:07.600]  當你看的時候
[00:13:07.600 --> 00:13:09.600]  你就去信到十足
[00:13:09.600 --> 00:13:10.600]  如果是這麼重要的時候
[00:13:10.600 --> 00:13:12.600]  我們就不能夠
[00:13:12.600 --> 00:13:14.600]  不能夠離開這本聖經
[00:13:14.600 --> 00:13:15.600]  不能夠不去裝備
[00:13:15.600 --> 00:13:16.600]  所以當我剛才聽到
[00:13:16.600 --> 00:13:18.600]  哇這麼棒啊道牧師
[00:13:18.600 --> 00:13:20.600]  去安排一些聖經課程
[00:13:20.600 --> 00:13:21.600]  有不同的裝備的時候
[00:13:21.600 --> 00:13:22.600]  哇
[00:13:22.600 --> 00:13:24.600]  當然要去報名
[00:13:24.600 --> 00:13:26.600]  當然要去受裝備
[00:13:26.600 --> 00:13:27.600]  以致我們這杯
[00:13:27.600 --> 00:13:28.600]  這杯奶
[00:13:28.600 --> 00:13:30.600]  是很純正的
[00:13:30.600 --> 00:13:32.600]  不是八十
[00:13:32.600 --> 00:13:33.600]  不是九十
[00:13:33.600 --> 00:13:34.600]  是一百個百分比
[00:13:34.600 --> 00:13:35.600]  這種純正
[00:13:35.600 --> 00:13:37.600]  在這個世代裡面很重要
[00:13:37.600 --> 00:13:40.600]  去到在不同的地方裡面
[00:13:40.600 --> 00:13:42.600]  我不知道香港現在的情況
[00:13:42.600 --> 00:13:45.600]  不過在我以前在這裡成長的時候
[00:13:45.600 --> 00:13:46.600]  我已經知道
[00:13:46.600 --> 00:13:47.600]  見到很多不同的挑戰
[00:13:47.600 --> 00:13:49.600]  我記得在剛離開香港之前
[00:13:49.600 --> 00:13:50.600]  那時候還有一套戲
[00:13:50.600 --> 00:13:52.600]  羅亞方舟那套戲
[00:13:52.600 --> 00:13:54.600]  剛剛做羅亞方舟那套戲
[00:13:54.600 --> 00:13:56.600]  竟然有些異端
[00:13:56.600 --> 00:14:00.600]  站在戲院的門口裡面
[00:14:00.600 --> 00:14:02.600]  去派他們的單張
