
[00:00:00.000 --> 00:00:04.680]  各位節目早晨,今天是十月三十一日
[00:03:22.160 --> 00:03:23.440]  「神愛世人」
[00:03:23.440 --> 00:03:24.920]  一起背,1、2、3
[00:03:24.920 --> 00:03:30.000]  「神愛世人,甚至將他的獨生子賜給他們
[00:03:30.000 --> 00:03:34.760]  叫一切信他的,不致滅亡,反得永生」
[00:03:34.760 --> 00:03:36.760]  大家都會背
[00:03:36.760 --> 00:03:39.160]  如果入天堂要背一節聖經
[00:03:39.160 --> 00:03:41.160]  我猜你也會背一節
[00:03:41.160 --> 00:03:45.000]  再不是背《主禱文》也應該懂得背
[00:03:45.000 --> 00:03:48.480]  唯獨是「恩典」
[00:03:48.480 --> 00:03:56.560]  當時馬丁路德已經把神的救恩搞壞了
[00:03:56.560 --> 00:04:00.360]  所以唯獨我們能夠成為神的兒女
[00:04:00.360 --> 00:04:02.360]  我們是蒙恩的罪人
[00:04:02.360 --> 00:04:03.720]  我們得救是本福恩
[00:04:03.720 --> 00:04:07.560]  是神賜下愛子耶穌基督
[00:04:07.560 --> 00:04:09.560]  唯獨「恩典」這個禮物
[00:04:09.560 --> 00:04:11.560]  但如何得著呢?
[00:04:11.560 --> 00:04:13.560]  唯獨是靠「信」
[00:04:13.560 --> 00:04:15.560]  不是用任何的贖罪券
[00:04:15.560 --> 00:04:17.560]  用任何的行為
[00:04:17.560 --> 00:04:19.560]  是靠信心,好像一隻手
[00:04:19.560 --> 00:04:22.560]  去領受神給我們的禮物
[00:04:22.560 --> 00:04:24.560]  而唯獨聖經說到
[00:04:24.560 --> 00:04:30.560]  今天我們站立在神的應許下
[00:04:30.560 --> 00:04:32.560]  神賜下救恩
[00:04:32.560 --> 00:04:34.560]  我們藉著信心去領受
[00:04:34.560 --> 00:04:38.560]  但也見基於神給我們的啟示
[00:04:38.560 --> 00:04:41.560]  神的話語就是啟示
[00:04:41.560 --> 00:04:43.560]  所以回到看聖經
[00:04:43.560 --> 00:04:45.560]  因為當有紛爭的時候
[00:04:45.560 --> 00:04:47.560]  我們又回到聖經
[00:04:47.560 --> 00:04:49.560]  上帝話語的權威
[00:04:49.560 --> 00:04:52.560]  去判定對錯
[00:04:52.560 --> 00:04:54.560]  什麼是絕對?
[00:04:54.560 --> 00:04:56.560]  什麼是相對?
[00:04:56.560 --> 00:04:57.560]  基於這三個唯獨
[00:04:57.560 --> 00:04:59.560]  就引申了之後的唯獨基督
[00:04:59.560 --> 00:05:02.560]  和唯獨上帝的榮耀
[00:05:02.560 --> 00:05:04.560]  無論你說唯獨恩典
[00:05:04.560 --> 00:05:05.560]  唯獨信心
[00:05:05.560 --> 00:05:07.560]  還是唯獨聖經
[00:05:07.560 --> 00:05:10.560]  都是回到認識基督
[00:05:10.560 --> 00:05:13.560]  所以今天的講題
[00:05:13.560 --> 00:05:16.560]  講到愛與跟從
[00:05:16.560 --> 00:05:22.560]  在我們教會五周年的時候特別提到
[00:05:22.560 --> 00:05:26.560]  接下來我們教會的焦點主題
[00:05:26.560 --> 00:05:28.560]  由愛與被愛
[00:05:28.560 --> 00:05:33.560]  跳進了愛與跟從
[00:05:33.560 --> 00:05:37.560]  你知道我們一直都說
[00:05:37.560 --> 00:05:39.560]  作為一個屬靈群體
[00:05:39.560 --> 00:05:41.560]  我們要知道我們的身份
[00:05:41.560 --> 00:05:43.560]  不只是我們自己一個人
[00:05:43.560 --> 00:05:45.560]  是我們整個教會群體
[00:05:45.560 --> 00:05:46.560]  我們的身份
[00:05:46.560 --> 00:05:47.560]  我們的角色
[00:05:47.560 --> 00:05:49.560]  我們在地上
[00:05:49.560 --> 00:05:53.560]  神想我們怎樣去活出福音真理
[00:05:53.560 --> 00:05:54.560]  怎樣活出愛
[00:05:54.560 --> 00:05:58.560]  所以愛與跟從我們不說連題
[00:05:58.560 --> 00:05:59.560]  因為很多時候
[00:05:59.560 --> 00:06:01.560]  我們不想用1月1日到10月31日
[00:06:01.560 --> 00:06:02.560]  框著我們
[00:06:02.560 --> 00:06:05.560]  我們覺得我們經過祈禱
[00:06:05.560 --> 00:06:06.560]  經過領袖
[00:06:06.560 --> 00:06:08.560]  弟兄姊妹一起祈禱
[00:06:08.560 --> 00:06:09.560]  我們領袖覺得
[00:06:09.560 --> 00:06:13.560]  神想我們現在最緊要做好
[00:06:13.560 --> 00:06:14.560]  做好多一點
[00:06:14.560 --> 00:06:16.560]  我們愛與跟從
[00:06:16.560 --> 00:06:20.560]  我們覺得重點在團契生活
[00:06:20.560 --> 00:06:23.560]  弟兄姊妹的愛與被愛
[00:06:23.560 --> 00:06:26.560]  跟著弟兄姊妹怎樣用行動
[00:06:26.560 --> 00:06:27.560]  用彼此
[00:06:27.560 --> 00:06:31.560]  用恩賜服侍去建立神的家
[00:06:31.560 --> 00:06:35.560]  同時我們也要看到
[00:06:35.560 --> 00:06:39.560]  如果我們沒有真正門徒的屬靈成長
[00:06:39.560 --> 00:06:41.560]  我們說相愛是沒有意思的
[00:06:41.560 --> 00:06:44.560]  很多人都想相愛卻無力
[00:06:44.560 --> 00:06:47.560]  我們是有心卻無力
[00:06:47.560 --> 00:06:51.560]  所以愛心和能力要並行
[00:06:51.560 --> 00:06:55.560]  所以愛與跟從就是接下來的一段日子
[00:06:55.560 --> 00:06:57.560]  很想弟兄姊妹一起成長
[00:06:57.560 --> 00:06:58.560]  一起去強調
[00:06:58.560 --> 00:07:00.560]  這個愛
[00:07:00.560 --> 00:07:02.560]  我寫了六樣東西
[00:07:02.560 --> 00:07:03.560]  五樣
[00:07:03.560 --> 00:07:06.560]  第一,我們一起經歷同力主愛
[00:07:06.560 --> 00:07:09.560]  我們如果看不到神的恩典
[00:07:09.560 --> 00:07:11.560]  憑信心領受
[00:07:11.560 --> 00:07:13.560]  我們是蒙恩的罪人
[00:07:13.560 --> 00:07:15.560]  我們感受到神的愛
[00:07:15.560 --> 00:07:20.560]  我們愛是因為神首先愛我們
[00:07:20.560 --> 00:07:23.560]  所以你要經歷主的愛
[00:07:23.560 --> 00:07:25.560]  我們一起經歷主的愛
[00:07:25.560 --> 00:07:29.560]  然後我們一起有彼此相愛的生活
[00:07:29.560 --> 00:07:31.560]  我們生命才有意義
[00:07:31.560 --> 00:07:33.560]  由兒時走回來教會
[00:07:33.560 --> 00:07:35.560]  如果你完了崇拜就走了
[00:07:35.560 --> 00:07:36.560]  沒有相交
[00:07:36.560 --> 00:07:38.560]  沒有機會彼此相愛
[00:07:38.560 --> 00:07:40.560]  就很可惜
[00:07:40.560 --> 00:07:42.560]  所以我們要經歷主的愛
[00:07:42.560 --> 00:07:44.560]  要經歷弟兄姊妹相交
[00:07:44.560 --> 00:07:48.560]  人與人之間那份愛的關係
[00:07:48.560 --> 00:07:52.560]  然後我們一起去跟從主
[00:07:52.560 --> 00:07:55.560]  在主裡面一同跟從主
[00:07:55.560 --> 00:07:57.560]  一起效法基督
[00:07:57.560 --> 00:08:01.560]  跟從和效法可以說是同義詞
[00:08:01.560 --> 00:08:03.560]  但是如果你不跟從
[00:08:03.560 --> 00:08:04.560]  你沒有行動
[00:08:04.560 --> 00:08:07.560]  你是不會效法到基督
[00:08:07.560 --> 00:08:10.560]  你要把時間與主同行
[00:08:10.560 --> 00:08:12.560]  最後你才能榮耀基督
[00:08:12.560 --> 00:08:14.560]  所以我們說愛與跟從
[00:08:14.560 --> 00:08:19.560]  我們要在行動上去回應神的愛
[00:08:19.560 --> 00:08:21.560]  我們是否真的樂意去跟從
[00:08:21.560 --> 00:08:24.560]  樂意學做一個門徒的生命
[00:08:24.560 --> 00:08:29.560]  回到今天我們會一起思想的經文
[00:08:29.560 --> 00:08:33.560]  在路加福音第五章一到十一節
[00:08:33.560 --> 00:08:37.560]  我們一起讀一篇
[00:08:37.560 --> 00:08:41.560]  一起讀五章的一到三節
[00:08:41.560 --> 00:08:43.560]  五章的一到三節
[00:08:43.560 --> 00:08:44.560]  預備起
[00:08:44.560 --> 00:08:47.560]  耶穌站在隔離靈出那湖邊
[00:08:47.560 --> 00:08:49.560]  眾人擁擠他
[00:08:49.560 --> 00:08:51.560]  要聽上帝的道
[00:08:51.560 --> 00:08:54.560]  他仰有兩隻船靠在湖邊
[00:08:54.560 --> 00:08:57.560]  打雨的人卻離開船
[00:08:57.560 --> 00:08:58.560]  死亡去了
[00:08:58.560 --> 00:09:01.560]  有一隻船是西門的
[00:09:01.560 --> 00:09:02.560]  耶穌就上去
[00:09:02.560 --> 00:09:04.560]  請他把船撐開
[00:09:04.560 --> 00:09:06.560]  稍微離岸
[00:09:06.560 --> 00:09:07.560]  就坐下
[00:09:07.560 --> 00:09:10.560]  在船上教導眾人
[00:09:10.560 --> 00:09:17.560]  這篇經文一開始講了背景
[00:09:17.560 --> 00:09:19.560]  那個處境
[00:09:19.560 --> 00:09:20.560]  我們讀下去
[00:09:20.560 --> 00:09:24.560]  耶穌對彼得有一個要求
[00:09:24.560 --> 00:09:28.560]  然後彼得又順應他的要求
[00:09:28.560 --> 00:09:31.560]  我們讀四到七節
[00:09:31.560 --> 00:09:32.560]  預備一二三
[00:09:32.560 --> 00:09:35.560]  他講完了對西門說
[00:09:35.560 --> 00:09:39.560]  把船開到水深的地方下望打魚
[00:09:39.560 --> 00:09:40.560]  西門說
[00:09:40.560 --> 00:09:41.560]  老師
[00:09:41.560 --> 00:09:43.560]  我們整夜流淚
[00:09:43.560 --> 00:09:45.560]  並沒有打著什麼
[00:09:45.560 --> 00:09:46.560]  但依從你的話
[00:09:46.560 --> 00:09:48.560]  我就下望
[00:09:48.560 --> 00:09:50.560]  他們下了望
[00:09:50.560 --> 00:09:52.560]  遇著了很多魚
[00:09:52.560 --> 00:09:54.560]  而冒險些離開
[00:09:54.560 --> 00:09:58.560]  就招手叫另一隻船上的同伴來幫助
[00:09:58.560 --> 00:10:00.560]  他們就來
[00:10:00.560 --> 00:10:02.560]  把魚裝滿了兩隻船
[00:10:02.560 --> 00:10:05.560]  船甚至要沉下去
[00:10:07.560 --> 00:10:09.560]  一至三
[00:10:09.560 --> 00:10:12.560]  路加寫了處境
[00:10:12.560 --> 00:10:14.560]  四到七
[00:10:14.560 --> 00:10:17.560]  就講耶穌行了神蹟
[00:10:17.560 --> 00:10:22.560]  特別是做給彼得和他的同伴看
[00:10:22.560 --> 00:10:26.560]  將要列望和將要沉船
[00:10:26.560 --> 00:10:31.560]  就是兩個很重要的場景記號
[00:10:31.560 --> 00:10:35.560]  當然站在船上的耶穌和彼得
[00:10:35.560 --> 00:10:39.560]  他們的對話就是後面第八到十一節
[00:10:39.560 --> 00:10:41.560]  我們一起讀八到十一節
[00:10:41.560 --> 00:10:42.560]  預備起
[00:10:42.560 --> 00:10:44.560]  西門彼得看見
[00:10:44.560 --> 00:10:47.560]  就俯伏在耶穌膝前說
[00:10:47.560 --> 00:10:49.560]  主啊離開我
[00:10:49.560 --> 00:10:50.560]  我是個罪人
[00:10:50.560 --> 00:10:53.560]  他和一切跟他一起的人
[00:10:53.560 --> 00:10:57.560]  對打到掉著望與魚都很驚訝
[00:10:57.560 --> 00:11:02.560]  他的夥伴西比太的兒子雅各約翰也是這樣
[00:11:02.560 --> 00:11:05.560]  耶穌對西門說不要怕
[00:11:05.560 --> 00:11:08.560]  從今以後你要得人了
[00:11:08.560 --> 00:11:10.560]  他們把兩隻船靠了岸
[00:11:10.560 --> 00:11:14.560]  就撇下所有的兩重了耶穌
[00:11:14.560 --> 00:11:18.560]  最後第八節到十一節
[00:11:18.560 --> 00:11:22.560]  就講彼得和其他門徒
[00:11:22.560 --> 00:11:25.560]  他們經歷這個神蹟之後
[00:11:25.560 --> 00:11:27.560]  耶穌向他們發出呼召
[00:11:27.560 --> 00:11:30.560]  就是叫他們跟從主
[00:11:30.560 --> 00:11:32.560]  最後一節就講
[00:11:32.560 --> 00:11:37.560]  不單止彼得跟從的西比太兩個兒子雅各約翰
[00:11:37.560 --> 00:11:40.560]  都一起上了岸
[00:11:40.560 --> 00:11:44.560]  撇下了他們的尊嚴他們的家財
[00:11:44.560 --> 00:11:47.560]  就是跟從主
[00:11:47.560 --> 00:11:50.560]  今天我們會反省這段聖經
[00:11:50.560 --> 00:11:52.560]  我們一起去祈禱
[00:11:52.560 --> 00:11:56.560]  天主上在我們當中
[00:11:56.560 --> 00:11:59.560]  讓我們懂得敬畏祢
[00:11:59.560 --> 00:12:01.560]  就好像經文
[00:12:01.560 --> 00:12:04.560]  彼得有耶穌在身邊
[00:12:04.560 --> 00:12:11.560]  但是他由對基督耶穌有初步的認識
[00:12:11.560 --> 00:12:13.560]  到他有更深的認識
[00:12:13.560 --> 00:12:15.560]  由他起初去跟從
[00:12:15.560 --> 00:12:19.560]  以致他願意信服
[00:12:19.560 --> 00:12:25.560]  以致他更加經歷神力的大能
[00:12:25.560 --> 00:12:27.560]  經歷神力的愛
[00:12:27.560 --> 00:12:30.560]  生命有扭轉
[00:12:30.560 --> 00:12:34.560]  以致他懂得在祢面前謙卑
[00:12:34.560 --> 00:12:36.560]  更加懂得信服
[00:12:36.560 --> 00:12:38.560]  更加懂得跟從
[00:12:38.560 --> 00:12:42.560]  主,我們很想祢指教我們
[00:12:42.560 --> 00:12:43.560]  我們信了祢
[00:12:43.560 --> 00:12:45.560]  我們願意信服
[00:12:45.560 --> 00:12:46.560]  願意跟從
[00:12:46.560 --> 00:12:49.560]  但我知道我們都好像彼得一樣
[00:12:49.560 --> 00:12:51.560]  我們還有很多事情不明白
[00:12:51.560 --> 00:12:54.560]  我們還有很多事情需要被塑造
[00:12:54.560 --> 00:12:57.560]  被雕琢,甚至被破碎
[00:12:57.560 --> 00:13:01.560]  祢指教我們如何去明白祢
[00:13:01.560 --> 00:13:03.560]  和跟從祢
[00:13:03.560 --> 00:13:07.560]  聽我們祈禱奉耶穌的聖名
[00:13:07.560 --> 00:13:09.560]  愛與跟從
[00:13:09.560 --> 00:13:11.560]  用這段經文去講
[00:13:11.560 --> 00:13:12.560]  其中一件事就是
[00:13:12.560 --> 00:13:15.560]  我們想講門徒生命
[00:13:15.560 --> 00:13:18.560]  我們經常講門徒訓練
[00:13:18.560 --> 00:13:19.560]  講門徒生命
[00:13:19.560 --> 00:13:21.560]  因為耶穌基督的大使命說
[00:13:21.560 --> 00:13:24.560]  要去洗萬民作主的門徒
[00:13:24.560 --> 00:13:25.560]  即要做學生
[00:13:25.560 --> 00:13:27.560]  做耶穌基督的學生
[00:13:27.560 --> 00:13:29.560]  如果耶穌有間學校
[00:13:29.560 --> 00:13:32.560]  無論網上也好,實體學校也好
[00:13:32.560 --> 00:13:33.560]  他就說
[00:13:33.560 --> 00:13:37.560]  我們信主的人都要註冊學生證
[00:13:37.560 --> 00:13:40.560]  要成為神的門生
[00:13:40.560 --> 00:13:41.560]  焦點
[00:13:41.560 --> 00:13:44.560]  如果有人問門徒訓練是甚麼
[00:13:44.560 --> 00:13:45.560]  最簡單就是
[00:13:45.560 --> 00:13:46.560]  效法基督
[00:13:46.560 --> 00:13:48.560]  效法基督的品格
[00:13:48.560 --> 00:13:49.560]  基督如何做人
[00:13:49.560 --> 00:13:50.560]  我們學如何做人
[00:13:50.560 --> 00:13:52.560]  我們讀聖經經常說
[00:13:52.560 --> 00:13:54.560]  重點不是讀神學
[00:13:54.560 --> 00:13:55.560]  神學也讀
[00:13:55.560 --> 00:13:57.560]  認識神也讀
[00:13:57.560 --> 00:13:58.560]  但讀神學
[00:13:58.560 --> 00:13:59.560]  最終神是想我們學識
[00:13:59.560 --> 00:14:01.560]  甚麼叫人學
[00:14:01.560 --> 00:14:02.560]  即是
[00:14:02.560 --> 00:14:03.560]  神學
[00:14:03.560 --> 00:14:04.560]  人學
[00:14:04.560 --> 00:14:05.560]  但神想我們知道
[00:14:05.560 --> 00:14:06.560]  我們如何做人
[00:14:06.560 --> 00:14:08.560]  基於認識神
[00:14:08.560 --> 00:14:09.560]  認識基督
[00:14:09.560 --> 00:14:10.560]  我們今天如何做一個
[00:14:10.560 --> 00:14:12.560]  像基督的人
[00:14:12.560 --> 00:14:14.560]  這就是所謂門徒
[00:14:14.560 --> 00:14:16.560]  門徒成長
[00:14:16.560 --> 00:14:18.560]  就是透過聖靈
[00:14:18.560 --> 00:14:20.560]  在我們生命的工作
[00:14:20.560 --> 00:14:22.560]  透過聖經的話語
[00:14:22.560 --> 00:14:24.560]  透過周圍那些
[00:14:24.560 --> 00:14:26.560]  敬前基督徒的榜樣
[00:14:26.560 --> 00:14:28.560]  生命感染我們
[00:14:28.560 --> 00:14:32.560]  來塑造我們的生命
[00:14:32.560 --> 00:14:33.560]  所以我們經常想
[00:14:33.560 --> 00:14:35.560]  如何幫一個人成長
[00:14:35.560 --> 00:14:36.560]  甚至好像說
[00:14:36.560 --> 00:14:38.560]  如何教育學生
[00:14:38.560 --> 00:14:41.560]  如何教我們的兒女
[00:14:41.560 --> 00:14:43.560]  都是在聖經裡說
[00:14:43.560 --> 00:14:46.560]  這個門徒成長
[00:14:46.560 --> 00:14:47.560]  就是效法基督
[00:14:47.560 --> 00:14:49.560]  最終目標就是效法基督
[00:14:49.560 --> 00:14:50.560]  但我們經常想
[00:14:50.560 --> 00:14:51.560]  為甚麼
[00:14:51.560 --> 00:14:53.560]  好像耶穌在登山寶訓裡說
[00:14:53.560 --> 00:14:55.560]  輔佐經文第一段
[00:14:55.560 --> 00:14:56.560]  祂也提到
[00:14:56.560 --> 00:14:58.560]  不要說做跟主
[00:14:58.560 --> 00:14:59.560]  做門徒
[00:14:59.560 --> 00:15:01.560]  信主的人也少
[00:15:01.560 --> 00:15:02.560]  雖然有很多人說信主
[00:15:02.560 --> 00:15:03.560]  但很少
[00:15:03.560 --> 00:15:05.560]  我們一起讀《馬太方》七章十三十四
[00:15:05.560 --> 00:15:07.560]  預備起
[00:15:07.560 --> 00:15:09.560]  有沒有
[00:15:09.560 --> 00:15:11.560]  好 預備起
[00:15:11.560 --> 00:15:13.560]  你們要進閘門
[00:15:13.560 --> 00:15:15.560]  因為通往滅門
[00:15:15.560 --> 00:15:17.560]  是寬的
[00:15:17.560 --> 00:15:18.560]  路是大的
[00:15:18.560 --> 00:15:20.560]  進去的人也多
[00:15:20.560 --> 00:15:22.560]  通往生命的門
[00:15:22.560 --> 00:15:23.560]  是窄的
[00:15:23.560 --> 00:15:24.560]  路是小的
[00:15:24.560 --> 00:15:26.560]  找到的人也少
[00:15:26.560 --> 00:15:27.560]  是的
[00:15:27.560 --> 00:15:29.560]  其實信主的人
[00:15:29.560 --> 00:15:30.560]  因為他說
[00:15:30.560 --> 00:15:31.560]  找到生命
[00:15:31.560 --> 00:15:32.560]  永生的路
[00:15:32.560 --> 00:15:33.560]  是少的
[00:15:33.560 --> 00:15:35.560]  因為去滅亡的路
[00:15:35.560 --> 00:15:37.560]  是很闊的
[00:15:37.560 --> 00:15:38.560]  我們信了主
[00:15:38.560 --> 00:15:39.560]  我們也知道
[00:15:39.560 --> 00:15:42.560]  原來要信耶穌
[00:15:42.560 --> 00:15:44.560]  要認罪悔改
[00:15:44.560 --> 00:15:48.560]  不是每個人都願意
[00:15:48.560 --> 00:15:49.560]  更加
[00:15:49.560 --> 00:15:52.560]  我們讀《馬可福音》四章十九節
[00:15:52.560 --> 00:15:54.560]  為什麼很多人不信主
[00:15:54.560 --> 00:15:56.560]  見不到果子呢?
[00:15:56.560 --> 00:15:57.560]  《馬可福音》四章十九節
[00:15:57.560 --> 00:15:58.560]  在《巴哈科》才有的
[00:15:58.560 --> 00:16:00.560]  預備起
[00:16:00.560 --> 00:16:03.560]  後來因遮罪見慮的
[00:16:03.560 --> 00:16:05.560]  就是人聽了道
[00:16:05.560 --> 00:16:07.560]  後來有世上的憂慮
[00:16:07.560 --> 00:16:09.560]  錢財的迷惑
[00:16:09.560 --> 00:16:11.560]  和別人的私慾進來
[00:16:11.560 --> 00:16:13.560]  把道祭注了
[00:16:13.560 --> 00:16:15.560]  結不出果實
[00:16:15.560 --> 00:16:16.560]  是的,有三樣東西
[00:16:16.560 --> 00:16:17.560]  他說
[00:16:17.560 --> 00:16:18.560]  世上的思慮
[00:16:18.560 --> 00:16:20.560]  就是什麼?
[00:16:20.560 --> 00:16:22.560]  錢財的迷惑
[00:16:22.560 --> 00:16:25.560]  和各樣的私慾
[00:16:25.560 --> 00:16:28.560]  世上的憂慮
[00:16:28.560 --> 00:16:30.560]  錢財的迷惑
[00:16:30.560 --> 00:16:32.560]  各樣的私慾
[00:16:32.560 --> 00:16:33.560]  就是這些東西
[00:16:33.560 --> 00:16:35.560]  令一個聽了神的道的人
[00:16:35.560 --> 00:16:36.560]  不能夠生命
[00:16:36.560 --> 00:16:39.560]  可以結到果子
[00:16:39.560 --> 00:16:40.560]  我們說
[00:16:40.560 --> 00:16:43.560]  跟從主做門徒
[00:16:43.560 --> 00:16:44.560]  我們都知道
[00:16:44.560 --> 00:16:45.560]  是不容易
[00:16:45.560 --> 00:16:46.560]  信主
[00:16:46.560 --> 00:16:47.560]  都不容易
[00:16:47.560 --> 00:16:48.560]  很多人都想過
[00:16:48.560 --> 00:16:49.560]  想過
[00:16:49.560 --> 00:16:50.560]  很多人都說
[00:16:50.560 --> 00:16:51.560]  基督徒多好啊
[00:16:51.560 --> 00:16:53.560]  但是我就
[00:16:53.560 --> 00:16:55.560]  必須真的要他信
[00:16:55.560 --> 00:16:57.560]  要認罪悔改
[00:16:57.560 --> 00:16:59.560]  再進一步
[00:16:59.560 --> 00:17:00.560]  要效法基督
[00:17:00.560 --> 00:17:01.560]  做主的門徒
[00:17:01.560 --> 00:17:02.560]  坦白說
[00:17:02.560 --> 00:17:03.560]  如果我們說
[00:17:03.560 --> 00:17:04.560]  做一個統計
[00:17:04.560 --> 00:17:07.560]  給大家一張表格
[00:17:07.560 --> 00:17:09.560]  不需要留名
[00:17:09.560 --> 00:17:11.560]  有多少人會選擇
[00:17:11.560 --> 00:17:12.560]  自己的真信主
[00:17:12.560 --> 00:17:14.560]  是可以的
[00:17:14.560 --> 00:17:16.560]  有多少人會選擇
[00:17:16.560 --> 00:17:17.560]  我是一個
[00:17:17.560 --> 00:17:19.560]  真心願意跟從主
[00:17:19.560 --> 00:17:20.560]  做門徒
[00:17:20.560 --> 00:17:21.560]  有多少人
[00:17:21.560 --> 00:17:23.560]  可以選擇自己
[00:17:23.560 --> 00:17:24.560]  願意為主
[00:17:24.560 --> 00:17:27.560]  付代價
[00:17:27.560 --> 00:17:29.560]  有時候我們都覺得
[00:17:29.560 --> 00:17:31.560]  越來越
[00:17:31.560 --> 00:17:33.560]  有時候我們不敢說
[00:17:33.560 --> 00:17:35.560]  不敢說這些
[00:17:35.560 --> 00:17:36.560]  有時候好像
[00:17:36.560 --> 00:17:38.560]  會令人很尷尬
[00:17:38.560 --> 00:17:40.560]  現在很少人問
[00:17:40.560 --> 00:17:41.560]  我記得我初信主
[00:17:41.560 --> 00:17:42.560]  有些導師問我
[00:17:42.560 --> 00:17:44.560]  你有沒有靈修啊
[00:17:44.560 --> 00:17:46.560]  弟兄
[00:17:46.560 --> 00:17:48.560]  你有沒有祈禱
[00:17:48.560 --> 00:17:50.560]  有沒有找人交通
[00:17:50.560 --> 00:17:51.560]  你有困難
[00:17:51.560 --> 00:17:52.560]  有沒有找人分享
[00:17:52.560 --> 00:17:56.560]  分擔啊
[00:17:56.560 --> 00:17:59.560]  現在好像很少
[00:17:59.560 --> 00:18:01.560]  是難的
