
[00:00:00.000 --> 00:00:04.480]  今天的題目是「顛覆生命的服侍」
[00:14:44.880 --> 00:14:47.720]  盡力成為別人的鄰舍
[00:14:47.720 --> 00:14:49.040]  我請大家一起讀好不好
[00:14:49.040 --> 00:14:50.680]  1 2 3
[00:14:50.680 --> 00:14:53.520]  那人要顯明自己有理
[00:14:53.520 --> 00:14:55.040]  就對耶穌說
[00:14:55.040 --> 00:14:57.400]  誰是我的鄰舍呢
[00:14:57.400 --> 00:14:59.000]  耶穌回答說
[00:14:59.000 --> 00:15:02.760]  有一個人從耶路撒冷下耶利哥去
[00:15:02.760 --> 00:15:04.880]  落在強盜手中
[00:15:04.880 --> 00:15:07.320]  他們剝去他的衣裳
[00:15:07.320 --> 00:15:09.360]  把他打個半死
[00:15:09.360 --> 00:15:11.640]  就雕下他走了
[00:15:11.640 --> 00:15:15.520]  偶然有一個祭師從這條路下來
[00:15:15.520 --> 00:15:19.960]  看見他就從那邊過去了
[00:15:19.960 --> 00:15:21.040]  繼續
[00:15:21.040 --> 00:15:24.360]  又有一個利美人來到這地方
[00:15:24.360 --> 00:15:28.280]  看見他也照樣從那邊過去了
[00:15:28.280 --> 00:15:32.400]  唯有一個撒瑪利亞人行路來到這裡
[00:15:32.400 --> 00:15:35.160]  看見他就動了持心
[00:15:35.160 --> 00:15:39.440]  上前用油和酒倒在他的傷處
[00:15:39.440 --> 00:15:43.600]  包裹好了扶他騎上自己的身後
[00:15:43.600 --> 00:15:46.600]  帶到店裡去照應他
[00:15:46.600 --> 00:15:48.600]  我們讀完最後三節
[00:15:48.600 --> 00:15:51.960]  第二天拿出二錢銀紙來
[00:15:51.960 --> 00:15:54.040]  交給店主說
[00:15:54.040 --> 00:15:55.840]  你且照應他
[00:15:55.840 --> 00:15:57.640]  此外所費用的
[00:15:57.640 --> 00:15:59.800]  我回來必還你
[00:15:59.800 --> 00:16:05.840]  你想這三個人哪一個是落在強盜手中的鄰舍呢
[00:16:05.840 --> 00:16:08.440]  他說是憐憫他的
[00:16:08.440 --> 00:16:13.120]  耶穌說你照樣行吧
[00:16:13.120 --> 00:16:17.320]  大家都很熟悉的好撒瑪利亞人的故事
[00:16:17.320 --> 00:16:20.640]  祭師利美人撒瑪利亞人三個
[00:16:20.640 --> 00:16:22.840]  哪個是我們的榜樣
[00:16:22.840 --> 00:16:24.840]  當然是撒瑪利亞人
[00:16:24.840 --> 00:16:26.720]  在今時今日
[00:16:26.720 --> 00:16:29.320]  我們的特別作主門徒
[00:16:29.320 --> 00:16:31.120]  你不覺得有什麼特別
[00:16:31.120 --> 00:16:32.920]  不過在耶穌的時期
[00:16:32.920 --> 00:16:36.320]  其實是相當顛覆性的
[00:16:36.320 --> 00:16:37.440]  為什麼這樣說
[00:16:37.440 --> 00:16:39.920]  我和大家看幾個顛覆
[00:16:39.920 --> 00:16:41.920]  顛覆一
[00:16:41.920 --> 00:16:45.520]  當時的祭師和利美人
[00:16:45.520 --> 00:16:48.640]  是被揀選在聖殿裡面
[00:16:48.640 --> 00:16:50.240]  去服侍上帝的
[00:16:50.240 --> 00:16:54.040]  理應他們是否有個慈悲的心腸
[00:16:54.040 --> 00:16:56.320]  憐憫人的心腸
[00:16:56.320 --> 00:16:59.440]  不過他見到打到半死的傷者
[00:16:59.440 --> 00:17:01.120]  沒有理會他
[00:17:01.120 --> 00:17:04.920]  明知他遇到強盜被人打到半死
[00:17:04.920 --> 00:17:06.320]  走過就算了
[00:17:06.320 --> 00:17:07.320]  為什麼呢
[00:17:07.320 --> 00:17:09.840]  或者他以為他已經死了
[00:17:09.840 --> 00:17:12.240]  因為猶太人接觸到屍體
[00:17:12.240 --> 00:17:13.720]  就是不潔的了
[00:17:13.720 --> 00:17:16.240]  他不知道是不是怕影響了他侍奉
[00:17:16.240 --> 00:17:17.640]  剛才大家讀到
[00:17:17.640 --> 00:17:22.640]  是從耶路撒冷下耶利哥那條路上
[00:17:22.640 --> 00:17:25.040]  原來很多的祭師和利美人
[00:17:25.040 --> 00:17:26.840]  都住在耶利哥
[00:17:26.840 --> 00:17:31.040]  他們整天都要上耶路撒冷的聖殿裡面
[00:17:31.040 --> 00:17:32.240]  服侍
[00:17:32.240 --> 00:17:34.520]  所以整天都在那裡來來回回
[00:17:34.520 --> 00:17:36.920]  他們是不是很趕時間呢
[00:17:36.920 --> 00:17:38.840]  還是他們剛剛要當值
[00:17:38.840 --> 00:17:40.840]  如果我鬥了一個死人
[00:17:40.840 --> 00:17:42.840]  那我就不可以服侍了
[00:17:42.840 --> 00:17:46.040]  因為需要經過一些特定的儀式
[00:17:46.040 --> 00:17:47.720]  或者經過一段時間
[00:17:47.720 --> 00:17:49.920]  才可以進行服侍
[00:17:49.920 --> 00:17:53.640]  看起來其實他們真的在遵守律法
[00:17:53.640 --> 00:17:55.040]  不過只是表面
[00:17:55.040 --> 00:17:56.720]  是形式而已
[00:17:56.720 --> 00:17:58.320]  他們沒有實踐到
[00:17:58.320 --> 00:18:00.720]  律法的基本精神
[00:18:00.720 --> 00:18:03.120]  那個是愛
[00:18:03.120 --> 00:18:05.120]  其實原來猶太的律法
[00:18:05.120 --> 00:18:07.320]  是容許潔淨的人
[00:18:07.320 --> 00:18:09.520]  去搭救半死的人
[00:18:09.520 --> 00:18:14.120]  甚至去埋葬路邊的屍體
[00:18:14.120 --> 00:18:16.120]  不過當時的宗教領袖
[00:18:16.120 --> 00:18:18.720]  就是這些祭師、利美人
[00:18:18.720 --> 00:18:22.720]  就訂了一些比這些律例更高的要求
[00:18:22.720 --> 00:18:23.720]  為什麼呢?
[00:18:23.720 --> 00:18:26.920]  是顯示他們宗教的優越感
[00:18:26.920 --> 00:18:28.520]  這些宗教領袖
[00:18:28.520 --> 00:18:31.120]  要用一些潔淨的禮儀
[00:18:31.120 --> 00:18:32.720]  然後才可以服侍
[00:18:32.720 --> 00:18:38.120]  他們為鄰舍劃了一個狹窄的界限
[00:18:38.120 --> 00:18:40.120]  反映他們根本不明白
[00:18:40.120 --> 00:18:44.720]  舊約律法背後神的心意
[00:18:44.720 --> 00:18:45.520]  去到這裡
[00:18:45.520 --> 00:18:47.320]  我突然之間就想起
[00:18:47.320 --> 00:18:49.920]  十幾年前的一單新聞
[00:18:49.920 --> 00:18:52.320]  有人突然之間心臟病發
[00:18:52.320 --> 00:18:55.120]  於是他的兒子和他工作的拍檔
[00:18:55.120 --> 00:18:58.720]  就用貨車載他去醫院
[00:18:58.720 --> 00:19:00.920]  但是去到醫院的門口的時候
[00:19:00.920 --> 00:19:04.720]  這個心臟病發的人就倒下了
[00:19:04.720 --> 00:19:06.320]  就躺在地上
[00:19:06.320 --> 00:19:08.320]  於是那個病人的拍檔
[00:19:08.320 --> 00:19:10.520]  就走進醫院的新聞處
[00:19:10.520 --> 00:19:12.120]  就說你出去幫一下他吧
[00:19:12.120 --> 00:19:13.920]  他快要死了
[00:19:13.920 --> 00:19:15.720]  不過他得到的回應是
[00:19:15.720 --> 00:19:18.920]  你們要打999
[00:19:18.920 --> 00:19:24.320]  結果這個病人很不幸就去世了
[00:19:24.320 --> 00:19:25.520]  我就在想
[00:19:25.520 --> 00:19:31.720]  其實救人背後的意義又是什麼呢?
[00:19:31.720 --> 00:19:33.720]  顛覆兒
[00:19:33.720 --> 00:19:36.120]  這個祭司和利未人
[00:19:36.120 --> 00:19:38.520]  應該是憐憫人心腸的人
[00:19:38.520 --> 00:19:40.120]  卻沒有救人
[00:19:40.120 --> 00:19:41.720]  不過出手救人
[00:19:41.720 --> 00:19:46.320]  竟然是猶太人看不起的撒瑪利亞人
[00:19:46.320 --> 00:19:47.520]  這個撒瑪利亞人
[00:19:47.520 --> 00:19:50.520]  是被猶太人視為不潔的人
[00:19:50.520 --> 00:19:52.320]  因為在猶太人心目中
[00:19:52.320 --> 00:19:54.520]  他們無論在血統上面
[00:19:54.520 --> 00:19:57.320]  或者信仰上面都不純正
[00:19:57.320 --> 00:20:00.320]  所以他們根本不讓猶太人
[00:20:00.320 --> 00:20:03.320]  納入他們的淪舍範圍
[00:20:03.320 --> 00:20:05.720]  不過這個撒瑪利亞人
[00:20:05.720 --> 00:20:08.320]  看到這個半死的傷者
[00:20:08.320 --> 00:20:11.120]  就動了持心
[00:20:11.120 --> 00:20:15.720]  去幫助一個看不起他的猶太人
[00:20:15.720 --> 00:20:18.920]  猶太民族看不起他
[00:20:18.920 --> 00:20:21.520]  但是他就動了持心
[00:20:21.520 --> 00:20:24.320]  去幫助這個半死的猶太人
[00:20:24.320 --> 00:20:28.120]  這個不就是愛倫社的表現
