
[00:00:00.000 --> 00:00:05.040]  兩個多月前,當我預備這一篇訊息的時候
[00:02:48.680 --> 00:02:53.880]  臨死的時候沒有立下任何遺囑
[00:02:53.880 --> 00:02:56.640]  結果就是因為這樣
[00:02:56.640 --> 00:03:00.440]  所以當然是那個大女兒就全部抓住了
[00:03:00.440 --> 00:03:02.960]  爸爸死的時候就叫她
[00:03:02.960 --> 00:03:06.000]  「你們在美國,我們在香港」
[00:03:06.000 --> 00:03:08.240]  「我的兒子又沒有屋住」
[00:03:08.240 --> 00:03:10.960]  「你們可不可以找律師寫一封信」
[00:03:10.960 --> 00:03:16.280]  「說你放棄繼承這層樓呢」
[00:03:16.280 --> 00:03:20.240]  當時我們就決定
[00:03:20.240 --> 00:03:22.200]  我們又不是有需要
[00:03:22.200 --> 00:03:25.960]  既然要問到,不如給了她
[00:03:25.960 --> 00:03:29.920]  結果在一九八三年年尾的時候
[00:03:29.920 --> 00:03:33.480]  我們寫了一封這樣的律師信給了她
[00:03:33.480 --> 00:03:35.120]  一九八六年我們回來的時候
[00:03:35.120 --> 00:03:39.400]  就輪到大姑媽九十五歲的時候離世
[00:03:39.400 --> 00:03:42.720]  離世之後同樣
[00:03:42.720 --> 00:03:48.040]  大家姐當然有跟我們說她的需要
[00:03:48.040 --> 00:03:51.640]  那時候我們租在龍總大廈那裡做
[00:03:51.640 --> 00:03:56.200]  一房一廳,一家人睡在地毯上
[00:03:56.200 --> 00:03:59.200]  但是經過討告我們都說
[00:03:59.200 --> 00:04:04.440]  這些是上一代的東西,不是我們的
[00:04:04.440 --> 00:04:08.560]  如果是有人說要到就給了
[00:04:08.560 --> 00:04:11.520]  最後我們又找了律師寫了一封這樣的信
[00:04:11.520 --> 00:04:12.920]  「放棄繼承」
[00:04:12.920 --> 00:04:17.960]  「然後一切我們就交給誰誰來負責」
[00:04:17.960 --> 00:04:20.480]  這是我太太那邊
[00:04:20.480 --> 00:04:23.320]  來到我自己那邊一樣
[00:04:23.320 --> 00:04:28.240]  我爸爸從來沒有對我們幾個來說
[00:04:28.240 --> 00:04:31.280]  如果他離開之後,那些東西要怎麼處理呢
[00:04:31.280 --> 00:04:37.680]  直到他死了十二年
[00:04:37.680 --> 00:04:42.880]  我們大埔那間別墅被政府沒收
[00:04:42.880 --> 00:04:44.360]  來到蓋醫院
[00:04:44.360 --> 00:04:46.960]  蓋醫院的時候我還在美國
[00:04:46.960 --> 00:04:48.640]  哥哥就告訴我
[00:04:48.640 --> 00:04:52.840]  「那間屋要拆了,有些東西你要的」
[00:04:52.840 --> 00:04:54.960]  我說「有些什麼要?」
[00:04:54.960 --> 00:04:58.560]  「書,搬不了那麼多」
[00:04:58.560 --> 00:05:00.560]  「你只能夠說幾樣東西」
[00:05:00.560 --> 00:05:03.200]  「你有什麼你要你就說」
[00:05:03.200 --> 00:05:08.800]  最後我說「重要的東西都沒什麼了」
[00:05:08.800 --> 00:05:13.240]  「如果真的要拋就拋吧」
[00:05:13.240 --> 00:05:17.080]  另一方面我找了我乾媽的兒子
[00:05:17.080 --> 00:05:23.560]  都和我去看看有沒有一些值得紀念的東西留下
[00:05:23.560 --> 00:05:27.920]  沒多久之後哥哥告訴我
[00:05:27.920 --> 00:05:29.960]  整個別墅
[00:05:29.960 --> 00:05:34.000]  他們覺得最值得留下的就是張目隆箱,很小的
[00:05:34.000 --> 00:05:40.040]  大概兩尺乘一尺,一尺高
[00:05:40.040 --> 00:05:43.320]  他就告訴我張目隆箱裡面有幾樣東西
[00:05:43.320 --> 00:05:46.200]  第一有一本養豬新篇,爸爸寫的
[00:05:46.200 --> 00:05:48.240]  他養豬的時候的心得
[00:05:48.240 --> 00:05:51.280]  第二篇就是我的前半生
[00:05:51.280 --> 00:05:55.240]  是講他自己前半生的生平
[00:05:55.240 --> 00:06:00.320]  第三他說但是有一張地契,有一張屋契
[00:06:00.320 --> 00:06:03.720]  還有一張他寫的字條
[00:06:03.720 --> 00:06:08.080]  我就問一下是什麼來的
[00:06:08.080 --> 00:06:14.080]  他說「我就想你們一起回來之後,我就和你說一下」
[00:06:14.080 --> 00:06:17.440]  最後來和我們說的時候
[00:06:17.440 --> 00:06:20.360]  原來爸爸那張字條就是留下
[00:06:20.360 --> 00:06:26.440]  當他離開之後,全部的東西交給一個人來處理
[00:06:26.440 --> 00:06:28.280]  這個人是誰呢?
[00:06:28.280 --> 00:06:31.240]  當然不是我
[00:06:31.240 --> 00:06:34.160]  因為大家知道我和我爸爸之間
[00:06:34.160 --> 00:06:36.720]  那些火星撞地球絕對不會是我
[00:06:36.720 --> 00:06:38.560]  我不會想是我的
[00:06:38.560 --> 00:06:40.600]  但我以為是姐姐
[00:06:40.600 --> 00:06:43.800]  但不是,是給哥哥
[00:06:43.800 --> 00:06:49.680]  全部一切的東西是交給他來處理
[00:06:49.680 --> 00:06:52.560]  我很感恩
[00:06:52.560 --> 00:06:56.920]  哥哥是一個信主,愛主
[00:06:56.920 --> 00:07:00.480]  他是被神呼召的牧者
[00:07:00.480 --> 00:07:04.040]  當他叫我們幾兄弟姐妹在一起的時候
[00:07:04.040 --> 00:07:07.680]  他很清楚和我們說
[00:07:07.680 --> 00:07:12.280]  他說「我的建議是這樣」
[00:07:12.280 --> 00:07:15.880]  「爸爸是很關心那些孤兒」
[00:07:15.880 --> 00:07:19.800]  所以他一來到香港就開了孤兒院
[00:07:19.800 --> 00:07:25.480]  我希望能夠捐15萬
[00:07:25.480 --> 00:07:28.440]  來開一間幼兒院紀念他
[00:07:28.440 --> 00:07:29.960]  順便開一個教會
[00:07:29.960 --> 00:07:33.800]  這個就是窩福的第八個分堂
[00:07:33.800 --> 00:07:35.880]  第七個分堂
[00:07:35.880 --> 00:07:37.920]  就是山福
[00:07:37.920 --> 00:07:42.000]  在那裡開了一個蘇心紀念幼兒院
[00:07:42.000 --> 00:07:45.800]  其餘的部分,政府賠償的錢
[00:07:45.800 --> 00:07:48.920]  平均分成四份
[00:07:48.920 --> 00:07:53.360]  一份姐姐,一份他,一份我,一份妹妹
[00:07:53.360 --> 00:07:55.800]  他問我們同不同意
[00:07:55.800 --> 00:07:58.200]  我心裡面想
[00:07:58.200 --> 00:08:01.600]  其實爸爸是給哥哥的
[00:08:01.600 --> 00:08:06.080]  而我自己本身覺得我是不配去接受
[00:08:06.080 --> 00:08:07.400]  所以我跟他說
[00:08:07.400 --> 00:08:11.200]  爸爸是信任你,全部交給你
[00:08:11.200 --> 00:08:15.320]  你是完全有權來處理的
[00:08:15.320 --> 00:08:17.080]  我跟他說
[00:08:17.080 --> 00:08:21.280]  他說「不是,我也要讓大家知道我是這樣」
[00:08:21.280 --> 00:08:24.080]  結果大家就同意了
[00:08:24.080 --> 00:08:28.280]  全部留下來的分成四份
[00:08:28.280 --> 00:08:32.800]  姐姐一份,他一份,我一份,妹妹一份
[00:08:32.800 --> 00:08:36.200]  我心裡面有一個很深的感覺
[00:08:36.200 --> 00:08:39.320]  這個感覺就是主的裡面
[00:08:39.320 --> 00:08:41.560]  原來神帶著的人
[00:08:41.560 --> 00:08:46.680]  他們可以公開、公平、公正來處理每一件事
[00:08:46.680 --> 00:08:50.400]  但這方面就讓我看到中國人的傳統
[00:08:50.400 --> 00:08:54.920]  一般來說,很多人都不想公開、公平、公正
[00:08:54.920 --> 00:08:59.000]  在子女面前說得清清楚楚
[00:08:59.000 --> 00:09:00.400]  原因在哪裡呢?
[00:09:00.400 --> 00:09:05.920]  避免麻煩、爭拗,無謂被他們氣死
[00:09:05.920 --> 00:09:09.120]  但帶來的結果,很多官司就出來
[00:09:09.120 --> 00:09:14.760]  我想想如果蘇嘉恆不是因為一個愛主的人
[00:09:14.760 --> 00:09:16.800]  在那裡這樣處理的時候
[00:09:16.800 --> 00:09:19.440]  帶來的結果雖然沒有什麼爭拗
[00:09:19.440 --> 00:09:21.600]  但最後可能都是爭拗一輪
[00:09:21.600 --> 00:09:23.720]  爭拗完之後就個個都沒有了
[00:09:23.720 --> 00:09:25.320]  可能是這樣
[00:09:25.320 --> 00:09:28.040]  我們見到在今天的世界都是一樣
[00:09:28.040 --> 00:09:32.320]  但當我看到創世紀先祖
[00:09:32.320 --> 00:09:38.960]  他們臨終前對他們的下一代的祝福為命的時候
[00:09:38.960 --> 00:09:42.000]  我心裡面真的有一個很深的感觸
[00:09:42.000 --> 00:09:44.800]  這個感觸我希望能夠透過今天跟大家
[00:09:44.800 --> 00:09:48.880]  來講整個創世紀三個先祖
[00:09:48.880 --> 00:09:53.040]  特別是雅各和約瑟
[00:09:53.040 --> 00:09:57.400]  他們說如何處理這些事情的時候
[00:09:57.400 --> 00:10:02.360]  能夠給我們一個深刻的了解和認識
[00:10:02.360 --> 00:10:04.400]  為什麼希伯來書的作者
[00:10:04.400 --> 00:10:09.200]  講明他們是因著信來給那些子女祝福
[00:10:09.200 --> 00:10:12.560]  是因著信立下這個為命
[00:10:12.560 --> 00:10:14.400]  當我看回的時候
[00:10:14.400 --> 00:10:16.280]  原來我才發覺到
[00:10:16.280 --> 00:10:20.160]  是因為信以至他們的祝福
[00:10:20.160 --> 00:10:27.360]  很清楚表達到他們對子女深切的認識
[00:10:27.360 --> 00:10:31.920]  是因信明辨是非黑白
[00:10:31.920 --> 00:10:34.120]  我們首先看一看
[00:10:34.120 --> 00:10:37.400]  雅各對他的兒子
[00:10:37.400 --> 00:10:42.520]  臨終前對他們的祝福是怎樣的
[00:10:42.520 --> 00:10:45.320]  首先我們去看一看
[00:10:45.320 --> 00:10:53.360]  創世紀四十九章第三節
[00:10:53.360 --> 00:10:56.920]  我們一起讀三至到第四節
[00:10:56.920 --> 00:11:01.480]  裡面「你是我的長子,是我力量強壯的時候生的
[00:11:01.480 --> 00:11:04.720]  本當大有尊榮,權力昭族
[00:11:04.720 --> 00:11:10.400]  但因你放縱情慾,菌忽如水
[00:11:10.400 --> 00:11:12.760]  必不得居首位
[00:11:12.760 --> 00:11:16.640]  因為你上了你父親的床,污穢了我的壇」
[00:11:16.640 --> 00:11:18.560]  在這段聖經當中
[00:11:18.560 --> 00:11:21.520]  雅各不忘記他的觀察
[00:11:21.520 --> 00:11:23.000]  就是一個事實
[00:11:23.000 --> 00:11:24.600]  在這個事實裡面
[00:11:24.600 --> 00:11:27.040]  令他印象非常深刻的是什麼呢
[00:11:27.040 --> 00:11:31.080]  這個長子是他最精壯的時候生的
[00:11:31.080 --> 00:11:34.920]  他應該是大有尊榮,權力昭族
[00:11:34.920 --> 00:11:38.080]  但是他看到他的生活方式
[00:11:38.080 --> 00:11:39.680]  原來雅各看兒子
[00:11:39.680 --> 00:11:43.640]  第一就是素常的生活方式
[00:11:43.640 --> 00:11:48.800]  第二是看一些特別具體的事實
[00:11:48.800 --> 00:11:51.040]  不是感受,是事實
[00:11:51.040 --> 00:11:53.360]  這個生活方式是什麼呢
[00:11:53.360 --> 00:11:57.560]  就是放縱情慾,菌忽如水
[00:11:57.560 --> 00:12:02.000]  放縱情慾是指他沒有節制
[00:12:02.000 --> 00:12:06.640]  第二,菌忽如水就是沒有立場
[00:12:06.640 --> 00:12:08.360]  是兩件事
[00:12:08.360 --> 00:12:10.760]  是從雅各的觀察裡面
[00:12:10.760 --> 00:12:14.320]  看到這個長子是沒有原則的
[00:12:14.320 --> 00:12:15.240]  是沒有節制的
[00:12:15.240 --> 00:12:20.000]  第二,也是沒有主見,沒有立場的
[00:12:20.000 --> 00:12:23.400]  然後對著他
[00:12:23.400 --> 00:12:27.280]  特別令到雅各印象深刻的
[00:12:27.280 --> 00:12:28.840]  是什麼呢
[00:12:28.840 --> 00:12:31.400]  就是他上了父親的床
[00:12:31.400 --> 00:12:34.280]  污穢了他的壇
[00:12:34.280 --> 00:12:41.680]  這件事是針對《創世紀三十五章》
[00:12:41.680 --> 00:12:45.160]  雅各最愛的太太拉潔
[00:12:45.160 --> 00:12:47.960]  在生辯雅文的時候
[00:12:47.960 --> 00:12:50.400]  是因為產難
[00:12:50.400 --> 00:12:53.920]  所以寶寶生了之後
[00:12:53.920 --> 00:12:56.120]  她就死了
[00:12:56.120 --> 00:12:59.480]  雅各的心是非常難過
[00:12:59.480 --> 00:13:04.560]  他就在埋葬他最愛的妻子的時候
[00:13:04.560 --> 00:13:08.360]  沒有想到他妻子的侍女皮拉
[00:13:08.360 --> 00:13:13.080]  是比劉彬大十多年
[00:13:13.080 --> 00:13:18.560]  竟然和雅各這個長子
[00:13:18.560 --> 00:13:22.840]  發生淫亂的關係
[00:13:22.840 --> 00:13:25.200]  我相信雅各如果不是因為他
[00:13:25.200 --> 00:13:28.120]  曾經和神摔了跤
[00:13:28.120 --> 00:13:29.760]  他的生命改變
[00:13:29.760 --> 00:13:33.280]  神給他起了一個新的名字叫以色列
[00:13:33.280 --> 00:13:36.520]  連續兩次這麼大的打擊
[00:13:36.520 --> 00:13:39.720]  他可能臨終
[00:13:39.720 --> 00:13:42.280]  但他忍了幾十年
[00:13:42.280 --> 00:13:44.400]  但是忍下去的時間
[00:13:44.400 --> 00:13:45.920]  到他臨終
[00:13:45.920 --> 00:13:51.240]  他忘記當交代下一代
[00:13:51.240 --> 00:13:54.880]  怎樣來處理整個以色列族的時候
[00:13:54.880 --> 00:13:58.320]  他要將心中的話說出來
[00:13:58.320 --> 00:14:00.240]  所以我們看得見
[00:14:00.240 --> 00:14:02.960]  他是因著信
[00:14:02.960 --> 00:14:05.840]  明辨是非黑白
[00:14:05.840 --> 00:14:06.640]  但是第二
[00:14:06.640 --> 00:14:08.080]  又因著信
[00:14:08.080 --> 00:14:10.880]  他看神情重於人情
[00:14:10.880 --> 00:14:13.680]  看神的面過於人的面
[00:14:13.680 --> 00:14:17.960]  注重神的榮耀過於人的榮耀
[00:14:17.960 --> 00:14:19.520]  大家要想
[00:14:19.520 --> 00:14:21.640]  這個是長子
[00:14:21.640 --> 00:14:25.440]  然後雅各已經起身都未必起得到
[00:14:25.440 --> 00:14:27.360]  是要扶著帳頭
[00:14:27.360 --> 00:14:29.240]  即是那支拐杖的頭
[00:14:29.240 --> 00:14:32.160]  是要按著才能坐在那裏
[00:14:32.160 --> 00:14:33.960]  和他們說話
[00:14:33.960 --> 00:14:37.000]  一個臨終的老人家
[00:14:37.000 --> 00:14:40.160]  中國人俗語都有句說話
[00:14:40.160 --> 00:14:41.560]  人之將死
[00:14:41.560 --> 00:14:43.080]  然後怎樣
[00:14:43.080 --> 00:14:44.560]  其言也善
[00:14:44.560 --> 00:14:46.280]  你不要搞那麼多事
[00:14:46.280 --> 00:14:48.800]  因為人家不知道怎樣對你
[00:14:48.800 --> 00:14:54.560]  我想人人都會在那段時間盡量對每一個人說好話
[00:14:54.560 --> 00:14:57.360]  但我看到這段的情景
[00:14:57.360 --> 00:15:01.400]  你可以說雅各真的很不識趣
[00:15:01.400 --> 00:15:04.360]  為何這些事你臨死的時候說呢
[00:15:04.360 --> 00:15:06.520]  你不知道這個是長子嗎
[00:15:06.520 --> 00:15:10.480]  你不知道這個長子可以聯絡其他的兄弟
[00:15:10.480 --> 00:15:13.160]  令你死無葬身之地嗎
[00:15:13.160 --> 00:15:15.800]  難道你不知道他怎樣對你
[00:15:15.800 --> 00:15:19.520]  你是完全失控的嗎
[00:15:19.520 --> 00:15:20.960]  但是雅各
[00:15:20.960 --> 00:15:24.520]  恩著信
[00:15:24.520 --> 00:15:26.480]  他要帶出
[00:15:26.480 --> 00:15:28.680]  這一種這樣的祝福
[00:15:28.680 --> 00:15:30.720]  有些人說這個都不是祝福
[00:15:30.720 --> 00:15:32.800]  原來希伯來文祝福那個字
[00:15:32.800 --> 00:15:36.120]  Barak
[00:15:36.120 --> 00:15:38.560]  其實這個字是臨終前
[00:15:38.560 --> 00:15:41.600]  有時候那個內容是祝福
[00:15:41.600 --> 00:15:42.960]  但有些時候
[00:15:42.960 --> 00:15:44.320]  其實那個不是祝福
[00:15:44.320 --> 00:15:45.840]  是批評來的
[00:15:45.840 --> 00:15:49.840]  不過是有話直說
[00:15:49.840 --> 00:15:52.720]  神感動他怎樣說他就怎樣說
[00:15:52.720 --> 00:15:55.160]  這個是大兒子
[00:15:55.160 --> 00:15:56.760]  有些人說
[00:15:56.760 --> 00:15:57.960]  對著這個大兒子
[00:15:57.960 --> 00:15:59.920]  是因為他沒有節制
[00:15:59.920 --> 00:16:02.400]  完全沒有立場
[00:16:02.400 --> 00:16:05.040]  所以他不能夠作領袖
[00:16:05.040 --> 00:16:06.560]  這個就是
[00:16:06.560 --> 00:16:08.680]  眾神情過於人情
[00:16:08.680 --> 00:16:10.320]  第二是因為他沒有主見
[00:16:10.320 --> 00:16:12.240]  他不能夠帶領
[00:16:12.240 --> 00:16:13.360]  是因為這樣
[00:16:13.360 --> 00:16:15.040]  雅各講到明
[00:16:15.040 --> 00:16:18.240]  你不能夠領導以色列
[00:16:18.240 --> 00:16:22.400]  長子的名份不能夠給你
[00:16:22.400 --> 00:16:24.720]  到第二個第三仔
[00:16:24.720 --> 00:16:26.120]  第二仔第三仔
[00:16:26.120 --> 00:16:29.320]  就是對西冕和尼微
[00:16:29.320 --> 00:16:30.560]  我們一起讀
[00:16:30.560 --> 00:16:34.360]  第五節到第七節一起讀
[00:16:34.360 --> 00:16:37.000]  西冕和尼微是弟兄
[00:16:37.000 --> 00:16:39.640]  他們的刀劍是殘忍的器具
[00:16:39.640 --> 00:16:42.200]  我的靈不要與他們同盟
[00:16:42.200 --> 00:16:44.800]  我的心不要與他們聯絡
[00:16:44.800 --> 00:16:47.200]  因為他們趁老殺害人命
[00:16:47.200 --> 00:16:49.800]  任意砍斷牛腿的大根
[00:16:49.800 --> 00:16:52.200]  他們的怒氣暴烈可咒
[00:16:52.200 --> 00:16:54.960]  他們的憤恨殘忍可咒
[00:16:54.960 --> 00:16:57.840]  我要使他們分居在雅各家裡
[00:16:57.840 --> 00:17:00.640]  山主以色列地中
[00:17:00.640 --> 00:17:02.200]  弟兄姊妹
[00:17:02.200 --> 00:17:05.120]  我看到第二仔和第三仔的時候
[00:17:05.120 --> 00:17:08.760]  我直接震驚
[00:17:08.760 --> 00:17:11.520]  爸爸和兩個兒子
[00:17:11.520 --> 00:17:16.560]  為甚麼在臨終講這些
[00:17:16.560 --> 00:17:21.680]  這些聖經記載一串世紀三十四章
[00:17:21.680 --> 00:17:26.560]  是一個具體事實
[00:17:26.560 --> 00:17:28.560]  但另一方面
[00:17:28.560 --> 00:17:32.080]  雅各也觀察到這兩個人
[00:17:32.080 --> 00:17:35.560]  他們平時的暴怒
[00:17:35.560 --> 00:17:41.600]  沒有完全憤恨發洩出來的時候
[00:17:41.600 --> 00:17:45.480]  是成為殺人的利器
[00:17:45.480 --> 00:17:47.920]  而其中最令他震驚的
[00:17:47.920 --> 00:17:52.200]  雅各是創世紀三十四章
[00:17:52.200 --> 00:17:56.960]  講到他們去寄居的那個地方附近
[00:17:56.960 --> 00:17:59.560]  那個城叫做士堅
[00:17:59.560 --> 00:18:01.920]  士堅的王子
[00:18:01.920 --> 00:18:06.880]  就喜歡了雅各的女兒底那
[00:18:06.880 --> 00:18:10.200]  也是西勉和利美的妹妹
[00:18:10.200 --> 00:18:12.280]  喜歡了她的時候
[00:18:12.280 --> 00:18:15.040]  就很想拿她做自己的妻子
[00:18:15.040 --> 00:18:19.440]  但就開硬工強姦了她
[00:18:19.440 --> 00:18:22.800]  姦污了雅各的女兒之後
[00:18:22.800 --> 00:18:26.920]  他仍然很想娶她做太太
[00:18:26.920 --> 00:18:31.880]  結果雅各的兒子聽到的時候非常憤怒
[00:18:31.880 --> 00:18:33.720]  但另一方面他又想到
[00:18:33.720 --> 00:18:35.720]  士堅人多勢眾
[00:18:35.720 --> 00:18:37.840]  他們根本就不夠人打
[00:18:37.840 --> 00:18:41.080]  如果明槍明刀是輸定的
[00:18:41.080 --> 00:18:43.960]  最後西勉和利美
[00:18:43.960 --> 00:18:47.480]  出了一個很惡毒的奸計
[00:18:47.480 --> 00:18:51.240]  這個奸計就和這個王子來談
[00:18:51.240 --> 00:18:52.840]  你想娶我的妹妹?
[00:18:52.840 --> 00:18:53.960]  這麼容易嗎?
[00:18:53.960 --> 00:18:55.800]  你們全部都沒有受過國禮的人
[00:18:55.800 --> 00:18:57.520]  你沒有資格娶我的妹妹
[00:18:57.520 --> 00:19:03.440]  除非你們整個城市的所有男丁
[00:19:03.440 --> 00:19:06.880]  一天之內全部受過國禮
[00:19:06.880 --> 00:19:09.480]  那我就覺得我們可以談
[00:19:09.480 --> 00:19:11.960]  我就可以把妹妹嫁給你了
[00:19:11.960 --> 00:19:17.760]  士堅的王子真的很喜歡底那
[00:19:17.760 --> 00:19:20.880]  可能當時的以色列人在那個地區裡
[00:19:20.880 --> 00:19:23.040]  都是比較漂亮的
[00:19:23.040 --> 00:19:24.840]  所以你一看上來的時候
[00:19:24.840 --> 00:19:27.160]  是特別有一種吸引力
[00:19:27.160 --> 00:19:31.640]  這個王子聽到這樣的建議就信以為真
[00:19:31.640 --> 00:19:33.520]  最後下命令
[00:19:33.520 --> 00:19:35.440]  透過他父王的同意
[00:19:35.440 --> 00:19:40.120]  下命令叫全個士堅城的男丁
[00:19:40.120 --> 00:19:41.520]  男人
[00:19:41.520 --> 00:19:43.080]  打得的人
[00:19:43.080 --> 00:19:45.880]  全部行國禮
[00:19:45.880 --> 00:19:48.440]  大家知道以前國禮到底是什麼國禮?
[00:19:48.440 --> 00:19:51.920]  國禮就是把男性的包皮割掉
[00:19:51.920 --> 00:19:54.080]  現在的手術刀
[00:19:54.080 --> 00:19:56.720]  如果割包皮輕易易舉
[00:19:56.720 --> 00:19:58.520]  那些傷口很小
[00:19:58.520 --> 00:20:00.120]  復原也很快
[00:20:00.120 --> 00:20:01.800]  但是你要知道
[00:20:01.800 --> 00:20:04.600]  現在是在說三千年前
[00:20:04.600 --> 00:20:06.480]  到底那些刀是什麼刀呢?
[00:20:06.480 --> 00:20:09.240]  我想是要鋸才能鋸得到
[00:20:09.240 --> 00:20:10.600]  大家要想一想
[00:20:10.600 --> 00:20:12.400]  你要把那些包皮鋸
[00:20:12.400 --> 00:20:14.280]  那個傷口會變成怎樣呢?
[00:20:14.280 --> 00:20:16.760]  肯定你要喊救命
[00:20:16.760 --> 00:20:20.360]  痛幾天都未必可以復原
[00:20:20.360 --> 00:20:21.840]  士堅城
[00:20:21.840 --> 00:20:27.800]  就在他們全城的男丁行完國禮喊救命的時間
[00:20:27.800 --> 00:20:29.720]  李美西勉
[00:20:29.720 --> 00:20:33.480]  就召集了他們的男丁壯士
[00:20:33.480 --> 00:20:35.920]  那麼多的兄弟一起
[00:20:35.920 --> 00:20:41.200]  拿刀一家一戶去到那些人的家
[00:20:41.200 --> 00:20:43.800]  鋸了他們的男丁
[00:20:43.800 --> 00:20:46.720]  殺了他們的男丁
[00:20:46.720 --> 00:20:48.720]  各位鼎姐妹
[00:20:48.720 --> 00:20:52.200]  作為父親的啞角
[00:20:52.200 --> 00:20:56.240]  他是幫你不幫親
[00:20:56.240 --> 00:20:58.480]  他是看神的面
[00:20:58.480 --> 00:21:00.400]  過於人的面
[00:21:00.400 --> 00:21:03.320]  看神的榮耀
[00:21:03.320 --> 00:21:05.920]  過於人的榮耀
[00:21:05.920 --> 00:21:10.400]  不給面就是不給面
[00:21:10.400 --> 00:21:14.520]  他明察秋毫之餘
[00:21:14.520 --> 00:21:17.600]  是他自己對這兩個兒子
[00:21:17.600 --> 00:21:19.360]  他很清楚
[00:21:19.360 --> 00:21:22.880]  他們的刀劍是殘忍的器具
[00:21:22.880 --> 00:21:27.520]  然後說我的靈不要跟他們同謀
[00:21:27.520 --> 00:21:30.840]  我的心不要跟他們聯絡
[00:21:30.840 --> 00:21:32.480]  或者說說
[00:21:32.480 --> 00:21:35.280]  李美的意思就是聯合
[00:21:35.280 --> 00:21:38.760]  希伯來文是聯合
[00:21:38.760 --> 00:21:41.200]  但是在這段聖經當中
[00:21:41.200 --> 00:21:44.200]  啞角看到這兩兄弟
[00:21:44.200 --> 00:21:47.680]  他們的劣點惡行
[00:21:47.680 --> 00:21:50.480]  他說不要跟他們聯絡
[00:21:50.480 --> 00:21:52.960]  因為趁老殺害人命
[00:21:52.960 --> 00:21:56.320]  他們是任意砍斷牛腿的大根
[00:21:56.320 --> 00:21:59.120]  是用一些最殘忍的方法
[00:21:59.120 --> 00:22:00.560]  來對待人
[00:22:00.560 --> 00:22:02.560]  對待動物
[00:22:02.560 --> 00:22:05.520]  他的怒氣暴烈可咒
[00:22:05.520 --> 00:22:09.040]  他們的憤恨殘忍可咒
[00:22:09.040 --> 00:22:13.360]  然後他給出一個判語
[00:22:13.360 --> 00:22:15.960]  這個判語在這麼多兄弟當中
[00:22:15.960 --> 00:22:20.240]  是唯獨這兩兄弟是沒有份的
[00:22:20.240 --> 00:22:24.440]  分地是沒有份的
[00:22:24.440 --> 00:22:27.720]  我要使得他們分居在啞角家裡
[00:22:27.720 --> 00:22:30.880]  山住在以色列的地中
[00:22:30.880 --> 00:22:32.080]  為什麼呢?
[00:22:32.080 --> 00:22:35.080]  這就是啞角他自己的智慧
[00:22:35.080 --> 00:22:38.120]  也是創世以來的心性
[00:22:38.120 --> 00:22:40.440]  兩兄弟都是這麼暴戾
[00:22:40.440 --> 00:22:42.520]  兩兄弟都是這麼殘忍
