
[00:00:00.000 --> 00:00:06.700]  今天要講的題目是江湖中人裡面的懷疑人生
[00:05:28.300 --> 00:05:31.600]  我不知道你看不看到裡面那種
[00:05:31.600 --> 00:05:33.400]  好像合不來
[00:05:33.400 --> 00:05:35.900]  或者好像不是很合理
[00:05:35.900 --> 00:05:37.900]  的邏輯
[00:05:37.900 --> 00:05:41.200]  所以我經常覺得傳道者
[00:05:41.200 --> 00:05:43.300]  他一定是懷疑人生的
[00:05:43.300 --> 00:05:45.000]  經過多年
[00:05:45.000 --> 00:05:47.300]  經年累月的懷疑人生
[00:05:47.300 --> 00:05:48.900]  他寫了傳道書
[00:05:48.900 --> 00:05:52.400]  我記得我讀大學的時候
[00:05:52.400 --> 00:05:54.600]  我在外國讀大學
[00:05:54.600 --> 00:05:56.300]  我們有一個查經班
[00:05:56.300 --> 00:05:57.800]  輪流查經
[00:05:57.800 --> 00:06:00.300]  其中有一卷大的就是傳道書
[00:06:00.300 --> 00:06:03.500]  真的大到懷疑人生
[00:06:03.500 --> 00:06:05.000]  不停在 loop(循環)
[00:06:05.000 --> 00:06:07.500]  又空虛又暴風
[00:06:07.500 --> 00:06:10.000]  又在講很多很矛盾的事情
[00:06:10.000 --> 00:06:14.200]  到我什麼時候開始對傳道書的認識多一點呢?
[00:06:14.200 --> 00:06:17.000]  又要講剛剛去世的楊姨
[00:06:17.000 --> 00:06:20.400]  當她去忠臣廳教書
[00:06:20.400 --> 00:06:22.300]  她講傳道書的時候
[00:06:22.800 --> 00:06:26.500]  她嘗試用創造神學的角度去講解傳道書
[00:06:26.500 --> 00:06:28.200]  我開始明白多一點
[00:06:28.200 --> 00:06:30.000]  開始欣賞多一點
[00:06:30.000 --> 00:06:31.900]  我想強調
[00:06:31.900 --> 00:06:33.600]  今天我們的釋經
[00:06:33.600 --> 00:06:34.800]  今天我講的東西
[00:06:34.800 --> 00:06:37.600]  絕大部分是來自楊姨的教導
[00:06:37.600 --> 00:06:40.200]  所以今天是一個 tribute
[00:06:40.200 --> 00:06:42.100]  或者是一個叫什麼中文
[00:06:42.100 --> 00:06:43.300]  是一個致敬
[00:06:43.300 --> 00:06:44.300]  向楊姨致敬
[00:06:44.300 --> 00:06:48.500]  我嘗試做的事情只是重新整理她的教學
[00:06:48.500 --> 00:06:52.700]  可能加一些我覺得比較容易明白的例子
[00:06:52.700 --> 00:06:54.200]  希望幫助你明白
[00:06:54.200 --> 00:06:56.300]  所以今天會講很多經文
[00:06:56.300 --> 00:06:57.500]  會解釋很多經
[00:06:57.500 --> 00:07:01.000]  最近看了一套電影
[00:07:01.000 --> 00:07:03.100]  《天能》有沒有人看?
[00:07:03.100 --> 00:07:04.600]  看了
[00:07:04.600 --> 00:07:05.900]  大話這麼少而已?
[00:07:05.900 --> 00:07:07.400]  《天能》也沒有看?
[00:07:07.400 --> 00:07:08.800]  不是啊,因為看了影評
[00:07:08.800 --> 00:07:10.100]  就是說不用看了,是吧?
[00:07:10.100 --> 00:07:14.200]  曾經有一個影評這樣說的
[00:07:14.200 --> 00:07:16.800]  他說你怕不怕劇透《天能》?
[00:07:17.100 --> 00:07:19.000]  他說《天能》是劇透不了的
[00:07:19.000 --> 00:07:22.400]  因為你是不可能明白到一個地步
[00:07:22.400 --> 00:07:23.500]  你可以劇透
[00:07:23.500 --> 00:07:25.300]  而人們進去是知道他說什麼的
[00:07:25.300 --> 00:07:27.100]  Christopher Nolan
[00:07:27.100 --> 00:07:29.400]  就是那個導演
[00:07:29.400 --> 00:07:30.700]  寫了一個 script
[00:07:30.700 --> 00:07:31.900]  或者其中一句對白
[00:07:31.900 --> 00:07:33.100]  就經常被人 quote (引用)
[00:07:33.100 --> 00:07:34.500]  那句話是什麼?
[00:07:34.500 --> 00:07:37.800]  You don't try to understand it
[00:07:37.800 --> 00:07:39.700]  Feel it
[00:07:39.700 --> 00:07:41.600]  我今天改一點點
[00:07:41.600 --> 00:07:43.200]  如果一直聽
[00:07:43.200 --> 00:07:44.900]  你嘗試明白
[00:07:44.900 --> 00:07:46.800]  但是明白不了
[00:07:47.800 --> 00:07:49.400]  If you don't understand
[00:07:49.400 --> 00:07:51.100]  Feel it
[00:07:51.100 --> 00:07:52.300]  OK?
[00:07:52.300 --> 00:07:54.400]  我預先有一個聲明
[00:07:54.400 --> 00:07:55.400]  我自己自問
[00:07:55.400 --> 00:07:57.100]  我講到大部分都聽得懂的
[00:07:57.100 --> 00:07:58.900]  但是今天我不知道
[00:07:58.900 --> 00:08:01.100]  好,那我們馬上下吧
[00:08:01.100 --> 00:08:03.400]  回顧一下上次那三次
[00:08:03.400 --> 00:08:05.200]  其實我們講忠於自己
[00:08:05.200 --> 00:08:07.200]  即場 DIY 和懷疑人生
[00:08:07.200 --> 00:08:08.500]  可能你不覺得
[00:08:08.500 --> 00:08:12.400]  但其實我們都是從創造的角色
[00:08:12.400 --> 00:08:13.900]  去講這三個題目
[00:08:13.900 --> 00:08:16.400]  什麼意思呢?
[00:08:16.400 --> 00:08:18.100]  當我們講忠於自己的時候
[00:08:18.100 --> 00:08:20.500]  其實我們是在講找工作
[00:08:20.500 --> 00:08:22.800]  按照上帝創造我
[00:08:22.800 --> 00:08:24.200]  是一個怎樣的人
[00:08:24.200 --> 00:08:26.900]  強調受造物的功能
[00:08:26.900 --> 00:08:28.800]  找一份適合的工作
[00:08:28.800 --> 00:08:31.000]  你的能力
[00:08:31.000 --> 00:08:32.000]  性格
[00:08:32.000 --> 00:08:32.600]  經驗
[00:08:32.600 --> 00:08:33.200]  你的 passion
[00:08:33.200 --> 00:08:34.200]  喜好是什麼
[00:08:34.200 --> 00:08:36.300]  你找一份適合你的工作
[00:08:36.300 --> 00:08:38.000]  第一集是講這些
[00:08:38.000 --> 00:08:40.800]  對上一集即場 DIY
[00:08:40.800 --> 00:08:43.900]  是強調我們打工的時候
[00:08:43.900 --> 00:08:46.100]  要按照神的心意
[00:08:46.100 --> 00:08:48.200]  強調道德價值
[00:08:48.200 --> 00:08:50.200]  什麼是對,什麼是錯
[00:08:50.200 --> 00:08:52.200]  上帝怎樣看
[00:08:52.200 --> 00:08:55.500]  上帝要的是不是只要我們拿 credit
[00:08:55.500 --> 00:08:56.400]  原來不是
[00:08:56.400 --> 00:08:58.000]  上帝要的是 distinction
[00:08:58.000 --> 00:09:00.700]  上帝不要我們 dishonest
[00:09:00.700 --> 00:09:03.100]  上帝要我們有 integrity
[00:09:03.100 --> 00:09:05.500]  在講什麼是好,什麼是對
[00:09:05.500 --> 00:09:09.700]  今天我們同樣都會用創世
[00:09:09.700 --> 00:09:12.700]  我意思是創造的概念去看這件事
[00:09:12.700 --> 00:09:15.700]  今天強調的是上帝的主權
[00:09:16.600 --> 00:09:19.700]  上帝讓我們不同人有不同的際遇
[00:09:19.700 --> 00:09:23.100]  在這樣的困難處境裡面
[00:09:23.100 --> 00:09:25.700]  我們要好好享受工作
[00:09:25.700 --> 00:09:27.500]  好好享受人生
[00:09:27.500 --> 00:09:29.000]  所以你今天聽
[00:09:29.000 --> 00:09:30.400]  我不是很 specific
[00:09:30.400 --> 00:09:32.400]  好像在講你要找工作
[00:09:32.400 --> 00:09:34.000]  你要寫 CV
[00:09:34.000 --> 00:09:36.600]  或者你怎樣翻那五天的工作
[00:09:36.600 --> 00:09:37.000]  不是
[00:09:37.000 --> 00:09:38.700]  我想和你講人生
[00:09:38.700 --> 00:09:40.900]  但當我們講完人生的時候
[00:09:40.900 --> 00:09:42.800]  去到最後我們將它收窄
[00:09:42.800 --> 00:09:45.100]  其實即場也一樣
[00:09:45.500 --> 00:09:48.600]  因為你想想你人生有多少時間是上班
[00:09:48.600 --> 00:09:51.700]  我當你現在二十五歲
[00:09:51.700 --> 00:09:52.600]  三十歲
[00:09:52.600 --> 00:09:54.200]  閒閒地
[00:09:54.200 --> 00:09:56.500]  你還有三十年在職場裡面
[00:09:56.500 --> 00:10:00.000]  你怎樣過那段時間
[00:10:00.000 --> 00:10:03.300]  其實就是你怎樣過你餘下的人生
[00:10:03.300 --> 00:10:04.000]  OK
[00:10:04.000 --> 00:10:06.700]  好了,我們今天就由尾開始
[00:10:06.700 --> 00:10:08.100]  我們先講十一、十二節
[00:10:08.100 --> 00:10:10.100]  剛才大家讀了
[00:10:10.100 --> 00:10:12.100]  不過我想解一解這段經文
[00:10:12.500 --> 00:10:15.800]  它說我轉而回顧日光之下
[00:10:15.800 --> 00:10:17.800]  它說傳道者看回
[00:10:17.800 --> 00:10:20.300]  日光之下發生了什麼
[00:10:20.300 --> 00:10:22.000]  它做了一個 investigation
[00:10:22.000 --> 00:10:24.100]  它說跑得快的未必贏
[00:10:24.100 --> 00:10:25.900]  強壯的未必戰勝
[00:10:25.900 --> 00:10:27.700]  有智慧的未必得糧食
[00:10:27.700 --> 00:10:29.400]  聰明的也未必賺到錢
[00:10:29.400 --> 00:10:33.400]  有學問的也未必得人的喜悅
[00:10:33.400 --> 00:10:36.300]  存在乎
[00:10:36.300 --> 00:10:38.100]  各人遇上的
[00:10:38.100 --> 00:10:39.400]  時候
[00:10:39.400 --> 00:10:40.400]  機會
[00:10:41.800 --> 00:10:43.300]  我不知道你有沒有同感
[00:10:43.300 --> 00:10:44.000]  聽到這裡
[00:10:44.000 --> 00:10:46.700]  傳道者用了五幅圖畫
[00:10:46.700 --> 00:10:48.700]  包括比賽、打仗
[00:10:48.700 --> 00:10:51.100]  或者說人際關係
[00:10:51.100 --> 00:10:52.700]  它想強調
[00:10:52.700 --> 00:10:53.700]  原來有時候
[00:10:53.700 --> 00:10:55.300]  時候、機會
[00:10:55.300 --> 00:10:56.700]  比你的能力
[00:10:56.700 --> 00:10:58.800]  或者你付出的東西更加重要
[00:10:58.800 --> 00:11:00.700]  你認不認同
[00:11:00.700 --> 00:11:02.500]  我想你如果大一點
[00:11:02.500 --> 00:11:03.800]  你會越來越頂嘴
[00:11:03.800 --> 00:11:05.100]  是不是
[00:11:05.100 --> 00:11:06.900]  到你頂到不頂嘴的時候
[00:11:06.900 --> 00:11:08.300]  其實你已經完全明白了
[00:11:10.400 --> 00:11:13.000]  你有沒有想過在職場裡面
[00:11:13.000 --> 00:11:15.100]  或者你工作的層面
[00:11:15.100 --> 00:11:18.900]  是不是做得最厲害的那個就會升職
[00:11:18.900 --> 00:11:24.400]  是不是做得最好那個賺最多錢
[00:11:24.400 --> 00:11:27.100]  我記得早幾個星期
[00:11:27.100 --> 00:11:28.500]  我們小組開組
[00:11:28.500 --> 00:11:30.600]  其中有一個姐妹是做 HR 的
[00:11:30.600 --> 00:11:33.900]  所以她對人們的薪金都知道
[00:11:33.900 --> 00:11:35.700]  她就明白原來
[00:11:35.700 --> 00:11:38.000]  不是同工同酬的
[00:11:38.000 --> 00:11:40.200]  絕對不是
[00:11:41.400 --> 00:11:43.000]  是不是你做得多
[00:11:43.000 --> 00:11:45.300]  就賺多一點
[00:11:45.300 --> 00:11:46.200]  也不是
[00:11:46.200 --> 00:11:48.700]  是有第二套的定律
[00:11:48.700 --> 00:11:51.400]  甚至乎就是一套無常的定律
[00:11:51.400 --> 00:11:53.800]  我不知道你讀完這一句
[00:11:53.800 --> 00:11:54.800]  你有什麼感覺
[00:11:54.800 --> 00:11:57.300]  會不會覺得其實都很不公平
[00:11:57.300 --> 00:11:59.000]  其實是的
[00:11:59.000 --> 00:12:01.200]  就是上帝給人有不同的際遇
[00:12:01.200 --> 00:12:02.300]  第十二節
[00:12:02.300 --> 00:12:04.300]  他說人知道自己的定期
[00:12:04.300 --> 00:12:05.900]  這裡說的定期
[00:12:05.900 --> 00:12:08.500]  其實原文都是在說時間
[00:12:08.500 --> 00:12:09.100]  是不是
[00:12:09.300 --> 00:12:11.200]  如果相對第十一節
[00:12:11.200 --> 00:12:13.300]  十一節就在說你的時機
[00:12:13.300 --> 00:12:14.800]  十二節說什麼
[00:12:14.800 --> 00:12:17.200]  在說你的大限
[00:12:17.200 --> 00:12:19.300]  知道什麼叫大限嗎
[00:12:19.300 --> 00:12:21.600]  大限張志的大限
[00:12:21.600 --> 00:12:25.000]  我想用一個比較生動一點的方法去演繹這件事
[00:12:25.000 --> 00:12:26.800]  你們喜不喜歡打麻將
[00:12:26.800 --> 00:12:28.600]  不喜歡
[00:12:28.600 --> 00:12:29.200]  不要緊
[00:12:29.200 --> 00:12:30.400]  懂不懂打麻將
[00:12:30.400 --> 00:12:32.700]  大部分都裝不懂
[00:12:32.700 --> 00:12:33.600]  但是其實懂的
[00:12:33.600 --> 00:12:36.000]  有很多人就算你不打麻將也好
[00:12:36.000 --> 00:12:37.600]  我很喜歡看人打麻將
[00:12:37.600 --> 00:12:39.200]  很開心的
[00:12:39.700 --> 00:12:40.900]  你四家走遍
[00:12:40.900 --> 00:12:42.500]  你知道這一局一定摸和的
[00:12:42.500 --> 00:12:43.500]  是不是
[00:12:43.500 --> 00:12:45.700]  全部的對碰和他的對碰碰撞
[00:12:45.700 --> 00:12:47.200]  那怎麼會有人出衝呢
[00:12:47.200 --> 00:12:48.600]  又不會摸到
[00:12:48.600 --> 00:12:49.900]  但是他們不知道的
[00:12:49.900 --> 00:12:51.700]  你明不明白
[00:12:51.700 --> 00:12:53.500]  就是那種感覺
[00:12:53.500 --> 00:12:55.600]  通常是怎樣呢
[00:12:55.600 --> 00:12:57.000]  通常你摸那隻
[00:12:57.000 --> 00:13:00.100]  想著叫壺打那隻就出衝了
[00:13:00.100 --> 00:13:02.300]  好像預定了
[00:13:02.300 --> 00:13:04.500]  你如果不是摸到那隻叫壺
[00:13:04.500 --> 00:13:06.600]  你又不會打那隻這麼生張的
[00:13:06.600 --> 00:13:08.900]  我猜你們聽得懂的
[00:13:09.600 --> 00:13:10.700]  不過不敢反應
[00:13:10.700 --> 00:13:11.500]  我不知道是不是
[00:13:11.500 --> 00:13:15.400]  原來人生有時候就好像打麻將一樣
[00:13:15.400 --> 00:13:16.400]  我不是教你賭錢
[00:13:16.400 --> 00:13:18.200]  我只是拿這個做一個比喻
[00:13:18.200 --> 00:13:20.100]  你不知道的
[00:13:20.100 --> 00:13:22.300]  你以為你摸到一隻靚牌
[00:13:22.300 --> 00:13:24.700]  可以叫壺了
[00:13:24.700 --> 00:13:28.100]  一轉身打出去就出衝
[00:13:28.100 --> 00:13:32.000]  人生無常就如打麻將一樣
[00:13:32.000 --> 00:13:35.400]  問題就是到底這些時候機會
[00:13:35.400 --> 00:13:38.000]  個人的定期在誰的手
[00:13:38.900 --> 00:13:40.400]  是誰的主權
[00:13:40.400 --> 00:13:42.700]  是誰給我們有不同的際遇
[00:13:42.700 --> 00:13:44.700]  是上帝的
[00:13:44.700 --> 00:13:47.100]  根據經文說
[00:13:47.100 --> 00:13:49.800]  面對不可預知
[00:13:49.800 --> 00:13:52.200]  不可控制的時候
[00:13:52.200 --> 00:13:54.000]  機會定期
[00:13:54.000 --> 00:13:55.100]  其實人
[00:13:55.100 --> 00:13:57.300]  是無法控制
[00:13:57.300 --> 00:14:00.400]  out of our control
[00:14:00.400 --> 00:14:02.300]  我想這件事
[00:14:02.300 --> 00:14:03.600]  我很想大家都明白
[00:14:03.600 --> 00:14:05.000]  其實我們人生有時候
[00:14:05.000 --> 00:14:06.800]  真的不是我們掌握之內
[00:14:07.400 --> 00:14:10.300]  很多廣告會promote(宣傳)
[00:14:10.300 --> 00:14:12.300]  就是掌握在我手裡
[00:14:12.300 --> 00:14:14.100]  前途在我手
[00:14:14.100 --> 00:14:15.900]  對一半
[00:14:15.900 --> 00:14:19.900]  但有一半是時機際遇
[00:14:19.900 --> 00:14:23.900]  接著我們看回頭幾節的經文
[00:14:23.900 --> 00:14:25.900]  我們看頭六節
[00:14:25.900 --> 00:14:27.300]  我們先看頭三節
[00:14:27.300 --> 00:14:28.200]  經文這樣說
[00:14:28.200 --> 00:14:29.200]  不如請弟兄姊妹讀
[00:14:29.200 --> 00:14:30.300]  預備一二三
[00:14:37.400 --> 00:14:39.200]  以人和之為人
[00:14:39.200 --> 00:14:41.200]  平凡的作為
[00:14:41.200 --> 00:14:43.200]  都在上帝手中
[00:14:43.200 --> 00:14:45.200]  或是愛或是恨
[00:14:45.200 --> 00:14:47.200]  都在貪污面前
[00:14:47.200 --> 00:14:49.200]  但人不能知道
[00:14:49.200 --> 00:14:52.700]  凡道中人的際遇都一樣
[00:14:52.700 --> 00:14:54.700]  以人和我人
[00:14:54.700 --> 00:14:56.700]  好人 賤性的人
[00:14:56.700 --> 00:14:58.200]  和不賤性的人
[00:14:58.200 --> 00:15:00.700]  賤勢的和不賤勢的
[00:15:00.700 --> 00:15:01.700]  都一樣
[00:15:01.700 --> 00:15:03.200]  好人如何
[00:15:03.200 --> 00:15:04.700]  罪人也如何
[00:15:04.700 --> 00:15:06.200]  喜勢的如何
[00:15:06.200 --> 00:15:08.200]  泰勢的如何
[00:15:08.200 --> 00:15:10.200]  在人往之下
[00:15:10.200 --> 00:15:12.200]  發生這一切事中
[00:15:12.200 --> 00:15:14.200]  有一件和幻
[00:15:14.200 --> 00:15:16.700]  就此中人的際遇都一樣
[00:15:16.700 --> 00:15:19.700]  並非一切人的心意和願望
[00:15:19.700 --> 00:15:22.700]  故將一切事後心裡放忘
[00:15:22.700 --> 00:15:26.200]  後來就歸己人馬去舉演
[00:15:26.200 --> 00:15:27.700]  經文一開始說
[00:15:27.700 --> 00:15:29.700]  他說他將這一切事
[00:15:29.700 --> 00:15:31.700]  放在心上詳細研究
[00:15:31.700 --> 00:15:33.200]  又是說傳道者
[00:15:33.200 --> 00:15:34.200]  花了很多精神
[00:15:34.200 --> 00:15:35.700]  時間去回顧人生
[00:15:35.700 --> 00:15:37.700]  他看透了一些東西
[00:15:37.700 --> 00:15:39.700]  看透了的是什麼呢
[00:15:39.700 --> 00:15:41.700]  原來義人和智慧人
[00:15:41.700 --> 00:15:44.700]  他們手中所做的作為
[00:15:44.700 --> 00:15:46.200]  其實是在說什麼呢
[00:15:46.200 --> 00:15:47.700]  或者一個簡單的翻譯
[00:15:47.700 --> 00:15:49.700]  是在說他們做事的果效
[00:15:49.700 --> 00:15:51.700]  那個果效是他們控制不了
[00:15:51.700 --> 00:15:53.700]  在神的手上
[00:15:53.700 --> 00:15:56.700]  他說或是愛或是恨
[00:15:56.700 --> 00:15:58.700]  什麼是愛 什麼是恨呢
[00:15:58.700 --> 00:16:00.700]  愛就是神喜悅的
[00:16:00.700 --> 00:16:04.200]  神喜悅的就會有好的效果
[00:16:04.200 --> 00:16:07.700]  是在說他做的事的果效
[00:16:07.700 --> 00:16:09.700]  禍和福
[00:16:09.700 --> 00:16:11.700]  簡單來說就是
[00:16:11.700 --> 00:16:13.700]  原來他做的作為的果效
[00:16:13.700 --> 00:16:14.700]  在神的手上
[00:16:14.700 --> 00:16:19.700]  他前面將要面對的禍患
