
[00:00:00.000 --> 00:00:04.120]  好 歡迎大家來到我們下午的週六崇拜
[00:02:49.760 --> 00:02:54.200]  發現他其實一直都是有憂鬱症的
[00:02:54.200 --> 00:02:55.680]  馬丁路德的情緒
[00:02:55.680 --> 00:02:58.480]  周不時是大上大落
[00:02:58.480 --> 00:02:59.800]  故事說到有一次
[00:02:59.800 --> 00:03:03.200]  他好幾天情緒極度的低落
[00:03:03.200 --> 00:03:04.400]  於是他有朋友和他說
[00:03:04.400 --> 00:03:05.800]  不如你早點起來
[00:03:05.800 --> 00:03:08.920]  出去走走再回來
[00:03:08.920 --> 00:03:11.280]  當他走完回家的時候
[00:03:11.280 --> 00:03:14.440]  他發現他的太太坐在客廳那裏
[00:03:14.440 --> 00:03:17.960]  他太太滿身穿着黑色
[00:03:17.960 --> 00:03:21.120]  然後排了他幾個小朋友坐在旁邊
[00:03:21.120 --> 00:03:23.160]  個個都是穿着黑色
[00:03:23.160 --> 00:03:24.400]  馬丁路德一見到
[00:03:24.400 --> 00:03:26.280]  他全家人都穿着黑色
[00:03:26.280 --> 00:03:27.320]  心裏面一沉
[00:03:27.320 --> 00:03:28.520]  他說
[00:03:28.520 --> 00:03:31.360]  是誰死了
[00:03:31.360 --> 00:03:33.520]  他太太和他說
[00:03:33.520 --> 00:03:36.120]  你沒有聽到消息嗎
[00:03:36.120 --> 00:03:37.840]  上帝死了
[00:03:37.840 --> 00:03:39.800]  上帝死了
[00:03:39.800 --> 00:03:40.680]  馬丁路德說
[00:03:40.680 --> 00:03:41.360]  不可能的
[00:03:41.360 --> 00:03:42.240]  上帝是零
[00:03:42.240 --> 00:03:45.240]  上帝不會死的
[00:03:45.240 --> 00:03:46.640]  他太太立刻和他說
[00:03:46.640 --> 00:03:48.120]  如果上帝沒有死
[00:03:48.120 --> 00:03:52.080]  那爲什麼你這麼多天都愁眉苦臉
[00:03:52.080 --> 00:03:54.560]  好像上帝已經死了
[00:03:54.560 --> 00:03:55.680]  在那一刻
[00:03:55.680 --> 00:03:59.160]  馬丁路德茅塞頓開
[00:03:59.160 --> 00:04:02.800]  他心裏面有一盞明燈照亮了他的人生
[00:04:02.800 --> 00:04:04.960]  於是他感謝他的太太
[00:04:04.960 --> 00:04:09.680]  然後他回到書桌上刻了一個拉丁文字
[00:04:09.680 --> 00:04:11.720]  叫做Vivid
[00:04:11.720 --> 00:04:13.320]  Vivid的意思是
[00:04:13.320 --> 00:04:18.720]  He lives 他活着
[00:04:18.720 --> 00:04:21.240]  因爲救主耶穌活着
[00:04:21.240 --> 00:04:26.240]  所以公理堂的謝恩大禮拜可以繼續進行
[00:04:26.240 --> 00:04:28.480]  因爲耶穌基督活着
[00:04:28.480 --> 00:04:34.560]  所以我們的謝恩大禮拜必須要繼續進行
[00:04:34.560 --> 00:04:39.400]  今天我和你講到的經文是生命紀第十六章
[00:04:39.400 --> 00:04:41.320]  第十三節至十七節
[00:04:41.320 --> 00:04:43.560]  我講到的題目是
[00:04:43.560 --> 00:04:47.600]  滿心歡樂 朝見上主
[00:04:47.600 --> 00:04:50.240]  如果我們要用一對對聯來述說
[00:04:50.240 --> 00:04:52.520]  我今天的這篇道
[00:04:52.520 --> 00:04:54.840]  上聯就會是這個
[00:04:54.840 --> 00:04:57.440]  滿心歡樂 朝見上主
[00:04:57.440 --> 00:04:58.880]  下聯是什麼呢
[00:04:58.880 --> 00:05:00.760]  我給他的下聯是
[00:05:00.760 --> 00:05:04.160]  初熟果子 今生獻上
[00:05:04.160 --> 00:05:07.480]  這個是我今天要講的信息
[00:05:07.480 --> 00:05:10.040]  我想帶你進入生命紀
[00:05:10.040 --> 00:05:13.360]  生命紀第十六章第十六節這樣講
[00:05:13.360 --> 00:05:16.120]  你所有的蘭丁要在除巧節
[00:05:16.120 --> 00:05:18.600]  七七節 祝彭節
[00:05:18.600 --> 00:05:20.440]  一年三次在耶和華
[00:05:20.440 --> 00:05:23.360]  你上帝所選擇的地方
[00:05:23.360 --> 00:05:27.840]  朝見他 不可空手朝見耶和華
[00:05:27.840 --> 00:05:29.200]  我們在讀的是生命紀
[00:05:29.200 --> 00:05:32.640]  生命紀是摩西五經裏面的最後一本
[00:05:32.640 --> 00:05:36.080]  生命紀是以色列人出了埃及
[00:05:36.080 --> 00:05:38.280]  在曠野漂流四十年之後
[00:05:38.280 --> 00:05:42.240]  摩西臨死之前的告別講道
[00:05:42.240 --> 00:05:44.880]  這個已經四十年出了埃及
[00:05:44.880 --> 00:05:49.440]  當時的以色列人正在準備進入應許之地
[00:05:49.440 --> 00:05:50.800]  但是摩西沒有份
[00:05:50.800 --> 00:05:53.560]  摩西只可以遙遠的張望
[00:05:53.560 --> 00:05:59.360]  並且在他的遺言裏面爲他們的未來作預言
[00:05:59.360 --> 00:06:00.880]  摩西在講預言
[00:06:00.880 --> 00:06:03.240]  他說當你進入迦南地之後
[00:06:03.240 --> 00:06:06.240]  上帝會有一個揀選了的地方
[00:06:06.240 --> 00:06:08.480]  你要在那個地方敬拜上主
[00:06:08.480 --> 00:06:10.520]  這個地方如果你繼續看舊約
[00:06:10.520 --> 00:06:12.560]  你知道是耶路撒冷
[00:06:12.560 --> 00:06:16.040]  上帝揀選了聖城的耶路撒冷
[00:06:16.040 --> 00:06:19.360]  摩西說你一年三次要去到
[00:06:19.360 --> 00:06:23.160]  耶和華所揀選的地方去朝見他
[00:06:23.160 --> 00:06:27.080]  聖經告訴我們朝見這個動詞很有意思
[00:06:27.080 --> 00:06:29.240]  它顯示了上帝的身份
[00:06:29.240 --> 00:06:31.080]  上帝不是一個普通的人
[00:06:31.080 --> 00:06:33.000]  他是君王
[00:06:33.000 --> 00:06:37.080]  你朝見上帝你朝見一個君王
[00:06:37.080 --> 00:06:39.280]  以色列人要去敬拜的
[00:06:39.280 --> 00:06:43.360]  不是一個比他們地位高一點的一個貴族
[00:06:43.360 --> 00:06:44.240]  而是一個君王
[00:06:44.240 --> 00:06:46.560]  不是一個普通的君王
[00:06:46.560 --> 00:06:50.360]  是一個獨一無二的君王
[00:06:50.360 --> 00:06:53.240]  是一個創造宇宙萬物的上帝
[00:06:53.240 --> 00:06:57.480]  是一個掌管萬有的君王
[00:06:57.480 --> 00:06:59.720]  於是摩西他千吩咐萬吩咐
[00:06:59.720 --> 00:07:02.720]  他說你們去朝拜這個君王的時候
[00:07:02.720 --> 00:07:05.240]  你們不可空手
[00:07:05.240 --> 00:07:08.400]  我不知道你帶了些什麼來朝拜上帝
[00:07:08.400 --> 00:07:11.200]  你不可空手啊摩西說
[00:07:11.200 --> 00:07:12.720]  你不可空手的原因
[00:07:12.720 --> 00:07:15.360]  不是因爲懼怕上帝的憤怒
[00:07:15.360 --> 00:07:16.400]  上帝的審判
[00:07:16.400 --> 00:07:18.680]  你不可空手是因爲
[00:07:18.680 --> 00:07:20.080]  He is worthy
[00:07:20.080 --> 00:07:23.040]  上帝是值得我們的讚美
[00:07:23.040 --> 00:07:26.080]  摩西說這個上帝是何等的偉大
[00:07:26.080 --> 00:07:28.760]  他對我們何等的恩賜
[00:07:28.760 --> 00:07:33.920]  你必須要帶禮物去到祂的面前
[00:07:33.920 --> 00:07:35.520]  祂值得我們的讚美
[00:07:35.520 --> 00:07:40.680]  祂完全值得我們俯伏在祂面前
[00:07:40.680 --> 00:07:44.240]  在伊斯蘭人衆多的節日當中
[00:07:44.240 --> 00:07:45.840]  唯有三個節日
[00:07:45.840 --> 00:07:48.880]  就是除巧節、七七節和祝彭節
[00:07:48.880 --> 00:07:51.720]  是所有男丁都必須要參與
[00:07:51.720 --> 00:07:54.760]  而且它是一個朝聖的節日
[00:07:54.760 --> 00:07:56.120]  所謂朝聖的節日就是
[00:07:56.120 --> 00:08:00.280]  無論你住在認祂之地的哪一個角落
[00:08:00.280 --> 00:08:03.240]  你必須要放下你所有的工作
[00:08:03.240 --> 00:08:04.840]  你要離開你的家園
[00:08:04.840 --> 00:08:08.120]  你要前往耶路撒冷
[00:08:08.120 --> 00:08:10.920]  你想想你如果住在北面的加利利
[00:08:10.920 --> 00:08:12.480]  好像耶穌那樣
[00:08:12.480 --> 00:08:15.480]  你需要花上好幾天的路程
[00:08:15.480 --> 00:08:17.920]  纔可以去到耶路撒冷
[00:08:17.920 --> 00:08:22.400]  去到聖殿那裏去朝拜上帝
[00:08:22.400 --> 00:08:23.040]  摩西又說
[00:08:23.040 --> 00:08:25.680]  各人要按自己手中的能力
[00:08:25.680 --> 00:08:28.320]  召耶和華你上帝所賜的福
[00:08:28.320 --> 00:08:29.640]  奉獻禮物
[00:08:29.640 --> 00:08:31.680]  摩西說你要帶禮物
[00:08:31.680 --> 00:08:33.280]  你不可以空手而來
[00:08:33.280 --> 00:08:35.800]  你要帶很多很多的禮物
[00:08:35.800 --> 00:08:39.880]  就這樣你一年要去三次
[00:08:39.880 --> 00:08:40.840]  如果你計算一下
[00:08:40.840 --> 00:08:42.840]  這條數也挺耐算的
[00:08:42.840 --> 00:08:44.160]  一年要去三次
[00:08:44.160 --> 00:08:45.040]  在三次裏面
[00:08:45.040 --> 00:08:46.880]  你要停止你的工作
[00:08:46.880 --> 00:08:48.240]  就是沒有工作
[00:08:48.240 --> 00:08:52.320]  然後你在路上又有很多的費用
[00:08:52.320 --> 00:08:54.000]  然後去到耶路撒冷
[00:08:54.000 --> 00:08:59.760]  還要確保你自己要奉獻禮物
[00:08:59.760 --> 00:09:03.720]  你覺得這樣是很心痛的一件事
[00:09:03.720 --> 00:09:04.840]  但我想請你留意
[00:09:04.840 --> 00:09:07.440]  他們獻上的禮物是哪裏來的
[00:09:07.440 --> 00:09:13.640]  這裏說是召耶和華你上帝所賜給你的福氣
[00:09:13.640 --> 00:09:17.400]  你的錢由哪裏來的
[00:09:17.400 --> 00:09:21.000]  是耶和華那裏來的
[00:09:21.000 --> 00:09:24.120]  我們當中有些做父母的可能
[00:09:24.120 --> 00:09:25.360]  如果你很幸運的話
[00:09:25.360 --> 00:09:27.560]  久不久都會從你孩子身邊
[00:09:27.560 --> 00:09:29.800]  得到一些驚喜的禮物
[00:09:29.800 --> 00:09:32.120]  可能你生日的時候
[00:09:32.120 --> 00:09:34.600]  他特意會買了一件很特別的禮物
[00:09:34.600 --> 00:09:35.800]  買一個蛋糕給你喫
[00:09:35.800 --> 00:09:36.800]  可能是母親節
[00:09:36.800 --> 00:09:38.640]  可能是父親節
[00:09:38.640 --> 00:09:40.080]  你當時的時候
[00:09:40.080 --> 00:09:41.200]  你非常之感動
[00:09:41.200 --> 00:09:43.440]  哇 你哪裏有這麼多錢
[00:09:43.440 --> 00:09:46.800]  買一個這麼漂亮的禮物給爸爸的
[00:09:46.800 --> 00:09:48.440]  其實心裏面你想
[00:09:48.440 --> 00:09:51.720]  又是我自己給你的禮事
[00:09:51.720 --> 00:09:53.960]  我們好像這裏說
[00:09:53.960 --> 00:09:56.520]  我們要買很多的東西給上帝
[00:09:56.520 --> 00:09:59.480]  但是其實所有的錢
[00:09:59.480 --> 00:10:02.680]  所有的一切是出於上主
[00:10:02.680 --> 00:10:06.720]  沒有人可以說我買禮物給上帝
[00:10:06.720 --> 00:10:10.520]  因爲你所擁有的一切屬於上帝
[00:10:10.520 --> 00:10:11.520]  在《新約聖經》裏面
[00:10:11.520 --> 00:10:12.720]  保羅自己和我們說
[00:10:12.720 --> 00:10:17.040]  他說你所有的哪一個不是領受的
[00:10:17.040 --> 00:10:19.200]  如果上帝不給我們生命氣息
[00:10:19.200 --> 00:10:21.240]  上帝不給我們能力
[00:10:21.240 --> 00:10:22.440]  不給我們精神
[00:10:22.440 --> 00:10:24.520]  我們何來有這一切禮物
[00:10:24.520 --> 00:10:28.160]  所以當你在教會里面奉獻給上帝的時候
[00:10:28.160 --> 00:10:31.640]  千萬不要覺得是你給上帝
[00:10:31.640 --> 00:10:34.680]  是上帝先進了你的口袋
[00:10:34.680 --> 00:10:39.480]  然後要你不斷地去奉獻給他
[00:10:39.480 --> 00:10:42.320]  我想帶你去看看這三個大節旗
[00:10:42.320 --> 00:10:43.520]  這三個大節旗是
[00:10:43.520 --> 00:10:44.520]  除巧節
[00:10:44.520 --> 00:10:45.800]  七七節
[00:10:45.800 --> 00:10:46.880]  豬蚌節
[00:10:46.880 --> 00:10:49.720]  我們剛纔讀的只是第十三節至十七節
[00:10:49.720 --> 00:10:52.840]  但是如果你要看完整段聖經的話
[00:10:52.840 --> 00:10:54.400]  其實是從第一節開始
[00:10:54.400 --> 00:10:55.960]  第十六章第一節
[00:10:55.960 --> 00:10:58.640]  一直去到第十七節
[00:10:58.640 --> 00:11:02.640]  如果我用一句短句來總結每一個節旗
[00:11:02.640 --> 00:11:03.640]  我可能會這麼說
[00:11:03.640 --> 00:11:07.480]  我說除巧節是如月念埃及
[00:11:07.480 --> 00:11:10.720]  七七節是莊稼獻心祭
[00:11:10.720 --> 00:11:15.040]  而豬蚌節是歡樂主祀福
[00:11:15.040 --> 00:11:18.040]  我想和你逐一去看這三個節旗
[00:11:18.040 --> 00:11:20.080]  但是我想從第三個開始
[00:11:20.080 --> 00:11:22.120]  我會先和你看豬蚌節
[00:11:22.120 --> 00:11:25.280]  然後回去看第一個除巧節
[00:11:25.280 --> 00:11:29.000]  最後我們會去看七七節
[00:11:29.000 --> 00:11:33.200]  豬蚌節是歡樂主的祀福
[00:11:33.200 --> 00:11:35.400]  《新聞記》第十六章第十三節這麼說
[00:11:35.400 --> 00:11:39.440]  「你收藏了和腸和壓酒池的出產以後
[00:11:39.440 --> 00:11:42.280]  就要守豬蚌節七日
[00:11:42.280 --> 00:11:45.880]  在節期中你和你的兒女瀑被
[00:11:45.880 --> 00:11:48.800]  以及住在你城裏的利美人
[00:11:48.800 --> 00:11:53.760]  寄居的孤兒寡婦都要歡樂」
[00:11:53.760 --> 00:11:55.760]  豬蚌節是猶太年齡裏面
[00:11:55.760 --> 00:11:58.120]  第七個月的一個節期
[00:11:58.120 --> 00:12:01.120]  他們的第七個月大概等於我們的
[00:12:01.120 --> 00:12:04.240]  九月和十月秋天的時候
[00:12:04.240 --> 00:12:05.880]  對於當時的猶太人來說
[00:12:05.880 --> 00:12:08.680]  豬蚌節可以說是一個
[00:12:08.680 --> 00:12:12.360]  夏季梳果豐收之後的一個慶典
[00:12:12.360 --> 00:12:13.520]  如果你有機會
[00:12:13.520 --> 00:12:14.760]  走來我後面看看
[00:12:14.760 --> 00:12:18.200]  你知道我們這裏擺滿了梳果
[00:12:18.200 --> 00:12:23.640]  因爲我們是在紀念上帝給我們供應的豐收
[00:12:23.640 --> 00:12:28.560]  豬蚌節說的是夏季梳果的豐收
[00:12:28.560 --> 00:12:29.560]  之前我們讀過
[00:12:29.560 --> 00:12:32.640]  所有的猶太男丁都要參與
[00:12:32.640 --> 00:12:35.320]  必須要參與豬蚌節
[00:12:35.320 --> 00:12:36.640]  但是你去到第十四節
[00:12:36.640 --> 00:12:40.080]  你看到原來不僅僅是男人可以參加
[00:12:40.080 --> 00:12:41.960]  原來是所有的人
[00:12:41.960 --> 00:12:46.840]  都是被上帝邀請去參加豬蚌節
[00:12:46.840 --> 00:12:48.600]  但是這個所有的人當中
[00:12:48.600 --> 00:12:51.960]  你有沒有留意上帝特別想請的是哪個人
[00:12:51.960 --> 00:12:55.560]  上帝特別想請那些瀑被
[00:12:55.560 --> 00:12:57.640]  兒女是沒有地位的
[00:12:57.640 --> 00:12:59.720]  兒女小的時候是沒有地位的
[00:12:59.720 --> 00:13:03.720]  上帝特別想請那些孤兒的寡婦
[00:13:03.720 --> 00:13:07.000]  原來貧窮的人地位低微的人
[00:13:07.000 --> 00:13:09.400]  是上帝的貴賓
[00:13:09.400 --> 00:13:12.440]  上帝要他們來到他的聖殿裏面
[00:13:12.440 --> 00:13:16.480]  你可不可以想象當時這個節期的情況
[00:13:16.480 --> 00:13:19.360]  有很多人來到這個聖殿裏面
[00:13:19.360 --> 00:13:21.600]  有很多很多的梳果
[00:13:21.600 --> 00:13:25.160]  有很多很多的收成
[00:13:25.160 --> 00:13:29.800]  上帝要那些窮人又喫又領
[00:13:29.800 --> 00:13:33.280]  要他在這裏享受上帝的豐盛
[00:13:33.280 --> 00:13:38.520]  然後要確保每一個人都有很多東西可以帶回去
[00:13:38.520 --> 00:13:41.160]  但是最重要的不是享受那些食物
[00:13:41.160 --> 00:13:43.560]  最重要的是要享受耶和華
[00:13:43.560 --> 00:13:45.280]  這個是耶和華的節期
[00:13:45.280 --> 00:13:47.320]  這個是耶和華的筵席
[00:13:47.320 --> 00:13:51.760]  所以你們每一個人都要歡樂
[00:13:51.760 --> 00:13:54.000]  《新聞記》第十六章第十五節這樣說
[00:13:54.000 --> 00:13:55.920]  在耶和華所選的地方
[00:13:55.920 --> 00:13:57.320]  你要向耶和華
[00:13:57.320 --> 00:13:59.720]  你的上帝守節七日
[00:13:59.720 --> 00:14:04.120]  因爲耶和華你上帝要在你一切的收成上
[00:14:04.120 --> 00:14:07.400]  和你手裏所做一切賜福給你
[00:14:07.400 --> 00:14:09.560]  你就非常之歡樂
[00:14:09.560 --> 00:14:11.240]  你們要歡樂
[00:14:11.240 --> 00:14:15.160]  你們要爲耶和華賜給你一切的收成
[00:14:15.160 --> 00:14:19.240]  一切的賜福而歡樂
[00:14:19.240 --> 00:14:22.840]  講到這裏其實我們有一個關鍵的問題還沒問
[00:14:22.840 --> 00:14:25.400]  我們還有一個關鍵的問題還沒被回答
[00:14:25.400 --> 00:14:29.720]  那個關鍵的問題就是喜樂就是喜樂
[00:14:29.720 --> 00:14:34.360]  爲什麼要困住自己在帳篷裏面七天呢?
[00:14:34.360 --> 00:14:35.920]  你有沒有想過這個問題?
[00:14:35.920 --> 00:14:38.800]  如果這個純粹是要大家開心的時候
[00:14:38.800 --> 00:14:42.440]  爲什麼又要寫明叫做住棚節
[00:14:42.440 --> 00:14:46.280]  要困自己在棚裏面七天
[00:14:46.280 --> 00:14:48.560]  是不是有點奇怪?
[00:14:48.560 --> 00:14:51.240]  不住帳篷住酒店行不行呢?
[00:14:51.240 --> 00:14:52.560]  如果我家很近
[00:14:52.560 --> 00:14:55.040]  可不可以住家裏不住帳篷呢?
[00:14:55.040 --> 00:14:56.480]  答案是不可以
[00:14:56.480 --> 00:14:57.240]  不可以
[00:14:57.240 --> 00:14:59.720]  絕對不可以
[00:14:59.720 --> 00:15:01.840]  爲什麼一定要住棚呢?
[00:15:01.840 --> 00:15:03.240]  我知道了
[00:15:03.240 --> 00:15:07.520]  九月十月之間秋高氣爽露營的佳節
[00:15:07.520 --> 00:15:09.360]  因爲大家平時忙
[00:15:09.360 --> 00:15:12.040]  現在難得有機會有親子的活動
[00:15:12.040 --> 00:15:15.920]  是大家集體的回憶好不好啊?
[00:15:15.920 --> 00:15:20.520]  原來最後住棚的原因和以上完全無關
[00:15:20.520 --> 00:15:22.880]  住棚的原因在這裏摩西沒有和我們說
[00:15:22.880 --> 00:15:27.560]  是因爲之前在另外一本書摩西已經告訴我們
[00:15:27.560 --> 00:15:30.720]  在《利美記》第23章42-43節的時候
[00:15:30.720 --> 00:15:34.240]  摩西告訴我們爲什麼住棚節要住棚
[00:15:34.240 --> 00:15:37.440]  爲什麼在慶祝歡音的時候一定要住棚
[00:15:37.440 --> 00:15:40.360]  你們要住在棚裏七天
[00:15:40.360 --> 00:15:43.480]  凡以色列出生的都要住在棚裏
[00:15:43.480 --> 00:15:45.440]  好叫你們世世代代知道
[00:15:45.440 --> 00:15:48.720]  我領以色列人出埃及地的時候
[00:15:48.720 --> 00:15:51.240]  塵使他們住在棚裏
[00:15:51.240 --> 00:15:53.600]  我是耶和華我是他們的上帝
[00:15:53.600 --> 00:15:55.080]  我帶他們出埃及
[00:15:55.080 --> 00:15:59.160]  我讓他們住在棚裏
[00:15:59.160 --> 00:16:01.040]  爲什麼要住棚
[00:16:01.040 --> 00:16:04.160]  是因爲要紀念埃及
[00:16:04.160 --> 00:16:07.360]  要紀念以色列人曾經在埃及做奴隸
[00:16:07.360 --> 00:16:11.600]  要紀念以色列人被帶出了埃及
[00:16:11.600 --> 00:16:16.440]  要紀念以色列人在曠野漂流40年之間
[00:16:16.440 --> 00:16:17.440]  他住什麼?
[00:16:17.440 --> 00:16:18.480]  他不是住酒店
[00:16:18.480 --> 00:16:20.480]  他是住棚
[00:16:20.480 --> 00:16:22.600]  是紀念在40年裏面
[00:16:22.600 --> 00:16:24.480]  上帝如何在曠野裏面
[00:16:24.480 --> 00:16:29.160]  供應他們豐富的飲食
[00:16:29.160 --> 00:16:30.760]  你說到這裏你開始明白
[00:16:30.760 --> 00:16:33.920]  以色列人要紀念的原來
[00:16:33.920 --> 00:16:36.880]  不是豐收的福氣
[00:16:36.880 --> 00:16:39.480]  以色列人要紀念的不是普通的
[00:16:39.480 --> 00:16:40.760]  蔬果的收成
[00:16:40.760 --> 00:16:42.800]  以色列人要紀念的是
[00:16:42.800 --> 00:16:45.160]  出了埃及在曠野裏面
[00:16:45.160 --> 00:16:46.680]  上帝給他們的供應
[00:16:46.680 --> 00:16:50.280]  這個叫做天降的瑪納
[00:16:50.280 --> 00:16:51.960]  以色列人要紀念出埃及
[00:16:51.960 --> 00:16:55.760]  以色列人要紀念天降的瑪納
[00:16:55.760 --> 00:16:59.760]  上主給以色列人的福氣不是收成
[00:16:59.760 --> 00:17:01.520]  而是拯救
[00:17:01.520 --> 00:17:05.000]  上主給以色列人的福氣是出埃及的福氣
[00:17:05.000 --> 00:17:07.000]  是食瑪納的福氣
[00:17:07.000 --> 00:17:10.360]  是進迦南的福氣
[00:17:10.360 --> 00:17:13.000]  於是當我們回來看這個豬鵬節的時候
[00:17:13.000 --> 00:17:16.360]  豬鵬節不是歡恩主賜福
[00:17:16.360 --> 00:17:18.720]  豬鵬節的原因
[00:17:18.720 --> 00:17:24.400]  豬鵬節的目的是七日念埃及
[00:17:24.400 --> 00:17:27.440]  這個是豬鵬節的目的
[00:17:27.440 --> 00:17:30.480]  很有趣的是無獨有偶
[00:17:30.480 --> 00:17:35.160]  如果第三豬鵬節是七日念埃及
[00:17:35.160 --> 00:17:39.320]  第一除孝節都是七日念埃及
[00:17:39.320 --> 00:17:43.080]  如果你去留意到這個架構的時候
[00:17:43.080 --> 00:17:45.880]  你會發覺這個架構其實不是一二三這麼簡單
[00:17:45.880 --> 00:17:49.360]  這個架構其實也是A、B、A
[00:17:49.360 --> 00:17:51.640]  是一個三文字的結構
[00:17:51.640 --> 00:17:54.400]  因爲A和A或者1和3
[00:17:54.400 --> 00:17:58.960]  其實都是在講七日念埃及
[00:17:58.960 --> 00:18:02.040]  我想帶你去看看除孝節
[00:18:02.040 --> 00:18:08.600]  然後我們再回來中間最核心的B部分
[00:18:08.600 --> 00:18:10.400]  《聖明記》第十六章第一節
[00:18:10.400 --> 00:18:14.600]  講除孝節之前的月月節
[00:18:14.600 --> 00:18:16.800]  你要守阿不月鄉
[00:18:16.800 --> 00:18:19.200]  耶和華你上帝守月月節
[00:18:19.200 --> 00:18:20.680]  因爲在阿不月
[00:18:20.680 --> 00:18:25.480]  耶和華你的上帝在夜間領你出埃及
[00:18:25.480 --> 00:18:26.800]  對於以色人來講
[00:18:26.800 --> 00:18:30.040]  這個除孝節和月月節是分不開的
[00:18:30.040 --> 00:18:31.920]  兩個是黏在一起的
[00:18:31.920 --> 00:18:34.680]  月月節只有一日
[00:18:34.680 --> 00:18:36.640]  但是月月節一過去了之後
[00:18:36.640 --> 00:18:40.600]  除孝節就緊隨其後一年七日
[00:18:40.600 --> 00:18:45.680]  所以月月節和除孝節是同一件事
[00:18:45.680 --> 00:18:47.040]  第三節
[00:18:47.040 --> 00:18:48.480]  第十六章《聖明記》
