
[00:00:00.000 --> 00:00:05.800]  進入到十月份的時候,我將會討論的、講解的基督徒價值觀的問題。
[00:03:34.000 --> 00:03:44.000]  老實講,弟兄姐妹,如果今天全香港人信了耶穌之後,禮拜日我們都挺悽慘的,酒樓不開了,基督教國家。
[00:03:44.000 --> 00:03:49.000]  沒有人開的士,沒有人開巴士,你明白我的情況嗎?
[00:03:49.000 --> 00:04:00.000]  其實我們知道,今天我們,上個星期日我們能夠在這裏敬拜,都很感謝一幫願意付出的勞苦的人。
[00:04:00.000 --> 00:04:07.000]  我們見到,從馬丁·路德來講,他認爲人誠實工作就是服侍上帝。
[00:04:07.000 --> 00:04:15.000]  所以弟兄姐妹,在你的崗位裏面,無論哪怕你是家庭主婦,你誠實的工作就是在服侍上帝。
[00:04:15.000 --> 00:04:26.000]  所以工作裏面沒有姓與族之分,平凡的工作,甚至包括去到家庭主婦的工作,做家務的,都可以是榮耀神的。
[00:04:26.000 --> 00:04:34.000]  想清楚,人家去到你家裏,見到井井有條的,是神得罪榮耀的,對不對?
[00:04:34.000 --> 00:04:40.000]  去到你家裏,是全家垃圾的,那你見到,神很難得做榮耀的。
[00:04:40.000 --> 00:04:47.000]  一個家庭主婦,如果全天都不做家務,只是在這裏看電視,突然有一天她問她老公,
[00:04:47.000 --> 00:04:52.000]  啊,爲什麼電視機裏的雪花這麼多?原來是塵,對不起。
[00:04:52.000 --> 00:04:54.000]  這樣就很恐怖了。
[00:04:54.000 --> 00:05:01.000]  但是,問題在這裏,生命纔是工作的核心。
[00:05:01.000 --> 00:05:09.000]  所以有人這麼說,我們常常把重點放在我們應該做些什麼,或者我們應該去哪裏的地方,
[00:05:09.000 --> 00:05:14.000]  但是神主最關心的不是我們做些什麼,去什麼地方,
[00:05:14.000 --> 00:05:20.000]  神主關心的是我們這個過程裏面成爲一個怎樣的人。
[00:05:20.000 --> 00:05:27.000]  很多基督徒很強調的,我要讀聖經,要祈禱,要查經,
[00:05:27.000 --> 00:05:34.000]  但是忽略了一件事,神體重的不是你讀了幾段經文,查了幾段聖經,
[00:05:34.000 --> 00:05:39.000]  祈了幾個小時祈禱,而是你成爲一個怎樣的人。
[00:05:39.000 --> 00:05:44.000]  這個很重要,我想說,不如這樣一個極端的答案給你聽,好嗎?
[00:05:44.000 --> 00:05:51.000]  如果你聽到一個基督徒,他每天用三個小時查經,四個小時祈禱,但是極之惡人憎,
[00:05:51.000 --> 00:05:57.000]  但是看到一個基督徒又沒有祈禱,又沒有讀經,人非常和藹可親,你會喜歡誰呢?
[00:05:57.000 --> 00:06:01.000]  你會認爲上帝喜歡誰呢?
[00:06:01.000 --> 00:06:05.000]  有一個基督徒他每次說話都用聖經來插你的,
[00:06:05.000 --> 00:06:12.000]  有一個基督徒每次說話都很謙卑地告訴你,這一切都是上帝的恩典,你會喜歡誰呢?
[00:06:12.000 --> 00:06:19.000]  所以重點不是你讀了幾段經文,你查了幾次經,你祈了幾次聖經,
[00:06:19.000 --> 00:06:22.000]  重點是你成爲一個怎樣的人。
[00:06:22.000 --> 00:06:26.000]  所以在這裏說的話,我們經常說要實行神的旨意,
[00:06:26.000 --> 00:06:31.000]  但是比神的旨意更重要的本質就是成爲一個怎樣的人,
[00:06:31.000 --> 00:06:35.000]  神看重的是我們成爲一個怎樣的人。
[00:06:35.000 --> 00:06:39.000]  我今天試圖從《創世紀》一路開始看,
[00:06:39.000 --> 00:06:46.000]  上帝對祂的民族有什麼的寄望,有什麼的命令,
[00:06:46.000 --> 00:06:51.000]  導致我們透過神的寄望和命令,
[00:06:51.000 --> 00:06:56.000]  我們看到上帝要祂的子民在工作上發揮的是什麼意義。
[00:06:56.000 --> 00:06:59.000]  有時候會聽到基督徒都這麼說,
[00:06:59.000 --> 00:07:02.000]  今天我想破解基督徒有幾個很錯誤的觀念,
[00:07:02.000 --> 00:07:06.000]  以前我也曾經這麼想過,所以是很正常的。
[00:07:06.000 --> 00:07:11.000]  有的基督徒都說,如果不用做,享受一下世界就好了,
[00:07:11.000 --> 00:07:17.000]  不用做,有飯喫就好了。有沒有人想過不需要舉手?
[00:07:17.000 --> 00:07:21.000]  跟你旁邊的人說,無論旺角還是這裏,
[00:07:21.000 --> 00:07:25.000]  你跟你旁邊的人說,你想都不要想。
[00:07:25.000 --> 00:07:31.000]  爲什麼?因爲今天不是我們要想些什麼,
[00:07:31.000 --> 00:07:33.000]  而是上帝想我們做些什麼。
[00:07:33.000 --> 00:07:36.000]  你看看《創世紀》裏面,上帝創造亞當夏娃,
[00:07:36.000 --> 00:07:41.000]  在他還沒犯罪之前,是不是叫他們在園中歇歇,
[00:07:41.000 --> 00:07:49.000]  喫喫水果,跟海豚遊游泳,騎馬兜個圈,這樣的一天呢?
[00:07:49.000 --> 00:07:51.000]  聖經裏面說得很清楚,
[00:07:51.000 --> 00:07:54.000]  當上帝創造人類之後,在《創世紀》一章28,二章15,
[00:07:54.000 --> 00:08:01.000]  要他們治理、管理、修理、看守,很繁忙的。
[00:08:01.000 --> 00:08:06.000]  你看到,沒有盡忠職守、得閒無聊的夏娃,
[00:08:06.000 --> 00:08:10.000]  所以亞當就沒有被引誘,他被引誘。
[00:08:10.000 --> 00:08:18.000]  跟你旁邊的人說,你有空的時候,魔鬼會找你的。
[00:08:18.000 --> 00:08:20.000]  所以我們中國人有句話,
[00:08:20.000 --> 00:08:24.000]  飽亂思淫慾。
[00:08:24.000 --> 00:08:27.000]  爲什麼魔鬼沒有找亞當,就去找夏娃?
[00:08:27.000 --> 00:08:32.000]  因爲他很空閒,在想喫什麼水果?
[00:08:32.000 --> 00:08:34.000]  聖經沒有說他是不是這樣想的,
[00:08:34.000 --> 00:08:39.000]  但是前文後理都知道,那條蛇人去喫禁果的時候,
[00:08:39.000 --> 00:08:43.000]  夏娃在看着,今天喫什麼呢?
[00:08:43.000 --> 00:08:45.000]  魔鬼就跟他說話。
[00:08:45.000 --> 00:08:48.000]  我們看到的,勞動是上帝的心意,
[00:08:48.000 --> 00:08:50.000]  但是勞苦是不一樣的。
[00:08:50.000 --> 00:08:54.000]  勞苦是犯罪之後,《創世紀》三章17節犯罪之後,
[00:08:54.000 --> 00:09:00.000]  地上要生出荊棘和雜泥,人要汗流浹背才能喫得餬口。
[00:09:00.000 --> 00:09:02.000]  但是不要忘記,在救贖之後,
[00:09:02.000 --> 00:09:06.000]  上帝要恢復我們整個的管治權。
[00:09:06.000 --> 00:09:08.000]  你看看《創世紀》,我一會兒講下去,
[00:09:08.000 --> 00:09:13.000]  你就會知道,上帝要在我們的工作裏面恢復我們的管治權。
[00:09:13.000 --> 00:09:15.000]  在《傳道書》三章十三節裏說,
[00:09:15.000 --> 00:09:18.000]  並且人人喫喝,在他一切勞碌當中享福,
[00:09:18.000 --> 00:09:20.000]  這是神的恩賜。
[00:09:20.000 --> 00:09:25.000]  觀衆朋友,只做事不喫東西的人,是犯罪的。
[00:09:25.000 --> 00:09:28.000]  只喫東西不做事的人,也是犯罪的。
[00:09:28.000 --> 00:09:31.000]  只工作不休息的人,也是犯罪的。
[00:09:31.000 --> 00:09:34.000]  只休息不工作的人,也是犯罪的。
[00:09:34.000 --> 00:09:35.000]  哇,這麼恐怖?是啊。
[00:09:35.000 --> 00:09:40.000]  上帝的創造是要我們工作,然後休息。
[00:09:40.000 --> 00:09:43.000]  嚴格來說,先休息,後工作。
[00:09:43.000 --> 00:09:46.000]  因爲先有夜晚,然後先有早晨。
[00:09:46.000 --> 00:09:49.000]  所以跟你教習弟兄講一聲,你要先休息,後工作。
[00:09:49.000 --> 00:09:51.000]  接着《傳道書》就說,
[00:09:51.000 --> 00:09:54.000]  我們勞碌賺得來的東西,
[00:09:54.000 --> 00:09:58.000]  去享受上帝給我們的美食,
[00:09:58.000 --> 00:10:01.000]  是一種恩賜,是一種禮物。
[00:10:01.000 --> 00:10:06.000]  所以你看看,潮州人多半以前上一代只做不喫,
[00:10:06.000 --> 00:10:08.000]  廣東人就只喫不做。
[00:10:08.000 --> 00:10:10.000]  這是他們的特性。
[00:10:10.000 --> 00:10:12.000]  但兩樣東西都不合適的,聖經告訴我們,
[00:10:12.000 --> 00:10:15.000]  我們既要工作,也要休息。
[00:10:15.000 --> 00:10:21.000]  我們既要工作,也要去享受美食。
[00:10:21.000 --> 00:10:23.000]  帖撒羅尼加後書三章十節,
[00:10:23.000 --> 00:10:25.000]  "我們在你們那裏的時候曾吩咐你們說,
[00:10:25.000 --> 00:10:28.000]  若有人不肯做工,就不可喫飯。"
[00:10:28.000 --> 00:10:32.000]  想清楚,保羅是不是很八婆呢?
[00:10:32.000 --> 00:10:35.000]  連教會有人不做事都要理?
[00:10:35.000 --> 00:10:40.000]  這些小事,爲什麼要寫書信特意要提呢?
[00:10:40.000 --> 00:10:44.000]  保羅提就證明這件事很大件事,不是小事。
[00:10:44.000 --> 00:10:47.000]  保羅認爲一個人,不工作的話,
[00:10:47.000 --> 00:10:52.000]  並沒有走在上帝的心意裏面。
[00:10:52.000 --> 00:10:56.000]  所以很清楚的,不工作的人就沒有飯喫。
[00:10:56.000 --> 00:11:00.000]  退休的問題稍後再處理,如果有時間再處理。
[00:11:00.000 --> 00:11:02.000]  但現在講的是退休之前的問題,
[00:11:02.000 --> 00:11:05.000]  就算退休也不是退休到不工作,對不對?
[00:11:05.000 --> 00:11:08.000]  有沒有人退休就是以後弄個餅,
[00:11:08.000 --> 00:11:14.000]  又圈住自己的脖子,又爛成人尿片,
[00:11:14.000 --> 00:11:16.000]  就說我全日不起牀了,
[00:11:16.000 --> 00:11:20.000]  就是喫個餅,又有條管,又啜一口水,
[00:11:20.000 --> 00:11:23.000]  這次去洗手間也是有成人尿片的。
[00:11:23.000 --> 00:11:26.000]  這個和在ICU的人沒有分別,清楚嗎?
[00:11:26.000 --> 00:11:30.000]  我們不會有這樣的質素的生活。
[00:11:30.000 --> 00:11:34.000]  我們見到在阿伯拉罕家族裏面,
[00:11:34.000 --> 00:11:37.000]  上帝很清楚地彰顯出工作的意義,
[00:11:37.000 --> 00:11:40.000]  而要阿伯拉罕以撒瓦國在他的家族,
[00:11:40.000 --> 00:11:43.000]  在他個人成就裏面去榮耀上帝。
[00:11:43.000 --> 00:11:45.000]  他要阿伯拉罕先蒙福,
[00:11:45.000 --> 00:11:47.000]  然後成爲衆人的祝福,
[00:11:47.000 --> 00:11:49.000]  在《創世紀》十二章一到三節,
[00:11:49.000 --> 00:11:52.000]  對阿伯拉罕說你要離開本地本族父家,
[00:11:52.000 --> 00:11:54.000]  往我所要指示你的地方去,
[00:11:54.000 --> 00:11:55.000]  我必叫你成爲大國,
[00:11:55.000 --> 00:11:56.000]  我必致福於你,
[00:11:56.000 --> 00:11:57.000]  叫你的名爲大利,
[00:11:57.000 --> 00:11:58.000]  也要叫別人得福。
[00:11:58.000 --> 00:12:00.000]  爲你祝福的,我必致福於他,
[00:12:00.000 --> 00:12:02.000]  那就助你,我必就助他。
[00:12:02.000 --> 00:12:05.000]  地上的萬族都要因你得福。
[00:12:05.000 --> 00:12:09.000]  留意這裏,這不是阿伯拉罕所渴求的,
[00:12:09.000 --> 00:12:13.000]  但是上帝的心意是要這樣做的。
[00:12:13.000 --> 00:12:16.000]  聽清楚我說,弟兄姊妹。
[00:12:16.000 --> 00:12:19.000]  現在的問題是這裏來的,
[00:12:19.000 --> 00:12:21.000]  你說我有沒有那樣的渴求,
[00:12:21.000 --> 00:12:25.000]  和上帝的心意是兩回事來的,
[00:12:25.000 --> 00:12:27.000]  但是究竟是我的渴求重要,
[00:12:27.000 --> 00:12:28.000]  還是上帝的心意重要?
[00:12:28.000 --> 00:12:30.000]  上帝的心意是要我們先蒙福,
[00:12:30.000 --> 00:12:32.000]  然後成爲別人的祝福。
[00:12:32.000 --> 00:12:33.000]  所以跟你介紹,
[00:12:33.000 --> 00:12:38.000]  你要先蒙福,然後成爲別人的祝福。
[00:12:38.000 --> 00:12:40.000]  去到《出埃及記》的時候,
[00:12:40.000 --> 00:12:46.000]  很明顯地上帝是不願意人成爲一個奴隸,
[00:12:46.000 --> 00:12:47.000]  成爲這個世界的奴隸,
[00:12:47.000 --> 00:12:49.000]  埃及是代表這個世界,
[00:12:49.000 --> 00:12:52.000]  一幫百姓選民在這裏捱苦,
[00:12:52.000 --> 00:12:55.000]  在這裏成爲一個圍奴之家,
[00:12:55.000 --> 00:12:58.000]  上帝要他們脫離這個圍奴的地位,
[00:12:58.000 --> 00:12:59.000]  進入到迦南美地。
[00:12:59.000 --> 00:13:01.000]  這是上帝的心意,聽清楚。
[00:13:01.000 --> 00:13:04.000]  上帝的心意是讓選民離開圍奴之地,
[00:13:04.000 --> 00:13:07.000]  進入到迦南的美地。
[00:13:07.000 --> 00:13:09.000]  我們願不願意有一回事,
[00:13:09.000 --> 00:13:10.000]  但是這是上帝的心意,
[00:13:10.000 --> 00:13:12.000]  聽清楚這件事情。
[00:13:12.000 --> 00:13:14.000]  如果你要反對上帝的心意是可以的,
[00:13:14.000 --> 00:13:16.000]  因爲你正在選擇一條不蒙福的路。
[00:13:16.000 --> 00:13:19.000]  如果你要反對這些軍民所說的,
[00:13:19.000 --> 00:13:22.000]  你正在反對的是上帝的心意,
[00:13:22.000 --> 00:13:24.000]  你選擇奴隸的制度。
[00:13:24.000 --> 00:13:25.000]  不要忘記,
[00:13:25.000 --> 00:13:28.000]  有人說工業革命之後奴隸制度完了,
[00:13:28.000 --> 00:13:31.000]  但是奴隸制度沒少過。
[00:13:31.000 --> 00:13:34.000]  前兩晚我們講完道之後,
[00:13:34.000 --> 00:13:36.000]  有人請我和師母喫飯,
[00:13:36.000 --> 00:13:39.000]  其中有一個姐妹的女兒就來了,
[00:13:39.000 --> 00:13:40.000]  來了之後我一坐下,
[00:13:40.000 --> 00:13:41.000]  二十多歲左右,
[00:13:41.000 --> 00:13:43.000]  我不敢猜她幾多歲,
[00:13:43.000 --> 00:13:45.000]  應該是二十多歲左右,
[00:13:45.000 --> 00:13:47.000]  喫飯的時候,
[00:13:47.000 --> 00:13:48.000]  其中一個弟兄就贊,
[00:13:48.000 --> 00:13:50.000]  啊,你的女兒真乖,
[00:13:50.000 --> 00:13:52.000]  這麼大的年紀都來,
[00:13:52.000 --> 00:13:54.000]  肯陪媽媽一起喫飯,
[00:13:54.000 --> 00:13:55.000]  他媽媽說,
[00:13:55.000 --> 00:13:57.000]  啊,你以爲她乖?
[00:13:57.000 --> 00:14:00.000]  整個月都喫不了一餐飯,
[00:14:00.000 --> 00:14:02.000]  今天擠出來的時間,
[00:14:02.000 --> 00:14:05.000]  誰知道原來她九月份上班,
[00:14:05.000 --> 00:14:09.000]  第一天就已經開到凌晨兩點,
[00:14:09.000 --> 00:14:10.000]  第二天凌晨幾點上班?
[00:14:10.000 --> 00:14:12.000]  九點。
[00:14:12.000 --> 00:14:13.000]  接着第二天晚上,
[00:14:13.000 --> 00:14:15.000]  凌晨兩點,
[00:14:15.000 --> 00:14:17.000]  接着九點。
[00:14:17.000 --> 00:14:18.000]  她媽媽說,
[00:14:18.000 --> 00:14:19.000]  我叫她不要上班,
[00:14:19.000 --> 00:14:20.000]  這麼辛苦,
[00:14:20.000 --> 00:14:21.000]  你媽媽害死女兒,
[00:14:21.000 --> 00:14:22.000]  我告訴你,
[00:14:22.000 --> 00:14:23.000]  任由她辛苦,
[00:14:23.000 --> 00:14:24.000]  年輕人可以捱,
[00:14:24.000 --> 00:14:26.000]  她不出聲就算了,
[00:14:26.000 --> 00:14:28.000]  煲一煲湯給她喝,
[00:14:28.000 --> 00:14:31.000]  弄點面膜給她敷,
[00:14:31.000 --> 00:14:33.000]  這麼辛苦不要上班,
[00:14:33.000 --> 00:14:35.000]  年輕人可以捱,
[00:14:35.000 --> 00:14:36.000]  她不出聲就算了,
[00:14:36.000 --> 00:14:37.000]  到她喊,
[00:14:37.000 --> 00:14:38.000]  我不想做了,
[00:14:38.000 --> 00:14:40.000]  你拍她肩膀,
[00:14:40.000 --> 00:14:41.000]  你捱下吧,
[00:14:41.000 --> 00:14:43.000]  如果想不做就不要做,
[00:14:43.000 --> 00:14:44.000]  想做就做,
[00:14:44.000 --> 00:14:45.000]  媽媽支持你的,
[00:14:45.000 --> 00:14:47.000]  你不要勸她辭職,
[00:14:47.000 --> 00:14:49.000]  這個女兒真厲害,
[00:14:49.000 --> 00:14:51.000]  那家公司很離譜,
[00:14:51.000 --> 00:14:53.000]  最近有個通知,
[00:14:53.000 --> 00:14:56.000]  凡是不加班的人,
[00:14:56.000 --> 00:14:59.000]  請說出合理的理由,
[00:14:59.000 --> 00:15:01.000]  不是請假,
[00:15:01.000 --> 00:15:03.000]  是不加班,
[00:15:03.000 --> 00:15:07.000]  這家公司到底是做什麼的,
[00:15:07.000 --> 00:15:10.000]  我們的工作,
[00:15:10.000 --> 00:15:14.000]  這家公司成爲一個圍爐的地方,
[00:15:14.000 --> 00:15:19.000]  我們一生做了公司的奴隸,
[00:15:19.000 --> 00:15:22.000]  有些人爲了一層樓做奴隸,
[00:15:22.000 --> 00:15:27.000]  有些人爲了子女做奴隸,
[00:15:27.000 --> 00:15:29.000]  一生兒女債,
[00:15:29.000 --> 00:15:31.000]  半世老婆奴,
[00:15:31.000 --> 00:15:37.000]  有些人爲了家裏一斗狗一斗貓做奴隸,
[00:15:37.000 --> 00:15:42.000]  我們要脫離奴隸的身份,
[00:15:42.000 --> 00:15:44.000]  這是上帝的心意,
[00:15:44.000 --> 00:15:47.000]  要我們離開奴隸的身份,
[00:15:47.000 --> 00:15:50.000]  進入一個榮耀的地方,
[00:15:50.000 --> 00:15:52.000]  一個家南的美地,
[00:15:52.000 --> 00:15:53.000]  我們見到,
[00:15:53.000 --> 00:15:55.000]  在李美記裏面提到的,
[00:15:55.000 --> 00:15:56.000]  我們不單止是這樣,
[00:15:56.000 --> 00:15:58.000]  我們必須成爲一個分別爲聖,
[00:15:58.000 --> 00:16:00.000]  一個敬拜的羣體,
[00:16:00.000 --> 00:16:03.000]  我們要把祭物獻成給上帝,
[00:16:03.000 --> 00:16:06.000]  在羅馬書更新的裏面提到,
[00:16:06.000 --> 00:16:07.000]  我們成爲一個活祭,
[00:16:07.000 --> 00:16:08.000]  我們活生生的祭物,
[00:16:08.000 --> 00:16:11.000]  李美記說的都是會殺死的祭物,
[00:16:11.000 --> 00:16:15.000]  但是在新書裏面上帝要求我們成爲活生生的祭物,
[00:16:15.000 --> 00:16:17.000]  每一天在你家裏面,
[00:16:17.000 --> 00:16:18.000]  每一天在你的公司裏面,
[00:16:18.000 --> 00:16:19.000]  每一天在學校當中,
[00:16:19.000 --> 00:16:24.000]  你都要爲上帝獻祭給祂,
[00:16:24.000 --> 00:16:26.000]  不只是回來崇拜,
[00:16:26.000 --> 00:16:27.000]  不只是小組弟兄姊妹,
[00:16:27.000 --> 00:16:28.000]  不要搞錯,
[00:16:28.000 --> 00:16:30.000]  在每一天工作裏面,
[00:16:30.000 --> 00:16:32.000]  你有沒有獻祭給上帝,
[00:16:32.000 --> 00:16:34.000]  這是很重要的事情,
[00:16:34.000 --> 00:16:36.000]  這是李美記裏面對神子們的要求,
[00:16:36.000 --> 00:16:38.000]  李美記從來沒有說過,
[00:16:38.000 --> 00:16:39.000]  李美人才需要做,
[00:16:39.000 --> 00:16:40.000]  不是李美人不需要做,
[00:16:40.000 --> 00:16:42.000]  從來沒有性俗之分,
[00:16:42.000 --> 00:16:43.000]  我們見到的,
[00:16:43.000 --> 00:16:45.000]  到了《生命記》裏面,
[00:16:45.000 --> 00:16:47.000]  更加重新強調,
[00:16:47.000 --> 00:16:50.000]  我們在生活領域裏面緊守遵行神的話,
[00:16:50.000 --> 00:16:52.000]  請留意第二節,
[00:16:52.000 --> 00:16:54.000]  《生命記》28章13節,
[00:16:54.000 --> 00:16:56.000]  如果你讀了整卷《生命記》,
[00:16:56.000 --> 00:16:57.000]  忽略了這段經文的話,
[00:16:57.000 --> 00:17:00.000]  你失去的福祿是極大的,
[00:17:00.000 --> 00:17:02.000]  這段經文說什麼,
[00:17:02.000 --> 00:17:04.000]  如果你看到的話,
[00:17:04.000 --> 00:17:05.000]  我們一起讀這段經文好嗎,
[00:17:05.000 --> 00:17:07.000]  你若聽從耶和華,
[00:17:07.000 --> 00:17:08.000]  你上帝的誡命,
[00:17:08.000 --> 00:17:10.000]  就是我今天所吩咐你們的,
[00:17:10.000 --> 00:17:11.000]  緊守遵行,
[00:17:11.000 --> 00:17:12.000]  不偏左右,
[00:17:12.000 --> 00:17:13.000]  也不隨從,
[00:17:13.000 --> 00:17:14.000]  侍奉必勝,
[00:17:14.000 --> 00:17:16.000]  耶和華就逼使你,
[00:17:16.000 --> 00:17:17.000]  作首不作尾,
[00:17:17.000 --> 00:17:19.000]  居上不居下,
[00:17:19.000 --> 00:17:20.000]  跟你旁邊的弟妹說一聲,
[00:17:20.000 --> 00:17:22.000]  你要作首不作尾,
[00:17:22.000 --> 00:17:23.000]  居上不居下,
[00:17:23.000 --> 00:17:25.000]  留意我說這件事,
[00:17:25.000 --> 00:17:26.000]  我用這段經文的時候,
[00:17:26.000 --> 00:17:28.000]  有人就說我說成功神學,
[00:17:28.000 --> 00:17:29.000]  但我想說,
[00:17:29.000 --> 00:17:32.000]  成功神學跟我說的最大差別是什麼,
[00:17:32.000 --> 00:17:35.000]  我沒有要求你渴求,
[00:17:35.000 --> 00:17:36.000]  作首不作尾,
[00:17:36.000 --> 00:17:38.000]  居上不居下,
[00:17:38.000 --> 00:17:40.000]  這也不是這段經文所說的,
[00:17:40.000 --> 00:17:42.000]  這段經文所說的是什麼,
[00:17:42.000 --> 00:17:44.000]  如果我們因爲說,
[00:17:44.000 --> 00:17:45.000]  很怕是成功神學,
[00:17:45.000 --> 00:17:47.000]  而把這段經文拔走的話,
[00:17:47.000 --> 00:17:50.000]  這是中了魔鬼最大的詭計,
[00:17:50.000 --> 00:17:53.000]  今天上帝要求我們做的,
[00:17:53.000 --> 00:17:54.000]  兩樣東西,
[00:17:54.000 --> 00:17:55.000]  一,
[00:17:55.000 --> 00:17:56.000]  謹守遵行,
[00:17:56.000 --> 00:17:57.000]  他說不偏左,
[00:17:57.000 --> 00:17:58.000]  不偏右,
[00:17:58.000 --> 00:17:59.000]  什麼叫偏左偏右,
[00:17:59.000 --> 00:18:01.000]  有些人心比萬物都詭詐,
[00:18:01.000 --> 00:18:02.000]  我很想將神的話,
[00:18:02.000 --> 00:18:04.000]  微調一點點,
[00:18:04.000 --> 00:18:05.000]  謙咒一下我,
[00:18:05.000 --> 00:18:06.000]  是不是,
[00:18:06.000 --> 00:18:07.000]  但是,
[00:18:07.000 --> 00:18:08.000]  這裏很清楚,
[00:18:08.000 --> 00:18:09.000]  不偏左也不偏右,
[00:18:09.000 --> 00:18:11.000]  讓你謹守遵行神的話,
[00:18:11.000 --> 00:18:13.000]  等於無論你在做什麼工作,
[00:18:13.000 --> 00:18:15.000]  你謹守遵行神的話,
[00:18:15.000 --> 00:18:17.000]  你不要說公司的紙,
[00:18:17.000 --> 00:18:18.000]  反正沒有人用,
[00:18:18.000 --> 00:18:20.000]  就拿一些走,
[00:18:20.000 --> 00:18:21.000]  這叫偷,
[00:18:21.000 --> 00:18:23.000]  除非你問過上司,
[00:18:23.000 --> 00:18:24.000]  上司問過老闆,
[00:18:24.000 --> 00:18:25.000]  老闆批准的時候,
[00:18:25.000 --> 00:18:26.000]  你不可以拿走,
[00:18:26.000 --> 00:18:27.000]  老闆,
[00:18:27.000 --> 00:18:28.000]  那些紙反正沒有人用,
[00:18:28.000 --> 00:18:29.000]  我可以拿走,
[00:18:29.000 --> 00:18:31.000]  千萬不要用這些理由,
[00:18:31.000 --> 00:18:32.000]  老闆說,
[00:18:32.000 --> 00:18:33.000]  你家反正沒有人用,
[00:18:33.000 --> 00:18:35.000]  不如我們的辦公室也用吧,
[00:18:35.000 --> 00:18:37.000]  這不是理由,
[00:18:37.000 --> 00:18:38.000]  你明白嗎,
[00:18:38.000 --> 00:18:39.000]  這完全不是理由,
[00:18:39.000 --> 00:18:42.000]  我有個人去開餐廳的,
[00:18:42.000 --> 00:18:43.000]  有個人走進餐廳坐下,
