
[00:00:00.000 --> 00:00:04.540]  好 今天呢 我們要看的是詩篇的第127篇
[00:03:39.100 --> 00:03:40.900]  要吃勞碌得來的飯
[00:03:40.900 --> 00:03:43.400]  努力得來的努力工作得來的
[00:03:43.400 --> 00:03:44.700]  所以你可以看到一個
[00:03:44.700 --> 00:03:49.000]  非常努力勤奮這樣的一個畫面
[00:03:49.000 --> 00:03:50.200]  這裡面你可以看到
[00:03:50.200 --> 00:03:52.300]  人對於自己有把握的事情呢
[00:03:52.300 --> 00:03:54.800]  就會非常努力的去做
[00:03:54.800 --> 00:03:57.400]  以至於呢他所做的事情呢
[00:03:57.400 --> 00:03:58.700]  積累了很多的成果
[00:03:58.700 --> 00:04:01.500]  但是問題是怎麼評價這些成果的
[00:04:01.500 --> 00:04:05.800]  怎麼評價你的努力呢
[00:04:05.800 --> 00:04:07.500]  我們每個時代啊
[00:04:07.500 --> 00:04:08.900]  可能都有不同的標準
[00:04:08.900 --> 00:04:10.000]  衡量評價
[00:04:10.000 --> 00:04:12.100]  我們努力得來的
[00:04:12.100 --> 00:04:15.100]  不同的文化呢也可能有不同的一些視角
[00:04:15.100 --> 00:04:16.900]  不過呢我發現呢
[00:04:16.900 --> 00:04:18.700]  各種文化不同時代
[00:04:18.700 --> 00:04:22.200]  這種評價呢基本上都有相同的地方
[00:04:22.200 --> 00:04:25.200]  比如說你會評價他所做的事情
[00:04:25.200 --> 00:04:29.000]  他的效果是不是有持久性啊
[00:04:29.000 --> 00:04:31.100]  他是不是可以長存
[00:04:31.100 --> 00:04:33.100]  我們都喜歡做一些長存的事
[00:04:33.100 --> 00:04:36.000]  我不想做完了就是如煙飛雀
[00:04:36.000 --> 00:04:38.000]  打了水漂什麼也沒有啊
[00:04:38.000 --> 00:04:41.300]  另外呢我們也會看他做的事情有沒有意義
[00:04:41.300 --> 00:04:45.900]  以及呢我們看他做的事情是不是有正當性
[00:04:45.900 --> 00:04:48.400]  是不是好
[00:04:48.400 --> 00:04:52.500]  那在詩中呢作者呢就列舉出來了這個人
[00:04:52.500 --> 00:04:54.900]  他非常努力的建造
[00:04:54.900 --> 00:04:57.800]  他非常警醒的去看守
[00:04:57.800 --> 00:05:00.100]  他也起早貪黑的去工作
[00:05:00.100 --> 00:05:01.300]  而且他吃的飯
[00:05:01.300 --> 00:05:04.700]  他享用的其實都是他努力工作
[00:05:04.700 --> 00:05:07.100]  勞碌得來的
[00:05:07.100 --> 00:05:10.700]  那麼在人類的價值判斷當中
[00:05:10.700 --> 00:05:12.100]  大家很明顯
[00:05:12.100 --> 00:05:15.400]  你會對這樣的人判斷是比較正面對不對
[00:05:15.400 --> 00:05:17.800]  他是吃苦耐勞的
[00:05:17.800 --> 00:05:20.700]  他非常勤奮敬業
[00:05:20.700 --> 00:05:23.700]  並且呢這個人還安分守己
[00:05:23.700 --> 00:05:29.800]  他享用的吃的都是他自己掙來的
[00:05:29.800 --> 00:05:32.300]  不過呢你會發現這詩人呢
[00:05:32.300 --> 00:05:36.000]  他給出了一個非常顛覆性的一個價值判斷
[00:05:36.000 --> 00:05:37.900]  他在這裡呢並不是說
[00:05:37.900 --> 00:05:43.000]  他所努力做的事情勤奮耐勞
[00:05:43.000 --> 00:05:45.600]  安分守己這些不好
[00:05:45.600 --> 00:05:46.400]  這些不對
[00:05:46.400 --> 00:05:47.300]  他不是這樣說
[00:05:47.300 --> 00:05:51.200]  但是他卻給出了一個另外的一種評判的標準
[00:05:51.200 --> 00:05:53.000]  他的工作的意義
[00:05:53.000 --> 00:05:54.200]  比吃苦耐勞
[00:05:54.200 --> 00:05:56.700]  勤奮敬業和安分守己呢
[00:05:56.700 --> 00:05:59.600]  更為重要的一個標準
[00:05:59.600 --> 00:06:00.700]  什麼呢
[00:06:00.700 --> 00:06:03.500]  你從一二節他的結構來看
[00:06:03.500 --> 00:06:06.600]  你看第一節若不是耶和華建造房屋
[00:06:06.600 --> 00:06:08.400]  建造人就枉然落地
[00:06:08.400 --> 00:06:10.400]  他是一個神人
[00:06:10.400 --> 00:06:10.800]  對吧
[00:06:10.800 --> 00:06:11.400]  二節呢
[00:06:11.400 --> 00:06:13.100]  若不是耶和華看守城池
[00:06:13.100 --> 00:06:14.400]  看守人就枉然警醒
[00:06:14.400 --> 00:06:16.800]  又是一個神人
[00:06:16.800 --> 00:06:18.900]  那第二節呢
[00:06:18.900 --> 00:06:21.200]  那你們清晨早起
[00:06:21.200 --> 00:06:21.900]  晚安歇
[00:06:21.900 --> 00:06:23.800]  吃勞碌得來的飯
[00:06:23.800 --> 00:06:24.700]  本是方然
[00:06:24.700 --> 00:06:29.300]  唯有耶和華所欠的必要他安然睡覺
[00:06:29.300 --> 00:06:32.200]  第二節明顯的是先說人後說神
[00:06:32.200 --> 00:06:35.000]  所以你看一節的兩遍神人神人
[00:06:35.000 --> 00:06:37.100]  第二節的人神
[00:06:37.100 --> 00:06:39.400]  他明顯是在給我們一種提醒
[00:06:39.400 --> 00:06:40.200]  你讀詩呢
[00:06:40.200 --> 00:06:41.400]  要看他結構裡面
[00:06:41.400 --> 00:06:44.500]  他也有一種信息傳遞出來的
[00:06:44.500 --> 00:06:45.600]  他一種什麼提醒呢
[00:06:45.600 --> 00:06:48.800]  就是你不應該忽略一個真相
[00:06:48.800 --> 00:06:52.300]  這個真相就是人在努力做事的時候
[00:06:52.300 --> 00:06:55.600]  你不要忘記神的存在
[00:06:55.600 --> 00:06:56.500]  有神存在
[00:06:56.500 --> 00:06:59.700]  因為你看第一節讓我們知道
[00:06:59.700 --> 00:07:03.800]  如果表面上看來是人在建造
[00:07:03.800 --> 00:07:05.200]  人在看守
[00:07:05.200 --> 00:07:06.600]  但實際上呢
[00:07:06.600 --> 00:07:07.500]  詩人告訴我們
[00:07:07.500 --> 00:07:09.500]  其實你不要忘記
[00:07:09.500 --> 00:07:15.500]  是神在建造神在看守
[00:07:15.500 --> 00:07:20.100]  除非除非他沒有參與你的工作
[00:07:20.100 --> 00:07:24.900]  你的工作就會不牢靠
[00:07:24.900 --> 00:07:26.000]  也沒有安全
[00:07:26.000 --> 00:07:30.200]  所以真正能夠牢靠持久
[00:07:30.200 --> 00:07:34.500]  並且有意義有價值和非常有正當性的
[00:07:34.500 --> 00:07:36.500]  在這裡詩人提出來就說
[00:07:36.500 --> 00:07:40.600]  是有神參與到你的工作裡面
[00:07:40.600 --> 00:07:46.000]  而且第二節裡面有兩遍的若非若非若不是
[00:07:46.000 --> 00:07:48.600]  第一節對不起若不是若不是
[00:07:48.600 --> 00:07:52.800]  表示的就是他在強調
[00:07:52.800 --> 00:07:55.900]  十分強調自己的一個絕對的觀點
[00:07:55.900 --> 00:07:56.700]  非常絕對
[00:07:56.700 --> 00:07:59.700]  若不是
[00:07:59.700 --> 00:08:01.100]  在一一切當中呢
[00:08:01.100 --> 00:08:04.400]  詩人在這裡特別說神是一個關鍵
[00:08:04.400 --> 00:08:05.500]  你雖然看不見他
[00:08:05.500 --> 00:08:09.000]  你手中所做的功好像是只有你在努力
[00:08:09.000 --> 00:08:10.500]  但是呢
[00:08:10.500 --> 00:08:12.400]  神是一個關鍵
[00:08:12.400 --> 00:08:15.100]  離開神一切都不會長久
[00:08:15.100 --> 00:08:19.200]  都會失去他本來應該有的意義
[00:08:19.200 --> 00:08:20.800]  而且你所做的事情
[00:08:20.800 --> 00:08:24.800]  他的價值和他的正當性不是沒有
[00:08:24.800 --> 00:08:26.200]  卻是被相對化了
[00:08:27.900 --> 00:08:30.300]  詩人呢就用枉然這個字呢
[00:08:30.300 --> 00:08:32.200]  來形容這種狀態
[00:08:32.200 --> 00:08:35.500]  你看第一節到第二節枉然出現了三次
[00:08:35.500 --> 00:08:37.500]  重要的事情永遠在強調
[00:08:37.500 --> 00:08:39.800]  這也是聖經的一貫的原則
[00:08:39.800 --> 00:08:41.400]  一共出現了三次
[00:08:41.400 --> 00:08:42.700]  而最後一次呢
[00:08:42.700 --> 00:08:45.900]  其實他的位置應該是在第二節的一開始
[00:08:45.900 --> 00:08:48.900]  就是枉然呢
[00:08:48.900 --> 00:08:51.100]  他先強調他的位置啊
[00:08:51.100 --> 00:08:55.800]  你注意其實詞句誰個在放在前面
[00:08:55.800 --> 00:08:56.900]  誰放在後面
[00:08:58.200 --> 00:09:00.900]  這個是非常重要的一個
[00:09:00.900 --> 00:09:02.100]  釋放信息的點
[00:09:02.100 --> 00:09:04.800]  就是當他把這個詞放在前面的時候呢
[00:09:04.800 --> 00:09:06.600]  其實是在強調這個意思
[00:09:06.600 --> 00:09:11.600]  所以第二節枉然是在首先枉然呢
[00:09:11.600 --> 00:09:13.900]  你們清早早起晚安安歇
[00:09:13.900 --> 00:09:16.400]  吃勞碌得來的飯
[00:09:16.400 --> 00:09:17.200]  枉然呢
[00:09:17.200 --> 00:09:18.700]  枉然他放在前面的
[00:09:18.700 --> 00:09:21.400]  所以他用三次來強調
[00:09:21.400 --> 00:09:22.600]  目的呢
[00:09:22.600 --> 00:09:24.200]  其實他在告訴我們
[00:09:24.200 --> 00:09:26.600]  無論我們怎麼樣的努力的去做
[00:09:26.600 --> 00:09:29.500]  做這做那去建造去看守
[00:09:29.500 --> 00:09:32.300]  但如果這個工作不是出於神
[00:09:32.300 --> 00:09:34.400]  那就純屬的枉然
[00:09:34.400 --> 00:09:36.000]  徒勞無功
[00:09:36.000 --> 00:09:36.700]  徒勞無功
[00:09:36.700 --> 00:09:42.900]  那如何才能經歷神的建造和看守呢
[00:09:42.900 --> 00:09:46.200]  如何才能讓我們的建造看守
[00:09:46.200 --> 00:09:49.200]  以及我們起早貪黑的工作
[00:09:49.200 --> 00:09:53.000]  和我們本分的生活不至於枉然呢
[00:09:55.000 --> 00:09:58.700]  在世人看來有且只有一個辦法
[00:09:58.700 --> 00:10:02.300]  就是世人邀請大家進入到這個關係裡面
[00:10:02.300 --> 00:10:04.000]  進入到一個關係裡面
[00:10:04.000 --> 00:10:07.000]  你看我第二節用紅色注出來的就是
[00:10:07.000 --> 00:10:09.100]  唯有耶和華所親愛的
[00:10:09.100 --> 00:10:12.700]  就不枉然了
[00:10:12.700 --> 00:10:14.000]  一切就都不枉然了
[00:10:14.000 --> 00:10:18.800]  唯有耶和華所親愛的
[00:10:18.800 --> 00:10:23.000]  待會我們再講誰是耶和華所親愛的
[00:10:23.000 --> 00:10:25.900]  就是當你進入到一個關係裡面的時候
[00:10:25.900 --> 00:10:28.300]  你所做的一切就不枉然
[00:10:28.300 --> 00:10:31.900]  儘管你仍然是每天在工作
[00:10:31.900 --> 00:10:32.800]  每天在吃飯
[00:10:32.800 --> 00:10:33.900]  每天在睡覺
[00:10:33.900 --> 00:10:37.900]  他賜你的是他參與到你的事情當中
[00:10:37.900 --> 00:10:39.200]  他所親愛的
[00:10:39.200 --> 00:10:41.700]  你想你要特別親愛一個人的話
[00:10:41.700 --> 00:10:42.300]  他幹什麼
[00:10:42.300 --> 00:10:44.500]  你都想在他旁邊對不對
[00:10:44.500 --> 00:10:46.600]  伸把手幫一把
[00:10:46.600 --> 00:10:48.600]  你都想跟他在一起做嘛
[00:10:48.600 --> 00:10:50.300]  所以在世人在這裡面說
[00:10:50.300 --> 00:10:51.700]  他愛你的
[00:10:51.700 --> 00:10:54.300]  所以呢你就不枉然是為什麼呢
[00:10:54.300 --> 00:10:57.700]  是因為耶和華和你一起建造城池
[00:10:57.700 --> 00:10:59.700]  耶和華和一起看守
[00:10:59.700 --> 00:11:04.000]  一起建造房屋一起看守城池
[00:11:04.000 --> 00:11:07.000]  你所做的一切都有他的參與
[00:11:07.000 --> 00:11:09.100]  而不僅如此
[00:11:09.100 --> 00:11:13.100]  他還賜給你一個非常非常大的禮物
[00:11:13.100 --> 00:11:17.000]  和第一節建造看守無同
[00:11:17.000 --> 00:11:17.900]  第二節呢
[00:11:17.900 --> 00:11:20.800]  你看描寫神的動作只有一個
[00:11:20.800 --> 00:11:24.100]  就是必叫你叫他安然睡覺
[00:11:24.100 --> 00:11:26.200]  這個叫其實直譯呢
[00:11:26.200 --> 00:11:29.100]  這個字就是給給你睡覺
[00:11:29.100 --> 00:11:31.600]  讓你容易入睡
[00:11:31.600 --> 00:11:34.800]  可能在大家在座的
[00:11:34.800 --> 00:11:36.000]  如果你睡覺沒困難
[00:11:36.000 --> 00:11:39.200]  你不覺得這是一個什麼大不了的事啊
[00:11:39.200 --> 00:11:41.700]  一眠眼就過去了
[00:11:41.700 --> 00:11:44.800]  但是你要知道我們這種睡覺不容易的呢
[00:11:44.800 --> 00:11:46.800]  真的是知道能睡著了
[00:11:46.800 --> 00:11:49.800]  那是一個非常大的寶貴的禮物
[00:11:51.000 --> 00:11:52.300]  是極大的福氣
[00:11:52.300 --> 00:11:54.500]  神給你的
[00:11:54.500 --> 00:11:57.100]  而且安眠的人呢
[00:11:57.100 --> 00:11:59.700]  是當這個人處在一個平安的狀態
[00:11:59.700 --> 00:12:03.500]  他的精神和他的身體都是正常平安的狀態
[00:12:03.500 --> 00:12:04.700]  他最容易呢
[00:12:04.700 --> 00:12:06.100]  晚上有好的睡眠
[00:12:06.100 --> 00:12:08.900]  我們人呢
[00:12:08.900 --> 00:12:10.500]  對神要有信任
[00:12:10.500 --> 00:12:12.200]  這點的重點呢
[00:12:12.200 --> 00:12:15.600]  是一個非常重要的事情和忠心的事情
[00:12:15.600 --> 00:12:18.400]  就是你要知道你是神所親愛的
[00:12:18.400 --> 00:12:20.300]  現在我要講誰是神所親愛的
[00:12:20.300 --> 00:12:23.000]  就是你就是你就是你
[00:12:23.000 --> 00:12:24.500]  我們都是神所親愛的
[00:12:24.500 --> 00:12:29.300]  否則我們不會在他的十字架面前聚集敬拜他
[00:12:29.300 --> 00:12:33.100]  因為他十字架已經證明他愛我們
[00:12:33.100 --> 00:12:34.700]  我們也接受這一點
[00:12:34.700 --> 00:12:36.000]  我們也經歷這一點
[00:12:36.000 --> 00:12:38.400]  他愛我們到一個程度
[00:12:38.400 --> 00:12:41.600]  甚至願意為我們這些人死而復活
[00:12:41.600 --> 00:12:42.900]  那麼這種愛呢
[00:12:42.900 --> 00:12:45.100]  像我們顯明我們還有什麼可說的呢
[00:12:45.100 --> 00:12:47.700]  我們知道我們是他所親愛的
[00:12:47.700 --> 00:12:48.400]  你愛人
[00:12:48.400 --> 00:12:49.900]  你真的能為他死
[00:12:49.900 --> 00:12:51.900]  我想在座的人也不多
[00:12:51.900 --> 00:12:53.300]  神卻做到了
[00:12:53.300 --> 00:12:57.100]  當我們知道他愛我們
[00:12:57.100 --> 00:12:58.700]  我們是他所親愛的時候
[00:12:58.700 --> 00:13:00.300]  我們確認了這個身份
[00:13:00.300 --> 00:13:04.300]  我們就不會在我們忙碌的工作當中自把自為
[00:13:04.300 --> 00:13:05.700]  迷失自己
[00:13:05.700 --> 00:13:07.800]  今天這段經文我是為我自己寫的
[00:13:07.800 --> 00:13:10.100]  真的是這樣
[00:13:10.100 --> 00:13:11.200]  要想到這一點
[00:13:11.200 --> 00:13:12.900]  要不斷的默想這一點
[00:13:12.900 --> 00:13:15.700]  我們要享受在神的愛當中呢
[00:13:17.400 --> 00:13:20.000]  我們就不會為我們工作的績效
[00:13:20.000 --> 00:13:21.000]  我們的成績
[00:13:21.000 --> 00:13:23.900]  我們做的是不是成功來整天的焦慮了
[00:13:23.900 --> 00:13:26.500]  因為我們不是為人做的
[00:13:26.500 --> 00:13:27.700]  我們是為神做的
[00:13:27.700 --> 00:13:29.100]  我們向他交帳
[00:13:29.100 --> 00:13:30.700]  而他又愛我
[00:13:30.700 --> 00:13:33.500]  他就不會像我的老闆那樣那麼苛刻對我
[00:13:33.500 --> 00:13:34.200]  對不對
[00:13:34.200 --> 00:13:37.300]  所以我就會有更大的安全感在這世上
[00:13:37.300 --> 00:13:40.100]  我這種信任和交托呢
[00:13:40.100 --> 00:13:41.900]  是可以讓人安然睡覺的
[00:13:41.900 --> 00:13:42.200]  對嗎
[00:13:42.200 --> 00:13:44.500]  我中學畢業的時候
[00:13:44.500 --> 00:13:47.200]  老師給我一句話寫在我的本本上啊
[00:13:47.200 --> 00:13:48.300]  他說不急
[00:13:48.300 --> 00:13:50.300]  但是不停哇
[00:13:50.300 --> 00:13:53.500]  這句話一直讓我堅持了幾十年啊
[00:13:53.500 --> 00:13:55.100]  我就一直記在心裡面
[00:13:55.100 --> 00:13:57.700]  成為我做事的一個樣式
[00:13:57.700 --> 00:13:59.200]  不急但是不停
[00:13:59.200 --> 00:14:01.300]  沒想到我來到香港之後
[00:14:01.300 --> 00:14:03.400]  在香港讀書2007年
[00:14:03.400 --> 00:14:04.600]  我同學告訴我說
[00:14:04.600 --> 00:14:06.800]  我們這兒的一個座右銘是什麼呢
[00:14:06.800 --> 00:14:12.700]  不用急
[00:14:12.700 --> 00:14:17.700]  但是最重要的是快啊我想啊原來是如此啊
[00:14:17.700 --> 00:14:21.100]  還是真的
[00:14:21.100 --> 00:14:23.000]  這讓我這個整個的世界呢
[00:14:23.000 --> 00:14:24.000]  轉速猛轉
[00:14:24.000 --> 00:14:26.600]  我回到北京我走路都比別人快一大截
[00:14:26.600 --> 00:14:29.900]  我都嫌我北京的地鐵那個電梯怎麼這麼慢的
[00:14:29.900 --> 00:14:33.400]  坑車的老牛拉破車的真的不一樣
[00:14:33.400 --> 00:14:34.500]  我剛來香港的時候
[00:14:34.500 --> 00:14:36.700]  我後面不斷的有紮嘴的聲音
[00:14:36.700 --> 00:14:38.900]  嫌我阻了他的路啊
[00:14:38.900 --> 00:14:41.500]  我後來我變得非常的快
[00:14:41.500 --> 00:14:44.100]  我才知道這時間這個相對性是這麼的強
[00:14:44.100 --> 00:14:47.500]  我覺得我在香港每天一定不夠24小時
[00:14:47.500 --> 00:14:50.000]  這個時間在香港是不夠的
[00:14:50.000 --> 00:14:52.200]  這香港不是24小時一天
[00:14:52.200 --> 00:14:54.700]  可能是22小時一天
[00:14:54.700 --> 00:14:56.600]  我年幼的時候讀了一本童話
[00:14:56.600 --> 00:14:57.700]  這本童話呢
[00:14:57.700 --> 00:15:00.200]  名字叫誰偷了我的時間
[00:15:00.200 --> 00:15:03.600]  他主要講的就是一個人呢
[00:15:03.600 --> 00:15:04.900]  他努力的工作
[00:15:04.900 --> 00:15:06.000]  無盡的工作呢
[00:15:06.000 --> 00:15:10.600]  剝奪了他享受生活的時間
[00:15:10.600 --> 00:15:12.000]  我在香港開始工作的
[00:15:12.000 --> 00:15:15.300]  比我上學的時候感覺節奏還快
[00:15:15.300 --> 00:15:16.400]  才深知道呢
[00:15:16.400 --> 00:15:17.900]  日本有這個諺語是真的
[00:15:17.900 --> 00:15:21.800]  日本有個諺語就是忙的連貓爪都想借
[00:15:21.800 --> 00:15:23.000]  大家養貓你就知道
[00:15:23.000 --> 00:15:24.600]  那貓爪出的特別快
[00:15:24.600 --> 00:15:26.800]  你知道非常利索
[00:15:26.800 --> 00:15:28.800]  他忙的連貓爪都要借
[00:15:28.800 --> 00:15:30.500]  就是這麼忙
[00:15:30.500 --> 00:15:31.700]  一個工作剛做完
[00:15:31.700 --> 00:15:34.000]  第二工作已經到門口了
[00:15:34.000 --> 00:15:35.200]  於是呢
[00:15:35.200 --> 00:15:36.900]  大家知道我睡覺就成為了一個困難
[00:15:36.900 --> 00:15:39.200]  我從來沒這問題
[00:15:39.200 --> 00:15:41.900]  我在北京說從來一媽眼就著
[00:15:41.900 --> 00:15:43.800]  但是在香港就出現問題
[00:15:43.800 --> 00:15:45.600]  而且來香港工作不久呢
[00:15:45.600 --> 00:15:46.700]  我就開始吃安眠藥
[00:15:46.700 --> 00:15:51.500]  這一吃就吃了七年
[00:15:51.500 --> 00:15:53.100]  不過直到去年一月份
[00:15:53.100 --> 00:15:55.200]  我經歷了一個特別的事情
[00:15:55.200 --> 00:15:57.500]  就是我一月份突然有一天
[00:15:57.500 --> 00:16:01.000]  我沒吃安眠藥也睡著了
[00:16:01.000 --> 00:16:02.300]  這是一個謎啊
[00:16:02.300 --> 00:16:03.100]  我想不起來
[00:16:03.100 --> 00:16:05.000]  我有多麼好的靈性
[00:16:05.000 --> 00:16:07.400]  說把我的焦慮交託給神了
[00:16:07.400 --> 00:16:09.600]  我至今工作仍然手忙腳亂
[00:16:09.600 --> 00:16:11.400]  連滾帶爬
[00:16:11.400 --> 00:16:12.200]  那怎麼會
[00:16:12.200 --> 00:16:15.400]  我就突然有一天就安然睡覺了呢
[00:16:15.400 --> 00:16:16.500]  哎
[00:16:16.500 --> 00:16:18.200]  我就知道這個經文呢
[00:16:18.200 --> 00:16:20.700]  是真的告訴我的原因
[00:16:20.700 --> 00:16:23.400]  因為我是神所親愛的
[00:16:23.400 --> 00:16:25.300]  所以他給我安然睡覺
[00:16:25.300 --> 00:16:26.900]  不是我正來安然睡覺
[00:16:26.900 --> 00:16:28.000]  或者我靈性高的
[00:16:28.000 --> 00:16:29.400]  哇完全交託了
[00:16:29.400 --> 00:16:31.900]  非常的這個跟神親近
[00:16:31.900 --> 00:16:34.200]  然後我換來了一個結果
[00:16:34.200 --> 00:16:35.000]  就是安然睡覺
[00:16:35.000 --> 00:16:38.600]  沒有他給你安然睡覺
[00:16:38.600 --> 00:16:40.100]  他沒有加附加的條件
[00:16:40.100 --> 00:16:43.300]  是因為他愛你的緣故
[00:16:43.300 --> 00:16:44.800]  大家以為你說快啊
[00:16:44.800 --> 00:16:45.800]  你就睡不著
[00:16:45.800 --> 00:16:49.900]  其實慢你也睡不著
[00:16:49.900 --> 00:16:52.400]  香港人去日本旅遊可以
[00:16:52.400 --> 00:16:53.800]  你試著去哪工作
[00:16:53.800 --> 00:16:55.000]  試著去哪生活
[00:16:55.000 --> 00:16:56.300]  你就知道呢
[00:16:56.300 --> 00:16:58.100]  你非常難適應的
[00:16:58.100 --> 00:17:00.100]  因為香港這麼快的節奏
[00:17:00.100 --> 00:17:02.300]  你期待對方給你銀行啊
[00:17:02.300 --> 00:17:02.900]  郵局啊
[00:17:02.900 --> 00:17:04.900]  各種地方辦事都是
[00:17:04.900 --> 00:17:07.400]  像香港這樣的速度哇
[00:17:07.400 --> 00:17:08.700]  他慢的不得了
[00:17:08.700 --> 00:17:09.700]  做事超慢
[00:17:09.700 --> 00:17:13.200]  那些日本人認真的讓你煩
[00:17:13.200 --> 00:17:15.600]  忠神我們有一個校友
[00:17:15.600 --> 00:17:17.500]  在日本宣教的校友
[00:17:17.500 --> 00:17:19.500]  他就分享他自己在日本
[00:17:19.500 --> 00:17:22.900]  剛開始這半年一年做事啊
[00:17:22.900 --> 00:17:23.800]  煩的他要死
[00:17:23.800 --> 00:17:26.000]  他說要是我這一個郵局的活
[00:17:26.000 --> 00:17:26.900]  我都能幹了
[00:17:26.900 --> 00:17:28.000]  就這麼多人
