
[00:00:00.000 --> 00:00:05.000]  今天我都要跟各位來分享
[00:05:03.000 --> 00:05:07.000]  以色列經過兩千多年的亡國
[00:05:07.000 --> 00:05:10.000]  到1948年5月14日
[00:05:10.000 --> 00:05:14.000]  滴滴缺缺的福國了
[00:05:14.000 --> 00:05:18.000]  這個也是有目共睹的事實
[00:05:18.000 --> 00:05:20.000]  對今天的猶太人
[00:05:20.000 --> 00:05:23.000]  對今天的阿拉伯人
[00:05:23.000 --> 00:05:24.000]  都因爲這個福國
[00:05:24.000 --> 00:05:28.000]  他們承受繼續不斷的衝擊
[00:05:28.000 --> 00:05:31.000]  這個事實沒有改變
[00:05:31.000 --> 00:05:33.000]  我因爲這個緣故
[00:05:33.000 --> 00:05:38.000]  我對創世紀越來越有興趣
[00:05:38.000 --> 00:05:40.000]  今天要跟各位分享的
[00:05:40.000 --> 00:05:42.000]  就是羅亞分州
[00:05:42.000 --> 00:05:43.000]  方州
[00:05:43.000 --> 00:05:45.000]  首先我們來看看一些意外
[00:05:45.000 --> 00:05:48.000]  最近發生的意外
[00:05:48.000 --> 00:05:49.000]  看看
[00:05:49.000 --> 00:05:55.000]  有看到嗎
[00:05:55.000 --> 00:05:58.000]  這些的意外的本身
[00:05:58.000 --> 00:06:02.000]  包括一些恐襲
[00:06:02.000 --> 00:06:05.000]  還完全全人爲的
[00:06:05.000 --> 00:06:06.000]  第二個方面
[00:06:06.000 --> 00:06:08.000]  臺灣來的一個意外
[00:06:08.000 --> 00:06:11.000]  一個旅遊的巴士
[00:06:11.000 --> 00:06:15.000]  上面26個人
[00:06:15.000 --> 00:06:16.000]  因爲這個巴士
[00:06:16.000 --> 00:06:20.000]  撞到一個欄杆着火
[00:06:20.000 --> 00:06:23.000]  整個巴士上面26個人
[00:06:23.000 --> 00:06:28.000]  全部都燒死
[00:06:28.000 --> 00:06:31.000]  意外嗎
[00:06:31.000 --> 00:06:36.000]  後來這個司機被發現
[00:06:36.000 --> 00:06:39.000]  他是有自殺的傾向
[00:06:39.000 --> 00:06:41.000]  因爲這個緣故
[00:06:41.000 --> 00:06:45.000]  這個應該是司機自殺
[00:06:45.000 --> 00:06:47.000]  害人害己
[00:06:47.000 --> 00:06:50.000]  而產生出來的結果
[00:06:50.000 --> 00:06:52.000]  第三
[00:06:52.000 --> 00:06:53.000]  各位有看到
[00:06:53.000 --> 00:06:54.000]  下一個
[00:06:54.000 --> 00:06:56.000]  臺灣最近
[00:06:56.000 --> 00:06:58.000]  這個不可思議的一個意外
[00:06:58.000 --> 00:07:01.000]  很難有人想象
[00:07:01.000 --> 00:07:03.000]  我記得以前
[00:07:03.000 --> 00:07:05.000]  我們開車的時候
[00:07:05.000 --> 00:07:08.000]  常常有人問
[00:07:08.000 --> 00:07:10.000]  這個世界上最安全的車
[00:07:10.000 --> 00:07:12.000]  是什麼車呢
[00:07:12.000 --> 00:07:13.000]  每個人都說
[00:07:13.000 --> 00:07:14.000]  坦克
[00:07:14.000 --> 00:07:15.000]  坦克
[00:07:15.000 --> 00:07:17.000]  因爲沒有人敢撞它的
[00:07:17.000 --> 00:07:20.000]  你要撞到那個地方去的時間
[00:07:20.000 --> 00:07:21.000]  一定是你死
[00:07:21.000 --> 00:07:24.000]  不是他死的
[00:07:24.000 --> 00:07:26.000]  你想不到的
[00:07:26.000 --> 00:07:29.000]  竟然坦克翻車
[00:07:29.000 --> 00:07:30.000]  翻了以後
[00:07:30.000 --> 00:07:36.000]  車上除了那個開車的
[00:07:36.000 --> 00:07:38.000]  那個軍官
[00:07:38.000 --> 00:07:42.000]  其餘四個人全部死掉
[00:07:42.000 --> 00:07:45.000]  意外嗎
[00:07:45.000 --> 00:07:47.000]  是因爲太舊
[00:07:47.000 --> 00:07:50.000]  基建有問題嗎
[00:07:50.000 --> 00:07:52.000]  開得太快嗎
[00:07:52.000 --> 00:07:58.000]  天宇陸華產生這個結果嗎
[00:07:58.000 --> 00:07:59.000]  另外一方面
[00:07:59.000 --> 00:08:04.000]  香港發生的事實
[00:08:04.000 --> 00:08:06.000]  就是
[00:08:06.000 --> 00:08:10.000]  有一對夫婦
[00:08:10.000 --> 00:08:12.000]  跟一個女性的朋友
[00:08:12.000 --> 00:08:15.000]  去清水灣大澳門
[00:08:15.000 --> 00:08:17.000]  在那個地方
[00:08:17.000 --> 00:08:19.000]  突然看到海邊
[00:08:19.000 --> 00:08:22.000]  看到魚
[00:08:22.000 --> 00:08:25.000]  他們想捉魚
[00:08:25.000 --> 00:08:27.000]  結果這個女的不小心
[00:08:27.000 --> 00:08:30.000]  就滑到這個水裏面去
[00:08:30.000 --> 00:08:32.000]  當她去到裏面的時候
[00:08:32.000 --> 00:08:34.000]  當然求救
[00:08:34.000 --> 00:08:35.000]  結果
[00:08:35.000 --> 00:08:39.000]  那個丈夫救到水中要救她
[00:08:39.000 --> 00:08:41.000]  當然想不到的
[00:08:41.000 --> 00:08:44.000]  竟然不光是救不到
[00:08:44.000 --> 00:08:45.000]  連她自己
[00:08:45.000 --> 00:08:48.000]  因爲這個緣故傷病
[00:08:48.000 --> 00:08:51.000]  是業的意外的事件
[00:08:51.000 --> 00:08:52.000]  我們很多的時候
[00:08:52.000 --> 00:08:53.000]  我們的分析
[00:08:53.000 --> 00:08:54.000]  原因在哪裏
[00:08:54.000 --> 00:08:56.000]  原因在哪裏
[00:08:56.000 --> 00:08:58.000]  很多的時候分析
[00:08:58.000 --> 00:09:00.000]  其實也無補於事
[00:09:00.000 --> 00:09:02.000]  但有人說了一句話
[00:09:02.000 --> 00:09:03.000]  我覺得非常好的
[00:09:03.000 --> 00:09:05.000]  就是歷史
[00:09:05.000 --> 00:09:08.000]  是我們一個最好的見解
[00:09:08.000 --> 00:09:09.000]  要是一個人
[00:09:09.000 --> 00:09:11.000]  不能夠從歷史的當中
[00:09:11.000 --> 00:09:12.000]  來學會
[00:09:12.000 --> 00:09:14.000]  學到功課的時間
[00:09:14.000 --> 00:09:17.000]  很多的意外會重複出現
[00:09:17.000 --> 00:09:20.000]  繼續不斷會出現
[00:09:20.000 --> 00:09:22.000]  我們來看看
[00:09:22.000 --> 00:09:23.000]  幾個意外的本身
[00:09:23.000 --> 00:09:25.000]  有可能我們就問
[00:09:25.000 --> 00:09:26.000]  旅遊巴
[00:09:26.000 --> 00:09:28.000]  怎麼可能沒有逃生的門呢
[00:09:28.000 --> 00:09:29.000]  後來才發現
[00:09:29.000 --> 00:09:30.000]  他們說這個逃生的門
[00:09:30.000 --> 00:09:32.000]  不能夠開的
[00:09:32.000 --> 00:09:33.000]  那第二個方面
[00:09:33.000 --> 00:09:35.000]  爲什麼只有一個逃生的門呢
[00:09:35.000 --> 00:09:36.000]  其實現在的旅遊巴
[00:09:36.000 --> 00:09:37.000]  有很多都已經
[00:09:37.000 --> 00:09:38.000]  不是一個逃生門
[00:09:38.000 --> 00:09:40.000]  兩邊都有逃生的門
[00:09:40.000 --> 00:09:41.000]  另外一方面
[00:09:41.000 --> 00:09:44.000]  連那個窗都可以打開的
[00:09:44.000 --> 00:09:47.000]  不是官方在那個地方就壓在裏面
[00:09:47.000 --> 00:09:48.000]  結果呢
[00:09:48.000 --> 00:09:50.000]  就撼不讓被燒死
[00:09:50.000 --> 00:09:52.000]  有五分鐘的時間
[00:09:52.000 --> 00:09:54.000]  怎麼可能二十六個人
[00:09:54.000 --> 00:09:56.000]  撼不讓被燒死
[00:09:56.000 --> 00:09:58.000]  真的想不通的
[00:09:58.000 --> 00:09:59.000]  那另外一方面
[00:09:59.000 --> 00:10:02.000]  我們又來看看這個坦克
[00:10:02.000 --> 00:10:04.000]  我曾經有機會
[00:10:04.000 --> 00:10:05.000]  有機會
[00:10:05.000 --> 00:10:07.000]  去參觀
[00:10:07.000 --> 00:10:10.000]  美國的一些
[00:10:10.000 --> 00:10:12.000]  軍事
[00:10:12.000 --> 00:10:15.000]  武器的一些展覽
[00:10:15.000 --> 00:10:16.000]  在這個展覽的當中
[00:10:16.000 --> 00:10:18.000]  他們看到這個坦克
[00:10:18.000 --> 00:10:19.000]  其實我們曾經去過
[00:10:19.000 --> 00:10:20.000]  其實在中國大陸
[00:10:20.000 --> 00:10:22.000]  也曾經試過
[00:10:22.000 --> 00:10:24.000]  進到這個坦克的裏面
[00:10:24.000 --> 00:10:26.000]  來來嘗試一下
[00:10:26.000 --> 00:10:28.000]  原來發現一點不輕鬆的
[00:10:28.000 --> 00:10:31.000]  轉彎很麻煩的
[00:10:31.000 --> 00:10:33.000]  因爲有兩個很重的
[00:10:33.000 --> 00:10:34.000]  那些東西
[00:10:34.000 --> 00:10:35.000]  你要轉彎的時候
[00:10:35.000 --> 00:10:37.000]  你要把那個拉一拉
[00:10:37.000 --> 00:10:38.000]  這個拉一拉等等
[00:10:38.000 --> 00:10:40.000]  非常麻煩的一些的事情
[00:10:40.000 --> 00:10:42.000]  但當他們講到這個逃生的時間
[00:10:42.000 --> 00:10:43.000]  美國那邊
[00:10:43.000 --> 00:10:45.000]  我就覺得非常好的
[00:10:45.000 --> 00:10:47.000]  原來不光是這個頂
[00:10:47.000 --> 00:10:49.000]  那個地方有逃生的門
[00:10:49.000 --> 00:10:51.000]  連那個司機的位置
[00:10:51.000 --> 00:10:53.000]  那個地方也有一個窗
[00:10:53.000 --> 00:10:54.000]  可以逃生的
[00:10:54.000 --> 00:10:55.000]  還有一個
[00:10:55.000 --> 00:10:56.000]  他們說
[00:10:56.000 --> 00:10:59.000]  萬一這些都不行的話
[00:10:59.000 --> 00:11:03.000]  在非常非常特別的情形下
[00:11:03.000 --> 00:11:06.000]  在司機這個座位的下面
[00:11:06.000 --> 00:11:07.000]  還有一個洞
[00:11:07.000 --> 00:11:09.000]  你可以圈出去
[00:11:09.000 --> 00:11:12.000]  圈出去的時間就在坦克底
[00:11:12.000 --> 00:11:14.000]  別人就看不到的
[00:11:14.000 --> 00:11:16.000]  我看完了以後
[00:11:16.000 --> 00:11:18.000]  我覺得非常非常精彩的
[00:11:18.000 --> 00:11:19.000]  但問題呢
[00:11:19.000 --> 00:11:22.000]  爲什麼這個應該是美國的坦克
[00:11:22.000 --> 00:11:24.000]  但竟然他們不想
[00:11:24.000 --> 00:11:26.000]  想不到這個東西呢
[00:11:26.000 --> 00:11:27.000]  有人說
[00:11:27.000 --> 00:11:30.000]  有可能這是上一代的
[00:11:30.000 --> 00:11:32.000]  舊的坦克
[00:11:32.000 --> 00:11:34.000]  是美國都不要的坦克
[00:11:34.000 --> 00:11:36.000]  才賣給臺灣
[00:11:36.000 --> 00:11:38.000]  帶來的結果是怎麼樣呢
[00:11:38.000 --> 00:11:40.000]  他們有可能從來沒有用過
[00:11:40.000 --> 00:11:42.000]  也不知道有的用
[00:11:42.000 --> 00:11:45.000]  甚至可能那種舊款的
[00:11:45.000 --> 00:11:46.000]  是沒得用的
[00:11:46.000 --> 00:11:48.000]  當我們看完這些的時間
[00:11:48.000 --> 00:11:50.000]  我們當然
[00:11:50.000 --> 00:11:52.000]  我相信
[00:11:52.000 --> 00:11:54.000]  一個有智慧的
[00:11:54.000 --> 00:11:56.000]  有智慧的領導人
[00:11:56.000 --> 00:11:58.000]  一定從這些的失敗
[00:11:58.000 --> 00:12:01.000]  跟意外的當中學功課
[00:12:01.000 --> 00:12:03.000]  也知道前波
[00:12:03.000 --> 00:12:05.000]  你可以說
[00:12:05.000 --> 00:12:06.000]  就是給壓力
[00:12:06.000 --> 00:12:09.000]  給所有的製造商
[00:12:09.000 --> 00:12:11.000]  讓他們在安全的方面
[00:12:11.000 --> 00:12:13.000]  來得做到100%
[00:12:13.000 --> 00:12:15.000]  這是最好
[00:12:15.000 --> 00:12:17.000]  我現在跟各位來看
[00:12:17.000 --> 00:12:19.000]  老實講
[00:12:19.000 --> 00:12:22.000]  所有剛纔我講的
[00:12:22.000 --> 00:12:23.000]  那些的意外
[00:12:23.000 --> 00:12:25.000]  都是可以避免
[00:12:25.000 --> 00:12:27.000]  或者是可以避免
[00:12:27.000 --> 00:12:29.000]  傷亡太多的
[00:12:29.000 --> 00:12:32.000]  但今天給各位來看的
[00:12:32.000 --> 00:12:34.000]  有一個天災
[00:12:34.000 --> 00:12:37.000]  是無法避免
[00:12:37.000 --> 00:12:39.000]  這個天災是什麼呢
[00:12:39.000 --> 00:12:42.000]  這是洪水
[00:12:42.000 --> 00:12:44.000]  我們首先來看看
[00:12:44.000 --> 00:12:46.000]  洪水的時間
[00:12:46.000 --> 00:12:48.000]  神首先
[00:12:48.000 --> 00:12:50.000]  不光是把洪水
[00:12:50.000 --> 00:12:53.000]  這個預告出來
[00:12:53.000 --> 00:12:55.000]  他也把出路
[00:12:55.000 --> 00:12:57.000]  也講了出來
[00:12:57.000 --> 00:12:58.000]  羅亞方舟
[00:12:58.000 --> 00:13:00.000]  首先我們來看看
[00:13:00.000 --> 00:13:03.000]  方舟是神給人的出路
[00:13:03.000 --> 00:13:05.000]  我們看到在這個地方
[00:13:05.000 --> 00:13:07.000]  洪水開始的時間
[00:13:07.000 --> 00:13:08.000]  一方面
[00:13:08.000 --> 00:13:10.000]  神非常清楚地講到
[00:13:10.000 --> 00:13:12.000]  十一節六章
[00:13:12.000 --> 00:13:14.000]  世界在神的面前敗壞
[00:13:14.000 --> 00:13:18.000]  地上滿了強暴
[00:13:18.000 --> 00:13:19.000]  十二節
[00:13:19.000 --> 00:13:21.000]  我們一起來讀
[00:13:21.000 --> 00:13:23.000]  神觀看世界
[00:13:23.000 --> 00:13:24.000]  見世敗壞了
[00:13:24.000 --> 00:13:26.000]  凡有血氣的人
[00:13:26.000 --> 00:13:28.000]  在地上都敗壞了行爲
[00:13:28.000 --> 00:13:30.000]  然後跟着下來
[00:13:30.000 --> 00:13:31.000]  十三十四一起來
[00:13:31.000 --> 00:13:33.000]  神就對羅亞說
[00:13:33.000 --> 00:13:34.000]  凡有血氣的
[00:13:34.000 --> 00:13:37.000]  他的盡頭已經來到我面前
[00:13:37.000 --> 00:13:39.000]  因爲地上滿了他們的強暴
[00:13:39.000 --> 00:13:41.000]  我要把他們和地
[00:13:41.000 --> 00:13:43.000]  一併毀滅
[00:13:43.000 --> 00:13:46.000]  你要用歌飛木造一支方舟
[00:13:46.000 --> 00:13:48.000]  分一間一間地造
[00:13:48.000 --> 00:13:50.000]  裏外莫上重鄉
[00:13:50.000 --> 00:13:51.000]  好了
[00:13:51.000 --> 00:13:53.000]  這一段的聖經
[00:13:53.000 --> 00:13:54.000]  給我們看得見
[00:13:54.000 --> 00:13:56.000]  一方面神把這個警告
[00:13:56.000 --> 00:13:58.000]  非常清楚地講出來
[00:13:58.000 --> 00:14:00.000]  因爲整個的世界滿了強暴
[00:14:00.000 --> 00:14:02.000]  地上滿了強暴
[00:14:02.000 --> 00:14:04.000]  凡有血氣的人
[00:14:04.000 --> 00:14:07.000]  在地上都敗壞了行爲
[00:14:07.000 --> 00:14:10.000]  上一堂創世紀
[00:14:10.000 --> 00:14:12.000]  我曾經講過
[00:14:12.000 --> 00:14:15.000]  所有道德上的敗壞
[00:14:15.000 --> 00:14:17.000]  暴行
[00:14:17.000 --> 00:14:21.000]  離不開人道德的敗壞
[00:14:21.000 --> 00:14:23.000]  人道德的敗壞
[00:14:23.000 --> 00:14:25.000]  也離不開
[00:14:25.000 --> 00:14:29.000]  人對婚姻家庭的觀念的改變
[00:14:29.000 --> 00:14:30.000]  我首先來看到
[00:14:30.000 --> 00:14:32.000]  創世紀的第六章
[00:14:32.000 --> 00:14:35.000]  首先是神的兒子們
[00:14:35.000 --> 00:14:37.000]  看見人的女子美貌
[00:14:37.000 --> 00:14:39.000]  就隨意地
[00:14:39.000 --> 00:14:41.000]  娶
[00:14:41.000 --> 00:14:44.000]  夫婦的他們爲妻子
[00:14:44.000 --> 00:14:46.000]  是他們
[00:14:46.000 --> 00:14:47.000]  不是一個
[00:14:47.000 --> 00:14:48.000]  是他們
[00:14:48.000 --> 00:14:51.000]  因爲這個緣故我們看得見
[00:14:51.000 --> 00:14:54.000]  一夫一妻一男一女
[00:14:54.000 --> 00:14:55.000]  所有的生育
[00:14:55.000 --> 00:14:58.000]  都是在婚姻裏面來進行
[00:14:58.000 --> 00:15:01.000]  所有的性在婚姻裏面進行
[00:15:01.000 --> 00:15:02.000]  這個的命令
[00:15:02.000 --> 00:15:06.000]  已經罔之背後了
[00:15:06.000 --> 00:15:08.000]  許姐妹剛剛講到
[00:15:08.000 --> 00:15:10.000]  第一次聽
[00:15:10.000 --> 00:15:11.000]  就是講到
[00:15:11.000 --> 00:15:15.000]  堅決拒絕婚前性行爲
[00:15:15.000 --> 00:15:17.000]  這個是開始
[00:15:17.000 --> 00:15:18.000]  原來這個對我們每一個人
[00:15:18.000 --> 00:15:20.000]  都是一個保障
[00:15:20.000 --> 00:15:22.000]  對我們每一個人都是個好處
[00:15:22.000 --> 00:15:24.000]  但今天的人
[00:15:24.000 --> 00:15:25.000]  從四十年代
[00:15:25.000 --> 00:15:27.000]  五十年代的美國開始
[00:15:27.000 --> 00:15:33.000]  首先把性與婚姻分開
[00:15:33.000 --> 00:15:34.000]  第二
[00:15:34.000 --> 00:15:38.000]  把生育與婚姻分割
[00:15:38.000 --> 00:15:40.000]  就是說你可以生育
[00:15:40.000 --> 00:15:42.000]  但不一定要結婚
[00:15:42.000 --> 00:15:43.000]  你可以有性行爲
[00:15:43.000 --> 00:15:46.000]  但不一定要結婚
[00:15:46.000 --> 00:15:47.000]  第三
[00:15:47.000 --> 00:15:51.000]  把婚姻與男女分開
[00:15:51.000 --> 00:15:54.000]  把性別都混淆了
[00:15:54.000 --> 00:15:56.000]  發展到現在
[00:15:56.000 --> 00:15:59.000]  他們已經決定了一個的議案
[00:15:59.000 --> 00:16:02.000]  這個議案在人到十二歲的時間
[00:16:02.000 --> 00:16:05.000]  你可以隨意地
[00:16:05.000 --> 00:16:07.000]  按照你的喜好
[00:16:07.000 --> 00:16:10.000]  你選擇你是男還是女
[00:16:10.000 --> 00:16:12.000]  又是那個男的 男孩子
[00:16:12.000 --> 00:16:14.000]  當你突然感覺到
[00:16:14.000 --> 00:16:16.000]  我覺得我是一個女孩子
[00:16:16.000 --> 00:16:20.000]  那你就在你的身份的證明
[00:16:20.000 --> 00:16:21.000]  那個地方
[00:16:21.000 --> 00:16:23.000]  你就改爲女孩子
[00:16:23.000 --> 00:16:25.000]  不需要做手術的
[00:16:25.000 --> 00:16:27.000]  生理的器官
[00:16:27.000 --> 00:16:29.000]  全部都是男的
[00:16:29.000 --> 00:16:31.000]  但你可以說你是女的
[00:16:31.000 --> 00:16:36.000]  而且今天已經強迫性地
[00:16:36.000 --> 00:16:38.000]  每一個不同的學校也好
[00:16:38.000 --> 00:16:40.000]  公共的場合也好
[00:16:40.000 --> 00:16:42.000]  都必須要爲這些人
[00:16:42.000 --> 00:16:44.000]  預備洗手間
[00:16:44.000 --> 00:16:46.000]  你要是不做這個的話
[00:16:46.000 --> 00:16:48.000]  可能被罰 被警告
[00:16:48.000 --> 00:16:52.000]  而帶來更尷尬的是什麼呢
[00:16:52.000 --> 00:16:54.000]  游泳池那個地方
[00:16:54.000 --> 00:16:59.000]  我在加拿大的時間
[00:16:59.000 --> 00:17:02.000]  有人對我說
[00:17:02.000 --> 00:17:07.000]  現在都不敢讓他們的孩子
[00:17:07.000 --> 00:17:10.000]  特別是女孩子
[00:17:10.000 --> 00:17:13.000]  獨自去游泳池
[00:17:13.000 --> 00:17:15.000]  原因在哪裏
[00:17:15.000 --> 00:17:16.000]  因爲去到那個地方
[00:17:16.000 --> 00:17:19.000]  有可能在這個更衣室裏面
[00:17:19.000 --> 00:17:21.000]  有個男人出現
[00:17:21.000 --> 00:17:23.000]  而這個男人
[00:17:23.000 --> 00:17:26.000]  每次看到有人
[00:17:26.000 --> 00:17:28.000]  就是定睛看的時候
[00:17:28.000 --> 00:17:33.000]  他可以告他歧視的
[00:17:33.000 --> 00:17:35.000]  他說他是女孩 女男
[00:17:35.000 --> 00:17:37.000]  他是女人來的
[00:17:37.000 --> 00:17:38.000]  有什麼好奇
[00:17:38.000 --> 00:17:40.000]  我是女人來的
[00:17:40.000 --> 00:17:42.000]  你不要看我的外表
[00:17:42.000 --> 00:17:44.000]  你要看我的內心
[00:17:44.000 --> 00:17:46.000]  用這些的方法
[00:17:46.000 --> 00:17:52.000]  我真的去參觀一下
[00:17:52.000 --> 00:17:55.000]  我去到多倫多的時間
[00:17:55.000 --> 00:17:59.000]  我真的去了一間游泳池參觀一下
[00:17:59.000 --> 00:18:01.000]  我參觀到的時間
[00:18:01.000 --> 00:18:05.000]  原來游泳池到處都貼了一些標籤
[00:18:05.000 --> 00:18:08.000]  我看在加拿大住的人
[00:18:08.000 --> 00:18:10.000]  你大概都可能知道的
[00:18:10.000 --> 00:18:13.000]  這個標籤就是
[00:18:13.000 --> 00:18:15.000]  有一個穿的
[00:18:15.000 --> 00:18:16.000]  就是女的
[00:18:16.000 --> 00:18:19.000]  但其實他是男的
[00:18:19.000 --> 00:18:21.000]  講了一句
[00:18:21.000 --> 00:18:23.000]  在一個漫畫
[00:18:23.000 --> 00:18:28.000]  不要看我的外表來定我的性別
[00:18:28.000 --> 00:18:33.000]  你要看我的內心
[00:18:33.000 --> 00:18:35.000]  我們看到這些的時間
