
[00:00:00.000 --> 00:00:01.680]  今天的題目很特別
[00:04:56.440 --> 00:04:58.840]  (今夜折了你的靈魂)
[00:04:58.840 --> 00:05:02.240]  (你在於你的要爲神的)
[00:05:02.240 --> 00:05:04.240]  (反對自己的罪)
[00:05:04.240 --> 00:05:07.040]  (在神面前掌握貢豬的)
[00:05:07.040 --> 00:05:09.240]  (教治者的)
[00:05:09.360 --> 00:05:12.160]  這個比喻是在耶穌教訓
[00:05:12.160 --> 00:05:15.240]  講論中間發生的一件事
[00:05:15.240 --> 00:05:17.960]  當時耶穌在羣體中間
[00:05:17.960 --> 00:05:21.760]  他一直對着一個很大的羣體說話
[00:05:21.760 --> 00:05:23.080]  耶穌也很長氣的
[00:05:23.080 --> 00:05:23.840]  講講講
[00:05:23.840 --> 00:05:25.040]  他之前也說
[00:05:25.040 --> 00:05:28.840]  其實也不是說和錢有關的比喻
[00:05:28.840 --> 00:05:30.080]  或者是一些講論
[00:05:30.080 --> 00:05:32.480]  他主要是說到前面第十二章開始
[00:05:32.480 --> 00:05:35.880]  叫人不要假冒爲善
[00:05:35.880 --> 00:05:38.840]  說我們真正要懼怕的就是神自己
[00:05:38.840 --> 00:05:39.840]  不是這個環境
[00:05:39.840 --> 00:05:41.440]  不是任何權勢
[00:05:41.440 --> 00:05:43.240]  然後鼓勵人靠着聖靈
[00:05:43.240 --> 00:05:46.440]  有勇氣承認耶穌是基督
[00:05:46.440 --> 00:05:48.440]  當講到這裏的時候
[00:05:48.440 --> 00:05:50.640]  聖經就說突然間有個人走出來
[00:05:50.640 --> 00:05:51.840]  打岔耶穌
[00:05:51.840 --> 00:05:53.240]  這個真的是打岔
[00:05:53.240 --> 00:05:54.040]  他就說
[00:05:54.040 --> 00:05:55.040]  夫子
[00:05:55.040 --> 00:05:58.240]  請你來幫我實做一件事
[00:05:58.240 --> 00:06:02.840]  就是叫我哥跟我分家產
[00:06:02.840 --> 00:06:06.640]  這個提問對我們來說其實也很奇怪
[00:06:06.640 --> 00:06:11.040]  你會不會突然間找一個教授
[00:06:11.040 --> 00:06:13.240]  找一個老師
[00:06:13.240 --> 00:06:16.040]  叫他處理家庭糾紛
[00:06:16.040 --> 00:06:17.640]  我想很少的
[00:06:17.640 --> 00:06:20.240]  不過對於當時的以色列來說
[00:06:20.240 --> 00:06:23.440]  他們也有一個做法
[00:06:23.440 --> 00:06:25.440]  就是對於一些他們相信
[00:06:25.440 --> 00:06:29.440]  或者敬重的拉比的老師
[00:06:29.440 --> 00:06:32.640]  有時候他們也會請他們出來做一些事
[00:06:32.640 --> 00:06:35.440]  就是幫他們家庭裏面主持公道
[00:06:35.440 --> 00:06:37.240]  幫他們家庭裏面
[00:06:37.240 --> 00:06:41.040]  按照律法怎麼去處理家庭裏面的財產
[00:06:41.040 --> 00:06:42.240]  也發生過的
[00:06:42.240 --> 00:06:45.240]  在舊約裏面也出現過這些情景
[00:06:45.240 --> 00:06:47.240]  所以這個人提出這個問題
[00:06:47.240 --> 00:06:51.040]  本身不是一件很奇怪的提問
[00:06:51.040 --> 00:06:54.440]  不過耶穌的回答是怎樣呢
[00:06:54.440 --> 00:06:57.040]  耶穌怎麼回答這個人
[00:06:57.040 --> 00:06:57.640]  他就說
[00:06:57.640 --> 00:06:59.240]  你這個人
[00:06:59.240 --> 00:07:00.240]  原文就說
[00:07:00.240 --> 00:07:01.240]  人啊
[00:07:01.240 --> 00:07:02.440]  你這個人
[00:07:02.440 --> 00:07:04.040]  就是有點罵
[00:07:04.040 --> 00:07:05.040]  他就說
[00:07:05.040 --> 00:07:06.440]  你哪個人
[00:07:06.440 --> 00:07:08.640]  立我作你們斷善的官
[00:07:08.640 --> 00:07:10.040]  給你們分家業呢
[00:07:10.040 --> 00:07:10.840]  明顯的
[00:07:10.840 --> 00:07:14.240]  耶穌就是不做這些角色
[00:07:14.240 --> 00:07:16.040]  然後他轉過頭
[00:07:16.040 --> 00:07:18.840]  他就對衆人說
[00:07:18.840 --> 00:07:19.840]  你看他怎麼說
[00:07:19.840 --> 00:07:23.240]  耶穌在第十五節就說
[00:07:23.240 --> 00:07:25.040]  你們要謹慎自首
[00:07:25.040 --> 00:07:27.040]  免去一切的貪心
[00:07:27.040 --> 00:07:29.040]  因爲人的生命不在乎
[00:07:29.040 --> 00:07:30.240]  家道豐富
[00:07:30.240 --> 00:07:32.040]  他好像看穿了一件事
[00:07:32.040 --> 00:07:35.040]  爲什麼那個人要找耶穌
[00:07:35.040 --> 00:07:38.240]  幫他處理家產的問題呢
[00:07:38.240 --> 00:07:39.640]  不是因爲公平
[00:07:39.640 --> 00:07:41.240]  不是因爲處理不妥
[00:07:41.240 --> 00:07:42.640]  而是怎樣
[00:07:42.640 --> 00:07:44.040]  他貪心
[00:07:44.040 --> 00:07:47.440]  裏面有一種貪戀
[00:07:47.440 --> 00:07:50.440]  所以耶穌就說了一個比喻
[00:07:50.440 --> 00:07:51.440]  關於一個財主
[00:07:51.440 --> 00:07:54.440]  想教導他們旁邊的衆人
[00:07:54.440 --> 00:07:58.640]  原來積聚財富這件事
[00:07:58.640 --> 00:08:01.840]  在耶穌的眼中是值得我們去留意的
[00:08:01.840 --> 00:08:02.840]  積聚財富
[00:08:02.840 --> 00:08:05.640]  其實耶穌好像透過這個比喻
[00:08:05.640 --> 00:08:07.040]  和他的講論
[00:08:07.040 --> 00:08:08.440]  提醒我們有三樣東西
[00:08:08.440 --> 00:08:09.440]  我想和大家分享
[00:08:09.440 --> 00:08:10.440]  三樣東西
[00:08:10.440 --> 00:08:11.840]  第一樣就是
[00:08:11.840 --> 00:08:13.440]  他想告訴我們
[00:08:13.440 --> 00:08:15.840]  原來財富有一個特性
[00:08:15.840 --> 00:08:18.440]  就是會令到我們的心
[00:08:18.440 --> 00:08:21.840]  貪會被牽引
[00:08:21.840 --> 00:08:23.440]  所以這個人
[00:08:23.440 --> 00:08:27.440]  這個請耶穌幫他分家園的人
[00:08:27.440 --> 00:08:28.840]  他最主要的動機
[00:08:28.840 --> 00:08:30.640]  按照耶穌的表達來說
[00:08:30.640 --> 00:08:32.440]  不是他想公平
[00:08:32.440 --> 00:08:36.840]  不是他想有一個和平的
[00:08:36.840 --> 00:08:38.440]  或者按照律法的分配
[00:08:38.440 --> 00:08:43.440]  而是他源起於那些貪念
[00:08:43.440 --> 00:08:44.640]  大家留意一下
[00:08:44.640 --> 00:08:46.840]  耶穌在這裏對衆人說的時候
[00:08:46.840 --> 00:08:49.040]  他就說你們要謹慎自守
[00:08:49.040 --> 00:08:51.640]  免去一切的貪心
[00:08:51.640 --> 00:08:53.040]  這個字我想了很久
[00:08:53.040 --> 00:08:56.640]  什麼叫一切的貪心
[00:08:56.640 --> 00:08:59.640]  就是說貪心不是一種
[00:08:59.640 --> 00:09:02.640]  貪心好像有很多種不同的種類
[00:09:02.640 --> 00:09:05.640]  或者有不同的呈現形式
[00:09:05.640 --> 00:09:07.240]  貪心或者貪念
[00:09:07.240 --> 00:09:09.040]  所以一切的貪念
[00:09:09.040 --> 00:09:10.240]  一切的貪
[00:09:10.240 --> 00:09:12.440]  可以包括貪錢
[00:09:12.440 --> 00:09:13.640]  貪小便宜
[00:09:13.640 --> 00:09:14.440]  貪食
[00:09:14.440 --> 00:09:15.240]  貪方便
[00:09:15.240 --> 00:09:16.240]  貪權
[00:09:16.240 --> 00:09:19.440]  貪物
[00:09:19.440 --> 00:09:22.040]  這些都可以歸類爲貪的一種
[00:09:22.040 --> 00:09:25.040]  不過錢明顯是一個最大
[00:09:25.040 --> 00:09:28.240]  最多人能夠爲意的一樣東西
[00:09:28.240 --> 00:09:30.240]  但其實可能你不一定貪錢
[00:09:30.240 --> 00:09:31.840]  但可能你貪食
[00:09:31.840 --> 00:09:33.640]  可能你看到旁邊那個
[00:09:33.640 --> 00:09:37.040]  有一個最新款的電話之後
[00:09:37.040 --> 00:09:39.440]  你裏面就覺得
[00:09:39.440 --> 00:09:42.240]  爲什麼我老公不買一個送給我呢
[00:09:42.240 --> 00:09:45.040]  就是
[00:09:45.040 --> 00:09:46.240]  可能這個是
[00:09:46.240 --> 00:09:53.240]  什麼衣服啊
[00:09:53.240 --> 00:09:55.440]  因爲貪而想得着很多好處
[00:09:55.440 --> 00:09:58.840]  這個是人裏面的一種很自然的性情
[00:09:58.840 --> 00:10:00.440]  耶穌真的這麼說的
[00:10:00.440 --> 00:10:03.640]  他告訴我們要謹慎自首
[00:10:03.640 --> 00:10:05.840]  避免一切的貪念
[00:10:05.840 --> 00:10:08.440]  這幾天看報紙有一單新聞
[00:10:08.440 --> 00:10:10.440]  其實我猜你也有留意的
[00:10:10.440 --> 00:10:12.440]  就是一個局長
[00:10:12.440 --> 00:10:14.840]  他的問題
[00:10:14.840 --> 00:10:19.440]  那個問題真的是
[00:10:19.440 --> 00:10:20.440]  他沒有犯規的
[00:10:20.440 --> 00:10:21.840]  大家知道他說誰嗎
[00:10:21.840 --> 00:10:23.640]  這個新的發展局的局長
[00:10:23.640 --> 00:10:24.840]  麥齊光
[00:10:24.840 --> 00:10:26.840]  他沒有犯規的
[00:10:26.840 --> 00:10:28.840]  因爲他在多年之前
[00:10:28.840 --> 00:10:30.840]  按照着那時候的
[00:10:30.840 --> 00:10:32.840]  這個按照報紙上記載的
[00:10:32.840 --> 00:10:33.840]  現在不知道會不會上法庭
[00:10:33.840 --> 00:10:36.840]  所以我要不要亂說話
[00:10:36.840 --> 00:10:38.840]  想打官司的
[00:10:38.840 --> 00:10:41.840]  但大概按照報紙的描述
[00:10:41.840 --> 00:10:43.840]  應該是他原本
[00:10:43.840 --> 00:10:45.840]  高級公務員可以拿房屋津貼
[00:10:45.840 --> 00:10:48.840]  但是舊的制度裏面
[00:10:48.840 --> 00:10:51.840]  房屋津貼是相對來說
[00:10:51.840 --> 00:10:53.840]  應該是優惠那些租房的人
[00:10:53.840 --> 00:10:56.840]  沒有那麼優惠那些公務人
[00:10:56.840 --> 00:10:58.840]  所以他們就要想辦法
[00:10:58.840 --> 00:11:00.840]  用租房的方式
[00:11:00.840 --> 00:11:02.840]  拿到租房津貼
[00:11:02.840 --> 00:11:05.840]  但實際上他們是拿到公務人的好處
[00:11:05.840 --> 00:11:08.840]  所以他找了兩個公務員回來
[00:11:08.840 --> 00:11:09.840]  大家互相對租
[00:11:09.840 --> 00:11:11.840]  我買這間租給你
[00:11:11.840 --> 00:11:12.840]  你買這間租給我
[00:11:12.840 --> 00:11:13.840]  就可以拿租金和津貼
[00:11:13.840 --> 00:11:17.840]  這個目的就要法庭判斷了
[00:11:17.840 --> 00:11:18.840]  就不能說了
[00:11:18.840 --> 00:11:20.840]  但是那個心裏面
[00:11:20.840 --> 00:11:27.840]  我想很多高級公務員都支持他
[00:11:27.840 --> 00:11:29.840]  他說其實這件事很平常
[00:11:29.840 --> 00:11:31.840]  在往年的裏面
[00:11:31.840 --> 00:11:33.840]  20年前
[00:11:33.840 --> 00:11:35.840]  當然現在條例修改了
[00:11:35.840 --> 00:11:37.840]  流動修改了
[00:11:37.840 --> 00:11:39.840]  我想是隨着不同的年代
[00:11:39.840 --> 00:11:41.840]  有不同的進步發展
[00:11:41.840 --> 00:11:43.840]  不過我想說的就是
[00:11:43.840 --> 00:11:47.840]  當傳媒將這件事揭開的時候
[00:11:47.840 --> 00:11:49.840]  都沒有定他罪的
[00:11:49.840 --> 00:11:50.840]  沒有的
[00:11:50.840 --> 00:11:53.840]  不過似乎是很想點出一件事
[00:11:53.840 --> 00:11:55.840]  就是你做局長
[00:11:55.840 --> 00:11:57.840]  你都什麼
[00:11:57.840 --> 00:11:59.840]  拿盡了好處
[00:11:59.840 --> 00:12:01.840]  他們形容他是這樣
[00:12:01.840 --> 00:12:03.840]  再說這個是要法庭判的
[00:12:03.840 --> 00:12:05.840]  不過我只是說傳媒裏面
[00:12:05.840 --> 00:12:06.840]  是這樣去傳達
[00:12:06.840 --> 00:12:07.840]  那我們人心都明白的
[00:12:07.840 --> 00:12:10.840]  在一個可以容許的法例情況之下
[00:12:10.840 --> 00:12:12.840]  這個不違法的
[00:12:12.840 --> 00:12:13.840]  暫時看下去
[00:12:13.840 --> 00:12:15.840]  不過在人的心目中
[00:12:15.840 --> 00:12:16.840]  在道德上面
[00:12:16.840 --> 00:12:19.840]  對一個這樣的高級官員
[00:12:19.840 --> 00:12:21.840]  似乎我們對他的期望會高一些
[00:12:21.840 --> 00:12:23.840]  因此他這樣做的話
[00:12:23.840 --> 00:12:25.840]  在很多人眼中都覺得
[00:12:25.840 --> 00:12:29.840]  你這樣做好像有點過分
[00:12:29.840 --> 00:12:32.840]  貪我覺得是一個很容易
[00:12:32.840 --> 00:12:34.840]  在不同的社會階層裏面
[00:12:34.840 --> 00:12:37.840]  都可以發生的
[00:12:37.840 --> 00:12:39.840]  就算我們的小朋友
[00:12:39.840 --> 00:12:40.840]  你都知道
[00:12:40.840 --> 00:12:42.840]  當他見到旁邊有件事的時候
[00:12:42.840 --> 00:12:43.840]  他都想擁有的
[00:12:43.840 --> 00:12:45.840]  那件事他很喜歡的話
[00:12:45.840 --> 00:12:48.840]  所以貪念我覺得不需要詳細說
[00:12:48.840 --> 00:12:49.840]  我們都很明白
[00:12:49.840 --> 00:12:51.840]  這個在人心裏面
[00:12:51.840 --> 00:12:52.840]  會牽引我們
[00:12:52.840 --> 00:12:53.840]  會污染我們
[00:12:53.840 --> 00:12:54.840]  會帶我們
[00:12:54.840 --> 00:12:56.840]  會駕馭我們去做一些
[00:12:56.840 --> 00:12:58.840]  可能會做一些不好的事
[00:12:58.840 --> 00:12:59.840]  所以耶穌鼓勵我們
[00:12:59.840 --> 00:13:02.840]  特別如果我們有前財的累積的話
[00:13:02.840 --> 00:13:05.840]  這件事就會容易是
[00:13:05.840 --> 00:13:07.840]  我們要留心的地方
[00:13:07.840 --> 00:13:09.840]  耶穌說要謹慎自守
[00:13:09.840 --> 00:13:12.840]  因爲心靈容易被貪所污染
[00:13:12.840 --> 00:13:14.840]  覺得自己不夠
[00:13:14.840 --> 00:13:15.840]  覺得自己應得
[00:13:15.840 --> 00:13:18.840]  或者是妒忌其他人擁有
[00:13:18.840 --> 00:13:21.840]  貪是引發我們不懂得感恩
[00:13:21.840 --> 00:13:23.840]  今朝我們敬拜神
[00:13:23.840 --> 00:13:24.840]  用感恩
[00:13:24.840 --> 00:13:25.840]  恩典提醒我們
[00:13:25.840 --> 00:13:26.840]  鼓勵我們
[00:13:26.840 --> 00:13:29.840]  貪心正正正和恩典剛剛相反
[00:13:29.840 --> 00:13:30.840]  貪就是覺得
[00:13:30.840 --> 00:13:31.840]  我應該有,我沒有
[00:13:31.840 --> 00:13:32.840]  恩典就是什麼
[00:13:32.840 --> 00:13:34.840]  就是說我原本不應該有的
[00:13:34.840 --> 00:13:35.840]  現在我有了
[00:13:35.840 --> 00:13:37.840]  所以你越感恩的人
[00:13:37.840 --> 00:13:40.840]  你就越不會那麼容易貪
[00:13:40.840 --> 00:13:42.840]  所以在
[00:13:42.840 --> 00:13:44.840]  應該是提摩太人前說還是後說
[00:13:44.840 --> 00:13:45.840]  講一句話
[00:13:45.840 --> 00:13:48.840]  他說貪財是萬惡之根
[00:13:48.840 --> 00:13:49.840]  哇,這麼形容
[00:13:49.840 --> 00:13:50.840]  萬惡之根
[00:13:50.840 --> 00:13:52.840]  就是其中一種很主要的根源
[00:13:52.840 --> 00:13:54.840]  是惡的根源
[00:13:54.840 --> 00:13:56.840]  所以耶穌提醒我們
[00:13:56.840 --> 00:13:59.840]  如果你的銀行裏面積了很多錢的話
[00:13:59.840 --> 00:14:00.840]  你小心
[00:14:00.840 --> 00:14:03.840]  可能貪念是引發你
[00:14:03.840 --> 00:14:05.840]  走在行差踏錯裏面
[00:14:05.840 --> 00:14:08.840]  因爲當你有前財的時候
[00:14:08.840 --> 00:14:09.840]  可能你喜歡
[00:14:09.840 --> 00:14:11.840]  你就會傾向用錢再賺錢
[00:14:11.840 --> 00:14:12.840]  用錢再賺錢
[00:14:12.840 --> 00:14:13.840]  用錢再賺錢之餘
[00:14:13.840 --> 00:14:16.840]  這個容易被貪的觀念
[00:14:16.840 --> 00:14:18.840]  心靈的狀況
[00:14:18.840 --> 00:14:21.840]  令我們陷入苦劫
[00:14:21.840 --> 00:14:23.840]  所以這是第一個耶穌提醒我們
[00:14:23.840 --> 00:14:25.840]  我覺得我們都容易明白的
[00:14:25.840 --> 00:14:26.840]  可以知道的
[00:14:26.840 --> 00:14:29.840]  接着耶穌說的一個比喻
[00:14:29.840 --> 00:14:31.840]  這個就特別了
[00:14:31.840 --> 00:14:32.840]  耶穌接着說的比喻
[00:14:32.840 --> 00:14:34.840]  說財主的比喻
[00:14:34.840 --> 00:14:37.840]  他說完這個比喻之後
[00:14:37.840 --> 00:14:38.840]  財主很有錢
[00:14:38.840 --> 00:14:39.840]  出產很多
[00:14:39.840 --> 00:14:41.840]  應該是一個農場主人
[00:14:41.840 --> 00:14:43.840]  因爲他有很多生產
[00:14:43.840 --> 00:14:45.840]  很多豐富的財物財產
[00:14:45.840 --> 00:14:47.840]  特別是農作物
[00:14:47.840 --> 00:14:50.840]  建一個倉房要儲蓄農作物
[00:14:50.840 --> 00:14:51.840]  但當他一直說的時候
[00:14:51.840 --> 00:14:53.840]  他就說不如這樣吧
[00:14:53.840 --> 00:14:55.840]  我拆了一個新的
[00:14:55.840 --> 00:14:56.840]  裝了我的東西
[00:14:56.840 --> 00:14:58.840]  讓我的靈魂打跛腳都不用擔心了
[00:14:58.840 --> 00:14:59.840]  這一世
[00:14:59.840 --> 00:15:00.840]  就是這樣
[00:15:00.840 --> 00:15:01.840]  這樣說
[00:15:01.840 --> 00:15:02.840]  好了
[00:15:02.840 --> 00:15:05.840]  去到這個比喻的最後那一句
[00:15:05.840 --> 00:15:06.840]  最後那一節
[00:15:06.840 --> 00:15:07.840]  二十節
[00:15:07.840 --> 00:15:10.840]  神跟他說了一句話
[00:15:10.840 --> 00:15:12.840]  神怎麼稱呼這個人呢
[00:15:12.840 --> 00:15:13.840]  二十節
[00:15:13.840 --> 00:15:15.840]  無知的人
[00:15:15.840 --> 00:15:17.840]  無知的人
[00:15:17.840 --> 00:15:21.840]  原來錢財的累積
[00:15:21.840 --> 00:15:23.840]  其中一個危機
[00:15:23.840 --> 00:15:25.840]  就是可能會無知的
[00:15:25.840 --> 00:15:27.840]  那爲什麼叫無知呢
[00:15:27.840 --> 00:15:32.840]  爲什麼神會稱財富的財主爲無知呢
[00:15:32.840 --> 00:15:34.840]  我們看看他怎麼形容這個人
[00:15:34.840 --> 00:15:37.840]  聖經裏應該有四節經文
[00:15:37.840 --> 00:15:39.840]  形容這個比喻
[00:15:39.840 --> 00:15:44.840]  十七節到第二十節
[00:15:44.840 --> 00:15:46.840]  四節經文
[00:15:46.840 --> 00:15:47.840]  不是很長
[00:15:47.840 --> 00:15:49.840]  但在這四節經文裏
[00:15:49.840 --> 00:15:53.840]  我們看到一個很重複出現的形容
[00:15:53.840 --> 00:15:54.840]  對於這個人
[00:15:54.840 --> 00:15:59.840]  就是用我這個字去形容這個人
[00:15:59.840 --> 00:16:01.840]  用我這個字
[00:16:01.840 --> 00:16:04.840]  我看起碼有九次
[00:16:04.840 --> 00:16:06.840]  用我去形容這個人
[00:16:06.840 --> 00:16:08.840]  我
[00:16:08.840 --> 00:16:10.840]  這個財主
[00:16:10.840 --> 00:16:12.840]  他說了四次
[00:16:12.840 --> 00:16:13.840]  他說
[00:16:13.840 --> 00:16:15.840]  我的出產
[00:16:15.840 --> 00:16:17.840]  他在說他所擁有的東西
[00:16:17.840 --> 00:16:18.840]  我的出產
[00:16:18.840 --> 00:16:19.840]  我的倉房
[00:16:19.840 --> 00:16:21.840]  我的糧食
[00:16:21.840 --> 00:16:23.840]  我的靈魂
[00:16:23.840 --> 00:16:24.840]  四次
