
[00:00:00.000 --> 00:00:03.000]  詩篇78篇,如果有聖經可以打開
[00:05:44.000 --> 00:05:46.000]  他這幾年退休了
[00:05:46.000 --> 00:05:49.000]  他是一個研究新約很出名的學者
[00:05:49.000 --> 00:05:51.000]  我們研究新約的人
[00:05:51.000 --> 00:05:56.000]  你不可能會略過他,不看他的著作
[00:05:56.000 --> 00:05:58.000]  他的《釋經》講得非常好
[00:05:58.000 --> 00:06:02.000]  在西方教會很受歡迎
[00:06:02.000 --> 00:06:04.000]  有一次有人訪問他
[00:06:04.000 --> 00:06:06.000]  訪問他,問他很多事情
[00:06:06.000 --> 00:06:10.000]  後來就問他關於教養兒女的心得
[00:06:10.000 --> 00:06:11.000]  然後人家問他
[00:06:11.000 --> 00:06:15.000]  你認為你教養兒女是否成功呢?
[00:06:15.000 --> 00:06:18.000]  問一個這樣的問題
[00:06:18.000 --> 00:06:20.000]  你認為你教養兒女是否成功?
[00:06:20.000 --> 00:06:22.000]  他怎麼回答呢?
[00:06:22.000 --> 00:06:23.000]  Don Carson他說
[00:06:23.000 --> 00:06:26.000]  雖然我有用心教養我的兒女
[00:06:26.000 --> 00:06:30.000]  雖然我的兒女都有接受我的教養
[00:06:30.000 --> 00:06:37.000]  我都見到他們按照我所教導的去實踐
[00:06:37.000 --> 00:06:43.000]  但我仍然未知道我的教養兒女是否成功
[00:06:43.000 --> 00:06:46.000]  奇怪了,很難得其實他已經
[00:06:46.000 --> 00:06:49.000]  他有教,兒女有聽
[00:06:49.000 --> 00:06:53.000]  甚至兒女有他來照顧,來實行
[00:06:53.000 --> 00:07:00.000]  這樣,他說我仍未知道我的教養兒女是否成功
[00:07:00.000 --> 00:07:01.000]  那些人就追問
[00:07:01.000 --> 00:07:07.000]  你何時才能確定你是教養兒女成功呢?
[00:07:07.000 --> 00:07:09.000]  他說要等,要等
[00:07:09.000 --> 00:07:11.000]  要等到我的兒女結婚
[00:07:11.000 --> 00:07:13.000]  等到我的兒女成家立室
[00:07:13.000 --> 00:07:17.000]  等到我的兒女都有他們自己的兒女
[00:07:17.000 --> 00:07:21.000]  然後他們會將在我那裡所聽到的教訓
[00:07:21.000 --> 00:07:23.000]  教導他們的兒女
[00:07:23.000 --> 00:07:29.000]  到那時我就知道我的教養兒女成功了
[00:07:29.000 --> 00:07:31.000]  有意思
[00:07:31.000 --> 00:07:34.000]  不是教了算數,不是他們聽了算數
[00:07:34.000 --> 00:07:37.000]  而是這個教導下一代
[00:07:37.000 --> 00:07:42.000]  這個重要任務是否一代一代延續下去
[00:07:42.000 --> 00:07:45.000]  一代傳一代
[00:07:45.000 --> 00:07:48.000]  塗造新世代,你是祖宗子孫
[00:07:48.000 --> 00:07:50.000]  然後承先啟後
[00:07:50.000 --> 00:07:54.000]  塗造新世代是一脈相承,代代相傳
[00:07:54.000 --> 00:07:55.000]  一直傳下去
[00:07:55.000 --> 00:07:58.000]  但是聖經還告訴我們
[00:07:58.000 --> 00:08:00.000]  我們還要確定我們的目標
[00:08:00.000 --> 00:08:03.000]  還有改善我們的手法
[00:08:03.000 --> 00:08:06.000]  在詩篇七十八篇第六第七節
[00:08:06.000 --> 00:08:07.000]  他這樣說
[00:08:07.000 --> 00:08:11.000]  前面第五節說你要教導你的子孫什麼什麼
[00:08:11.000 --> 00:08:12.000]  然後第六節
[00:08:12.000 --> 00:08:20.000]  史(目的句)
[00:08:20.000 --> 00:08:23.000]  史將要生的後代子孫可以
[00:08:23.000 --> 00:08:25.000]  一,要曉得
[00:08:25.000 --> 00:08:26.000]  第七節
[00:08:26.000 --> 00:08:28.000]  好叫他們
[00:08:28.000 --> 00:08:31.000]  二,仰望神
[00:08:31.000 --> 00:08:33.000]  不忘記神的作為
[00:08:33.000 --> 00:08:34.000]  唯有
[00:08:34.000 --> 00:08:37.000]  三,守他的命令
[00:08:37.000 --> 00:08:39.000]  這裡有三個動詞
[00:08:39.000 --> 00:08:40.000]  有三個動作
[00:08:40.000 --> 00:08:43.000]  即是說我們教導我們下一代之後
[00:08:43.000 --> 00:08:45.000]  我們希望在我們下一代產生了
[00:08:45.000 --> 00:08:47.000]  這三個動作
[00:08:47.000 --> 00:08:48.000]  三個動詞
[00:08:48.000 --> 00:08:49.000]  曉得
[00:08:49.000 --> 00:08:50.000]  仰望
[00:08:50.000 --> 00:08:51.000]  和守命令
[00:08:51.000 --> 00:08:52.000]  這三個動作
[00:08:52.000 --> 00:08:55.000]  是一個延續性,一個進程
[00:08:55.000 --> 00:08:57.000]  progress
[00:08:57.000 --> 00:08:59.000]  先曉得
[00:08:59.000 --> 00:09:00.000]  知道
[00:09:00.000 --> 00:09:01.000]  仰望
[00:09:01.000 --> 00:09:05.000]  然後守命令
[00:09:05.000 --> 00:09:07.000]  有時我都會看電影
[00:09:07.000 --> 00:09:11.000]  有時看傻傻瓜瓜的港產片
[00:09:11.000 --> 00:09:13.000]  我看過一套電影
[00:09:13.000 --> 00:09:18.000]  當時是劉德華和張學友主演的
[00:09:18.000 --> 00:09:20.000]  有一幕提到
[00:09:20.000 --> 00:09:24.000]  張學友不知道做錯了什麼
[00:09:24.000 --> 00:09:25.000]  不記得了
[00:09:25.000 --> 00:09:27.000]  劉德華就罵他
[00:09:27.000 --> 00:09:28.000]  罵他什麼呢
[00:09:28.000 --> 00:09:29.000]  他說
[00:09:29.000 --> 00:09:30.000]  說你又不聽
[00:09:30.000 --> 00:09:31.000]  聽你又不明
[00:09:31.000 --> 00:09:32.000]  明你又不做
[00:09:32.000 --> 00:09:33.000]  做你又做錯
[00:09:33.000 --> 00:09:34.000]  錯你又不認
[00:09:34.000 --> 00:09:36.000]  認你又不改
[00:09:36.000 --> 00:09:38.000]  真厲害
[00:09:38.000 --> 00:09:44.000]  寫劇本的人都很會運用文學修辭
[00:09:44.000 --> 00:09:45.000]  我們當中做老師
[00:09:45.000 --> 00:09:46.000]  你會明白
[00:09:46.000 --> 00:09:48.000]  你一定會很清楚這件事
[00:09:48.000 --> 00:09:50.000]  有教是不是等於有聽呢
[00:09:50.000 --> 00:09:53.000]  有聽是不是等於他有明白呢
[00:09:53.000 --> 00:09:56.000]  他明白是不是等於他會做呢
[00:09:56.000 --> 00:09:58.000]  他有做是不是等於他一定做對
[00:09:58.000 --> 00:10:00.000]  不會做錯呢
[00:10:00.000 --> 00:10:02.000]  詩篇七十八篇在這個地方
[00:10:02.000 --> 00:10:04.000]  就告訴我們
[00:10:04.000 --> 00:10:07.000]  我們教導社會教導到他們了解
[00:10:07.000 --> 00:10:08.000]  他們明白
[00:10:08.000 --> 00:10:09.000]  他們理解
[00:10:09.000 --> 00:10:11.000]  他們融會貫通
[00:10:11.000 --> 00:10:12.000]  然後他們能夠產生一個仰望
[00:10:12.000 --> 00:10:13.000]  他們信靠
[00:10:13.000 --> 00:10:15.000]  他們同意這個教導
[00:10:15.000 --> 00:10:17.000]  這個信息
[00:10:17.000 --> 00:10:20.000]  他們擁抱這個命令
[00:10:20.000 --> 00:10:22.000]  甚至他們喜歡守這個命令
[00:10:22.000 --> 00:10:26.000]  他們心甘情願地去守這個命令
[00:10:26.000 --> 00:10:28.000]  將它化成為行為
[00:10:28.000 --> 00:10:29.000]  成為實踐
[00:10:29.000 --> 00:10:34.000]  甚至乎成為習慣
[00:10:34.000 --> 00:10:36.000]  我以前做牧師的時候
[00:10:36.000 --> 00:10:39.000]  有一次有個媽媽走來向我投訴
[00:10:39.000 --> 00:10:40.000]  投訴她的兒子
[00:10:40.000 --> 00:10:43.000]  一個青少年的兒子
[00:10:43.000 --> 00:10:45.000]  她說我被我兒子氣死了
[00:10:45.000 --> 00:10:46.000]  很頑皮
[00:10:46.000 --> 00:10:47.000]  又不讀書
[00:10:47.000 --> 00:10:48.000]  又不肯回教會
[00:10:48.000 --> 00:10:50.000]  只顧著打機
[00:10:50.000 --> 00:10:52.000]  我教都不聽
[00:10:52.000 --> 00:10:55.000]  她說我教都不聽
[00:10:55.000 --> 00:10:56.000]  那我就問
[00:10:56.000 --> 00:10:58.000]  你怎樣教他
[00:10:58.000 --> 00:10:59.000]  我罵他
[00:10:59.000 --> 00:11:00.000]  她這樣回答
[00:11:00.000 --> 00:11:01.000]  我罵他
[00:11:01.000 --> 00:11:03.000]  我罵他很多次了
[00:11:03.000 --> 00:11:05.000]  都不聽
[00:11:05.000 --> 00:11:07.000]  什麼叫罵他
[00:11:07.000 --> 00:11:10.000]  罵他意思是責備他
[00:11:10.000 --> 00:11:12.000]  罵他
[00:11:12.000 --> 00:11:13.000]  囉嗦他
[00:11:13.000 --> 00:11:14.000]  斥責他
[00:11:14.000 --> 00:11:16.000]  這個媽媽以為責備他
[00:11:16.000 --> 00:11:18.000]  罵他甚至罰他
[00:11:18.000 --> 00:11:20.000]  就等於教了他
[00:11:20.000 --> 00:11:21.000]  其實我知道
[00:11:21.000 --> 00:11:23.000]  罵他、責備他
[00:11:23.000 --> 00:11:25.000]  不等於教育
[00:11:25.000 --> 00:11:27.000]  於是我就問這個媽媽
[00:11:27.000 --> 00:11:31.000]  我問一個明知故問
[00:11:31.000 --> 00:11:34.000]  多餘的問題
[00:11:34.000 --> 00:11:35.000]  她說
[00:11:35.000 --> 00:11:36.000]  我問
[00:11:36.000 --> 00:11:38.000]  你罵了這麼多次
[00:11:38.000 --> 00:11:39.000]  說了這麼多次
[00:11:39.000 --> 00:11:40.000]  教了這麼多次
[00:11:40.000 --> 00:11:41.000]  責備了這麼多次
[00:11:41.000 --> 00:11:42.000]  奏不奏效
[00:11:42.000 --> 00:11:44.000]  有沒有效果
[00:11:44.000 --> 00:11:46.000]  當然不奏效
[00:11:46.000 --> 00:11:48.000]  她不用想
[00:11:48.000 --> 00:11:49.000]  何必問這個問題
[00:11:49.000 --> 00:11:52.000]  她搞定就不用來向我投訴
[00:11:52.000 --> 00:11:54.000]  搞定就不用來找我
[00:11:54.000 --> 00:11:57.000]  找我就是搞定
[00:11:57.000 --> 00:11:58.000]  我就這樣回答她
[00:11:58.000 --> 00:11:59.000]  既然不奏效
[00:11:59.000 --> 00:12:00.000]  既然沒有效果
[00:12:00.000 --> 00:12:03.000]  為什麼你仍然選擇堅持
[00:12:03.000 --> 00:12:08.000]  繼續用這個不奏效的方法去教他
[00:12:08.000 --> 00:12:12.000]  為什麼你不改你的方法
[00:12:12.000 --> 00:12:14.000]  有些方法
[00:12:14.000 --> 00:12:16.000]  是不能帶來培育
[00:12:16.000 --> 00:12:17.000]  徒育
[00:12:17.000 --> 00:12:21.000]  徒做下一代的效果
[00:12:21.000 --> 00:12:23.000]  我要栽培下一代
[00:12:23.000 --> 00:12:26.000]  我要想一想
[00:12:26.000 --> 00:12:28.000]  思考一下
[00:12:28.000 --> 00:12:31.000]  培育他的方式應該怎樣
[00:12:31.000 --> 00:12:33.000]  詩篇十八篇
[00:12:33.000 --> 00:12:34.000]  他也有說
[00:12:34.000 --> 00:12:35.000]  他怎麼說呢
[00:12:35.000 --> 00:12:36.000]  第一節
[00:12:36.000 --> 00:12:37.000]  他說
[00:12:37.000 --> 00:12:40.000]  我的文你要留心聽我的訓誨
[00:12:40.000 --> 00:12:43.000]  則以聽我口中的話
[00:12:43.000 --> 00:12:44.000]  第二節
[00:12:44.000 --> 00:12:46.000]  我要開口說比喻
[00:12:46.000 --> 00:12:49.000]  我要說出古時的謎語
[00:12:49.000 --> 00:12:50.000]  第四節
[00:12:50.000 --> 00:12:53.000]  耶和華的美德和他的能力
[00:12:53.000 --> 00:12:56.000]  並他耶和華奇妙的作為
[00:12:56.000 --> 00:12:58.000]  述說給後代聽
[00:12:58.000 --> 00:13:00.000]  他在雅各宗立法道
[00:13:00.000 --> 00:13:04.000]  並在以色列宗設律法
[00:13:04.000 --> 00:13:07.000]  原來這裡提到好幾種不同的
[00:13:07.000 --> 00:13:11.000]  教學的方式
[00:13:11.000 --> 00:13:13.000]  他提到訓誨
[00:13:13.000 --> 00:13:16.000]  提到口中的話
[00:13:16.000 --> 00:13:17.000]  這是什麼
[00:13:17.000 --> 00:13:21.000]  直接的正面的教導或教訓
[00:13:21.000 --> 00:13:23.000]  他又提到比喻
[00:13:23.000 --> 00:13:25.000]  提到謎語
[00:13:25.000 --> 00:13:26.000]  猜謎語
[00:13:26.000 --> 00:13:28.000]  用一些比較懸疑的手法
[00:13:28.000 --> 00:13:30.000]  用比喻
[00:13:30.000 --> 00:13:33.000]  透過有趣的學習方法
[00:13:33.000 --> 00:13:36.000]  透過遊戲中學習
[00:13:36.000 --> 00:13:39.000]  活動教學
[00:13:39.000 --> 00:13:40.000]  有不同的方式
[00:13:40.000 --> 00:13:43.000]  第四節提到耶和華的美德和他的能力
[00:13:43.000 --> 00:13:44.000]  並他奇妙的作為
[00:13:44.000 --> 00:13:48.000]  說是上帝在以色列百姓當中
[00:13:48.000 --> 00:13:50.000]  包括歷史
[00:13:50.000 --> 00:13:52.000]  他的傳記
[00:13:52.000 --> 00:13:53.000]  英雄事蹟
[00:13:53.000 --> 00:13:54.000]  悲劇故事
[00:13:54.000 --> 00:13:55.000]  有沒有悲劇故事
[00:13:55.000 --> 00:13:57.000]  其實聖經裡有很多
[00:13:57.000 --> 00:13:58.000]  參宣
[00:13:58.000 --> 00:14:00.000]  悲劇故事
[00:14:00.000 --> 00:14:02.000]  還有很多出人意表的事件
[00:14:02.000 --> 00:14:04.000]  上帝很幽默的手法
[00:14:04.000 --> 00:14:05.000]  上帝怎樣憐憫人
[00:14:05.000 --> 00:14:06.000]  上帝怎樣與世人同行
[00:14:06.000 --> 00:14:09.000]  很多很多舊約的事件
[00:14:09.000 --> 00:14:10.000]  他提到
[00:14:10.000 --> 00:14:13.000]  你可以用這些來教導
[00:14:13.000 --> 00:14:16.000]  甚至他說立法度設界
[00:14:16.000 --> 00:14:17.000]  設律法
[00:14:17.000 --> 00:14:19.000]  這就是我們今天所說的英文
[00:14:19.000 --> 00:14:21.000]  set boundary
[00:14:21.000 --> 00:14:22.000]  設界線
[00:14:22.000 --> 00:14:25.000]  設一個範圍
[00:14:25.000 --> 00:14:27.000]  其實你發覺原來詩篇七十八篇
[00:14:27.000 --> 00:14:29.000]  他已經在用我們今天
[00:14:29.000 --> 00:14:31.000]  覺得應該其實很多
[00:14:31.000 --> 00:14:35.000]  很多有創意的教學法
[00:14:35.000 --> 00:14:37.000]  林林種種的教學法
[00:14:37.000 --> 00:14:39.000]  這個不是新約才說的
[00:14:39.000 --> 00:14:41.000]  不是舊約才說的
[00:14:41.000 --> 00:14:42.000]  新約也有說
[00:14:42.000 --> 00:14:44.000]  我們很熟悉的聖經
[00:14:44.000 --> 00:14:46.000]  提摩太后書第三章十六節
[00:14:46.000 --> 00:14:48.000]  聲息本
[00:14:48.000 --> 00:14:49.000]  他說
[00:14:49.000 --> 00:14:51.000]  聖經都是神所默示的
[00:14:51.000 --> 00:14:53.000]  於教訓督澤使人歸正
[00:14:53.000 --> 00:14:56.000]  教導人學義都是有益的
[00:14:56.000 --> 00:14:57.000]  他基本上是說
[00:14:57.000 --> 00:14:59.000]  聖經是有益的
[00:14:59.000 --> 00:15:01.000]  是useful的
[00:15:01.000 --> 00:15:02.000]  是beneficial的
[00:15:02.000 --> 00:15:04.000]  是profitable的
[00:15:04.000 --> 00:15:06.000]  是有好處的
[00:15:06.000 --> 00:15:07.000]  有益處的
[00:15:07.000 --> 00:15:09.000]  但他就特別強調
[00:15:09.000 --> 00:15:10.000]  在四方面有益處
[00:15:10.000 --> 00:15:11.000]  哪四方面
[00:15:11.000 --> 00:15:12.000]  他說
[00:15:12.000 --> 00:15:16.000]  於教訓督澤使人歸正
[00:15:16.000 --> 00:15:17.000]  教導人學義
[00:15:17.000 --> 00:15:21.000]  在這四方面都是有益處的
[00:15:21.000 --> 00:15:23.000]  什麼意思
[00:15:23.000 --> 00:15:24.000]  教訓是什麼
[00:15:24.000 --> 00:15:27.000]  teaching
[00:15:27.000 --> 00:15:29.000]  告訴你何去何從
[00:15:29.000 --> 00:15:33.000]  教導你哪條路才是正路
[00:15:33.000 --> 00:15:35.000]  督澤rebuilding
[00:15:35.000 --> 00:15:37.000]  老老實實指出
[00:15:37.000 --> 00:15:39.000]  你現在走的路是錯路
[00:15:39.000 --> 00:15:42.000]  走的路是歪路
[00:15:42.000 --> 00:15:43.000]  使人歸正
[00:15:43.000 --> 00:15:44.000]  走錯路怎麼辦
[00:15:44.000 --> 00:15:45.000]  correcting
[00:15:45.000 --> 00:15:47.000]  歸正
[00:15:47.000 --> 00:15:51.000]  在他面前展示正確的道路
[00:15:51.000 --> 00:15:53.000]  幫助他如何矯正
[00:15:53.000 --> 00:15:55.000]  重返正途
[00:15:55.000 --> 00:15:57.000]  我不是走錯路
[00:15:57.000 --> 00:15:59.000]  我不需要矯正
[00:15:59.000 --> 00:16:00.000]  我不需要使人歸正
[00:16:00.000 --> 00:16:02.000]  我走在正途上
[00:16:02.000 --> 00:16:03.000]  行沒問題
[00:16:03.000 --> 00:16:05.000]  你就需要training
[00:16:05.000 --> 00:16:07.000]  你需要學義
[00:16:07.000 --> 00:16:12.000]  教你如何保持走在正途上
[00:16:12.000 --> 00:16:14.000]  不要走錯路
[00:16:14.000 --> 00:16:18.000]  不要走偏離正途
[00:16:18.000 --> 00:16:21.000]  這就是學義
[00:16:21.000 --> 00:16:23.000]  使人歸正
[00:16:23.000 --> 00:16:25.000]  教導人學義
[00:16:25.000 --> 00:16:27.000]  你發覺詩篇七十八篇
[00:16:27.000 --> 00:16:29.000]  他不單教導觀念
[00:16:29.000 --> 00:16:31.000]  不單教導道理
[00:16:31.000 --> 00:16:35.000]  他還講了很多歷史
[00:16:35.000 --> 00:16:36.000]  傳遞歷史
[00:16:36.000 --> 00:16:38.000]  他展示給我們看
[00:16:38.000 --> 00:16:40.000]  其實這篇詩篇
[00:16:40.000 --> 00:16:42.000]  是如何將重要的訊息
[00:16:42.000 --> 00:16:44.000]  教導給我們
[00:16:44.000 --> 00:16:45.000]  今天我們沒有時間慢慢看
[00:16:45.000 --> 00:16:46.000]  有機會回去
[00:16:46.000 --> 00:16:48.000]  翻看七十八篇
[00:16:48.000 --> 00:16:51.000]  看看上帝如何展示
[00:16:51.000 --> 00:16:54.000]  他如何拯救以色列人的歷史
[00:16:54.000 --> 00:16:55.000]  從出埃及
[00:16:55.000 --> 00:16:56.000]  過紅海
[00:16:56.000 --> 00:16:57.000]  到抗野
[00:16:57.000 --> 00:16:58.000]  有食物
[00:16:58.000 --> 00:16:59.000]  有藉水
[00:16:59.000 --> 00:17:00.000]  到英雄之地
[00:17:00.000 --> 00:17:02.000]  一件一件一件一件的事
[00:17:02.000 --> 00:17:04.000]  好像故事一樣
[00:17:04.000 --> 00:17:06.000]  好像戲劇一樣
[00:17:06.000 --> 00:17:07.000]  展示
[00:17:07.000 --> 00:17:08.000]  一幕一幕
[00:17:08.000 --> 00:17:10.000]  展示在讀者眼前
[00:17:10.000 --> 00:17:11.000]  鋪陳出來
[00:17:11.000 --> 00:17:12.000]  演繹出來
[00:17:12.000 --> 00:17:14.000]  中國人講故事
[00:17:14.000 --> 00:17:16.000]  有一個格式
[00:17:16.000 --> 00:17:19.000]  起、成、轉、合
[00:17:19.000 --> 00:17:21.000]  西方人講故事
[00:17:21.000 --> 00:17:23.000]  他有另外一種格式
[00:17:23.000 --> 00:17:24.000]  都是有相同效果
[00:17:24.000 --> 00:17:26.000]  大概用五個T
[00:17:26.000 --> 00:17:27.000]  來歸納起來
[00:17:27.000 --> 00:17:28.000]  第一個T
[00:17:28.000 --> 00:17:29.000]  講故事
[00:17:29.000 --> 00:17:31.000]  講劇情
[00:17:31.000 --> 00:17:32.000]  第二個T
[00:17:32.000 --> 00:17:33.000]  Tension
[00:17:33.000 --> 00:17:34.000]  創造一種力
[00:17:34.000 --> 00:17:36.000]  角色的衝突
[00:17:36.000 --> 00:17:38.000]  他之間的矛盾
[00:17:38.000 --> 00:17:40.000]  製造一種張力出來
[00:17:40.000 --> 00:17:42.000]  然後Twist
[00:17:42.000 --> 00:17:43.000]  峰迴路轉
[00:17:43.000 --> 00:17:45.000]  有一個轉折位
[00:17:45.000 --> 00:17:47.000]  突然間整個劇情變化了
[00:17:47.000 --> 00:17:49.000]  然後這個故事
[00:17:49.000 --> 00:17:51.000]  教訓我們什麼什麼
[00:17:51.000 --> 00:17:52.000]  Teaching
[00:17:52.000 --> 00:17:54.000]  不過如果你是講故事的能手
[00:17:54.000 --> 00:17:55.000]  你能夠繪形繪聲
[00:17:55.000 --> 00:17:57.000]  不單是講故事出來
[00:17:57.000 --> 00:17:58.000]  平平淡淡地講出來
[00:17:58.000 --> 00:17:59.000]  你還能夠繪形繪聲
[00:17:59.000 --> 00:18:01.000]  將那個氣氛
[00:18:01.000 --> 00:18:03.000]  說出來
[00:18:03.000 --> 00:18:05.000]  無論你用中國人的方式
[00:18:05.000 --> 00:18:06.000]  講起、成、轉、合
[00:18:06.000 --> 00:18:07.000]  無論用西方人的方式
[00:18:07.000 --> 00:18:09.000]  講五個T都好
[00:18:09.000 --> 00:18:11.000]  我們要考慮
[00:18:11.000 --> 00:18:13.000]  究竟我們用什麼方式
[00:18:13.000 --> 00:18:15.000]  來教導
[00:18:15.000 --> 00:18:17.000]  我們說我們要審時度勢
