
[00:00:00.000 --> 00:00:02.240]  我們今天講到的題目
[00:02:10.760 --> 00:02:12.500]  這個目的是很重要的
[00:02:12.500 --> 00:02:15.120]  寫這麼多東西就是為了要達到這個目的
[00:02:15.120 --> 00:02:16.080]  這個目的
[00:02:16.080 --> 00:02:18.440]  我們要了解清楚一下
[00:02:18.440 --> 00:02:20.020]  究竟是什麼東西
[00:02:20.020 --> 00:02:23.880]  有參加過查經班的人也了解過了
[00:02:23.880 --> 00:02:25.700]  這裡一章一至四節
[00:02:25.700 --> 00:02:28.800]  他不斷重複地說了幾個重點
[00:02:28.800 --> 00:02:30.660]  說了有十次都有
[00:02:30.660 --> 00:02:33.240]  大家參與過的也應該記得了
[00:02:33.240 --> 00:02:35.440]  證明說多一點是有用的
[00:02:35.440 --> 00:02:37.220]  這裡我當然不會再說十次了
[00:02:37.220 --> 00:02:40.680]  我只是很略略地複述一次
[00:02:40.680 --> 00:02:44.560]  來帶出寫這個《約翰一書》
[00:02:44.560 --> 00:02:47.480]  說要使大家的"喜樂"充足
[00:02:47.480 --> 00:02:50.200]  他前面說了這麼多東西是什麼東西呢?
[00:02:50.200 --> 00:02:52.520]  你細心一點看
[00:02:52.520 --> 00:02:57.580]  真的去研究更多不同的譯本
[00:02:57.580 --> 00:02:59.920]  去了解清楚他想說的話
[00:02:59.920 --> 00:03:02.640]  你就會發覺真的很偉大
[00:03:02.640 --> 00:03:03.660]  怎麼很偉大呢?
[00:03:03.660 --> 00:03:05.740]  我就簡單一點去說
[00:03:05.740 --> 00:03:09.140]  其實《約翰一書》一開始寫的時候
[00:03:09.140 --> 00:03:11.240]  就是說我現在要將一個訊息
[00:03:11.240 --> 00:03:12.980]  將一些東西告訴你們
[00:03:12.980 --> 00:03:16.480]  這個訊息要說這件事有幾個重點
[00:03:16.480 --> 00:03:17.480]  第一
[00:03:17.480 --> 00:03:23.800]  就是從僅古太初就已經存在的
[00:03:23.800 --> 00:03:24.760]  這件事
[00:03:24.760 --> 00:03:27.380]  大家是否理解到?
[00:03:27.380 --> 00:03:30.280]  我們現在全部的人都是生命有限
[00:03:30.280 --> 00:03:32.680]  很多時候你都說什麼時候出生
[00:03:32.680 --> 00:03:36.400]  你都會追溯你什麼時候開始你的生命
[00:03:36.400 --> 00:03:38.760]  但是在你的生命開始之前
[00:03:38.760 --> 00:03:40.540]  已經有很多的歷史
[00:03:40.540 --> 00:03:41.500]  你看看
[00:03:41.500 --> 00:03:44.300]  不斷有很多人存在過
[00:03:44.300 --> 00:03:46.200]  也離開過
[00:03:46.200 --> 00:03:48.840]  在歷史追溯不了的
[00:03:48.840 --> 00:03:52.040]  我們還有一個叫做史前的時代
[00:03:52.040 --> 00:03:53.640]  就是那時候還沒有記載
[00:03:53.640 --> 00:03:55.580]  不知道發生了什麼事情
[00:03:55.580 --> 00:03:57.820]  在每一個國家、每一個文化
[00:03:57.820 --> 00:04:00.680]  都有這些資料可以找到
[00:04:00.680 --> 00:04:02.680]  唯獨《聖經》就厲害了
[00:04:02.680 --> 00:04:08.480]  《聖經》一直追溯到很多不同文化的歷史之前
[00:04:08.480 --> 00:04:09.680]  它都有記載
[00:04:09.680 --> 00:04:12.140]  記載到第一個人
[00:04:12.140 --> 00:04:13.900]  被造出來
[00:04:13.900 --> 00:04:14.680]  亞當
[00:04:14.680 --> 00:04:19.000]  再記載到原來造這個亞當出來有一個神
[00:04:19.000 --> 00:04:20.660]  正正是我們這個信仰
[00:04:20.660 --> 00:04:22.860]  這個《聖經》所帶給我們的訊息
[00:04:22.860 --> 00:04:24.580]  約翰就是要說
[00:04:24.580 --> 00:04:28.760]  說關乎這個從僅古太初就存在的
[00:04:28.760 --> 00:04:29.960]  是什麼呢?
[00:04:29.960 --> 00:04:31.560]  就是這個神
[00:04:31.560 --> 00:04:34.560]  從這裡開始他一直要說
[00:04:34.560 --> 00:04:37.440]  告訴我們關乎這個神的東西
[00:04:37.440 --> 00:04:38.480]  我們要去理解
[00:04:38.480 --> 00:04:40.560]  第二個重點就是說
[00:04:40.560 --> 00:04:43.480]  這件事約翰要說的
[00:04:43.480 --> 00:04:46.380]  是他們包括那些使徒
[00:04:46.380 --> 00:04:49.020]  已經看見過
[00:04:49.020 --> 00:04:50.860]  已經聽見過
[00:04:50.860 --> 00:04:52.620]  就是說在他們來說
[00:04:52.620 --> 00:04:55.180]  是一個已經存在的歷史
[00:04:55.180 --> 00:04:56.920]  他已經看見過
[00:04:56.920 --> 00:04:58.580]  也聽見過
[00:04:58.580 --> 00:05:04.220]  就是說他們跟耶穌一直生活了幾年
[00:05:04.220 --> 00:05:06.000]  他們接觸耶穌
[00:05:06.000 --> 00:05:08.820]  耶穌告訴他們所有的道等等
[00:05:08.820 --> 00:05:10.300]  他們看見過
[00:05:10.300 --> 00:05:11.600]  也聽見過
[00:05:11.600 --> 00:05:13.020]  是他們的經驗
[00:05:13.020 --> 00:05:13.780]  是不是?
[00:05:13.780 --> 00:05:15.900]  你說聽聽看看
[00:05:15.900 --> 00:05:17.380]  也不知道是真是假
[00:05:17.380 --> 00:05:20.220]  特別是在約翰的年代
[00:05:20.220 --> 00:05:21.760]  他寫約翰一書
[00:05:21.760 --> 00:05:23.700]  其中有一個很重要的目的
[00:05:23.700 --> 00:05:27.640]  就是當時有些叫做諾斯底主義的立派
[00:05:27.640 --> 00:05:30.360]  在思想哲學上他們覺得
[00:05:30.360 --> 00:05:33.360]  有些事情過不了人的腦筋
[00:05:33.360 --> 00:05:35.020]  我想不明白
[00:05:35.020 --> 00:05:36.280]  所以
[00:05:36.280 --> 00:05:37.360]  所以什麼呢?
[00:05:37.360 --> 00:05:38.820]  所以不是真的
[00:05:38.820 --> 00:05:40.980]  這些人你想清楚一點
[00:05:40.980 --> 00:05:42.280]  就是人的自大
[00:05:42.280 --> 00:05:44.020]  過不了人的腦筋
[00:05:44.020 --> 00:05:45.760]  所以不是真的
[00:05:45.760 --> 00:05:46.960]  這樣也可以
[00:05:46.960 --> 00:05:48.680]  人可以懂得多少東西呢?
[00:05:48.680 --> 00:05:51.240]  現代的人比以前的人厲害那麼多
[00:05:51.240 --> 00:05:54.940]  很多人都只是在某一個範疇裏面
[00:05:54.940 --> 00:05:57.200]  很精準地去研究一些東西
[00:05:57.200 --> 00:05:58.620]  但是在其他範疇
[00:05:58.620 --> 00:06:00.420]  他就是什麼都不懂
[00:06:00.420 --> 00:06:01.140]  都有
[00:06:01.140 --> 00:06:02.280]  但是他就說
[00:06:02.280 --> 00:06:04.140]  他想不明白所以不存在
[00:06:04.140 --> 00:06:04.820]  假的
[00:06:04.820 --> 00:06:06.140]  他想不明白什麼呢?
[00:06:06.140 --> 00:06:07.620]  他就說想不明白
[00:06:07.620 --> 00:06:10.500]  神是靈界
[00:06:10.500 --> 00:06:12.460]  人是肉體
[00:06:12.460 --> 00:06:16.340]  你們去說耶穌又是神又是人
[00:06:16.340 --> 00:06:18.740]  是不可能的
[00:06:18.740 --> 00:06:20.080]  所以就不是了
[00:06:20.080 --> 00:06:20.880]  不是真的
[00:06:20.880 --> 00:06:22.820]  你們所說的是假的
[00:06:22.820 --> 00:06:25.980]  因此這個耶穌要麼是神
[00:06:25.980 --> 00:06:28.500]  是人那裡是幻覺而已
[00:06:28.500 --> 00:06:29.320]  假的
[00:06:29.320 --> 00:06:30.740]  要麼他真的是人
[00:06:30.740 --> 00:06:33.260]  不過你們將他吹噓成為神
[00:06:33.260 --> 00:06:34.140]  太過分了
[00:06:34.140 --> 00:06:35.040]  也不是的
[00:06:35.040 --> 00:06:36.640]  隨便一邊而已
[00:06:36.640 --> 00:06:37.880]  所以
[00:06:37.880 --> 00:06:40.800]  約翰和他們的使徒去傳講耶穌
[00:06:40.800 --> 00:06:42.580]  又說是神又說是人
[00:06:42.580 --> 00:06:44.100]  他們就過不了這一關
[00:06:44.100 --> 00:06:48.100]  他們認為人的肉體是邪惡污穢的
[00:06:48.100 --> 00:06:50.020]  神是屬於靈的
[00:06:50.020 --> 00:06:54.280]  靈才是純正無罪等等
[00:06:54.280 --> 00:06:55.940]  所以他們過不了這一關
[00:06:55.940 --> 00:06:57.980]  約翰寫的約翰一書
[00:06:57.980 --> 00:07:00.980]  以及當時很多其他的使徒
[00:07:00.980 --> 00:07:03.320]  都是想說出一些信息
[00:07:03.320 --> 00:07:07.220]  讓大家去明白耶穌真的是一個人
[00:07:07.880 --> 00:07:09.080]  他又真的是一個神
[00:07:09.080 --> 00:07:10.280]  所以
[00:07:10.280 --> 00:07:11.860]  第二個重點剛才所說的
[00:07:11.860 --> 00:07:14.040]  約翰他們看到過
[00:07:14.040 --> 00:07:15.400]  又聽到過
[00:07:15.400 --> 00:07:16.520]  是一個經驗
[00:07:16.520 --> 00:07:18.620]  接著他又再說什麼呢?
[00:07:18.620 --> 00:07:21.260]  是親眼看過
[00:07:21.260 --> 00:07:22.720]  親手摸過
[00:07:22.720 --> 00:07:24.740]  在我查經的時候說過給大家聽
[00:07:24.740 --> 00:07:28.880]  第一個看見和第二個看過是不同的
[00:07:28.880 --> 00:07:30.640]  第一個看
[00:07:30.640 --> 00:07:34.120]  就好像我們說看到它有存在
[00:07:34.120 --> 00:07:35.420]  好像現在我看下去
[00:07:35.420 --> 00:07:37.700]  看到一些弟兄姊妹
[00:07:37.700 --> 00:07:38.480]  在這裡
[00:07:38.480 --> 00:07:39.480]  是看得到的
[00:07:39.480 --> 00:07:40.780]  第二個看
[00:07:40.780 --> 00:07:43.080]  我的說法就是
[00:07:43.080 --> 00:07:46.040]  眼睛睜大
[00:07:46.040 --> 00:07:48.760]  看到一清二楚地看
[00:07:48.760 --> 00:07:50.760]  你去買東西的時候
[00:07:50.760 --> 00:07:52.760]  已經實現了兩個看
[00:07:52.760 --> 00:07:54.160]  走過去看到
[00:07:54.160 --> 00:07:57.700]  那東西很搶你的眼球
[00:07:57.700 --> 00:08:01.420]  你就走過去再看清楚
[00:08:01.420 --> 00:08:03.380]  叫售貨員拿出來給他看
[00:08:03.380 --> 00:08:04.800]  那隻顏色
[00:08:04.800 --> 00:08:05.540]  拿出來給他看
[00:08:05.540 --> 00:08:07.900]  你就用眼睛去研究
[00:08:07.900 --> 00:08:10.100]  前前後後
[00:08:10.100 --> 00:08:12.580]  用手摸清楚
[00:08:12.580 --> 00:08:14.580]  手感好不好等等
[00:08:14.580 --> 00:08:17.200]  那個正正是約翰說
[00:08:17.200 --> 00:08:18.600]  親眼看過
[00:08:18.600 --> 00:08:20.040]  親手摸過的意思
[00:08:20.040 --> 00:08:22.040]  就是說不是隨便看看
[00:08:22.040 --> 00:08:23.720]  知道它存在就算了
[00:08:23.720 --> 00:08:29.500]  而是他們親身看得很清楚耶穌是怎樣
[00:08:29.500 --> 00:08:32.620]  也摸過實實在在
[00:08:32.620 --> 00:08:35.660]  在他們生活過程中幾年間
[00:08:35.660 --> 00:08:38.960]  耶穌是真的一個人
[00:08:38.960 --> 00:08:41.080]  如果只是一個靈體
[00:08:41.080 --> 00:08:41.780]  不是一個人
[00:08:41.780 --> 00:08:43.780]  怎麼摸得到呢?
[00:08:43.780 --> 00:08:45.480]  所以約翰這裡說了三點
[00:08:45.480 --> 00:08:48.880]  一個從耿古已經存在的
[00:08:48.880 --> 00:08:53.580]  又已經在他們的生命歷程中出現過
[00:08:53.580 --> 00:08:54.980]  他們親身經驗過
[00:08:54.980 --> 00:08:58.280]  也很清楚地看過
[00:08:58.280 --> 00:09:02.980]  中文的詞彙可以說是察驗、察看
[00:09:02.980 --> 00:09:04.780]  觀察、細看
[00:09:04.780 --> 00:09:07.180]  也摸得一清二楚
[00:09:07.180 --> 00:09:08.680]  就是說什麼呢?
[00:09:08.680 --> 00:09:10.120]  是真的
[00:09:10.120 --> 00:09:12.820]  約翰想要傳講給他們聽的
[00:09:12.820 --> 00:09:14.520]  就是這樣
[00:09:14.520 --> 00:09:16.520]  由遠至近
[00:09:16.520 --> 00:09:23.520]  由耿古太初一直到他們生命出現的幾十年裡面存在
[00:09:23.520 --> 00:09:27.160]  他們有幸親身跟他們生活過
[00:09:27.160 --> 00:09:30.180]  摸過、清清楚楚是真的
[00:09:30.180 --> 00:09:32.960]  現在約翰說要傳講給他們聽
[00:09:32.960 --> 00:09:35.460]  關乎什麼呢?
[00:09:35.460 --> 00:09:37.460]  生命之道
[00:09:37.460 --> 00:09:42.960]  關乎到人的生命很重要的東西
[00:09:42.960 --> 00:09:44.760]  就這樣講下去
[00:09:44.760 --> 00:09:48.360]  然後就講到下面這裡
[00:09:48.360 --> 00:09:51.860]  這樣的生命之道講給讀者聽
[00:09:51.860 --> 00:09:54.460]  就令到有什麼東西出現呢?
[00:09:54.460 --> 00:09:59.760]  能夠試圖約翰跟這些讀者相交
[00:09:59.760 --> 00:10:05.160]  相交就是互相有接觸、聯繫、有團契
[00:10:05.160 --> 00:10:06.460]  有相交
[00:10:06.460 --> 00:10:10.160]  互相分享他們開心的地方
[00:10:10.160 --> 00:10:13.160]  互相分擔一些不開心的地方
[00:10:13.160 --> 00:10:14.860]  互相扶持、鼓勵
[00:10:14.860 --> 00:10:16.860]  繼續在這個信仰上
[00:10:16.860 --> 00:10:20.660]  是人與人之間更重要的一層
[00:10:20.660 --> 00:10:22.260]  不僅僅局限於這樣
[00:10:22.260 --> 00:10:26.260]  還是與父並他兒子耶穌基督相交
[00:10:26.260 --> 00:10:31.060]  還是向上跟神的兒子耶穌基督相交
[00:10:31.060 --> 00:10:33.760]  即是說跟神發生一個
[00:10:33.760 --> 00:10:39.060]  很未曾有過的人與神之間的關係
[00:10:39.060 --> 00:10:40.660]  以前舊約的時代
[00:10:40.660 --> 00:10:43.560]  人見到神是否可行呢?
[00:10:43.560 --> 00:10:45.160]  是沒有的
[00:10:45.160 --> 00:10:46.760]  只是透過祭司
[00:10:46.760 --> 00:10:48.360]  有獻完祭之後
[00:10:48.360 --> 00:10:50.060]  祭司代表著你
[00:10:50.060 --> 00:10:52.860]  才能走進至聖所
[00:10:52.860 --> 00:10:56.360]  與神近一點可以聊天
[00:10:56.360 --> 00:10:58.060]  我們現在不用了
[00:10:58.060 --> 00:10:58.860]  為什麼這麼好?
[00:10:58.860 --> 00:11:01.160]  因為是約翰要講的這個訊息
[00:11:01.160 --> 00:11:04.160]  這個訊息如果我們明白了
[00:11:04.160 --> 00:11:05.560]  我們理解了
[00:11:05.560 --> 00:11:06.760]  我們接受了
[00:11:06.760 --> 00:11:08.360]  就能夠達到這樣
[00:11:08.360 --> 00:11:09.760]  達到這樣
[00:11:09.760 --> 00:11:12.060]  還要多一件事
[00:11:12.060 --> 00:11:15.660]  還要是喜樂充足
[00:11:15.660 --> 00:11:18.060]  你想想人與人之間的關係
[00:11:18.060 --> 00:11:21.660]  建立了又與神建立了關係
[00:11:21.660 --> 00:11:23.960]  都可以是很悲慘的
[00:11:23.960 --> 00:11:25.260]  我有這個關係
[00:11:25.260 --> 00:11:26.260]  我認識你,你認識我
[00:11:26.260 --> 00:11:28.160]  你又在我身邊
[00:11:28.160 --> 00:11:29.960]  都可以是很悲悲慘慘的
[00:11:29.960 --> 00:11:31.160]  但不是的
[00:11:31.160 --> 00:11:32.460]  建立了這個關係之後
[00:11:32.460 --> 00:11:35.160]  是喜樂充足
[00:11:35.160 --> 00:11:36.860]  這樣就不同了
[00:11:36.860 --> 00:11:40.460]  所以這四節值得大家回去再細心去看
[00:11:40.460 --> 00:11:41.860]  細心思想
[00:11:41.860 --> 00:11:45.260]  這個這麼偉大的神
[00:11:45.260 --> 00:11:48.260]  願意這樣舒尊降貴
[00:11:48.260 --> 00:11:49.460]  拯救我們罪人
[00:11:49.460 --> 00:11:52.360]  為了要與我們建立這樣的關係
[00:11:52.360 --> 00:11:55.060]  令我們的喜樂充足
[00:11:55.060 --> 00:11:58.960]  是不是很厲害?
[00:11:58.960 --> 00:12:01.160]  這就是約翰要講的福音
[00:12:01.160 --> 00:12:02.560]  所以這個喜樂很重要
[00:12:02.560 --> 00:12:03.960]  這個喜樂是什麼呢?
[00:12:03.960 --> 00:12:05.460]  我們經常講喜樂
[00:12:05.460 --> 00:12:06.760]  最糟糕的是我們人
[00:12:06.760 --> 00:12:09.660]  很多時候都被這兩個字
[00:12:09.660 --> 00:12:11.960]  或者被我們的經驗等等
[00:12:11.960 --> 00:12:14.160]  誤解了這個喜樂
[00:12:14.160 --> 00:12:16.260]  開心快樂
[00:12:16.260 --> 00:12:17.760]  最重要是開心
[00:12:17.760 --> 00:12:19.960]  特別是一些不信的人
[00:12:19.960 --> 00:12:21.360]  都有這樣的結論
[00:12:21.360 --> 00:12:24.960]  生活最重要是開心
[00:12:24.960 --> 00:12:26.360]  那個開心
[00:12:26.360 --> 00:12:29.760]  跟聖經所講的喜樂是有些不同的
[00:12:29.760 --> 00:12:32.260]  我們嘗試從聖經那一說來看看
[00:12:32.260 --> 00:12:35.560]  聖經所講的是什麼叫做喜樂
[00:12:35.560 --> 00:12:37.560]  喜樂這個詞
[00:12:37.560 --> 00:12:42.860]  在聖經裡面除了這位仕徒約翰所講之外
[00:12:42.860 --> 00:12:44.260]  還有其他的仕徒
[00:12:44.260 --> 00:12:45.160]  我們認識的
[00:12:45.160 --> 00:12:47.160]  你信了主很短的日子
[00:12:47.160 --> 00:12:49.160]  你認識的有彼得
[00:12:49.160 --> 00:12:50.560]  亞各
[00:12:50.560 --> 00:12:51.660]  保羅這些
[00:12:51.660 --> 00:12:53.660]  都是在聖經裡面
[00:12:53.660 --> 00:12:56.560]  由於他們也寫了一些聖經經卷
[00:12:56.560 --> 00:12:59.060]  他們也比較為人所熟悉
[00:12:59.060 --> 00:13:01.460]  彼得、亞各、保羅
[00:13:01.460 --> 00:13:02.960]  在他們的書信裡面
[00:13:02.960 --> 00:13:05.760]  都有提過喜樂這件事
[00:13:05.760 --> 00:13:07.660]  所以我們要去認識
[00:13:07.660 --> 00:13:08.860]  喜樂是什麼呢?
[00:13:08.860 --> 00:13:10.960]  就要看看這些仕徒講什麼
[00:13:10.960 --> 00:13:11.760]  是不是?
[00:13:11.760 --> 00:13:12.960]  還有
[00:13:12.960 --> 00:13:15.360]  在聖經裡面最重要的是哪一個人物呢?
[00:13:15.360 --> 00:13:16.660]  這是小學IQ題
[00:13:16.660 --> 00:13:19.260]  對的
[00:13:19.260 --> 00:13:20.560]  耶穌是最重要的
[00:13:20.560 --> 00:13:23.360]  那麼耶穌有沒有講過喜樂呢?
[00:13:23.360 --> 00:13:24.160]  有
[00:13:24.160 --> 00:13:25.360]  我們一會兒來看看
[00:13:25.360 --> 00:13:26.960]  我們從幾個仕徒
[00:13:26.960 --> 00:13:27.860]  從耶穌
[00:13:27.860 --> 00:13:30.260]  從聖經的不同角度去看
[00:13:30.260 --> 00:13:31.460]  喜樂是什麼呢?
[00:13:31.460 --> 00:13:33.160]  我們就真正認識到
[00:13:33.160 --> 00:13:34.660]  這個喜樂
[00:13:34.660 --> 00:13:35.660]  約翰說
[00:13:35.660 --> 00:13:40.160]  我們認識到這個福音的信息
[00:13:40.160 --> 00:13:42.760]  理解了這個生命之道接受了
[00:13:42.760 --> 00:13:45.660]  我們最終就會得到這個喜樂
[00:13:45.660 --> 00:13:47.860]  還要是充足
[00:13:47.860 --> 00:13:49.860]  什麼叫充足呢?
[00:13:49.860 --> 00:13:54.460]  大家用杯子去倒水就知道了
[00:13:54.460 --> 00:13:55.960]  怎樣叫充足呢?
[00:13:55.960 --> 00:13:59.060]  倒下去
[00:13:59.060 --> 00:14:01.060]  你倒到怎樣才叫充足呢?
[00:14:01.060 --> 00:14:03.060]  倒到滿
[00:14:03.060 --> 00:14:05.360]  倒到滿是不是也充足呢?
[00:14:05.360 --> 00:14:06.660]  還差一點點
[00:14:06.660 --> 00:14:09.060]  倒到滿到寫出來了
[00:14:09.060 --> 00:14:10.960]  這樣就充足了
[00:14:10.960 --> 00:14:12.560]  就是滿寫
[00:14:12.560 --> 00:14:14.260]  形象化一點
[00:14:14.260 --> 00:14:16.060]  那個喜樂到了一個地步
[00:14:16.060 --> 00:14:17.660]  不可以再喜樂了
[00:14:17.660 --> 00:14:20.360]  到了極限滿寫了
[00:14:20.360 --> 00:14:22.060]  那就很厲害了
[00:14:22.060 --> 00:14:24.460]  原來這個喜樂可以到這個地步
[00:14:24.460 --> 00:14:26.860]  約翰就希望我們到達這個地步
[00:14:26.860 --> 00:14:28.360]  我們現在看看
[00:14:28.360 --> 00:14:29.460]  其他的仕徒
[00:14:29.460 --> 00:14:31.360]  在其他的經卷
[00:14:31.360 --> 00:14:33.960]  講關於這個喜樂是什麼呢?
[00:14:33.960 --> 00:14:36.260]  這是彼得前書
[00:14:36.260 --> 00:14:37.660]  一章八節
[00:14:37.660 --> 00:14:39.060]  我們也讀一讀
[00:14:39.060 --> 00:14:42.560]  你們雖然沒有見過他
[00:14:42.560 --> 00:14:44.060]  卻是愛他
[00:14:44.060 --> 00:14:46.360]  如今雖不得看見
[00:14:46.360 --> 00:14:47.760]  卻因信他
[00:14:47.760 --> 00:14:49.360]  就有說不出來
[00:14:49.360 --> 00:14:52.160]  滿有榮光的大喜樂
[00:14:52.160 --> 00:14:54.460]  彼得跟這些信徒說
[00:14:54.460 --> 00:14:56.560]  原來這些信徒
[00:14:56.560 --> 00:14:58.960]  因為這些信徒在看這封書信
[00:14:58.960 --> 00:15:01.660]  他們不像彼得那樣見過耶穌
[00:15:01.660 --> 00:15:03.460]  但是他們信了這個福音
[00:15:03.460 --> 00:15:05.360]  彼得讚許他們
[00:15:05.360 --> 00:15:08.360]  雖然沒有見過卻是愛他
[00:15:08.360 --> 00:15:10.660]  現在看不到他
[00:15:10.660 --> 00:15:12.160]  但是因為信
[00:15:12.160 --> 00:15:15.260]  然後這個信就能夠有這個喜樂
[00:15:15.260 --> 00:15:16.260]  是說不出來
[00:15:16.260 --> 00:15:17.560]  就是難以形容
[00:15:17.560 --> 00:15:19.960]  人的不物有限難以形容
[00:15:19.960 --> 00:15:21.760]  但是滿有榮光
[00:15:21.760 --> 00:15:23.360]  很榮耀
[00:15:23.360 --> 00:15:24.560]  神聖
[00:15:24.560 --> 00:15:25.660]  從神而來的
[00:15:25.660 --> 00:15:26.660]  這個喜樂
[00:15:26.660 --> 00:15:28.860]  兼且他說是大喜樂
[00:15:28.860 --> 00:15:32.260]  這個就是人的文字語言
[00:15:32.260 --> 00:15:33.760]  有時候也很有限
[00:15:33.760 --> 00:15:35.360]  你形容一些東西
[00:15:35.360 --> 00:15:36.860]  好
[00:15:36.860 --> 00:15:38.160]  大
[00:15:38.160 --> 00:15:41.660]  怎樣的形容詞才是更加好呢?
[00:15:41.660 --> 00:15:42.960]  很大
[00:15:42.960 --> 00:15:43.960]  很好
[00:15:43.960 --> 00:15:45.360]  頂多是這樣
[00:15:45.360 --> 00:15:46.460]  這個喜樂
[00:15:46.460 --> 00:15:48.460]  他就用大喜樂來形容
[00:15:48.460 --> 00:15:50.260]  不是普通的喜樂
[00:15:50.260 --> 00:15:52.860]  是很大很大的喜樂
[00:15:52.860 --> 00:15:54.860]  因著我們信
[00:15:54.860 --> 00:15:58.560]  就能夠達到這個大喜樂
[00:15:58.560 --> 00:16:01.560]  就跟約翰所說的差不多
[00:16:01.560 --> 00:16:03.560]  約翰說了這麼多關乎
[00:16:03.560 --> 00:16:05.460]  他要傳講的信息
[00:16:05.460 --> 00:16:06.660]  他的特點
[00:16:06.660 --> 00:16:07.660]  都是說
[00:16:07.660 --> 00:16:08.960]  我們接受了之後
[00:16:08.960 --> 00:16:10.660]  就能夠跟人跟神
[00:16:10.660 --> 00:16:13.260]  建立了一個相交一個團契
[00:16:13.260 --> 00:16:16.360]  然後就有一個喜樂可以充足
[00:16:16.360 --> 00:16:18.060]  這裡彼得也說
[00:16:18.060 --> 00:16:21.060]  信就可以有這個大喜樂
[00:16:21.060 --> 00:16:22.860]  亞各說了
[00:16:22.860 --> 00:16:27.260]  亞各是另一個耶穌的弟弟
[00:16:27.260 --> 00:16:29.960]  在後來他信了之後
[00:16:29.960 --> 00:16:31.960]  一直在耶路撒冷的教會
[00:16:31.960 --> 00:16:33.460]  都很有代表性
[00:16:33.460 --> 00:16:35.160]  他就寫了亞各書
[00:16:35.160 --> 00:16:36.560]  在當中他說什麼呢?
[00:16:36.560 --> 00:16:38.060]  我的弟兄們
[00:16:38.060 --> 00:16:40.360]  你們落在百般的試煉中
[00:16:40.360 --> 00:16:43.460]  都要以為大喜樂
[00:16:43.460 --> 00:16:46.260]  這句是很厲害的名句
[00:16:46.260 --> 00:16:47.460]  值得我們思考
[00:16:47.460 --> 00:16:50.460]  落在百般的試煉當中
[00:16:50.460 --> 00:16:54.860]  我們常人都是喜歡生活平穩安定
[00:16:54.860 --> 00:16:59.460]  不要太多的試煉
[00:16:59.460 --> 00:17:01.660]  不平發生
[00:17:01.660 --> 00:17:02.460]  這也是對的
[00:17:02.460 --> 00:17:04.260]  不過意願歸意願
[00:17:04.260 --> 00:17:06.260]  但始終也有的
[00:17:06.260 --> 00:17:08.260]  這句亞各說了
[00:17:08.260 --> 00:17:11.260]  我們雖然在一些試煉
[00:17:11.260 --> 00:17:12.260]  百般的試煉
[00:17:12.260 --> 00:17:13.260]  也就是很多
[00:17:13.260 --> 00:17:15.460]  在試煉當中
[00:17:15.460 --> 00:17:16.860]  試煉的意思就是說
[00:17:16.860 --> 00:17:20.060]  我們有可能選擇左或是右
[00:17:20.060 --> 00:17:23.060]  簡單地去看就是選擇
[00:17:23.060 --> 00:17:25.560]  走在神的旨意當中
