
[00:00:00.000 --> 00:00:04.480]  多謝炳弘執事 為我介紹今天的題目
[00:08:41.800 --> 00:08:44.680]  上帝為他們有所公認
[00:08:44.680 --> 00:08:46.280]  意思背後就是
[00:08:46.280 --> 00:08:49.920]  我們要為神的家神的國神的義去禱告
[00:08:49.920 --> 00:08:51.520]  而我們需要的東西
[00:08:51.520 --> 00:08:53.760]  其實上帝自然會給我們
[00:08:53.760 --> 00:08:56.080]  我們不需要憂慮不需要挂淚
[00:08:56.080 --> 00:08:57.800]  先求神的國神的義
[00:08:57.800 --> 00:09:00.560]  上帝會將我們需要的東西給我們
[00:09:00.560 --> 00:09:02.840]  這就是一個心法
[00:09:02.840 --> 00:09:05.120]  先為神的國神的義
[00:09:05.120 --> 00:09:06.920]  體重神的旨意
[00:09:06.920 --> 00:09:08.640]  所以帶出了一件事
[00:09:08.640 --> 00:09:12.280]  就是祈禱的核心就是要尋求神的旨意
[00:09:12.280 --> 00:09:17.080]  不是要為自己個人的意志去帶出來
[00:09:17.080 --> 00:09:18.480]  第二
[00:09:18.480 --> 00:09:21.320]  日用的飲食今日賜給我們
[00:09:21.320 --> 00:09:23.000]  什麼叫日用的飲食
[00:09:23.000 --> 00:09:25.840]  即是你每日需要的東西
[00:09:25.840 --> 00:09:28.680]  而不是你每日想要的東西
[00:09:28.680 --> 00:09:29.680]  聽不聽得到分別
[00:09:29.680 --> 00:09:33.320]  你的需要和你想要是不同的
[00:09:33.320 --> 00:09:35.040]  我們可能想要很多東西
[00:09:35.040 --> 00:09:38.000]  我想明天就去吃龍蝦餐
[00:09:38.000 --> 00:09:40.440]  或者明天就去吃自助餐
[00:09:40.440 --> 00:09:42.920]  但你是不是真的需要呢
[00:09:42.920 --> 00:09:45.040]  天父知道你真正的需要
[00:09:45.040 --> 00:09:46.320]  所以我們求的是
[00:09:46.320 --> 00:09:48.800]  天父將我們需要的東西給我們
[00:09:48.800 --> 00:09:51.200]  而不是將我們很想要的東西
[00:09:51.200 --> 00:09:52.400]  上帝會不會成就呢
[00:09:52.400 --> 00:09:53.640]  都可能會
[00:09:53.640 --> 00:09:56.840]  不過有神的心意
[00:09:56.840 --> 00:09:58.040]  所以祈禱
[00:09:58.040 --> 00:10:00.600]  不是求神賜給我們更多
[00:10:00.600 --> 00:10:03.560]  而是承認一切都是神賜給我們的
[00:10:03.560 --> 00:10:06.680]  我們要單單仰望天父
[00:10:06.680 --> 00:10:08.760]  這個就是背後的心法
[00:10:08.760 --> 00:10:09.640]  第三個心法
[00:10:09.640 --> 00:10:12.400]  很想大家記不完也不要緊
[00:10:12.400 --> 00:10:13.640]  最重要記這個
[00:10:13.640 --> 00:10:14.280]  是什麼
[00:10:14.280 --> 00:10:14.880]  我們一起讀
[00:10:14.880 --> 00:10:15.360]  再來一次
[00:10:15.360 --> 00:10:15.800]  很簡單
[00:10:15.800 --> 00:10:16.920]  一二三
[00:10:16.920 --> 00:10:19.720]  我們在天上的父
[00:10:19.720 --> 00:10:21.160]  是什麼意思呢
[00:10:21.160 --> 00:10:22.640]  我們每次主刀文
[00:10:22.640 --> 00:10:24.280]  其實一開始就會說這句
[00:10:24.280 --> 00:10:25.920]  我們在天上的父
[00:10:25.920 --> 00:10:28.400]  然後三願三求
[00:10:28.400 --> 00:10:30.080]  為什麼這個這麼重要
[00:10:30.080 --> 00:10:31.400]  這個要告訴我們
[00:10:31.400 --> 00:10:33.720]  我們所祈求的對象是誰
[00:10:33.720 --> 00:10:35.240]  我們不是向黃大仙祈禱
[00:10:35.240 --> 00:10:36.760]  我們不是向觀音祈禱
[00:10:36.760 --> 00:10:38.960]  我們在天上的父祈禱
[00:10:38.960 --> 00:10:40.600]  這個天上的父是怎樣的
[00:10:40.600 --> 00:10:43.040]  在三願的帶出給我們知道
[00:10:43.040 --> 00:10:44.400]  願你的國降臨
[00:10:44.400 --> 00:10:48.680]  我們的天父是萬國萬族的主
[00:10:48.680 --> 00:10:49.480]  他上星期說
[00:10:49.480 --> 00:10:52.920]  他是全世界都要歸於基督的那位主
[00:10:52.920 --> 00:10:54.760]  萬國萬族的上帝
[00:10:54.760 --> 00:10:57.400]  我們在向一位至尊榮的上帝祈禱
[00:10:57.400 --> 00:11:00.000]  不是那些在黃大仙裡面
[00:11:00.000 --> 00:11:02.200]  或者只是在泰國那裡
[00:11:02.200 --> 00:11:03.680]  那些佛廟祈禱
[00:11:03.680 --> 00:11:07.800]  我們是向萬國萬族萬神的主祈禱
[00:11:07.800 --> 00:11:10.560]  願你的國降臨
[00:11:10.560 --> 00:11:13.880]  願你的子兒恆在地上如同恆在天上
[00:11:13.880 --> 00:11:14.880]  意思是什麼
[00:11:14.880 --> 00:11:18.520]  我們願意上帝的心意恆在地上
[00:11:18.520 --> 00:11:21.920]  同樣都恆在你的心上
[00:11:21.920 --> 00:11:24.200]  就是說我們要將我們生命的主權
[00:11:24.200 --> 00:11:25.760]  交給這位天父
[00:11:25.760 --> 00:11:28.880]  我們在向這位我們生命主權的主
[00:11:28.880 --> 00:11:31.280]  這位天父去禱告
[00:11:31.280 --> 00:11:33.240]  願他的子兒成就
[00:11:33.240 --> 00:11:35.920]  我們的祈禱其實是要願意
[00:11:35.920 --> 00:11:38.200]  上帝的子兒能夠成就
[00:11:38.200 --> 00:11:42.000]  而不是成就個人的心意
[00:11:42.000 --> 00:11:43.200]  分明得道
[00:11:43.200 --> 00:11:45.240]  我們不只是在向天父祈禱
[00:11:45.240 --> 00:11:47.720]  你要知道天父是一個怎樣的天父
[00:11:47.720 --> 00:11:49.600]  是萬國萬族的主
[00:11:49.600 --> 00:11:51.720]  他的子兒要臨在地上
[00:11:51.720 --> 00:11:54.200]  而不是單單成就人的心意
[00:11:54.200 --> 00:11:57.040]  而是要成就天父的心意
[00:11:57.040 --> 00:12:01.400]  當我們搞清楚正確的祈禱的對象
[00:12:01.400 --> 00:12:04.400]  有正確的祈禱的心態
[00:12:04.400 --> 00:12:07.080]  有正確的祈禱的神學
[00:12:07.080 --> 00:12:09.640]  我們的祈禱不單止是一句話
[00:12:09.640 --> 00:12:12.520]  而且是一個合神心意的禱告
[00:12:12.520 --> 00:12:15.880]  合神心意的禱告
[00:12:15.880 --> 00:12:17.120]  其實情況很簡單
[00:12:17.120 --> 00:12:18.800]  我相信我們這裡很多弟兄姊妹
[00:12:18.800 --> 00:12:21.400]  過去都試過收音紀念袋
[00:12:21.400 --> 00:12:22.480]  是要調整台的
[00:12:22.480 --> 00:12:24.240]  是要扭的
[00:12:24.240 --> 00:12:26.840]  你扭對了你才聽到聲音的
[00:12:26.840 --> 00:12:30.320]  你扭錯了一直都不清楚聲音
[00:12:30.320 --> 00:12:31.720]  我們要調整台
[00:12:31.720 --> 00:12:33.400]  我們對準上帝
[00:12:33.400 --> 00:12:35.840]  對準這位萬國萬族的主
[00:12:35.840 --> 00:12:40.760]  你的禱告就會成為一個合神心意的祈禱
[00:12:40.760 --> 00:12:42.120]  我們再看下去
[00:12:42.120 --> 00:12:45.800]  接著耶穌不單止用Copybook講了主祷文
[00:12:45.800 --> 00:12:49.160]  他更加用了兩個比喻
[00:12:49.160 --> 00:12:53.720]  帶出了我們這位祈禱的對象天父
[00:12:53.720 --> 00:12:55.760]  是一位怎樣的天父呢
[00:12:55.760 --> 00:12:58.440]  他怎樣對待我們的祈禱呢
[00:12:58.440 --> 00:13:01.960]  我們的祈禱心態是怎樣呢
[00:13:01.960 --> 00:13:06.640]  在這裡是一個兩段的對話
[00:13:06.640 --> 00:13:11.120]  有一個朋友夜晚半夜三更敲門
[00:13:11.120 --> 00:13:12.360]  隔離鄰舍
[00:13:12.360 --> 00:13:15.440]  真的很煩 我睡覺了
[00:13:15.440 --> 00:13:19.280]  我有個遠房親戚夜晚來到我家
[00:13:19.280 --> 00:13:20.760]  我沒有東西招待他
[00:13:20.760 --> 00:13:22.240]  你可否給我三個餅
[00:13:22.240 --> 00:13:24.640]  讓我可以招待他
[00:13:24.640 --> 00:13:26.200]  我睡了覺了
[00:13:26.200 --> 00:13:27.440]  我的子女都在我身邊
[00:13:27.440 --> 00:13:29.400]  我不能起床了
[00:13:29.400 --> 00:13:30.720]  不管他
[00:13:30.720 --> 00:13:32.240]  耶穌在第八節說
[00:13:32.240 --> 00:13:33.720]  我告訴你們
[00:13:33.720 --> 00:13:36.360]  雖不因他是朋友起來給他
[00:13:36.360 --> 00:13:38.960]  也會因他不顧面子來祈求
[00:13:38.960 --> 00:13:41.560]  起來照他所需要的給他
[00:13:41.560 --> 00:13:43.880]  不知道大家聽到這裡會不會覺得
[00:13:43.880 --> 00:13:48.360]  天父爸爸也不容易祈禱
[00:13:48.360 --> 00:13:50.800]  我們要搖動他的手求求他
[00:13:50.800 --> 00:13:52.920]  我們要一百萬小時祈禱
[00:13:52.920 --> 00:13:54.840]  我們要早上四點起床
[00:13:54.840 --> 00:13:57.520]  禱告回來教會清神祈禱
[00:13:57.520 --> 00:13:58.840]  或者我們要情慈迫切
[00:13:58.840 --> 00:14:01.560]  流眼淚 跪在地上五體投地
[00:14:01.560 --> 00:14:02.760]  禁食七天
[00:14:02.760 --> 00:14:05.120]  祈禱才靈 神才聽
[00:14:05.120 --> 00:14:07.720]  是這樣嗎
[00:14:07.720 --> 00:14:09.880]  你所認識的天父是否這樣呢
[00:14:09.880 --> 00:14:12.560]  這個比喻是否這樣帶出來呢
[00:14:12.560 --> 00:14:14.360]  當我們要拆解比喻時
[00:14:14.360 --> 00:14:18.200]  我們要了解當地的文化
[00:14:18.200 --> 00:14:20.920]  我們要了解上下文的意思
[00:14:20.920 --> 00:14:23.720]  才能夠正確地去理解經文
[00:14:23.720 --> 00:14:24.960]  我們看回經文的背景
[00:14:24.960 --> 00:14:27.400]  是二千年前中東的世界
[00:14:27.400 --> 00:14:32.240]  如果你今天突然間要生個餅
[00:14:32.240 --> 00:14:33.280]  你怎麼辦
[00:14:33.280 --> 00:14:37.440]  在晚上十二點鐘去七仔
[00:14:37.440 --> 00:14:38.560]  不過今天有時候那些七仔
[00:14:38.560 --> 00:14:40.560]  一點都生 不知道為什麼
[00:14:40.560 --> 00:14:43.480]  那麼中東世界突然有個軟黃親戚來到
[00:14:43.480 --> 00:14:44.400]  你招待不到他
[00:14:44.400 --> 00:14:46.280]  其實是極之羞恥的事
[00:14:46.280 --> 00:14:47.720]  因為當時的款待文化
[00:14:47.720 --> 00:14:49.440]  你的家裡有親戚來到
[00:14:49.440 --> 00:14:50.520]  你招待不到他
[00:14:50.520 --> 00:14:52.080]  是極之羞恥的事
[00:14:52.080 --> 00:14:53.560]  所以這個人的祈禱
[00:14:53.560 --> 00:14:54.520]  這個人的需要
[00:14:54.520 --> 00:14:58.440]  的確是真實和是很需要的
[00:14:58.440 --> 00:15:03.040]  我們看回隔離論社
[00:15:03.040 --> 00:15:07.200]  他睡覺了 怎麼辦呢
[00:15:07.200 --> 00:15:10.560]  是否代表著我們的天父
[00:15:10.560 --> 00:15:13.800]  就好像這個論社那樣
[00:15:13.800 --> 00:15:16.200]  原來會睡覺的
[00:15:16.200 --> 00:15:19.000]  要等他起床才肯聽我們的祈禱
[00:15:19.000 --> 00:15:20.280]  或者你要懲辭迫切
[00:15:20.280 --> 00:15:21.560]  死咬著不放
[00:15:21.560 --> 00:15:23.520]  你才能求得到他
[00:15:23.520 --> 00:15:25.640]  我們的天父甚至可能就是
[00:15:25.640 --> 00:15:27.720]  好吧 我怕你 你這樣
[00:15:27.720 --> 00:15:29.720]  我勉強起床來給你餅
[00:15:29.720 --> 00:15:32.120]  是否這樣來應我們的祈禱呢
[00:15:32.120 --> 00:15:36.760]  我們的天父是否這樣呢
[00:15:36.760 --> 00:15:38.920]  在《私遍》一百二十一篇
[00:15:38.920 --> 00:15:40.160]  記不記得怎麼說
[00:15:40.160 --> 00:15:43.240]  我們的神是也不打頓
[00:15:43.240 --> 00:15:45.080]  也不睡覺的
[00:15:45.080 --> 00:15:46.160]  他怎會躺在床上
[00:15:46.160 --> 00:15:48.120]  也不肯起來聽我們的祈禱
[00:15:48.120 --> 00:15:50.400]  他隨時聆聽我們的祈禱
[00:15:50.400 --> 00:15:51.400]  我們所認識的上帝
[00:15:51.400 --> 00:15:54.120]  不是應該因為因此憐憫上帝
[00:15:54.120 --> 00:15:55.120]  對他所愛的兒女
[00:15:55.120 --> 00:15:57.520]  是滿有一個慈心的嗎
[00:15:57.520 --> 00:15:59.000]  所以我想告訴大家
[00:15:59.000 --> 00:16:02.200]  耶穌不是這樣去解釋這個比喻
[00:16:02.200 --> 00:16:03.160]  他是想告訴我們
[00:16:03.160 --> 00:16:06.640]  我們的天父是一位極之慷慨
[00:16:06.640 --> 00:16:07.920]  很願意聆聽
[00:16:07.920 --> 00:16:10.120]  並且馬上要給予我們的回應
[00:16:10.120 --> 00:16:13.120]  一個祈禱 一個天父
[00:16:13.120 --> 00:16:15.480]  為何會這樣說呢
[00:16:15.480 --> 00:16:17.960]  我們可以看回
[00:16:17.960 --> 00:16:20.200]  猶太人的教導方法
[00:16:20.200 --> 00:16:21.240]  他很喜歡用比喻
[00:16:21.240 --> 00:16:22.960]  並且用一個很強烈
[00:16:22.960 --> 00:16:25.000]  相反的不同的比喻
[00:16:25.000 --> 00:16:27.680]  這個大家知不知道我講了甚麼
[00:16:27.680 --> 00:16:28.520]  看大家是否熟悉
[00:16:28.520 --> 00:16:30.840]  如果這裡有上過《主義害之》
[00:16:30.840 --> 00:16:33.880]  聰明人將防止蓋在哪裏
[00:16:33.880 --> 00:16:35.040]  盤石上
[00:16:35.040 --> 00:16:37.520]  愚蠢人將防止蓋在哪裏
[00:16:37.520 --> 00:16:38.480]  沙土上
[00:16:38.480 --> 00:16:40.680]  大雨催淚又如何
[00:16:40.680 --> 00:16:43.120]  堅固盤石就沒事 聰明人
[00:16:43.120 --> 00:16:47.200]  愚蠢人的房子都倒塌了
[00:16:47.200 --> 00:16:50.080]  聰明人對比一個愚蠢人
[00:16:50.080 --> 00:16:51.800]  盤石對比沙土
[00:16:51.800 --> 00:16:57.280]  是一個強烈完全不同的對比
[00:16:57.280 --> 00:16:58.840]  所以我們看見在經文裏
[00:16:58.840 --> 00:17:01.120]  其實耶穌要對比一個
[00:17:01.120 --> 00:17:02.560]  懶懶閑躺在床上
[00:17:02.560 --> 00:17:05.200]  不想認人的論者
[00:17:05.200 --> 00:17:08.040]  去對比另一個天父
