
[00:00:00.000 --> 00:00:03.020]  上星期提到的題目是
[00:01:15.320 --> 00:01:16.320]  如果不是用電車
[00:01:16.320 --> 00:01:18.320]  如果是用商場充電
[00:01:18.320 --> 00:01:21.320]  要用apps才能開到那個接駁
[00:01:21.320 --> 00:01:25.320]  接著要用apps才能退出
[00:01:25.320 --> 00:01:27.320]  當我退出了
[00:01:27.320 --> 00:01:29.320]  回家再打開apps的時候
[00:01:29.320 --> 00:01:33.320]  我發覺她沒有扣我錢
[00:01:33.320 --> 00:01:35.320]  這些全部是自動化的
[00:01:35.320 --> 00:01:37.320]  不是你要在那裏按鍵付錢
[00:01:37.320 --> 00:01:38.320]  沒有這些東西
[00:01:38.320 --> 00:01:40.320]  她自動在apps扣錢
[00:01:40.320 --> 00:01:41.320]  她沒有扣我apps
[00:01:41.320 --> 00:01:44.320]  在apps沒有扣錢我怎麼辦呢
[00:01:44.320 --> 00:01:47.320]  我又見不到人
[00:01:47.320 --> 00:01:49.320]  我想不行
[00:01:49.320 --> 00:01:50.320]  剛剛才教大家
[00:01:50.320 --> 00:01:53.320]  我們不可以這樣從中取利
[00:01:53.320 --> 00:01:57.320]  或者自己扭過貪心貪小便宜
[00:01:57.320 --> 00:02:00.320]  我唯有在apps裏面
[00:02:00.320 --> 00:02:02.320]  有一個聯絡澳門的方法
[00:02:02.320 --> 00:02:04.320]  我就在那裏打
[00:02:04.320 --> 00:02:08.320]  昨天我在停車場用了兩個小時充電
[00:02:08.320 --> 00:02:10.320]  你們沒有扣我錢
[00:02:10.320 --> 00:02:12.320]  那就算了
[00:02:12.320 --> 00:02:13.320]  過了一天
[00:02:13.320 --> 00:02:16.320]  我們看回apps真的扣了我的錢
[00:02:16.320 --> 00:02:18.320]  也有些心安理得
[00:02:18.320 --> 00:02:20.320]  不知道大家在過去一個星期
[00:02:20.320 --> 00:02:22.320]  你們怎樣去實踐華語
[00:02:22.320 --> 00:02:24.320]  每個星期當然有新的道路
[00:02:24.320 --> 00:02:26.320]  我們會講回上星期那篇
[00:02:26.320 --> 00:02:29.320]  今次我們就講新的題目
[00:02:29.320 --> 00:02:31.320]  不是講後真相
[00:02:31.320 --> 00:02:38.320]  就是講迎向迷失真理的世代
[00:02:38.320 --> 00:02:40.320]  這個是引言
[00:02:40.320 --> 00:02:42.320]  這個引言叫後真相
[00:02:42.320 --> 00:02:44.320]  post truth
[00:02:44.320 --> 00:02:46.320]  大家聽過這個字了嗎
[00:02:46.320 --> 00:02:47.320]  可能比較陌生
[00:02:47.320 --> 00:02:49.320]  其實這個字不新的
[00:02:49.320 --> 00:02:54.320]  原來在2016年是牛津字典的詞彙
[00:02:54.320 --> 00:02:56.320]  就是最多人查考的字
[00:02:56.320 --> 00:02:59.320]  在2016年就是這個post truth
[00:02:59.320 --> 00:03:01.320]  意思是什麼呢
[00:03:01.320 --> 00:03:03.320]  意思就是說
[00:03:03.320 --> 00:03:05.320]  在這個年代的人
[00:03:05.320 --> 00:03:11.320]  他們是更加看重個人的感情
[00:03:11.320 --> 00:03:13.320]  或者個人的信念
[00:03:13.320 --> 00:03:16.320]  高於事實的真相
[00:03:16.320 --> 00:03:18.320]  換句話說
[00:03:18.320 --> 00:03:20.320]  越來越多人偏向感情用事
[00:03:20.320 --> 00:03:23.320]  或者相信用感情來偏見
[00:03:23.320 --> 00:03:26.320]  來決定事情的真實
[00:03:26.320 --> 00:03:32.320]  而再不去考究事情真實的情況
[00:03:32.320 --> 00:03:35.320]  變相我們進入一個迷失真理的時代
[00:03:35.320 --> 00:03:38.320]  因為真理已經很虛幻了
[00:03:38.320 --> 00:03:41.320]  好像上帝已經不存在了
[00:03:41.320 --> 00:03:45.320]  人的心故意偏離上帝
[00:03:45.320 --> 00:03:49.320]  比如我們之前聽過很多假新聞的氾濫
[00:03:49.320 --> 00:03:52.320]  很多情緒煽動的影響
[00:03:52.320 --> 00:03:56.320]  使真理在政治和社會裡面
[00:03:56.320 --> 00:03:59.320]  更加邊緣化了
[00:03:59.320 --> 00:04:03.320]  這種真理已經不再重要了
[00:04:03.320 --> 00:04:05.320]  或者拒絕接受真相
[00:04:05.320 --> 00:04:09.320]  似乎越來越多人偏向這個問題
[00:04:09.320 --> 00:04:13.320]  剛才Simon幫我們讀羅馬書的時候
[00:04:13.320 --> 00:04:17.320]  在保羅寫羅馬書的時代
[00:04:17.320 --> 00:04:21.320]  也有很多人放棄真理
[00:04:21.320 --> 00:04:23.320]  不當神武道
[00:04:23.320 --> 00:04:25.320]  而去崇拜偶像
[00:04:25.320 --> 00:04:28.320]  而當我們這樣崇拜偶像的時候
[00:04:28.320 --> 00:04:31.320]  就會遭致一個靈性的墮落
[00:04:31.320 --> 00:04:32.320]  枯萎
[00:04:32.320 --> 00:04:33.320]  社會混亂
[00:04:33.320 --> 00:04:35.320]  最後是滅亡
[00:04:35.320 --> 00:04:37.320]  回到經文那裡
[00:04:37.320 --> 00:04:39.320]  我們今天就會透過羅馬書
[00:04:39.320 --> 00:04:41.320]  一章十八至二十五節
[00:04:41.320 --> 00:04:44.320]  幫助我們去認識
[00:04:44.320 --> 00:04:49.320]  我們怎樣看到上帝的榮耀已經彰顯了
[00:04:49.320 --> 00:04:51.320]  上帝的真理已經顯明了
[00:04:51.320 --> 00:04:54.320]  但是人拒絕會帶來什麼後果呢
[00:04:54.320 --> 00:04:55.320]  雖然經文好像很大一段
[00:04:55.320 --> 00:04:56.320]  我不是叫大家讀這段
[00:04:56.320 --> 00:04:58.320]  但是我們用三個連接詞
[00:04:58.320 --> 00:05:00.320]  就可以分成三段
[00:05:00.320 --> 00:05:02.320]  原來、因為和所以
[00:05:02.320 --> 00:05:04.320]  第一段在十八至二十節
[00:05:04.320 --> 00:05:07.320]  你們看我們周刊都有分段
[00:05:07.320 --> 00:05:09.320]  就是我們會說
[00:05:09.320 --> 00:05:12.320]  上帝一早已經顯明了他的真理
[00:05:12.320 --> 00:05:13.320]  在二十一至二十三節
[00:05:13.320 --> 00:05:16.320]  我們會看到人怎樣拒絕真理
[00:05:16.320 --> 00:05:17.320]  而去到第三段
[00:05:17.320 --> 00:05:19.320]  二十四至二十五節
[00:05:19.320 --> 00:05:22.320]  更加將虛幅變為真實
[00:05:22.320 --> 00:05:23.320]  會帶來什麼後果呢
[00:05:23.320 --> 00:05:26.320]  我們用心去聽上帝的話語
[00:05:26.320 --> 00:05:27.320]  我們祈禱一起
[00:05:27.320 --> 00:05:29.320]  參加天福我們多謝你
[00:05:29.320 --> 00:05:31.320]  帶領我們再次回來教會
[00:05:31.320 --> 00:05:33.320]  在這個禮堂裡面
[00:05:33.320 --> 00:05:35.320]  今天天氣都冷了很多
[00:05:35.320 --> 00:05:36.320]  求主保守我們
[00:05:36.320 --> 00:05:39.320]  有主你的愛你的光你的熱
[00:05:39.320 --> 00:05:40.320]  溫暖我們的心
[00:05:40.320 --> 00:05:42.320]  更加讓你的話語照亮我們的心
[00:05:42.320 --> 00:05:44.320]  好像明燈一樣
[00:05:44.320 --> 00:05:45.320]  讓我們打開耳朵去聽
[00:05:45.320 --> 00:05:47.320]  用心去領受
[00:05:47.320 --> 00:05:49.320]  更加願意去走出來
[00:05:49.320 --> 00:05:51.320]  又讓我成為你話語的僕人
[00:05:51.320 --> 00:05:53.320]  以致我能夠按著真理
[00:05:53.320 --> 00:05:55.320]  按著正義分解真理的道
[00:05:55.320 --> 00:05:58.320]  求你帶領我們這段時間
[00:05:58.320 --> 00:06:00.320]  禱告奉耶穌基督名求
[00:06:00.320 --> 00:06:02.320]  阿們
[00:06:02.320 --> 00:06:07.320]  我都邀請大家在經文裡面
[00:06:07.320 --> 00:06:09.320]  看一些重要的字眼
[00:06:09.320 --> 00:06:11.320]  在第一個段落裡面
[00:06:11.320 --> 00:06:13.320]  十八節二十節
[00:06:13.320 --> 00:06:15.320]  最明顯的字眼是什麼呢
[00:06:15.320 --> 00:06:17.320]  是顯明的
[00:06:17.320 --> 00:06:19.320]  出現了接近四次
[00:06:19.320 --> 00:06:21.320]  在十八節裡面
[00:06:21.320 --> 00:06:23.320]  神的憤怒從天上顯明
[00:06:23.320 --> 00:06:25.320]  在一切不乾不義的人身上
[00:06:25.320 --> 00:06:29.320]  顯明了神的憤怒
[00:06:29.320 --> 00:06:32.320]  在十九節神的事情
[00:06:32.320 --> 00:06:34.320]  原顯明在人的心裡
[00:06:34.320 --> 00:06:36.320]  因為神已經給他們顯明
[00:06:36.320 --> 00:06:38.320]  再說一次
[00:06:38.320 --> 00:06:40.320]  第二十節雖然不是這個字
[00:06:40.320 --> 00:06:42.320]  但是神經永留的神聖
[00:06:42.320 --> 00:06:44.320]  是冥冥可知的
[00:06:44.320 --> 00:06:46.320]  多次的出現
[00:06:46.320 --> 00:06:48.320]  是想表達一件事嗎
[00:06:48.320 --> 00:06:49.320]  就是保羅告訴我們
[00:06:49.320 --> 00:06:51.320]  上帝的真理
[00:06:51.320 --> 00:06:52.320]  上帝要我們知道的事
[00:06:52.320 --> 00:06:54.320]  已經一早顯明了
[00:06:54.320 --> 00:06:55.320]  上帝的榮耀
[00:06:55.320 --> 00:06:56.320]  上帝的創造
[00:06:56.320 --> 00:06:59.320]  一早已經顯明在人的心裡
[00:06:59.320 --> 00:07:01.320]  強調上帝早已清楚地
[00:07:01.320 --> 00:07:05.320]  啟示了祂的真理在我們面前
[00:07:05.320 --> 00:07:07.320]  什麼是上帝的真理呢
[00:07:07.320 --> 00:07:09.320]  在十九節那裡
[00:07:09.320 --> 00:07:10.320]  告訴你
[00:07:10.320 --> 00:07:13.320]  神的永能和神聖
[00:07:13.320 --> 00:07:15.320]  神的永能和神聖是什麼
[00:07:15.320 --> 00:07:17.320]  就是Being和Doing
[00:07:17.320 --> 00:07:18.320]  永能就是Doing
[00:07:18.320 --> 00:07:20.320]  上帝所做的事
[00:07:20.320 --> 00:07:21.320]  上帝做過什麼
[00:07:21.320 --> 00:07:23.320]  祂的創造
[00:07:23.320 --> 00:07:25.320]  宇宙的秩序
[00:07:25.320 --> 00:07:29.320]  上帝的耶穌基督施行救贖的計劃
[00:07:29.320 --> 00:07:32.320]  我們看到這個宇宙的浩瀚
[00:07:32.320 --> 00:07:35.320]  我們看到地球圍繞著太陽鑽
[00:07:35.320 --> 00:07:37.320]  好像是很自然的事
[00:07:37.320 --> 00:07:39.320]  但大家知不知道
[00:07:39.320 --> 00:07:41.320]  地球圍繞著太陽鑽
[00:07:41.320 --> 00:07:45.320]  都是一個很重要的事實
[00:07:45.320 --> 00:07:48.320]  如果地球圍繞著太陽鑽
[00:07:48.320 --> 00:07:49.320]  是斜斜地圍圍繞著的
[00:07:49.320 --> 00:07:51.320]  知道多少度嗎
[00:07:51.320 --> 00:07:52.320]  有讀地理嗎
[00:07:52.320 --> 00:07:53.320]  我們懂得地理
[00:07:53.320 --> 00:07:54.320]  是二十三點五度
[00:07:54.320 --> 00:07:55.320]  斜斜地圍繞著
[00:07:55.320 --> 00:07:56.320]  為什麼要斜斜地
[00:07:56.320 --> 00:07:58.320]  因為斜斜地圍繞著
[00:07:58.320 --> 00:08:00.320]  這個世界就有四季的變化
[00:08:00.320 --> 00:08:02.320]  不然不斷一樣
[00:08:02.320 --> 00:08:04.320]  春夏秋冬就沒有變化
[00:08:04.320 --> 00:08:06.320]  北邊就永遠都很冷
[00:08:06.320 --> 00:08:08.320]  南邊的地方就永遠都很熱
[00:08:08.320 --> 00:08:12.320]  但斜斜地會有春夏秋冬四季的變化
[00:08:12.320 --> 00:08:14.320]  其實地球和太陽的距離
[00:08:14.320 --> 00:08:16.320]  都要很精準
[00:08:16.320 --> 00:08:19.320]  原來差一點近一點
[00:08:19.320 --> 00:08:20.320]  或者遠一點
[00:08:20.320 --> 00:08:22.320]  我們整個地球的氣溫
[00:08:22.320 --> 00:08:25.320]  都會高很多低很多
[00:08:25.320 --> 00:08:26.320]  你說熱一點低一點
[00:08:26.320 --> 00:08:27.320]  很小事
[00:08:27.320 --> 00:08:30.320]  好像我們現在都凍到十幾度
[00:08:30.320 --> 00:08:33.320]  但是如果長期這樣
[00:08:33.320 --> 00:08:36.320]  整個地球的氣溫濕度
[00:08:36.320 --> 00:08:38.320]  都會有很大變化
[00:08:38.320 --> 00:08:42.320]  甚至生命根本不可以存留
[00:08:42.320 --> 00:08:43.320]  所以當我們看到
[00:08:43.320 --> 00:08:45.320]  這個地球圍著太陽
[00:08:45.320 --> 00:08:47.320]  這樣運行轉的時候
[00:08:47.320 --> 00:08:49.320]  其實看到背後的設計者
[00:08:49.320 --> 00:08:51.320]  上帝的榮耀
[00:08:51.320 --> 00:08:53.320]  這個就是神的永能
[00:08:53.320 --> 00:08:54.320]  神聖是什麼
[00:08:54.320 --> 00:08:55.320]  神聖就比較容易明白
[00:08:55.320 --> 00:08:57.320]  就是上帝的屬性
[00:08:57.320 --> 00:08:58.320]  上個禮拜都說過
[00:08:58.320 --> 00:08:59.320]  神的形象有什麼
[00:08:59.320 --> 00:09:01.320]  有公義
[00:09:01.320 --> 00:09:02.320]  有聖潔
[00:09:02.320 --> 00:09:04.320]  有慈愛
[00:09:04.320 --> 00:09:05.320]  我們三個真神
[00:09:05.320 --> 00:09:07.320]  聖父、聖子、聖靈
[00:09:07.320 --> 00:09:10.320]  其實我們透過四季的變化
[00:09:10.320 --> 00:09:13.320]  大自然的復甦
[00:09:13.320 --> 00:09:15.320]  我們就看到神的良善
[00:09:15.320 --> 00:09:17.320]  神的信實
[00:09:17.320 --> 00:09:21.320]  他在愛護、守護所有創造的萬物
[00:09:21.320 --> 00:09:23.320]  這裡都反映了上帝的屬性
[00:09:23.320 --> 00:09:25.320]  所以神的永能和神聖
[00:09:25.320 --> 00:09:27.320]  是明明可知的
[00:09:27.320 --> 00:09:28.320]  他已經一早啟示了
[00:09:28.320 --> 00:09:31.320]  給我們人類看到神的偉大
[00:09:31.320 --> 00:09:33.320]  但是很可惜
[00:09:33.320 --> 00:09:34.320]  保羅提醒我們
[00:09:34.320 --> 00:09:36.320]  有一幫人他是拒絕
[00:09:36.320 --> 00:09:39.320]  不承認上帝的永能和神聖
[00:09:39.320 --> 00:09:40.320]  這些是什麼人
[00:09:40.320 --> 00:09:41.320]  保羅形容為
[00:09:41.320 --> 00:09:43.320]  「不乾不義的人」
[00:09:43.320 --> 00:09:44.320]  更加形容為
[00:09:44.320 --> 00:09:47.320]  「恨不義、壓制真理的人」
[00:09:47.320 --> 00:09:50.320]  這幫人不僅不敬虔、不公義
[00:09:50.320 --> 00:09:52.320]  更加壓制真理
[00:09:52.320 --> 00:09:55.320]  對抗真理、抗拒真理
[00:09:55.320 --> 00:09:57.320]  否定真理
[00:09:57.320 --> 00:10:00.320]  不謙卑、敬拜神
[00:10:00.320 --> 00:10:01.320]  其實在這個世代裡
[00:10:01.320 --> 00:10:03.320]  一樣有這些人
[00:10:03.320 --> 00:10:06.320]  隨著人類的科技一直發達
[00:10:06.320 --> 00:10:08.320]  我們慢慢可以將科技
[00:10:08.320 --> 00:10:11.320]  取代了對造物主義的敬畏
[00:10:11.320 --> 00:10:13.320]  人的焦點
[00:10:13.320 --> 00:10:15.320]  就從上帝的智慧
[00:10:15.320 --> 00:10:17.320]  放在自己的智慧裡面
[00:10:17.320 --> 00:10:19.320]  覺得我們人類都可以
[00:10:19.320 --> 00:10:20.320]  發明很多東西
[00:10:20.320 --> 00:10:21.320]  我們科技都可以
[00:10:21.320 --> 00:10:24.320]  創造很多不可能的事
[00:10:24.320 --> 00:10:26.320]  但是他們忘記了
[00:10:26.320 --> 00:10:29.320]  這些科學物理背後的基礎
[00:10:29.320 --> 00:10:30.320]  那個秩序
[00:10:30.320 --> 00:10:32.320]  都是神設計的
[00:10:32.320 --> 00:10:34.320]  當人驕傲地認為自己
[00:10:34.320 --> 00:10:36.320]  一切都是源於自己
[00:10:36.320 --> 00:10:39.320]  陷入了自欺的態度的時候
[00:10:39.320 --> 00:10:41.320]  就是真理壓制了
[00:10:41.320 --> 00:10:43.320]  將自己困住了在
[00:10:43.320 --> 00:10:45.320]  一個有限的範圍裡面
[00:10:45.320 --> 00:10:46.320]  看不見上帝的真實
[00:10:46.320 --> 00:10:48.320]  上帝的啟示
[00:10:48.320 --> 00:10:51.320]  其實早於四五世紀的時候
[00:10:51.320 --> 00:10:54.320]  一個很重要的神學家
[00:10:54.320 --> 00:10:55.320]  奧古斯丁
[00:10:55.320 --> 00:10:56.320]  已經講出了
[00:10:56.320 --> 00:10:58.320]  透過羅馬書指出了
[00:10:58.320 --> 00:11:00.320]  這是人的罪性
[00:11:00.320 --> 00:11:01.320]  人的罪性是什麼
[00:11:01.320 --> 00:11:02.320]  人的罪性的核心就是
[00:11:02.320 --> 00:11:05.320]  將焦點放在自己的身上
[00:11:05.320 --> 00:11:07.320]  不敬拜神
[00:11:07.320 --> 00:11:09.320]  否定上帝
[00:11:09.320 --> 00:11:14.320]  因為自我中心的態度
[00:11:14.320 --> 00:11:15.320]  就是一切
[00:11:15.320 --> 00:11:17.320]  這件事隔絕了
[00:11:17.320 --> 00:11:19.320]  上帝和人之間的關係
[00:11:19.320 --> 00:11:21.320]  也讓真理不能夠
[00:11:21.320 --> 00:11:24.320]  呈現在這個世上
[00:11:24.320 --> 00:11:25.320]  奧古斯丁稱這件事
[00:11:25.320 --> 00:11:27.320]  叫做走向自我
[00:11:27.320 --> 00:11:29.320]  這個自我中心
[00:11:29.320 --> 00:11:30.320]  就是罪惡的根源
[00:11:30.320 --> 00:11:32.320]  使人遠離神
[00:11:32.320 --> 00:11:36.320]  使人過度追捧自己的慾望
[00:11:36.320 --> 00:11:39.320]  和無節制的沉落
[00:11:39.320 --> 00:11:41.320]  偏離了上帝的真理
[00:11:41.320 --> 00:11:44.320]  和祂的意義
[00:11:44.320 --> 00:11:47.320]  我們回到一些現代的例子
[00:11:47.320 --> 00:11:49.320]  剛才講地球環繞太陽圈
[00:11:49.320 --> 00:11:51.320]  或者我們看到
[00:11:51.320 --> 00:11:54.320]  晚上的星空
[00:11:54.320 --> 00:11:57.320]  銀河有多少星宿
[00:11:57.320 --> 00:11:58.320]  我們知道上帝的創造
[00:11:58.320 --> 00:12:00.320]  是多麼的奇妙
[00:12:00.320 --> 00:12:01.320]  如果你有讀大自然科學
[00:12:01.320 --> 00:12:02.320]  都知道
[00:12:02.320 --> 00:12:05.320]  其實一些微小的細菌
[00:12:05.320 --> 00:12:09.320]  大致上整個的下雨
[00:12:09.320 --> 00:12:13.320]  有風這些自然系統
[00:12:13.320 --> 00:12:15.320]  都是上帝的智慧
[00:12:15.320 --> 00:12:17.320]  或者再舉一些更實際的例子
[00:12:17.320 --> 00:12:18.320]  蜜蜂
[00:12:18.320 --> 00:12:20.320]  大家都應該見過
[00:12:20.320 --> 00:12:22.320]  其實科學家研究蜜蜂
[00:12:22.320 --> 00:12:23.320]  他才看到
[00:12:23.320 --> 00:12:24.320]  原來蜜蜂拍的翼
[00:12:24.320 --> 00:12:26.320]  那種高速的拍動
[00:12:26.320 --> 00:12:27.320]  那隻翅膀
[00:12:27.320 --> 00:12:29.320]  令它急速上升
[00:12:29.320 --> 00:12:31.320]  而且可以飛到很多不同的地方
[00:12:31.320 --> 00:12:32.320]  去執行任務
[00:12:32.320 --> 00:12:35.320]  蜜蜂也是一個群體團隊的精神
[00:12:35.320 --> 00:12:38.320]  他們可以用很快的方法
[00:12:38.320 --> 00:12:41.320]  能夠精確地告訴團隊
[00:12:41.320 --> 00:12:42.320]  這裡有花
[00:12:42.320 --> 00:12:43.320]  這裡有花粉
[00:12:43.320 --> 00:12:45.320]  我們的鬥在哪裡
[00:12:45.320 --> 00:12:47.320]  能夠很快速地把花粉
[00:12:47.320 --> 00:12:50.320]  和彩蜜高效率
[00:12:50.320 --> 00:12:51.320]  但這些不是為了自己
[00:12:51.320 --> 00:12:53.320]  其實蜜蜂的彩蜜
[00:12:53.320 --> 00:12:55.320]  這些整個的運作
[00:12:55.320 --> 00:12:57.320]  都是對大自然整個系統
[00:12:57.320 --> 00:12:59.320]  產生了很大的幫助
[00:12:59.320 --> 00:13:01.320]  如果這個世界上沒有蜜蜂
[00:13:01.320 --> 00:13:03.320]  整個大自然的生態系統
[00:13:03.320 --> 00:13:05.320]  和糧食的生產
[00:13:05.320 --> 00:13:06.320]  都會有影響
[00:13:06.320 --> 00:13:08.320]  這種精密的蜜蜂的
[00:13:08.320 --> 00:13:10.320]  這種彩蜜的行動
[00:13:10.320 --> 00:13:13.320]  其實是超出了人類的能力
[00:13:13.320 --> 00:13:15.320]  人類無法模仿的
[00:13:15.320 --> 00:13:17.320]  反映了背後有一個
[00:13:17.320 --> 00:13:19.320]  智慧的主
[00:13:19.320 --> 00:13:22.320]  在當中給我們的恩典
[00:13:22.320 --> 00:13:23.320]  不要說得太遠
[00:13:23.320 --> 00:13:24.320]  看看自己
[00:13:24.320 --> 00:13:25.320]  不過你看不到
[00:13:25.320 --> 00:13:26.320]  為什麼呢
[00:13:26.320 --> 00:13:27.320]  DNA
[00:13:27.320 --> 00:13:30.320]  DNA就是在我們人類的細胞裡面
[00:13:30.320 --> 00:13:33.320]  是創造主的精密
[00:13:33.320 --> 00:13:36.320]  和智慧的象徵
[00:13:36.320 --> 00:13:37.320]  這個DNA
[00:13:37.320 --> 00:13:39.320]  比我們手機的CPU
[00:13:39.320 --> 00:13:41.320]  核心更加的精密
[00:13:41.320 --> 00:13:44.320]  因為它將人類細胞
[00:13:44.320 --> 00:13:46.320]  有幾百萬條的指令
[00:13:46.320 --> 00:13:48.320]  藏在細胞裡面的
[00:13:48.320 --> 00:13:50.320]  核心的DNA裡面
[00:13:50.320 --> 00:13:51.320]  這個DNA密碼
[00:13:51.320 --> 00:13:53.320]  就記存了
[00:13:53.320 --> 00:13:56.320]  精確地將一個細胞的成長
[00:13:56.320 --> 00:13:57.320]  分裂
[00:13:57.320 --> 00:14:00.320]  和那種變化的功能
[00:14:00.320 --> 00:14:02.320]  藏在裡面
[00:14:02.320 --> 00:14:04.320]  所以
[00:14:04.320 --> 00:14:06.320]  這個DNA的精密度
[00:14:06.320 --> 00:14:07.320]  如果有問題
[00:14:07.320 --> 00:14:10.320]  生命就不能夠成長出來
[00:14:10.320 --> 00:14:12.320]  背後也反映了
[00:14:12.320 --> 00:14:13.320]  人類的工程
[00:14:13.320 --> 00:14:15.320]  智慧再精密也好
[00:14:15.320 --> 00:14:17.320]  也做不到這種DNA的
[00:14:17.320 --> 00:14:19.320]  精細和能力
[00:14:19.320 --> 00:14:22.320]  也反映了神的創造和偉大
[00:14:22.320 --> 00:14:23.320]  所以其實很容易了
[00:14:23.320 --> 00:14:25.320]  只要我們找時間
[00:14:25.320 --> 00:14:27.320]  出去看看我們的大自然
[00:14:27.320 --> 00:14:28.320]  譬如現在海心公園開始
[00:14:28.320 --> 00:14:30.320]  已經整得越來越漂亮了
[00:14:30.320 --> 00:14:31.320]  我們出去看看
[00:14:31.320 --> 00:14:34.320]  看到這個世界的創造
[00:14:34.320 --> 00:14:36.320]  正如經文所說
[00:14:36.320 --> 00:14:37.320]  無可推諉
[00:14:37.320 --> 00:14:40.320]  神在背後那份的精心設計
[00:14:40.320 --> 00:14:42.320]  我們帶著感謝的心
[00:14:42.320 --> 00:14:43.320]  敬拜的心
[00:14:43.320 --> 00:14:45.320]  去到主的面前
[00:14:45.320 --> 00:14:47.320]  透過上帝的創造
[00:14:47.320 --> 00:14:49.320]  我們以這樣的心
[00:14:49.320 --> 00:14:55.320]  和宣揚上帝創造的奇妙
[00:14:55.320 --> 00:14:56.320]  我們進入第二點
[00:14:56.320 --> 00:14:58.320]  我們一起讀21節
[00:14:58.320 --> 00:14:59.320]  1 2 3
[00:14:59.320 --> 00:15:02.320]  因為他們雖然知道神
[00:15:02.320 --> 00:15:05.320]  卻不把他當作神榮耀他
[00:15:05.320 --> 00:15:07.320]  也不感謝他
[00:15:07.320 --> 00:15:09.320]  他們的思想變為虛妄
[00:15:09.320 --> 00:15:13.320]  無知的心昏暗了
[00:15:13.320 --> 00:15:14.320]  這裡說
[00:15:14.320 --> 00:15:17.320]  雖然有人明明知道神的存在
[00:15:17.320 --> 00:15:20.320]  但他是不感謝上帝
[00:15:20.320 --> 00:15:25.320]  人的心態逐步走向墮落的過程
[00:15:25.320 --> 00:15:28.320]  人雖然清楚認識到神的存在
[00:15:28.320 --> 00:15:30.320]  在創造的奇妙當中
[00:15:30.320 --> 00:15:31.320]  感受到他的偉大
[00:15:31.320 --> 00:15:34.320]  他是不榮耀神
[00:15:34.320 --> 00:15:37.320]  由感恩到拒絕
[00:15:37.320 --> 00:15:39.320]  由謙卑到驕傲
[00:15:39.320 --> 00:15:41.320]  由信靠到偏離
[00:15:41.320 --> 00:15:45.320]  我們看到人一路走向自我中心
[00:15:45.320 --> 00:15:48.320]  認為自己可以成為生命的主宰
[00:15:48.320 --> 00:15:50.320]  不需要依靠神
[00:15:50.320 --> 00:15:54.320]  更不願意向神感恩和敬拜
[00:15:54.320 --> 00:15:56.320]  這種情況會導致什麼
[00:15:56.320 --> 00:15:57.320]  最後說
[00:15:57.320 --> 00:16:00.320]  他們的思想變為虛妄
[00:16:00.320 --> 00:16:03.320]  無知的心昏暗了
[00:16:03.320 --> 00:16:04.320]  這個虛妄和昏暗
[00:16:04.320 --> 00:16:06.320]  不知道大家有沒有印象
[00:16:06.320 --> 00:16:07.320]  其實上個星期
[00:16:07.320 --> 00:16:09.320]  廣義福所書保羅所形容的
[00:16:09.320 --> 00:16:14.320]  救我救人的特徵就是這兩樣
[00:16:14.320 --> 00:16:16.320]  就是上個星期的特點
[00:16:16.320 --> 00:16:18.320]  虛妄是什麼意思
[00:16:18.320 --> 00:16:19.320]  就是無意義
[00:16:19.320 --> 00:16:22.320]  無用無價值的生命
