
[00:00:00.000 --> 00:00:01.440]  好 各位網友朋友 你們好
[00:03:16.960 --> 00:03:20.960]  就會查男人心 海底針 要詳細看
[00:03:20.960 --> 00:03:23.280]  所以都沒有一個父親是好的
[00:03:23.280 --> 00:03:27.200]  只有天父是最好的
[00:03:27.200 --> 00:03:30.000]  只有天父才是最好的父親
[00:03:30.000 --> 00:03:32.960]  今天《柴經》完結的時候
[00:03:32.960 --> 00:03:35.920]  就不會播一首的聖詩了
[00:03:35.920 --> 00:03:40.480]  會播另一首的歌 但是這首歌是我自己很觸動的
[00:03:40.480 --> 00:03:43.760]  當我預備的時候 我自己都很大的感慨
[00:03:43.760 --> 00:03:45.760]  甚至流出來了
[00:03:45.760 --> 00:03:49.360]  好了 我們今天的題目叫做「再認父親」
[00:03:49.360 --> 00:03:51.600]  什麼意思呢 剛才我已經說了
[00:03:51.600 --> 00:03:56.000]  當父親節的時候 很自然我們就會想起我們的爸爸
[00:03:56.000 --> 00:04:00.960]  我不知道今天參加《柴經》班的弟兄姊妹
[00:04:00.960 --> 00:04:06.160]  或者在YouTube裡面去收聽收看的弟兄姊妹朋友
[00:04:06.160 --> 00:04:08.720]  你怎麼可以想起你的爸爸
[00:04:08.720 --> 00:04:11.360]  我不知道你的爸爸對你有什麼感受
[00:04:11.360 --> 00:04:13.360]  或者有什麼影響
[00:04:13.360 --> 00:04:20.400]  很多年前我自己在《閃閃電視》拍了一個特輯
[00:04:20.400 --> 00:04:23.360]  是講我和我爸爸和我的兒子
[00:04:23.360 --> 00:04:29.680]  到現在這個片段我還保留在我的電腦裡面
[00:04:29.680 --> 00:04:33.440]  真的很懷念我爸爸 原來我很多東西都是像我爸爸的
[00:04:33.440 --> 00:04:38.400]  好了 你想想 原來我們每一個人在不同的年齡階段
[00:04:38.400 --> 00:04:41.680]  是對父親有不同的體會的
[00:04:41.680 --> 00:04:47.360]  我自己很小的時候 我爸爸很高大威猛 很聰明
[00:04:47.360 --> 00:04:50.240]  我爸爸真的很聰明 知書識禮
[00:04:50.240 --> 00:04:54.080]  有一定的文化 又懂很多東西
[00:04:54.080 --> 00:04:59.040]  但是當我去讀中學的時候
[00:04:59.040 --> 00:05:01.040]  距離就越來越遠了
[00:05:01.040 --> 00:05:04.800]  因為我太不想受束縛了
[00:05:04.800 --> 00:05:08.080]  我中二就離家出走 就不再在家裡住了
[00:05:08.080 --> 00:05:11.360]  那時候 後來慢慢就覺得
[00:05:11.360 --> 00:05:15.280]  原來長大的時候就更加看到爸爸原來都不是這麼聰明
[00:05:15.280 --> 00:05:17.280]  第一 我已經比他高了
[00:05:17.280 --> 00:05:19.280]  我不覺得他高大威猛
[00:05:19.280 --> 00:05:23.040]  第二 就覺得其實有些東西他都不是很懂的
[00:05:23.040 --> 00:05:26.240]  甚至有些東西追不上那個潮流
[00:05:26.240 --> 00:05:29.520]  或者追不上社會裡面一些的事情
[00:05:29.520 --> 00:05:32.000]  又覺得他很主觀
[00:05:32.000 --> 00:05:36.000]  跟我小時候對他的體會又很不同
[00:05:36.000 --> 00:05:39.280]  但是最不幸的就是很多年前
[00:05:39.280 --> 00:05:42.800]  他病了 後來中風
[00:05:42.800 --> 00:05:44.800]  我很深感受
[00:05:44.800 --> 00:05:46.800]  一個巨人
[00:05:46.800 --> 00:05:48.800]  我心目中的巨人
[00:05:48.800 --> 00:05:51.360]  終於都跌低了
[00:05:51.360 --> 00:05:53.920]  那時候是很大的感慨
[00:05:53.920 --> 00:05:58.800]  原來我們每一個人對父親甚至母親的體會
[00:05:58.800 --> 00:06:03.520]  就是會隨著我們生命的成熟程度
[00:06:03.520 --> 00:06:05.520]  以及我們的社會經驗
[00:06:05.520 --> 00:06:07.520]  以及與我們接觸的多寡
[00:06:07.520 --> 00:06:10.000]  慢慢慢慢會有改變的
[00:06:10.000 --> 00:06:12.000]  但是無論怎麼樣
[00:06:12.000 --> 00:06:16.720]  聖經是很清楚的教導我們要孝敬父母
[00:06:16.720 --> 00:06:19.680]  不要忘記人生的起點
[00:06:19.680 --> 00:06:22.880]  一個正常的家庭就是父母
[00:06:22.880 --> 00:06:24.880]  你出生接觸的人是什麼
[00:06:24.880 --> 00:06:26.880]  就是父母嘛 是不是
[00:06:26.880 --> 00:06:30.320]  人際關係的建立都是以家作為開始
[00:06:30.320 --> 00:06:32.320]  十戒
[00:06:32.320 --> 00:06:36.560]  很明顯人與人之間的戒命是什麼呢
[00:06:36.560 --> 00:06:38.560]  就是孝敬父母
[00:06:38.560 --> 00:06:41.120]  但是沒有時間跟大家去分享
[00:06:41.120 --> 00:06:43.360]  其實之前那條戒命才是最重要的
[00:06:43.360 --> 00:06:47.040]  是在神與人之間當首安息日
[00:06:47.040 --> 00:06:49.040]  不過不是今天說的
[00:06:49.040 --> 00:06:51.840]  那時候孝敬的方式
[00:06:51.840 --> 00:06:53.600]  但是你留意到
[00:06:53.600 --> 00:06:56.480]  雖然這條戒命是很重要
[00:06:56.480 --> 00:07:01.920]  但是沒有規範到你要怎樣去遵守
[00:07:01.920 --> 00:07:04.640]  沒有一些很細的細節給你
[00:07:04.640 --> 00:07:06.640]  那時候就是
[00:07:06.640 --> 00:07:08.640]  給你很寬鬆的
[00:07:08.640 --> 00:07:11.600]  如果反而很細節地定了的時候
[00:07:11.600 --> 00:07:13.600]  反而還有問題
[00:07:13.600 --> 00:07:15.600]  很簡單舉一個例子
[00:07:15.600 --> 00:07:18.560]  好 原來當立法規定
[00:07:18.560 --> 00:07:20.560]  你要將你的收入十分之一
[00:07:20.560 --> 00:07:22.560]  你帶去給爸爸媽媽
[00:07:22.560 --> 00:07:24.560]  那就叫孝敬了 那就行了
[00:07:24.560 --> 00:07:26.560]  我真的當我遵守立法
[00:07:26.560 --> 00:07:28.080]  給了十分之一
[00:07:28.080 --> 00:07:29.120]  可以不理會他了
[00:07:29.120 --> 00:07:31.120]  我已經完成了立法的責任了
[00:07:31.120 --> 00:07:33.120]  他有病
[00:07:33.120 --> 00:07:35.120]  由醫生去看他
[00:07:35.120 --> 00:07:37.120]  有政府醫院的嘛
[00:07:37.120 --> 00:07:39.120]  沒錢 他就拿充緩吧
[00:07:39.120 --> 00:07:41.120]  我每句十分之一都給了他
[00:07:41.120 --> 00:07:43.120]  已經夠了 你不需要去探望他
[00:07:43.120 --> 00:07:45.120]  因為你已經完成了
[00:07:45.120 --> 00:07:47.120]  那個立法上的責任
[00:07:47.120 --> 00:07:49.120]  是不是
[00:07:49.120 --> 00:07:51.120]  所以你留意到立法
[00:07:51.120 --> 00:07:53.120]  真真正正是幫助人的嘛
[00:07:53.120 --> 00:07:55.120]  而不是寫得很細緻的
[00:07:55.120 --> 00:07:57.120]  就好像
[00:07:57.120 --> 00:07:59.120]  我說寫得很緊
[00:07:59.120 --> 00:08:01.120]  你表面遵守都沒有用的
[00:08:01.120 --> 00:08:05.120]  你要對著國旗
[00:08:05.120 --> 00:08:07.120]  或者唱國歌的時候
[00:08:07.120 --> 00:08:09.120]  你要肅立 要唱
[00:08:09.120 --> 00:08:11.120]  現在就說你唱得不夠大聲
[00:08:11.120 --> 00:08:13.120]  教主都說有問題嘛
[00:08:13.120 --> 00:08:15.120]  那可能你真的要唱
[00:08:15.120 --> 00:08:17.120]  甚至可能聲嘶力竭地唱
[00:08:17.120 --> 00:08:19.120]  但你的心可能是不服的嘛
[00:08:19.120 --> 00:08:22.120]  甚至你的心可能是埋怨的
[00:08:22.120 --> 00:08:25.120]  好了 甚至不知道將來會不會對口形
[00:08:25.120 --> 00:08:27.120]  當你看奧運
[00:08:27.120 --> 00:08:29.120]  或者當有足球比賽的時候
[00:08:29.120 --> 00:08:31.120]  要唱國歌 可能你的嘴是在說
[00:08:31.120 --> 00:08:34.120]  但可能你唱的不是那首歌的歌詞
[00:08:34.120 --> 00:08:36.120]  可能你在咒罵也不一定的
[00:08:36.120 --> 00:08:39.120]  這個時候 所以不只是看表面
[00:08:39.120 --> 00:08:43.120]  好了 所以我們要孝敬父母
[00:08:43.120 --> 00:08:45.120]  但是怎樣去孝敬呢
[00:08:45.120 --> 00:08:47.120]  剛才說十戒裡面
[00:08:47.120 --> 00:08:50.120]  是沒有很細緻的去指出
[00:08:50.120 --> 00:08:53.120]  你怎樣叫做孝敬
[00:08:53.120 --> 00:08:56.120]  原來世界上有很多偉大的父親
[00:08:56.120 --> 00:08:58.120]  他們很辛勤的工作
[00:08:58.120 --> 00:09:01.120]  所有兒女得到幸福為目標
[00:09:01.120 --> 00:09:04.120]  我小時候都知道爸爸很辛苦
[00:09:04.120 --> 00:09:06.120]  他來大陸去工作
[00:09:06.120 --> 00:09:08.120]  他連初一都不休息
[00:09:08.120 --> 00:09:10.120]  這是我受他影響的
[00:09:10.120 --> 00:09:12.120]  都是為了賺錢
[00:09:12.120 --> 00:09:15.120]  他都是想家庭都過得舒服一點
[00:09:15.120 --> 00:09:19.120]  這個時候很值得我們去尊敬的
[00:09:19.120 --> 00:09:21.120]  很簡單舉一個例子
[00:09:21.120 --> 00:09:25.120]  爸爸每一天做了超過13個小時
[00:09:25.120 --> 00:09:28.120]  但是因為身體有問題
[00:09:28.120 --> 00:09:31.120]  結果就猝死了
[00:09:31.120 --> 00:09:33.120]  這個是最新的
[00:09:33.120 --> 00:09:35.120]  這是馬來西亞的
[00:09:35.120 --> 00:09:37.120]  有個70歲的爸爸
[00:09:37.120 --> 00:09:41.120]  每一天開著電單車去送外賣
[00:09:41.120 --> 00:09:44.120]  12個小時日曬雨淋
[00:09:44.120 --> 00:09:46.120]  只賺了很少的錢
[00:09:46.120 --> 00:09:48.120]  但原來背後做什麼呢
[00:09:48.120 --> 00:09:50.120]  就是兒子不長進
[00:09:50.120 --> 00:09:53.120]  竟然還要一個70歲的爸爸
[00:09:53.120 --> 00:09:55.120]  去賺錢去養他
[00:09:55.120 --> 00:09:58.120]  你看到有很多很偉大的父親
[00:09:58.120 --> 00:10:01.120]  但也有些父親是令你發指的
[00:10:01.120 --> 00:10:03.120]  這些父親竟然有膽
[00:10:03.120 --> 00:10:06.120]  把自己的親生女兒出賣
[00:10:06.120 --> 00:10:08.120]  要她出賣自己的身體賺錢
[00:10:08.120 --> 00:10:10.120]  然後讓她來還賭債
[00:10:10.120 --> 00:10:16.120]  甚至有些人竟然會去淫辱自己的親生女兒
[00:10:16.120 --> 00:10:18.120]  又或者爸爸很好
[00:10:18.120 --> 00:10:20.120]  是很想教好子女
[00:10:20.120 --> 00:10:22.120]  但是鬧起來打到飛起
[00:10:22.120 --> 00:10:24.120]  連太太都撐開
[00:10:24.120 --> 00:10:26.120]  所以你留意到有很多很多
[00:10:26.120 --> 00:10:29.120]  都令我們感到很悲哀
[00:10:29.120 --> 00:10:32.120]  發指的一些父親
[00:10:32.120 --> 00:10:35.120]  那什麼叫做孝敬呢
[00:10:35.120 --> 00:10:38.120]  原來孝敬是較為重的什麼呢
[00:10:38.120 --> 00:10:42.120]  就是軍事上的用法
[00:10:42.120 --> 00:10:44.120]  原來這個孝敬
[00:10:44.120 --> 00:10:46.120]  就是我們要尊敬它
[00:10:46.120 --> 00:10:48.120]  就是要尊敬它
[00:10:48.120 --> 00:10:50.120]  視它為一個很重要的人物
[00:10:50.120 --> 00:10:53.120]  你覺不覺得你爸爸文化是很重要
[00:10:53.120 --> 00:10:55.120]  讓它影響著我們
[00:10:55.120 --> 00:10:57.120]  而最重要是在我們生命當中
[00:10:57.120 --> 00:10:59.120]  它有一個尊貴的地位
[00:10:59.120 --> 00:11:01.120]  也要記住
[00:11:01.120 --> 00:11:04.120]  當我們未到成長的時候
[00:11:04.120 --> 00:11:07.120]  它仍然有權去管理我們
[00:11:07.120 --> 00:11:10.120]  縱使我們現在已經長大了
[00:11:10.120 --> 00:11:12.120]  但是如果我們的父親健在的時候
[00:11:12.120 --> 00:11:15.120]  它仍然是有責任去教導我們的
[00:11:15.120 --> 00:11:18.120]  我們一定要明白希伯來人的背景
[00:11:18.120 --> 00:11:20.120]  希伯來人的民族
[00:11:20.120 --> 00:11:24.120]  是以家庭族長為中心
[00:11:24.120 --> 00:11:27.120]  近似中國人的家庭
[00:11:27.120 --> 00:11:29.120]  中國傳統家庭是一家之主
[00:11:29.120 --> 00:11:32.120]  爸爸就是一家裡面最重要的人物
[00:11:32.120 --> 00:11:34.120]  但是他們在希伯來民族
[00:11:34.120 --> 00:11:36.120]  跟以前中國是很相似的
[00:11:36.120 --> 00:11:40.120]  一家人就一起合作共事生產
[00:11:40.120 --> 00:11:42.120]  因為中國都是一個農業社會
[00:11:42.120 --> 00:11:43.120]  所以農村裡面
[00:11:43.120 --> 00:11:45.120]  他們生很多小孩幹什麼
[00:11:45.120 --> 00:11:48.120]  就是有勞動人口一起配合
[00:11:48.120 --> 00:11:50.120]  原來在希伯來民族裡面
[00:11:50.120 --> 00:11:52.120]  都是這樣的
[00:11:52.120 --> 00:11:55.120]  還有父親是延續了神
[00:11:55.120 --> 00:11:58.120]  跟人類家庭愛的關係
[00:11:58.120 --> 00:12:01.120]  小孩子希伯來的民族
[00:12:01.120 --> 00:12:03.120]  從小就認識
[00:12:03.120 --> 00:12:06.120]  爸爸是家庭裡面的領導者
[00:12:06.120 --> 00:12:08.120]  是統治者
[00:12:08.120 --> 00:12:10.120]  還有是一個戰士
[00:12:10.120 --> 00:12:13.120]  因為要維護家庭的利益
[00:12:13.120 --> 00:12:16.120]  不可以被人家侵吞他們的家業
[00:12:16.120 --> 00:12:18.120]  要保護他們
[00:12:18.120 --> 00:12:20.120]  你想想你小時候出街的時候
[00:12:20.120 --> 00:12:23.120]  當你們經過突然有一隻狗
[00:12:23.120 --> 00:12:24.120]  那怎麼辦
[00:12:24.120 --> 00:12:25.120]  很害怕
[00:12:25.120 --> 00:12:26.120]  你走去哪裡
[00:12:26.120 --> 00:12:27.120]  如果爸爸在你身邊
[00:12:27.120 --> 00:12:29.120]  就走去爸爸那裡
[00:12:29.120 --> 00:12:31.120]  就好像我小時候
[00:12:31.120 --> 00:12:34.120]  我那時候是住在八鄉的
[00:12:34.120 --> 00:12:37.120]  如果當我進村的時候
[00:12:37.120 --> 00:12:39.120]  那些狗很害怕
[00:12:39.120 --> 00:12:41.120]  就走來找我
[00:12:41.120 --> 00:12:43.120]  我女兒小時候
[00:12:43.120 --> 00:12:45.120]  我帶她去街市
[00:12:45.120 --> 00:12:48.120]  她很害怕看到那些活雞
[00:12:48.120 --> 00:12:50.120]  伸個頭出來咯咯咯咯
[00:12:50.120 --> 00:12:52.120]  就要抱著我了
[00:12:52.120 --> 00:12:55.120]  原來做父親也是一個戰士
[00:12:55.120 --> 00:12:57.120]  還有
[00:12:57.120 --> 00:12:59.120]  中國人少了這件事
[00:12:59.120 --> 00:13:01.120]  原來在希伯來民族裡面
[00:13:01.120 --> 00:13:04.120]  爸爸就是大祭司
[00:13:04.120 --> 00:13:08.120]  特別沒有祭司的職份之前
[00:13:08.120 --> 00:13:10.120]  原來一家之主
[00:13:10.120 --> 00:13:13.120]  是代表了整個家族去獻祭
[00:13:13.120 --> 00:13:15.120]  獻祭給神和神建立關係
[00:13:15.120 --> 00:13:19.120]  還有爸爸是審判官
[00:13:19.120 --> 00:13:22.120]  如果孩子之間出了問題
[00:13:22.120 --> 00:13:25.120]  那吵什麼呢
[00:13:25.120 --> 00:13:27.120]  爸爸其實是去定奪
[00:13:27.120 --> 00:13:29.120]  去判斷
[00:13:29.120 --> 00:13:30.120]  在察警之前
[00:13:30.120 --> 00:13:33.120]  剛剛想哄兩個女兒
[00:13:33.120 --> 00:13:35.120]  我的孫女睡覺
[00:13:35.120 --> 00:13:36.120]  那時候
[00:13:36.120 --> 00:13:39.120]  原來他們不知道什麼時候去鬥爭
[00:13:39.120 --> 00:13:42.120]  我就告訴他們什麼事
[00:13:42.120 --> 00:13:46.120]  我會判斷誰是對的 誰是錯的
[00:13:46.120 --> 00:13:50.120]  而當他們一直這樣去看自己的父親
[00:13:50.120 --> 00:13:52.120]  到有一天
[00:13:52.120 --> 00:13:55.120]  他們自己做父親的時候
[00:13:55.120 --> 00:13:57.120]  他們都要承擔這些責任
[00:13:57.120 --> 00:14:00.120]  也讓兒女要這樣看他們
[00:14:00.120 --> 00:14:04.120]  希伯來人就很聆聽父母的話
[00:14:04.120 --> 00:14:08.120]  就視為是神賜給他們的教訓
[00:14:08.120 --> 00:14:10.120]  還有導師
[00:14:10.120 --> 00:14:13.120]  家就是認識自己
[00:14:13.120 --> 00:14:15.120]  以及認識神
[00:14:15.120 --> 00:14:17.120]  對自己期望的場所
[00:14:17.120 --> 00:14:19.120]  所以弟兄姊妹
[00:14:19.120 --> 00:14:20.120]  你有沒有想過
[00:14:20.120 --> 00:14:24.120]  原來家是要讓你的孩子認識神人
[00:14:24.120 --> 00:14:26.120]  我們一起看一段經文
[00:14:26.120 --> 00:14:29.120]  《生命記》第六章第六到第七節
[00:14:29.120 --> 00:14:31.120]  我今日所吩咐你的話
[00:14:31.120 --> 00:14:33.120]  都要記在心上
[00:14:33.120 --> 00:14:36.120]  也要因勤教訓你的兒女
[00:14:36.120 --> 00:14:37.120]  無論你坐在家裡
[00:14:37.120 --> 00:14:40.120]  行在路上 躺下 起來
[00:14:40.120 --> 00:14:42.120]  都要談論
[00:14:42.120 --> 00:14:43.120]  原來做父親的
[00:14:43.120 --> 00:14:47.120]  要好好地教導兒女認識神藥
[00:14:47.120 --> 00:14:50.120]  特別我們的弟兄
[00:14:50.120 --> 00:14:51.120]  你是一家之主
[00:14:51.120 --> 00:14:53.120]  你有沒有承擔這個責任
[00:14:53.120 --> 00:14:55.120]  我自己會有
[00:14:55.120 --> 00:14:56.120]  我到現在也有時候會分享
[00:14:56.120 --> 00:14:59.120]  一些靈修心得給我的孩子
[00:14:59.120 --> 00:15:01.120]  特別這段時間裡
[00:15:01.120 --> 00:15:02.120]  要看著我的孫子
[00:15:02.120 --> 00:15:04.120]  不過快不用看了
[00:15:04.120 --> 00:15:07.120]  因為他們都會回香港出席安息禮
[00:15:07.120 --> 00:15:10.120]  今天回來父母會照顧他
[00:15:10.120 --> 00:15:12.120]  我就更加珍惜每一晚
[00:15:12.120 --> 00:15:14.120]  跟他們一起祈禱
[00:15:14.120 --> 00:15:16.120]  一起分享
[00:15:16.120 --> 00:15:18.120]  我會講聖經的故事給他們聽
[00:15:18.120 --> 00:15:19.120]  很重要的
[00:15:19.120 --> 00:15:22.120]  所以你有沒有留意到
[00:15:22.120 --> 00:15:26.120]  今天父親有沒有好好地教導兒女
[00:15:26.120 --> 00:15:28.120]  父親的尊嚴
[00:15:28.120 --> 00:15:30.120]  深深地受他本身
[00:15:30.120 --> 00:15:33.120]  有沒有善盡己職
[00:15:33.120 --> 00:15:36.120]  是否在家庭裡成為神的代言人
[00:15:36.120 --> 00:15:39.120]  是否在傳述神的事
[00:15:39.120 --> 00:15:44.120]  是否來教導神的律法所影響
[00:15:44.120 --> 00:15:47.120]  你有沒有來影響你的孩子
[00:15:47.120 --> 00:15:51.120]  而子女對父母就要以謙遜
[00:15:51.120 --> 00:15:54.120]  相信 信服的心態
[00:15:54.120 --> 00:15:57.120]  要藉此表示孝敬
[00:15:57.120 --> 00:16:01.120]  孝敬是一種道德上的承諾
[00:16:01.120 --> 00:16:06.120]  此至要盡孝道 長久的忠誠
[00:16:06.120 --> 00:16:10.120]  在《哥羅西書》第三章第十節就有記載
[00:16:10.120 --> 00:16:13.120]  是引申舊約的教導
[00:16:13.120 --> 00:16:18.120]  兒女就要接受父母是他的老師
[00:16:18.120 --> 00:16:21.120]  因為你想想 家庭教育是很重要的
[00:16:21.120 --> 00:16:25.120]  是生命的導師 是他培育者
[00:16:25.120 --> 00:16:26.120]  最重要的是什麼
[00:16:26.120 --> 00:16:28.120]  是可以信賴的保護者
[00:16:28.120 --> 00:16:32.120]  所以你懷著一種尊敬 聽從的心
[00:16:32.120 --> 00:16:35.120]  你有領受的教導
[00:16:35.120 --> 00:16:38.120]  這就是聖經裡面所說的孝敬
[00:16:38.120 --> 00:16:42.120]  孝敬和愛是有些分別的
[00:16:42.120 --> 00:16:43.120]  要弄清楚
[00:16:43.120 --> 00:16:46.120]  我只是想和大家解釋聖經裡面的字
[00:16:46.120 --> 00:16:50.120]  孝敬和愛有什麼差距呢
[00:16:50.120 --> 00:16:53.120]  愛是什麼 是與生俱來的
[00:16:53.120 --> 00:16:58.120]  愛是會引領我們更加的親近
[00:16:58.120 --> 00:17:02.120]  孝敬是一種道德上的選擇
[00:17:02.120 --> 00:17:04.120]  很簡單舉一個例子
[00:17:04.120 --> 00:17:08.120]  如果一個父親不忠於自己的配偶
[00:17:08.120 --> 00:17:10.120]  漠視兒女的幸福
[00:17:10.120 --> 00:17:12.120]  完全沒有承擔責任
[00:17:12.120 --> 00:17:15.120]  是不是都要去孝敬他呢
[00:17:15.120 --> 00:17:17.120]  愛他呢 不是的
[00:17:17.120 --> 00:17:19.120]  這是一個道德上的選擇
[00:17:19.120 --> 00:17:23.120]  可能你可以視為一個墨路人
[00:17:23.120 --> 00:17:27.120]  那愛呢 是令你可以在一起
[00:17:27.120 --> 00:17:29.120]  是可以擁抱的
[00:17:29.120 --> 00:17:31.120]  愛是親密的 是不是
[00:17:31.120 --> 00:17:35.120]  但是孝敬呢 原來是有些距離的
[00:17:35.120 --> 00:17:37.120]  你要尊重他嘛
[00:17:37.120 --> 00:17:40.120]  宗教有一句話說 敬而什麼 遠之
[00:17:40.120 --> 00:17:43.120]  一去尊崇這個時候
[00:17:43.120 --> 00:17:45.120]  於是怎麼樣 是會有一定的距離
[00:17:45.120 --> 00:17:49.120]  所以我們可以擁抱自己的孩子
[00:17:49.120 --> 00:17:51.120]  但是在適當的時間裡面
[00:17:51.120 --> 00:17:54.120]  都是有一定的距離要教導的
[00:17:54.120 --> 00:17:56.120]  愛就是拉近了我的距離
[00:17:56.120 --> 00:17:58.120]  關係密切的
[00:17:58.120 --> 00:18:01.120]  孝敬某個程度有時候你尊重他
[00:18:01.120 --> 00:18:03.120]  特別當孩子長大的時候
[00:18:03.120 --> 00:18:05.120]  你都要尊重你的孩子
[00:18:05.120 --> 00:18:08.120]  那大家就做成一定的特定的保留
[00:18:08.120 --> 00:18:12.120]  愛是心靈的感動
[00:18:12.120 --> 00:18:15.120]  孝敬呢 是意志上面的行動
[00:18:15.120 --> 00:18:18.120]  是願意服侍事立
[00:18:18.120 --> 00:18:22.120]  但是愛和孝敬是要彼此之間有配合的
[00:18:22.120 --> 00:18:24.120]  是互相依賴的
[00:18:24.120 --> 00:18:26.120]  如果沒有愛
[00:18:26.120 --> 00:18:30.120]  這個孝敬可以變得很冷靜
[00:18:30.120 --> 00:18:32.120]  僵硬 勉強
[00:18:32.120 --> 00:18:35.120]  甚至帶來了什麼呢 怨恨的
[00:18:35.120 --> 00:18:38.120]  比如沒有了孝敬的時候
