
[00:00:00.000 --> 00:00:03.520]  好,今次我們繼續講這個罌
[00:02:08.960 --> 00:02:14.080]  然後上帝聽見他們的聲音叫了摩西出來
[00:02:14.080 --> 00:02:15.560]  然後拯救他們
[00:02:15.560 --> 00:02:17.040]  用恩典拯救了他們
[00:02:17.040 --> 00:02:19.280]  他們就能夠出埃及
[00:02:19.280 --> 00:02:21.200]  經過曠野去到西大山
[00:02:21.200 --> 00:02:24.560]  他們真正成為了上帝的子民
[00:02:24.560 --> 00:02:28.640]  這個就是出《埃及紀》20章所記載的
[00:02:28.640 --> 00:02:29.840]  講到石板
[00:02:29.840 --> 00:02:32.360]  我的主題是石板
[00:02:32.360 --> 00:02:37.720]  你記得摩西拿著兩塊石板從山那裡下來,是嗎?
[00:02:37.720 --> 00:02:38.640]  記得嗎?
[00:02:38.640 --> 00:02:41.240]  那塊石板大概是雕著什麼?
[00:02:41.240 --> 00:02:42.640]  雕著十戒,是嗎?
[00:02:42.640 --> 00:02:47.720]  就是上帝和他的子民正式來到納約的document來的
[00:02:47.720 --> 00:02:48.800]  所以有兩塊,是嗎?
[00:02:48.800 --> 00:02:49.800]  一塊是上帝的
[00:02:49.800 --> 00:02:51.600]  一塊是上帝的子民的
[00:02:51.600 --> 00:02:53.960]  大家互相去到見證的
[00:02:53.960 --> 00:02:55.360]  所以講到石板的時候
[00:02:55.360 --> 00:02:58.360]  今天我們就拿一些小石子走,好嗎?
[00:02:58.360 --> 00:03:00.040]  上一次我們有沙
[00:03:00.040 --> 00:03:03.200]  提到阿布拉罕的沙土
[00:03:03.200 --> 00:03:07.240]  就是他的後代多如海沙的那個認許
[00:03:07.240 --> 00:03:09.440]  然後上一次我們講到族長的故事
[00:03:09.440 --> 00:03:11.360]  我們拿起這個item
[00:03:11.360 --> 00:03:12.760]  就是什麼?
[00:03:12.760 --> 00:03:14.360]  那顆puzzle
[00:03:14.360 --> 00:03:18.520]  我們每個都是有破碎的碎片
[00:03:18.520 --> 00:03:20.720]  是上帝幫我們砌在一起
[00:03:20.720 --> 00:03:23.040]  以致能夠成為一個美麗的圖畫
[00:03:23.040 --> 00:03:24.720]  今次我們拿什麼呢?就是小石子
[00:03:24.720 --> 00:03:25.720]  為什麼拿小石子呢?
[00:03:25.720 --> 00:03:27.360]  因為講起律法
[00:03:27.360 --> 00:03:31.080]  上帝的子民能夠成為他自己的people的時候
[00:03:31.080 --> 00:03:33.320]  上帝就賜給他們石板
[00:03:33.320 --> 00:03:35.400]  這個石板就記載著上帝
[00:03:35.400 --> 00:03:38.440]  去引導他的子民給他們的law
[00:03:38.440 --> 00:03:40.520]  給他們的律法
[00:03:40.520 --> 00:03:43.320]  現代人我們需要先明白什麼叫做律法
[00:03:43.320 --> 00:03:44.880]  舊約裡面的律法
[00:03:44.880 --> 00:03:46.840]  law of the old testament
[00:03:46.840 --> 00:03:48.640]  因為我們想起law的時候
[00:03:48.640 --> 00:03:51.440]  法律我們就想起一些不好的東西,是嗎?
[00:03:51.440 --> 00:03:53.240]  是嗎?
[00:03:53.240 --> 00:03:58.840]  我們通常經歷所謂的law、法律
[00:03:58.840 --> 00:04:02.520]  我們就覺得心裡面不是很爽的
[00:04:02.520 --> 00:04:05.880]  兩個禮拜前我就去某個地方
[00:04:05.880 --> 00:04:08.120]  我就在街上找了一個位置
[00:04:08.120 --> 00:04:10.480]  其實我是在high park的
[00:04:10.480 --> 00:04:13.320]  我就在那裡找了一條街有一個位置
[00:04:13.320 --> 00:04:14.120]  繞來繞去
[00:04:14.120 --> 00:04:15.480]  終於找到一個位置,多好
[00:04:15.480 --> 00:04:18.880]  但是街的兩旁就有一些橙色的牌
[00:04:18.880 --> 00:04:20.640]  掛在樹上
[00:04:20.640 --> 00:04:22.640]  大家在芝加哥本地的都知道,是嗎?
[00:04:22.640 --> 00:04:26.720]  city好陰濕
[00:04:26.720 --> 00:04:28.320]  我已經繞了幾次
[00:04:28.320 --> 00:04:29.240]  我已經繞了幾次
[00:04:29.240 --> 00:04:31.840]  這邊就no parking on monday
[00:04:31.840 --> 00:04:33.720]  對面就很陰濕
[00:04:33.720 --> 00:04:37.280]  no parking on tuesday,沒錯
[00:04:37.280 --> 00:04:39.680]  no parking on monday, no parking on tuesday
[00:04:39.680 --> 00:04:43.320]  我找位置的那天就是monday
[00:04:43.320 --> 00:04:45.000]  我找到一個空位
[00:04:45.000 --> 00:04:45.960]  我已經看清楚了
[00:04:45.960 --> 00:04:47.240]  no parking on monday
[00:04:47.240 --> 00:04:48.560]  no parking on tuesday
[00:04:48.560 --> 00:04:51.240]  繞來繞去有一個U turn,然後就park了那個位置
[00:04:51.240 --> 00:04:53.880]  我說這次沒死,這個免費的位置
[00:04:53.880 --> 00:04:55.840]  因為no parking on monday
[00:04:55.840 --> 00:04:58.960]  我park的那個位置應該在哪裡?
[00:04:58.960 --> 00:05:01.240]  exactly
[00:05:01.240 --> 00:05:04.000]  我park了很安心,我說這次真的沒死
[00:05:04.000 --> 00:05:05.040]  幾個小時之後
[00:05:05.040 --> 00:05:08.040]  我回到去就拿了一張橙色的東西
[00:05:08.040 --> 00:05:09.920]  掛在玻璃窗那裡
[00:05:09.920 --> 00:05:11.840]  豈有此理,原來我出事了
[00:05:11.840 --> 00:05:15.000]  原來出事了,因為我繞來繞去的時候我亂了
[00:05:15.000 --> 00:05:22.080]  我就park了no parking on monday那邊
[00:05:22.080 --> 00:05:24.040]  我就以為我park了什麼?
[00:05:24.040 --> 00:05:26.400]  no parking on tuesday那邊
[00:05:26.400 --> 00:05:31.760]  但我找到一個位置明明是no parking on tuesday那邊
[00:05:31.760 --> 00:05:36.360]  為什麼我會park了no parking on monday那邊呢?
[00:05:36.360 --> 00:05:41.800]  所以罵人就60元
[00:05:41.800 --> 00:05:47.160]  其實不是CCTV陰濕的,是我自己大意
[00:05:47.160 --> 00:05:49.520]  我相信大家也受過這些罵,對吧?
[00:05:49.520 --> 00:05:54.560]  你心裡會覺得很大聲,經常受罵
[00:05:54.560 --> 00:05:57.080]  我心同感受
[00:05:57.080 --> 00:05:59.680]  你的反應可能就是真的很不公平
[00:05:59.680 --> 00:06:02.920]  我良民一個,我平時不犯法
[00:06:02.920 --> 00:06:04.880]  我park了位置你就罰我60元
[00:06:04.880 --> 00:06:07.520]  我對法律的感覺也不是很好
[00:06:07.520 --> 00:06:10.960]  因為通常我想起法律的時候就是懲罰
[00:06:10.960 --> 00:06:13.680]  或者法律就是陷阱
[00:06:13.680 --> 00:06:16.280]  所以有時候我們把這個concept
[00:06:16.280 --> 00:06:18.920]  我們就去了解舊約的律法
[00:06:18.920 --> 00:06:21.800]  我們回到舊約裡面有很多很長篇的律法
[00:06:21.800 --> 00:06:23.320]  我們的眼光就是覺得
[00:06:23.320 --> 00:06:25.800]  上帝當然好像那些交通警
[00:06:25.800 --> 00:06:28.440]  有沒有見過那些?那些city worker
[00:06:28.440 --> 00:06:31.800]  拿著部機,穿著衣服,然後走來走去
[00:06:31.800 --> 00:06:34.160]  他就是想抓你
[00:06:34.160 --> 00:06:39.280]  你心裡面很不滿
[00:06:39.280 --> 00:06:42.320]  但我們心裡面的律法就是這樣的
[00:06:42.320 --> 00:06:43.920]  就是懲罰
[00:06:43.920 --> 00:06:45.920]  但是我想今天告訴你
[00:06:45.920 --> 00:06:48.480]  在舊約裡面講的律法不是這樣的
[00:06:48.480 --> 00:06:50.720]  我們有那些舊的概念
[00:06:50.720 --> 00:06:53.320]  我們一定要把它delete的
[00:06:53.320 --> 00:06:55.880]  我們經常說我們不在律法之下
[00:06:55.880 --> 00:06:57.280]  我們現在在恩典之下
[00:06:57.280 --> 00:06:58.840]  你有沒有聽過這句話?
[00:06:58.840 --> 00:07:01.560]  有啊,從小到大在教會裡面都是聽一樣東西的
[00:07:01.560 --> 00:07:03.040]  we are not under the law
[00:07:03.040 --> 00:07:05.040]  we are under grace now
[00:07:05.040 --> 00:07:07.760]  以前就是律法的時代
[00:07:07.760 --> 00:07:10.800]  現在就是恩典的時代
[00:07:10.800 --> 00:07:13.360]  現在我們不講律法了,很free的
[00:07:13.360 --> 00:07:15.080]  no no,這個是舊的概念
[00:07:15.080 --> 00:07:19.440]  這個是不明白聖經,解錯聖經的一種概念
[00:07:19.440 --> 00:07:22.360]  在舊約的律法裡面講的不是一種懲罰
[00:07:22.360 --> 00:07:26.800]  它是講到上帝給我們的恩典
[00:07:26.800 --> 00:07:27.920]  所以有一個誤解
[00:07:27.920 --> 00:07:30.960]  我們就不要像畫面上那樣講
[00:07:30.960 --> 00:07:34.760]  舊約那個神就很像交通警
[00:07:34.760 --> 00:07:36.240]  很嚴的
[00:07:36.240 --> 00:07:39.400]  你一犯法,他就罰你六十塊
[00:07:39.400 --> 00:07:40.560]  罰你六百塊
[00:07:40.560 --> 00:07:42.520]  就是引頭落地
[00:07:42.520 --> 00:07:43.640]  新約那個就不是了
[00:07:43.640 --> 00:07:45.520]  新約那個講愛的,講自由的
[00:07:45.520 --> 00:07:48.920]  這個是錯誤的一個見解
[00:07:48.920 --> 00:07:50.280]  所以這裡講到
[00:07:50.280 --> 00:07:52.240]  今天想講舊約的律法
[00:07:52.240 --> 00:07:55.120]  當上帝和他的子民立約的時候
[00:07:55.120 --> 00:07:58.040]  給他們法板,給他們石板的時候
[00:07:58.040 --> 00:08:01.240]  其實那個律法是有哪幾方面需要留意的?
[00:08:01.240 --> 00:08:02.640]  第一方面
[00:08:02.640 --> 00:08:05.040]  舊約裡面的律法
[00:08:05.040 --> 00:08:09.080]  是以恩典來建立的
[00:08:09.080 --> 00:08:11.360]  是由恩典來開始的
[00:08:11.360 --> 00:08:14.000]  我們去土耳其
[00:08:14.000 --> 00:08:15.880]  我們很多時候講起土耳其的時候
[00:08:15.880 --> 00:08:16.480]  想起什麼?
[00:08:16.480 --> 00:08:19.000]  聖經的故事或者聖經的事蹟
[00:08:19.000 --> 00:08:21.600]  初期教會
[00:08:21.600 --> 00:08:22.720]  啟示六七教會
[00:08:22.720 --> 00:08:24.640]  全部都是新約的東西
[00:08:24.640 --> 00:08:28.840]  但很多時候我們忘記了舊約的土耳其
[00:08:28.840 --> 00:08:30.600]  土耳其舊約的時期
[00:08:30.600 --> 00:08:34.080]  其實是一個帝國在那裡存在的
[00:08:34.080 --> 00:08:36.680]  那個帝國叫做Hittite
[00:08:36.680 --> 00:08:38.320]  黑人帝國
[00:08:38.320 --> 00:08:41.320]  黑人,不是嚇死人,是黑人
[00:08:41.320 --> 00:08:42.920]  黑人帝國
[00:08:42.920 --> 00:08:44.960]  那些考古學家在黑人帝國
[00:08:44.960 --> 00:08:48.520]  即是今天的土耳其其中一個地方叫做Hattusa
[00:08:48.520 --> 00:08:53.880]  那裡找到當時黑人帝國的石板
[00:08:53.880 --> 00:08:56.120]  他們留下的一些文件
[00:08:56.120 --> 00:08:58.480]  是以前政府的文件
[00:08:58.480 --> 00:09:00.400]  黑人帝國大概是什麼時間呢?
[00:09:00.400 --> 00:09:02.160]  就是出埃及的時候
[00:09:02.160 --> 00:09:04.680]  大概主前1500至1200年的時候
[00:09:04.680 --> 00:09:08.960]  即是距離現在大概三千多年的時候
[00:09:08.960 --> 00:09:11.240]  當時黑人帝國Hittite Empire
[00:09:11.240 --> 00:09:15.200]  它是一個超大的superpower
[00:09:15.200 --> 00:09:19.480]  它和埃及或者其他小國有很多條約
[00:09:19.480 --> 00:09:25.440]  有很多外交的文件來往
[00:09:25.440 --> 00:09:28.280]  其中一種文件叫做Suzerain Treaty
[00:09:28.280 --> 00:09:36.280]  Suzerain Treaty
[00:09:36.280 --> 00:09:37.720]  什麼叫做Suzerain Treaty呢?
[00:09:37.720 --> 00:09:40.880]  我們中文大概也是一種不平等的條約
[00:09:40.880 --> 00:09:43.960]  即是說一個大的power和一個小的power
[00:09:43.960 --> 00:09:46.920]  大家之間有一個條約
[00:09:46.920 --> 00:09:49.920]  一個大國和一個小國之間有一個條約
[00:09:49.920 --> 00:09:51.920]  我們叫它宗主條約
[00:09:51.920 --> 00:09:53.240]  找到這些石板的時候
[00:09:53.240 --> 00:09:54.840]  翻譯出來的時候就發現
[00:09:54.840 --> 00:09:56.160]  這些石板很多時候
[00:09:56.160 --> 00:09:59.160]  一些外交文件都有一個format
[00:09:59.160 --> 00:10:02.920]  那個format就是條約開頭的時候
[00:10:02.920 --> 00:10:06.160]  那個大的王就會自稱或者介紹自己
[00:10:06.160 --> 00:10:08.160]  我就是什麼什麼Great King
[00:10:08.160 --> 00:10:10.040]  我就是Great King of Hittite
[00:10:10.040 --> 00:10:13.720]  Super Great King of Hittite
[00:10:13.720 --> 00:10:14.720]  I am Great
[00:10:14.720 --> 00:10:15.880]  我很厲害的
[00:10:15.880 --> 00:10:16.600]  很厲害的
[00:10:16.600 --> 00:10:17.480]  講了幾十句
[00:10:17.480 --> 00:10:19.000]  就是講他自己多厲害
[00:10:19.000 --> 00:10:20.440]  這個就是自我介紹
[00:10:20.440 --> 00:10:22.720]  序言preamble的地方
[00:10:22.720 --> 00:10:26.720]  然後那個格式落到下面
[00:10:26.720 --> 00:10:30.000]  那個大國大王就會和那個小王去介紹
[00:10:30.000 --> 00:10:32.400]  之前我恩代過你什麼
[00:10:32.400 --> 00:10:34.120]  你記不記得很多年前
[00:10:34.120 --> 00:10:38.080]  你被人差不多攻陷的時候
[00:10:38.080 --> 00:10:39.920]  我派兵去救你等等
[00:10:39.920 --> 00:10:41.720]  我曾經幫過你的
[00:10:41.720 --> 00:10:42.920]  我是一個大國
[00:10:42.920 --> 00:10:44.920]  我曾經恩代過你的小國
[00:10:44.920 --> 00:10:47.320]  現在我就告訴你
[00:10:47.320 --> 00:10:50.560]  What I have already done for you
[00:10:50.560 --> 00:10:53.480]  以前我曾經為你做過的好事
[00:10:53.480 --> 00:10:56.240]  所以到第三部分
[00:10:56.240 --> 00:11:00.560]  現在你應該怎樣和我建立關係
[00:11:00.560 --> 00:11:01.880]  你是一個小國
[00:11:01.880 --> 00:11:05.000]  你應該怎樣回應我對你的恩典
[00:11:05.000 --> 00:11:07.920]  然後就有很多條款列出來了
[00:11:07.920 --> 00:11:10.200]  然後到最後第四部分
[00:11:10.200 --> 00:11:12.720]  就是一些祝福和奏座的語句
[00:11:12.720 --> 00:11:14.520]  就是說如果你是faithful的話
[00:11:14.520 --> 00:11:16.520]  我就會繼續祝福你
[00:11:16.520 --> 00:11:17.880]  如果你不faithful的話
[00:11:17.880 --> 00:11:19.000]  你反背我的話
[00:11:19.000 --> 00:11:20.880]  那你就麻煩了
[00:11:20.880 --> 00:11:25.240]  我就會來打你
[00:11:25.240 --> 00:11:28.160]  就是祝福和奏座
[00:11:28.160 --> 00:11:32.360]  大概這樣的條約的形式
[00:11:32.360 --> 00:11:34.360]  我們找回的時候
[00:11:34.360 --> 00:11:35.320]  我們就發現
[00:11:35.320 --> 00:11:38.960]  《翻開聖經》就是舊約律法的格式
[00:11:38.960 --> 00:11:42.000]  雖然舊約五經裡面記載十誡
[00:11:42.000 --> 00:11:43.280]  或者不同的條約的時候
[00:11:43.280 --> 00:11:46.680]  用一個故事式來記載
[00:11:46.680 --> 00:11:48.360]  但是裡面有很多的元素
[00:11:48.360 --> 00:11:52.120]  其實是和《舊約律法》很有關係的
[00:11:52.120 --> 00:11:55.680]  並且它的格式是跟著這樣寫的
[00:11:55.680 --> 00:11:59.080]  你記得十誡第一誡是什麼
[00:11:59.080 --> 00:12:01.960]  「除了我以外,不可有別的神」
[00:12:01.960 --> 00:12:02.960]  我們小學開始
[00:12:02.960 --> 00:12:05.120]  如果是接觸教會的
[00:12:05.120 --> 00:12:06.720]  我們就會背這些東西
[00:12:06.720 --> 00:12:07.720]  第一誡
[00:12:07.720 --> 00:12:10.520]  「There is none other than God himself」
[00:12:10.520 --> 00:12:12.560]  「除了我以外,不可有別的神」
[00:12:12.560 --> 00:12:13.560]  然後第二誡就是
[00:12:13.560 --> 00:12:15.760]  「不可以雕刻偶像」等等
[00:12:15.760 --> 00:12:18.240]  我們就說背十誡
[00:12:18.240 --> 00:12:20.800]  但其實十誡那一段
[00:12:20.800 --> 00:12:22.000]  《出埃及傑》第二十章
[00:12:22.000 --> 00:12:23.280]  開始的時候不是
[00:12:23.280 --> 00:12:25.560]  「除了我以外,不可有別的神」
[00:12:25.560 --> 00:12:27.640]  你記得是怎樣開始的
[00:12:27.640 --> 00:12:30.120]  是「我是耶和華你的神」
[00:12:30.120 --> 00:12:31.680]  「我是耶和華你的神」
[00:12:31.680 --> 00:12:36.840]  曾將你從埃及地遺老之家領出來
[00:12:36.840 --> 00:12:37.760]  只是這兩句說話
[00:12:37.760 --> 00:12:41.440]  其實就是跟著Suzerain Trini的格式
[00:12:41.440 --> 00:12:44.440]  第一句是說什麼
[00:12:44.440 --> 00:12:46.360]  「我是」
[00:12:46.360 --> 00:12:48.080]  「I am the Lord your God」
[00:12:48.080 --> 00:12:51.400]  「I am Yahweh your Lord your God」
[00:12:51.400 --> 00:12:52.960]  「我就是耶和華你的神」
[00:12:52.960 --> 00:12:54.240]  「我就介紹我自己」
[00:12:54.240 --> 00:12:55.800]  「我是一個怎樣的神」
[00:12:55.800 --> 00:12:58.880]  當然這個就不像那些客人的帝王
[00:12:58.880 --> 00:13:01.560]  在自己煲自己
[00:13:01.560 --> 00:13:02.880]  或者讚自己
[00:13:02.880 --> 00:13:03.760]  「我是多麼偉大」
[00:13:03.760 --> 00:13:04.520]  「我是多麼厲害」
[00:13:04.520 --> 00:13:05.880]  好像今天那些國家領導人
[00:13:05.880 --> 00:13:07.800]  讚到自己「笨」
[00:13:07.800 --> 00:13:12.280]  「落花流水」
[00:13:12.280 --> 00:13:13.400]  其實他不是的
[00:13:13.400 --> 00:13:15.240]  他虛報自己
[00:13:15.240 --> 00:13:17.160]  是 propaganda 而已
[00:13:17.160 --> 00:13:18.720]  但聖經裡面就很簡單地說
[00:13:18.720 --> 00:13:21.160]  「我是耶和華你的神」
[00:13:21.160 --> 00:13:22.880]  然後第二句
[00:13:22.880 --> 00:13:26.160]  其實是按照Suzerain Trini的第二部分
[00:13:26.160 --> 00:13:28.640]  就是「我曾經為你做過什麼」
[00:13:28.640 --> 00:13:35.000]  「我曾經將你從埃及地領出來」
[00:13:35.000 --> 00:13:36.160]  大家記得那個故事
[00:13:36.160 --> 00:13:37.320]  到創世紀最後的時候
[00:13:37.320 --> 00:13:38.640]  他們下了埃及
[00:13:38.640 --> 00:13:39.960]  是不是因為他們很好
[00:13:39.960 --> 00:13:41.120]  是不是那些希伯來人
[00:13:41.120 --> 00:13:43.080]  他們很乖、很聰明
[00:13:43.080 --> 00:13:46.440]  他們是世上最好的人
[00:13:46.440 --> 00:13:49.560]  最仁慈、最良善的人
[00:13:49.560 --> 00:13:51.640]  所以上帝救他們
[00:13:51.640 --> 00:13:53.320]  不是的
[00:13:53.320 --> 00:13:55.680]  上帝是用恩典去救他們
[00:13:55.680 --> 00:13:58.040]  不是因為你值得救你
[00:13:58.040 --> 00:13:59.640]  而是因為「我是耶和華」
[00:13:59.640 --> 00:14:04.080]  「我用恩手將你從埃及領出來」
[00:14:04.080 --> 00:14:05.960]  不是跟你講條件
[00:14:05.960 --> 00:14:06.840]  是因為我愛你
[00:14:06.840 --> 00:14:08.880]  所以我拯救你出來
[00:14:08.880 --> 00:14:10.440]  將你領出來
[00:14:10.440 --> 00:14:13.080]  這兩個說話就是跟這個格式的
[00:14:13.080 --> 00:14:15.320]  就是說我已經將你拯救了
[00:14:15.320 --> 00:14:18.280]  現在你已經有一個新的身份
[00:14:18.280 --> 00:14:20.320]  被我恩典拯救出來的時候
[00:14:20.320 --> 00:14:22.000]  你應該如何生活呢
[00:14:22.000 --> 00:14:24.560]  所以拯救恩典是在前的
[00:14:24.560 --> 00:14:26.040]  然後所謂的律法
[00:14:26.040 --> 00:14:27.800]  其實是指引
[00:14:27.800 --> 00:14:30.440]  是從恩典流出來告訴他們
[00:14:30.440 --> 00:14:34.120]  你們現在應該要如何生活
[00:14:34.120 --> 00:14:35.760]  所以我們不要再說
[00:14:35.760 --> 00:14:39.000]  現在不在律法的時代
[00:14:39.000 --> 00:14:40.560]  那是舊約的事
[00:14:40.560 --> 00:14:41.840]  現在新約我們不講律法
[00:14:41.840 --> 00:14:42.920]  我們只講恩典
[00:14:42.920 --> 00:14:44.240]  這是錯誤的觀念
[00:14:44.240 --> 00:14:46.600]  因為舊約裡面十誡開始的時候
[00:14:46.600 --> 00:14:48.240]  已經是從恩典開始
[00:14:48.240 --> 00:14:50.800]  上帝拯救你
[00:14:50.800 --> 00:14:52.040]  我們今天新約的信徒
[00:14:52.040 --> 00:14:55.040]  我們知道在基督裡面拯救了你
[00:14:55.040 --> 00:14:57.600]  你應該有一個新的身份
[00:14:57.600 --> 00:14:59.560]  所以你應該如何去生活
[00:14:59.560 --> 00:15:02.240]  這些就是律法的條款
[00:15:02.240 --> 00:15:04.320]  所以不是說我做好一點
[00:15:04.320 --> 00:15:05.280]  守好律法
[00:15:05.280 --> 00:15:06.880]  我就能夠成為神的子民
[00:15:06.880 --> 00:15:08.640]  應該相反
[00:15:08.640 --> 00:15:10.920]  我現在已經因著上帝的恩典
[00:15:10.920 --> 00:15:12.040]  我成為上帝的子民
[00:15:12.040 --> 00:15:15.120]  有一個新的身份
[00:15:15.120 --> 00:15:19.160]  所以我現在應該要如何生活
[00:15:19.160 --> 00:15:21.080]  等於我的兒子
[00:15:21.080 --> 00:15:22.680]  我兒子二十多歲了
[00:15:22.680 --> 00:15:29.680]  他百分之九十九點九都很乖
[00:15:29.680 --> 00:15:31.480]  很乖
[00:15:31.480 --> 00:15:34.280]  因為他乖所以成為我的兒子
[00:15:34.280 --> 00:15:36.440]  但因為他明白他是我的兒子
[00:15:36.440 --> 00:15:39.440]  所以他應該生活如此
[00:15:39.440 --> 00:15:41.440]  有我們的家規
[00:15:41.440 --> 00:15:44.560]  或者我們家的文化
[00:15:44.560 --> 00:15:47.560]  所以今天譬如我們飛去土耳其
[00:15:47.560 --> 00:15:49.000]  我們有幾個電影節目
[00:15:49.000 --> 00:15:52.440]  我們要去機場
[00:15:52.440 --> 00:15:55.000]  他就自己幫忙
[00:15:55.000 --> 00:15:57.000]  他說我載你
[00:15:57.000 --> 00:15:59.280]  嘩 多好
[00:15:59.280 --> 00:16:00.400]  多好
[00:16:00.400 --> 00:16:01.760]  當然如果他開車不好
[00:16:01.760 --> 00:16:03.240]  我就會覺得害怕
[00:16:03.240 --> 00:16:04.440]  但我知道他開車OK的
[00:16:04.440 --> 00:16:05.560]  他開車很好
[00:16:05.560 --> 00:16:07.720]  所以說真的好
[00:16:07.720 --> 00:16:08.520]  他免費載我
[00:16:08.520 --> 00:16:11.800]  不用搭Uber
[00:16:11.800 --> 00:16:15.280]  非常好
[00:16:15.280 --> 00:16:17.280]  因為他有這個身份
[00:16:17.280 --> 00:16:19.080]  所以他如此行
[00:16:19.080 --> 00:16:20.320]  不是說我載你
[00:16:20.320 --> 00:16:20.960]  如果我載你
[00:16:20.960 --> 00:16:22.200]  載得我乖的話
[00:16:22.200 --> 00:16:23.120]  我就做你的兒子
[00:16:23.120 --> 00:16:23.680]  如果不乖
[00:16:23.680 --> 00:16:25.120]  我就做你的五翼仔
[00:16:25.120 --> 00:16:25.840]  你趕我走
[00:16:25.840 --> 00:16:27.160]  不
[00:16:27.160 --> 00:16:29.080]  上帝的子民和上帝的關係都是一樣
[00:16:29.080 --> 00:16:31.040]  用恩典來開始
[00:16:31.040 --> 00:16:31.800]  第二方面
[00:16:31.800 --> 00:16:33.800]  這些律法
[00:16:33.800 --> 00:16:36.760]  雖然好像和我們文化沒什麼關係
[00:16:36.760 --> 00:16:41.040]  講那些東西大部分都是和古代的社會有關
[00:16:41.040 --> 00:16:42.280]  不過
[00:16:42.280 --> 00:16:44.520]  其實律法的精義是什麼呢
