
[00:00:00.000 --> 00:00:01.680]  各位親愛的姐妹 大家好
[00:02:21.440 --> 00:02:26.280]  越來越強操控了亞洲、非洲、拉丁美洲的經濟資源
[00:02:26.280 --> 00:02:30.640]  有色的人種甚至淪為奴隸
[00:02:30.640 --> 00:02:33.080]  任他們買賣
[00:02:33.080 --> 00:02:36.480]  再近一點看看日本
[00:02:36.480 --> 00:02:38.640]  以前是鎖國的
[00:02:38.640 --> 00:02:41.880]  但當明治維新的改革開放成功了
[00:02:41.880 --> 00:02:46.400]  他們的工業、科技、軍事各方面都突飛猛進
[00:02:46.400 --> 00:02:49.480]  做事辛勃勃,要大展拳腳
[00:02:50.880 --> 00:02:53.680]  他們提出以大和民族做中心
[00:02:53.680 --> 00:02:57.960]  建構一個共存共榮的亞太新秩序
[00:02:57.960 --> 00:03:03.360]  這就是大東亞共榮圈的偉大藍圖
[00:03:03.360 --> 00:03:06.080]  1905年
[00:03:06.080 --> 00:03:10.760]  日本殲滅了俄國的波萊的海艦隊之後
[00:03:10.760 --> 00:03:13.560]  更加覺得自己大國崛起
[00:03:13.560 --> 00:03:15.560]  於是心力更加雄
[00:03:15.560 --> 00:03:18.000]  就部署吞併中國
[00:03:19.040 --> 00:03:20.960]  雄霸世界的大計
[00:03:20.960 --> 00:03:22.760]  到今天
[00:03:22.760 --> 00:03:25.560]  5G技術來到
[00:03:25.560 --> 00:03:27.360]  5G年代來臨
[00:03:27.360 --> 00:03:31.280]  其實一場演算法的科技戰已經展開了
[00:03:31.280 --> 00:03:35.080]  誰能夠最全面掌握大數據
[00:03:35.080 --> 00:03:38.400]  誰就有能力操控人類的活動
[00:03:38.400 --> 00:03:40.560]  成為真正的王者
[00:03:40.560 --> 00:03:45.200]  我不是反科學、反文明、反發展
[00:03:46.560 --> 00:03:49.320]  我們今天可以在不同地方參加崇拜
[00:03:49.320 --> 00:03:51.160]  這都是靠科技
[00:03:51.160 --> 00:03:54.000]  我只是想問一件事
[00:03:54.000 --> 00:03:56.000]  技術的進步
[00:03:56.000 --> 00:03:57.720]  物質的文明
[00:03:57.720 --> 00:04:03.040]  除了帶給我們所期待的幸福安穩
[00:04:03.040 --> 00:04:08.160]  會不會同時也帶來了鬥爭和混亂
[00:04:08.160 --> 00:04:12.200]  到底上帝創造我們的時候
[00:04:12.200 --> 00:04:14.640]  有沒有告訴我們
[00:04:16.280 --> 00:04:16.920]  怎樣生活
[00:04:16.920 --> 00:04:19.040]  才是對我們最好的
[00:04:19.040 --> 00:04:21.920]  但今天我們要看這兩段經文
[00:04:21.920 --> 00:04:24.040]  或許可以給我們一些答案
[00:04:24.040 --> 00:04:26.600]  在進入經文之前
[00:04:26.600 --> 00:04:29.640]  我鼓勵大家都打開自己的神經
[00:04:29.640 --> 00:04:31.840]  又或者留意程序表的經文
[00:04:31.840 --> 00:04:36.120]  首先我們看看《創世紀》十一章
[00:04:36.120 --> 00:04:37.840]  一至九節這一段
[00:04:37.840 --> 00:04:40.760]  這一段裏面我們看和合本的版本
[00:04:40.760 --> 00:04:42.680]  經文是這樣說的
[00:04:42.680 --> 00:04:45.240]  他說哪時傳遞只有一種預言
[00:04:45.840 --> 00:04:47.320]  都說一樣的話
[00:04:47.320 --> 00:04:49.400]  他們向東遷移
[00:04:49.400 --> 00:04:52.840]  和修本有只有兩個字
[00:04:52.840 --> 00:04:54.600]  其實原文是沒有只有兩個字的
[00:04:54.600 --> 00:04:58.360]  新漢語譯本跟大家看看
[00:04:58.360 --> 00:04:59.240]  新漢語譯本
[00:04:59.240 --> 00:05:03.160]  它是說哪時傳遞預言一樣
[00:05:03.160 --> 00:05:07.080]  話語相同
[00:05:07.080 --> 00:05:07.640]  就這麼多
[00:05:07.640 --> 00:05:10.440]  吳小嘉應該相信
[00:05:10.440 --> 00:05:12.720]  傳遞不是指全世界
[00:05:13.960 --> 00:05:17.360]  最可能是指某一個大範圍的地區
[00:05:17.360 --> 00:05:20.040]  如果我們看上一章
[00:05:20.040 --> 00:05:22.160]  記載羅亞的兒子阿咸
[00:05:22.160 --> 00:05:23.880]  阿閃的後裔的時候
[00:05:23.880 --> 00:05:27.600]  經文是重複強調他們
[00:05:27.600 --> 00:05:28.640]  其實已經是怎樣呢
[00:05:28.640 --> 00:05:30.840]  各有自己的宗族
[00:05:30.840 --> 00:05:31.960]  預言
[00:05:31.960 --> 00:05:33.640]  土地和國家
[00:05:33.640 --> 00:05:35.760]  我們再想想
[00:05:35.760 --> 00:05:37.880]  如果他們
[00:05:37.880 --> 00:05:39.240]  向東遷移的他們
[00:05:39.240 --> 00:05:41.800]  就是指全世界的人
[00:05:42.960 --> 00:05:44.040]  他們起乘來做什麼
[00:05:44.040 --> 00:05:46.640]  做什麼人才要防衛呢
[00:05:46.640 --> 00:05:52.240]  建塔為自己立名還傻
[00:05:52.240 --> 00:05:54.960]  獅子老虎會不會見到這座塔
[00:05:54.960 --> 00:05:57.280]  就跪下崇拜你的威名呢
[00:05:57.280 --> 00:05:59.800]  不會
[00:05:59.800 --> 00:06:02.000]  所以最合理解釋就是
[00:06:02.000 --> 00:06:03.360]  其實是在說
[00:06:03.360 --> 00:06:05.560]  其中一個宗族的遷移
[00:06:05.560 --> 00:06:07.480]  因為他們各有自己的預言
[00:06:07.480 --> 00:06:09.960]  同一族群是說同一個話的
[00:06:11.000 --> 00:06:13.480]  第二節他們向東遷移
[00:06:13.480 --> 00:06:14.600]  在士那平原
[00:06:14.600 --> 00:06:17.320]  安居樂業
[00:06:17.320 --> 00:06:20.600]  他們向東遷移
[00:06:20.600 --> 00:06:23.760]  更加證明他們原本只是聚居在士那
[00:06:23.760 --> 00:06:25.480]  西面
[00:06:25.480 --> 00:06:27.280]  某一個地區的族群
[00:06:27.280 --> 00:06:30.240]  而不是住在全地的全人類
[00:06:30.240 --> 00:06:33.040]  經文特別指出
[00:06:33.040 --> 00:06:34.320]  向東
[00:06:34.320 --> 00:06:36.040]  其實很有意思
[00:06:36.040 --> 00:06:38.520]  在猶太人的傳統
[00:06:38.520 --> 00:06:40.080]  東面其實
[00:06:40.720 --> 00:06:42.040]  是比較負面的含義
[00:06:42.040 --> 00:06:44.680]  大家還記得
[00:06:44.680 --> 00:06:46.360]  那個人離開耶華的面的時候
[00:06:46.360 --> 00:06:47.280]  是向東走的
[00:06:47.280 --> 00:06:49.000]  羅德
[00:06:49.000 --> 00:06:51.480]  搬到滅亡之城索多瑪
[00:06:51.480 --> 00:06:54.000]  也是向東遷移的
[00:06:54.000 --> 00:06:57.280]  那士那是什麼地方呢
[00:06:57.280 --> 00:07:00.880]  士那就是美索不達米亞的南部
[00:07:00.880 --> 00:07:04.280]  包括今天的伊拉克首都
[00:07:04.280 --> 00:07:04.840]  巴格達
[00:07:04.840 --> 00:07:07.280]  到波斯灣一帶
[00:07:07.280 --> 00:07:09.880]  就是古代巴比倫的範圍
[00:07:11.640 --> 00:07:12.800]  在《塞加利亞書》
[00:07:12.800 --> 00:07:14.280]  《啟示錄》
[00:07:14.280 --> 00:07:18.400]  巴比倫是以表同上帝為敵的勢力
[00:07:18.400 --> 00:07:21.160]  他們選擇平原落腳
[00:07:21.160 --> 00:07:22.800]  其實
[00:07:22.800 --> 00:07:26.840]  表明了他們不單止要追求更加穩定的生活
[00:07:26.840 --> 00:07:30.200]  也都是想要一個更加大的發展空間
[00:07:30.200 --> 00:07:32.360]  那究竟他們想做些什麼呢
[00:07:32.360 --> 00:07:34.000]  第三節
[00:07:34.000 --> 00:07:36.600]  他們要做第一件事就是
[00:07:36.600 --> 00:07:38.560]  做磚
[00:07:39.840 --> 00:07:41.560]  他們彼此商量說來呀
[00:07:41.560 --> 00:07:42.920]  你看看
[00:07:42.920 --> 00:07:44.560]  他們很主動的
[00:07:44.560 --> 00:07:46.560]  從頭到尾
[00:07:46.560 --> 00:07:49.280]  都是按照他們的計劃行事的
[00:07:49.280 --> 00:07:52.320]  他們很有planning(計劃)
[00:07:52.320 --> 00:07:54.160]  要做磚
[00:07:54.160 --> 00:07:56.320]  做磚似乎沒什麼特別
[00:07:56.320 --> 00:07:57.240]  有什麼偉大
[00:07:57.240 --> 00:07:58.960]  但是
[00:07:58.960 --> 00:08:01.360]  在這段敘事裡面
[00:08:01.360 --> 00:08:03.560]  磚其實是一個重點來的
[00:08:03.560 --> 00:08:08.080]  從人類的發展進程來看
[00:08:09.040 --> 00:08:10.200]  城市的出現
[00:08:10.200 --> 00:08:14.200]  是人類進入文明社會的一個標誌
[00:08:14.200 --> 00:08:17.680]  要建造城市和高大房屋
[00:08:17.680 --> 00:08:20.200]  是需要堅實的建築材料
[00:08:20.200 --> 00:08:22.120]  最堅實就是石
[00:08:22.120 --> 00:08:24.880]  但是石材的開採和運輸
[00:08:24.880 --> 00:08:26.720]  就很不容易
[00:08:26.720 --> 00:08:28.920]  也都很貴
[00:08:28.920 --> 00:08:32.440]  如果要大規模的興建城市
[00:08:32.440 --> 00:08:35.920]  就需要更加方便的建築材料
[00:08:35.920 --> 00:08:37.840]  就發明了磚
[00:08:39.120 --> 00:08:40.440]  根據考古學的發現
[00:08:40.440 --> 00:08:42.120]  最早的磚
[00:08:42.120 --> 00:08:45.720]  的確是在美索不達米亞出現
[00:08:45.720 --> 00:08:48.720]  這個還加上一句
[00:08:48.720 --> 00:08:50.760]  把磚燒頭
[00:08:50.760 --> 00:08:54.760]  燒頭是在強調功序的反覆
[00:08:54.760 --> 00:08:56.840]  需要反覆加熱的
[00:08:56.840 --> 00:09:00.200]  根據前蘇聯物理學家
[00:09:00.200 --> 00:09:01.880]  卡達舍夫的研究
[00:09:01.880 --> 00:09:04.920]  他說判斷人類早期文明的程度
[00:09:04.920 --> 00:09:07.320]  是可以用一個文明
[00:09:07.920 --> 00:09:10.600]  能夠把火燒到什麼溫度來衡量的
[00:09:10.600 --> 00:09:14.360]  如果能夠把火燒到攝氏一千度
[00:09:14.360 --> 00:09:18.800]  這個文明就有條件進入青銅器時代
[00:09:18.800 --> 00:09:22.000]  如果燒到一千三到一千五度
[00:09:22.000 --> 00:09:24.560]  就可以踏入鐵器時代了
[00:09:24.560 --> 00:09:27.080]  第三次說什麼
[00:09:27.080 --> 00:09:30.440]  他說他們就拿磚當石頭
[00:09:30.440 --> 00:09:34.800]  如果要把磚燒到可以當石頭那樣用
[00:09:34.800 --> 00:09:37.680]  就要加熱到一千三度
[00:09:38.240 --> 00:09:40.040]  已經達到鐵器時代的溫度
[00:09:40.040 --> 00:09:42.680]  他們的科技不簡單
[00:09:42.680 --> 00:09:46.760]  他們又拿柏又當泥漿
[00:09:46.760 --> 00:09:48.800]  這些不是一般的水泥
[00:09:48.800 --> 00:09:51.920]  是要技術加工提煉出來的東西
[00:09:51.920 --> 00:09:55.040]  他們既然掌握到這種技術
[00:09:55.040 --> 00:09:57.280]  他就可以放膽
[00:09:57.280 --> 00:09:59.760]  在士拿平原
[00:09:59.760 --> 00:10:02.720]  建造龐大的工程
[00:10:02.720 --> 00:10:04.480]  第四節
[00:10:04.480 --> 00:10:06.720]  他們做什麼呢
[00:10:07.600 --> 00:10:08.520]  他們說來呀
[00:10:08.520 --> 00:10:11.400]  讓我們建造一座城和一座塔
[00:10:11.400 --> 00:10:12.560]  塔頂通天
[00:10:12.560 --> 00:10:14.600]  我們要為自己立名
[00:10:14.600 --> 00:10:17.840]  免得我們分散在全地上
[00:10:17.840 --> 00:10:21.640]  他們規劃了一個非常宏大的願景
[00:10:21.640 --> 00:10:23.960]  隨著建築材料
[00:10:23.960 --> 00:10:26.160]  技術的進步
[00:10:26.160 --> 00:10:28.480]  就帶動到我們建築技術
[00:10:28.480 --> 00:10:30.200]  建築的突破
[00:10:30.200 --> 00:10:34.360]  這些成就令他們充滿了自信
[00:10:36.480 --> 00:10:39.360]  其實建造城和建造塔是什麼意思
[00:10:39.360 --> 00:10:42.840]  城是橫向的擴張
[00:10:42.840 --> 00:10:45.800]  塔是中向的伸展
[00:10:45.800 --> 00:10:50.840]  他們是從中橫兩個向擴張他們的境界
[00:10:50.840 --> 00:10:54.760]  而且城和塔各有功能
[00:10:54.760 --> 00:10:58.760]  我們看清楚這句話
[00:10:58.760 --> 00:11:00.360]  有什麼功能呢
[00:11:00.360 --> 00:11:03.040]  城的目的
[00:11:03.920 --> 00:11:07.120]  是為了免得我們分散在全地上
[00:11:07.120 --> 00:11:09.080]  很有趣的一句話
[00:11:09.080 --> 00:11:12.320]  就是一頭一尾是一組
[00:11:12.320 --> 00:11:13.240]  中間是一組
[00:11:13.240 --> 00:11:17.600]  做一座城就是為了免得我們分散在全地上
[00:11:17.600 --> 00:11:20.240]  其實我們知道城有兩個功能
[00:11:20.240 --> 00:11:22.600]  一個就是防衛
[00:11:22.600 --> 00:11:24.960]  保護自己免受攻擊
[00:11:24.960 --> 00:11:29.360]  第二個就是控制
[00:11:29.360 --> 00:11:31.760]  城有多大
[00:11:33.080 --> 00:11:36.800]  他們能夠到達的範圍有多大
[00:11:36.800 --> 00:11:40.480]  塔有什麼意思呢
[00:11:40.480 --> 00:11:45.360]  其實一座塔的目的就是為自己立名
[00:11:45.360 --> 00:11:53.920]  如果要建一座塔頂通天的塔
[00:11:53.920 --> 00:11:56.080]  這個目光有多高
[00:11:56.080 --> 00:11:58.920]  但技術要求是非常不簡單
[00:11:58.920 --> 00:12:01.840]  我們只要日光之下無新事
[00:12:01.840 --> 00:12:03.080]  今天也是一樣
[00:12:03.080 --> 00:12:07.880]  其實建築物就是反映出城市文明的程度和經濟的實力
[00:12:07.880 --> 00:12:10.160]  我們去旅行的時候
[00:12:10.160 --> 00:12:14.840]  可能我們登上當地最高的地標性建築物
[00:12:14.840 --> 00:12:17.240]  它通常都會有寫什麼呢
[00:12:17.240 --> 00:12:19.440]  這個是全球第幾高的
[00:12:19.440 --> 00:12:22.560]  現在最高就是
[00:12:22.560 --> 00:12:24.400]  杜拜的哈里發塔
[00:12:24.400 --> 00:12:27.920]  它這麼有名是因為它是全球最高
[00:12:27.920 --> 00:12:29.920]  其實今天也是一樣
[00:12:31.760 --> 00:12:32.760]  建高塔
[00:12:32.760 --> 00:12:34.600]  為自己立名
[00:12:34.600 --> 00:12:38.600]  是顯示我們自己的實力
[00:12:38.600 --> 00:12:40.600]  無論是科技的實力
[00:12:40.600 --> 00:12:42.120]  經濟的實力
[00:12:42.120 --> 00:12:43.720]  文明的成就
[00:12:43.720 --> 00:12:46.240]  大家要留意的是什麼呢
[00:12:46.240 --> 00:12:48.720]  為自己立名
[00:12:48.720 --> 00:12:50.440]  避免分散
[00:12:50.440 --> 00:12:54.640]  這些構想並不是一兩個人的想法
[00:12:54.640 --> 00:12:58.600]  是他們商量得出的方案
[00:13:00.240 --> 00:13:04.160]  即是說這是一個集體的意志
[00:13:04.160 --> 00:13:08.320]  做這些事的背後有一個強大的推動力
[00:13:08.320 --> 00:13:11.400]  是一個趨勢
[00:13:11.400 --> 00:13:14.880]  第五到第七節
[00:13:14.880 --> 00:13:17.240]  很有趣
[00:13:17.240 --> 00:13:20.680]  他又說江南要看世人所做的城和塔
[00:13:20.680 --> 00:13:22.800]  又說
[00:13:22.800 --> 00:13:25.720]  看看他們成了同一個民族
[00:13:25.720 --> 00:13:26.800]  都是一樣的語言
[00:13:26.800 --> 00:13:29.960]  只是他們的開始而已
[00:13:30.640 --> 00:13:32.560]  現在他們想要做什麼事
[00:13:32.560 --> 00:13:34.560]  沒有什麼可以攔阻他們
[00:13:34.560 --> 00:13:36.600]  來吧 我們下去
[00:13:36.600 --> 00:13:38.960]  在那裡變亂他們的語言
[00:13:38.960 --> 00:13:41.040]  使他們彼此語言不通
[00:13:41.040 --> 00:13:44.360]  最初讀到巴培塔的事件
[00:13:44.360 --> 00:13:48.360]  我覺得神好像很無聊
[00:13:48.360 --> 00:13:49.720]  很小器
[00:13:49.720 --> 00:13:51.920]  他不看人的成就
[00:13:51.920 --> 00:13:53.160]  只看人的工程
[00:13:53.160 --> 00:13:59.040]  神是否不喜歡大城
[00:13:59.840 --> 00:14:00.840]  不喜歡高塔
[00:14:00.840 --> 00:14:04.520]  怕那些高大建築物威脅到他
[00:14:04.520 --> 00:14:09.160]  塔頂通天
[00:14:09.160 --> 00:14:10.520]  好像很厲害
[00:14:10.520 --> 00:14:13.000]  其實這四個字很諷刺性
[00:14:13.000 --> 00:14:16.880]  正正就是凸顯了人的渺小
[00:14:16.880 --> 00:14:20.120]  塔頂通天是什麼畫面
[00:14:20.120 --> 00:14:21.760]  就是背景是一個天
[00:14:21.760 --> 00:14:23.800]  前面是一座高塔
[00:14:23.800 --> 00:14:25.400]  指向天多厲害
[00:14:26.720 --> 00:14:31.000]  這是在人地上低角度向上望的畫面
[00:14:31.000 --> 00:14:39.600]  人只是在地上去看這個世界
[00:14:39.600 --> 00:14:42.400]  都不需要去到神的角度
[00:14:42.400 --> 00:14:46.120]  只要在飛機上或航拍望下來的時候
[00:14:46.120 --> 00:14:48.320]  無論這個塔有多高
[00:14:48.320 --> 00:14:51.720]  其實是平面的一點
[00:14:51.720 --> 00:14:54.160]  連立體的影都看不到
[00:14:54.160 --> 00:14:56.560]  經文告訴我們
[00:14:56.840 --> 00:15:00.200]  神從來沒有關注到這個城有多大
[00:15:00.200 --> 00:15:01.360]  這個塔有多高
[00:15:01.360 --> 00:15:03.840]  第八第九節很清楚
[00:15:03.840 --> 00:15:05.880]  神的心意是什麼
[00:15:05.880 --> 00:15:07.520]  神的心意就是
[00:15:07.520 --> 00:15:11.560]  他們分散在全地面上
[00:15:11.560 --> 00:15:15.480]  第八第九節講了兩次這句話
[00:15:15.480 --> 00:15:18.080]  上帝為什麼要這樣做
[00:15:18.080 --> 00:15:21.000]  理由很簡單
[00:15:21.000 --> 00:15:24.480]  你看看上帝創造世界的時候的心意是怎樣
[00:15:25.400 --> 00:15:26.880]  創造世界的一章二十八節
[00:15:26.880 --> 00:15:28.160]  大家可以看到
[00:15:28.160 --> 00:15:29.800]  神是怎樣
[00:15:29.800 --> 00:15:31.480]  神照著他的形象
[00:15:31.480 --> 00:15:33.480]  又懂得做人之後賜福給人
[00:15:33.480 --> 00:15:37.280]  對人的吩咐是要生養眾多
[00:15:37.280 --> 00:15:39.480]  遍滿地面
[00:15:39.480 --> 00:15:40.680]  治理這地
[00:15:40.680 --> 00:15:44.280]  不是治理一部分的地方
[00:15:44.280 --> 00:15:49.120]  我們的視野是上帝所創造的全世界
[00:15:49.120 --> 00:15:51.400]  而且是要遍滿地面
[00:15:51.400 --> 00:15:53.560]  但我們看看這班人怎樣講
[00:15:53.560 --> 00:15:54.320]  第四節
[00:15:55.320 --> 00:15:58.600]  他們說「你讓我們造一座城一座塔」
[00:15:58.600 --> 00:16:01.280]  造城的意思是什麼
[00:16:01.280 --> 00:16:04.360]  「免得我們分散在全地面上」
[00:16:04.360 --> 00:16:09.000]  他們是要跟上帝的創造計劃打對台
[00:16:09.000 --> 00:16:10.840]  問題在那裡
[00:16:10.840 --> 00:16:13.080]  不是座塔有多高
[00:16:13.080 --> 00:16:15.040]  不單止是這樣
[00:16:15.040 --> 00:16:16.760]  你看清楚這句話
[00:16:16.760 --> 00:16:21.320]  其實還有一個非常自私的含義
[00:16:21.320 --> 00:16:24.280]  短短一句的經文
[00:16:25.520 --> 00:16:27.520]  「我們」這個字出現了多少次
[00:16:27.520 --> 00:16:30.240]  加上「自己」
[00:16:30.240 --> 00:16:32.000]  這麼短的經文
[00:16:32.000 --> 00:16:34.600]  每句都是在講我們和我們自己
[00:16:34.600 --> 00:16:39.680]  城和塔的建造有一個很重要的目的
[00:16:39.680 --> 00:16:42.360]  就是要集中
[00:16:42.360 --> 00:16:44.480]  鞏固自己的力量
[00:16:44.480 --> 00:16:47.560]  和標榜自己了不起的成就
[00:16:47.560 --> 00:16:51.440]  上帝看透人心
[00:16:51.440 --> 00:16:53.720]  總之第六節所講
[00:16:55.760 --> 00:16:56.720]  你又說什麼
[00:16:56.720 --> 00:16:58.200]  他們
[00:16:58.200 --> 00:17:01.160]  這個只是開始而已
[00:17:01.160 --> 00:17:03.520]  還有下文的
[00:17:03.520 --> 00:17:06.240]  因為上帝知道他們怎樣想事
[00:17:06.240 --> 00:17:07.520]  怎樣發展
[00:17:07.520 --> 00:17:09.800]  當他們用領先的技術
[00:17:09.800 --> 00:17:13.280]  成功建造他們所要的城和塔之後
[00:17:13.280 --> 00:17:16.040]  他們就會更加深厚
[00:17:16.040 --> 00:17:19.280]  野心更加大
[00:17:19.280 --> 00:17:21.520]  沒有東西可以再阻擋他們
[00:17:21.520 --> 00:17:23.720]  所以上帝說什麼
[00:17:24.040 --> 00:17:25.320]  他們所要做任何的事
[00:17:25.320 --> 00:17:26.520]  沒有東西可以攔阻他們
[00:17:26.520 --> 00:17:29.720]  他們要建立的
[00:17:29.720 --> 00:17:32.120]  是一種以自己做中心
[00:17:32.120 --> 00:17:34.440]  只有一個民族
[00:17:34.440 --> 00:17:36.040]  一樣語言的
[00:17:36.040 --> 00:17:38.520]  唯我獨尊的發展模式
[00:17:38.520 --> 00:17:43.320]  如果這個世界一直走下去的時候
[00:17:43.320 --> 00:17:45.120]  會怎樣
[00:17:45.120 --> 00:17:47.760]  在開始的時候我們看到
[00:17:47.760 --> 00:17:49.440]  人類其實是在追求這樣東西
[00:17:49.440 --> 00:17:51.720]  是不是
[00:17:52.480 --> 00:17:54.520]  擺和民族做中心
[00:17:54.520 --> 00:17:55.880]  一個民族而已
[00:17:55.880 --> 00:18:00.760]  整個世界最好統一了語言
[00:18:00.760 --> 00:18:02.160]  唯我獨尊
[00:18:02.160 --> 00:18:06.520]  其實上帝不願意人繼續這樣走這條路
[00:18:06.520 --> 00:18:07.520]  第七節
[00:18:07.520 --> 00:18:10.640]  他說來我們要變亂他們的口音
[00:18:10.640 --> 00:18:14.040]  使他們語言不忠
[00:18:14.040 --> 00:18:14.600]  亂呢
[00:18:14.600 --> 00:18:16.320]  變亂這個字非常有意思
[00:18:16.320 --> 00:18:18.400]  希伯來文
[00:18:18.400 --> 00:18:20.440]  變亂子音的排列是什麼呢
[00:18:20.440 --> 00:18:21.920]  就是NBL
[00:18:22.880 --> 00:18:23.680]  和磚
[00:18:23.680 --> 00:18:24.880]  磚頭這個磚
[00:18:24.880 --> 00:18:26.920]  的子音序列
[00:18:26.920 --> 00:18:28.600]  LBN
[00:18:28.600 --> 00:18:29.960]  剛剛相反
[00:18:29.960 --> 00:18:33.200]  所以似乎要告訴我們
[00:18:33.200 --> 00:18:36.880]  人類的科技成就其實是很脆弱的
[00:18:36.880 --> 00:18:40.480]  人用自己的方法追求輕盛
[00:18:40.480 --> 00:18:41.680]  繁榮穩定
[00:18:41.680 --> 00:18:44.520]  只會令人更大的混亂
[00:18:44.520 --> 00:18:46.800]  這個不是真正的福
[00:18:46.800 --> 00:18:48.640]  唯有神
[00:18:48.640 --> 00:18:50.360]  才是真正
[00:18:50.360 --> 00:18:51.720]  賜福的主宰
[00:18:53.280 --> 00:18:55.080]  我們看完十二章的時候
[00:18:55.080 --> 00:18:56.520]  我們更加清楚神的心意
[00:18:56.520 --> 00:18:59.880]  創世史十二章的經文是說什麼呢
[00:18:59.880 --> 00:19:01.600]  就是神
[00:19:01.600 --> 00:19:02.960]  賜福阿伯蘭
[00:19:02.960 --> 00:19:04.400]  呼召他
[00:19:04.400 --> 00:19:05.480]  這個很熟悉的經文
[00:19:05.480 --> 00:19:08.720]  剛才李牧師已經讀了
[00:19:08.720 --> 00:19:12.000]  我想大家留意一下
[00:19:12.000 --> 00:19:13.920]  多有趣的現象是什麼呢
[00:19:13.920 --> 00:19:16.560]  神要阿伯蘭做的
[00:19:16.560 --> 00:19:20.280]  正正就是建造巴別塔的人所做的事情
[00:19:21.920 --> 00:19:24.240]  他們都是要離開自己的地方
[00:19:24.240 --> 00:19:26.280]  是不是
[00:19:26.280 --> 00:19:27.320]  但是
[00:19:27.320 --> 00:19:31.360]  阿伯蘭離開自己本族本家
[00:19:31.360 --> 00:19:33.360]  不是自己選擇去哪裡走
[00:19:33.360 --> 00:19:34.600]  向東走還是向西走
[00:19:34.600 --> 00:19:38.000]  或者說定居在自己所看中的平原
[00:19:38.000 --> 00:19:42.080]  而是去上帝所要指示他的地方去
[00:19:42.080 --> 00:19:44.560]  上帝阿伯蘭的吩咐
[00:19:44.560 --> 00:19:47.560]  正正就是把巴別塔的唯我獨尊模式
[00:19:47.560 --> 00:19:51.400]  扭轉到以神為中心的一個模式
[00:19:52.880 --> 00:19:53.840]  第二次他說什麼呢
[00:19:53.840 --> 00:19:55.720]  我必使你成為大國
[00:19:55.720 --> 00:19:57.560]  我必賜福給你
[00:19:57.560 --> 00:19:59.280]  使你的名為大
[00:19:59.280 --> 00:20:03.680]  神賜給阿伯蘭的福分
[00:20:03.680 --> 00:20:08.000]  正正也是建造巴別塔的人所要追求的成就
[00:20:08.000 --> 00:20:09.720]  他們建造城
[00:20:09.720 --> 00:20:11.200]  想成為大國
[00:20:11.200 --> 00:20:13.040]  他們想建造塔
[00:20:13.040 --> 00:20:14.520]  要傳揚他們的名字
[00:20:14.520 --> 00:20:16.920]  但是
[00:20:16.920 --> 00:20:20.240]  神是不是不願意別人成為大國
