
[00:00:00.000 --> 00:00:01.500]  各位收聽節目 早晨
[00:08:25.360 --> 00:08:27.500]  我說沒有神存在 甚麼甚麼甚麼說
[00:08:27.500 --> 00:08:31.000]  我說 不過我們聖父 聖子 聖靈
[00:08:31.000 --> 00:08:33.680]  三位一體的神 大家都是這樣信的
[00:08:33.680 --> 00:08:36.320]  不過你呢 就叫做Holy Ghost
[00:08:36.320 --> 00:08:38.900]  你們知不知道 他們不是叫Holy Spirit
[00:08:38.900 --> 00:08:40.520]  他們叫Holy Ghost
[00:08:40.520 --> 00:08:42.900]  Ghost是甚麼 是鬼
[00:08:42.900 --> 00:08:45.420]  但中文呢 他們譯做聖神的
[00:08:45.420 --> 00:08:47.420]  不是譯做聖鬼的
[00:08:47.420 --> 00:08:49.300]  他們仍然是天主
[00:08:49.300 --> 00:08:51.100]  接著就是聖子
[00:08:51.100 --> 00:08:53.260]  接著就是聖神 是不是
[00:08:53.260 --> 00:08:56.320]  但是呢 他們不譯Ghost做鬼的
[00:08:56.320 --> 00:08:59.020]  其實Ghost是一個古老的英文字
[00:08:59.020 --> 00:09:00.660]  是Spirit的意思
[00:09:00.660 --> 00:09:03.380]  所以我們說Holy Spirit很正常的
[00:09:03.380 --> 00:09:04.920]  而希臘文裏面呢
[00:09:04.920 --> 00:09:07.420]  聖經的原文希臘文 不是拉丁文
[00:09:07.420 --> 00:09:10.400]  天主教的聖經很多時候用拉丁文是有它的原因的
[00:09:10.400 --> 00:09:11.960]  因為羅馬天主教嘛
[00:09:11.960 --> 00:09:13.820]  那個不是正本來的
[00:09:13.820 --> 00:09:15.660]  正本是希臘文 它都知道的了
[00:09:15.660 --> 00:09:20.000]  希臘文那個是Numa 是Spirit
[00:09:20.000 --> 00:09:23.060]  那我呢 我說不過 我開始來了
[00:09:23.060 --> 00:09:27.100]  我說不過 你們對瑪利亞呢
[00:09:27.100 --> 00:09:30.720]  當她是神那樣敬拜 這件事我不接受
[00:09:31.500 --> 00:09:34.640]  開始挑戰她了
[00:09:34.640 --> 00:09:38.120]  不過我態度當然好 最重要是態度好
[00:09:38.120 --> 00:09:41.920]  我真是很有心想和她聊天 分享的
[00:09:41.920 --> 00:09:45.320]  她說呢
[00:09:45.320 --> 00:09:52.040]  你承不承認瑪利亞是聖殿呢
[00:09:52.040 --> 00:09:54.160]  瑪利亞是聖殿
[00:09:54.160 --> 00:09:55.880]  你知不知道為甚麼她會這樣說
[00:09:55.880 --> 00:09:59.620]  因為神在哪裏住就是聖殿
[00:09:59.620 --> 00:10:02.060]  對不對呀 我有沒有講過類似的東西
[00:10:02.060 --> 00:10:05.180]  皇帝住的地方就是皇宮
[00:10:05.180 --> 00:10:09.180]  你管他住哪裏 總而言之就應該叫做皇宮
[00:10:09.180 --> 00:10:10.820]  不過如果他落難的時候
[00:10:10.820 --> 00:10:13.900]  那間皇宮或者那間房子肯定是差的
[00:10:13.900 --> 00:10:17.840]  就是Symbolically皇帝在哪裏住就是皇宮來的 是不是
[00:10:17.840 --> 00:10:21.700]  那隻狗住哪裏就是狗窩來的 是不是
[00:10:21.700 --> 00:10:27.820]  最糟糕是不知道是誰幫了她
[00:10:27.820 --> 00:10:29.260]  突然間有人找我
[00:10:30.100 --> 00:10:32.520]  我心裏面有一句聖經出來
[00:10:32.520 --> 00:10:33.800]  聖經是甚麼
[00:10:33.800 --> 00:10:37.740]  先不說這裏 我說瑪利亞是聖殿
[00:10:37.740 --> 00:10:40.360]  我知道她講甚麼的 我知道她的意思是甚麼的
[00:10:40.360 --> 00:10:46.020]  我說其實瑪利亞只是一個工具 你不要介意我
[00:10:46.020 --> 00:10:48.760]  我只是說你不要介意我 瑪利亞是一個工具來的
[00:10:48.760 --> 00:10:50.380]  知不知道甚麼是工具
[00:10:50.380 --> 00:10:51.860]  她很醒目
[00:10:51.860 --> 00:10:55.220]  這個張姑娘 我問她姓甚麼 她沒有拿她的電話
[00:10:55.220 --> 00:10:59.240]  她說你和我都是工具而已
[00:10:59.760 --> 00:11:00.560]  是嗎
[00:11:00.560 --> 00:11:05.560]  是呀 我們做神的僕人 她也是神的僕人 我也是神的僕人
[00:11:05.560 --> 00:11:09.240]  是神給我們機會去服侍她
[00:11:09.240 --> 00:11:12.740]  我們是一個 so to speak 是一個工具 是不是
[00:11:12.740 --> 00:11:17.060]  是一個工具透過我們可以能夠將福音傳出去
[00:11:17.060 --> 00:11:20.720]  唉 我應該再給她一次聖經補充一下
[00:11:20.720 --> 00:11:24.160]  她說 豈不知你們的身體就是聖靈的殿嗎
[00:11:24.160 --> 00:11:27.160]  即是聖靈是從神而來 住在你們裏頭的
[00:11:27.160 --> 00:11:29.220]  是嗎
[00:11:29.660 --> 00:11:33.660]  如果她說瑪利亞是聖殿 所以可以去拜祂的話
[00:11:33.660 --> 00:11:35.560]  那我和你都可以受敬拜
[00:11:35.560 --> 00:11:39.480]  因為保羅親口 聖經親口說我們都是聖靈的殿 對不對
[00:11:39.480 --> 00:11:42.560]  因為神的靈住在我們裏面 所以我們是聖殿
[00:11:42.560 --> 00:11:44.920]  但是保羅說這句話的目的是甚麼
[00:11:44.920 --> 00:11:47.120]  即是我們要愛護我們的身體
[00:11:47.120 --> 00:11:50.040]  不要用我們的身體去做敗壞的事情
[00:11:50.040 --> 00:11:53.580]  成為了敗壞的奴僕的用具 是不是
[00:11:53.580 --> 00:11:56.920]  同一樣東西可以用到好的 同一樣東西可以用到不好的
[00:11:56.920 --> 00:11:59.920]  你拿著一把刀可以切菜 拿著一把刀可以斬人 對不對
[00:11:59.920 --> 00:12:04.220]  是嗎 你拿著一輛車可以去車人
[00:12:04.220 --> 00:12:07.260]  你可以拿著一輛車又可以去車人
[00:12:07.260 --> 00:12:09.360]  去車人那種車人
[00:12:09.360 --> 00:12:11.800]  拿著一輛車亂撞去車人 行不行
[00:12:11.800 --> 00:12:13.360]  拿著一輛車去打劫行不行
[00:12:13.360 --> 00:12:16.680]  這輛車是甚麼事 你只是用這輛車去打劫而已
[00:12:16.680 --> 00:12:17.840]  是嗎
[00:12:17.840 --> 00:12:22.760]  他將聖殿
[00:12:22.760 --> 00:12:26.000]  就變成可以敬拜了
[00:12:26.320 --> 00:12:28.880]  這不就是正正的錯誤嗎
[00:12:28.880 --> 00:12:32.000]  我不是在詆毀天主教
[00:12:32.000 --> 00:12:34.760]  我真的很盼望大家去談一下
[00:12:34.760 --> 00:12:37.160]  因為我是由一年級到大學預科
[00:12:37.160 --> 00:12:40.920]  還是因為要讀書的緣故 要讀天主教的道理
[00:12:40.920 --> 00:12:43.520]  接著讀神學的時候都要讀天主教的道理
[00:12:43.520 --> 00:12:46.120]  所以我是明白錯誤在哪裏
[00:12:46.120 --> 00:12:48.360]  將一些物質的東西變成了
[00:12:48.360 --> 00:12:50.800]  就神聖了它去敬拜它 是不是
[00:12:50.800 --> 00:12:54.000]  又弄個像出來 跪在瑪利亞面前祈禱
[00:12:54.000 --> 00:12:57.280]  我有問他 瑪利亞自己說的
[00:12:57.280 --> 00:12:59.320]  這裏我跟他說的 對話當中
[00:12:59.320 --> 00:13:00.560]  我說瑪利亞自己說的
[00:13:00.560 --> 00:13:02.520]  他說我心尊主為大
[00:13:02.520 --> 00:13:06.560]  我靈以神我的救主為樂 是不是
[00:13:06.560 --> 00:13:08.840]  這個是聖經說的
[00:13:08.840 --> 00:13:12.960]  瑪利亞說以神我的救主為樂
[00:13:12.960 --> 00:13:14.280]  瑪利亞是不是要救主
[00:13:14.280 --> 00:13:15.520]  要不要
[00:13:15.520 --> 00:13:19.520]  祂祈甚麼禱 瑪利亞的祈禱
[00:13:19.520 --> 00:13:22.920]  我心尊主為大 我靈 我的靈
[00:13:22.920 --> 00:13:25.080]  以神我的救主為樂
[00:13:25.080 --> 00:13:26.800]  我說在天主教的教義裏面
[00:13:26.800 --> 00:13:30.400]  瑪利亞是無原罪的 是不是
[00:13:30.400 --> 00:13:32.200]  無原罪的 瑪利亞
[00:13:32.200 --> 00:13:34.440]  有沒有人聽過這個無原罪的 瑪利亞 是不是
[00:13:34.440 --> 00:13:36.840]  他無原罪就是無罪 對不對
[00:13:36.840 --> 00:13:38.320]  他愛救主來做甚麼 我問他
[00:13:38.320 --> 00:13:40.800]  當然我不是這個態度
[00:13:40.800 --> 00:13:42.800]  很斯文 很溫柔的
[00:13:42.800 --> 00:13:45.280]  是不是
[00:13:45.280 --> 00:13:47.680]  我們大家分享而已
[00:13:47.680 --> 00:13:49.400]  用聖經來談而已 對不對
[00:13:49.400 --> 00:13:51.320]  我不是說我們基督教的道理是這樣
[00:13:51.320 --> 00:13:53.160]  不是 我用聖經來問他
[00:13:53.160 --> 00:13:57.560]  我盼望他既然都信聖經的時候
[00:13:57.560 --> 00:14:00.280]  神透過聖經的華語跟他聊天
[00:14:00.280 --> 00:14:03.200]  真的
[00:14:03.200 --> 00:14:05.240]  我還說多了一些東西
[00:14:05.240 --> 00:14:06.320]  還有其他東西可以說的
[00:14:06.320 --> 00:14:08.720]  不過不行了 要說回這篇了
[00:14:08.720 --> 00:14:11.280]  你不知道為甚麼你說他說這些
[00:14:11.280 --> 00:14:12.440]  其實是有原因的
[00:14:12.440 --> 00:14:13.360]  為甚麼呢
[00:14:13.360 --> 00:14:16.920]  因為整個詩篇第二篇裏面
[00:14:16.920 --> 00:14:18.880]  那個重要的人物是誰
[00:14:19.240 --> 00:14:21.520]  詩篇第一篇就是說我和你
[00:14:21.520 --> 00:14:22.800]  一個信神的人
[00:14:22.800 --> 00:14:25.080]  是一個異人
[00:14:25.080 --> 00:14:26.640]  是異人甚麼意思
[00:14:26.640 --> 00:14:30.840]  即是我們不會去做那些犯罪作惡的事情
[00:14:30.840 --> 00:14:32.120]  不從惡人的計謀
[00:14:32.120 --> 00:14:33.400]  不站在罪人的道路
[00:14:33.400 --> 00:14:35.240]  不坐薛萬仁的座位
[00:14:35.240 --> 00:14:36.120]  那些我們不不不
[00:14:36.120 --> 00:14:37.440]  No No No Say No
[00:14:37.440 --> 00:14:39.280]  是要選擇的
[00:14:39.280 --> 00:14:42.440]  我們要有這樣的心智去選擇離開那些東西
[00:14:42.440 --> 00:14:44.880]  但是唯獨喜愛耶華的律法
[00:14:44.880 --> 00:14:47.680]  晝夜思想 弟兄姊妹 是不是
[00:14:47.680 --> 00:14:49.000]  晝夜思想代表了甚麼
[00:14:49.000 --> 00:14:52.160]  還要加上有行動表現去遵守
[00:14:52.160 --> 00:14:54.920]  不遵守神的話語是沒有福的
[00:14:54.920 --> 00:14:56.200]  我今早靈修的時候
[00:14:56.200 --> 00:14:57.320]  其中一節聖經
[00:14:57.320 --> 00:14:58.280]  就是講到
[00:14:58.280 --> 00:15:00.280]  我們在生命記的那裏
[00:15:00.280 --> 00:15:01.760]  講到就是要遵守
[00:15:01.760 --> 00:15:02.960]  這樣就有福氣
[00:15:02.960 --> 00:15:05.360]  所以福真的是我們選擇的
[00:15:05.360 --> 00:15:09.400]  不是說那些福就會自己福臨門的
[00:15:09.400 --> 00:15:10.240]  福臨來的
[00:15:10.240 --> 00:15:12.520]  不是的
[00:15:12.520 --> 00:15:16.480]  如果我們是信神的話語
[00:15:16.480 --> 00:15:18.560]  我們要遵行神的話語
[00:15:18.560 --> 00:15:20.560]  福氣就來臨的了
[00:15:20.560 --> 00:15:22.440]  平安就來臨的了
[00:15:22.440 --> 00:15:23.680]  喜樂就來臨的了
[00:15:23.680 --> 00:15:25.680]  我不是說經常笑口常開
[00:15:25.680 --> 00:15:27.680]  正如我有時候我都笑不出來
[00:15:27.680 --> 00:15:29.800]  當我遇到一些弟兄姊妹
[00:15:29.800 --> 00:15:33.120]  或者譬如好像正如我說
[00:15:33.120 --> 00:15:36.640]  2月23號 26號連續兩天
[00:15:36.640 --> 00:15:38.640]  有兩個弟兄的父親離世
[00:15:38.640 --> 00:15:40.480]  你叫我怎麼笑得下
[00:15:40.480 --> 00:15:42.960]  在那幾天裏面我心情都不好
[00:15:42.960 --> 00:15:43.760]  是不是
[00:15:43.760 --> 00:15:45.760]  心情都不是好的
[00:15:46.760 --> 00:15:49.400]  但我正如在喪禮裏面我都說
[00:15:49.400 --> 00:15:50.720]  我為他們感恩
[00:15:50.720 --> 00:15:51.520]  感恩是什麽
[00:15:51.520 --> 00:15:54.520]  因為他們兩個都接受了主耶穌做救主
[00:15:54.520 --> 00:15:56.520]  我能夠感恩
[00:15:56.520 --> 00:15:59.760]  心裏面是有那種感恩的心
[00:15:59.760 --> 00:16:01.760]  我可以安慰他
[00:16:01.760 --> 00:16:04.320]  在這個詩篇第二篇
[00:16:04.320 --> 00:16:05.920]  重點重心是什麽
[00:16:05.920 --> 00:16:08.720]  講到那些人要攻擊神
[00:16:08.720 --> 00:16:12.960]  攻擊神的兒子尼塞亞
[00:16:12.960 --> 00:16:14.960]  攻擊耶穌基督
[00:16:15.480 --> 00:16:16.760]  我可以告訴你
[00:16:16.760 --> 00:16:18.160]  我大膽地說
[00:16:18.160 --> 00:16:20.920]  天主教其實就是在攻擊尼塞亞
[00:16:20.920 --> 00:16:22.560]  你知道為什麽我這樣說嗎
[00:16:22.560 --> 00:16:25.560]  因為神只是叫我們要敬拜獨一的真神
[00:16:25.560 --> 00:16:26.560]  對不對
[00:16:26.560 --> 00:16:29.560]  聖父、聖子、聖靈獨一的真神
[00:16:29.560 --> 00:16:32.960]  而他再放一個瑪利亞出來叫你敬拜
[00:16:32.960 --> 00:16:34.360]  是不是有問題
[00:16:34.360 --> 00:16:35.680]  大家有沒有去天主教
[00:16:35.680 --> 00:16:36.160]  我去啊
[00:16:36.160 --> 00:16:37.160]  我以前經常去
[00:16:37.160 --> 00:16:38.560]  我天天都去
[00:16:38.560 --> 00:16:39.760]  每次去其中一件事
[00:16:39.760 --> 00:16:41.760]  我要做就是跪在瑪利亞的面前
[00:16:41.760 --> 00:16:43.560]  像的面前當然是
[00:16:43.560 --> 00:16:46.560]  在唸瑪利亞經
[00:16:46.560 --> 00:16:47.560]  因為要唸經
[00:16:47.560 --> 00:16:49.560]  萬福瑪利亞滿披聖寵者主義
[00:16:49.560 --> 00:16:50.560]  以女中夷為責美
[00:16:50.560 --> 00:16:51.960]  以多次耶穌病為責美
[00:16:51.960 --> 00:16:53.560]  天主聖母瑪利亞
[00:16:53.560 --> 00:16:55.960]  這個是聖母經裏面其中一個對不對
[00:16:55.960 --> 00:16:57.360]  天主聖母瑪利亞
[00:16:57.360 --> 00:16:58.560]  什麽叫天主聖母瑪利亞
[00:16:58.560 --> 00:17:01.760]  就是Mary Mother of God
[00:17:01.760 --> 00:17:03.160]  你知道嗎
[00:17:03.160 --> 00:17:04.360]  有沒有聽過
[00:17:04.360 --> 00:17:05.960]  有沒有人會唸這個
[00:17:05.960 --> 00:17:06.760]  有沒有記得
[00:17:06.760 --> 00:17:07.760]  有沒有印象
[00:17:07.760 --> 00:17:09.760]  天主聖母瑪利亞
[00:17:09.760 --> 00:17:11.360]  英文的譯本就很清楚
[00:17:11.360 --> 00:17:12.760]  英文的講法是什麽
[00:17:12.760 --> 00:17:14.960]  Mother of God
[00:17:14.960 --> 00:17:17.960]  她是Mother of God
[00:17:17.960 --> 00:17:22.360]  你會不會當瑪利亞是神的母親
[00:17:22.360 --> 00:17:25.360]  瑪利亞是一個蒙福的女人
[00:17:25.360 --> 00:17:27.760]  所以我和這個張姑娘
[00:17:27.760 --> 00:17:30.360]  我說瑪利亞是蒙福的
[00:17:30.360 --> 00:17:31.760]  是聖潔的
[00:17:31.760 --> 00:17:32.760]  是不是
