
[00:00:00.000 --> 00:00:02.200]  好 或者我們開始正道之先的時侯
[00:02:08.920 --> 00:02:11.720]  左邊的是受到責備
[00:02:11.720 --> 00:02:14.240]  不過我們要看整段時間
[00:02:14.240 --> 00:02:17.240]  不是山羊就不好
[00:02:17.240 --> 00:02:20.840]  因為山羊都可以成為一份獻祭的禮物
[00:02:20.840 --> 00:02:22.320]  是無殘缺的
[00:02:22.320 --> 00:02:27.240]  或者左邊右邊 如果記得亞哥約翰的媽媽
[00:02:27.240 --> 00:02:29.520]  他有一次和主耶穌說
[00:02:29.520 --> 00:02:32.240]  將你德國降臨那段時間
[00:02:32.240 --> 00:02:33.520]  不是去到德國
[00:02:33.520 --> 00:02:35.200]  是將你德國降臨那段時間
[00:02:35.200 --> 00:02:38.640]  他希望兒子一個在你左邊
[00:02:38.640 --> 00:02:40.120]  一個在你右邊
[00:02:40.120 --> 00:02:41.720]  不是一個要得到尊崇
[00:02:41.720 --> 00:02:43.320]  一個得到奏助 不是的
[00:02:43.320 --> 00:02:44.800]  是一個在左邊
[00:02:44.800 --> 00:02:47.920]  一個在右邊 同樣蒙受你的恩典
[00:02:47.920 --> 00:02:51.560]  所以在我們看這個比喻的那段時間
[00:02:51.560 --> 00:02:54.360]  我們不會偏執分左分右
[00:02:54.360 --> 00:02:55.160]  綿羊和山羊
[00:02:55.160 --> 00:02:57.080]  重點不在這裏
[00:02:57.080 --> 00:03:00.000]  重點就是原來在中美那段時間
[00:03:00.000 --> 00:03:02.520]  主會進行審判
[00:03:02.520 --> 00:03:05.320]  事實上在猶太人的傳統裏面
[00:03:05.320 --> 00:03:07.480]  因為在白天那段時間
[00:03:07.480 --> 00:03:09.520]  牧羊人牧羊那段時間
[00:03:09.520 --> 00:03:13.760]  是綿羊和山羊一起牧放的
[00:03:13.760 --> 00:03:16.720]  不過因為在巴勒斯坦的地方
[00:03:16.720 --> 00:03:18.320]  溫差比較大
[00:03:18.320 --> 00:03:21.720]  特別早晚 冬天那段時間更加厲害
[00:03:21.720 --> 00:03:24.920]  所以每逢到晚上那段時間
[00:03:24.920 --> 00:03:26.840]  牧羊人為了更愛護
[00:03:26.840 --> 00:03:29.720]  記住 是更愛護那些山羊
[00:03:29.720 --> 00:03:30.960]  他們會怎樣
[00:03:30.960 --> 00:03:33.240]  因為山羊的毛比較少
[00:03:33.240 --> 00:03:34.840]  禦寒能力比較低
[00:03:34.840 --> 00:03:37.320]  所以要特別將牠分別出來
[00:03:37.320 --> 00:03:39.600]  要特別的照顧
[00:03:39.600 --> 00:03:43.560]  所以我們看到原來山羊是特別照顧的
[00:03:43.560 --> 00:03:44.680]  我再一次講
[00:03:44.680 --> 00:03:45.880]  在這個比喻當中
[00:03:45.880 --> 00:03:47.720]  重點不是綿羊
[00:03:47.720 --> 00:03:48.840]  不是山羊
[00:03:48.840 --> 00:03:50.000]  不是左邊
[00:03:50.000 --> 00:03:51.120]  不是右邊
[00:03:51.120 --> 00:03:53.720]  重點是在中末那段時間
[00:03:53.720 --> 00:03:57.000]  主會進行審判
[00:03:57.000 --> 00:04:00.720]  或者我繼續去看這個比喻
[00:04:00.720 --> 00:04:02.720]  剛才我讀聖經那段時間
[00:04:02.720 --> 00:04:06.000]  第三十一至三十三節這樣說
[00:04:06.000 --> 00:04:07.200]  當人子
[00:04:07.200 --> 00:04:08.680]  記住是人子
[00:04:08.680 --> 00:04:10.480]  人子不代表你和我
[00:04:10.480 --> 00:04:11.600]  代表主 是不是?
[00:04:11.600 --> 00:04:15.880]  當人子在寶座上那段時間
[00:04:15.880 --> 00:04:17.720]  萬民都要聚集
[00:04:17.720 --> 00:04:20.080]  他要將牠們分別出來
[00:04:20.080 --> 00:04:22.280]  綿羊、山羊、左邊、右邊
[00:04:22.280 --> 00:04:23.720]  在這裏告訴我們
[00:04:23.720 --> 00:04:26.880]  原來主是會進行審判的
[00:04:26.880 --> 00:04:30.040]  在中末那段時間去進行審判
[00:04:30.040 --> 00:04:33.360]  當主將綿羊、山羊分開那段時間
[00:04:33.360 --> 00:04:35.600]  正是為這個中末的審判
[00:04:35.600 --> 00:04:39.400]  去揭開這個序幕
[00:04:39.400 --> 00:04:41.600]  在這個中末的審判比喻當中
[00:04:41.600 --> 00:04:44.720]  有幾點我們要特別的留意
[00:04:44.720 --> 00:04:46.080]  第一件事
[00:04:46.080 --> 00:04:49.400]  我們要知道審判的對象
[00:04:49.400 --> 00:04:50.480]  雖然說萬民
[00:04:50.480 --> 00:04:52.520]  但這個綿羊和山羊
[00:04:52.520 --> 00:04:55.120]  都是牧羊人所帶領的那段時間
[00:04:55.120 --> 00:04:56.800]  所以有些聖經學者這樣說
[00:04:56.800 --> 00:04:59.240]  這個審判是怎樣呢?
[00:04:59.240 --> 00:05:02.560]  是在說主所牧羊的群羊
[00:05:02.560 --> 00:05:03.960]  用現代術語
[00:05:03.960 --> 00:05:06.480]  即是在教會的會中
[00:05:06.480 --> 00:05:09.480]  審判由神的家開始
[00:05:09.480 --> 00:05:10.800]  這個審判就是
[00:05:10.800 --> 00:05:15.120]  你和我在教會裏面每一個的弟兄姊妹
[00:05:15.120 --> 00:05:17.200]  第二件事我們要留意的就是
[00:05:17.200 --> 00:05:19.280]  誰有這個能力
[00:05:19.280 --> 00:05:21.000]  誰有這個權柄
[00:05:21.000 --> 00:05:23.640]  去進行或者施行這個審判呢?
[00:05:23.640 --> 00:05:25.440]  聖經很清楚告訴我們
[00:05:25.440 --> 00:05:28.400]  祂說只有坐在寶座上的
[00:05:28.400 --> 00:05:30.040]  才能夠有這個權柄
[00:05:30.040 --> 00:05:32.880]  將義人和罪人分出來
[00:05:32.880 --> 00:05:38.000]  並且作出恰如其分的審判
[00:05:38.000 --> 00:05:41.800]  這件事我們要記得非常清楚
[00:05:41.800 --> 00:05:43.360]  我相信在這段時間
[00:05:43.360 --> 00:05:44.960]  五個多月了
[00:05:44.960 --> 00:05:46.960]  我留意大家的周刊
[00:05:46.960 --> 00:05:49.560]  真的很欣賞梁化堂
[00:05:49.560 --> 00:05:51.800]  其實對整個社會有很多的關心
[00:05:51.800 --> 00:05:53.480]  來到代表事項
[00:05:53.480 --> 00:05:56.360]  都為這個社會有很多的問題
[00:05:56.360 --> 00:06:00.560]  為很多人的心靈軟弱
[00:06:00.560 --> 00:06:01.880]  或者很多的撕裂
[00:06:01.880 --> 00:06:04.360]  很多的困惑當中去作守望
[00:06:04.360 --> 00:06:08.320]  現在來到這個星期十一月廿四日
[00:06:08.320 --> 00:06:10.320]  應該再過一個星期的時間
[00:06:10.320 --> 00:06:12.640]  就會有這個選舉
[00:06:12.640 --> 00:06:15.800]  我看到梁化堂是很愛這個世界
[00:06:15.800 --> 00:06:16.600]  很愛這個
[00:06:16.600 --> 00:06:19.240]  愛世界不是代表世界就要丟
[00:06:19.240 --> 00:06:22.080]  是神給我們一個使命
[00:06:22.080 --> 00:06:25.520]  要愛我們所在的城市
[00:06:25.520 --> 00:06:28.760]  為我們城市去守望
[00:06:28.760 --> 00:06:30.240]  在那段時間
[00:06:30.240 --> 00:06:32.680]  我再看回這個城市的那段時間
[00:06:32.680 --> 00:06:38.160]  我留意到香港已經變得面目全非
[00:06:38.160 --> 00:06:40.480]  很多時我和很多人聊天的那段時間
[00:06:40.480 --> 00:06:43.040]  他都有一個這樣的感嘆
[00:06:43.040 --> 00:06:44.520]  他說現在這個香港
[00:06:44.520 --> 00:06:47.480]  不是我認識的香港
[00:06:47.480 --> 00:06:49.120]  你同不同意嗎?
[00:06:49.120 --> 00:06:50.760]  他說現在這個香港
[00:06:50.760 --> 00:06:52.560]  不是我認識的香港
[00:06:52.560 --> 00:06:55.560]  不是我生長的香港
[00:06:55.560 --> 00:06:56.720]  這種的撕裂
[00:06:56.720 --> 00:06:59.920]  不單在社會裏面帶來撕裂
[00:06:59.920 --> 00:07:01.440]  在家庭裏面
[00:07:01.440 --> 00:07:03.080]  我聽很多個案
[00:07:03.080 --> 00:07:04.240]  很多人分享
[00:07:04.240 --> 00:07:06.560]  家裏因為大家不同的意見
[00:07:06.560 --> 00:07:08.200]  有些是黃有藍的時候
[00:07:08.200 --> 00:07:10.240]  都帶來很多很多的困難
[00:07:10.240 --> 00:07:12.080]  家庭被撕裂
[00:07:12.080 --> 00:07:16.520]  甚至到一向強調以愛相繫的教會
[00:07:16.520 --> 00:07:17.760]  好像你和我
[00:07:17.760 --> 00:07:19.160]  在聚集的那段時間
[00:07:19.160 --> 00:07:23.160]  其實教會都被撕裂
[00:07:23.160 --> 00:07:24.320]  我很深信
[00:07:24.320 --> 00:07:25.840]  主祝福梁化堂
[00:07:25.840 --> 00:07:28.240]  梁化堂第一次面對這些困難
[00:07:28.240 --> 00:07:30.320]  仍然可以堅持切實的
[00:07:30.320 --> 00:07:31.520]  去彼此相愛
[00:07:31.520 --> 00:07:33.400]  這是神的恩典
[00:07:33.400 --> 00:07:34.600]  我一直聽
[00:07:34.600 --> 00:07:35.920]  一直留意這段時間
[00:07:35.920 --> 00:07:37.160]  很多人
[00:07:37.160 --> 00:07:39.000]  很多人甚至容不下
[00:07:39.000 --> 00:07:41.920]  不同意見或者取向的人
[00:07:41.920 --> 00:07:43.440]  即是你和我不同而已
[00:07:43.440 --> 00:07:45.400]  他們就會怎樣?
[00:07:45.400 --> 00:07:47.720]  將他矮化
[00:07:47.720 --> 00:07:48.880]  我記得我
[00:07:48.880 --> 00:07:50.320]  剛剛星期一那段時間
[00:07:50.320 --> 00:07:51.800]  我要回中城工作
[00:07:51.800 --> 00:07:53.840]  我去大圍港站那段時間
[00:07:53.840 --> 00:07:56.000]  一大班的示威者在那裏
[00:07:56.000 --> 00:07:57.160]  然後說
[00:07:57.160 --> 00:07:59.320]  你有良心的
[00:07:59.320 --> 00:08:01.200]  就不應該上班
[00:08:01.200 --> 00:08:04.720]  我們已經幫你擋了很多很多事
[00:08:04.720 --> 00:08:05.560]  一直這樣說
[00:08:05.560 --> 00:08:09.200]  你們要怎樣就怎樣
[00:08:09.200 --> 00:08:09.800]  我沒辦法
[00:08:09.800 --> 00:08:11.440]  因為我答應了他們上班
[00:08:11.440 --> 00:08:12.200]  所有上來之後
[00:08:12.200 --> 00:08:15.120]  在他們眼中的沒有良心的人
[00:08:15.120 --> 00:08:16.760]  我都要進到地鐵裏面
[00:08:16.760 --> 00:08:18.280]  我都要搭地鐵
[00:08:18.280 --> 00:08:19.160]  有時會這樣
[00:08:19.160 --> 00:08:20.440]  將你矮化
[00:08:20.440 --> 00:08:22.640]  甚至將你搖摩化
[00:08:22.640 --> 00:08:24.240]  我記得和一些人上班時
[00:08:24.240 --> 00:08:25.760]  他們有沒有打你?
[00:08:25.760 --> 00:08:26.480]  我說沒有
[00:08:26.480 --> 00:08:28.480]  我在一些客房當中
[00:08:28.480 --> 00:08:29.520]  不好意思,借過
[00:08:29.520 --> 00:08:30.240]  我去大陸時
[00:08:30.240 --> 00:08:31.560]  他都被我穿過
[00:08:31.560 --> 00:08:33.320]  但有些人會不行的
[00:08:33.320 --> 00:08:34.680]  他會將你矮化
[00:08:34.680 --> 00:08:37.360]  甚至將你搖摩化
[00:08:37.360 --> 00:08:39.160]  他們會作出審判
[00:08:39.160 --> 00:08:40.720]  你和我不同的話
[00:08:40.720 --> 00:08:41.960]  就是甚麼
[00:08:41.960 --> 00:08:43.720]  他甚至會定罪
[00:08:43.720 --> 00:08:45.200]  定罪的時候
[00:08:45.200 --> 00:08:50.720]  他甚至會施行懲罰
[00:08:50.720 --> 00:08:51.640]  不過今天
[00:08:51.640 --> 00:08:52.640]  我很想講的
[00:08:52.640 --> 00:08:55.640]  不是講社會的問題
[00:08:55.640 --> 00:08:56.960]  不是代表我們不關心
[00:08:56.960 --> 00:08:58.800]  而是我們需要去關心
[00:08:58.800 --> 00:09:01.480]  如果你和我能夠切實彼此相愛的話
[00:09:01.480 --> 00:09:02.920]  我們在這個世界上
[00:09:02.920 --> 00:09:04.080]  我能夠做炎
[00:09:04.080 --> 00:09:04.640]  做光
[00:09:04.640 --> 00:09:06.120]  做多一條和的作用
[00:09:06.120 --> 00:09:07.400]  不過我今天很想
[00:09:07.400 --> 00:09:10.880]  藉著這個綿羊山序的比喻
[00:09:10.880 --> 00:09:12.800]  可以集中去討論
[00:09:12.800 --> 00:09:14.160]  在教會當中
[00:09:14.160 --> 00:09:14.800]  一些問題
[00:09:14.800 --> 00:09:17.520]  一些處境
[00:09:17.520 --> 00:09:18.520]  我曾經聽過
[00:09:18.520 --> 00:09:19.920]  不知道大家有沒有聽過
[00:09:19.920 --> 00:09:21.560]  有些是教會
[00:09:21.560 --> 00:09:24.120]  在教會同工之間出現了困難
[00:09:24.120 --> 00:09:27.440]  有些同工因為不認同教會
[00:09:27.440 --> 00:09:28.800]  在這段時間
[00:09:28.800 --> 00:09:31.080]  在這個運動當中的定位
[00:09:31.080 --> 00:09:32.880]  或者立場
[00:09:32.880 --> 00:09:34.480]  他就拉隊走人
[00:09:34.480 --> 00:09:35.800]  不知道大家有沒有聽過
[00:09:35.800 --> 00:09:37.400]  我曾經聽過
[00:09:37.400 --> 00:09:39.560]  有很多的弟兄姐分享
[00:09:39.560 --> 00:09:43.160]  是因為大家彼此的政見
[00:09:43.160 --> 00:09:44.680]  或者取向
[00:09:44.680 --> 00:09:46.280]  是不同的
[00:09:46.280 --> 00:09:48.760]  而因此要割席
[00:09:48.760 --> 00:09:51.800]  很多連署裏面的情誼
[00:09:51.800 --> 00:09:56.800]  不知道為什麼突然間煙消雲散
[00:09:56.800 --> 00:09:58.680]  有時候聽到這些消息的時候
[00:09:58.680 --> 00:10:00.800]  心裏面都很難過
[00:10:00.800 --> 00:10:02.200]  很惋惜
[00:10:02.200 --> 00:10:03.600]  不知道大家身邊
[00:10:03.600 --> 00:10:05.120]  有沒有人都經歷到
[00:10:05.120 --> 00:10:06.280]  這個困難
[00:10:06.280 --> 00:10:08.160]  這個撕裂
[00:10:08.160 --> 00:10:10.960]  在這裏我必須要講
[00:10:10.960 --> 00:10:14.280]  世上沒有完美的教會
[00:10:14.280 --> 00:10:15.920]  我所服侍的恩林堂
[00:10:15.920 --> 00:10:17.880]  都是大家
[00:10:17.880 --> 00:10:19.120]  掛念的一間堂會
[00:10:19.120 --> 00:10:20.960]  我們都掛念大家
[00:10:20.960 --> 00:10:23.000]  一樣不是完全的
[00:10:23.000 --> 00:10:25.120]  世上的教會
[00:10:25.120 --> 00:10:30.120]  永遠都是一群蒙恩的罪人所組成
[00:10:30.120 --> 00:10:32.040]  在這裏不是代表我姓傑
[00:10:32.040 --> 00:10:33.800]  其實我也是罪人
[00:10:33.800 --> 00:10:36.120]  不過蒙受主的恩典
[00:10:36.120 --> 00:10:38.520]  雖然不同的地方教會
[00:10:38.520 --> 00:10:39.800]  因為不同的原因
[00:10:39.800 --> 00:10:43.840]  成員或者文化比較近似
[00:10:43.840 --> 00:10:45.480]  但無論如何都好
[00:10:45.480 --> 00:10:47.800]  因為我們有不同的背景
[00:10:47.800 --> 00:10:50.240]  我們有不同成長的經驗
[00:10:50.240 --> 00:10:51.760]  或者人生的熱鬧
[00:10:51.760 --> 00:10:53.160]  所以無可避免的
[00:10:53.160 --> 00:10:54.600]  即使在教會
[00:10:54.600 --> 00:10:57.320]  我們強調彼此相愛都好
[00:10:57.320 --> 00:10:59.080]  我們有時對不同的人
[00:10:59.080 --> 00:11:00.720]  對不同的事情
[00:11:00.720 --> 00:11:03.920]  我們會有南轅北轍的立場
[00:11:03.920 --> 00:11:05.040]  你這樣看
[00:11:05.040 --> 00:11:07.440]  我有另一個角度看
[00:11:07.440 --> 00:11:09.680]  其實這個是不是問題呢
[00:11:09.680 --> 00:11:11.440]  這個不是問題
[00:11:11.440 --> 00:11:12.960]  因為你就是你
[00:11:12.960 --> 00:11:14.400]  我就是我
[00:11:14.400 --> 00:11:17.440]  所以我們會有不同的看法
[00:11:17.440 --> 00:11:20.600]  教會一直強調要合一
[00:11:20.600 --> 00:11:21.720]  這個合一
[00:11:21.720 --> 00:11:24.040]  我好幾次在這裏跟大家分享都講過
[00:11:24.040 --> 00:11:27.040]  這個合一是一個多元化的合一
[00:11:27.040 --> 00:11:28.960]  我們所強調的
[00:11:28.960 --> 00:11:30.400]  這個不是一致
[00:11:30.400 --> 00:11:31.640]  不是 uniformity
[00:11:31.640 --> 00:11:33.320]  不是完全一模一樣
[00:11:33.320 --> 00:11:35.360]  我們所強調的就是
[00:11:35.360 --> 00:11:39.240]  在不違反聖經的絕對真理之下
[00:11:39.240 --> 00:11:41.680]  我們要彼此的尊重
[00:11:41.680 --> 00:11:43.320]  彼此的共融
[00:11:43.320 --> 00:11:45.920]  我們一起繼續在這裏竭力的
[00:11:45.920 --> 00:11:48.680]  去彼此相愛維持合一
[00:11:48.680 --> 00:11:50.480]  這個合一我們稱之為
[00:11:50.480 --> 00:11:52.040]  Unity in Diversity
[00:11:52.040 --> 00:11:53.600]  一個多元化的合一
[00:11:53.600 --> 00:11:54.920]  其實不知道你知不知道
[00:11:54.920 --> 00:11:57.520]  University的意思都是從這裏來的
[00:11:57.520 --> 00:11:59.080]  Unity in Diversity
[00:11:59.080 --> 00:12:00.360]  University
[00:12:00.360 --> 00:12:01.400]  就是這樣來的
[00:12:01.400 --> 00:12:03.520]  所以作為大學應該是很多元的
[00:12:03.520 --> 00:12:05.680]  因為彼此包容是這樣的
[00:12:05.680 --> 00:12:11.280]  我們一路去看經文的那段時間
[00:12:11.280 --> 00:12:15.440]  我們會知道將來必會怎樣
[00:12:15.440 --> 00:12:18.520]  在他的子民當中
[00:12:18.520 --> 00:12:21.520]  或者在你和我作為主義的異類當中
[00:12:21.520 --> 00:12:23.920]  他會施行審判
[00:12:23.920 --> 00:12:28.120]  教會裏面永遠都是
[00:12:28.120 --> 00:12:31.040]  拜子和麥子並存的
[00:12:31.040 --> 00:12:32.720]  記不記得主耶穌講的比喻
[00:12:32.720 --> 00:12:34.120]  有人殺麥子
[00:12:34.120 --> 00:12:35.120]  有人殺拜子
[00:12:35.120 --> 00:12:38.240]  不如我幫你拔掉拜子和主耶穌是不好的
[00:12:38.240 --> 00:12:39.640]  等到末後的時間
[00:12:39.640 --> 00:12:40.760]  主會分開
[00:12:40.760 --> 00:12:44.200]  教會永遠是麥子和拜子並存
[00:12:44.200 --> 00:12:49.720]  教會永遠是綿羊和山羊共住的地方
[00:12:49.720 --> 00:12:51.000]  我想再一次講
[00:12:51.000 --> 00:12:54.720]  你和我沒有這個權柄
[00:12:54.720 --> 00:12:57.560]  也沒有這個責任去分辨
[00:12:57.560 --> 00:12:58.960]  誰是綿羊
[00:12:58.960 --> 00:13:00.200]  誰是山羊
[00:13:00.200 --> 00:13:01.320]  誰是麥子
[00:13:01.320 --> 00:13:01.760]  誰是拜子
[00:13:01.760 --> 00:13:03.200]  我們沒有這個權柄
[00:13:03.200 --> 00:13:07.200]  也沒有這個責任去分辨去審判
[00:13:07.200 --> 00:13:09.840]  你和我的責任就是要
[00:13:09.840 --> 00:13:13.280]  要盡心盡性盡義盡力的愛主
[00:13:13.280 --> 00:13:14.640]  其次相忘就是
[00:13:14.640 --> 00:13:19.720]  盡心盡性盡義盡力的愛我身邊的弟兄姊妹
[00:13:19.720 --> 00:13:21.400]  愛我的鄰舍
[00:13:21.400 --> 00:13:22.920]  如同自己
[00:13:22.920 --> 00:13:24.720]  你唯一的責任
[00:13:24.720 --> 00:13:27.000]  唯一的使命就是去愛
[00:13:27.000 --> 00:13:28.280]  不去審判
[00:13:28.280 --> 00:13:29.640]  不去定罪
[00:13:29.640 --> 00:13:32.800]  不去懲罰
[00:13:32.800 --> 00:13:37.800]  或者我再一次聚焦在綿羊和山羊的比喻裡面
[00:13:37.800 --> 00:13:38.680]  我們會問
[00:13:38.680 --> 00:13:41.600]  究竟主將來在終末那段時間
[00:13:41.600 --> 00:13:44.560]  祂會怎樣施行審判呢?
[00:13:44.560 --> 00:13:45.880]  我們看到
[00:13:45.880 --> 00:13:49.800]  原來主是會按照你和我
[00:13:49.800 --> 00:13:54.360]  怎樣去回應主內弟兄姊妹的處境
[00:13:54.360 --> 00:13:55.640]  他們現在處境是怎樣呢?
[00:13:55.640 --> 00:14:00.120]  或者是需要來審判我們的
[00:14:00.120 --> 00:14:00.960]  太小了
[00:14:00.960 --> 00:14:02.000]  看不到
[00:14:02.000 --> 00:14:03.400]  要回到那段時間
[00:14:03.400 --> 00:14:05.080]  可以說主是怎樣呢?
[00:14:05.080 --> 00:14:07.120]  就是按我們有多少的知識
[00:14:07.120 --> 00:14:09.040]  說有多少的財富
[00:14:09.040 --> 00:14:11.960]  說有多少講了多少動聽的說話
[00:14:11.960 --> 00:14:13.400]  去審判我們
[00:14:13.400 --> 00:14:14.600]  主是怎樣呢?
[00:14:14.600 --> 00:14:18.800]  是要看我們究竟有沒有去盡心去愛
[00:14:18.800 --> 00:14:20.880]  我們身邊的弟兄姊妹
[00:14:20.880 --> 00:14:24.120]  原來主是這樣去審判我們
[00:14:24.120 --> 00:14:26.760]  主審判的參照是怎樣呢?
[00:14:26.760 --> 00:14:29.480]  是憑什麼去審判我們呢?
[00:14:29.480 --> 00:14:32.600]  我發覺這個綿羊和山羊的比喻
[00:14:32.600 --> 00:14:35.560]  給我們很多很多的提醒
[00:14:35.560 --> 00:14:39.240]  剛才我們讀第三十五節的那段時間
[00:14:39.240 --> 00:14:41.520]  主說我餓了
[00:14:41.520 --> 00:14:43.080]  你怎樣呢?
[00:14:43.080 --> 00:14:46.200]  你就讓我去喝
[00:14:46.200 --> 00:14:48.480]  我餓了你讓我吃
[00:14:48.480 --> 00:14:50.840]  你渴了你讓我去喝
[00:14:50.840 --> 00:14:52.880]  他說我在黑旅那段時間
[00:14:52.880 --> 00:14:54.120]  你留我住
[00:14:54.120 --> 00:14:55.560]  我呢就怎樣呢?
[00:14:55.560 --> 00:14:57.520]  赤身露體那段時間
[00:14:57.520 --> 00:14:59.040]  你來讓我穿
[00:14:59.040 --> 00:15:02.120]  你說我病了那段時間
[00:15:02.120 --> 00:15:03.960]  你來探我
[00:15:03.960 --> 00:15:05.680]  或者我坐牢那段時間
[00:15:05.680 --> 00:15:07.400]  你來探望我
[00:15:07.400 --> 00:15:11.840]  最近我發覺很多人跟我聊天分享這些事
[00:15:11.840 --> 00:15:13.880]  他說昨晚回不了家
[00:15:13.880 --> 00:15:15.400]  好在有些朋友
[00:15:15.400 --> 00:15:17.760]  要借宿一宵
[00:15:17.760 --> 00:15:20.040]  以前我們可能會很難的
[00:15:20.040 --> 00:15:21.680]  留食不留住
[00:15:21.680 --> 00:15:23.880]  現在又要留食又要留住
[00:15:23.880 --> 00:15:26.600]  如果你想表達愛就是這樣
[00:15:26.600 --> 00:15:29.360]  在這裡那段時間
[00:15:29.360 --> 00:15:34.720]  我們看到原來今天主去審判你和我那段時間是怎樣呢?
[00:15:34.720 --> 00:15:40.480]  是在講究竟我們有沒有在日常生活很細微的事情裡面
[00:15:40.480 --> 00:15:43.080]  去表彰那份愛
[00:15:43.080 --> 00:15:47.320]  服事主或者服事人
[00:15:47.320 --> 00:15:48.240]  要表達愛
[00:15:48.240 --> 00:15:50.840]  不一定要做一些很偉大的事情
[00:15:50.840 --> 00:15:53.240]  就在很細微的事情裡面
[00:15:53.240 --> 00:15:54.400]  好像你所說
[00:15:54.400 --> 00:15:56.200]  一塊麵包
[00:15:56.200 --> 00:15:59.040]  或者一杯涼水
[00:15:59.040 --> 00:16:01.560]  又或者一個可以安潔的地方
[00:16:01.560 --> 00:16:04.240]  對不起我家裡沒有客房
[00:16:04.240 --> 00:16:08.440]  你睡沙發介不介意?
[00:16:08.440 --> 00:16:10.160]  或者我沙發也沒有
[00:16:10.160 --> 00:16:11.520]  我鋪一些地上
[00:16:11.520 --> 00:16:13.040]  你睡地上介不介意?
[00:16:13.040 --> 00:16:14.720]  其實我們可以做到的
[00:16:14.720 --> 00:16:19.440]  就是一個能夠令人可以安潔的地方
[00:16:19.440 --> 00:16:21.600]  一件能夠閉體的衣服
[00:16:21.600 --> 00:16:23.600]  或者一個
[00:16:23.600 --> 00:16:25.440]  一聲問候
[00:16:25.440 --> 00:16:27.200]  一次的探望
[00:16:27.200 --> 00:16:33.160]  其實這些就是主今日說要審判我們那段時間所考量的
[00:16:33.160 --> 00:16:35.840]  我相信我有看那段時間
[00:16:35.840 --> 00:16:37.520]  大部分的事情
[00:16:37.520 --> 00:16:40.800]  都是你和我可以做得到的
[00:16:40.800 --> 00:16:42.680]  主不會去玩一些東西
[00:16:42.680 --> 00:16:44.000]  我根本你和我
[00:16:44.000 --> 00:16:44.880]  沒有能力做得到
[00:16:44.880 --> 00:16:46.600]  然後用那些東西去審判我們
[00:16:46.600 --> 00:16:47.640]  主不會的
[00:16:47.640 --> 00:16:49.080]  主其實這些
[00:16:49.080 --> 00:16:49.880]  一塊麵包
