
[00:00:00.000 --> 00:00:03.400]  你的人生正在等待什麼呢?
[00:03:42.700 --> 00:03:45.700]  所以這個字在希伯來文的聖經有出現
[00:03:45.700 --> 00:03:48.700]  但是在中文聖經就將它翻譯成受高者
[00:03:48.700 --> 00:03:51.700]  但是在新約就將它翻譯成音
[00:03:51.700 --> 00:03:53.700]  就叫做基督
[00:03:53.700 --> 00:03:55.700]  所以基督就經常出現
[00:03:55.700 --> 00:03:57.700]  如果你要翻譯成意思
[00:03:57.700 --> 00:03:59.700]  就又是受高者
[00:03:59.700 --> 00:04:03.700]  以色列人為什麼要盼望尼塞亞的降臨呢?
[00:04:03.700 --> 00:04:08.700]  因為他們在羅馬的統治下
[00:04:08.700 --> 00:04:12.700]  他們其實早就已經亡國
[00:04:12.700 --> 00:04:14.700]  在公元前第八世紀
[00:04:14.700 --> 00:04:19.700]  北角的以色列被亞述毀滅
[00:04:19.700 --> 00:04:22.700]  然後在公元前第六世紀
[00:04:22.700 --> 00:04:24.700]  150年之後
[00:04:24.700 --> 00:04:28.700]  南角的猶大被巴比倫毀滅
[00:04:28.700 --> 00:04:32.700]  所以他們就一直盼望復國
[00:04:32.700 --> 00:04:36.700]  當然我們明白復國只是一種愛國主義的思想
[00:04:36.700 --> 00:04:38.700]  是否每個人都很想復國呢?
[00:04:38.700 --> 00:04:40.700]  真的不太清楚
[00:04:40.700 --> 00:04:42.700]  但是我們知道後來
[00:04:42.700 --> 00:04:47.700]  巴比倫又被波斯打敗
[00:04:47.700 --> 00:04:49.700]  波斯又被希臘打敗
[00:04:49.700 --> 00:04:52.700]  希臘又被羅馬打敗
[00:04:52.700 --> 00:04:55.700]  所以到了耶穌的時代
[00:04:55.700 --> 00:05:00.700]  巴勒斯坦和以色列人被羅馬帝國統治
[00:05:00.700 --> 00:05:04.700]  他們在羅馬的統治下相當艱苦
[00:05:04.700 --> 00:05:08.700]  因為羅馬人什麼都不想做
[00:05:08.700 --> 00:05:12.700]  羅馬人就像香港人一樣
[00:05:12.700 --> 00:05:14.700]  從早到晚只顧著玩
[00:05:14.700 --> 00:05:16.700]  他們不做事
[00:05:16.700 --> 00:05:19.700]  他們如何生活呢?
[00:05:19.700 --> 00:05:21.700]  就是征服
[00:05:21.700 --> 00:05:25.700]  所以羅馬帝國到處擴張征服
[00:05:25.700 --> 00:05:28.700]  把錢帶到羅馬
[00:05:28.700 --> 00:05:30.700]  把人帶到羅馬
[00:05:30.700 --> 00:05:32.700]  做奴隸
[00:05:32.700 --> 00:05:34.700]  所以羅馬人自己就不用做了
[00:05:34.700 --> 00:05:37.700]  當羅馬停止,不能再擴張
[00:05:37.700 --> 00:05:38.700]  他們就開始衰落了
[00:05:38.700 --> 00:05:40.700]  因為他們不會做事
[00:05:40.700 --> 00:05:42.700]  他們平時做什麼呢?
[00:05:42.700 --> 00:05:44.700]  奴隸做
[00:05:44.700 --> 00:05:46.700]  羅馬世界有奴隸
[00:05:46.700 --> 00:05:49.700]  羅馬的奴隸和我們印象有點不同
[00:05:49.700 --> 00:05:52.700]  我們對奴隸的看法
[00:05:52.700 --> 00:05:54.700]  可能受美國人影響
[00:05:54.700 --> 00:05:56.700]  我們覺得那些黑奴
[00:05:56.700 --> 00:06:00.700]  由早到晚在棉花田耕田
[00:06:00.700 --> 00:06:02.700]  很辛苦就叫做奴隸
[00:06:02.700 --> 00:06:04.700]  羅馬帝國的奴隸
[00:06:04.700 --> 00:06:07.700]  當然奴隸的工作就是奴隸做的
[00:06:07.700 --> 00:06:10.700]  他們連用腦的工作都是奴隸做的
[00:06:10.700 --> 00:06:13.700]  他們比美國人聰明
[00:06:13.700 --> 00:06:14.700]  比我們聰明
[00:06:14.700 --> 00:06:16.700]  所以用體力的不做
[00:06:16.700 --> 00:06:17.700]  用腦的也不做
[00:06:17.700 --> 00:06:19.700]  所以在羅馬帝國裡面
[00:06:19.700 --> 00:06:22.700]  幾乎所有的專業人士都是奴隸
[00:06:22.700 --> 00:06:24.700]  所有的會計師
[00:06:24.700 --> 00:06:26.700]  工程師
[00:06:26.700 --> 00:06:27.700]  醫生
[00:06:27.700 --> 00:06:29.700]  羅馬人都不做
[00:06:29.700 --> 00:06:31.700]  因為那些都要讀書
[00:06:31.700 --> 00:06:32.700]  讀書是很辛苦的東西
[00:06:32.700 --> 00:06:34.700]  他們喜歡玩耍
[00:06:34.700 --> 00:06:36.700]  所以基本上是不會去讀書的
[00:06:36.700 --> 00:06:38.700]  那誰去讀呢?就叫奴隸去讀
[00:06:38.700 --> 00:06:39.700]  你負責去讀醫
[00:06:39.700 --> 00:06:41.700]  以後就教你醫
[00:06:41.700 --> 00:06:42.700]  你讀不對就殺了你
[00:06:42.700 --> 00:06:44.700]  所以找所有奴隸做這些
[00:06:44.700 --> 00:06:46.700]  羅馬人就玩耍
[00:06:46.700 --> 00:06:49.700]  要維持整個城市
[00:06:49.700 --> 00:06:51.700]  整個帝國主要的人的生活
[00:06:51.700 --> 00:06:53.700]  就要很多錢
[00:06:53.700 --> 00:06:56.700]  所以在羅馬的統治底下
[00:06:56.700 --> 00:06:58.700]  那些以色列人比奴隸好一點
[00:06:58.700 --> 00:07:00.700]  但又不算很好的
[00:07:00.700 --> 00:07:02.700]  因為他們需要納很重的稅
[00:07:02.700 --> 00:07:04.700]  羅馬征服了地方
[00:07:04.700 --> 00:07:05.700]  搶了一些東西走
[00:07:05.700 --> 00:07:07.700]  然後繼續去管那裡
[00:07:07.700 --> 00:07:09.700]  當然不會為他們的福利去建設
[00:07:09.700 --> 00:07:12.700]  多數是為了納稅的
[00:07:12.700 --> 00:07:14.700]  羅馬帝國唯一做得好的
[00:07:14.700 --> 00:07:15.700]  就是建很多路
[00:07:15.700 --> 00:07:17.700]  方便那些人
[00:07:17.700 --> 00:07:18.700]  占領那些地方
[00:07:18.700 --> 00:07:20.700]  快點將那些東西運回羅馬
[00:07:20.700 --> 00:07:22.700]  所以條條大路通羅馬
[00:07:22.700 --> 00:07:24.700]  其實是搶錢的方法
[00:07:24.700 --> 00:07:26.700]  那些路是給你去旅行的
[00:07:26.700 --> 00:07:28.700]  其實是想那些東西快點運回羅馬
[00:07:28.700 --> 00:07:31.700]  所以在羅馬的統治底下
[00:07:31.700 --> 00:07:34.700]  以色列人的生活是很艱苦的
[00:07:34.700 --> 00:07:36.700]  他們收了很重的稅
[00:07:36.700 --> 00:07:39.700]  他們能夠剩下的不多
[00:07:39.700 --> 00:07:41.700]  所以對他們來說
[00:07:41.700 --> 00:07:44.700]  他們盼望的救主出現
[00:07:44.700 --> 00:07:48.700]  幫助他們脫離羅馬人的統治
[00:07:48.700 --> 00:07:50.700]  就是想生活好一點
[00:07:50.700 --> 00:07:51.700]  世世代代的人
[00:07:51.700 --> 00:07:54.700]  其實都是很基本的要求
[00:07:54.700 --> 00:07:57.700]  我們很少做奴隸
[00:07:57.700 --> 00:07:59.700]  我們很少聽別人說
[00:07:59.700 --> 00:08:00.700]  但是我們都很辛苦的
[00:08:00.700 --> 00:08:01.700]  因為很辛苦讀書
[00:08:01.700 --> 00:08:02.700]  很辛苦做主要人士
[00:08:02.700 --> 00:08:03.700]  很辛苦賺錢
[00:08:03.700 --> 00:08:04.700]  為什麼?
[00:08:04.700 --> 00:08:05.700]  因為要供樓
[00:08:05.700 --> 00:08:07.700]  所以我們就沒有重稅
[00:08:07.700 --> 00:08:10.700]  不過我們就有很重的供樓負擔
[00:08:10.700 --> 00:08:13.700]  所以就一生圍爐
[00:08:13.700 --> 00:08:16.700]  直到圍了高層樓
[00:08:16.700 --> 00:08:18.700]  都差不多的
[00:08:18.700 --> 00:08:20.700]  不過以色列人就真的辛苦一點
[00:08:20.700 --> 00:08:21.700]  他們要耕田的
[00:08:21.700 --> 00:08:23.700]  所以對以色列人來說
[00:08:23.700 --> 00:08:26.700]  最壞的人
[00:08:26.700 --> 00:08:28.700]  他們未必很討厭羅馬士兵
[00:08:28.700 --> 00:08:31.700]  因為他們沒有直接跟羅馬士兵打仗
[00:08:31.700 --> 00:08:33.700]  他們在生活裡面
[00:08:33.700 --> 00:08:35.700]  最討厭的人就是稅吏
[00:08:35.700 --> 00:08:37.700]  稅吏收重稅
[00:08:37.700 --> 00:08:39.700]  正如香港人討厭地產商一樣
[00:08:39.700 --> 00:08:41.700]  都是為他們打工
[00:08:41.700 --> 00:08:45.700]  於是以色列人就為稅吏打工
[00:08:45.700 --> 00:08:47.700]  他們做生做死
[00:08:47.700 --> 00:08:48.700]  就被人收了稅
[00:08:48.700 --> 00:08:50.700]  所以在方書說
[00:08:50.700 --> 00:08:52.700]  稅吏、稅人都是同等的
[00:08:52.700 --> 00:08:54.700]  基本上都是壞人
[00:08:54.700 --> 00:08:59.700]  所以他們很想得到拯救
[00:08:59.700 --> 00:09:01.700]  他們對尼塞亞的理解
[00:09:01.700 --> 00:09:03.700]  我們知道到耶穌升天的時候
[00:09:03.700 --> 00:09:05.700]  那些門徒都是問的
[00:09:05.700 --> 00:09:07.700]  是不是現在復興以色列國
[00:09:07.700 --> 00:09:08.700]  他們要脫離羅馬
[00:09:08.700 --> 00:09:10.700]  他們想生活好一點
[00:09:10.700 --> 00:09:16.700]  他們不想被羅馬繼續壓迫他們
[00:09:16.700 --> 00:09:18.700]  所以對他們來說
[00:09:18.700 --> 00:09:20.700]  這是一個大喜的訊息
[00:09:20.700 --> 00:09:23.700]  因為基督降生了
[00:09:23.700 --> 00:09:25.700]  因為救世主來了
[00:09:25.700 --> 00:09:28.700]  他們的生活可以好過一點
[00:09:28.700 --> 00:09:31.700]  這種盼望不是他們那時候才有的
[00:09:31.700 --> 00:09:34.700]  這種盼望在以色列的歷史裡面
[00:09:34.700 --> 00:09:36.700]  是曾經有過的
[00:09:36.700 --> 00:09:41.700]  所以對於耶穌時代的以色列人
[00:09:41.700 --> 00:09:43.700]  他們對尼塞亞的盼望
[00:09:43.700 --> 00:09:47.700]  他們也是根據他們在舊約的時代
[00:09:47.700 --> 00:09:51.700]  他們想起他們在埃及做奴隸的時候
[00:09:51.700 --> 00:09:55.700]  他們對於一個救贖主的盼望是一樣的
[00:09:55.700 --> 00:09:57.700]  他們在埃及也做過奴隸
[00:09:57.700 --> 00:09:59.700]  那時候就是奴隸了
[00:09:59.700 --> 00:10:01.700]  那時候幫埃及人做苦工
[00:10:01.700 --> 00:10:03.700]  做磚,建東西
[00:10:03.700 --> 00:10:05.700]  所以他們一直呼求神
[00:10:05.700 --> 00:10:07.700]  要猜一個人來拯救他們
[00:10:07.700 --> 00:10:09.700]  當然在舊約的時代
[00:10:09.700 --> 00:10:13.700]  我們知道神猜摩西來拯救他們
[00:10:13.700 --> 00:10:15.700]  因為以色列人有這個記憶
[00:10:15.700 --> 00:10:17.700]  他們有這個崇述
[00:10:17.700 --> 00:10:19.700]  他們每一年過雨節
[00:10:19.700 --> 00:10:21.700]  重新提醒自己
[00:10:21.700 --> 00:10:24.700]  神是救他們的祖先離開埃及
[00:10:24.700 --> 00:10:28.700]  所以今天神都可以救他們脫離羅馬
[00:10:28.700 --> 00:10:30.700]  所以他們有這個盼望
[00:10:30.700 --> 00:10:34.700]  當天使說我要報給你們大喜的訊息
[00:10:34.700 --> 00:10:37.700]  因為今天在大衛城裡面為你們生了救主
[00:10:37.700 --> 00:10:39.700]  就是主基督
[00:10:39.700 --> 00:10:40.700]  他們很開心
[00:10:40.700 --> 00:10:42.700]  因為神開始做事了
[00:10:42.700 --> 00:10:45.700]  神終於派人來幫助他們
[00:10:45.700 --> 00:10:50.700]  聖誕耶穌的降生
[00:10:50.700 --> 00:10:53.700]  對我們是不是一個大喜的訊息呢?
[00:10:53.700 --> 00:10:56.700]  就看我們是否想要有救主
[00:10:56.700 --> 00:10:59.700]  在我們的生命裡面
[00:10:59.700 --> 00:11:01.700]  有什麼我們在等呢?
[00:11:01.700 --> 00:11:04.700]  有什麼我們解決不了呢?
[00:11:04.700 --> 00:11:07.700]  我們在等人來幫我們解決呢?
[00:11:07.700 --> 00:11:08.700]  如果我們沒有呢?
[00:11:08.700 --> 00:11:10.700]  我們就不需要救主了
[00:11:10.700 --> 00:11:12.700]  救主就沒有什麼大喜的訊息了
[00:11:12.700 --> 00:11:14.700]  事情都已經解決了
[00:11:14.700 --> 00:11:16.700]  你自己覺得自己有能力解決了
[00:11:16.700 --> 00:11:18.700]  你覺得自己可以
[00:11:18.700 --> 00:11:20.700]  至少就快可以解決了
[00:11:20.700 --> 00:11:22.700]  你就沒有什麼在等的
[00:11:22.700 --> 00:11:24.700]  你都是自己做的
[00:11:24.700 --> 00:11:25.700]  自己努力的
[00:11:25.700 --> 00:11:27.700]  你沒有什麼大喜的訊息給你了
[00:11:27.700 --> 00:11:29.700]  怎麼告訴你呢?
[00:11:29.700 --> 00:11:30.700]  誰來都好
[00:11:30.700 --> 00:11:33.700]  耶穌降生對你沒有什麼幫助
[00:11:33.700 --> 00:11:38.700]  今天可能在這個聖誕節
[00:11:38.700 --> 00:11:40.700]  最需要救主
[00:11:40.700 --> 00:11:41.700]  最需要人幫忙的
[00:11:41.700 --> 00:11:43.700]  可能是許仕仁
[00:11:43.700 --> 00:11:48.700]  是艱難的日子
[00:11:48.700 --> 00:11:51.700]  有些什麼他沒有的
[00:11:51.700 --> 00:11:52.700]  他都有的
[00:11:52.700 --> 00:11:55.700]  但是他仍然在一個困難裡面
[00:11:55.700 --> 00:11:57.700]  他仍然不夠錢花
[00:11:57.700 --> 00:12:00.700]  他仍然要去貪污
[00:12:00.700 --> 00:12:03.700]  所以我們要明白
[00:12:03.700 --> 00:12:04.700]  我們有沒有困難呢?
[00:12:04.700 --> 00:12:06.700]  我們是一個怎樣的人呢?
[00:12:06.700 --> 00:12:09.700]  我們需不需要救主呢?
[00:12:09.700 --> 00:12:11.700]  我們都需要的
[00:12:11.700 --> 00:12:14.700]  雖然不是拯救我們脫離地產商
[00:12:14.700 --> 00:12:18.700]  而是幫助我們脫離我們的罪惡
[00:12:18.700 --> 00:12:20.700]  我們有這個需要的
[00:12:20.700 --> 00:12:22.700]  原來無論多有錢的人
[00:12:22.700 --> 00:12:24.700]  都會覺得自己不夠錢
[00:12:24.700 --> 00:12:26.700]  雖然許仕仁不是一定賺很多錢的
[00:12:26.700 --> 00:12:28.700]  做官都有限的
[00:12:28.700 --> 00:12:30.700]  但肯定比我們每個人都差很多
[00:12:30.700 --> 00:12:33.700]  但他一樣可以欠債幾千萬
[00:12:33.700 --> 00:12:36.700]  他一樣可以破產
[00:12:36.700 --> 00:12:38.700]  因為我們都想像不到
[00:12:38.700 --> 00:12:39.700]  我到現在都想像不到
[00:12:39.700 --> 00:12:41.700]  怎樣可以20萬吃一餐飯呢?
[00:12:41.700 --> 00:12:43.700]  如果你請我吃一餐飯20萬
[00:12:43.700 --> 00:12:44.700]  我真的會背脊骨下去
[00:12:44.700 --> 00:12:46.700]  我會吃完吐出來
[00:12:46.700 --> 00:12:47.700]  怎樣吃呢?
[00:12:47.700 --> 00:12:48.700]  很害怕
[00:12:48.700 --> 00:12:51.700]  我真的試過
[00:12:51.700 --> 00:12:53.700]  我小時候十幾歲的時候
[00:12:53.700 --> 00:12:55.700]  跟一些團友一起
[00:12:55.700 --> 00:12:57.700]  那時候大家只是在讀書
[00:12:57.700 --> 00:13:01.700]  有一個團友要代他爸爸請客人吃飯
[00:13:01.700 --> 00:13:03.700]  我們幾個弟兄一起去吃
[00:13:03.700 --> 00:13:05.700]  我不記得那時候吃了多少錢
[00:13:05.700 --> 00:13:07.700]  總之是很貴的一餐
[00:13:07.700 --> 00:13:10.700]  十幾歲的年輕人沒機會吃這麼貴的東西
[00:13:10.700 --> 00:13:11.700]  我們在家裡吃飯
[00:13:11.700 --> 00:13:13.700]  那餐廳就覺得背脊骨下去
[00:13:13.700 --> 00:13:15.700]  我知道什麼叫背脊骨下去
[00:13:15.700 --> 00:13:17.700]  你吃下去是很不舒服的
[00:13:17.700 --> 00:13:19.700]  很害怕 很緊張
[00:13:19.700 --> 00:13:21.700]  因為從來沒吃過這麼貴的東西
[00:13:21.700 --> 00:13:23.700]  當然也不用他付錢
[00:13:23.700 --> 00:13:24.700]  他爸爸付錢
[00:13:24.700 --> 00:13:27.700]  他的責任是我們幫他做事
[00:13:27.700 --> 00:13:29.700]  但是是很不安心的
[00:13:29.700 --> 00:13:31.700]  人就是這樣
[00:13:31.700 --> 00:13:32.700]  人是不滿足的
[00:13:32.700 --> 00:13:34.700]  你第一次吃這麼貴的東西
[00:13:34.700 --> 00:13:36.700]  就覺得很不自然 很不舒服
[00:13:36.700 --> 00:13:38.700]  吃著吃著你就會嫌棄
[00:13:38.700 --> 00:13:40.700]  你會想一些再貴一點的東西
[00:13:40.700 --> 00:13:45.700]  他成為香港
[00:13:45.700 --> 00:13:47.700]  他做政務司的時候
[00:13:47.700 --> 00:13:49.700]  第二個最有權力的人
[00:13:49.700 --> 00:13:51.700]  在這個特首之下
[00:13:51.700 --> 00:13:52.700]  他也是不滿足的
[00:13:52.700 --> 00:13:56.700]  也是想自己有更多更多的東西
[00:13:56.700 --> 00:13:58.700]  更多更多的享樂
[00:13:58.700 --> 00:14:00.700]  我們是需要救主的
[00:14:00.700 --> 00:14:02.700]  如果我們不覺得自己有問題
[00:14:02.700 --> 00:14:06.700]  不覺得我們需要神來拯救我們
[00:14:06.700 --> 00:14:08.700]  聖誕沒什麼好的消息
[00:14:08.700 --> 00:14:09.700]  有什麼好高興的
[00:14:09.700 --> 00:14:11.700]  另一個人出世了
[00:14:11.700 --> 00:14:12.700]  關我們什麼事呢
[00:14:12.700 --> 00:14:16.700]  如果我們覺得我們是一個有罪的人
[00:14:16.700 --> 00:14:19.700]  我們需要神來幫助我們
[00:14:19.700 --> 00:14:23.700]  我們需要神來拯救我們的時候
[00:14:23.700 --> 00:14:26.700]  聖誕有一個大喜的訊息告訴我們
[00:14:26.700 --> 00:14:29.700]  救主降生了
[00:14:29.700 --> 00:14:31.700]  但是這只是一個訊息
[00:14:31.700 --> 00:14:34.700]  降生是還沒完成的
[00:14:34.700 --> 00:14:38.700]  我們不要覺得聖誕節就可以解決我們的問題
[00:14:38.700 --> 00:14:40.700]  耶穌只不過降生
[00:14:40.700 --> 00:14:42.700]  神顧念我們
[00:14:42.700 --> 00:14:43.700]  神開始做事了
[00:14:43.700 --> 00:14:47.700]  摩西的出現對以色列來說不是好消息
[00:14:47.700 --> 00:14:51.700]  摩西的出現以色列不太喜歡
[00:14:51.700 --> 00:14:53.700]  以色列第一次知道摩西
[00:14:53.700 --> 00:14:55.700]  摩西打死了埃及人
[00:14:55.700 --> 00:14:58.700]  第二天以色列人爭執的時候
[00:14:58.700 --> 00:15:01.700]  摩西說不要自己人打自己人
[00:15:01.700 --> 00:15:02.700]  以色列人對摩西說
[00:15:02.700 --> 00:15:03.700]  誰叫你來管我們
[00:15:03.700 --> 00:15:05.700]  不受歡迎的
[00:15:05.700 --> 00:15:08.700]  所以這只是一個開始
[00:15:08.700 --> 00:15:11.700]  究竟摩西可以怎樣幫助以色列人離開埃及
[00:15:11.700 --> 00:15:12.700]  以色列人是不知道的
[00:15:12.700 --> 00:15:15.700]  究竟以色列猶太人在耶穌出生的時候
[00:15:15.700 --> 00:15:17.700]  可以知道耶穌怎樣幫助他們
[00:15:17.700 --> 00:15:20.700]  以色列猶太人是不知道的
[00:15:20.700 --> 00:15:22.700]  這只是一個開始
[00:15:22.700 --> 00:15:24.700]  所以聖誕節是拯救不了我們的
[00:15:24.700 --> 00:15:26.700]  聖誕節告訴我們
[00:15:26.700 --> 00:15:27.700]  有一個開始
[00:15:27.700 --> 00:15:29.700]  神顧念我們開始做事了
[00:15:29.700 --> 00:15:30.700]  什麼拯救我們呢
[00:15:30.700 --> 00:15:34.700]  就是直到耶穌長大
[00:15:34.700 --> 00:15:36.700]  耶穌最後為我們死在十字架上
[00:15:36.700 --> 00:15:38.700]  耶穌為我們復活
[00:15:38.700 --> 00:15:41.700]  復活才能夠真的拯救我們
[00:15:41.700 --> 00:15:45.700]  所以拯救一個救主的降生
[00:15:45.700 --> 00:15:46.700]  拯救的故事
[00:15:46.700 --> 00:15:48.700]  聖誕節是一個開始
[00:15:48.700 --> 00:15:51.700]  一定要到復活節才完成
[00:15:51.700 --> 00:15:54.700]  其實我們紀念上帝
[00:15:54.700 --> 00:15:55.700]  拯救我們
[00:15:55.700 --> 00:15:57.700]  不可以只紀念聖誕節
[00:15:57.700 --> 00:15:59.700]  要紀念復活節
[00:15:59.700 --> 00:16:00.700]  復活節很快就到了
[00:16:00.700 --> 00:16:01.700]  幾個月就到了
[00:16:01.700 --> 00:16:03.700]  不過這個世界的人
[00:16:03.700 --> 00:16:05.700]  只喜歡過聖誕節
[00:16:05.700 --> 00:16:06.700]  這個世界的人
[00:16:06.700 --> 00:16:08.700]  不喜歡過復活節
[00:16:08.700 --> 00:16:09.700]  你覺得嗎
[00:16:09.700 --> 00:16:11.700]  因為聖誕節
[00:16:11.700 --> 00:16:12.700]  一個人降生
[00:16:12.700 --> 00:16:13.700]  每個人都有降生
[00:16:13.700 --> 00:16:15.700]  我們紀念孫中山誕臣
[00:16:15.700 --> 00:16:17.700]  以前紀念英女皇誕臣
[00:16:17.700 --> 00:16:20.700]  遲些可能紀念習近平誕臣
[00:16:20.700 --> 00:16:21.700]  無所謂
[00:16:21.700 --> 00:16:23.700]  總之每個人都紀念
[00:16:23.700 --> 00:16:24.700]  你老師
[00:16:24.700 --> 00:16:25.700]  你老闆
[00:16:25.700 --> 00:16:26.700]  生日
[00:16:26.700 --> 00:16:27.700]  你都要紀念他
[00:16:27.700 --> 00:16:28.700]  你都要送禮給他
[00:16:28.700 --> 00:16:29.700]  都無所謂
[00:16:29.700 --> 00:16:31.700]  多慶祝一個
[00:16:31.700 --> 00:16:32.700]  反正有教坊
[00:16:32.700 --> 00:16:33.700]  有食物
[00:16:33.700 --> 00:16:34.700]  有禮物
[00:16:34.700 --> 00:16:35.700]  無所謂
[00:16:35.700 --> 00:16:37.700]  但是復活節是很難的
[00:16:37.700 --> 00:16:38.700]  慶祝復活節
[00:16:38.700 --> 00:16:40.700]  你不相信耶穌復活
[00:16:40.700 --> 00:16:41.700]  不相信耶穌復活
[00:16:41.700 --> 00:16:42.700]  慶祝什麼
[00:16:42.700 --> 00:16:43.700]  騙你的
[00:16:43.700 --> 00:16:45.700]  你慶祝一個騙你的節日
[00:16:45.700 --> 00:16:46.700]  怎麼搞的
[00:16:46.700 --> 00:16:47.700]  不會這樣做的
[00:16:47.700 --> 00:16:48.700]  如果他要慶祝復活節
[00:16:48.700 --> 00:16:49.700]  他就要相信耶穌復活
[00:16:49.700 --> 00:16:50.700]  他相信耶穌復活
[00:16:50.700 --> 00:16:52.700]  他就要基督徒
[00:16:52.700 --> 00:16:53.700]  因為信耶穌
[00:16:53.700 --> 00:16:55.700]  信耶穌復活就得救
[00:16:55.700 --> 00:16:57.700]  他又不做基督徒
