
[00:00:00.000 --> 00:00:03.000]  我們要思想的一個題目還是一樣
[00:04:23.000 --> 00:04:24.000]  然後祂說
[00:04:24.000 --> 00:04:27.000]  祂以祂自己的名來引導我們走義路
[00:04:27.000 --> 00:04:29.000]  所以祂一定會引導我們
[00:04:29.000 --> 00:04:30.000]  祂有這個能力
[00:04:30.000 --> 00:04:31.000]  祂也願意
[00:04:31.000 --> 00:04:32.000]  祂也要
[00:04:32.000 --> 00:04:33.000]  祂也會
[00:04:33.000 --> 00:04:35.000]  這就是我們信心
[00:04:35.000 --> 00:04:36.000]  我們上次講過了
[00:04:36.000 --> 00:04:39.000]  所以今天我們就回到菲律賓書第四章
[00:04:39.000 --> 00:04:40.000]  第一節到第九節
[00:04:40.000 --> 00:04:41.000]  保羅在這裡
[00:04:41.000 --> 00:04:42.000]  他藉著這一段聖經
[00:04:42.000 --> 00:04:44.000]  告訴我們一些事情
[00:04:44.000 --> 00:04:48.000]  讓我們怎麼樣才能夠繼續地
[00:04:48.000 --> 00:04:51.000]  堅定不移走這條天路
[00:04:51.000 --> 00:04:52.000]  第一個我們講過了
[00:04:52.000 --> 00:04:54.000]  就是要有一個穩定的教會
[00:04:54.000 --> 00:04:55.000]  這個穩定的教會
[00:04:55.000 --> 00:04:58.000]  並不是說教會裡面沒有不同的意見
[00:04:58.000 --> 00:04:59.000]  這個穩定的教會
[00:04:59.000 --> 00:05:01.000]  就是有同一的信仰
[00:05:01.000 --> 00:05:02.000]  同心合一的工作
[00:05:02.000 --> 00:05:05.000]  為福音工作
[00:05:05.000 --> 00:05:07.000]  這就是我們以前很簡單的
[00:05:07.000 --> 00:05:09.000]  我就在這裡重複一下
[00:05:09.000 --> 00:05:10.000]  然後他告訴我們說
[00:05:10.000 --> 00:05:13.000]  一定要喜樂
[00:05:13.000 --> 00:05:15.000]  然後他又告訴我們說
[00:05:15.000 --> 00:05:17.000]  因為我們知道主已經進了
[00:05:17.000 --> 00:05:19.000]  所以我們活在這個世界上
[00:05:19.000 --> 00:05:21.000]  我們要有一個對的盼望
[00:05:21.000 --> 00:05:23.000]  要有一個正確的盼望
[00:05:23.000 --> 00:05:24.000]  然後他告訴我們說
[00:05:24.000 --> 00:05:28.000]  要有一個謙讓的心
[00:05:28.000 --> 00:05:29.000]  他也告訴我們說
[00:05:29.000 --> 00:05:31.000]  學會要用感恩的心
[00:05:31.000 --> 00:05:32.000]  接著禱告祈求
[00:05:32.000 --> 00:05:34.000]  把我們所有的憂慮全部交給神
[00:05:34.000 --> 00:05:35.000]  所以他告訴我們說
[00:05:35.000 --> 00:05:37.000]  應當一無掛慮
[00:05:37.000 --> 00:05:39.000]  這樣子在基督裡面
[00:05:39.000 --> 00:05:40.000]  這位賜平安的神
[00:05:40.000 --> 00:05:43.000]  祂的平安會保守我們
[00:05:43.000 --> 00:05:46.000]  維持我們堅定不移的信心
[00:05:46.000 --> 00:05:49.000]  今天我們就要來到第八節到第九節
[00:05:49.000 --> 00:05:50.000]  如果你有聖經的話
[00:05:50.000 --> 00:05:52.000]  請你翻開到菲律賓書第四章
[00:05:52.000 --> 00:05:54.000]  第八節到第九節
[00:05:54.000 --> 00:05:55.000]  菲律賓書第四章
[00:05:55.000 --> 00:05:57.000]  第八節到第九節
[00:05:57.000 --> 00:05:59.000]  我們一起來念好不好
[00:05:59.000 --> 00:06:00.000]  菲律賓書第四章
[00:06:00.000 --> 00:06:02.000]  第八節到第九節
[00:06:02.000 --> 00:06:04.000]  我們一起來
[00:06:04.000 --> 00:06:05.000]  弟兄們
[00:06:05.000 --> 00:06:23.000]  還有第九節
[00:06:23.000 --> 00:06:24.000]  一起來
[00:06:24.000 --> 00:06:27.000]  你們在我身上所學習的
[00:06:27.000 --> 00:06:28.000]  所領受的
[00:06:28.000 --> 00:06:29.000]  所聽見的
[00:06:29.000 --> 00:06:30.000]  所看見的
[00:06:30.000 --> 00:06:32.000]  這些事你們都要去習
[00:06:32.000 --> 00:06:34.000]  賜平安的神
[00:06:34.000 --> 00:06:36.000]  就必與你們同在
[00:06:36.000 --> 00:06:37.000]  我們一起禱告
[00:06:37.000 --> 00:06:38.000]  我們在天上的父神
[00:06:38.000 --> 00:06:39.000]  我們滿心的感謝你
[00:06:39.000 --> 00:06:40.000]  感謝你
[00:06:40.000 --> 00:06:41.000]  你自己從創世以來
[00:06:41.000 --> 00:06:43.000]  你就一直在做事情
[00:06:43.000 --> 00:06:44.000]  你就一直在做功
[00:06:44.000 --> 00:06:45.000]  主讓我們看見
[00:06:45.000 --> 00:06:47.000]  主耶穌也繼續的在做功
[00:06:47.000 --> 00:06:49.000]  然後今天我們也看見聖靈
[00:06:49.000 --> 00:06:51.000]  一直的繼續的在做功
[00:06:51.000 --> 00:06:53.000]  我們相信你要一直的做下去
[00:06:53.000 --> 00:06:54.000]  一直到將來
[00:06:54.000 --> 00:06:57.000]  你完成所有的事情的時候
[00:06:57.000 --> 00:06:58.000]  我們謝謝你
[00:06:58.000 --> 00:07:00.000]  我們把今天這段時間
[00:07:00.000 --> 00:07:01.000]  仰望在你的手中
[00:07:01.000 --> 00:07:02.000]  求你自己的話語
[00:07:02.000 --> 00:07:03.000]  打動我們
[00:07:03.000 --> 00:07:04.000]  求你自己的聖靈
[00:07:04.000 --> 00:07:06.000]  開我們心中的眼睛
[00:07:06.000 --> 00:07:08.000]  讓我們看見屬靈的光
[00:07:08.000 --> 00:07:09.000]  我們感謝禱告
[00:07:09.000 --> 00:07:11.000]  奉耶穌基督的聖名
[00:07:11.000 --> 00:07:12.000]  我們
[00:07:12.000 --> 00:07:17.000]  在這裡我們看第八節
[00:07:17.000 --> 00:07:19.000]  我們今天就正式的看第八節
[00:07:19.000 --> 00:07:20.000]  他說
[00:07:20.000 --> 00:07:21.000]  他說弟兄們
[00:07:21.000 --> 00:07:22.000]  我還有未盡的話
[00:07:22.000 --> 00:07:25.000]  當保羅講這句話的意思的時候
[00:07:25.000 --> 00:07:26.000]  他不是說
[00:07:26.000 --> 00:07:29.000]  OK
[00:07:29.000 --> 00:07:31.000]  最後我還有一件事情
[00:07:31.000 --> 00:07:33.000]  這件事情也不是什麼很重要的
[00:07:33.000 --> 00:07:35.000]  保羅不是這樣子講
[00:07:35.000 --> 00:07:36.000]  保羅他講話的時候
[00:07:36.000 --> 00:07:38.000]  他說我還有未盡的話
[00:07:38.000 --> 00:07:39.000]  他的意思就是說
[00:07:39.000 --> 00:07:40.000]  OK
[00:07:40.000 --> 00:07:41.000]  這個是the last
[00:07:41.000 --> 00:07:42.000]  but
[00:07:42.000 --> 00:07:44.000]  the foremost
[00:07:44.000 --> 00:07:46.000]  這是最重要的一件事情
[00:07:46.000 --> 00:07:47.000]  所以第一句話
[00:07:47.000 --> 00:07:48.000]  他就說弟兄們
[00:07:48.000 --> 00:07:49.000]  我還有未盡的話
[00:07:49.000 --> 00:07:50.000]  所以表示後面
[00:07:50.000 --> 00:07:52.000]  真的是一個很重要的
[00:07:52.000 --> 00:07:53.000]  我們一定要好好的聽
[00:07:53.000 --> 00:07:54.000]  因為這是保羅
[00:07:54.000 --> 00:07:57.000]  聖靈節的保羅所說的話
[00:07:57.000 --> 00:08:00.000]  當我們看見這一段經文的時候
[00:08:00.000 --> 00:08:03.000]  我們如果要想到成就前面
[00:08:03.000 --> 00:08:04.000]  從第四章第一節
[00:08:04.000 --> 00:08:07.000]  一直到第七節的事情的話
[00:08:07.000 --> 00:08:10.000]  我們需要有一個
[00:08:10.000 --> 00:08:12.000]  堅定不移的信心
[00:08:12.000 --> 00:08:13.000]  我們要保持我們一個
[00:08:13.000 --> 00:08:15.000]  堅定不移的信心
[00:08:15.000 --> 00:08:16.000]  保羅在這裡
[00:08:16.000 --> 00:08:17.000]  他就告訴我們
[00:08:17.000 --> 00:08:19.000]  第八節到第九節
[00:08:19.000 --> 00:08:22.000]  這兩節經文是很重要的
[00:08:22.000 --> 00:08:23.000]  他在這裡面
[00:08:23.000 --> 00:08:25.000]  他用了兩個命令
[00:08:25.000 --> 00:08:26.000]  命令句
[00:08:26.000 --> 00:08:28.000]  他把關鍵性的事情
[00:08:28.000 --> 00:08:29.000]  講給教會
[00:08:29.000 --> 00:08:31.000]  也是講給我們聽
[00:08:31.000 --> 00:08:32.000]  第一個命令
[00:08:32.000 --> 00:08:34.000]  就是在第八節的最後一句話
[00:08:34.000 --> 00:08:36.000]  他說你們都要思念
[00:08:36.000 --> 00:08:38.000]  我們要think
[00:08:38.000 --> 00:08:39.000]  這是一個命令
[00:08:39.000 --> 00:08:40.000]  第二個命令
[00:08:40.000 --> 00:08:41.000]  就是在第九節
[00:08:41.000 --> 00:08:43.000]  在中間那邊
[00:08:43.000 --> 00:08:44.000]  他說這些事
[00:08:44.000 --> 00:08:45.000]  你們都要去行
[00:08:45.000 --> 00:08:47.000]  要去practice
[00:08:47.000 --> 00:08:49.000]  一個是要think
[00:08:49.000 --> 00:08:50.000]  一個是要practice
[00:08:50.000 --> 00:08:53.000]  你們姐妹會不會think
[00:08:53.000 --> 00:08:55.000]  會think的舉手
[00:08:55.000 --> 00:08:56.000]  感謝神
[00:08:56.000 --> 00:08:58.000]  會不會practice
[00:08:58.000 --> 00:09:01.000]  會的舉手
[00:09:01.000 --> 00:09:03.000]  感謝神
[00:09:03.000 --> 00:09:04.000]  這兩個字
[00:09:04.000 --> 00:09:05.000]  他用的
[00:09:05.000 --> 00:09:07.000]  從文法上面來看的話
[00:09:07.000 --> 00:09:09.000]  都是現在命令式的
[00:09:09.000 --> 00:09:10.000]  換句話講
[00:09:10.000 --> 00:09:11.000]  保羅的意思告訴我們說
[00:09:11.000 --> 00:09:14.000]  你要不停的去think
[00:09:14.000 --> 00:09:15.000]  你要繼續的
[00:09:15.000 --> 00:09:16.000]  不停的
[00:09:16.000 --> 00:09:18.000]  你要養成習慣
[00:09:18.000 --> 00:09:20.000]  你要成一個習慣性的
[00:09:20.000 --> 00:09:22.000]  做這些事情
[00:09:22.000 --> 00:09:23.000]  很簡單
[00:09:23.000 --> 00:09:25.000]  我們今天先看第一件事情
[00:09:25.000 --> 00:09:26.000]  思念
[00:09:26.000 --> 00:09:27.000]  這個字的本意是什麼
[00:09:27.000 --> 00:09:28.000]  這個字的本意
[00:09:28.000 --> 00:09:30.000]  如果從字上面去讀的話
[00:09:30.000 --> 00:09:31.000]  它有很多意思
[00:09:31.000 --> 00:09:32.000]  有一個意思就是
[00:09:32.000 --> 00:09:34.000]  有詳細的
[00:09:34.000 --> 00:09:36.000]  而且有系統的
[00:09:36.000 --> 00:09:37.000]  而且有意的
[00:09:37.000 --> 00:09:38.000]  就是有意的
[00:09:38.000 --> 00:09:41.000]  不是今天碰到了就有了
[00:09:41.000 --> 00:09:43.000]  真的是有意的
[00:09:43.000 --> 00:09:44.000]  而且去鑑定
[00:09:44.000 --> 00:09:45.000]  而且去思考
[00:09:45.000 --> 00:09:47.000]  而且去計算
[00:09:47.000 --> 00:09:50.000]  而且去反思
[00:09:50.000 --> 00:09:51.000]  就是這個意思
[00:09:51.000 --> 00:09:52.000]  那當然到最後
[00:09:52.000 --> 00:09:55.000]  就會養成一個習慣
[00:09:55.000 --> 00:09:57.000]  因為我們都知道
[00:09:57.000 --> 00:09:58.000]  一個人的思想
[00:09:58.000 --> 00:10:00.000]  決定一個人的行為
[00:10:00.000 --> 00:10:01.000]  是不是
[00:10:01.000 --> 00:10:02.000]  一個人的思想
[00:10:02.000 --> 00:10:04.000]  決定一個人的行為
[00:10:04.000 --> 00:10:07.000]  在真言第23章第7節
[00:10:07.000 --> 00:10:08.000]  我把它念給你們聽
[00:10:08.000 --> 00:10:11.000]  真言第23章第7節
[00:10:11.000 --> 00:10:12.000]  在聖經裡面
[00:10:12.000 --> 00:10:14.000]  都有提到這些事情
[00:10:14.000 --> 00:10:15.000]  23章第7節
[00:10:15.000 --> 00:10:18.000]  他說因為他的心怎樣思量
[00:10:18.000 --> 00:10:20.000]  他為人就是怎樣
[00:10:20.000 --> 00:10:22.000]  就是這麼簡單
[00:10:22.000 --> 00:10:24.000]  所以我們一個人的心
[00:10:24.000 --> 00:10:25.000]  其實就決定
[00:10:25.000 --> 00:10:27.000]  這個心就是我們的思想
[00:10:27.000 --> 00:10:28.000]  心思意念
[00:10:28.000 --> 00:10:31.000]  不是我們的heart
[00:10:31.000 --> 00:10:32.000]  不是在這裡
[00:10:32.000 --> 00:10:34.000]  是我們整個人決定
[00:10:34.000 --> 00:10:36.000]  我們要做什麼事情
[00:10:36.000 --> 00:10:37.000]  我們要看什麼東西
[00:10:37.000 --> 00:10:39.000]  我們要想什麼東西
[00:10:39.000 --> 00:10:40.000]  都是在這裡
[00:10:40.000 --> 00:10:41.000]  所以一個人的思想
[00:10:41.000 --> 00:10:43.000]  決定了一個人的行為
[00:10:43.000 --> 00:10:44.000]  其實我們從歷史上面
[00:10:44.000 --> 00:10:45.000]  從人的歷史上面
[00:10:45.000 --> 00:10:47.000]  一個人要控制一個國家的話
[00:10:47.000 --> 00:10:48.000]  他第一件事情
[00:10:48.000 --> 00:10:50.000]  要控制他們的思想
[00:10:50.000 --> 00:10:51.000]  控制老百姓的思想
[00:10:51.000 --> 00:10:53.000]  你說是漁民政策也好
[00:10:53.000 --> 00:10:54.000]  whatever你去講也好
[00:10:54.000 --> 00:10:56.000]  都是一樣的
[00:10:56.000 --> 00:10:58.000]  那聖經上又告訴我們說
[00:10:58.000 --> 00:11:00.000]  真的是一個人的思想
[00:11:00.000 --> 00:11:02.000]  定了他的行為
[00:11:02.000 --> 00:11:05.000]  主耶穌在馬可福音第7章20節到23節
[00:11:05.000 --> 00:11:06.000]  他也很清楚的告訴我們說
[00:11:06.000 --> 00:11:09.000]  人的思想到底是怎麼一回事
[00:11:09.000 --> 00:11:11.000]  他說人的心裡面所想的
[00:11:11.000 --> 00:11:13.000]  是怎麼樣影響我們人的行為
[00:11:13.000 --> 00:11:16.000]  怎麼樣影響我們待人接物
[00:11:16.000 --> 00:11:18.000]  怎麼樣影響我們對人處事
[00:11:18.000 --> 00:11:19.000]  這些都是很清楚
[00:11:19.000 --> 00:11:21.000]  在聖經上的教導我們
[00:11:21.000 --> 00:11:22.000]  所以保羅在這裡
[00:11:22.000 --> 00:11:25.000]  我覺得他把一些很重要的事情提出來
[00:11:25.000 --> 00:11:27.000]  他要我們去仔細的
[00:11:27.000 --> 00:11:28.000]  有意的
[00:11:28.000 --> 00:11:29.000]  有系統的
[00:11:29.000 --> 00:11:30.000]  去思考
[00:11:30.000 --> 00:11:31.000]  去判斷
[00:11:31.000 --> 00:11:34.000]  哪些事情就是下列的美德
[00:11:34.000 --> 00:11:35.000]  第一個就是真實的
[00:11:35.000 --> 00:11:37.000]  他說弟兄們我還有未盡的話
[00:11:37.000 --> 00:11:38.000]  凡是真實的
[00:11:38.000 --> 00:11:39.000]  什麼叫做真實的
[00:11:39.000 --> 00:11:40.000]  truth
[00:11:40.000 --> 00:11:42.000]  就是神的話
[00:11:42.000 --> 00:11:45.000]  就是神的話
[00:11:45.000 --> 00:11:46.000]  他要我們去讀
[00:11:46.000 --> 00:11:48.000]  他要我們去深思
[00:11:48.000 --> 00:11:50.000]  第二個可敬
[00:11:50.000 --> 00:11:51.000]  這個可敬的呢
[00:11:51.000 --> 00:11:52.000]  很有意思
[00:11:52.000 --> 00:11:54.000]  他就講說是一個尊貴的
[00:11:54.000 --> 00:11:55.000]  而且是一個端莊
[00:11:55.000 --> 00:11:57.000]  而且是一個有威嚴的
[00:11:57.000 --> 00:11:59.000]  咱們中國人有一個美德很好
[00:11:59.000 --> 00:12:01.000]  就是敬老尊賢
[00:12:01.000 --> 00:12:02.000]  你們還有沒有啊
[00:12:02.000 --> 00:12:03.000]  有啊
[00:12:03.000 --> 00:12:05.000]  感謝神
[00:12:05.000 --> 00:12:07.000]  對不對
[00:12:07.000 --> 00:12:08.000]  所以在我們當中
[00:12:08.000 --> 00:12:09.000]  你如果看到老人家的時候
[00:12:09.000 --> 00:12:10.000]  聖經上告訴我們說
[00:12:10.000 --> 00:12:12.000]  有老人家進到房間裡面的時候
[00:12:12.000 --> 00:12:13.000]  你要做什麼
[00:12:13.000 --> 00:12:17.000]  要站起來
[00:12:17.000 --> 00:12:18.000]  有沒有做過啊
[00:12:18.000 --> 00:12:20.000]  感謝神
[00:12:20.000 --> 00:12:21.000]  那麼下面呢
[00:12:21.000 --> 00:12:22.000]  就是說公義的
[00:12:22.000 --> 00:12:23.000]  什麼叫做公義呢
[00:12:23.000 --> 00:12:24.000]  很簡單的講
[00:12:24.000 --> 00:12:25.000]  就是對的事情
[00:12:25.000 --> 00:12:26.000]  對的
[00:12:26.000 --> 00:12:27.000]  什麼是對的事情呢
[00:12:27.000 --> 00:12:28.000]  就是聖經的標準
[00:12:28.000 --> 00:12:30.000]  就是我們從神那裡知道
[00:12:30.000 --> 00:12:32.000]  什麼叫做對的事情
[00:12:32.000 --> 00:12:34.000]  下面一個就是純潔
[00:12:34.000 --> 00:12:36.000]  從聖經上面來看
[00:12:36.000 --> 00:12:37.000]  是聖潔
[00:12:37.000 --> 00:12:39.000]  是在道德上純潔
[00:12:39.000 --> 00:12:43.000]  是在沒有跟罪有關係的
[00:12:43.000 --> 00:12:46.000]  不是以人的律法來決定
[00:12:46.000 --> 00:12:47.000]  或者是說
[00:12:47.000 --> 00:12:49.000]  不是以人的法律來決定
[00:12:49.000 --> 00:12:50.000]  對不對
[00:12:50.000 --> 00:12:51.000]  那是從聖經上的話
[00:12:51.000 --> 00:12:52.000]  今天我們知道
[00:12:52.000 --> 00:12:54.000]  今天有很多法律
[00:12:54.000 --> 00:12:55.000]  比如你們
[00:12:55.000 --> 00:12:56.000]  你如果去看到
[00:12:56.000 --> 00:12:59.000]  法律上都讓我們做這些事情
[00:12:59.000 --> 00:13:02.000]  但是它是違反聖經的
[00:13:02.000 --> 00:13:04.000]  我們就要好好的去思想一下
[00:13:04.000 --> 00:13:07.000]  我們能不能做這些事情
[00:13:07.000 --> 00:13:09.000]  下面一個就是可愛
[00:13:09.000 --> 00:13:10.000]  這個我們都很喜歡
[00:13:10.000 --> 00:13:11.000]  對不對
[00:13:11.000 --> 00:13:12.000]  那如果用英文講的話
[00:13:12.000 --> 00:13:15.000]  是不是Cute
[00:13:15.000 --> 00:13:16.000]  我們說
[00:13:16.000 --> 00:13:17.000]  哇 她好Cute
[00:13:17.000 --> 00:13:18.000]  是不是這樣
[00:13:18.000 --> 00:13:20.000]  No 這個地方是講喜愛
[00:13:20.000 --> 00:13:22.000]  它是讓人喜歡的
[00:13:22.000 --> 00:13:23.000]  它是讓人喜愛的
[00:13:23.000 --> 00:13:24.000]  它是吸引人的
[00:13:24.000 --> 00:13:26.000]  它是可以親近的
[00:13:26.000 --> 00:13:28.000]  下面一個就是有好的名聲
[00:13:28.000 --> 00:13:30.000]  這個我們都很清楚了
[00:13:30.000 --> 00:13:31.000]  對不對
[00:13:31.000 --> 00:13:32.000]  這個好名聲呢
[00:13:32.000 --> 00:13:33.000]  就是你在人當中
[00:13:33.000 --> 00:13:34.000]  人怎麼看你
[00:13:34.000 --> 00:13:35.000]  人怎麼講你
[00:13:35.000 --> 00:13:37.000]  當然很多時候我們講說
[00:13:37.000 --> 00:13:38.000]  我不在乎別人怎麼看我
[00:13:38.000 --> 00:13:40.000]  沒有錯
[00:13:40.000 --> 00:13:41.000]  但是保羅在這裡
[00:13:41.000 --> 00:13:42.000]  我們要去思想
[00:13:42.000 --> 00:13:44.000]  那麼我們要有好的名聲
[00:13:44.000 --> 00:13:45.000]  是什麼好的名聲
[00:13:45.000 --> 00:13:46.000]  是從聖經上來看
[00:13:46.000 --> 00:13:48.000]  是從神的方面來看
[00:13:48.000 --> 00:13:50.000]  而不是從我們在這個世界上
[00:13:50.000 --> 00:13:53.000]  我們做了什麼事情
[00:13:53.000 --> 00:13:54.000]  那最後一個
[00:13:54.000 --> 00:13:56.000]  他是把它兩個併在一起的
[00:13:56.000 --> 00:13:58.000]  所以他說若有什麼德行
[00:13:58.000 --> 00:14:00.000]  若有什麼稱讚
[00:14:00.000 --> 00:14:01.000]  如果有什麼Excellence
[00:14:01.000 --> 00:14:04.000]  若有什麼Worthy to Praise
[00:14:04.000 --> 00:14:05.000]  那這些事情呢
[00:14:05.000 --> 00:14:08.000]  就是保羅要我們
[00:14:08.000 --> 00:14:10.000]  要去思想
[00:14:10.000 --> 00:14:13.000]  而且是他命令我們要去思想
[00:14:13.000 --> 00:14:14.000]  保羅把這些
[00:14:14.000 --> 00:14:15.000]  總共有七個
[00:14:15.000 --> 00:14:17.000]  我算了一下是七個
