
[00:00:00.000 --> 00:00:03.000]  南國猶大皇希西加在位的時候
[00:02:42.080 --> 00:02:46.560]  在拉吉這個地方那裡的戰況相當激烈
[00:02:46.560 --> 00:02:49.240]  拉吉在今天耶路撒冷的西面
[00:02:49.240 --> 00:02:51.880]  是耶路撒冷的一個重要前哨
[00:02:51.880 --> 00:02:53.200]  攻陷拉吉
[00:02:53.200 --> 00:02:55.840]  下一步就要攻打耶路撒冷
[00:02:55.840 --> 00:02:58.760]  但是從這個壁畫和西拿基納的六角柱
[00:02:58.760 --> 00:03:00.080]  我們可以知道
[00:03:00.080 --> 00:03:03.240]  西拿基納只是打到拉吉就停步了
[00:03:03.240 --> 00:03:05.320]  因為聖經很清楚地告訴我們
[00:03:05.320 --> 00:03:07.360]  神親自介入這件事
[00:03:07.360 --> 00:03:09.960]  所以他不能夠再前進
[00:03:09.960 --> 00:03:12.400]  第三個考古的事蹟
[00:03:12.400 --> 00:03:15.640]  就是希西加的水道
[00:03:15.640 --> 00:03:17.800]  希西加的水道是希西加王
[00:03:17.800 --> 00:03:21.240]  他為了防止亞述人進攻耶路撒冷的時候
[00:03:21.240 --> 00:03:22.800]  切斷水道
[00:03:22.800 --> 00:03:24.600]  所以他就將耶路撒冷城外
[00:03:24.600 --> 00:03:27.880]  基分泉的水的入口封了
[00:03:27.880 --> 00:03:30.840]  然後將這個泉水經過地下水道
[00:03:30.840 --> 00:03:32.240]  引到城裡面
[00:03:32.240 --> 00:03:34.280]  去到西拿亞池那裡
[00:03:34.280 --> 00:03:35.280]  收水道的事
[00:03:35.280 --> 00:03:38.200]  在獵王記下的二十章二十字那裡
[00:03:38.200 --> 00:03:40.480]  都有記述過的
[00:03:40.480 --> 00:03:41.880]  在這個水道中間
[00:03:41.880 --> 00:03:43.360]  有另一個發現
[00:03:43.360 --> 00:03:46.400]  這個就是希西加水道的石碑
[00:03:46.400 --> 00:03:49.440]  石碑是用古希伯來文所寫的
[00:03:49.440 --> 00:03:51.320]  石碑裡面的碑文有記述
[00:03:51.320 --> 00:03:53.440]  當時有兩隊的工人
[00:03:53.440 --> 00:03:54.400]  一隊在這邊
[00:03:54.400 --> 00:03:55.680]  另一隊在那邊
[00:03:55.680 --> 00:03:57.400]  各自來發掘
[00:03:57.400 --> 00:04:00.800]  就靠聽對方鑿石頭的聲音
[00:04:00.800 --> 00:04:03.240]  來彼此前進
[00:04:03.240 --> 00:04:04.880]  最終就相遇
[00:04:04.880 --> 00:04:06.160]  在相遇的地方
[00:04:06.160 --> 00:04:08.320]  他們就刻了這個石碑
[00:04:08.320 --> 00:04:11.120]  所以可以看到當時的建築工人
[00:04:11.120 --> 00:04:12.960]  他們的工藝有多麼高超
[00:04:12.960 --> 00:04:15.000]  而他們的義者有多麼靈敏
[00:04:15.000 --> 00:04:16.600]  今天我們發覺很多時候
[00:04:16.600 --> 00:04:17.600]  我們年輕人
[00:04:17.600 --> 00:04:18.480]  我們弟兄姊妹
[00:04:18.480 --> 00:04:20.080]  我們義者就不是很靈敏的
[00:04:20.080 --> 00:04:21.600]  我們通常左耳入
[00:04:21.600 --> 00:04:23.120]  就是這樣了
[00:04:23.120 --> 00:04:25.240]  今天我們講的題目就是
[00:04:25.240 --> 00:04:28.000]  專心依靠神
[00:04:28.000 --> 00:04:29.120]  希西加
[00:04:29.120 --> 00:04:30.840]  我想和大家一起去想一想
[00:04:30.840 --> 00:04:32.080]  看看這位王
[00:04:32.080 --> 00:04:35.080]  這位專心依靠神的希西加王
[00:04:35.080 --> 00:04:38.160]  在面對他的危機的時候
[00:04:38.160 --> 00:04:39.640]  他怎樣依靠神
[00:04:39.640 --> 00:04:41.040]  而在依靠神的時候
[00:04:41.040 --> 00:04:43.400]  他怎樣經歷到神的信實
[00:04:43.400 --> 00:04:45.400]  和那個拯救
[00:04:45.400 --> 00:04:47.840]  詩篇56篇第11節這樣講
[00:04:47.840 --> 00:04:49.280]  我依靠神
[00:04:49.280 --> 00:04:50.760]  必不懼怕
[00:04:50.760 --> 00:04:53.120]  人能把我怎麼樣呢?
[00:04:53.120 --> 00:04:54.680]  我依靠神
[00:04:54.680 --> 00:04:56.040]  必不懼怕
[00:04:56.040 --> 00:04:58.080]  人能把我怎麼樣呢?
[00:04:58.080 --> 00:04:59.800]  希西加依靠神
[00:04:59.800 --> 00:05:01.200]  他沒有懼怕
[00:05:01.200 --> 00:05:04.000]  敵人也不能夠對他做些什麼
[00:05:04.000 --> 00:05:06.200]  同樣今天我們每一個侍奉神
[00:05:06.200 --> 00:05:07.520]  每一個屬神的人
[00:05:07.520 --> 00:05:09.400]  當我們依靠神的時候
[00:05:09.400 --> 00:05:11.400]  我們同樣都可以不懼怕
[00:05:11.400 --> 00:05:12.320]  而我們的敵人
[00:05:12.320 --> 00:05:14.040]  也不能夠在我們生命當中
[00:05:14.040 --> 00:05:16.160]  在我們身上做任何的事情
[00:05:16.160 --> 00:05:20.720]  讓我們先一起低頭禱告吧
[00:05:20.720 --> 00:05:22.480]  親愛的主我們感謝祢
[00:05:22.480 --> 00:05:24.440]  祢是創造天地的主
[00:05:24.440 --> 00:05:26.040]  祢掌管一切
[00:05:26.040 --> 00:05:28.240]  所以當我們專心依靠祢的時候
[00:05:28.240 --> 00:05:30.000]  我們知道從祢那裡
[00:05:30.000 --> 00:05:31.760]  我們不需要懼怕
[00:05:31.760 --> 00:05:33.560]  敵人也不能夠在我們生命當中
[00:05:33.560 --> 00:05:34.800]  做任何的事情
[00:05:34.800 --> 00:05:36.240]  求主幫助我們
[00:05:36.240 --> 00:05:38.800]  讓我們都有對祢那份的專注
[00:05:38.800 --> 00:05:40.560]  依靠和信心
[00:05:40.560 --> 00:05:42.560]  祝福我們奉耶穌基督命求
[00:06:10.560 --> 00:06:12.920]  使祂的兒子經火
[00:06:12.920 --> 00:06:14.120]  並在幽壇上面
[00:06:14.120 --> 00:06:15.240]  山崗上面
[00:06:15.240 --> 00:06:16.640]  各青翠樹下
[00:06:16.640 --> 00:06:18.560]  獻祭肖像
[00:06:18.560 --> 00:06:20.400]  從這些技術我們可以知道
[00:06:20.400 --> 00:06:23.120]  阿哈斯是一位邪惡的王
[00:06:23.120 --> 00:06:25.880]  希西加在二十五歲的時候登位
[00:06:25.880 --> 00:06:27.920]  作王二十九年
[00:06:27.920 --> 00:06:30.240]  他的父親雖然是一位惡的王
[00:06:30.240 --> 00:06:32.920]  但是他是難得的一位好王
[00:06:32.920 --> 00:06:34.800]  聖經對他形容這樣說
[00:06:34.800 --> 00:06:38.000]  希西加行耶和華眼中看為正的事
[00:06:38.000 --> 00:06:41.640]  效法祂祖大位所行的一切
[00:06:41.640 --> 00:06:44.600]  他怎樣作神所喜悅的事呢?
[00:06:44.600 --> 00:06:46.880]  第四次的書是這樣記述
[00:06:46.880 --> 00:06:48.440]  他廢去了幽壇
[00:06:48.440 --> 00:06:49.960]  毀壞柱杖
[00:06:49.960 --> 00:06:51.360]  砍下木偶
[00:06:51.360 --> 00:06:53.560]  打碎摩西所造的銅蛇
[00:06:53.560 --> 00:06:55.000]  因為到了那個時候
[00:06:55.000 --> 00:06:57.840]  以色列人仍然向銅蛇燒香
[00:06:57.840 --> 00:07:00.640]  希西加就叫銅蛇做銅塊
[00:07:00.640 --> 00:07:01.640]  換句話說
[00:07:01.640 --> 00:07:02.720]  他所作的事
[00:07:02.720 --> 00:07:05.320]  剛剛和他父親是相反的
[00:07:05.320 --> 00:07:06.480]  他所作的事
[00:07:06.480 --> 00:07:09.200]  就是將神所不喜悅的一切偶像
[00:07:09.200 --> 00:07:11.320]  徹底的除去
[00:07:11.320 --> 00:07:14.040]  如果我們比較一下第二十二節的時候
[00:07:14.040 --> 00:07:15.920]  當時亞瑟的使者
[00:07:15.920 --> 00:07:17.560]  他來到罵陣的時候
[00:07:17.560 --> 00:07:19.920]  他企圖要打擊猶大的士氣
[00:07:19.920 --> 00:07:23.360]  他指出了耶和華神不會幫助猶大國的
[00:07:23.360 --> 00:07:24.640]  原因是什麼呢?
[00:07:24.640 --> 00:07:25.760]  就是因為希西加
[00:07:25.760 --> 00:07:27.400]  將神的祭壇
[00:07:27.400 --> 00:07:28.960]  幽壇和偶像
[00:07:28.960 --> 00:07:30.280]  來砍去
[00:07:30.280 --> 00:07:34.440]  從這隻聖經來比較的時候
[00:07:34.440 --> 00:07:35.760]  我們就可以理解
[00:07:35.760 --> 00:07:37.600]  原來當時的猶太人
[00:07:37.600 --> 00:07:39.120]  當他們設立幽壇
[00:07:39.120 --> 00:07:40.920]  木柱
[00:07:40.920 --> 00:07:42.080]  木像
[00:07:42.080 --> 00:07:43.440]  柱像、木偶的時候
[00:07:43.440 --> 00:07:44.920]  他們去拜這些的時候
[00:07:44.920 --> 00:07:48.440]  他們其實以為自己是在拜耶和華神的
[00:07:48.440 --> 00:07:51.240]  所以當希西加王將這些拆去的時候
[00:07:51.240 --> 00:07:52.680]  外邦的王認為
[00:07:52.680 --> 00:07:54.280]  他其實就是拆去了
[00:07:54.280 --> 00:07:56.600]  破壞了耶和華神的祭壇
[00:07:56.600 --> 00:07:57.800]  由此可見
[00:07:57.800 --> 00:07:59.120]  當時的百姓
[00:07:59.120 --> 00:08:01.680]  他們一面的來去拜那些偶像
[00:08:01.680 --> 00:08:04.200]  但是一面就告訴自己和別人知道
[00:08:04.200 --> 00:08:06.040]  我們其實是在拜耶和華
[00:08:06.040 --> 00:08:09.120]  又或者可能他們真的從心裡面拜耶和華
[00:08:09.120 --> 00:08:12.600]  不過就用了所有外邦的拜的方式
[00:08:12.600 --> 00:08:14.000]  來拜耶和華神
[00:08:14.000 --> 00:08:17.680]  所以聖經學者就稱這些為混合主義
[00:08:17.680 --> 00:08:19.880]  就是他們將外邦的偶像
[00:08:19.880 --> 00:08:21.600]  和神來混淆了
[00:08:21.600 --> 00:08:24.120]  有時候都不知道自己在拜什麼
[00:08:24.120 --> 00:08:25.280]  又或者很多時候
[00:08:25.280 --> 00:08:26.960]  是按照自己的心意
[00:08:26.960 --> 00:08:29.480]  看到其他拜外邦偶像的方式
[00:08:29.480 --> 00:08:30.480]  這麼隆重
[00:08:30.480 --> 00:08:31.960]  外邦的祭壇這麼漂亮
[00:08:31.960 --> 00:08:35.280]  於是就將這種方式拿來拜神
[00:08:35.280 --> 00:08:36.880]  甚至為耶和華神
[00:08:36.880 --> 00:08:41.880]  挑一個和外邦偶像相同的祭壇
[00:08:41.880 --> 00:08:43.080]  來拜耶和華神
[00:08:43.080 --> 00:08:45.160]  第四節就提到
[00:08:45.160 --> 00:08:48.320]  希西加打碎了摩西所造的銅蛇
[00:08:48.320 --> 00:08:50.080]  原本這個銅蛇
[00:08:50.080 --> 00:08:53.280]  在《文素記》有一章四到九節那裡有記述
[00:08:53.280 --> 00:08:56.560]  就是當時百姓在荷爾山那裡走的時候
[00:08:56.560 --> 00:08:58.240]  由於山路崎嶇
[00:08:58.240 --> 00:09:00.240]  他們就向神發出埋怨
[00:09:00.400 --> 00:09:03.360]  結果神就讓火蛇進入百姓當中
[00:09:03.360 --> 00:09:04.760]  咬了那些百姓
[00:09:04.760 --> 00:09:07.880]  百姓當中有很多人就因此死了
[00:09:07.880 --> 00:09:10.160]  摩西就向神禱告
[00:09:10.160 --> 00:09:13.080]  神就吩咐摩西造一條銅蛇
[00:09:13.080 --> 00:09:14.400]  掛在柱子上
[00:09:14.400 --> 00:09:15.960]  告訴百姓知道
[00:09:15.960 --> 00:09:18.000]  哪一個被蛇所咬的
[00:09:18.000 --> 00:09:19.520]  只要來憑著信心
[00:09:19.520 --> 00:09:21.000]  相信神的吩咐
[00:09:21.000 --> 00:09:22.320]  看著這條銅蛇
[00:09:22.320 --> 00:09:23.880]  就能夠得到醫治
[00:09:23.880 --> 00:09:25.680]  這麼多年過去了
[00:09:25.680 --> 00:09:28.440]  百姓依然來拜這條銅蛇
[00:09:28.680 --> 00:09:31.040]  百姓仍然認為這條銅蛇有魔力
[00:09:31.040 --> 00:09:33.360]  百姓甚至以這條銅蛇為神
[00:09:33.360 --> 00:09:34.640]  由此可見
[00:09:34.640 --> 00:09:37.240]  當時人對神的陌生
[00:09:37.240 --> 00:09:38.600]  對神的不認識
[00:09:38.600 --> 00:09:40.600]  而因著對神的不認識
[00:09:40.600 --> 00:09:42.960]  所帶來的悲劇、悲哀
[00:09:42.960 --> 00:09:45.320]  希西加為了帶領百姓
[00:09:45.320 --> 00:09:47.280]  真正地去敬拜神
[00:09:47.280 --> 00:09:48.320]  他決心
[00:09:48.320 --> 00:09:51.760]  將這個很有紀念價值的銅蛇打碎
[00:09:51.760 --> 00:09:53.440]  讓百姓徹底地
[00:09:53.440 --> 00:09:55.440]  離棄一切的偶像
[00:09:55.920 --> 00:09:59.680]  另一個希西加所作神所起義的事
[00:09:59.680 --> 00:10:01.520]  就是第五節那書所提
[00:10:01.520 --> 00:10:02.800]  第五節那書提到
[00:10:02.800 --> 00:10:06.080]  他是一位專心倚靠耶和華神的王
[00:10:06.080 --> 00:10:07.320]  聖經這樣說
[00:10:07.320 --> 00:10:11.160]  希西加倚靠耶和華以色列的神
[00:10:11.160 --> 00:10:13.880]  在他前後的猶大烈王中
[00:10:13.880 --> 00:10:15.520]  沒有一個及得他
[00:10:15.520 --> 00:10:18.600]  因著對神的倚靠
[00:10:18.600 --> 00:10:20.040]  神與他同在
[00:10:20.040 --> 00:10:21.040]  聖經說到
[00:10:21.040 --> 00:10:22.520]  他去到任何地方
[00:10:22.520 --> 00:10:24.520]  所有事都是坎通的
[00:10:24.880 --> 00:10:26.240]  希西加王一生裡面
[00:10:26.240 --> 00:10:28.240]  總共有兩次的危機
[00:10:28.240 --> 00:10:31.280]  第一次就是亞述的入侵
[00:10:31.280 --> 00:10:35.400]  聖經用了神拯救希西加出來
[00:10:35.400 --> 00:10:36.520]  亞述的手
[00:10:36.520 --> 00:10:37.400]  這件事
[00:10:37.400 --> 00:10:38.840]  要讓我們看到
[00:10:38.840 --> 00:10:40.920]  當人去倚靠神的時候
[00:10:40.920 --> 00:10:42.840]  神怎樣賜下恩典
[00:10:42.840 --> 00:10:45.720]  神怎樣讓倚靠神的人坎通
[00:10:45.720 --> 00:10:48.440]  亞述的入侵
[00:10:48.440 --> 00:10:50.680]  是發生在主前701年
[00:10:50.680 --> 00:10:54.040]  也是希西加作皇第十四年的時候的事
[00:10:54.440 --> 00:10:56.440]  但是早在他作皇之前
[00:10:56.440 --> 00:10:58.760]  在主前722年的時候
[00:10:58.760 --> 00:11:00.760]  亞述王撒曼爾錫
[00:11:00.760 --> 00:11:03.240]  就已經將北國以色列攻陷
[00:11:03.240 --> 00:11:05.480]  將首都撒馬尼亞攻陷
[00:11:05.480 --> 00:11:07.880]  將以色列人擄去到亞述地那裡
[00:11:07.880 --> 00:11:11.080]  而以色列也是那時候正式的亡國
[00:11:11.080 --> 00:11:12.840]  當時亞述的政策
[00:11:12.840 --> 00:11:15.120]  就是將所有原居地的居民
[00:11:15.120 --> 00:11:16.320]  來帶走
[00:11:16.320 --> 00:11:18.400]  然後將其他地方的居民
[00:11:18.400 --> 00:11:19.800]  遷入去這個地方
[00:11:19.800 --> 00:11:23.400]  目的就是防止原居地的人民來造反
[00:11:23.400 --> 00:11:28.400]  被亞述遷入去的那些原居地的外族人
[00:11:28.400 --> 00:11:30.760]  和留下的以色列人通婚
[00:11:30.760 --> 00:11:32.040]  通婚之後
[00:11:32.040 --> 00:11:34.800]  就成為了聖經新約裡面所稱為的
[00:11:34.800 --> 00:11:36.240]  撒馬尼亞人
[00:11:36.240 --> 00:11:39.520]  由於撒馬尼亞人在血緣上不是很純正
[00:11:39.520 --> 00:11:41.840]  因為和外族通婚之後
[00:11:41.840 --> 00:11:44.800]  引入了很多拜外邦的方式
[00:11:44.800 --> 00:11:46.720]  所以在聖經裡面我們看到
[00:11:46.720 --> 00:11:49.000]  猶太人對於這些撒馬尼亞人
[00:11:49.000 --> 00:11:51.280]  本來是同系兄弟的撒馬尼亞人
[00:11:51.280 --> 00:11:55.040]  他們是相當之鄙視 看不起他們的
[00:11:55.040 --> 00:11:56.840]  在希西加作王的時候
[00:11:56.840 --> 00:12:00.240]  他不僅是眼見不覺以色列的亡國
[00:12:00.240 --> 00:12:02.560]  他也看見整個巴勒斯坦的土地
[00:12:02.560 --> 00:12:06.400]  在當時來說都陷在亞述的勢力範圍之內
[00:12:06.400 --> 00:12:08.000]  所以可以理解到
[00:12:08.000 --> 00:12:10.040]  當時希西加的心底裡面
[00:12:10.040 --> 00:12:12.720]  常常都會有著一份的擔心
[00:12:12.720 --> 00:12:15.080]  而結果在他在位第十四年的時候
[00:12:15.080 --> 00:12:17.920]  他所擔心的事終於發生了
[00:12:17.920 --> 00:12:21.160]  亞述王塞拿基納率領大軍南下
[00:12:21.160 --> 00:12:22.680]  進攻猶大
[00:12:22.680 --> 00:12:26.520]  希西加到了生死存亡的關頭
[00:12:26.520 --> 00:12:28.080]  第十四節那裡提到
[00:12:28.080 --> 00:12:29.720]  希西加開始的時候
[00:12:29.720 --> 00:12:32.000]  他是用了一個求和的方式
[00:12:32.000 --> 00:12:35.040]  來面對著當時的亞述大軍
[00:12:35.040 --> 00:12:39.120]  他將金紙銀紙送去給亞述王作為貢物
[00:12:39.120 --> 00:12:41.600]  希望亞述王收了貢物之後
[00:12:41.600 --> 00:12:44.200]  能夠心滿意足就退兵
[00:12:44.200 --> 00:12:46.000]  但是聖經給我們看見
[00:12:46.000 --> 00:12:49.160]  亞述王收了貢物之後仍然是很不滿意
[00:12:49.160 --> 00:12:51.680]  他認為希西加王誠意不足
[00:12:51.680 --> 00:12:55.920]  於是就派了三位大臣和大批的馬兵馬
[00:12:55.920 --> 00:12:58.520]  從拉吉那裡來到耶路撒冷
[00:12:58.520 --> 00:13:03.600]  向希西加和百姓來馬戰
[00:13:03.600 --> 00:13:05.360]  第二十六節那裡提到
[00:13:05.360 --> 00:13:08.280]  希西加希望亞述大臣
[00:13:08.280 --> 00:13:10.520]  用當時的國際語言
[00:13:10.520 --> 00:13:12.640]  就是阿蘭文來交談
[00:13:12.640 --> 00:13:13.960]  但這三位大臣
[00:13:13.960 --> 00:13:16.080]  用當時百姓能夠聽得懂的
[00:13:16.080 --> 00:13:17.960]  希伯來文來叫喊
[00:13:17.960 --> 00:13:19.960]  透過這個叫喊方式
[00:13:19.960 --> 00:13:22.600]  來打這個心理戰宣傳戰
[00:13:22.600 --> 00:13:26.440]  目的就是來動搖希西加王的威信
[00:13:26.440 --> 00:13:28.760]  讓百姓對神失去信心
[00:13:28.760 --> 00:13:30.480]  來告訴百姓知道
[00:13:30.480 --> 00:13:33.840]  投降給亞述其實有很多好處的
[00:13:33.840 --> 00:13:37.760]  這樣來破壞當時百姓那份團結的心
[00:13:37.760 --> 00:13:39.360]  如果你是希西加
[00:13:39.360 --> 00:13:41.600]  你在城樓上面
[00:13:41.600 --> 00:13:43.480]  聽到敵人的大將
[00:13:43.480 --> 00:13:45.680]  在城下面來馬戰的時候
[00:13:45.680 --> 00:13:48.120]  你心裡面有什麼感受
[00:13:48.120 --> 00:13:50.480]  你心裡面有什麼考慮呢
[00:13:50.480 --> 00:13:54.040]  那一刻所有百姓都看著你
[00:13:54.040 --> 00:13:55.360]  你是很重要的
[00:13:55.360 --> 00:13:58.160]  可能那一刻你覺得做皇帝是最不好的
[00:13:58.160 --> 00:13:59.920]  平時就做皇帝最好
[00:13:59.920 --> 00:14:02.400]  不過那一刻所有人都看著你
[00:14:02.400 --> 00:14:04.800]  應該怎麼做呢
[00:14:04.800 --> 00:14:05.880]  在希西加心裡面
[00:14:05.880 --> 00:14:08.360]  很多的思考很多的掙扎
[00:14:08.360 --> 00:14:12.000]  亞述是當時世界級的強國
[00:14:12.000 --> 00:14:13.200]  亞述的大軍
[00:14:13.200 --> 00:14:17.200]  是當時世界裡面最殘忍的大軍
[00:14:17.200 --> 00:14:22.080]  在亞述攻陷北角以色列之前
[00:14:22.080 --> 00:14:24.200]  在主前743年的時候
[00:14:24.200 --> 00:14:25.480]  亞述的大軍
[00:14:25.480 --> 00:14:27.920]  攻陷在北面的阿蘭
[00:14:27.920 --> 00:14:30.680]  將阿蘭的首都大馬士革攻破
[00:14:30.680 --> 00:14:33.800]  即是今天的敘利亞首都大馬士革
[00:14:33.800 --> 00:14:37.200]  亞述的軍隊將阿蘭士兵的頭斬下來
[00:14:37.200 --> 00:14:39.400]  然後堆起來
[00:14:39.400 --> 00:14:42.120]  堆到多到一座山那麼厲害
[00:14:42.120 --> 00:14:44.520]  亦都將阿蘭的士兵
[00:14:44.520 --> 00:14:46.680]  綁在尖的木柱上面
[00:14:46.680 --> 00:14:50.040]  讓他們慢慢地痛苦地死
[00:14:50.040 --> 00:14:52.280]  希西加面對著
[00:14:52.280 --> 00:14:55.560]  阿蘭的亡國和以色列的亡國
[00:14:55.560 --> 00:14:57.200]  前車可鑑
[00:14:57.200 --> 00:14:59.160]  對他來說他清楚知道
[00:14:59.160 --> 00:15:01.520]  將要發生的戰役是怎樣的
[00:15:01.520 --> 00:15:04.720]  他清楚知道如果他抵抗戰敗之後
[00:15:04.720 --> 00:15:05.960]  要發生在他身上
[00:15:05.960 --> 00:15:08.240]  和百姓身上的事會是怎樣的
[00:15:08.240 --> 00:15:10.280]  恐怕到時是死得很慘
[00:15:10.280 --> 00:15:13.400]  但他同樣知道如果選擇投降的話
[00:15:13.400 --> 00:15:16.720]  亞述人會將俘虜帶去作奴隸
[00:15:16.720 --> 00:15:19.200]  同樣這條路亦都不容易走
[00:15:19.200 --> 00:15:21.640]  面對著兩難的選擇
[00:15:21.640 --> 00:15:24.000]  希西加可以做些甚麼呢
[00:15:24.000 --> 00:15:25.520]  你是皇的話
[00:15:25.520 --> 00:15:27.600]  你會選擇怎樣的呢
[00:15:27.600 --> 00:15:29.680]  好像到了五十五十的時候
[00:15:29.680 --> 00:15:32.880]  需不需要打電話找朋友來教你怎樣做呢
[00:15:32.880 --> 00:15:34.800]  如果有這些錦囊的話
[00:15:34.800 --> 00:15:37.720]  可能希西加都會打電話問問
[00:15:37.720 --> 00:15:40.560]  謝牧師 看看牧師給他甚麼意見
[00:15:40.560 --> 00:15:42.600]  或者問問現場觀眾
[00:15:42.600 --> 00:15:45.120]  你會怎樣選擇呢
[00:15:45.120 --> 00:15:46.680]  聖經裏面講述
[00:15:46.680 --> 00:15:48.480]  作為皇的希西加
[00:15:48.480 --> 00:15:49.840]  他的選擇
[00:15:49.840 --> 00:15:52.640]  第十九章第一節那裡講到
[00:15:52.640 --> 00:15:54.600]  希西加皇聽見
[00:15:54.600 --> 00:15:56.200]  就撕裂衣服
[00:15:56.200 --> 00:15:57.840]  披上麻布
[00:15:57.840 --> 00:16:00.000]  進了耶和華的殿
[00:16:00.000 --> 00:16:01.600]  他做了一個選擇
[00:16:01.600 --> 00:16:04.040]  這個選擇就將整個的問題
[00:16:04.040 --> 00:16:05.440]  整個危機
[00:16:05.440 --> 00:16:07.200]  帶到神的面前
[00:16:07.200 --> 00:16:08.760]  來到神的殿那裡
[00:16:08.760 --> 00:16:10.160]  在神面前謙卑
[00:16:10.160 --> 00:16:11.160]  哀傷
[00:16:11.160 --> 00:16:13.520]  將整個問題交給神
[00:16:13.520 --> 00:16:15.760]  皇選擇了依靠神
[00:16:15.760 --> 00:16:16.920]  皇的選擇
[00:16:16.920 --> 00:16:19.080]  是讓神作主
[00:16:19.080 --> 00:16:22.080]  聖經四篇五十六篇第十一節這樣講
[00:16:22.080 --> 00:16:23.840]  我依靠神
[00:16:23.840 --> 00:16:25.400]  必不懼怕
[00:16:25.400 --> 00:16:27.960]  人能把我怎樣呢
[00:16:27.960 --> 00:16:30.440]  神沒有讓依靠祂的人失望
[00:16:30.440 --> 00:16:34.200]  神也沒有讓依靠祂的希西加皇失望
[00:16:34.200 --> 00:16:36.480]  神沒有讓希西加羞愧
[00:16:36.480 --> 00:16:38.480]  神立時的來回應了
[00:16:38.480 --> 00:16:40.440]  希西加的呼求
[00:16:40.440 --> 00:16:42.640]  神參見了先知以賽雅
[00:16:42.640 --> 00:16:44.040]  將神的訊息
[00:16:44.040 --> 00:16:46.440]  帶到來告訴皇子
[00:16:46.440 --> 00:16:48.280]  以賽雅這樣講
