
[00:00:00.000 --> 00:00:02.700]  我們開始前我們一同低頭禱告
[00:01:31.960 --> 00:01:37.300]  基本上它將整個福音推到最高峰
[00:01:37.300 --> 00:01:40.600]  二份所書第一章的尾章是這樣形容的
[00:01:40.600 --> 00:01:44.640]  它形容有一個極其偉大浩瀚的大能
[00:01:44.640 --> 00:01:47.520]  這個大能是一個死而復活的大能
[00:01:47.520 --> 00:01:51.540]  這個大能顯明在二份所教會當中
[00:01:51.540 --> 00:01:56.160]  也使基督高升於天上 超過一切
[00:01:56.160 --> 00:01:58.160]  最後我想看最後那句
[00:01:58.160 --> 00:02:02.920]  最後那句是最複雜 也最關鍵的
[00:02:02.920 --> 00:02:03.780]  最後那句是這麼說的
[00:02:03.780 --> 00:02:08.580]  「教會是這位基督君王的身體
[00:02:08.580 --> 00:02:12.100]  教會是充滿那萬有者所充滿的」
[00:02:12.100 --> 00:02:17.640]  意思是耶穌基督是那位豐盛充滿權柄的君王
[00:02:17.640 --> 00:02:19.640]  而教會是祂的身體
[00:02:19.640 --> 00:02:22.820]  於是教會有一個本質
[00:02:22.820 --> 00:02:26.360]  就是它在反映著這位基督君王
[00:02:26.360 --> 00:02:30.240]  極其偉大的豐盛、權能和護臂
[00:02:30.240 --> 00:02:31.680]  往往說到這裏
[00:02:31.680 --> 00:02:34.000]  以前也有些人會這樣說
[00:02:34.000 --> 00:02:37.940]  「教會這麼小 福音這麼少
[00:02:37.940 --> 00:02:39.180]  聖經這麼細本
[00:02:39.180 --> 00:02:43.660]  怎能夠反映出這位上帝的偉大呢?」
[00:02:43.660 --> 00:02:45.520]  不知道你有沒有聽過別人這樣問
[00:02:45.520 --> 00:02:48.720]  但是當你明白這段經文
[00:02:48.720 --> 00:02:52.880]  經文背後的意思不應該問這個問題
[00:02:52.880 --> 00:02:54.700]  當我們看完這段經文
[00:02:54.700 --> 00:02:58.420]  上帝說教會應該反映上帝的偉大和權能
[00:02:58.420 --> 00:03:00.920]  其實我們應該問的問題是
[00:03:00.920 --> 00:03:03.380]  為甚麼今天我們的教會出口這麼少
[00:03:03.380 --> 00:03:07.380]  為甚麼今天我們的教會不能夠反映上帝的偉大
[00:03:07.380 --> 00:03:09.580]  我們教會對福音的理解是否認真
[00:03:09.580 --> 00:03:12.800]  我們教會有沒有福音的意象足夠大
[00:03:12.800 --> 00:03:17.280]  去適合這個福音呢?
[00:03:17.280 --> 00:03:19.160]  保羅在《耳筆手書》一章所做的
[00:03:19.160 --> 00:03:20.960]  他大概是做了一件這樣的事情
[00:03:20.960 --> 00:03:22.600]  就好像天秤一樣
[00:03:22.600 --> 00:03:25.160]  保羅形容上帝的榮耀
[00:03:25.160 --> 00:03:26.040]  福音的大能
[00:03:26.040 --> 00:03:27.040]  基督的王權
[00:03:27.040 --> 00:03:29.480]  這一切都是極其沉重的事情
[00:03:29.480 --> 00:03:31.580]  然後天秤的另外一邊
[00:03:31.580 --> 00:03:35.300]  保羅告訴我們基督的教會在另外一邊
[00:03:35.300 --> 00:03:40.140]  所以今天基督的教會應該有一個極其偉大的意象
[00:03:40.140 --> 00:03:45.280]  教會應該反映它的榮耀、它的大能、它的王權
[00:03:45.280 --> 00:03:47.240]  所以今天我們應該要問這個問題
[00:03:47.240 --> 00:03:52.920]  我們的教會是否適合這個榮耀、大能和王權呢?
[00:03:52.920 --> 00:03:58.400]  為甚麼我今天要將大家帶回《耳筆所書》一章的尾章的圖畫
[00:03:58.400 --> 00:04:01.120]  因為《耳筆所書》的一章尾章
[00:04:01.120 --> 00:04:05.000]  和《耳筆所書》二章頭章是連在一起的
[00:04:05.000 --> 00:04:07.160]  而《耳筆所書》二章
[00:04:07.160 --> 00:04:13.160]  它其實是在形容這個大能的一個彰顯
[00:04:13.160 --> 00:04:16.920]  保羅最終的目的是要《耳筆所教會》
[00:04:16.920 --> 00:04:19.520]  投入一個極其偉大的福音意象
[00:04:19.520 --> 00:04:25.600]  它要《耳筆所教會》能夠彰顯、反映上帝的偉大的榮耀、大能和王權
[00:04:25.600 --> 00:04:28.120]  這個是保羅最終極的目的
[00:04:28.120 --> 00:04:31.440]  而保羅是怎樣達到這個目的呢?
[00:04:31.440 --> 00:04:33.240]  保羅他做了一樣東西
[00:04:33.240 --> 00:04:35.880]  他做了一個對比
[00:04:35.880 --> 00:04:39.640]  就是對比《耳筆所教會》從前和現在的情況
[00:04:39.640 --> 00:04:44.760]  這個對比要反映出上帝的恩典
[00:04:44.760 --> 00:04:48.920]  我不知道你有沒有見過一些人減肥
[00:04:48.920 --> 00:04:52.640]  減肥成功和減肥前和減肥後的照片
[00:04:52.640 --> 00:04:54.800]  減肥前的肚腩是這麼大的
[00:04:54.800 --> 00:04:55.440]  十月懷胎
[00:04:55.440 --> 00:04:58.360]  然後減肥後他好像拍了一張照片
[00:04:58.360 --> 00:04:59.600]  嬰兒出來了
[00:04:59.600 --> 00:05:02.480]  就沒有了肚腩了
[00:05:02.480 --> 00:05:06.800]  這些照片通常會告訴你
[00:05:06.800 --> 00:05:08.000]  「尤其是我很厲害
[00:05:08.000 --> 00:05:10.040]  因為三個月我刻苦禁食
[00:05:10.040 --> 00:05:10.720]  做運動多
[00:05:10.720 --> 00:05:12.640]  於是我減走了肚腩」
[00:05:12.640 --> 00:05:14.880]  於是他想證明給人看
[00:05:14.880 --> 00:05:16.800]  「你知我三個月多厲害」
[00:05:16.800 --> 00:05:19.640]  保羅在做這個對比的時候
[00:05:19.640 --> 00:05:23.160]  也類似在做一個這樣的對稱
[00:05:23.160 --> 00:05:25.440]  就好像以前你們是怎樣的
[00:05:25.440 --> 00:05:27.360]  現在你們變成怎樣的
[00:05:27.360 --> 00:05:30.880]  而這個對比是要反映出一樣東西
[00:05:30.880 --> 00:05:32.880]  上帝基督偉大的恩典
[00:05:32.880 --> 00:05:36.920]  是如何在我們生命裏面產生出來
[00:05:36.920 --> 00:05:41.200]  基督偉大的權能是如何改變我們
[00:05:41.200 --> 00:05:43.480]  今天我們看的經文一至十節
[00:05:43.480 --> 00:05:45.400]  我們不會覆蓋這麼多
[00:05:45.400 --> 00:05:48.480]  我們只會看一至三節
[00:05:48.480 --> 00:05:50.320]  我們只會看上半段
[00:05:50.320 --> 00:05:55.000]  我想集中和大家看一至三節
[00:05:55.000 --> 00:05:58.800]  從前你們因著自己的罪惡過犯而死了
[00:05:58.800 --> 00:06:01.680]  那時你們在罪惡過犯中生活
[00:06:01.680 --> 00:06:03.400]  隨從今世的風俗
[00:06:03.400 --> 00:06:06.720]  信奉空中掌權者的領袖
[00:06:06.720 --> 00:06:10.760]  就是現今在背影的人心中運行的邪靈
[00:06:10.760 --> 00:06:13.800]  我們從前也都生活在他們當中
[00:06:13.800 --> 00:06:15.440]  放縱肉體的私慾
[00:06:15.440 --> 00:06:18.120]  隨著肉體和心中的意念去做
[00:06:18.120 --> 00:06:18.920]  和別人一樣
[00:06:18.920 --> 00:06:22.680]  我們生來就是該受懲罰的人
[00:06:22.680 --> 00:06:25.960]  第一個我想和你們看的字眼是「從前」
[00:06:25.960 --> 00:06:29.040]  當保羅看到以弗所教會從前的時候
[00:06:29.040 --> 00:06:30.520]  它的背後意味著
[00:06:30.520 --> 00:06:34.960]  它的從前和現在有一個極大的分別
[00:06:34.960 --> 00:06:37.920]  它意味著這個起死回生的大能
[00:06:37.920 --> 00:06:39.960]  充滿在以弗所教會當中
[00:06:39.960 --> 00:06:44.040]  以至到它帶來給這些信徒一個完全的改變
[00:06:44.040 --> 00:06:47.840]  它們已經和從前不再一樣
[00:06:47.840 --> 00:06:48.880]  當你看「從前」這個字
[00:06:48.880 --> 00:06:50.000]  你應該要知道一件事
[00:06:50.000 --> 00:06:51.560]  就是福音的大能
[00:06:51.560 --> 00:06:54.200]  它會帶給我們生命一個徹底的改變
[00:06:54.200 --> 00:06:57.280]  一個完全的改變
[00:06:57.280 --> 00:06:59.600]  今天如果你在一些信徒當中
[00:06:59.600 --> 00:07:02.280]  你問一下他們信耶穌和之前和之後
[00:07:02.280 --> 00:07:03.760]  其實有沒有分別的
[00:07:03.760 --> 00:07:06.000]  我相信很多人都跟他說其實沒有分別的
[00:07:06.000 --> 00:07:07.600]  以前是現在
[00:07:07.600 --> 00:07:09.880]  現在都是一樣沒有變過
[00:07:09.880 --> 00:07:11.440]  這個是一個問題
[00:07:11.440 --> 00:07:14.280]  因為整本聖經一直和我們說
[00:07:14.280 --> 00:07:18.560]  福音的大能會徹底地改變我們的生命
[00:07:18.560 --> 00:07:21.480]  這個改變是一個甚麼到甚麼的改變
[00:07:21.480 --> 00:07:23.840]  不是令你開心了、快樂了這麼簡單
[00:07:23.840 --> 00:07:26.520]  不是讓你心情好了
[00:07:26.520 --> 00:07:28.280]  可能經濟好了
[00:07:28.280 --> 00:07:29.880]  又有了婚姻又好了
[00:07:29.880 --> 00:07:32.600]  這個改變是很明確的
[00:07:32.600 --> 00:07:34.440]  是一個從罪惡過犯
[00:07:34.440 --> 00:07:39.040]  到復活大能、新生命的改變
[00:07:39.040 --> 00:07:43.560]  保羅說以前的以弗所教會是怎樣的呢
[00:07:43.560 --> 00:07:46.680]  這個教會是一個死的教會
[00:07:46.680 --> 00:07:52.240]  而這個死亡的死因是他們的罪惡過犯
[00:07:52.240 --> 00:07:55.240]  從前你們因著自己的罪惡過犯而死了
[00:07:55.240 --> 00:07:58.480]  那時你們在罪惡過犯中生活
[00:07:58.480 --> 00:08:01.000]  原文裏面「過犯」
[00:08:01.000 --> 00:08:03.760]  這個字亦叫「trespassers」
[00:08:03.760 --> 00:08:05.000]  披蘭文我不認識
[00:08:05.000 --> 00:08:07.200]  這個字其實有一個這樣的意境
[00:08:07.200 --> 00:08:09.760]  意味著一個人行路
[00:08:09.760 --> 00:08:12.480]  意味著一個人他行在一條路上
[00:08:12.480 --> 00:08:13.960]  他本應行在正路
[00:08:13.960 --> 00:08:17.880]  但他卻失腳偏離了這條正路
[00:08:17.880 --> 00:08:18.640]  甚麼是「過犯」
[00:08:18.640 --> 00:08:20.840]  就是他沒有行在正路上
[00:08:20.840 --> 00:08:23.280]  他走了去其他的道路
[00:08:23.280 --> 00:08:24.560]  當我們去到下一句
[00:08:24.560 --> 00:08:28.080]  它說「那時你們在罪惡過犯中生活」
[00:08:28.080 --> 00:08:31.560]  「生活」這個字亦可以譯作「行走」
[00:08:31.560 --> 00:08:32.920]  所以你在看一節的時候
[00:08:32.920 --> 00:08:35.160]  你已經看到一個圖畫
[00:08:35.160 --> 00:08:37.040]  保羅很生動地形容
[00:08:37.040 --> 00:08:39.240]  甚麼是罪惡過犯的生活
[00:08:39.240 --> 00:08:43.200]  就好像你行在一條不應該行的路
[00:08:43.200 --> 00:08:44.120]  有一條正路
[00:08:44.120 --> 00:08:46.200]  但你偏離正路
[00:08:46.200 --> 00:08:48.440]  你走了去另外一條路
[00:08:48.440 --> 00:08:50.120]  很生動的
[00:08:50.120 --> 00:08:55.960]  而這條路的結果是帶來死亡
[00:08:55.960 --> 00:09:02.240]  你不單止是行在這條錯誤的道路之上
[00:09:02.240 --> 00:09:05.560]  原文裏面的罪惡和過犯都是眾數
[00:09:05.560 --> 00:09:09.720]  這意味著有一個人行在一條錯誤的道路上
[00:09:09.720 --> 00:09:11.640]  不單止他在這條錯誤的道路上
[00:09:11.640 --> 00:09:13.960]  是不停不停地犯錯
[00:09:13.960 --> 00:09:17.440]  不停不停犯各種的罪惡和過犯
[00:09:17.440 --> 00:09:19.800]  去惹動上帝的怒氣
[00:09:19.800 --> 00:09:21.520]  這不是只是一次性的過犯
[00:09:21.520 --> 00:09:25.720]  而是不停重覆的過程
[00:09:25.720 --> 00:09:27.680]  我不知道你有沒有聽過
[00:09:27.680 --> 00:09:29.360]  以前有些人去講福音的時候
[00:09:29.360 --> 00:09:31.200]  他用過這樣的例子
[00:09:31.200 --> 00:09:35.600]  他說甚麼是罪呢
[00:09:35.600 --> 00:09:40.480]  就是我們的人生好像滴了一滴物質在乾淨的水裏面
[00:09:40.480 --> 00:09:43.960]  那個比喻有些人會這樣去描述的
[00:09:43.960 --> 00:09:47.120]  他說你有很多的好行為
[00:09:47.120 --> 00:09:49.200]  不過在那麼多的好行為之外
[00:09:49.200 --> 00:09:51.080]  你犯了一點點的小罪
[00:09:51.080 --> 00:09:55.520]  而這些小罪就好像一粒物質滴入了一杯乾淨的水
[00:09:55.520 --> 00:09:59.360]  而這些小罪會污染了你大部份的好行為
[00:09:59.360 --> 00:10:01.480]  我不是說這個比喻不行
[00:10:01.480 --> 00:10:04.080]  但這個比喻其實不夠好
[00:10:04.080 --> 00:10:05.240]  不夠盡
[00:10:05.240 --> 00:10:06.760]  因為這個比喻彷彿告訴你
[00:10:06.760 --> 00:10:08.160]  其實你有很多好行為
[00:10:08.160 --> 00:10:10.520]  你有很多值得誇獎的事情
[00:10:10.520 --> 00:10:12.680]  而因為你的小罪
[00:10:12.680 --> 00:10:14.360]  令到你的好行為不行
[00:10:14.360 --> 00:10:16.400]  那你只要和耶穌祈求赦罪
[00:10:16.400 --> 00:10:19.160]  那你的水就乾淨了
[00:10:19.160 --> 00:10:21.560]  但是一杯正確一點的圖畫
[00:10:21.560 --> 00:10:23.400]  應該是怎樣呢
[00:10:23.400 --> 00:10:25.200]  其實這本經文一直在形容一件事
[00:10:25.200 --> 00:10:28.280]  就是一個人他走一條不應該走的路
[00:10:28.280 --> 00:10:32.840]  而無論那個人在這條路上所做的是甚麼都好
[00:10:32.840 --> 00:10:34.160]  好像有很好的好行為
[00:10:34.160 --> 00:10:35.240]  好像有很好的好事
[00:10:35.240 --> 00:10:36.640]  做好人 做善事
[00:10:36.640 --> 00:10:40.240]  但這些善事全部都是不值一提
[00:10:40.240 --> 00:10:44.120]  聖經說我們最好的義都是最破爛的衣服
[00:10:44.120 --> 00:10:45.480]  沒有任何的義行
[00:10:45.480 --> 00:10:47.080]  沒有任何的善行
[00:10:47.080 --> 00:10:52.640]  是在這條人生的道路上會發生
[00:10:52.640 --> 00:10:54.520]  所以我很深刻有一位的牧者
[00:10:54.520 --> 00:10:57.160]  他曾經去形容甚麼是罪惡
[00:10:57.160 --> 00:11:00.440]  他說了一句話令我非常非常深刻
[00:11:00.440 --> 00:11:02.920]  Not just what you have done is sin
[00:11:02.920 --> 00:11:07.240]  but the only thing you have ever done is sin
[00:11:07.240 --> 00:11:08.600]  當時他說這句話的時候
[00:11:08.600 --> 00:11:10.720]  對著一班大學生說
[00:11:10.720 --> 00:11:13.080]  那班大學生以為他自己做了很多好行為
[00:11:13.080 --> 00:11:14.680]  可以來到上帝面前稱義
[00:11:14.680 --> 00:11:18.200]  但是當那個傳道人說完這句話之後
[00:11:18.200 --> 00:11:20.480]  他就開始有福音的呼召
[00:11:20.480 --> 00:11:23.000]  這是一個很好的形容
[00:11:23.000 --> 00:11:26.680]  我們生命裏面的罪惡和過犯
[00:11:26.680 --> 00:11:27.880]  是一個甚麼的圖畫
[00:11:27.880 --> 00:11:30.360]  不只是我們做一兩件事是罪惡
[00:11:30.360 --> 00:11:36.040]  而是我們一生所做的所有事情都是罪惡
[00:11:36.040 --> 00:11:40.560]  而這個罪惡和偏差路的方式
[00:11:40.560 --> 00:11:43.440]  是會帶來在我們生命裏面的一個後果
[00:11:43.440 --> 00:11:44.720]  一個應有的後果
[00:11:44.720 --> 00:11:46.720]  一個應有的審判
[00:11:46.720 --> 00:11:49.840]  就是死亡
[00:11:49.840 --> 00:11:53.760]  保羅說的死亡其實不是在說一個肉身的死亡
[00:11:53.760 --> 00:11:56.680]  因為保羅說從前以不俗的教會是死的
[00:11:56.680 --> 00:11:57.480]  其實很有趣
[00:11:57.480 --> 00:12:00.480]  因為那時候以不俗的教會是活生生的
[00:12:00.480 --> 00:12:01.960]  他們是未死的
[00:12:01.960 --> 00:12:05.440]  但是保羅用了一個很生動的形容方法
[00:12:05.440 --> 00:12:07.720]  就是說你好像是活生生的
[00:12:07.720 --> 00:12:10.320]  但是你卻是死的
[00:12:10.320 --> 00:12:11.120]  甚麼意思
[00:12:11.120 --> 00:12:17.960]  意思是你的生存其實在上帝的眼中是死亡的
[00:12:17.960 --> 00:12:22.480]  這種的死亡是屬靈的死亡
[00:12:22.480 --> 00:12:27.360]  這種的死亡是不能回應上帝的死亡
[00:12:27.360 --> 00:12:30.880]  如果你有一天有機會和一條屍體在旁邊的話
[00:12:30.880 --> 00:12:32.640]  你可以大聲在那條屍體裏面叫
[00:12:32.640 --> 00:12:33.760]  「醒啊喂」
[00:12:33.760 --> 00:12:34.840]  但是那條屍體不會回應你
[00:12:34.840 --> 00:12:35.640]  因為它已經死了
[00:12:35.640 --> 00:12:37.080]  它沒有靈魂在裏面
[00:12:37.080 --> 00:12:38.960]  它只剩下一個軀殼
[00:12:38.960 --> 00:12:41.320]  同樣的甚麼是這裏所說的死亡
[00:12:41.320 --> 00:12:43.440]  是一種不能叫醒的狀態
[00:12:43.440 --> 00:12:44.960]  沒有反應的狀態
[00:12:44.960 --> 00:12:46.040]  只剩下軀殼
[00:12:46.040 --> 00:12:49.040]  但是沒有靈魂的狀態
[00:12:49.040 --> 00:12:53.960]  世界上每一個人都是在這個狀態裏面
[00:12:53.960 --> 00:12:56.400]  有一段詩篇是這樣說的
[00:12:56.400 --> 00:13:00.160]  「從天上誰看世人
[00:13:00.160 --> 00:13:02.200]  要看有明白的沒有
[00:13:02.200 --> 00:13:04.040]  有尋求神的沒有
[00:13:04.040 --> 00:13:06.640]  他們都偏離正道
[00:13:06.640 --> 00:13:08.200]  一同變為污穢
[00:13:08.200 --> 00:13:09.760]  沒有行善的
[00:13:09.760 --> 00:13:11.160]  連一個也沒有」
[00:13:11.160 --> 00:13:12.760]  沒有尋求上帝的
[00:13:12.760 --> 00:13:14.720]  沒有行善的
[00:13:14.720 --> 00:13:17.200]  當我以前見到他經文的時候
[00:13:17.200 --> 00:13:18.880]  其實我很震驚
[00:13:18.880 --> 00:13:22.320]  因為這個經文真的非常一語中的去形容
[00:13:22.320 --> 00:13:24.960]  這個世界所有人的情況
[00:13:24.960 --> 00:13:26.080]  沒有人尋求神
[00:13:26.080 --> 00:13:27.640]  沒有人有任何的善行
[00:13:27.640 --> 00:13:30.920]  沒有人有任何的異行
[00:13:30.920 --> 00:13:32.040]  你可能說
[00:13:32.040 --> 00:13:34.160]  「不是啊,其實我也有做很多好行為
[00:13:34.160 --> 00:13:36.600]  但是在聖潔上帝的眼中
[00:13:36.600 --> 00:13:38.120]  當他看下來這個世界
[00:13:38.120 --> 00:13:39.920]  當他尋找的時候
[00:13:39.920 --> 00:13:41.080]  一個二人眼沒有
[00:13:41.080 --> 00:13:45.560]  一個尋求上帝的人都沒有」
[00:13:45.560 --> 00:13:48.440]  在《神學》裏面有一個這樣的思想
[00:13:48.440 --> 00:13:49.160]  不知道你有沒有聽過
[00:13:49.160 --> 00:13:51.600]  叫做「巴拉斗主義」
[00:13:51.600 --> 00:13:53.880]  你不需要記住這些學名的
[00:13:53.880 --> 00:13:55.040]  有一種這樣的思想
[00:13:55.040 --> 00:13:58.200]  就是相信人有一個自由
[00:13:58.200 --> 00:14:02.480]  可以選擇道德好還是不好
[00:14:02.480 --> 00:14:03.520]  有些人是這樣想的
[00:14:03.520 --> 00:14:05.120]  他相信人有自由意志
[00:14:05.120 --> 00:14:06.720]  他可以選擇好的行為
[00:14:06.720 --> 00:14:08.840]  選擇壞的行為
[00:14:08.840 --> 00:14:11.760]  這是一個歷史上曾經出現過的學派
[00:14:11.760 --> 00:14:13.840]  但是當你看這段詩篇
[00:14:13.840 --> 00:14:15.640]  這段詩篇說
[00:14:15.640 --> 00:14:18.680]  「沒有尋求上帝,沒有行善的」
[00:14:18.680 --> 00:14:21.560]  《聖經》其實剛剛相反
[00:14:21.560 --> 00:14:23.520]  去形容另外一幅圖畫
[00:14:23.520 --> 00:14:27.240]  就是這個世界上每一個人都是死在最終的
[00:14:27.240 --> 00:14:27.840]  你可能說
[00:14:27.840 --> 00:14:29.800]  「不是啊,其實我有自由意志
[00:14:29.800 --> 00:14:31.480]  我可以選擇做好的
[00:14:31.480 --> 00:14:33.280]  不過我沒有去選擇」
[00:14:33.280 --> 00:14:36.640]  其實你的自由意志只是一個幻象
[00:14:36.640 --> 00:14:38.280]  The illusion of free will
[00:14:38.280 --> 00:14:40.760]  就是一個你覺得可以選擇的
[00:14:40.760 --> 00:14:42.680]  其實你可以選擇很多東西
[00:14:42.680 --> 00:14:44.920]  但是你唯一一樣東西是不能選擇的
[00:14:44.920 --> 00:14:46.120]  就是你不能選擇敬拜上帝
[00:14:46.120 --> 00:14:47.200]  你不能選擇愛上帝
[00:14:47.200 --> 00:14:50.480]  你不能選擇一個過經乾生活的狀態
[00:14:50.480 --> 00:14:52.280]  那這個是不是自由意志呢
[00:14:52.280 --> 00:14:52.760]  其實不是
[00:14:52.760 --> 00:14:54.800]  這個自由意志是被捆綁
[00:14:54.800 --> 00:14:56.720]  這個自由意志是被克制
[00:14:56.720 --> 00:14:58.280]  是一種死亡的狀態
[00:14:58.280 --> 00:15:00.320]  而你在這種死亡的狀態
[00:15:00.320 --> 00:15:02.680]  你覺得自己好像生了小孩
[00:15:02.680 --> 00:15:07.520]  你不知道你自己是在死亡的裏面
[00:15:07.520 --> 00:15:09.640]  《聖經》形容每一個人都是死在最終
[00:15:09.640 --> 00:15:11.320]  這是一個甚麼狀態呢
[00:15:11.320 --> 00:15:13.120]  我想多看一段經文
[00:15:13.120 --> 00:15:16.280]  在《羅馬書》是這樣說的
[00:15:16.280 --> 00:15:20.400]  「世人都犯了罪,規決了神的榮耀」
[00:15:20.400 --> 00:15:23.760]  有一位改教運動的先祖叫馬丁路德
[00:15:23.760 --> 00:15:25.960]  馬丁路德他看這段經文的時候
[00:15:25.960 --> 00:15:28.280]  他說甚麼是上帝的榮耀
[00:15:28.280 --> 00:15:30.080]  他說甚麼是罪呢
[00:15:30.080 --> 00:15:33.400]  就是其實每一個人身上都有上帝的榮耀
[00:15:33.400 --> 00:15:35.720]  但是世人犯罪的時候
[00:15:35.720 --> 00:15:38.600]  他是令上帝的榮耀不能去彰顯出來
[00:15:38.600 --> 00:15:41.400]  他將這段經文和另外一段創世紀的經文
[00:15:41.400 --> 00:15:43.120]  去拉在一起
[00:15:43.120 --> 00:15:45.280]  神就按照他自己的形象去做
[00:15:45.280 --> 00:15:48.920]  他說人被造的時候是充滿上帝的榮耀
[00:15:48.920 --> 00:15:51.240]  人被造的時候
[00:15:51.240 --> 00:15:53.800]  他有一個上帝的形象和樣式
[00:15:53.800 --> 00:15:56.440]  是可以反映出上帝的形象
[00:15:56.440 --> 00:15:57.680]  反映出上帝的榮耀
[00:15:57.680 --> 00:15:59.120]  但是甚麼是罪
[00:15:59.120 --> 00:16:03.280]  最令到這種上帝的榮耀不能彰顯出來
[00:16:03.280 --> 00:16:05.920]  然後馬丁路德說現在甚麼是人
[00:16:05.920 --> 00:16:08.360]  人只剩下一個軀殼
[00:16:08.360 --> 00:16:11.440]  一個形同死亡一樣的軀殼
[00:16:11.440 --> 00:16:15.200]  因為人不能再成為真正的人
[00:16:15.200 --> 00:16:19.120]  人本來是要反映上帝的形象、樣式
[00:16:19.120 --> 00:16:19.960]  和他的榮耀
[00:16:19.960 --> 00:16:21.600]  但是如今
[00:16:21.600 --> 00:16:25.080]  這個形象、樣式和榮耀只剩下一個破爛的軀殼
[00:16:25.080 --> 00:16:27.120]  這個破爛的軀殼不能回應上帝
[00:16:27.120 --> 00:16:33.120]  並且朝向永遠的死亡
[00:16:33.120 --> 00:16:35.480]  然後他繼續講到《耳不傻書》
[00:16:35.480 --> 00:16:39.720]  它說你們從前在罪惡過犯中生活
[00:16:39.720 --> 00:16:41.000]  其實是行走
[00:16:41.000 --> 00:16:42.800]  保羅很生動地形容
[00:16:42.800 --> 00:16:46.080]  有一班人長大後其實是死的
[00:16:46.080 --> 00:16:50.920]  於是他們在一種生活狀態裏面繼續生活
[00:16:50.920 --> 00:16:54.200]  於是甚麼是這種生活狀態的模式呢
[00:16:54.200 --> 00:16:57.680]  保羅很生動地畫了幾幅圖畫給我們
[00:16:57.680 --> 00:17:03.360]  這三幅圖畫都在形容一個人在罪惡當中生活的情況
[00:17:03.360 --> 00:17:06.840]  你可以配合一下這些圖畫是否在你身上發生
[00:17:06.840 --> 00:17:08.600]  還是在你從前發生
[00:17:08.600 --> 00:17:13.320]  是你現在的情況還是從前之前的情況呢
[00:17:13.320 --> 00:17:17.000]  第一個圖畫是「隨從今世風俗」
[00:17:17.000 --> 00:17:20.120]  你們在罪惡過犯中行走
[00:17:20.120 --> 00:17:22.800]  你們隨從今世的風俗
[00:17:22.800 --> 00:17:26.240]  這句話其實表面上是在講一種傳統、一種潮流
[00:17:26.240 --> 00:17:29.680]  每個人都在追逐潮流、追求風俗
[00:17:29.680 --> 00:17:33.440]  但這個經文其實背後有一個這樣的哲學思想
[00:17:33.440 --> 00:17:35.520]  當時的猶太人天啟文學裏面
[00:17:35.520 --> 00:17:44.000]  他們相信這個世代和將來有一個世代其實是有分別的
[00:17:44.000 --> 00:17:48.400]  他們相信他們現在所處的世代是一個叫舊世代
[00:17:48.400 --> 00:17:50.720]  這個舊世代是暫時的
[00:17:50.720 --> 00:17:53.560]  而將來其實有一個新世代
[00:17:53.560 --> 00:17:57.200]  這是猶太人的天啟文學裏面所講的東西
[00:17:57.200 --> 00:17:59.440]  這個新世代將是永恆的
[00:17:59.440 --> 00:18:02.600]  而這個新世代將要取代舊世代
[00:18:02.600 --> 00:18:05.240]  這個新世代是必要來臨的
[00:18:05.240 --> 00:18:09.720]  甚麼叫做追求隨從今世的風俗呢
[00:18:09.720 --> 00:18:14.120]  就是在講有一個人他看不見將來的那個新世代
