
[00:00:00.000 --> 00:00:05.420]  我們要謝謝師班 過去一兩個月辛苦的練習
[00:04:35.440 --> 00:04:37.440]  不要懼怕
[00:04:41.920 --> 00:04:43.920]  第二句話是不要害怕
[00:04:43.920 --> 00:04:47.280]  從聖經中的第十一句話
[00:04:47.280 --> 00:04:50.920]  這也是當時的一個喜訊
[00:04:50.920 --> 00:04:53.840]  也是當時一句安慰的話
[00:04:53.840 --> 00:05:00.560]  所以我們每一次過聖誕佳節的時候
[00:05:00.560 --> 00:05:02.560]  不是一個童話故事
[00:05:02.560 --> 00:05:04.560]  不是任何的一個虛構的
[00:05:04.560 --> 00:05:08.560]  乃是有歷史的根據所記載的
[00:05:11.560 --> 00:05:13.560]  所以我們看到路加這位醫生
[00:05:13.560 --> 00:05:15.560]  他也是歷史學家
[00:05:15.560 --> 00:05:17.560]  當他記錄的時候
[00:05:17.560 --> 00:05:19.560]  他把當年代誰在當政
[00:05:19.560 --> 00:05:21.560]  都記在聖經裡面
[00:05:41.560 --> 00:05:43.560]  所以我們剛剛讀的聖經裡面
[00:05:43.560 --> 00:05:45.560]  講到蓋薩雅古士都
[00:05:45.560 --> 00:05:47.560]  是羅馬當時的皇帝
[00:05:47.560 --> 00:05:55.560]  居靈流是做敘利亞的巡撫
[00:05:55.560 --> 00:06:03.560]  所以當這個皇帝有這個命令下來
[00:06:03.560 --> 00:06:05.560]  要所有的人回到古巴
[00:06:05.560 --> 00:06:07.560]  他就把這個皇帝
[00:06:07.560 --> 00:06:11.560]  命令下來要所有的人回到自己的家鄉
[00:06:11.560 --> 00:06:13.560]  去報名上冊
[00:06:13.560 --> 00:06:25.560]  這個命令不是從君王來的嗎
[00:06:25.560 --> 00:06:31.560]  這個命令雖然是從君王來的
[00:06:31.560 --> 00:06:33.560]  比君王更高的有位主宰
[00:06:33.560 --> 00:06:37.560]  他是統管整個宇宙世界萬物
[00:06:37.560 --> 00:06:51.560]  所以聖經就記載
[00:06:51.560 --> 00:06:55.560]  約瑟和瑪利亞就回到他們自己的家鄉
[00:06:55.560 --> 00:06:57.560]  也同樣的去報名上冊
[00:06:57.560 --> 00:06:59.560]  就是戶口普查
[00:07:03.560 --> 00:07:05.560]  所以他們回到他們的家鄉
[00:07:05.560 --> 00:07:07.560]  也就是猶大伯利恆這個地方
[00:07:07.560 --> 00:07:25.560]  那這件事情在
[00:07:25.560 --> 00:07:27.560]  主將生前兩千年的時候
[00:07:27.560 --> 00:07:33.560]  借做雅各就已經預言猶大的後裔
[00:07:33.560 --> 00:07:35.560]  必做君王
[00:07:35.560 --> 00:07:53.560]  那在公元前七百年的時候
[00:07:53.560 --> 00:07:55.560]  米迦先知也預言
[00:07:55.560 --> 00:07:59.560]  在伯利恆城中必有君王出來
[00:07:59.560 --> 00:08:15.560]  我們看到雖然君王所下的命令
[00:08:15.560 --> 00:08:17.560]  可是在君王之上
[00:08:17.560 --> 00:08:21.560]  神是統管世界宇宙歷史的那位神
[00:08:21.560 --> 00:08:25.560]  他在主耶穌誕生前
[00:08:25.560 --> 00:08:27.560]  兩千年就已經預言
[00:08:27.560 --> 00:08:29.560]  在七百年就把這個地方
[00:08:29.560 --> 00:08:31.560]  講得一清二楚
[00:08:31.560 --> 00:08:33.560]  一點都不差
[00:08:51.560 --> 00:08:53.560]  所以我們看到
[00:08:53.560 --> 00:08:55.560]  主耶穌的誕生
[00:08:55.560 --> 00:08:57.560]  是有歷史的依據
[00:08:57.560 --> 00:08:59.560]  在歷史之上
[00:08:59.560 --> 00:09:01.560]  神掌管人類的歷史
[00:09:19.560 --> 00:09:21.560]  這個信息傳給世人的時候
[00:09:21.560 --> 00:09:23.560]  不是傳在皇宮裡面
[00:09:23.560 --> 00:09:27.560]  不是傳在貴族的團體當中
[00:09:27.560 --> 00:09:39.560]  是給這些牧羊人
[00:09:39.560 --> 00:09:43.560]  是人們所親看的一群人
[00:09:49.560 --> 00:09:51.560]  可是天使對牧羊人說什麼呢?
[00:09:51.560 --> 00:10:01.560]  不要懼怕
[00:10:01.560 --> 00:10:03.560]  假如今天對一般
[00:10:03.560 --> 00:10:05.560]  懦弱的百姓來講的話
[00:10:05.560 --> 00:10:07.560]  有可能
[00:10:07.560 --> 00:10:09.560]  可是對牧羊人
[00:10:09.560 --> 00:10:11.560]  他們是在野地居住
[00:10:11.560 --> 00:10:13.560]  露宿在曠野
[00:10:13.560 --> 00:10:15.560]  要跟禽獸搏鬥
[00:10:15.560 --> 00:10:17.560]  有盜賊會來
[00:10:17.560 --> 00:10:19.560]  偷竊
[00:10:19.560 --> 00:10:21.560]  是這樣的一群人
[00:10:21.560 --> 00:10:23.560]  天使對他們說
[00:10:23.560 --> 00:10:25.560]  不要懼怕
[00:10:47.560 --> 00:10:49.560]  我們相信
[00:10:49.560 --> 00:10:51.560]  這些牧羊人
[00:10:51.560 --> 00:10:53.560]  從來沒有經歷過
[00:10:53.560 --> 00:10:55.560]  這樣的一個時刻
[00:10:55.560 --> 00:11:05.560]  所以第一句
[00:11:05.560 --> 00:11:07.560]  從天上來的喜訊說
[00:11:07.560 --> 00:11:09.560]  不要懼怕
[00:11:17.560 --> 00:11:19.560]  接下來說
[00:11:19.560 --> 00:11:21.560]  我包給你們一個
[00:11:21.560 --> 00:11:23.560]  大喜的訊息
[00:11:23.560 --> 00:11:31.560]  今天我要講這個
[00:11:31.560 --> 00:11:33.560]  喜訊的內容是什麼
[00:11:33.560 --> 00:11:39.560]  我們多少時候
[00:11:39.560 --> 00:11:41.560]  過聖誕節的時候
[00:11:41.560 --> 00:11:43.560]  我們都忘記聖誕節的
[00:11:43.560 --> 00:11:47.560]  爭議和忙聖誕節外面的一些活動
[00:11:47.560 --> 00:12:05.560]  我記得我們三十幾年
[00:12:05.560 --> 00:12:07.560]  前來美國的時候
[00:12:07.560 --> 00:12:09.560]  我第一個印象說
[00:12:09.560 --> 00:12:11.560]  銀行有一個program
[00:12:11.560 --> 00:12:13.560]  從一月開始
[00:12:13.560 --> 00:12:15.560]  你每個月放五塊錢
[00:12:15.560 --> 00:12:17.560]  到十二月份的時候
[00:12:17.560 --> 00:12:19.560]  你就有足夠的錢去買東西
[00:12:19.560 --> 00:12:21.560]  那是三十幾年前的事
[00:12:21.560 --> 00:12:35.560]  所以連銀行都
[00:12:35.560 --> 00:12:37.560]  為百姓都想好
[00:12:37.560 --> 00:12:39.560]  你每個月放五塊錢
[00:12:39.560 --> 00:12:41.560]  你就有足夠
[00:12:41.560 --> 00:12:43.560]  三十幾年前
[00:12:43.560 --> 00:12:45.560]  就有足夠的錢去購物
[00:12:45.560 --> 00:13:01.560]  那我們也知道
[00:13:01.560 --> 00:13:03.560]  從感恩節之後
[00:13:03.560 --> 00:13:05.560]  商場所擺設的
[00:13:05.560 --> 00:13:07.560]  所放的音樂
[00:13:07.560 --> 00:13:09.560]  聖誕的音樂
[00:13:09.560 --> 00:13:23.560]  今天聖誕的
[00:13:23.560 --> 00:13:25.560]  內容是什麼
[00:13:25.560 --> 00:13:29.560]  在第十一節這裡說
[00:13:29.560 --> 00:13:31.560]  救主
[00:13:31.560 --> 00:13:35.560]  為你們生的救主
[00:13:35.560 --> 00:13:37.560]  就是主基督
[00:13:37.560 --> 00:13:45.560]  這句話裡面
[00:13:45.560 --> 00:13:47.560]  把降生的
[00:13:47.560 --> 00:13:49.560]  嬰孩有三個職份
[00:13:49.560 --> 00:13:51.560]  清楚的講出來
[00:13:51.560 --> 00:13:59.560]  第一個講到
[00:13:59.560 --> 00:14:01.560]  救主
[00:14:01.560 --> 00:14:03.560]  這救主
[00:14:03.560 --> 00:14:05.560]  不是人類
[00:14:05.560 --> 00:14:07.560]  不是民主的救主
[00:14:07.560 --> 00:14:09.560]  不是民主的救主
[00:14:09.560 --> 00:14:11.560]  是全人類的救主
[00:14:11.560 --> 00:14:25.560]  把人從罪惡的權勢裡面
[00:14:25.560 --> 00:14:27.560]  被拯救出來
[00:14:33.560 --> 00:14:35.560]  沒有一個人例外
[00:14:35.560 --> 00:14:39.560]  事實上
[00:14:39.560 --> 00:14:41.560]  沒有一個人例外
[00:14:41.560 --> 00:14:43.560]  不在罪惡的權勢之下
[00:14:43.560 --> 00:14:49.560]  所以這位嬰兒
[00:14:49.560 --> 00:14:51.560]  出生
[00:14:51.560 --> 00:14:53.560]  是要拯救
[00:14:53.560 --> 00:14:55.560]  是我們的救主
[00:14:55.560 --> 00:15:01.560]  第二講到
[00:15:01.560 --> 00:15:03.560]  主
[00:15:03.560 --> 00:15:07.560]  這主是什麼呢
[00:15:07.560 --> 00:15:09.560]  主不是說
[00:15:09.560 --> 00:15:11.560]  僕人的主人
[00:15:11.560 --> 00:15:15.560]  這主就是救約所講的
[00:15:15.560 --> 00:15:17.560]  那位神耶和華
[00:15:17.560 --> 00:15:23.560]  這位主是天地萬物的主宰
[00:15:23.560 --> 00:15:29.560]  祂是獨一的真神
[00:15:31.560 --> 00:15:33.560]  當我們講到
[00:15:33.560 --> 00:15:35.560]  這位嬰孩是主的時候
[00:15:35.560 --> 00:15:37.560]  聖經說
[00:15:37.560 --> 00:15:39.560]  祂道成肉身成為人
[00:15:39.560 --> 00:15:49.560]  第三
[00:15:49.560 --> 00:15:51.560]  這句話裡面講到
[00:15:51.560 --> 00:15:53.560]  是基督
[00:15:53.560 --> 00:15:55.560]  基督在救約的時候
[00:15:55.560 --> 00:15:57.560]  用彌賽亞來講
[00:16:01.560 --> 00:16:03.560]  在新約的時候
[00:16:03.560 --> 00:16:05.560]  用基督
[00:16:05.560 --> 00:16:11.560]  因為不同的語文的關係
[00:16:11.560 --> 00:16:17.560]  可是表明一件事情
[00:16:17.560 --> 00:16:21.560]  這基督就是君王
[00:16:21.560 --> 00:16:23.560]  受高的君王
[00:16:23.560 --> 00:16:27.560]  這位受高的君王
[00:16:27.560 --> 00:16:29.560]  是要統治
[00:16:29.560 --> 00:16:31.560]  這世界
[00:16:31.560 --> 00:16:33.560]  直到永永遠遠的那位
[00:16:33.560 --> 00:16:41.560]  所以今天我要給各位一個聖誕信息
[00:16:41.560 --> 00:16:43.560]  這位嬰孩的降生
[00:16:43.560 --> 00:16:45.560]  是救主
[00:16:45.560 --> 00:16:47.560]  是主
[00:16:47.560 --> 00:16:49.560]  是基督
[00:16:57.560 --> 00:16:59.560]  所以我們的慶祝
[00:16:59.560 --> 00:17:01.560]  是慶祝
[00:17:01.560 --> 00:17:03.560]  這位偉大的神
[00:17:03.560 --> 00:17:05.560]  來到人間
[00:17:05.560 --> 00:17:15.560]  可是聖誕節
[00:17:15.560 --> 00:17:17.560]  12月25號
[00:17:17.560 --> 00:17:19.560]  是誰定的呢?
[00:17:25.560 --> 00:17:27.560]  聖經沒有記載
[00:17:27.560 --> 00:17:31.560]  總是有一天對不對
[00:17:31.560 --> 00:17:33.560]  因為有歷史的記載
[00:17:33.560 --> 00:17:37.560]  可是聖經沒有說哪一天
[00:17:37.560 --> 00:17:41.560]  那這怎麼來的呢
[00:17:41.560 --> 00:17:43.560]  所以我們從歷史中
[00:17:43.560 --> 00:17:45.560]  我們可以知道當時
[00:17:45.560 --> 00:17:47.560]  羅馬政權是反對基督教
[00:17:47.560 --> 00:17:49.560]  可是到君士坦丁的時候
[00:17:49.560 --> 00:17:51.560]  他從第四世紀
[00:17:51.560 --> 00:17:53.560]  開始
[00:17:53.560 --> 00:17:55.560]  基督教之後
[00:17:55.560 --> 00:17:57.560]  把12月25號定為聖誕節
[00:17:57.560 --> 00:18:19.560]  原來羅馬人
[00:18:21.560 --> 00:18:23.560]  在12月25號
[00:18:23.560 --> 00:18:25.560]  是慶祝太陽神的生日
[00:18:25.560 --> 00:18:41.560]  所以他們就把這一天
[00:18:41.560 --> 00:18:43.560]  轉為
[00:18:43.560 --> 00:18:45.560]  慶祝基督的誕生
[00:18:45.560 --> 00:18:47.560]  因為是公義的太陽
[00:18:51.560 --> 00:18:53.560]  所以
[00:18:53.560 --> 00:18:55.560]  聖誕節
[00:18:55.560 --> 00:18:57.560]  確實有這樣的一個背景
[00:18:57.560 --> 00:19:13.560]  不管是哪一天
[00:19:13.560 --> 00:19:15.560]  但是我們知道
[00:19:15.560 --> 00:19:17.560]  基督確實誕生了
[00:19:17.560 --> 00:19:19.560]  因為聖經記載
[00:19:19.560 --> 00:19:21.560]  復活的時候有一個明確的日期
[00:19:21.560 --> 00:19:23.560]  記載在聖經裡面
[00:19:23.560 --> 00:19:39.560]  有時候我們看
[00:19:39.560 --> 00:19:41.560]  台灣的報章雜誌會說
[00:19:41.560 --> 00:19:43.560]  耶誕節
[00:19:49.560 --> 00:19:51.560]  是基督的生日
[00:19:51.560 --> 00:19:55.560]  這樣用法也沒有錯
[00:19:55.560 --> 00:20:01.560]  可是我們把神
[00:20:01.560 --> 00:20:03.560]  成為世上的偉人
[00:20:03.560 --> 00:20:15.560]  可是一般教會用
[00:20:15.560 --> 00:20:17.560]  聖誕節的時候
[00:20:17.560 --> 00:20:19.560]  一個字的時候就突出來了
[00:20:19.560 --> 00:20:33.560]  因為講到聖的時候
[00:20:33.560 --> 00:20:35.560]  是神的屬性
[00:20:35.560 --> 00:20:37.560]  唯有神才是那聖者
[00:20:45.560 --> 00:20:47.560]  神就代表神
[00:20:47.560 --> 00:20:49.560]  就是神,就是那位神
[00:20:49.560 --> 00:20:51.560]  來到人間
[00:20:51.560 --> 00:20:53.560]  道成肉身成為人
[00:20:53.560 --> 00:21:03.560]  所以今天我們慶祝聖誕節的時候
[00:21:03.560 --> 00:21:07.560]  我們要把
[00:21:07.560 --> 00:21:09.560]  神給我們的禮物
[00:21:09.560 --> 00:21:11.560]  我們不但領受
[00:21:11.560 --> 00:21:13.560]  我們要把這個
[00:21:13.560 --> 00:21:15.560]  上來的禮物
[00:21:15.560 --> 00:21:17.560]  送給在座的
[00:21:17.560 --> 00:21:19.560]  年幼的一代
[00:21:19.560 --> 00:21:21.560]  你們才是真正愛你們下一代
[00:21:21.560 --> 00:21:23.560]  因為我們的生命
[00:21:23.560 --> 00:21:25.560]  是掌握在宇宙
[00:21:25.560 --> 00:21:27.560]  那位真神的掌管當中
[00:21:43.560 --> 00:21:45.560]  我們不過是在
[00:21:45.560 --> 00:21:47.560]  這歷史當中
[00:21:47.560 --> 00:21:49.560]  這一粒子而已
[00:21:49.560 --> 00:22:01.560]  當我們領受
[00:22:01.560 --> 00:22:03.560]  神這個禮物之後
[00:22:03.560 --> 00:22:05.560]  我們是在神的保護裡面
[00:22:05.560 --> 00:22:07.560]  在這宇宙裡面
[00:22:07.560 --> 00:22:09.560]  直到永永遠遠
[00:22:13.560 --> 00:22:15.560]  我們成為神的兒女
[00:22:15.560 --> 00:22:19.560]  我們以後永遠與神同在
[00:22:19.560 --> 00:22:23.560]  這是你我今生
[00:22:23.560 --> 00:22:25.560]  可以享受到禮物
[00:22:25.560 --> 00:22:27.560]  在來生
[00:22:27.560 --> 00:22:29.560]  我們與神
[00:22:29.560 --> 00:22:31.560]  同在到永永遠遠
[00:22:41.560 --> 00:22:43.560]  所以今天的內容
[00:22:43.560 --> 00:22:45.560]  基督降生
[00:22:45.560 --> 00:22:47.560]  祂是救主
[00:22:47.560 --> 00:22:49.560]  祂是主
[00:22:49.560 --> 00:22:51.560]  祂是基督
[00:22:51.560 --> 00:23:03.560]  願神祝福我們
[00:23:03.560 --> 00:23:05.560]  美味
