
[00:00:00.000 --> 00:00:03.000]  實在很優美的一段分享
[00:06:14.000 --> 00:06:17.000]  原因就是要催享好過
[00:06:17.000 --> 00:06:19.000]  要準備自己的心田
[00:06:19.000 --> 00:06:24.000]  因為七月的初十就是贖罪日
[00:06:24.000 --> 00:06:28.000]  七月的初十就是贖罪日
[00:06:28.000 --> 00:06:30.000]  換句話說
[00:06:30.000 --> 00:06:33.000]  在猶太人的曆法當中
[00:06:33.000 --> 00:06:35.000]  要告訴他們
[00:06:36.000 --> 00:06:39.000]  七月一號就開始要意識到自己
[00:06:39.000 --> 00:06:42.000]  究竟有沒有干犯上帝
[00:06:42.000 --> 00:06:44.000]  準備你的心智
[00:06:44.000 --> 00:06:47.000]  去到七月的初十當中
[00:06:47.000 --> 00:06:51.000]  要向神面前去認罪悔改
[00:06:51.000 --> 00:06:53.000]  去準備自己
[00:06:53.000 --> 00:06:55.000]  審查自己的內心
[00:06:55.000 --> 00:06:57.000]  經文裡反映著
[00:06:57.000 --> 00:06:59.000]  在第八章裡告訴我們
[00:06:59.000 --> 00:07:02.000]  他們都是非常之合一的
[00:07:03.000 --> 00:07:07.000]  百姓都帶著渴求尊重受教的態度
[00:07:07.000 --> 00:07:09.000]  去恭聽上帝的說話
[00:07:09.000 --> 00:07:12.000]  所以在第九節裡就告訴我們
[00:07:12.000 --> 00:07:15.000]  這班百姓因為神的說話
[00:07:15.000 --> 00:07:17.000]  是教訓他們
[00:07:17.000 --> 00:07:19.000]  督責他們的緣故
[00:07:19.000 --> 00:07:23.000]  所以他們難過得流淚出來
[00:07:23.000 --> 00:07:25.000]  兄弟姐妹
[00:07:25.000 --> 00:07:27.000]  上個禮拜正正就是楊牧師
[00:07:27.000 --> 00:07:29.000]  和我們分享八章
[00:07:29.000 --> 00:07:32.000]  頭幾節的聖經的部分
[00:07:33.000 --> 00:07:34.000]  兄弟姐妹
[00:07:34.000 --> 00:07:36.000]  你有沒有在過去的一個星期裡
[00:07:36.000 --> 00:07:39.000]  因為聆聽了上帝的說話
[00:07:39.000 --> 00:07:41.000]  你在靈修當中裡
[00:07:41.000 --> 00:07:43.000]  感受到上帝的說話
[00:07:43.000 --> 00:07:45.000]  要督責教訓我們的生命
[00:07:45.000 --> 00:07:48.000]  我們有沒有因為上帝的說話
[00:07:48.000 --> 00:07:51.000]  而感動甚至流淚呢
[00:07:51.000 --> 00:07:53.000]  承認上帝的說話
[00:07:53.000 --> 00:07:55.000]  聖經裡的說話
[00:07:55.000 --> 00:07:57.000]  不是為了旁邊的人寫的
[00:07:57.000 --> 00:08:00.000]  是為了我們的生命而寫的
[00:08:01.000 --> 00:08:05.000]  最基本的就是先透過神的說話
[00:08:05.000 --> 00:08:07.000]  去自省自己的生命
[00:08:07.000 --> 00:08:10.000]  你有沒有因為上帝的說話
[00:08:10.000 --> 00:08:12.000]  而感動你
[00:08:12.000 --> 00:08:14.000]  你因著主的說話
[00:08:14.000 --> 00:08:16.000]  而生命有所改變
[00:08:16.000 --> 00:08:19.000]  在六十年代
[00:08:19.000 --> 00:08:22.000]  上個世紀的一九六零年的時候
[00:08:22.000 --> 00:08:24.000]  有一位年青人
[00:08:24.000 --> 00:08:26.000]  他蒙上帝的呼召
[00:08:26.000 --> 00:08:28.000]  他去到巴拿馬
[00:08:28.000 --> 00:08:30.000]  一個中南美洲的地方
[00:08:31.000 --> 00:08:33.000]  向一個沒有文字
[00:08:33.000 --> 00:08:37.000]  沒有水、沒有電的社群當中去傳福音
[00:08:37.000 --> 00:08:41.000]  他一做就做了五十三年
[00:08:41.000 --> 00:08:45.000]  這位宣教士的名字叫Dick Scott
[00:08:45.000 --> 00:08:49.000]  在他身邊的這位Ricardo牧師
[00:08:49.000 --> 00:08:51.000]  是他們的差會
[00:08:51.000 --> 00:08:53.000]  是他傳福音的果子
[00:08:53.000 --> 00:08:56.000]  是去到這個Trocho-Indians當中
[00:08:56.000 --> 00:08:58.000]  去翻譯聖經
[00:08:58.000 --> 00:09:00.000]  去傳福音
[00:09:01.000 --> 00:09:03.000]  這位弟兄Ricardo
[00:09:03.000 --> 00:09:06.000]  就是他們福音所結的果子
[00:09:06.000 --> 00:09:09.000]  稍後我想播一段片段
[00:09:09.000 --> 00:09:12.000]  就是這位牧師Dick
[00:09:12.000 --> 00:09:15.000]  和這班Trocho-Indians
[00:09:15.000 --> 00:09:18.000]  一起去慶祝的片段
[00:09:18.000 --> 00:09:20.000]  我想大家留意一下
[00:09:20.000 --> 00:09:22.000]  他們為了什麼慶祝
[00:09:31.000 --> 00:09:32.000]  他們為了什麼慶祝
[00:09:32.000 --> 00:09:34.000]  他們為了什麼慶祝
[00:09:34.000 --> 00:09:36.000]  他們為了什麼慶祝
[00:09:36.000 --> 00:09:38.000]  他們為了什麼慶祝
[00:09:38.000 --> 00:09:40.000]  他們為了什麼慶祝
[00:09:40.000 --> 00:09:42.000]  他們為了什麼慶祝
[00:09:42.000 --> 00:09:44.000]  他們為了什麼慶祝
[00:09:44.000 --> 00:09:46.000]  他們為了什麼慶祝
[00:09:46.000 --> 00:09:48.000]  他們為了什麼慶祝
[00:09:48.000 --> 00:09:50.000]  他們為了什麼慶祝
[00:09:50.000 --> 00:09:52.000]  他們為了什麼慶祝
[00:09:52.000 --> 00:09:54.000]  他們為了什麼慶祝
[00:09:54.000 --> 00:09:56.000]  他們為了什麼慶祝
[00:09:56.000 --> 00:09:58.000]  他們為了什麼慶祝
[00:09:58.000 --> 00:10:00.000]  他們為了什麼慶祝
[00:10:01.000 --> 00:10:02.000]  他們為了什麼慶祝
[00:10:31.000 --> 00:10:32.000]  他們為了什麼慶祝
[00:10:32.000 --> 00:10:34.000]  他們為了什麼慶祝
[00:10:34.000 --> 00:10:36.000]  他們為了什麼慶祝
[00:10:36.000 --> 00:10:38.000]  他們為了什麼慶祝
[00:10:38.000 --> 00:10:40.000]  他們為了什麼慶祝
[00:10:40.000 --> 00:10:42.000]  他們為了什麼慶祝
[00:10:42.000 --> 00:10:44.000]  他們為了什麼慶祝
[00:10:44.000 --> 00:10:46.000]  他們為了什麼慶祝
[00:10:46.000 --> 00:10:48.000]  他們為了什麼慶祝
[00:10:48.000 --> 00:10:50.000]  他們為了什麼慶祝
[00:10:50.000 --> 00:10:52.000]  他們為了什麼慶祝
[00:10:52.000 --> 00:10:54.000]  他們為了什麼慶祝
[00:10:54.000 --> 00:10:56.000]  他們為了什麼慶祝
[00:10:56.000 --> 00:10:58.000]  他們為了什麼慶祝
[00:10:58.000 --> 00:11:00.000]  他們為了什麼慶祝
[00:11:01.000 --> 00:11:02.000]  他們為了什麼慶祝
[00:11:02.000 --> 00:11:04.000]  他們為了什麼慶祝
[00:11:04.000 --> 00:11:06.000]  他們為了什麼慶祝
[00:11:06.000 --> 00:11:08.000]  他們為了什麼慶祝
[00:11:08.000 --> 00:11:10.000]  他們為了什麼慶祝
[00:11:10.000 --> 00:11:12.000]  他們為了什麼慶祝
[00:11:12.000 --> 00:11:14.000]  他們為了什麼慶祝
[00:11:14.000 --> 00:11:16.000]  他們為了什麼慶祝
[00:11:16.000 --> 00:11:18.000]  他們為了什麼慶祝
[00:11:18.000 --> 00:11:20.000]  他們為了什麼慶祝
[00:11:20.000 --> 00:11:22.000]  他們為了什麼慶祝
[00:11:22.000 --> 00:11:24.000]  他們為了什麼慶祝
[00:11:24.000 --> 00:11:26.000]  他們為了什麼慶祝
[00:11:26.000 --> 00:11:28.000]  他們為了什麼慶祝
[00:11:28.000 --> 00:11:30.000]  他們為了什麼慶祝
[00:11:31.000 --> 00:11:32.000]  他們為了什麼慶祝
[00:11:32.000 --> 00:11:34.000]  他們為了什麼慶祝
[00:11:34.000 --> 00:11:36.000]  他們為了什麼慶祝
[00:11:36.000 --> 00:11:38.000]  他們為了什麼慶祝
[00:11:38.000 --> 00:11:40.000]  他們為了什麼慶祝
[00:11:40.000 --> 00:11:42.000]  他們為了什麼慶祝
[00:11:42.000 --> 00:11:44.000]  他們為了什麼慶祝
[00:11:44.000 --> 00:11:46.000]  他們為了什麼慶祝
[00:11:46.000 --> 00:11:48.000]  他們為了什麼慶祝
[00:11:48.000 --> 00:11:50.000]  他們為了什麼慶祝
[00:11:50.000 --> 00:11:52.000]  他們為了什麼慶祝
[00:11:52.000 --> 00:11:54.000]  他們為了什麼慶祝
[00:11:54.000 --> 00:11:56.000]  他們為了什麼慶祝
[00:11:56.000 --> 00:11:58.000]  他們為了什麼慶祝
[00:11:59.000 --> 00:12:01.000]  他們為了什麼慶祝
[00:12:01.000 --> 00:12:03.000]  他們為了什麼慶祝
[00:12:03.000 --> 00:12:05.000]  他們為了什麼慶祝
[00:12:05.000 --> 00:12:07.000]  他們為了什麼慶祝
[00:12:07.000 --> 00:12:09.000]  他們為了什麼慶祝
[00:12:09.000 --> 00:12:11.000]  他們為了什麼慶祝
[00:12:11.000 --> 00:12:13.000]  他們為了什麼慶祝
[00:12:13.000 --> 00:12:15.000]  他們為了什麼慶祝
[00:12:15.000 --> 00:12:17.000]  他們為了什麼慶祝
[00:12:17.000 --> 00:12:19.000]  他們為了什麼慶祝
[00:12:19.000 --> 00:12:21.000]  他們為了什麼慶祝
[00:12:21.000 --> 00:12:23.000]  他們為了什麼慶祝
[00:12:23.000 --> 00:12:25.000]  他們為了什麼慶祝
[00:12:25.000 --> 00:12:27.000]  他們為了什麼慶祝
[00:12:28.000 --> 00:12:29.000]  他們為了什麼慶祝
[00:12:29.000 --> 00:12:31.000]  他們為了什麼慶祝
[00:12:31.000 --> 00:12:33.000]  他們為了什麼慶祝
[00:12:33.000 --> 00:12:35.000]  他們為了什麼慶祝
[00:12:35.000 --> 00:12:37.000]  他們為了什麼慶祝
[00:12:37.000 --> 00:12:39.000]  他們為了什麼慶祝
[00:12:39.000 --> 00:12:41.000]  他們為了什麼慶祝
[00:12:41.000 --> 00:12:43.000]  他們為了什麼慶祝
[00:12:43.000 --> 00:12:45.000]  他們為了什麼慶祝
[00:12:45.000 --> 00:12:47.000]  他們為了什麼慶祝
[00:12:47.000 --> 00:12:49.000]  他們為了什麼慶祝
[00:12:49.000 --> 00:12:51.000]  他們為了什麼慶祝
[00:12:51.000 --> 00:12:53.000]  他們為了什麼慶祝
[00:12:53.000 --> 00:12:55.000]  他們為了什麼慶祝
[00:12:56.000 --> 00:12:58.000]  他們為了什麼慶祝
[00:12:58.000 --> 00:13:00.000]  他們為了什麼慶祝
[00:13:00.000 --> 00:13:02.000]  他們為了什麼慶祝
[00:13:02.000 --> 00:13:04.000]  他們為了什麼慶祝
[00:13:04.000 --> 00:13:06.000]  他們為了什麼慶祝
[00:13:06.000 --> 00:13:08.000]  他們為了什麼慶祝
[00:13:08.000 --> 00:13:10.000]  他們為了什麼慶祝
[00:13:10.000 --> 00:13:12.000]  他們為了什麼慶祝
[00:13:12.000 --> 00:13:14.000]  他們為了什麼慶祝
[00:13:14.000 --> 00:13:16.000]  他們為了什麼慶祝
[00:13:16.000 --> 00:13:18.000]  他們為了什麼慶祝
[00:13:18.000 --> 00:13:20.000]  他們為了什麼慶祝
[00:13:20.000 --> 00:13:22.000]  他們為了什麼慶祝
[00:13:22.000 --> 00:13:24.000]  他們為了什麼慶祝
[00:13:25.000 --> 00:13:26.000]  他們為了什麼慶祝
[00:13:26.000 --> 00:13:28.000]  他們為了什麼慶祝
[00:13:28.000 --> 00:13:30.000]  他們為了什麼慶祝
[00:13:30.000 --> 00:13:32.000]  他們為了什麼慶祝
[00:13:32.000 --> 00:13:34.000]  他們為了什麼慶祝
[00:13:34.000 --> 00:13:36.000]  他們為了什麼慶祝
[00:13:36.000 --> 00:13:38.000]  他們為了什麼慶祝
[00:13:38.000 --> 00:13:40.000]  他們為了什麼慶祝
[00:13:40.000 --> 00:13:42.000]  他們為了什麼慶祝
[00:13:42.000 --> 00:13:44.000]  他們為了什麼慶祝
[00:13:44.000 --> 00:13:46.000]  他們為了什麼慶祝
[00:13:46.000 --> 00:13:48.000]  他們為了什麼慶祝
[00:13:48.000 --> 00:13:50.000]  他們為了什麼慶祝
[00:13:50.000 --> 00:13:52.000]  他們為了什麼慶祝
[00:13:52.000 --> 00:13:54.000]  他們為了什麼慶祝
[00:13:55.000 --> 00:13:56.000]  他們為了什麼慶祝
[00:13:56.000 --> 00:13:58.000]  他們為了什麼慶祝
[00:13:58.000 --> 00:14:00.000]  他們為了什麼慶祝
[00:14:00.000 --> 00:14:02.000]  他們為了什麼慶祝
[00:14:02.000 --> 00:14:04.000]  他們為了什麼慶祝
[00:14:04.000 --> 00:14:06.000]  他們為了什麼慶祝
[00:14:06.000 --> 00:14:08.000]  他們為了什麼慶祝
[00:14:08.000 --> 00:14:10.000]  他們為了什麼慶祝
[00:14:10.000 --> 00:14:12.000]  他們為了什麼慶祝
[00:14:12.000 --> 00:14:14.000]  他們為了什麼慶祝
[00:14:14.000 --> 00:14:16.000]  他們為了什麼慶祝
[00:14:16.000 --> 00:14:18.000]  他們為了什麼慶祝
[00:14:18.000 --> 00:14:20.000]  他們為了什麼慶祝
[00:14:20.000 --> 00:14:22.000]  他們為了什麼慶祝
[00:14:23.000 --> 00:14:25.000]  他們為了什麼慶祝
[00:14:25.000 --> 00:14:27.000]  他們為了什麼慶祝
[00:14:27.000 --> 00:14:29.000]  他們為了什麼慶祝
[00:14:29.000 --> 00:14:31.000]  他們為了什麼慶祝
[00:14:31.000 --> 00:14:33.000]  他們為了什麼慶祝
[00:14:33.000 --> 00:14:35.000]  他們為了什麼慶祝
[00:14:35.000 --> 00:14:37.000]  他們為了什麼慶祝
[00:14:37.000 --> 00:14:39.000]  他們為了什麼慶祝
[00:14:39.000 --> 00:14:41.000]  他們為了什麼慶祝
[00:14:41.000 --> 00:14:43.000]  他們為了什麼慶祝
[00:14:43.000 --> 00:14:45.000]  他們為了什麼慶祝
[00:14:45.000 --> 00:14:47.000]  他們為了什麼慶祝
[00:14:47.000 --> 00:14:49.000]  他們為了什麼慶祝
[00:14:49.000 --> 00:14:51.000]  他們為了什麼慶祝
[00:14:52.000 --> 00:14:53.000]  他們為了什麼慶祝
[00:14:53.000 --> 00:14:55.000]  他們為了什麼慶祝
[00:14:55.000 --> 00:14:57.000]  他們為了什麼慶祝
[00:14:57.000 --> 00:14:59.000]  他們為了什麼慶祝
[00:14:59.000 --> 00:15:01.000]  他們為了什麼慶祝
[00:15:01.000 --> 00:15:03.000]  他們為了什麼慶祝
[00:15:03.000 --> 00:15:05.000]  他們為了什麼慶祝
[00:15:05.000 --> 00:15:07.000]  他們為了什麼慶祝
[00:15:07.000 --> 00:15:09.000]  他們為了什麼慶祝
[00:15:09.000 --> 00:15:11.000]  他們為了什麼慶祝
[00:15:11.000 --> 00:15:13.000]  他們為了什麼慶祝
[00:15:13.000 --> 00:15:15.000]  他們為了什麼慶祝
[00:15:15.000 --> 00:15:17.000]  他們為了什麼慶祝
[00:15:17.000 --> 00:15:19.000]  他們為了什麼慶祝
[00:15:19.000 --> 00:15:21.000]  他們為了什麼慶祝
[00:15:22.000 --> 00:15:23.000]  他們為了什麼慶祝
[00:15:23.000 --> 00:15:25.000]  他們為了什麼慶祝
[00:15:25.000 --> 00:15:27.000]  他們為了什麼慶祝
[00:15:27.000 --> 00:15:29.000]  他們為了什麼慶祝
[00:15:29.000 --> 00:15:31.000]  他們為了什麼慶祝
[00:15:31.000 --> 00:15:33.000]  他們為了什麼慶祝
[00:15:33.000 --> 00:15:35.000]  他們為了什麼慶祝
[00:15:35.000 --> 00:15:37.000]  他們為了什麼慶祝
[00:15:37.000 --> 00:15:39.000]  他們為了什麼慶祝
[00:15:39.000 --> 00:15:41.000]  他們為了什麼慶祝
[00:15:41.000 --> 00:15:43.000]  他們為了什麼慶祝
[00:15:43.000 --> 00:15:45.000]  他們為了什麼慶祝
[00:15:45.000 --> 00:15:47.000]  他們為了什麼慶祝
[00:15:47.000 --> 00:15:49.000]  他們為了什麼慶祝
[00:15:50.000 --> 00:15:52.000]  他們為了什麼慶祝
[00:15:52.000 --> 00:15:54.000]  他們為了什麼慶祝
[00:15:54.000 --> 00:15:56.000]  他們為了什麼慶祝
[00:15:56.000 --> 00:15:58.000]  他們為了什麼慶祝
[00:15:58.000 --> 00:16:00.000]  他們為了什麼慶祝
[00:16:00.000 --> 00:16:02.000]  他們為了什麼慶祝
[00:16:02.000 --> 00:16:04.000]  他們為了什麼慶祝
[00:16:04.000 --> 00:16:06.000]  他們為了什麼慶祝
[00:16:06.000 --> 00:16:08.000]  他們為了什麼慶祝
[00:16:08.000 --> 00:16:10.000]  他們為了什麼慶祝
[00:16:10.000 --> 00:16:12.000]  他們為了什麼慶祝
[00:16:12.000 --> 00:16:14.000]  他們為了什麼慶祝
[00:16:14.000 --> 00:16:16.000]  他們為了什麼慶祝
[00:16:16.000 --> 00:16:18.000]  他們為了什麼慶祝
[00:16:19.000 --> 00:16:20.000]  他們為了什麼慶祝
[00:16:20.000 --> 00:16:22.000]  他們為了什麼慶祝
[00:16:22.000 --> 00:16:24.000]  他們為了什麼慶祝
[00:16:24.000 --> 00:16:26.000]  他們為了什麼慶祝
[00:16:26.000 --> 00:16:28.000]  他們為了什麼慶祝
[00:16:28.000 --> 00:16:30.000]  他們為了什麼慶祝
[00:16:30.000 --> 00:16:32.000]  他們為了什麼慶祝
[00:16:32.000 --> 00:16:34.000]  他們為了什麼慶祝
[00:16:34.000 --> 00:16:36.000]  他們為了什麼慶祝
[00:16:36.000 --> 00:16:38.000]  他們為了什麼慶祝
[00:16:38.000 --> 00:16:40.000]  他們為了什麼慶祝
[00:16:40.000 --> 00:16:42.000]  他們為了什麼慶祝
[00:16:42.000 --> 00:16:44.000]  他們為了什麼慶祝
[00:16:44.000 --> 00:16:46.000]  他們為了什麼慶祝
[00:16:46.000 --> 00:16:48.000]  他們為了什麼慶祝
[00:16:49.000 --> 00:16:50.000]  他們為了什麼慶祝
[00:16:50.000 --> 00:16:52.000]  他們為了什麼慶祝
[00:16:52.000 --> 00:16:54.000]  他們為了什麼慶祝
[00:16:54.000 --> 00:16:56.000]  他們為了什麼慶祝
[00:16:56.000 --> 00:16:58.000]  他們為了什麼慶祝
[00:16:58.000 --> 00:17:00.000]  他們為了什麼慶祝
[00:17:00.000 --> 00:17:02.000]  他們為了什麼慶祝
[00:17:02.000 --> 00:17:04.000]  他們為了什麼慶祝
[00:17:04.000 --> 00:17:06.000]  他們為了什麼慶祝
[00:17:06.000 --> 00:17:08.000]  他們為了什麼慶祝
[00:17:08.000 --> 00:17:10.000]  他們為了什麼慶祝
[00:17:10.000 --> 00:17:12.000]  他們為了什麼慶祝
[00:17:12.000 --> 00:17:14.000]  他們為了什麼慶祝
[00:17:14.000 --> 00:17:16.000]  他們為了什麼慶祝
[00:17:16.000 --> 00:17:18.000]  他們為了什麼慶祝
[00:17:19.000 --> 00:17:20.000]  他們為了什麼慶祝
[00:17:20.000 --> 00:17:22.000]  他們為了什麼慶祝
[00:17:22.000 --> 00:17:24.000]  他們為了什麼慶祝
[00:17:24.000 --> 00:17:26.000]  他們為了什麼慶祝
[00:17:26.000 --> 00:17:28.000]  他們為了什麼慶祝
[00:17:28.000 --> 00:17:30.000]  他們為了什麼慶祝
[00:17:30.000 --> 00:17:32.000]  他們為了什麼慶祝
[00:17:32.000 --> 00:17:34.000]  他們為了什麼慶祝
[00:17:34.000 --> 00:17:36.000]  他們為了什麼慶祝
[00:17:36.000 --> 00:17:38.000]  他們為了什麼慶祝
[00:17:38.000 --> 00:17:40.000]  他們為了什麼慶祝
[00:17:40.000 --> 00:17:42.000]  他們為了什麼慶祝
[00:17:42.000 --> 00:17:44.000]  他們為了什麼慶祝
[00:17:44.000 --> 00:17:46.000]  他們為了什麼慶祝
[00:17:46.000 --> 00:17:48.000]  他們為了什麼慶祝
[00:17:49.000 --> 00:17:50.000]  他們為了什麼慶祝
