
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹都平安
[00:02:57.500 --> 00:03:00.500]  或者五天的時間上學或者上班
[00:03:00.500 --> 00:03:02.000]  都是很辛勞的事
[00:03:02.000 --> 00:03:04.000]  所以對於很多人來說
[00:03:04.000 --> 00:03:07.500]  怎樣能夠衝出這個困境呢?
[00:03:07.500 --> 00:03:10.500]  這麼辛苦了,當然一定什麼?
[00:03:10.500 --> 00:03:13.000]  去旅行啦!對不對?
[00:03:13.000 --> 00:03:15.500]  所以大家都有很多計劃了,我知道
[00:03:15.500 --> 00:03:18.000]  去旅行應該是最開心的事
[00:03:18.000 --> 00:03:21.000]  因為不用再上班,不用再上學
[00:03:21.000 --> 00:03:24.000]  所以剛剛就開始了暑假
[00:03:24.000 --> 00:03:25.500]  暑假的時候我都在想
[00:03:25.500 --> 00:03:27.500]  我的子女不用上學
[00:03:27.500 --> 00:03:30.500]  應該不用這麼辛苦,很輕鬆
[00:03:30.500 --> 00:03:33.000]  於是我們就安排了他們
[00:03:33.000 --> 00:03:37.000]  他們就參加了另外一間教會
[00:03:37.000 --> 00:03:40.000]  七天的營會,青少年的營會
[00:03:40.000 --> 00:03:43.500]  他們去了七天,去了北卡那個地方
[00:03:43.500 --> 00:03:46.500]  包括搭車用了七天的時間
[00:03:46.500 --> 00:03:50.000]  希望他們既然讀書這麼辛苦
[00:03:50.000 --> 00:03:51.500]  終於可以放假了
[00:03:51.500 --> 00:03:53.500]  就讓他們去玩七天
[00:03:53.500 --> 00:03:57.000]  玩完之後我們都怕他們不夠後
[00:03:57.000 --> 00:03:59.000]  所以我們家人就跟幾個家庭
[00:03:59.000 --> 00:04:00.500]  又預約了三天
[00:04:00.500 --> 00:04:04.000]  去了Napos那邊玩了三天
[00:04:04.000 --> 00:04:06.500]  結果玩完之後
[00:04:06.500 --> 00:04:11.000]  我的子女整個星期都起不了床
[00:04:11.000 --> 00:04:15.000]  她說還比上學更累
[00:04:15.000 --> 00:04:20.000]  事實上我只是去了三天那個Napos
[00:04:20.000 --> 00:04:24.000]  其實我都累了幾天,腳痛了幾天
[00:04:24.000 --> 00:04:28.000]  因為要走上走下,水上下沿那些地方
[00:04:28.000 --> 00:04:30.000]  走很多級樓梯,很多級樓梯
[00:04:30.000 --> 00:04:33.000]  還要搬著一個大的橡皮艇上上下下
[00:04:33.000 --> 00:04:39.000]  所以體會就是每逢佳節倍艱辛
[00:04:39.000 --> 00:04:42.500]  即是放假其實比上班更慘
[00:04:42.500 --> 00:04:44.000]  不知道你認不認同
[00:04:44.000 --> 00:04:46.000]  所以阿峰下星期回來的時候
[00:04:46.000 --> 00:04:49.000]  星期天你看到他很慘的樣子
[00:04:49.000 --> 00:04:51.000]  不是被老婆欺負的
[00:04:51.000 --> 00:04:54.000]  應該是去旅行很累的樣子
[00:04:54.000 --> 00:04:58.000]  所以當你這樣很忙碌上班的時候
[00:04:58.000 --> 00:04:59.000]  很想休息
[00:04:59.000 --> 00:05:03.000]  所以就去旅行、去玩、去計劃很多行程
[00:05:03.000 --> 00:05:05.000]  去完之後回來原來更累
[00:05:05.000 --> 00:05:08.000]  更累之後你再上班
[00:05:08.000 --> 00:05:09.500]  你猜你什麼狀態呢?
[00:05:09.500 --> 00:05:11.000]  其實都不是太好狀態
[00:05:11.000 --> 00:05:13.000]  我們叫這種叫什麼呢?
[00:05:13.000 --> 00:05:17.000]  叫「長假後的後群症」
[00:05:17.000 --> 00:05:19.000]  長假後的後群症就是
[00:05:19.000 --> 00:05:20.000]  當你第一天上班的時候
[00:05:20.000 --> 00:05:23.000]  覺得上班是渾身不適的
[00:05:23.000 --> 00:05:25.000]  所以當是那個情況之後
[00:05:25.000 --> 00:05:26.000]  你更加感受到
[00:05:26.000 --> 00:05:29.000]  為什麼好像一上班就很不舒服呢?
[00:05:29.000 --> 00:05:31.000]  因為你經歷了長假
[00:05:31.000 --> 00:05:32.000]  上班都變得很辛苦
[00:05:32.000 --> 00:05:36.000]  我們叫這種叫「香港精神」
[00:05:36.000 --> 00:05:38.000]  你知道什麼精神嗎?
[00:05:38.000 --> 00:05:42.000]  香港精神就是「沒有精神」
[00:05:42.000 --> 00:05:44.000]  因為你再這樣之後
[00:05:44.000 --> 00:05:47.000]  工作完之後你上班其實是沒有精神的
[00:05:47.000 --> 00:05:50.000]  所以經常都會有這些問題
[00:05:50.000 --> 00:05:52.000]  所以我們這個世代裡面
[00:05:52.000 --> 00:05:54.000]  真的很忙碌你發現嗎?
[00:05:54.000 --> 00:05:57.000]  我們排滿很密的行程
[00:05:57.000 --> 00:05:59.000]  連放假都很密
[00:05:59.000 --> 00:06:01.000]  要去看很多的景點
[00:06:01.000 --> 00:06:03.000]  一天要走四五個景點
[00:06:03.000 --> 00:06:05.000]  才值回票價
[00:06:05.000 --> 00:06:06.000]  就是這樣
[00:06:06.000 --> 00:06:08.000]  有時候我們生活太忙碌了
[00:06:08.000 --> 00:06:10.000]  今天我們看的經文裡面都在說
[00:06:10.000 --> 00:06:13.000]  原來不單止我們這個世代很忙碌
[00:06:13.000 --> 00:06:15.000]  其實在耶穌的時代裡面
[00:06:15.000 --> 00:06:17.000]  都有很多人都很忙碌的
[00:06:17.000 --> 00:06:20.000]  我們今天就藉著今天的經文裡面
[00:06:20.000 --> 00:06:22.000]  短短地想一想
[00:06:22.000 --> 00:06:25.000]  我們今天的生活怎麼能夠取得平衡呢?
[00:06:25.000 --> 00:06:27.000]  在我們剛才讀到的第六章
[00:06:27.000 --> 00:06:29.000]  第三十節裡面說
[00:06:29.000 --> 00:06:31.000]  「使徒們聚集到耶穌那裡
[00:06:31.000 --> 00:06:35.000]  把一切所做的事所傳的道全告訴他」
[00:06:35.000 --> 00:06:38.000]  這裡其實正正好在《馬赫福音》裡面說到
[00:06:38.000 --> 00:06:40.000]  在第六章的時候說到
[00:06:40.000 --> 00:06:43.000]  那些門徒被耶穌所差派
[00:06:43.000 --> 00:06:47.000]  這裡說在第六章第七節十三節
[00:06:47.000 --> 00:06:50.000]  因為耶穌一直訓練門徒
[00:06:50.000 --> 00:06:52.000]  那些門徒一直跟著耶穌
[00:06:52.000 --> 00:06:54.000]  接著耶穌一進一出
[00:06:54.000 --> 00:06:55.000]  接著耶穌就說
[00:06:55.000 --> 00:06:57.000]  「不是啦!你們也試試去傳福音
[00:06:57.000 --> 00:07:01.000]  你們也試試去做神差派你們的工作」
[00:07:01.000 --> 00:07:04.000]  於是就好像十二節十三節那樣說
[00:07:04.000 --> 00:07:07.000]  「使徒就出去傳道叫人悔改
[00:07:07.000 --> 00:07:09.000]  又趕出許多鬼
[00:07:09.000 --> 00:07:12.000]  又用油抹了許多病人
[00:07:12.000 --> 00:07:14.000]  治好他們」
[00:07:14.000 --> 00:07:16.000]  所以耶穌就差派他們出去
[00:07:16.000 --> 00:07:18.000]  做了三樣的事情
[00:07:18.000 --> 00:07:21.000]  當時耶穌也是主要做這三樣的事情
[00:07:21.000 --> 00:07:23.000]  耶穌的日子裡面
[00:07:23.000 --> 00:07:26.000]  包括傳道要人悔改
[00:07:26.000 --> 00:07:28.000]  第二就是趕鬼
[00:07:28.000 --> 00:07:30.000]  第三就是醫病
[00:07:30.000 --> 00:07:32.000]  這個在《馬赫福音》裡面常常都出現的
[00:07:32.000 --> 00:07:34.000]  三個耶穌所做的事情
[00:07:34.000 --> 00:07:37.000]  就是傳道趕鬼和醫病
[00:07:37.000 --> 00:07:40.000]  正正好就是門徒都跟著耶穌
[00:07:40.000 --> 00:07:43.000]  去學習傳道趕鬼和醫病的時候
[00:07:43.000 --> 00:07:46.000]  其實他們都挺好的
[00:07:46.000 --> 00:07:48.000]  他們的結果出來
[00:07:48.000 --> 00:07:51.000]  忙碌了一陣子也有些效果
[00:07:51.000 --> 00:07:53.000]  但是忙碌了一陣子之後
[00:07:53.000 --> 00:07:55.000]  有效果之後怎麼樣呢
[00:07:55.000 --> 00:07:57.000]  在經文告訴我們
[00:07:57.000 --> 00:07:59.000]  帶來的連鎖反應是什麼呢
[00:07:59.000 --> 00:08:01.000]  三十一節就說
[00:08:01.000 --> 00:08:03.000]  「因為有來往的人多
[00:08:03.000 --> 00:08:06.000]  他們連吃飯的時間也沒有」
[00:08:06.000 --> 00:08:10.000]  就是說他們開始能夠見到一些成果
[00:08:10.000 --> 00:08:12.000]  特別是人們見到跟隨耶穌的人
[00:08:12.000 --> 00:08:14.000]  都能夠有這種能力
[00:08:14.000 --> 00:08:16.000]  有這種權柄的時候
[00:08:16.000 --> 00:08:21.000]  更加多人來找耶穌和耶穌的門徒
[00:08:21.000 --> 00:08:22.000]  你可以想像得到
[00:08:22.000 --> 00:08:24.000]  很多人有需要的時候
[00:08:24.000 --> 00:08:25.000]  第一時間想起誰呢
[00:08:25.000 --> 00:08:28.000]  想起耶穌和跟隨耶穌的門徒
[00:08:28.000 --> 00:08:29.000]  就是這樣
[00:08:29.000 --> 00:08:31.000]  來的人越來越多
[00:08:31.000 --> 00:08:32.000]  多到一個地步是什麼呢
[00:08:32.000 --> 00:08:34.000]  連吃飯的時間都沒有
[00:08:34.000 --> 00:08:37.000]  吃飯的時間都沒有那怎麼辦呢
[00:08:37.000 --> 00:08:40.000]  連休息的空間都沒有
[00:08:40.000 --> 00:08:42.000]  事實上有時候都是這樣的
[00:08:42.000 --> 00:08:45.000]  我記得在很多年前
[00:08:45.000 --> 00:08:48.000]  我帶我的子女去台灣玩
[00:08:48.000 --> 00:08:49.000]  去台灣玩的時候
[00:08:49.000 --> 00:08:51.000]  父母都是這麼壞的
[00:08:51.000 --> 00:08:53.000]  去台灣玩的時候就是去旅行
[00:08:53.000 --> 00:08:55.000]  那我們帶他們去玩什麼呢
[00:08:55.000 --> 00:08:57.000]  就是體驗上班
[00:08:57.000 --> 00:08:59.000]  我們就去了台灣這個場地
[00:08:59.000 --> 00:09:02.000]  他們一進去就會有一個體驗
[00:09:02.000 --> 00:09:04.000]  就是去到不同的工作
[00:09:04.000 --> 00:09:07.000]  當時你看到我的女兒這麼小
[00:09:07.000 --> 00:09:09.000]  她有做消防員
[00:09:09.000 --> 00:09:11.000]  有做廚師
[00:09:11.000 --> 00:09:14.000]  有做砌模型的師傅
[00:09:14.000 --> 00:09:16.000]  有做警察
[00:09:16.000 --> 00:09:17.000]  什麼都做
[00:09:17.000 --> 00:09:20.000]  每一次可能做15分鐘
[00:09:20.000 --> 00:09:21.000]  一個session
[00:09:21.000 --> 00:09:22.000]  做完之後
[00:09:22.000 --> 00:09:24.000]  才賺到雞碎這麼多錢
[00:09:24.000 --> 00:09:26.000]  那些錢是怎麼用的呢
[00:09:26.000 --> 00:09:29.000]  就是在場地裡可以換食物的
[00:09:29.000 --> 00:09:30.000]  賺到雞碎這麼多
[00:09:30.000 --> 00:09:31.000]  儲起來之後
[00:09:31.000 --> 00:09:33.000]  才很辛苦換到一點點食物
[00:09:33.000 --> 00:09:34.000]  就是這樣
[00:09:34.000 --> 00:09:37.000]  原來很辛苦工作才賺到一點點食物
[00:09:37.000 --> 00:09:39.000]  但是這幫門徒只做到什麼呢
[00:09:39.000 --> 00:09:41.000]  吃都沒有時間吃
[00:09:41.000 --> 00:09:43.000]  所以有時候有很多人
[00:09:43.000 --> 00:09:44.000]  因為做到這樣
[00:09:44.000 --> 00:09:46.000]  有很多病痛
[00:09:46.000 --> 00:09:47.000]  真的要小心
[00:09:47.000 --> 00:09:49.000]  如果做到胃痛
[00:09:49.000 --> 00:09:50.000]  其實對你身體不好
[00:09:50.000 --> 00:09:53.000]  工作對你影響太大了
[00:09:53.000 --> 00:09:56.000]  所以新世代做了什麼呢
[00:09:56.000 --> 00:09:57.000]  無間做
[00:09:57.000 --> 00:09:59.000]  什麼叫做無間做
[00:09:59.000 --> 00:10:00.000]  聽過沒有
[00:10:00.000 --> 00:10:03.000]  明明我以晝夜無間做
[00:10:03.000 --> 00:10:08.000]  夢想中的彼岸還未到
[00:10:08.000 --> 00:10:09.000]  即是做了很久
[00:10:09.000 --> 00:10:11.000]  都好像不行
[00:10:11.000 --> 00:10:12.000]  第二個是什麼呢
[00:10:12.000 --> 00:10:14.000]  做到發癲
[00:10:14.000 --> 00:10:15.000]  做到發癲
[00:10:15.000 --> 00:10:16.000]  聽過那首歌嗎
[00:10:16.000 --> 00:10:18.000]  那首叫愛到發癲
[00:10:18.000 --> 00:10:19.000]  一樣就是做到發癲
[00:10:19.000 --> 00:10:21.000]  做到有人發瘋了
[00:10:21.000 --> 00:10:24.000]  生活秩序亂了
[00:10:24.000 --> 00:10:25.000]  甚至有時候
[00:10:25.000 --> 00:10:28.000]  有些女士的經期都亂了
[00:10:28.000 --> 00:10:29.000]  因為壓力太大
[00:10:29.000 --> 00:10:33.000]  會令到身體都受影響
[00:10:33.000 --> 00:10:35.000]  原來門徒都是這樣的年代
[00:10:35.000 --> 00:10:37.000]  面對著吃飯都沒有時間
[00:10:37.000 --> 00:10:41.000]  所以愛的主耶穌就說
[00:10:41.000 --> 00:10:43.000]  給了一個方法
[00:10:43.000 --> 00:10:46.000]  他們面對著這個狀況
[00:10:46.000 --> 00:10:47.000]  經文怎麼說呢
[00:10:47.000 --> 00:10:50.000]  去到第三十一三十二節就說
[00:10:50.000 --> 00:10:51.000]  耶穌就說
[00:10:51.000 --> 00:10:52.000]  祂就說
[00:10:52.000 --> 00:10:53.000]  你們來
[00:10:53.000 --> 00:10:57.000]  和我私下到荒野的地方去揭一揭
[00:10:57.000 --> 00:10:58.000]  和本的翻譯就是
[00:10:58.000 --> 00:10:59.000]  你們來
[00:10:59.000 --> 00:11:05.000]  和我暗暗地到曠野的地方去揭一揭
[00:11:05.000 --> 00:11:11.000]  荒野其實在和本裡就是曠野的地方
[00:11:11.000 --> 00:11:15.000]  於是他們就坐船私下往荒野的地方
[00:11:15.000 --> 00:11:17.000]  計劃去到曠野的地方
[00:11:17.000 --> 00:11:19.000]  去到曠野的地方裡
[00:11:19.000 --> 00:11:23.000]  希望門徒能夠投一投
[00:11:23.000 --> 00:11:27.000]  這是耶穌對門徒的邀請
[00:11:27.000 --> 00:11:29.000]  這也是耶穌體諒到
[00:11:29.000 --> 00:11:32.000]  門徒在生活裡太多忙碌
[00:11:32.000 --> 00:11:34.000]  太多繁忙的節奏
[00:11:34.000 --> 00:11:36.000]  太多沒有喘息的空間的時候
[00:11:36.000 --> 00:11:40.000]  耶穌對門徒發出的邀請
[00:11:40.000 --> 00:11:43.000]  當耶穌向門徒發出這個邀請的時候
[00:11:43.000 --> 00:11:49.000]  並不是說一些祂自己都不做的事
[00:11:49.000 --> 00:11:50.000]  這裡說
[00:11:50.000 --> 00:11:52.000]  耶穌這個邀請
[00:11:52.000 --> 00:11:56.000]  不單止邀請門徒跟隨祂的侍奉方式
[00:11:56.000 --> 00:11:59.000]  也邀請門徒跟隨祂的生活方式
[00:11:59.000 --> 00:12:00.000]  耶穌的侍奉
[00:12:00.000 --> 00:12:03.000]  剛才說到醫病趕鬼和傳道
[00:12:03.000 --> 00:12:05.000]  這是耶穌侍奉的方式
[00:12:05.000 --> 00:12:08.000]  但是耶穌同樣有一種生活的方式
[00:12:08.000 --> 00:12:12.000]  門徒也要跟隨這種生活的方式
[00:12:12.000 --> 00:12:14.000]  以致他們能夠得到
[00:12:14.000 --> 00:12:19.000]  真正在處裡的那種安息
[00:12:19.000 --> 00:12:21.000]  耶穌是怎麼生活的呢
[00:12:21.000 --> 00:12:24.000]  在《貓福音》一章三十二節就說到
[00:12:24.000 --> 00:12:28.000]  原來耶穌比他們更忙碌
[00:12:28.000 --> 00:12:31.000]  耶穌比門徒更加忙碌的人
[00:12:31.000 --> 00:12:34.000]  因為這裡在《貓福音》一章的時候
[00:12:34.000 --> 00:12:36.000]  已經說到那個圖畫就是
[00:12:36.000 --> 00:12:38.000]  傍晚日落的時候
[00:12:38.000 --> 00:12:41.000]  有人帶著一切害病和被鬼附的
[00:12:41.000 --> 00:12:43.000]  來到耶穌跟前
[00:12:43.000 --> 00:12:44.000]  傳承的人
[00:12:44.000 --> 00:12:46.000]  是傳承的人
[00:12:46.000 --> 00:12:50.000]  都聚集到門前去找耶穌
[00:12:50.000 --> 00:12:53.000]  耶穌就治好了害各樣病的人
[00:12:53.000 --> 00:12:56.000]  趕出許多的鬼
[00:12:56.000 --> 00:12:58.000]  這裡說
[00:12:58.000 --> 00:13:01.000]  誇張的手法就是到傳承的人
[00:13:01.000 --> 00:13:02.000]  都來找耶穌
[00:13:02.000 --> 00:13:03.000]  而且說什麼呢
[00:13:03.000 --> 00:13:06.000]  那些鬼是很多很多
[00:13:06.000 --> 00:13:07.000]  用許多去形容
[00:13:07.000 --> 00:13:08.000]  那些病呢
[00:13:08.000 --> 00:13:10.000]  用許多去形容
[00:13:10.000 --> 00:13:12.000]  就是說多常加多
[00:13:12.000 --> 00:13:13.000]  去表達
[00:13:13.000 --> 00:13:16.000]  耶穌正在面對一種這麼忙碌的
[00:13:16.000 --> 00:13:18.000]  侍奉工作
[00:13:18.000 --> 00:13:21.000]  一個穿道的工作
[00:13:21.000 --> 00:13:23.000]  但是耶穌怎麼去回應
[00:13:23.000 --> 00:13:25.000]  面對著這種狀況呢
[00:13:25.000 --> 00:13:29.000]  在第三十節之後的三十五節就說
[00:13:29.000 --> 00:13:30.000]  次日早晨
[00:13:30.000 --> 00:13:32.000]  天未亮的時候
[00:13:32.000 --> 00:13:33.000]  耶穌起來
[00:13:33.000 --> 00:13:35.000]  到曠野地方去
[00:13:35.000 --> 00:13:38.000]  在那裡禱告
[00:13:38.000 --> 00:13:40.000]  西門禍同伴出去找祂
[00:13:40.000 --> 00:13:42.000]  找到了就對祂說
[00:13:42.000 --> 00:13:44.000]  眾人都在找祢
[00:13:44.000 --> 00:13:45.000]  原來還有很多人
[00:13:45.000 --> 00:13:47.000]  不斷想找耶穌
[00:13:47.000 --> 00:13:49.000]  不過耶穌就逃離了這幫人
[00:13:49.000 --> 00:13:51.000]  他就選擇次日的早晨
[00:13:51.000 --> 00:13:52.000]  天未亮的時候
[00:13:52.000 --> 00:13:57.000]  就起來到曠野的地方去禱告
[00:13:57.000 --> 00:13:59.000]  原來耶穌自己本身都有一種
[00:13:59.000 --> 00:14:01.000]  這樣去到曠野裡面禱告
[00:14:01.000 --> 00:14:05.000]  去到荒野裡面禱告的生活
[00:14:05.000 --> 00:14:07.000]  他選擇了清晨的時間
[00:14:07.000 --> 00:14:09.000]  去到這個地方裡面
[00:14:09.000 --> 00:14:10.000]  因為
[00:14:10.000 --> 00:14:12.000]  他知道他需要
[00:14:12.000 --> 00:14:15.000]  都需要有一個安息的時間
[00:14:15.000 --> 00:14:17.000]  耶穌比我們更繁忙
[00:14:17.000 --> 00:14:19.000]  不過耶穌比我們更懂得去找
[00:14:19.000 --> 00:14:22.000]  生命裡面的安息的時間
[00:14:22.000 --> 00:14:23.000]  安息的地方
[00:14:23.000 --> 00:14:25.000]  讓祂能夠在靈裡面
[00:14:25.000 --> 00:14:29.000]  跟天父的爸爸很認真地去聊天
[00:14:29.000 --> 00:14:31.000]  所以真正的智慧是什麼呢
[00:14:31.000 --> 00:14:33.000]  就是在合適的時間
[00:14:33.000 --> 00:14:34.000]  在合適的地方
[00:14:34.000 --> 00:14:36.000]  做合適的事情
[00:14:36.000 --> 00:14:38.000]  今天我們要思考
[00:14:38.000 --> 00:14:40.000]  我們要挑戰的就是
[00:14:40.000 --> 00:14:41.000]  我們要問一下
[00:14:41.000 --> 00:14:44.000]  什麼是祢認為最合適的時間
[00:14:44.000 --> 00:14:48.000]  或者什麼是祢裡面的荒野
[00:14:48.000 --> 00:14:50.000]  祢的荒野呢
[00:14:50.000 --> 00:14:52.000]  弟兄姊妹我們要問一問
[00:14:52.000 --> 00:14:54.000]  我們今天面對著很忙碌的
[00:14:54.000 --> 00:14:57.000]  很匆忙的社會的生活節奏的時候
[00:14:57.000 --> 00:14:59.000]  我們都需要找一個荒野
[00:14:59.000 --> 00:15:01.000]  找一個曠野的地方
[00:15:01.000 --> 00:15:03.000]  以致我們能夠在神的裡面
[00:15:03.000 --> 00:15:05.000]  能夠歇一歇
[00:15:05.000 --> 00:15:07.000]  休息一會
[00:15:07.000 --> 00:15:10.000]  弟兄姊妹什麼叫休息一會
[00:15:10.000 --> 00:15:13.000]  對於你來說什麼叫休息一會呢
[00:15:13.000 --> 00:15:15.000]  很多時候我們忙碌如一日
[00:15:15.000 --> 00:15:16.000]  你想想你忙碌如一日
[00:15:16.000 --> 00:15:18.000]  通常你回家會做什麼呢
[00:15:18.000 --> 00:15:20.000]  或者你有時候上班的時候
[00:15:20.000 --> 00:15:22.000]  中間有個小優的時候
[00:15:22.000 --> 00:15:23.000]  忙碌完之後
[00:15:23.000 --> 00:15:26.000]  你的小優你會做什麼呢
[00:15:26.000 --> 00:15:28.000]  很多時候都是什麼
[00:15:28.000 --> 00:15:31.000]  拿個手機出來
[00:15:31.000 --> 00:15:34.000]  所以現在在座當中的每一個人
[00:15:34.000 --> 00:15:37.000]  有一個習慣是我們一定有的
[00:15:37.000 --> 00:15:39.000]  每一天都做
[00:15:39.000 --> 00:15:41.000]  就是手機充電
[00:15:41.000 --> 00:15:43.000]  以前我們沒有這些習慣的
[00:15:43.000 --> 00:15:44.000]  我們戴手錶是什麼
[00:15:44.000 --> 00:15:46.000]  戴手錶是一帶一變
[00:15:46.000 --> 00:15:48.000]  一年用的
[00:15:48.000 --> 00:15:51.000]  現在我們用手機是每一天都充電
[00:15:51.000 --> 00:15:54.000]  而這種習慣是我們每一天都堅持去做
[00:15:54.000 --> 00:15:58.000]  可能我們刷牙都未必每一天都要刷
[00:15:58.000 --> 00:16:00.000]  洗澡弄髒了
[00:16:00.000 --> 00:16:01.000]  不過很睏
[00:16:01.000 --> 00:16:03.000]  不是每天洗澡
[00:16:03.000 --> 00:16:06.000]  但是充電每一天都要做
[00:16:06.000 --> 00:16:07.000]  每一天都要做
[00:16:07.000 --> 00:16:08.000]  充電的目的是什麼
[00:16:08.000 --> 00:16:10.000]  每一天都要看手機
[00:16:10.000 --> 00:16:12.000]  所以有時候我們很忙碌的時候
[00:16:12.000 --> 00:16:14.000]  給自己休息的時候是什麼
[00:16:14.000 --> 00:16:15.000]  就是看手機
[00:16:15.000 --> 00:16:17.000]  很多時候我們這個動作
[00:16:17.000 --> 00:16:19.000]  我不是說看手機不對
[00:16:19.000 --> 00:16:21.000]  比如說這個動作很多時候代表什麼
[00:16:21.000 --> 00:16:23.000]  我想休息的時候
[00:16:23.000 --> 00:16:24.000]  休息時間是什麼
[00:16:24.000 --> 00:16:27.000]  塞更加多的東西進我的腦裡
[00:16:27.000 --> 00:16:29.000]  看更加多的資訊
[00:16:29.000 --> 00:16:32.000]  不斷讓東西衝擊我的腦袋
[00:16:32.000 --> 00:16:36.000]  其實是沒有給腦子停止的
[00:16:36.000 --> 00:16:40.000]  所以我們說這種叫假式
[00:16:40.000 --> 00:16:42.000]  假的休息
[00:16:42.000 --> 00:16:44.000]  你以為給自己輕鬆一點
[00:16:44.000 --> 00:16:46.000]  其實更加緊張了
[00:16:46.000 --> 00:16:47.000]  就好像我們去旅行
[00:16:47.000 --> 00:16:49.000]  我們以為輕鬆一點去旅行
[00:16:49.000 --> 00:16:51.000]  誰知道要趕緊點呢
[00:16:51.000 --> 00:16:53.000]  更加辛苦了
[00:16:53.000 --> 00:16:55.000]  是不是這樣
[00:16:55.000 --> 00:16:58.000]  但是我們如何找到真正的安息
[00:16:58.000 --> 00:17:01.000]  在神蹟裡面找到那種安靜呢
[00:17:01.000 --> 00:17:03.000]  這個就是今天給大家的挑戰
[00:17:03.000 --> 00:17:05.000]  就是找找你生命裡面
[00:17:05.000 --> 00:17:07.000]  有沒有一個曠野
