
[00:00:00.000 --> 00:00:04.000]  各位體驗者們平安、舊約仍然說話
[00:05:58.000 --> 00:06:02.000]  使我出母腹的是你
[00:06:02.000 --> 00:06:05.000]  原來我在母胎裏是神定義的
[00:06:05.000 --> 00:06:07.000]  是神的揀選
[00:06:07.000 --> 00:06:11.000]  在詩篇139篇13節說
[00:06:11.000 --> 00:06:14.000]  我的肺腑是你所做的
[00:06:14.000 --> 00:06:18.000]  我在母腹中你已經浮備我
[00:06:18.000 --> 00:06:21.000]  我未成型的體質
[00:06:21.000 --> 00:06:24.000]  你的眼睛早已看見了
[00:06:24.000 --> 00:06:26.000]  我所定的日子
[00:06:26.000 --> 00:06:29.000]  我尚未到一日
[00:06:29.000 --> 00:06:33.000]  你都記在你的冊子上
[00:06:33.000 --> 00:06:35.000]  我在地上的日子
[00:06:35.000 --> 00:06:37.000]  都未到一日
[00:06:37.000 --> 00:06:39.000]  你有本簿
[00:06:39.000 --> 00:06:41.000]  已經記下了
[00:06:41.000 --> 00:06:42.000]  原來神知道
[00:06:42.000 --> 00:06:44.000]  是神安排
[00:06:44.000 --> 00:06:47.000]  是預備我們在母腹裏面生出來的
[00:06:47.000 --> 00:06:51.000]  然後耶利米書1章5節說
[00:06:51.000 --> 00:06:55.000]  我未將你造在腹中
[00:06:55.000 --> 00:06:57.000]  我已瞭解你
[00:06:57.000 --> 00:06:59.000]  你未出母胎
[00:06:59.000 --> 00:07:03.000]  我已分別你爲姓
[00:07:03.000 --> 00:07:08.000]  我已將你作列國的先知
[00:07:08.000 --> 00:07:10.000]  神對耶利米說
[00:07:10.000 --> 00:07:13.000]  你未在母胚裏面出來
[00:07:13.000 --> 00:07:16.000]  我已經認識你
[00:07:16.000 --> 00:07:18.000]  我選了你
[00:07:18.000 --> 00:07:20.000]  我叫你做先知
[00:07:20.000 --> 00:07:23.000]  所以耶利米是一個很特別的先知
[00:07:23.000 --> 00:07:24.000]  是神的命定
[00:07:24.000 --> 00:07:26.000]  是神很早選擇
[00:07:26.000 --> 00:07:31.000]  老早已經選擇在他母胚裏面
[00:07:31.000 --> 00:07:34.000]  所以各位今天有很多的國家
[00:07:34.000 --> 00:07:38.000]  很多的地方準他墮胎合法化
[00:07:38.000 --> 00:07:42.000]  這是一個很令人心痛的決定
[00:07:42.000 --> 00:07:45.000]  因爲他們沒有尊重生命
[00:07:45.000 --> 00:07:47.000]  所以不可殺人
[00:07:47.000 --> 00:07:53.000]  這條界命是提醒我們必須要尊重生命
[00:07:53.000 --> 00:07:55.000]  每一個生命都是神聖的
[00:07:55.000 --> 00:07:57.000]  我們要愛護他
[00:07:57.000 --> 00:07:59.000]  要保護他
[00:07:59.000 --> 00:08:01.000]  要建立他
[00:08:01.000 --> 00:08:03.000]  讓這個生命能夠成長
[00:08:03.000 --> 00:08:09.000]  所以我們很需要帶着愛去關心其他人
[00:08:09.000 --> 00:08:10.000]  我想請問你
[00:08:10.000 --> 00:08:12.000]  如果上巴士
[00:08:12.000 --> 00:08:15.000]  你見到一個大肚子的媽媽
[00:08:15.000 --> 00:08:17.000]  很辛苦地上巴士
[00:08:17.000 --> 00:08:19.000]  你會不會扶她
[00:08:19.000 --> 00:08:21.000]  讓位給她
[00:08:21.000 --> 00:08:23.000]  讓她舒服點
[00:08:23.000 --> 00:08:25.000]  我們見到一個懷孕的婦人
[00:08:25.000 --> 00:08:30.000]  我們心裏面都帶着一個憐憫關心的心
[00:08:30.000 --> 00:08:33.000]  因爲她的肚腹裏面
[00:08:33.000 --> 00:08:35.000]  有一個新的生命
[00:08:35.000 --> 00:08:38.000]  當我們見到一個初生的寶寶出生
[00:08:38.000 --> 00:08:41.000]  我們會覺得真的很可愛
[00:08:41.000 --> 00:08:43.000]  她的手又小小的
[00:08:43.000 --> 00:08:45.000]  她的頭又小小的
[00:08:45.000 --> 00:08:46.000]  一切都是小小的
[00:08:46.000 --> 00:08:48.000]  你要懷抱她
[00:08:48.000 --> 00:08:50.000]  因爲她很幼嫩
[00:08:50.000 --> 00:08:51.000]  很無助
[00:08:51.000 --> 00:08:53.000]  你需要照顧她
[00:08:53.000 --> 00:08:54.000]  愛她
[00:08:54.000 --> 00:08:56.000]  以至養育她
[00:08:56.000 --> 00:08:58.000]  所以各位的母親
[00:08:58.000 --> 00:09:01.000]  都會用了很多的心思
[00:09:01.000 --> 00:09:02.000]  意念
[00:09:02.000 --> 00:09:03.000]  勞苦
[00:09:03.000 --> 00:09:05.000]  然後讓這個寶寶成長
[00:09:05.000 --> 00:09:07.000]  生命的寶貴
[00:09:07.000 --> 00:09:11.000]  讓我們見到一個小嬰孩的時候
[00:09:11.000 --> 00:09:15.000]  我們就讚歎神奇妙的作爲
[00:09:15.000 --> 00:09:17.000]  神賜生命
[00:09:17.000 --> 00:09:18.000]  神供應我們
[00:09:18.000 --> 00:09:20.000]  也都到了一定的時候
[00:09:20.000 --> 00:09:23.000]  神將我們接返天下
[00:09:23.000 --> 00:09:25.000]  所以生命是神所賜的
[00:09:25.000 --> 00:09:28.000]  因此我們不可殺人
[00:09:28.000 --> 00:09:30.000]  不可自殺
[00:09:30.000 --> 00:09:32.000]  更不可墮胎
[00:09:32.000 --> 00:09:34.000]  願神賜福給各位
