
[00:00:00.000 --> 00:00:04.000]  第四類
[00:05:46.000 --> 00:05:51.000]  你要除了那些暗會的行為
[00:05:51.000 --> 00:05:55.000]  除了那件不合格的軍裝
[00:05:55.000 --> 00:05:58.000]  那些很骯髒邋遢的衣服
[00:05:58.000 --> 00:06:00.000]  如果你穿上那件衣服
[00:06:00.000 --> 00:06:02.000]  上面沾了一些骯髒東西
[00:06:02.000 --> 00:06:03.000]  或者你吃飯的時候
[00:06:03.000 --> 00:06:05.000]  那些汁滴在衣服上
[00:06:05.000 --> 00:06:07.000]  你會馬上回家
[00:06:07.000 --> 00:06:08.000]  就除了它
[00:06:08.000 --> 00:06:11.000]  去洗乾淨你的衣服
[00:06:11.000 --> 00:06:15.000]  所以我們要除了那些暗會的行為
[00:06:15.000 --> 00:06:19.000]  我們都有很多不見得光的東西
[00:06:19.000 --> 00:06:21.000]  我們都有很多錯了的東西
[00:06:21.000 --> 00:06:23.000]  我們很多時候被罪
[00:06:23.000 --> 00:06:26.000]  將我們吸引住
[00:06:26.000 --> 00:06:28.000]  以致我們會犯罪
[00:06:28.000 --> 00:06:30.000]  跌倒得罪神
[00:06:30.000 --> 00:06:34.000]  聖經說除了那些污穢的行為
[00:06:34.000 --> 00:06:35.000]  要穿什麼呢
[00:06:35.000 --> 00:06:39.000]  要穿上光明的衣服
[00:06:39.000 --> 00:06:42.000]  換了一件光明的衣服
[00:06:42.000 --> 00:06:44.000]  我們是光明之子
[00:06:44.000 --> 00:06:46.000]  我們是白晝之子
[00:06:46.000 --> 00:06:48.000]  我們是屬神的
[00:06:48.000 --> 00:06:52.000]  所以我們要穿上光明的兵器
[00:06:52.000 --> 00:06:54.000]  所以我們要帶兵器
[00:06:54.000 --> 00:06:58.000]  做一個光明的兒女
[00:06:58.000 --> 00:07:00.000]  第三是什麼
[00:07:00.000 --> 00:07:03.000]  在第十三節跟我們說
[00:07:03.000 --> 00:07:07.000]  他說我們總要行在白晝
[00:07:07.000 --> 00:07:09.000]  他說我們行事為人
[00:07:09.000 --> 00:07:11.000]  是要端正
[00:07:11.000 --> 00:07:14.000]  好象行在白晝
[00:07:14.000 --> 00:07:18.000]  不可謊言罪酒
[00:07:18.000 --> 00:07:21.000]  不可好色邪道
[00:07:21.000 --> 00:07:24.000]  不可憎敬習道
[00:07:24.000 --> 00:07:29.000]  他說我們要行在白晝裡面
[00:07:29.000 --> 00:07:32.000]  然後有三個不可
[00:07:32.000 --> 00:07:34.000]  保羅一邊給我們提醒
[00:07:34.000 --> 00:07:37.000]  原來我們需要將一些
[00:07:37.000 --> 00:07:40.000]  是見得到的罪
[00:07:40.000 --> 00:07:42.000]  我們要拋棄
[00:07:42.000 --> 00:07:46.000]  拋棄一切可以見到的罪
[00:07:46.000 --> 00:07:49.000]  就是你在行為上面表現出來
[00:07:49.000 --> 00:07:51.000]  那些是外在的
[00:07:51.000 --> 00:07:53.000]  會被人見到的
[00:07:53.000 --> 00:07:57.000]  但其實除了外在的罪之後
[00:07:57.000 --> 00:08:00.000]  我們都有內在的軟弱
[00:08:00.000 --> 00:08:04.000]  就好像憎敬習道一樣
[00:08:04.000 --> 00:08:06.000]  有時我們內心裡面
[00:08:06.000 --> 00:08:08.000]  我們會很憎一些人
[00:08:08.000 --> 00:08:10.000]  有時我們會妒忌一些人
[00:08:10.000 --> 00:08:14.000]  有時我們很想去中傷一些人
[00:08:14.000 --> 00:08:16.000]  這些是內在
[00:08:16.000 --> 00:08:19.000]  是在我們內心裡面潛伏出來的
[00:08:19.000 --> 00:08:23.000]  因此無論外在一些罪惡的行為
[00:08:23.000 --> 00:08:26.000]  一些內在心思意念那些罪
[00:08:26.000 --> 00:08:30.000]  我們都要清清潔潔
[00:08:30.000 --> 00:08:32.000]  不要去下
[00:08:32.000 --> 00:08:35.000]  所以我們要行在白晝
[00:08:35.000 --> 00:08:37.000]  行在光明中
[00:08:37.000 --> 00:08:40.000]  所以保羅第三個給我們的提醒
[00:08:40.000 --> 00:08:44.000]  就是我們的行為要端正
[00:08:44.000 --> 00:08:46.000]  好像在白晝裡面
[00:08:46.000 --> 00:08:49.000]  在光明的照耀底下
[00:08:49.000 --> 00:08:51.000]  最後第四
[00:08:51.000 --> 00:08:53.000]  在第十四節那裡
[00:08:53.000 --> 00:08:55.000]  保羅又怎樣提呢
[00:08:55.000 --> 00:08:59.000]  他說總要披戴主耶穌基督
[00:08:59.000 --> 00:09:03.000]  不要為肉體去安排
[00:09:03.000 --> 00:09:05.000]  去放縱私慾
[00:09:05.000 --> 00:09:08.000]  不要為肉體安排去放縱私慾
[00:09:08.000 --> 00:09:13.000]  我們要披戴耶穌基督
[00:09:13.000 --> 00:09:15.000]  所以第四
[00:09:15.000 --> 00:09:18.000]  我們是要披戴基督
[00:09:18.000 --> 00:09:21.000]  就是說我們是要過一個德性的生活
[00:09:21.000 --> 00:09:24.000]  是靠基督跨性
[00:09:24.000 --> 00:09:27.000]  不會被罪惡戰勝了我們
[00:09:27.000 --> 00:09:30.000]  不會被一些壞習慣戰勝我們
[00:09:30.000 --> 00:09:36.000]  我們能夠過一個光明與主在一起的生活
[00:09:36.000 --> 00:09:39.000]  所以這也是提醒我們有兩樣東西
[00:09:39.000 --> 00:09:43.000]  第一要披戴耶穌基督
[00:09:43.000 --> 00:09:49.000]  我們要有見證主榮耀主
[00:09:49.000 --> 00:09:51.000]  是一個美好的見證
[00:09:51.000 --> 00:09:53.000]  被人見得到
[00:09:53.000 --> 00:09:57.000]  第二就不要為自己去安排
[00:09:57.000 --> 00:10:00.000]  放縱私慾
[00:10:00.000 --> 00:10:05.000]  不要被那些情慾在我們裡面發動
[00:10:05.000 --> 00:10:07.000]  有機會引誘我們
[00:10:07.000 --> 00:10:12.000]  叫我們陷在那些罪惡錯誤當中
[00:10:12.000 --> 00:10:15.000]  所以這段聖經很寶貴
[00:10:15.000 --> 00:10:19.000]  給我們有四個很重要的提醒
[00:10:19.000 --> 00:10:21.000]  特別當末世的時候
[00:10:21.000 --> 00:10:24.000]  主耶穌回來的日子是很近
[00:10:24.000 --> 00:10:27.000]  第一就是我們要警醒
[00:10:27.000 --> 00:10:30.000]  第二就是我們要增節
[00:10:30.000 --> 00:10:33.000]  第三就是我們要端正
[00:10:33.000 --> 00:10:38.000]  第四就是我們要披戴基督
[00:10:38.000 --> 00:10:40.000]  過一個光明的生活
[00:10:40.000 --> 00:10:42.000]  所以求主幫助我們
[00:10:42.000 --> 00:10:44.000]  在今天這個時代裡面
[00:10:44.000 --> 00:10:45.000]  我們醒了
[00:10:45.000 --> 00:10:49.000]  不要再像睡著一樣
[00:10:49.000 --> 00:10:51.000]  看清楚今天的時代
[00:10:51.000 --> 00:10:54.000]  讓我們每一個人離開黑暗
[00:10:54.000 --> 00:10:56.000]  將那些罪惡的東西
[00:10:56.000 --> 00:10:59.000]  將那些不乾淨的衣服拋棄
[00:10:59.000 --> 00:11:01.000]  我們穿戴整齊
[00:11:01.000 --> 00:11:03.000]  披戴耶穌基督
[00:11:03.000 --> 00:11:07.000]  帶著一個光明之子的身份
[00:11:07.000 --> 00:11:09.000]  讓我們的生活行為
[00:11:09.000 --> 00:11:14.000]  是常常能夠榮耀主見證主
[00:11:14.000 --> 00:11:16.000]  所以我為各位弟兄姐妹祈禱
[00:11:16.000 --> 00:11:18.000]  求神加力給你
[00:11:18.000 --> 00:11:20.000]  讓你在每天生活
[00:11:20.000 --> 00:11:22.000]  和人交往接觸的裡面
[00:11:22.000 --> 00:11:24.000]  在我們的言語行為裡面
[00:11:24.000 --> 00:11:27.000]  我們都有美好的見證
[00:11:27.000 --> 00:11:31.000]  將榮耀歸給我們天上的父神
[00:11:31.000 --> 00:11:33.000]  所以願神加你力量
[00:11:33.000 --> 00:11:35.000]  成為光明之子
[00:11:35.000 --> 00:11:37.000]  有很美好的見證
[00:11:37.000 --> 00:11:40.000]  有很美好的品行
[00:11:40.000 --> 00:11:43.000]  將榮耀歸給我們的天父
[00:11:43.000 --> 00:11:45.000]  願神賜福給你
