
[00:00:00.000 --> 00:00:08.000]  我不會解釋今天的講題,好像一個講題一樣,大家明就明
[00:03:16.000 --> 00:03:20.000]  是更加形容描述他是一個善良正直
[00:03:20.000 --> 00:03:26.000]  不會攀附他們的珍貴的一個很重要的官員
[00:03:26.000 --> 00:03:29.000]  最重要最重要的是
[00:03:29.000 --> 00:03:31.000]  他是耶穌的門徒
[00:03:31.000 --> 00:03:36.000]  我們從而可以掌握到其實這位的約瑟
[00:03:36.000 --> 00:03:37.000]  他是一個有錢
[00:03:37.000 --> 00:03:39.000]  有身份
[00:03:39.000 --> 00:03:40.000]  有地位
[00:03:40.000 --> 00:03:43.000]  而且正直的一個猶太人
[00:03:43.000 --> 00:03:48.000]  不過我們去比較四卷福音書的描述
[00:03:48.000 --> 00:03:52.000]  唯獨馬泰和約翰這兩卷福音書
[00:03:52.000 --> 00:03:56.000]  提及他是耶穌的門徒
[00:03:56.000 --> 00:03:59.000]  而今天我們去看約翰福音
[00:03:59.000 --> 00:04:02.000]  更加只是將他的焦點
[00:04:02.000 --> 00:04:07.000]  集中他作為耶穌這個門徒的身份之中
[00:04:07.000 --> 00:04:10.000]  我們先去看一看十九章
[00:04:10.000 --> 00:04:15.000]  三十八節整個經文裏的結構
[00:04:15.000 --> 00:04:19.000]  我們看到豹邦已經打了給大家看
[00:04:19.000 --> 00:04:23.000]  我亦都highlight了兩個很重要的動詞
[00:04:23.000 --> 00:04:27.000]  經文其實用了兩個分詞來描述
[00:04:27.000 --> 00:04:30.000]  這位阿里馬泰的約瑟是一個怎樣的人
[00:04:30.000 --> 00:04:33.000]  第一個分詞就是他是
[00:04:33.000 --> 00:04:34.000]  他是誰呢
[00:04:34.000 --> 00:04:37.000]  他是耶穌的門徒
[00:04:37.000 --> 00:04:41.000]  第二個分詞描述再多一點
[00:04:41.000 --> 00:04:44.000]  再補充這個門徒是怎樣的門徒
[00:04:44.000 --> 00:04:51.000]  而是一個一直隱密地去做門徒的一個人
[00:04:51.000 --> 00:04:55.000]  然後才再正常地去直接說
[00:04:55.000 --> 00:05:00.000]  為什麼這個約瑟他去做一個隱密的門徒
[00:05:00.000 --> 00:05:02.000]  一直藏起自己的門徒
[00:05:02.000 --> 00:05:06.000]  原因其實就是害怕猶太人
[00:05:06.000 --> 00:05:13.000]  當然約瑟不是唯一一個作為隱藏了的門徒
[00:05:13.000 --> 00:05:16.000]  在約翰福音的十二章四十二節
[00:05:16.000 --> 00:05:19.000]  亦都提到耶穌傳道期間
[00:05:19.000 --> 00:05:23.000]  其實有不少的官員都信了耶穌
[00:05:23.000 --> 00:05:27.000]  不過礙於法利賽人的緣故
[00:05:27.000 --> 00:05:32.000]  他們怕被這班人去說出猶太的會堂
[00:05:32.000 --> 00:05:36.000]  而不敢承認自己是信耶穌
[00:05:36.000 --> 00:05:42.000]  約瑟就是其中一個隱藏了的門徒
[00:05:42.000 --> 00:05:49.000]  來到這裡,我們不要急著定論
[00:05:49.000 --> 00:05:51.000]  這個約瑟很軟弱
[00:05:51.000 --> 00:05:55.000]  為什麼這個約瑟會怕猶太人
[00:05:55.000 --> 00:05:59.000]  而不敢承認自己是信耶穌
[00:05:59.000 --> 00:06:03.000]  但是當我們切身處理去想
[00:06:03.000 --> 00:06:08.000]  當時承認耶穌是我的老師
[00:06:08.000 --> 00:06:12.000]  是什麼一回事
[00:06:12.000 --> 00:06:16.000]  當我們去了解切身處理去想的時候
[00:06:16.000 --> 00:06:18.000]  去親身經歷的時候
[00:06:18.000 --> 00:06:21.000]  我們未必會這麼輕易去下這個約瑟
[00:06:21.000 --> 00:06:24.000]  去說這個時間他做一個隱密的門徒
[00:06:24.000 --> 00:06:26.000]  是一個軟弱的門徒
[00:06:26.000 --> 00:06:28.000]  我們不會這麼快下這個結論
[00:06:28.000 --> 00:06:32.000]  剛才提到約瑟就是其中一個身份
[00:06:32.000 --> 00:06:34.000]  就是一個尊貴的猶太的議員
[00:06:34.000 --> 00:06:38.000]  而約翰福音十二章四十二節
[00:06:38.000 --> 00:06:43.000]  其實也提到只要承認你是跟隨耶穌的
[00:06:43.000 --> 00:06:47.000]  你就會被人趕出猶太會堂
[00:06:47.000 --> 00:06:49.000]  一個身份尊貴的猶太人
[00:06:49.000 --> 00:06:51.000]  被人趕出猶太會堂
[00:06:51.000 --> 00:06:54.000]  不是吧,很害怕
[00:06:54.000 --> 00:07:01.000]  再者,耶穌被釘十字架的罪名是什麼
[00:07:01.000 --> 00:07:04.000]  耶穌被釘十字架的罪名
[00:07:04.000 --> 00:07:07.000]  就是叛亂整個羅馬政府
[00:07:07.000 --> 00:07:12.000]  鼓動一群民眾反抗羅馬帝國
[00:07:12.000 --> 00:07:15.000]  對於身為猶太人的約瑟
[00:07:15.000 --> 00:07:20.000]  嘩,我跟隨的老師被羅馬政府釘了這個罪名
[00:07:20.000 --> 00:07:22.000]  我還不害怕
[00:07:22.000 --> 00:07:25.000]  害怕也很正常
[00:07:25.000 --> 00:07:27.000]  客觀來看
[00:07:27.000 --> 00:07:30.000]  約瑟因為外圍環境因素
[00:07:30.000 --> 00:07:33.000]  而被迫隱藏自己的門徒身份
[00:07:33.000 --> 00:07:35.000]  他看似軟弱
[00:07:35.000 --> 00:07:38.000]  但我們想想
[00:07:38.000 --> 00:07:42.000]  跟隨耶穌的十一個門徒
[00:07:42.000 --> 00:07:45.000]  跟隨耶穌的十一個門徒
[00:07:45.000 --> 00:07:47.000]  其實也不遑多讓
[00:07:47.000 --> 00:07:50.000]  那十二個門徒包含猶太人
[00:07:50.000 --> 00:07:52.000]  也是不遑多讓
[00:07:52.000 --> 00:07:56.000]  猶太人出賣耶穌
[00:07:56.000 --> 00:08:00.000]  給了三次不認主
[00:08:00.000 --> 00:08:02.000]  當耶穌被捕
[00:08:02.000 --> 00:08:05.000]  受審被釘十字架的門徒去了哪裡?
[00:08:05.000 --> 00:08:08.000]  門徒四散
[00:08:08.000 --> 00:08:11.000]  我們不能只斷言
[00:08:11.000 --> 00:08:13.000]  哎呀,約瑟做隱藏門徒
[00:08:13.000 --> 00:08:16.000]  他怕猶太人斷定他是軟弱
[00:08:16.000 --> 00:08:19.000]  反而我們更加看到的一件事
[00:08:19.000 --> 00:08:22.000]  他沒有像那十一個門徒一樣
[00:08:22.000 --> 00:08:24.000]  四散
[00:08:24.000 --> 00:08:26.000]  他沒有離開過耶穌
[00:08:26.000 --> 00:08:31.000]  我們看見當耶穌斷氣死了之後
[00:08:31.000 --> 00:08:34.000]  他是唯一一個
[00:08:34.000 --> 00:08:37.000]  走去比拉多面前
[00:08:37.000 --> 00:08:39.000]  去求耶穌的身體
[00:08:39.000 --> 00:08:42.000]  將耶穌的遺體拿走去安葬
[00:08:42.000 --> 00:08:46.000]  對比其他十一個門徒
[00:08:46.000 --> 00:08:49.000]  約瑟其實這個行動
[00:08:49.000 --> 00:08:54.000]  是由那一刻開始已經由暗轉為明
[00:08:54.000 --> 00:08:57.000]  真正地展現當一刻
[00:08:57.000 --> 00:09:02.000]  他自己是耶穌真正的門徒
[00:09:02.000 --> 00:09:09.000]  我們嘗試從約瑟去求耶穌身體這個記載
[00:09:09.000 --> 00:09:12.000]  來理解約瑟這個轉變
[00:09:12.000 --> 00:09:15.000]  是什麼一回事呢?
[00:09:15.000 --> 00:09:20.000]  十二章三十八節提到約瑟來求比拉多
[00:09:20.000 --> 00:09:23.000]  要將耶穌的身體領去
[00:09:23.000 --> 00:09:28.000]  領去這個字本身用了一個假設的語氣
[00:09:28.000 --> 00:09:33.000]  即是耶穌前去進見比拉多
[00:09:33.000 --> 00:09:35.000]  去求耶穌身體的時候
[00:09:35.000 --> 00:09:38.000]  其實他不知道自己行不行
[00:09:38.000 --> 00:09:40.000]  比拉多給不給他
[00:09:40.000 --> 00:09:44.000]  根據當時羅馬的律法
[00:09:44.000 --> 00:09:46.000]  任何的死囚
[00:09:46.000 --> 00:09:48.000]  任何的死刑犯他死了之後
[00:09:48.000 --> 00:09:55.000]  他們的親人可以向羅馬政府領取他們的屍體
[00:09:55.000 --> 00:10:04.000]  但是唯獨被判處叛國罪的死刑犯
[00:10:04.000 --> 00:10:06.000]  任何人都不可以拿
[00:10:06.000 --> 00:10:12.000]  包括他的親人都不可以拿回他的屍首
[00:10:12.000 --> 00:10:15.000]  當我們都知道耶穌
[00:10:15.000 --> 00:10:20.000]  他被羅馬政府冠以反抗羅馬帝國的罪名
[00:10:20.000 --> 00:10:22.000]  被釘上十字架
[00:10:22.000 --> 00:10:25.000]  按照羅馬的法律
[00:10:25.000 --> 00:10:30.000]  任何人都不可以拿走耶穌的屍體
[00:10:30.000 --> 00:10:36.000]  更莫說約瑟和耶穌母親無故
[00:10:36.000 --> 00:10:38.000]  沒有任何血緣關係
[00:10:38.000 --> 00:10:47.000]  更加不符合可以拿走死刑犯的屍體的資格
[00:10:47.000 --> 00:10:51.000]  所以當約瑟前去見比拉多的時候
[00:10:51.000 --> 00:10:56.000]  他都是盡他的能力嘗試去爭取這個機會
[00:10:56.000 --> 00:10:58.000]  讓他盡自己最大的力量
[00:10:58.000 --> 00:11:02.000]  能夠好好安葬這位老師
[00:11:02.000 --> 00:11:06.000]  加上他是一個猶太人的身份
[00:11:06.000 --> 00:11:10.000]  公然去拿走耶穌的身體
[00:11:10.000 --> 00:11:15.000]  明顯他將自己門徒的身份公開
[00:11:15.000 --> 00:11:18.000]  在馬可福音的記載
[00:11:18.000 --> 00:11:24.000]  他描述約瑟是放膽地進見比拉多
[00:11:24.000 --> 00:11:29.000]  對於這麼公然去執行這件事情
[00:11:29.000 --> 00:11:33.000]  其實會為約瑟帶來危險
[00:11:33.000 --> 00:11:36.000]  不單單猶太同胞
[00:11:36.000 --> 00:11:40.000]  很大機會會把他逐出猶太會堂
[00:11:40.000 --> 00:11:43.000]  甚至他去進見比拉多的時候
[00:11:43.000 --> 00:11:45.000]  他去求耶穌的身體
[00:11:45.000 --> 00:11:50.000]  比拉多可能會將他視為耶穌的一黨
[00:11:50.000 --> 00:11:55.000]  將他一樣釘上十字架
[00:11:55.000 --> 00:12:01.000]  我們不清楚約瑟為何會由暗轉為明
[00:12:01.000 --> 00:12:06.000]  經文沒有交代過約瑟那種轉變的原因
[00:12:06.000 --> 00:12:08.000]  又或者在約瑟眼中
[00:12:08.000 --> 00:12:14.000]  他真的視耶穌是真真正正猶太人的王
[00:12:14.000 --> 00:12:21.000]  所以他放膽地公然去領耶穌的身體
[00:12:21.000 --> 00:12:23.000]  無論什麼原因也好
[00:12:23.000 --> 00:12:27.000]  約瑟甘願冒上這個性命的風險
[00:12:27.000 --> 00:12:33.000]  從一個害怕猶太人而隱藏自己門徒身份的人
[00:12:33.000 --> 00:12:35.000]  直到耶穌死後
[00:12:35.000 --> 00:12:42.000]  放膽公然進見比拉多去求耶穌的身體
[00:12:42.000 --> 00:12:45.000]  對比其餘十一個門徒
[00:12:45.000 --> 00:12:55.000]  約瑟他在那一刻展現什麼叫做跟隨耶穌
[00:12:55.000 --> 00:13:00.000]  頂姐妹我們要明白約瑟所身處的環境
[00:13:00.000 --> 00:13:05.000]  要公開承認自己是耶穌門徒其實一點都不容易
[00:13:05.000 --> 00:13:09.000]  因為隨時都會受到同胞的排擠
[00:13:09.000 --> 00:13:13.000]  甚至會為他自己帶來性命的危險
[00:13:13.000 --> 00:13:17.000]  所以他將自己作為門徒身份隱藏
[00:13:17.000 --> 00:13:21.000]  我們不多不少其實都可以理解
[00:13:21.000 --> 00:13:27.000]  其實時至2026年的今天
[00:13:27.000 --> 00:13:32.000]  很多我們叫做創啟地區的地方
[00:13:32.000 --> 00:13:35.000]  都不容許基督徒存在
[00:13:35.000 --> 00:13:40.000]  很多宣教士都在當地都要隱姓埋名
[00:13:40.000 --> 00:13:43.000]  隱藏他們是基督徒的身份
[00:13:43.000 --> 00:13:46.000]  更加更加不可以讓人知道
[00:13:46.000 --> 00:13:49.000]  更加不可以不明目張膽地
[00:13:49.000 --> 00:13:52.000]  讓人知道他們在傳福音
[00:13:52.000 --> 00:13:55.000]  公然傳福音在當地來說
[00:13:55.000 --> 00:13:59.000]  隨時都會為自己帶來危險
[00:13:59.000 --> 00:14:04.000]  輕則當地政府會將你驅逐出境
[00:14:04.000 --> 00:14:13.000]  重則真的會帶來性命的危險
[00:14:13.000 --> 00:14:22.000]  很多宣教士都會用其他的身份去履行他的福音工作
[00:14:22.000 --> 00:14:29.000]  另一方面在創啟地區的福音對象都是一樣
[00:14:29.000 --> 00:14:35.000]  當他們願意離開自己所信的宗教
[00:14:35.000 --> 00:14:37.000]  歸信基督的時候
[00:14:37.000 --> 00:14:41.000]  他們都不能夠很公開地跟我身邊的人
[00:14:41.000 --> 00:14:46.000]  跟我家人說我是基督徒我已經信了耶穌
[00:14:46.000 --> 00:14:50.000]  因為他們所身處的地區
[00:14:50.000 --> 00:14:54.000]  是處於一個基督信仰封閉的地方
[00:14:54.000 --> 00:14:57.000]  不容許他們改變他們原本
[00:14:57.000 --> 00:15:01.000]  一出生以來的一些宗教
[00:15:01.000 --> 00:15:05.000]  難道面對這一班人又或者宣教士
[00:15:05.000 --> 00:15:11.000]  我們能夠斷言去指斥這班貴主者
[00:15:11.000 --> 00:15:14.000]  很軟弱這麼沒有信心嗎
[00:15:14.000 --> 00:15:18.000]  難道我們真的可以這樣指斥他們嗎
[00:15:18.000 --> 00:15:25.000]  在這些環境其實是迫使他們要暗地裡去作門徒
[00:15:25.000 --> 00:15:32.000]  當然列舉以上的例子不是要為弱勢去護航
[00:15:32.000 --> 00:15:35.000]  而是很多時候外圍環境因素
[00:15:35.000 --> 00:15:39.000]  迫使一些信徒要去隱藏自己的身份
[00:15:39.000 --> 00:15:43.000]  但隱藏不代表放棄信仰
[00:15:43.000 --> 00:15:45.000]  丟下信仰
[00:15:45.000 --> 00:15:47.000]  對弱勢而言
[00:15:47.000 --> 00:15:51.000]  他的確是因為害怕猶太人
[00:15:51.000 --> 00:15:54.000]  而將他作為耶穌門徒的身份去隱藏
[00:15:54.000 --> 00:15:57.000]  但在耶穌被處決之後
[00:15:57.000 --> 00:16:05.000]  正值就是一個最黑暗和充滿危險的時間
[00:16:05.000 --> 00:16:11.000]  一班明明跟隨基督的門徒
[00:16:11.000 --> 00:16:13.000]  四散了
[00:16:13.000 --> 00:16:16.000]  但弱勢這個隱藏的門徒
[00:16:16.000 --> 00:16:19.000]  仍然放膽走去比拉多面前
[00:16:19.000 --> 00:16:22.000]  我可不可以求你給我耶穌的身體
[00:16:22.000 --> 00:16:24.000]  我幫祂安葬
[00:16:24.000 --> 00:16:27.000]  他不再刻意隱藏自己的身份
[00:16:27.000 --> 00:16:31.000]  最後他沒有丟下自己是耶穌門徒
[00:16:31.000 --> 00:16:35.000]  他擁有的身份
[00:16:35.000 --> 00:16:37.000]  弟兄姊妹
[00:16:37.000 --> 00:16:42.000]  我們呢
[00:16:42.000 --> 00:16:46.000]  即使面對現在的環境可能很艱難
[00:16:46.000 --> 00:16:51.000]  但我們仍未至於像弱勢那段時間
[00:16:51.000 --> 00:16:54.000]  是個嚴苛的時間
[00:16:54.000 --> 00:16:59.000]  至少我們仍然可以如常去敬拜
[00:16:59.000 --> 00:17:03.000]  如常去跟我身邊的人討論信仰
[00:17:03.000 --> 00:17:05.000]  我們不是弱勢
[00:17:05.000 --> 00:17:09.000]  也不是身處在創啟地區的宣教士
[00:17:09.000 --> 00:17:12.000]  我們不需要刻意去隱藏
[00:17:12.000 --> 00:17:16.000]  我們自己是基督徒的身份
[00:17:16.000 --> 00:17:19.000]  又或者對大家來說
[00:17:19.000 --> 00:17:22.000]  我都沒有去隱藏這個身份
[00:17:22.000 --> 00:17:24.000]  不過
[00:17:24.000 --> 00:17:27.000]  弟兄姊妹
[00:17:27.000 --> 00:17:29.000]  我們有沒有試過
[00:17:29.000 --> 00:17:32.000]  因為周遭的環境
[00:17:32.000 --> 00:17:35.000]  所帶來的壓力
[00:17:35.000 --> 00:17:38.000]  令到我們這個身份
[00:17:38.000 --> 00:17:45.000]  好像被隱藏了
[00:17:45.000 --> 00:17:48.000]  黃明道一生為主堅守
[00:17:48.000 --> 00:17:51.000]  但在極大的政治壓力底下
[00:17:51.000 --> 00:17:54.000]  他都試過跌倒
[00:17:54.000 --> 00:17:58.000]  在1945年左右的時間
[00:17:58.000 --> 00:18:01.000]  對於一個剛剛成立的新政府
[00:18:01.000 --> 00:18:04.000]  所推行的宗教政策
[00:18:04.000 --> 00:18:06.000]  他其實有些保留
[00:18:06.000 --> 00:18:07.000]  他認為
[00:18:07.000 --> 00:18:08.000]  那一刻他認為
[00:18:08.000 --> 00:18:15.000]  上主才是世間至高無上的權威
[00:18:15.000 --> 00:18:19.000]  政治和宗教應該要分立
[00:18:19.000 --> 00:18:25.000]  信徒應當要信服神的緣故
[00:18:25.000 --> 00:18:29.000]  才去信服地上的政府
[00:18:29.000 --> 00:18:31.000]  前提
[00:18:31.000 --> 00:18:33.000]  是當時的掌權者
[00:18:33.000 --> 00:18:35.000]  必須所發出的指令
[00:18:35.000 --> 00:18:39.000]  不違反、不違背神的旨意
[00:18:39.000 --> 00:18:42.000]  以及兩者不可以衝突
[00:18:42.000 --> 00:18:47.000]  他強調信徒應該是信服神的
[00:18:47.000 --> 00:18:51.000]  但到了三自運動展開
[00:18:51.000 --> 00:18:54.000]  黃明道因為拒絕加入
[00:18:54.000 --> 00:18:58.000]  連同他的妻子一同被捕
[00:18:58.000 --> 00:19:00.000]  起初黃明道
[00:19:00.000 --> 00:19:03.000]  他仍然為神堅持真理
[00:19:03.000 --> 00:19:05.000]  不願意屈服
[00:19:05.000 --> 00:19:07.000]  但是當他被捕之後
[00:19:07.000 --> 00:19:10.000]  在獄中受到不同程度的壓迫
[00:19:10.000 --> 00:19:14.000]  以致他對於可能被槍斃
[00:19:14.000 --> 00:19:17.000]  他最終選擇屈服
[00:19:17.000 --> 00:19:26.000]  並且簽紙願意表示加入三自教會
[00:19:26.000 --> 00:19:28.000]  他簽紙之後
[00:19:28.000 --> 00:19:30.000]  他獲得釋放
[00:19:30.000 --> 00:19:32.000]  但對於黃明道來說
[00:19:32.000 --> 00:19:36.000]  獲釋是一種折磨
[00:19:36.000 --> 00:19:39.000]  獄身雖然自由
[00:19:39.000 --> 00:19:43.000]  但他無時無刻都受到良心的責備
[00:19:43.000 --> 00:19:49.000]  有時他會說自己三次不認主
[00:19:49.000 --> 00:19:52.000]  有時他會說自己是猶大
[00:19:52.000 --> 00:19:54.000]  出賣了耶穌
[00:19:54.000 --> 00:19:56.000]  在他獲釋之後
[00:19:56.000 --> 00:19:59.000]  他選擇馬上脫離三自教會
[00:19:59.000 --> 00:20:01.000]  隱姓埋名
[00:20:01.000 --> 00:20:08.000]  但卻是埋下第二次被捕的種子
[00:20:08.000 --> 00:20:11.000]  當他第二次坐牢的時候
[00:20:11.000 --> 00:20:18.000]  他覺得自己很大機會被判處無期徒刑
[00:20:18.000 --> 00:20:25.000]  當時他為了讓自己的刑罰能夠減輕
[00:20:25.000 --> 00:20:26.000]  判得輕
[00:20:26.000 --> 00:20:29.000]  他在招供的時候
[00:20:29.000 --> 00:20:32.000]  他說了很多的謊話
[00:20:32.000 --> 00:20:38.000]  但結果仍然判他無期徒刑
[00:20:38.000 --> 00:20:41.000]  黃明道在那一刻他很憤怒
[00:20:41.000 --> 00:20:44.000]  但又感到很悲觀失望
[00:20:44.000 --> 00:20:46.000]  在那一刻他覺得
[00:20:46.000 --> 00:20:50.000]  難道我真的要在監獄等死嗎
[00:20:50.000 --> 00:20:52.000]  他問神
[00:20:52.000 --> 00:20:56.000]  神啊 你為什麼這麼殘忍
[00:20:56.000 --> 00:21:03.000]  你叫我遭遇這些打擊 被判無期徒刑
[00:21:03.000 --> 00:21:05.000]  他說完這番話
[00:21:05.000 --> 00:21:12.000]  那一刻他突然出現了尼加書七章七到九節的經文
[00:21:12.000 --> 00:21:13.000]  裡面說到
[00:21:13.000 --> 00:21:15.000]  至於我 我要仰望耶和華
[00:21:15.000 --> 00:21:17.000]  等候救我的上帝
[00:21:17.000 --> 00:21:19.000]  我的上帝必應運我
[00:21:19.000 --> 00:21:22.000]  我的仇敵不要向我誇耀
[00:21:22.000 --> 00:21:26.000]  我雖跌倒 仍要站起來
[00:21:26.000 --> 00:21:28.000]  雖坐在黑暗裡
[00:21:28.000 --> 00:21:31.000]  耶和華卻作我的光
[00:21:31.000 --> 00:21:34.000]  我要承受耶和華的惱怒
[00:21:34.000 --> 00:21:36.000]  直到祂為我辯護
[00:21:36.000 --> 00:21:38.000]  為我伸冤
[00:21:38.000 --> 00:21:40.000]  因我得罪了祂
[00:21:40.000 --> 00:21:42.000]  祂要令我進入光明
[00:21:42.000 --> 00:21:46.000]  我必得見祂的公義
[00:21:46.000 --> 00:21:51.000]  因為神這番話令他醒悟
[00:21:51.000 --> 00:21:56.000]  他說謊源於他害怕
[00:21:56.000 --> 00:21:59.000]  他害怕死亡
[00:21:59.000 --> 00:22:02.000]  將原本沒有做過的事
[00:22:02.000 --> 00:22:05.000]  全部都招認自己做了
[00:22:05.000 --> 00:22:08.000]  也因為害怕
[00:22:08.000 --> 00:22:11.000]  他選擇向人屈服
[00:22:11.000 --> 00:22:13.000]  而招致上帝的憤怒
[00:22:13.000 --> 00:22:15.000]  得罪了神
[00:22:15.000 --> 00:22:18.000]  這次的提醒
[00:22:18.000 --> 00:22:20.000]  上帝這番話
[00:22:20.000 --> 00:22:22.000]  突然在他腦海出現
[00:22:22.000 --> 00:22:26.000]  令他對神的不滿煙消雲散
[00:22:26.000 --> 00:22:30.000]  他再次向神禱告認罪
[00:22:30.000 --> 00:22:32.000]  禱告過後
[00:22:32.000 --> 00:22:35.000]  他心裡充滿喜樂
[00:22:35.000 --> 00:22:39.000]  以及從神而來赦罪的平安
[00:22:39.000 --> 00:22:41.000]  這次的經歷
[00:22:41.000 --> 00:22:43.000]  令黃明道裡面的靈性
[00:22:43.000 --> 00:22:46.000]  得以更新和復甦
[00:22:46.000 --> 00:22:50.000]  對於黃明道來說
[00:22:50.000 --> 00:22:52.000]  被判無期徒刑
[00:22:52.000 --> 00:22:55.000]  是他最黑暗的時間
[00:22:55.000 --> 00:22:57.000]  但他和約瑟一樣
[00:22:57.000 --> 00:23:00.000]  在最黑暗的一刻
[00:23:00.000 --> 00:23:02.000]  他選擇仰望神
[00:23:02.000 --> 00:23:05.000]  讓他能夠在黑暗之中
[00:23:05.000 --> 00:23:09.000]  去看見光
[00:23:09.000 --> 00:23:13.000]  約瑟以及一眾跟隨耶穌的人
[00:23:13.000 --> 00:23:17.000]  耶穌的死亡是正值一種充滿悲傷
[00:23:17.000 --> 00:23:19.000]  惶恐不安
[00:23:19.000 --> 00:23:21.000]  不知所措
[00:23:21.000 --> 00:23:24.000]  以及黑暗的時間
[00:23:24.000 --> 00:23:27.000]  那一刻耶穌的死亡
[00:23:27.000 --> 00:23:29.000]  對於他們來說
[00:23:29.000 --> 00:23:32.000]  連唯一的盼望都失去
[00:23:32.000 --> 00:23:35.000]  但約翰福音隨即記載
[00:23:35.000 --> 00:23:38.000]  在這個黑暗的時間
[00:23:38.000 --> 00:23:40.000]  好像罪惡超張
[00:23:40.000 --> 00:23:42.000]  看不見光
[00:23:42.000 --> 00:23:48.000]  但光卻是在耶穌復活的時候出現
[00:23:48.000 --> 00:23:50.000]  我們看見
[00:23:50.000 --> 00:23:52.000]  約瑟以及尼哥德穆
[00:23:52.000 --> 00:23:56.000]  他將耶穌安葬在一個新的墓穴裡面
[00:23:56.000 --> 00:24:02.000]  墓穴本身就是為了死人而預備的地方
[00:24:02.000 --> 00:24:08.000]  但耶穌卻是將這個新的墓穴
[00:24:08.000 --> 00:24:11.000]  從這個新的墓穴裡面復活
[00:24:11.000 --> 00:24:16.000]  這個代表死亡的象徵的墓穴
[00:24:16.000 --> 00:24:20.000]  卻是成為復活盼望的起點
[00:24:20.000 --> 00:24:24.000]  將黑暗變為光明
[00:24:24.000 --> 00:24:28.000]  約翰福音一章四到五節裡面講到
[00:24:28.000 --> 00:24:30.000]  在他裡面有生命
[00:24:30.000 --> 00:24:33.000]  這生命就是人的光
[00:24:33.000 --> 00:24:35.000]  光照在黑暗裡
[00:24:35.000 --> 00:24:39.000]  黑暗卻沒有成過光
[00:24:39.000 --> 00:24:41.000]  弟子們
[00:24:41.000 --> 00:24:44.000]  耶穌基督回來之前
[00:24:44.000 --> 00:24:48.000]  這個世界仍然處於黑暗
[00:24:48.000 --> 00:24:53.000]  因為這個世界仍然被罪所污染
[00:24:53.000 --> 00:24:57.000]  而且只會越催敗壞
[00:24:57.000 --> 00:24:59.000]  對我們來說
[00:24:59.000 --> 00:25:03.000]  我們可能還沒看見真正的光
