
[00:00:00.000 --> 00:00:03.700]  移民到外的國度
[00:03:37.100 --> 00:03:41.180]  已經受洗歸入主的名
[00:03:41.180 --> 00:03:43.180]  這個我們就是指你
[00:03:43.180 --> 00:03:45.180]  能夠與衆聖徒
[00:03:45.180 --> 00:03:48.860]  這個衆聖徒表示不僅在我們這個教會
[00:03:48.860 --> 00:03:50.860]  是全世界各地
[00:03:50.860 --> 00:03:52.860]  奉耶穌基督的名
[00:03:52.860 --> 00:03:56.860]  來敬拜神的衆聖徒
[00:03:56.860 --> 00:04:00.860]  我們是在光明裏一同得基業
[00:04:00.860 --> 00:04:02.860]  也就是說
[00:04:02.860 --> 00:04:06.860]  我們很多人爲什麼要移民來美國
[00:04:06.860 --> 00:04:09.860]  因爲想在這裏建立我們的基業
[00:04:09.860 --> 00:04:11.860]  或者是事業、學業
[00:04:11.860 --> 00:04:13.860]  然後事業、家庭
[00:04:13.860 --> 00:04:15.860]  一代傳一代
[00:04:15.860 --> 00:04:17.860]  但是有另外一個角度
[00:04:17.860 --> 00:04:19.860]  這個角度是耶穌基督
[00:04:19.860 --> 00:04:22.860]  救我們脫離黑暗的權勢
[00:04:22.860 --> 00:04:24.860]  然後將我們遷到
[00:04:24.860 --> 00:04:26.860]  祂愛子的角度
[00:04:26.860 --> 00:04:28.860]  原來呢
[00:04:28.860 --> 00:04:31.860]  這個就是一個移民的過程
[00:04:31.860 --> 00:04:33.860]  如果今天你信耶穌
[00:04:33.860 --> 00:04:36.860]  不去移民到這個愛的角度
[00:04:36.860 --> 00:04:38.860]  你信耶穌
[00:04:38.860 --> 00:04:40.860]  你還是一知半解
[00:04:40.860 --> 00:04:43.860]  你還沒得到這個基業
[00:04:43.860 --> 00:04:45.860]  所以今天我們都要好好地
[00:04:45.860 --> 00:04:47.860]  來問一下自己
[00:04:47.860 --> 00:04:50.860]  我有沒有一次這樣的移民
[00:04:50.860 --> 00:04:53.860]  然後在這個角度裏
[00:04:53.860 --> 00:04:55.860]  我們有一個過程
[00:04:55.860 --> 00:04:57.860]  就是我們在愛子裏得不夠熟
[00:04:57.860 --> 00:04:59.860]  罪過得已赦免
[00:04:59.860 --> 00:05:01.860]  很多人移民來美國
[00:05:01.860 --> 00:05:02.860]  他要怎麼樣呢
[00:05:02.860 --> 00:05:03.860]  很重要的一件事
[00:05:03.860 --> 00:05:06.860]  就是先要離開原來的國家
[00:05:06.860 --> 00:05:08.860]  原來的家鄉
[00:05:08.860 --> 00:05:11.860]  然後願意留在美國
[00:05:11.860 --> 00:05:13.860]  我以前申請我哥哥一家來
[00:05:13.860 --> 00:05:15.860]  我哥哥一家在臺灣
[00:05:15.860 --> 00:05:18.860]  他來美國住過一會兒
[00:05:18.860 --> 00:05:21.860]  他都已經拿了綠卡
[00:05:21.860 --> 00:05:23.860]  再等多五年就可以移民
[00:05:23.860 --> 00:05:25.860]  算是美國公民
[00:05:25.860 --> 00:05:28.860]  但後來他來美國住一會兒
[00:05:28.860 --> 00:05:32.860]  都發覺都不太喜歡
[00:05:32.860 --> 00:05:34.860]  我都情願住在臺灣
[00:05:34.860 --> 00:05:36.860]  結果怎麼樣呢
[00:05:36.860 --> 00:05:37.860]  放棄
[00:05:37.860 --> 00:05:38.860]  爲什麼呢
[00:05:38.860 --> 00:05:41.860]  因爲那五年裏要求我們半年住在美國
[00:05:41.860 --> 00:05:44.860]  他發覺不願意
[00:05:44.860 --> 00:05:45.860]  不願意
[00:05:45.860 --> 00:05:48.860]  他不願意真的留在這個國家
[00:05:48.860 --> 00:05:52.860]  所以他就最終放棄了
[00:05:52.860 --> 00:05:57.860]  同樣如果我們要移民去到神的國度
[00:05:57.860 --> 00:05:59.860]  我們要願意脫離
[00:05:59.860 --> 00:06:00.860]  離開
[00:06:00.860 --> 00:06:01.860]  然後遷到
[00:06:01.860 --> 00:06:02.860]  搬去
[00:06:02.860 --> 00:06:04.860]  真是uprooted
[00:06:04.860 --> 00:06:08.860]  在這個國家生根
[00:06:08.860 --> 00:06:16.860]  你才能夠真正享受作爲這個國家公民的權利
[00:06:16.860 --> 00:06:20.860]  也都盡你自己的義務
[00:06:20.860 --> 00:06:24.860]  所以我們看見信耶穌其實是一次的移民
[00:06:24.860 --> 00:06:25.860]  是一次的移民
[00:06:25.860 --> 00:06:27.860]  但這次移民呢
[00:06:27.860 --> 00:06:29.860]  不是一個地方的移民
[00:06:29.860 --> 00:06:33.860]  是在你的生命裏頭做一個很大的遷移
[00:06:33.860 --> 00:06:38.860]  而這個過程就是一個德望救贖
[00:06:38.860 --> 00:06:39.860]  聚德赦免
[00:06:39.860 --> 00:06:44.860]  然後搬入一個光明和愛的國度
[00:06:44.860 --> 00:06:46.860]  所以我們來看一看
[00:06:46.860 --> 00:06:48.860]  這個移民呢
[00:06:48.860 --> 00:06:58.860]  這個移民的經歷是一個什麼經歷呢
[00:06:58.860 --> 00:07:02.860]  我們來看一看
[00:07:02.860 --> 00:07:04.860]  有些字不出來
[00:07:04.860 --> 00:07:16.860]  這個經歷是一個過程
[00:07:16.860 --> 00:07:18.860]  一個過程是脫離
[00:07:18.860 --> 00:07:19.860]  脫離什麼
[00:07:19.860 --> 00:07:21.860]  脫離黑暗的權勢
[00:07:21.860 --> 00:07:22.860]  剛纔聖經所說
[00:07:22.860 --> 00:07:24.860]  所謂脫離黑暗的權勢
[00:07:24.860 --> 00:07:26.860]  是聚德赦免
[00:07:26.860 --> 00:07:30.860]  我在你們的網頁看到很多動人的見證
[00:07:30.860 --> 00:07:32.860]  我們當中的弟兄姊妹
[00:07:32.860 --> 00:07:33.860]  真的有這種經歷
[00:07:33.860 --> 00:07:36.860]  以前怎麼住在罪惡黑暗的權勢
[00:07:36.860 --> 00:07:39.860]  有些人以爲黑暗權勢就是黑社會
[00:07:39.860 --> 00:07:40.860]  那你說我沒有
[00:07:40.860 --> 00:07:42.860]  我沒有加入黑社會
[00:07:42.860 --> 00:07:43.860]  但是呢
[00:07:43.860 --> 00:07:44.860]  在聖經來說
[00:07:44.860 --> 00:07:46.860]  黑暗的權勢呢
[00:07:46.860 --> 00:07:50.860]  不是我們表面生活所做的事
[00:07:50.860 --> 00:07:53.860]  而是我們內心的光景
[00:07:53.860 --> 00:07:56.860]  我們有沒有擁抱光明
[00:07:56.860 --> 00:07:58.860]  我們的動機
[00:07:58.860 --> 00:07:59.860]  我們的抉擇
[00:07:59.860 --> 00:08:02.860]  我們是選擇一條光明的路呢
[00:08:02.860 --> 00:08:04.860]  選擇一條愛的路呢
[00:08:04.860 --> 00:08:06.860]  還是選擇一個黑暗
[00:08:06.860 --> 00:08:09.860]  只是滿足自己私慾的路呢
[00:08:09.860 --> 00:08:10.860]  可以是驕傲
[00:08:10.860 --> 00:08:11.860]  可以是跟別人爭
[00:08:11.860 --> 00:08:13.860]  可以是惱人
[00:08:13.860 --> 00:08:15.860]  可以是妒忌人
[00:08:15.860 --> 00:08:17.860]  這個是黑暗的權勢
[00:08:17.860 --> 00:08:19.860]  但是我們認識耶穌之後
[00:08:19.860 --> 00:08:21.860]  我們知道這些東西
[00:08:21.860 --> 00:08:22.860]  不要得
[00:08:22.860 --> 00:08:23.860]  我們知道這些東西
[00:08:23.860 --> 00:08:26.860]  根本不值得我們貢獻我們的生命
[00:08:26.860 --> 00:08:27.860]  我們願意放棄
[00:08:27.860 --> 00:08:29.860]  我們向耶穌認罪
[00:08:29.860 --> 00:08:30.860]  罪得赦免
[00:08:30.860 --> 00:08:32.860]  但是單單脫離不夠的
[00:08:32.860 --> 00:08:34.860]  你還要遷到
[00:08:34.860 --> 00:08:36.860]  剛纔聖經告訴我們
[00:08:36.860 --> 00:08:39.860]  我們要搬到去另外一個角度
[00:08:39.860 --> 00:08:42.860]  而願意真的住在這個角度
[00:08:42.860 --> 00:08:45.860]  這個角度是神愛子的角度
[00:08:45.860 --> 00:08:49.860]  就是耶穌基督在裏頭做掌王權
[00:08:49.860 --> 00:08:51.860]  居首位的一個角度
[00:08:51.860 --> 00:08:53.860]  是充滿光明
[00:08:53.860 --> 00:08:55.860]  充滿愛的
[00:08:55.860 --> 00:09:00.860]  我想跟大家講一個故事
[00:09:00.860 --> 00:09:02.860]  這個故事其實是真的故事
[00:09:02.860 --> 00:09:04.860]  是前幾年
[00:09:04.860 --> 00:09:06.860]  好幾年前有一部電影叫
[00:09:06.860 --> 00:09:08.860]  The Green Prince
[00:09:08.860 --> 00:09:09.860]  綠色王子
[00:09:09.860 --> 00:09:11.860]  有多少人看過這個電影
[00:09:11.860 --> 00:09:13.860]  原來這麼少人
[00:09:13.860 --> 00:09:15.860]  奇怪
[00:09:15.860 --> 00:09:17.860]  可能
[00:09:17.860 --> 00:09:20.860]  我以爲你們這一代都是
[00:09:20.860 --> 00:09:23.860]  對電影這些很熟悉
[00:09:23.860 --> 00:09:27.860]  這部電影可能很低成本拍
[00:09:27.860 --> 00:09:31.860]  所以不像今天大家在屏幕上看的那麼精彩
[00:09:31.860 --> 00:09:34.860]  但是它是一個真實很動人的故事
[00:09:34.860 --> 00:09:40.860]  是講到有一個巴勒斯坦的恐怖分子
[00:09:40.860 --> 00:09:42.860]  他認識耶穌之後
[00:09:42.860 --> 00:09:46.860]  生命改變的真實故事
[00:09:46.860 --> 00:09:50.860]  這個人的主角叫Mozart Yussuf
[00:09:50.860 --> 00:09:52.860]  是巴勒斯坦
[00:09:52.860 --> 00:09:54.860]  知道巴勒斯坦在哪裏嗎
[00:09:54.860 --> 00:09:56.860]  在地圖上
[00:09:56.860 --> 00:09:58.860]  在世界上
[00:09:58.860 --> 00:10:00.860]  在中東
[00:10:00.860 --> 00:10:03.860]  在以色列國那邊
[00:10:03.860 --> 00:10:08.860]  巴勒斯坦有個恐怖組織叫Hamas
[00:10:08.860 --> 00:10:10.860]  有沒有聽過
[00:10:10.860 --> 00:10:12.860]  哈馬斯
[00:10:12.860 --> 00:10:16.860]  Yussuf是哈馬斯
[00:10:16.860 --> 00:10:20.860]  一個創辦人之一的兒子
[00:10:20.860 --> 00:10:23.860]  大家很熟悉哈馬斯是什麼組織
[00:10:23.860 --> 00:10:25.860]  他用自殺炸彈
[00:10:25.860 --> 00:10:30.860]  在二十幾年裏殺了很多人
[00:10:30.860 --> 00:10:32.860]  殺了這些人包括猶太人
[00:10:32.860 --> 00:10:33.860]  包括基督徒
[00:10:33.860 --> 00:10:37.860]  包括他自己巴勒斯坦人
[00:10:37.860 --> 00:10:38.860]  所以Hamas
[00:10:38.860 --> 00:10:41.860]  你看見這個字都發震
[00:10:41.860 --> 00:10:44.860]  今天我們見到不單止Hamas
[00:10:44.860 --> 00:10:45.860]  還有ISIS
[00:10:45.860 --> 00:10:47.860]  還有很多
[00:10:47.860 --> 00:10:48.860]  不單止中東
[00:10:48.860 --> 00:10:49.860]  甚至美國都有
[00:10:49.860 --> 00:10:51.860]  我希望我們中間沒有
[00:10:51.860 --> 00:10:56.860]  這個Mozart
[00:10:56.860 --> 00:10:58.860]  我叫他Mozart中文
[00:10:58.860 --> 00:10:59.860]  他是家裏的長子
[00:10:59.860 --> 00:11:01.860]  他爸爸是創辦人之一
[00:11:01.860 --> 00:11:04.860]  他當時帶領青年運動
[00:11:04.860 --> 00:11:09.860]  在中東地帶
[00:11:09.860 --> 00:11:12.860]  鼓吹很多青年人
[00:11:12.860 --> 00:11:14.860]  以炸彈的方式
[00:11:14.860 --> 00:11:16.860]  自殺炸彈的方式
[00:11:16.860 --> 00:11:18.860]  或者扔炸彈的方式
[00:11:18.860 --> 00:11:20.860]  來殺他們的手
[00:11:20.860 --> 00:11:23.860]  在1996年
[00:11:23.860 --> 00:11:24.860]  可惜1996年
[00:11:24.860 --> 00:11:27.860]  他出手被捉了
[00:11:27.860 --> 00:11:30.860]  坐在以色列的監獄裏
[00:11:30.860 --> 00:11:32.860]  在監獄裏
[00:11:32.860 --> 00:11:35.860]  他發現一件事令他很驚訝
[00:11:35.860 --> 00:11:38.860]  就是發覺很多自己的巴勒斯坦人
[00:11:38.860 --> 00:11:40.860]  和他一樣被捉在裏面
[00:11:40.860 --> 00:11:42.860]  怎料在裏面自殺
[00:11:42.860 --> 00:11:45.860]  而且所用的手段非常殘忍
[00:11:45.860 --> 00:11:47.860]  他發現原來
[00:11:47.860 --> 00:11:49.860]  他們巴勒斯坦人
[00:11:49.860 --> 00:11:51.860]  哈密斯這些人
[00:11:51.860 --> 00:11:54.860]  殺人已經成了一種冷血動物
[00:11:54.860 --> 00:11:56.860]  甚至不論你是誰
[00:11:56.860 --> 00:11:58.860]  自己人一樣照樣殺
[00:11:58.860 --> 00:12:00.860]  而且一樣用很恐怖的手法
[00:12:00.860 --> 00:12:02.860]  他覺得很心寒
[00:12:02.860 --> 00:12:03.860]  他覺得
[00:12:03.860 --> 00:12:06.860]  哇,原來我們已經變成這樣的人
[00:12:06.860 --> 00:12:09.860]  他就發覺
[00:12:09.860 --> 00:12:12.860]  我需要重新去認識
[00:12:12.860 --> 00:12:16.860]  我這十幾二十年來所認識的人
[00:12:16.860 --> 00:12:18.860]  這個組織
[00:12:18.860 --> 00:12:19.860]  這個組織
[00:12:19.860 --> 00:12:21.860]  所以在當中
[00:12:21.860 --> 00:12:23.860]  他裏頭
[00:12:23.860 --> 00:12:25.860]  他已經有一種
[00:12:25.860 --> 00:12:27.860]  paradigm shift
[00:12:27.860 --> 00:12:30.860]  就是將他一直所做的事情
[00:12:30.860 --> 00:12:32.860]  他明白
[00:12:32.860 --> 00:12:34.860]  可能有另外一條路
[00:12:34.860 --> 00:12:36.860]  所以當他出監之後
[00:12:36.860 --> 00:12:39.860]  有一天他在耶路撒冷的京城走路的時候
[00:12:39.860 --> 00:12:41.860]  就遇到一個白人
[00:12:41.860 --> 00:12:43.860]  這個白人是英國來的宣教士
[00:12:43.860 --> 00:12:45.860]  他不知道他是宣教士
[00:12:45.860 --> 00:12:47.860]  那個人就和他聊天
[00:12:47.860 --> 00:12:50.860]  聊完天就帶了一本新約聖經給他
[00:12:50.860 --> 00:12:52.860]  他說
[00:12:52.860 --> 00:12:54.860]  不妨看一下
[00:12:54.860 --> 00:12:55.860]  你沒有接觸過
[00:12:55.860 --> 00:12:57.860]  不妨看一下
[00:12:57.860 --> 00:12:58.860]  他一發覺
[00:12:58.860 --> 00:13:00.860]  哇,這是新教書
[00:13:00.860 --> 00:13:02.860]  他是回教徒
[00:13:02.860 --> 00:13:03.860]  怎麼可以看這本書呢
[00:13:03.860 --> 00:13:05.860]  這本書他知道叫耶穌
[00:13:05.860 --> 00:13:07.860]  但是他心裏頭想
[00:13:07.860 --> 00:13:08.860]  他說我坐監的時候
[00:13:08.860 --> 00:13:10.860]  我已經發覺
[00:13:10.860 --> 00:13:12.860]  我所信的
[00:13:12.860 --> 00:13:14.860]  可能當中有問題
[00:13:14.860 --> 00:13:16.860]  但是他不想被人知道
[00:13:16.860 --> 00:13:18.860]  所以他偷偷地拿了這本新約聖經
[00:13:18.860 --> 00:13:20.860]  去到一個很隱蔽的地方
[00:13:20.860 --> 00:13:22.860]  然後打開
[00:13:22.860 --> 00:13:24.860]  一打開就看到
[00:13:24.860 --> 00:13:27.860]  耶穌在馬太福音第五章登山寶墳
[00:13:27.860 --> 00:13:28.860]  在寶墳裏
[00:13:28.860 --> 00:13:30.860]  耶穌說到
[00:13:30.860 --> 00:13:32.860]  他要建立一個天國
[00:13:32.860 --> 00:13:34.860]  而這個天國是一個愛的天國
[00:13:34.860 --> 00:13:36.860]  而這個天國
[00:13:36.860 --> 00:13:38.860]  耶穌基督
[00:13:38.860 --> 00:13:40.860]  祂自己
[00:13:40.860 --> 00:13:44.860]  不僅將祂的生命
[00:13:44.860 --> 00:13:46.860]  爲仇敵寫起
[00:13:46.860 --> 00:13:48.860]  而且在馬太福音
[00:13:48.860 --> 00:13:50.860]  第五章
[00:13:50.860 --> 00:13:52.860]  祂說你要愛這一仇敵
[00:13:52.860 --> 00:13:53.860]  祂叫你走一里路
[00:13:53.860 --> 00:13:54.860]  你幫祂走一里路
[00:13:54.860 --> 00:13:56.860]  祂打你一邊的臉
[00:13:56.860 --> 00:13:58.860]  你另一邊被祂打
[00:13:58.860 --> 00:14:00.860]  祂說你要愛仇敵
[00:14:00.860 --> 00:14:02.860]  甚至神
[00:14:02.860 --> 00:14:04.860]  不僅叫日頭照好人
[00:14:04.860 --> 00:14:06.860]  也照大人
[00:14:06.860 --> 00:14:08.860]  哇,有這樣的一件事嗎
[00:14:08.860 --> 00:14:10.860]  祂後來發現
[00:14:10.860 --> 00:14:12.860]  我們哈馬斯人
[00:14:12.860 --> 00:14:14.860]  我們是要殺人
[00:14:14.860 --> 00:14:18.860]  這個叫聖戰
[00:14:18.860 --> 00:14:20.860]  以至我可以去到天堂
[00:14:20.860 --> 00:14:22.860]  他們還有一個宮殿
[00:14:22.860 --> 00:14:24.860]  我去到天堂幹什麼呢
[00:14:24.860 --> 00:14:26.860]  因爲那裏有很多美女等着我
[00:14:26.860 --> 00:14:30.860]  我可以去到天堂
[00:14:30.860 --> 00:14:32.860]  我要殺人
[00:14:32.860 --> 00:14:34.860]  然後我就可以快點去到天堂
[00:14:34.860 --> 00:14:36.860]  但這個耶穌基督
[00:14:36.860 --> 00:14:38.860]  祂是將自己的生命
[00:14:38.860 --> 00:14:40.860]  來到捨己
[00:14:40.860 --> 00:14:42.860]  叫別人上天堂
[00:14:42.860 --> 00:14:44.860]  什麼區別
[00:14:44.860 --> 00:14:46.860]  什麼區別
[00:14:46.860 --> 00:14:48.860]  所以他心靈受很大的震盪
[00:14:48.860 --> 00:14:50.860]  然後他有一次
[00:14:50.860 --> 00:14:52.860]  又遇到英國的遊客
[00:14:52.860 --> 00:14:54.860]  他就邀請他
[00:14:54.860 --> 00:14:56.860]  我們在家裏
[00:14:56.860 --> 00:14:58.860]  在我家裏有個
[00:14:58.860 --> 00:15:00.860]  查經班
[00:15:00.860 --> 00:15:02.860]  我們一起讀這本聖經
[00:15:02.860 --> 00:15:04.860]  一起來認識耶穌
[00:15:04.860 --> 00:15:06.860]  他就去了
[00:15:06.860 --> 00:15:08.860]  他在這個祕密的查經班裏
[00:15:08.860 --> 00:15:10.860]  後來不僅認識耶穌
[00:15:10.860 --> 00:15:12.860]  還信了耶穌
[00:15:12.860 --> 00:15:14.860]  他決定
[00:15:14.860 --> 00:15:16.860]  脫離黑暗的權勢
[00:15:16.860 --> 00:15:18.860]  遷到神愛子的國度
[00:15:18.860 --> 00:15:20.860]  這個國度是光明
[00:15:20.860 --> 00:15:22.860]  和愛的
[00:15:22.860 --> 00:15:24.860]  所以呢
[00:15:24.860 --> 00:15:26.860]  他就
[00:15:26.860 --> 00:15:28.860]  好幾年1996年
[00:15:28.860 --> 00:15:30.860]  他就開始追求
[00:15:30.860 --> 00:15:32.860]  愛的國度
[00:15:32.860 --> 00:15:34.860]  終於2005年
[00:15:34.860 --> 00:15:36.860]  他說我要公開承認
[00:15:36.860 --> 00:15:38.860]  我已經接受耶穌基督
[00:15:38.860 --> 00:15:40.860]  爲國主
[00:15:40.860 --> 00:15:42.860]  就好像那些移民
[00:15:42.860 --> 00:15:44.860]  美國公民要宣誓
[00:15:44.860 --> 00:15:46.860]  我現在宣誓了
[00:15:46.860 --> 00:15:48.860]  成爲美國公民
[00:15:48.860 --> 00:15:50.860]  受洗
[00:15:50.860 --> 00:15:52.860]  其實就在衆人面前承認
[00:15:52.860 --> 00:15:54.860]  我現在是屬於這個國度
[00:15:54.860 --> 00:15:56.860]  我已經脫離黑暗的國度
[00:15:56.860 --> 00:15:58.860]  我已經進入了光明與愛的國度
[00:15:58.860 --> 00:16:00.860]  但是你要知道
[00:16:00.860 --> 00:16:02.860]  對他來說
[00:16:02.860 --> 00:16:04.860]  不像我們普通人
[00:16:04.860 --> 00:16:06.860]  信耶穌受洗不簡單
[00:16:06.860 --> 00:16:08.860]  因爲他這個行動
[00:16:08.860 --> 00:16:10.860]  他說好似剝皮那樣痛
[00:16:10.860 --> 00:16:12.860]  他說因爲
[00:16:12.860 --> 00:16:14.860]  我所信的宗教
[00:16:14.860 --> 00:16:16.860]  不只是一個宗教
[00:16:16.860 --> 00:16:18.860]  也是一個政治
[00:16:18.860 --> 00:16:20.860]  也是一個文化
[00:16:20.860 --> 00:16:22.860]  是我整個人生的衣櫃
[00:16:22.860 --> 00:16:24.860]  當我要離開我這個宗教的時候
[00:16:24.860 --> 00:16:26.860]  我等於死了
[00:16:26.860 --> 00:16:28.860]  我等於重新開始
[00:16:28.860 --> 00:16:30.860]  什麼都開始
[00:16:30.860 --> 00:16:32.860]  所以他在2005年
[00:16:32.860 --> 00:16:34.860]  他願意公開承認
[00:16:34.860 --> 00:16:36.860]  而且在地中海受洗
[00:16:36.860 --> 00:16:38.860]  所以有照片爲證
[00:16:38.860 --> 00:16:40.860]  當這個消息
[00:16:40.860 --> 00:16:42.860]  公佈了之後
[00:16:42.860 --> 00:16:46.860]  他的爸爸
[00:16:46.860 --> 00:16:48.860]  立刻也公開宣佈
[00:16:48.860 --> 00:16:50.860]  和他脫離父子關係
[00:16:50.860 --> 00:16:52.860]  我沒有這個兒子
[00:16:52.860 --> 00:16:54.860]  所以他要冒一個很大的險
[00:16:54.860 --> 00:16:56.860]  但是對他來說
[00:16:56.860 --> 00:16:58.860]  他發覺他人生
[00:16:58.860 --> 00:17:00.860]  必須有這個扭轉
[00:17:00.860 --> 00:17:02.860]  不然的話
[00:17:02.860 --> 00:17:04.860]  他這個路一路走就走到地獄
[00:17:04.860 --> 00:17:06.860]  所以
[00:17:06.860 --> 00:17:08.860]  他做一個這樣的
[00:17:08.860 --> 00:17:10.860]  公開
[00:17:10.860 --> 00:17:12.860]  當然他很痛苦
[00:17:12.860 --> 00:17:14.860]  因爲他一直都很尊敬他爸爸
[00:17:14.860 --> 00:17:16.860]  他也很愛他媽媽
[00:17:16.860 --> 00:17:18.860]  所以當他知道他要撇下這一切
[00:17:18.860 --> 00:17:20.860]  這個是一個很痛苦的掙扎
[00:17:20.860 --> 00:17:22.860]  但他知道他這麼做
[00:17:22.860 --> 00:17:24.860]  不單止爲自己的幸福
[00:17:24.860 --> 00:17:26.860]  跟着
[00:17:26.860 --> 00:17:28.860]  他的人生
[00:17:28.860 --> 00:17:30.860]  要帶領很多走錯路的同胞
[00:17:30.860 --> 00:17:32.860]  來找到這個光明與愛的
[00:17:32.860 --> 00:17:34.860]  角度
[00:17:34.860 --> 00:17:36.860]  所以各位弟兄姊妹
[00:17:36.860 --> 00:17:38.860]  你有沒有移民
[00:17:38.860 --> 00:17:40.860]  不要只想着移民來美國
[00:17:40.860 --> 00:17:42.860]  今天
[00:17:42.860 --> 00:17:44.860]  在特朗普的政府之下
[00:17:44.860 --> 00:17:46.860]  移民也很難
[00:17:46.860 --> 00:17:48.860]  但你不用失望
[00:17:48.860 --> 00:17:50.860]  如果你沒有機會
[00:17:50.860 --> 00:17:52.860]  因爲有一個真正
