
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的周六純拜
[00:02:31.000 --> 00:02:33.000]  正確應用耶和華
[00:02:33.000 --> 00:02:37.000]  並且是耶穌基督的十誡
[00:02:37.000 --> 00:02:39.000]  我們的三部曲
[00:02:39.000 --> 00:02:43.000]  第一部曲是以出埃及記
[00:02:43.000 --> 00:02:45.000]  和舊約為背景
[00:02:45.000 --> 00:02:47.000]  就是今天的第一部曲
[00:02:47.000 --> 00:02:50.000]  去明白每一條誡命的意義
[00:02:50.000 --> 00:02:51.000]  下次再回來
[00:02:51.000 --> 00:02:52.000]  第二部曲是
[00:02:52.000 --> 00:02:56.000]  以新約耶穌基督降臨為背景
[00:02:56.000 --> 00:02:58.000]  去明白 再重新去明白
[00:02:58.000 --> 00:03:01.000]  每一條誡命的意義
[00:03:01.000 --> 00:03:03.000]  接著最後有第三部曲
[00:03:03.000 --> 00:03:06.000]  就是綜合了第一 第二
[00:03:06.000 --> 00:03:08.000]  新舊約聖經
[00:03:08.000 --> 00:03:10.000]  延伸到今天
[00:03:10.000 --> 00:03:13.000]  去舊恩承傳 作為一個背景
[00:03:13.000 --> 00:03:17.000]  去明白今天我們應該怎樣去應用
[00:03:17.000 --> 00:03:19.000]  每一條誡命
[00:03:19.000 --> 00:03:21.000]  於是每一條誡命
[00:03:21.000 --> 00:03:24.000]  都有三篇道的時間
[00:03:24.000 --> 00:03:27.000]  所以十條誡命就是30篇道
[00:03:27.000 --> 00:03:31.000]  今天是第30篇道裏面的第一篇
[00:03:31.000 --> 00:03:34.000]  今天我們要講的是第一屆
[00:03:34.000 --> 00:03:37.000]  別無他神的第一部曲
[00:03:37.000 --> 00:03:40.000]  但是我們進入出埃及記
[00:03:40.000 --> 00:03:43.000]  第二十章 第二十節
[00:03:43.000 --> 00:03:46.000]  我們終於進入十誡
[00:03:46.000 --> 00:03:49.000]  出埃及記第二十章第二節這樣講
[00:03:49.000 --> 00:03:50.000]  我是耶和華
[00:03:50.000 --> 00:03:52.000]  你的上帝
[00:03:52.000 --> 00:03:57.000]  曾將你從埃及地圍爐之家領出來
[00:03:57.000 --> 00:04:00.000]  在未正式頒布第一條誡命之前
[00:04:00.000 --> 00:04:05.000]  上帝再次將他因此憐憫的作為
[00:04:05.000 --> 00:04:07.000]  整個出埃及記的故事
[00:04:07.000 --> 00:04:11.000]  呈現在意識別人的面前
[00:04:11.000 --> 00:04:13.000]  這個是十屆的序幕
[00:04:13.000 --> 00:04:16.000]  這個是十屆的前奏
[00:04:16.000 --> 00:04:19.000]  我們還沒有進入到主題音樂
[00:04:19.000 --> 00:04:22.000]  但是這是一個非常重要的前奏
[00:04:22.000 --> 00:04:25.000]  這個前奏也是上帝子民
[00:04:25.000 --> 00:04:29.000]  遵守盟約的巨大動力
[00:04:29.000 --> 00:04:32.000]  總括來說在聖經的教導裏面
[00:04:32.000 --> 00:04:36.000]  上帝子民有兩個大的理由
[00:04:36.000 --> 00:04:39.000]  要去盡心遵守上帝的誡命
[00:04:39.000 --> 00:04:43.000]  第一 在創世記第一至三章裏面
[00:04:43.000 --> 00:04:44.000]  上帝告訴我們
[00:04:44.000 --> 00:04:47.000]  他的誡命是我們喜樂生命的泉源
[00:04:47.000 --> 00:04:49.000]  為什麼你要守上帝的約
[00:04:49.000 --> 00:04:53.000]  因為上帝的約是喜樂生命的泉源
[00:04:53.000 --> 00:04:56.000]  接著在出埃及記裏面
[00:04:56.000 --> 00:04:59.000]  上帝的拯救 上帝拯救的故事
[00:04:59.000 --> 00:05:05.000]  大大彰顯了他在恩典盟約當中的慈愛信實
[00:05:05.000 --> 00:05:09.000]  而整個恩典盟約裏面的慈愛信實
[00:05:09.000 --> 00:05:12.000]  呼喚我們以愛去回應上帝
[00:05:12.000 --> 00:05:17.000]  去忠心守約 去遵守他的誡命
[00:05:17.000 --> 00:05:19.000]  在這個恩典盟約當中
[00:05:19.000 --> 00:05:21.000]  如果你還記得我之前所說的
[00:05:21.000 --> 00:05:24.000]  上帝是憐憫我們的主人
[00:05:24.000 --> 00:05:26.000]  我們是被釋放的僕人
[00:05:26.000 --> 00:05:28.000]  上帝是慈愛的父親
[00:05:28.000 --> 00:05:31.000]  我們是蒙愛的兒子
[00:05:31.000 --> 00:05:33.000]  最後上帝是捨棄的丈夫
[00:05:33.000 --> 00:05:39.000]  我們是被他拯救結症的妻子
[00:05:39.000 --> 00:05:45.000]  上帝頒布的十戒既是高高Fish
[00:05:45.000 --> 00:05:51.000]  你記得你要將以色列人這兩隻垂死的小魚兒
[00:05:51.000 --> 00:05:57.000]  從沙漠裏面拯救帶回去大水塘的時候
[00:05:57.000 --> 00:06:00.000]  你需要一包水
[00:06:00.000 --> 00:06:04.000]  上帝的誡命是高高Fish小魚兒
[00:06:04.000 --> 00:06:08.000]  荒漠的金泉 保命的容器
[00:06:08.000 --> 00:06:16.000]  但他也是新郎為新娘親手鑄造的盟約指環
[00:06:16.000 --> 00:06:21.000]  是上帝為我們預備的戒指
[00:06:21.000 --> 00:06:22.000]  於是上帝說
[00:06:22.000 --> 00:06:24.000]  除我以愛你不可有別的愛人
[00:06:24.000 --> 00:06:25.000]  他的意思是什麼
[00:06:25.000 --> 00:06:29.000]  除了我以愛你不可有別的愛人
[00:06:29.000 --> 00:06:32.000]  因為這是一個婚姻的盟約
[00:06:32.000 --> 00:06:34.000]  為什麼你不可有別的愛人
[00:06:34.000 --> 00:06:37.000]  因為我深愛著你
[00:06:37.000 --> 00:06:39.000]  因為我愛你
[00:06:39.000 --> 00:06:41.000]  我專一的愛你
[00:06:41.000 --> 00:06:46.000]  我也期盼你也會專一的愛我
[00:06:46.000 --> 00:06:47.000]  真的說
[00:06:47.000 --> 00:06:49.000]  除我以愛別無他神
[00:06:49.000 --> 00:06:51.000]  因為我專一的愛你
[00:06:51.000 --> 00:06:56.000]  也因為我是一個忌邪的上帝
[00:06:56.000 --> 00:07:00.000]  我們去到塞凱托記第3章第14節
[00:07:00.000 --> 00:07:03.000]  上帝說不可敬拜必神
[00:07:03.000 --> 00:07:04.000]  這是第一誡
[00:07:04.000 --> 00:07:07.000]  因為耶和華是忌邪的上帝
[00:07:07.000 --> 00:07:10.000]  他的名是忌邪者
[00:07:10.000 --> 00:07:13.000]  原文更加直接的翻譯是
[00:07:13.000 --> 00:07:16.000]  因為耶和華是妒忌的上帝
[00:07:16.000 --> 00:07:18.000]  是嫉妒的上帝
[00:07:18.000 --> 00:07:21.000]  意思是你絕對不可以有其他
[00:07:21.000 --> 00:07:26.000]  愛慕侍奉的對象和我去爭鬥
[00:07:26.000 --> 00:07:28.000]  對於我們現代人
[00:07:28.000 --> 00:07:30.000]  在現代的文化來說
[00:07:30.000 --> 00:07:33.000]  妒忌是一個非常負面的形容
[00:07:33.000 --> 00:07:35.000]  我們說這個人的忌心很重
[00:07:35.000 --> 00:07:38.000]  那些臭味很濃
[00:07:38.000 --> 00:07:40.000]  我們說一個人妒忌
[00:07:40.000 --> 00:07:42.000]  絕對是一個負面的形容
[00:07:42.000 --> 00:07:44.000]  然而你有沒有想過
[00:07:44.000 --> 00:07:46.000]  當你將這個妒忌
[00:07:46.000 --> 00:07:49.000]  擺在一個婚姻盟約裏面
[00:07:49.000 --> 00:07:52.000]  不是說一個人無中生有
[00:07:52.000 --> 00:07:53.000]  疑神疑鬼
[00:07:53.000 --> 00:07:55.000]  而是這個人知道
[00:07:55.000 --> 00:07:57.000]  他旁邊的人疑情別戀
[00:07:57.000 --> 00:07:59.000]  別有情郎的時候
[00:07:59.000 --> 00:08:02.000]  這個丈夫他妒忌
[00:08:02.000 --> 00:08:03.000]  妒忌有理
[00:08:03.000 --> 00:08:05.000]  這個妒忌代表了
[00:08:05.000 --> 00:08:08.000]  這個丈夫對妻子情深
[00:08:08.000 --> 00:08:10.000]  如果這個丈夫說任由他
[00:08:10.000 --> 00:08:12.000]  讓他自己選擇
[00:08:12.000 --> 00:08:14.000]  這個丈夫根本已經
[00:08:14.000 --> 00:08:16.000]  再不愛這個妻子
[00:08:16.000 --> 00:08:19.000]  一個心愛妻子的丈夫
[00:08:19.000 --> 00:08:23.000]  是一個嫉妒的丈夫
[00:08:23.000 --> 00:08:25.000]  有時候我們會說
[00:08:25.000 --> 00:08:27.000]  一個人醋味十足
[00:08:27.000 --> 00:08:30.000]  來形容一個妒忌的配偶
[00:08:30.000 --> 00:08:32.000]  男朋友女朋友
[00:08:32.000 --> 00:08:34.000]  丈夫妻子
[00:08:34.000 --> 00:08:36.000]  然而當你去聞一下
[00:08:36.000 --> 00:08:38.000]  姚如華的時候
[00:08:38.000 --> 00:08:40.000]  這個妒忌忌邪的上帝
[00:08:40.000 --> 00:08:43.000]  所發出來的不是醋味
[00:08:43.000 --> 00:08:46.000]  而是BBQ的味道
[00:08:46.000 --> 00:08:48.000]  上帝是一個烈火
[00:08:48.000 --> 00:08:51.000]  上帝是聖潔忌邪的上帝
[00:08:51.000 --> 00:08:53.000]  他必定烈火審判
[00:08:53.000 --> 00:08:54.000]  當上帝來
[00:08:54.000 --> 00:08:57.000]  他的窒報發生的時候
[00:08:57.000 --> 00:09:00.000]  他以烈火審判世上
[00:09:00.000 --> 00:09:03.000]  所有的假神偶像
[00:09:03.000 --> 00:09:07.000]  還有那些敬拜假神偶像的人
[00:09:07.000 --> 00:09:08.000]  這個令我們想起
[00:09:08.000 --> 00:09:10.000]  一個舊約的故事
[00:09:10.000 --> 00:09:11.000]  如果你熟悉聖經
[00:09:11.000 --> 00:09:13.000]  你立刻會想起這個故事
[00:09:13.000 --> 00:09:14.000]  上帝
[00:09:14.000 --> 00:09:15.000]  嫉妒的上帝
[00:09:15.000 --> 00:09:17.000]  以烈火審判世界
[00:09:17.000 --> 00:09:18.000]  你會想起
[00:09:18.000 --> 00:09:21.000]  索多瑪俄摩拉的故事
[00:09:21.000 --> 00:09:24.000]  《創世紀》裡面第十八章
[00:09:24.000 --> 00:09:26.000]  索多瑪俄摩拉
[00:09:26.000 --> 00:09:29.000]  罪惡極其嚴重
[00:09:29.000 --> 00:09:33.000]  他們控告他們的聲音很大
[00:09:33.000 --> 00:09:36.000]  於是上帝以烈火審判
[00:09:36.000 --> 00:09:40.000]  去毀滅索多瑪俄摩拉
[00:09:40.000 --> 00:09:42.000]  然而那個故事其實很長
[00:09:42.000 --> 00:09:43.000]  那個故事由十八章
[00:09:43.000 --> 00:09:45.000]  去到第十九章
[00:09:45.000 --> 00:09:46.000]  還有下文
[00:09:46.000 --> 00:09:49.000]  去到第十九章的第二十九節
[00:09:49.000 --> 00:09:53.000]  當上帝毀滅平原諸城的時候
[00:09:53.000 --> 00:09:55.000]  他紀念阿巴拉罕
[00:09:55.000 --> 00:09:57.000]  就把羅德
[00:09:57.000 --> 00:10:00.000]  羅德是阿巴拉罕的侄子
[00:10:00.000 --> 00:10:04.000]  從《慶福》中帶出來
[00:10:04.000 --> 00:10:05.000]  我想你留意
[00:10:05.000 --> 00:10:07.000]  當你去看整個故事
[00:10:07.000 --> 00:10:09.000]  十八章到十九章的時候
[00:10:09.000 --> 00:10:12.000]  這個不只是一個審判摧毀的故事
[00:10:12.000 --> 00:10:17.000]  這個也是一個恩典拯救的故事
[00:10:17.000 --> 00:10:20.000]  我們問上帝為什麼會出手
[00:10:20.000 --> 00:10:22.000]  明明要審判索多瑪俄摩拉
[00:10:22.000 --> 00:10:25.000]  為什麼要出手營救
[00:10:25.000 --> 00:10:29.000]  出手的原因是因為他紀念阿巴拉罕
[00:10:29.000 --> 00:10:31.000]  因為他紀念阿巴拉罕
[00:10:31.000 --> 00:10:33.000]  和他所立的恩典盟約
[00:10:33.000 --> 00:10:36.000]  於是將羅德和羅德的家人
[00:10:36.000 --> 00:10:40.000]  從《慶福》當中拯救出來
[00:10:40.000 --> 00:10:41.000]  信不信由你
[00:10:41.000 --> 00:10:45.000]  這個故事其實是後來故事的影子
[00:10:45.000 --> 00:10:47.000]  這個故事不是最後
[00:10:47.000 --> 00:10:49.000]  摩西想你讀到的故事
[00:10:49.000 --> 00:10:52.000]  最後那個故事是在《出埃及記》裡
[00:10:52.000 --> 00:10:55.000]  原來《創世紀》這個故事
[00:10:55.000 --> 00:10:58.000]  是將來《出埃及記》的一個影子
[00:10:58.000 --> 00:11:00.000]  當我們從《創世紀》
[00:11:00.000 --> 00:11:01.000]  去到《出埃及記》的時候
[00:11:01.000 --> 00:11:03.000]  我們見到另外一個
[00:11:03.000 --> 00:11:05.000]  審判摧毀的故事
[00:11:05.000 --> 00:11:07.000]  我們又同時間見到一個
[00:11:07.000 --> 00:11:09.000]  恩典拯救的故事
[00:11:09.000 --> 00:11:11.000]  而上帝出手拯救的原因
[00:11:11.000 --> 00:11:15.000]  一樣是因為他紀念阿巴拉罕
[00:11:15.000 --> 00:11:18.000]  是完全"媽公仔"的故事
[00:11:18.000 --> 00:11:21.000]  這個故事是《出埃及記》的故事
[00:11:21.000 --> 00:11:24.000]  《出埃及記》第二章第23節
[00:11:24.000 --> 00:11:26.000]  以色列人因做苦工
[00:11:26.000 --> 00:11:28.000]  就嘆息哀求
[00:11:28.000 --> 00:11:30.000]  他們因苦工所發出的哀聲
[00:11:30.000 --> 00:11:31.000]  達到上帝
[00:11:31.000 --> 00:11:33.000]  於是上帝要做什麼
[00:11:33.000 --> 00:11:35.000]  要來審判埃及
[00:11:35.000 --> 00:11:38.000]  接著上帝聽見他們的哀聲
[00:11:38.000 --> 00:11:40.000]  在上帝審判埃及的同時
[00:11:40.000 --> 00:11:43.000]  就紀念他與阿巴拉罕
[00:11:43.000 --> 00:11:46.000]  以撒雅各所立的約
[00:11:46.000 --> 00:11:47.000]  你看不看到
[00:11:47.000 --> 00:11:50.000]  前面的故事是"媽公仔"來的
[00:11:50.000 --> 00:11:52.000]  以色列人的哀聲
[00:11:52.000 --> 00:11:54.000]  埃及人的惡行
[00:11:54.000 --> 00:11:55.000]  去到上帝的面前
[00:11:55.000 --> 00:11:59.000]  於是上能要降臨在埃及裡
[00:11:59.000 --> 00:12:04.000]  因為耶和華是記邪執導的上帝
[00:12:04.000 --> 00:12:06.000]  於是他定義要審判
[00:12:06.000 --> 00:12:11.000]  要摧毀埃及所有的假神偶像
[00:12:11.000 --> 00:12:14.000]  就是那些引誘他妻子出軌的情人
[00:12:14.000 --> 00:12:16.000]  你要這樣想
[00:12:16.000 --> 00:12:18.000]  上帝為什麼要審判埃及
[00:12:18.000 --> 00:12:20.000]  因為埃及的偶像
[00:12:20.000 --> 00:12:21.000]  埃及的假神
[00:12:21.000 --> 00:12:22.000]  引誘以色列人
[00:12:22.000 --> 00:12:26.000]  他所認許的妻子出軌
[00:12:26.000 --> 00:12:29.000]  但是又因為耶和華
[00:12:29.000 --> 00:12:33.000]  是一個執導情深的上帝
[00:12:33.000 --> 00:12:34.000]  我都跟你說
[00:12:34.000 --> 00:12:37.000]  當你說一個人很執導
[00:12:37.000 --> 00:12:39.000]  其實他是很愛他的妻子
[00:12:39.000 --> 00:12:44.000]  因為他是一個妒忌情深的上帝
[00:12:44.000 --> 00:12:47.000]  他定義要恩典拯救
[00:12:47.000 --> 00:12:49.000]  阿巴拉罕的後裔
[00:12:49.000 --> 00:12:50.000]  阿巴拉罕的後裔是什麼
[00:12:50.000 --> 00:12:53.000]  是他民約當中的妻子
[00:12:53.000 --> 00:12:55.000]  因此當我們說
[00:12:55.000 --> 00:12:59.000]  上帝是執導的上帝的時候
[00:12:59.000 --> 00:13:03.000]  這個執導其實有正面和反面
[00:13:03.000 --> 00:13:04.000]  有兩種顏色
[00:13:04.000 --> 00:13:07.000]  有紅綠兩種顏色
[00:13:07.000 --> 00:13:10.000]  紅色的執導代表了上帝的審判
[00:13:10.000 --> 00:13:11.000]  上帝的摧毀
[00:13:11.000 --> 00:13:15.000]  對象是埃及的假神偶像
[00:13:15.000 --> 00:13:17.000]  接著有綠色的執導
[00:13:17.000 --> 00:13:21.000]  綠色的執導代表了他的恩典救贖
[00:13:21.000 --> 00:13:24.000]  他要拯救他所愛的妻子
[00:13:24.000 --> 00:13:26.000]  自己的子民
[00:13:26.000 --> 00:13:29.000]  於是上帝是滅火
[00:13:29.000 --> 00:13:32.000]  他要摧毀埃及
[00:13:32.000 --> 00:13:35.000]  埃及是偶像之家
[00:13:35.000 --> 00:13:39.000]  但是上帝也是救護員
[00:13:39.000 --> 00:13:40.000]  我特意想說
[00:13:40.000 --> 00:13:41.000]  我想了很久
[00:13:41.000 --> 00:13:42.000]  結果決定了
[00:13:42.000 --> 00:13:43.000]  上帝是救護員
[00:13:43.000 --> 00:13:45.000]  上帝不是救火員
[00:13:45.000 --> 00:13:46.000]  為什麼
[00:13:46.000 --> 00:13:48.000]  因為上帝不是來埃及救火
[00:13:48.000 --> 00:13:50.000]  埃及那場火一定要燒的
[00:13:50.000 --> 00:13:52.000]  但是在這場火裡面
[00:13:52.000 --> 00:13:56.000]  上帝要營救他自己的子民
[00:13:56.000 --> 00:13:58.000]  於是上帝是救火員
[00:13:58.000 --> 00:13:59.000]  不是救火員
[00:13:59.000 --> 00:14:02.000]  上帝是救護員
[00:14:02.000 --> 00:14:04.000]  他要衝入埃及的火場
[00:14:04.000 --> 00:14:06.000]  在紅紅烈火裡面
[00:14:06.000 --> 00:14:09.000]  將他的子民救出來
[00:14:09.000 --> 00:14:12.000]  你要想他怎樣可以拯救
[00:14:12.000 --> 00:14:13.000]  一般來說
[00:14:13.000 --> 00:14:18.000]  一個消防員有兩個隨身的法寶
[00:14:18.000 --> 00:14:22.000]  第一個法寶就是一個很鋒利的斧頭
[00:14:22.000 --> 00:14:24.000]  要劈開他的門
[00:14:24.000 --> 00:14:26.000]  要斬斷所有的困鎖
[00:14:26.000 --> 00:14:27.000]  才可以救人
[00:14:27.000 --> 00:14:28.000]  那個是什麼
[00:14:28.000 --> 00:14:30.000]  那個是耶和華的實災
[00:14:30.000 --> 00:14:34.000]  上帝用實災劈開埃及的門
[00:14:34.000 --> 00:14:35.000]  將所有的枷鎖
[00:14:35.000 --> 00:14:37.000]  所有的錨鏈
[00:14:37.000 --> 00:14:39.000]  全部蓋下
[00:14:39.000 --> 00:14:41.000]  接著上帝需要第二個法寶
[00:14:41.000 --> 00:14:44.000]  去營救在火場裡面
[00:14:44.000 --> 00:14:45.000]  他的子民
[00:14:45.000 --> 00:14:49.000]  上帝需要一個防火的模子
[00:14:49.000 --> 00:14:51.000]  你去救人的時候
[00:14:51.000 --> 00:14:52.000]  火這麼大你怎樣
[00:14:52.000 --> 00:14:54.000]  你需要一個防火的模子
[00:14:54.000 --> 00:14:55.000]  濕水
[00:14:55.000 --> 00:14:56.000]  濕了水
[00:14:56.000 --> 00:14:58.000]  接著包在那個人身上
[00:14:58.000 --> 00:14:59.000]  去保護這個人
[00:14:59.000 --> 00:15:03.000]  可以安全的逃出火場
[00:15:03.000 --> 00:15:07.000]  原來耶和華上帝真的早有預備
[00:15:07.000 --> 00:15:08.000]  但是他所預備的
[00:15:08.000 --> 00:15:11.000]  不是濕水模子
[00:15:11.000 --> 00:15:14.000]  而是滴血羊皮
[00:15:14.000 --> 00:15:17.000]  有什麼可以在火災裡面
[00:15:17.000 --> 00:15:18.000]  保護這個人
[00:15:18.000 --> 00:15:20.000]  可以安全出去
[00:15:20.000 --> 00:15:22.000]  不是濕水模子
[00:15:22.000 --> 00:15:24.000]  是滴血的羊皮
[00:15:24.000 --> 00:15:25.000]  一家一隻羊
[00:15:25.000 --> 00:15:27.000]  一家一桶血
[00:15:27.000 --> 00:15:29.000]  如月節的羔羊
[00:15:29.000 --> 00:15:33.000]  出埃及的羔羊
[00:15:33.000 --> 00:15:36.000]  這個是耶和華上帝
[00:15:36.000 --> 00:15:39.000]  他要將他所愛的以色列人
[00:15:39.000 --> 00:15:46.000]  拯救出埃及的死地
[00:15:46.000 --> 00:15:48.000]  在過程裡面
[00:15:48.000 --> 00:15:52.000]  他將他們營救到西泰山之後
[00:15:52.000 --> 00:15:58.000]  他開始取出他親手鑄造的十戒指環
[00:15:58.000 --> 00:16:00.000]  為以色列人戴上
[00:16:00.000 --> 00:16:04.000]  作為他婚姻盟約的名證
[00:16:04.000 --> 00:16:06.000]  這個是一個愛的故事
[00:16:06.000 --> 00:16:10.000]  上帝營救他自己愛妻的故事
[00:16:10.000 --> 00:16:12.000]  愛人的故事
[00:16:12.000 --> 00:16:13.000]  不久之後
[00:16:13.000 --> 00:16:17.000]  以色列人也獻上他們的金環
[00:16:17.000 --> 00:16:19.000]  上帝有他的金環是他的十戒
[00:16:19.000 --> 00:16:23.000]  上帝用石頭做了這個金環
[00:16:23.000 --> 00:16:24.000]  戒指給他們
[00:16:24.000 --> 00:16:26.000]  以色列人一樣回禮
[00:16:26.000 --> 00:16:27.000]  他用了他們的金環
[00:16:27.000 --> 00:16:30.000]  耳朵上的金環
[00:16:30.000 --> 00:16:32.000]  你說上帝用石頭
[00:16:32.000 --> 00:16:34.000]  以色列人用金
[00:16:34.000 --> 00:16:36.000]  金一定是代表了他們
[00:16:36.000 --> 00:16:39.000]  將最好的獻給上帝
[00:16:39.000 --> 00:16:42.000]  以色列人很有上帝心
[00:16:42.000 --> 00:16:45.000]  直至你發現這個金環
[00:16:45.000 --> 00:16:48.000]  最後化成了金牛毒
[00:16:48.000 --> 00:16:51.000]  你才知道原來以色列人
[00:16:51.000 --> 00:16:53.000]  在這裡懷念的不是上帝
[00:16:53.000 --> 00:16:56.000]  而是埃及的偶像情人
[00:16:56.000 --> 00:17:01.000]  他們很懷念在埃及裡面
[00:17:01.000 --> 00:17:02.000]  他的情人
[00:17:02.000 --> 00:17:04.000]  於是求阿倫幫他們
[00:17:04.000 --> 00:17:06.000]  做回情人出來
[00:17:06.000 --> 00:17:09.000]  可以和他擁抱親親
[00:17:09.000 --> 00:17:12.000]  在這個時候摩西急趕下山
[00:17:12.000 --> 00:17:16.000]  上帝的十戒粉碎了金牛毒
[00:17:16.000 --> 00:17:20.000]  但因著以色列人的叛逆出軌
[00:17:20.000 --> 00:17:23.000]  這個明正昏弱的十戒石板
[00:17:23.000 --> 00:17:26.000]  也都是破碎
[00:17:26.000 --> 00:17:27.000]  到了這個地步
[00:17:27.000 --> 00:17:29.000]  你發現以色列人的真正身份
[00:17:29.000 --> 00:17:31.000]  已經流露出來了
[00:17:31.000 --> 00:17:33.000]  他們不是那個值得
[00:17:33.000 --> 00:17:35.000]  被上帝拯救的子民
[00:17:35.000 --> 00:17:40.000]  而是那個應該被上帝審判的惡民
[00:17:40.000 --> 00:17:42.000]  他們該死
[00:17:42.000 --> 00:17:45.000]  然而幸好有神人摩西
[00:17:45.000 --> 00:17:47.000]  做宗保
[00:17:47.000 --> 00:17:49.000]  摩西捨身相救
[00:17:49.000 --> 00:17:51.000]  為他們苦苦的求情
[00:17:51.000 --> 00:17:55.000]  最後上帝大開恩連
[00:17:55.000 --> 00:17:57.000]  上帝再給他們一次機會
[00:17:57.000 --> 00:18:01.000]  上帝賜下一個新的十戒石板
[00:18:01.000 --> 00:18:04.000]  與以色列人重新的納約
[00:18:04.000 --> 00:18:06.000]  再度的納約
[00:18:06.000 --> 00:18:09.000]  這個帶我們進入今天的主要經文
[00:18:09.000 --> 00:18:14.000]  帶我們進入出埃及記第34章
[00:18:14.000 --> 00:18:16.000]  我們從第六節開始讀
[00:18:16.000 --> 00:18:18.000]  出埃及記第34章第六節
[00:18:18.000 --> 00:18:20.000]  耶和華,耶和華
[00:18:20.000 --> 00:18:22.000]  有憐憫,有恩惠的上帝
[00:18:22.000 --> 00:18:26.000]  不輕易發怒,且有豐盛的慈愛
[00:18:26.000 --> 00:18:28.000]  這是耶和華自己說的
[00:18:28.000 --> 00:18:30.000]  跟著摩西回應主
[00:18:30.000 --> 00:18:33.000]  求主在我們中間勤行
[00:18:33.000 --> 00:18:37.000]  雖然這是個頑著頸項的百姓
[00:18:37.000 --> 00:18:40.000]  求祢赦免我們的罪孽和罪惡
[00:18:40.000 --> 00:18:43.000]  接納我們成為祢的產業
[00:18:43.000 --> 00:18:44.000]  寶貴的產業
[00:18:44.000 --> 00:18:46.000]  給我們再次一個納約的機會
[00:18:46.000 --> 00:18:48.000]  讓我們回到祢的身邊
[00:18:48.000 --> 00:18:52.000]  成為祢寶貴的產業
[00:18:52.000 --> 00:18:58.000]  這是耶和華上帝再造十誡石版的序曲和前奏
[00:18:58.000 --> 00:19:01.000]  因為祢要等多十節聖經
[00:19:01.000 --> 00:19:04.000]  祂才會將十誡完成
[00:19:04.000 --> 00:19:08.000]  因著耶和華的慈愛信實
[00:19:08.000 --> 00:19:11.000]  背約該受審判的以色列人
[00:19:11.000 --> 00:19:13.000]  才會有這個重生的機會
[00:19:13.000 --> 00:19:15.000]  有個再生的機會
