
[00:00:00.000 --> 00:00:00.840]  的信息
[00:02:00.320 --> 00:02:02.020]  (爸爸媽媽都會這樣)
[00:02:02.020 --> 00:02:04.520]  (爸爸走得快,媽媽走得慢)
[00:02:04.520 --> 00:02:06.520]  (不是這樣的互動)
[00:02:06.520 --> 00:02:08.520]  (不是這樣的互動)
[00:02:08.520 --> 00:02:10.520]  (不是,不過我沒有印象)
[00:02:10.520 --> 00:02:11.520]  (我覺得整個互動是這樣)
[00:02:11.520 --> 00:02:13.520]  OK,好,應該差不多了
[00:02:13.520 --> 00:02:15.520]  應該差不多了
[00:02:19.020 --> 00:02:23.020]  剛才我叫大家討論和分享的時候
[00:02:23.020 --> 00:02:25.020]  我聽到雪芬的第一句
[00:02:25.020 --> 00:02:27.020]  「我好有同感」
[00:02:27.020 --> 00:02:30.020]  不要緊,這個等一下再說
[00:02:30.020 --> 00:02:32.020]  我想問一下姐妹們
[00:02:32.020 --> 00:02:34.020]  剛才你看到這個互動
[00:02:34.020 --> 00:02:36.020]  你有什麼感覺?
[00:02:36.020 --> 00:02:37.020]  (理所當然)
[00:02:37.020 --> 00:02:38.020]  (理所當然)
[00:02:38.020 --> 00:02:40.020]  理所當然
[00:02:40.020 --> 00:02:41.020]  (經常發生)
[00:02:41.020 --> 00:02:42.520]  經常發生,OK
[00:02:42.520 --> 00:02:45.020]  其他呢?有沒有姐妹...
[00:02:45.020 --> 00:02:46.020]  (周不時見)
[00:02:46.020 --> 00:02:47.020]  (周不時見)
[00:02:47.020 --> 00:02:49.020]  周不時見啦
[00:02:49.020 --> 00:02:52.020]  欣賞周美清,欣賞她什麼?
[00:02:52.020 --> 00:02:54.020]  (不夠薑)
[00:02:54.020 --> 00:02:56.020]  (不說了)
[00:02:56.020 --> 00:02:58.020]  欣賞她
[00:02:58.020 --> 00:03:00.020]  還有沒有姐妹們
[00:03:00.020 --> 00:03:03.020]  有些叫出來的答案?
[00:03:03.020 --> 00:03:10.020]  (總統當然先走)
[00:03:10.020 --> 00:03:12.020]  總統當然先走,OK
[00:03:12.020 --> 00:03:15.020]  另類,OK
[00:03:15.020 --> 00:03:17.020]  我再找一個姐妹
[00:03:17.020 --> 00:03:19.020]  姐妹,女士
[00:03:19.020 --> 00:03:23.020]  沒問題,可以說的
[00:03:23.020 --> 00:03:25.020]  不會被失蹤的
[00:03:25.020 --> 00:03:26.020]  (笑)
[00:03:26.020 --> 00:03:28.020]  是嗎?
[00:03:28.020 --> 00:03:30.020]  是嗎?
[00:03:30.020 --> 00:03:32.020]  咦?是這麼多嗎?
[00:03:32.020 --> 00:03:35.020]  不尊重老公,OK
[00:03:35.020 --> 00:03:37.020]  我不評論了
[00:03:37.020 --> 00:03:39.020]  大兄呢?男士
[00:03:39.020 --> 00:03:41.020]  男士
[00:03:44.020 --> 00:03:46.020]  做得好
[00:03:46.020 --> 00:03:48.020]  誰做得好?
[00:03:48.020 --> 00:03:51.020]  馬英九是總統
[00:03:51.020 --> 00:03:53.020]  應該先走是正常的
[00:03:53.020 --> 00:03:55.020]  嘩!
[00:03:55.020 --> 00:03:57.020]  不用拋離那麼遠
[00:03:57.020 --> 00:03:59.020]  咦?有互動
[00:03:59.020 --> 00:04:01.020]  有互動,OK
[00:04:01.020 --> 00:04:05.020]  (見怪不怪,每個人都是這樣)
[00:04:05.020 --> 00:04:07.020]  周美清那些見怪不怪
[00:04:07.020 --> 00:04:08.020]  其實每個人都是這樣
[00:04:08.020 --> 00:04:11.020]  例如約了朋友在旺角等
[00:04:11.020 --> 00:04:13.020]  遠處走過去的時候
[00:04:13.020 --> 00:04:16.020]  兩個情侶在吵架
[00:04:16.020 --> 00:04:18.020]  走過去的時候
[00:04:18.020 --> 00:04:19.020]  見到我的時候
[00:04:19.020 --> 00:04:20.020]  立即笑口沙沙
[00:04:20.020 --> 00:04:22.020]  沒事,去哪裡玩?
[00:04:22.020 --> 00:04:23.020]  (笑)
[00:04:23.020 --> 00:04:24.020]  (就是這樣)
[00:04:24.020 --> 00:04:25.020]  即是說後面的反應
[00:04:25.020 --> 00:04:27.020]  給多兩個弟兄
[00:04:27.020 --> 00:04:29.020]  不如說一下
[00:04:29.020 --> 00:04:30.020]  (好比面對老公)
[00:04:30.020 --> 00:04:31.020]  他,好什麼?
[00:04:31.020 --> 00:04:32.020]  (好比面對老公)
[00:04:32.020 --> 00:04:34.020]  好比面對老公,OK
[00:04:34.020 --> 00:04:36.020]  對了
[00:04:36.020 --> 00:04:38.020]  阿Ken
[00:04:38.020 --> 00:04:39.020]  (小馬哥沒風度)
[00:04:39.020 --> 00:04:41.020]  小馬哥沒風度,為什麼?
[00:04:41.020 --> 00:04:42.020]  (因為等不及)
[00:04:42.020 --> 00:04:44.020]  哦,不等他老婆
[00:04:44.020 --> 00:04:45.020]  (笑)
[00:04:45.020 --> 00:04:46.020]  嘩!
[00:04:46.020 --> 00:04:48.020]  美清姐,好嘢!
[00:04:48.020 --> 00:04:49.020]  (笑)
[00:04:49.020 --> 00:04:51.020]  這樣就
[00:04:51.020 --> 00:04:52.020]  這樣就
[00:04:52.020 --> 00:04:53.020]  嘩!都覺得
[00:04:53.020 --> 00:04:54.020]  我預備說一張
[00:04:54.020 --> 00:04:56.020]  我以為大家應該會這樣
[00:04:56.020 --> 00:04:57.020]  誰知
[00:04:57.020 --> 00:04:59.020]  原來有一點點不同
[00:04:59.020 --> 00:05:02.020]  我覺得男士和女士去看這段的片
[00:05:02.020 --> 00:05:03.020]  有不同,還有
[00:05:03.020 --> 00:05:05.020]  都幾特別
[00:05:05.020 --> 00:05:07.020]  應該這樣
[00:05:07.020 --> 00:05:09.020]  我覺得從女士的角度學
[00:05:09.020 --> 00:05:11.020]  去看這段片
[00:05:11.020 --> 00:05:12.020]  可能會覺得
[00:05:12.020 --> 00:05:14.020]  「馬英九,活該啊!」
[00:05:14.020 --> 00:05:16.020]  「誰叫你賴底老婆?」
[00:05:16.020 --> 00:05:17.020]  這樣
[00:05:17.020 --> 00:05:19.020]  另外可能從男士的角度看
[00:05:19.020 --> 00:05:21.020]  會覺得「嘩!馬英九真是很沒面子」
[00:05:21.020 --> 00:05:23.020]  被老婆眾目睽睽
[00:05:23.020 --> 00:05:25.020]  在整群侍從裏面
[00:05:25.020 --> 00:05:27.020]  「你可不可以抵銷我?」
[00:05:27.020 --> 00:05:29.020]  「死乖啊你!」
[00:05:29.020 --> 00:05:31.020]  這樣
[00:05:31.020 --> 00:05:33.020]  即是
[00:05:33.020 --> 00:05:35.020]  馬英九沒得A
[00:05:35.020 --> 00:05:36.020]  只能說「好」
[00:05:36.020 --> 00:05:38.020]  「好」然後站在那裏等老婆
[00:05:38.020 --> 00:05:40.020]  證明馬英九是「痴管眼」
[00:05:40.020 --> 00:05:42.020]  即是「妻管炎」
[00:05:42.020 --> 00:05:44.020]  「痴管眼」
[00:05:44.020 --> 00:05:46.020]  不是「氣管炎」
[00:05:46.020 --> 00:05:48.020]  是「妻管炎」
[00:05:48.020 --> 00:05:50.020]  「痴管眼」
[00:05:50.020 --> 00:05:52.020]  「痴」字的「痴」
[00:05:52.020 --> 00:05:54.020]  「痴管眼」
[00:05:54.020 --> 00:05:56.020]  我覺得馬英九的遭遇
[00:05:56.020 --> 00:05:58.020]  當時看完後,我覺得很安慰
[00:05:58.020 --> 00:06:00.020]  因為覺得我並不孤單
[00:06:00.020 --> 00:06:02.020]  因為有時我都會
[00:06:02.020 --> 00:06:04.020]  不知為何走得快了
[00:06:04.020 --> 00:06:06.020]  但後面有聲音
[00:06:06.020 --> 00:06:08.020]  「你可不可以抵銷我?」
[00:06:08.020 --> 00:06:10.020]  「好」然後我聽到
[00:06:10.020 --> 00:06:12.020]  「好」「死乖啊你!」
[00:06:12.020 --> 00:06:14.020]  即是會有這些
[00:06:14.020 --> 00:06:16.020]  我覺得
[00:06:16.020 --> 00:06:18.020]  他是總統
[00:06:18.020 --> 00:06:20.020]  他被人這樣說,我被人這樣說
[00:06:20.020 --> 00:06:22.020]  小問題
[00:06:22.020 --> 00:06:24.020]  不過我覺得
[00:06:24.020 --> 00:06:26.020]  看完這段片,讓我想起一本書
[00:06:26.020 --> 00:06:28.020]  讓我想起一本書
[00:06:28.020 --> 00:06:30.020]  這本書叫「女人要愛男人要尊重」
[00:06:30.020 --> 00:06:32.020]  其實我覺得
[00:06:32.020 --> 00:06:34.020]  他們之間的互動
[00:06:34.020 --> 00:06:36.020]  完全表達了這本書
[00:06:36.020 --> 00:06:38.020]  所說的話
[00:06:38.020 --> 00:06:40.020]  「女人要甚麼?」
[00:06:40.020 --> 00:06:42.020]  「美清姐」,其實很簡單
[00:06:42.020 --> 00:06:44.020]  「馬英九你等一等我」
[00:06:44.020 --> 00:06:46.020]  「你下車的時候」
[00:06:46.020 --> 00:06:48.020]  因為可能
[00:06:48.020 --> 00:06:50.020]  跟他一起走上樓梯
[00:06:50.020 --> 00:06:52.020]  其實周美清很簡單
[00:06:52.020 --> 00:06:54.020]  可能覺得馬英九在這個舉動
[00:06:54.020 --> 00:06:56.020]  會覺得被重視
[00:06:56.020 --> 00:06:58.020]  被愛
[00:06:58.020 --> 00:07:00.020]  等他
[00:07:00.020 --> 00:07:02.020]  而男人,特別在馬英九的心裏
[00:07:02.020 --> 00:07:04.020]  可能要甚麼?
[00:07:04.020 --> 00:07:06.020]  就是尊重
[00:07:06.020 --> 00:07:08.020]  有記者說
[00:07:08.020 --> 00:07:10.020]  當日他不知為何
[00:07:10.020 --> 00:07:12.020]  心神恍惚
[00:07:12.020 --> 00:07:14.020]  無意之中可能賴低了
[00:07:14.020 --> 00:07:16.020]  賴低了他老婆
[00:07:16.020 --> 00:07:18.020]  但當時,馬英九心裏可能覺得
[00:07:18.020 --> 00:07:20.020]  就算是這樣
[00:07:20.020 --> 00:07:22.020]  不記得等你,用不著在這麼多
[00:07:22.020 --> 00:07:24.020]  隨緣的面前
[00:07:24.020 --> 00:07:26.020]  這樣去表達「你好,死乖啊你!」
[00:07:26.020 --> 00:07:28.020]  等等,可不可以給幾分薄面
[00:07:28.020 --> 00:07:30.020]  當然,他後來
[00:07:30.020 --> 00:07:32.020]  笑了笑,也給面子
[00:07:32.020 --> 00:07:34.020]  但當時可不可以不要說這句說話呢?
[00:07:34.020 --> 00:07:36.020]  其實
[00:07:36.020 --> 00:07:38.020]  像剛才Mike所說
[00:07:38.020 --> 00:07:40.020]  男女之間的互動
[00:07:40.020 --> 00:07:42.020]  可能大家都見慣不怪
[00:07:42.020 --> 00:07:44.020]  你今天不播片,我都見過
[00:07:44.020 --> 00:07:46.020]  自己都經歷過
[00:07:46.020 --> 00:07:48.020]  等等,日日都會發生
[00:07:48.020 --> 00:07:50.020]  特別夫妻間,同事,同學
[00:07:50.020 --> 00:07:52.020]  甚至朋友之間,每一日都發生
[00:07:52.020 --> 00:07:54.020]  而且他們之間的互動
[00:07:54.020 --> 00:07:56.020]  你看到男女有不同
[00:07:56.020 --> 00:07:58.020]  可能你都會聽過
[00:07:58.020 --> 00:08:00.020]  有一個這樣的說法
[00:08:00.020 --> 00:08:02.020]  就是女人來自哪裡?
[00:08:02.020 --> 00:08:06.020]  女人來自金星
[00:08:06.020 --> 00:08:08.020]  男人來自火星
[00:08:08.020 --> 00:08:10.020]  所以,人們經常說「火星人啊,火星人啊」
[00:08:10.020 --> 00:08:12.020]  「金星人啊,金星人啊」
[00:08:12.020 --> 00:08:14.020]  可能我不知道
[00:08:14.020 --> 00:08:16.020]  神州九號何時會上去
[00:08:16.020 --> 00:08:18.020]  金星探望一下火星,去認識一下
[00:08:18.020 --> 00:08:20.020]  來表達兩者
[00:08:20.020 --> 00:08:22.020]  好像兩個不同星球的人
[00:08:22.020 --> 00:08:24.020]  溝通不了
[00:08:24.020 --> 00:08:26.020]  不論處事,性格等等
[00:08:26.020 --> 00:08:28.020]  很多問題出現
[00:08:28.020 --> 00:08:30.020]  就是因為不明白異性
[00:08:30.020 --> 00:08:32.020]  所以我覺得,既然今天是父親節
[00:08:32.020 --> 00:08:34.020]  既然是父親節
[00:08:34.020 --> 00:08:36.020]  不如就應節
[00:08:36.020 --> 00:08:38.020]  跟大家說說男人
[00:08:38.020 --> 00:08:40.020]  跟大家說說男人
[00:08:40.020 --> 00:08:42.020]  當然,如果要說男人
[00:08:42.020 --> 00:08:44.020]  相信過一年都說不完
[00:08:44.020 --> 00:08:46.020]  我只是說男人其中一樣
[00:08:46.020 --> 00:08:48.020]  我覺得可能是通病
[00:08:48.020 --> 00:08:50.020]  或者需要留意的東西
[00:08:50.020 --> 00:08:52.020]  當然
[00:08:52.020 --> 00:08:54.020]  是不是姐妹可以走了?
[00:08:54.020 --> 00:08:56.020]  不是的
[00:08:56.020 --> 00:08:58.020]  我覺得姐妹
[00:08:58.020 --> 00:09:00.020]  你也有另一半
[00:09:00.020 --> 00:09:02.020]  就算不是說
[00:09:02.020 --> 00:09:04.020]  有沒有另一半
[00:09:04.020 --> 00:09:06.020]  你也需要和同事和朋友
[00:09:06.020 --> 00:09:08.020]  或者教會之間的弟兄
[00:09:08.020 --> 00:09:10.020]  來接觸
[00:09:10.020 --> 00:09:12.020]  所以當你去了解弟兄的時候
[00:09:12.020 --> 00:09:14.020]  你會更加知道
[00:09:14.020 --> 00:09:16.020]  怎樣為弟兄去守望祈禱
[00:09:16.020 --> 00:09:18.020]  有時候怎樣為他祈禱
[00:09:18.020 --> 00:09:20.020]  怎樣和他溝通
[00:09:20.020 --> 00:09:22.020]  當然,如果可以有一個姐妹出來說
[00:09:22.020 --> 00:09:24.020]  姐妹又是怎樣的呢
[00:09:24.020 --> 00:09:26.020]  因為今天主要是說男人
[00:09:26.020 --> 00:09:28.020]  如果能說到姐妹就最好了
[00:09:28.020 --> 00:09:30.020]  看看遲些安排一下
[00:09:30.020 --> 00:09:32.020]  那麼
[00:09:32.020 --> 00:09:34.020]  聖經裏面充斥著很多男人
[00:09:34.020 --> 00:09:36.020]  裏面有各式各樣的男人
[00:09:36.020 --> 00:09:38.020]  有些可能是膽小如鼠
[00:09:38.020 --> 00:09:40.020]  我覺得機電
[00:09:40.020 --> 00:09:42.020]  是其中一個表表者
[00:09:42.020 --> 00:09:44.020]  就是這樣
[00:09:44.020 --> 00:09:46.020]  我當時覺得
[00:09:46.020 --> 00:09:48.020]  我的性格挺像機電
[00:09:48.020 --> 00:09:50.020]  但是
[00:09:50.020 --> 00:09:52.020]  我為什麼會改我的名字叫機電呢
[00:09:52.020 --> 00:09:54.020]  因為我覺得
[00:09:54.020 --> 00:09:56.020]  不是的,雖然膽小如鼠
[00:09:56.020 --> 00:09:58.020]  但是神在旁邊
[00:09:58.020 --> 00:10:00.020]  很體貼他,很看顧他
[00:10:00.020 --> 00:10:02.020]  最後神很受用他
[00:10:02.020 --> 00:10:04.020]  所以我覺得
[00:10:04.020 --> 00:10:06.020]  厲害,不錯,所以就改了這個名字
[00:10:06.020 --> 00:10:08.020]  以前我一年改一個英文名
[00:10:08.020 --> 00:10:10.020]  後來我看完聖經後
[00:10:10.020 --> 00:10:12.020]  我發覺這個好像很好
[00:10:12.020 --> 00:10:14.020]  我就用這個
[00:10:14.020 --> 00:10:16.020]  另外呢
[00:10:16.020 --> 00:10:18.020]  有些是剛柔並濟的男人
[00:10:18.020 --> 00:10:20.020]  剛柔並濟
[00:10:20.020 --> 00:10:22.020]  有些是勇毅不屈的男人,保羅那些
[00:10:22.020 --> 00:10:24.020]  而我今天很想從聖經裏面
[00:10:24.020 --> 00:10:26.020]  看其中一個
[00:10:26.020 --> 00:10:28.020]  大家耳熟能詳的一個男人
[00:10:28.020 --> 00:10:30.020]  摩西
[00:10:30.020 --> 00:10:32.020]  很想從摩西去看看
[00:10:32.020 --> 00:10:34.020]  一個弟兄,他在其中一道
[00:10:34.020 --> 00:10:36.020]  有些什麼,怎樣想
[00:10:36.020 --> 00:10:38.020]  或者怎樣處事
[00:10:38.020 --> 00:10:40.020]  我們一起打開《七埃及記》
[00:10:40.020 --> 00:10:42.020]  二章十一到十五節
[00:10:42.020 --> 00:10:44.020]  《七埃及記》二章十一到十五節
[00:10:46.020 --> 00:10:48.020]  《七埃及記》二章十一到十五節
[00:10:48.020 --> 00:10:56.020]  所以就算你覺得我有讀《新恩次》
[00:10:56.020 --> 00:10:58.020]  我不用聽也不是
[00:10:58.020 --> 00:11:00.020]  始終你有弟兄在身邊
[00:11:00.020 --> 00:11:02.020]  所以
[00:11:02.020 --> 00:11:04.020]  聽一下
[00:11:04.020 --> 00:11:08.020]  好,找到一起讀
[00:11:08.020 --> 00:11:10.020]  《七埃及記》二章十一到十五節
[00:11:10.020 --> 00:11:12.020]  預備,一二三
[00:11:12.020 --> 00:11:14.020]  後來摩西長大
[00:11:14.020 --> 00:11:16.020]  一出去到他弟兄那裏
[00:11:16.020 --> 00:11:18.020]  看他們的重擔
[00:11:18.020 --> 00:11:20.020]  見一個埃及人打希伯來人的一個弟兄
[00:11:20.020 --> 00:11:24.020]  他左右觀看
[00:11:24.020 --> 00:11:26.020]  見沒有人就把埃及人打死了
[00:11:26.020 --> 00:11:28.020]  藏在沙土裏
[00:11:28.020 --> 00:11:30.020]  第二天他出去
[00:11:30.020 --> 00:11:32.020]  見有兩個希伯來人爭鬥
[00:11:32.020 --> 00:11:34.020]  就對那希婦人的說
[00:11:34.020 --> 00:11:36.020]  你為什麼打你同族的人呢
[00:11:36.020 --> 00:11:40.020]  那人說,誰立你作我們的首領和審判官呢
[00:11:42.020 --> 00:11:44.020]  難道你要殺我
[00:11:44.020 --> 00:11:46.020]  像殺那埃及人嗎
[00:11:46.020 --> 00:11:48.020]  摩西便懼怕
[00:11:48.020 --> 00:11:50.020]  說,這事必是被人知道了
[00:11:50.020 --> 00:11:52.020]  法老聽見這事
[00:11:52.020 --> 00:11:54.020]  就想殺摩西
[00:11:54.020 --> 00:11:56.020]  但摩西躲避法老
[00:11:56.020 --> 00:11:58.020]  逃往米甸地居住
[00:11:58.020 --> 00:12:00.020]  其實當講到男人
[00:12:00.020 --> 00:12:04.020]  相信都要先明白
[00:12:04.020 --> 00:12:06.020]  每個男人心裏
[00:12:06.020 --> 00:12:08.020]  都有一個想法
[00:12:08.020 --> 00:12:10.020]  每個男人心裏都有一個想法
[00:12:10.020 --> 00:12:12.020]  就是他想做大事
[00:12:12.020 --> 00:12:14.020]  想有成就
[00:12:14.020 --> 00:12:16.020]  你看摩西在
[00:12:16.020 --> 00:12:18.020]  他在拉及記
[00:12:18.020 --> 00:12:20.020]  一踏上聖經的舞台
[00:12:20.020 --> 00:12:22.020]  第一件事,他怎樣被收養
[00:12:22.020 --> 00:12:24.020]  那都不計算了
[00:12:24.020 --> 00:12:26.020]  他一踏上聖經的舞台
[00:12:26.020 --> 00:12:28.020]  做第一件事,就是為自己同族的兄弟出頭
[00:12:28.020 --> 00:12:30.020]  甚至打死埃及人
[00:12:30.020 --> 00:12:32.020]  殺人
[00:12:32.020 --> 00:12:34.020]  從這件事裏面
[00:12:34.020 --> 00:12:36.020]  可以看到他心裏面
[00:12:36.020 --> 00:12:38.020]  他很想做一件事
[00:12:38.020 --> 00:12:40.020]  為民族不被欺負
[00:12:40.020 --> 00:12:42.020]  而且要為自己民族主持正義的一個人
[00:12:42.020 --> 00:12:44.020]  他願意為自己同胞站出來
[00:12:44.020 --> 00:12:46.020]  還有
[00:12:46.020 --> 00:12:48.020]  從被壓迫的裏面
[00:12:48.020 --> 00:12:50.020]  去拯救他們
[00:12:50.020 --> 00:12:52.020]  很想達成一個想法
[00:12:52.020 --> 00:12:54.020]  一個心願
[00:12:54.020 --> 00:12:56.020]  要出頭,要像一個拯救者一樣
[00:12:56.020 --> 00:12:58.020]  正如我剛才所講
[00:12:58.020 --> 00:13:00.020]  每個男人心裏都有一個想法
[00:13:00.020 --> 00:13:02.020]  就像我想做大事
[00:13:02.020 --> 00:13:04.020]  或者想有成就
[00:13:04.020 --> 00:13:06.020]  可能未必做大事,很想有成就
[00:13:06.020 --> 00:13:08.020]  有人分析過火星人
[00:13:08.020 --> 00:13:10.020]  男人火星人的性格是這樣的
[00:13:10.020 --> 00:13:12.020]  他說
[00:13:12.020 --> 00:13:14.020]  火星人看重效率和成果
[00:13:14.020 --> 00:13:16.020]  他們的自我價值
[00:13:16.020 --> 00:13:18.020]  是建立在工作的成就上
[00:13:18.020 --> 00:13:20.020]  他們的自我價值是建立在工作的成就上
[00:13:20.020 --> 00:13:22.020]  另外就是
[00:13:22.020 --> 00:13:24.020]  火星人是以獨力完成工作為榮
[00:13:24.020 --> 00:13:26.020]  火星人是以獨力完成工作為榮
[00:13:26.020 --> 00:13:28.020]  他的自我形象都比較脆弱
[00:13:28.020 --> 00:13:30.020]  有被尊重的需要
[00:13:30.020 --> 00:13:32.020]  原來有一個調查是這樣的
[00:13:32.020 --> 00:13:34.020]  有一次調查
[00:13:34.020 --> 00:13:36.020]  我問了四百位男士
[00:13:36.020 --> 00:13:38.020]  接受調查
[00:13:38.020 --> 00:13:40.020]  跟他們說
[00:13:40.020 --> 00:13:42.020]  有兩個不同的
[00:13:42.020 --> 00:13:44.020]  消極的經歷裏面作出選擇
[00:13:44.020 --> 00:13:46.020]  第一個消極的經歷
[00:13:46.020 --> 00:13:48.020]  作出選擇
[00:13:48.020 --> 00:13:50.020]  一是你選擇獨自一個人
[00:13:50.020 --> 00:13:52.020]  這個世界上沒有人愛你
[00:13:52.020 --> 00:13:54.020]  這個世界上沒有人愛你
[00:13:54.020 --> 00:13:56.020]  只有你一個
[00:13:56.020 --> 00:13:58.020]  第二個這個消極的選擇
[00:13:58.020 --> 00:14:00.020]  他說每個人都不尊重他
[00:14:00.020 --> 00:14:02.020]  他說每個人都不尊重他
[00:14:02.020 --> 00:14:04.020]  很特別
[00:14:04.020 --> 00:14:06.020]  74%的男士都說
[00:14:06.020 --> 00:14:08.020]  74%的男士都說
[00:14:08.020 --> 00:14:10.020]  如果一定要在以上兩個
[00:14:10.020 --> 00:14:12.020]  作出選擇的話
[00:14:12.020 --> 00:14:14.020]  他們傾向於選擇沒有人愛他的世界
[00:14:14.020 --> 00:14:16.020]  他們傾向於選擇沒有人愛他的世界
[00:14:16.020 --> 00:14:18.020]  很特別的一件事情
[00:14:18.020 --> 00:14:20.020]  原來男人那種要被尊重的心
[00:14:20.020 --> 00:14:22.020]  原來男人那種要被尊重的心
[00:14:22.020 --> 00:14:24.020]  是很強的
[00:14:24.020 --> 00:14:26.020]  74%
[00:14:26.020 --> 00:14:28.020]  很多男人
[00:14:28.020 --> 00:14:30.020]  這樣說
[00:14:30.020 --> 00:14:32.020]  不尊重我,但不愛我的妻子
[00:14:32.020 --> 00:14:34.020]  也不願意除了愛我,但不尊重我的妻子
[00:14:34.020 --> 00:14:36.020]  也不願意除了愛我,但不尊重我的妻子
[00:14:36.020 --> 00:14:38.020]  有些在調查裏面寫過這樣的一個回應
[00:14:38.020 --> 00:14:40.020]  有些在調查裏面寫過這樣的一個回應
[00:14:40.020 --> 00:14:42.020]  所以你會看到
[00:14:42.020 --> 00:14:44.020]  男人要重視別人尊重
[00:14:44.020 --> 00:14:46.020]  去到一個這樣的程度
[00:14:46.020 --> 00:14:48.020]  所以其實男士特別敏感於別人
[00:14:48.020 --> 00:14:50.020]  怎樣去指點他
[00:14:50.020 --> 00:14:52.020]  他會覺得如果很多人去指點他
[00:14:52.020 --> 00:14:54.020]  他會覺得他沒有什麼本事
[00:14:54.020 --> 00:14:56.020]  他會覺得他沒有什麼本事
[00:14:56.020 --> 00:14:58.020]  很容易會有一個這樣的想法
[00:14:58.020 --> 00:15:00.020]  要被人指點
[00:15:00.020 --> 00:15:02.020]  第三
[00:15:02.020 --> 00:15:04.020]  火星人很少提到困難
[00:15:04.020 --> 00:15:06.020]  火星人很少提到困難
[00:15:06.020 --> 00:15:08.020]  但他一旦提到困難
[00:15:08.020 --> 00:15:10.020]  其實他心裏是在求助
[00:15:10.020 --> 00:15:12.020]  所以當別人提起問題的時候
[00:15:12.020 --> 00:15:14.020]  所以當別人提起問題的時候
[00:15:14.020 --> 00:15:16.020]  男人會很喜歡馬上提出答案
[00:15:16.020 --> 00:15:18.020]  男人會很喜歡馬上提出答案
[00:15:18.020 --> 00:15:20.020]  他以為他要這樣
[00:15:20.020 --> 00:15:22.020]  他以為他要這樣
