
[00:00:00.000 --> 00:00:06.000]  今天我們的拆船年會 我跟大家分享陸家福音這段的經文
[00:04:16.300 --> 00:04:19.200]  那他們其實都是被神使用
[00:04:19.200 --> 00:04:21.900]  被神來說話的苦人
[00:04:21.900 --> 00:04:25.700]  他們頂多在某一些方面很像基督
[00:04:25.700 --> 00:04:28.100]  但是卻不是基督啊
[00:04:28.100 --> 00:04:31.400]  所以如果人沒有得到上帝的啓示的話
[00:04:31.400 --> 00:04:36.800]  我們是無法跟耶穌有一個透徹的認識的
[00:04:36.800 --> 00:04:38.000]  接着呢
[00:04:38.000 --> 00:04:41.700]  耶穌就問了那些人說我是誰
[00:04:41.700 --> 00:04:47.400]  但是現在呢你們說我是誰
[00:04:47.400 --> 00:04:52.800]  彼得就他平時的那個性格啊
[00:04:52.800 --> 00:04:54.500]  就非常的快的做事
[00:04:54.500 --> 00:04:56.500]  所以彼得也馬上的說
[00:04:56.500 --> 00:04:59.300]  你就是神的基督啊
[00:04:59.300 --> 00:05:01.000]  那這個基督呢
[00:05:01.000 --> 00:05:03.000]  他也就是彌賽亞
[00:05:03.000 --> 00:05:05.200]  意思呢是受高者
[00:05:05.200 --> 00:05:07.500]  在希臘文用的是Christos
[00:05:07.500 --> 00:05:09.800]  就是英文的Christ基督
[00:05:09.800 --> 00:05:12.400]  希伯來文是Mashiach
[00:05:12.400 --> 00:05:13.900]  Messiah這個詞
[00:05:13.900 --> 00:05:15.700]  意思其實就是說
[00:05:15.700 --> 00:05:19.400]  耶穌他就是上帝委派來
[00:05:19.400 --> 00:05:22.700]  拯救世人的救世主
[00:05:22.700 --> 00:05:23.200]  不過呢
[00:05:23.200 --> 00:05:26.200]  因爲猶太人對基督
[00:05:26.200 --> 00:05:29.300]  對這個彌賽亞有錯誤的觀念
[00:05:29.300 --> 00:05:32.100]  他們認爲那個要來的彌賽亞
[00:05:32.100 --> 00:05:34.500]  是他們民族的救星
[00:05:34.500 --> 00:05:39.100]  要來帶領猶太人反抗異族的統治
[00:05:39.100 --> 00:05:43.500]  建立一個純猶太人的太平國度
[00:05:43.500 --> 00:05:44.100]  所以呢
[00:05:44.100 --> 00:05:46.700]  耶穌囑咐門徒
[00:05:46.700 --> 00:05:49.700]  不要把他真正的身份泄露出去
[00:05:49.700 --> 00:05:51.000]  宣揚出去
[00:05:51.000 --> 00:05:54.800]  要不然他們對耶穌有個錯誤的期待的話
[00:05:54.800 --> 00:05:58.600]  他們不單對他的救贖工作沒有益處
[00:05:58.600 --> 00:06:00.300]  反而會聲亂啊
[00:06:05.300 --> 00:06:09.100]  弟兄姊妹我們對耶穌
[00:06:09.100 --> 00:06:13.300]  我們對他的認識是不是也正確呢
[00:06:13.300 --> 00:06:15.000]  可能我們很快會說
[00:06:15.000 --> 00:06:16.300]  那我當然認識啦
[00:06:16.300 --> 00:06:17.900]  我信主好多年
[00:06:17.900 --> 00:06:20.900]  耶穌就是神的兒子咯
[00:06:20.900 --> 00:06:24.700]  可是很多時候口裏說
[00:06:24.700 --> 00:06:26.500]  基督的人
[00:06:26.500 --> 00:06:30.400]  其實不一定對基督有真實的認識
[00:06:30.400 --> 00:06:32.800]  有時候我們行出來的
[00:06:32.800 --> 00:06:38.100]  和我們頭腦的認知往往也不一定相襯
[00:06:38.100 --> 00:06:40.800]  我們可能口裏常常說主啊主啊
[00:06:40.800 --> 00:06:42.600]  但是我們生活上
[00:06:42.600 --> 00:06:46.300]  其實也不真的把主當主
[00:06:46.300 --> 00:06:47.900]  另外一個方面呢
[00:06:47.900 --> 00:06:51.100]  光是心裏相信耶穌還不夠
[00:06:51.100 --> 00:06:54.000]  我們還要口裏承認他
[00:06:54.000 --> 00:06:56.100]  主喜歡我們宣告
[00:06:56.100 --> 00:06:58.600]  他就是神所立的基督
[00:06:58.600 --> 00:07:01.100]  就像彼得的宣告一樣
[00:07:01.100 --> 00:07:06.500]  那我們在人面前承認自己是基督徒嗎
[00:07:06.500 --> 00:07:09.100]  我記得我當年在國內工作的時候
[00:07:09.100 --> 00:07:12.000]  我面對很多那些的官員啊
[00:07:12.000 --> 00:07:14.800]  他們很多都是無神論啊
[00:07:14.800 --> 00:07:17.500]  那我也不怕在他們當中
[00:07:17.500 --> 00:07:21.100]  我說對我是信基督的
[00:07:21.100 --> 00:07:24.300]  我曾經也聽過一些的基督徒說
[00:07:24.300 --> 00:07:27.600]  他不會告訴他的同事他是基督徒啊
[00:07:27.600 --> 00:07:32.200]  也不讓朋友來知道他是信耶穌的
[00:07:32.200 --> 00:07:35.000]  那我們自己要怎麼樣呢
[00:07:35.000 --> 00:07:38.400]  那當耶穌揭示他自己的身份之後呢
[00:07:38.400 --> 00:07:41.800]  他就第一次的來向門徒預言
[00:07:41.800 --> 00:07:45.100]  他自己要受苦受害和復活
[00:07:45.100 --> 00:07:48.300]  二十二節說人子必須受許多的苦
[00:07:48.300 --> 00:07:52.000]  被長老祭司長和經學家棄絕
[00:07:52.000 --> 00:07:55.000]  殺害第三日復活
[00:07:55.000 --> 00:07:59.300]  主要是要強調他絕不是那位
[00:07:59.300 --> 00:08:04.400]  被拆遣來世上帶領猶太人反抗羅馬帝國
[00:08:04.400 --> 00:08:08.100]  重建大魏王朝的那個政治人物
[00:08:08.100 --> 00:08:11.500]  而是他要藉着他的受苦受死
[00:08:11.500 --> 00:08:16.100]  來成就上帝救贖的旨意的人子
[00:08:16.100 --> 00:08:17.900]  他到世上來
[00:08:17.900 --> 00:08:22.900]  他的唯一的使命就是爲世人的罪受苦受死
[00:08:22.900 --> 00:08:29.000]  這也是一條他成爲榮耀的尼賽亞的地精之路
[00:08:29.000 --> 00:08:33.500]  耶穌基督是改變這個世界唯一的出路
[00:08:33.500 --> 00:08:36.000]  不是政治
[00:08:36.000 --> 00:08:41.800]  那當耶穌他在山上改變形象的時候
[00:08:41.800 --> 00:08:46.100]  忽然就有兩個人一個摩西一個以利亞
[00:08:46.100 --> 00:08:50.900]  他在他們在榮光裏顯現談論他去世的事
[00:08:50.900 --> 00:08:55.500]  就是他在耶路撒冷將要完成的
[00:08:55.500 --> 00:08:59.600]  那摩西和以利亞都是兩位偉大的先知
[00:08:59.600 --> 00:09:02.400]  摩西預表的是律法
[00:09:02.400 --> 00:09:04.500]  就是神寫下來的話
[00:09:04.500 --> 00:09:07.000]  以利亞是預表先知
[00:09:07.000 --> 00:09:09.100]  就是爲神說話的人
[00:09:09.100 --> 00:09:14.500]  律法和先知其實都是爲基督來做見證
[00:09:14.500 --> 00:09:17.800]  而他們談論耶穌去世的事
[00:09:17.800 --> 00:09:21.300]  這個去世兩個字在原文裏面
[00:09:21.300 --> 00:09:25.200]  它其實跟出埃及是同一個字
[00:09:25.200 --> 00:09:31.300]  小路加把登山變相中談論的耶穌去世的事
[00:09:31.300 --> 00:09:36.000]  與以色列人出埃及這個事件連上關係
[00:09:36.000 --> 00:09:41.600]  他爲的是要強調耶穌就是幕後的摩西
[00:09:41.600 --> 00:09:47.000]  他要指明耶穌所帶來幕後的拯救
[00:09:47.000 --> 00:09:51.300]  在這個出埃及的里程當中
[00:09:51.300 --> 00:09:53.800]  其實耶穌的一個重要的使命
[00:09:53.800 --> 00:09:56.500]  就是要重建上帝的羣體
[00:09:56.500 --> 00:10:01.000]  去見證摩世中上帝的工作
[00:10:01.000 --> 00:10:04.500]  那我們看完了耶穌的身份和他的使命
[00:10:04.500 --> 00:10:05.900]  那我們看一下
[00:10:05.900 --> 00:10:11.600]  他的跟隨者到底該有什麼特質和使命呢
[00:10:11.600 --> 00:10:14.900]  耶穌揭示完自己的使命之後
[00:10:14.900 --> 00:10:20.500]  他馬上就指出他對每一個跟隨他的人的要求
[00:10:20.500 --> 00:10:22.500]  他說如果有人願意跟從我
[00:10:22.500 --> 00:10:27.900]  就當蛇子天天背起他的十字架來跟從我
[00:10:27.900 --> 00:10:31.100]  所以這裏很清楚的耶穌提到
[00:10:31.100 --> 00:10:36.200]  要跟隨他的人首先第一個特質就是蛇子
[00:10:36.200 --> 00:10:37.500]  我以前聽人說過
[00:10:37.500 --> 00:10:40.100]  他一聽到蛇子這個字他就說
[00:10:40.100 --> 00:10:42.300]  啊這怎麼行啊
[00:10:42.300 --> 00:10:47.100]  蛇子那就是我沒有性格沒有自己的性格了
[00:10:47.100 --> 00:10:50.800]  這個不是太好吧
[00:10:50.800 --> 00:10:52.600]  其實不是的
[00:10:52.600 --> 00:10:54.800]  因爲如果我們沒有自己的話
[00:10:54.800 --> 00:10:57.600]  那你怎麼可能蛇子對嗎
[00:10:57.600 --> 00:11:01.200]  所以其實我們首先就有自己
[00:11:01.200 --> 00:11:03.900]  其實我們每個人都很有自己的
[00:11:03.900 --> 00:11:05.900]  因爲我們每個人都很自我
[00:11:05.900 --> 00:11:08.900]  我們凡事都是從自我的想法出發
[00:11:08.900 --> 00:11:11.500]  我們的自我中心很強
[00:11:11.500 --> 00:11:15.200]  但是這裏蛇子的意思就是說
[00:11:15.200 --> 00:11:21.300]  我們不再以自己爲生命和生活形式的中心
[00:11:21.300 --> 00:11:23.300]  而是我們願意爲了主
[00:11:23.300 --> 00:11:26.200]  把我們自己的意思放下
[00:11:26.200 --> 00:11:32.300]  爲了就是來遵從上帝的旨意
[00:11:32.300 --> 00:11:36.700]  第二個特質就是天天背十架
[00:11:36.700 --> 00:11:39.500]  這個天天背十架包括了
[00:11:39.500 --> 00:11:44.500]  我們甘願爲主來受苦
[00:11:44.500 --> 00:11:48.000]  不惜付出代價的來跟隨主
[00:11:48.000 --> 00:11:49.300]  在這段經文裏面
[00:11:49.300 --> 00:11:51.900]  他提到有兩個方面
[00:11:51.900 --> 00:11:54.300]  一個就是我們
[00:11:54.300 --> 00:11:59.100]  寧可犧牲世人所追求的那種蜀式的
[00:11:59.100 --> 00:12:03.600]  今生的物質享受安逸享樂
[00:12:03.600 --> 00:12:06.400]  就爲了得到神自己
[00:12:06.400 --> 00:12:11.500]  就好像保羅在菲律比書他自己也曾經宣告過
[00:12:11.500 --> 00:12:14.500]  我也把萬事當作是有損的
[00:12:14.500 --> 00:12:18.900]  因爲我已認識我主基督耶穌爲至寶
[00:12:18.900 --> 00:12:24.500]  我想這個也就是這裏耶穌想帶出的那個意思
[00:12:24.500 --> 00:12:26.100]  第二個方面就是
[00:12:26.100 --> 00:12:31.200]  我們信耶穌可能會遭遇別人來的侮辱的
[00:12:31.200 --> 00:12:33.900]  有人會羞辱我們
[00:12:33.900 --> 00:12:38.700]  但是我們不以神爲恥
[00:12:38.700 --> 00:12:40.700]  我們爲了主和信仰
[00:12:40.700 --> 00:12:44.300]  寧可忍受世人的羞辱
[00:12:44.300 --> 00:12:48.200]  甚至犧牲生命也在所不惜
[00:12:48.200 --> 00:12:49.900]  所以簡而言之
[00:12:49.900 --> 00:12:54.400]  我們跟隨基督的人一個很重要的特質
[00:12:54.400 --> 00:12:57.300]  就是我們爲了得找主
[00:12:57.300 --> 00:13:00.100]  甘願付上一切的代價
[00:13:00.100 --> 00:13:03.000]  包括犧牲生命
[00:13:03.000 --> 00:13:06.200]  而這裏耶穌要帶出的
[00:13:06.200 --> 00:13:08.700]  我們跟隨祂的人的使命
[00:13:08.700 --> 00:13:10.800]  也是付心一切
[00:13:10.800 --> 00:13:13.300]  爲主在這個世代當中
[00:13:13.300 --> 00:13:17.400]  見證上帝救贖的工作
[00:13:17.400 --> 00:13:17.900]  好了
[00:13:17.900 --> 00:13:21.200]  既然我們也知道我們的使命了
[00:13:21.200 --> 00:13:25.500]  那如何去實踐這個使命呢
[00:13:25.500 --> 00:13:28.800]  在登山變相的過程當中
[00:13:28.800 --> 00:13:33.400]  三個門徒他們遇上了美好的屬靈經歷
[00:13:33.400 --> 00:13:34.700]  我叫大家弟兄姐妹
[00:13:34.700 --> 00:13:40.000]  你曾經也有一些美好的屬靈經歷嗎
[00:13:40.000 --> 00:13:45.800]  雖然門徒當時可能太疲倦了
[00:13:45.800 --> 00:13:47.800]  他們正在打盹的時候
[00:13:47.800 --> 00:13:51.700]  他們錯過了耶穌改變面貌
[00:13:51.700 --> 00:13:55.700]  衣服皆白髮光的那個片刻
[00:13:55.700 --> 00:14:01.100]  還有就是他和摩西、以利亞兩位偉大的先知談話的時候
[00:14:01.100 --> 00:14:04.100]  門徒可能當時也聽不見
[00:14:04.100 --> 00:14:06.700]  但是當他們醒過來之後
[00:14:06.700 --> 00:14:09.400]  他們仍然看到神
[00:14:09.400 --> 00:14:11.000]  看到主的榮光
[00:14:11.000 --> 00:14:15.500]  還有站在耶穌旁邊的摩西和以利亞
[00:14:15.500 --> 00:14:20.200]  變相的那一幕代表着上帝啓示的同在
[00:14:20.200 --> 00:14:22.600]  和祂榮耀的彰顯
[00:14:22.600 --> 00:14:26.100]  所以耶穌的臉上是蠻有榮光的
[00:14:26.100 --> 00:14:30.100]  好像以前在《出埃及記》也曾經記錄
[00:14:30.100 --> 00:14:34.100]  摩西從西乃山上下來的時候
[00:14:34.100 --> 00:14:40.100]  他不知道自己的臉皮因爲以耶和華談過話而發光
[00:14:40.100 --> 00:14:44.200]  現在耶穌的臉也是發光的
[00:14:44.200 --> 00:14:48.400]  門徒有幸有這個美好的經歷
[00:14:48.400 --> 00:14:52.300]  所以彼得又是很快的就說了
[00:14:52.300 --> 00:14:54.600]  祖啊我們在這裏真好
[00:14:54.600 --> 00:14:56.900]  我們可以搭三座帳篷
[00:14:56.900 --> 00:15:01.700]  一個爲你一個爲摩西一個爲以利亞
[00:15:01.700 --> 00:15:04.000]  彼得說這個話呢
[00:15:04.000 --> 00:15:10.300]  他其實是把耶穌和摩西以利亞列在同等的地位上
[00:15:10.300 --> 00:15:12.400]  這當然是不正確的
[00:15:12.400 --> 00:15:16.900]  但是不難看出彼得他其實很想很想
[00:15:16.900 --> 00:15:21.900]  他盼望長久留在這個美好的屬靈經歷當中
[00:15:21.900 --> 00:15:26.300]  但是他卻忘記了耶穌不久之前剛提到
[00:15:26.300 --> 00:15:31.100]  人子必須受許多的苦
[00:15:31.100 --> 00:15:35.400]  接着很快就有一片雲籠罩他們
[00:15:35.400 --> 00:15:37.100]  他們入了雲彩
[00:15:37.100 --> 00:15:40.400]  從雲彩裏面有聲音出來說
[00:15:40.400 --> 00:15:44.400]  這是我的兒子我所揀選的
[00:15:44.400 --> 00:15:46.600]  你們要聽從他
[00:15:46.600 --> 00:15:50.300]  上帝從雲彩中對門徒說話
[00:15:50.300 --> 00:15:53.700]  吩咐他們要聽耶穌的話
[00:15:53.700 --> 00:15:58.600]  那因爲只有耶穌的話有族尊的地位
[00:15:58.600 --> 00:16:02.700]  任何人的話都不能代替主耶穌的話
[00:16:02.700 --> 00:16:05.600]  不可跟他的話來相比
[00:16:05.600 --> 00:16:08.100]  如果耶穌要我們捨己
[00:16:08.100 --> 00:16:09.400]  我們就要捨己
[00:16:09.400 --> 00:16:12.700]  他要我們天天被十字架跟隨他
[00:16:12.700 --> 00:16:14.600]  我們就要順從
[00:16:14.600 --> 00:16:19.400]  否則我們就不能跟隨主
[00:16:19.400 --> 00:16:22.500]  到第二天英文的三十七節說
[00:16:22.500 --> 00:16:24.400]  第二天他們就下了山
[00:16:24.400 --> 00:16:27.300]  有一大羣人迎面下來
[00:16:27.300 --> 00:16:29.900]  我們實踐神的使命
[00:16:29.900 --> 00:16:32.000]  不能像彼得一樣
[00:16:32.000 --> 00:16:34.000]  只願停留在那種
[00:16:34.000 --> 00:16:37.500]  山上的榮耀享福的光景當中
[00:16:37.500 --> 00:16:40.600]  哪怕那是非常非常美好的經歷
[00:16:40.600 --> 00:16:43.800]  但是我們不能就停留在那裏
[00:16:43.800 --> 00:16:47.000]  而不想下山去面對苦難
[00:16:47.000 --> 00:16:50.000]  去面對十字架
[00:16:50.000 --> 00:16:51.700]  我們要進入神的國
[00:16:51.700 --> 00:16:55.000]  必須經歷許多的艱難
[00:16:55.000 --> 00:16:57.500]  同樣的我們跟隨主
[00:16:57.500 --> 00:17:00.400]  也不能停留在自己的安書區
[00:17:00.400 --> 00:17:03.000]  或者停留在我們與神
[00:17:03.000 --> 00:17:06.500]  經歷的那種奇妙的屬靈經歷
[00:17:06.500 --> 00:17:08.500]  我們必須走出去
[00:17:08.500 --> 00:17:10.100]  進入人羣當中
[00:17:10.100 --> 00:17:12.800]  才能實踐使命
[00:17:12.800 --> 00:17:16.000]  所以我總結三個方面
[00:17:16.000 --> 00:17:17.800]  我們要實踐使命
[00:17:17.800 --> 00:17:21.300]  首先我們就要有受苦的心智
[00:17:21.300 --> 00:17:25.000]  哪怕受苦我也願意的心智
[00:17:25.000 --> 00:17:28.100]  還有就是我們要聽主的話
[00:17:28.100 --> 00:17:29.400]  主要我們怎樣
[00:17:29.400 --> 00:17:30.800]  我們就怎樣
[00:17:30.800 --> 00:17:35.500]  最後我們要走進人羣中
[00:17:35.500 --> 00:17:37.000]  過去四年
[00:17:37.000 --> 00:17:39.700]  每一次傳堂的拆傳年會
[00:17:39.700 --> 00:17:43.100]  我們都會預備一個短片
[00:17:43.100 --> 00:17:46.100]  來總結我們過去一年所做過的
[00:17:46.100 --> 00:17:48.700]  拆傳步道的工作
[00:17:48.700 --> 00:17:51.300]  但是今年我們傳使命團
[00:17:51.300 --> 00:17:53.200]  大家商討
[00:17:53.200 --> 00:17:57.400]  大家都有一個同樣的看法
[00:17:57.400 --> 00:17:59.700]  我們不想大家好像看到一段
[00:17:59.700 --> 00:18:00.600]  激勵人心
[00:18:00.600 --> 00:18:03.200]  驚心動魄的一個影片
[00:18:03.200 --> 00:18:05.300]  然後就自我感覺良好
[00:18:05.300 --> 00:18:07.800]  覺得我們教會做得很好
[00:18:07.800 --> 00:18:11.000]  或者甚至覺得我自己已經做得很好
[00:18:11.000 --> 00:18:13.700]  今年我只是在這裏
[00:18:13.700 --> 00:18:17.300]  把我們過去所參與過的一些的工作
[00:18:17.300 --> 00:18:18.600]  列出來
[00:18:18.600 --> 00:18:22.000]  我不知道當中沒有多少是你知道的
[00:18:22.000 --> 00:18:27.100]  或者當中有多少是沒有參與過的
[00:18:27.100 --> 00:18:28.700]  其實今天這篇道
[00:18:28.700 --> 00:18:30.800]  我覺得其實有點難講
[00:18:30.800 --> 00:18:35.600]  因爲這個題目其實是一個老掉牙的題目
[00:18:35.600 --> 00:18:37.900]  我們每個基督徒都很熟悉
[00:18:37.900 --> 00:18:40.900]  也聽了很多很多的很多遍
[00:18:40.900 --> 00:18:45.700]  要捨己天天被十一家跟隨主
[00:18:45.700 --> 00:18:48.700]  好像有時候可能我們也覺得哎
[00:18:48.700 --> 00:18:50.400]  聽着有點厭倦
[00:18:50.400 --> 00:18:51.900]  但是問題是
[00:18:51.900 --> 00:18:54.400]  就是主對我們的命令
[00:18:54.400 --> 00:18:57.600]  我們要做主門徒活出使命
[00:18:57.600 --> 00:19:02.500]  我們到底要回應了多少呢
[00:19:02.500 --> 00:19:06.300]  我在這裏想要大家一起分享
[00:19:06.300 --> 00:19:08.600]  給大家一個檢測表
[00:19:08.600 --> 00:19:13.900]  來測試一下我們自己的教會生活
[00:19:13.900 --> 00:19:17.500]  還有我們的信仰和侍奉的生命
[00:19:17.500 --> 00:19:20.400]  我們自己做一個檢視
[00:19:20.400 --> 00:19:23.100]  這裏有十個題目
[00:19:23.100 --> 00:19:24.700]  第一題
[00:19:24.700 --> 00:19:26.500]  我們問一下自己
[00:19:26.500 --> 00:19:27.900]  教會的弟兄姐妹
[00:19:27.900 --> 00:19:31.000]  我有多少個他們的電話呢
[00:19:31.000 --> 00:19:34.600]  除了回到教會見到面以外
[00:19:34.600 --> 00:19:39.000]  教會以外我有沒有關心過他們呢
[00:19:39.000 --> 00:19:39.600]  第二
[00:19:39.600 --> 00:19:42.100]  過去一年我做過什麼
[00:19:42.100 --> 00:19:46.700]  去帶領我沒有信主的家人來歸主呢
[00:19:46.700 --> 00:19:48.900]  我有沒有爲他們做過什麼
[00:19:48.900 --> 00:19:51.600]  爲了帶他們幸福
[00:19:51.600 --> 00:19:52.400]  第三
[00:19:52.400 --> 00:19:53.700]  過去一年
[00:19:53.700 --> 00:19:55.400]  我曾經向多少人
[00:19:55.400 --> 00:19:57.400]  包括我的親友同事
[00:19:57.400 --> 00:20:01.700]  其他的人甚至陌生人傳福音呢
[00:20:01.700 --> 00:20:02.800]  第四
[00:20:02.800 --> 00:20:08.600]  過去一年我參與過教會的哪一些服飾呢
[00:20:08.600 --> 00:20:09.700]  第五
[00:20:09.700 --> 00:20:11.300]  過去一年
[00:20:11.300 --> 00:20:17.400]  我服飾過最少一個臺灣社區的人嗎
[00:20:17.400 --> 00:20:18.800]  第六
[00:20:18.800 --> 00:20:22.900]  我認識多少個傳堂服飾過
[00:20:22.900 --> 00:20:27.700]  或者是現在正在服飾中的福音對象
[00:20:27.700 --> 00:20:29.000]  第七
[00:20:29.000 --> 00:20:31.300]  在我服飾的過程當中
[00:20:31.300 --> 00:20:35.000]  我有沒有用心的來服飾他們
[00:20:35.000 --> 00:20:37.300]  與他們建立關係呢
[00:20:37.300 --> 00:20:40.100]  還是我只是在做一件工作
[00:20:40.100 --> 00:20:45.000]  我根本不想跟他們有過多的建立關係的過程
[00:20:45.000 --> 00:20:48.100]  因爲我怕好像惹了上身了
[00:20:48.100 --> 00:20:49.800]  他們老纏着我
[00:20:49.800 --> 00:20:51.900]  我就沒有自己的空間了
[00:20:51.900 --> 00:20:53.600]  我們是在做事
[00:20:53.600 --> 00:20:57.100]  還是做人的工作呢
[00:20:57.100 --> 00:20:58.300]  第八
[00:20:58.300 --> 00:21:02.600]  我願不願意讓神來擴展我的疆界
[00:21:02.600 --> 00:21:05.900]  不按自己的喜好來服飾呢
[00:21:05.900 --> 00:21:09.900]  可能我們不太喜歡上網來服飾
[00:21:09.900 --> 00:21:11.300]  我不願意
[00:21:11.300 --> 00:21:13.100]  上網來敬拜
[00:21:13.100 --> 00:21:14.600]  我不願意
[00:21:14.600 --> 00:21:16.800]  我們有沒有這樣呢
[00:21:16.800 --> 00:21:17.800]  第九
[00:21:17.800 --> 00:21:21.200]  我有沒有盡心盡力盡力的敬拜
[00:21:21.200 --> 00:21:25.800]  禱告和奉獻呢
[00:21:25.800 --> 00:21:28.300]  最後我與神的關係如何
[00:21:28.300 --> 00:21:33.800]  我看中自己的心意還是神的心意呢
[00:21:33.800 --> 00:21:37.400]  其實過去的侍奉
[00:21:37.400 --> 00:21:41.900]  我覺得我們每一位也要在神面前好好的認證
[00:21:41.900 --> 00:21:46.100]  包括我自己
[00:21:46.100 --> 00:21:50.800]  我們要爲我們的自我中心來認證
[00:21:50.800 --> 00:21:53.700]  我們要爲我們一願踏穿疏區
[00:21:53.700 --> 00:21:56.700]  只願意在自己覺得舒服的情況底下
[00:21:56.700 --> 00:21:59.000]  敬拜或者服飾
[00:21:59.000 --> 00:22:01.000]  我們也要認罪
