
[00:00:00.000 --> 00:00:03.400]  我經常覺得港年文都講了很多
[00:12:29.320 --> 00:12:31.320]  因為媽媽工作的緣故
[00:12:31.320 --> 00:12:33.320]  六七歲的時候
[00:12:33.320 --> 00:12:35.320]  獨自在家樓下
[00:12:35.320 --> 00:12:37.320]  一個人六七歲
[00:12:37.320 --> 00:12:39.320]  自己煮飯給自己吃
[00:12:39.320 --> 00:12:41.320]  自己生活
[00:12:41.320 --> 00:12:43.320]  因為媽媽要出去工作
[00:12:43.320 --> 00:12:45.320]  不能照顧她
[00:12:45.320 --> 00:12:47.320]  媽媽有一個很堅強的性格
[00:12:47.320 --> 00:12:49.320]  她有一個很大的願望
[00:12:49.320 --> 00:12:51.320]  她成長後希望發奮圖強
[00:12:51.320 --> 00:12:53.320]  立志
[00:12:53.320 --> 00:12:55.320]  要讓媽媽
[00:12:55.320 --> 00:12:57.320]  過一個安穩的晚年
[00:12:57.320 --> 00:12:59.320]  但發覺當她
[00:12:59.320 --> 00:13:01.320]  大概成長的時候
[00:13:01.320 --> 00:13:03.320]  她發現自己有一種
[00:13:03.320 --> 00:13:05.320]  先天學習的限制
[00:13:05.320 --> 00:13:07.320]  成績不是很理想
[00:13:07.320 --> 00:13:09.320]  學業方面
[00:13:09.320 --> 00:13:11.320]  強差人意
[00:13:11.320 --> 00:13:13.320]  二十歲出來工作
[00:13:13.320 --> 00:13:15.320]  自己勉強戶口
[00:13:15.320 --> 00:13:17.320]  勉強戶口
[00:13:17.320 --> 00:13:19.320]  有一天
[00:13:19.320 --> 00:13:21.320]  她媽媽跟她說
[00:13:21.320 --> 00:13:23.320]  她看到她以前的爸爸
[00:13:23.320 --> 00:13:25.320]  她看到她的爸爸
[00:13:25.320 --> 00:13:27.320]  這個爸爸是怎樣呢
[00:13:27.320 --> 00:13:29.320]  她已經曾經再婚
[00:13:29.320 --> 00:13:31.320]  不過又再離婚
[00:13:31.320 --> 00:13:33.320]  她媽媽跟她說
[00:13:33.320 --> 00:13:35.320]  我現在都在考慮
[00:13:35.320 --> 00:13:37.320]  想跟這個爸爸
[00:13:37.320 --> 00:13:39.320]  我的前夫在一起再生活
[00:13:39.320 --> 00:13:41.320]  兒子你有什麼意見
[00:13:41.320 --> 00:13:43.320]  兒子很生氣
[00:13:43.320 --> 00:13:45.320]  很激氣
[00:13:45.320 --> 00:13:47.320]  於是
[00:13:47.320 --> 00:13:49.320]  她很憤怒
[00:13:49.320 --> 00:13:51.320]  很痛苦
[00:13:51.320 --> 00:13:53.320]  她不知道該怎麼辦
[00:13:53.320 --> 00:13:55.320]  如果你是這位弟兄的弟兄姊妹
[00:13:55.320 --> 00:13:57.320]  你會怎樣跟她說呢
[00:13:57.320 --> 00:13:59.320]  面對她呢
[00:13:59.320 --> 00:14:01.320]  這些個案
[00:14:01.320 --> 00:14:03.320]  當然
[00:14:03.320 --> 00:14:05.320]  真實的ABCD
[00:14:05.320 --> 00:14:07.320]  是沒有出現的
[00:14:07.320 --> 00:14:09.320]  不過
[00:14:09.320 --> 00:14:11.320]  這些ABCD個案
[00:14:11.320 --> 00:14:13.320]  每一個細節
[00:14:13.320 --> 00:14:15.320]  全部都是真的
[00:14:15.320 --> 00:14:19.320]  大家明白我的意思嗎
[00:14:19.320 --> 00:14:25.320]  我想說的是
[00:14:25.320 --> 00:14:27.320]  其實我們人生裡
[00:14:27.320 --> 00:14:31.320]  很多人
[00:14:31.320 --> 00:14:33.320]  都是充滿困境
[00:14:33.320 --> 00:14:35.320]  困境
[00:14:35.320 --> 00:14:37.320]  無論你是否相信耶穌
[00:14:37.320 --> 00:14:39.320]  或不相信耶穌
[00:14:39.320 --> 00:14:41.320]  問題是我們是否能夠
[00:14:41.320 --> 00:14:43.320]  看到、聽到、知道
[00:14:43.320 --> 00:14:45.320]  行出憐憫的第一步
[00:14:45.320 --> 00:14:47.320]  其實是要我們看到
[00:14:47.320 --> 00:14:49.320]  好像耶穌那樣
[00:14:49.320 --> 00:14:51.320]  祂見到了
[00:14:51.320 --> 00:14:53.320]  祂才會開始祂的憐憫行動
[00:14:53.320 --> 00:14:55.320]  我們是否可以看到呢
[00:14:55.320 --> 00:14:57.320]  可能在教會裡
[00:14:57.320 --> 00:14:59.320]  可能在社會上
[00:14:59.320 --> 00:15:01.320]  很多人會看到
[00:15:01.320 --> 00:15:03.320]  行出憐憫
[00:15:03.320 --> 00:15:05.320]  第一步要看到
[00:15:05.320 --> 00:15:07.320]  人世間的苦情
[00:15:07.320 --> 00:15:11.320]  第二個
[00:15:11.320 --> 00:15:13.320]  關鍵是什麼呢
[00:15:13.320 --> 00:15:15.320]  憐憫除了心境之外
[00:15:15.320 --> 00:15:17.320]  是超過心境的
[00:15:17.320 --> 00:15:19.320]  超過的
[00:15:19.320 --> 00:15:21.320]  耶穌在這裡
[00:15:21.320 --> 00:15:23.320]  如何說耶穌呢
[00:15:23.320 --> 00:15:25.320]  主看見那寡婦
[00:15:25.320 --> 00:15:27.320]  這是第十三節說的
[00:15:27.320 --> 00:15:29.320]  就憐憫她
[00:15:29.320 --> 00:15:31.320]  對她說不要哭
[00:15:31.320 --> 00:15:33.320]  於是進前按著拱台
[00:15:33.320 --> 00:15:35.320]  耶穌說是亂人
[00:15:35.320 --> 00:15:37.320]  我吩咐你起來
[00:15:37.320 --> 00:15:39.320]  那死人就坐起並且說話
[00:15:39.320 --> 00:15:41.320]  耶穌便把她交給她母親
[00:15:41.320 --> 00:15:43.320]  大家留意這幾節聖經
[00:15:43.320 --> 00:15:47.320]  大家先了解一下場景
[00:15:47.320 --> 00:15:51.320]  他們的葬禮是怎樣做的呢
[00:15:51.320 --> 00:15:53.320]  不是用棺材
[00:15:53.320 --> 00:15:55.320]  如果一個人死了
[00:15:55.320 --> 00:15:57.320]  他們的習俗就是盡快將他下葬
[00:15:57.320 --> 00:15:59.320]  然後就會用一塊板
[00:15:59.320 --> 00:16:01.320]  用一些鋼台起他
[00:16:01.320 --> 00:16:03.320]  屍體包著一些布
[00:16:03.320 --> 00:16:05.320]  在那塊板上
[00:16:05.320 --> 00:16:07.320]  可能四個人抬著他
[00:16:07.320 --> 00:16:09.320]  去到墳墓的地方
[00:16:09.320 --> 00:16:11.320]  在過程中遇到耶穌
[00:16:11.320 --> 00:16:13.320]  大家發覺
[00:16:13.320 --> 00:16:15.320]  留意一下
[00:16:15.320 --> 00:16:17.320]  經文形容耶穌的動詞
[00:16:17.320 --> 00:16:19.320]  其實有幾個動詞
[00:16:19.320 --> 00:16:21.320]  主看見
[00:16:21.320 --> 00:16:23.320]  主憐憫
[00:16:23.320 --> 00:16:25.320]  主說話
[00:16:25.320 --> 00:16:27.320]  還有沒有
[00:16:27.320 --> 00:16:29.320]  前進
[00:16:29.320 --> 00:16:31.320]  按手
[00:16:31.320 --> 00:16:33.320]  再說話
[00:16:33.320 --> 00:16:35.320]  最後將這個復活的兒子
[00:16:35.320 --> 00:16:37.320]  交回給他母親
[00:16:37.320 --> 00:16:39.320]  你會發覺耶穌憐憫的行動
[00:16:39.320 --> 00:16:41.320]  沒錯
[00:16:41.320 --> 00:16:43.320]  是他的心
[00:16:43.320 --> 00:16:45.320]  不過不只是他的心
[00:16:45.320 --> 00:16:47.320]  是他整個人的頭
[00:16:47.320 --> 00:16:49.320]  這些動詞
[00:16:49.320 --> 00:16:51.320]  牽涉到眼睛
[00:16:51.320 --> 00:16:53.320]  牽涉到嘴巴
[00:16:53.320 --> 00:16:55.320]  牽涉到腳
[00:16:55.320 --> 00:16:57.320]  牽涉到手
[00:16:57.320 --> 00:16:59.320]  按著
[00:16:59.320 --> 00:17:01.320]  再說話
[00:17:01.320 --> 00:17:03.320]  再用手將這個少年人
[00:17:03.320 --> 00:17:05.320]  交回給他母親
[00:17:05.320 --> 00:17:07.320]  所以是耶穌全個人的投入
[00:17:07.320 --> 00:17:09.320]  在這個行動中
[00:17:09.320 --> 00:17:11.320]  令到兒子的復活
[00:17:11.320 --> 00:17:13.320]  行動中
[00:17:13.320 --> 00:17:15.320]  憐憫其實
[00:17:15.320 --> 00:17:17.320]  不只是他的心
[00:17:17.320 --> 00:17:19.320]  心是最重要的開始
[00:17:19.320 --> 00:17:21.320]  但其實是包括了
[00:17:21.320 --> 00:17:23.320]  全個人的投入
[00:17:25.320 --> 00:17:27.320]  在論文書中
[00:17:27.320 --> 00:17:29.320]  用憐憫這個字
[00:17:29.320 --> 00:17:31.320]  用了十次
[00:17:31.320 --> 00:17:33.320]  原文用了十次
[00:17:33.320 --> 00:17:35.320]  八次用在認耶穌
[00:17:35.320 --> 00:17:37.320]  兩次是用在耶穌的比喻中
[00:17:37.320 --> 00:17:39.320]  路加論文中
[00:17:39.320 --> 00:17:41.320]  我發覺在這十次中
[00:17:41.320 --> 00:17:43.320]  我查過了
[00:17:43.320 --> 00:17:45.320]  全部用這個字的時候
[00:17:45.320 --> 00:17:47.320]  都有行動的
[00:17:47.320 --> 00:17:49.320]  不只是憐憫你然後離開
[00:17:49.320 --> 00:17:51.320]  憐憫你然後再見
[00:17:51.320 --> 00:17:53.320]  十次都有不同的行動
[00:17:53.320 --> 00:17:55.320]  我舉兩個例子
[00:17:55.320 --> 00:17:57.320]  路加方案出現了三次
[00:17:57.320 --> 00:17:59.320]  這是一次
[00:17:59.320 --> 00:18:01.320]  另外兩次大家都很熟悉
[00:18:01.320 --> 00:18:03.320]  一個是好撒瑪利亞人的比喻
[00:18:03.320 --> 00:18:05.320]  那個故事
[00:18:05.320 --> 00:18:07.320]  那個被人打傷的人
