
[00:00:00.000 --> 00:00:05.000]  首先祝大家新年蒙福,主恩滿逸
[00:05:51.000 --> 00:05:56.000]  村民的健康情況極之不理想
[00:05:56.000 --> 00:05:58.000]  之前我們亦都是
[00:05:58.000 --> 00:06:02.000]  將一些淚水器送給村民
[00:06:02.000 --> 00:06:04.000]  差不多有一年多的時間
[00:06:04.000 --> 00:06:07.000]  我們需要接下來都會透過換芯
[00:06:07.000 --> 00:06:09.000]  即是那些淚水器換芯
[00:06:09.000 --> 00:06:13.000]  再一次去接觸這些居民
[00:06:13.000 --> 00:06:18.000]  最初這個M民村的學校的校長
[00:06:18.000 --> 00:06:21.000]  他最初都是一個M民
[00:06:21.000 --> 00:06:24.000]  但是因為透過我們一直跟他們接觸
[00:06:24.000 --> 00:06:29.000]  大家都有一個美好的關係
[00:06:29.000 --> 00:06:33.000]  其中去到剛才Lilliana牧師的教會裏面
[00:06:33.000 --> 00:06:36.000]  有一件事是我非常深刻的
[00:06:36.000 --> 00:06:40.000]  這個是教會的升降機門
[00:06:40.000 --> 00:06:42.000]  如果大家好眼
[00:06:42.000 --> 00:06:45.000]  就看到他們教會的意象宣言
[00:06:45.000 --> 00:06:48.000]  就是成為宣教的教會
[00:06:48.000 --> 00:06:53.000]  所以當我們接觸到這間教會的時候
[00:06:53.000 --> 00:06:56.000]  很感受到他們很重視宣教
[00:06:56.000 --> 00:06:58.000]  他們有一個禮堂
[00:06:58.000 --> 00:07:01.000]  這個禮堂是一個世界地圖裏面
[00:07:01.000 --> 00:07:03.000]  它就說「Pray for the world」
[00:07:03.000 --> 00:07:05.000]  為這個普世來祈禱
[00:07:05.000 --> 00:07:07.000]  而在這個室裏面每一條柱
[00:07:07.000 --> 00:07:11.000]  其實就是有宣教士的介紹和生平
[00:07:11.000 --> 00:07:15.000]  譬如包括威廉克利、戴德生、宋常哲這些
[00:07:15.000 --> 00:07:17.000]  人物都是在當中
[00:07:17.000 --> 00:07:22.000]  好像對於弟兄姊妹有一個教育的作用
[00:07:22.000 --> 00:07:25.000]  還有他們每週都有祈禱會
[00:07:25.000 --> 00:07:28.000]  很重視這個祈禱會
[00:07:28.000 --> 00:07:36.000]  途中劉牧師介紹我們在香港做印尼工作的情形
[00:07:36.000 --> 00:07:41.000]  我們亦都有機會去到當地一間基督教的學校
[00:07:41.000 --> 00:07:43.000]  Joyful Christian School
[00:07:43.000 --> 00:07:46.000]  在這間學校裏面他們亦都有一個計劃
[00:07:46.000 --> 00:07:50.000]  希望能夠成為一個社區中心
[00:07:50.000 --> 00:07:54.000]  日後慢慢招待社區的人在當中
[00:07:54.000 --> 00:07:58.000]  我最深刻印象就是剛才我們提到
[00:07:58.000 --> 00:08:03.000]  這間Liliana教會的牧者和教會
[00:08:03.000 --> 00:08:04.000]  他們很有異象
[00:08:04.000 --> 00:08:10.000]  他們就是去支持這間基督教學校的營運
[00:08:10.000 --> 00:08:16.000]  以致這間學校專收基督徒或天主教徒
[00:08:16.000 --> 00:08:18.000]  大家又知道印尼這個地方
[00:08:18.000 --> 00:08:22.000]  理論上它是宗教自由
[00:08:22.000 --> 00:08:26.000]  不過你不可以令人去改信其他教
[00:08:26.000 --> 00:08:28.000]  即它是M文的就是M文
[00:08:28.000 --> 00:08:30.000]  你不可以逼它信基督教
[00:08:30.000 --> 00:08:34.000]  但是我們能夠透過這些見證
[00:08:34.000 --> 00:08:39.000]  慢慢將基督的信仰傳遞開去
[00:08:39.000 --> 00:08:41.000]  說到這裏
[00:08:41.000 --> 00:08:45.000]  為甚麼我用「蒙福之旅」呢
[00:08:45.000 --> 00:08:48.000]  就是我自己感受到這真是一個蒙福之旅
[00:08:48.000 --> 00:08:49.000]  雖然短短五天
[00:08:49.000 --> 00:08:53.000]  其實五天裏面真的做事只做了三天
[00:08:53.000 --> 00:08:56.000]  其實頭尾都是坐飛機
[00:08:56.000 --> 00:08:59.000]  但是這次我都很感恩
[00:08:59.000 --> 00:09:04.000]  因為能夠和一班同工去關心宣教士
[00:09:04.000 --> 00:09:08.000]  所以我們都願意神去賜恩
[00:09:08.000 --> 00:09:13.000]  讓教會讓宗教會都能夠對宣教的異象
[00:09:13.000 --> 00:09:15.000]  有一個心智
[00:09:15.000 --> 00:09:18.000]  首先讓我們一起的禱告
[00:09:18.000 --> 00:09:20.000]  慈惠天父我們在農曆新年的裏面
[00:09:20.000 --> 00:09:23.000]  我們去感受到主對我們的大愛
[00:09:23.000 --> 00:09:25.000]  但是我們不要停留
[00:09:25.000 --> 00:09:28.000]  讓我們只是知道神賜福我們
[00:09:28.000 --> 00:09:31.000]  我們更加知道神賜福我們有一個心願
[00:09:31.000 --> 00:09:35.000]  就是我們要將這個福氣向萬民來傳開
[00:09:35.000 --> 00:09:38.000]  讓萬民都能夠和我們一樣去認識主
[00:09:38.000 --> 00:09:40.000]  得著這一份的救恩
[00:09:40.000 --> 00:09:43.000]  認識主作主的門徒
[00:09:43.000 --> 00:09:46.000]  所以感謝主求主你繼續透過亞伯蘭
[00:09:46.000 --> 00:09:49.000]  它怎樣蒙照這個信息
[00:09:49.000 --> 00:09:51.000]  成為我們眾弟兄姊妹的激勵
[00:09:51.000 --> 00:09:53.000]  我們這樣在你面前祈禱感恩
[00:09:53.000 --> 00:09:56.000]  奉主名求
[00:09:56.000 --> 00:10:01.000]  我們知道每一個人都有自己熟悉的環境和習慣
[00:10:01.000 --> 00:10:03.000]  但是當神的呼召臨到的時候
[00:10:03.000 --> 00:10:06.000]  我們就接受了一個挑戰
[00:10:06.000 --> 00:10:10.000]  就是我們是否願意打破自己一個安書區
[00:10:10.000 --> 00:10:11.000]  信服祂的引導
[00:10:11.000 --> 00:10:14.000]  所以今天我們從亞伯蘭的經歷
[00:10:14.000 --> 00:10:18.000]  我們學習怎樣踏上這條蒙福之旅
[00:10:18.000 --> 00:10:21.000]  今天的經文大家都知道只有三節
[00:10:21.000 --> 00:10:23.000]  所以講完三節
[00:10:23.000 --> 00:10:24.000]  今天的信息就完了
[00:10:24.000 --> 00:10:26.000]  是不是真的很簡單呢
[00:10:26.000 --> 00:10:29.000]  我們第一句十二章一節
[00:10:29.000 --> 00:10:32.000]  你要離開本地本族附加
[00:10:32.000 --> 00:10:35.000]  往我所要指示你的地去
[00:10:35.000 --> 00:10:40.000]  亞伯蘭祂所處的環境是熟悉的、是安定的
[00:10:40.000 --> 00:10:44.000]  但是神對祂的呼召是卻要祂離開祂安書區
[00:10:44.000 --> 00:10:46.000]  進入一個未知之地
[00:10:46.000 --> 00:10:49.000]  這個是祂信仰的第一步
[00:10:49.000 --> 00:10:51.000]  就是信靠神的計劃
[00:10:51.000 --> 00:10:56.000]  而不是單單依靠自己的經驗和安全感
[00:10:56.000 --> 00:10:59.000]  在我去探訪一間教會的時候
[00:10:59.000 --> 00:11:01.000]  就看到祂有一幅壁畫
[00:11:01.000 --> 00:11:05.000]  祂講到做偉大的事情
[00:11:05.000 --> 00:11:07.000]  我們永遠都不可以
[00:11:07.000 --> 00:11:12.000]  如果我們停留在我們的安書區裏面的時候
[00:11:12.000 --> 00:11:17.000]  我們永遠不能夠為神去成就大事
[00:11:17.000 --> 00:11:20.000]  我們首先了解一下
[00:11:20.000 --> 00:11:25.000]  創世紀十二章對於整個聖經鋪排的意義
[00:11:25.000 --> 00:11:28.000]  大家知道創世紀一到十一章
[00:11:28.000 --> 00:11:31.000]  我們就叫做上古時代的歷史
[00:11:31.000 --> 00:11:32.000]  是很難約會的
[00:11:32.000 --> 00:11:36.000]  就是說我們沒有一個年份大概是何時
[00:11:36.000 --> 00:11:38.000]  直到去亞伯蘭
[00:11:38.000 --> 00:11:41.000]  祂從吾爾去到應許之地
[00:11:41.000 --> 00:11:42.000]  這個時候
[00:11:42.000 --> 00:11:45.000]  聖經才開始可以約會
[00:11:45.000 --> 00:11:49.000]  約會就是定了一個日子大概是何時
[00:11:49.000 --> 00:11:52.000]  我們亦都去留意
[00:11:52.000 --> 00:11:55.000]  第一章就是講到神喪造天地
[00:11:55.000 --> 00:11:57.000]  第三章就是講到人類犯罪墮落
[00:11:57.000 --> 00:12:02.000]  第六章就是講到
[00:12:02.000 --> 00:12:05.000]  因為人思想盡都示惡
[00:12:05.000 --> 00:12:07.000]  所以神用洪水來毀滅這個世界
[00:12:07.000 --> 00:12:09.000]  去到第十一章
[00:12:09.000 --> 00:12:12.000]  因為當時的人罪在一處
[00:12:12.000 --> 00:12:15.000]  人就要建一座巴別塔
[00:12:15.000 --> 00:12:17.000]  去顯揚自己的名聲
[00:12:17.000 --> 00:12:19.000]  誰知神從上天望下去的時候
[00:12:19.000 --> 00:12:22.000]  就知道他們在做的事情
[00:12:22.000 --> 00:12:28.000]  人類何時可以去到神那裡
[00:12:28.000 --> 00:12:31.000]  所以神就用了一個辦法
[00:12:31.000 --> 00:12:33.000]  就是要將他們分散全地
[00:12:33.000 --> 00:12:35.000]  就是要將他們的口音變亂
[00:12:35.000 --> 00:12:37.000]  所以他們彼此不能溝通
[00:12:37.000 --> 00:12:40.000]  所以其實今天為什麼有這麼多宣教
[00:12:40.000 --> 00:12:42.000]  就是因為有不同的語言
[00:12:42.000 --> 00:12:44.000]  人分散到不同的文化
[00:12:44.000 --> 00:12:48.000]  所以我們要回復神這個指紋
[00:12:48.000 --> 00:12:50.000]  所以我們需要宣教
[00:12:50.000 --> 00:12:53.000]  讓他們都同樣去認識這個福音
[00:12:53.000 --> 00:12:55.000]  所以第一件事
[00:12:55.000 --> 00:12:59.000]  神就要亞伯蘭離開本地本族附加
[00:12:59.000 --> 00:13:01.000]  往我所要指示的地區
[00:13:01.000 --> 00:13:04.000]  首先我們看看這個地圖
[00:13:04.000 --> 00:13:07.000]  這個地圖就叫做兩河流域的地圖
[00:13:07.000 --> 00:13:09.000]  如果你讀舊約的時候
[00:13:09.000 --> 00:13:12.000]  通常都會很習慣這個地圖
[00:13:12.000 --> 00:13:14.000]  首先我們要看到
[00:13:14.000 --> 00:13:19.000]  原來亞伯蘭最初就在吾爾居住
[00:13:19.000 --> 00:13:23.000]  這個地方可能是當時世界一個大城
[00:13:23.000 --> 00:13:25.000]  大概是幾時呢
[00:13:25.000 --> 00:13:29.000]  原來就是中國歷史的下朝
[00:13:29.000 --> 00:13:31.000]  下朝的初年
[00:13:31.000 --> 00:13:35.000]  下朝就是都應該是順史時代
[00:13:35.000 --> 00:13:38.000]  早到為這樣的情況
[00:13:38.000 --> 00:13:40.000]  當時有人考據說
[00:13:40.000 --> 00:13:42.000]  這個地方人口大概六萬
[00:13:42.000 --> 00:13:43.000]  文明發達
[00:13:43.000 --> 00:13:45.000]  還有它有一個特色
[00:13:45.000 --> 00:13:49.000]  它就是去拜月亮神
[00:13:49.000 --> 00:13:51.000]  也有人考據說
[00:13:51.000 --> 00:13:56.000]  這個地方是對外貿易的一個重鎮
[00:13:56.000 --> 00:13:59.000]  而且它裏面有一個龐大的圖書館
[00:13:59.000 --> 00:14:02.000]  亞伯蘭在吾爾長大
[00:14:02.000 --> 00:14:04.000]  相信它都受到良好的教育
[00:14:04.000 --> 00:14:06.000]  不過吾爾這個地方
[00:14:06.000 --> 00:14:09.000]  是一個宗教混雜的地方
[00:14:09.000 --> 00:14:11.000]  所以我們就發現
[00:14:11.000 --> 00:14:15.000]  神就初次去呼召亞伯蘭
[00:14:15.000 --> 00:14:18.000]  就要離開這個吾爾的地方
[00:14:18.000 --> 00:14:22.000]  就在這個約書阿記裏面是這樣說的
[00:14:22.000 --> 00:14:25.000]  它說耶和華以色列的神是這樣說
[00:14:25.000 --> 00:14:27.000]  它說古時你們的列祖
[00:14:27.000 --> 00:14:31.000]  就是阿伯拉罕和拿赫的父親他拉
[00:14:31.000 --> 00:14:33.000]  住在大河那一邊
[00:14:33.000 --> 00:14:35.000]  大河那一邊就是說吾爾那一邊
[00:14:35.000 --> 00:14:38.000]  就是從你們的祖宗阿伯拉罕
[00:14:38.000 --> 00:14:40.000]  從大河那邊帶來
[00:14:40.000 --> 00:14:42.000]  令他走遍迦南全地
[00:14:42.000 --> 00:14:44.000]  那你大概留意
[00:14:44.000 --> 00:14:46.000]  就是從吾爾
[00:14:46.000 --> 00:14:50.000]  他一路神就呼召他
[00:14:50.000 --> 00:14:56.000]  就一路走了大概一千公里
[00:14:56.000 --> 00:14:58.000]  就去到哈蘭這個地方
[00:14:58.000 --> 00:15:01.000]  這個是《使徒行傳》的記載
[00:15:01.000 --> 00:15:03.000]  它說當日我們的祖宗阿伯拉罕
[00:15:03.000 --> 00:15:05.000]  在米索波大米
[00:15:05.000 --> 00:15:07.000]  還未住哈蘭的時候
[00:15:07.000 --> 00:15:10.000]  榮耀的神就向他顯現對他說
[00:15:10.000 --> 00:15:12.000]  你要離開本地和親族
[00:15:12.000 --> 00:15:14.000]  和我要指示你的地方去
[00:15:14.000 --> 00:15:18.000]  他就離開迦勒底人之地住在哈蘭
[00:15:18.000 --> 00:15:20.000]  如果你心水清的話
[00:15:20.000 --> 00:15:24.000]  你會知道神呼召阿伯拉罕不是一次的
[00:15:24.000 --> 00:15:27.000]  第一次他就在吾爾那裡呼召
[00:15:27.000 --> 00:15:31.000]  第二次在哈蘭這個地方去呼召他
[00:15:31.000 --> 00:15:33.000]  所以去到《創世記》
[00:15:33.000 --> 00:15:36.000]  11章32節和12章這裏
[00:15:36.000 --> 00:15:38.000]  就是講到當時他的父親
[00:15:38.000 --> 00:15:41.000]  哈拉就在哈蘭死了
[00:15:41.000 --> 00:15:43.000]  耶和華就對阿伯拉罕說
[00:15:43.000 --> 00:15:46.000]  你要離開本地、本族、父家
[00:15:46.000 --> 00:15:48.000]  和我要指示你的地方去
[00:15:48.000 --> 00:15:51.000]  當時阿伯拉罕就照著耶和華的吩咐去
[00:15:51.000 --> 00:15:54.000]  當時他的侄羅德都跟他一起去
[00:15:54.000 --> 00:15:56.000]  而阿伯拉罕出哈蘭的時候
[00:15:56.000 --> 00:15:59.000]  他是七十五歲
[00:15:59.000 --> 00:16:03.000]  我們再看
[00:16:03.000 --> 00:16:07.000]  在希伯來書11章8節裏面說
[00:16:07.000 --> 00:16:09.000]  阿伯拉罕因著信
[00:16:09.000 --> 00:16:12.000]  蒙召的時候就遵命出去
[00:16:12.000 --> 00:16:16.000]  往將來要得為業的地方去
[00:16:16.000 --> 00:16:19.000]  出去的時候他還不知道去哪裏
[00:16:19.000 --> 00:16:21.000]  其實他是知道去迦南的
[00:16:21.000 --> 00:16:25.000]  不過他不知道去迦南的哪一個地方
[00:16:25.000 --> 00:16:28.000]  他繼續去迦南這個地方
[00:16:28.000 --> 00:16:32.000]  大概都有七百公里
[00:16:32.000 --> 00:16:35.000]  都相當遠的地方
[00:16:35.000 --> 00:16:38.000]  大概我們去看這個地圖的時候
[00:16:38.000 --> 00:16:41.000]  我們就知道原來阿伯拉罕
[00:16:41.000 --> 00:16:44.000]  他不是一次受神的呼召
[00:16:44.000 --> 00:16:48.000]  他是最少有兩次受神的呼召
[00:16:48.000 --> 00:16:51.000]  他要離開他一個按書區
[00:16:51.000 --> 00:16:53.000]  因為無論是吾爾
[00:16:53.000 --> 00:16:55.000]  或者哈蘭對阿伯拉罕來說
[00:16:55.000 --> 00:16:57.000]  都只是一個過渡時期
[00:16:57.000 --> 00:17:00.000]  神給予我們過渡時期
[00:17:00.000 --> 00:17:03.000]  以及等候的時期使我們依靠他
[00:17:03.000 --> 00:17:07.000]  信賴他所安排的時間
[00:17:07.000 --> 00:17:10.000]  我不知道今天我們又是否一樣
[00:17:10.000 --> 00:17:13.000]  其實神在我們的生命裏面
[00:17:13.000 --> 00:17:17.000]  不斷要挑戰我們回應神的呼召
[00:17:17.000 --> 00:17:20.000]  每一個人都有神的呼召
[00:17:20.000 --> 00:17:22.000]  每一個人都在不同的地方
[00:17:22.000 --> 00:17:24.000]  要去見證神
[00:17:24.000 --> 00:17:28.000]  但是我們今天普遍瀰漫著一個氣氛
[00:17:28.000 --> 00:17:30.000]  就是我們說世界這麼差
[00:17:30.000 --> 00:17:32.000]  環境這麼不好
[00:17:32.000 --> 00:17:35.000]  我們最安全的做法就是
[00:17:35.000 --> 00:17:36.000]  我們躺平
[00:17:36.000 --> 00:17:38.000]  我們什麼都不管
[00:17:38.000 --> 00:17:41.000]  我們好像年青人
[00:17:41.000 --> 00:17:42.000]  或者在中國大陸裏面
[00:17:42.000 --> 00:17:44.000]  經常說躺平一族
[00:17:44.000 --> 00:17:46.000]  或者是內捲法
[00:17:46.000 --> 00:17:49.000]  意思就是說我們做這些東西
[00:17:49.000 --> 00:17:51.000]  都是沒有作用的
[00:17:51.000 --> 00:17:53.000]  有很多人都會在中國大陸裏面
[00:17:53.000 --> 00:17:56.000]  那些年青人在網吧裏面
[00:17:56.000 --> 00:17:59.000]  一天到晚都在網吧裏面
[00:17:59.000 --> 00:18:00.000]  所以你留意
[00:18:00.000 --> 00:18:02.000]  在中國裏面有一件事很厲害的
[00:18:02.000 --> 00:18:04.000]  就叫做水軍
[00:18:04.000 --> 00:18:06.000]  就是他們在網絡上面
[00:18:06.000 --> 00:18:09.000]  是可以帶這個輿論和風向
[00:18:09.000 --> 00:18:11.000]  就透過這些水軍
[00:18:11.000 --> 00:18:14.000]  在網上裏面很多的言論
[00:18:14.000 --> 00:18:16.000]  也都開很多的帳戶
[00:18:16.000 --> 00:18:19.000]  所以這個都是那些年青人的出路
[00:18:19.000 --> 00:18:23.000]  他們年青人透過做這件事
[00:18:23.000 --> 00:18:25.000]  他們就消磨在網吧一天
[00:18:25.000 --> 00:18:28.000]  可能一天他們只是吃過杯麵
[00:18:28.000 --> 00:18:30.000]  所以他一天就真的
[00:18:30.000 --> 00:18:32.000]  花10元人民幣就可以了
[00:18:32.000 --> 00:18:36.000]  這種生活其實就是一種
[00:18:36.000 --> 00:18:38.000]  所謂躺平的生活
[00:18:38.000 --> 00:18:40.000]  另一種安舒區
[00:18:40.000 --> 00:18:43.000]  可能對我們年紀大一點的人來說
[00:18:43.000 --> 00:18:47.000]  我相信代溝有時都是一個安舒區
[00:18:47.000 --> 00:18:48.000]  如果你留意
[00:18:48.000 --> 00:18:50.000]  以往我們說代溝
[00:18:50.000 --> 00:18:52.000]  可能說二三十年
[00:18:52.000 --> 00:18:54.000]  父母和子女
[00:18:54.000 --> 00:18:55.000]  但是今天說代溝
[00:18:55.000 --> 00:18:57.000]  可能是十年的時間
[00:18:57.000 --> 00:18:59.000]  就是說我們比年輕十年的人
[00:18:59.000 --> 00:19:02.000]  我們都發覺我們的溝通
[00:19:02.000 --> 00:19:04.000]  都已經是出現困難的了
[00:19:04.000 --> 00:19:06.000]  就是我們都未必能夠明白
[00:19:06.000 --> 00:19:08.000]  年青一代的心態
[00:19:08.000 --> 00:19:11.000]  但是我相信我們上一代
[00:19:11.000 --> 00:19:13.000]  我們都要走出我們的安舒區
[00:19:13.000 --> 00:19:16.000]  嘗試去明白下一代的想法
[00:19:16.000 --> 00:19:20.000]  而不是只是一味的去指責下一代
[00:19:20.000 --> 00:19:22.000]  其實我們永遠都有一個說法的
[00:19:22.000 --> 00:19:24.000]  一代不如一代
[00:19:24.000 --> 00:19:26.000]  但是其實是不是真的呢
[00:19:26.000 --> 00:19:28.000]  是不是真的一代不如一代呢
[00:19:28.000 --> 00:19:32.000]  或者會不會是一代不同於一代呢
[00:19:32.000 --> 00:19:35.000]  今天我們是一個所謂AI的時代
[00:19:35.000 --> 00:19:37.000]  我都說過很多次
[00:19:37.000 --> 00:19:38.000]  就是幾次
[00:19:38.000 --> 00:19:40.000]  現在我們都發現
[00:19:40.000 --> 00:19:43.000]  AI是一個很熱門的話題
[00:19:43.000 --> 00:19:46.000]  甚至可能真的會威脅到
[00:19:46.000 --> 00:19:48.000]  影響我們的生活
[00:19:48.000 --> 00:19:50.000]  但是既然是這樣的時候
[00:19:50.000 --> 00:19:53.000]  我們怎樣去回應這個世界的變化呢
