
[00:00:00.000 --> 00:00:02.400]  上星期我們的童宮講到的時候
[00:02:58.900 --> 00:02:59.900]  很明顯
[00:02:59.900 --> 00:03:02.500]  表面上他們是對這班門徒
[00:03:02.500 --> 00:03:04.300]  一個一個的投訴
[00:03:04.300 --> 00:03:06.800]  這班門徒吃飯之前不洗手
[00:03:06.800 --> 00:03:08.900]  就等於如果有人走來那裡
[00:03:08.900 --> 00:03:10.000]  他說:何牧師!何牧師!
[00:03:10.000 --> 00:03:11.300]  你知不知道同福弟兄姊妹
[00:03:11.300 --> 00:03:14.100]  一離開教會就變成另一個樣子
[00:03:14.100 --> 00:03:16.400]  他說:不是說我
[00:03:16.400 --> 00:03:17.800]  是說同福弟兄姊妹
[00:03:17.800 --> 00:03:19.700]  其實他背後在說誰?
[00:03:19.700 --> 00:03:20.800]  他說:耶穌!
[00:03:20.800 --> 00:03:21.700]  他說:耶穌!
[00:03:21.700 --> 00:03:25.000]  你應該好好地去教導這班門徒
[00:03:25.000 --> 00:03:28.600]  吃飯之前要洗手
[00:03:28.600 --> 00:03:29.600]  同福弟兄姊妹
[00:03:29.600 --> 00:03:32.900]  馬可說到第二節的時候
[00:03:32.900 --> 00:03:34.100]  他忽然之間
[00:03:34.100 --> 00:03:37.500]  就加多了第三節、第四節
[00:03:37.500 --> 00:03:38.400]  一會兒我會解釋
[00:03:38.400 --> 00:03:39.900]  為什麼我說他加多
[00:03:39.900 --> 00:03:42.100]  就是因為第三節、第四節
[00:03:42.100 --> 00:03:45.300]  在我們的中文聖經翻譯是括著的
[00:03:45.300 --> 00:03:46.500]  有個括號括著
[00:03:46.500 --> 00:03:47.900]  就是說這兩節聖經
[00:03:47.900 --> 00:03:51.100]  其實是作者自己加上去
[00:03:51.100 --> 00:03:52.900]  為什麼他要加上去呢?
[00:03:52.900 --> 00:03:56.700]  他說:原來猶太人和法利初人
[00:03:56.700 --> 00:04:01.500]  他們一直都屈守一些古人的遺傳
[00:04:01.500 --> 00:04:02.900]  即是古人的遺傳
[00:04:02.900 --> 00:04:06.600]  然後他們歷代都在遵守
[00:04:06.600 --> 00:04:09.500]  這些古代的古人的遺傳
[00:04:09.500 --> 00:04:11.000]  包括什麼呢?
[00:04:11.000 --> 00:04:12.700]  包括吃飯之前洗手
[00:04:12.700 --> 00:04:15.500]  包括他們不單止吃飯之前洗手
[00:04:15.500 --> 00:04:17.800]  原來去完街市買完菜回家
[00:04:17.800 --> 00:04:19.300]  吃飯之前都要洗澡
[00:04:19.300 --> 00:04:21.100]  包括他們怎樣洗杯
[00:04:21.100 --> 00:04:22.000]  怎樣洗罐
[00:04:22.000 --> 00:04:23.600]  怎樣洗銅器
[00:04:23.600 --> 00:04:26.200]  都有很多的習慣
[00:04:26.200 --> 00:04:27.900]  很多的要求
[00:04:27.900 --> 00:04:32.500]  馬可就特意加多了兩節聖經在當中
[00:04:32.500 --> 00:04:33.600]  其實原因是
[00:04:33.600 --> 00:04:34.700]  很多賈經家就說
[00:04:34.700 --> 00:04:37.500]  原因就是他讓我們後人去看
[00:04:37.500 --> 00:04:39.100]  馬可福音的時候
[00:04:39.100 --> 00:04:42.500]  就知道原來猶太人和法利初人
[00:04:42.500 --> 00:04:45.600]  那種嚴謹程度
[00:04:45.600 --> 00:04:47.900]  不只是吃飯之前洗手那麼簡單
[00:04:47.900 --> 00:04:52.400]  還有其他很多古人的遺傳
[00:04:52.400 --> 00:04:54.800]  這個就是一個背景
[00:04:54.800 --> 00:04:56.800]  他們要挑戰耶穌
[00:04:56.800 --> 00:05:01.100]  為什麼你們這些門徒吃飯之前不洗手
[00:05:01.100 --> 00:05:02.900]  而耶穌很得意
[00:05:02.900 --> 00:05:05.700]  耶穌去回應他們的問題的時候
[00:05:05.700 --> 00:05:07.600]  當我自己去思考的時候
[00:05:07.600 --> 00:05:09.100]  我就發覺原來
[00:05:09.100 --> 00:05:12.600]  今天我們很多時候去看一個問題
[00:05:12.600 --> 00:05:16.900]  究竟傳統是不是真理
[00:05:16.900 --> 00:05:20.800]  究竟古人的遺傳是不是律法
[00:05:20.800 --> 00:05:23.400]  是不是耶穌的心意
[00:05:23.400 --> 00:05:26.600]  所以耶穌當他回應這班人的時候
[00:05:26.600 --> 00:05:27.900]  他很有意思
[00:05:27.900 --> 00:05:29.400]  耶穌很有意思
[00:05:29.400 --> 00:05:30.300]  他的意思就是說
[00:05:30.300 --> 00:05:34.100]  我要帶這班文士和法利初人
[00:05:34.100 --> 00:05:39.800]  真正明白什麼叫做真正的真理
[00:05:39.800 --> 00:05:42.100]  當然你說文士法利初人
[00:05:42.100 --> 00:05:43.100]  不關我的事
[00:05:43.100 --> 00:05:44.600]  因為今天我們不是文士
[00:05:44.600 --> 00:05:45.700]  我們不是法利初人
[00:05:45.700 --> 00:05:47.600]  誰敢認自己是法利初人
[00:05:47.600 --> 00:05:48.500]  我們說不是的
[00:05:48.500 --> 00:05:51.400]  法利初人經常被耶穌罵
[00:05:51.400 --> 00:05:52.800]  假冒為善
[00:05:52.800 --> 00:05:54.600]  當然我們不是法利初人
[00:05:54.600 --> 00:05:55.700]  但是很有趣
[00:05:55.700 --> 00:05:58.000]  去到第十四節
[00:05:58.000 --> 00:05:59.800]  耶穌忽然間說了一句話
[00:05:59.800 --> 00:06:01.700]  他叫眾人來
[00:06:01.700 --> 00:06:02.700]  叫過來
[00:06:02.700 --> 00:06:06.500]  接著藉著眾人來到他身邊
[00:06:06.500 --> 00:06:09.200]  就教導眾人
[00:06:09.200 --> 00:06:10.400]  他教導眾人做什麼呢
[00:06:10.400 --> 00:06:11.600]  他教導眾人說
[00:06:11.600 --> 00:06:16.200]  從口進去的就不會污衊人
[00:06:16.200 --> 00:06:19.700]  從口出來的就會污衊人
[00:06:19.700 --> 00:06:21.600]  接著耶穌就回家了
[00:06:21.600 --> 00:06:22.600]  那班門徒回家了
[00:06:22.600 --> 00:06:23.900]  那班門徒望著耶穌
[00:06:23.900 --> 00:06:24.700]  耶穌說
[00:06:24.700 --> 00:06:27.400]  剛才你和那班眾人說了什麼
[00:06:27.400 --> 00:06:28.500]  什麼進去是污衊
[00:06:28.500 --> 00:06:29.800]  不污衊出來是污衊
[00:06:29.800 --> 00:06:31.000]  究竟說了什麼
[00:06:31.000 --> 00:06:35.800]  原來那班門徒跟了耶穌一段時間
[00:06:35.800 --> 00:06:37.300]  都不知道耶穌說了什麼
[00:06:37.300 --> 00:06:38.500]  大家明白我的意思嗎
[00:06:38.500 --> 00:06:39.800]  都不明白耶穌說了什麼
[00:06:39.800 --> 00:06:41.800]  所以今天你們聽不明白我講道
[00:06:41.800 --> 00:06:43.200]  是自然的
[00:06:43.200 --> 00:06:45.600]  是無所謂的
[00:06:45.600 --> 00:06:47.700]  而那班門徒都不知道耶穌說了什麼
[00:06:47.700 --> 00:06:48.600]  就回家了
[00:06:48.600 --> 00:06:49.200]  耶穌說
[00:06:49.200 --> 00:06:52.100]  究竟剛才說出了什麼
[00:06:52.100 --> 00:06:53.300]  這個是背景
[00:06:53.300 --> 00:06:54.300]  這個背景就是說
[00:06:54.300 --> 00:06:57.000]  今天耶穌所說的話
[00:06:57.000 --> 00:07:00.500]  並不是單單和民事和法利初人說
[00:07:00.500 --> 00:07:04.200]  耶穌藉著民事和法利初人對祂的挑戰
[00:07:04.200 --> 00:07:05.400]  祂乘機
[00:07:05.400 --> 00:07:06.800]  一個機會教育
[00:07:06.800 --> 00:07:08.700]  是和眾人說
[00:07:08.700 --> 00:07:10.800]  究竟什麼叫傳統
[00:07:10.800 --> 00:07:12.900]  什麼叫真理
[00:07:12.900 --> 00:07:15.000]  祂鋪排
[00:07:15.000 --> 00:07:15.500]  鋪排
[00:07:15.500 --> 00:07:17.600]  從第五節開始的鋪排
[00:07:17.600 --> 00:07:19.100]  耶穌很有智慧
[00:07:19.100 --> 00:07:20.100]  當我們思考
[00:07:20.100 --> 00:07:23.100]  從第五節一直到二十三節的時候
[00:07:23.100 --> 00:07:24.900]  會發現耶穌的鋪排
[00:07:24.900 --> 00:07:26.200]  一步一步
[00:07:26.200 --> 00:07:28.000]  比電視劇還要好看
[00:07:28.000 --> 00:07:29.500]  就是那種進心
[00:07:29.500 --> 00:07:33.300]  祂是希望讓我們盡心地明白
[00:07:33.300 --> 00:07:36.600]  什麼叫真正的真理
[00:07:36.600 --> 00:07:37.600]  第一部分
[00:07:37.600 --> 00:07:40.800]  第一件事就是在說口傳
[00:07:40.800 --> 00:07:42.300]  什麼叫口傳呢
[00:07:42.300 --> 00:07:44.000]  如果看回第五節
[00:07:44.000 --> 00:07:44.700]  很有趣的
[00:07:44.700 --> 00:07:45.900]  第五節就說
[00:07:45.900 --> 00:07:48.700]  法利初人和民事問祂說
[00:07:48.700 --> 00:07:52.700]  祢的門徒為什麼不照古人的遺傳
[00:07:52.700 --> 00:07:55.500]  用俗手吃飯呢
[00:07:55.500 --> 00:07:56.600]  很明顯
[00:07:56.600 --> 00:07:57.800]  剛才我說第三節
[00:07:57.800 --> 00:07:58.600]  第四節
[00:07:58.600 --> 00:08:00.600]  是作者自己加進去
[00:08:00.600 --> 00:08:02.100]  因為第二節是說
[00:08:02.100 --> 00:08:03.500]  這班民事法利初人
[00:08:03.500 --> 00:08:04.800]  是挑戰耶穌
[00:08:04.800 --> 00:08:06.900]  這班門徒吃飯之前不用手
[00:08:06.900 --> 00:08:07.900]  所以到第五節
[00:08:07.900 --> 00:08:09.900]  就重拾這個問題
[00:08:09.900 --> 00:08:12.900]  耶穌為什麼這班門徒
[00:08:12.900 --> 00:08:15.600]  在吃飯之前不用手
[00:08:15.600 --> 00:08:18.100]  耶穌的回答就很有趣
[00:08:18.100 --> 00:08:20.900]  祂就用《耳塞書》第29章第13節
[00:08:20.900 --> 00:08:22.000]  祂就回應
[00:08:22.000 --> 00:08:24.800]  今天你們這班假冒為善的人
[00:08:24.800 --> 00:08:29.800]  為什麼他們的口尊敬我 心與離我
[00:08:29.800 --> 00:08:30.800]  弟兄姊妹
[00:08:30.800 --> 00:08:32.300]  第一要解決的
[00:08:32.300 --> 00:08:34.800]  什麼叫古代遺傳
[00:08:34.800 --> 00:08:36.600]  為什麼這班人說
[00:08:36.600 --> 00:08:39.900]  為什麼他們不按古人的遺傳
[00:08:39.900 --> 00:08:43.700]  而這班門徒吃飯之前不用手
[00:08:43.700 --> 00:08:44.700]  所以很明顯
[00:08:44.700 --> 00:08:46.200]  什麼叫古代遺傳呢
[00:08:46.200 --> 00:08:48.700]  原來在猶太人 以色列百姓
[00:08:48.700 --> 00:08:51.100]  當他們在西乃山領受了
[00:08:51.100 --> 00:08:53.800]  摩西 神秘摩西的十誡之後
[00:08:53.800 --> 00:08:55.900]  這班以色列百姓其實是很好的
[00:08:55.900 --> 00:08:58.300]  這班百姓其實是很聽話的
[00:08:58.300 --> 00:09:01.700]  他們很想去守十誡
[00:09:01.700 --> 00:09:05.800]  他們不想犯十誡任何一條誡命的罪
[00:09:05.800 --> 00:09:08.100]  他們很想嚴守法
[00:09:08.100 --> 00:09:10.800]  所以他們就開始去想
[00:09:10.800 --> 00:09:14.100]  究竟怎樣去守十誡
[00:09:14.100 --> 00:09:15.400]  你說他們乖不乖
[00:09:15.400 --> 00:09:16.200]  他們絕對乖
[00:09:16.200 --> 00:09:17.500]  他們真的很想守十誡
[00:09:17.500 --> 00:09:19.900]  但問題是十誡
[00:09:19.900 --> 00:09:22.400]  我們怎樣去詮釋十誡
[00:09:22.400 --> 00:09:26.500]  是帶來怎樣去守十誡的詮釋很重要
[00:09:26.500 --> 00:09:28.200]  換言之十誡
[00:09:28.200 --> 00:09:31.300]  你可以任人怎麼解釋都可以
[00:09:31.300 --> 00:09:32.600]  譬如我經常說
[00:09:32.600 --> 00:09:33.800]  當守安息日
[00:09:33.800 --> 00:09:35.200]  這個也是福音書裡
[00:09:35.200 --> 00:09:38.000]  時時是耶穌和一班法利賽人
[00:09:38.000 --> 00:09:40.600]  很多時候對安息日的解釋
[00:09:40.600 --> 00:09:44.200]  的應用產生很多的對抗
[00:09:44.200 --> 00:09:45.000]  就是安息日
[00:09:45.000 --> 00:09:46.700]  什麼叫做守安息日呢
[00:09:46.700 --> 00:09:47.800]  於是他們就這樣
[00:09:47.800 --> 00:09:50.100]  就說 哦 安息日就不要煮飯
[00:09:50.100 --> 00:09:51.600]  哦 安息日就不要掃地
[00:09:51.600 --> 00:09:53.400]  哦 安息日就不要去
[00:09:53.400 --> 00:09:55.900]  醫生在安息日就不要治好人
[00:09:55.900 --> 00:09:58.000]  醫到他不死
[00:09:58.000 --> 00:10:01.500]  很多其他的規矩出現了
[00:10:01.500 --> 00:10:02.600]  因為他們不知道
[00:10:02.600 --> 00:10:04.500]  怎樣去守安息日
[00:10:04.500 --> 00:10:05.500]  耶和華神就說
[00:10:05.500 --> 00:10:07.300]  當守安息日成為聖日
[00:10:07.300 --> 00:10:08.400]  就是這麼簡單
[00:10:08.400 --> 00:10:09.400]  怎樣去守
[00:10:09.400 --> 00:10:11.300]  於是這班以色列百姓
[00:10:11.300 --> 00:10:13.700]  為著要嚴守十誡
[00:10:13.700 --> 00:10:15.400]  他們不想在十誡那邊
[00:10:15.400 --> 00:10:16.900]  去犯任何的罪
[00:10:16.900 --> 00:10:20.800]  於是就出現了很多口傳的律法
[00:10:20.800 --> 00:10:21.800]  這些口傳律法
[00:10:21.800 --> 00:10:24.700]  就成為了這個十誡的尼巴
[00:10:24.700 --> 00:10:25.800]  很多解經家就說
[00:10:25.800 --> 00:10:27.200]  這個是十誡的尼巴
[00:10:27.200 --> 00:10:27.900]  什麼意思呢
[00:10:27.900 --> 00:10:29.800]  就是包圍著十誡
[00:10:29.800 --> 00:10:32.500]  希望我做了這個尼巴的事
[00:10:32.500 --> 00:10:34.700]  就代表我不會犯十誡
[00:10:34.700 --> 00:10:36.000]  大家明白意思嗎
[00:10:36.000 --> 00:10:38.800]  這個就是古人的遺傳的意思
[00:10:38.800 --> 00:10:40.100]  就是那個尼巴
[00:10:40.100 --> 00:10:42.300]  到了主要第二世紀
[00:10:42.300 --> 00:10:43.300]  有一個以色列人
[00:10:43.300 --> 00:10:45.500]  有一個猶太人就出了一本書
[00:10:45.500 --> 00:10:49.500]  他就嘗試將所有口傳的律法
[00:10:49.500 --> 00:10:54.100]  記下來 總共有六百九十一條
[00:10:54.100 --> 00:10:55.600]  其中一條真的是
[00:10:55.600 --> 00:10:58.100]  真的是吃飯之前要洗手
[00:10:58.100 --> 00:11:00.100]  因為他其中說了一句
[00:11:00.100 --> 00:11:02.100]  他說有一個人叫以諾
[00:11:02.100 --> 00:11:06.200]  這個以諾是被趕出教
[00:11:06.200 --> 00:11:08.500]  為什麼他會被趕出教呢
[00:11:08.500 --> 00:11:12.000]  就因為他懷疑吃飯之前要洗手
[00:11:12.000 --> 00:11:12.900]  大家明白嗎
[00:11:12.900 --> 00:11:13.900]  懷疑而已
[00:11:13.900 --> 00:11:15.500]  他懷疑他吃飯之前要洗手
[00:11:15.500 --> 00:11:17.300]  於是就被趕出教
[00:11:17.300 --> 00:11:18.900]  為什麼要這麼嚴謹呢
[00:11:18.900 --> 00:11:21.100]  中間有一個箍住一句說話
[00:11:21.100 --> 00:11:23.700]  他說因為吃飯之前要洗手
[00:11:23.700 --> 00:11:27.500]  就是the tradition of the elders concerning
[00:11:27.500 --> 00:11:29.100]  就是說我們的前人
[00:11:29.100 --> 00:11:31.900]  一些長老關心的東西
[00:11:31.900 --> 00:11:33.500]  他說你關心這些東西
[00:11:33.500 --> 00:11:34.900]  你說懷疑
[00:11:34.900 --> 00:11:35.700]  馬上趕你走
[00:11:35.700 --> 00:11:36.500]  就是這樣
[00:11:36.500 --> 00:11:38.500]  換言之吃飯之前洗手
[00:11:38.500 --> 00:11:41.700]  是很重要的其中一條口傳的律法
[00:11:41.700 --> 00:11:45.000]  當然他們吃飯之前洗手的原因
[00:11:45.000 --> 00:11:47.200]  絕對不是今天我們吃飯之前洗手
[00:11:47.200 --> 00:11:49.000]  我們吃飯之前洗不洗手
[00:11:49.000 --> 00:11:50.400]  洗
[00:11:50.400 --> 00:11:52.500]  剛才吃飯之前有沒有洗手
[00:11:52.500 --> 00:11:53.100]  當然沒有
[00:11:53.100 --> 00:11:54.200]  哪有水手 哪有洗手
[00:11:54.200 --> 00:11:57.100]  但我有這些東西
[00:11:57.100 --> 00:11:58.200]  我現在吃飯之前
[00:11:58.200 --> 00:12:01.200]  整天帶著這東西出去
[00:12:01.200 --> 00:12:02.500]  我們洗手很乾淨
[00:12:02.500 --> 00:12:06.900]  我們是很仔細洗手
[00:12:06.900 --> 00:12:07.700]  很多動作
[00:12:07.700 --> 00:12:09.600]  一整分鐘
[00:12:09.600 --> 00:12:11.300]  我們吃飯之前洗手做什麼
[00:12:11.300 --> 00:12:14.400]  因為手髒
[00:12:14.400 --> 00:12:16.300]  因為病從口入
[00:12:16.300 --> 00:12:17.300]  怕吃
[00:12:17.300 --> 00:12:18.200]  我們不要張開眼睛
[00:12:18.200 --> 00:12:19.800]  張開眼睛洗一洗
[00:12:19.800 --> 00:12:22.900]  我們是一個很乾淨的原因
[00:12:22.900 --> 00:12:24.600]  但猶太人以色發性
[00:12:24.600 --> 00:12:25.700]  他們不是
[00:12:25.700 --> 00:12:26.900]  他們是一個文化
[00:12:26.900 --> 00:12:27.800]  是一個傳統
[00:12:27.800 --> 00:12:28.400]  為什麼
[00:12:28.400 --> 00:12:29.500]  就因為他說
[00:12:29.500 --> 00:12:32.700]  我們要成為一個分別為食的人
[00:12:32.700 --> 00:12:35.600]  我要和其他外邦人有不同
[00:12:35.600 --> 00:12:37.900]  所以我要吃飯之前洗手
[00:12:37.900 --> 00:12:39.600]  所以我去到市集
[00:12:39.600 --> 00:12:40.500]  回到家
[00:12:40.500 --> 00:12:41.900]  我要先洗澡
[00:12:41.900 --> 00:12:42.900]  然後才吃飯
[00:12:42.900 --> 00:12:44.000]  我要怎樣洗杯
[00:12:44.000 --> 00:12:44.900]  怎樣洗罐
[00:12:44.900 --> 00:12:46.200]  怎樣洗銅器
[00:12:46.200 --> 00:12:50.000]  完全都有所有的規矩
[00:12:50.000 --> 00:12:51.300]  這個是傳統
[00:12:51.300 --> 00:12:55.300]  這個是口傳的一些律法
[00:12:55.300 --> 00:12:58.100]  所以耶穌就提醒他們
[00:12:58.100 --> 00:13:01.100]  為什麼他們將口傳的律法
[00:13:01.100 --> 00:13:04.700]  是等同真正的誡命
[00:13:04.700 --> 00:13:09.000]  或者等同上帝所頒布的十誡
[00:13:09.000 --> 00:13:10.300]  剛才節目裡說
[00:13:10.300 --> 00:13:12.900]  我們今天教會有沒有一些傳統
[00:13:12.900 --> 00:13:14.600]  其實同福的開始
[00:13:14.600 --> 00:13:16.200]  是反傳統的
[00:13:16.200 --> 00:13:17.700]  同福的開始真的是反傳統
[00:13:17.700 --> 00:13:19.500]  因為25年前的教會
[00:13:19.500 --> 00:13:21.000]  我自己以前的教會
[00:13:21.000 --> 00:13:23.100]  我開同福之前的教會
[00:13:23.100 --> 00:13:25.900]  我們的崇拜絕對不是這樣的形式
[00:13:25.900 --> 00:13:26.800]  傳統的崇拜
[00:13:26.800 --> 00:13:28.100]  有主席
[00:13:28.100 --> 00:13:29.200]  有個主席上台
[00:13:29.200 --> 00:13:30.500]  然後宣召
[00:13:30.500 --> 00:13:31.700]  嘩 很嚴謹
[00:13:31.700 --> 00:13:32.900]  宣召
[00:13:32.900 --> 00:13:33.900]  然後讀經
[00:13:33.900 --> 00:13:34.900]  然後祈禱
[00:13:34.900 --> 00:13:35.800]  然後唱詩
[00:13:35.800 --> 00:13:38.600]  然後請人上來報告
[00:13:38.600 --> 00:13:39.400]  報告完之後
[00:13:39.400 --> 00:13:41.100]  然後就請講員上來
[00:13:41.100 --> 00:13:42.000]  來到講道
[00:13:42.000 --> 00:13:44.100]  所以經常見到人想出一個鑊
[00:13:44.100 --> 00:13:45.300]  很多人想出一個鑊
[00:13:45.300 --> 00:13:46.500]  很多人走來走去走入的
[00:13:46.500 --> 00:13:48.000]  在這個台上面
[00:13:48.000 --> 00:13:49.200]  我們反傳統
[00:13:49.200 --> 00:13:51.000]  我們說 唉 這麼麻煩
[00:13:51.000 --> 00:13:53.400]  因為你知道主席帶他唱歌
[00:13:53.400 --> 00:13:55.500]  有時候主席唱歌不懂得唱
[00:13:55.500 --> 00:13:56.200]  你知道
[00:13:56.200 --> 00:13:58.800]  嘩 明明你唱敬拜神
[00:13:58.800 --> 00:14:01.200]  半天走音
[00:14:01.200 --> 00:14:02.600]  而且以前的詩歌
[00:14:02.600 --> 00:14:05.900]  有四節 五節很長
[00:14:05.900 --> 00:14:07.300]  大家記不記得
[00:14:07.300 --> 00:14:08.000]  大家不要誤會
[00:14:08.000 --> 00:14:09.400]  我不是否定別人的敬拜
[00:14:09.400 --> 00:14:10.300]  我不是這個意思
[00:14:10.300 --> 00:14:11.800]  就是說我當時覺得
[00:14:11.800 --> 00:14:13.700]  嘩 這些詩歌
[00:14:13.700 --> 00:14:15.200]  一唱唱四節
[00:14:15.200 --> 00:14:16.400]  整個神學
[00:14:16.400 --> 00:14:17.300]  在整首詩歌那邊
[00:14:17.300 --> 00:14:18.200]  嘩 很厲害
[00:14:18.200 --> 00:14:19.900]  以前的作詩真的很厲害
[00:14:19.900 --> 00:14:21.200]  但是有時候唱著唱著
[00:14:21.200 --> 00:14:22.300]  突然不懂得唱
[00:14:22.300 --> 00:14:22.800]  為甚麼不懂得唱
[00:14:22.800 --> 00:14:23.800]  因為字不懂得讀
[00:14:23.800 --> 00:14:25.100]  因為字很深
[00:14:25.100 --> 00:14:26.000]  突然靜下來
[00:14:26.000 --> 00:14:27.000]  我媽媽說
[00:14:27.000 --> 00:14:27.600]  不行
[00:14:27.600 --> 00:14:28.600]  於是我們反傳統
[00:14:28.600 --> 00:14:30.200]  我們弄這些
[00:14:30.200 --> 00:14:32.600]  所謂contemporary worship
[00:14:32.600 --> 00:14:34.900]  我們現代化的敬拜
[00:14:34.900 --> 00:14:36.900]  我們反傳統
[00:14:36.900 --> 00:14:38.500]  不過我又很害怕
[00:14:38.500 --> 00:14:40.500]  過了二十五年之後
[00:14:40.500 --> 00:14:43.000]  如果忽然間全世界
[00:14:43.000 --> 00:14:45.000]  又重新興起有主席
[00:14:45.000 --> 00:14:46.000]  又重新興起
[00:14:46.000 --> 00:14:47.200]  現在的傳統教會
[00:14:47.200 --> 00:14:48.300]  有些風琴
[00:14:48.300 --> 00:14:49.000]  你們知道
[00:14:49.000 --> 00:14:49.900]  所有教會那邊
[00:14:49.900 --> 00:14:51.700]  一定有風琴
