
[00:00:00.000 --> 00:00:03.600]  阿里哈 聽過他嘛 OK 他還沒有死的哈
[00:01:41.300 --> 00:01:47.400]  每天在美國 甚至全世界 很多人信耶穌 OK
[00:01:47.400 --> 00:01:53.700]  但是 同時也有很多基督徒呢 是離開教會的
[00:01:53.700 --> 00:01:55.400]  所以好像我剛纔所說的
[00:01:55.400 --> 00:01:57.700]  原來信耶穌好像蠻容易
[00:01:57.700 --> 00:01:59.400]  信嘛 你信就可以了
[00:01:59.400 --> 00:02:01.500]  因信就成義了 對不對
[00:02:01.500 --> 00:02:06.200]  但是信了耶穌以後 要做一個認真的基督徒
[00:02:06.200 --> 00:02:08.500]  是不是就很難 很難
[00:02:08.500 --> 00:02:10.600]  基督徒活在這個世界裏面
[00:02:10.600 --> 00:02:13.200]  就是在美國 好像我剛纔所說的
[00:02:13.200 --> 00:02:18.900]  每一天呢 還是要遭遇到很多的挑戰和攻擊的
[00:02:18.900 --> 00:02:25.200]  那麼在我們去抵擋這些試探 引誘 挑戰 攻擊的時候
[00:02:25.200 --> 00:02:29.600]  很多時候呢 我們會得勝
[00:02:29.600 --> 00:02:34.700]  但是很多時候呢 也會失敗 也會跌倒
[00:02:34.700 --> 00:02:40.200]  特別 如果我們認真地去看看我們自己信仰的生活
[00:02:40.200 --> 00:02:45.600]  每一個基督徒呢 可能都有一兩個死穴 對不對
[00:02:45.600 --> 00:02:49.500]  有些事情很強 你不能夠把我打下來的
[00:02:49.500 --> 00:02:57.500]  但是有一些事情 是貪心也好 是其他的問題也好
[00:02:57.500 --> 00:03:00.500]  都有一兩個死穴 一打進去
[00:03:00.500 --> 00:03:03.400]  好像你就喫不消了 你一定垮下來了
[00:03:03.400 --> 00:03:05.800]  你真的不能夠站起來了
[00:03:05.800 --> 00:03:08.300]  感覺到那些時候 哎呀 爲什麼是耶穌
[00:03:08.300 --> 00:03:11.200]  還會在這些事情上面軟弱跌倒呢
[00:03:11.200 --> 00:03:13.800]  而且是不止一次
[00:03:13.800 --> 00:03:18.400]  給我們的感覺好像是 沒有辦法去得勝
[00:03:18.400 --> 00:03:22.700]  所以呢 這個新講到的系列
[00:03:22.700 --> 00:03:28.300]  我們怎麼樣才能夠不會被KO 擊倒
[00:03:28.300 --> 00:03:33.400]  至終仍然能夠站立在這個蘇林的戰場上面
[00:03:33.400 --> 00:03:38.600]  一個蘇林的增建 我們仍然能夠站得穩
[00:03:38.600 --> 00:03:43.600]  這時候會跌倒 但是呢 能夠屢敗屢戰
[00:03:43.600 --> 00:03:47.000]  成爲一個屢敗屢戰的不倒翁
[00:03:47.000 --> 00:03:52.400]  所以以後幾個禮拜 我們會繼續看《哥羅西書》
[00:03:52.400 --> 00:03:58.000]  從裏面我們會學習怎麼樣能夠成爲一個蘇林的不倒翁
[00:03:58.000 --> 00:04:02.000]  首先呢 我們必須要立好一個蘇林的根基
[00:04:02.000 --> 00:04:06.600]  所以今天是第一講 怎麼能夠立好我們蘇林的根基
[00:04:06.600 --> 00:04:10.300]  我們先看《哥羅西書》第二章第六節跟第七節
[00:04:10.300 --> 00:04:14.600]  這裏說 你們怎樣接受了基督耶穌爲主
[00:04:14.600 --> 00:04:18.600]  就當照樣地在他裏面行事爲人
[00:04:18.600 --> 00:04:26.200]  按照你們所學到的 在他裏面紮根建造信心堅定
[00:04:26.200 --> 00:04:29.000]  滿有感謝的心
[00:04:29.000 --> 00:04:32.400]  雖然是兩節的聖經 但是裏面就告訴我們
[00:04:32.400 --> 00:04:37.200]  有一個的祕訣 我們可以怎麼能夠做一個蘇林的不倒翁
[00:04:37.200 --> 00:04:40.800]  第六節呢 首先我們看到的就是說
[00:04:40.800 --> 00:04:45.400]  聖經原來對基督徒的生活是有要求的
[00:04:45.400 --> 00:04:47.200]  不是沒有要求的
[00:04:47.200 --> 00:04:51.200]  信耶穌是不用錢的 是免費的 是一個禮物
[00:04:51.200 --> 00:04:56.600]  但是呢 信了耶穌以後我們怎麼去活出我們基督徒的生活呢
[00:04:56.600 --> 00:05:00.300]  聖經裏面是有要求 而且是一個很高的要求
[00:05:00.300 --> 00:05:02.400]  要我們活像耶穌基督
[00:05:02.400 --> 00:05:07.400]  祂期望我們能夠像耶穌一樣去大人節目
[00:05:07.400 --> 00:05:13.500]  耶穌在世界上面怎麼生活 我們基督徒也應該怎麼樣在這個世界裏面生活
[00:05:13.500 --> 00:05:16.000]  其實我們在第六節看到的就是說
[00:05:16.000 --> 00:05:22.200]  他告訴我們說 雖然有這個很高的要求 但是這是一個過程
[00:05:22.200 --> 00:05:26.900]  不是立刻你信了之後就完全改變過來
[00:05:26.900 --> 00:05:29.200]  並不是這個樣子的
[00:05:29.200 --> 00:05:35.400]  他告訴我們有一個能夠活出基督徒生命的一個祕訣
[00:05:35.400 --> 00:05:41.000]  就是說要照樣用接受基督爲主的方法
[00:05:41.000 --> 00:05:44.100]  你怎麼去接受耶穌基督的呢
[00:05:44.100 --> 00:05:46.700]  你怎麼去接受耶穌基督的
[00:05:46.700 --> 00:05:48.600]  憑信心 對不對
[00:05:48.600 --> 00:05:51.500]  因信充義嘛 剛纔也提到過
[00:05:51.500 --> 00:05:55.700]  同樣如果我們要過一個得勝的生活的話
[00:05:55.700 --> 00:05:57.500]  也是憑信心
[00:05:57.500 --> 00:06:02.400]  不過在這兩節聖經裏面 他更具體的告訴我們一些方法
[00:06:02.400 --> 00:06:06.700]  並不是依靠人的意志 不是依靠我們的思想
[00:06:06.700 --> 00:06:10.100]  不是依靠我們的努力
[00:06:10.100 --> 00:06:14.100]  乃是依靠在基督裏的恩典
[00:06:14.100 --> 00:06:19.700]  所以聖經告訴我們說我們得救是保護恩
[00:06:19.700 --> 00:06:24.200]  我們成聖也是保護恩 保護我們的恩典
[00:06:24.200 --> 00:06:26.800]  這個時候是剛纔第六節裏面說到
[00:06:26.800 --> 00:06:29.500]  你怎麼信耶穌的 怎麼接受耶穌爲主的
[00:06:29.500 --> 00:06:34.900]  那麼你要用同樣的方法去過一個得勝的生活
[00:06:34.900 --> 00:06:37.700]  我們信仰的根基就是耶穌基督
[00:06:37.700 --> 00:06:42.500]  活在耶穌基督裏面就是我們能夠長成得勝的祕訣
[00:06:42.500 --> 00:06:45.700]  那我們再看第六節 第七節
[00:06:45.700 --> 00:06:48.400]  他說你們怎樣接受了基督耶穌爲主
[00:06:48.400 --> 00:06:51.400]  就當照樣在他裏面行事爲人
[00:06:51.400 --> 00:06:58.300]  按照你們所學到的 在他裏面紮根
[00:06:58.300 --> 00:07:03.500]  所以第一個我們能夠幫助我們活出基督徒的生命的時候
[00:07:03.500 --> 00:07:09.200]  就是要學習在耶穌基督裏向上紮根
[00:07:09.200 --> 00:07:12.800]  這句話在教會里面常常你都會聽到
[00:07:12.800 --> 00:07:16.300]  向上紮根 什麼意思
[00:07:16.300 --> 00:07:19.500]  我的解讀就是說凡事要討主的喜悅
[00:07:19.500 --> 00:07:23.500]  爲什麼我這樣說 我先解釋什麼是紮根
[00:07:23.500 --> 00:07:25.600]  紮根到底是什麼意思
[00:07:25.600 --> 00:07:29.100]  我們當中有多少是從中國大陸出來的
[00:07:29.100 --> 00:07:33.000]  中國大陸長大的 有啊
[00:07:33.000 --> 00:07:36.700]  有那些是臺灣長大的 臺灣土生土長的
[00:07:36.700 --> 00:07:41.400]  也有啊 那些是香港來的 也有啦
[00:07:41.400 --> 00:07:43.500]  有沒有一些是從東南亞其他國家來的
[00:07:43.500 --> 00:07:47.300]  馬來西亞 新加坡有沒有
[00:07:47.300 --> 00:07:49.500]  兩岸三地我相信差不多吧
[00:07:49.500 --> 00:07:52.500]  香港的 中國大陸的 臺灣的
[00:07:52.500 --> 00:07:55.200]  我們都是從那裏出來的
[00:07:55.200 --> 00:08:00.100]  那麼這些是我們自己土生土長的地方
[00:08:00.100 --> 00:08:02.700]  或者是 可能很少就過來了
[00:08:02.700 --> 00:08:08.100]  是你的家人 你的祖宗的發源地
[00:08:08.100 --> 00:08:12.300]  這個我們說它們是我們的根源
[00:08:12.300 --> 00:08:14.700]  所以當我們一些在美國長大的
[00:08:14.700 --> 00:08:17.900]  比如我的兒子兩個都在美國出生
[00:08:17.900 --> 00:08:19.600]  他小的時候我們從香港來
[00:08:19.600 --> 00:08:23.100]  我的老家是在廣東南海
[00:08:23.100 --> 00:08:26.000]  所以他回香港的時候就很有興趣
[00:08:26.000 --> 00:08:28.900]  要看看我們祖宗的地方在哪裏
[00:08:28.900 --> 00:08:30.900]  那麼很多美國人都是這樣去回去
[00:08:30.900 --> 00:08:33.800]  所謂做什麼 尋根嘛
[00:08:33.800 --> 00:08:36.600]  你聽過這個話嗎 回去尋根
[00:08:36.600 --> 00:08:41.200]  就是要去探訪自己的故鄉
[00:08:41.200 --> 00:08:44.100]  瞭解到底自己的家人
[00:08:44.100 --> 00:08:47.500]  我們的先祖的過去是怎麼樣的
[00:08:47.500 --> 00:08:49.500]  當我們瞭解到我們的家人
[00:08:49.500 --> 00:08:51.700]  我們的先祖的過去是怎麼樣
[00:08:51.700 --> 00:08:53.300]  他們生活的環境是怎麼樣
[00:08:53.300 --> 00:08:55.000]  在什麼情況裏面長大
[00:08:55.000 --> 00:08:57.200]  我們回去尋根的時候
[00:08:57.200 --> 00:08:59.300]  我們才發覺原來呢
[00:08:59.300 --> 00:09:01.800]  我們的建築是會直接影響到
[00:09:01.800 --> 00:09:04.200]  我們這一代的思想的
[00:09:04.200 --> 00:09:06.000]  你的家從哪裏來
[00:09:06.000 --> 00:09:07.700]  你從什麼地方長大
[00:09:07.700 --> 00:09:12.500]  你受當地思想 文化 價值觀的影響
[00:09:12.500 --> 00:09:14.300]  雖然我們移民到美國了
[00:09:14.300 --> 00:09:17.800]  但是很多時候我們的根還是在那裏
[00:09:17.800 --> 00:09:20.500]  我們的思想 我們的價值觀
[00:09:20.500 --> 00:09:24.300]  會直接影響到我們怎麼去做事
[00:09:24.300 --> 00:09:26.100]  怎麼去對人
[00:09:26.100 --> 00:09:28.900]  會影響到我們的生活態度
[00:09:28.900 --> 00:09:34.400]  所以當我們說要紮根在基督耶穌裏面的時候
[00:09:34.400 --> 00:09:35.600]  意思就是說
[00:09:35.600 --> 00:09:37.600]  我們在基督耶穌裏的生命
[00:09:37.600 --> 00:09:42.900]  要紮根在耶穌基督的思想和價值觀裏面
[00:09:42.900 --> 00:09:44.200]  聽懂我意思嗎
[00:09:44.200 --> 00:09:46.200]  因爲這個就是我們的文化 我們的思想
[00:09:46.200 --> 00:09:48.800]  基督徒有基督徒的生活方式
[00:09:48.800 --> 00:09:50.600]  有基督徒的文化
[00:09:50.600 --> 00:09:52.700]  在聖經裏面有很多的教導
[00:09:52.700 --> 00:09:54.100]  如果我們是我們信耶穌的話
[00:09:54.100 --> 00:09:56.500]  我們就要在耶穌基督
[00:09:56.500 --> 00:10:01.000]  他怎麼帶人 覺悟 處事
[00:10:01.000 --> 00:10:02.200]  解釋思想上面
[00:10:02.200 --> 00:10:04.700]  要上根下去
[00:10:04.700 --> 00:10:08.200]  從前我們的思想和價值觀
[00:10:08.200 --> 00:10:11.400]  是紮根在我們自己家庭的傳統
[00:10:11.400 --> 00:10:14.800]  或者是社會的大氣候裏面
[00:10:14.800 --> 00:10:16.500]  香港來的有香港的文化
[00:10:16.500 --> 00:10:20.600]  臺灣來的有臺灣的生活的習慣
[00:10:20.600 --> 00:10:23.200]  中國大陸也有他們的思想
[00:10:23.200 --> 00:10:26.200]  和帶人覺悟的方法
[00:10:26.200 --> 00:10:30.400]  所以這些都會影響到我們現在在美國的生活
[00:10:30.400 --> 00:10:35.100]  問題是說很多人信了耶穌以後
[00:10:35.100 --> 00:10:39.400]  應該按道理是移民到天父上帝國裏面
[00:10:39.400 --> 00:10:41.100]  我們進入神的恩典當中
[00:10:41.100 --> 00:10:43.200]  我們活在耶穌基督的國裏面
[00:10:43.200 --> 00:10:46.900]  在信仰上面我們有體會有信念
[00:10:46.900 --> 00:10:48.400]  但是很多時候
[00:10:48.400 --> 00:10:50.500]  爲什麼我們生活會失敗
[00:10:50.500 --> 00:10:51.400]  我們會跌倒
[00:10:51.400 --> 00:10:53.900]  我們會犯罪得罪神
[00:10:53.900 --> 00:10:59.200]  因爲我們的根還是在從前的世界當中
[00:10:59.200 --> 00:11:02.400]  還是從我們從前的習慣裏面
[00:11:02.400 --> 00:11:08.000]  我們根沒有轉移到耶穌基督那裏去
[00:11:08.000 --> 00:11:09.700]  所以很多時候我們就感覺到
[00:11:09.700 --> 00:11:13.600]  我們的根還是在從前那個環境裏面
[00:11:13.600 --> 00:11:15.200]  還在世界當中
[00:11:15.200 --> 00:11:16.900]  沒有在耶穌裏面
[00:11:16.900 --> 00:11:18.700]  於是我們常常會失敗
[00:11:18.700 --> 00:11:21.600]  常常會跌倒
[00:11:21.600 --> 00:11:24.700]  這個就是我們問題的所在
[00:11:24.700 --> 00:11:27.400]  所以聖經教導我們說
[00:11:27.400 --> 00:11:31.600]  如果我們要能夠活出一個得勝的基督徒的生活的時候
[00:11:31.600 --> 00:11:33.000]  首先第一件事情
[00:11:33.000 --> 00:11:38.300]  我們要紮根在耶穌基督裏
[00:11:38.300 --> 00:11:42.100]  在《哥倫多後書》的五章第九節
[00:11:42.100 --> 00:11:45.400]  它說無論在地上的身體裏
[00:11:45.400 --> 00:11:47.500]  還是天上熟天的身體
[00:11:47.500 --> 00:11:51.700]  我們都要討主的喜悅
[00:11:51.700 --> 00:11:54.400]  按照從聖經啓示當中我們所學到的
[00:11:54.400 --> 00:11:56.300]  我們要紮根在耶穌基督裏面
[00:11:56.300 --> 00:11:58.500]  所以無論是現在的身體
[00:11:58.500 --> 00:12:00.400]  或者是我們熟人的生命
[00:12:00.400 --> 00:12:07.500]  我們應該慢慢地自然地行天父上帝眼中看爲正
[00:12:07.500 --> 00:12:08.600]  看爲好
[00:12:08.600 --> 00:12:10.600]  看爲公義的事情
[00:12:10.600 --> 00:12:13.000]  無論是喫還是喝
[00:12:13.000 --> 00:12:16.400]  好像那個《哥倫多前書十字紹兮記》所講的
[00:12:16.400 --> 00:12:18.100]  是喫也好是喝也好
[00:12:18.100 --> 00:12:24.300]  無論做什麼都要爲榮耀神而行
[00:12:24.300 --> 00:12:26.200]  換句話說
[00:12:26.200 --> 00:12:30.100]  我們的生活態度和行事爲人
[00:12:30.100 --> 00:12:34.300]  越受耶穌基督的思想和價值觀影響
[00:12:34.300 --> 00:12:39.400]  我們就會越活得像耶穌基督一樣
[00:12:39.400 --> 00:12:45.600]  每一次當我們爲了討主的喜悅來敬拜來服侍
[00:12:45.600 --> 00:12:49.700]  我們在他裏面的根就扎得深一點點
[00:12:49.700 --> 00:12:50.900]  聽懂我意思嗎
[00:12:50.900 --> 00:12:57.100]  每一次我們爲了榮耀神而去描述一個得罪我們的人
[00:12:57.100 --> 00:12:59.200]  是生人也好是朋友也好
[00:12:59.200 --> 00:13:03.700]  我們在耶穌基督的根又再扎深了一點點
[00:13:03.700 --> 00:13:09.600]  每一次當我們爲了討主的喜悅去放棄一些不好的習慣
[00:13:09.600 --> 00:13:13.400]  那麼我們在耶穌基督裏面的根又扎深了
[00:13:13.400 --> 00:13:16.300]  每一次我們爲了榮耀神的緣故
[00:13:16.300 --> 00:13:20.600]  與人去分享我們在耶穌基督裏的經驗
[00:13:20.600 --> 00:13:23.700]  祂在我們身上的作爲是什麼
[00:13:23.700 --> 00:13:26.900]  我們在祂裏面的根又扎深了一點點
[00:13:26.900 --> 00:13:31.600]  每一次我們爲了討主的喜悅去研讀神的說法
[00:13:31.600 --> 00:13:34.800]  瞭解神的心意
[00:13:34.800 --> 00:13:41.300]  你的根又這樣往下紮下去了
[00:13:41.300 --> 00:13:43.300]  弟兄姐妹
[00:13:43.300 --> 00:13:44.700]  就算幫助我們
[00:13:44.700 --> 00:13:46.700]  因爲我們相信耶穌的時候
[00:13:46.700 --> 00:13:48.400]  我們相信耶穌是神的兒子
[00:13:48.400 --> 00:13:49.400]  祂是救主
[00:13:49.400 --> 00:13:52.100]  是我們的基督
[00:13:52.100 --> 00:13:56.000]  每一天當我們能夠過着討主喜悅
[00:13:56.000 --> 00:13:58.600]  爲了榮耀神而生活的時候
[00:13:58.600 --> 00:14:05.000]  我們的心想我們的觀念慢慢就會被神的靈改變過來
[00:14:05.000 --> 00:14:06.600]  不是好像我剛纔說的
[00:14:06.600 --> 00:14:08.000]  靠着人的智慧
[00:14:08.000 --> 00:14:08.900]  人的努力
[00:14:08.900 --> 00:14:10.400]  人的方法
[00:14:10.400 --> 00:14:14.300]  而是讓聖靈慢慢把我們的心思意念改過來
[00:14:14.300 --> 00:14:16.000]  我們就能夠又願意
[00:14:16.000 --> 00:14:20.200]  又能夠活出基督的那個生命
[00:14:20.200 --> 00:14:21.700]  那麼在基督裏
[00:14:21.700 --> 00:14:23.600]  我們有紮根
[00:14:23.600 --> 00:14:24.600]  當然了
[00:14:24.600 --> 00:14:26.100]  像像又怎麼樣
[00:14:26.100 --> 00:14:27.400]  也有生長
[00:14:27.400 --> 00:14:31.600]  在基督裏也要向上生長
[00:14:31.600 --> 00:14:32.500]  這個就是說
[00:14:32.500 --> 00:14:33.500]  生長出來
[00:14:33.500 --> 00:14:35.600]  像什麼東西
[00:14:35.600 --> 00:14:36.600]  上面是根
[00:14:36.600 --> 00:14:39.400]  上面是樹
[00:14:39.400 --> 00:14:41.200]  長出來到底像誰
[00:14:41.200 --> 00:14:42.200]  像什麼
[00:14:42.200 --> 00:14:44.000]  像耶穌基督
[00:14:44.000 --> 00:14:49.000]  哥倫西書第二章六到七節
[00:14:49.000 --> 00:14:50.200]  第六節已經讀過了
[00:14:50.200 --> 00:14:52.900]  但是第七節有第二句說話
[00:14:52.900 --> 00:14:56.700]  就是在它裏面不但要紮根
[00:14:56.700 --> 00:15:01.400]  還要建造
[00:15:01.400 --> 00:15:02.200]  這就是說
[00:15:02.200 --> 00:15:05.700]  我們在基督裏會被建造
[00:15:05.700 --> 00:15:10.600]  讓我們的生命變得越來越像耶穌基督
[00:15:10.600 --> 00:15:13.500]  那我們要留意了
[00:15:13.500 --> 00:15:17.700]  我是說在基督裏必建造
[00:15:17.700 --> 00:15:19.800]  你不能夠積極建造自己
[00:15:19.800 --> 00:15:21.500]  積極建立自己
[00:15:21.500 --> 00:15:24.000]  這個是耶穌基督的工作
[00:15:24.000 --> 00:15:28.700]  我們要讓基督在我們的裏面做
[00:15:28.700 --> 00:15:31.000]  而且我們要曉得
[00:15:31.000 --> 00:15:33.000]  剛纔已經講過
[00:15:33.000 --> 00:15:34.500]  他改造我們在我們裏面
[00:15:34.500 --> 00:15:35.400]  改變我們
[00:15:35.400 --> 00:15:37.200]  這是一個過程
[00:15:37.200 --> 00:15:38.300]  並不是一次過
[00:15:38.300 --> 00:15:41.400]  立刻就可以做成的一件事情
[00:15:41.400 --> 00:15:42.800]  所以聖經裏面
[00:15:42.800 --> 00:15:46.600]  耶穌自己很清楚地告訴我們
[00:15:46.600 --> 00:15:50.000]  約翰福音第十五章第五節
[00:15:50.000 --> 00:15:52.000]  然後到第二節
[00:15:52.000 --> 00:15:54.200]  好不好 一塊去讀
[00:15:54.200 --> 00:15:54.800]  一塊去讀
[00:15:54.800 --> 00:15:56.300]  讀這兩節聖經好不好
[00:15:56.300 --> 00:15:57.800]  先讀第五節
[00:15:57.800 --> 00:15:58.900]  然後到第二節
[00:15:58.900 --> 00:16:00.600]  一塊來吧
[00:16:00.600 --> 00:16:02.200]  我是葡萄樹
[00:16:02.200 --> 00:16:03.700]  你們是枝子
[00:16:03.700 --> 00:16:05.000]  藏在我裏面的
[00:16:05.000 --> 00:16:07.100]  我也藏在他的裏面
[00:16:07.100 --> 00:16:09.200]  這個人就多結果子
[00:16:09.200 --> 00:16:10.300]  因爲離了我
[00:16:10.300 --> 00:16:12.000]  你們就不能做什麼
[00:16:12.000 --> 00:16:13.000]  第二節
[00:16:13.000 --> 00:16:15.700]  凡使我不結果子的枝子
[00:16:15.700 --> 00:16:17.400]  他就剪去
[00:16:17.400 --> 00:16:18.800]  凡結果子的
[00:16:18.800 --> 00:16:20.600]  他就收擬乾淨
[00:16:20.600 --> 00:16:25.400]  使枝子結果子更多
[00:16:25.400 --> 00:16:26.500]  在教會里面
[00:16:26.500 --> 00:16:29.700]  我們做牧師的常常都會鼓勵弟兄姐妹
[00:16:29.700 --> 00:16:30.900]  挑戰弟兄姐妹
[00:16:30.900 --> 00:16:33.100]  你們每一天要爲主而活
[00:16:33.100 --> 00:16:34.800]  聽過沒有
[00:16:34.800 --> 00:16:36.100]  我也跟你們講過
[00:16:36.100 --> 00:16:39.500]  基督徒應該每一天都爲主而活
[00:16:39.500 --> 00:16:41.300]  當我們講這句話的時候
[00:16:41.300 --> 00:16:43.500]  爲主而活
[00:16:43.500 --> 00:16:45.000]  實際上我們是講到
[00:16:45.000 --> 00:16:46.700]  我們基督徒在這個世界上面
[00:16:46.700 --> 00:16:50.400]  生活的目的和方向
[00:16:50.400 --> 00:16:51.400]  但是很多時候
[00:16:51.400 --> 00:16:53.000]  可能我們沒有解釋清楚
[00:16:53.000 --> 00:16:56.000]  於是很多人就誤以爲
[00:16:56.000 --> 00:16:59.800]  這個是對我們基督徒生活上的要求
[00:16:59.800 --> 00:17:01.600]  你要這樣做
[00:17:01.600 --> 00:17:02.900]  這個是個目標
[00:17:02.900 --> 00:17:05.400]  跟你要能夠爲主而活
[00:17:05.400 --> 00:17:07.900]  是兩回事
[00:17:07.900 --> 00:17:09.200]  如果你聽得懂我的意思的話
[00:17:09.200 --> 00:17:10.000]  就是說
[00:17:10.000 --> 00:17:13.300]  我們根本沒有力量爲主而活
[00:17:13.300 --> 00:17:15.200]  你感覺你可以嗎
[00:17:15.200 --> 00:17:17.200]  我就不可以了
[00:17:17.200 --> 00:17:18.400]  這個是個目標
[00:17:18.400 --> 00:17:19.500]  是我們生活的目標
[00:17:19.500 --> 00:17:20.600]  是一個生活的方向
[00:17:20.600 --> 00:17:22.700]  但是能夠做的這個事情
[00:17:22.700 --> 00:17:25.200]  並不是靠你靠我們自己
[00:17:25.200 --> 00:17:28.200]  能夠做得到的
[00:17:28.200 --> 00:17:30.100]  我們沒有力量可以做這個
[00:17:30.100 --> 00:17:32.500]  如果我們想真的能夠做到
[00:17:32.500 --> 00:17:34.400]  爲主而活的話
[00:17:34.400 --> 00:17:37.700]  我們就必須要努力學習怎麼
[00:17:37.700 --> 00:17:40.700]  活在基督耶穌裏
[00:17:40.700 --> 00:17:43.300]  Living for Christ
[00:17:43.300 --> 00:17:44.800]  爲主而活
[00:17:44.800 --> 00:17:47.600]  跟Living in Christ
[00:17:47.600 --> 00:17:49.400]  不一樣
[00:17:49.400 --> 00:17:50.100]  我剛纔說
[00:17:50.100 --> 00:17:51.300]  Living for Christ
[00:17:51.300 --> 00:17:53.700]  爲主而活是一個方向
[00:17:53.700 --> 00:17:55.200]  是一個目標
[00:17:55.200 --> 00:17:57.000]  但是Living in Christ
[00:17:57.000 --> 00:17:58.200]  活在基督裏面
[00:17:58.200 --> 00:18:00.300]  是那個方法
[00:18:00.300 --> 00:18:03.400]  是幫助我們能夠做到
[00:18:03.400 --> 00:18:05.600]  爲主而活的那個方法
[00:18:05.600 --> 00:18:06.800]  活在基督裏面
[00:18:06.800 --> 00:18:09.100]  讓我們會透過耶穌基督
[00:18:09.100 --> 00:18:10.900]  去戰勝隱憂
[00:18:10.900 --> 00:18:12.600]  可以克服試探
[00:18:12.600 --> 00:18:13.700]  不是靠我們的意志
[00:18:13.700 --> 00:18:14.800]  不是靠我們的信仰
[00:18:14.800 --> 00:18:16.500]  不是靠我們的自律
[00:18:16.500 --> 00:18:18.400]  去活上耶穌基督
[00:18:18.400 --> 00:18:19.600]  換句話說
[00:18:19.600 --> 00:18:22.600]  我們必須要學一件很重要的功課
[00:18:22.600 --> 00:18:25.400]  如果你要能夠爲主而活的話
[00:18:25.400 --> 00:18:30.100]  你要學習放下了自己
[00:18:30.100 --> 00:18:32.500]  必須要學習放下了自己
[00:18:32.500 --> 00:18:33.700]  這個是我們人的傾向
[00:18:33.700 --> 00:18:35.600]  希望能夠靠自己努力
[00:18:35.600 --> 00:18:37.200]  在美國你不努力
[00:18:37.200 --> 00:18:38.100]  怎麼能夠生活
[00:18:38.100 --> 00:18:39.000]  怎麼能夠生存
[00:18:39.000 --> 00:18:40.000]  怎麼能夠上進
[00:18:40.000 --> 00:18:42.700]  怎麼能夠做事成功
[00:18:42.700 --> 00:18:45.200]  這個是美國的高權
[00:18:45.200 --> 00:18:46.800]  不過當時美國在全世界也是一樣
[00:18:46.800 --> 00:18:48.400]  哎呀 靠自己努力
[00:18:48.400 --> 00:18:49.800]  當然有些地方不一樣了
[00:18:49.800 --> 00:18:51.600]  但是一般來講
[00:18:51.600 --> 00:18:53.300]  這個也是我們的傳統
[00:18:53.300 --> 00:18:55.200]  但是聖經教導我們
[00:18:55.200 --> 00:18:56.200]  如果我們現在在
[00:18:56.200 --> 00:18:58.700]  熟人的生命裏面要有長進的話
[00:18:58.700 --> 00:19:00.100]  不是靠自己的努力
[00:19:00.100 --> 00:19:01.600]  而是靠要放下自己
[00:19:01.600 --> 00:19:05.100]  讓神在我們裏面能夠改變我們
[00:19:05.100 --> 00:19:07.800]  讓我們變得越來越像基督
[00:19:07.800 --> 00:19:09.300]  這個是聖靈的工作
[00:19:09.300 --> 00:19:11.300]  聖靈在我們裏面魔造我們
[00:19:11.300 --> 00:19:12.500]  改變我們的生命
[00:19:12.500 --> 00:19:15.300]  使我們聖靈的果子
