
[00:00:00.000 --> 00:00:06.480]  今天是母親節在這裡首先恭賀在我們中間每一位母親母親節非常非常快樂你們
[00:08:56.960 --> 00:09:05.840]  在這成長的過程當中 學習接納是很重要的 跟你們說學習接納很重要 跟他說
[00:09:07.720 --> 00:09:11.880]  也許說牧師他們是我的孩子 我怎麼會不接納他們 沒錯
[00:09:11.880 --> 00:09:19.320]  但我要提醒你 不但是接納他們 更是要接納他們所接納的
[00:09:19.320 --> 00:09:27.360]  學習接納他們的音樂吧 不要一天到晚嫌他們太吵 學習接納他們的朋友吧
[00:09:27.360 --> 00:09:36.000]  不要一天到晚覺得他們很愛玩 學習接納他們的想法吧 不要嫌他們都是不懂事的孩子
[00:09:36.920 --> 00:09:40.640]  要學習接納 為什麼接納這麼重要
[00:09:40.640 --> 00:09:45.080]  因為什麼時候當你學習接納他們所接納的
[00:09:45.080 --> 00:09:54.480]  他們就開始學習接納你所看重的 包括信仰 包括你的價值觀 包括你的期望
[00:09:54.480 --> 00:10:00.040]  那這很多年我在教養兒女的事情上才學到一件功課
[00:10:01.000 --> 00:10:08.200]  我們要學習接納他們所接納的 他們才能夠接納我們所接納 我們所看重
[00:10:08.200 --> 00:10:17.720]  反過來說 如果今天我們不能夠接納他們所接納的 他們也就不會接納我們所看重的 包括我們的信仰跟價值觀
[00:10:17.720 --> 00:10:25.240]  另一方面 學習忍耐也是很重要 跟你們說學習忍耐也很重要 跟他說
[00:10:27.480 --> 00:10:33.160]  特別在兒女成長的過程當中 我們總覺得他們成長很緩慢不是嗎
[00:10:33.160 --> 00:10:40.040]  怎麼講都還是不懂事 但事實上現在也許你覺得他成長很緩慢
[00:10:40.040 --> 00:10:47.600]  但在他們一生的過程當中 做一個孩童跟青少年的時機還是很短暫的
[00:10:47.600 --> 00:10:51.680]  而且時間是非常快速的會過去
[00:10:52.600 --> 00:11:00.360]  昨天他還在你大腿上玩耍 一轉眼今天就要大學畢業了 就這麼快
[00:11:00.360 --> 00:11:05.960]  所以你要學習忍耐 陪伴他們成長是很重要的
[00:11:05.960 --> 00:11:14.200]  就像聖經裡面提醒我們說 像農夫一樣 忍耐等候地理的土產
[00:11:15.320 --> 00:11:23.480]  千萬不要亞苗柱長 什麼叫亞苗柱長 就是農夫看見央苗長得怎麼那麼慢
[00:11:23.480 --> 00:11:28.920]  就想幫他一下 就拔一下 拔一拔就沒想到死了
[00:11:28.920 --> 00:11:36.600]  多少時候我們做父母常常也是這樣 很急於用我們的方法
[00:11:36.600 --> 00:11:42.760]  勉強來幫助我們兒女成長 結果適得其反
[00:11:44.000 --> 00:11:52.200]  聖經上說 要各按其時叫他們成長 太重要了 各按其時
[00:11:52.200 --> 00:11:59.480]  你知道很多時候我們常常會因為兒女現在所成立的事情 我們覺得很擔心
[00:11:59.480 --> 00:12:07.280]  但事實上我告訴你 等他們長大成人之後 那些年輕時代所做的事情 他也不見得再回去做了
[00:12:08.880 --> 00:12:16.360]  我還記得我小女兒在上大學的時候 有三年多的時間拒絕吃肉 完全是vegan
[00:12:16.360 --> 00:12:24.520]  為什麼 因為看了一些在youtube上一些屠宰動物很殘忍的畫面 所以拒絕再吃肉
[00:12:24.520 --> 00:12:33.240]  搞得我們全家不知道如何是好 每次一起去吃飯就大傷腦筋 去哪裡吃才能皆大歡喜
[00:12:33.240 --> 00:12:38.000]  後來才發現中國餐館有很多素菜可吃 才解決了問題
[00:12:39.120 --> 00:12:42.600]  但那時候我們也很擔心會不會什麼營養不良 不夠啊
[00:12:42.600 --> 00:12:50.600]  有一天我還記得 那天我們去紐約去看他 準備一起吃中飯
[00:12:50.600 --> 00:12:53.640]  我就問他說 今天要去哪裡吃飯呢
[00:12:53.640 --> 00:13:00.600]  他就說 我決定要恢復吃肉了 嚇一跳 怎麼要恢復吃肉呢
[00:13:01.960 --> 00:13:11.440]  他說 因為前兩天他在坐地鐵的時候摔了一跤 發現他沒有力氣 我說 哦 那開始吃了 我就建議他說 你太久沒吃肉了 ok
[00:13:11.440 --> 00:13:15.520]  要從魚開始吃起 從雞慢慢吃起
[00:13:15.520 --> 00:13:21.240]  結果他一進餐廳就點了一顆大牛排 而且帶血的牛排
[00:13:21.240 --> 00:13:27.960]  我差點沒昏倒在那裡 現在我跟他講起來 兩個都哈哈大笑啊 真是
[00:13:29.160 --> 00:13:35.640]  哇 我就開始明白一件事情 聖經上說 神是各按其時叫他們成長
[00:13:35.640 --> 00:13:43.800]  我真的很喜歡各按其時 這表明每個孩子都有他成長的時刻嘛
[00:13:43.800 --> 00:13:49.000]  我再說每個孩子都有他自己成長的時刻
[00:13:49.000 --> 00:13:57.160]  做父母的 我們要按純接納忍耐的心陪伴他們成長
[00:13:58.000 --> 00:14:01.800]  他們就必然能夠在神的時候能夠成長
[00:14:01.800 --> 00:14:06.680]  就好像在聖經裡面講到彼得跟約翰
[00:14:06.680 --> 00:14:14.080]  然後還記得在最後晚餐的時候 你還記得門徒們都不願意彼此洗腳
[00:14:14.080 --> 00:14:17.760]  我想 換了我們是主耶穌啊
[00:14:17.760 --> 00:14:27.400]  我們就覺得這件事情怎麼可以這樣子 一定我們覺得受不了 一定大發脾氣 彼得你不是做頭的人嗎 趕快替大家洗腳啊
[00:14:28.280 --> 00:14:31.120]  約翰 你不是要做愛的使徒嗎 趕快替大家洗腳啊
[00:14:31.120 --> 00:14:37.960]  我可以想像中國父母已經開始教訓孩子的樣子 快點做這個那個
[00:14:37.960 --> 00:14:46.400]  可是耶穌沒有耶 耶穌沒有耶 耶穌只是自己拿起毛巾來
[00:14:46.400 --> 00:14:51.360]  祂替門徒們一個一個洗腳
[00:14:52.800 --> 00:15:02.400]  啊 我就明白了 耶穌真的是讓他們各按其時能夠成熟長大的
[00:15:02.400 --> 00:15:13.440]  而自從彼得果然成為教會的助師 約翰果然成為愛的使徒
[00:15:14.760 --> 00:15:23.320]  做父母的 永遠不要按照我們的時刻 我們的方法勉強我們的兒女來成長
[00:15:23.320 --> 00:15:32.040]  因為神永遠有他的時刻 各按其時成為美好 太重要的原則
[00:15:32.040 --> 00:15:37.400]  第三 你要相信神的手仍然工作 跟你們說要相信神的手仍然工作
[00:15:39.600 --> 00:15:46.760]  啊 我最喜歡的經文 以佛手書三章二十節一同來念 來 神能照著運行在我們心裡的大力
[00:15:46.760 --> 00:15:52.160]  匆匆足足的成就一切 超過我們所求所求 哈利路亞
[00:15:52.160 --> 00:15:58.600]  第二點你要相信啊 我們的神今天仍然能夠在我們裡面來工作的
[00:15:58.600 --> 00:16:08.240]  神今天仍然能夠將活潑的信心放在我們裡面 神今天仍然能夠將屬靈的夢想放在我們兒女的心中
[00:16:09.200 --> 00:16:14.280]  第二點 你一點不要被今天這個黑暗的世界的詮釋所蒙蔽
[00:16:14.280 --> 00:16:21.000]  叫你心中憂慮 恐懼 害怕 我們的神今天仍坐在寶座上
[00:16:21.000 --> 00:16:29.080]  今天他仍然能夠突破一切黑暗的詮釋 在我們心靈的深處來運行 在我們的家庭中來運行的
[00:16:30.760 --> 00:16:40.000]  題目單後書第一章第十二節 這裡講 為這緣故我也受這些苦難 然而我不以為此 因為知道我所信的是誰
[00:16:40.000 --> 00:16:46.160]  也深信他能夠保全我所交付他的 直到那日
[00:16:46.160 --> 00:16:53.280]  這裡說我們的神不但是一位全能的神 而且他能夠保守我們所交託給他的
[00:16:54.160 --> 00:17:02.360]  你可知道神有多看重你嗎 他不但看重你 他也看重你所交託給他的事情
[00:17:02.360 --> 00:17:12.040]  他知道你心中一切的憂慮 他知道你心中一切的恐懼 他用他全能的綁備要來保守你
[00:17:12.040 --> 00:17:18.880]  這個保全 這個字在原文是一種護衛的意思 護衛
[00:17:19.840 --> 00:17:28.440]  換說神不但是看重你所交託給他的事情 他要親自護衛你所交託他的 直到那日
[00:17:28.440 --> 00:17:31.920]  就是直到主耶穌基督再來的日子 哈利路亞
[00:17:31.920 --> 00:17:35.040]  一旦你明白這個應許
[00:17:35.040 --> 00:17:41.640]  你就要抓住主的應許來為你的家人禱告 來為你的兒女來禱告
[00:17:42.400 --> 00:17:51.480]  你們 那你說我們要怎麼樣為我們兒女來禱告呢 三方面要為兒女來禱告 第一個要求神賜下盼望的靈
[00:17:51.480 --> 00:17:53.640]  跟著我說要求神賜下盼望的靈
[00:17:53.640 --> 00:17:59.680]  因為多少時候孩子們的眼光是很短淺
[00:17:59.680 --> 00:18:06.320]  他們常常只看見現在 他們看不見將來的遠景
[00:18:07.320 --> 00:18:13.760]  他們常常只看見眼前的挫折 卻看不見神在他們身上完美的計畫
[00:18:13.760 --> 00:18:21.360]  所以我們要求神常常開他們的眼睛 求神用盼望的靈來充滿他們
[00:18:21.360 --> 00:18:25.560]  讓他們在人生的道路當中不至於絕望
[00:18:25.560 --> 00:18:31.680]  人也許會叫他們失望 但神永遠不會叫他們失望
[00:18:32.880 --> 00:18:39.360]  我們要求神賜下一個盼望的靈在他們心中 讓他們確信他們的生命是有明天的
[00:18:39.360 --> 00:18:44.320]  而且他們的明天是在神的手中 你們
[00:18:44.320 --> 00:18:50.320]  第二你要求神賜下信心的靈 跟著求神賜下信心的靈
[00:18:50.320 --> 00:19:01.840]  多少時候當孩子們在面對周圍的環境以及同學的壓力 會叫他們常常心中害怕 失去信心
[00:19:02.840 --> 00:19:07.440]  而且他們常常覺得沒有力量去勝過罪惡的引誘跟試探
[00:19:07.440 --> 00:19:12.760]  所以我們要求神不斷用信心的靈充滿他們
[00:19:12.760 --> 00:19:21.120]  好他們能夠持守從神賴來的信心 相信靠著那加給我力量的凡事都能做
[00:19:21.120 --> 00:19:23.960]  就像耶穌一樣
[00:19:23.960 --> 00:19:26.440]  能夠面對約旦河
[00:19:27.360 --> 00:19:34.760]  就相信神能夠為他們打開這個水 讓他們走過約旦河 神要為他們在水中開路
[00:19:34.760 --> 00:19:38.080]  在面對耶利歌成的時候
[00:19:38.080 --> 00:19:43.640]  就能夠相信神能夠給他們力量摧毀一切堅固的引壘
[00:19:43.640 --> 00:19:50.360]  一個信心的靈在他們裡面 能夠戰勝生活中一切的環境的壓力
[00:19:51.200 --> 00:19:59.000]  我們要求神賜下信心的靈在他們中間 第三要求神賜下智慧的靈 跟你們求神賜下智慧的靈
[00:19:59.000 --> 00:20:08.160]  太多時候孩子們面對他們生活的環境 現今的世代充滿各樣的選擇
[00:20:08.160 --> 00:20:14.080]  不是沒有選擇 而是太多的選擇 他們卻不知道如何去選擇
[00:20:15.080 --> 00:20:21.840]  我們為孩子禱告不只是為他們的功課禱告 不只是為他們的成績禱告
[00:20:21.840 --> 00:20:29.240]  也不只為他們升大學的事情禱告 我們要求神賜下屬靈的智慧在他們中間
[00:20:29.240 --> 00:20:34.760]  真言第四章第七節講得很清楚 這裡說智慧為首
[00:20:34.760 --> 00:20:41.800]  所以要得智慧在你一切所得之內怎麼樣 必得聰明 這叫智慧為首
[00:20:42.960 --> 00:20:47.960]  我們為兒女要求智慧 因為在這樣一個惡劣的環境當中
[00:20:47.960 --> 00:20:53.880]  要求神給他們智慧能夠做正確的選擇 太重要了
[00:20:53.880 --> 00:21:04.840]  我們不見得有時間跟每天跟我們的孩子在一起 但我告訴你 神的靈卻是住在他們的裡面 神的靈每時每刻與他們同在
[00:21:04.840 --> 00:21:12.120]  神能夠賜下智慧 讓他們在正確的時機做正確的決定
[00:21:13.080 --> 00:21:21.720]  第二點 你要每天為你的兒女來禱告 我再次說 你真的在這樣一個邪惡的世代 每天記得
[00:21:21.720 --> 00:21:24.160]  要為你的兒女禱告
[00:21:24.160 --> 00:21:31.480]  紀念他們在神的國度當中 甚至當你的兒女背逆神 遠離神的時候
[00:21:31.480 --> 00:21:32.680]  怎麼辦
[00:21:32.680 --> 00:21:42.400]  你仍然要繼續不斷的禱告 因為深信神能夠保全你所交付他的直到那日
[00:21:43.280 --> 00:21:46.320]  我就想起
[00:21:46.320 --> 00:21:51.240]  奇異恩典這首詩歌 他的作者John Newton
[00:21:51.240 --> 00:21:57.720]  他出生在英國 早年的時候吃喝嫖土 無惡不作
[00:21:57.720 --> 00:22:06.920]  讓他父母非常的傷心 但他的母親卻斷不停止的為他在禱告
[00:22:06.920 --> 00:22:12.400]  後來他到了非洲去做販賣黑奴的工作
[00:22:13.480 --> 00:22:18.680]  結果沒想到後來他反而被非洲人抓住 成為非洲人的奴隸
[00:22:18.680 --> 00:22:27.720]  他父親聽見這件事情 用盡各樣的方法 最後終於把他從非洲人手中搶救回來
[00:22:27.720 --> 00:22:34.200]  沒想到上船回英國的時候 忽然遇到極大的風暴 船
[00:22:35.120 --> 00:22:43.080]  簡些就要沉下去 就在這個時刻 他想起他母親的禱告
[00:22:43.080 --> 00:22:48.040]  他想起母親淚流滿面 日夜的為他禱告
[00:22:48.040 --> 00:22:57.800]  他就跪在甲板上求神赦免他的罪 並且將生命完全奉獻給神 讓神來使用
[00:22:59.040 --> 00:23:05.440]  結果神就搭救他 回到了英國 他就全時間奉獻給神
[00:23:05.440 --> 00:23:13.360]  後來成為非常出名的一個傳道人 寫下奇異恩典這首流傳千古的詩歌
[00:23:13.360 --> 00:23:21.320]  只是因為他的母親深深地相信神今天仍然能夠工作
[00:23:21.320 --> 00:23:26.840]  相信神仍然能夠成就我們所交託他的事情
[00:23:28.840 --> 00:23:34.960]  所以求神來幫助我們能夠相信 確信神的手仍然工作
[00:23:34.960 --> 00:23:38.280]  最後第四 要珍惜現在的時光
[00:23:38.280 --> 00:23:39.880]  跟你們講要珍惜現在的時光
[00:23:39.880 --> 00:23:47.800]  我發現我們人常常就是活在對過去的懊悔當中 不是嗎 特別是做父母呢
[00:23:47.800 --> 00:23:57.080]  當孩子小的時候 你抱著他嫌累 可孩子長大了 你想抱抱他 他就不要 你就懊悔了
[00:23:58.240 --> 00:24:06.560]  當孩子吵的時候 你嫌他煩 可當孩子上大學之後 你抱抱他回家 他就是不回 你又懊悔了
[00:24:06.560 --> 00:24:13.080]  為什麼以前多花點時間來陪他呢 好不容易他回了家 你又開始嫌他懶
[00:24:13.080 --> 00:24:16.320]  又不起床 又不整理
[00:24:16.320 --> 00:24:19.600]  你看我們父母多嘮叨啊
[00:24:19.600 --> 00:24:22.960]  這為什麼很多年前我已經做一個決定
[00:24:23.760 --> 00:24:31.280]  我永遠不要讓我自己再活在對過去的懊悔當中 我要珍惜現在每一個時刻
[00:24:31.280 --> 00:24:38.280]  你要知道很多時候說父母人面對兒女成長的過程 常常有一種
[00:24:38.280 --> 00:24:41.640]  只要熬到他長大就好 這種心態
[00:24:41.640 --> 00:24:44.160]  就好像爬山一樣
[00:24:44.160 --> 00:24:52.480]  當你聽到上面人說 趕快上來啊 山頂很美啊 你就很急啊 很想趕快上去 也催趕大家趕快上去
[00:24:53.640 --> 00:25:00.280]  可是卻忽略了一件事情 沿途也很美 跟你們說沿途也很美
[00:25:00.280 --> 00:25:09.080]  的確孩子都會長大的 事實上轉眼就長大了 但沿途
[00:25:09.080 --> 00:25:13.920]  卻是你與孩子建立關係的時刻
[00:25:13.920 --> 00:25:19.960]  沿途也是你與他們一同成長的過程
[00:25:21.040 --> 00:25:28.920]  所以不要等到將來 現在就為你的家庭建造一個溫馨和諧的環境
[00:25:28.920 --> 00:25:38.440]  如果你希望你的家庭充滿喜樂 那你自己最好先喜樂起來 你們不要一天到晚愁眉苦臉 滿口埋怨
[00:25:38.440 --> 00:25:47.280]  如果你希望你家庭充滿愛 那從你自己開始 天天服侍你的家人嘛 不要一天到晚等別人來服侍你啦
[00:25:49.560 --> 00:25:56.040]  如果你希望你家庭充滿溫暖 那就不要在一天到晚堅持起見 什麼都要大家聽你的
[00:25:56.040 --> 00:26:02.400]  現在就去營造一個和諧喜樂的環境吧
[00:26:02.400 --> 00:26:03.880]  你們
[00:26:03.880 --> 00:26:13.760]  只有當一個家庭充滿溫馨的氣氛的時候 全家人才能夠一起在愛中成長
[00:26:13.760 --> 00:26:17.680]  而這個永遠從你開始
[00:26:19.520 --> 00:26:25.560]  第二點 今天無論你的家庭光景是如何 無論你與兒女的關係是如何
[00:26:25.560 --> 00:26:34.640]  今天都要再一次把你的家庭交託給神 因為我們的神今天仍然能夠工作
[00:26:34.640 --> 00:26:43.880]  今天我們的神仍然能夠在一個家庭當中使父母的心轉向兒女 使兒女心轉向父母
[00:26:45.040 --> 00:26:52.520]  只要你來信靠祂 順從祂的引導 神必然能夠在你家庭當中帶來恢復的恩典
[00:26:52.520 --> 00:26:59.200]  你們我們一起禱告 親愛的 我們再次來到裡面獻上我們的感謝與讚美
[00:26:59.200 --> 00:27:02.840]  謝謝你把這個家庭賜給我們
[00:27:02.840 --> 00:27:10.160]  讓我們在家庭當中享受你的愛 也經歷你的愛 也能夠一同在愛中成長
[00:27:11.080 --> 00:27:17.080]  我們在這裡祝福每一座父母的 給我們從你那裡來智慧 恩慈的心
[00:27:17.080 --> 00:27:22.240]  忍耐的心 學習主耶穌你的榜樣
[00:27:22.240 --> 00:27:31.160]  主你怎麼樣帶領你的門徒 也教導我們能夠帶領我們的兒女 各按其時成為美好
[00:27:31.160 --> 00:27:37.000]  也求你祝福每一位做兒女的 也讓我們在這裡體會父母的心
[00:27:37.760 --> 00:27:43.000]  讓我們的愛中成長 讓這個家庭成為一個榮耀神的家庭
[00:27:43.000 --> 00:27:50.120]  把這一切都帶到你手中 願你的聖靈 今天在我們中間賜下安慰 賜下喜樂
[00:27:50.120 --> 00:27:57.120]  賜下智慧與力量 讓我們在每天的生活當中經歷你豐盛的同在
[00:27:57.120 --> 00:28:00.240]  感謝禱告 奉耶穌得勝的祈求
