
[00:00:00.000 --> 00:00:02.000]  好 弟兄姊妹主內平安
[00:07:06.000 --> 00:07:09.000]  希望做一個願望 做一個希望
[00:07:09.000 --> 00:07:12.000]  另一個就是Always have hope
[00:07:12.000 --> 00:07:14.000]  我們有盼望
[00:07:14.000 --> 00:07:19.000]  我不知道你們想想這兩個字有沒有什麼明顯的分別
[00:07:19.000 --> 00:07:24.000]  Make a wish就是說我很想有一個願望能夠成真
[00:07:24.000 --> 00:07:28.000]  是我自己很想有一個願望能夠成真
[00:07:28.000 --> 00:07:36.000]  而Have a hope就是有一個事或一個神令我有一個盼望
[00:07:36.000 --> 00:07:38.000]  是很不一樣的
[00:07:38.000 --> 00:07:41.000]  所以你們想想每一年我們都會
[00:07:41.000 --> 00:07:45.000]  在你生日的日子我們都會想想有生日願望
[00:07:45.000 --> 00:07:47.000]  我們Make a wish
[00:07:47.000 --> 00:07:50.000]  那不知道你每一年的生日願望是什麼呢?
[00:07:50.000 --> 00:07:53.000]  身體健康
[00:07:53.000 --> 00:07:55.000]  也有不同的要求
[00:07:55.000 --> 00:07:59.000]  身體健康 有些人希望財運亨通
[00:07:59.000 --> 00:08:02.000]  有些人希望有屋有樓
[00:08:02.000 --> 00:08:05.000]  有些人希望學有所成
[00:08:05.000 --> 00:08:10.000]  當然有些人希望買中比特幣 買中股票
[00:08:10.000 --> 00:08:13.000]  有些人希望世界和平
[00:08:13.000 --> 00:08:17.000]  等等不同的都是很多人Make a wish
[00:08:17.000 --> 00:08:21.000]  就是很想做一個願望 希望能夠某些事發生
[00:08:21.000 --> 00:08:25.000]  那你知不知道有一個網上有一個統計
[00:08:25.000 --> 00:08:31.000]  問問網友最常希望的生日願望
[00:08:31.000 --> 00:08:34.000]  你知不知道頭三位是哪三個呢?
[00:08:34.000 --> 00:08:41.000]  健康 財富 權力 最多人的生日願望
[00:08:41.000 --> 00:08:43.000]  好 我們看看答案
[00:08:43.000 --> 00:08:45.000]  第十位是升官加薪
[00:08:45.000 --> 00:08:48.000]  第九位是工作順利 業績爆標
[00:08:48.000 --> 00:08:52.000]  第八位是發大財中那些刮刮卡
[00:08:52.000 --> 00:08:56.000]  第七位是每天都能夠許無限個願望
[00:08:56.000 --> 00:08:59.000]  第六位就是交男女朋友
[00:08:59.000 --> 00:09:02.000]  第五位最令人失望的就是減肥成功
[00:09:02.000 --> 00:09:04.000]  年年都許這些人這些願望
[00:09:04.000 --> 00:09:07.000]  第四個就是出國旅遊 都有些機會
[00:09:07.000 --> 00:09:11.000]  世界和平 世界都未必那麼和平
[00:09:11.000 --> 00:09:14.000]  接著就是結婚生子
[00:09:14.000 --> 00:09:17.000]  最多人的就是身體健康
[00:09:17.000 --> 00:09:19.000]  所以記得每一年新年
[00:09:19.000 --> 00:09:21.000]  如果你真是想許個願望
[00:09:21.000 --> 00:09:24.000]  祝人身體健康就已經很好了
[00:09:24.000 --> 00:09:26.000]  不用祝人發大財
[00:09:26.000 --> 00:09:28.000]  不過有真實
[00:09:28.000 --> 00:09:30.000]  當我們說我們許個願望
[00:09:30.000 --> 00:09:34.000]  我們很想願你的生日願望就是身體健康
[00:09:34.000 --> 00:09:37.000]  或者你聖誕有什麼願望都是身體健康等等
[00:09:37.000 --> 00:09:41.000]  但有沒有想過當我們許這個願望的時候
[00:09:41.000 --> 00:09:45.000]  其實我們發現有時候這個願望都是我們一廂情願
[00:09:45.000 --> 00:09:47.000]  因為我們許完這個願望之後
[00:09:47.000 --> 00:09:49.000]  其實能不能夠發生呢
[00:09:49.000 --> 00:09:51.000]  我們是沒有把握的
[00:09:51.000 --> 00:09:52.000]  你聽明白了嗎?
[00:09:52.000 --> 00:09:54.000]  我們能不能夠今年身體健康呢
[00:09:54.000 --> 00:09:56.000]  我們是沒有把握的
[00:09:56.000 --> 00:09:58.000]  我們只希望這樣
[00:09:58.000 --> 00:10:02.000]  但是不是每個願望都能夠成真呢?
[00:10:02.000 --> 00:10:06.000]  有些人可能都有這樣的機會
[00:10:06.000 --> 00:10:11.000]  在網上我看到有個案例
[00:10:11.000 --> 00:10:15.000]  是一個四歲的小孩子
[00:10:15.000 --> 00:10:20.000]  這個四歲的小孩子的腎臟出現了嚴重的問題
[00:10:20.000 --> 00:10:23.000]  所以他沒有辦法排尿
[00:10:23.000 --> 00:10:30.000]  結果他要插很多管道去幫助他
[00:10:30.000 --> 00:10:34.000]  而他的身體其實是越來越差的
[00:10:34.000 --> 00:10:37.000]  所以他自己有一個願望
[00:10:37.000 --> 00:10:39.000]  他的願望是什麼呢?
[00:10:39.000 --> 00:10:44.000]  他的願望就是見到超人
[00:10:44.000 --> 00:10:46.000]  他的願望就是見到超人
[00:10:46.000 --> 00:10:50.000]  所以他父母都很希望見到身體越來越差
[00:10:50.000 --> 00:10:52.000]  會不會有一天他都會病痛帶走的時候
[00:10:52.000 --> 00:10:57.000]  他就很想安排到他的兒子能夠見到這些超人
[00:10:57.000 --> 00:11:00.000]  本來他就在之後的一個星期
[00:11:00.000 --> 00:11:04.000]  就會參加一個超人的活動派對
[00:11:04.000 --> 00:11:09.000]  但結果醫生說可能你的小孩真的差得太多
[00:11:09.000 --> 00:11:12.000]  可能剩下不到兩天的生命
[00:11:12.000 --> 00:11:19.000]  他父母就真的希望有機會幫助兒子完成他的心願
[00:11:19.000 --> 00:11:22.000]  讓他帶著笑容離開
[00:11:22.000 --> 00:11:26.000]  結果就真的有一個叫Make a Wish的小小願望基金
[00:11:26.000 --> 00:11:31.000]  有個負責人就幫他邀請了一班超人
[00:11:31.000 --> 00:11:35.000]  來到醫院裡跟他搞嘉年華會
[00:11:35.000 --> 00:11:37.000]  搞了這個嘉年華會之後
[00:11:37.000 --> 00:11:39.000]  結果就跟他玩
[00:11:39.000 --> 00:11:41.000]  一開始進入他的房間
[00:11:41.000 --> 00:11:43.000]  他很驚訝見到超人
[00:11:43.000 --> 00:11:46.000]  這個小朋友就很開心很興奮
[00:11:46.000 --> 00:11:48.000]  跟著超人跟他玩
[00:11:48.000 --> 00:11:51.000]  又做不同的活動又送禮物等等
[00:11:51.000 --> 00:11:54.000]  讓他忙了一幾個小時之後
[00:11:54.000 --> 00:11:57.000]  這個小朋友就很開心很開心
[00:11:57.000 --> 00:12:01.000]  結果這個小朋友經歷了這麼開心的日子之後
[00:12:01.000 --> 00:12:05.000]  醫生繼續看這個小朋友的狀況
[00:12:05.000 --> 00:12:12.000]  他發現這個小朋友太開心了
[00:12:12.000 --> 00:12:14.000]  可以小便了
[00:12:14.000 --> 00:12:15.000]  太開心了可以小便了
[00:12:15.000 --> 00:12:17.000]  打通了
[00:12:17.000 --> 00:12:23.000]  結果就發現他可以正常的排尿
[00:12:23.000 --> 00:12:25.000]  開始可以接受一些治療
[00:12:25.000 --> 00:12:27.000]  慢慢地好醫好他
[00:12:27.000 --> 00:12:29.000]  對於這個家庭來說
[00:12:29.000 --> 00:12:32.000]  這個晚上是一個奇蹟的降臨
[00:12:32.000 --> 00:12:35.000]  不過這個奇蹟的降臨真是一個Wish
[00:12:35.000 --> 00:12:37.000]  可能發生可能不發生
[00:12:37.000 --> 00:12:39.000]  有機會可以有機會不行
[00:12:39.000 --> 00:12:41.000]  有機會能夠醫得好
[00:12:41.000 --> 00:12:45.000]  有機會未必能夠醫得好
[00:12:45.000 --> 00:12:49.000]  這個就是小朋友裡面的願望
[00:12:49.000 --> 00:12:52.000]  不過有時候我們許願甚至去到一個地步
[00:12:52.000 --> 00:12:55.000]  我們很希望有些事情發生
[00:12:55.000 --> 00:12:56.000]  我們有個願望
[00:12:56.000 --> 00:13:01.000]  而有時候有些人更加利用你這個唯一的希望
[00:13:01.000 --> 00:13:03.000]  將你灰飛煙滅
[00:13:03.000 --> 00:13:06.000]  在網上又看到另外一個新聞
[00:13:06.000 --> 00:13:09.000]  你知道剛剛我們最近說香港將一場大火
[00:13:09.000 --> 00:13:12.000]  七棟建築物都燒了
[00:13:12.000 --> 00:13:14.000]  燒得很嚴重
[00:13:14.000 --> 00:13:17.000]  所以那些居民無家可歸
[00:13:17.000 --> 00:13:20.000]  很想得到很多的經濟的援助
[00:13:20.000 --> 00:13:23.000]  食物的援助 物資的援助
[00:13:23.000 --> 00:13:26.000]  於是網上就說原來有些人
[00:13:26.000 --> 00:13:28.000]  有些騙徒就怎樣呢
[00:13:28.000 --> 00:13:31.000]  就特地來到這裡周圍找一些老人家
[00:13:31.000 --> 00:13:33.000]  找一些老人家就跟他說
[00:13:33.000 --> 00:13:36.000]  我們幫你登記一些援助的資料
[00:13:36.000 --> 00:13:42.000]  你講一講你的住址 地址 身份證號碼
[00:13:42.000 --> 00:13:46.000]  銀行戶口 密碼 什麼都拿
[00:13:46.000 --> 00:13:50.000]  然後報紙報道說這個老伯很聰明
[00:13:50.000 --> 00:13:52.000]  他就說都沒問題
[00:13:52.000 --> 00:13:55.000]  你有沒有工作證呀
[00:13:55.000 --> 00:13:57.000]  他問有沒有工作證
[00:13:57.000 --> 00:14:00.000]  然後那個人當然說沒有
[00:14:00.000 --> 00:14:04.000]  然後報紙報道說這個人沒有工作證
[00:14:04.000 --> 00:14:06.000]  他騙不到這個老人家
[00:14:06.000 --> 00:14:08.000]  然後他就說你都很聰明
[00:14:08.000 --> 00:14:10.000]  他還稱讚那個老人家
[00:14:10.000 --> 00:14:12.000]  你沒有被我騙到
[00:14:12.000 --> 00:14:14.000]  這樣都可以的
[00:14:14.000 --> 00:14:17.000]  有些人在我們很微弱的願望裏面
[00:14:17.000 --> 00:14:19.000]  還下了一把
[00:14:19.000 --> 00:14:22.000]  令到我們更加在一個希望裏面
[00:14:22.000 --> 00:14:24.000]  去到一個絕望的地步
[00:14:24.000 --> 00:14:26.000]  原來有時候我們生命裏面
[00:14:26.000 --> 00:14:29.000]  我們都很多時候依賴了我們的wish
[00:14:29.000 --> 00:14:33.000]  依賴了我們一些很一廂情願個人的希望
[00:14:33.000 --> 00:14:35.000]  在一些事情上面
[00:14:35.000 --> 00:14:37.000]  但今天我們所講的就是什麼呢
[00:14:37.000 --> 00:14:41.000]  就是講我們有的不是一個單單的希望
[00:14:41.000 --> 00:14:44.000]  神給我們的是一個盼望
[00:14:44.000 --> 00:14:46.000]  這個盼望是怎樣呢
[00:14:46.000 --> 00:14:49.000]  他說願賜盼望的上帝是怎樣呢
[00:14:49.000 --> 00:14:52.000]  能夠將各樣的喜樂、平安
[00:14:52.000 --> 00:14:54.000]  是充滿我們的心
[00:14:54.000 --> 00:14:57.000]  使我們積著聖靈大有盼望
[00:14:57.000 --> 00:15:00.000]  即是說我們見到我們有盼望
[00:15:00.000 --> 00:15:03.000]  我們有喜樂、我們有平安
[00:15:03.000 --> 00:15:05.000]  當一個人能夠依靠上帝的時候
[00:15:05.000 --> 00:15:06.000]  經歷上帝的時候
[00:15:06.000 --> 00:15:10.000]  這個上帝會就賜給我們一份盼望、喜樂和平安
[00:15:10.000 --> 00:15:12.000]  正正好是我們講的
[00:15:12.000 --> 00:15:15.000]  我們章林奇要講的其中三個主題
[00:15:15.000 --> 00:15:19.000]  這裏說哪一個能夠給我們這種盼望呢
[00:15:19.000 --> 00:15:21.000]  就是那位上帝
[00:15:21.000 --> 00:15:24.000]  希望就是希望這樣
[00:15:24.000 --> 00:15:25.000]  希望發生
[00:15:25.000 --> 00:15:27.000]  但盼望是什麼呢
[00:15:27.000 --> 00:15:29.000]  是一種確定、堅固
[00:15:29.000 --> 00:15:31.000]  而且必定成就的事情
[00:15:31.000 --> 00:15:35.000]  我們對必定成就的事情是有把握的
[00:15:35.000 --> 00:15:37.000]  這個就是盼望
[00:15:37.000 --> 00:15:39.000]  所以我們知道在希伯來書裏面
[00:15:39.000 --> 00:15:41.000]  第十一章這樣說
[00:15:41.000 --> 00:15:45.000]  信就是所盼望之事的有把握
[00:15:45.000 --> 00:15:48.000]  對未見之事有確據
[00:15:48.000 --> 00:15:51.000]  即是說原來當我們認識神
[00:15:51.000 --> 00:15:52.000]  我們信神的時候
[00:15:52.000 --> 00:15:55.000]  我們就知道我們對將來要發生的事
[00:15:55.000 --> 00:15:58.000]  是沒有把握的
[00:15:58.000 --> 00:16:01.000]  這個就是神給我們的盼望
[00:16:01.000 --> 00:16:02.000]  所以我們今天
[00:16:02.000 --> 00:16:03.000]  第一個我們要做的
[00:16:03.000 --> 00:16:05.000]  要搞清楚的就是
[00:16:05.000 --> 00:16:08.000]  究竟我們所相信的盼望是什麼呢
[00:16:08.000 --> 00:16:10.000]  是不是來自上帝呢
[00:16:10.000 --> 00:16:12.000]  第一我們自己一廂情願
[00:16:12.000 --> 00:16:14.000]  為自己造就很多的希望
[00:16:14.000 --> 00:16:16.000]  但這些希望其實你自己都沒有辦法
[00:16:16.000 --> 00:16:19.000]  沒有信心能夠實現
[00:16:19.000 --> 00:16:21.000]  簡單來說
[00:16:21.000 --> 00:16:22.000]  我們看得到
[00:16:22.000 --> 00:16:24.000]  世俗的希望是不確定
[00:16:24.000 --> 00:16:26.000]  是會落空
[00:16:26.000 --> 00:16:29.000]  人的願望是會有機率
[00:16:29.000 --> 00:16:32.000]  我們可能純粹憑感覺
[00:16:32.000 --> 00:16:34.000]  我們希望一些事情發生
[00:16:34.000 --> 00:16:35.000]  但充滿焦慮
[00:16:35.000 --> 00:16:37.000]  充滿害怕
[00:16:37.000 --> 00:16:38.000]  但我們今天要找清楚
[00:16:38.000 --> 00:16:40.000]  我們盼望的源頭
[00:16:40.000 --> 00:16:43.000]  就是來自那位上帝
[00:16:43.000 --> 00:16:44.000]  賜盼望的上帝
[00:16:44.000 --> 00:16:47.000]  是必然會成就
[00:16:47.000 --> 00:16:48.000]  神的應許
[00:16:48.000 --> 00:16:49.000]  神的信實
[00:16:49.000 --> 00:16:51.000]  必然會臨到
[00:16:51.000 --> 00:16:52.000]  而且會帶給我們喜樂
[00:16:52.000 --> 00:16:54.000]  平安和忍耐
[00:16:54.000 --> 00:16:57.000]  在羅馬書下第五章五節裡說
[00:16:57.000 --> 00:16:59.000]  盼望不至於落空
[00:16:59.000 --> 00:17:02.000]  是不會不中的
[00:17:02.000 --> 00:17:04.000]  你的盼望是必然會發生的
[00:17:04.000 --> 00:17:07.000]  因為上帝的愛已經藉著
[00:17:07.000 --> 00:17:08.000]  所賜給我們的聖靈
[00:17:08.000 --> 00:17:11.000]  囂貫在我們的心裡
[00:17:11.000 --> 00:17:13.000]  當你能夠捉緊神的時候
[00:17:13.000 --> 00:17:16.000]  你就能夠有這樣的盼望
[00:17:16.000 --> 00:17:17.000]  但我們要問
[00:17:17.000 --> 00:17:19.000]  究竟我們的盼望
[00:17:19.000 --> 00:17:20.000]  我們知道從神而來
[00:17:20.000 --> 00:17:22.000]  但神給我們的盼望
[00:17:22.000 --> 00:17:25.000]  是建立在哪一樣東西上呢?
[00:17:25.000 --> 00:17:27.000]  聖經裡第十二節
[00:17:27.000 --> 00:17:29.000]  這樣解答
[00:17:29.000 --> 00:17:31.000]  又有耳塞亞說
[00:17:31.000 --> 00:17:33.000]  將來有耶西的根
[00:17:33.000 --> 00:17:36.000]  是那興起來要治理列邦的
[00:17:36.000 --> 00:17:40.000]  外邦人要仰望他
[00:17:40.000 --> 00:17:42.000]  這裡羅馬書本來特別說到
[00:17:42.000 --> 00:17:44.000]  既然我們有盼望
[00:17:44.000 --> 00:17:46.000]  我們的盼望在哪裡呢?
[00:17:46.000 --> 00:17:47.000]  這裡竟然說到
[00:17:47.000 --> 00:17:49.000]  在耳塞亞書裡
[00:17:49.000 --> 00:17:52.000]  它提及的是將來有耶西的根
[00:17:52.000 --> 00:17:53.000]  我們要想一想
[00:17:53.000 --> 00:17:55.000]  這段聖經說什麼呢?
[00:17:55.000 --> 00:17:56.000]  一定要想一想
[00:17:56.000 --> 00:17:59.000]  究竟耳塞亞是哪個時代的先知
[00:17:59.000 --> 00:18:01.000]  而耶西又是哪個時代
[00:18:01.000 --> 00:18:03.000]  是哪一個人物呢?
[00:18:03.000 --> 00:18:05.000]  我們試試簡單的理解
[00:18:05.000 --> 00:18:08.000]  耶西是誰呢?
[00:18:08.000 --> 00:18:09.000]  耶西是誰呢?
[00:18:09.000 --> 00:18:13.000]  耶西簡單來說就是大衛的父親
[00:18:13.000 --> 00:18:16.000]  大衛的父親就是耶西
[00:18:16.000 --> 00:18:18.000]  所以這裡究竟說
[00:18:18.000 --> 00:18:21.000]  耶西的根是否指大衛呢?
[00:18:21.000 --> 00:18:26.000]  既然大衛就是耶西的兒子
[00:18:26.000 --> 00:18:27.000]  那麼耶西的根
[00:18:27.000 --> 00:18:29.000]  他的根是否指大衛呢?
[00:18:29.000 --> 00:18:32.000]  我們試試去理解一下畫面
[00:18:32.000 --> 00:18:33.000]  首先我們當然明白
[00:18:33.000 --> 00:18:36.000]  確實神好恩代大衛
[00:18:36.000 --> 00:18:40.000]  讓大衛來自一個平凡的家庭
[00:18:40.000 --> 00:18:42.000]  卻有一個不平凡的事件
[00:18:42.000 --> 00:18:43.000]  因為你知道
[00:18:43.000 --> 00:18:48.000]  在撒姆爾決定要被委派
[00:18:48.000 --> 00:18:50.000]  去高納一個新的王的時候
[00:18:50.000 --> 00:18:52.000]  取代掃羅王的時候
[00:18:52.000 --> 00:18:57.000]  撒姆爾就去到耶西的家裡去找
[00:18:57.000 --> 00:18:59.000]  究竟高納哪一個呢?
[00:18:59.000 --> 00:19:01.000]  我們知道當時撒姆爾一樣
[00:19:01.000 --> 00:19:07.000]  他希望高納耶西的大兒子等等
[00:19:07.000 --> 00:19:09.000]  看到很帥氣
[00:19:09.000 --> 00:19:10.000]  應該都不錯了
[00:19:10.000 --> 00:19:13.000]  耶西都很希望用自己的眼光
[00:19:13.000 --> 00:19:18.000]  去找到希望幫助以色列國的源頭
[00:19:18.000 --> 00:19:20.000]  但你記得劇情告訴我們
[00:19:20.000 --> 00:19:22.000]  最後神說我不要選擇他
[00:19:22.000 --> 00:19:23.000]  我不要選擇他
[00:19:23.000 --> 00:19:24.000]  我不要選擇他
[00:19:24.000 --> 00:19:27.000]  結果耶西的七個兒子
[00:19:27.000 --> 00:19:29.000]  來到撒姆爾面前
[00:19:29.000 --> 00:19:32.000]  沒有一個神說要選擇他
[00:19:32.000 --> 00:19:34.000]  作為以色列的王
[00:19:34.000 --> 00:19:38.000]  直到大衛後來被召回來之後
[00:19:38.000 --> 00:19:39.000]  發現一見到他
[00:19:39.000 --> 00:19:41.000]  神就說是他了
[00:19:41.000 --> 00:19:44.000]  所以我們看到耶西的下一代
[00:19:44.000 --> 00:19:47.000]  大衛確實是被神揀選
[00:19:47.000 --> 00:19:48.000]  被神去高納
[00:19:48.000 --> 00:19:51.000]  以致當大衛被揀選之後
[00:19:51.000 --> 00:19:54.000]  他在這個家庭長大
[00:19:54.000 --> 00:19:56.000]  經歷了一件不平凡的被高納事件
[00:19:56.000 --> 00:19:59.000]  接著也繼續有不平凡的事件
[00:19:59.000 --> 00:20:01.000]  在大衛一生中發生
[00:20:01.000 --> 00:20:03.000]  包括了他有成名之戰
[00:20:03.000 --> 00:20:05.000]  他能夠對付哥利亞
[00:20:05.000 --> 00:20:08.000]  打敗了哥利亞這個巨人
[00:20:08.000 --> 00:20:10.000]  哥利亞這個巨人知不知道有多高?
[00:20:10.000 --> 00:20:12.000]  高過德國
[00:20:12.000 --> 00:20:15.000]  三米高
[00:20:15.000 --> 00:20:16.000]  其實哥利亞三米高
[00:20:16.000 --> 00:20:18.000]  你看他的記載
[00:20:18.000 --> 00:20:19.000]  真的很高
[00:20:19.000 --> 00:20:22.000]  就算我是大衛
[00:20:22.000 --> 00:20:24.000]  他高我一倍以上
