
[00:00:00.000 --> 00:00:04.500]  在過去六個禮拜其實我們透過這篇愛情的聖經裡面所記載
[00:03:58.000 --> 00:03:59.000]  是租給
[00:03:59.000 --> 00:04:00.000]  就租借的意思
[00:04:00.000 --> 00:04:01.000]  他有個葡萄園
[00:04:01.000 --> 00:04:04.000]  他把葡萄園就租給一些看守的人
[00:04:04.000 --> 00:04:06.000]  為其中的人的果子
[00:04:06.000 --> 00:04:09.000]  必交一千色克勒銀子
[00:04:09.000 --> 00:04:10.000]  所以這是租金
[00:04:10.000 --> 00:04:12.000]  就是他用一個月或者一年
[00:04:12.000 --> 00:04:15.000]  每個月一千兩的銀子
[00:04:15.000 --> 00:04:18.000]  那就租給其他的人幫他看守
[00:04:18.000 --> 00:04:21.000]  蘇萊密裡說那我自己的葡萄園
[00:04:21.000 --> 00:04:22.000]  他是講我的愛情
[00:04:22.000 --> 00:04:24.000]  就我自己的葡萄園在我面前
[00:04:24.000 --> 00:04:26.000]  索羅門一千色克勒歸你
[00:04:26.000 --> 00:04:28.000]  他的意思是說索羅門
[00:04:28.000 --> 00:04:29.000]  我自己的葡萄園給你
[00:04:29.000 --> 00:04:30.000]  我的愛情給你
[00:04:30.000 --> 00:04:31.000]  但是是免費的
[00:04:31.000 --> 00:04:33.000]  你不需要付我租金
[00:04:33.000 --> 00:04:34.000]  不需要
[00:04:34.000 --> 00:04:37.000]  兩百色克勒給看守果子的人
[00:04:37.000 --> 00:04:38.000]  你這住在園中
[00:04:38.000 --> 00:04:40.000]  同伴都要聽你的聲音
[00:04:40.000 --> 00:04:42.000]  你使我也得聽見
[00:04:42.000 --> 00:04:44.000]  我的良人求你快來
[00:04:44.000 --> 00:04:47.000]  如羚羊和小鹿在香草山上
[00:04:47.000 --> 00:04:49.000]  告訴你這段在講什麼
[00:04:49.000 --> 00:04:50.000]  這是雅歌
[00:04:50.000 --> 00:04:52.000]  這不是雅歌的結尾
[00:04:52.000 --> 00:04:54.000]  這是雅歌的結後語
[00:04:54.000 --> 00:04:56.000]  就是已經結束了之後
[00:04:56.000 --> 00:04:59.000]  那個作者重新再加一段解釋給你聽
[00:04:59.000 --> 00:05:02.000]  那麼這一段的解釋非常重要
[00:05:02.000 --> 00:05:03.000]  我告訴你為什麼重要
[00:05:03.000 --> 00:05:05.000]  如果你記得我們開始六個禮拜前
[00:05:05.000 --> 00:05:07.000]  我們第一次讀雅歌的時候
[00:05:07.000 --> 00:05:09.000]  在第一章蘇拉密裡在抱怨什麼
[00:05:09.000 --> 00:05:10.000]  她抱怨一件事
[00:05:10.000 --> 00:05:16.000]  她說我的兄弟逼我要在葡萄園工作
[00:05:16.000 --> 00:05:18.000]  因為我每天要在葡萄園工作
[00:05:18.000 --> 00:05:21.000]  她在想那我還有機會談戀愛嗎
[00:05:21.000 --> 00:05:24.000]  我還有機會遇到那個我很喜歡的人
[00:05:24.000 --> 00:05:25.000]  他會出現嗎
[00:05:25.000 --> 00:05:27.000]  我每天要在太陽下面工作
[00:05:27.000 --> 00:05:29.000]  中東的太陽是很厲害的
[00:05:29.000 --> 00:05:31.000]  你看曬得我皮膚都那麼黑
[00:05:31.000 --> 00:05:33.000]  我又不漂亮
[00:05:33.000 --> 00:05:34.000]  你知道皮膚黑
[00:05:34.000 --> 00:05:35.000]  現代還好
[00:05:35.000 --> 00:05:37.000]  有些人很喜歡皮膚黑
[00:05:37.000 --> 00:05:40.000]  在當時三千年前皮膚黑是很醜的
[00:05:40.000 --> 00:05:42.000]  所以他就覺得我曬得這麼醜
[00:05:42.000 --> 00:05:44.000]  沒有人會喜歡我了
[00:05:44.000 --> 00:05:46.000]  他在抱怨這個
[00:05:46.000 --> 00:05:47.000]  那接下來你讀了就
[00:05:47.000 --> 00:05:49.000]  好啦就是King Solomon
[00:05:49.000 --> 00:05:50.000]  就是索羅門王的出現
[00:05:50.000 --> 00:05:53.000]  然後索羅門王居然看上他就愛上他
[00:05:53.000 --> 00:05:56.000]  可是整本書從頭到尾
[00:05:56.000 --> 00:05:58.000]  他並沒有交代一件事
[00:05:58.000 --> 00:06:01.000]  就是他們到底怎麼認識的
[00:06:01.000 --> 00:06:05.000]  蘇拉密裡到底他怎麼會碰到索羅門王
[00:06:05.000 --> 00:06:07.000]  你可以想像比方說你讀書的時候
[00:06:07.000 --> 00:06:09.000]  因為家庭無論是經濟的問題
[00:06:09.000 --> 00:06:10.000]  你下了班之後
[00:06:10.000 --> 00:06:12.000]  你需要在麥當勞打工
[00:06:12.000 --> 00:06:14.000]  或者你在老人院打工
[00:06:14.000 --> 00:06:15.000]  老人院比較好
[00:06:15.000 --> 00:06:16.000]  你在老人院打工
[00:06:16.000 --> 00:06:17.000]  然後你的朋友呢
[00:06:17.000 --> 00:06:18.000]  所有你的朋友
[00:06:18.000 --> 00:06:20.000]  都可以跟你的朋友去什麼Starbucks
[00:06:20.000 --> 00:06:21.000]  喝東西啊
[00:06:21.000 --> 00:06:22.000]  去開Party啊
[00:06:22.000 --> 00:06:26.000]  那你就被困在老人院
[00:06:26.000 --> 00:06:27.000]  那你就覺得
[00:06:27.000 --> 00:06:30.000]  我一天到晚看到的都是老人
[00:06:30.000 --> 00:06:32.000]  請問那我的愛情怎麼辦
[00:06:32.000 --> 00:06:37.000]  我怎麼會遇到那個我夢想中的情人
[00:06:37.000 --> 00:06:39.000]  我記得我的Roommate
[00:06:39.000 --> 00:06:40.000]  UC Davis畢業之後
[00:06:40.000 --> 00:06:42.000]  回去大陸跟他爸看生意
[00:06:42.000 --> 00:06:45.000]  他爸投資了一個養牛場
[00:06:45.000 --> 00:06:47.000]  養了八千頭牛
[00:06:47.000 --> 00:06:48.000]  有一次我問他說
[00:06:48.000 --> 00:06:49.000]  你現在有女朋友了嗎
[00:06:49.000 --> 00:06:51.000]  他說有沒有搞錯
[00:06:51.000 --> 00:06:52.000]  我每天醒來看到的
[00:06:52.000 --> 00:06:55.000]  除了牛以外就是牛
[00:06:55.000 --> 00:06:57.000]  我怎麼可能有女朋友
[00:06:57.000 --> 00:06:58.000]  蘇拉密裡就是一樣
[00:06:58.000 --> 00:07:01.000]  他就是在同樣的狀況之下
[00:07:01.000 --> 00:07:04.000]  他說我的兄弟逼我
[00:07:04.000 --> 00:07:07.000]  每天都要在葡萄園做工
[00:07:07.000 --> 00:07:09.000]  我曬得這麼黑又醜
[00:07:09.000 --> 00:07:10.000]  我每天又在葡萄園
[00:07:10.000 --> 00:07:12.000]  請問我怎麼找到
[00:07:12.000 --> 00:07:15.000]  我心目中的那段愛情
[00:07:15.000 --> 00:07:16.000]  作者沒有交代
[00:07:16.000 --> 00:07:18.000]  所以你從頭到尾讀的時候
[00:07:18.000 --> 00:07:20.000]  你都在問一個問題
[00:07:20.000 --> 00:07:22.000]  他們怎麼認識的
[00:07:22.000 --> 00:07:24.000]  他不是在抱怨說
[00:07:24.000 --> 00:07:25.000]  不可能找到愛情嗎
[00:07:25.000 --> 00:07:27.000]  那怎麼突然間就出現了呢
[00:07:27.000 --> 00:07:30.000]  因為索羅門灣是完全不一樣的人
[00:07:30.000 --> 00:07:33.000]  索羅門灣是當時最有錢的王
[00:07:33.000 --> 00:07:35.000]  長得又帥
[00:07:35.000 --> 00:07:36.000]  高富帥
[00:07:36.000 --> 00:07:38.000]  然後又有姿勢
[00:07:38.000 --> 00:07:41.000]  聖經說他是最有智慧的人
[00:07:41.000 --> 00:07:42.000]  而且這個人不但只有姿勢
[00:07:42.000 --> 00:07:44.000]  而且很浪漫
[00:07:44.000 --> 00:07:46.000]  他還寫很多詩
[00:07:46.000 --> 00:07:48.000]  他可以寫一首情歌給你聽
[00:07:48.000 --> 00:07:50.000]  所以不但只有姿勢又漂亮又溫柔
[00:07:50.000 --> 00:07:51.000]  然後又會寫情歌
[00:07:51.000 --> 00:07:53.000]  基本上就是每一個少女
[00:07:53.000 --> 00:07:54.000]  你心裡面所想像
[00:07:54.000 --> 00:07:56.000]  那個最完美的形象
[00:07:56.000 --> 00:07:58.000]  就是索羅門王
[00:07:58.000 --> 00:08:00.000]  奇怪一個普通的女子
[00:08:00.000 --> 00:08:02.000]  在一個葡萄園每天打工
[00:08:02.000 --> 00:08:04.000]  曬得那麼黑又醜
[00:08:04.000 --> 00:08:07.000]  為什麼你會碰到索羅門王
[00:08:07.000 --> 00:08:08.000]  為什麼
[00:08:08.000 --> 00:08:10.000]  那麼作者一直都沒告訴你
[00:08:10.000 --> 00:08:11.000]  所以你讀的時候
[00:08:11.000 --> 00:08:12.000]  你就一直在想說
[00:08:12.000 --> 00:08:14.000]  到底什麼回事
[00:08:14.000 --> 00:08:15.000]  是我漏掉什麼東西嗎
[00:08:15.000 --> 00:08:16.000]  Did I miss anything
[00:08:16.000 --> 00:08:17.000]  然後你就回去
[00:08:17.000 --> 00:08:18.000]  就重新再讀
[00:08:18.000 --> 00:08:19.000]  回去的時候讀的時候
[00:08:19.000 --> 00:08:21.000]  你發現作者沒有給你答案
[00:08:21.000 --> 00:08:24.000]  直到今天你讀的這裡
[00:08:24.000 --> 00:08:26.000]  作者才開始給你答案
[00:08:26.000 --> 00:08:30.000]  告訴你說原來是這麼回事
[00:08:30.000 --> 00:08:32.000]  原來索羅門王有個葡萄園
[00:08:32.000 --> 00:08:37.000]  他把葡萄園租給了蘇拉蜜呂的兄弟
[00:08:37.000 --> 00:08:39.000]  蘇拉蜜呂的兄弟就逼蘇拉蜜呂
[00:08:39.000 --> 00:08:41.000]  在葡萄園打工
[00:08:41.000 --> 00:08:43.000]  有一天索羅門王來收租
[00:08:43.000 --> 00:08:45.000]  順便來看看我的葡萄園
[00:08:45.000 --> 00:08:47.000]  你打理得怎麼樣的時候
[00:08:47.000 --> 00:08:49.000]  就看到蘇拉蜜呂
[00:08:49.000 --> 00:08:51.000]  他就愛上蘇拉蜜呂
[00:08:51.000 --> 00:08:53.000]  That is how they meet
[00:08:53.000 --> 00:08:56.000]  所以你知道如果雅歌是一部愛情片的話
[00:08:56.000 --> 00:09:00.000]  這個導演的手法一點都不差過張藝謀的
[00:09:00.000 --> 00:09:04.000]  在三千年前應該是拿了奧斯卡的最佳導演獎
[00:09:04.000 --> 00:09:07.000]  他都一直扣住你的心緣
[00:09:07.000 --> 00:09:09.000]  每個觀眾讀的時候就說
[00:09:09.000 --> 00:09:12.000]  奇怪為什麼他會遇到一個這麼好的人
[00:09:12.000 --> 00:09:15.000]  你放學就困在老人院
[00:09:15.000 --> 00:09:18.000]  為什麼你會跟你明浩混在一起
[00:09:18.000 --> 00:09:19.000]  為什麼end up你
[00:09:19.000 --> 00:09:20.000]  你明浩會愛上你
[00:09:20.000 --> 00:09:22.000]  為什麼我想不通
[00:09:22.000 --> 00:09:25.000]  你一直看一直看作者都沒有告訴你
[00:09:25.000 --> 00:09:26.000]  最後他才告訴你
[00:09:26.000 --> 00:09:28.000]  原來那間老人院
[00:09:28.000 --> 00:09:29.000]  其實是李明浩名下的
[00:09:29.000 --> 00:09:31.000]  其中一間企業一個物業
[00:09:31.000 --> 00:09:34.000]  有一天李明浩來看看你管理得怎麼樣
[00:09:34.000 --> 00:09:35.000]  看到你在那邊打工
[00:09:35.000 --> 00:09:36.000]  他就愛上你
[00:09:36.000 --> 00:09:40.000]  你那些一天到晚出去外面什麼party
[00:09:40.000 --> 00:09:42.000]  那些就每個婚姻都失敗
[00:09:42.000 --> 00:09:43.000]  那只有你最成功
[00:09:43.000 --> 00:09:46.000]  這就是這段的故事告訴你
[00:09:46.000 --> 00:09:49.000]  這就是為什麼這個故事最漂亮的地方
[00:09:49.000 --> 00:09:51.000]  就當你讀到最後的時候
[00:09:51.000 --> 00:09:54.000]  他給每一個人都有一個希望
[00:09:54.000 --> 00:09:56.000]  你可能覺得你困在一個地方
[00:09:56.000 --> 00:09:57.000]  you going nowhere
[00:09:57.000 --> 00:09:59.000]  你覺得你幻想中
[00:09:59.000 --> 00:10:02.000]  你渴望的那段愛情或許不會再出現
[00:10:02.000 --> 00:10:06.000]  你覺得這世上完全你已經不再相信愛情了
[00:10:06.000 --> 00:10:08.000]  你已經被傷害過很多次了
[00:10:08.000 --> 00:10:12.000]  所有人看到這本的書最後告訴他說
[00:10:12.000 --> 00:10:14.000]  原來是有可能的
[00:10:14.000 --> 00:10:16.000]  原來到了最後
[00:10:16.000 --> 00:10:19.000]  你所渴望得到的最完美的愛情
[00:10:19.000 --> 00:10:21.000]  不單只是你去找他
[00:10:21.000 --> 00:10:23.000]  是他來找你
[00:10:23.000 --> 00:10:26.000]  就在你覺得被困住的地方
[00:10:26.000 --> 00:10:29.000]  這就是這本書裡面最精彩的地方
[00:10:29.000 --> 00:10:32.000]  也是這本書裡面最諷刺的地方就是
[00:10:32.000 --> 00:10:35.000]  你覺得最弱的地方
[00:10:35.000 --> 00:10:39.000]  剛好就是你能夠得到愛情的地方
[00:10:39.000 --> 00:10:41.000]  就是你一直在complain
[00:10:41.000 --> 00:10:44.000]  糟糕我一天到晚要在老人院工作一整天
[00:10:44.000 --> 00:10:47.000]  連我的身上的味道都一股老人味
[00:10:47.000 --> 00:10:49.000]  沒有人會喜歡我的
[00:10:49.000 --> 00:10:51.000]  你覺得最弱的地方
[00:10:51.000 --> 00:10:52.000]  剛好就在那個地方
[00:10:52.000 --> 00:10:55.000]  你遇到你心目中最愛的人
[00:10:55.000 --> 00:10:58.000]  這就是最漂亮的地方
[00:10:58.000 --> 00:11:01.000]  你知道這尊聖經這裡
[00:11:01.000 --> 00:11:04.000]  告訴我們一件什麼樣很重要的真理
[00:11:04.000 --> 00:11:06.000]  在約翰福音有一個故事
[00:11:06.000 --> 00:11:11.000]  真的就把這個真理能夠表現得完美無知
[00:11:11.000 --> 00:11:12.000]  就是最漂亮的
[00:11:12.000 --> 00:11:15.000]  就是撒瑪利亞婦人的那個故事
[00:11:15.000 --> 00:11:17.000]  你知道那個婦人是很慘
[00:11:17.000 --> 00:11:19.000]  那個婦人她已經離過五次婚
[00:11:19.000 --> 00:11:21.000]  離了五次婚
[00:11:21.000 --> 00:11:24.000]  然後她現在正在跟一個男人同居
[00:11:24.000 --> 00:11:25.000]  那個男人還不是她丈夫
[00:11:25.000 --> 00:11:27.000]  是別人的丈夫
[00:11:27.000 --> 00:11:28.000]  所以意思就是說
[00:11:28.000 --> 00:11:30.000]  她已經自己離過五次婚
[00:11:30.000 --> 00:11:32.000]  現在還在做別人的小三
[00:11:32.000 --> 00:11:36.000]  所以她為什麼需要中午出去打水
[00:11:36.000 --> 00:11:40.000]  是因為你知道中東中午的太陽
[00:11:40.000 --> 00:11:41.000]  是沒人受得了的
[00:11:41.000 --> 00:11:42.000]  比加州還厲害
[00:11:42.000 --> 00:11:44.000]  沒有人會中午出去打水的
[00:11:44.000 --> 00:11:48.000]  所有人都會趁太陽還沒有升起的時候
[00:11:48.000 --> 00:11:49.000]  早上去打水
[00:11:49.000 --> 00:11:52.000]  中午去打水是因為她想避開所有的人
[00:11:52.000 --> 00:11:53.000]  因為整村的人都知道
[00:11:53.000 --> 00:11:55.000]  這個女人不是個好東西
[00:11:55.000 --> 00:11:56.000]  她已經離過五次婚
[00:11:56.000 --> 00:11:58.000]  她現在還在勾引別人的丈夫
[00:11:58.000 --> 00:12:00.000]  所以應該她在村裡
[00:12:00.000 --> 00:12:02.000]  都是沒有人想跟她做朋友的
[00:12:02.000 --> 00:12:04.000]  每個人都講她壞話
[00:12:04.000 --> 00:12:05.000]  謠言滿天飛
[00:12:05.000 --> 00:12:07.000]  所以她需要避開所有的人
[00:12:07.000 --> 00:12:09.000]  可是那一天她去打水
[00:12:09.000 --> 00:12:12.000]  她就沒想到主耶穌會在那邊
[00:12:12.000 --> 00:12:14.000]  打水的那部分
[00:12:14.000 --> 00:12:17.000]  是她人生最討厭的一部分
[00:12:17.000 --> 00:12:21.000]  我相信她每一次中午出去打水
[00:12:21.000 --> 00:12:23.000]  當太陽曬她的時候
[00:12:23.000 --> 00:12:24.000]  都會提醒她
[00:12:24.000 --> 00:12:27.000]  到底她人生有多敗壞
[00:12:27.000 --> 00:12:28.000]  有多墮落
[00:12:28.000 --> 00:12:30.000]  我怎麼人生走到這個地步
[00:12:30.000 --> 00:12:31.000]  我要離五次婚
[00:12:31.000 --> 00:12:32.000]  沒有人愛我
[00:12:32.000 --> 00:12:34.000]  我現在那個丈夫也不是屬於我的
[00:12:34.000 --> 00:12:36.000]  我是偷回來的
[00:12:36.000 --> 00:12:37.000]  很慘
[00:12:37.000 --> 00:12:39.000]  但是她不知道那一天
[00:12:39.000 --> 00:12:42.000]  perfect lover 就是那個完美的愛
[00:12:42.000 --> 00:12:43.000]  居然領導她
[00:12:43.000 --> 00:12:45.000]  就是主耶穌
[00:12:45.000 --> 00:12:47.000]  主耶穌跟門徒說
[00:12:47.000 --> 00:12:51.000]  我們要去加利利
[00:12:51.000 --> 00:12:53.000]  我們需要經過薩瑪利亞
[00:12:53.000 --> 00:12:55.000]  主耶穌說我要經過薩瑪利亞的時候
[00:12:55.000 --> 00:12:56.000]  他意思不是說
[00:12:56.000 --> 00:12:58.000]  不是一個地理上我需要經過
[00:12:58.000 --> 00:13:00.000]  就像你說我要去薩曼寺
[00:13:00.000 --> 00:13:02.000]  我必須要經過101
[00:13:02.000 --> 00:13:04.000]  你可以走280
[00:13:04.000 --> 00:13:06.000]  除非你說我要走101
[00:13:06.000 --> 00:13:09.000]  不是因為我約了人在101其中一個出口
[00:13:09.000 --> 00:13:10.000]  這樣就make sense
[00:13:10.000 --> 00:13:13.000]  因為主耶穌需要去見他
[00:13:13.000 --> 00:13:14.000]  而且主耶穌知道
[00:13:14.000 --> 00:13:16.000]  他非常的感覺
[00:13:16.000 --> 00:13:18.000]  非常多的罪疚感
[00:13:18.000 --> 00:13:21.000]  非常多的shame
[00:13:21.000 --> 00:13:22.000]  叫做就很羞恥
[00:13:22.000 --> 00:13:25.000]  所以主耶穌為什麼會單獨見他
[00:13:25.000 --> 00:13:26.000]  神很奇妙
[00:13:26.000 --> 00:13:31.000]  神安排主耶穌跟薩瑪利亞夫人的會面
[00:13:31.000 --> 00:13:33.000]  他是單獨見他的
[00:13:33.000 --> 00:13:35.000]  他的門徒都去買東西吃
[00:13:35.000 --> 00:13:38.000]  但是主耶穌一個在井旁等他
[00:13:38.000 --> 00:13:39.000]  等他出現的時候
[00:13:39.000 --> 00:13:42.000]  因為主耶穌知道他需要
[00:13:42.000 --> 00:13:45.000]  他這個女人已經找愛找很久了
[00:13:45.000 --> 00:13:47.000]  每一段婚姻都失敗
[00:13:47.000 --> 00:13:49.000]  現在還在做別人的小三
[00:13:49.000 --> 00:13:50.000]  主耶穌知道
[00:13:50.000 --> 00:13:53.000]  主耶穌從頭到尾沒有罵過他
[00:13:53.000 --> 00:13:54.000]  他就只等到
[00:13:54.000 --> 00:13:56.000]  當他覺得被困在那個地方的時候
[00:13:56.000 --> 00:14:00.000]  主耶穌就直接去找他要求愛他
[00:14:00.000 --> 00:14:03.000]  這就是雅歌裡面告訴我們
[00:14:03.000 --> 00:14:04.000]  一個很重要的真理
[00:14:04.000 --> 00:14:07.000]  就是原來我們心目中所渴望
[00:14:07.000 --> 00:14:10.000]  那個最perfect的愛情
[00:14:10.000 --> 00:14:12.000]  原來他會來找你
[00:14:12.000 --> 00:14:14.000]  不需要你去找他
[00:14:14.000 --> 00:14:16.000]  這是雅歌其中一個的真理
[00:14:16.000 --> 00:14:17.000]  凡是那些覺得說
[00:14:17.000 --> 00:14:19.000]  我需要先fix my life
[00:14:19.000 --> 00:14:21.000]  我需要先整容整得很漂亮
[00:14:21.000 --> 00:14:22.000]  我比較有競爭力
[00:14:22.000 --> 00:14:23.000]  我去跟別人搶
[00:14:23.000 --> 00:14:27.000]  那結果我就能夠遇到所謂的完美的愛
[00:14:27.000 --> 00:14:29.000]  聖經告訴我們
[00:14:29.000 --> 00:14:31.000]  最完美的那位愛人
[00:14:31.000 --> 00:14:35.000]  能夠滿足你心裡面對愛渴望的那一位
[00:14:35.000 --> 00:14:37.000]  主耶穌
[00:14:37.000 --> 00:14:40.000]  他是那位主動來找你的
[00:14:40.000 --> 00:14:42.000]  不是你去找他
[00:14:42.000 --> 00:14:44.000]  所以有關愛的尋覓
[00:14:44.000 --> 00:14:47.000]  這是第一個我們需要知道的
[00:14:47.000 --> 00:14:49.000]  等主耶穌來找你的時候
[00:14:49.000 --> 00:14:52.000]  你只需要做一件事
[00:14:52.000 --> 00:14:53.000]  welcome him
[00:14:53.000 --> 00:14:54.000]  歡迎他
[00:14:54.000 --> 00:14:55.000]  打開你的心
[00:14:55.000 --> 00:14:57.000]  如果主耶穌你真的這麼好
[00:14:57.000 --> 00:14:59.000]  你真的可以滿足我心裡面對愛的渴望
[00:14:59.000 --> 00:15:01.000]  我相信你
[00:15:01.000 --> 00:15:02.000]  我需要接受你
[00:15:02.000 --> 00:15:04.000]  這就是你需要做的
[00:15:04.000 --> 00:15:07.000]  You don't need to do anything else
[00:15:07.000 --> 00:15:11.000]  第二個愛的尾聲
