
[00:00:00.000 --> 00:00:03.080]  如果你按照我們的讀經計劃
[00:07:11.120 --> 00:07:15.920]  還有一樣值得講的就是希伯來人講的《針研》
[00:07:15.920 --> 00:07:19.560]  這裡講到一種智慧叫「虎媽」
[00:07:19.560 --> 00:07:23.920]  這種智慧不是在講一個頭腦上的知識
[00:07:23.920 --> 00:07:29.560]  而是在講一種真正活出一個應用的智慧
[00:07:29.560 --> 00:07:30.900]  在生命裡面活出
[00:07:30.900 --> 00:07:33.080]  所以當你去讀《針研》的時候
[00:07:33.080 --> 00:07:36.600]  問題就不是你背不背得完所有的《針研》
[00:07:36.600 --> 00:07:40.980]  就是你詩詞歌賦 你多厲害 可以吟詩作對
[00:07:40.980 --> 00:07:46.380]  而是你的生命有沒有跟著這個智慧去演變出來
[00:07:46.380 --> 00:07:52.500]  去這樣的 當然這件事是跟《經衛耀》是有關係的
[00:07:52.500 --> 00:07:59.180]  我們讀到第九章 我想這麼巧就有一節聖經
[00:07:59.180 --> 00:08:01.900]  其實真是整個《針研》我可以說是它的中心
[00:08:01.900 --> 00:08:03.540]  雖然我們不是很知道
[00:08:03.540 --> 00:08:07.560]  《針研》究竟那個背景或者寫作的目的
[00:08:07.560 --> 00:08:08.940]  但是我們很知道
[00:08:08.940 --> 00:08:12.440]  這一節聖經真是代表了《針研》的中心
[00:08:12.440 --> 00:08:14.280]  這節聖經我想大家都很熟的
[00:08:14.280 --> 00:08:16.480]  《針研》第九章第十節這麼說
[00:08:16.480 --> 00:08:18.820]  「經衛耶和華是智慧的開端
[00:08:18.820 --> 00:08:22.640]  認識智聖者便是聰明」
[00:08:22.640 --> 00:08:25.520]  這個是非常重要的
[00:08:25.520 --> 00:08:29.640]  什麼叫做智慧?什麼叫做聰明?
[00:08:29.640 --> 00:08:32.120]  不是賺錢賺得多、讀書讀得厲害
[00:08:32.120 --> 00:08:34.620]  而是敬畏耶和華
[00:08:34.620 --> 00:08:38.880]  當然所謂敬畏耶和華不代表你很怕耶和華
[00:08:38.880 --> 00:08:41.920]  這個所謂敬畏耶和華是一種謙卑
[00:08:41.920 --> 00:08:45.980]  一個人生的態度 一個和上帝有一個正確的關係
[00:08:45.980 --> 00:08:48.480]  就是我們俯伏在祂的面前
[00:08:48.480 --> 00:08:51.400]  我們等候祂的差遣
[00:08:51.400 --> 00:08:53.200]  而我完全的俯伏
[00:08:53.200 --> 00:08:57.560]  這個就叫做智慧 叫做聰明
[00:08:57.560 --> 00:08:58.900]  很有趣的地方就是
[00:08:58.900 --> 00:09:01.840]  剛才你知道《針研》是前後呼應的
[00:09:01.840 --> 00:09:05.460]  如果你第九章的引言是說
[00:09:05.460 --> 00:09:06.840]  「經衛耶和華是智慧的開端
[00:09:06.840 --> 00:09:08.720]  認識智聖者便是聰明」
[00:09:08.720 --> 00:09:10.800]  去到第三十章的時候
[00:09:10.800 --> 00:09:14.780]  如果剛才你記得就是那個阿古爾的言語
[00:09:14.780 --> 00:09:15.980]  我也不知道他是誰
[00:09:15.980 --> 00:09:17.520]  但他可能不是以色列人
[00:09:17.520 --> 00:09:24.060]  不過引用了他來代表了以色列人的智慧
[00:09:24.060 --> 00:09:29.360]  這個人在第三十章開始的時候是這麼說的
[00:09:29.360 --> 00:09:33.000]  他說「我比眾人更像畜生
[00:09:33.000 --> 00:09:34.700]  也沒有人的智慧
[00:09:34.700 --> 00:09:39.740]  我沒有學好智慧也不認識智聖者」
[00:09:39.740 --> 00:09:42.480]  他是一個很謙卑的學生
[00:09:42.480 --> 00:09:44.460]  就是你現在將你自己帶進去了
[00:09:44.460 --> 00:09:45.560]  你是一個以色列人
[00:09:45.560 --> 00:09:47.980]  你被帶進了這個阿古爾的世界裡面
[00:09:47.980 --> 00:09:49.740]  他說「哎呀 我很蠢
[00:09:49.740 --> 00:09:52.780]  我不聰明 我又沒有智慧
[00:09:52.780 --> 00:09:55.100]  那我怎麼辦呢?」
[00:09:55.100 --> 00:09:58.600]  答案就不是每個人的智慧不一樣
[00:09:58.600 --> 00:10:02.620]  你沒有這麼厲害就認命 不是的
[00:10:02.620 --> 00:10:06.060]  你看看第五節、第六節他就給了一個答案
[00:10:06.060 --> 00:10:11.940]  他說「從什麼上面我可以得著智慧、得著聰明呢?
[00:10:11.940 --> 00:10:15.260]  上帝的話句句是廉政的
[00:10:15.260 --> 00:10:21.100]  投靠他的 他便作他們的盾牌
[00:10:21.100 --> 00:10:24.020]  你不可加添他的言語
[00:10:24.020 --> 00:10:28.700]  恐怕他責備你 你就顯為說謊的」
[00:10:28.700 --> 00:10:31.700]  原來如果你覺得自己愚蠢
[00:10:31.700 --> 00:10:33.900]  你覺得自己沒有智慧是有得救的
[00:10:33.900 --> 00:10:36.660]  有得救的地方就是上帝的言語了
[00:10:36.660 --> 00:10:39.420]  上帝的話語 那你要投靠它
[00:10:39.420 --> 00:10:41.620]  你要活出它的言語
[00:10:41.620 --> 00:10:43.460]  但是你又不可以加添
[00:10:43.460 --> 00:10:46.180]  你要很小心什麼是上帝的話語
[00:10:46.180 --> 00:10:47.840]  什麼不是上帝的話語
[00:10:47.840 --> 00:10:50.080]  我們今天很容易在上帝的話語裡面
[00:10:50.080 --> 00:10:52.520]  加了很多自己的話
[00:10:52.520 --> 00:10:53.620]  「我覺得 我覺得」
[00:10:53.620 --> 00:10:55.920]  或者是「我昨天做了一個夢」
[00:10:55.920 --> 00:10:57.660]  這些完全不是的
[00:10:57.660 --> 00:10:59.980]  而是在上帝的話語裡面
[00:10:59.980 --> 00:11:03.200]  我們可以認識它 我們得著智慧
[00:11:03.200 --> 00:11:05.160]  你從舊約去到新約的時候
[00:11:05.160 --> 00:11:08.260]  帶我們去聽耶穌基督的話語
[00:11:08.260 --> 00:11:10.540]  耶穌基督的話語是上帝的話語
[00:11:10.540 --> 00:11:12.580]  我不知道你記不記得在馬來福音
[00:11:12.580 --> 00:11:15.100]  耶穌基督登山部分裡面
[00:11:15.100 --> 00:11:17.260]  最後的終結 耶穌這麼說
[00:11:17.260 --> 00:11:20.500]  「所以 凡聽見我這些話由去做的
[00:11:20.500 --> 00:11:24.540]  好比一個聰明人把房子蓋在盤石上
[00:11:24.540 --> 00:11:27.740]  風吹雨打水沖 撞擊那房子
[00:11:27.740 --> 00:11:33.100]  房子總不倒塌 因為根基立在盤石上」
[00:11:33.100 --> 00:11:36.840]  「相反 凡聽見我這些話由不去做的
[00:11:36.840 --> 00:11:40.420]  好比一個無知的人把房子蓋在沙土上
[00:11:40.420 --> 00:11:43.920]  風吹雨打水沖 撞擊那房子
[00:11:43.920 --> 00:11:48.780]  房子就倒塌了 並且倒塌得很厲害」
[00:11:48.780 --> 00:11:52.380]  如果你知道馬來福音登山部分裡面說的東西
[00:11:52.380 --> 00:11:56.340]  你知道其實耶穌叫我們不要追求地上的榮華富貴
[00:11:56.340 --> 00:11:58.220]  其中一樣東西你不可以有侍奉
[00:11:58.220 --> 00:12:00.300]  也不是說有侍奉馬門
[00:12:00.300 --> 00:12:02.980]  所以整個故事是告訴你
[00:12:02.980 --> 00:12:04.680]  我的話 你聽了我的話
[00:12:04.680 --> 00:12:07.540]  叫你奔跑天路追求另一個世界的東西
[00:12:07.540 --> 00:12:08.860]  你就要去做
[00:12:08.860 --> 00:12:12.180]  如果不是 你就好像原會人那樣
[00:12:12.180 --> 00:12:16.180]  你所建立的一生 你所有的東西都會被倒塌
[00:12:16.180 --> 00:12:19.260]  我想這個是《針研》最終指向
[00:12:19.260 --> 00:12:22.260]  新約的智慧 耶穌基督裡面的智慧
[00:12:22.260 --> 00:12:27.920]  希望大家在這一年裡面都學習上帝的話語
[00:12:27.920 --> 00:12:31.120]  做真正的智慧人 大家努力
