
[00:00:00.000 --> 00:00:05.520]  願因為平安 多多的家給你們
[00:03:28.520 --> 00:03:31.520]  你說 為什麼這樣?
[00:03:31.520 --> 00:03:33.520]  如果真正新的東西
[00:03:33.520 --> 00:03:36.520]  一定好像彼得前書所說的
[00:03:36.520 --> 00:03:39.520]  是不能扭壞
[00:03:39.520 --> 00:03:41.520]  不能沾污
[00:03:41.520 --> 00:03:43.520]  不能衰殘
[00:03:43.520 --> 00:03:45.520]  當然這三個名詞
[00:03:45.520 --> 00:03:48.520]  無論是扭壞 沾污 衰殘
[00:03:48.520 --> 00:03:51.520]  我們都很難理解
[00:03:51.520 --> 00:03:54.520]  不會壞的
[00:03:54.520 --> 00:03:57.520]  你說有哪一樣東西不會壞?
[00:03:57.520 --> 00:04:00.520]  地上沒有一樣東西不會壞 是不是?
[00:04:00.520 --> 00:04:03.520]  我想鑽石也有一天會壞
[00:04:03.520 --> 00:04:08.520]  不能沾污 有什麼東西不會被污染?
[00:04:08.520 --> 00:04:12.520]  什麼東西都會被污染
[00:04:12.520 --> 00:04:14.520]  不能衰殘
[00:04:14.520 --> 00:04:19.520]  不會這樣就隨時光而逝 要永遠
[00:04:19.520 --> 00:04:23.520]  如果我們能夠得到一些東西
[00:04:23.520 --> 00:04:26.520]  是不能扭壞 不能沾污 不能衰殘
[00:04:26.520 --> 00:04:29.520]  這樣你就新了
[00:04:29.520 --> 00:04:32.520]  如果不是 是一定舊的
[00:04:32.520 --> 00:04:34.520]  所以我們這些有限的人
[00:04:34.520 --> 00:04:38.520]  很難明白什麼叫做常生
[00:04:38.520 --> 00:04:40.520]  神很奇妙
[00:04:40.520 --> 00:04:43.520]  祂藉著祂的創造
[00:04:43.520 --> 00:04:46.520]  讓我們去體會一點
[00:04:46.520 --> 00:04:48.520]  為什麼這樣說呢?
[00:04:48.520 --> 00:04:52.520]  我們經常聽說神是無始無終
[00:04:52.520 --> 00:04:56.520]  無始無終在我們人的意識上
[00:04:56.520 --> 00:04:59.520]  有起點 沒起點 沒終點
[00:04:59.520 --> 00:05:02.520]  你說是不是一條直線?
[00:05:02.520 --> 00:05:04.520]  又不是
[00:05:04.520 --> 00:05:07.520]  原來那個無始無終
[00:05:07.520 --> 00:05:09.520]  我們可以這樣想
[00:05:09.520 --> 00:05:12.520]  不知道什麼時候想到哪裡最遠
[00:05:12.520 --> 00:05:14.520]  哪裡最遠
[00:05:14.520 --> 00:05:17.520]  東離西也好 歷史也好
[00:05:17.520 --> 00:05:19.520]  如果以一條線條去想
[00:05:19.520 --> 00:05:21.520]  想不到什麼叫無始無終
[00:05:21.520 --> 00:05:25.520]  但是神就用一個圓形來代替了
[00:05:26.520 --> 00:05:29.520]  有沒有留意這個圓形的意思?
[00:05:29.520 --> 00:05:34.520]  地球是圓的
[00:05:34.520 --> 00:05:36.520]  不是平面
[00:05:36.520 --> 00:05:39.520]  這個太陽是圓的
[00:05:39.520 --> 00:05:41.520]  有循環
[00:05:41.520 --> 00:05:46.520]  所以我們一年有四季
[00:05:46.520 --> 00:05:50.520]  地球繞著太陽的公轉
[00:05:50.520 --> 00:05:52.520]  這樣就叫一年
[00:05:52.520 --> 00:05:54.520]  冬去春來
[00:05:54.520 --> 00:05:57.520]  真是上帝造就很奇妙
[00:05:57.520 --> 00:06:00.520]  那個地球的軸
[00:06:00.520 --> 00:06:04.520]  和圍繞的平面是23.5度
[00:06:04.520 --> 00:06:08.520]  這個我自己親眼可以看到
[00:06:08.520 --> 00:06:12.520]  這23.5度是我從看日出看出來的
[00:06:12.520 --> 00:06:15.520]  我每天早上都看日出的
[00:06:15.520 --> 00:06:18.520]  冬至和夏至的日出地點不同
[00:06:18.520 --> 00:06:20.520]  那個角度當然是23.5度
[00:06:20.520 --> 00:06:21.520]  很準確的
[00:06:21.520 --> 00:06:23.520]  因為這樣的循環
[00:06:23.520 --> 00:06:25.520]  讓你有個醒覺
[00:06:25.520 --> 00:06:29.520]  過完冬天又到春天了
[00:06:29.520 --> 00:06:32.520]  現在是春天了嗎?
[00:06:32.520 --> 00:06:34.520]  有人不知道
[00:06:34.520 --> 00:06:36.520]  怎麼還這麼冷?
[00:06:36.520 --> 00:06:39.520]  兩個星期前已經是立春了
[00:06:39.520 --> 00:06:41.520]  剛剛是星期三
[00:06:41.520 --> 00:06:45.520]  兩個星期前已經是立春了
[00:06:45.520 --> 00:06:48.520]  中國農曆都很準確
[00:06:48.520 --> 00:06:52.520]  雨水,今天也有些水了
[00:06:52.520 --> 00:06:54.520]  只是你沒有留意
[00:06:54.520 --> 00:06:57.520]  頂尖會神造萬物
[00:06:57.520 --> 00:06:59.520]  國安其事漢為美好
[00:06:59.520 --> 00:07:01.520]  這個循環
[00:07:01.520 --> 00:07:04.520]  一年一次365日多一點
[00:07:04.520 --> 00:07:08.520]  讓你發現原來會有開始
[00:07:08.520 --> 00:07:11.520]  讓你明白新的意思是什麼
[00:07:11.520 --> 00:07:13.520]  一年都太久了
[00:07:13.520 --> 00:07:15.520]  其實每天都可以新的
[00:07:15.520 --> 00:07:18.520]  因為地球會自轉
[00:07:18.520 --> 00:07:22.520]  夜盡天明
[00:07:22.520 --> 00:07:26.520]  你試過晚上一等天光嗎?
[00:07:26.520 --> 00:07:28.520]  你沒有捱過
[00:07:28.520 --> 00:07:30.520]  沒有病過
[00:07:30.520 --> 00:07:31.520]  如果在醫院睡過
[00:07:31.520 --> 00:07:33.520]  就知道什麼叫夜盡天明
[00:07:33.520 --> 00:07:34.520]  等天光
[00:07:34.520 --> 00:07:36.520]  醫生巡訪
[00:07:36.520 --> 00:07:38.520]  如果你在艱難時刻
[00:07:38.520 --> 00:07:41.520]  你希望可以見到天光
[00:07:41.520 --> 00:07:44.520]  頂尖會神就照著這個
[00:07:44.520 --> 00:07:46.520]  一公轉一個自轉
[00:07:46.520 --> 00:07:47.520]  讓我們明白
[00:07:47.520 --> 00:07:49.520]  在環境上
[00:07:49.520 --> 00:07:52.520]  我們知道有轉機
[00:07:52.520 --> 00:07:56.520]  有機會會更新
[00:07:56.520 --> 00:07:58.520]  所以我們有新的一天
[00:07:58.520 --> 00:08:00.520]  新的一年
[00:08:00.520 --> 00:08:01.520]  但無論如何
[00:08:01.520 --> 00:08:02.520]  頂尖會神
[00:08:02.520 --> 00:08:04.520]  如果常常新的話
[00:08:04.520 --> 00:08:07.520]  靠這些東西的新都有限
[00:08:07.520 --> 00:08:12.520]  除非你裏面成為一個新造的人
[00:08:12.520 --> 00:08:14.520]  如果不是
[00:08:14.520 --> 00:08:19.520]  每一秒鐘你都在變舊
[00:08:19.520 --> 00:08:21.520]  是不是?
[00:08:21.520 --> 00:08:23.520]  面對這樣的現實
[00:08:23.520 --> 00:08:25.520]  其實令人很沮喪
[00:08:25.520 --> 00:08:27.520]  我期望新的
[00:08:27.520 --> 00:08:28.520]  一到就變舊了
[00:08:28.520 --> 00:08:29.520]  期望新的
[00:08:29.520 --> 00:08:30.520]  一到就變舊了
[00:08:30.520 --> 00:08:32.520]  所以地上的東西
[00:08:32.520 --> 00:08:35.520]  都有一天會幻滅
[00:08:35.520 --> 00:08:37.520]  有人會問
[00:08:37.520 --> 00:08:40.520]  為什麼人會變舊?
[00:08:40.520 --> 00:08:43.520]  其實在神的創造裏的時候
[00:08:43.520 --> 00:08:45.520]  人應該是天天新的
[00:08:45.520 --> 00:08:48.520]  不過因為人犯罪之後
[00:08:48.520 --> 00:08:51.520]  罪的結局就是死
[00:08:51.520 --> 00:08:54.520]  在希伯來書第九章二十七節
[00:08:54.520 --> 00:08:55.520]  曾經這樣說
[00:08:55.520 --> 00:08:57.520]  「按著定命
[00:08:57.520 --> 00:08:59.520]  人人都有一死
[00:08:59.520 --> 00:09:02.520]  死後且有審判」
[00:09:02.520 --> 00:09:04.520]  人被生出來
[00:09:04.520 --> 00:09:06.520]  初生嬰兒
[00:09:06.520 --> 00:09:09.520]  但他會面對一個結局
[00:09:09.520 --> 00:09:12.520]  這個身體和這個被造的世界
[00:09:12.520 --> 00:09:15.520]  都是不斷的變舊
[00:09:15.520 --> 00:09:18.520]  不可能永遠新
[00:09:18.520 --> 00:09:22.520]  那你說神做人是不是很殘酷?
[00:09:22.520 --> 00:09:23.520]  No
[00:09:23.520 --> 00:09:25.520]  人犯罪的結果
[00:09:25.520 --> 00:09:27.520]  就要承擔罪的後果
[00:09:27.520 --> 00:09:30.520]  神可以赦免我們的罪
[00:09:30.520 --> 00:09:33.520]  但弟子妹小心
[00:09:33.520 --> 00:09:35.520]  每一個人所行的
[00:09:35.520 --> 00:09:38.520]  必須要為所做的負責任
[00:09:38.520 --> 00:09:41.520]  聖經說是罪就是罪
[00:09:41.520 --> 00:09:44.520]  你說我無意疏忽是罪
[00:09:44.520 --> 00:09:45.520]  也是罪
[00:09:45.520 --> 00:09:47.520]  你故意犯也是罪
[00:09:47.520 --> 00:09:50.520]  所以沒有一個人倖免
[00:09:50.520 --> 00:09:51.520]  和罪無關
[00:09:51.520 --> 00:09:53.520]  既然如此
[00:09:53.520 --> 00:09:55.520]  定命就是死
[00:09:55.520 --> 00:09:57.520]  感謝神
[00:09:57.520 --> 00:09:59.520]  死後有審判
[00:09:59.520 --> 00:10:01.520]  如果死後沒有審判
[00:10:01.520 --> 00:10:03.520]  我和你的嗚呼哀哉
[00:10:03.520 --> 00:10:04.520]  既然有審判
[00:10:04.520 --> 00:10:05.520]  怎麼辦?
[00:10:05.520 --> 00:10:07.520]  亞國書說
[00:10:07.520 --> 00:10:10.520]  「憐憫向審判誇盛」
[00:10:10.520 --> 00:10:13.520]  每一個得蒙上帝憐憫的人
[00:10:13.520 --> 00:10:15.520]  不需要怕審判
[00:10:15.520 --> 00:10:16.520]  聽清楚
[00:10:16.520 --> 00:10:19.520]  每一個得蒙上帝憐憫的人
[00:10:19.520 --> 00:10:21.520]  不需要怕審判
[00:10:21.520 --> 00:10:23.520]  但沒有上帝憐憫的人
[00:10:23.520 --> 00:10:27.520]  審判就是結局
[00:10:27.520 --> 00:10:28.520]  這些緣故
[00:10:28.520 --> 00:10:30.520]  我們真的活在恩典裡面
[00:10:30.520 --> 00:10:32.520]  我不是鼓勵說
[00:10:32.520 --> 00:10:34.520]  既然月事有憐憫
[00:10:34.520 --> 00:10:36.520]  我就在上帝身上犯罪
[00:10:36.520 --> 00:10:37.520]  No
[00:10:37.520 --> 00:10:41.520]  因為憐憫不是給這些人
[00:10:41.520 --> 00:10:45.520]  憐憫是給真心悔改
[00:10:45.520 --> 00:10:47.520]  願意回到神面前的人
[00:10:47.520 --> 00:10:49.520]  才可以蒙上憐憫
[00:10:49.520 --> 00:10:53.520]  人因為罪的緣故
[00:10:53.520 --> 00:10:55.520]  以致會衰敗
[00:10:55.520 --> 00:10:56.520]  但感謝神
[00:10:56.520 --> 00:10:59.520]  因著基督耶穌的救恩
[00:10:59.520 --> 00:11:01.520]  救贖的恩典
[00:11:01.520 --> 00:11:04.520]  使我們可以成為一個新造的人
[00:11:04.520 --> 00:11:06.520]  這個新造的人
[00:11:06.520 --> 00:11:08.520]  叫我們不單得到永生
[00:11:08.520 --> 00:11:10.520]  剛才彼得前書說
[00:11:10.520 --> 00:11:14.520]  是要讓我們得到榮耀
[00:11:14.520 --> 00:11:16.520]  衰敗的意思
[00:11:16.520 --> 00:11:19.520]  就是黯然失色
[00:11:19.520 --> 00:11:21.520]  但是更新
[00:11:21.520 --> 00:11:23.520]  是讓我們能夠經歷到
[00:11:23.520 --> 00:11:26.520]  神給我們的榮耀
[00:11:26.520 --> 00:11:28.520]  什麼叫榮耀?
[00:11:28.520 --> 00:11:29.520]  很光彩的
[00:11:29.520 --> 00:11:30.520]  很開心的
[00:11:30.520 --> 00:11:32.520]  有明朗的東西
[00:11:32.520 --> 00:11:34.520]  今天你遇到很多事情
[00:11:34.520 --> 00:11:35.520]  心裡面很黯然失色
[00:11:35.520 --> 00:11:38.520]  這是衰殘的表象
[00:11:38.520 --> 00:11:41.520]  但你心裡面永遠有盼望的時候
[00:11:41.520 --> 00:11:44.520]  榮耀就在你身上
[00:11:44.520 --> 00:11:46.520]  不單止主耶穌也有榮耀
[00:11:46.520 --> 00:11:48.520]  我們也有榮耀
[00:11:48.520 --> 00:11:49.520]  這個轉變
[00:11:49.520 --> 00:11:50.520]  從黯然失色
[00:11:50.520 --> 00:11:52.520]  去到很光彩的榮耀
[00:11:52.520 --> 00:11:56.520]  有一個要訣在這裡
[00:11:56.520 --> 00:12:01.520]  是透過約翰福音第五章二十四字所說
[00:12:01.520 --> 00:12:03.520]  耶穌說:我實實在在告訴你們
[00:12:03.520 --> 00:12:05.520]  那聽我話
[00:12:05.520 --> 00:12:08.520]  有信猜我來者的
[00:12:08.520 --> 00:12:10.520]  就有永生
[00:12:10.520 --> 00:12:12.520]  不至於定罪
[00:12:12.520 --> 00:12:17.520]  是已經出死入生了
[00:12:17.520 --> 00:12:19.520]  人犯罪的結局要死
[00:12:19.520 --> 00:12:22.520]  就是永遠的滅亡
[00:12:22.520 --> 00:12:24.520]  這個沒有新可言
[00:12:24.520 --> 00:12:26.520]  永遠有
[00:12:26.520 --> 00:12:27.520]  但是感謝神
[00:12:27.520 --> 00:12:30.520]  聽到耶穌的這句話
[00:12:30.520 --> 00:12:33.520]  而且相信頂智妹
[00:12:33.520 --> 00:12:35.520]  這個信字不是說
[00:12:35.520 --> 00:12:37.520]  哦!我知道了
[00:12:37.520 --> 00:12:39.520]  No!
[00:12:39.520 --> 00:12:40.520]  這個信字是
[00:12:40.520 --> 00:12:44.520]  哦!我會去做了
[00:12:44.520 --> 00:12:45.520]  我知道了
[00:12:45.520 --> 00:12:47.520]  和我會去做了
[00:12:47.520 --> 00:12:50.520]  是兩件事情
[00:12:50.520 --> 00:12:52.520]  你教導你家裡的姐姐
[00:12:52.520 --> 00:12:53.520]  叫她做事
[00:12:53.520 --> 00:12:55.520]  你說我今早去教會
[00:12:55.520 --> 00:12:57.520]  跟上帝拜年
[00:12:57.520 --> 00:13:00.520]  拜託你幫我搞定她
[00:13:00.520 --> 00:13:02.520]  一會兒有人來家裡吃飯
[00:13:02.520 --> 00:13:04.520]  叫她搞定她
[00:13:04.520 --> 00:13:07.520]  她說:哦!我聽到了
[00:13:07.520 --> 00:13:08.520]  跟著問:你知道嗎?
[00:13:08.520 --> 00:13:10.520]  哦!我知道了
[00:13:10.520 --> 00:13:14.520]  不過跟著她開電視看節目了
[00:13:14.520 --> 00:13:16.520]  這樣有沒有聽?
[00:13:16.520 --> 00:13:18.520]  她信不信?
[00:13:18.520 --> 00:13:20.520]  她說:沒有信
[00:13:20.520 --> 00:13:22.520]  那聽我話
[00:13:22.520 --> 00:13:24.520]  有信猜我來者的
[00:13:24.520 --> 00:13:25.520]  是接受
[00:13:25.520 --> 00:13:28.520]  耶穌是獨一舊主
[00:13:28.520 --> 00:13:30.520]  願意去進行祂的話的人
[00:13:30.520 --> 00:13:32.520]  就有榮生
[00:13:32.520 --> 00:13:35.520]  頂智妹
[00:13:35.520 --> 00:13:36.520]  在
[00:13:36.520 --> 00:13:38.520]  沒有人可以在一切
[00:13:38.520 --> 00:13:41.520]  神所認定的罪上可以倖免
[00:13:41.520 --> 00:13:44.520]  但是我們可以求主的憐憫
[00:13:44.520 --> 00:13:46.520]  讓我們得到這個榮生
[00:13:46.520 --> 00:13:47.520]  所以
[00:13:47.520 --> 00:13:48.520]  雖然
[00:13:48.520 --> 00:13:52.520]  我們活在這個現實的世界中間
[00:13:52.520 --> 00:13:54.520]  聖經這樣說
[00:13:54.520 --> 00:13:57.520]  哥林多後書第四章十六節
[00:13:57.520 --> 00:13:58.520]  所以
[00:13:58.520 --> 00:14:00.520]  我們不喪膽
[00:14:00.520 --> 00:14:01.520]  外體
[00:14:01.520 --> 00:14:02.520]  什麼?
[00:14:02.520 --> 00:14:04.520]  雖然
[00:14:04.520 --> 00:14:06.520]  毀壞
[00:14:06.520 --> 00:14:07.520]  內心
[00:14:07.520 --> 00:14:08.520]  卻是什麼?
[00:14:08.520 --> 00:14:09.520]  一天
[00:14:09.520 --> 00:14:10.520]  身
[00:14:10.520 --> 00:14:12.520]  是一天
[00:14:12.520 --> 00:14:15.520]  這個身是一天是真的身
[00:14:15.520 --> 00:14:18.520]  不是你期望見新衣服的那個身
[00:14:18.520 --> 00:14:21.520]  不是你想結婚成為新人的那個神
[00:14:21.520 --> 00:14:25.520]  真正的內心裏面一天身就是一天
[00:14:25.520 --> 00:14:26.520]  為什麼?
[00:14:26.520 --> 00:14:28.520]  原來內心裏面一天身就是一天
[00:14:28.520 --> 00:14:29.520]  這是很明確的一件事
[00:14:29.520 --> 00:14:31.520]  裏面的盼望
[00:14:31.520 --> 00:14:33.520]  越來越肯定
[00:14:33.520 --> 00:14:35.520]  越來越知道
[00:14:35.520 --> 00:14:37.520]  有一天我要見我的主
[00:14:37.520 --> 00:14:39.520]  有一天主得榮耀
[00:14:39.520 --> 00:14:41.520]  我和他一起在榮耀裏面
[00:14:41.520 --> 00:14:43.520]  這是很肯定的
[00:14:43.520 --> 00:14:44.520]  這種向往聖潔
[00:14:44.520 --> 00:14:45.520]  向往榮耀
[00:14:45.520 --> 00:14:47.520]  這種盼望
[00:14:47.520 --> 00:14:49.520]  順主越來
[00:14:49.520 --> 00:14:53.520]  應該在裏面越來越堅定
[00:14:53.520 --> 00:14:55.520]  如果你相信到去年
[00:14:55.520 --> 00:14:57.520]  蒙查查覺得這個世界很灰暗
[00:14:57.520 --> 00:14:59.520]  今年不知道怎麼做的時候
[00:14:59.520 --> 00:15:01.520]  不要跑了
[00:15:01.520 --> 00:15:04.520]  因為馬的力量是有限的
[00:15:04.520 --> 00:15:05.520]  是不是?
[00:15:05.520 --> 00:15:07.520]  去清草地
[00:15:07.520 --> 00:15:08.520]  吃多點草
[00:15:08.520 --> 00:15:10.520]  去溪水旁
[00:15:10.520 --> 00:15:13.520]  在神的面前多點吸取力量
[00:15:13.520 --> 00:15:15.520]  以致你裏面更加堅定
[00:15:15.520 --> 00:15:17.520]  世人看這個世界
[00:15:17.520 --> 00:15:19.520]  好像越來越這樣
[00:15:19.520 --> 00:15:21.520]  但是你看這個世界
[00:15:21.520 --> 00:15:22.520]  不是的
[00:15:22.520 --> 00:15:23.520]  你不是看世界
[00:15:23.520 --> 00:15:26.520]  你顧念的是永恆的國度
[00:15:26.520 --> 00:15:29.520]  你的心會改變
[00:15:29.520 --> 00:15:32.520]  有人未認識耶穌的時候
[00:15:32.520 --> 00:15:35.520]  甚至雖然從小聽過道理
[00:15:35.520 --> 00:15:36.520]  但是他不認識神的時候
[00:15:36.520 --> 00:15:38.520]  他拼命要找
[00:15:38.520 --> 00:15:42.520]  可能名譽、健康、錢財
[00:15:42.520 --> 00:15:43.520]  他所想的一切
[00:15:43.520 --> 00:15:45.520]  那些東西他拿著手
[00:15:45.520 --> 00:15:49.520]  他心裡亂七八糟
[00:15:49.520 --> 00:15:51.520]  到有一天
[00:15:51.520 --> 00:15:53.520]  他醒不過來了
[00:15:53.520 --> 00:15:55.520]  發覺原來
[00:15:55.520 --> 00:15:59.520]  上帝已經將最永恆的恩典榮耀給了我
[00:15:59.520 --> 00:16:01.520]  心中有真正的平安
[00:16:01.520 --> 00:16:04.520]  他發覺手拿著的那些東西
[00:16:04.520 --> 00:16:06.520]  都會走
[00:16:06.520 --> 00:16:07.520]  在今日經文裏面
[00:16:07.520 --> 00:16:09.520]  講了幾次機業
[00:16:09.520 --> 00:16:12.520]  我查這個機業這個字的時候
[00:16:12.520 --> 00:16:14.520]  不要以為機業就是
[00:16:14.520 --> 00:16:18.520]  應該有一間代理的賣賣房屋叫機業
[00:16:18.520 --> 00:16:20.520]  一想到機業就想到屋
[00:16:20.520 --> 00:16:21.520]  不是
[00:16:21.520 --> 00:16:23.520]  神所給我們的名分
[00:16:23.520 --> 00:16:25.520]  神所給我們的權利
[00:16:25.520 --> 00:16:28.520]  神應許給我們的永生
[00:16:28.520 --> 00:16:29.520]  還有
[00:16:29.520 --> 00:16:31.520]  應許因盼望等候的那個人
[00:16:31.520 --> 00:16:33.520]  有榮耀
[00:16:33.520 --> 00:16:36.520]  這一切都是神給我們的
[00:16:36.520 --> 00:16:40.520]  我們可以從一些人的安息聚會
[00:16:40.520 --> 00:16:42.520]  看到那些人
[00:16:42.520 --> 00:16:44.520]  生前可能沒什麼
[00:16:44.520 --> 00:16:45.520]  但在那一刻間
[00:16:45.520 --> 00:16:48.520]  很多人混雜的時候
[00:16:48.520 --> 00:16:50.520]  不是因為他捐了很多錢
[00:16:50.520 --> 00:16:52.520]  不是因為他做了很多善事
[00:16:52.520 --> 00:16:54.520]  只是一件事
[00:16:54.520 --> 00:16:56.520]  他為永恆的機業努力的時候
[00:16:56.520 --> 00:16:59.520]  神將他離開世界的時候
[00:16:59.520 --> 00:17:03.520]  都可以將這種榮耀給他
[00:17:03.520 --> 00:17:05.520]  求主讓我們認識到
[00:17:05.520 --> 00:17:10.520]  我們外體是會毀壞的
[00:17:10.520 --> 00:17:13.520]  你信不信?
[00:17:13.520 --> 00:17:15.520]  沒到這個年紀就不信了
[00:17:15.520 --> 00:17:18.520]  你以前一口氣跑十層樓
[00:17:18.520 --> 00:17:20.520]  你到某個年紀之後
[00:17:20.520 --> 00:17:21.520]  不要跑十層樓
[00:17:21.520 --> 00:17:24.520]  一層樓你都覺得累
[00:17:24.520 --> 00:17:27.520]  我以前下樓
[00:17:27.520 --> 00:17:28.520]  下樓不是走樓梯
[00:17:28.520 --> 00:17:31.520]  原來下樓梯比上樓梯更辛苦
[00:17:31.520 --> 00:17:33.520]  那個關注我
[00:17:33.520 --> 00:17:35.520]  有一次我突然下樓
[00:17:35.520 --> 00:17:36.520]  怎麼腳軟了?
[00:17:36.520 --> 00:17:37.520]  我心想不是吧
[00:17:37.520 --> 00:17:40.520]  我聽人說得多
[00:17:40.520 --> 00:17:42.520]  我想可能要注意一下運動
[00:17:42.520 --> 00:17:44.520]  但是怎樣注意運動
[00:17:44.520 --> 00:17:45.520]  我想到有一天
[00:17:45.520 --> 00:17:47.520]  我都腳軟不下樓
[00:17:47.520 --> 00:17:49.520]  有一天
[00:17:49.520 --> 00:17:51.520]  所以我經常祈禱
[00:17:51.520 --> 00:17:54.520]  你記得我說過摩西那句話
[00:17:54.520 --> 00:17:57.520]  眼目不要分花
[00:17:57.520 --> 00:18:00.520]  精力不要衰退
[00:18:00.520 --> 00:18:03.520]  我們希望求主賜福給我們
[00:18:03.520 --> 00:18:04.520]  但是問題是一件事
[00:18:04.520 --> 00:18:06.520]  聖經說外體會毀壞
[00:18:06.520 --> 00:18:10.520]  但是內心它一天要失去一天
[00:18:10.520 --> 00:18:13.520]  只有在基督耶穌裡面的人
[00:18:13.520 --> 00:18:14.520]  才可以這樣改變
[00:18:14.520 --> 00:18:16.520]  你不在基督耶穌裡面的
[00:18:16.520 --> 00:18:18.520]  你沒有辦法
[00:18:18.520 --> 00:18:19.520]  為什麼?
[00:18:19.520 --> 00:18:21.520]  哥林多後書五章十七節
[00:18:21.520 --> 00:18:22.520]  我們經常讀好嗎?
[00:18:22.520 --> 00:18:24.520]  預備起
[00:18:24.520 --> 00:18:26.520]  有人在基督裡
[00:18:26.520 --> 00:18:28.520]  他就是新做的人
[00:18:28.520 --> 00:18:31.520]  舊事已過都變成新的了
[00:18:31.520 --> 00:18:33.520]  舊事過了
[00:18:33.520 --> 00:18:35.520]  歷史就是歷史
[00:18:35.520 --> 00:18:36.520]  歷史要追究
[00:18:36.520 --> 00:18:37.520]  為什麼?
[00:18:37.520 --> 00:18:38.520]  歷史為什麼?
[00:18:38.520 --> 00:18:40.520]  為什麼人很蠢的人
[00:18:40.520 --> 00:18:41.520]  一前路都不會走
[00:18:41.520 --> 00:18:43.520]  看回後面
[00:18:43.520 --> 00:18:45.520]  你試一下走馬路
[00:18:45.520 --> 00:18:49.520]  看後不看前
