
[00:00:00.000 --> 00:00:05.120]  今天我們會繼續講到以利亞港島系列
[00:02:38.120 --> 00:02:39.120]  但說自己贏
[00:02:39.120 --> 00:02:41.120]  所以如果他沒有贏
[00:02:41.120 --> 00:02:44.120]  就表示那11個王的聯盟
[00:02:44.120 --> 00:02:47.120]  應該是成功抵擋了
[00:02:47.120 --> 00:02:50.120]  Sarmaneser三世的攻擊
[00:02:50.120 --> 00:02:53.120]  保存了南面的國度
[00:02:53.120 --> 00:02:54.120]  在這場戰役當中
[00:02:54.120 --> 00:02:56.120]  這塊石碑也很特別
[00:02:56.120 --> 00:03:00.120]  它有記載這11個王出兵出了多少
[00:03:00.120 --> 00:03:04.120]  其中一個大馬士革的王
[00:03:04.120 --> 00:03:06.120]  叫做Hadadaser
[00:03:06.120 --> 00:03:08.120]  Hadadaser出了多少兵呢
[00:03:08.120 --> 00:03:13.120]  上面記載他出了1200的戰車
[00:03:13.120 --> 00:03:15.120]  大家知道以前埃及的戰車
[00:03:15.120 --> 00:03:17.120]  兩匹馬拉在後面
[00:03:17.120 --> 00:03:19.120]  上面可以站人
[00:03:19.120 --> 00:03:21.120]  1200的戰車
[00:03:21.120 --> 00:03:24.120]  就1200的騎兵
[00:03:24.120 --> 00:03:25.120]  步兵多少呢
[00:03:25.120 --> 00:03:27.120]  2萬的步兵
[00:03:27.120 --> 00:03:33.120]  第一個最厲害的就是Hadadaser
[00:03:33.120 --> 00:03:37.120]  第二個帶領的王就輪到阿哈王
[00:03:37.120 --> 00:03:40.120]  大家可以猜一下阿哈王出了多少兵呢
[00:03:40.120 --> 00:03:42.120]  阿哈王根據這塊石碑
[00:03:42.120 --> 00:03:46.120]  他出了2000的戰車
[00:03:46.120 --> 00:03:48.120]  但以色列可能沒有騎兵
[00:03:48.120 --> 00:03:49.120]  不知道為什麼
[00:03:49.120 --> 00:03:50.120]  他只是出了步兵
[00:03:50.120 --> 00:03:52.120]  他出了2000的戰車
[00:03:52.120 --> 00:03:54.120]  但就1萬的步兵
[00:03:54.120 --> 00:03:55.120]  也不差
[00:03:55.120 --> 00:03:57.120]  11個王各自都出兵
[00:03:57.120 --> 00:03:58.120]  最便宜的是誰呢
[00:03:58.120 --> 00:04:01.120]  最便宜的就落到最底的那個
[00:04:01.120 --> 00:04:03.120]  就叫做阿曼的王
[00:04:03.120 --> 00:04:09.120]  大家知道阿曼就是現在約旦的首都
[00:04:09.120 --> 00:04:11.120]  上年去以色列的時候
[00:04:11.120 --> 00:04:12.120]  經過阿曼首都
[00:04:12.120 --> 00:04:14.120]  也吃了兩餐BBQ
[00:04:14.120 --> 00:04:15.120]  也不錯
[00:04:15.120 --> 00:04:21.120]  這個阿曼的地方的王叫做巴阿薩
[00:04:21.120 --> 00:04:23.120]  巴阿薩出了多少兵呢
[00:04:23.120 --> 00:04:24.120]  他也蠻便宜的
[00:04:24.120 --> 00:04:26.120]  他沒有出戰車
[00:04:26.120 --> 00:04:27.120]  也沒有出騎兵
[00:04:27.120 --> 00:04:29.120]  只是出了步兵
[00:04:29.120 --> 00:04:30.120]  他出了多少步兵呢
[00:04:30.120 --> 00:04:34.120]  他出了100步兵
[00:04:34.120 --> 00:04:36.120]  比我們教會人數還少
[00:04:36.120 --> 00:04:38.120]  也不知道10個王為什麼要跟他一起玩
[00:04:38.120 --> 00:04:40.120]  要不然我就踢走他
[00:04:40.120 --> 00:04:41.120]  開會的時候沒理由
[00:04:41.120 --> 00:04:43.120]  大家開會很激昂
[00:04:43.120 --> 00:04:46.120]  聽說亞述大帝毀滾南下
[00:04:46.120 --> 00:04:47.120]  我們怎樣也要抵擋
[00:04:47.120 --> 00:04:48.120]  我出兩萬
[00:04:48.120 --> 00:04:49.120]  我出一萬
[00:04:49.120 --> 00:04:50.120]  你呢
[00:04:50.120 --> 00:04:51.120]  我出一萬
[00:04:51.120 --> 00:04:52.120]  不是是一百
[00:04:52.120 --> 00:04:53.120]  很接近的
[00:04:53.120 --> 00:04:55.120]  Anyway他們打贏了
[00:04:55.120 --> 00:04:57.120]  打完這場仗
[00:04:57.120 --> 00:05:01.120]  應該是阿哈王的權力如日中天的時候
[00:05:01.120 --> 00:05:06.120]  第二場的戰役就記載在聖經
[00:05:06.120 --> 00:05:07.120]  就不在聖經以外記載
[00:05:07.120 --> 00:05:10.120]  就叫做The Battle of Aram
[00:05:10.120 --> 00:05:11.120]  這件事是怎麼發生的呢
[00:05:11.120 --> 00:05:16.120]  因為這件事是結束了阿哈王的執政
[00:05:16.120 --> 00:05:18.120]  這是他人生最後一場的戰役
[00:05:18.120 --> 00:05:20.120]  這場戰役的發生是這樣的
[00:05:20.120 --> 00:05:24.120]  話說南面的王猶大的王叫約沙發
[00:05:24.120 --> 00:05:29.120]  約沙發有一天上來探望
[00:05:29.120 --> 00:05:32.120]  通常南北角是沒什麼來往的
[00:05:32.120 --> 00:05:36.120]  可能約沙發王和阿哈王都感情不錯
[00:05:36.120 --> 00:05:37.120]  有一天上來探望他
[00:05:37.120 --> 00:05:39.120]  於是兩個人就喝茶
[00:05:39.120 --> 00:05:41.120]  喝茶聊天的時候
[00:05:41.120 --> 00:05:46.120]  阿哈王說我有件麻煩事
[00:05:46.120 --> 00:05:50.120]  他說我北面有個城市叫做Gileg
[00:05:50.120 --> 00:05:52.120]  Ramath Gileg
[00:05:52.120 --> 00:05:56.120]  他說這個城市我早前借了給一個王
[00:05:56.120 --> 00:05:58.120]  叫做The King of Aram
[00:05:58.120 --> 00:06:01.120]  那個王借了這個城市之後
[00:06:01.120 --> 00:06:03.120]  就一直都不肯還給我
[00:06:03.120 --> 00:06:05.120]  好像劉備借荊州
[00:06:05.120 --> 00:06:07.120]  有借無還
[00:06:07.120 --> 00:06:09.120]  他說我們兩兄弟合作
[00:06:09.120 --> 00:06:13.120]  我們聯手把那個城市搶回來
[00:06:13.120 --> 00:06:16.120]  這個約沙發王就說沒問題
[00:06:16.120 --> 00:06:18.120]  我們都是同一個民族
[00:06:18.120 --> 00:06:19.120]  我們一起打他
[00:06:19.120 --> 00:06:24.120]  這個約沙發王可能從南面來靈性好一點
[00:06:24.120 --> 00:06:26.120]  他說不可以輕易出兵
[00:06:26.120 --> 00:06:28.120]  一定要做一件事
[00:06:28.120 --> 00:06:31.120]  先求問一下神的先知
[00:06:31.120 --> 00:06:33.120]  知道一下神的旨意
[00:06:33.120 --> 00:06:35.120]  如果神叫我們出兵我們出兵
[00:06:35.120 --> 00:06:38.120]  如果神叫我們不出兵我們就不出兵
[00:06:38.120 --> 00:06:40.120]  阿哈王就說沒問題
[00:06:40.120 --> 00:06:42.120]  我平時養了四百個先知
[00:06:42.120 --> 00:06:44.120]  現在是時候用上他們了
[00:06:44.120 --> 00:06:47.120]  就呼籲那四百個先知過來
[00:06:47.120 --> 00:06:51.120]  現在我們準備出兵要攻下這座城市
[00:06:51.120 --> 00:06:54.120]  你們的責任回去求問耶和華
[00:06:54.120 --> 00:06:56.120]  然後把耶和華的旨意告訴我
[00:06:56.120 --> 00:07:00.120]  那四百個先知很明顯是假先知
[00:07:00.120 --> 00:07:02.120]  平時就吃飯
[00:07:02.120 --> 00:07:04.120]  就吃東西不工作
[00:07:04.120 --> 00:07:06.120]  平時又不靈修
[00:07:06.120 --> 00:07:08.120]  又聽不見神的聲音
[00:07:08.120 --> 00:07:10.120]  但就很會拍馬屁
[00:07:10.120 --> 00:07:14.120]  第二天回來他們拍馬屁就拍得很creative
[00:07:14.120 --> 00:07:16.120]  還弄了道具
[00:07:16.120 --> 00:07:18.120]  弄了個盾牌出來
[00:07:18.120 --> 00:07:20.120]  王啊 昨晚耶和華跟我說
[00:07:20.120 --> 00:07:22.120]  你就像這塊盾牌那麼堅固
[00:07:22.120 --> 00:07:24.120]  沒人打得贏你 Hallelujah
[00:07:24.120 --> 00:07:26.120]  每個人都有道具
[00:07:26.120 --> 00:07:27.120]  拍馬屁拍到
[00:07:27.120 --> 00:07:29.120]  於是阿哈王聽到龍心大血
[00:07:29.120 --> 00:07:31.120]  就覺得神都祝福我
[00:07:31.120 --> 00:07:33.120]  這場戰役一定贏
[00:07:33.120 --> 00:07:35.120]  不過約沙法王在旁邊
[00:07:35.120 --> 00:07:37.120]  所謂當局者迷
[00:07:37.120 --> 00:07:39.120]  旁觀者清
[00:07:39.120 --> 00:07:41.120]  他一看就知道這班人在拍馬屁
[00:07:41.120 --> 00:07:43.120]  都不是做事的
[00:07:43.120 --> 00:07:45.120]  約沙法王就說等等等等
[00:07:45.120 --> 00:07:49.120]  除了這四百個吃東西不工作之外
[00:07:49.120 --> 00:07:51.120]  我看他不是很穩固
[00:07:51.120 --> 00:07:55.120]  你還有沒有一個比較成熟穩重的先知
[00:07:55.120 --> 00:07:56.120]  我可以求問
[00:07:56.120 --> 00:07:58.120]  阿哈王就說也有的
[00:07:58.120 --> 00:07:59.120]  他說有一個
[00:07:59.120 --> 00:08:01.120]  他說只不過這個很討厭
[00:08:01.120 --> 00:08:04.120]  他一開口就說你壞話
[00:08:04.120 --> 00:08:06.120]  沒有一句適合我聽
[00:08:06.120 --> 00:08:08.120]  He is a troublemaker
[00:08:08.120 --> 00:08:10.120]  約沙法王就說
[00:08:10.120 --> 00:08:11.120]  這樣也要聽聽
[00:08:11.120 --> 00:08:13.120]  既然你覺得他成熟穩重
[00:08:13.120 --> 00:08:17.120]  他就派人去傳喻最後一個先知
[00:08:17.120 --> 00:08:19.120]  叫做麥卡亞
[00:08:19.120 --> 00:08:22.120]  這個人派他去傳喻麥卡亞的人
[00:08:22.120 --> 00:08:23.120]  都很喜歡麥卡亞
[00:08:23.120 --> 00:08:25.120]  所以就已經想幫他一下
[00:08:25.120 --> 00:08:27.120]  去到傳喻他的時候
[00:08:27.120 --> 00:08:29.120]  就已經通風報信
[00:08:29.120 --> 00:08:31.120]  就說麥卡亞你小心
[00:08:31.120 --> 00:08:33.120]  剛剛在皇宮裡面那四百個先知
[00:08:33.120 --> 00:08:35.120]  已經拍馬屁了
[00:08:35.120 --> 00:08:36.120]  你進了皇宮
[00:08:36.120 --> 00:08:37.120]  你懂得怎麼說
[00:08:37.120 --> 00:08:38.120]  如果你講真話
[00:08:38.120 --> 00:08:40.120]  小心人頭落地
[00:08:40.120 --> 00:08:42.120]  沒問題沒問題我會做的
[00:08:42.120 --> 00:08:44.120]  於是麥卡亞就來到皇宮
[00:08:44.120 --> 00:08:46.120]  阿哈王就問他
[00:08:46.120 --> 00:08:47.120]  現在王要打仗
[00:08:47.120 --> 00:08:49.120]  你覺得耶和華的意思是怎樣
[00:08:49.120 --> 00:08:51.120]  麥卡亞就說
[00:08:51.120 --> 00:08:53.120]  哈利路亞大王一定打贏
[00:08:53.120 --> 00:08:54.120]  一定打贏哈利路亞
[00:08:54.120 --> 00:08:55.120]  可以回家了嗎
[00:08:55.120 --> 00:09:02.120]  用一些很晦氣的態度
[00:09:02.120 --> 00:09:03.120]  去講出這句話
[00:09:03.120 --> 00:09:04.120]  王就說
[00:09:04.120 --> 00:09:07.120]  我知道你是在嘲笑我
[00:09:07.120 --> 00:09:09.120]  不用怕絕對不罰你
[00:09:09.120 --> 00:09:11.120]  講真話
[00:09:11.120 --> 00:09:13.120]  麥卡亞就說
[00:09:13.120 --> 00:09:15.120]  你叫我講真話的
[00:09:15.120 --> 00:09:16.120]  耶和華是這樣說的
[00:09:16.120 --> 00:09:18.120]  如果你夠膽出兵
[00:09:18.120 --> 00:09:22.120]  這一場戰役將是你人生最後一場戰役
[00:09:22.120 --> 00:09:24.120]  你會戰死沙場
[00:09:24.120 --> 00:09:26.120]  你所有的軍隊會潰散
[00:09:26.120 --> 00:09:28.120]  於是講完
[00:09:28.120 --> 00:09:30.120]  王就大怒
[00:09:30.120 --> 00:09:31.120]  我捉他進監獄
[00:09:31.120 --> 00:09:33.120]  只是給他麵包和水喝
[00:09:33.120 --> 00:09:35.120]  等我打贏仗回來才收拾他
[00:09:35.120 --> 00:09:39.120]  他發脾氣還發脾氣
[00:09:39.120 --> 00:09:41.120]  但他心裡好像有點害怕
[00:09:41.120 --> 00:09:43.120]  萬一這個先知講得對
[00:09:43.120 --> 00:09:44.120]  怎麼辦呢
[00:09:44.120 --> 00:09:47.120]  他就和約瑟法人商量
[00:09:47.120 --> 00:09:49.120]  明天去打仗
[00:09:49.120 --> 00:09:51.120]  我那件龍袍就給你穿
[00:09:51.120 --> 00:09:54.120]  你穿龍袍扮我出去打仗
[00:09:54.120 --> 00:09:56.120]  你一馬當先
[00:09:56.120 --> 00:09:59.120]  我穿平民的衣服躲在後面
[00:09:59.120 --> 00:10:01.120]  約瑟法王傻傻的
[00:10:01.120 --> 00:10:04.120]  聽到難得有機會上位
[00:10:04.120 --> 00:10:06.120]  做三軍統帥
[00:10:06.120 --> 00:10:07.120]  還穿龍袍
[00:10:07.120 --> 00:10:09.120]  沒問題我出馬
[00:10:09.120 --> 00:10:11.120]  於是就去打仗
[00:10:11.120 --> 00:10:13.120]  King of Aram一早已經商量好
[00:10:13.120 --> 00:10:16.120]  這次我們戰役是這樣打的
[00:10:16.120 --> 00:10:18.120]  擒賊先擒王
[00:10:18.120 --> 00:10:19.120]  所有的兵力
[00:10:19.120 --> 00:10:21.120]  一見到阿哈王就一齊湧過去
[00:10:21.120 --> 00:10:23.120]  最重要是生擒他
[00:10:23.120 --> 00:10:25.120]  所以一到戰場
[00:10:25.120 --> 00:10:28.120]  藍眠約瑟法不是穿了龍袍扮阿哈王嗎
[00:10:28.120 --> 00:10:29.120]  出了去
[00:10:29.120 --> 00:10:31.120]  兵就全部湧過去
[00:10:31.120 --> 00:10:33.120]  他調頭就走了
[00:10:33.120 --> 00:10:34.120]  一邊走一邊
[00:10:34.120 --> 00:10:35.120]  時不時回頭
[00:10:35.120 --> 00:10:37.120]  我不是阿哈王阿屎
[00:10:37.120 --> 00:10:38.120]  我不是阿哈王阿屎
[00:10:38.120 --> 00:10:39.120]  他叫了幾次
[00:10:39.120 --> 00:10:40.120]  後面的兵又覺得
[00:10:40.120 --> 00:10:42.120]  終於明白他不是阿哈王
[00:10:42.120 --> 00:10:44.120]  不要追他了
[00:10:44.120 --> 00:10:46.120]  你說阿哈王又怎樣呢
[00:10:46.120 --> 00:10:48.120]  他就穿著平民百姓的衣服
[00:10:48.120 --> 00:10:51.120]  扮丁丁躲在車後
[00:10:51.120 --> 00:10:54.120]  話說King of Aram那邊的軍隊
[00:10:54.120 --> 00:10:56.120]  其中有個弓箭手
[00:10:56.120 --> 00:10:58.120]  這個弓箭手
[00:10:58.120 --> 00:10:59.120]  聖經是這樣說的
[00:10:59.120 --> 00:11:01.120]  他randomly射了一箭
[00:11:01.120 --> 00:11:02.120]  意思是他不是瞄準
[00:11:02.120 --> 00:11:03.120]  他不是認出阿哈王
[00:11:03.120 --> 00:11:04.120]  他只是randomly
[00:11:04.120 --> 00:11:05.120]  為了交差
[00:11:05.120 --> 00:11:07.120]  打仗不要說我沒做事
[00:11:07.120 --> 00:11:08.120]  一箭這樣
[00:11:08.120 --> 00:11:11.120]  他不經意一箭
[00:11:11.120 --> 00:11:13.120]  剛好
[00:11:13.120 --> 00:11:15.120]  就射中阿哈王了
[00:11:15.120 --> 00:11:17.120]  他就重傷
[00:11:17.120 --> 00:11:19.120]  快點
[00:11:19.120 --> 00:11:20.120]  班斯回朝
[00:11:20.120 --> 00:11:21.120]  快馬加鞭
[00:11:21.120 --> 00:11:24.120]  趕回以色列的時候
[00:11:24.120 --> 00:11:26.120]  很不幸地
[00:11:26.120 --> 00:11:28.120]  因為失血過多
[00:11:28.120 --> 00:11:30.120]  宣佈送院不治
[00:11:30.120 --> 00:11:32.120]  你知道
[00:11:32.120 --> 00:11:33.120]  神叫你死
[00:11:33.120 --> 00:11:34.120]  想不死都不行
[00:11:34.120 --> 00:11:35.120]  神不想你死
[00:11:35.120 --> 00:11:37.120]  怎樣都死不去
[00:11:37.120 --> 00:11:38.120]  逃都逃不到
[00:11:38.120 --> 00:11:40.120]  所以這個就變成了
[00:11:40.120 --> 00:11:43.120]  阿哈王人生最後一場的戰役
[00:11:43.120 --> 00:11:45.120]  所以
[00:11:45.120 --> 00:11:47.120]  以利亞是什麼時候出來
[00:11:47.120 --> 00:11:49.120]  以利亞應該是他打完第一場
[00:11:49.120 --> 00:11:51.120]  前面那場的戰役
[00:11:51.120 --> 00:11:53.120]  最威風的那場戰役
[00:11:53.120 --> 00:11:55.120]  當時如日中天的時候
[00:11:55.120 --> 00:11:56.120]  以利亞出來
[00:11:56.120 --> 00:11:58.120]  神用以利亞做什麼呢
[00:11:58.120 --> 00:12:00.120]  我們看聖經
[00:12:00.120 --> 00:12:03.120]  有時神會帶我們到曠野受訓練
[00:12:03.120 --> 00:12:05.120]  聖經首先
[00:12:05.120 --> 00:12:08.120]  以利亞突然出場
[00:12:08.120 --> 00:12:11.120]  以利亞烈王記上十七章一到三節
[00:12:11.120 --> 00:12:13.120]  神怎樣使用以利亞
[00:12:13.120 --> 00:12:15.120]  有一個仙子叫以利亞
[00:12:15.120 --> 00:12:18.120]  是激烈的提詩給人
[00:12:18.120 --> 00:12:20.120]  他對阿哈王說
[00:12:20.120 --> 00:12:23.120]  我只著我所尊崇的上主
[00:12:23.120 --> 00:12:26.120]  以色列上帝的永生發誓
[00:12:26.120 --> 00:12:28.120]  以後的幾年內
[00:12:28.120 --> 00:12:30.120]  除非我祈求
[00:12:30.120 --> 00:12:34.120]  天不下雨也不降露
[00:12:34.120 --> 00:12:38.120]  阿哈王神最討厭他的地方
[00:12:38.120 --> 00:12:42.120]  就是因為他和一個叫耶駛別的人結了婚
[00:12:42.120 --> 00:12:44.120]  耶駛別來自於西頓
[00:12:44.120 --> 00:12:46.120]  西頓有個城市
[00:12:46.120 --> 00:12:50.120]  那個城市是敬拜巴力最中心的地點
[00:12:50.120 --> 00:12:52.120]  他因為和這個女人結婚
[00:12:52.120 --> 00:12:54.120]  雖然阿哈王也算很厲害
[00:12:54.120 --> 00:12:56.120]  不過聽說這個人是怕老婆
[00:12:56.120 --> 00:12:59.120]  可見耶駛別應該是屬於包租婆那類
[00:12:59.120 --> 00:13:01.120]  然後很兇
[00:13:01.120 --> 00:13:02.120]  他因為怕老婆
[00:13:02.120 --> 00:13:05.120]  將巴力 即是他娘家那邊的敬拜
[00:13:05.120 --> 00:13:07.120]  帶入以色列
[00:13:07.120 --> 00:13:09.120]  成為以色列正統的敬拜
[00:13:09.120 --> 00:13:11.120]  所以他引入了巴力的敬拜神
[00:13:11.120 --> 00:13:13.120]  要處理他
[00:13:13.120 --> 00:13:17.120]  所以神呼召以利亞去皇宮
[00:13:17.120 --> 00:13:19.120]  直接去對抗他
[00:13:19.120 --> 00:13:23.120]  因為巴力是管閃電行雷的
[00:13:23.120 --> 00:13:25.120]  行雷閃電就知道有雨落
[00:13:25.120 --> 00:13:27.120]  在農業的社會
[00:13:27.120 --> 00:13:29.120]  有雨落就有豐收
[00:13:29.120 --> 00:13:32.120]  以色列的地方最怕乾旱
[00:13:32.120 --> 00:13:35.120]  乾旱大家都饑荒
[00:13:35.120 --> 00:13:39.120]  所以巴力是掌管當時的財政經濟
[00:13:39.120 --> 00:13:41.120]  如果你拜巴力
[00:13:41.120 --> 00:13:43.120]  巴力回應你有雨落
[00:13:43.120 --> 00:13:45.120]  你就變了豐收
[00:13:45.120 --> 00:13:47.120]  所以巴力換句話說
[00:13:47.120 --> 00:13:49.120]  也是當時古代的財神
[00:13:49.120 --> 00:13:51.120]  所以他們拜巴力
[00:13:51.120 --> 00:13:53.120]  所以神藉著以利亞
[00:13:53.120 --> 00:13:55.120]  所攻擊的地方就是
[00:13:55.120 --> 00:13:57.120]  你們覺得巴力掌管雨嗎
[00:13:57.120 --> 00:13:59.120]  我就告訴你 我掌管雨
[00:13:59.120 --> 00:14:01.120]  你這麼喜歡拜巴力
[00:14:01.120 --> 00:14:04.120]  接下來除非我的僕人祈禱
[00:14:04.120 --> 00:14:06.120]  否則絕對不下雨
[00:14:06.120 --> 00:14:08.120]  他是直插巴力的地方
[00:14:08.120 --> 00:14:11.120]  你們以為拜巴力就可以有雨嗎
[00:14:11.120 --> 00:14:13.120]  沒有雨
[00:14:13.120 --> 00:14:15.120]  於是第二節我們看
[00:14:15.120 --> 00:14:17.120]  上主對以利亞說
[00:14:17.120 --> 00:14:20.120]  你離開這裏往東走
[00:14:20.120 --> 00:14:25.120]  到約旦河東邊的基納溪附近藏起來
[00:14:25.120 --> 00:14:28.120]  這個很快
[00:14:28.120 --> 00:14:30.120]  當然一說完這句話
[00:14:30.120 --> 00:14:32.120]  神就說還不快點走
[00:14:32.120 --> 00:14:34.120]  是不是想死
[00:14:34.120 --> 00:14:36.120]  說完這句話你就要走
[00:14:36.120 --> 00:14:38.120]  所以有時神用我們
[00:14:38.120 --> 00:14:40.120]  是用在一個很大的平台
[00:14:40.120 --> 00:14:42.120]  你很有影響力
[00:14:42.120 --> 00:14:44.120]  但有時神又要將我們
[00:14:44.120 --> 00:14:46.120]  從這些影響力當中
[00:14:46.120 --> 00:14:48.120]  叫我們離開人群
[00:14:48.120 --> 00:14:50.120]  去到一個沒有人知道的地方
[00:14:50.120 --> 00:14:53.120]  現在的人都找不到
[00:14:53.120 --> 00:14:55.120]  到底基納溪在哪裏
[00:14:55.120 --> 00:14:58.120]  應該是一個很低調的鄉村地方
[00:14:58.120 --> 00:15:00.120]  一條很小的溪
[00:15:00.120 --> 00:15:01.120]  沒有人認識你
[00:15:01.120 --> 00:15:03.120]  沒有人知道你在哪裏
[00:15:03.120 --> 00:15:05.120]  很低調
[00:15:05.120 --> 00:15:07.120]  所以一下子在皇宮很高調
[00:15:07.120 --> 00:15:10.120]  在皇面前可以針對皇
[00:15:10.120 --> 00:15:12.120]  下面神的帶領
[00:15:12.120 --> 00:15:14.120]  馬上帶他去一個曠野接受訓練
[00:15:14.120 --> 00:15:17.120]  因為接下來有三年半的時間沒有雨
[00:15:17.120 --> 00:15:19.120]  這三年半的時間
[00:15:19.120 --> 00:15:21.120]  神就用這三年半的時間
[00:15:21.120 --> 00:15:24.120]  去訓練以利亞建立他的靈命
[00:15:24.120 --> 00:15:26.120]  讓他和神有一個連接
[00:15:26.120 --> 00:15:29.120]  有時神在我們生命中的帶領都一樣
[00:15:29.120 --> 00:15:32.120]  有時神會用我們在一個很高的位置
[00:15:32.120 --> 00:15:34.120]  很高調地放在一個位置
[00:15:34.120 --> 00:15:35.120]  開很多的路
[00:15:35.120 --> 00:15:36.120]  很多的平台
[00:15:36.120 --> 00:15:38.120]  有很多機會去影響身邊的人
[00:15:38.120 --> 00:15:39.120]  但有時人
[00:15:39.120 --> 00:15:42.120]  有時神又會將你帶到一個曠野的地方
[00:15:42.120 --> 00:15:44.120]  將你從那個位置拿下來
[00:15:44.120 --> 00:15:45.120]  去到基納溪
[00:15:45.120 --> 00:15:48.120]  我們每一個人都是我們自己的基納溪
[00:15:48.120 --> 00:15:50.120]  神會將你藏在那裏
[00:15:50.120 --> 00:15:51.120]  沒有人認識你
[00:15:51.120 --> 00:15:52.120]  沒有人知道你
[00:15:52.120 --> 00:15:54.120]  你很低調
[00:15:54.120 --> 00:15:57.120]  很多神所重用的僕人
[00:15:57.120 --> 00:16:00.120]  在被神訓練的過程當中
[00:16:00.120 --> 00:16:04.120]  都經歷過這一段所謂曠野的訓練
[00:16:04.120 --> 00:16:06.120]  基納溪的訓練
[00:16:06.120 --> 00:16:09.120]  這段訓練代表了神在你人生當中
[00:16:09.120 --> 00:16:10.120]  需要一段時間
[00:16:10.120 --> 00:16:12.120]  你是要獨處
[00:16:12.120 --> 00:16:13.120]  安靜
[00:16:13.120 --> 00:16:17.120]  直接和神來到去建立你和祂的關係
[00:16:17.120 --> 00:16:20.120]  這段時間是每一個人都需要經歷的
[00:16:20.120 --> 00:16:23.120]  我最近讀了一本書
[00:16:23.120 --> 00:16:26.120]  作者叫Dallas Willard
[00:16:26.120 --> 00:16:30.120]  這本書叫The Spirit of the Discipline
[00:16:30.120 --> 00:16:32.120]  這本書的前面兩章
