
[00:00:00.000 --> 00:00:03.000]  所以承認平安是何等的寶貴
[00:01:36.000 --> 00:01:37.000]  我們向你所祈求的
[00:01:37.000 --> 00:01:39.000]  你賜給我們
[00:01:39.000 --> 00:01:41.000]  我們為今天我們繼續敬拜你的時間
[00:01:41.000 --> 00:01:42.000]  交託你的手中
[00:01:42.000 --> 00:01:44.000]  求主向我們說話
[00:01:44.000 --> 00:01:46.000]  因為你知道我們的需要
[00:01:46.000 --> 00:01:48.000]  我們這樣仰望、交託、祈求
[00:01:48.000 --> 00:01:50.000]  奉耶穌基督的聖名
[00:01:50.000 --> 00:01:53.000]  我們繼續來看
[00:01:53.000 --> 00:01:56.000]  哥倫多前書十三章
[00:01:56.000 --> 00:01:59.000]  講到關於愛的定義
[00:01:59.000 --> 00:02:02.000]  哥倫多教會是一間充滿了紛爭
[00:02:02.000 --> 00:02:08.000]  充滿了罪惡的教會
[00:02:08.000 --> 00:02:10.000]  因為這樣的教會
[00:02:10.000 --> 00:02:13.000]  神的恩典仍然臨到這樣的教會
[00:02:13.000 --> 00:02:16.000]  所以他們中間有很多的恩賜
[00:02:16.000 --> 00:02:18.000]  特別是超自然的恩賜
[00:02:18.000 --> 00:02:21.000]  在其他新約教會我們看不到的
[00:02:21.000 --> 00:02:24.000]  所以我們要來看一下
[00:02:24.000 --> 00:02:27.000]  保羅在哥倫多前書十三章
[00:02:27.000 --> 00:02:32.000]  講到這個充滿紛爭、混亂的教會
[00:02:32.000 --> 00:02:34.000]  何等需要基督的愛
[00:02:34.000 --> 00:02:38.000]  叫這個教會能夠完整、能夠合一
[00:02:38.000 --> 00:02:42.000]  我們今天要看的是第七節
[00:02:42.000 --> 00:02:44.000]  在第七節的經文那裡
[00:02:44.000 --> 00:02:54.000]  我們特別留意到這裡所講的
[00:02:54.000 --> 00:03:10.000]  是講到四個凡是
[00:03:10.000 --> 00:03:11.000]  這裡說
[00:03:15.000 --> 00:03:18.000]  凡是盼望、凡是忍耐
[00:03:18.000 --> 00:03:22.000]  我想保羅這裡要講到的是凡是
[00:03:22.000 --> 00:03:24.000]  這個凡是我們要很小心
[00:03:24.000 --> 00:03:31.000]  當保羅講到愛是凡是包容、凡是相信
[00:03:31.000 --> 00:03:38.000]  凡是盼望、凡是忍耐的時候
[00:03:38.000 --> 00:03:41.000]  我們要很小心、留心
[00:03:41.000 --> 00:03:42.000]  保羅究竟講什麼
[00:03:42.000 --> 00:03:44.000]  凡是忍耐的時候
[00:03:44.000 --> 00:03:46.000]  我們好像那些不信的人一樣
[00:03:46.000 --> 00:03:47.000]  看到這些經文的時候
[00:03:47.000 --> 00:03:49.000]  幾多教你看有多倫準
[00:03:49.000 --> 00:03:51.000]  幾多教是人民的鴉片
[00:03:51.000 --> 00:03:58.000]  幾多教在這些經文裡面是阻止社會的進步
[00:03:58.000 --> 00:04:01.000]  就是因為這些經文
[00:04:01.000 --> 00:04:02.000]  帶來很多的誤會
[00:04:02.000 --> 00:04:06.000]  愛包容別人一切的錯失
[00:04:06.000 --> 00:04:08.000]  愛對人信任到底
[00:04:08.000 --> 00:04:10.000]  愛在一切的事情上面
[00:04:10.000 --> 00:04:14.000]  都對別人存著盼望
[00:04:14.000 --> 00:04:16.000]  愛在任何環境裡面
[00:04:16.000 --> 00:04:20.000]  對人是忍耐到底
[00:04:20.000 --> 00:04:23.000]  這個困難的地方就是凡是
[00:04:23.000 --> 00:04:25.000]  這四個凡是
[00:04:25.000 --> 00:04:26.000]  如果表面這樣看的時候
[00:04:26.000 --> 00:04:31.000]  難怪馬克思就說這些經文
[00:04:31.000 --> 00:04:32.000]  就正正是講到
[00:04:32.000 --> 00:04:39.000]  基督教原來是一個人民的鴉片
[00:04:39.000 --> 00:04:42.000]  難怪這些經文被尼采
[00:04:42.000 --> 00:04:45.000]  這些哲學家來用
[00:04:45.000 --> 00:04:48.000]  講到基督教是一個沒用的宗教
[00:04:48.000 --> 00:04:50.000]  十字架這種十字架的愛
[00:04:50.000 --> 00:04:52.000]  是甘願受委屈
[00:04:52.000 --> 00:04:56.000]  是甘願被傷害
[00:04:56.000 --> 00:04:58.000]  不會去報復的
[00:04:58.000 --> 00:05:01.000]  不會傷害弱小的
[00:05:01.000 --> 00:05:07.000]  尼采說如果我們要進化到一個超人的境界
[00:05:07.000 --> 00:05:11.000]  就要將那些弱小的社會裡面的
[00:05:11.000 --> 00:05:14.000]  低下階層的人消滅掉
[00:05:14.000 --> 00:05:16.000]  這些人是沒用的
[00:05:16.000 --> 00:05:18.000]  如果流傳了這些人
[00:05:18.000 --> 00:05:22.000]  經常去關心這些弱小的人群
[00:05:22.000 --> 00:05:26.000]  我們很難進化到超人的境界
[00:05:26.000 --> 00:05:29.000]  所以他說要進化到超人的境界
[00:05:29.000 --> 00:05:31.000]  第一要消滅基督教
[00:05:31.000 --> 00:05:32.000]  就因為耶穌基督的教訓
[00:05:32.000 --> 00:05:39.000]  就是保羅這些教訓
[00:05:39.000 --> 00:05:40.000]  所以我們看到
[00:05:40.000 --> 00:05:45.000]  我們真的要很小心看這一節的經文
[00:05:45.000 --> 00:05:47.000]  因為不信的人會拿著這些經文
[00:05:47.000 --> 00:05:50.000]  就說基督教這個軟弱無能
[00:05:50.000 --> 00:05:54.000]  專體恤這些弱小群體
[00:05:54.000 --> 00:06:01.000]  阻礙社會進化的一種宗教
[00:06:01.000 --> 00:06:05.000]  讓我們看究竟保羅是說什麼呢
[00:06:05.000 --> 00:06:07.000]  我們先看第一件事
[00:06:07.000 --> 00:06:12.000]  保羅說到愛是凡事包容
[00:06:12.000 --> 00:06:15.000]  這個包容原來有個意思是屋頂
[00:06:15.000 --> 00:06:17.000]  就是說在屋頂屋城之下
[00:06:17.000 --> 00:06:23.000]  人是得到這種保護
[00:06:23.000 --> 00:06:25.000]  屋頂遮蔽著我們
[00:06:25.000 --> 00:06:28.000]  叫我們得到保護
[00:06:28.000 --> 00:06:34.000]  所以西方的社會常常說到家是一個堡壘
[00:06:34.000 --> 00:06:38.000]  家是一個溫暖、溫馨的地方
[00:06:38.000 --> 00:06:43.000]  就是因為我們能夠在屋頂的遮蔽之下
[00:06:43.000 --> 00:06:49.000]  我們得到保護、得到溫馨
[00:06:49.000 --> 00:06:52.000]  這個告訴我們我們和人相處的時候
[00:06:52.000 --> 00:06:56.000]  愛告訴我們我們要對犯錯的人
[00:06:56.000 --> 00:07:02.000]  用愛心去維護他們的名聲和利益
[00:07:02.000 --> 00:07:05.000]  因為人的本性就是當我們看到我們的朋友
[00:07:05.000 --> 00:07:07.000]  看到我們的弟兄姊妹
[00:07:07.000 --> 00:07:10.000]  他們犯錯的時候、他們犯罪的時候
[00:07:10.000 --> 00:07:15.000]  我們就快點去打電話告訴我們的朋友
[00:07:15.000 --> 00:07:17.000]  你不要告訴別人
[00:07:17.000 --> 00:07:21.000]  什麼人他沒結婚就生孩子了
[00:07:21.000 --> 00:07:26.000]  什麼弟兄他包二奶
[00:07:26.000 --> 00:07:33.000]  我們將這些問題揭發
[00:07:33.000 --> 00:07:35.000]  讓全世界的人都知道
[00:07:35.000 --> 00:07:37.000]  我們就很開心了
[00:07:37.000 --> 00:07:40.000]  這個是人的罪性
[00:07:40.000 --> 00:07:42.000]  聖經在這裡告訴我們
[00:07:42.000 --> 00:07:45.000]  如果我們對人有愛心的時候
[00:07:45.000 --> 00:07:47.000]  我們就像屋頂一樣
[00:07:47.000 --> 00:07:51.000]  來遮蔽、來保護
[00:07:51.000 --> 00:07:56.000]  以至於人在我們的遮蔽、保護之下
[00:07:56.000 --> 00:08:01.000]  他們能夠得到好處
[00:08:01.000 --> 00:08:10.000]  我們看看神怎樣來包容犯罪墮落的人
[00:08:10.000 --> 00:08:16.000]  首先當夏娃我們遲早犯罪的時候
[00:08:16.000 --> 00:08:19.000]  神怎樣來包容我們的遲早
[00:08:19.000 --> 00:08:20.000]  當夏娃說
[00:08:20.000 --> 00:08:29.000]  第一,神沒有像天使犯罪一樣來消滅他們
[00:08:29.000 --> 00:08:32.000]  我們不知道為什麼
[00:08:32.000 --> 00:08:39.000]  神不讓墮落的天使有機會悔改
[00:08:39.000 --> 00:08:44.000]  我們只可以從一些對聖經有深度認識的人
[00:08:44.000 --> 00:08:50.000]  像John Milton寫Paradise Lost、Paradise Regained
[00:08:50.000 --> 00:08:52.000]  這些專家告訴我們
[00:08:52.000 --> 00:08:58.000]  魔鬼撒旦之所以是魔鬼撒旦
[00:08:58.000 --> 00:09:03.000]  就因為他們堅持不肯悔改
[00:09:03.000 --> 00:09:07.000]  所以他們沒有救恩淋到他們
[00:09:07.000 --> 00:09:11.000]  神給人有得救的機會
[00:09:11.000 --> 00:09:15.000]  沒有消滅當夏娃、沒有消滅人類
[00:09:15.000 --> 00:09:18.000]  第二,神怎樣保護、包容我們的遲早
[00:09:18.000 --> 00:09:23.000]  為他們做衣服、遮蔽他們的羞恥
[00:09:23.000 --> 00:09:27.000]  第三,神趕他們離開伊蓮園
[00:09:27.000 --> 00:09:31.000]  讓他們不可以吃到生命樹的果子
[00:09:31.000 --> 00:09:33.000]  因為吃到生命樹的果子的時候
[00:09:33.000 --> 00:09:35.000]  就永遠活下去
[00:09:35.000 --> 00:09:37.000]  你看多可怕
[00:09:37.000 --> 00:09:40.000]  當人墮落犯罪
[00:09:40.000 --> 00:09:43.000]  我們的肉體繼續永遠活下去的時候
[00:09:43.000 --> 00:09:50.000]  你看人與人之間那種鬥爭、那種暴力、那種衝突
[00:09:50.000 --> 00:09:54.000]  會帶來一個怎樣的世界、怎樣的社會
[00:09:54.000 --> 00:09:58.000]  所以其實神趕當夏娃離開伊蓮園
[00:09:58.000 --> 00:10:02.000]  是對他們一種愛的包容
[00:10:02.000 --> 00:10:07.000]  讓他們不會吃到生命樹的果子
[00:10:07.000 --> 00:10:10.000]  不會死掉
[00:10:10.000 --> 00:10:15.000]  原來在人墮落犯罪的環境裡能夠死掉
[00:10:15.000 --> 00:10:20.000]  是一個恩典
[00:10:20.000 --> 00:10:24.000]  不是的話,罪惡會越來越多
[00:10:24.000 --> 00:10:31.000]  整個世界會變成一個怎樣的世界呢?
[00:10:31.000 --> 00:10:35.000]  可怕的世界
[00:10:35.000 --> 00:10:44.000]  你看看神對挪亞時代的人那種包容
[00:10:44.000 --> 00:10:46.000]  人到了挪亞時代
[00:10:46.000 --> 00:10:50.000]  為什麼神要用洪水消滅當時的世界
[00:10:50.000 --> 00:10:52.000]  因為神看到當時的人
[00:10:52.000 --> 00:10:54.000]  他們的罪惡很大
[00:10:54.000 --> 00:10:55.000]  大成怎樣呢?
[00:10:55.000 --> 00:10:58.000]  終日所思想的盡都是惡
[00:10:58.000 --> 00:11:00.000]  所以神甚至後悔
[00:11:00.000 --> 00:11:02.000]  做人在地上
[00:11:02.000 --> 00:11:07.000]  神的心裡面極之憂傷
[00:11:07.000 --> 00:11:09.000]  所以神叫挪亞
[00:11:09.000 --> 00:11:11.000]  當時唯一的二人
[00:11:11.000 --> 00:11:14.000]  做一個方舟
[00:11:14.000 --> 00:11:16.000]  要拯救他一家
[00:11:16.000 --> 00:11:22.000]  還有其他的走獸、動物
[00:11:22.000 --> 00:11:24.000]  有人研究聖經
[00:11:24.000 --> 00:11:26.000]  挪亞在這段日子裡
[00:11:26.000 --> 00:11:28.000]  一路做方舟
[00:11:28.000 --> 00:11:30.000]  一路傳道
[00:11:30.000 --> 00:11:32.000]  傳道一百二十年
[00:11:32.000 --> 00:11:34.000]  有些人說一百年
[00:11:34.000 --> 00:11:36.000]  有些人說沒有
[00:11:36.000 --> 00:11:38.000]  因為聖經沒有清楚講
[00:11:38.000 --> 00:11:40.000]  我們不去討論
[00:11:40.000 --> 00:11:42.000]  但我們所知道的是
[00:11:42.000 --> 00:11:44.000]  彼得候書第二章講到
[00:11:44.000 --> 00:11:47.000]  挪亞是傳義道的人
[00:11:47.000 --> 00:11:49.000]  所以我都相信
[00:11:49.000 --> 00:11:51.000]  他一定在那段日子裡
[00:11:51.000 --> 00:11:55.000]  是積極努力的傳義道
[00:11:55.000 --> 00:11:58.000]  神給他那麼多的時間
[00:11:58.000 --> 00:12:01.000]  讓當時世代的人聽了要悔改
[00:12:01.000 --> 00:12:03.000]  但他們沒有悔改
[00:12:03.000 --> 00:12:09.000]  所以神不得不給人一個新的機會
[00:12:09.000 --> 00:12:15.000]  神要先消滅那個年代的人
[00:12:15.000 --> 00:12:20.000]  然後方舟給人一個新、重新、更新的機會
[00:12:20.000 --> 00:12:23.000]  這是神愛的包容
[00:12:23.000 --> 00:12:26.000]  這是神的恩典
[00:12:26.000 --> 00:12:29.000]  當神揀選以色列人的時候
[00:12:29.000 --> 00:12:33.000]  神給多少恩典給民族
[00:12:33.000 --> 00:12:36.000]  但我們看到民族不斷的墮落
[00:12:36.000 --> 00:12:38.000]  不斷的犯罪
[00:12:38.000 --> 00:12:39.000]  頂撞神
[00:12:39.000 --> 00:12:44.000]  為什麼他們要在曠野四十年
[00:12:44.000 --> 00:12:47.000]  本來一個星期就可以走路
[00:12:47.000 --> 00:12:51.000]  去到約旦河的地方
[00:12:51.000 --> 00:12:52.000]  可以過河
[00:12:52.000 --> 00:12:56.000]  然後進到迦南美地
[00:12:56.000 --> 00:12:58.000]  但是我們看到
[00:12:58.000 --> 00:13:00.000]  他們走了四十年
[00:13:00.000 --> 00:13:03.000]  其實那個是神
[00:13:03.000 --> 00:13:06.000]  一方面是應罰他們
[00:13:06.000 --> 00:13:08.000]  一方面給他們很多的機會
[00:13:08.000 --> 00:13:10.000]  要悔改
[00:13:10.000 --> 00:13:15.000]  但他們都沒有這樣做
[00:13:15.000 --> 00:13:17.000]  當他們不肯悔改的時候
[00:13:17.000 --> 00:13:22.000]  那一代的人被消滅
[00:13:22.000 --> 00:13:27.000]  然後新的一代才在約書約的帶領之下
[00:13:27.000 --> 00:13:30.000]  進入迦南美地
[00:13:30.000 --> 00:13:32.000]  這個是神愛的包容
[00:13:32.000 --> 00:13:34.000]  進入迦南美地之後
[00:13:34.000 --> 00:13:37.000]  他們的君王不斷的犯罪
[00:13:37.000 --> 00:13:39.000]  帶領神的子民
[00:13:39.000 --> 00:13:40.000]  不斷的頂撞神
[00:13:40.000 --> 00:13:41.000]  敬拜偶像
[00:13:41.000 --> 00:13:47.000]  甚至到那個地步將偶像放在神的殿裏面
[00:13:47.000 --> 00:13:51.000]  來敬拜
[00:13:51.000 --> 00:13:56.000]  神就先知不斷的向他們講說話
[00:13:56.000 --> 00:13:58.000]  他們都不肯聽
[00:13:58.000 --> 00:14:02.000]  所以神讓他們被擄七十年
[00:14:02.000 --> 00:14:03.000]  去到外邦的地方
[00:14:03.000 --> 00:14:06.000]  這個都是神的恩典
[00:14:06.000 --> 00:14:09.000]  等他們蒙召回來的時候
[00:14:09.000 --> 00:14:15.000]  他們能夠重新得到更新
[00:14:15.000 --> 00:14:18.000]  你看神的恩典是多少
[00:14:18.000 --> 00:14:20.000]  去到耶穌基督的時候
[00:14:20.000 --> 00:14:21.000]  神拆敗他們的兒子
[00:14:21.000 --> 00:14:24.000]  去到他們的子民中間
[00:14:24.000 --> 00:14:27.000]  他們傳道講說話
[00:14:27.000 --> 00:14:29.000]  神自己去到他們中間
[00:14:29.000 --> 00:14:31.000]  他們都是不聽
[00:14:31.000 --> 00:14:35.000]  將耶穌基督釘在十字架上面
[00:14:35.000 --> 00:14:37.000]  神有沒有立刻消滅他們呢?
[00:14:37.000 --> 00:14:41.000]  給他們多四十年的時間
[00:14:41.000 --> 00:14:44.000]  他們傳道他們都不肯聽
[00:14:44.000 --> 00:14:50.000]  所以神容許羅馬人來圍攻耶路撒冷
[00:14:50.000 --> 00:14:55.000]  消滅他們
[00:14:55.000 --> 00:14:57.000]  神有足夠的恩典
[00:14:57.000 --> 00:15:00.000]  但是他們不肯接受
[00:15:00.000 --> 00:15:02.000]  在神包容的愛裏面
[00:15:02.000 --> 00:15:06.000]  我們拿這些歷史的例證出來
[00:15:06.000 --> 00:15:08.000]  讓我們看到什麼真理呢?
[00:15:08.000 --> 00:15:12.000]  第一,神包容的愛不是一種溺愛
[00:15:12.000 --> 00:15:14.000]  你怎麼犯罪,我都由你
[00:15:14.000 --> 00:15:16.000]  神不會這樣的
[00:15:16.000 --> 00:15:19.000]  神不是溺愛的神
[00:15:19.000 --> 00:15:24.000]  神是一位厭愛的神
[00:15:24.000 --> 00:15:29.000]  神的恩典慈愛是多過他的憤怒
[00:15:29.000 --> 00:15:33.000]  來對待他的子民
[00:15:33.000 --> 00:15:36.000]  第二,我們看到在這個例子裏面
[00:15:36.000 --> 00:15:42.000]  神的包容的愛不是一種絕對的
[00:15:42.000 --> 00:15:43.000]  你怎麼做都好
[00:15:43.000 --> 00:15:44.000]  神都包容你
[00:15:44.000 --> 00:15:45.000]  神不會這樣的
[00:15:45.000 --> 00:15:47.000]  神是有限度的
[00:15:47.000 --> 00:15:49.000]  神是等待人去悔改
[00:15:49.000 --> 00:15:53.000]  這個才是重要的
[00:15:53.000 --> 00:15:54.000]  只要我們肯悔改
[00:15:54.000 --> 00:15:56.000]  神願意接納我們
[00:15:56.000 --> 00:15:59.000]  神願意向我們施恩
[00:15:59.000 --> 00:16:03.000]  所以這種凡事包容的愛
[00:16:03.000 --> 00:16:06.000]  是一種有限度的愛
[00:16:06.000 --> 00:16:09.000]  我們要記得
[00:16:09.000 --> 00:16:17.000]  這個限度在我們和人相處的過程裏面
[00:16:17.000 --> 00:16:21.000]  耶穌基督給我們一個很好的例子
[00:16:21.000 --> 00:16:28.000]  一個處理別人的過錯的程序
[00:16:28.000 --> 00:16:31.000]  來顯示這種的限度
[00:16:31.000 --> 00:16:35.000]  因為我們會問凡事包容
[00:16:35.000 --> 00:16:38.000]  我們要包容去到什麼程度呢?
[00:16:38.000 --> 00:16:41.000]  耶穌基督在萬太福音第十八章
[00:16:41.000 --> 00:16:43.000]  給我們一個程序
[00:16:43.000 --> 00:16:48.000]  給我們看到這個限制在哪裏
[00:16:48.000 --> 00:16:54.000]  耶穌說:倘若你的弟兄得罪你
[00:16:54.000 --> 00:16:55.000]  我們可以引申去到
[00:16:55.000 --> 00:16:58.000]  如果你看到一個弟兄犯罪墮落
[00:16:58.000 --> 00:17:02.000]  不是得罪你,得罪別人也好
[00:17:02.000 --> 00:17:04.000]  倘若你見你的弟兄得罪你
[00:17:04.000 --> 00:17:08.000]  你就去趁著他和你在一處的時候
[00:17:08.000 --> 00:17:10.000]  指出他的錯離
[00:17:10.000 --> 00:17:14.000]  他若聽你,你便得了你的弟兄
[00:17:14.000 --> 00:17:19.000]  他若不聽,你就另外帶一兩個人同去
[00:17:19.000 --> 00:17:22.000]  要憑兩三個人的口作見證
[00:17:22.000 --> 00:17:25.000]  句句都可定準
[00:17:25.000 --> 00:17:28.000]  若是不聽他們,就告訴教會
[00:17:28.000 --> 00:17:34.000]  若是不聽教會,就看他像外邦人和稅利一樣
[00:17:34.000 --> 00:17:38.000]  耶穌真的給我們一個很清楚的提醒
[00:17:38.000 --> 00:17:40.000]  我們怎樣和別人相處
[00:17:40.000 --> 00:17:45.000]  有包容的愛的限度在哪裏呢?
[00:17:45.000 --> 00:17:49.000]  我發現很多時候我們不用耶穌這樣的限度
[00:17:49.000 --> 00:17:51.000]  因為我們一下就揭發別人
[00:17:51.000 --> 00:17:56.000]  一下就趕人走
[00:17:56.000 --> 00:17:59.000]  這是我們的虧欠
[00:17:59.000 --> 00:18:07.000]  耶穌是一個以人為本的主耶穌
[00:18:07.000 --> 00:18:10.000]  祂不是只顧著
[00:18:10.000 --> 00:18:23.000]  遲些我會去美國講一個世界華人企業家大會
[00:18:23.000 --> 00:18:27.000]  他們給我的題目是怎樣裝備自己
[00:18:27.000 --> 00:18:32.000]  做一個好的基督徒的企業家
[00:18:32.000 --> 00:18:35.000]  這方面我有很多思想
[00:18:35.000 --> 00:18:40.000]  我看到耶穌基督就是我們做一個企業家的好的榜樣
[00:18:40.000 --> 00:18:43.000]  耶穌是一個生命的企業家
[00:18:43.000 --> 00:18:46.000]  祂是著重到以人為本的
[00:18:46.000 --> 00:18:50.000]  祂不是說我要發達,我要做生意
[00:18:50.000 --> 00:18:52.000]  我要得到社會的名譽地位
[00:18:52.000 --> 00:18:55.000]  耶穌不是看這些
[00:18:55.000 --> 00:18:57.000]  不是這樣的企業家
[00:18:57.000 --> 00:19:06.000]  企業家是以財富、冠冕為本的企業家
[00:19:06.000 --> 00:19:11.000]  祂要發達,祂要有社會的地位
[00:19:11.000 --> 00:19:13.000]  耶穌是以人為本的
[00:19:13.000 --> 00:19:21.000]  祂關心的是祂的羊群的需要
[00:19:21.000 --> 00:19:24.000]  為羊捨命
[00:19:24.000 --> 00:19:26.000]  要造就祂的羊群
[00:19:26.000 --> 00:19:31.000]  所以我們看到耶穌給這樣的一個程序
[00:19:31.000 --> 00:19:34.000]  第一,如果你看到有人犯罪的時候
[00:19:34.000 --> 00:19:36.000]  特別是得罪你
[00:19:36.000 --> 00:19:39.000]  你趁他跟你在一起的時候
[00:19:39.000 --> 00:19:44.000]  兩個人靜靜地在屋簷之下
[00:19:44.000 --> 00:19:48.000]  在愛的包容之下一對一
[00:19:48.000 --> 00:19:51.000]  你告訴他你錯了
[00:19:51.000 --> 00:19:54.000]  你犯了罪
[00:19:54.000 --> 00:19:59.000]  你要悔改
[00:19:59.000 --> 00:20:01.000]  這是包容的愛的第一步
[00:20:01.000 --> 00:20:04.000]  不是說見到別人
[00:20:04.000 --> 00:20:08.000]  你不說就告訴別人
[00:20:08.000 --> 00:20:10.000]  你不是告訴別人
[00:20:10.000 --> 00:20:17.000]  你告訴這個犯罪的人
[00:20:17.000 --> 00:20:19.000]  今天的社會我們看到
[00:20:19.000 --> 00:20:26.000]  是一個喜歡揭發別人的私隱的社會
[00:20:26.000 --> 00:20:32.000]  這些是小報、八卦雜誌的作風
[00:20:32.000 --> 00:20:37.000]  基督徒我們不應該看太多小報、八卦雜誌
[00:20:37.000 --> 00:20:40.000]  我們已經學會了揭發別人的私隱
[00:20:40.000 --> 00:20:43.000]  這不是基督徒應該做的事情
[00:20:43.000 --> 00:20:54.000]  這是包容的愛
[00:20:54.000 --> 00:20:57.000]  如果我做老闆的話
[00:20:57.000 --> 00:21:03.000]  如果見到你的下屬犯錯的時候
[00:21:03.000 --> 00:21:05.000]  人總會犯錯的
[00:21:05.000 --> 00:21:10.000]  你很難找到一個僱員永遠不會犯錯的
[00:21:10.000 --> 00:21:13.000]  很多老闆做上司的
[00:21:13.000 --> 00:21:16.000]  覺得他要業務好一點
[00:21:16.000 --> 00:21:18.000]  認為不滿意就解僱
[00:21:18.000 --> 00:21:23.000]  不滿意就趕他走
[00:21:23.000 --> 00:21:28.000]  這不是以人為本的老闆、上司的作風
[00:21:28.000 --> 00:21:32.000]  以人為本就是我要關心這個人
[00:21:32.000 --> 00:21:34.000]  他犯了錯嗎?
[00:21:34.000 --> 00:21:35.000]  好像耶穌所說
[00:21:35.000 --> 00:21:36.000]  我私下跟他說
[00:21:36.000 --> 00:21:37.000]  希望他悔改
[00:21:37.000 --> 00:21:40.000]  希望他做得好一點
[00:21:40.000 --> 00:21:49.000]  重新來過
[00:21:49.000 --> 00:21:53.000]  如果他不聽的時候
[00:21:53.000 --> 00:21:56.000]  包容的愛告訴我們
[00:21:56.000 --> 00:22:01.000]  我們帶一兩個人知道這件事
[00:22:01.000 --> 00:22:04.000]  再一次跟他說
[00:22:04.000 --> 00:22:07.000]  我們大家都覺得你是不對的
[00:22:07.000 --> 00:22:08.000]  你是錯的
[00:22:08.000 --> 00:22:12.000]  你要悔改
[00:22:12.000 --> 00:22:15.000]  如果不聽的時候也不成功
[00:22:15.000 --> 00:22:17.000]  耶穌說先交給教會
[00:22:17.000 --> 00:22:21.000]  讓教會裡面屬靈的長者
[00:22:21.000 --> 00:22:23.000]  給他有警惕
[00:22:23.000 --> 00:22:24.000]  給他有裁決
[00:22:24.000 --> 00:22:27.000]  給他有處分
[00:22:27.000 --> 00:22:31.000]  如果教會他都不聽的時候
[00:22:31.000 --> 00:22:33.000]  最後第四步
[00:22:33.000 --> 00:22:35.000]  就是讓他離開
[00:22:35.000 --> 00:22:40.000]  當他是罪人
[00:22:40.000 --> 00:22:43.000]  當他是稅吏一樣
[00:22:43.000 --> 00:22:46.000]  讓他離開
[00:22:46.000 --> 00:22:50.000]  甚至叫他離開
[00:22:50.000 --> 00:22:52.000]  為什麼我們要這樣做呢?
[00:22:52.000 --> 00:22:56.000]  聖經裡面給我們有三個理由
[00:22:56.000 --> 00:23:00.000]  我們要包容的愛
[00:23:00.000 --> 00:23:04.000]  你要處理這些人事的問題
[00:23:04.000 --> 00:23:06.000]  做一個好的老闆
[00:23:06.000 --> 00:23:12.000]  做一個好的上司
[00:23:12.000 --> 00:23:14.000]  最重要是人肯悔改
[00:23:14.000 --> 00:23:16.000]  人肯更新自己
[00:23:16.000 --> 00:23:20.000]  應該是給他有機會
[00:23:20.000 --> 00:23:22.000]  只為業務的老闆
[00:23:22.000 --> 00:23:24.000]  什麼時候為業務
[00:23:24.000 --> 00:23:26.000]  我要快點清除這些
[00:23:26.000 --> 00:23:29.000]  做事不好的人
[00:23:29.000 --> 00:23:36.000]  因為耶穌是一個以人為本的
[00:23:36.000 --> 00:23:37.000]  希望造就
[00:23:37.000 --> 00:23:39.000]  希望人能夠改過的
[00:23:39.000 --> 00:23:40.000]  一個老闆
[00:23:40.000 --> 00:23:43.000]  一個上司
[00:23:43.000 --> 00:23:44.000]  三個原因
[00:23:44.000 --> 00:23:50.000]  第一就是我們身處一個末世的時代
