
[00:00:00.000 --> 00:00:02.280]  今天要和大家分享的經文是
[00:01:56.380 --> 00:01:58.660]  最怕那些人跟我說
[00:01:58.660 --> 00:02:01.720]  你有什麼資格追求李亞男
[00:02:01.720 --> 00:02:03.560]  矮又矮的一個人
[00:02:03.560 --> 00:02:06.160]  又沒有名氣 又沒有身家
[00:02:06.160 --> 00:02:10.080]  你憑什麼去追港姐冠軍呢?
[00:02:10.080 --> 00:02:12.320]  喂 沒一塊鏡
[00:02:12.320 --> 00:02:17.040]  都拿一盆水照照自己的樣子
[00:02:17.040 --> 00:02:20.200]  很多時候我們心裏有這個心魔
[00:02:20.200 --> 00:02:22.560]  來搗亂
[00:02:22.560 --> 00:02:25.040]  告訴我們這裡不行 那裡不行
[00:02:25.040 --> 00:02:27.420]  你不合資格的 你不合資格的
[00:02:27.420 --> 00:02:30.640]  於是我們原本想去試一下
[00:02:30.640 --> 00:02:32.720]  都不敢
[00:02:32.720 --> 00:02:38.860]  包括我們很想我們身邊的親朋戚友
[00:02:38.860 --> 00:02:41.780]  好像我們一樣領受上帝給我們的福
[00:02:41.780 --> 00:02:44.280]  我們想去信耶穌
[00:02:44.280 --> 00:02:48.660]  不過就是不敢開口 是不是?
[00:02:48.660 --> 00:02:52.660]  今天我們想跟大家透過這段經文
[00:02:52.660 --> 00:02:57.800]  來看看保羅怎麼樣來鼓勵我們
[00:02:57.800 --> 00:03:00.380]  可能我們的心魔不斷告訴我們
[00:03:00.380 --> 00:03:04.520]  不要啦 人家拒絕你 那怎麼辦?
[00:03:04.520 --> 00:03:08.020]  人家問到你口硬硬 那怎麼回答?
[00:03:08.020 --> 00:03:13.420]  我們以為全方位好像百萬元卓的銷售員
[00:03:13.420 --> 00:03:15.020]  Top Sales
[00:03:15.020 --> 00:03:17.460]  這樣的人才有資格去傳福音
[00:03:17.460 --> 00:03:21.620]  不單止他要包裝 甚至他要很有口才
[00:03:21.620 --> 00:03:24.040]  或者他是一個成功的人士
[00:03:24.040 --> 00:03:28.200]  人家才會聽我們講 人家才會信
[00:03:28.200 --> 00:03:31.180]  不過保羅告訴我們
[00:03:31.180 --> 00:03:35.200]  沒錯 他都面對一班很崇拜名嘴
[00:03:35.200 --> 00:03:37.580]  很喜歡說話的人
[00:03:37.580 --> 00:03:40.340]  最好是神學家
[00:03:40.340 --> 00:03:44.240]  他都面對一班這樣的人
[00:03:44.240 --> 00:03:46.780]  不過保羅在第二章一字一開就說
[00:03:46.780 --> 00:03:50.140]  我不是這樣做的
[00:03:50.140 --> 00:03:52.420]  保羅去哥倫多之前
[00:03:52.420 --> 00:03:55.240]  他經過希臘的雅典
[00:03:55.240 --> 00:03:57.220]  《使律人主》十七章告訴我們
[00:03:57.220 --> 00:04:01.560]  當地人很喜歡來探討一些新奇的事物
[00:04:01.560 --> 00:04:06.280]  彼此去討論 甚至激烈的辯論
[00:04:06.280 --> 00:04:13.020]  保羅都曾經和他們分享過關於鬼神和耶穌復活的事
[00:04:13.020 --> 00:04:15.760]  不過當地的人嘲笑他
[00:04:15.760 --> 00:04:18.380]  不太願意聽他講
[00:04:18.380 --> 00:04:21.060]  於是他來到哥倫多城的時候
[00:04:21.060 --> 00:04:23.060]  他開始和人傳福音的時候
[00:04:23.060 --> 00:04:25.380]  他做了三個決定
[00:04:25.380 --> 00:04:27.940]  就在今次經文裡頭三節
[00:04:27.940 --> 00:04:30.500]  第一 第二 第三節
[00:04:30.500 --> 00:04:32.820]  他不用高賢大智
[00:04:32.820 --> 00:04:35.780]  他只講耶穌基督和他的十字架
[00:04:35.780 --> 00:04:38.300]  他雖然在軟弱和恐懼之中
[00:04:38.300 --> 00:04:41.220]  他仍然繼續去服侍
[00:04:41.220 --> 00:04:42.940]  保羅不是不會說話的
[00:04:42.940 --> 00:04:50.800]  大家都知道他受過很高深的學習訓練
[00:04:50.800 --> 00:04:56.580]  從小時候就受到很嚴格的思辨訓練
[00:04:56.580 --> 00:05:02.980]  不過他只是刻意放棄當時大家都崇尚的修辭技巧
[00:05:02.980 --> 00:05:05.580]  和一些高深的學問
[00:05:05.580 --> 00:05:07.580]  哥倫多城鄰近希臘
[00:05:07.580 --> 00:05:11.340]  大家都知道希臘有三位很出名的哲學家
[00:05:11.340 --> 00:05:15.220]  蘇格拉底 柏拉圖和亞歷史多德
[00:05:15.220 --> 00:05:19.540]  我們後世很多的文學 哲學 藝術
[00:05:19.540 --> 00:05:24.420]  其實都是從他們那裡繼續發展出來
[00:05:24.420 --> 00:05:28.780]  當時哥倫多城的人和希臘雅典城的人都差不多
[00:05:28.780 --> 00:05:34.140]  都很崇尚思辨邏輯 形意上的哲學思考
[00:05:34.140 --> 00:05:38.580]  很喜歡辯論 認為真理是越辯越明的
[00:05:38.580 --> 00:05:43.380]  他們更加想一些會用很華麗的修辭技巧去演講的人
[00:05:43.380 --> 00:05:46.540]  例如第一句開頭用個A字
[00:05:46.540 --> 00:05:49.580]  第二句開頭用個B字 如此類推
[00:05:49.580 --> 00:05:52.180]  令人讚嘆
[00:05:52.180 --> 00:05:56.820]  就好像當你聽到我們有人用詩詞歌賦
[00:05:56.820 --> 00:06:00.660]  吟詩作對來跟你分享的時候
[00:06:00.660 --> 00:06:07.420]  大家都會覺得那種優美 那種優雅實在令人欣賞
[00:06:07.420 --> 00:06:14.820]  又例如 大家都認識黃之華 許冠文這些才子
[00:06:14.820 --> 00:06:18.060]  他們博學 懂很多東西
[00:06:18.060 --> 00:06:22.500]  又幽默 又有心動 引人發笑
[00:06:22.500 --> 00:06:26.340]  能夠引起大眾的共鳴
[00:06:26.340 --> 00:06:30.580]  我們可能都會覺得全分辯局好像他們那樣
[00:06:30.580 --> 00:06:33.100]  那些人就會容易相信
[00:06:33.100 --> 00:06:35.500]  我們自己不要預我們了
[00:06:35.500 --> 00:06:38.780]  我們沒有這個資格去全分辯
[00:06:38.780 --> 00:06:41.820]  不過 保羅深信全分辯
[00:06:41.820 --> 00:06:48.460]  不是要用很高深的宗教術語才能夠令人相信
[00:06:48.460 --> 00:06:53.460]  又或者一定要咬文嚼字去令人驚歎
[00:06:53.460 --> 00:06:57.660]  保羅告訴我們 其實我們要講真話
[00:06:57.660 --> 00:07:02.340]  講出上帝怎樣在我們的生命裏祝福我們
[00:07:02.340 --> 00:07:06.660]  我們要跟別人分享你為什麼會相信耶穌
[00:07:06.660 --> 00:07:12.700]  又或者要跟別人分享在你這麼多生命的旅程裏
[00:07:12.700 --> 00:07:15.540]  上帝怎樣跟你同行
[00:07:15.540 --> 00:07:22.780]  原來最動人的往往是我們最真誠和真摯的經歷
[00:07:22.780 --> 00:07:25.580]  我們的生命故事
[00:07:25.580 --> 00:07:28.100]  保羅在傳福音的時候是講什麼的
[00:07:28.100 --> 00:07:30.700]  第二節他說 他納定主義
[00:07:30.700 --> 00:07:35.900]  不講深奧的哲學 只是講福音的核心信息
[00:07:35.900 --> 00:07:40.220]  就是耶穌基督和他釘十字架
[00:07:40.220 --> 00:07:44.820]  十字架這個很兇殘的凝聚 怎樣去拯救世人
[00:07:44.820 --> 00:07:47.820]  他怎樣被上帝的愛所感動
[00:07:47.820 --> 00:07:51.100]  上帝的愛怎樣去改變了他的生命
[00:07:51.100 --> 00:07:55.820]  以及他對事物的看法 我們大家都知道
[00:07:55.820 --> 00:07:58.780]  保羅看萬事如同糞土
[00:07:58.780 --> 00:08:00.620]  這個不是只有一個「講」字
[00:08:00.620 --> 00:08:04.340]  你見到他生命裏面都是這樣
[00:08:04.340 --> 00:08:06.300]  當然我們同行傳福音的時候
[00:08:06.300 --> 00:08:11.420]  都很容易被誘惑走入另一個狀況
[00:08:11.420 --> 00:08:14.180]  就是一些無謂的爭論裏面
[00:08:14.180 --> 00:08:17.180]  例如別人會質疑我們的信仰
[00:08:17.180 --> 00:08:18.940]  難道耶穌給你飯吃嗎
[00:08:18.940 --> 00:08:21.540]  難道耶穌給你工作嗎
[00:08:21.540 --> 00:08:24.220]  又或者挑戰我們的上帝
[00:08:24.220 --> 00:08:26.260]  上帝是怎樣做恐龍的
[00:08:26.260 --> 00:08:28.420]  聖經好像沒有說
[00:08:28.420 --> 00:08:30.340]  信任誰都無所謂
[00:08:30.340 --> 00:08:33.540]  每個宗教都是導人向善的
[00:08:33.540 --> 00:08:37.180]  好像這個地球的歷史很久很久很久
[00:08:37.180 --> 00:08:41.220]  亞當究竟是智人還是元人
[00:08:41.220 --> 00:08:43.420]  你說上帝是愛
[00:08:43.420 --> 00:08:46.940]  為何會有這麼多天災人禍
[00:08:46.940 --> 00:08:51.140]  如果我們走入了這個辯論的模式
[00:08:51.140 --> 00:08:53.740]  就會進入這個爭拗當中
[00:08:53.740 --> 00:08:55.860]  無論誰贏了
[00:08:55.860 --> 00:08:59.580]  都已經偏離了福音的核心
[00:08:59.580 --> 00:09:02.380]  就是有關於耶穌對世人的愛
[00:09:02.380 --> 00:09:04.060]  所以保羅立定心意
[00:09:04.060 --> 00:09:05.540]  去指光耶穌基督
[00:09:05.540 --> 00:09:08.420]  以及祂的十字架
[00:09:08.420 --> 00:09:12.020]  要相信的人不在乎人的智慧
[00:09:12.020 --> 00:09:15.980]  只是在乎神的大能
[00:09:15.980 --> 00:09:19.700]  保羅承認他初到哥倫多城去傳福音的時候
[00:09:19.700 --> 00:09:25.540]  又軟弱 又懼怕 又戰戰兢兢
[00:09:25.540 --> 00:09:28.140]  相比名嘴和大哲學家
[00:09:28.140 --> 00:09:31.660]  保羅算得了甚麼呢
[00:09:31.660 --> 00:09:34.220]  在希臘雅典的時候
[00:09:34.220 --> 00:09:35.580]  正如我剛才所說
[00:09:35.580 --> 00:09:37.780]  不是很多人願意去聽保羅所說的話
[00:09:37.780 --> 00:09:39.380]  甚至嘲笑他
[00:09:39.380 --> 00:09:43.500]  這個江湖術士在說甚麼
[00:09:43.500 --> 00:09:48.300]  來到哥倫多不知道會不會遭遇同樣的遭遇呢
[00:09:48.300 --> 00:09:52.340]  你看看 連大使徒都害怕
[00:09:52.340 --> 00:09:56.220]  所以我們害怕是很正常的
[00:09:56.220 --> 00:09:58.660]  不過他的選擇值得我們借鏡
[00:09:58.660 --> 00:10:02.300]  雖然在軟弱 恐懼和戰戰兢兢
[00:10:02.300 --> 00:10:05.060]  他仍然繼續去服侍
[00:10:05.060 --> 00:10:07.660]  繼續向人去傳講耶穌基督
[00:10:07.660 --> 00:10:10.180]  以及祂的十字架
[00:10:10.180 --> 00:10:12.380]  因為在恐懼裏面
[00:10:12.380 --> 00:10:15.940]  他更加全心去依靠上帝
[00:10:15.940 --> 00:10:18.380]  他一定要聽他講福音的人
[00:10:18.380 --> 00:10:21.420]  相信的人不是在乎他的智慧
[00:10:21.420 --> 00:10:24.860]  而是在乎上帝的大能
[00:10:24.860 --> 00:10:28.140]  保羅知道我們不用做到成功人士
[00:10:28.140 --> 00:10:30.740]  事事完美才去傳福音
[00:10:30.740 --> 00:10:34.780]  聖經說上帝最喜歡用軟弱的人
[00:10:34.780 --> 00:10:40.020]  因為軟弱的人才會懂得去依賴上帝的大能
[00:10:40.020 --> 00:10:44.540]  而不是依賴他自己個人的魅力或能力
[00:10:44.540 --> 00:10:46.340]  而那些相信耶穌的人
[00:10:46.340 --> 00:10:48.820]  也不是因為傳福音那個人
[00:10:48.820 --> 00:10:50.260]  他個人的魅力
[00:10:50.260 --> 00:10:53.300]  又或者他有很華麗的措辭表演
[00:10:53.300 --> 00:10:55.700]  來相信上帝
[00:10:55.700 --> 00:11:00.340]  其實上帝是會透過我們的不完美
[00:11:00.340 --> 00:11:04.300]  去感化 去感動其他的人
[00:11:04.300 --> 00:11:06.620]  保羅定義是要相信的人
[00:11:06.620 --> 00:11:08.860]  不是在乎人的智慧
[00:11:08.860 --> 00:11:12.740]  只是在乎上帝的大能
[00:11:12.740 --> 00:11:14.540]  我們或許會擔心
[00:11:14.540 --> 00:11:18.500]  如果對方我講完後他不相信怎麼辦?
[00:11:18.500 --> 00:11:21.900]  又或者我講完後他也不明白
[00:11:21.900 --> 00:11:24.740]  那為什麼要去傳福音?
[00:11:24.740 --> 00:11:26.340]  對於耶穌基督的福音
[00:11:26.340 --> 00:11:28.700]  為什麼有些人聽完也不明白呢?
[00:11:28.700 --> 00:11:29.900]  就是不肯相信
[00:11:29.900 --> 00:11:34.860]  保羅在這段經文裡解釋了當中的原理
[00:11:34.860 --> 00:11:40.060]  聖經說 上帝的事只有上帝的靈才知道
[00:11:40.060 --> 00:11:42.700]  當上帝願意將上帝的事
[00:11:42.700 --> 00:11:45.020]  包括神的隱密
[00:11:45.020 --> 00:11:47.820]  奧秘的事 去啟示給人知道
[00:11:47.820 --> 00:11:49.980]  那個人才明白
[00:11:49.980 --> 00:11:55.620]  我們可以用翻譯的app來作為類比
[00:11:55.620 --> 00:12:00.500]  聖靈願意翻譯屬靈的事給一個人知道
[00:12:00.500 --> 00:12:03.020]  那個人才會開竅
[00:12:03.020 --> 00:12:05.380]  才會明白有關屬靈的事
[00:12:05.380 --> 00:12:07.420]  有關上帝的事
[00:12:07.420 --> 00:12:14.340]  我相信大部分人都會在電話裡安裝一個翻譯的程式
[00:12:14.340 --> 00:12:15.580]  翻譯的app
[00:12:15.580 --> 00:12:18.060]  所以你去到世界各地旅行的時候
[00:12:18.060 --> 00:12:19.020]  你不需要擔心
[00:12:19.020 --> 00:12:21.100]  啊 那些文字我不懂
[00:12:21.100 --> 00:12:23.100]  餐牌是什麼來的?
[00:12:23.100 --> 00:12:25.540]  當然現在會有一個圖在這裡
[00:12:25.540 --> 00:12:29.100]  你可以開這個翻譯的app
[00:12:29.100 --> 00:12:30.500]  對著那幅圖畫
[00:12:30.500 --> 00:12:31.700]  對著那些字
[00:12:31.700 --> 00:12:35.220]  拍一下 哦 原來是這個意思
[00:12:35.220 --> 00:12:36.500]  先看看是什麼事
[00:12:36.500 --> 00:12:39.700]  哦 原來是不可以進入的
[00:12:39.700 --> 00:12:41.820]  這樣就很清楚很明白了
[00:12:41.820 --> 00:12:44.900]  又或者你對著一個跟你的母語不同的人
[00:12:44.900 --> 00:12:45.740]  你又不知道他在說什麼
[00:12:45.740 --> 00:12:47.020]  他又不知道你在說什麼
[00:12:47.020 --> 00:12:48.780]  你開了一個翻譯的app
[00:12:48.780 --> 00:12:49.660]  說了下去
[00:12:49.660 --> 00:12:53.780]  然後他就會翻譯對方的語言給他知道
[00:12:53.780 --> 00:12:55.940]  多麼方便 是不是?
[00:12:55.940 --> 00:12:56.780]  沒錯
[00:12:56.780 --> 00:12:59.420]  不需要再像以前那樣雞同鴨講
[00:12:59.420 --> 00:13:01.100]  大家明白了
[00:13:01.100 --> 00:13:02.860]  全方位就好像對著一個
[00:13:02.860 --> 00:13:06.420]  沒有裝翻譯app的人去說話
[00:13:06.420 --> 00:13:08.460]  他不知道你在說什麼
[00:13:08.460 --> 00:13:10.980]  因為他裡面沒有聖靈
[00:13:10.980 --> 00:13:13.220]  而聖靈也未曾開導他
[00:13:13.220 --> 00:13:15.740]  讓他明白關於神的奧秘
[00:13:15.740 --> 00:13:17.780]  和神隱密的事
[00:13:17.780 --> 00:13:18.700]  所以聖經說
[00:13:18.700 --> 00:13:21.780]  他一定覺得我們說的話很愚蠢
[00:13:21.780 --> 00:13:24.540]  啊 這些你都相信的?
[00:13:24.540 --> 00:13:29.460]  所以我們不用為對方不相信去負責任
[00:13:29.460 --> 00:13:31.140]  我們的責任是什麼?
[00:13:31.140 --> 00:13:32.820]  說
[00:13:32.820 --> 00:13:36.980]  真誠的分享在我們生命裡的故事
[00:13:36.980 --> 00:13:40.820]  信你怎樣在我們生命裡來彰顯
[00:13:40.820 --> 00:13:43.300]  怎樣去祝福我們
[00:13:43.300 --> 00:13:45.220]  為什麼我們會信耶穌
[00:13:45.220 --> 00:13:47.260]  以及在我們生命裡
[00:13:47.260 --> 00:13:51.180]  我們信耶穌之後有什麼不同
[00:13:51.180 --> 00:13:54.180]  又或者可能你從小就已經上了教會
[00:13:54.180 --> 00:13:55.460]  好像是伊洛那樣
[00:13:55.460 --> 00:13:57.660]  啊 沒有前後分別的
[00:13:57.660 --> 00:14:00.700]  但是相信我們在成長的過程裡
[00:14:00.700 --> 00:14:03.620]  你會看到上帝怎樣去祝福你
[00:14:03.620 --> 00:14:05.020]  怎樣跟你同行
[00:14:05.020 --> 00:14:06.860]  怎樣在你最軟弱的時候
[00:14:06.860 --> 00:14:08.060]  祂加力量給你
[00:14:08.060 --> 00:14:10.500]  你可以跟祂分享
[00:14:10.500 --> 00:14:12.660]  你跟上帝相遇
[00:14:12.660 --> 00:14:16.900]  上帝怎樣跟你同行的事蹟
[00:14:16.900 --> 00:14:19.060]  聖靈會隨著祂自己的意思
[00:14:19.060 --> 00:14:22.060]  向那些未信的人去作出翻譯
[00:14:22.060 --> 00:14:25.380]  去開導他們和啟示他們
[00:14:25.380 --> 00:14:26.460]  所以在傳福音之前
[00:14:26.460 --> 00:14:27.620]  我鼓勵大家
[00:14:27.620 --> 00:14:28.900]  在傳福音之前
[00:14:28.900 --> 00:14:31.020]  在傳福音的時間
[00:14:31.020 --> 00:14:32.660]  祈禱
[00:14:32.660 --> 00:14:34.900]  讓你練好你的口才
[00:14:34.900 --> 00:14:36.980]  更加重要
[00:14:36.980 --> 00:14:38.460]  第十四節保羅說
[00:14:38.460 --> 00:14:40.340]  屬血氣的人
[00:14:40.340 --> 00:14:41.980]  即是未信的人
[00:14:41.980 --> 00:14:45.060]  不接受上帝的靈的事
[00:14:45.060 --> 00:14:47.380]  他反倒以為如絕
[00:14:47.380 --> 00:14:49.980]  並且他不能夠了解
[00:14:49.980 --> 00:14:54.220]  因為這些事唯有屬靈的人才能夠領悟
[00:14:54.220 --> 00:14:58.260]  我們所傳講的唯有被聖靈開導的人
[00:14:58.260 --> 00:15:00.140]  才會明白
[00:15:00.140 --> 00:15:02.780]  所以我們要為未信的親友
[00:15:02.780 --> 00:15:07.340]  我們想跟他傳福音的朋友去禱告
[00:15:07.340 --> 00:15:09.460]  求聖靈開導他們
[00:15:09.460 --> 00:15:12.940]  在他們裏面安裝一個翻譯的應用程式
[00:15:12.940 --> 00:15:17.220]  以至他們能夠明白關於屬靈的事
[00:15:17.220 --> 00:15:23.220]  所以我們一定要成功帶人信耶穌這個包袱去放下
[00:15:23.220 --> 00:15:25.700]  我們的責任只是跟人分享
[00:15:25.700 --> 00:15:28.860]  聖靈開導過我們的事
[00:15:28.860 --> 00:15:31.900]  至於對方心裏面那粒種子
[00:15:31.900 --> 00:15:33.020]  何時發芽
[00:15:33.020 --> 00:15:34.980]  何時開花結果
[00:15:34.980 --> 00:15:36.780]  聖靈何時跟他翻譯
[00:15:36.780 --> 00:15:38.860]  這是上帝的工作
[00:15:38.860 --> 00:15:40.940]  是聖靈的責任
[00:15:40.940 --> 00:15:44.140]  我們只是跟上帝同工
[00:15:44.140 --> 00:15:47.620]  我們有幸成為上帝的左右手
[00:15:47.620 --> 00:15:49.300]  去祝福其他人
[00:15:49.300 --> 00:15:50.740]  我們要記住
[00:15:50.740 --> 00:15:54.060]  我們不是救贖主耶穌基督
[00:15:54.060 --> 00:15:57.380]  上星期我們上了蘇善美宣教師的課程
[00:15:57.380 --> 00:15:59.940]  《報道法》和《關係報道》
[00:15:59.940 --> 00:16:03.580]  蘇宣教師講了一個很好的比喻
[00:16:03.580 --> 00:16:06.260]  他說每一個人的胃口都不同
[00:16:06.260 --> 00:16:08.940]  有些人吃一個餅就飽了
[00:16:08.940 --> 00:16:10.740]  有些人吃十個餅
[00:16:10.740 --> 00:16:13.340]  或者二十個餅才飽
[00:16:13.340 --> 00:16:16.260]  我們不知道對方要吃多少個餅
[00:16:16.260 --> 00:16:18.700]  又或者他之前吃了多少個餅
[00:16:18.700 --> 00:16:22.260]  他才能夠明白上帝的奧秘
[00:16:22.260 --> 00:16:23.740]  才願意去相信耶穌
[00:16:23.740 --> 00:16:25.140]  我們不知道的
[00:16:25.140 --> 00:16:27.380]  我們的責任就是去分餅
[00:16:27.380 --> 00:16:28.820]  去傳講
[00:16:28.820 --> 00:16:31.260]  至於對方何時才飽
[00:16:31.260 --> 00:16:33.700]  是聖靈的責任
[00:16:33.700 --> 00:16:36.780]  所以如果你把餅帶過去的時候
[00:16:36.780 --> 00:16:37.820]  向他傳講福音
[00:16:37.820 --> 00:16:38.780]  他相信了
[00:16:38.780 --> 00:16:40.940]  我們當然很開心
[00:16:40.940 --> 00:16:42.780]  但我們也不需要驕傲
[00:16:42.780 --> 00:16:44.220]  因為在前面
[00:16:44.220 --> 00:16:46.540]  很多人做了很多事
[00:16:46.540 --> 00:16:49.340]  我們有幸是收過那個
[00:16:49.340 --> 00:16:51.540]  又或者當你把餅帶過去的時候
[00:16:51.540 --> 00:16:52.980]  他不相信
[00:16:52.980 --> 00:16:54.420]  他聽過很多次都不相信
[00:16:54.420 --> 00:16:56.100]  你也不需要氣餒
[00:16:56.100 --> 00:16:59.980]  因為你不知道他要吃多少個餅才飽
[00:16:59.980 --> 00:17:02.420]  又或者聖靈在哪個時候
[00:17:02.420 --> 00:17:07.980]  才能讓他完全明白福音
[00:17:07.980 --> 00:17:09.980]  其實我們和人分享福音
[00:17:09.980 --> 00:17:13.100]  不是要和他講一大套理論
[00:17:13.100 --> 00:17:16.460]  而是邀請他轉用一個全新的眼光
[00:17:16.460 --> 00:17:19.340]  去看這個世界
[00:17:19.340 --> 00:17:21.140]  經文第十節說
[00:17:21.140 --> 00:17:22.820]  只有上帝藉著聖靈
[00:17:22.820 --> 00:17:25.460]  將這些事向我們顯明
[00:17:25.460 --> 00:17:26.540]  十五節
[00:17:26.540 --> 00:17:30.260]  他說屬靈的人能夠看透萬事
[00:17:30.260 --> 00:17:31.380]  第十六節
[00:17:31.380 --> 00:17:33.860]  誰曾知道主的心
[00:17:33.860 --> 00:17:35.740]  誰會教導他
[00:17:35.740 --> 00:17:37.380]  至於我們
[00:17:37.380 --> 00:17:39.660]  我們有基督的心
[00:17:39.660 --> 00:17:41.220]  因為我們有基督的心
[00:17:41.220 --> 00:17:44.060]  我們有了耶穌基督的思維
[00:17:44.060 --> 00:17:46.060]  和祂的眼光
[00:17:46.060 --> 00:17:49.860]  所以我們看世界就不同了
[00:17:49.860 --> 00:17:53.980]  前幾天我們有機會和一些家長開祈禱會
[00:17:53.980 --> 00:17:54.820]  當中有些信了
[00:17:54.820 --> 00:17:56.540]  有些還沒有信
[00:17:56.540 --> 00:18:00.420]  大家都分享著大家所關心的事情
[00:18:00.420 --> 00:18:02.820]  有些說他們很關心
[00:18:02.820 --> 00:18:06.860]  他們的孩子的學業和他們的成長
[00:18:06.860 --> 00:18:09.980]  我很能夠明白家長的擔憂
[00:18:09.980 --> 00:18:12.940]  我們的孩子讀到書冠很高興
[00:18:12.940 --> 00:18:18.460]  但如果你有機會去看坊間的YouTube資訊
[00:18:18.460 --> 00:18:20.740]  你可能會很害怕
[00:18:20.740 --> 00:18:24.020]  坊間的資訊告訴你讀書沒有用
[00:18:24.020 --> 00:18:26.100]  讀大學也沒有用
[00:18:26.100 --> 00:18:30.060]  現在美國的公司都開始不聘請大學生
[00:18:30.060 --> 00:18:31.460]  再過兩年
[00:18:31.460 --> 00:18:36.900]  有80%的工作將會被AI機械人所取締
[00:18:36.900 --> 00:18:39.020]  當然這些資訊
[00:18:39.020 --> 00:18:42.220]  其實沒有人知道是真是假
[00:18:42.220 --> 00:18:47.500]  但已經令到看的人心裏很膽怯
[00:18:47.500 --> 00:18:49.100]  又有另一個訊息
[00:18:49.100 --> 00:18:50.060]  不知道大家知不知道
[00:18:50.060 --> 00:18:54.980]  我們深水埗有一間吃小菜的店
[00:18:54.980 --> 00:18:57.140]  我們吃得津津有味
[00:18:57.140 --> 00:18:59.100]  價錢又不貴
[00:18:59.100 --> 00:19:02.900]  這一位廚房裏有幾個人在炒菜
[00:19:02.900 --> 00:19:05.180]  誰知無線告訴我們
[00:19:05.180 --> 00:19:08.100]  是有三部AI炒菜機
[00:19:08.100 --> 00:19:09.180]  全自動的
[00:19:09.180 --> 00:19:12.260]  不需要人手就完成了
[00:19:12.260 --> 00:19:14.580]  接著又有無人駕駛
[00:19:14.580 --> 00:19:17.300]  連白領藍領
[00:19:17.300 --> 00:19:20.700]  都有機會被AI所取締
[00:19:20.700 --> 00:19:22.300]  另一邊有些資訊
[00:19:22.300 --> 00:19:24.260]  有些理財顧問告訴你
[00:19:24.260 --> 00:19:25.980]  生仔
[00:19:25.980 --> 00:19:28.700]  你準備好二百萬至八百萬了嗎
[00:19:28.700 --> 00:19:29.700]  這麼多嗎
[00:19:29.700 --> 00:19:31.940]  看你窮養還是貴養
[00:19:31.940 --> 00:19:34.180]  窮養也要二百萬
[00:19:34.180 --> 00:19:35.900]  如果你想退休
[00:19:35.900 --> 00:19:38.580]  你有沒有為自己預備了二百五十萬
[00:19:38.580 --> 00:19:39.940]  就要四百萬
[00:19:39.940 --> 00:19:42.460]  這個二百五十萬至四百萬
[00:19:42.460 --> 00:19:45.140]  是維持你基本的伙食
[00:19:45.140 --> 00:19:46.260]  交通
[00:19:46.260 --> 00:19:49.020]  而且你還需要為自己
[00:19:49.020 --> 00:19:49.900]  預備一個居所
[00:19:49.900 --> 00:19:53.140]  是不用租不用供的
[00:19:53.140 --> 00:19:55.780]  當你聽完這些訊息的時候
[00:19:55.780 --> 00:19:57.180]  你就會明白
[00:19:57.180 --> 00:19:59.700]  為什麼香港人這麼大壓力
[00:19:59.700 --> 00:20:02.980]  這麼多憂慮
