
[00:00:00.000 --> 00:00:02.400]  凡奴婦擔重擔的人
[00:04:43.400 --> 00:04:48.200]  明顯而同樣重要的其他因素
[00:04:48.200 --> 00:04:51.600]  譬如社會當時的文化氛圍
[00:04:51.600 --> 00:04:55.400]  譬如我們所屬的行業階層的次文化
[00:04:55.400 --> 00:04:59.800]  譬如信仰群體的屬靈氣質
[00:04:59.800 --> 00:05:05.200]  甚至是個人性格上的弱點甚至盲點
[00:05:05.200 --> 00:05:10.000]  這些都影響信徒對信仰和生活的理解
[00:05:10.000 --> 00:05:14.400]  而信徒卻往往將一切歸因於信仰
[00:05:14.400 --> 00:05:16.800]  以為自己一切的言行思想
[00:05:16.800 --> 00:05:20.600]  都服膺在上主的掌管之下
[00:05:20.600 --> 00:05:24.800]  這也解釋了為何兩個同樣認真
[00:05:24.800 --> 00:05:26.600]  同樣敬虔的信徒
[00:05:26.600 --> 00:05:32.000]  可以站在完全對立的立場上而寸步不讓
[00:05:32.000 --> 00:05:35.400]  因為無論是藍營或綠營
[00:05:35.400 --> 00:05:37.600]  黃絲或藍絲
[00:05:37.600 --> 00:05:41.200]  他們都覺得自己是站在真理那一方
[00:05:41.200 --> 00:05:46.000]  而真理當然是不可以退讓
[00:05:46.000 --> 00:05:50.200]  其實做基督徒也實在不容易
[00:05:50.200 --> 00:05:52.800]  我認識一位是基督教機構
[00:05:52.800 --> 00:05:58.000]  負責行政工作幾十年的姐妹
[00:05:58.000 --> 00:06:00.000]  早幾年才退休
[00:06:00.000 --> 00:06:03.400]  有一次聚會她和一班朋友討論一些問題
[00:06:03.400 --> 00:06:06.400]  其實也不是什麼很大不了的問題
[00:06:06.400 --> 00:06:08.000]  不過聊著聊著
[00:06:08.000 --> 00:06:09.800]  她就滿面通紅
[00:06:09.800 --> 00:06:11.800]  青筋報現
[00:06:11.800 --> 00:06:14.400]  人們覺得很奇怪
[00:06:14.400 --> 00:06:15.800]  平復下來之後
[00:06:15.800 --> 00:06:18.200]  朋友問她為何會這樣
[00:06:18.200 --> 00:06:21.800]  她說自己多年來在工作上
[00:06:21.800 --> 00:06:25.200]  需要和很多不同的人開會
[00:06:25.200 --> 00:06:28.200]  很多時候會遇見一些很離譜的人
[00:06:28.200 --> 00:06:30.600]  和處事的方式
[00:06:30.600 --> 00:06:32.600]  但是礙於自己是基督徒
[00:06:32.600 --> 00:06:35.200]  不可以發火甚至出聲
[00:06:35.200 --> 00:06:38.200]  於是就時時都頂住道氣
[00:06:38.200 --> 00:06:39.400]  久而久之
[00:06:39.400 --> 00:06:41.000]  有時候在討論裏面
[00:06:41.000 --> 00:06:48.400]  就容易不能夠自制地有過激的反應
[00:06:48.400 --> 00:06:50.000]  有時候做基督徒難
[00:06:50.000 --> 00:06:52.800]  是因為當你告訴別人你是基督徒的時候
[00:06:52.800 --> 00:06:57.200]  他們就會用另一種眼光來看你
[00:06:57.200 --> 00:06:58.800]  而你的一舉一動
[00:06:58.800 --> 00:07:00.200]  一言一行
[00:07:00.200 --> 00:07:03.000]  都不能夠稍有差池
[00:07:03.000 --> 00:07:04.200]  更要命的是
[00:07:04.200 --> 00:07:05.800]  有時候連我們自己
[00:07:05.800 --> 00:07:08.200]  都這樣看自己
[00:07:08.200 --> 00:07:11.200]  這樣要求自己
[00:07:11.200 --> 00:07:12.400]  還有
[00:07:12.400 --> 00:07:15.600]  假如你有一個很難相處的親人
[00:07:15.600 --> 00:07:19.000]  或者有一個很難頂的同事
[00:07:19.000 --> 00:07:23.000]  雖然你們之間的關係不好
[00:07:23.000 --> 00:07:25.000]  不一定是你的問題
[00:07:25.000 --> 00:07:26.800]  但是周圍的人就會說
[00:07:26.800 --> 00:07:30.600]  你們基督徒都是這樣
[00:07:30.600 --> 00:07:33.400]  又如果你的下屬是疏忽職守
[00:07:33.400 --> 00:07:35.800]  你提醒責備他幾句
[00:07:35.800 --> 00:07:37.000]  他轉過頭來
[00:07:37.000 --> 00:07:39.000]  就跟其他的同事數落你
[00:07:39.000 --> 00:07:40.800]  你多麼沒有愛心
[00:07:40.800 --> 00:07:45.000]  一點都不像有基督徒
[00:07:45.000 --> 00:07:47.200]  又如果你從事公職
[00:07:47.200 --> 00:07:50.200]  有時候要執行一些自己也未必完全理解
[00:07:50.200 --> 00:07:53.800]  或者認同的行動或者政策
[00:07:53.800 --> 00:07:57.000]  情況就更加複雜
[00:07:57.000 --> 00:07:58.600]  所以有時候我也體諒到
[00:07:58.600 --> 00:08:01.400]  有些基督徒不輕易在人面前
[00:08:01.400 --> 00:08:03.600]  承認自己基督徒的身份
[00:08:03.600 --> 00:08:07.000]  以免令原本已經難搞的問題
[00:08:07.000 --> 00:08:10.800]  變得更加複雜
[00:08:10.800 --> 00:08:11.800]  成為基督徒之後
[00:08:11.800 --> 00:08:13.800]  有時候我們確實要應付
[00:08:13.800 --> 00:08:17.800]  不少奇怪的要求和指控
[00:08:17.800 --> 00:08:20.600]  你們基督徒不應該是這樣的嗎?
[00:08:20.600 --> 00:08:23.800]  為什麼你們基督徒都可以這樣?
[00:08:23.800 --> 00:08:25.000]  更可笑的是
[00:08:25.000 --> 00:08:27.600]  那些向基督徒發出質詢的人
[00:08:27.600 --> 00:08:30.800]  對信仰其實是毫無認識的
[00:08:30.800 --> 00:08:32.600]  他們只不過是想當然地
[00:08:32.600 --> 00:08:35.600]  幻想基督徒應該是怎樣
[00:08:35.600 --> 00:08:40.200]  然後他們說你為什麼不是這樣?
[00:08:40.200 --> 00:08:43.600]  但是為了避免失見證
[00:08:43.600 --> 00:08:45.800]  很多時候我們都是任由他們
[00:08:45.800 --> 00:08:47.600]  批評指點
[00:08:47.600 --> 00:08:51.000]  教我們應該怎樣做基督徒
[00:08:51.000 --> 00:08:53.400]  而我要說這樣做基督徒
[00:08:53.400 --> 00:08:55.400]  確實是很辛苦的
[00:08:55.400 --> 00:08:57.400]  同時也是繼續強化
[00:08:57.400 --> 00:09:01.800]  一般人對信仰的誤解
[00:09:01.800 --> 00:09:02.800]  但是更加辛苦的
[00:09:02.800 --> 00:09:07.000]  有時候反而是來自信仰群體的壓力
[00:09:07.000 --> 00:09:09.400]  剛才主席跟我們讀的
[00:09:09.400 --> 00:09:12.000]  「我可以用什麼給這世代呢?
[00:09:12.000 --> 00:09:16.000]  好像孩童在街市上招呼同伴說
[00:09:16.000 --> 00:09:18.800]  我向你們吹笛,你們不跳舞
[00:09:18.800 --> 00:09:21.600]  我向你們舉安,你們不隨空
[00:09:21.600 --> 00:09:24.400]  若看來了也不吃也不喝
[00:09:24.400 --> 00:09:27.200]  人就說他是被鬼附著的
[00:09:27.200 --> 00:09:28.800]  人只來也吃也喝
[00:09:28.800 --> 00:09:31.200]  人又說他是貪食好酒的
[00:09:31.200 --> 00:09:35.000]  是衰你和罪人的朋友」
[00:09:35.000 --> 00:09:38.200]  基督徒時常強調生活的見證
[00:09:38.200 --> 00:09:41.800]  做每一件事都怕會叛倒人
[00:09:41.800 --> 00:09:44.600]  我們最通常引用的
[00:09:44.600 --> 00:09:47.200]  是哥倫多前書十章二十三節
[00:09:47.200 --> 00:09:50.600]  「凡事都可行,但不都有益處
[00:09:50.600 --> 00:09:55.000]  凡事都可行,但不都造就人」
[00:09:55.000 --> 00:09:56.600]  推到一個極端
[00:09:56.600 --> 00:09:59.000]  我們什麼事都不敢做
[00:09:59.000 --> 00:10:01.200]  什麼事都要看人臉色
[00:10:01.200 --> 00:10:05.000]  恐怕一下不為意,我們就會叛倒人
[00:10:05.000 --> 00:10:07.400]  到最後,我們聽見別人吹笛
[00:10:07.400 --> 00:10:08.800]  我們不敢跳舞
[00:10:08.800 --> 00:10:11.800]  恐怕有人認為這是不合聖徒體統
[00:10:11.800 --> 00:10:13.800]  有人舉我們,我們不敢隨空
[00:10:13.800 --> 00:10:18.200]  恐怕有人誤會我們失去永生的盼望
[00:10:18.200 --> 00:10:19.800]  再直接一點說
[00:10:19.800 --> 00:10:24.000]  既然凡事都有叛倒人的可能
[00:10:24.000 --> 00:10:27.800]  實際上來說,我們說凡事都可行
[00:10:27.800 --> 00:10:31.200]  其實不是認真的
[00:10:31.200 --> 00:10:33.600]  而因為我們不斷為了體貼人的軟弱
[00:10:33.600 --> 00:10:36.200]  而否定自己的想法
[00:10:36.200 --> 00:10:40.200]  我們和自己真正的感受就越來越脫節
[00:10:40.200 --> 00:10:41.400]  到了一個地步
[00:10:41.400 --> 00:10:45.800]  我們甚至不知道自己真的喜歡什麼
[00:10:45.800 --> 00:10:47.200]  不喜歡什麼
[00:10:47.200 --> 00:10:50.200]  想做什麼,不想做什麼
[00:10:50.200 --> 00:10:53.800]  簡單來說,我們再不知道自己是誰
[00:10:53.800 --> 00:10:59.600]  弟兄姊妹也不知道我們裡面實在是一個怎樣的人
[00:10:59.600 --> 00:11:05.200]  我們是迷失,甚至消失在教會這個大我裡面
[00:11:05.200 --> 00:11:08.000]  成為一個個斯斯文文,客氣氣氣
[00:11:08.000 --> 00:11:12.200]  而面目模糊的基督徒
[00:11:12.200 --> 00:11:15.800]  有性格的人在教會裡面並不受歡迎
[00:11:15.800 --> 00:11:20.000]  事實上,我想就連如果主耶穌今天在我們當中
[00:11:20.000 --> 00:11:24.200]  也難以符合那些所謂基督徒的標準
[00:11:24.200 --> 00:11:27.600]  這段經文告訴我們一個事實
[00:11:27.600 --> 00:11:31.000]  約翰黎他又不吃又不喝
[00:11:31.000 --> 00:11:33.400]  人家就說他傻的
[00:11:33.400 --> 00:11:35.200]  仁子黎又吃又喝
[00:11:35.200 --> 00:11:37.000]  人家就說他貪吃好酒
[00:11:37.000 --> 00:11:40.200]  是壞人和罪人的朋友
[00:11:40.200 --> 00:11:42.400]  和一些有道德問題的人交往
[00:11:42.400 --> 00:11:44.200]  也是一個問題
[00:11:44.200 --> 00:11:45.600]  我記得好幾年前
[00:11:45.600 --> 00:11:50.800]  有位牧師他結交一些有黑社會背景的人物
[00:11:50.800 --> 00:11:52.200]  和他們交往
[00:11:52.200 --> 00:11:54.200]  最後還帶他們去信主
[00:11:54.200 --> 00:11:56.200]  還和他們私逝
[00:11:56.200 --> 00:12:02.000]  有些輿論對他們的做法就說是巨增已盛
[00:12:02.000 --> 00:12:04.800]  而教會雖然未至於割蓆
[00:12:04.800 --> 00:12:06.800]  反應也都相當謹慎
[00:12:06.800 --> 00:12:10.400]  不敢正面肯定他的努力
[00:12:10.400 --> 00:12:11.600]  換句話說
[00:12:11.600 --> 00:12:14.800]  無論我們做什麼不做什麼
[00:12:14.800 --> 00:12:18.800]  都有人會因為我們而跌倒
[00:12:18.800 --> 00:12:23.200]  那我們做還是不做呢?
[00:12:23.200 --> 00:12:26.400]  主耶穌的態度是怎樣呢?
[00:12:26.400 --> 00:12:28.400]  在十一章六節說
[00:12:28.400 --> 00:12:33.600]  「凡不因我跌倒的,就有福了」
[00:12:33.600 --> 00:12:35.600]  我並不是要把耶穌的說話
[00:12:35.600 --> 00:12:38.800]  和保羅的教訓深封相對
[00:12:38.800 --> 00:12:40.600]  我要指出的是
[00:12:40.600 --> 00:12:42.400]  就算是最正確的教導
[00:12:42.400 --> 00:12:45.000]  都有過往過正的可能
[00:12:45.000 --> 00:12:46.800]  對於做或不做
[00:12:46.800 --> 00:12:49.600]  我們都必須誠實地在上帝面前
[00:12:49.600 --> 00:12:53.000]  作出一個屬於自己的決定
[00:12:53.000 --> 00:12:54.600]  因為你做
[00:12:54.600 --> 00:12:56.600]  可以是出於勇氣
[00:12:56.600 --> 00:12:59.400]  亦都可以是出於血氣
[00:12:59.400 --> 00:13:00.600]  你不做
[00:13:00.600 --> 00:13:03.200]  可以因為是謙卑謙尤
[00:13:03.200 --> 00:13:06.600]  亦都可以是因為內弱
[00:13:06.600 --> 00:13:07.400]  可以說
[00:13:07.400 --> 00:13:12.000]  某一段經文是監保我們萬無一失
[00:13:12.000 --> 00:13:14.200]  所以在加拿大書五章一節說
[00:13:14.200 --> 00:13:16.000]  「基督釋放了我們
[00:13:16.000 --> 00:13:17.600]  叫我們得以自由
[00:13:17.600 --> 00:13:19.400]  所以要站立得穩
[00:13:19.400 --> 00:13:23.600]  不要再被奴僕的扼挾制」
[00:13:23.600 --> 00:13:26.600]  而保羅在這裡所指的奴僕的扼
[00:13:26.600 --> 00:13:29.200]  就是來自信仰群體
[00:13:29.200 --> 00:13:33.400]  就是加拿大教會裏面的那些保守勢力
[00:13:33.400 --> 00:13:40.600]  這亦都是保羅寫信給加拿大教會的主要原因
[00:13:40.600 --> 00:13:42.400]  在信仰的實踐裏面
[00:13:42.400 --> 00:13:48.000]  基督徒有很多是就是不過
[00:13:48.000 --> 00:13:50.000]  是就是不過
[00:13:50.000 --> 00:13:53.000]  這一堆理論和實踐的差異
[00:13:53.000 --> 00:13:55.600]  表現為是就是不過
[00:13:55.600 --> 00:13:56.800]  我知道是這樣做
[00:13:56.800 --> 00:14:00.000]  不過做不到
[00:14:00.000 --> 00:14:02.400]  這一堆是就是不過
[00:14:02.400 --> 00:14:04.800]  將我們的信仰閹割成
[00:14:04.800 --> 00:14:06.600]  講就天下無敵
[00:14:06.600 --> 00:14:09.400]  做就有心無力的空言
[00:14:09.400 --> 00:14:11.600]  而教會裏面躁動的青年
[00:14:11.600 --> 00:14:12.600]  聽得出很多時候
[00:14:12.600 --> 00:14:14.000]  港台裏面宣講的
[00:14:14.000 --> 00:14:17.400]  往往只是煞有介事的虛張聲勢
[00:14:17.400 --> 00:14:21.400]  所謂quote part of the scripture
[00:14:21.400 --> 00:14:25.800]  and you can make the bible say anything
[00:14:25.800 --> 00:14:29.600]  並沒有實質的屬靈權柄和真理的基礎
[00:14:29.600 --> 00:14:32.400]  因此他們慢慢就敢於明目張膽地
[00:14:32.400 --> 00:14:33.800]  挑戰教會權威
[00:14:33.800 --> 00:14:36.000]  反正你懂得引用聖經
[00:14:36.000 --> 00:14:40.800]  我也懂得挑戰你對聖經的詮釋
[00:14:40.800 --> 00:14:43.200]  或者就好像人大釋法那樣
[00:14:43.200 --> 00:14:45.200]  宗教改革運動所高舉的
[00:14:45.200 --> 00:14:47.200]  sola scriptura
[00:14:47.200 --> 00:14:48.800]  所謂唯獨聖經
[00:14:48.800 --> 00:14:54.000]  就逐漸消失在信徒的互相攻擊當中
[00:14:54.000 --> 00:14:55.400]  其實信仰的理論
[00:14:55.400 --> 00:14:57.800]  回到教會三兩年
[00:14:57.800 --> 00:15:01.600]  大概都已經可以掌握得七七八八
[00:15:01.600 --> 00:15:03.200]  我們迴避談論的
[00:15:03.200 --> 00:15:06.400]  是這些理論確實的聖經根據
[00:15:06.400 --> 00:15:09.400]  和神學基礎
[00:15:09.400 --> 00:15:14.000]  譬如基督徒是不是不可以吸煙喝酒
[00:15:14.000 --> 00:15:15.800]  傳福音是不是基督徒人生
[00:15:15.800 --> 00:15:18.800]  最終極的意義和目標
[00:15:18.800 --> 00:15:22.400]  這些都是我們從來不敢討論的價值標準
[00:15:22.400 --> 00:15:26.800]  我們甚至視之為信仰的底線
[00:15:26.800 --> 00:15:29.600]  當然吸煙可以致癌
[00:15:29.600 --> 00:15:31.400]  是健康的常識
[00:15:31.400 --> 00:15:35.200]  但是如果你在旺角和銅鑼灣上班的時候
[00:15:35.200 --> 00:15:37.800]  試癌的機會也相當高
[00:15:37.800 --> 00:15:39.600]  我有一個大學的同學
[00:15:39.600 --> 00:15:41.600]  他曾經在環保署工作
[00:15:41.600 --> 00:15:44.000]  他叫我少一點出去旺角
[00:15:44.000 --> 00:15:46.600]  因為那裡太多的微波發射
[00:15:46.600 --> 00:15:50.600]  你走進去就像進去微波爐慢煮一樣
[00:15:50.600 --> 00:15:52.200]  這個可能有些誇張
[00:15:52.200 --> 00:15:54.000]  不過就是那個環境
[00:15:54.000 --> 00:15:57.600]  無論在各方面都很嚴重
[00:15:57.600 --> 00:16:00.400]  如果你喜歡吃東坡肉或者豬大腸的時候
[00:16:00.400 --> 00:16:03.800]  其實都可以相當致命
[00:16:03.800 --> 00:16:05.200]  我的意思是
[00:16:05.200 --> 00:16:09.400]  我們可以以健康的理由勸人戒煙
[00:16:09.400 --> 00:16:11.800]  或者少一點吃豬大腸
[00:16:11.800 --> 00:16:14.400]  但是我們不需要將它提升到一個道德
[00:16:14.400 --> 00:16:17.400]  甚至是信仰的層次
[00:16:17.400 --> 00:16:18.800]  至於酒
[00:16:18.800 --> 00:16:21.600]  如果你去過幾次基督教的婚禮
[00:16:21.600 --> 00:16:23.800]  你就會知道主耶穌在世界上
[00:16:23.800 --> 00:16:30.400]  第一個行的神蹟就是將水變酒
[00:16:30.400 --> 00:16:33.200]  我尊重不吸煙不喝酒
[00:16:33.200 --> 00:16:36.600]  作為你選擇女婿或者擇偶的條件
[00:16:36.600 --> 00:16:42.400]  但是這個確實不是成為基督徒的信仰門檻
[00:16:42.400 --> 00:16:44.600]  信仰的問題是可以討論的
[00:16:44.600 --> 00:16:46.000]  一個問題是否涉及信仰
[00:16:46.000 --> 00:16:47.400]  或者是如何涉及信仰
[00:16:47.400 --> 00:16:51.800]  可以透過神學反省來處理
[00:16:51.800 --> 00:16:52.600]  說到這裡的時候
[00:16:52.600 --> 00:16:55.600]  我突然間明白到當日的宗教領袖
[00:16:55.600 --> 00:16:58.600]  為什麼這麼想捏死耶穌
[00:16:58.600 --> 00:17:00.000]  因為他們心想
[00:17:00.000 --> 00:17:01.600]  我們辛辛苦苦建立一個
[00:17:01.600 --> 00:17:05.000]  忠心信服聽教聽話的信仰群體
[00:17:05.000 --> 00:17:09.600]  你就說做什麼其實都不重要
[00:17:09.600 --> 00:17:10.600]  你這麼說的時候
[00:17:10.600 --> 00:17:15.400]  我們還可以怎樣要求他們循規蹈矩
[00:17:15.400 --> 00:17:17.400]  我完全明白
[00:17:17.400 --> 00:17:21.000]  穆會者那種擔心
[00:17:21.000 --> 00:17:26.600]  但我想有時當信徒未能夠有判斷能力的時候
[00:17:26.600 --> 00:17:30.000]  你可以給他一些正確的答案
[00:17:30.000 --> 00:17:31.800]  但是當他們開始長大成人
[00:17:31.800 --> 00:17:33.000]  轉入社會
[00:17:33.000 --> 00:17:36.200]  你再不能夠控制他們接觸到什麼
[00:17:36.200 --> 00:17:37.800]  也沒有辦法保護他們
[00:17:37.800 --> 00:17:42.000]  不受到世界的影響和誘惑
[00:17:42.000 --> 00:17:43.800]  在這個時候他們需要的
[00:17:43.800 --> 00:17:46.400]  再不是一些正確的答案
[00:17:46.400 --> 00:17:48.800]  而是怎樣去找到一些
[00:17:48.800 --> 00:17:53.600]  他們能夠真心信服的答案
[00:17:53.600 --> 00:17:55.200]  而在這一方面
[00:17:55.200 --> 00:17:58.400]  我只能夠說教會實在有太多
[00:17:58.400 --> 00:18:02.000]  未曾付的帳單
[00:18:02.000 --> 00:18:03.800]  至於傳訪是否基督徒
[00:18:03.800 --> 00:18:07.000]  人生最終極的意義和目的
[00:18:07.000 --> 00:18:08.800]  我早期曾經寫過一篇文
[00:18:08.800 --> 00:18:10.200]  討論這個問題
[00:18:10.200 --> 00:18:12.800]  叫做《大是命有多大》
[00:18:12.800 --> 00:18:14.600]  企圖從一個常識
[00:18:14.600 --> 00:18:19.000]  也希望不違反《釋經》的原則
[00:18:19.000 --> 00:18:21.800]  為這個問題重新定位
[00:18:21.800 --> 00:18:24.000]  不過今天不說這件事了
[00:18:24.000 --> 00:18:25.400]  無論如何
[00:18:25.400 --> 00:18:27.800]  作為基督徒我們能夠做的
[00:18:27.800 --> 00:18:33.200]  就只是回歸到主耶穌有關的教訓
[00:18:33.200 --> 00:18:34.600]  我喜歡主耶穌說
[00:18:34.600 --> 00:18:37.000]  「你們是世上的炎」
[00:18:37.000 --> 00:18:39.800]  「你們是世上的光」
[00:18:39.800 --> 00:18:42.400]  只要炎沒有失去了味
[00:18:42.400 --> 00:18:44.600]  光是放在燈台上
[00:18:44.600 --> 00:18:46.400]  不是放在斗底下
[00:18:46.400 --> 00:18:48.400]  那麼我們的存在本身
[00:18:48.400 --> 00:18:50.800]  就是基督的見證
[00:18:50.800 --> 00:18:54.800]  而不是我們刻意去做些什麼
[00:18:54.800 --> 00:18:56.600]  當然
[00:18:56.600 --> 00:18:58.000]  這個跟我們個人
[00:18:58.000 --> 00:19:00.800]  或集體的報道工作是沒有衝突的
[00:19:00.800 --> 00:19:02.200]  事實上
[00:19:02.200 --> 00:19:05.600]  有具體的生命見證作為支撐
[00:19:05.600 --> 00:19:06.800]  口述的福音
[00:19:06.800 --> 00:19:10.800]  才不至於變得理論化和抽象
[00:19:10.800 --> 00:19:12.000]  真實的生命
[00:19:12.000 --> 00:19:16.400]  是一切報道事工的基礎和憑據
[00:19:16.400 --> 00:19:17.600]  反過來說
[00:19:17.600 --> 00:19:20.200]  假如我們只剩下半條命
[00:19:20.200 --> 00:19:22.800]  縱然我們能夠說萬人的謊言
[00:19:22.800 --> 00:19:24.200]  並天使的話語
[00:19:24.200 --> 00:19:27.000]  將天上的小鳥都可以引渡下來
[00:19:27.000 --> 00:19:32.600]  我們仍然只不過是明的螺響的筆
[00:19:32.600 --> 00:19:34.600]  沒有一個湧流的生命
[00:19:34.600 --> 00:19:36.800]  我想福音就好像莎士比亞
[00:19:36.800 --> 00:19:39.600]  在《Macbeth》裡面對生命的慨嘆
[00:19:39.600 --> 00:19:42.400]  「It is a tale told by an idiot
[00:19:42.400 --> 00:19:44.200]  full of sound and fury
[00:19:44.200 --> 00:19:48.200]  signifying nothing」
[00:19:48.200 --> 00:19:51.400]  回到勞苦擔重擔的問題
[00:19:51.400 --> 00:19:54.600]  把基督徒壓到透不過氣的
[00:19:54.600 --> 00:19:57.400]  很可能不是外在的壓力
[00:19:57.400 --> 00:20:00.000]  而是我們對自己不切實際的
[00:20:00.000 --> 00:20:03.000]  理想和執著
[00:20:03.000 --> 00:20:05.600]  我記得參加過一個聚會
[00:20:05.600 --> 00:20:06.600]  領唱的弟兄
[00:20:06.600 --> 00:20:09.000]  他突然要求匯聚安靜
[00:20:09.000 --> 00:20:10.400]  做一個反省
[00:20:10.400 --> 00:20:11.200]  什麼反省呢?
[00:20:11.200 --> 00:20:13.800]  他說:我們要反省
[00:20:13.800 --> 00:20:15.600]  我們說的每一句話
