
[00:00:00.000 --> 00:00:07.200]  戴燕姊妹,當我們要去忠誠神的使命
[00:03:21.400 --> 00:03:23.400]  然後天都開了
[00:03:23.400 --> 00:03:26.200]  父神在天上傳來的聲音
[00:03:26.200 --> 00:03:28.800]  這是我的愛子
[00:03:28.800 --> 00:03:32.200]  所以神和聖靈同樣是證明
[00:03:32.200 --> 00:03:36.000]  耶穌基督是神獨一兒子的身份
[00:03:36.000 --> 00:03:38.600]  而聖靈降臨在耶穌身上
[00:03:38.600 --> 00:03:40.000]  這也標誌著
[00:03:40.000 --> 00:03:43.800]  耶穌就是聖靈所高立大位的子孫
[00:03:43.800 --> 00:03:47.600]  是舊約一直應許要來那位彌賽亞
[00:03:47.600 --> 00:03:51.400]  這個預言終於實現了
[00:03:51.400 --> 00:03:54.200]  耶穌就是這位拯救者
[00:03:54.200 --> 00:03:55.800]  我們可能會問
[00:03:55.800 --> 00:04:02.200]  為什麼聖靈會引導耶穌受魔鬼的試探呢?
[00:04:02.200 --> 00:04:05.200]  原來試探這個詞
[00:04:05.200 --> 00:04:07.200]  希臘文原本的文字裡面
[00:04:07.200 --> 00:04:10.000]  都有「試驗」這個意思
[00:04:10.000 --> 00:04:13.200]  就好像一個銀幣有兩面
[00:04:13.200 --> 00:04:16.200]  「試探」就是具有負面的意思
[00:04:16.200 --> 00:04:19.600]  特別是魔鬼最想用的方法
[00:04:19.600 --> 00:04:21.600]  用盡一切的辦法
[00:04:21.600 --> 00:04:25.800]  去引誘人犯罪、去叛逆神
[00:04:25.800 --> 00:04:29.600]  而「試驗」就是具有正面的意義
[00:04:29.600 --> 00:04:32.000]  是能夠將人的心顯明出來
[00:04:32.000 --> 00:04:34.600]  並且在這個試驗過程當中
[00:04:34.600 --> 00:04:39.200]  是能夠導致信心更加被堅固成長
[00:04:39.200 --> 00:04:44.000]  以及屬靈的品格得到更好的塑造
[00:04:44.000 --> 00:04:46.600]  雅各書一章十三節都提醒我們
[00:04:46.600 --> 00:04:50.200]  它說到神是不會試探人的
[00:04:50.200 --> 00:04:55.400]  但原來神是會容讓人去經歷試驗
[00:04:55.400 --> 00:04:58.400]  耶穌在聖靈的帶領底下
[00:04:58.400 --> 00:05:00.400]  是一個被動的角色
[00:05:00.400 --> 00:05:02.400]  祂願意被聖靈引導
[00:05:02.400 --> 00:05:04.600]  也藉著聖靈的同在
[00:05:04.600 --> 00:05:06.600]  從聖靈裡面得著力量
[00:05:06.600 --> 00:05:09.400]  來抵抗魔鬼的試探
[00:05:09.400 --> 00:05:11.600]  所以首先我們可以透過耶穌
[00:05:11.600 --> 00:05:12.800]  可以學到的是
[00:05:12.800 --> 00:05:15.800]  我們要敏銳聖靈的聲音
[00:05:15.800 --> 00:05:17.400]  感動和提醒
[00:05:17.400 --> 00:05:21.000]  學習送福聖靈的帶領
[00:05:21.000 --> 00:05:24.600]  聖靈的提醒就像一個防毒的軟件一樣
[00:05:24.600 --> 00:05:26.400]  我相信第一節目如果你有手機
[00:05:26.400 --> 00:05:27.800]  或者你用電腦
[00:05:27.800 --> 00:05:30.000]  基本上我們都會安裝一些
[00:05:30.000 --> 00:05:32.200]  防毒的軟件在裡面
[00:05:32.200 --> 00:05:34.200]  如果有時候我們不覺得
[00:05:34.200 --> 00:05:37.400]  有機會有一些網站上了去
[00:05:37.400 --> 00:05:39.400]  是有危險有毒的話
[00:05:39.400 --> 00:05:42.000]  或者有些檔案準備要下載
[00:05:42.000 --> 00:05:43.600]  可能有隱藏的危機
[00:05:43.600 --> 00:05:46.800]  防毒軟件就會彈出一個顯示出來
[00:05:46.800 --> 00:05:51.800]  提示我們警示我們要小心
[00:05:51.800 --> 00:05:54.600]  這個防毒軟件
[00:05:54.600 --> 00:05:57.400]  保護著電腦和手機
[00:05:57.400 --> 00:06:00.400]  聖靈就好像一個屬靈的防火牆一樣
[00:06:00.400 --> 00:06:03.000]  守護著我們的屬靈生命
[00:06:03.000 --> 00:06:05.800]  在過程當中原來我們人都需要
[00:06:05.800 --> 00:06:07.200]  有一個回應
[00:06:07.200 --> 00:06:09.200]  我們需要做一個抉擇
[00:06:09.200 --> 00:06:11.000]  我們是否繼續上這個網站
[00:06:11.000 --> 00:06:13.000]  或者知道有危險的時候
[00:06:13.000 --> 00:06:16.800]  是否繼續下載這個檔案
[00:06:16.800 --> 00:06:20.200]  求主幫助我們要敏銳聖靈的提醒
[00:06:20.200 --> 00:06:22.400]  我們作出應有的行動
[00:06:22.400 --> 00:06:25.400]  不要令到聖靈去擔憂
[00:06:25.400 --> 00:06:26.400]  我們有時候會說
[00:06:26.400 --> 00:06:28.200]  我們怎樣分辨
[00:06:28.200 --> 00:06:29.800]  什麼是聖靈的感動
[00:06:29.800 --> 00:06:32.200]  還是人的衝動呢
[00:06:32.200 --> 00:06:34.600]  有時候會不會很相似呢
[00:06:34.600 --> 00:06:38.000]  原來聖靈和神的話語
[00:06:38.000 --> 00:06:41.600]  和真理的教導是彼此符合的
[00:06:41.600 --> 00:06:43.600]  是不會排斥的
[00:06:43.600 --> 00:06:45.000]  正如耶穌基督在
[00:06:45.000 --> 00:06:47.600]  《讓福音》十四章裡面提到
[00:06:47.600 --> 00:06:50.800]  「但保衛師就是赴因我的名
[00:06:50.800 --> 00:06:53.200]  所要猜來的聖靈
[00:06:53.200 --> 00:06:56.200]  他要將一切的事指教你們
[00:06:56.200 --> 00:06:58.400]  並且要叫你們想起
[00:06:58.400 --> 00:07:02.400]  我對你們所說的一切話」
[00:07:02.400 --> 00:07:04.800]  就是說原來聖靈是會教導我們
[00:07:04.800 --> 00:07:07.000]  關乎到屬靈的事物的
[00:07:07.000 --> 00:07:09.600]  是會讓我們順道想起
[00:07:09.600 --> 00:07:13.200]  聖經的話語主耶穌基督的教導
[00:07:13.200 --> 00:07:15.400]  去提醒我們
[00:07:15.400 --> 00:07:19.600]  我們需要敏銳聖靈的引導和送福
[00:07:19.600 --> 00:07:21.200]  正如好像保羅
[00:07:21.200 --> 00:07:24.000]  他是神所選召的使徒
[00:07:24.000 --> 00:07:26.600]  是要向外邦人傳福音
[00:07:26.600 --> 00:07:28.600]  但原來保羅曾經想過
[00:07:28.600 --> 00:07:31.400]  要去到亞細亞去講道
[00:07:31.400 --> 00:07:34.200]  甚至要去到比推尼
[00:07:34.200 --> 00:07:37.000]  但聖靈卻不允許
[00:07:37.000 --> 00:07:39.400]  原來之後聖經記載
[00:07:39.400 --> 00:07:43.600]  原來神要他們去到馬其洞去服侍
[00:07:43.600 --> 00:07:44.400]  所以我們看到
[00:07:44.400 --> 00:07:47.000]  原來神會揀選人去侍奉
[00:07:47.000 --> 00:07:49.400]  但原來神也有祂的計劃
[00:07:49.400 --> 00:07:52.600]  我們需要配合過程當中
[00:07:52.600 --> 00:07:59.000]  聖靈就會引導我們一步一步走在聖靈神的計劃當中
[00:07:59.000 --> 00:08:01.600]  接著在《仕途人傳》第一章八節裏面
[00:08:01.600 --> 00:08:02.600]  我們記得
[00:08:02.600 --> 00:08:04.000]  耶穌也說過
[00:08:04.000 --> 00:08:08.200]  「但聖靈降臨在你們身上,又如何?」
[00:08:08.200 --> 00:08:10.200]  「你們必得著能力
[00:08:10.200 --> 00:08:14.200]  從耶路撒冷、猶太、撒瑪利亞直到地極
[00:08:14.200 --> 00:08:16.600]  作主的見證」
[00:08:16.600 --> 00:08:18.200]  所以聖靈的同在
[00:08:18.200 --> 00:08:25.400]  是能夠加添信徒有力量去遵行完成神給我們的任務
[00:08:25.400 --> 00:08:29.200]  神賜下聖靈與我們同在
[00:08:29.200 --> 00:08:32.600]  賜給我們有力量去面對誘惑之外
[00:08:32.600 --> 00:08:36.400]  究竟有什麼值得我們更加要留意的呢?
[00:08:36.400 --> 00:08:40.000]  我們接著看看耶穌給我們的榜樣
[00:08:40.000 --> 00:08:42.400]  在第二節經文裏面說到
[00:08:42.400 --> 00:08:47.200]  「他禁食四十晝夜,後來就餓了」
[00:08:47.200 --> 00:08:50.400]  原來當我們要去送服聖靈的帶領
[00:08:50.400 --> 00:08:51.800]  接著第二步
[00:08:51.800 --> 00:08:55.400]  我們要去操練敬虔的生活
[00:08:55.400 --> 00:08:57.800]  在剛才所讀的短短經文裏面
[00:08:57.800 --> 00:09:01.200]  我們認識到原來耶穌也會禁食
[00:09:01.200 --> 00:09:04.000]  過敬虔的生活
[00:09:04.000 --> 00:09:06.400]  禁食即是不吃東西
[00:09:06.400 --> 00:09:09.600]  飲食是人最基本的需要
[00:09:09.600 --> 00:09:11.000]  是最合理的
[00:09:11.000 --> 00:09:12.000]  禁食就是
[00:09:12.000 --> 00:09:16.200]  雖然有正常、合理的身體需要
[00:09:16.200 --> 00:09:20.000]  但也願意學習暫時放下
[00:09:20.000 --> 00:09:22.800]  因為心裏面有一個更重的負擔
[00:09:22.800 --> 00:09:25.600]  是專注在屬靈的事物上
[00:09:25.600 --> 00:09:29.000]  很願意學習去尋求神
[00:09:29.000 --> 00:09:30.800]  去親近神
[00:09:30.800 --> 00:09:36.200]  所以禁食通常都會伴隨著禱告
[00:09:36.200 --> 00:09:41.000]  禁食確實是一個刻苦己心的操練
[00:09:41.000 --> 00:09:48.200]  但絕對沒有修煉、積功德的意思或功效
[00:09:48.200 --> 00:09:50.600]  不代表禁食禱告之後
[00:09:50.600 --> 00:09:53.200]  我們所求的東西就必定有果效
[00:09:53.200 --> 00:09:56.000]  或是必定令到神隨聽
[00:09:56.000 --> 00:09:58.200]  禁食的意義是我們學習
[00:09:58.200 --> 00:10:01.400]  先將自己肉身裏面的需要
[00:10:01.400 --> 00:10:05.000]  這麼正常、合理的需要都放下
[00:10:05.000 --> 00:10:07.200]  不為了吃東西
[00:10:07.200 --> 00:10:10.400]  為了身體有很多的打點或周章
[00:10:10.400 --> 00:10:12.800]  將一段時間分別出來
[00:10:12.800 --> 00:10:16.400]  來與神親近
[00:10:16.400 --> 00:10:18.800]  我們不分心
[00:10:18.800 --> 00:10:23.400]  專注在學武神、敬畏神
[00:10:23.400 --> 00:10:26.000]  原來在接受魔鬼試探之前
[00:10:26.000 --> 00:10:28.400]  主耶穌也先禁食
[00:10:28.400 --> 00:10:30.400]  與神親近
[00:10:30.400 --> 00:10:32.200]  按照福音書的記載
[00:10:32.200 --> 00:10:38.000]  耶穌每次試鳳園都會退到抗野
[00:10:38.000 --> 00:10:42.600]  有一個個人安靜的禱告親近神
[00:10:42.600 --> 00:10:44.800]  過去在宣教工場上
[00:10:44.800 --> 00:10:46.200]  我們宣教團隊裏面
[00:10:46.200 --> 00:10:49.000]  曾經有關愛使者說明
[00:10:49.000 --> 00:10:50.400]  在一個星期裏
[00:10:50.400 --> 00:10:52.400]  他可能有一天的下午
[00:10:52.400 --> 00:10:55.000]  會進行禁食禱告
[00:10:55.000 --> 00:10:58.000]  預先與我們其他同工一起分享
[00:10:58.000 --> 00:10:59.600]  目的都是彼此守望
[00:10:59.600 --> 00:11:01.400]  還有讓我們知悉之後
[00:11:01.400 --> 00:11:04.000]  不會在那一天再打電話給他
[00:11:04.000 --> 00:11:06.200]  「一起來吃下午飯」
[00:11:06.200 --> 00:11:10.400]  大家要知道彼此的守望
[00:11:10.400 --> 00:11:14.000]  因為在工場服侍裏面
[00:11:14.000 --> 00:11:17.400]  都需要常常去尋求神的心意
[00:11:17.400 --> 00:11:20.400]  尋求主給我們的力量
[00:11:20.400 --> 00:11:24.000]  以致去面對工場的侍奉
[00:11:24.000 --> 00:11:27.200]  在世俗上確實有很多不同的聲音
[00:11:27.200 --> 00:11:28.400]  其實我們要很小心
[00:11:28.400 --> 00:11:30.600]  很多雜亂的聲音背後
[00:11:30.600 --> 00:11:36.600]  其實與我們聖經的價值觀有不符
[00:11:36.600 --> 00:11:40.000]  所以當我們順道操練敬虔的生活
[00:11:40.000 --> 00:11:43.200]  多禱告親近神的時候
[00:11:43.200 --> 00:11:46.400]  幫助我們從這些雜亂的聲音裏面
[00:11:46.400 --> 00:11:48.800]  去分辨出神的心意
[00:11:48.800 --> 00:11:50.400]  尋求神的旨意
[00:11:50.400 --> 00:11:53.400]  引導我們每一天的生活
[00:11:53.400 --> 00:11:55.200]  但其實有時肚子餓
[00:11:55.200 --> 00:11:58.200]  要捱肚子餓是挺難捱的
[00:11:58.200 --> 00:12:02.000]  不要說小朋友如果肚子餓會怎樣
[00:12:02.000 --> 00:12:04.000]  可能會發脾氣
[00:12:04.000 --> 00:12:07.800]  甚至大人可能會悶疹
[00:12:07.800 --> 00:12:11.200]  甚至有些朋友有胃病
[00:12:11.200 --> 00:12:16.600]  都需要定時進食
[00:12:16.600 --> 00:12:23.400]  但是有時禁食操練是否真的會這麼困難呢
[00:12:23.400 --> 00:12:28.400]  有時人可能會為了一些目的不吃東西
[00:12:28.400 --> 00:12:30.600]  就是減肥
[00:12:30.600 --> 00:12:33.400]  可能身體要減磅
[00:12:33.400 --> 00:12:36.800]  所以不吃一餐半餐都會
[00:12:36.800 --> 00:12:38.400]  但當我們不吃東西的時候
[00:12:38.400 --> 00:12:40.200]  可能我們繼續錄下手機
[00:12:40.200 --> 00:12:42.200]  或者看電視播下劇
[00:12:42.200 --> 00:12:44.400]  這些是甚麼呢
[00:12:44.400 --> 00:12:46.800]  是繼續減肥計劃
[00:12:46.800 --> 00:12:49.000]  而不是禁食操練
[00:12:49.000 --> 00:12:50.400]  而真正禁食操練
[00:12:50.400 --> 00:12:53.400]  如果我們真的很想嘗試的話
[00:12:53.400 --> 00:12:59.200]  可以鼓勵你先選擇一段適合的時間和地點
[00:12:59.200 --> 00:13:01.200]  哪怕可能是你上班
[00:13:01.200 --> 00:13:04.200]  吃飯的時候放午飯
[00:13:04.200 --> 00:13:09.000]  可能你自己一個出去一些安靜的地方
[00:13:09.000 --> 00:13:12.600]  可能不吃東西
[00:13:12.600 --> 00:13:16.800]  那個時間和地點就不要那麼容易被人騷擾到
[00:13:16.800 --> 00:13:19.200]  也鼓勵重聚佔頌
[00:13:19.200 --> 00:13:23.000]  如果我們真是一個不吃東西的人
[00:13:23.000 --> 00:13:25.000]  但也想嘗試操練的話
[00:13:25.000 --> 00:13:28.600]  可以喝一些流質的飲品
[00:13:28.600 --> 00:13:31.400]  例如鮮奶、豆漿等等
[00:13:31.400 --> 00:13:32.800]  而在禁食的時間裡面
[00:13:32.800 --> 00:13:35.000]  我們可以加入禱告
[00:13:35.000 --> 00:13:36.000]  唱詩歌
[00:13:36.000 --> 00:13:37.200]  讀聖經
[00:13:37.200 --> 00:13:39.200]  去默想神的話語
[00:13:39.200 --> 00:13:42.000]  專注在同神的關係上
[00:13:42.000 --> 00:13:44.400]  這些都是我們弟兄姊妹可以彼此鼓勵
[00:13:44.400 --> 00:13:48.400]  可以嘗試的一個屬靈的操練
[00:13:48.400 --> 00:13:52.000]  當我們真是能夠將肉體的需要
[00:13:52.000 --> 00:13:54.600]  和滿足肉體的慾望
[00:13:54.600 --> 00:13:57.600]  能夠不放在首位
[00:13:57.600 --> 00:14:01.600]  不讓物質和肉體的需求
[00:14:01.600 --> 00:14:04.000]  凌駕在我們信仰之上的話
[00:14:04.000 --> 00:14:05.800]  這樣對我們面對誘惑
[00:14:05.800 --> 00:14:07.800]  或者面對屬靈真戰
[00:14:07.800 --> 00:14:10.000]  也有莫大的幫助
[00:14:10.000 --> 00:14:11.000]  為什麼呢
[00:14:11.000 --> 00:14:12.400]  因為很多時候
[00:14:12.400 --> 00:14:16.400]  魔鬼撒旦要設下試探和誘惑
[00:14:16.400 --> 00:14:18.600]  通常都是針對我們人
[00:14:18.600 --> 00:14:21.800]  很想快點去滿足我自己的慾望
[00:14:21.800 --> 00:14:23.800]  和我的需要
[00:14:23.800 --> 00:14:26.600]  但是當我們有這樣的操練的時候
[00:14:26.600 --> 00:14:27.600]  就即是說
[00:14:27.600 --> 00:14:30.800]  這個身體是屬於我的
[00:14:30.800 --> 00:14:31.800]  雖然肚子餓
[00:14:31.800 --> 00:14:32.800]  知道
[00:14:32.800 --> 00:14:34.000]  等等
[00:14:34.000 --> 00:14:37.800]  我之後會吃東西的了
[00:14:37.800 --> 00:14:41.400]  這樣可以操控到自己的肉體和肉念
[00:14:41.400 --> 00:14:42.400]  在這個時候
[00:14:42.400 --> 00:14:44.000]  我們能夠更容易
[00:14:44.000 --> 00:14:46.600]  去勝過仇敵而來的誘惑
[00:14:46.600 --> 00:14:49.000]  正如我們此早亞當夏娃
[00:14:49.000 --> 00:14:50.400]  他們被誘惑
[00:14:50.400 --> 00:14:53.400]  去吃這個分別示惡樹的果子
[00:14:53.400 --> 00:14:54.600]  原來其中都有一個原因
[00:14:54.600 --> 00:15:00.400]  就是建立那棵樹的寶藏食物
[00:15:00.400 --> 00:15:03.000]  即是說都是和食物有關的
[00:15:03.000 --> 00:15:06.600]  這個也成為了我們的尷尬
[00:15:06.600 --> 00:15:08.200]  正如接下來的經文
[00:15:08.200 --> 00:15:09.400]  同樣我們看到
[00:15:09.400 --> 00:15:11.600]  魔鬼對耶穌第一個試探
[00:15:11.600 --> 00:15:12.600]  是什麼呢
[00:15:12.600 --> 00:15:17.400]  原來就是針對耶穌當時肉體的需要
[00:15:17.400 --> 00:15:21.800]  我們繼續看經文第三節到四節
[00:15:21.800 --> 00:15:24.800]  那試探者進前來對他說
[00:15:24.800 --> 00:15:26.800]  你若是神的兒子
[00:15:26.800 --> 00:15:29.400]  叫這些石頭變成食物吧
[00:15:29.400 --> 00:15:31.200]  耶穌卻回答說
[00:15:31.200 --> 00:15:32.600]  經上記著
[00:15:32.600 --> 00:15:35.000]  人活著不是單靠食物
[00:15:35.000 --> 00:15:39.200]  乃是靠神口裡所出的一切話
[00:15:39.200 --> 00:15:40.600]  魔鬼第一個試探
[00:15:40.600 --> 00:15:45.200]  就是要挑選耶穌肉體最軟弱的時候
[00:15:45.200 --> 00:15:47.200]  即是說四十週沒有吃東西
[00:15:47.200 --> 00:15:49.000]  肚子餓是很自然的
[00:15:49.000 --> 00:15:50.800]  魔鬼希望耶穌
[00:15:50.800 --> 00:15:55.400]  因為會滿足自己的需要而跌倒
[00:15:55.400 --> 00:15:58.200]  我們會看到他用什麼說話呢
[00:15:58.200 --> 00:16:00.800]  你若是神的兒子
[00:16:00.800 --> 00:16:02.200]  你若是
[00:16:02.200 --> 00:16:04.600]  在新漢語譯本也翻譯為
[00:16:04.600 --> 00:16:06.200]  既然是
[00:16:06.200 --> 00:16:08.000]  即是說魔鬼說
[00:16:08.000 --> 00:16:11.000]  其實魔鬼沒有質疑耶穌是神的兒子
[00:16:11.000 --> 00:16:12.200]  他的意思就是說
[00:16:12.200 --> 00:16:14.200]  既然你是神的兒子
[00:16:14.200 --> 00:16:16.000]  就自然會有能力
[00:16:16.000 --> 00:16:18.800]  將這個石頭變成食物
[00:16:18.800 --> 00:16:22.200]  背後想引發的思想就是說
[00:16:22.200 --> 00:16:24.000]  你既然是神的兒子
[00:16:24.000 --> 00:16:27.000]  為什麼會籠絡到這樣的光景呢
[00:16:27.000 --> 00:16:29.400]  你需要去捱餓嗎
[00:16:29.400 --> 00:16:31.000]  不會需要吧
[00:16:31.000 --> 00:16:34.200]  魔鬼要叫耶穌將石頭變成食物
[00:16:34.200 --> 00:16:36.800]  這個試探的目的是什麼呢
[00:16:36.800 --> 00:16:40.600]  就是試圖耶穌在肉體的需要上
[00:16:40.600 --> 00:16:41.800]  在飢餓的時候
[00:16:41.800 --> 00:16:44.000]  他會不會自己做決定
[00:16:44.000 --> 00:16:46.400]  他會不會自己做主
[00:16:46.400 --> 00:16:48.600]  依靠自己的能力
[00:16:48.600 --> 00:16:52.200]  去解決當下他的問題
[00:16:52.200 --> 00:16:54.000]  去滿足他的需要
[00:16:54.000 --> 00:16:57.800]  而不再信靠神的供應
[00:16:57.800 --> 00:17:00.600]  另外他很想引誘耶穌
[00:17:00.600 --> 00:17:02.000]  將物質的需要
[00:17:02.000 --> 00:17:05.600]  凌駕在他自己的屬靈的使命之上
[00:17:05.600 --> 00:17:07.600]  也引誘耶穌在當下
[00:17:07.600 --> 00:17:11.200]  只是做施展神職的神子
[00:17:11.200 --> 00:17:13.200]  將石頭變成食物
[00:17:13.200 --> 00:17:15.000]  而不再做人子
[00:17:15.000 --> 00:17:16.200]  人子就是說
[00:17:16.200 --> 00:17:19.600]  是一個四十天沒有吃東西
[00:17:19.600 --> 00:17:22.400]  繼續捱餓的人
[00:17:22.400 --> 00:17:24.000]  魔鬼試探的本質
[00:17:24.000 --> 00:17:25.600]  就是要挑戰耶穌
[00:17:25.600 --> 00:17:28.000]  他是否真的相信神呢
[00:17:28.000 --> 00:17:30.600]  是否真的不會因環境的困難
[00:17:30.600 --> 00:17:33.600]  而選擇偏離神的旨意呢
[00:17:33.600 --> 00:17:35.600]  或者會不會用自己的方法
[00:17:35.600 --> 00:17:37.400]  去解決他的問題
[00:17:37.400 --> 00:17:38.800]  耶穌是否真的這麼衛生
[00:17:38.800 --> 00:17:42.400]  在神的旨意和使命上呢
[00:17:42.400 --> 00:17:44.800]  這些一切都是
[00:17:44.800 --> 00:17:47.800]  魔鬼撒旦想透過試探
[00:17:47.800 --> 00:17:51.000]  想去試探耶穌的
[00:17:51.000 --> 00:17:53.800]  那耶穌怎樣去回應魔鬼的試探呢
[00:17:53.800 --> 00:17:55.200]  主耶穌是引用了
[00:17:55.200 --> 00:17:58.400]  《生命記》第八章第三節
[00:17:58.400 --> 00:17:59.600]  耶穌的回應就是說
[00:17:59.600 --> 00:18:01.600]  人活著不是單靠食物
[00:18:01.600 --> 00:18:05.600]  乃是靠神口裡所蓄的一切話
[00:18:05.600 --> 00:18:08.600]  主耶穌是知道食物的重要
[00:18:08.600 --> 00:18:11.200]  人每天都要去吃東西
[00:18:11.200 --> 00:18:12.200]  但是有一些日子
[00:18:12.200 --> 00:18:14.200]  比食物更加重要
[00:18:14.200 --> 00:18:15.800]  就是人活著
[00:18:15.800 --> 00:18:19.800]  也都需要靠著神的話語
[00:18:19.800 --> 00:18:20.800]  事實上
[00:18:20.800 --> 00:18:24.200]  在耶穌所面對魔鬼三個試探裡面
[00:18:24.200 --> 00:18:27.800]  其實耶穌都引用經上記著說
[00:18:27.800 --> 00:18:30.600]  都是舊約《生命記》裡面的說話
[00:18:30.600 --> 00:18:31.600]  所以我們看到
[00:18:31.600 --> 00:18:34.200]  原來耶穌都是讀聖經的
[00:18:34.200 --> 00:18:37.400]  祂都會讀舊約的聖經
[00:18:37.400 --> 00:18:39.600]  在這處我們看到
[00:18:39.600 --> 00:18:41.200]  其實和以色列人
[00:18:41.200 --> 00:18:45.600]  在曠野的經歷聯繫在一起
[00:18:45.600 --> 00:18:47.400]  以色列人在曠野的時候
[00:18:47.400 --> 00:18:49.000]  都會求食物
[00:18:49.000 --> 00:18:51.600]  但是他們繼續常常在神面前
[00:18:51.600 --> 00:18:54.400]  去發怨言去抱怨
[00:18:54.400 --> 00:18:57.800]  以色列人在曠野的經歷試驗裡面
[00:18:57.800 --> 00:19:00.200]  他們是失敗了
[00:19:00.200 --> 00:19:01.400]  但是在這處
[00:19:01.400 --> 00:19:04.600]  耶穌放下了他食物的需要
[00:19:04.600 --> 00:19:09.400]  去選擇繼續遵行神的旨意來生活
[00:19:09.400 --> 00:19:12.400]  降服在神的計劃當中
