
[00:00:00.000 --> 00:00:02.000]  為什麼是不合格呢?
[00:04:19.260 --> 00:04:33.960]  Delilah had someone shave off his hair
[00:04:33.960 --> 00:04:37.560]  Samson wasn't strong anymore
[00:04:37.560 --> 00:04:47.860]  Now his enemies had no trouble taking him to their prison
[00:04:47.860 --> 00:04:58.760]  In prison, Samson's hair grew long again
[00:04:58.760 --> 00:05:02.460]  One night, his enemies had a party
[00:05:02.460 --> 00:05:10.160]  They brought Samson in and made fun of him
[00:05:10.160 --> 00:05:12.560]  Samson prayed
[00:05:12.560 --> 00:05:17.360]  Lord, please, give me strength one more time
[00:05:17.360 --> 00:05:20.060]  And God did
[00:05:20.060 --> 00:05:22.760]  When Samson pushed against the pillars
[00:05:22.760 --> 00:05:27.660]  that held up the building
[00:05:27.660 --> 00:05:31.160]  Down it all came on top of everyone
[00:05:31.160 --> 00:05:41.260]  Those people would never hurt anyone again
[00:05:41.260 --> 00:06:03.260]  In this cartoon, we can see that Samson and Delilah had a friend named Delilah
[00:06:03.260 --> 00:06:11.260]  We know that Samson didn't lose his strength because of his long hair
[00:06:11.260 --> 00:06:13.360]  It's because Delilah's spirit left him
[00:06:13.360 --> 00:06:21.260]  So he lost his ability to do great deeds
[00:06:21.260 --> 00:06:27.660]  Pastor Alan finally realized something
[00:06:27.660 --> 00:06:30.560]  If you don't have long hair, you have strength
[00:06:30.560 --> 00:06:33.260]  In the end, Samson lost his hair
[00:06:33.260 --> 00:06:36.460]  Now it's PJ's turn
[00:06:36.460 --> 00:06:38.060]  Don't have long hair
[00:06:38.060 --> 00:06:46.360]  It's because God gave Samson strength
[00:06:46.360 --> 00:06:50.360]  But if we look at Samson's story
[00:06:50.360 --> 00:07:05.260]  Many people in the world today dream of a strong leader
[00:07:05.260 --> 00:07:08.960]  One man can kill a lot of people
[00:07:08.960 --> 00:07:10.960]  He can defeat an entire army
[00:07:10.960 --> 00:07:36.860]  For example, Rambo, Dirty Harry, Keenan Eastwood, Die Hard, John McClane
[00:07:36.860 --> 00:07:41.060]  One man can defeat an entire army
[00:07:41.060 --> 00:07:44.260]  In this day and age, there are not many people who can do that
[00:07:44.260 --> 00:07:57.060]  Nowadays, there are Jason Bourne, Kingsman, Iron Man, Batman
[00:07:57.060 --> 00:08:03.160]  One man can defeat an entire army
[00:08:03.160 --> 00:08:07.860]  These are the heroes and leaders that modern people have never seen
[00:08:07.860 --> 00:08:09.860]  It should be like that
[00:08:09.860 --> 00:08:12.060]  But the Samson mentioned in the Bible
[00:08:12.060 --> 00:08:16.660]  is contrary to many values of Christianity
[00:08:16.660 --> 00:08:21.860]  So many Christians have a contradiction
[00:08:21.860 --> 00:08:27.360]  Why did God choose Samson to be a priest?
[00:08:27.360 --> 00:08:34.360]  And Samson is listed as one of the heroes in the 11th chapter of Hebrews
[00:08:34.360 --> 00:08:36.360]  Why?
[00:08:36.360 --> 00:08:40.860]  We need to understand that God did not choose a perfect man
[00:08:40.860 --> 00:08:42.860]  God chose a man with a perfect heart
[00:08:42.860 --> 00:08:45.360]  But if we look at Samson's life
[00:08:45.360 --> 00:08:49.360]  We can't see much of his spiritual appearance
[00:08:49.360 --> 00:08:53.360]  So many people say that God put these four chapters in the Bible
[00:08:53.360 --> 00:09:03.360]  In so many verses, God used the most number of chapters to describe what he did wrong
[00:09:03.360 --> 00:09:06.360]  This is also appreciated by the authors in the Bible
[00:09:06.360 --> 00:09:11.360]  The Bible does not hide the mistakes of many spiritual leaders
[00:09:11.360 --> 00:09:18.360]  Whether it's David, Abraham, Samson, Jehovah, or Gideon
[00:09:18.360 --> 00:09:23.360]  God has shown us that we don't need a perfect man
[00:09:23.360 --> 00:09:26.360]  We need God's mercy to give us this opportunity to serve
[00:09:26.360 --> 00:09:32.360]  On the other hand, we need to understand why today's topic is called "Inappropriate"
[00:09:32.360 --> 00:09:34.360]  Since God used Samson, what is "Inappropriate"?
[00:09:34.360 --> 00:09:38.360]  In the eyes of people, he is absolutely inappropriate
[00:09:38.360 --> 00:09:41.360]  He killed an entire army by himself
[00:09:41.360 --> 00:09:44.360]  He turned the world upside down
[00:09:44.360 --> 00:09:50.360]  But did he accomplish God's mission?
[00:09:50.360 --> 00:09:52.360]  Let's take a look at the whole story
[00:09:52.360 --> 00:09:56.360]  And let's see what we can learn from it today
[00:09:56.360 --> 00:09:59.360]  Let's take a look at the 13th chapter of the Bible
[00:09:59.360 --> 00:10:01.360]  At the beginning of the first chapter, God began to describe this event
[00:10:01.360 --> 00:10:05.360]  The Israelites walked again, and they saw evil in their eyes
[00:10:05.360 --> 00:10:09.360]  God said, "Put them in the hands of the Philistines for forty years."
[00:10:09.360 --> 00:10:12.360]  God raised up the Philistines
[00:10:12.360 --> 00:10:16.360]  The Philistines were about 1150 BC
[00:10:16.360 --> 00:10:23.360]  They were a group of people on the Greek peninsula
[00:10:23.360 --> 00:10:27.360]  They were driven to Egypt because of the defeat
[00:10:27.360 --> 00:10:33.360]  They were exiled to Egypt by Ramses III, a pharaoh
[00:10:33.360 --> 00:10:39.360]  Then they went from Jerusalem to the place of Gaza today
[00:10:39.360 --> 00:10:42.360]  They settled in these five cities
[00:10:42.360 --> 00:10:46.360]  The blood came from there, and they began to conflict with the Israelites
[00:10:46.360 --> 00:10:53.360]  Until David and Solomon settled the Philistines
[00:10:53.360 --> 00:10:59.360]  Until the Roman Empire ruled the land of Israel
[00:10:59.360 --> 00:11:03.360]  They named this place "Palestine"
[00:11:03.360 --> 00:11:06.360]  In fact, "Palestine" is the land of the Philistines
[00:11:06.360 --> 00:11:09.360]  The land of the Philistines
[00:11:09.360 --> 00:11:11.360]  In fact, the Romans were very clever
[00:11:11.360 --> 00:11:17.360]  They deliberately used the name "Palestine" to humiliate the Israelites
[00:11:17.360 --> 00:11:19.360]  If you don't have your own land, you don't have your own country
[00:11:19.360 --> 00:11:22.360]  Now this country belongs to the Philistines
[00:11:22.360 --> 00:11:25.360]  So this is how "Palestine" came to be
[00:11:25.360 --> 00:11:26.360]  Until today
[00:11:26.360 --> 00:11:32.360]  So people often debate whether it was the Palestinians or the Israelites who came first
[00:11:32.360 --> 00:11:36.360]  In fact, it was only God who came first
[00:11:36.360 --> 00:11:40.360]  But this is what they are facing
[00:11:40.360 --> 00:11:45.360]  But it is very strange that this is also an act of righteousness and evil in the eyes
[00:11:45.360 --> 00:11:48.360]  We look at this circle of the city
[00:11:48.360 --> 00:11:49.360]  We have seen this picture
[00:11:49.360 --> 00:11:52.360]  The whole circle is a circle of the city
[00:11:52.360 --> 00:11:54.360]  This is the sixth circle
[00:11:54.360 --> 00:11:56.360]  There are more than ten cities that have not recorded this circle
[00:11:56.360 --> 00:11:59.360]  But the circle has a very special feature
[00:11:59.360 --> 00:12:00.360]  They do not recognize God
[00:12:00.360 --> 00:12:02.360]  They leave God in a bad way
[00:12:02.360 --> 00:12:05.360]  Then God handed them over to the Arabs
[00:12:05.360 --> 00:12:06.360]  And they were oppressed
[00:12:06.360 --> 00:12:08.360]  Then the Israelites pleaded
[00:12:08.360 --> 00:12:12.360]  Then they asked God for forgiveness
[00:12:12.360 --> 00:12:15.360]  And they went back to God
[00:12:15.360 --> 00:12:18.360]  But there are two very special things recorded here
[00:12:18.360 --> 00:12:19.360]  The first thing is
[00:12:19.360 --> 00:12:22.360]  In the sixth circle
[00:12:22.360 --> 00:12:25.360]  The previous five circles have always been like this
[00:12:25.360 --> 00:12:26.360]  The sixth circle
[00:12:26.360 --> 00:12:29.360]  Did not mention the Israelites
[00:12:29.360 --> 00:12:32.360]  The Israelites have pleaded God
[00:12:32.360 --> 00:12:34.360]  But the special thing is
[00:12:34.360 --> 00:12:38.360]  Forty years is the longest time recorded in the historical records
[00:12:38.360 --> 00:12:42.360]  These people are oppressing the Israelites
[00:12:42.360 --> 00:12:44.360]  The longest time is forty years
[00:12:44.360 --> 00:12:47.360]  Forty years is basically two generations
[00:12:47.360 --> 00:12:49.360]  There are already two generations
[00:12:49.360 --> 00:12:51.360]  The first generation may have died
[00:12:51.360 --> 00:12:54.360]  They have been oppressed for such a long time
[00:12:54.360 --> 00:12:57.360]  And people have not pleaded God
[00:12:57.360 --> 00:12:59.360]  So some scholars say
[00:12:59.360 --> 00:13:03.360]  In fact, most of the Israelites had left Jehovah
[00:13:03.360 --> 00:13:06.360]  So they did not know who Jehovah was
[00:13:06.360 --> 00:13:08.360]  The second thing is
[00:13:08.360 --> 00:13:11.360]  Some people may no longer care
[00:13:11.360 --> 00:13:15.360]  Whether they can get out of the oppression
[00:13:15.360 --> 00:13:17.360]  Because they are already used to it
[00:13:17.360 --> 00:13:18.360]  Forty years
[00:13:18.360 --> 00:13:19.360]  From birth to the age of forty
[00:13:19.360 --> 00:13:21.360]  They have become slaves
[00:13:21.360 --> 00:13:23.360]  I have become a slave
[00:13:23.360 --> 00:13:25.360]  They are already used to such a thing
[00:13:25.360 --> 00:13:28.360]  This time, we will be in the world
[00:13:28.360 --> 00:13:31.360]  It is not that we are also facing this kind of flood
[00:13:31.360 --> 00:13:35.360]  God wants us to shine and shine in the world of chaos
[00:13:35.360 --> 00:13:38.360]  But sometimes we are already used to it
[00:13:38.360 --> 00:13:40.360]  Everyone does this
[00:13:40.360 --> 00:13:43.360]  The world is getting worse and worse
[00:13:43.360 --> 00:13:45.360]  There is nothing we can do
[00:13:45.360 --> 00:13:49.360]  The people who believe in Jesus are getting lower and lower
[00:13:49.360 --> 00:13:52.360]  Or we are getting lower and lower
[00:13:52.360 --> 00:13:54.360]  There is no way to face this flood
[00:13:54.360 --> 00:13:56.360]  We will definitely fall
[00:13:56.360 --> 00:13:59.360]  It is difficult to do this
[00:13:59.360 --> 00:14:03.360]  So in the past many years
[00:14:03.360 --> 00:14:08.360]  I have met a very famous witness
[00:14:08.360 --> 00:14:10.360]  Developed these five things
[00:14:10.360 --> 00:14:11.360]  Let's take a look
[00:14:11.360 --> 00:14:15.360]  A qualified savior
[00:14:15.360 --> 00:14:16.360]  Or a qualified leader
[00:14:16.360 --> 00:14:17.360]  A qualified Christian
[00:14:17.360 --> 00:14:19.360]  Every Christian is a leader
[00:14:19.360 --> 00:14:22.360]  There are five things I call 5D
[00:14:22.360 --> 00:14:25.360]  In our Christian life
[00:14:25.360 --> 00:14:27.360]  We must have
[00:14:27.360 --> 00:14:31.360]  In order to be able to fulfill the mission God has given us
[00:14:31.360 --> 00:14:37.360]  In the eyes of people, Jesus is definitely a qualified leader
[00:14:37.360 --> 00:14:40.360]  But in the eyes of God
[00:14:40.360 --> 00:14:42.360]  And in reality
[00:14:42.360 --> 00:14:44.360]  He has been a priest for twenty years
[00:14:44.360 --> 00:14:47.360]  He did not help the Israelis
[00:14:47.360 --> 00:14:49.360]  To get rid of the Philistines
[00:14:49.360 --> 00:14:51.360]  That's right, he killed a lot of Philistines
[00:14:51.360 --> 00:14:55.360]  But he did not fulfill the mission God gave him
[00:14:55.360 --> 00:15:01.360]  Isn't this what many Christians are embarrassed about today?
[00:15:01.360 --> 00:15:04.360]  I have been a Christian for twenty years
[00:15:04.360 --> 00:15:07.360]  But I have never preached the gospel
[00:15:07.360 --> 00:15:09.360]  I have never led anyone to believe in God
[00:15:09.360 --> 00:15:12.360]  Isn't this what we are embarrassed about?
[00:15:12.360 --> 00:15:16.360]  So this famous witness developed these five things
[00:15:16.360 --> 00:15:17.360]  Let's take a look at these five things
[00:15:17.360 --> 00:15:20.360]  Let's see if there are any of these things
[00:15:20.360 --> 00:15:22.360]  And when I want to listen to your sermon
[00:15:22.360 --> 00:15:25.360]  Let's see if there are any of these five things
[00:15:25.360 --> 00:15:27.360]  This famous witness is called Leung Ting-Ik
[00:15:27.360 --> 00:15:32.360]  Let's see what these five things are
[00:15:32.360 --> 00:15:34.360]  The first thing I call 5D
[00:15:34.360 --> 00:15:36.360]  In our Christian life
[00:15:36.360 --> 00:15:38.360]  Devotion is your spirituality
[00:15:38.360 --> 00:15:43.360]  Are you building a personal relationship with God every day?
[00:15:43.360 --> 00:15:44.360]  You ask yourself
[00:15:44.360 --> 00:15:45.360]  The second thing is discipline
[00:15:45.360 --> 00:15:46.360]  Your discipline
[00:15:46.360 --> 00:15:48.360]  These disciplines are the discipline of the Holy Spirit
[00:15:48.360 --> 00:15:53.360]  Are you constantly practicing some kind of practice for your spiritual growth?
[00:15:53.360 --> 00:16:00.360]  These practices include your spiritual cultivation, your reading the Bible, your own vision
[00:16:00.360 --> 00:16:06.360]  Some people even starve, some people retire, etc.
[00:16:06.360 --> 00:16:08.360]  The third thing is direction
[00:16:08.360 --> 00:16:13.360]  Do you live your life for the mission of God?
[00:16:13.360 --> 00:16:17.360]  Have you realized that God wants us to live a mission?
[00:16:17.360 --> 00:16:18.360]  Where is your direction?
[00:16:18.360 --> 00:16:22.360]  Many Christians today still have no direction
[00:16:22.360 --> 00:16:25.360]  The fourth thing is discipleship
[00:16:25.360 --> 00:16:27.360]  Do you have the heart of a disciple?
[00:16:27.360 --> 00:16:31.360]  Are you willing to pass on what you have learned to others?
[00:16:31.360 --> 00:16:34.360]  Brothers and sisters, this is very important
[00:16:34.360 --> 00:16:37.360]  In the 20th chapter of Jesus Christ's Great Mission
[00:16:37.360 --> 00:16:39.360]  In the 28th chapter of Jesus Christ's Great Mission
[00:16:39.360 --> 00:16:41.360]  In the 19th chapter of Jesus Christ's Great Mission
[00:16:41.360 --> 00:16:42.360]  It is mentioned last time
[00:16:42.360 --> 00:16:46.360]  We have to bring people to the Lord in the name of the Holy Spirit
[00:16:46.360 --> 00:16:47.360]  In the 20th chapter of Jesus Christ's Great Mission
[00:16:47.360 --> 00:16:48.360]  No one is going to read it
[00:16:48.360 --> 00:16:49.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:49.360 --> 00:16:50.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:50.360 --> 00:16:51.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:51.360 --> 00:16:52.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:52.360 --> 00:16:53.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:53.360 --> 00:16:54.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:54.360 --> 00:16:55.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:55.360 --> 00:16:56.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:56.360 --> 00:16:57.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:57.360 --> 00:16:58.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:58.360 --> 00:16:59.360]  The 20th chapter of Jesus Christ's Great Mission
[00:16:59.360 --> 00:17:00.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:00.360 --> 00:17:01.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:01.360 --> 00:17:02.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:02.360 --> 00:17:03.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:03.360 --> 00:17:04.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:04.360 --> 00:17:17.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:17.360 --> 00:17:18.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:18.360 --> 00:17:19.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:19.360 --> 00:17:20.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:20.360 --> 00:17:21.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:21.360 --> 00:17:22.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:22.360 --> 00:17:23.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:23.360 --> 00:17:24.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:24.360 --> 00:17:25.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:25.360 --> 00:17:26.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:26.360 --> 00:17:27.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:27.360 --> 00:17:28.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:28.360 --> 00:17:29.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:29.360 --> 00:17:30.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:30.360 --> 00:17:31.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:31.360 --> 00:17:32.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:32.360 --> 00:17:33.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:33.360 --> 00:17:34.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:34.360 --> 00:17:35.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:35.360 --> 00:17:36.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:36.360 --> 00:17:37.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:37.360 --> 00:17:38.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:38.360 --> 00:17:39.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:39.360 --> 00:17:40.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:40.360 --> 00:17:41.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:41.360 --> 00:17:42.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:42.360 --> 00:17:43.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:43.360 --> 00:17:44.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:44.360 --> 00:17:45.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:45.360 --> 00:17:46.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:46.360 --> 00:17:47.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:47.360 --> 00:17:48.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:48.360 --> 00:17:49.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:49.360 --> 00:17:50.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:50.360 --> 00:17:51.360]  The 20th chapter of Jesus Christ's Great Mission
[00:17:51.360 --> 00:18:20.360]  The 20th chapter of Jesus Christ's Great Mission
[00:18:21.360 --> 00:18:22.360]  能夠完成上帝的使命
[00:18:22.360 --> 00:18:23.360]  能夠完成上帝的使命
[00:18:23.360 --> 00:18:24.360]  能夠完成上帝的使命
[00:18:24.360 --> 00:18:25.360]  能夠完成上帝的使命
[00:18:25.360 --> 00:18:26.360]  能夠完成上帝的使命
[00:18:26.360 --> 00:18:27.360]  能夠完成上帝的使命
[00:18:27.360 --> 00:18:28.360]  能夠完成上帝的使命
[00:18:28.360 --> 00:18:29.360]  能夠完成上帝的使命
[00:18:29.360 --> 00:18:30.360]  能夠完成上帝的使命
[00:18:30.360 --> 00:18:31.360]  能夠完成上帝的使命
[00:18:31.360 --> 00:18:32.360]  能夠完成上帝的使命
[00:18:32.360 --> 00:18:33.360]  能夠完成上帝的使命
[00:18:33.360 --> 00:18:34.360]  能夠完成上帝的使命
[00:18:34.360 --> 00:18:35.360]  能夠完成上帝的使命
[00:18:35.360 --> 00:18:36.360]  能夠完成上帝的使命
[00:18:36.360 --> 00:18:37.360]  能夠完成上帝的使命
[00:18:37.360 --> 00:18:38.360]  能夠完成上帝的使命
[00:18:38.360 --> 00:18:39.360]  能夠完成上帝的使命
[00:18:39.360 --> 00:18:40.360]  能夠完成上帝的使命
[00:18:40.360 --> 00:18:41.360]  能夠完成上帝的使命
[00:18:51.360 --> 00:18:53.360]  次下這個小朋友出來的時候
[00:18:53.360 --> 00:18:58.360]  要他高納他們做拿西爾人
[00:18:58.360 --> 00:19:00.360]  我們先說一下拿西爾人是什麼
[00:19:00.360 --> 00:19:01.360]  除了這樣之外
[00:19:01.360 --> 00:19:05.360]  又次他一個很獨特的天生神力
[00:19:05.360 --> 00:19:06.360]  嘩 厲害
[00:19:06.360 --> 00:19:09.360]  一個人可以打死一千人
[00:19:09.360 --> 00:19:13.360]  還有他一路成長
[00:19:13.360 --> 00:19:16.360]  爸爸媽媽都很愛惜他
[00:19:16.360 --> 00:19:17.360]  很遷就他
[00:19:17.360 --> 00:19:20.360]  他也有上帝一路給他的經驗
[00:19:20.360 --> 00:19:21.360]  他也有上帝一路給他的經驗
[00:19:21.360 --> 00:19:23.360]  去安納他做時事
[00:19:23.360 --> 00:19:25.360]  給他機會去做領袖
[00:19:25.360 --> 00:19:27.360]  完成上帝的使命
[00:19:27.360 --> 00:19:30.360]  看到這些的時候
[00:19:30.360 --> 00:19:31.360]  我經常都想到
[00:19:31.360 --> 00:19:33.360]  我們基督徒豈不是都是這樣呢
[00:19:33.360 --> 00:19:35.360]  我們每一個其實都是天之驕子
[00:19:35.360 --> 00:19:37.360]  今天得了這個救恩
[00:19:37.360 --> 00:19:40.360]  也在一個自由社會裏去信耶穌
[00:19:40.360 --> 00:19:43.360]  我們有很多的所謂的知識
[00:19:43.360 --> 00:19:44.360]  我們有很多的所謂的知識
[00:19:44.360 --> 00:19:47.360]  很多的資源給了我們
[00:19:49.360 --> 00:19:52.360]  但是我們和上帝的關係是怎樣
[00:19:52.360 --> 00:19:56.360]  有時候教會
[00:19:56.360 --> 00:19:58.360]  我覺得很多時候人們誤會
[00:19:58.360 --> 00:20:01.360]  我來自一間不斷增長的教會
[00:20:01.360 --> 00:20:02.360]  在香港
[00:20:02.360 --> 00:20:04.360]  很多人誤會教會就是
[00:20:04.360 --> 00:20:07.360]  大 增長 棒棒聲
[00:20:07.360 --> 00:20:11.360]  但是屬靈一定很差
[00:20:11.360 --> 00:20:14.360]  我們每一個做牧者
[00:20:14.360 --> 00:20:15.360]  都不會告訴你
[00:20:15.360 --> 00:20:16.360]  我們不斷增長
[00:20:16.360 --> 00:20:18.360]  但是靈不靈你也不用理
[00:20:19.360 --> 00:20:20.360]  但是我們希望頂尖會明白
[00:20:20.360 --> 00:20:22.360]  我們不斷增長的時候
[00:20:22.360 --> 00:20:25.360]  教會越做越大
[00:20:25.360 --> 00:20:29.360]  但是我們必須要越做越深
[00:20:29.360 --> 00:20:33.360]  我們必須要維持我們全間教會
[00:20:33.360 --> 00:20:36.360]  個別頂尖會和上帝的關係
[00:20:36.360 --> 00:20:40.360]  這次參宣有沒有在這方面做得到呢
[00:20:40.360 --> 00:20:42.360]  四章聖經裏面
[00:20:42.360 --> 00:20:46.360]  記載了兩次參宣的祈禱
[00:20:47.360 --> 00:20:49.360]  這兩次的祈禱都是參宣
[00:20:49.360 --> 00:20:51.360]  面對他自己的神力
[00:20:51.360 --> 00:20:53.360]  沒有辦法幫他解決問題的時候
[00:20:53.360 --> 00:20:55.360]  他才去找上帝
[00:20:55.360 --> 00:20:57.360]  所以這個我們叫做臨急抱佛腳
[00:20:57.360 --> 00:21:00.360]  臨急抱主腳
[00:21:00.360 --> 00:21:04.360]  第一次是什麼呢
[00:21:04.360 --> 00:21:06.360]  參宣非常口渴
[00:21:06.360 --> 00:21:09.360]  無論多大力都好
[00:21:09.360 --> 00:21:11.360]  力者不能自救
[00:21:11.360 --> 00:21:15.360]  勇士不能自舉其身
[00:21:15.360 --> 00:21:19.360]  沒有辦法幫自己解決口渴的問題
[00:21:19.360 --> 00:21:21.360]  大力都沒有用
