
[00:00:00.000 --> 00:00:07.500]  (主持) 各位聽眾早安 今日是宣講一篇很興奮的經文
[00:05:36.300 --> 00:05:38.000]  就放風箏
[00:05:38.000 --> 00:05:41.100]  會燃點,會著火的風箏
[00:05:41.100 --> 00:05:43.200]  有一點像孔明那些
[00:05:43.200 --> 00:05:45.500]  就放風箏,放以色列的地圖
[00:05:45.500 --> 00:05:48.800]  燒了很多很多的郊野的地方
[00:05:48.800 --> 00:05:51.800]  造成很大的災難
[00:05:51.800 --> 00:05:53.900]  無論如何,今年是很特別的日子
[00:05:53.900 --> 00:05:56.100]  因為今年是以色列立國七十週年
[00:05:56.100 --> 00:05:59.300]  1948年立國到現在是七十週年
[00:05:59.300 --> 00:06:01.000]  是一個很大的神蹟
[00:06:01.000 --> 00:06:03.800]  無論我們的神學觀是怎麼樣
[00:06:03.800 --> 00:06:06.700]  因為一個這樣的小小的國家
[00:06:06.700 --> 00:06:09.300]  周邊圍著這麼多的穆斯林的國家
[00:06:09.300 --> 00:06:10.300]  都是很想
[00:06:10.300 --> 00:06:11.300]  就是很敵對的
[00:06:11.300 --> 00:06:13.000]  很想毀滅這個地方
[00:06:13.000 --> 00:06:14.300]  很多的
[00:06:14.300 --> 00:06:15.600]  就是政治的
[00:06:15.600 --> 00:06:17.000]  很多東西我們都不熟悉
[00:06:17.000 --> 00:06:18.200]  美國的插手
[00:06:18.200 --> 00:06:19.600]  或者是誰幫誰
[00:06:19.600 --> 00:06:20.800]  俄羅斯怎麼樣
[00:06:20.800 --> 00:06:22.800]  很多很多的問題
[00:06:22.800 --> 00:06:25.700]  但是這個地方畢竟是一個
[00:06:25.700 --> 00:06:28.800]  神在舊約裡面所揀選的一個地方
[00:06:28.800 --> 00:06:30.900]  並且如果按聖經
[00:06:30.900 --> 00:06:32.500]  大家可能有不同的理解
[00:06:32.500 --> 00:06:35.200]  將來耶穌可能在那裡會重新再回來
[00:06:35.200 --> 00:06:38.200]  是一個很世人注目的地方
[00:06:38.200 --> 00:06:41.500]  是一個神蹟的地方
[00:06:41.500 --> 00:06:43.300]  我知道最近國兒去過以色列
[00:06:43.300 --> 00:06:44.400]  我也去過一次
[00:06:44.400 --> 00:06:46.200]  開會順便看過
[00:06:46.200 --> 00:06:47.800]  走過一點點的地方
[00:06:47.800 --> 00:06:49.200]  他們說去到這個地方
[00:06:49.200 --> 00:06:50.300]  很特別
[00:06:50.300 --> 00:06:52.200]  是三個宗教的發源地
[00:06:52.200 --> 00:06:54.700]  猶太教、基督教和穆斯林
[00:06:54.700 --> 00:06:57.100]  就是其中一個很重要的聖地
[00:06:57.100 --> 00:06:58.600]  很多的章歷
[00:06:58.600 --> 00:06:59.900]  在這個地方
[00:06:59.900 --> 00:07:01.100]  只要一個小朋友
[00:07:01.100 --> 00:07:02.300]  如果不聽話
[00:07:02.300 --> 00:07:04.200]  拿一個小小的石頭
[00:07:04.200 --> 00:07:06.600]  扔向另一個國家的人民裡面
[00:07:06.600 --> 00:07:08.900]  隨時會打一場戰爭
[00:07:08.900 --> 00:07:10.600]  因為惹來的災禍很大
[00:07:10.600 --> 00:07:11.700]  一個小石頭
[00:07:11.700 --> 00:07:13.800]  只要這個人扔向另一個人
[00:07:13.800 --> 00:07:15.000]  就很麻煩
[00:07:15.000 --> 00:07:16.300]  有以色列的軍警
[00:07:16.300 --> 00:07:18.700]  有回教很多的勢力在這裡
[00:07:18.700 --> 00:07:21.000]  很複雜的地方
[00:07:21.000 --> 00:07:21.900]  但是無論如何
[00:07:21.900 --> 00:07:25.500]  今天想和大家藉著
[00:07:25.500 --> 00:07:26.900]  啟示錄二十一章
[00:07:26.900 --> 00:07:27.900]  這幾隻經文
[00:07:27.900 --> 00:07:30.200]  去分享一個訊息
[00:07:30.200 --> 00:07:33.500]  是一個永恆最美好的家
[00:07:33.500 --> 00:07:34.700]  我們將來有一個這樣的家
[00:07:34.700 --> 00:07:35.600]  可以回去
[00:07:35.600 --> 00:07:37.800]  這是感謝上帝
[00:07:37.800 --> 00:07:38.700]  但是大家要知道
[00:07:38.700 --> 00:07:40.100]  在啟示錄的背景
[00:07:40.100 --> 00:07:41.100]  當我們看啟示錄
[00:07:41.100 --> 00:07:42.700]  也知道他為什麼這樣說
[00:07:42.700 --> 00:07:44.100]  也有一個背景
[00:07:44.100 --> 00:07:45.700]  啟示錄是
[00:07:45.700 --> 00:07:48.100]  斯徒約翰他大概在之後
[00:07:48.100 --> 00:07:52.000]  九十五年所寫的一卷書信
[00:07:52.000 --> 00:07:55.400]  是耶穌向他啟示
[00:07:55.400 --> 00:07:58.400]  告訴他將來要發生的事情
[00:07:58.400 --> 00:08:00.200]  而當時候
[00:08:00.200 --> 00:08:03.900]  基督教已經成立了一段階段
[00:08:03.900 --> 00:08:04.900]  因為主後九十五年
[00:08:04.900 --> 00:08:09.500]  就是耶穌主後三十年之後
[00:08:09.500 --> 00:08:10.600]  離開世界
[00:08:10.600 --> 00:08:11.700]  過了六十年左右
[00:08:11.700 --> 00:08:13.100]  大家想這個階段
[00:08:13.100 --> 00:08:14.300]  有一定的發展
[00:08:14.300 --> 00:08:16.000]  因為仕途很大的能力
[00:08:16.000 --> 00:08:17.300]  周圍去建立教會
[00:08:17.300 --> 00:08:18.400]  很多人去歸信
[00:08:18.400 --> 00:08:20.800]  很多神蹟、騎士出現
[00:08:20.800 --> 00:08:22.700]  但是與此同時
[00:08:22.700 --> 00:08:24.600]  他們也面對著很大的逼迫
[00:08:24.600 --> 00:08:26.300]  大家聽過尼祿王
[00:08:26.300 --> 00:08:27.500]  主後七十年
[00:08:27.500 --> 00:08:29.400]  已經是毀滅了耶路撒冷
[00:08:29.400 --> 00:08:31.200]  將聖殿燒毀
[00:08:31.200 --> 00:08:33.200]  基督徒面對著很大的逼迫
[00:08:33.200 --> 00:08:35.200]  基督徒會
[00:08:35.200 --> 00:08:37.400]  不拜羅馬的君王的時候
[00:08:37.400 --> 00:08:40.200]  就會抓去餵野獸
[00:08:40.200 --> 00:08:43.200]  或者是被綁在腐屍的上面
[00:08:43.200 --> 00:08:45.000]  讓他慢慢腐屍的蟲
[00:08:45.000 --> 00:08:47.700]  走過一個活生生的人的身上
[00:08:47.700 --> 00:08:48.500]  或者將兩個人
[00:08:48.500 --> 00:08:51.100]  一個人綁在河上
[00:08:51.100 --> 00:08:52.000]  一條木的上面
[00:08:52.000 --> 00:08:53.400]  一個向上一個向下
[00:08:53.400 --> 00:08:54.500]  兩個輪流地轉
[00:08:54.500 --> 00:08:56.800]  轉到兩個人都死為止
[00:08:56.800 --> 00:08:58.400]  就是這樣刑罰
[00:08:58.400 --> 00:09:01.000]  將一些野獸皮套在他身上
[00:09:01.000 --> 00:09:02.200]  然後綁緊他
[00:09:02.200 --> 00:09:03.200]  要他跑
[00:09:03.200 --> 00:09:04.000]  血淋淋
[00:09:04.000 --> 00:09:05.100]  其他野獸追著他
[00:09:05.100 --> 00:09:06.700]  咬死他
[00:09:06.700 --> 00:09:09.000]  當時的基督徒面對著很多的逼迫
[00:09:09.000 --> 00:09:10.800]  尼祿是一個這樣的暴君
[00:09:10.800 --> 00:09:12.000]  但是當尼祿過後
[00:09:12.000 --> 00:09:13.200]  另一個叫多米田
[00:09:13.200 --> 00:09:14.800]  也是不無多樣
[00:09:14.800 --> 00:09:16.900]  同樣是這樣子
[00:09:16.900 --> 00:09:18.600]  要人稱呼他是神
[00:09:18.600 --> 00:09:20.600]  如果他不是這樣去拜他的時候
[00:09:20.600 --> 00:09:22.900]  就抓他去定死罪
[00:09:22.900 --> 00:09:24.700]  所以約翰
[00:09:24.700 --> 00:09:27.200]  當時所面對的這樣的狀況
[00:09:27.200 --> 00:09:29.100]  基督徒面對著很多的逼迫
[00:09:29.100 --> 00:09:30.100]  他等候
[00:09:30.100 --> 00:09:33.100]  這個信仰所允許的那種美好的實現
[00:09:33.100 --> 00:09:35.100]  究竟是怎麼樣呢
[00:09:35.100 --> 00:09:38.600]  不單止沒有了他們自己的國家
[00:09:38.600 --> 00:09:39.700]  沒有了地圖
[00:09:39.700 --> 00:09:41.800]  還面對著這麼大的逼迫
[00:09:41.800 --> 00:09:44.600]  但是司徒約翰
[00:09:44.600 --> 00:09:47.000]  從神而來聽到這個啟示
[00:09:47.000 --> 00:09:50.800]  第一第二節這樣說
[00:09:50.800 --> 00:09:52.700]  我又看見這個新天新地
[00:09:52.700 --> 00:09:55.100]  因為先前的天地已經過去了
[00:09:55.100 --> 00:09:56.800]  海也沒有了
[00:09:56.800 --> 00:09:58.300]  我們看到
[00:09:58.300 --> 00:10:02.100]  聖城新耶路撒冷從神那裡從天而降
[00:10:02.100 --> 00:10:03.000]  預備好了
[00:10:03.000 --> 00:10:05.800]  就如新婦裝飾整齊
[00:10:05.800 --> 00:10:08.500]  等候丈夫
[00:10:08.500 --> 00:10:10.200]  我們知道這個地方
[00:10:10.200 --> 00:10:13.100]  耶路撒冷原本的意義叫做
[00:10:13.100 --> 00:10:15.800]  平安或者和平的城市
[00:10:15.800 --> 00:10:20.300]  耶路撒冷就是和平平安的城市
[00:10:20.300 --> 00:10:22.500]  是一個這樣的意義
[00:10:22.500 --> 00:10:23.900]  但是
[00:10:23.900 --> 00:10:25.900]  幾千年以來
[00:10:25.900 --> 00:10:27.800]  自從大衛或者大衛
[00:10:27.800 --> 00:10:29.800]  去取得這個城
[00:10:29.800 --> 00:10:31.200]  以來這三千年來
[00:10:31.200 --> 00:10:32.600]  很多的戰事發生
[00:10:32.600 --> 00:10:34.000]  有些歷史學家說
[00:10:34.000 --> 00:10:38.400]  耶路撒冷經過118次的衝突
[00:10:38.400 --> 00:10:39.900]  兩次徹底被毀滅
[00:10:39.900 --> 00:10:41.700]  23次的圍困
[00:10:41.700 --> 00:10:43.500]  44次的被擄
[00:10:43.500 --> 00:10:45.600]  52次的襲擊
[00:10:45.600 --> 00:10:46.400]  直到今天
[00:10:46.400 --> 00:10:48.100]  你看到這個事情
[00:10:48.100 --> 00:10:51.000]  不斷的發生
[00:10:51.000 --> 00:10:54.600]  這個地方被稱為平安和平的城市
[00:10:54.600 --> 00:10:58.500]  或者另一些經文說是大君王的城市
[00:10:58.500 --> 00:11:03.000]  但是卻是出現很多很多的困難
[00:11:03.000 --> 00:11:06.000]  在經文第一節尾說到
[00:11:06.000 --> 00:11:07.400]  海也不再出現
[00:11:07.400 --> 00:11:10.000]  當這個新天新地降臨的時候
[00:11:10.000 --> 00:11:11.400]  海不再出現
[00:11:11.400 --> 00:11:12.800]  其實海對我們來說
[00:11:12.800 --> 00:11:14.200]  很多人覺得很舒服
[00:11:14.200 --> 00:11:16.000]  但是在聖經的語言裡面說
[00:11:16.000 --> 00:11:18.900]  海是一些怪獸出滅的地方
[00:11:18.900 --> 00:11:20.600]  是一個惡魔出現的地方
[00:11:20.600 --> 00:11:23.000]  或者凶惡是凶險的地方
[00:11:23.000 --> 00:11:25.500]  說到將來不再有凶險的出現
[00:11:25.500 --> 00:11:28.100]  沒有海的出現
[00:11:28.100 --> 00:11:29.400]  相對而言
[00:11:29.400 --> 00:11:32.200]  這個時候出現一個新的
[00:11:32.200 --> 00:11:33.100]  新的地方
[00:11:33.100 --> 00:11:34.900]  這裡說到一個新天新地
[00:11:34.900 --> 00:11:35.800]  相對舊的
[00:11:35.800 --> 00:11:39.700]  這是一個新的地方
[00:11:39.700 --> 00:11:42.400]  我不知道大家期不期望一個新的地方
[00:11:42.400 --> 00:11:44.100]  你家裡住了多久
[00:11:44.100 --> 00:11:45.900]  我在印度回來香港
[00:11:45.900 --> 00:11:49.100]  大概十年多
[00:11:49.100 --> 00:11:50.300]  我搬了四次家
[00:11:50.300 --> 00:11:54.400]  由北角搬到西灣
[00:11:54.400 --> 00:11:56.900]  西灣搬到筲箕灣
[00:11:56.900 --> 00:11:58.700]  筲箕灣搬到柴灣
[00:11:58.700 --> 00:11:59.700]  下一次不知道搬到哪裡
[00:11:59.700 --> 00:12:00.500]  我都不知道
[00:12:00.500 --> 00:12:02.200]  小西灣就進這裡
[00:12:02.200 --> 00:12:04.900]  一直這樣向東移
[00:12:04.900 --> 00:12:06.700]  每一次都預備一個新的家
[00:12:06.700 --> 00:12:10.900]  我三個兒女都在印度讀完中學才回來
[00:12:10.900 --> 00:12:12.100]  他們回來都會覺得
[00:12:12.100 --> 00:12:13.700]  這是我的家
[00:12:13.700 --> 00:12:15.000]  都不太滿意
[00:12:15.000 --> 00:12:17.400]  縱使我做了多少功夫
[00:12:17.400 --> 00:12:18.300]  經常去遊遊
[00:12:18.300 --> 00:12:19.400]  經常要搬東西
[00:12:19.400 --> 00:12:20.700]  經常要去什麼
[00:12:20.700 --> 00:12:22.000]  最近家裡弄一次冷氣
[00:12:22.000 --> 00:12:23.300]  搬了三次
[00:12:23.300 --> 00:12:24.200]  一張大的床
[00:12:24.200 --> 00:12:24.900]  一個大的櫃
[00:12:24.900 --> 00:12:26.900]  都要搬開才弄到冷氣
[00:12:26.900 --> 00:12:29.000]  預備一個家是很多功夫
[00:12:29.000 --> 00:12:31.300]  但是兒女可能仍然覺得
[00:12:31.300 --> 00:12:32.600]  這樣不太滿意
[00:12:32.600 --> 00:12:33.300]  不夠大
[00:12:33.300 --> 00:12:34.300]  不夠空間
[00:12:34.300 --> 00:12:35.000]  不方便
[00:12:35.000 --> 00:12:36.400]  不舒服
[00:12:36.400 --> 00:12:39.600]  我們對家有一種要求
[00:12:39.600 --> 00:12:42.800]  但是這裡講到一個新的家
[00:12:42.800 --> 00:12:47.200]  並且是一個聖潔的家
[00:12:47.200 --> 00:12:50.000]  今天這個世界很多家庭都有罪
[00:12:50.000 --> 00:12:52.600]  有問題的出現
[00:12:52.600 --> 00:12:54.500]  人的自私心
[00:12:54.500 --> 00:12:56.800]  有時候出於自私就罵一句
[00:12:56.800 --> 00:12:57.800]  說一句
[00:12:57.800 --> 00:12:58.900]  或者做一些行為
[00:12:58.900 --> 00:13:01.300]  都是很多罪惡的事情出現
[00:13:01.300 --> 00:13:02.800]  家裡有毒品的情況
[00:13:02.800 --> 00:13:06.000]  家裡有性的罪行的情況
[00:13:06.000 --> 00:13:07.200]  我記得以前
[00:13:07.200 --> 00:13:08.000]  見過一個腳圖
[00:13:08.000 --> 00:13:11.100]  她的女兒在讀大學
[00:13:11.100 --> 00:13:15.300]  但是她還沒結婚的男朋友就住在她家
[00:13:15.300 --> 00:13:18.800]  這個爸爸不知道怎麼面對家裡
[00:13:18.800 --> 00:13:19.400]  回到家裡
[00:13:19.400 --> 00:13:22.300]  女兒和男朋友在家裡生活
[00:13:22.300 --> 00:13:24.300]  你可以想像一個什麼樣的家庭
[00:13:24.300 --> 00:13:26.200]  他自己又離婚
[00:13:26.200 --> 00:13:28.600]  今天很多家庭都有問題的出現
[00:13:28.600 --> 00:13:30.000]  但是這裡講到一個新的家
[00:13:30.000 --> 00:13:31.000]  是一個完美的
[00:13:31.000 --> 00:13:31.700]  是一個好的
[00:13:31.700 --> 00:13:32.900]  是一個禮物
[00:13:32.900 --> 00:13:34.600]  是不需要我們賺取的
[00:13:34.600 --> 00:13:36.200]  你不需要去做很多事情
[00:13:36.200 --> 00:13:39.300]  這個家就會預備好給你
[00:13:39.300 --> 00:13:40.700]  是一個聖潔的
[00:13:40.700 --> 00:13:43.400]  因為相對今天很多很多的罪案
[00:13:43.400 --> 00:13:44.800]  很多的事情
[00:13:44.800 --> 00:13:47.600]  當然我們自己都是其中的一份子
[00:13:47.600 --> 00:13:48.800]  是一個聖潔的
[00:13:48.800 --> 00:13:51.300]  不再有罪出現的情況
[00:13:51.300 --> 00:13:53.100]  因為人都是得到滿足
[00:13:53.100 --> 00:13:55.400]  在耶穌那裡得到最大的滿足
[00:13:55.400 --> 00:13:56.600]  今天為什麼有罪的出現
[00:13:56.600 --> 00:13:58.900]  其中就是我們不得到滿足
[00:13:58.900 --> 00:14:01.900]  我們很想要一些不應該有的東西
[00:14:01.900 --> 00:14:04.900]  在我們的生命在生活裡面出現
[00:14:04.900 --> 00:14:06.700]  故此罪就出現
[00:14:06.700 --> 00:14:08.700]  但是將來這個家是聖潔的
[00:14:08.700 --> 00:14:11.200]  因為不再有人的私心
[00:14:11.200 --> 00:14:14.800]  不再有罪需要出現的地方
[00:14:14.800 --> 00:14:17.800]  經文也形容這個預備好的家
[00:14:17.800 --> 00:14:20.200]  好像一個新娘裝飾好
[00:14:20.200 --> 00:14:22.800]  預備去出嫁一樣
[00:14:22.800 --> 00:14:25.000]  我相信結過婚的人都知道
[00:14:25.000 --> 00:14:28.200]  新娘是最後結婚的時候
[00:14:28.200 --> 00:14:29.700]  不過結婚之後有一點不同的樣子
[00:14:29.700 --> 00:14:30.700]  是另一回事
[00:14:30.700 --> 00:14:32.900]  但是新娘在結婚的時候是最美的
[00:14:32.900 --> 00:14:34.400]  因為講到這個家是最美的
[00:14:34.400 --> 00:14:35.600]  預備好的
[00:14:35.600 --> 00:14:36.800]  如果你結婚的時候
[00:14:36.800 --> 00:14:37.800]  新娘還沒預備好
[00:14:37.800 --> 00:14:39.100]  你會覺得很詫異
[00:14:39.100 --> 00:14:40.300]  你還沒預備好嗎?
[00:14:40.300 --> 00:14:42.300]  還沒畫龍點睛嗎?
[00:14:42.300 --> 00:14:44.700]  你還沒設好頭髮嗎?
[00:14:44.700 --> 00:14:46.000]  還沒做好這件事嗎?
[00:14:46.000 --> 00:14:47.200]  是很失望的
[00:14:47.200 --> 00:14:48.800]  但是這個家是一個預備好的家
[00:14:48.800 --> 00:14:51.000]  好像新娘等候出嫁一樣
[00:14:51.000 --> 00:14:52.500]  是最美的
[00:14:52.500 --> 00:14:54.300]  所以一次過滿足我們兩個願望
[00:14:54.300 --> 00:14:56.100]  有家庭又有太太
[00:14:56.100 --> 00:14:57.800]  是很美的一個狀況
[00:14:57.800 --> 00:14:59.800]  是新的
[00:14:59.800 --> 00:15:02.300]  弟兄姊妹
[00:15:02.300 --> 00:15:03.500]  到了某一天
[00:15:03.500 --> 00:15:05.800]  當耶穌回來的時候
[00:15:05.800 --> 00:15:08.800]  這個新的耶路撒冷是準備好的
[00:15:08.800 --> 00:15:10.200]  是一個我們的家
[00:15:10.200 --> 00:15:12.000]  當然我們無論看影片
[00:15:12.000 --> 00:15:13.300]  或者形容
[00:15:13.300 --> 00:15:16.500]  好像講到一個很具體的物質化的家庭
[00:15:16.500 --> 00:15:21.400]  但是聖經似乎有另一個層面
[00:15:21.400 --> 00:15:22.800]  因為到時候我們是一個靈體
[00:15:22.800 --> 00:15:24.500]  其實我們是否住一個物質的家呢?
[00:15:24.500 --> 00:15:25.700]  可能不是一個物質的家
[00:15:25.700 --> 00:15:27.500]  應該未必是一個物質的家
[00:15:27.500 --> 00:15:29.600]  是一個與神同在的地方
[00:15:29.600 --> 00:15:31.500]  但是聖經用了很多美好的形容
[00:15:31.500 --> 00:15:33.200]  黃金街、碧玉城
[00:15:33.200 --> 00:15:35.400]  是不需要有其他的光體
[00:15:35.400 --> 00:15:37.800]  因為神已經把舊光照著了
[00:15:37.800 --> 00:15:39.200]  那個地方很棒
[00:15:39.200 --> 00:15:41.500]  我們將來要回到那個地方
[00:15:41.500 --> 00:15:42.800]  與神同在
[00:15:42.800 --> 00:15:44.900]  但是剛才講到這些質素是
[00:15:44.900 --> 00:15:47.200]  是聖經所講的
[00:15:47.200 --> 00:15:48.000]  是新的
[00:15:48.000 --> 00:15:49.100]  舊的已經過去了
[00:15:49.100 --> 00:15:49.900]  地上
[00:15:49.900 --> 00:15:52.700]  天地都要成為過去
[00:15:52.700 --> 00:15:55.500]  今天我們不需要想什麼大亞灣
[00:15:55.500 --> 00:15:57.400]  什麼地方居住
[00:15:57.400 --> 00:15:58.500]  樓市等等
[00:15:58.500 --> 00:16:01.700]  將來神為我們預備是新的
[00:16:01.700 --> 00:16:02.800]  預備好的
[00:16:02.800 --> 00:16:03.700]  是無罪的
[00:16:03.700 --> 00:16:05.000]  是聖潔的
[00:16:05.000 --> 00:16:05.800]  在那裡生活
[00:16:05.800 --> 00:16:08.100]  人與人之間不再有這種張力
[00:16:08.100 --> 00:16:10.700]  在那裡你又暗算我
[00:16:10.700 --> 00:16:11.900]  你又不喜歡我
[00:16:11.900 --> 00:16:13.100]  你又討厭我
[00:16:13.100 --> 00:16:14.200]  我又仇恨你
[00:16:14.200 --> 00:16:15.900]  很多這樣的問題
[00:16:15.900 --> 00:16:17.400]  但是將來是聖潔
[00:16:17.400 --> 00:16:20.500]  是美好的
[00:16:20.500 --> 00:16:21.900]  但是更加重要
[00:16:21.900 --> 00:16:23.400]  在第三節那裡講
[00:16:23.400 --> 00:16:25.500]  這個與神同在的家
[00:16:25.500 --> 00:16:28.700]  我聽見有大聲音從寶座出來說
[00:16:28.700 --> 00:16:29.600]  看看
[00:16:29.600 --> 00:16:31.600]  神的帳幕在人間
[00:16:31.600 --> 00:16:34.400]  祂要與人同在
[00:16:34.400 --> 00:16:36.600]  他們要作祂的子民
[00:16:36.600 --> 00:16:39.200]  神要親自與他們同在
[00:16:39.200 --> 00:16:42.400]  作他們的神
[00:16:42.400 --> 00:16:44.000]  這是一個很重要的事情
[00:16:44.000 --> 00:16:45.800]  與神同在
[00:16:45.800 --> 00:16:48.000]  今天說我們的生命有時候
[00:16:48.000 --> 00:16:50.100]  不是神不與我們同在
[00:16:50.100 --> 00:16:52.400]  是我們自己遠離上帝
[00:16:52.400 --> 00:16:54.900]  我們容讓剛才講到的罪惡的出現
[00:16:54.900 --> 00:16:56.700]  在我們生命裡面
[00:16:56.700 --> 00:16:58.500]  就好像
[00:16:58.500 --> 00:16:59.700]  有人形容豬
[00:16:59.700 --> 00:17:03.100]  他最喜歡找一些骯髒的地方
[00:17:03.100 --> 00:17:04.600]  但有人說豬很聰明
[00:17:04.600 --> 00:17:05.600]  其實他用泥
[00:17:05.600 --> 00:17:06.900]  知道自己沒那麼熱
[00:17:06.900 --> 00:17:08.100]  不會被東西咬
[00:17:08.100 --> 00:17:09.100]  其實他不是骯髒
[00:17:09.100 --> 00:17:10.200]  他是聰明
[00:17:10.200 --> 00:17:12.800]  所以就這樣
[00:17:12.800 --> 00:17:16.000]  但是人有時候真的這樣
[00:17:16.000 --> 00:17:19.100]  不好的事情就做很多事情
[00:17:19.100 --> 00:17:20.600]  故事在舊約裡面
[00:17:20.600 --> 00:17:24.000]  特別是以西傑書講到
[00:17:24.000 --> 00:17:26.700]  神不再認以西傑作祂的子民
[00:17:26.700 --> 00:17:29.400]  因為他們犯罪離開上帝
[00:17:29.400 --> 00:17:30.900]  不是上帝離開人
[00:17:30.900 --> 00:17:33.600]  而是人離開上帝
[00:17:33.600 --> 00:17:37.500]  由始祖亞當夏娃開始就是這樣
[00:17:37.500 --> 00:17:38.900]  神說所有東西都可以吃
[00:17:38.900 --> 00:17:41.100]  不過禁果的時候你不要吃
[00:17:41.100 --> 00:17:42.700]  但是人出於好奇
[00:17:42.700 --> 00:17:43.700]  出於挑戰
[00:17:43.700 --> 00:17:45.000]  出於不信服
[00:17:45.000 --> 00:17:48.100]  卻偏偏要摘取這個禁果
[00:17:48.100 --> 00:17:49.800]  離棄上帝
[00:17:49.800 --> 00:17:52.300]  結果被驅逐離開伊甸園
