
[00:00:00.000 --> 00:00:03.600]  今天我會跟大家講一個很特別的題目
[00:02:57.600 --> 00:02:59.600]  Cheap Grace
[00:02:59.600 --> 00:03:04.600]  他說廉價的恩典就是只講赦免不講悔改
[00:03:04.600 --> 00:03:08.600]  廉價的恩典就是領聖餐不需要認罪
[00:03:08.600 --> 00:03:11.600]  廉價的恩典是沒有十字架的恩典
[00:03:11.600 --> 00:03:14.600]  廉價的恩典不是上帝賜的恩典
[00:03:14.600 --> 00:03:17.600]  是人自己給自己的恩典
[00:03:17.600 --> 00:03:24.600]  在這本書裡面潘霍華講了一句很震撼的話
[00:03:24.600 --> 00:03:27.600]  他說當基督呼召一個人的時候
[00:03:27.600 --> 00:03:30.600]  基督是呼召他來死
[00:03:30.600 --> 00:03:33.600]  當基督呼召一個人的時候
[00:03:33.600 --> 00:03:35.600]  他是呼召他來死
[00:03:35.600 --> 00:03:39.600]  你聽到這裡可能會震驚
[00:03:39.600 --> 00:03:45.600]  衛牧師我當年在報道會決志不是這樣講的
[00:03:45.600 --> 00:03:47.600]  這樣講我就不信了
[00:03:47.600 --> 00:03:50.600]  又得安息又有豐盛生命
[00:03:50.600 --> 00:03:54.600]  為什麼要講這麼嚴厲的話呢
[00:03:54.600 --> 00:03:58.600]  究竟潘霍華這句話有沒有正經根據呢
[00:03:58.600 --> 00:03:59.600]  有
[00:03:59.600 --> 00:04:03.600]  就在剛才我們讀的《馬可福音》第八章
[00:04:03.600 --> 00:04:06.600]  若有人要跟從我
[00:04:06.600 --> 00:04:07.600]  耶穌基督說
[00:04:07.600 --> 00:04:12.600]  就當寫記背起他的十字架來跟從我
[00:04:12.600 --> 00:04:16.600]  而在《路加福音》耶穌基督說同樣的話
[00:04:16.600 --> 00:04:17.600]  不過加多一點
[00:04:17.600 --> 00:04:18.600]  加多什麼
[00:04:18.600 --> 00:04:20.600]  耶穌說若有人要跟從我
[00:04:20.600 --> 00:04:21.600]  在《路加福音》第九章
[00:04:21.600 --> 00:04:28.600]  他說就當寫記天天背起他的十字架來跟從我
[00:04:28.600 --> 00:04:31.600]  每一天背起他的十字架來跟從我
[00:04:31.600 --> 00:04:33.600]  耶穌基督期待每一個信祂的人
[00:04:33.600 --> 00:04:35.600]  每一個跟從祂的人做兩件事
[00:04:35.600 --> 00:04:37.600]  第一就是寫記
[00:04:37.600 --> 00:04:40.600]  第二就是天天背起十字架
[00:04:40.600 --> 00:04:42.600]  什麼叫做寫記
[00:04:42.600 --> 00:04:47.600]  寫記英文的日本也叫做deny
[00:04:47.600 --> 00:04:52.600]  原文的意思是完全隔絕關係
[00:04:52.600 --> 00:04:54.600]  有時候你看到報紙說
[00:04:54.600 --> 00:04:57.600]  我要跟我兒子完全脫離父子關係
[00:04:57.600 --> 00:04:59.600]  完全隔絕關係
[00:04:59.600 --> 00:05:03.600]  其實彼得在大祭司的院裡
[00:05:03.600 --> 00:05:04.600]  有位侍女問他
[00:05:04.600 --> 00:05:05.600]  你認不認識這個人
[00:05:05.600 --> 00:05:08.600]  彼得就deny耶穌
[00:05:08.600 --> 00:05:11.600]  他跟耶穌那一刻隔絕關係
[00:05:11.600 --> 00:05:14.600]  這個寫記就是跟自己隔絕關係
[00:05:14.600 --> 00:05:17.600]  完全放棄自己
[00:05:17.600 --> 00:05:20.600]  所以潘福華剛才所說的
[00:05:20.600 --> 00:05:23.600]  當耶穌基督呼召一個人來的時候
[00:05:23.600 --> 00:05:24.600]  他就叫他來死
[00:05:24.600 --> 00:05:27.600]  耶穌基督是叫一個人
[00:05:27.600 --> 00:05:28.600]  不是肉身上的死
[00:05:28.600 --> 00:05:30.600]  因為肉身上的死不會天天都死
[00:05:30.600 --> 00:05:34.600]  耶穌基督是叫我們棄絕自己
[00:05:34.600 --> 00:05:37.600]  不要以自己為中心
[00:05:37.600 --> 00:05:41.600]  不要以你的舊生命為你的中心
[00:05:41.600 --> 00:05:43.600]  可能就會想
[00:05:43.600 --> 00:05:48.600]  我原本想信耶穌得到舒適自由
[00:05:48.600 --> 00:05:50.600]  為什麼要這麼慘
[00:05:50.600 --> 00:05:53.600]  如果你熟悉另一段聖經
[00:05:53.600 --> 00:05:54.600]  或者那段聖經
[00:05:54.600 --> 00:05:57.600]  就是你在《暴露會》聽到的那段
[00:05:57.600 --> 00:06:00.600]  你會看到耶穌基督又有另一個呼召
[00:06:00.600 --> 00:06:02.600]  同樣都是呼召你跟從他
[00:06:02.600 --> 00:06:04.600]  不過不是這麼嚴厲
[00:06:04.600 --> 00:06:09.600]  就是《馬太福音》十一章
[00:06:09.600 --> 00:06:11.600]  「凡奴婦擔重擔的人」
[00:06:11.600 --> 00:06:13.600]  耶穌說「可以到我這裡來
[00:06:13.600 --> 00:06:15.600]  我就使你們得安息
[00:06:15.600 --> 00:06:17.600]  我心裡柔和謙卑
[00:06:17.600 --> 00:06:18.600]  你們當乎我的額
[00:06:18.600 --> 00:06:19.600]  學我的樣式
[00:06:19.600 --> 00:06:23.600]  這樣你們心裡就必得享安息
[00:06:23.600 --> 00:06:25.600]  因為我的額是容易的
[00:06:25.600 --> 00:06:30.600]  我的擔子是輕散的」
[00:06:30.600 --> 00:06:32.600]  《馬太福音》十一章
[00:06:32.600 --> 00:06:34.600]  這裡說耶穌基督給你安息
[00:06:34.600 --> 00:06:35.600]  和《馬可福音》
[00:06:35.600 --> 00:06:38.600]  耶穌基督對你的呼召
[00:06:38.600 --> 00:06:41.600]  其實是同一個呼召
[00:06:41.600 --> 00:06:44.600]  他同樣都叫你來跟從他
[00:06:44.600 --> 00:06:47.600]  不過一個就是溫馨的
[00:06:47.600 --> 00:06:48.600]  舒服的
[00:06:48.600 --> 00:06:51.600]  若有人「奴婦擔重擔的人」
[00:06:51.600 --> 00:06:52.600]  來到我這裡
[00:06:52.600 --> 00:06:53.600]  我給你安息
[00:06:53.600 --> 00:06:55.600]  另一個就不是
[00:06:55.600 --> 00:06:56.600]  《馬可福音》就是說
[00:06:56.600 --> 00:06:57.600]  若有人要跟從
[00:06:57.600 --> 00:06:59.600]  我就當寫幾杯十字架
[00:06:59.600 --> 00:07:00.600]  我想做個民意調查
[00:07:00.600 --> 00:07:04.600]  究竟你喜歡哪一個呼召
[00:07:04.600 --> 00:07:06.600]  我做個舉手
[00:07:06.600 --> 00:07:07.600]  只能夠舉一次
[00:07:07.600 --> 00:07:09.600]  二揀其一
[00:07:09.600 --> 00:07:10.600]  第一
[00:07:10.600 --> 00:07:12.600]  若你喜歡《馬太福音》的
[00:07:12.600 --> 00:07:14.600]  「凡奴婦擔重擔的人」
[00:07:14.600 --> 00:07:15.600]  可以到我這裡來
[00:07:15.600 --> 00:07:16.600]  我叫你得安息的
[00:07:16.600 --> 00:07:18.600]  你喜歡哪一個呼召
[00:07:18.600 --> 00:07:19.600]  請你舉手
[00:07:19.600 --> 00:07:21.600]  嘩!好多
[00:07:21.600 --> 00:07:23.600]  還有沒有?
[00:07:23.600 --> 00:07:25.600]  沒有就錯過機會了
[00:07:25.600 --> 00:07:26.600]  好
[00:07:26.600 --> 00:07:28.600]  若你喜歡《馬太福音》背十字架
[00:07:28.600 --> 00:07:30.600]  跟隨耶穌去請你舉手
[00:07:30.600 --> 00:07:32.600]  一個都沒有
[00:07:32.600 --> 00:07:33.600]  有一個
[00:07:33.600 --> 00:07:39.600]  這個情況都為我帶來不安與困擾
[00:07:39.600 --> 00:07:43.600]  昨晚我們的崇拜裡
[00:07:43.600 --> 00:07:45.600]  連一個都沒有
[00:07:45.600 --> 00:07:49.600]  為什麼同一個呼召
[00:07:49.600 --> 00:07:51.600]  會有兩個不同的訊息
[00:07:51.600 --> 00:07:52.600]  是不是真的不同呢?
[00:07:52.600 --> 00:07:54.600]  我們來分析一下
[00:07:54.600 --> 00:07:57.600]  在《馬可福音》八章的呼召
[00:07:57.600 --> 00:08:01.600]  耶穌基督給了兩個邀請
[00:08:01.600 --> 00:08:03.600]  第一是寫幾
[00:08:03.600 --> 00:08:05.600]  第二是背十字架
[00:08:05.600 --> 00:08:06.600]  是不是?
[00:08:06.600 --> 00:08:08.600]  而在《馬太福音》十一章
[00:08:08.600 --> 00:08:09.600]  耶穌基督的呼召
[00:08:09.600 --> 00:08:11.600]  是來得安息
[00:08:11.600 --> 00:08:13.600]  和赴我的厄
[00:08:13.600 --> 00:08:14.600]  也是兩個邀請
[00:08:14.600 --> 00:08:16.600]  第二個就溫馨很多
[00:08:16.600 --> 00:08:19.600]  你有沒有留意到
[00:08:19.600 --> 00:08:21.600]  這兩段聖經
[00:08:21.600 --> 00:08:23.600]  其實好像一道對聯
[00:08:23.600 --> 00:08:27.600]  兩邊是相輔相成
[00:08:27.600 --> 00:08:29.600]  互輔相輝映
[00:08:29.600 --> 00:08:31.600]  寫幾就是對安息
[00:08:31.600 --> 00:08:35.600]  背十字架就是對父厄
[00:08:35.600 --> 00:08:38.600]  所以我們看這兩段聖經其中一段
[00:08:38.600 --> 00:08:40.600]  我們要看另外一段
[00:08:40.600 --> 00:08:43.600]  這樣我們就有一個全面的認識
[00:08:43.600 --> 00:08:45.600]  就知道耶穌基督的心意
[00:08:45.600 --> 00:08:48.600]  知道祂的呼召是什麼
[00:08:48.600 --> 00:08:49.600]  我們看看
[00:08:49.600 --> 00:08:52.600]  寫幾和安息有什麼關係
[00:08:52.600 --> 00:08:55.600]  很多時候我們心裡很亂
[00:08:55.600 --> 00:08:57.600]  得不到平靜安穩
[00:08:57.600 --> 00:09:00.600]  就是因為我們沒有寫幾
[00:09:00.600 --> 00:09:02.600]  因為我們放不下自己
[00:09:02.600 --> 00:09:05.600]  譬如別人得罪了我
[00:09:05.600 --> 00:09:06.600]  我就生氣
[00:09:06.600 --> 00:09:08.600]  我就得不到安息
[00:09:08.600 --> 00:09:10.600]  或者是我的股票跌了
[00:09:10.600 --> 00:09:11.600]  我就得不到安息
[00:09:11.600 --> 00:09:13.600]  或者是我做了一些
[00:09:13.600 --> 00:09:15.600]  我不應該做的事
[00:09:15.600 --> 00:09:17.600]  我又得不到安息
[00:09:17.600 --> 00:09:21.600]  當你不肯寫幾
[00:09:21.600 --> 00:09:23.600]  你不肯和你的舊我
[00:09:23.600 --> 00:09:25.600]  斷絕關係的時候
[00:09:25.600 --> 00:09:29.600]  你就不會得到安息
[00:09:29.600 --> 00:09:31.600]  如果你聽到耶穌基督的呼召
[00:09:31.600 --> 00:09:35.600]  「犯奴婦擔重擔的人可以到我這裡」
[00:09:35.600 --> 00:09:36.600]  你來到耶穌的根前
[00:09:36.600 --> 00:09:37.600]  你放下自己
[00:09:37.600 --> 00:09:38.600]  你依靠祂
[00:09:38.600 --> 00:09:40.600]  你不再依靠自己
[00:09:40.600 --> 00:09:42.600]  你就享受安息
[00:09:42.600 --> 00:09:45.600]  所以這個寫幾
[00:09:45.600 --> 00:09:47.600]  就不是自殺
[00:09:47.600 --> 00:09:49.600]  不是取自己的性命
[00:09:49.600 --> 00:09:53.600]  而是棄絕自我
[00:09:53.600 --> 00:09:56.600]  不再以你自我為中心
[00:09:56.600 --> 00:09:58.600]  是以耶穌基督為中心
[00:09:58.600 --> 00:10:01.600]  這個就是安息的秘訣
[00:10:01.600 --> 00:10:03.600]  或者你會問
[00:10:03.600 --> 00:10:05.600]  牧師既然我來到耶穌基督
[00:10:05.600 --> 00:10:06.600]  那裡有安息
[00:10:06.600 --> 00:10:08.600]  為什麼又要附呃
[00:10:08.600 --> 00:10:10.600]  呃英文就是郁
[00:10:10.600 --> 00:10:12.600]  就是牛奸田
[00:10:12.600 --> 00:10:14.600]  就掛著一個呃
[00:10:14.600 --> 00:10:16.600]  你說我來到耶穌基督那裡
[00:10:16.600 --> 00:10:18.600]  還要掛著這個呃
[00:10:18.600 --> 00:10:19.600]  要做事
[00:10:19.600 --> 00:10:22.600]  豈不是連自由都沒有
[00:10:22.600 --> 00:10:25.600]  我為什麼要跟隨耶穌基督
[00:10:25.600 --> 00:10:29.600]  跟隨耶穌基督是不是沒有了自由呢
[00:10:29.600 --> 00:10:32.600]  很多時候我們在後現代社會
[00:10:32.600 --> 00:10:33.600]  我們以自我為中心
[00:10:33.600 --> 00:10:34.600]  我就是我
[00:10:34.600 --> 00:10:35.600]  我要有自由
[00:10:35.600 --> 00:10:37.600]  我要為自己
[00:10:37.600 --> 00:10:39.600]  什麼叫自由
[00:10:39.600 --> 00:10:40.600]  有些人說
[00:10:40.600 --> 00:10:42.600]  如果我不用聽上帝的話
[00:10:42.600 --> 00:10:43.600]  如果我不用聽別人的話
[00:10:43.600 --> 00:10:45.600]  我只聽自己的話
[00:10:45.600 --> 00:10:47.600]  我不用有一個呃在我那裡
[00:10:47.600 --> 00:10:49.600]  我就真的得著自由了
[00:10:49.600 --> 00:10:52.600]  這個想法是錯的
[00:10:52.600 --> 00:10:55.600]  因為這個世界是沒有絕對自由
[00:10:55.600 --> 00:10:57.600]  天地之間只有上帝
[00:10:57.600 --> 00:10:59.600]  能夠享受絕對的自由
[00:10:59.600 --> 00:11:01.600]  只有上帝有絕對的自由
[00:11:01.600 --> 00:11:03.600]  其他的受造物
[00:11:03.600 --> 00:11:04.600]  包括人類在內
[00:11:04.600 --> 00:11:06.600]  是沒有絕對的自由
[00:11:06.600 --> 00:11:08.600]  上帝創造我們
[00:11:08.600 --> 00:11:09.600]  創造一條魚
[00:11:09.600 --> 00:11:10.600]  創造一隻馬
[00:11:10.600 --> 00:11:12.600]  上帝給我們有本能
[00:11:12.600 --> 00:11:14.600]  給受造物有一些本能
[00:11:14.600 --> 00:11:16.600]  和有限度的自由
[00:11:16.600 --> 00:11:19.600]  也都包括在責任裡面
[00:11:19.600 --> 00:11:20.600]  有責任
[00:11:20.600 --> 00:11:22.600]  譬如上帝做一條魚
[00:11:22.600 --> 00:11:25.600]  上帝給本能在水裡面游
[00:11:25.600 --> 00:11:28.600]  但是他沒有自由飛上天
[00:11:28.600 --> 00:11:30.600]  上帝做一隻馬
[00:11:30.600 --> 00:11:32.600]  他給本能在地上跑
[00:11:32.600 --> 00:11:34.600]  但是他沒有自由潛水
[00:11:34.600 --> 00:11:38.600]  上帝做魚的本能是游
[00:11:38.600 --> 00:11:40.600]  做馬的本能是跑
[00:11:40.600 --> 00:11:42.600]  上帝做人的本能是什麼?
[00:11:42.600 --> 00:11:43.600]  你有沒有想到
[00:11:43.600 --> 00:11:45.600]  上帝創造你和我
[00:11:45.600 --> 00:11:50.600]  他給我們最重要的本能是什麼?
[00:11:50.600 --> 00:11:55.600]  還有這個本能帶來的自由和責任是什麼?
[00:11:55.600 --> 00:11:57.600]  我可以告訴大家
[00:11:57.600 --> 00:11:58.600]  照我的領受
[00:11:58.600 --> 00:12:03.600]  上帝給人最重要的本能就是愛
[00:12:03.600 --> 00:12:05.600]  聖經說:神就是愛
[00:12:05.600 --> 00:12:09.600]  所以上帝以他的形象來做我們
[00:12:09.600 --> 00:12:12.600]  上帝把愛的本能賜給我們
[00:12:12.600 --> 00:12:17.600]  這個本能也都會帶來自由和責任
[00:12:17.600 --> 00:12:20.600]  何以見得愛就是上帝給我們的本能呢?
[00:12:20.600 --> 00:12:22.600]  《馬大福音》裡面記載到
[00:12:22.600 --> 00:12:24.600]  有一個文士去問耶穌
[00:12:24.600 --> 00:12:28.600]  哪條界面最大?
[00:12:28.600 --> 00:12:29.600]  耶穌對他說
[00:12:29.600 --> 00:12:31.600]  在《馬大福音》第22章
[00:12:31.600 --> 00:12:34.600]  耶穌說:你要盡心盡性盡義
[00:12:34.600 --> 00:12:36.600]  愛主你的神
[00:12:36.600 --> 00:12:38.600]  這是界面中的第一條
[00:12:38.600 --> 00:12:39.600]  也是最大
[00:12:39.600 --> 00:12:42.600]  其次相仿的就是要愛人如己
[00:12:42.600 --> 00:12:44.600]  又是愛
[00:12:44.600 --> 00:12:45.600]  愛神愛人
[00:12:45.600 --> 00:12:53.600]  這兩條界面是律法和先知一切道理的總括
[00:12:53.600 --> 00:12:57.600]  原來界面的核心就是愛
[00:12:57.600 --> 00:13:04.600]  愛就是人類生存的動力和目標
[00:13:04.600 --> 00:13:07.600]  世界上很多的詩詞小說
[00:13:07.600 --> 00:13:12.600]  著名的全部都是以愛為中心
[00:13:12.600 --> 00:13:16.600]  當我們在愛裡面實踐了責任的時候
[00:13:16.600 --> 00:13:22.600]  我們就享受到上帝所賜給我們的自由
[00:13:22.600 --> 00:13:24.600]  在《伊甸園》裡面
[00:13:24.600 --> 00:13:26.600]  我們遲早未犯罪之前
[00:13:26.600 --> 00:13:28.600]  我們是發揮到這個本能
[00:13:28.600 --> 00:13:29.600]  他們愛上帝
[00:13:29.600 --> 00:13:31.600]  他們又彼此相愛
[00:13:31.600 --> 00:13:33.600]  但當夏娃犯罪之後
[00:13:33.600 --> 00:13:36.600]  這個愛的本能就受到侵蝕
[00:13:36.600 --> 00:13:38.600]  人類就跌在罪裡面
[00:13:38.600 --> 00:13:41.600]  我們一生就受到魔鬼的控制
[00:13:41.600 --> 00:13:43.600]  人一生出來
[00:13:43.600 --> 00:13:46.600]  其實就一直做了魔鬼的奴隸
[00:13:46.600 --> 00:13:47.600]  換句話說
[00:13:47.600 --> 00:13:51.600]  我們一直擔負著魔鬼的壓
[00:13:51.600 --> 00:13:52.600]  我們是奴隸
[00:13:52.600 --> 00:13:54.600]  我們沒有自由
[00:13:54.600 --> 00:13:57.600]  我們的主人就是魔鬼
[00:13:57.600 --> 00:13:59.600]  但耶穌基督來
[00:13:59.600 --> 00:14:01.600]  祂恢復了我們的自由
[00:14:01.600 --> 00:14:03.600]  當我們來到耶穌基督那裡
[00:14:03.600 --> 00:14:04.600]  我們聽到祂的呼召
[00:14:04.600 --> 00:14:06.600]  凡勞苦擔重擔的人
[00:14:06.600 --> 00:14:10.600]  就是在罪裡面受到壓制的人
[00:14:10.600 --> 00:14:11.600]  來到我這裡
[00:14:11.600 --> 00:14:12.600]  我給你安息
[00:14:12.600 --> 00:14:13.600]  我們來到耶穌基督那裡
[00:14:13.600 --> 00:14:16.600]  祂就將魔鬼的壓拿走
[00:14:16.600 --> 00:14:19.600]  換上祂自己的壓
[00:14:19.600 --> 00:14:21.600]  什麼叫做壓呢?
[00:14:21.600 --> 00:14:27.600]  壓就是徒弟對師父要盡的責任
[00:14:27.600 --> 00:14:28.600]  基督的壓
[00:14:28.600 --> 00:14:30.600]  就是我們做耶穌基督門徒
[00:14:30.600 --> 00:14:35.600]  要對耶穌基督的服事
[00:14:35.600 --> 00:14:36.600]  所應該做的事
[00:14:36.600 --> 00:14:37.600]  不過
[00:14:37.600 --> 00:14:39.600]  我們的師父不再是魔鬼
[00:14:39.600 --> 00:14:40.600]  而是耶穌基督
[00:14:40.600 --> 00:14:43.600]  而我們的師父是一個好的師父
[00:14:43.600 --> 00:14:46.600]  他說:我心裡柔和謙卑
[00:14:46.600 --> 00:14:48.600]  我們負了基督的壓
[00:14:48.600 --> 00:14:50.600]  我們就好像一條魚進了水裡
[00:14:50.600 --> 00:14:53.600]  我們就像一隻馬在曠野奔馳一樣
[00:14:53.600 --> 00:14:56.600]  我們就能發揮我們的本能
[00:14:56.600 --> 00:14:58.600]  還有基督的壓
[00:14:58.600 --> 00:15:01.600]  也是一個愛的壓
[00:15:01.600 --> 00:15:05.600]  當我們負了這個壓
[00:15:05.600 --> 00:15:07.600]  我們不覺得重
[00:15:07.600 --> 00:15:13.600]  因為愛的壓是輕散的
[00:15:13.600 --> 00:15:15.600]  你們當負我的壓
[00:15:15.600 --> 00:15:17.600]  耶穌說:學我的樣式
[00:15:17.600 --> 00:15:20.600]  這樣你們心裡就必得享安息
[00:15:20.600 --> 00:15:22.600]  因為我的壓是容易的
[00:15:22.600 --> 00:15:24.600]  我的擔子是輕散的
[00:15:24.600 --> 00:15:25.600]  在我默會這麼多年裡
[00:15:25.600 --> 00:15:27.600]  我看到很多夫妻
[00:15:27.600 --> 00:15:28.600]  其中一個病了
[00:15:28.600 --> 00:15:29.600]  或者臨終
[00:15:29.600 --> 00:15:31.600]  或者長時間的疾病
[00:15:31.600 --> 00:15:34.600]  你應該怎樣關顧他
[00:15:34.600 --> 00:15:35.600]  怎樣保護他
[00:15:35.600 --> 00:15:37.600]  照顧他
[00:15:37.600 --> 00:15:46.600]  這個愛的壓是心甘情願的
[00:15:46.600 --> 00:15:48.600]  所以如果你背負基督的壓
[00:15:48.600 --> 00:15:50.600]  背負愛的壓
[00:15:50.600 --> 00:15:54.600]  你的師父是柔和謙卑的主的話
[00:15:54.600 --> 00:15:57.600]  你會發現天天背十字架
[00:15:57.600 --> 00:16:01.600]  不是一件苦事
[00:16:01.600 --> 00:16:03.600]  或者你會想
[00:16:03.600 --> 00:16:07.600]  背十字架也有些風險的
[00:16:07.600 --> 00:16:09.600]  會不會到最後連命都沒了呢
[00:16:09.600 --> 00:16:11.600]  有這樣的可能
[00:16:11.600 --> 00:16:14.600]  在初期教會很多人為主殉道
[00:16:14.600 --> 00:16:16.600]  保羅就是其中一個
[00:16:16.600 --> 00:16:17.600]  彼得也是
[00:16:17.600 --> 00:16:20.600]  不過你不用特別擔心殉道
[00:16:20.600 --> 00:16:24.600]  因為蘇恩配說過一句話
[00:16:24.600 --> 00:16:25.600]  也很有意思
[00:16:25.600 --> 00:16:27.600]  他說:殉道只是屬於
[00:16:27.600 --> 00:16:31.600]  那些最忠貞的基督徒的權利
[00:16:31.600 --> 00:16:33.600]  殉道只是屬於
[00:16:33.600 --> 00:16:36.600]  那些最忠心的基督徒的權利
[00:16:36.600 --> 00:16:38.600]  但是耶穌基督期待
[00:16:38.600 --> 00:16:40.600]  每一個信祂的人
[00:16:40.600 --> 00:16:42.600]  每一個的跟隨者
[00:16:42.600 --> 00:16:44.600]  祂都每一天背十字架
[00:16:44.600 --> 00:16:46.600]  祂期待我們活出基督的樣式
[00:16:46.600 --> 00:16:49.600]  祂期待我們為祂的緣故
[00:16:49.600 --> 00:16:51.600]  願意受委屈
[00:16:51.600 --> 00:16:53.600]  祂期待我們當中有些人
[00:16:53.600 --> 00:16:55.600]  是接受祂的呼召
[00:16:55.600 --> 00:16:58.600]  將來出來做宣教士
[00:16:58.600 --> 00:17:02.600]  這個就是天天背十字架的意義
[00:17:02.600 --> 00:17:04.600]  當你為愛主
[00:17:04.600 --> 00:17:06.600]  來背十字架
[00:17:06.600 --> 00:17:08.600]  就算是苦
[00:17:08.600 --> 00:17:10.600]  你也會覺得甘甜
[00:17:10.600 --> 00:17:14.600]  我太太認識一對年老的
[00:17:14.600 --> 00:17:16.600]  美國宣教士的夫婦
[00:17:16.600 --> 00:17:17.600]  已經退休了
[00:17:17.600 --> 00:17:20.600]  這對夫婦二十多歲就離開美國
[00:17:20.600 --> 00:17:24.600]  在台灣,接著在香港宣教
[00:17:24.600 --> 00:17:26.600]  後期就在香港退休
[00:17:26.600 --> 00:17:29.600]  她退休之後沒有回美國
[00:17:29.600 --> 00:17:31.600]  因為她已經沒有錢回美國
[00:17:31.600 --> 00:17:35.600]  她在美國的親友的網絡
[00:17:35.600 --> 00:17:37.600]  又已經疏離
[00:17:37.600 --> 00:17:41.600]  她沒有錢就申請住在公屋
[00:17:41.600 --> 00:17:44.600]  住了不少年
[00:17:44.600 --> 00:17:48.600]  最近這幾年男的身體越來越不好
[00:17:48.600 --> 00:17:50.600]  要坐輪椅
[00:17:50.600 --> 00:17:53.600]  還要靠氧氣來呼吸
[00:17:53.600 --> 00:17:56.600]  你想像一對年老的夫婦
[00:17:56.600 --> 00:17:58.600]  一生侍奉主
[00:17:58.600 --> 00:18:00.600]  到了退休的時候
[00:18:00.600 --> 00:18:05.600]  在異鄉度過最後的人生
[00:18:05.600 --> 00:18:11.600]  這間舊公屋的環境不太好
[00:18:11.600 --> 00:18:13.600]  輪椅出入不方便
[00:18:13.600 --> 00:18:14.600]  而且容易感染
[00:18:14.600 --> 00:18:19.600]  最近政府在啟德一帶建了新公屋
[00:18:19.600 --> 00:18:24.600]  安排了一間新的給他們住
[00:18:24.600 --> 00:18:25.600]  比較舒服
[00:18:25.600 --> 00:18:28.600]  我想到這對夫婦
[00:18:28.600 --> 00:18:31.600]  她每天為了耶穌基督的緣故
[00:18:31.600 --> 00:18:32.600]  背十字架
[00:18:32.600 --> 00:18:35.600]  不只是服侍期間背
[00:18:35.600 --> 00:18:39.600]  退休後也一直背十字架
