
[00:00:00.000 --> 00:00:04.000]  現在是農曆年的新春時間
[00:01:45.100 --> 00:01:47.700]  Morrow就說
[00:01:47.700 --> 00:01:49.800]  其實我不是擔心這些
[00:01:49.800 --> 00:01:51.700]  我是擔心我一定要找到票
[00:01:51.700 --> 00:01:53.200]  因為我找不到票
[00:01:53.200 --> 00:01:55.600]  我不知道我正在去哪裡
[00:01:55.600 --> 00:01:56.700]  你想想
[00:01:56.700 --> 00:01:58.000]  可能這個大忙人
[00:01:58.000 --> 00:02:00.300]  一路出去
[00:02:00.300 --> 00:02:01.800]  這次去這裡公幹
[00:02:01.800 --> 00:02:02.600]  那裡去公幹
[00:02:02.600 --> 00:02:05.300]  忘記了可能真的亂七八糟
[00:02:05.300 --> 00:02:07.100]  去哪裡都不知道
[00:02:07.100 --> 00:02:09.100]  其實很迷茫的
[00:02:09.100 --> 00:02:11.000]  其實人生都是一樣
[00:02:11.000 --> 00:02:14.000]  我們人生是一個長的旅程
[00:02:14.000 --> 00:02:15.300]  你的終點在哪裡
[00:02:15.300 --> 00:02:18.900]  你的目標是誰非常之重要
[00:02:18.900 --> 00:02:21.900]  有人年少的時候
[00:02:21.900 --> 00:02:23.500]  我們會想到人生的理想
[00:02:23.500 --> 00:02:25.200]  可能很多的夢
[00:02:25.200 --> 00:02:26.800]  到了出來社會做事
[00:02:26.800 --> 00:02:28.600]  你又會現實一點
[00:02:28.600 --> 00:02:31.300]  我的夢未必可以
[00:02:31.300 --> 00:02:32.000]  實際一點
[00:02:32.000 --> 00:02:34.400]  但總是有個目標
[00:02:34.400 --> 00:02:35.400]  總是有個方向
[00:02:35.400 --> 00:02:36.600]  到了人到中年
[00:02:36.600 --> 00:02:38.600]  很多時候我們說中年危機
[00:02:38.600 --> 00:02:40.900]  看看自己成就多少東西
[00:02:40.900 --> 00:02:42.500]  秤一下自己究竟
[00:02:42.500 --> 00:02:45.700]  我的目標是不是達得到
[00:02:45.700 --> 00:02:46.400]  如果不是的時候
[00:02:46.400 --> 00:02:50.400]  我要不要人生下半場再來過
[00:02:50.400 --> 00:02:52.000]  我一定要找到人生的意義
[00:02:52.000 --> 00:02:53.500]  是不是
[00:02:53.500 --> 00:02:54.400]  到了老年的時候
[00:02:54.400 --> 00:02:55.600]  我們再看看
[00:02:55.600 --> 00:02:57.300]  我人生
[00:02:57.300 --> 00:02:57.900]  完了
[00:02:57.900 --> 00:03:00.000]  我都差不多退休之年了
[00:03:00.000 --> 00:03:01.300]  我人生究竟的目標
[00:03:01.300 --> 00:03:04.900]  是不是走去那個地方
[00:03:04.900 --> 00:03:07.300]  可能帶有很多遺憾
[00:03:07.300 --> 00:03:09.600]  在晚年的時間都不定
[00:03:09.600 --> 00:03:12.800]  若然我們的目標不清楚
[00:03:12.800 --> 00:03:15.400]  我們或者迷失了方向
[00:03:15.400 --> 00:03:17.700]  今天我們看
[00:03:17.700 --> 00:03:18.500]  作為一個基督徒
[00:03:18.500 --> 00:03:21.800]  很值得去好好看這一段經文
[00:03:21.800 --> 00:03:23.600]  就是保羅告訴我們
[00:03:23.600 --> 00:03:26.800]  他有一個非常清晰的目標
[00:03:26.800 --> 00:03:28.400]  是他人生的方向
[00:03:28.400 --> 00:03:29.300]  你說
[00:03:29.300 --> 00:03:31.000]  我在新的一年
[00:03:31.000 --> 00:03:32.100]  2022年
[00:03:32.100 --> 00:03:34.600]  我的目標會怎樣呢
[00:03:34.600 --> 00:03:35.900]  我相信作為基督徒
[00:03:35.900 --> 00:03:38.300]  這個目標都應該和你有關
[00:03:38.300 --> 00:03:39.400]  保羅看到這個目標
[00:03:39.400 --> 00:03:41.500]  他說原來所有的信徒
[00:03:41.500 --> 00:03:43.600]  都應該有這個目標的
[00:03:43.600 --> 00:03:45.800]  那麼我們每一年的目標
[00:03:45.800 --> 00:03:47.800]  可能是不是和這個大目標
[00:03:47.800 --> 00:03:48.900]  人生的大方向
[00:03:48.900 --> 00:03:50.300]  是不是吻合呢
[00:03:50.300 --> 00:03:52.500]  這個我們回去可以慢慢想想
[00:03:52.500 --> 00:03:55.000]  或者我們今天看看這段經文
[00:03:55.000 --> 00:03:59.300]  在《肥勒比書》第三章八至十四節
[00:03:59.300 --> 00:04:01.600]  你看到保羅有一個
[00:04:01.600 --> 00:04:03.500]  人生的很清楚的方向
[00:04:03.500 --> 00:04:05.200]  這個清楚的方向
[00:04:05.200 --> 00:04:06.000]  不是馬上來的
[00:04:06.000 --> 00:04:07.900]  他經過很多的考慮
[00:04:07.900 --> 00:04:09.200]  人生的閱歷
[00:04:09.200 --> 00:04:10.900]  以往他以為
[00:04:10.900 --> 00:04:13.800]  覺得很有渣拿的東西
[00:04:13.800 --> 00:04:16.600]  他今天發覺原來錯了
[00:04:16.600 --> 00:04:18.800]  他在當時的背景
[00:04:18.800 --> 00:04:21.100]  如果有一個純正的猶太人
[00:04:21.100 --> 00:04:22.800]  又懂得律法
[00:04:22.800 --> 00:04:25.300]  很懂得聖經的知識
[00:04:25.300 --> 00:04:27.700]  有熱心於他的信仰
[00:04:27.700 --> 00:04:29.900]  還有道德是非常之高超
[00:04:29.900 --> 00:04:30.600]  無可指責
[00:04:30.600 --> 00:04:32.100]  這個就是保羅
[00:04:32.100 --> 00:04:33.500]  他覺得是這樣
[00:04:33.500 --> 00:04:35.600]  但是我們到了這三章
[00:04:35.600 --> 00:04:38.900]  他就說到不是
[00:04:38.900 --> 00:04:41.900]  這樣的事情
[00:04:41.900 --> 00:04:43.800]  第七節說
[00:04:43.800 --> 00:04:46.800]  只是我先前以為對我有益的
[00:04:46.800 --> 00:04:53.600]  我現在因基督的緣故而當作有損的
[00:04:53.600 --> 00:04:55.600]  在這樣的前提下
[00:04:55.600 --> 00:04:59.800]  保羅將他的價值觀一大扭轉
[00:04:59.800 --> 00:05:01.300]  我相信我們每個基督徒
[00:05:01.300 --> 00:05:02.900]  每個作為一個人
[00:05:02.900 --> 00:05:04.800]  我們都可能經歷過這個階段
[00:05:04.800 --> 00:05:08.100]  我們當然有我們自己的人生的理想
[00:05:08.100 --> 00:05:09.600]  但是這個理想
[00:05:09.600 --> 00:05:11.500]  是不是一個很有價值
[00:05:11.500 --> 00:05:14.200]  是不是真的看得準
[00:05:14.200 --> 00:05:17.500]  保羅可以說是一個非常成功的人
[00:05:17.500 --> 00:05:18.500]  在他當時
[00:05:18.500 --> 00:05:20.600]  嘩 真的名成利就
[00:05:20.600 --> 00:05:21.900]  他擁有一切
[00:05:21.900 --> 00:05:24.200]  但是他發覺裡面有個空洞
[00:05:24.200 --> 00:05:26.800]  他發覺原來以前這些以為有益的東西
[00:05:26.800 --> 00:05:29.600]  他原來覺得是有損
[00:05:29.600 --> 00:05:31.300]  或者我們看看這段
[00:05:31.300 --> 00:05:34.200]  他在第八節至十一節
[00:05:34.200 --> 00:05:36.800]  或者我們剛才讀出來
[00:05:36.800 --> 00:05:37.900]  我們會看到
[00:05:37.900 --> 00:05:39.300]  他說 不但如此
[00:05:39.300 --> 00:05:43.300]  我以萬事當作有損的
[00:05:43.300 --> 00:05:46.500]  他不單止說之前的背景這些東西
[00:05:46.500 --> 00:05:47.800]  所有萬事都
[00:05:47.800 --> 00:05:52.500]  嘩 那你說萬事都當作有損?
[00:05:52.500 --> 00:05:54.100]  不是啊 很多好東西
[00:05:54.100 --> 00:05:56.300]  難道我做基督徒什麼都不喜歡?
[00:05:56.300 --> 00:05:57.800]  什麼都不好?
[00:05:57.800 --> 00:06:01.300]  嘩 就是娛樂又不去 什麼都只是基督
[00:06:01.300 --> 00:06:02.700]  當然不是
[00:06:02.700 --> 00:06:04.500]  但是我們很多時候
[00:06:04.500 --> 00:06:09.400]  我們就人生去調亂了次序
[00:06:09.400 --> 00:06:11.200]  神給我們很多萬物 是不是?
[00:06:11.200 --> 00:06:12.800]  祂創造的萬物很好
[00:06:12.800 --> 00:06:14.900]  給我們人有很多創意
[00:06:14.900 --> 00:06:17.200]  我們可以有很多
[00:06:17.200 --> 00:06:19.000]  我們剛才唱的詩歌
[00:06:19.000 --> 00:06:22.900]  都是一些藝術的創作 音樂
[00:06:22.900 --> 00:06:26.300]  這些甚至乎是其他的娛樂
[00:06:26.300 --> 00:06:28.800]  所有這些美好的事情
[00:06:28.800 --> 00:06:30.000]  都是神給我們
[00:06:30.000 --> 00:06:32.700]  我們存著感恩的心領受
[00:06:32.700 --> 00:06:34.600]  神給我們喜樂的
[00:06:34.600 --> 00:06:35.700]  叫我們喜樂
[00:06:35.700 --> 00:06:37.700]  但是當我們這些事情
[00:06:37.700 --> 00:06:39.600]  是物質的事情
[00:06:39.600 --> 00:06:44.700]  神為我們預備所有一切的美好的萬物
[00:06:44.700 --> 00:06:46.200]  包括了我們的工作
[00:06:46.200 --> 00:06:47.500]  包括了我們的家人
[00:06:47.500 --> 00:06:49.300]  包括了我們美好的朋友
[00:06:49.300 --> 00:06:50.800]  所有好的東西
[00:06:50.800 --> 00:06:53.300]  如果我們將它調換了次序
[00:06:53.300 --> 00:06:57.400]  當這些東西以為我們就是人生追求的目標
[00:06:57.400 --> 00:06:59.900]  我當然是住得好 穿得好
[00:06:59.900 --> 00:07:01.900]  這個豈不是人生的目標嗎?
[00:07:01.900 --> 00:07:07.000]  某某 嘩 真是多麼的成功
[00:07:07.000 --> 00:07:08.400]  在上屆每個人都
[00:07:08.400 --> 00:07:10.500]  或者某個區別
[00:07:10.500 --> 00:07:13.600]  每個人都覺得 嘩 舉起手指
[00:07:13.600 --> 00:07:18.800]  這個非常之令人欣賞
[00:07:18.800 --> 00:07:21.500]  但是保羅 如果我們再看下一節
[00:07:21.500 --> 00:07:23.000]  他再說 有些人
[00:07:23.000 --> 00:07:26.200]  他就是一生人為了這些世界的追逐
[00:07:26.200 --> 00:07:30.600]  滿足自己那個物質的享受
[00:07:30.600 --> 00:07:34.800]  或者這個世俗裏面的追尋
[00:07:34.800 --> 00:07:37.800]  他就說了 他們的神明就是自己的禱福
[00:07:37.800 --> 00:07:39.200]  簡單來說 最實際的
[00:07:39.200 --> 00:07:41.900]  人吃了六套就開心了
[00:07:41.900 --> 00:07:45.200]  就是說 我們很血氣的
[00:07:45.200 --> 00:07:47.200]  我們的目標可能是
[00:07:47.200 --> 00:07:49.600]  在我們滿足我們自己一己的私慾
[00:07:49.600 --> 00:07:51.000]  我覺得feel good
[00:07:51.000 --> 00:07:53.100]  我覺得好這個成為了我的目標
[00:07:53.100 --> 00:07:54.700]  如果覺得好的時候
[00:07:54.700 --> 00:07:56.900]  我更加想再好一點很多
[00:07:56.900 --> 00:08:01.100]  越來越成為了我人生的方向 那個目標
[00:08:01.100 --> 00:08:04.900]  保羅 這樣萬事都有損
[00:08:04.900 --> 00:08:07.500]  因為這樣是會阻止了我
[00:08:07.500 --> 00:08:11.600]  追求真正拿到真正有價值的那樣東西
[00:08:11.600 --> 00:08:13.000]  你說不是 我是基督徒
[00:08:13.000 --> 00:08:14.200]  我兩樣都要
[00:08:14.200 --> 00:08:17.700]  又有神 又有這些多不好
[00:08:17.700 --> 00:08:21.100]  你看看保羅怎麼說
[00:08:21.100 --> 00:08:25.000]  他說 但如此我要把萬事當作有損
[00:08:25.000 --> 00:08:29.700]  因為我以認識主耶穌基督為至寶
[00:08:29.700 --> 00:08:32.300]  認識追求耶穌基督
[00:08:32.300 --> 00:08:37.400]  是在說認識耶穌不是只是一個頭腦
[00:08:37.400 --> 00:08:38.800]  是生命的經歷
[00:08:38.800 --> 00:08:42.000]  和這位萬物的主宰 我們的救主
[00:08:42.000 --> 00:08:44.300]  和他建立深厚的關係
[00:08:44.300 --> 00:08:46.200]  這個是一個至寶
[00:08:46.200 --> 00:08:49.000]  我已經不單只是一個價值觀
[00:08:49.000 --> 00:08:52.800]  他說我為他已經凋棄萬事
[00:08:52.800 --> 00:08:55.400]  即是直接放下了
[00:08:55.400 --> 00:08:57.100]  不把這些東西藍了
[00:08:57.100 --> 00:09:00.500]  當然保羅不會不吃飯 不會娛樂
[00:09:00.500 --> 00:09:03.200]  不會休息 不是這樣的意思
[00:09:03.200 --> 00:09:07.400]  他將這些妨礙他和主耶穌建立關係的東西
[00:09:07.400 --> 00:09:09.700]  全部覺得是什麼
[00:09:09.700 --> 00:09:11.400]  這裡說漢族糞土
[00:09:11.400 --> 00:09:14.800]  糞土簡單來說就是糞便
[00:09:14.800 --> 00:09:15.500]  可以是這樣
[00:09:15.500 --> 00:09:18.400]  或者食物的東西真的腐爛了
[00:09:18.400 --> 00:09:22.300]  即是你很厭棄
[00:09:22.300 --> 00:09:25.700]  基督徒如果我們很醒覺
[00:09:25.700 --> 00:09:28.600]  以神的準則去行事
[00:09:28.600 --> 00:09:31.300]  去量度世界所有的萬事萬物
[00:09:31.300 --> 00:09:34.300]  如果對我們追求耶穌基督
[00:09:34.300 --> 00:09:36.000]  愛祂是有損
[00:09:36.000 --> 00:09:37.700]  你就要小心
[00:09:37.700 --> 00:09:38.900]  這些就妨礙了我們
[00:09:38.900 --> 00:09:44.600]  以至我們不能夠完全的得著耶穌基督
[00:09:44.600 --> 00:09:46.600]  耶穌基督不是這樣說
[00:09:46.600 --> 00:09:48.300]  他說人若站得全世界
[00:09:48.300 --> 00:09:51.100]  若賠上自己的生命有什麼益處呢
[00:09:51.100 --> 00:09:54.100]  人還能拿什麼去換生命呢
[00:09:54.100 --> 00:09:56.400]  人生就是一個取捨
[00:09:56.400 --> 00:10:00.200]  如果你的人生一點一滴被這些事情
[00:10:00.200 --> 00:10:06.100]  成為了阻擋你愛神的一些事物的時候
[00:10:06.100 --> 00:10:09.200]  保羅就說我當作一個糞土
[00:10:09.200 --> 00:10:11.500]  不想碰
[00:10:11.500 --> 00:10:17.900]  這個就是一個很現實的一個取捨
[00:10:17.900 --> 00:10:20.400]  我們有沒有很敏感於這個取捨
[00:10:20.400 --> 00:10:25.400]  至少我們的價值觀是一個180的扭轉
[00:10:25.400 --> 00:10:31.600]  保羅他覺得以前又有道德又有身份
[00:10:31.600 --> 00:10:33.300]  每個人都覺得他好的時候
[00:10:33.300 --> 00:10:35.000]  但是他還沒有滿足
[00:10:35.000 --> 00:10:38.100]  但是接著看看如果得著基督有些什麼呢
[00:10:38.100 --> 00:10:41.100]  很特別的第九節到十一節
[00:10:41.100 --> 00:10:43.900]  就說到得著基督是什麼一回事了
[00:10:43.900 --> 00:10:45.700]  更加具體的說
[00:10:45.700 --> 00:10:47.600]  其實得著基督是很特別
[00:10:47.600 --> 00:10:50.600]  並且得意在他裡面
[00:10:50.600 --> 00:10:52.900]  第一句這樣說的得意在他裡面
[00:10:52.900 --> 00:10:56.200]  這個得意在他裡面其實是一個被動詞
[00:10:56.200 --> 00:11:04.000]  原文的意思是被神所尋找在耶穌基督裡面
[00:11:04.000 --> 00:11:06.200]  一方面保羅說得著基督
[00:11:06.200 --> 00:11:10.400]  另一方面其實就是被神的愛去吸引他
[00:11:10.400 --> 00:11:13.100]  被神去抓住他
[00:11:13.100 --> 00:11:15.000]  找回他
[00:11:15.000 --> 00:11:17.500]  就好像耶穌基督是一個牧羊人
[00:11:17.500 --> 00:11:19.500]  他找那些迷羊一樣
[00:11:19.500 --> 00:11:21.200]  原來是被祂抓住
[00:11:21.200 --> 00:11:23.500]  其實一種恩典一種愛
[00:11:23.500 --> 00:11:27.500]  依照神說這個生命才是真正的
[00:11:27.500 --> 00:11:29.200]  是一個美滿的生命
[00:11:29.200 --> 00:11:30.500]  豐盛的生命
[00:11:30.500 --> 00:11:32.000]  這個生命是怎樣的呢
[00:11:32.000 --> 00:11:34.200]  第一有著神的義
[00:11:34.200 --> 00:11:36.000]  不是有著人的義
[00:11:36.000 --> 00:11:39.500]  他說以前保羅是什麼
[00:11:39.500 --> 00:11:40.800]  我又會律法
[00:11:40.800 --> 00:11:42.100]  我又熱心
[00:11:42.100 --> 00:11:44.500]  我拼命做我自己的能力
[00:11:44.500 --> 00:11:46.500]  是用我做得好事
[00:11:46.500 --> 00:11:52.000]  用行為去得取自己的滿足
[00:11:52.000 --> 00:11:56.000]  這裡第一不是自己的義
[00:11:56.000 --> 00:11:57.500]  是神的義
[00:11:57.500 --> 00:12:00.000]  第二不是因為律法
[00:12:00.000 --> 00:12:01.000]  行到律法好
[00:12:01.000 --> 00:12:03.000]  你看我多厲害
[00:12:03.000 --> 00:12:05.000]  而是因為信
[00:12:05.000 --> 00:12:08.000]  因信耶穌基督得到神的義
[00:12:08.000 --> 00:12:13.000]  這個是我們一定要被神抓住才能找得到
[00:12:13.000 --> 00:12:17.500]  各個宗教叫我們做好一點
[00:12:17.500 --> 00:12:21.000]  但是怎樣達到神的標準呢
[00:12:21.000 --> 00:12:23.500]  我們定的標準不是神的義
[00:12:23.500 --> 00:12:25.000]  是我們以為義
[00:12:25.000 --> 00:12:26.000]  我們以為得了
[00:12:26.000 --> 00:12:28.500]  保羅說以前我在律法上
[00:12:28.500 --> 00:12:30.000]  我在道德上
[00:12:30.000 --> 00:12:32.000]  我是無可指責的
[00:12:32.000 --> 00:12:35.000]  這個當然是他自己的眼光去看
[00:12:35.000 --> 00:12:37.000]  在神的義的時候
[00:12:37.000 --> 00:12:39.000]  還差得非常非常的遠
[00:12:39.000 --> 00:12:40.000]  保羅心知道
[00:12:40.000 --> 00:12:42.000]  他說我立志為善
[00:12:42.000 --> 00:12:44.000]  但是走出來行不得
[00:12:44.000 --> 00:12:45.000]  由不得我
[00:12:45.000 --> 00:12:49.000]  在我裡面沒有良善
[00:12:49.000 --> 00:12:50.000]  一個人就是這樣
[00:12:50.000 --> 00:12:53.000]  唯有耶穌基督的愛
[00:12:53.000 --> 00:12:55.000]  這個慈善惡俗
[00:12:55.000 --> 00:12:56.000]  去請教一個人
[00:12:56.000 --> 00:12:58.000]  以致他得到白白的清義
[00:12:58.000 --> 00:13:00.000]  這個生命就很不同
[00:13:00.000 --> 00:13:04.000]  我們自己覺得自己能夠做到什麼
[00:13:04.000 --> 00:13:06.000]  我們覺得什麼都可以做
[00:13:06.000 --> 00:13:07.000]  有句話很真的
[00:13:07.000 --> 00:13:10.000]  壯士不能自舉其身
[00:13:10.000 --> 00:13:12.000]  你多大隻都好
[00:13:12.000 --> 00:13:14.000]  你舉不起你自己
[00:13:14.000 --> 00:13:15.000]  唯有謙卑下來
[00:13:15.000 --> 00:13:17.000]  知道罪
[00:13:17.000 --> 00:13:19.000]  唯有耶穌基督神的兒子
[00:13:19.000 --> 00:13:21.000]  可以去為我們赦罪
[00:13:21.000 --> 00:13:23.000]  為我們寫在十字架上
[00:13:23.000 --> 00:13:26.000]  這個義就滿足到我們
[00:13:26.000 --> 00:13:28.000]  有了這個義
[00:13:28.000 --> 00:13:29.000]  神派或者請教我們
[00:13:29.000 --> 00:13:30.000]  接著還有
[00:13:30.000 --> 00:13:31.000]  他說
[00:13:31.000 --> 00:13:33.000]  以致要怎樣
[00:13:33.000 --> 00:13:34.000]  第十節
[00:13:34.000 --> 00:13:36.000]  使我認識基督
[00:13:36.000 --> 00:13:37.000]  這個使我認識基督
[00:13:37.000 --> 00:13:39.000]  原文有個意思
[00:13:39.000 --> 00:13:41.000]  以致到我能夠認識基督
[00:13:41.000 --> 00:13:43.000]  在神的救恩裡面
[00:13:43.000 --> 00:13:44.000]  其實不是就這樣完
[00:13:44.000 --> 00:13:45.000]  我們信了耶穌
[00:13:45.000 --> 00:13:47.000]  然後和祂
[00:13:47.000 --> 00:13:49.000]  以致到我們能夠更加盡心
[00:13:49.000 --> 00:13:50.000]  和耶穌建立關係
[00:13:50.000 --> 00:13:52.000]  認識基督
[00:13:52.000 --> 00:13:54.000]  這個是很重要
[00:13:54.000 --> 00:13:56.000]  認識祂包括了哪個層面
[00:13:56.000 --> 00:13:57.000]  更加具體來說
[00:13:57.000 --> 00:13:59.000]  知道祂復活的大能
[00:13:59.000 --> 00:14:01.000]  並且知道和祂一同受苦
[00:14:01.000 --> 00:14:03.000]  效法祂的死
[00:14:03.000 --> 00:14:05.000]  這個過程
[00:14:05.000 --> 00:14:07.000]  我們要細心去想
[00:14:07.000 --> 00:14:09.000]  什麼叫信耶穌
[00:14:09.000 --> 00:14:11.000]  什麼叫得著基督
[00:14:11.000 --> 00:14:13.000]  得著這個救恩
[00:14:13.000 --> 00:14:15.000]  聚得赦免
[00:14:15.000 --> 00:14:17.000]  能夠有永生的盼望
[00:14:17.000 --> 00:14:19.000]  但是我們的生命和神
[00:14:19.000 --> 00:14:20.000]  耶穌基督建立
[00:14:20.000 --> 00:14:21.000]  每一天
[00:14:21.000 --> 00:14:23.000]  耶穌基督住在我們裡面
[00:14:23.000 --> 00:14:24.000]  如果我們同行
[00:14:24.000 --> 00:14:26.000]  以致我們能夠經歷祂
[00:14:26.000 --> 00:14:28.000]  復活的大能
[00:14:28.000 --> 00:14:31.000]  耶穌基督從死裡復活
[00:14:31.000 --> 00:14:33.000]  在這份所書也提到
[00:14:33.000 --> 00:14:36.000]  神在耶穌基督這個大能
[00:14:36.000 --> 00:14:38.000]  復活的大能
[00:14:38.000 --> 00:14:40.000]  會在我們的身上
[00:14:40.000 --> 00:14:42.000]  會發揮出來
[00:14:42.000 --> 00:14:44.000]  以前我們屬靈是一個死亡
[00:14:44.000 --> 00:14:46.000]  但是耶穌基督
[00:14:46.000 --> 00:14:47.000]  透過祂的愛
[00:14:47.000 --> 00:14:48.000]  聖靈的感召
[00:14:48.000 --> 00:14:49.000]  以致我們好像一個
[00:14:49.000 --> 00:14:52.000]  從死裡復活的人一樣
[00:14:52.000 --> 00:14:54.000]  能夠和神有相交
[00:14:54.000 --> 00:14:56.000]  能夠去行好的行為
[00:14:56.000 --> 00:14:59.000]  全靠聖靈的帶領
[00:14:59.000 --> 00:15:00.000]  聖靈的能力
[00:15:00.000 --> 00:15:01.000]  不單止這樣
[00:15:01.000 --> 00:15:05.000]  當我們越和主耶穌認識的時候
[00:15:05.000 --> 00:15:07.000]  我們會
[00:15:07.000 --> 00:15:09.000]  這裡說知道
[00:15:09.000 --> 00:15:10.000]  也是知道
[00:15:10.000 --> 00:15:11.000]  原文沒有這個知道
[00:15:11.000 --> 00:15:12.000]  其實知道
[00:15:12.000 --> 00:15:16.000]  經念神包括了兩樣東西
[00:15:16.000 --> 00:15:17.000]  復活的大能
[00:15:17.000 --> 00:15:19.000]  和一同的受苦
[00:15:19.000 --> 00:15:20.000]  這兩樣東西
[00:15:20.000 --> 00:15:22.000]  我們要想一想
[00:15:22.000 --> 00:15:23.000]  第一
[00:15:23.000 --> 00:15:24.000]  你說
[00:15:24.000 --> 00:15:26.000]  復活的大能也不錯
[00:15:26.000 --> 00:15:29.000]  我能夠戰勝我的軟弱
[00:15:29.000 --> 00:15:30.000]  是不是
[00:15:30.000 --> 00:15:31.000]  但是接著這裡
[00:15:31.000 --> 00:15:32.000]  不不不
[00:15:32.000 --> 00:15:33.000]  先看看
[00:15:33.000 --> 00:15:34.000]  一同受苦
[00:15:34.000 --> 00:15:36.000]  說什麼呢
[00:15:36.000 --> 00:15:38.000]  這個往往是我們基督徒
[00:15:38.000 --> 00:15:40.000]  很不想看到的東西
[00:15:40.000 --> 00:15:41.000]  刻意避開
[00:15:41.000 --> 00:15:44.000]  我們基督徒豈不是歡歡樂樂的嗎
[00:15:44.000 --> 00:15:47.000]  我們豈要受苦呢
[00:15:47.000 --> 00:15:49.000]  當你
[00:15:49.000 --> 00:15:52.000]  以認識耶穌基督為至寶的時候
[00:15:52.000 --> 00:15:55.000]  我們就和主耶穌完全的認同
[00:15:55.000 --> 00:15:57.000]  祂的生命是怎樣
[00:15:57.000 --> 00:15:59.000]  我們也一樣是這樣
[00:15:59.000 --> 00:16:00.000]  祂是我們的先生
[00:16:00.000 --> 00:16:02.000]  我們是祂的學生
[00:16:02.000 --> 00:16:04.000]  耶穌基督說
[00:16:04.000 --> 00:16:05.000]  如果有人迫害老師
[00:16:05.000 --> 00:16:07.000]  一樣迫害學生
[00:16:07.000 --> 00:16:11.000]  我們怎會沒有這個元素呢
[00:16:11.000 --> 00:16:12.000]  所以基督徒
[00:16:12.000 --> 00:16:14.000]  我們的生命
[00:16:14.000 --> 00:16:17.000]  擁有這個救恩
[00:16:17.000 --> 00:16:18.000]  擁有耶穌的生命
[00:16:18.000 --> 00:16:20.000]  耶穌基督來到就是要
[00:16:20.000 --> 00:16:22.000]  為對抗罪惡
[00:16:22.000 --> 00:16:23.000]  為罪惡死
[00:16:23.000 --> 00:16:24.000]  開了一條出路
[00:16:24.000 --> 00:16:27.000]  但是我們今天仍然是一個罪惡的世代
[00:16:27.000 --> 00:16:29.000]  我們要跟耶穌基督走的時候
[00:16:29.000 --> 00:16:30.000]  我們就面對罪惡
[00:16:30.000 --> 00:16:33.000]  就等於耶穌基督面對罪惡一樣
[00:16:33.000 --> 00:16:37.000]  我們必定會經歷苦難
[00:16:37.000 --> 00:16:38.000]  所以保羅說
[00:16:38.000 --> 00:16:42.000]  如果有人立志去過敬虔的生活
[00:16:42.000 --> 00:16:45.000]  他必會受到迫害
[00:16:45.000 --> 00:16:46.000]  我們和這個世界的價值觀
[00:16:46.000 --> 00:16:49.000]  一定是逆流而上
[00:16:49.000 --> 00:16:50.000]  別人怎樣看我們
[00:16:50.000 --> 00:16:54.000]  我們未必個個都很欣賞
[00:16:54.000 --> 00:16:57.000]  反而會嘲笑
[00:16:57.000 --> 00:16:59.000]  我們會受苦楚
[00:16:59.000 --> 00:17:03.000]  但這正是我們基督徒
